CAN Message; 0x98:00008e342575193a
1739209646.1144996;-38.13080360867914
1739209646.1145027;-38.13080360867914
1739209646.1145055;-45.120503652039325
1739209646.1145086;-38.13080360867914
1739209646.1145117;-38.13080360867914
1739209646.1145148;-45.120503652039325
1739209646.1145177;-38.13080360867914
1739209646.1145208;-45.120503652039325
1739209646.114524;-45.120503652039325
1739209646.114527;-35.57807855764607
1739209646.11453;-35.57807855764607
1739209646.114533;-32.816014438256545
1739209646.114536;-38.13080360867914
1739209646.1145391;-35.57807855764607
1739209646.1145422;-38.13080360867914
1739209646.114545;-45.120503652039325
1739209646.1145482;-38.13080360867914
1739209646.1145513;-38.13080360867914
1739209646.1145544;-45.120503652039325
1739209646.1145575;-45.120503652039325
1739209646.1145604;-45.120503652039325
1739209646.1145635;-38.13080360867914
1739209646.1145666;-45.120503652039325
1739209646.1145697;-45.120503652039325
1739209646.1145725;-38.13080360867914
1739209646.1145756;-38.13080360867914
1739209646.1145787;-38.13080360867914
1739209646.1145818;-38.13080360867914
1739209646.1145847;-38.13080360867914
1739209646.1145878;-38.13080360867914
1739209646.114591;-33.981070128970906
1739209646.114594;-32.816014438256545
1739209646.114597;-45.120503652039325
1739209646.1146;-35.57807855764607
1739209646.114603;-45.120503652039325
1739209646.1146061;-45.120503652039325
1739209646.1146092;-45.120503652039325
1739209646.114612;-38.13080360867914
1739209646.1146152;-45.120503652039325
1739209646.1146183;-45.120503652039325
1739209646.1146214;-38.13080360867914
1739209646.1146245;-38.13080360867914
1739209646.1146274;-45.120503652039325
1739209646.1146305;-38.13080360867914
1739209646.1146336;-45.120503652039325
1739209646.1146367;-35.57807855764607
1739209646.1146395;-38.13080360867914
1739209646.1146426;-45.120503652039325
1739209646.1146457;-38.13080360867914
1739209646.1146488;-35.57807855764607
1739209646.1146517;-38.13080360867914
1739209646.1146548;-29.438486411369333
1739209646.1146579;-35.57807855764607
1739209646.114661;-35.57807855764607
1739209646.114664;-38.13080360867914
1739209646.114667;-38.13080360867914
1739209646.11467;-38.13080360867914
1739209646.1146731;-35.57807855764607
1739209646.1146762;-38.13080360867914
1739209646.114679;-38.13080360867914
1739209646.1146822;-45.120503652039325
1739209646.1146853;-38.13080360867914
1739209646.1146884;-38.13080360867914
1739209646.1146915;-45.120503652039325
1739209646.1146944;-45.120503652039325
1739209646.1146975;-32.816014438256545
1739209646.1147006;-38.13080360867914
1739209646.1147037;-38.13080360867914
1739209646.1147065;-38.13080360867914
1739209646.1147096;-35.57807855764607
1739209646.1147127;-38.13080360867914
1739209646.1147158;-45.120503652039325
1739209646.1147187;-45.120503652039325
1739209646.1147218;-32.816014438256545
1739209646.1147249;-38.13080360867914
1739209646.114728;-32.816014438256545
1739209646.114731;-32.816014438256545
1739209646.114734;-45.120503652039325
1739209646.114737;-45.120503652039325
1739209646.1147401;-32.816014438256545
1739209646.1147432;-35.57807855764607
1739209646.114746;-35.57807855764607
1739209646.1147492;-45.120503652039325
1739209646.1147523;-45.120503652039325
1739209646.1147554;-45.120503652039325
1739209646.1147585;-35.57807855764607
1739209646.1147614;-45.120503652039325
1739209646.1147645;-45.120503652039325
1739209646.1147676;-45.120503652039325
1739209646.1147707;-38.13080360867914
1739209646.1147735;-45.120503652039325
1739209646.1147766;-45.120503652039325
1739209646.1147797;-38.13080360867914
1739209646.1147828;-45.120503652039325
1739209646.1147857;-45.120503652039325
1739209646.1147888;-45.120503652039325
1739209646.1147919;-45.120503652039325
1739209646.114795;-45.120503652039325
1739209646.114798;-45.120503652039325
1739209646.114801;-38.13080360867914
1739209646.114804;-35.57807855764607
1739209646.1148071;-38.13080360867914
1739209646.1148102;-45.120503652039325
1739209646.114813;-38.13080360867914
1739209646.1148162;-38.13080360867914
1739209646.1148193;-38.13080360867914
1739209646.1148224;-35.57807855764607
1739209646.1148255;-45.120503652039325
1739209646.1148283;-45.120503652039325
1739209646.1148314;-35.57807855764607
1739209646.1148345;-38.13080360867914
1739209646.1148376;-45.120503652039325
1739209646.1148405;-45.120503652039325
1739209646.1148436;-38.13080360867914
1739209646.1148467;-38.13080360867914
1739209646.1148498;-38.13080360867914
1739209646.1148527;-38.13080360867914
1739209646.1148558;-38.13080360867914
1739209646.1148589;-45.120503652039325
1739209646.114862;-45.120503652039325
1739209646.114865;-38.13080360867914
1739209646.114868;-38.13080360867914
1739209646.114871;-45.120503652039325
1739209646.1148741;-45.120503652039325
1739209646.1148772;-33.981070128970906
1739209646.11488;-38.13080360867914
1739209646.1148832;-45.120503652039325
1739209646.1148863;-35.57807855764607
1739209646.1148894;-32.816014438256545
1739209646.1148925;-32.816014438256545
1739209646.1148953;-38.13080360867914
1739209646.1148984;-45.120503652039325
1739209646.1149015;-38.13080360867914
1739209646.1149046;-45.120503652039325
1739209646.1149075;-45.120503652039325
1739209646.1149106;-45.120503652039325
1739209646.1149137;-45.120503652039325
1739209646.1149168;-45.120503652039325
1739209646.1149197;-38.13080360867914
1739209646.1149228;-45.120503652039325
1739209646.1149259;-33.981070128970906
1739209646.114929;-38.13080360867914
1739209646.114932;-45.120503652039325
1739209646.114935;-38.13080360867914
1739209646.114938;-35.57807855764607
1739209646.1149411;-45.120503652039325
1739209646.1149442;-45.120503652039325
1739209646.114947;-45.120503652039325
1739209646.1149502;-45.120503652039325
1739209646.1149533;-45.120503652039325
1739209646.1149564;-45.120503652039325
1739209646.1149592;-45.120503652039325
1739209646.1149623;-38.13080360867914
1739209646.1149654;-38.13080360867914
1739209646.1149685;-45.120503652039325
1739209646.1149716;-38.13080360867914
1739209646.1149745;-38.13080360867914
1739209646.1149776;-45.120503652039325
1739209646.1149807;-38.13080360867914
1739209646.1149838;-38.13080360867914
1739209646.1149867;-38.13080360867914
1739209646.1149898;-35.57807855764607
1739209646.1149929;-38.13080360867914
1739209646.114996;-45.120503652039325
1739209646.114999;-33.981070128970906
1739209646.115002;-32.816014438256545
1739209646.115005;-38.13080360867914
1739209646.115008;-45.120503652039325
1739209646.1150112;-38.13080360867914
1739209646.115014;-35.57807855764607
1739209646.1150172;-45.120503652039325
1739209646.1150203;-35.57807855764607
1739209646.1150234;-38.13080360867914
1739209646.1150262;-38.13080360867914
1739209646.1150293;-38.13080360867914
1739209646.1150324;-38.13080360867914
1739209646.1150355;-45.120503652039325
1739209646.1150386;-33.981070128970906
1739209646.1150415;-32.816014438256545
1739209646.1150446;-45.120503652039325
1739209646.1150477;-31.141103565318915
1739209646.1150508;-26.991370085610722
1739209646.1150537;-38.13080360867914
1739209646.1150568;-45.120503652039325
1739209646.1150599;-38.13080360867914
1739209646.115063;-35.57807855764607
1739209646.115066;-38.13080360867914
1739209646.115069;-45.120503652039325
1739209646.115072;-45.120503652039325
1739209646.115075;-45.120503652039325
1739209646.1150782;-45.120503652039325
1739209646.115081;-45.120503652039325
1739209646.1150842;-45.120503652039325
1739209646.1150873;-45.120503652039325
1739209646.1150904;-45.120503652039325
1739209646.1150932;-45.120503652039325
1739209646.1150963;-45.120503652039325
1739209646.1150994;-45.120503652039325
1739209646.1151025;-45.120503652039325
1739209646.1151056;-45.120503652039325
1739209646.1151085;-45.120503652039325
1739209646.1151116;-45.120503652039325
1739209646.1151147;-33.981070128970906
1739209646.1151178;-45.120503652039325
1739209646.1151206;-33.981070128970906
1739209646.1151237;-27.8777449560314
1739209646.1151268;-45.120503652039325
1739209646.11513;-45.120503652039325
1739209646.115133;-38.13080360867914
1739209646.115136;-33.981070128970906
1739209646.115139;-45.120503652039325
1739209646.115142;-45.120503652039325
1739209646.1151452;-45.120503652039325
1739209646.115148;-38.13080360867914
1739209646.1151512;-38.13080360867914
1739209646.1151543;-38.13080360867914
1739209646.1151574;-45.120503652039325
1739209646.1151602;-33.981070128970906
1739209646.1151633;-35.57807855764607
1739209646.1151664;-45.120503652039325
1739209646.1151695;-38.13080360867914
1739209646.1151726;-26.991370085610736
1739209646.1151755;-33.981070128970906
1739209646.1151786;-45.120503652039325
1739209646.1151817;-38.13080360867914
1739209646.1151848;-38.13080360867914
1739209646.1151876;-45.120503652039325
1739209646.1151907;-35.57807855764607
1739209646.1151938;-45.120503652039325
1739209646.115197;-45.120503652039325
1739209646.1152;-45.120503652039325
1739209646.115203;-45.120503652039325
1739209646.115206;-38.13080360867914
1739209646.115209;-35.57807855764607
1739209646.1152122;-38.13080360867914
1739209646.115215;-45.120503652039325
1739209646.1152182;-45.120503652039325
1739209646.1152213;-45.120503652039325
1739209646.1152244;-38.13080360867914
1739209646.1152272;-45.120503652039325
1739209646.1152303;-45.120503652039325
1739209646.1152334;-45.120503652039325
1739209646.1152365;-38.13080360867914
1739209646.1152396;-35.57807855764607
1739209646.1152425;-38.13080360867914
1739209646.1152456;-32.816014438256545
1739209646.1152487;-45.120503652039325
1739209646.1152518;-45.120503652039325
1739209646.1152546;-38.13080360867914
1739209646.1152577;-35.57807855764607
1739209646.1152608;-38.13080360867914
1739209646.115264;-38.13080360867914
1739209646.115267;-45.120503652039325
1739209646.11527;-45.120503652039325
1739209646.115273;-45.120503652039325
1739209646.115276;-45.120503652039325
1739209646.1152792;-45.120503652039325
1739209646.115282;-45.120503652039325
1739209646.1152852;-35.57807855764607
1739209646.1152883;-35.57807855764607
1739209646.1152914;-38.13080360867914
1739209646.1152942;-38.13080360867914
1739209646.1152973;-35.57807855764607
1739209646.1153004;-33.981070128970906
1739209646.1153035;-45.120503652039325
1739209646.1153066;-45.120503652039325
1739209646.1153095;-45.120503652039325
1739209646.1153126;-38.13080360867914
1739209646.1153157;-45.120503652039325
1739209646.1153188;-45.120503652039325
1739209646.1153216;-38.13080360867914
1739209646.1153247;-35.57807855764607
1739209646.1153278;-38.13080360867914
1739209646.115331;-35.57807855764607
1739209646.115334;-38.13080360867914
1739209646.115337;-45.120503652039325
1739209646.11534;-45.120503652039325
1739209646.115343;-45.120503652039325
1739209646.1153462;-45.120503652039325
1739209646.115349;-35.57807855764607
1739209646.1153522;-33.981070128970906
1739209646.1153553;-45.120503652039325
1739209646.1153584;-38.13080360867914
1739209646.1153612;-31.141103565318893
1739209646.1153643;-38.13080360867914
1739209646.1153674;-35.57807855764607
1739209646.1153705;-33.981070128970906
1739209646.1153736;-45.120503652039325
1739209646.1153765;-38.13080360867914
1739209646.1153796;-45.120503652039325
1739209646.1153827;-38.13080360867914
1739209646.1153858;-45.120503652039325
1739209646.1153886;-33.981070128970906
1739209646.1153917;-45.120503652039325
1739209646.1153948;-38.13080360867914
1739209646.115398;-38.13080360867914
1739209646.115401;-38.13080360867914
1739209646.115404;-45.120503652039325
1739209646.115407;-45.120503652039325
1739209646.11541;-38.13080360867914
1739209646.1154132;-45.120503652039325
1739209646.115416;-45.120503652039325
1739209646.1154191;-38.13080360867914
1739209646.1154222;-38.13080360867914
1739209646.1154253;-45.120503652039325
1739209646.1154282;-45.120503652039325
1739209646.1154313;-38.13080360867914
1739209646.1154344;-38.13080360867914
1739209646.1154375;-45.120503652039325
1739209646.1154406;-45.120503652039325
1739209646.1154435;-45.120503652039325
1739209646.1154466;-38.13080360867914
1739209646.1154497;-38.13080360867914
1739209646.1154528;-45.120503652039325
1739209646.1154556;-38.13080360867914
1739209646.1154587;-32.816014438256545
1739209646.1154618;-38.13080360867914
1739209646.115465;-45.120503652039325
1739209646.115468;-38.13080360867914
1739209646.115471;-38.13080360867914
1739209646.115474;-38.13080360867914
1739209646.115477;-45.120503652039325
1739209646.1154802;-38.13080360867914
1739209646.115483;-38.13080360867914
1739209646.1154861;-38.13080360867914
1739209646.1154892;-45.120503652039325
1739209646.1154923;-38.13080360867914
1739209646.1154952;-38.13080360867914
1739209646.1154983;-45.120503652039325
1739209646.1155014;-45.120503652039325
1739209646.1155045;-38.13080360867914
1739209646.1155076;-45.120503652039325
1739209646.1155105;-38.13080360867914
1739209646.1155136;-38.13080360867914
1739209646.1155167;-38.13080360867914
1739209646.1155198;-38.13080360867914
1739209646.1155226;-45.120503652039325
1739209646.1155257;-38.13080360867914
1739209646.1155288;-38.13080360867914
1739209646.115532;-45.120503652039325
1739209646.1155348;-38.13080360867914
1739209646.115538;-38.13080360867914
1739209646.115541;-28.992665084841942
1739209646.115544;-33.981070128970906
1739209646.1155472;-45.120503652039325
1739209646.11555;-45.120503652039325
1739209646.1155531;-45.120503652039325
1739209646.1155562;-35.57807855764607
1739209646.1155593;-45.120503652039325
1739209646.1155622;-38.13080360867914
1739209646.1155653;-35.57807855764607
1739209646.1155684;-38.13080360867914
1739209646.1155715;-35.57807855764607
1739209646.1155746;-45.120503652039325
1739209646.1155775;-45.120503652039325
1739209646.1155806;-38.13080360867914
1739209646.1155837;-45.120503652039325
1739209646.1155868;-38.13080360867914
1739209646.1155896;-32.816014438256545
1739209646.1155927;-31.141103565318915
1739209646.1155958;-38.13080360867914
1739209646.115599;-38.13080360867914
1739209646.1156018;-38.13080360867914
1739209646.1156049;-38.13080360867914
1739209646.115608;-38.13080360867914
1739209646.115611;-38.13080360867914
1739209646.1156142;-45.120503652039325
1739209646.115617;-45.120503652039325
1739209646.1156201;-38.13080360867914
1739209646.1156232;-45.120503652039325
1739209646.1156263;-45.120503652039325
1739209646.1156292;-38.13080360867914
1739209646.1156323;-38.13080360867914
1739209646.1156354;-45.120503652039325
1739209646.1156385;-38.13080360867914
1739209646.1156416;-38.13080360867914
1739209646.1156445;-38.13080360867914
1739209646.1156476;-38.13080360867914
1739209646.1156507;-45.120503652039325
1739209646.1156538;-38.13080360867914
1739209646.1156566;-45.120503652039325
1739209646.1156597;-45.120503652039325
1739209646.1156628;-45.120503652039325
1739209646.115666;-38.13080360867914
1739209646.1156688;-38.13080360867914
1739209646.1156719;-45.120503652039325
1739209646.115675;-45.120503652039325
1739209646.115678;-45.120503652039325
1739209646.1156812;-38.13080360867914
1739209646.115684;-45.120503652039325
1739209646.1156871;-45.120503652039325
1739209646.1156902;-45.120503652039325
1739209646.1156933;-33.981070128970906
1739209646.1156962;-35.57807855764607
1739209646.1156993;-38.13080360867914
1739209646.1157024;-38.13080360867914
1739209646.1157055;-38.13080360867914
1739209646.1157086;-45.120503652039325
1739209646.1157115;-35.57807855764607
1739209646.1157146;-27.8777449560314
1739209646.1157176;-45.120503652039325
1739209646.1157207;-38.13080360867914
1739209646.1157236;-38.13080360867914
1739209646.1157267;-38.13080360867914
1739209646.1157298;-38.13080360867914
1739209646.115733;-33.981070128970906
1739209646.1157358;-45.120503652039325
1739209646.1157389;-38.13080360867914
1739209646.115742;-45.120503652039325
1739209646.115745;-45.120503652039325
1739209646.1157482;-45.120503652039325
1739209646.115751;-38.13080360867914
1739209646.1157541;-35.57807855764607
1739209646.1157572;-38.13080360867914
1739209646.1157603;-38.13080360867914
1739209646.1157632;-29.438486411369333
1739209646.1157663;-35.57807855764607
1739209646.1157694;-45.120503652039325
1739209646.1157725;-45.120503652039325
1739209646.1157756;-45.120503652039325
1739209646.1157784;-45.120503652039325
1739209646.1157815;-45.120503652039325
1739209646.1157846;-45.120503652039325
1739209646.1157877;-35.57807855764607
1739209646.1157906;-38.13080360867914
1739209646.1157937;-45.120503652039325
1739209646.1157968;-38.13080360867914
1739209646.1158;-38.13080360867914
1739209646.1158028;-38.13080360867914
1739209646.1158059;-35.57807855764607
1739209646.115809;-45.120503652039325
1739209646.115812;-35.57807855764607
1739209646.1158152;-35.57807855764607
1739209646.115818;-45.120503652039325
1739209646.1158211;-45.120503652039325
1739209646.1158242;-45.120503652039325
1739209646.1158273;-38.13080360867914
1739209646.1158302;-45.120503652039325
1739209646.1158333;-38.13080360867914
1739209646.1158364;-32.816014438256545
1739209646.1158395;-33.981070128970906
1739209646.1158426;-45.120503652039325
1739209646.1158454;-45.120503652039325
1739209646.1158485;-32.816014438256545
1739209646.1158516;-38.13080360867914
1739209646.1158547;-45.120503652039325
1739209646.1158576;-45.120503652039325
1739209646.1158607;-45.120503652039325
1739209646.1158638;-45.120503652039325
1739209646.115867;-45.120503652039325
1739209646.1158698;-45.120503652039325
1739209646.1158729;-45.120503652039325
1739209646.115876;-38.13080360867914
1739209646.115879;-38.13080360867914
1739209646.1158822;-45.120503652039325
1739209646.115885;-38.13080360867914
1739209646.115888;-38.13080360867914
1739209646.1158912;-38.13080360867914
1739209646.1158943;-38.13080360867914
1739209646.1158972;-45.120503652039325
1739209646.1159003;-45.120503652039325
1739209646.1159034;-45.120503652039325
1739209646.1159065;-38.13080360867914
1739209646.1159096;-38.13080360867914
1739209646.1159124;-38.13080360867914
1739209646.1159155;-45.120503652039325
1739209646.1159186;-38.13080360867914
1739209646.1159217;-35.57807855764607
1739209646.1159246;-38.13080360867914
1739209646.1159277;-38.13080360867914
1739209646.1159308;-33.981070128970906
1739209646.115934;-45.120503652039325
1739209646.1159368;-38.13080360867914
1739209646.1159399;-45.120503652039325
1739209646.115943;-45.120503652039325
1739209646.115946;-45.120503652039325
1739209646.1159492;-45.120503652039325
1739209646.115952;-32.816014438256545
1739209646.115955;-38.13080360867914
1739209646.1159582;-45.120503652039325
1739209646.1159613;-33.981070128970906
1739209646.1159642;-38.13080360867914
1739209646.1159673;-38.13080360867914
1739209646.1159704;-35.57807855764607
1739209646.1159735;-38.13080360867914
1739209646.1159766;-45.120503652039325
1739209646.1159794;-38.13080360867914
1739209646.1159825;-45.120503652039325
1739209646.1159856;-33.981070128970906
1739209646.1159887;-32.816014438256545
1739209646.1159916;-33.981070128970906
1739209646.1159947;-45.120503652039325
1739209646.1159978;-38.13080360867914
1739209646.116001;-38.13080360867914
1739209646.1160038;-45.120503652039325
1739209646.1160069;-45.120503652039325
1739209646.11601;-33.981070128970906
1739209646.116013;-38.13080360867914
1739209646.1160161;-45.120503652039325
1739209646.116019;-45.120503652039325
1739209646.116022;-33.981070128970906
1739209646.1160252;-35.57807855764607
1739209646.1160283;-38.13080360867914
1739209646.1160312;-45.120503652039325
1739209646.1160343;-38.13080360867914
1739209646.1160374;-38.13080360867914
1739209646.1160405;-38.13080360867914
1739209646.1160433;-45.120503652039325
1739209646.1160464;-33.981070128970906
1739209646.1160495;-45.120503652039325
1739209646.1160526;-45.120503652039325
1739209646.1160557;-45.120503652039325
1739209646.1160586;-45.120503652039325
1739209646.1160617;-45.120503652039325
1739209646.1160648;-45.120503652039325
1739209646.116068;-45.120503652039325
1739209646.1160707;-38.13080360867914
1739209646.1160738;-35.57807855764607
1739209646.116077;-38.13080360867914
1739209646.11608;-45.120503652039325
1739209646.1160831;-28.992665084841942
1739209646.116086;-33.981070128970906
1739209646.116089;-45.120503652039325
1739209646.1160922;-45.120503652039325
1739209646.1160953;-38.13080360867914
1739209646.1160982;-45.120503652039325
1739209646.1161013;-45.120503652039325
1739209646.1161044;-38.13080360867914
1739209646.1161075;-32.816014438256545
1739209646.1161103;-33.981070128970906
1739209646.1161134;-45.120503652039325
1739209646.1161165;-38.13080360867914
1739209646.1161196;-38.13080360867914
1739209646.1161227;-38.13080360867914
1739209646.1161256;-35.57807855764607
1739209646.1161287;-45.120503652039325
1739209646.1161318;-28.992665084841942
1739209646.116135;-28.58837851428586
1739209646.1161377;-38.13080360867914
1739209646.1161408;-45.120503652039325
1739209646.116144;-38.13080360867914
1739209646.116147;-33.981070128970906
1739209646.1161501;-45.120503652039325
1739209646.116153;-35.57807855764607
1739209646.116156;-38.13080360867914
1739209646.1161592;-35.57807855764607
1739209646.1161623;-35.57807855764607
1739209646.1161652;-45.120503652039325
1739209646.1161683;-45.120503652039325
1739209646.1161714;-45.120503652039325
1739209646.1161745;-38.13080360867914
1739209646.1161773;-38.13080360867914
1739209646.1161804;-31.141103565318915
1739209646.1161835;-28.992665084841942
1739209646.1161866;-38.13080360867914
1739209646.1161897;-38.13080360867914
1739209646.1161926;-38.13080360867914
1739209646.1161957;-38.13080360867914
1739209646.1161988;-45.120503652039325
1739209646.1162019;-32.816014438256545
1739209646.1162047;-45.120503652039325
1739209646.1162078;-38.13080360867914
1739209646.116211;-38.13080360867914
1739209646.116214;-45.120503652039325
1739209646.1162171;-38.13080360867914
1739209646.11622;-38.13080360867914
1739209646.116223;-38.13080360867914
1739209646.1162262;-35.57807855764607
1739209646.1162293;-38.13080360867914
1739209646.1162322;-35.57807855764607
1739209646.1162353;-38.13080360867914
1739209646.1162384;-45.120503652039325
1739209646.1162415;-45.120503652039325
1739209646.1162443;-45.120503652039325
1739209646.1162474;-38.13080360867914
1739209646.1162505;-35.57807855764607
1739209646.1162536;-35.57807855764607
1739209646.1162567;-30.49652367304973
1739209646.1162596;-45.120503652039325
1739209646.1162627;-38.13080360867914
1739209646.1162658;-45.120503652039325
1739209646.1162689;-35.57807855764607
1739209646.1162717;-45.120503652039325
1739209646.1162748;-35.57807855764607
1739209646.116278;-45.120503652039325
1739209646.116281;-38.13080360867914
1739209646.1162841;-35.57807855764607
1739209646.116287;-38.13080360867914
1739209646.11629;-38.13080360867914
1739209646.1162932;-45.120503652039325
1739209646.1162963;-33.981070128970906
1739209646.1162992;-38.13080360867914
