CAN Message; 0x1d3:0000d89373118e1a
Timestamp;Amplitude
1739209772.4908893;-38.13080360867914
1739209772.4908912;-35.57807855764607
1739209772.4908931;-38.13080360867914
1739209772.490895;-45.120503652039325
1739209772.490897;-45.120503652039325
1739209772.4908988;-33.981070128970906
1739209772.4909008;-38.13080360867914
1739209772.4909027;-38.13080360867914
1739209772.4909046;-38.13080360867914
1739209772.4909065;-28.58837851428586
1739209772.4909081;-38.13080360867914
1739209772.49091;-45.120503652039325
1739209772.490912;-45.120503652039325
1739209772.4909139;-45.120503652039325
1739209772.4909158;-45.120503652039325
1739209772.4909177;-45.120503652039325
1739209772.4909196;-33.981070128970906
1739209772.4909215;-45.120503652039325
1739209772.4909234;-45.120503652039325
1739209772.4909253;-38.13080360867914
1739209772.4909272;-33.981070128970906
1739209772.4909291;-35.57807855764607
1739209772.4909308;-38.13080360867914
1739209772.4909327;-45.120503652039325
1739209772.4909346;-38.13080360867914
1739209772.4909365;-35.57807855764607
1739209772.4909384;-33.981070128970906
1739209772.4909403;-35.57807855764607
1739209772.4909422;-32.816014438256545
1739209772.4909441;-38.13080360867914
1739209772.490946;-45.120503652039325
1739209772.490948;-45.120503652039325
1739209772.4909499;-38.13080360867914
1739209772.4909518;-38.13080360867914
1739209772.4909534;-45.120503652039325
1739209772.4909554;-28.992665084841942
1739209772.4909573;-31.141103565318915
1739209772.4909592;-45.120503652039325
1739209772.490961;-45.120503652039325
1739209772.490963;-45.120503652039325
1739209772.490965;-38.13080360867914
1739209772.4909668;-45.120503652039325
1739209772.4909687;-38.13080360867914
1739209772.4909706;-45.120503652039325
1739209772.4909725;-38.13080360867914
1739209772.4909742;-45.120503652039325
1739209772.490976;-45.120503652039325
1739209772.490978;-45.120503652039325
1739209772.49098;-45.120503652039325
1739209772.4909818;-45.120503652039325
1739209772.4909837;-38.13080360867914
1739209772.4909856;-38.13080360867914
1739209772.4909875;-38.13080360867914
1739209772.4909894;-45.120503652039325
1739209772.4909914;-38.13080360867914
1739209772.4909933;-38.13080360867914
1739209772.4909952;-45.120503652039325
1739209772.4909968;-45.120503652039325
1739209772.4909987;-38.13080360867914
1739209772.4910007;-31.141103565318915
1739209772.4910026;-30.49652367304973
1739209772.4910045;-45.120503652039325
1739209772.4910064;-38.13080360867914
1739209772.4910083;-38.13080360867914
1739209772.4910102;-33.981070128970906
1739209772.491012;-38.13080360867914
1739209772.491014;-45.120503652039325
1739209772.491016;-38.13080360867914
1739209772.4910178;-28.992665084841942
1739209772.4910195;-45.120503652039325
1739209772.4910214;-38.13080360867914
1739209772.4910233;-45.120503652039325
1739209772.4910252;-45.120503652039325
1739209772.491027;-38.13080360867914
1739209772.491029;-38.13080360867914
1739209772.491031;-38.13080360867914
1739209772.4910328;-38.13080360867914
1739209772.4910347;-45.120503652039325
1739209772.4910367;-45.120503652039325
1739209772.4910386;-35.57807855764607
1739209772.4910402;-45.120503652039325
1739209772.4910421;-45.120503652039325
1739209772.491044;-38.13080360867914
1739209772.491046;-38.13080360867914
1739209772.4910479;-33.981070128970906
1739209772.4910498;-35.57807855764607
1739209772.4910517;-45.120503652039325
1739209772.4910536;-45.120503652039325
1739209772.4910555;-33.981070128970906
1739209772.4910574;-38.13080360867914
1739209772.4910593;-38.13080360867914
1739209772.4910612;-38.13080360867914
1739209772.4910629;-38.13080360867914
1739209772.4910648;-45.120503652039325
1739209772.4910667;-38.13080360867914
1739209772.4910686;-35.57807855764607
1739209772.4910705;-45.120503652039325
1739209772.4910724;-45.120503652039325
1739209772.4910743;-38.13080360867914
1739209772.4910762;-38.13080360867914
1739209772.4910781;-38.13080360867914
1739209772.49108;-45.120503652039325
1739209772.491082;-38.13080360867914
1739209772.4910839;-45.120503652039325
1739209772.4910855;-35.57807855764607
1739209772.4910874;-38.13080360867914
1739209772.4910893;-45.120503652039325
1739209772.4910913;-38.13080360867914
1739209772.4910932;-38.13080360867914
1739209772.491095;-35.57807855764607
1739209772.491097;-45.120503652039325
1739209772.4910989;-35.57807855764607
1739209772.4911008;-38.13080360867914
1739209772.4911027;-35.57807855764607
1739209772.4911046;-45.120503652039325
1739209772.4911063;-45.120503652039325
1739209772.4911082;-45.120503652039325
1739209772.49111;-45.120503652039325
1739209772.491112;-38.13080360867914
1739209772.491114;-45.120503652039325
1739209772.4911158;-38.13080360867914
1739209772.4911177;-45.120503652039325
1739209772.4911196;-45.120503652039325
1739209772.4911215;-45.120503652039325
1739209772.4911234;-38.13080360867914
1739209772.4911253;-32.816014438256545
1739209772.4911273;-45.120503652039325
1739209772.491129;-45.120503652039325
1739209772.4911308;-38.13080360867914
1739209772.4911327;-35.57807855764607
1739209772.4911346;-45.120503652039325
1739209772.4911366;-45.120503652039325
1739209772.4911385;-45.120503652039325
1739209772.4911404;-45.120503652039325
1739209772.4911423;-38.13080360867914
1739209772.4911442;-38.13080360867914
1739209772.491146;-45.120503652039325
1739209772.491148;-45.120503652039325
1739209772.49115;-38.13080360867914
1739209772.4911516;-45.120503652039325
1739209772.4911535;-38.13080360867914
1739209772.4911554;-45.120503652039325
1739209772.4911573;-38.13080360867914
1739209772.4911592;-45.120503652039325
1739209772.491161;-33.981070128970906
1739209772.491163;-38.13080360867914
1739209772.491165;-38.13080360867914
1739209772.4911668;-38.13080360867914
1739209772.4911687;-32.816014438256545
1739209772.4911706;-25.826314394896354
1739209772.4911723;-33.981070128970906
1739209772.4911742;-38.13080360867914
1739209772.4911761;-35.57807855764607
1739209772.491178;-32.816014438256545
1739209772.49118;-45.120503652039325
1739209772.4911819;-45.120503652039325
1739209772.4911838;-38.13080360867914
1739209772.4911857;-35.57807855764607
1739209772.4911876;-45.120503652039325
1739209772.4911895;-45.120503652039325
1739209772.4911914;-45.120503652039325
1739209772.4911933;-35.57807855764607
1739209772.491195;-38.13080360867914
1739209772.4911969;-38.13080360867914
1739209772.4911988;-45.120503652039325
1739209772.4912007;-38.13080360867914
1739209772.4912026;-45.120503652039325
1739209772.4912045;-45.120503652039325
1739209772.4912064;-38.13080360867914
1739209772.4912083;-45.120503652039325
1739209772.4912102;-38.13080360867914
1739209772.4912121;-45.120503652039325
1739209772.491214;-45.120503652039325
1739209772.4912157;-30.49652367304973
1739209772.4912176;-38.13080360867914
1739209772.4912195;-45.120503652039325
1739209772.4912214;-45.120503652039325
1739209772.4912233;-45.120503652039325
1739209772.4912252;-38.13080360867914
1739209772.4912271;-38.13080360867914
1739209772.491229;-45.120503652039325
1739209772.491231;-38.13080360867914
1739209772.4912329;-38.13080360867914
1739209772.4912348;-45.120503652039325
1739209772.4912367;-45.120503652039325
1739209772.4912384;-32.816014438256545
1739209772.4912403;-38.13080360867914
1739209772.4912422;-45.120503652039325
1739209772.491244;-45.120503652039325
1739209772.491246;-45.120503652039325
1739209772.491248;-45.120503652039325
1739209772.4912498;-38.13080360867914
1739209772.4912517;-45.120503652039325
1739209772.4912536;-45.120503652039325
1739209772.4912555;-38.13080360867914
1739209772.4912574;-38.13080360867914
1739209772.4912593;-38.13080360867914
1739209772.491261;-38.13080360867914
1739209772.491263;-38.13080360867914
1739209772.4912648;-35.57807855764607
1739209772.4912667;-45.120503652039325
1739209772.4912686;-45.120503652039325
1739209772.4912705;-33.981070128970906
1739209772.4912724;-45.120503652039325
1739209772.4912744;-45.120503652039325
1739209772.4912763;-45.120503652039325
1739209772.4912782;-38.13080360867914
1739209772.49128;-35.57807855764607
1739209772.4912817;-38.13080360867914
1739209772.4912837;-45.120503652039325
1739209772.4912856;-38.13080360867914
1739209772.4912875;-38.13080360867914
1739209772.4912894;-45.120503652039325
1739209772.4912913;-38.13080360867914
1739209772.4912932;-35.57807855764607
1739209772.491295;-38.13080360867914
1739209772.491297;-38.13080360867914
1739209772.491299;-38.13080360867914
1739209772.4913008;-38.13080360867914
1739209772.4913027;-38.13080360867914
1739209772.4913044;-38.13080360867914
1739209772.4913063;-38.13080360867914
1739209772.4913082;-38.13080360867914
1739209772.4913101;-45.120503652039325
1739209772.491312;-45.120503652039325
1739209772.491314;-38.13080360867914
1739209772.4913158;-35.57807855764607
1739209772.4913177;-45.120503652039325
1739209772.4913197;-45.120503652039325
1739209772.4913216;-38.13080360867914
1739209772.4913235;-38.13080360867914
1739209772.4913254;-45.120503652039325
1739209772.491327;-38.13080360867914
1739209772.491329;-38.13080360867914
1739209772.4913309;-45.120503652039325
1739209772.4913328;-45.120503652039325
1739209772.4913347;-38.13080360867914
1739209772.4913366;-32.816014438256545
1739209772.4913385;-31.141103565318915
1739209772.4913404;-45.120503652039325
1739209772.4913423;-45.120503652039325
1739209772.4913442;-38.13080360867914
1739209772.4913461;-32.816014438256545
1739209772.4913478;-38.13080360867914
1739209772.4913497;-38.13080360867914
1739209772.4913516;-35.57807855764607
1739209772.4913535;-38.13080360867914
1739209772.4913554;-45.120503652039325
1739209772.4913573;-38.13080360867914
1739209772.4913592;-35.57807855764607
1739209772.4913611;-38.13080360867914
1739209772.491363;-45.120503652039325
1739209772.491365;-38.13080360867914
1739209772.4913669;-35.57807855764607
1739209772.4913688;-45.120503652039325
1739209772.4913704;-45.120503652039325
1739209772.4913723;-45.120503652039325
1739209772.4913743;-32.816014438256545
1739209772.4913762;-45.120503652039325
1739209772.491378;-45.120503652039325
1739209772.49138;-33.981070128970906
1739209772.491382;-35.57807855764607
1739209772.4913838;-28.58837851428586
1739209772.4913857;-38.13080360867914
1739209772.4913876;-45.120503652039325
1739209772.4913895;-38.13080360867914
1739209772.4913912;-45.120503652039325
1739209772.491393;-45.120503652039325
1739209772.491395;-45.120503652039325
1739209772.491397;-45.120503652039325
1739209772.4913988;-30.49652367304976
1739209772.4914007;-45.120503652039325
1739209772.4914026;-45.120503652039325
1739209772.4914045;-45.120503652039325
1739209772.4914064;-45.120503652039325
1739209772.4914083;-45.120503652039325
1739209772.4914103;-45.120503652039325
1739209772.4914122;-45.120503652039325
1739209772.4914138;-31.141103565318915
1739209772.4914157;-35.57807855764607
1739209772.4914176;-38.13080360867914
1739209772.4914196;-38.13080360867914
1739209772.4914215;-38.13080360867914
1739209772.4914234;-35.57807855764607
1739209772.4914253;-45.120503652039325
1739209772.4914272;-45.120503652039325
1739209772.491429;-32.816014438256545
1739209772.491431;-38.13080360867914
1739209772.491433;-45.120503652039325
1739209772.4914348;-38.13080360867914
1739209772.4914365;-38.13080360867914
1739209772.4914384;-45.120503652039325
1739209772.4914403;-38.13080360867914
1739209772.4914422;-38.13080360867914
1739209772.491444;-38.13080360867914
1739209772.491446;-38.13080360867914
1739209772.491448;-35.57807855764607
1739209772.4914498;-38.13080360867914
1739209772.4914517;-45.120503652039325
1739209772.4914536;-38.13080360867914
1739209772.4914556;-38.13080360867914
1739209772.4914572;-45.120503652039325
1739209772.4914591;-26.991370085610722
1739209772.491461;-30.49652367304973
1739209772.491463;-45.120503652039325
1739209772.4914649;-35.57807855764607
1739209772.4914668;-38.13080360867914
1739209772.4914687;-38.13080360867914
1739209772.4914706;-45.120503652039325
1739209772.4914725;-38.13080360867914
1739209772.4914744;-45.120503652039325
1739209772.4914763;-38.13080360867914
1739209772.4914782;-38.13080360867914
1739209772.4914799;-38.13080360867914
1739209772.4914818;-45.120503652039325
1739209772.4914837;-45.120503652039325
1739209772.4914856;-38.13080360867914
1739209772.4914875;-35.57807855764607
1739209772.4914894;-45.120503652039325
1739209772.4914913;-45.120503652039325
1739209772.4914932;-35.57807855764607
1739209772.4914951;-38.13080360867914
1739209772.491497;-45.120503652039325
1739209772.491499;-45.120503652039325
1739209772.4915009;-38.13080360867914
1739209772.4915025;-45.120503652039325
1739209772.4915044;-38.13080360867914
1739209772.4915063;-32.816014438256545
1739209772.4915082;-45.120503652039325
1739209772.4915102;-38.13080360867914
1739209772.491512;-35.57807855764607
1739209772.491514;-38.13080360867914
1739209772.4915159;-38.13080360867914
1739209772.4915178;-32.816014438256545
1739209772.4915197;-45.120503652039325
1739209772.4915216;-45.120503652039325
1739209772.4915233;-35.57807855764607
1739209772.4915252;-32.816014438256545
1739209772.491527;-45.120503652039325
1739209772.491529;-45.120503652039325
1739209772.491531;-45.120503652039325
1739209772.4915328;-38.13080360867914
1739209772.4915347;-38.13080360867914
1739209772.4915366;-45.120503652039325
1739209772.4915385;-38.13080360867914
1739209772.4915404;-33.981070128970906
1739209772.4915423;-38.13080360867914
1739209772.4915442;-45.120503652039325
1739209772.491546;-33.981070128970906
1739209772.4915478;-35.57807855764607
1739209772.4915497;-38.13080360867914
1739209772.4915516;-45.120503652039325
1739209772.4915535;-33.981070128970906
1739209772.4915555;-38.13080360867914
1739209772.4915574;-38.13080360867914
1739209772.4915593;-35.57807855764607
1739209772.4915612;-38.13080360867914
1739209772.491563;-35.57807855764607
1739209772.491565;-38.13080360867914
1739209772.491567;-45.120503652039325
1739209772.4915686;-45.120503652039325
1739209772.4915705;-33.981070128970906
1739209772.4915724;-45.120503652039325
1739209772.4915743;-45.120503652039325
1739209772.4915762;-35.57807855764607
1739209772.491578;-35.57807855764607
1739209772.49158;-38.13080360867914
1739209772.491582;-38.13080360867914
1739209772.4915838;-38.13080360867914
1739209772.4915857;-45.120503652039325
1739209772.4915876;-45.120503652039325
1739209772.4915893;-35.57807855764607
1739209772.4915912;-45.120503652039325
1739209772.4915931;-38.13080360867914
1739209772.491595;-45.120503652039325
1739209772.491597;-45.120503652039325
1739209772.4915988;-35.57807855764607
1739209772.4916008;-35.57807855764607
1739209772.4916027;-45.120503652039325
1739209772.4916046;-38.13080360867914
1739209772.4916065;-45.120503652039325
1739209772.4916084;-38.13080360867914
1739209772.4916103;-38.13080360867914
1739209772.491612;-38.13080360867914
1739209772.4916139;-35.57807855764607
1739209772.4916158;-35.57807855764607
1739209772.4916177;-38.13080360867914
1739209772.4916196;-45.120503652039325
1739209772.4916215;-38.13080360867914
1739209772.4916234;-38.13080360867914
1739209772.4916253;-45.120503652039325
1739209772.4916272;-38.13080360867914
1739209772.4916291;-33.981070128970906
1739209772.491631;-45.120503652039325
1739209772.491633;-45.120503652039325
1739209772.4916346;-38.13080360867914
1739209772.4916365;-45.120503652039325
1739209772.4916384;-45.120503652039325
1739209772.4916403;-45.120503652039325
1739209772.4916422;-33.981070128970906
1739209772.4916441;-31.141103565318915
1739209772.491646;-45.120503652039325
1739209772.491648;-38.13080360867914
1739209772.4916499;-45.120503652039325
1739209772.4916518;-45.120503652039325
1739209772.4916537;-38.13080360867914
1739209772.4916553;-38.13080360867914
1739209772.4916573;-38.13080360867914
1739209772.4916592;-31.141103565318915
1739209772.491661;-38.13080360867914
1739209772.491663;-45.120503652039325
1739209772.491665;-45.120503652039325
1739209772.4916668;-45.120503652039325
1739209772.4916687;-38.13080360867914
1739209772.4916706;-45.120503652039325
1739209772.4916725;-33.981070128970906
1739209772.4916744;-31.141103565318915
1739209772.4916763;-38.13080360867914
1739209772.491678;-45.120503652039325
1739209772.49168;-38.13080360867914
1739209772.4916818;-38.13080360867914
1739209772.4916837;-45.120503652039325
1739209772.4916856;-45.120503652039325
1739209772.4916875;-45.120503652039325
1739209772.4916894;-33.981070128970906
1739209772.4916914;-38.13080360867914
1739209772.4916933;-38.13080360867914
1739209772.4916952;-38.13080360867914
1739209772.491697;-45.120503652039325
1739209772.4916987;-45.120503652039325
1739209772.4917006;-45.120503652039325
1739209772.4917026;-38.13080360867914
1739209772.4917045;-31.141103565318915
1739209772.4917064;-45.120503652039325
1739209772.4917083;-38.13080360867914
1739209772.4917102;-38.13080360867914
1739209772.491712;-38.13080360867914
1739209772.491714;-45.120503652039325
1739209772.491716;-38.13080360867914
1739209772.4917178;-45.120503652039325
1739209772.4917197;-32.816014438256545
1739209772.4917214;-38.13080360867914
1739209772.4917233;-38.13080360867914
1739209772.4917252;-45.120503652039325
1739209772.491727;-38.13080360867914
1739209772.491729;-38.13080360867914
1739209772.491731;-38.13080360867914
1739209772.4917328;-32.816014438256545
1739209772.4917347;-33.981070128970906
1739209772.4917367;-38.13080360867914
1739209772.4917386;-45.120503652039325
1739209772.4917405;-45.120503652039325
1739209772.4917424;-45.120503652039325
1739209772.491744;-45.120503652039325
1739209772.491746;-45.120503652039325
1739209772.4917479;-38.13080360867914
1739209772.4917498;-45.120503652039325
1739209772.4917517;-45.120503652039325
1739209772.4917536;-38.13080360867914
1739209772.4917555;-45.120503652039325
1739209772.4917574;-45.120503652039325
1739209772.4917593;-45.120503652039325
1739209772.4917612;-45.120503652039325
1739209772.491763;-38.13080360867914
1739209772.4917648;-45.120503652039325
1739209772.4917667;-45.120503652039325
1739209772.4917686;-45.120503652039325
1739209772.4917705;-45.120503652039325
1739209772.4917724;-38.13080360867914
1739209772.4917743;-35.57807855764607
1739209772.4917762;-45.120503652039325
1739209772.4917781;-45.120503652039325
1739209772.49178;-38.13080360867914
1739209772.491782;-45.120503652039325
1739209772.4917839;-45.120503652039325
1739209772.4917858;-45.120503652039325
1739209772.4917874;-45.120503652039325
1739209772.4917893;-45.120503652039325
1739209772.4917912;-38.13080360867914
1739209772.4917932;-45.120503652039325
1739209772.491795;-38.13080360867914
1739209772.491797;-45.120503652039325
1739209772.4917989;-45.120503652039325
1739209772.4918008;-45.120503652039325
1739209772.4918027;-38.13080360867914
1739209772.4918046;-38.13080360867914
1739209772.4918065;-38.13080360867914
1739209772.4918084;-32.816014438256545
1739209772.49181;-38.13080360867914
1739209772.491812;-35.57807855764607
1739209772.491814;-38.13080360867914
1739209772.4918158;-32.816014438256545
1739209772.4918177;-45.120503652039325
1739209772.4918196;-45.120503652039325
1739209772.4918215;-45.120503652039325
1739209772.4918234;-45.120503652039325
1739209772.4918253;-38.13080360867914
1739209772.4918272;-45.120503652039325
1739209772.4918292;-33.981070128970906
1739209772.4918308;-45.120503652039325
1739209772.4918327;-32.816014438256545
1739209772.4918346;-32.816014438256545
1739209772.4918365;-45.120503652039325
1739209772.4918385;-45.120503652039325
1739209772.4918404;-38.13080360867914
1739209772.4918423;-29.438486411369333
1739209772.4918442;-38.13080360867914
1739209772.491846;-45.120503652039325
1739209772.491848;-45.120503652039325
1739209772.49185;-38.13080360867914
1739209772.4918518;-38.13080360867914
1739209772.4918535;-45.120503652039325
1739209772.4918554;-45.120503652039325
1739209772.4918573;-45.120503652039325
1739209772.4918592;-45.120503652039325
1739209772.491861;-45.120503652039325
1739209772.491863;-33.981070128970906
1739209772.491865;-45.120503652039325
1739209772.4918668;-45.120503652039325
1739209772.4918687;-45.120503652039325
1739209772.4918706;-38.13080360867914
1739209772.4918725;-45.120503652039325
1739209772.4918742;-38.13080360867914
1739209772.4918761;-45.120503652039325
1739209772.491878;-35.57807855764607
1739209772.49188;-35.57807855764607
1739209772.4918818;-45.120503652039325
1739209772.4918838;-45.120503652039325
1739209772.4918857;-38.13080360867914
1739209772.4918876;-25.252786309376837
1739209772.4918895;-38.13080360867914
1739209772.4918914;-45.120503652039325
1739209772.4918933;-35.57807855764607
1739209772.4918952;-30.49652367304973
1739209772.4918969;-45.120503652039325
1739209772.4918988;-45.120503652039325
1739209772.4919007;-38.13080360867914
1739209772.4919026;-38.13080360867914
1739209772.4919045;-45.120503652039325
1739209772.4919064;-45.120503652039325
1739209772.4919083;-38.13080360867914
1739209772.4919102;-45.120503652039325
1739209772.4919121;-38.13080360867914
1739209772.491914;-45.120503652039325
1739209772.491916;-45.120503652039325
1739209772.4919178;-35.57807855764607
1739209772.4919195;-38.13080360867914
1739209772.4919214;-45.120503652039325
1739209772.4919233;-38.13080360867914
1739209772.4919252;-45.120503652039325
1739209772.4919271;-38.13080360867914
1739209772.491929;-35.57807855764607
1739209772.491931;-45.120503652039325
1739209772.4919329;-33.981070128970906
1739209772.4919348;-38.13080360867914
1739209772.4919367;-35.57807855764607
1739209772.4919386;-45.120503652039325
1739209772.4919403;-33.981070128970906
1739209772.4919422;-35.57807855764607
1739209772.491944;-38.13080360867914
1739209772.491946;-45.120503652039325
1739209772.491948;-38.13080360867914
1739209772.4919498;-45.120503652039325
1739209772.4919517;-45.120503652039325
1739209772.4919536;-38.13080360867914
1739209772.4919555;-45.120503652039325
1739209772.4919574;-45.120503652039325
1739209772.4919593;-38.13080360867914
1739209772.4919612;-38.13080360867914
1739209772.491963;-28.992665084841942
1739209772.4919648;-33.981070128970906
1739209772.4919667;-45.120503652039325
1739209772.4919686;-45.120503652039325
1739209772.4919705;-38.13080360867914
1739209772.4919724;-38.13080360867914
1739209772.4919744;-45.120503652039325
1739209772.4919763;-38.13080360867914
1739209772.4919782;-33.981070128970906
1739209772.49198;-45.120503652039325
1739209772.491982;-38.13080360867914
1739209772.491984;-38.13080360867914
1739209772.4919856;-45.120503652039325
1739209772.4919875;-45.120503652039325
1739209772.4919894;-45.120503652039325
1739209772.4919913;-45.120503652039325
1739209772.4919932;-31.141103565318915
1739209772.491995;-33.981070128970906
1739209772.491997;-32.816014438256545
1739209772.491999;-45.120503652039325
1739209772.4920008;-38.13080360867914
1739209772.4920027;-38.13080360867914
1739209772.4920046;-45.120503652039325
1739209772.4920063;-38.13080360867914
1739209772.4920082;-45.120503652039325
1739209772.49201;-38.13080360867914
1739209772.492012;-38.13080360867914
1739209772.492014;-45.120503652039325
1739209772.4920158;-38.13080360867914
1739209772.4920177;-33.981070128970906
1739209772.4920197;-45.120503652039325
1739209772.4920216;-45.120503652039325
1739209772.4920235;-45.120503652039325
