CAN Message; 0x1b8:0300347eae17aa98
1739209726.6011276;-45.120503652039325
1739209726.6011302;-38.13080360867914
1739209726.6011326;-45.120503652039325
1739209726.6011353;-38.13080360867914
1739209726.6011379;-31.141103565318915
1739209726.6011403;-45.120503652039325
1739209726.601143;-45.120503652039325
1739209726.6011455;-35.57807855764607
1739209726.601148;-45.120503652039325
1739209726.6011505;-38.13080360867914
1739209726.6011531;-45.120503652039325
1739209726.6011555;-45.120503652039325
1739209726.6011581;-38.13080360867914
1739209726.6011608;-35.57807855764607
1739209726.6011631;-38.13080360867914
1739209726.6011658;-45.120503652039325
1739209726.6011684;-32.816014438256545
1739209726.6011708;-38.13080360867914
1739209726.6011734;-45.120503652039325
1739209726.601176;-35.57807855764607
1739209726.6011784;-38.13080360867914
1739209726.601181;-45.120503652039325
1739209726.6011837;-45.120503652039325
1739209726.601186;-38.13080360867914
1739209726.6011887;-45.120503652039325
1739209726.6011913;-45.120503652039325
1739209726.6011937;-38.13080360867914
1739209726.6011963;-45.120503652039325
1739209726.601199;-33.981070128970906
1739209726.6012015;-38.13080360867914
1739209726.601204;-45.120503652039325
1739209726.6012065;-38.13080360867914
1739209726.6012092;-35.57807855764607
1739209726.6012115;-32.816014438256545
1739209726.6012142;-35.57807855764607
1739209726.6012168;-38.13080360867914
1739209726.6012192;-45.120503652039325
1739209726.6012218;-45.120503652039325
1739209726.6012244;-45.120503652039325
1739209726.6012268;-38.13080360867914
1739209726.6012294;-45.120503652039325
1739209726.601232;-45.120503652039325
1739209726.6012344;-38.13080360867914
1739209726.601237;-45.120503652039325
1739209726.6012397;-45.120503652039325
1739209726.601242;-45.120503652039325
1739209726.6012447;-38.13080360867914
1739209726.6012473;-38.13080360867914
1739209726.6012497;-38.13080360867914
1739209726.6012523;-38.13080360867914
1739209726.601255;-38.13080360867914
1739209726.6012573;-45.120503652039325
1739209726.60126;-38.13080360867914
1739209726.6012626;-32.816014438256545
1739209726.601265;-38.13080360867914
1739209726.6012676;-45.120503652039325
1739209726.6012702;-45.120503652039325
1739209726.6012728;-32.816014438256545
1739209726.6012752;-33.981070128970906
1739209726.6012778;-45.120503652039325
1739209726.6012805;-38.13080360867914
1739209726.6012828;-45.120503652039325
1739209726.6012855;-38.13080360867914
1739209726.601288;-38.13080360867914
1739209726.6012905;-45.120503652039325
1739209726.601293;-45.120503652039325
1739209726.6012957;-38.13080360867914
1739209726.601298;-38.13080360867914
1739209726.6013007;-38.13080360867914
1739209726.6013033;-33.981070128970906
1739209726.6013057;-38.13080360867914
1739209726.6013083;-45.120503652039325
1739209726.601311;-45.120503652039325
1739209726.6013134;-38.13080360867914
1739209726.601316;-38.13080360867914
1739209726.6013186;-45.120503652039325
1739209726.601321;-45.120503652039325
1739209726.6013236;-45.120503652039325
1739209726.6013262;-45.120503652039325
1739209726.6013286;-45.120503652039325
1739209726.6013312;-38.13080360867914
1739209726.6013339;-45.120503652039325
1739209726.6013362;-45.120503652039325
1739209726.6013389;-45.120503652039325
1739209726.6013415;-38.13080360867914
1739209726.601344;-30.49652367304973
1739209726.6013465;-35.57807855764607
1739209726.601349;-45.120503652039325
1739209726.6013517;-38.13080360867914
1739209726.6013541;-38.13080360867914
1739209726.6013567;-45.120503652039325
1739209726.6013594;-45.120503652039325
1739209726.6013618;-38.13080360867914
1739209726.6013644;-38.13080360867914
1739209726.601367;-38.13080360867914
1739209726.6013694;-45.120503652039325
1739209726.601372;-45.120503652039325
1739209726.6013746;-45.120503652039325
1739209726.601377;-38.13080360867914
1739209726.6013796;-38.13080360867914
1739209726.6013823;-38.13080360867914
1739209726.6013846;-45.120503652039325
1739209726.6013873;-45.120503652039325
1739209726.60139;-45.120503652039325
1739209726.6013923;-45.120503652039325
1739209726.601395;-38.13080360867914
1739209726.6013975;-45.120503652039325
1739209726.6014;-35.57807855764607
1739209726.6014025;-45.120503652039325
1739209726.6014051;-29.438486411369333
1739209726.6014075;-31.141103565318893
1739209726.6014102;-45.120503652039325
1739209726.6014128;-45.120503652039325
1739209726.6014154;-35.57807855764607
1739209726.6014178;-33.981070128970906
1739209726.6014204;-45.120503652039325
1739209726.601423;-33.981070128970906
1739209726.6014254;-38.13080360867914
1739209726.601428;-45.120503652039325
1739209726.6014307;-38.13080360867914
1739209726.601433;-45.120503652039325
1739209726.6014357;-45.120503652039325
1739209726.6014383;-45.120503652039325
1739209726.6014407;-38.13080360867914
1739209726.6014433;-45.120503652039325
1739209726.601446;-28.21854285175415
1739209726.6014483;-30.49652367304973
1739209726.601451;-45.120503652039325
1739209726.6014535;-38.13080360867914
1739209726.601456;-35.57807855764607
1739209726.6014585;-38.13080360867914
1739209726.6014612;-45.120503652039325
1739209726.6014636;-32.816014438256545
1739209726.6014662;-45.120503652039325
1739209726.6014688;-45.120503652039325
1739209726.6014712;-35.57807855764607
1739209726.6014738;-38.13080360867914
1739209726.6014764;-45.120503652039325
1739209726.6014788;-45.120503652039325
1739209726.6014814;-38.13080360867914
1739209726.601484;-38.13080360867914
1739209726.6014867;-45.120503652039325
1739209726.601489;-45.120503652039325
1739209726.6014917;-45.120503652039325
1739209726.6014943;-38.13080360867914
1739209726.6014967;-45.120503652039325
1739209726.6014993;-45.120503652039325
1739209726.601502;-45.120503652039325
1739209726.6015043;-45.120503652039325
1739209726.601507;-33.981070128970906
1739209726.6015096;-32.816014438256545
1739209726.601512;-45.120503652039325
1739209726.6015146;-45.120503652039325
1739209726.6015172;-45.120503652039325
1739209726.6015196;-45.120503652039325
1739209726.6015222;-38.13080360867914
1739209726.6015248;-35.57807855764607
1739209726.6015272;-45.120503652039325
1739209726.6015298;-33.981070128970956
1739209726.6015325;-45.120503652039325
1739209726.6015348;-45.120503652039325
1739209726.6015375;-38.13080360867914
1739209726.60154;-45.120503652039325
1739209726.6015425;-35.57807855764607
1739209726.601545;-38.13080360867914
1739209726.6015477;-38.13080360867914
1739209726.60155;-28.992665084841942
1739209726.6015527;-38.13080360867914
1739209726.6015553;-38.13080360867914
1739209726.601558;-45.120503652039325
1739209726.6015604;-38.13080360867914
1739209726.601563;-38.13080360867914
1739209726.6015656;-38.13080360867914
1739209726.601568;-45.120503652039325
1739209726.6015706;-45.120503652039325
1739209726.6015732;-38.13080360867914
1739209726.6015756;-45.120503652039325
1739209726.6015782;-38.13080360867914
1739209726.6015809;-38.13080360867914
1739209726.6015832;-38.13080360867914
1739209726.6015859;-38.13080360867914
1739209726.6015885;-45.120503652039325
1739209726.6015909;-45.120503652039325
1739209726.6015935;-45.120503652039325
1739209726.601596;-45.120503652039325
1739209726.6015985;-45.120503652039325
1739209726.6016011;-45.120503652039325
1739209726.6016037;-45.120503652039325
1739209726.6016061;-45.120503652039325
1739209726.6016088;-45.120503652039325
1739209726.6016114;-35.57807855764607
1739209726.6016138;-38.13080360867914
1739209726.6016164;-45.120503652039325
1739209726.601619;-38.13080360867914
1739209726.6016216;-32.816014438256545
1739209726.601624;-45.120503652039325
1739209726.6016266;-45.120503652039325
1739209726.6016293;-45.120503652039325
1739209726.6016316;-45.120503652039325
1739209726.6016343;-45.120503652039325
1739209726.601637;-45.120503652039325
1739209726.6016393;-38.13080360867914
1739209726.601642;-45.120503652039325
1739209726.6016445;-45.120503652039325
1739209726.601647;-45.120503652039325
1739209726.6016495;-38.13080360867914
1739209726.6016521;-38.13080360867914
1739209726.6016545;-45.120503652039325
1739209726.6016572;-45.120503652039325
1739209726.6016598;-38.13080360867914
1739209726.6016622;-35.57807855764607
1739209726.6016648;-45.120503652039325
1739209726.6016674;-45.120503652039325
1739209726.6016698;-38.13080360867914
1739209726.6016724;-45.120503652039325
1739209726.601675;-45.120503652039325
1739209726.6016774;-45.120503652039325
1739209726.60168;-45.120503652039325
1739209726.6016827;-38.13080360867914
1739209726.601685;-38.13080360867914
1739209726.6016877;-38.13080360867914
1739209726.6016903;-45.120503652039325
1739209726.601693;-45.120503652039325
1739209726.6016953;-38.13080360867914
1739209726.601698;-38.13080360867914
1739209726.6017005;-38.13080360867914
1739209726.601703;-38.13080360867914
1739209726.6017056;-45.120503652039325
1739209726.6017082;-45.120503652039325
1739209726.6017106;-45.120503652039325
1739209726.6017132;-38.13080360867914
1739209726.6017158;-33.981070128970906
1739209726.6017182;-45.120503652039325
1739209726.6017208;-45.120503652039325
1739209726.6017234;-38.13080360867914
1739209726.6017258;-38.13080360867914
1739209726.6017284;-38.13080360867914
1739209726.601731;-38.13080360867914
1739209726.6017334;-45.120503652039325
1739209726.601736;-45.120503652039325
1739209726.6017387;-38.13080360867914
1739209726.601741;-35.57807855764607
1739209726.6017437;-38.13080360867914
1739209726.6017463;-45.120503652039325
1739209726.6017487;-45.120503652039325
1739209726.6017513;-45.120503652039325
1739209726.601754;-45.120503652039325
1739209726.6017563;-28.58837851428586
1739209726.601759;-45.120503652039325
1739209726.6017616;-45.120503652039325
1739209726.6017642;-38.13080360867914
1739209726.6017666;-32.816014438256545
1739209726.6017692;-38.13080360867914
1739209726.6017718;-45.120503652039325
1739209726.6017742;-45.120503652039325
1739209726.6017768;-45.120503652039325
1739209726.6017795;-33.981070128970906
1739209726.6017818;-45.120503652039325
1739209726.6017845;-38.13080360867914
1739209726.601787;-45.120503652039325
1739209726.6017895;-38.13080360867914
1739209726.601792;-45.120503652039325
1739209726.6017947;-45.120503652039325
1739209726.601797;-31.141103565318915
1739209726.6017997;-33.981070128970906
1739209726.6018023;-38.13080360867914
1739209726.6018047;-38.13080360867914
1739209726.6018074;-35.57807855764607
1739209726.60181;-31.141103565318915
1739209726.6018124;-45.120503652039325
1739209726.601815;-45.120503652039325
1739209726.6018176;-45.120503652039325
1739209726.60182;-45.120503652039325
1739209726.6018226;-45.120503652039325
1739209726.6018252;-45.120503652039325
1739209726.6018276;-45.120503652039325
1739209726.6018302;-45.120503652039325
1739209726.6018329;-45.120503652039325
1739209726.6018355;-45.120503652039325
1739209726.6018379;-35.57807855764607
1739209726.6018405;-38.13080360867914
1739209726.601843;-45.120503652039325
1739209726.6018455;-45.120503652039325
1739209726.6018481;-32.816014438256545
1739209726.6018507;-38.13080360867914
1739209726.6018531;-45.120503652039325
1739209726.6018558;-45.120503652039325
1739209726.6018584;-38.13080360867914
1739209726.6018608;-45.120503652039325
1739209726.6018634;-45.120503652039325
1739209726.601866;-45.120503652039325
1739209726.6018684;-45.120503652039325
1739209726.601871;-38.13080360867914
1739209726.6018736;-45.120503652039325
1739209726.601876;-45.120503652039325
1739209726.6018786;-45.120503652039325
1739209726.6018813;-38.13080360867914
1739209726.6018836;-45.120503652039325
1739209726.6018863;-45.120503652039325
1739209726.601889;-32.816014438256545
1739209726.6018913;-38.13080360867914
1739209726.601894;-45.120503652039325
1739209726.6018965;-45.120503652039325
1739209726.601899;-28.21854285175415
1739209726.6019015;-30.49652367304973
1739209726.6019042;-45.120503652039325
1739209726.6019068;-38.13080360867914
1739209726.6019092;-45.120503652039325
1739209726.6019118;-33.981070128970906
1739209726.6019144;-45.120503652039325
1739209726.6019168;-38.13080360867914
1739209726.6019194;-45.120503652039325
1739209726.601922;-45.120503652039325
1739209726.6019244;-45.120503652039325
1739209726.601927;-45.120503652039325
1739209726.6019297;-38.13080360867914
1739209726.601932;-45.120503652039325
1739209726.6019347;-45.120503652039325
1739209726.6019373;-45.120503652039325
1739209726.6019397;-30.49652367304973
1739209726.6019423;-30.49652367304973
1739209726.601945;-45.120503652039325
1739209726.6019473;-45.120503652039325
1739209726.60195;-35.57807855764607
1739209726.6019526;-38.13080360867914
1739209726.601955;-38.13080360867914
1739209726.6019576;-38.13080360867914
1739209726.6019602;-45.120503652039325
1739209726.6019626;-45.120503652039325
1739209726.6019652;-38.13080360867914
1739209726.6019678;-38.13080360867914
1739209726.6019702;-45.120503652039325
1739209726.6019728;-45.120503652039325
1739209726.6019754;-35.57807855764607
1739209726.601978;-38.13080360867914
1739209726.6019804;-38.13080360867914
1739209726.601983;-33.981070128970906
1739209726.6019857;-45.120503652039325
1739209726.601988;-45.120503652039325
1739209726.6019907;-38.13080360867914
1739209726.6019933;-38.13080360867914
1739209726.6019957;-45.120503652039325
1739209726.6019983;-45.120503652039325
1739209726.602001;-45.120503652039325
1739209726.6020033;-45.120503652039325
1739209726.602006;-38.13080360867914
1739209726.6020086;-38.13080360867914
1739209726.602011;-45.120503652039325
1739209726.6020136;-45.120503652039325
1739209726.6020162;-45.120503652039325
1739209726.6020186;-38.13080360867914
1739209726.6020212;-45.120503652039325
1739209726.6020238;-45.120503652039325
1739209726.6020262;-38.13080360867914
1739209726.6020288;-45.120503652039325
1739209726.6020315;-45.120503652039325
1739209726.6020339;-38.13080360867914
1739209726.6020365;-38.13080360867914
1739209726.602039;-45.120503652039325
1739209726.6020415;-38.13080360867914
1739209726.602044;-28.992665084841942
1739209726.6020467;-45.120503652039325
1739209726.6020494;-38.13080360867914
1739209726.6020517;-45.120503652039325
1739209726.6020544;-38.13080360867914
1739209726.602057;-38.13080360867914
1739209726.6020594;-45.120503652039325
1739209726.602062;-45.120503652039325
1739209726.6020646;-35.57807855764607
1739209726.602067;-45.120503652039325
1739209726.6020696;-45.120503652039325
1739209726.6020722;-45.120503652039325
1739209726.6020746;-45.120503652039325
1739209726.6020772;-45.120503652039325
1739209726.6020799;-45.120503652039325
1739209726.6020823;-32.816014438256545
1739209726.6020849;-27.267205301931607
1739209726.6020875;-38.13080360867914
1739209726.60209;-45.120503652039325
1739209726.6020925;-35.57807855764607
1739209726.6020951;-33.981070128970906
1739209726.6020975;-38.13080360867914
1739209726.6021001;-38.13080360867914
1739209726.6021028;-38.13080360867914
1739209726.6021051;-38.13080360867914
1739209726.6021078;-38.13080360867914
1739209726.6021104;-45.120503652039325
1739209726.6021128;-33.981070128970906
1739209726.6021154;-38.13080360867914
1739209726.602118;-45.120503652039325
1739209726.6021206;-45.120503652039325
1739209726.602123;-38.13080360867914
1739209726.6021256;-31.141103565318915
1739209726.6021283;-38.13080360867914
1739209726.6021307;-45.120503652039325
1739209726.6021333;-38.13080360867914
1739209726.602136;-35.57807855764607
1739209726.6021383;-38.13080360867914
1739209726.602141;-38.13080360867914
1739209726.6021435;-38.13080360867914
1739209726.602146;-38.13080360867914
1739209726.6021485;-45.120503652039325
1739209726.6021512;-45.120503652039325
1739209726.6021535;-38.13080360867914
1739209726.6021562;-45.120503652039325
1739209726.6021588;-45.120503652039325
1739209726.6021612;-45.120503652039325
1739209726.6021638;-45.120503652039325
1739209726.6021664;-33.981070128970906
1739209726.6021688;-38.13080360867914
1739209726.6021714;-38.13080360867914
1739209726.602174;-45.120503652039325
1739209726.6021764;-38.13080360867914
1739209726.602179;-45.120503652039325
1739209726.6021817;-45.120503652039325
1739209726.602184;-38.13080360867914
1739209726.6021867;-45.120503652039325
1739209726.6021893;-38.13080360867914
1739209726.602192;-38.13080360867914
1739209726.6021943;-38.13080360867914
1739209726.602197;-33.981070128970906
1739209726.6021996;-33.981070128970906
1739209726.602202;-38.13080360867914
1739209726.6022046;-38.13080360867914
1739209726.6022072;-38.13080360867914
1739209726.6022096;-45.120503652039325
1739209726.6022122;-45.120503652039325
1739209726.6022148;-35.57807855764607
1739209726.6022172;-38.13080360867914
1739209726.6022198;-45.120503652039325
1739209726.6022224;-45.120503652039325
1739209726.6022248;-38.13080360867914
1739209726.6022274;-38.13080360867914
1739209726.60223;-38.13080360867914
1739209726.6022325;-38.13080360867914
1739209726.602235;-38.13080360867914
1739209726.6022377;-45.120503652039325
1739209726.60224;-35.57807855764607
1739209726.6022427;-45.120503652039325
1739209726.6022453;-35.57807855764607
1739209726.6022477;-35.57807855764607
1739209726.6022503;-38.13080360867914
1739209726.602253;-45.120503652039325
1739209726.6022553;-45.120503652039325
1739209726.602258;-38.13080360867914
1739209726.6022606;-45.120503652039325
1739209726.6022632;-45.120503652039325
1739209726.6022656;-45.120503652039325
1739209726.6022682;-45.120503652039325
1739209726.6022708;-45.120503652039325
1739209726.6022732;-45.120503652039325
1739209726.6022758;-45.120503652039325
1739209726.6022785;-45.120503652039325
1739209726.6022809;-35.57807855764607
1739209726.6022835;-35.57807855764607
1739209726.602286;-45.120503652039325
1739209726.6022885;-38.13080360867914
1739209726.602291;-38.13080360867914
1739209726.6022937;-38.13080360867914
1739209726.602296;-45.120503652039325
1739209726.6022987;-45.120503652039325
1739209726.6023014;-45.120503652039325
1739209726.6023037;-45.120503652039325
1739209726.6023064;-45.120503652039325
1739209726.602309;-45.120503652039325
1739209726.6023114;-45.120503652039325
1739209726.602314;-45.120503652039325
1739209726.6023166;-45.120503652039325
1739209726.602319;-45.120503652039325
1739209726.6023216;-35.57807855764607
1739209726.6023242;-35.57807855764607
1739209726.6023269;-45.120503652039325
1739209726.6023293;-45.120503652039325
1739209726.6023319;-38.13080360867914
1739209726.6023345;-33.981070128970906
1739209726.602337;-33.981070128970906
1739209726.6023395;-45.120503652039325
1739209726.6023421;-38.13080360867914
1739209726.6023445;-38.13080360867914
1739209726.6023471;-38.13080360867914
1739209726.6023498;-45.120503652039325
1739209726.6023521;-45.120503652039325
1739209726.6023548;-45.120503652039325
1739209726.6023574;-38.13080360867914
1739209726.6023598;-38.13080360867914
1739209726.6023624;-33.981070128970906
1739209726.602365;-45.120503652039325
1739209726.6023674;-38.13080360867914
1739209726.60237;-45.120503652039325
1739209726.6023726;-38.13080360867914
1739209726.602375;-45.120503652039325
1739209726.6023777;-45.120503652039325
1739209726.6023803;-38.13080360867914
1739209726.6023827;-38.13080360867914
1739209726.6023853;-38.13080360867914
1739209726.602388;-38.13080360867914
1739209726.6023903;-32.816014438256545
1739209726.602393;-45.120503652039325
1739209726.6023955;-45.120503652039325
1739209726.6023982;-32.816014438256545
1739209726.6024005;-38.13080360867914
1739209726.6024032;-38.13080360867914
1739209726.6024058;-45.120503652039325
1739209726.6024082;-38.13080360867914
1739209726.6024108;-33.981070128970906
1739209726.6024134;-38.13080360867914
1739209726.6024158;-35.57807855764607
1739209726.6024184;-45.120503652039325
1739209726.602421;-33.981070128970906
1739209726.6024234;-45.120503652039325
1739209726.602426;-45.120503652039325
1739209726.6024287;-33.981070128970906
1739209726.602431;-33.981070128970906
1739209726.6024337;-45.120503652039325
1739209726.6024363;-45.120503652039325
1739209726.6024387;-38.13080360867914
1739209726.6024413;-38.13080360867914
1739209726.602444;-45.120503652039325
1739209726.6024463;-45.120503652039325
1739209726.602449;-38.13080360867914
1739209726.6024516;-45.120503652039325
1739209726.602454;-45.120503652039325
1739209726.6024566;-45.120503652039325
1739209726.6024592;-45.120503652039325
1739209726.6024616;-45.120503652039325
1739209726.6024642;-38.13080360867914
1739209726.6024668;-35.57807855764607
1739209726.6024694;-45.120503652039325
1739209726.6024718;-35.57807855764607
1739209726.6024745;-38.13080360867914
1739209726.602477;-33.981070128970906
1739209726.6024795;-45.120503652039325
1739209726.602482;-45.120503652039325
1739209726.6024847;-45.120503652039325
1739209726.602487;-45.120503652039325
1739209726.6024897;-38.13080360867914
1739209726.6024923;-45.120503652039325
1739209726.6024947;-45.120503652039325
1739209726.6024973;-35.57807855764607
1739209726.6025;-38.13080360867914
1739209726.6025023;-38.13080360867914
1739209726.602505;-38.13080360867914
1739209726.6025076;-45.120503652039325
1739209726.60251;-38.13080360867914
1739209726.6025126;-38.13080360867914
1739209726.6025152;-35.57807855764607
1739209726.6025176;-27.267205301931607
1739209726.6025202;-45.120503652039325
1739209726.6025229;-45.120503652039325
1739209726.6025252;-38.13080360867914
1739209726.6025279;-38.13080360867914
1739209726.6025305;-35.57807855764607
1739209726.6025329;-35.57807855764607
1739209726.6025355;-35.57807855764607
1739209726.602538;-45.120503652039325
1739209726.6025407;-45.120503652039325
1739209726.602543;-38.13080360867914
1739209726.6025457;-38.13080360867914
1739209726.6025484;-38.13080360867914
1739209726.6025507;-38.13080360867914
1739209726.6025534;-38.13080360867914
1739209726.602556;-45.120503652039325
1739209726.6025584;-38.13080360867914
1739209726.602561;-45.120503652039325
1739209726.6025636;-45.120503652039325
1739209726.602566;-45.120503652039325
1739209726.6025686;-45.120503652039325
1739209726.6025712;-45.120503652039325
1739209726.6025736;-45.120503652039325
1739209726.6025763;-35.57807855764607
1739209726.6025789;-27.267205301931607
1739209726.6025813;-38.13080360867914
1739209726.602584;-33.981070128970906
1739209726.6025865;-38.13080360867914
1739209726.602589;-38.13080360867914
1739209726.6025915;-45.120503652039325
1739209726.6025941;-38.13080360867914
1739209726.6025965;-38.13080360867914
1739209726.6025991;-33.981070128970906
1739209726.6026018;-38.13080360867914
1739209726.6026042;-45.120503652039325
1739209726.6026068;-38.13080360867914
1739209726.6026094;-45.120503652039325
1739209726.602612;-38.13080360867914
1739209726.6026144;-38.13080360867914
1739209726.602617;-35.57807855764607
1739209726.6026196;-38.13080360867914
1739209726.602622;-45.120503652039325
1739209726.6026247;-38.13080360867914
1739209726.6026273;-45.120503652039325
1739209726.6026297;-45.120503652039325
1739209726.6026323;-45.120503652039325
1739209726.602635;-45.120503652039325
1739209726.6026373;-38.13080360867914
1739209726.60264;-38.13080360867914
1739209726.6026425;-38.13080360867914
1739209726.602645;-45.120503652039325
1739209726.6026475;-38.13080360867914
1739209726.6026502;-38.13080360867914
1739209726.6026525;-35.57807855764607
1739209726.6026552;-38.13080360867914
1739209726.6026578;-45.120503652039325
1739209726.6026602;-38.13080360867914
1739209726.6026628;-45.120503652039325
1739209726.6026654;-45.120503652039325
1739209726.6026678;-45.120503652039325
1739209726.6026704;-45.120503652039325
1739209726.602673;-45.120503652039325
1739209726.6026754;-45.120503652039325
1739209726.602678;-45.120503652039325
1739209726.6026807;-45.120503652039325
1739209726.6026833;-38.13080360867914
1739209726.6026857;-35.57807855764607
1739209726.6026883;-38.13080360867914
1739209726.602691;-38.13080360867914
1739209726.6026933;-33.981070128970906
1739209726.602696;-45.120503652039325
1739209726.6026986;-45.120503652039325
1739209726.602701;-45.120503652039325
1739209726.6027036;-32.816014438256545
1739209726.6027062;-38.13080360867914
1739209726.6027086;-45.120503652039325
1739209726.6027112;-45.120503652039325
1739209726.6027138;-35.57807855764607
1739209726.6027162;-38.13080360867914
1739209726.6027188;-45.120503652039325
1739209726.6027215;-45.120503652039325
1739209726.6027238;-45.120503652039325
1739209726.6027265;-38.13080360867914
1739209726.602729;-38.13080360867914
1739209726.6027315;-38.13080360867914
1739209726.602734;-45.120503652039325
1739209726.6027367;-38.13080360867914
1739209726.602739;-38.13080360867914
1739209726.6027417;-45.120503652039325
1739209726.6027443;-28.58837851428586
1739209726.6027467;-38.13080360867914
1739209726.6027493;-45.120503652039325
1739209726.602752;-38.13080360867914
1739209726.6027546;-33.981070128970906
1739209726.602757;-35.57807855764607
1739209726.6027596;-45.120503652039325
1739209726.6027622;-45.120503652039325
1739209726.6027646;-38.13080360867914
1739209726.6027672;-33.981070128970906
1739209726.6027699;-45.120503652039325
1739209726.6027722;-45.120503652039325
1739209726.6027749;-45.120503652039325
1739209726.6027775;-45.120503652039325
1739209726.6027799;-45.120503652039325
1739209726.6027825;-45.120503652039325
1739209726.602785;-45.120503652039325
1739209726.6027875;-45.120503652039325
1739209726.60279;-45.120503652039325
1739209726.6027927;-45.120503652039325
1739209726.6027951;-32.816014438256545
1739209726.6027977;-38.13080360867914
1739209726.6028004;-45.120503652039325
1739209726.6028028;-45.120503652039325
1739209726.6028054;-30.49652367304973
1739209726.602808;-32.816014438256545
1739209726.6028104;-45.120503652039325
1739209726.602813;-38.13080360867914
1739209726.6028156;-45.120503652039325
1739209726.602818;-38.13080360867914
1739209726.6028206;-45.120503652039325
1739209726.6028233;-38.13080360867914
1739209726.6028259;-45.120503652039325
1739209726.6028283;-45.120503652039325
1739209726.602831;-45.120503652039325
1739209726.6028335;-45.120503652039325
1739209726.602836;-38.13080360867914
1739209726.6028385;-38.13080360867914
1739209726.6028411;-38.13080360867914
1739209726.6028435;-45.120503652039325
1739209726.6028461;-31.141103565318893
1739209726.6028488;-32.816014438256545
1739209726.6028512;-35.57807855764607
1739209726.6028538;-38.13080360867914
1739209726.6028564;-45.120503652039325
1739209726.6028588;-35.57807855764607
1739209726.6028614;-38.13080360867914
1739209726.602864;-32.816014438256545
1739209726.6028664;-35.57807855764607
1739209726.602869;-45.120503652039325
1739209726.6028717;-45.120503652039325
1739209726.602874;-38.13080360867914
1739209726.6028767;-45.120503652039325
1739209726.6028793;-45.120503652039325
1739209726.6028817;-38.13080360867914
1739209726.6028843;-45.120503652039325
1739209726.602887;-29.438486411369333
1739209726.6028893;-32.816014438256545
1739209726.602892;-45.120503652039325
1739209726.6028945;-38.13080360867914
1739209726.6028972;-35.57807855764607
1739209726.6028996;-35.57807855764607
1739209726.6029022;-45.120503652039325
1739209726.6029048;-45.120503652039325
1739209726.6029072;-45.120503652039325
1739209726.6029098;-45.120503652039325
1739209726.6029124;-45.120503652039325
1739209726.6029148;-45.120503652039325
1739209726.6029174;-45.120503652039325
1739209726.60292;-45.120503652039325
1739209726.6029224;-38.13080360867914
1739209726.602925;-35.57807855764607
1739209726.6029277;-38.13080360867914
1739209726.60293;-45.120503652039325
1739209726.6029327;-45.120503652039325
1739209726.6029353;-45.120503652039325
1739209726.6029377;-45.120503652039325
1739209726.6029403;-45.120503652039325
1739209726.602943;-45.120503652039325
1739209726.6029453;-45.120503652039325
1739209726.602948;-31.141103565318893
1739209726.6029506;-31.141103565318915
