CAN Message; 0x1a7:0000c96387ec074e
1739209592.8428485;-25.826314394896354
1739209592.8428626;-30.49652367304973
1739209592.842877;-38.13080360867914
1739209592.842891;-38.13080360867914
1739209592.842905;-31.141103565318915
1739209592.8429193;-29.438486411369333
1739209592.8429334;-45.120503652039325
1739209592.8429477;-33.981070128970906
1739209592.8429618;-28.21854285175415
1739209592.842976;-31.141103565318915
1739209592.8429902;-30.49652367304973
1739209592.8430045;-31.141103565318943
1739209592.8430185;-25.252786309376837
1739209592.8430328;-24.589719217205094
1739209592.843047;-33.981070128970956
1739209592.843061;-29.438486411369347
1739209592.8430753;-38.13080360867914
1739209592.8430893;-38.13080360867914
1739209592.8431036;-45.120503652039325
1739209592.8431177;-45.120503652039325
1739209592.843132;-32.816014438256545
1739209592.843146;-38.13080360867914
1739209592.8431604;-45.120503652039325
1739209592.8431745;-33.981070128970906
1739209592.8431888;-45.120503652039325
1739209592.8432028;-38.13080360867914
1739209592.843217;-45.120503652039325
1739209592.8432312;-45.120503652039325
1739209592.8432453;-45.120503652039325
1739209592.8432596;-33.981070128970906
1739209592.8432736;-45.120503652039325
1739209592.843288;-45.120503652039325
1739209592.843302;-35.57807855764607
1739209592.8433163;-45.120503652039325
1739209592.8433304;-45.120503652039325
1739209592.8433447;-45.120503652039325
1739209592.8433588;-45.120503652039325
1739209592.8433728;-38.13080360867914
1739209592.8433871;-35.57807855764607
1739209592.8434012;-38.13080360867914
1739209592.8434155;-45.120503652039325
1739209592.8434296;-45.120503652039325
1739209592.8434439;-45.120503652039325
1739209592.843458;-45.120503652039325
1739209592.8434722;-45.120503652039325
1739209592.8434863;-38.13080360867914
1739209592.8435004;-45.120503652039325
1739209592.8435147;-45.120503652039325
1739209592.8435287;-31.141103565318893
1739209592.843543;-38.13080360867914
1739209592.8435571;-45.120503652039325
1739209592.8435714;-35.57807855764607
1739209592.8435855;-30.49652367304973
1739209592.8435998;-45.120503652039325
1739209592.8436139;-45.120503652039325
1739209592.8436282;-45.120503652039325
1739209592.8436422;-45.120503652039325
1739209592.8436563;-45.120503652039325
1739209592.8436706;-45.120503652039325
1739209592.8436847;-45.120503652039325
1739209592.843699;-45.120503652039325
1739209592.843713;-45.120503652039325
1739209592.8437274;-32.816014438256545
1739209592.8437414;-38.13080360867914
1739209592.8437557;-45.120503652039325
1739209592.8437698;-45.120503652039325
1739209592.843784;-45.120503652039325
1739209592.8437982;-38.13080360867914
1739209592.8438122;-38.13080360867914
1739209592.8438265;-45.120503652039325
1739209592.8438406;-45.120503652039325
1739209592.843855;-45.120503652039325
1739209592.843869;-45.120503652039325
1739209592.8438833;-45.120503652039325
1739209592.8438973;-45.120503652039325
1739209592.8439116;-45.120503652039325
1739209592.8439257;-45.120503652039325
1739209592.8439398;-38.13080360867914
1739209592.843954;-45.120503652039325
1739209592.8439682;-45.120503652039325
1739209592.8439825;-45.120503652039325
1739209592.8439965;-38.13080360867914
1739209592.8440108;-35.57807855764607
1739209592.844025;-38.13080360867914
1739209592.8440392;-45.120503652039325
1739209592.8440533;-45.120503652039325
1739209592.8440676;-38.13080360867914
1739209592.8440816;-45.120503652039325
1739209592.8440957;-38.13080360867914
1739209592.84411;-38.13080360867914
1739209592.844124;-38.13080360867914
1739209592.8441384;-38.13080360867914
1739209592.8441525;-38.13080360867914
1739209592.8441668;-33.981070128970906
1739209592.8441808;-45.120503652039325
1739209592.8441951;-38.13080360867914
1739209592.8442092;-38.13080360867914
1739209592.8442235;-33.981070128970906
1739209592.8442376;-45.120503652039325
1739209592.8442516;-38.13080360867914
1739209592.844266;-38.13080360867914
1739209592.84428;-45.120503652039325
1739209592.8442943;-35.57807855764607
1739209592.8443084;-30.49652367304973
1739209592.8443227;-28.992665084841942
1739209592.8443367;-45.120503652039325
1739209592.844351;-30.49652367304973
1739209592.8443651;-31.141103565318915
1739209592.8443794;-26.991370085610722
1739209592.8443935;-23.16150712794695
1739209592.8444076;-25.826314394896357
1739209592.8444219;-35.57807855764607
1739209592.844436;-26.991370085610722
1739209592.8444502;-45.120503652039325
1739209592.8444643;-27.8777449560314
1739209592.8444786;-45.120503652039325
1739209592.8444927;-35.57807855764607
1739209592.844507;-32.816014438256545
1739209592.844521;-31.141103565318893
1739209592.844535;-31.141103565318943
1739209592.8445494;-32.816014438256545
1739209592.8445635;-31.141103565318915
1739209592.8445778;-32.816014438256545
1739209592.8445919;-28.992665084841942
1739209592.8446062;-28.992665084841942
1739209592.8446202;-30.49652367304976
1739209592.8446345;-38.13080360867914
1739209592.8446486;-33.981070128970906
1739209592.844663;-26.991370085610768
1739209592.844677;-26.991370085610747
1739209592.844691;-35.57807855764607
1739209592.8447053;-38.13080360867914
1739209592.8447194;-45.120503652039325
1739209592.8447337;-31.14110356531892
1739209592.8447478;-31.141103565318893
1739209592.844762;-35.57807855764607
1739209592.8447762;-31.141103565318915
1739209592.8447905;-27.8777449560314
1739209592.8448045;-27.8777449560314
1739209592.8448188;-28.58837851428586
1739209592.844833;-26.991370085610768
1739209592.844847;-38.13080360867914
1739209592.8448613;-45.120503652039325
1739209592.8448753;-38.13080360867914
1739209592.8448896;-26.991370085610722
1739209592.8449037;-28.588378514285886
1739209592.844918;-31.141103565318915
1739209592.844932;-33.981070128970906
1739209592.8449464;-33.981070128970956
1739209592.8449605;-33.981070128970906
1739209592.8449745;-38.13080360867914
1739209592.8449888;-38.13080360867914
1739209592.845003;-38.13080360867914
1739209592.8450172;-25.62660358559016
1739209592.8450313;-27.8777449560314
1739209592.8450456;-38.13080360867914
1739209592.8450596;-45.120503652039325
1739209592.845074;-45.120503652039325
1739209592.845088;-32.816014438256545
1739209592.8451023;-31.141103565318915
1739209592.8451164;-29.438486411369375
1739209592.8451304;-30.49652367304973
1739209592.8451447;-27.877744956031414
1739209592.8451588;-28.992665084841967
1739209592.8451731;-26.487275050834725
1739209592.8451872;-31.141103565318915
1739209592.8452015;-31.141103565318915
1739209592.8452156;-32.81601443825658
1739209592.8452299;-27.267205301931607
1739209592.845244;-30.49652367304973
1739209592.8452582;-33.981070128970906
1739209592.8452723;-23.75329798047522
1739209592.8452864;-31.141103565318943
1739209592.8453007;-38.13080360867914
1739209592.8453147;-33.981070128970906
1739209592.845329;-31.141103565318915
1739209592.845343;-30.49652367304976
1739209592.8453574;-31.141103565318915
1739209592.8453715;-28.58837851428586
1739209592.8453858;-26.991370085610722
1739209592.8453999;-32.816014438256545
1739209592.8454142;-32.816014438256545
1739209592.8454282;-33.981070128970906
1739209592.8454423;-31.141103565318893
1739209592.8454566;-45.120503652039325
1739209592.8454707;-32.816014438256545
1739209592.845485;-25.826314394896354
1739209592.845499;-29.438486411369354
1739209592.8455133;-27.267205301931607
1739209592.8455274;-25.826314394896357
1739209592.8455417;-30.49652367304976
1739209592.8455558;-26.991370085610722
1739209592.8455698;-33.981070128970906
1739209592.8455842;-33.981070128970956
1739209592.8455982;-30.49652367304976
1739209592.8456125;-27.267205301931607
1739209592.8456266;-33.981070128970906
1739209592.845641;-45.120503652039325
1739209592.845655;-45.120503652039325
1739209592.8456693;-45.120503652039325
1739209592.8456833;-33.981070128970956
1739209592.8456976;-26.991370085610722
1739209592.8457117;-20.511525224473814
1739209592.8457258;-31.141103565318915
1739209592.84574;-38.13080360867914
1739209592.8457541;-28.992665084841942
1739209592.8457685;-45.120503652039325
1739209592.8457825;-29.438486411369333
1739209592.8457968;-22.002965041481744
1739209592.845811;-38.13080360867914
1739209592.8458252;-33.981070128970906
1739209592.8458393;-38.13080360867914
1739209592.8458536;-33.981070128970906
1739209592.8458676;-33.981070128970906
1739209592.8458817;-38.13080360867914
1739209592.845896;-31.141103565318915
1739209592.84591;-45.120503652039325
1739209592.8459244;-30.49652367304973
1739209592.8459384;-31.141103565318943
1739209592.8459527;-38.13080360867914
1739209592.8459668;-30.49652367304973
1739209592.8459811;-29.438486411369333
1739209592.8459952;-38.13080360867914
1739209592.8460095;-30.49652367304973
1739209592.8460236;-33.981070128970956
1739209592.8460376;-33.981070128970906
1739209592.846052;-28.58837851428586
1739209592.846066;-31.141103565318943
1739209592.8460803;-38.13080360867914
1739209592.8460944;-45.120503652039325
1739209592.8461087;-38.13080360867914
1739209592.8461227;-38.13080360867914
1739209592.846137;-27.267205301931607
1739209592.846151;-45.120503652039325
1739209592.8461652;-33.981070128970956
1739209592.8461795;-24.74623867263306
1739209592.8461936;-32.816014438256545
1739209592.8462079;-31.141103565318915
1739209592.846222;-27.267205301931607
1739209592.8462362;-28.992665084841967
1739209592.8462503;-35.57807855764607
1739209592.8462646;-38.13080360867914
1739209592.8462787;-28.21854285175415
1739209592.846293;-27.877744956031414
1739209592.846307;-38.13080360867914
1739209592.846321;-32.816014438256545
1739209592.8463354;-32.816014438256545
1739209592.8463495;-38.13080360867914
1739209592.8463638;-38.13080360867914
1739209592.8463778;-45.120503652039325
1739209592.8463922;-45.120503652039325
1739209592.8464062;-45.120503652039325
1739209592.8464205;-27.877744956031414
1739209592.8464346;-26.487275050834715
1739209592.846449;-24.746238672633048
1739209592.846463;-23.50682362968953
1739209592.846477;-31.141103565318943
1739209592.8464913;-20.695705961394808
1739209592.8465054;-25.252786309376837
1739209592.8465197;-38.13080360867914
1739209592.8465338;-28.992665084841942
1739209592.846548;-25.077289914212862
1739209592.8465621;-26.991370085610722
1739209592.8465765;-27.267205301931607
1739209592.8465905;-28.992665084841942
1739209592.8466046;-45.120503652039325
1739209592.846619;-31.141103565318943
1739209592.846633;-33.981070128970906
1739209592.8466473;-32.816014438256545
1739209592.8466613;-33.981070128970906
1739209592.8466756;-35.57807855764607
1739209592.8466897;-38.13080360867914
1739209592.846704;-33.981070128970906
1739209592.846718;-38.13080360867914
1739209592.8467324;-45.120503652039325
1739209592.8467464;-33.981070128970906
1739209592.8467605;-45.120503652039325
1739209592.8467748;-27.267205301931607
1739209592.846789;-45.120503652039325
1739209592.8468032;-31.141103565318915
1739209592.8468173;-28.58837851428586
1739209592.8468316;-45.120503652039325
1739209592.8468456;-29.438486411369333
1739209592.84686;-25.826314394896354
1739209592.846874;-26.991370085610722
1739209592.8468883;-33.981070128970906
1739209592.8469024;-45.120503652039325
1739209592.8469164;-38.13080360867914
1739209592.8469307;-27.267205301931607
1739209592.8469448;-24.589719217205094
1739209592.846959;-28.58837851428586
1739209592.8469732;-33.981070128970906
1739209592.8469875;-30.49652367304973
1739209592.8470016;-33.981070128970906
1739209592.8470159;-35.57807855764607
1739209592.84703;-28.21854285175415
1739209592.8470442;-28.992665084841967
1739209592.8470583;-29.438486411369354
1739209592.8470724;-33.981070128970906
1739209592.8470867;-33.981070128970956
1739209592.8471007;-38.13080360867914
1739209592.847115;-38.13080360867914
1739209592.847129;-38.13080360867914
1739209592.8471434;-45.120503652039325
1739209592.8471575;-28.992665084841942
1739209592.8471718;-32.816014438256545
1739209592.8471859;-32.816014438256545
1739209592.8472;-26.991370085610747
1739209592.8472142;-38.13080360867914
1739209592.8472283;-32.816014438256545
1739209592.8472426;-45.120503652039325
1739209592.8472567;-27.267205301931607
1739209592.847271;-31.141103565318943
1739209592.847285;-30.49652367304973
1739209592.8472993;-29.438486411369333
1739209592.8473134;-45.120503652039325
1739209592.8473277;-28.992665084841967
1739209592.8473418;-24.438645034577675
1739209592.8473558;-29.438486411369333
1739209592.8473701;-33.981070128970906
1739209592.8473842;-29.438486411369333
1739209592.8473985;-33.981070128970906
1739209592.8474126;-33.981070128970956
1739209592.847427;-21.676580915188183
1739209592.847441;-25.826314394896354
1739209592.8474553;-30.49652367304973
1739209592.8474693;-38.13080360867914
1739209592.8474836;-38.13080360867914
1739209592.8474977;-33.981070128970906
1739209592.8475118;-31.141103565318915
1739209592.847526;-28.58837851428586
1739209592.8475401;-33.981070128970956
1739209592.8475544;-31.141103565318915
1739209592.8475685;-33.981070128970906
1739209592.8475828;-45.120503652039325
1739209592.847597;-35.57807855764607
1739209592.8476112;-33.981070128970906
1739209592.8476253;-32.816014438256545
1739209592.8476396;-35.57807855764607
1739209592.8476536;-30.49652367304973
1739209592.8476677;-26.487275050834715
1739209592.847682;-28.992665084841942
1739209592.847696;-31.141103565318943
1739209592.8477104;-38.13080360867914
1739209592.8477244;-27.267205301931607
1739209592.8477387;-26.487275050834715
1739209592.8477528;-33.981070128970906
1739209592.847767;-45.120503652039325
1739209592.8477812;-45.120503652039325
1739209592.8477952;-45.120503652039325
1739209592.8478096;-27.267205301931607
1739209592.8478236;-26.487275050834725
1739209592.847838;-26.991370085610722
1739209592.847852;-25.62660358559016
1739209592.8478663;-28.992665084841967
1739209592.8478804;-23.273589343863303
1739209592.8478947;-25.826314394896357
1739209592.8479087;-31.141103565318915
1739209592.847923;-45.120503652039325
1739209592.847937;-28.992665084841942
1739209592.8479512;-28.992665084841942
1739209592.8479655;-45.120503652039325
1739209592.8479795;-38.13080360867914
1739209592.8479939;-38.13080360867914
1739209592.848008;-35.57807855764607
1739209592.8480222;-38.13080360867914
1739209592.8480363;-33.981070128970906
1739209592.8480506;-38.13080360867914
1739209592.8480647;-31.141103565318893
1739209592.848079;-45.120503652039325
1739209592.848093;-45.120503652039325
1739209592.848107;-45.120503652039325
1739209592.8481214;-45.120503652039325
1739209592.8481355;-38.13080360867914
1739209592.8481498;-38.13080360867914
1739209592.8481638;-38.13080360867914
1739209592.8481781;-45.120503652039325
1739209592.8481922;-38.13080360867914
1739209592.8482065;-38.13080360867914
1739209592.8482206;-38.13080360867914
1739209592.8482347;-35.57807855764607
1739209592.848249;-45.120503652039325
1739209592.848263;-45.120503652039325
1739209592.8482773;-38.13080360867914
1739209592.8482914;-35.57807855764607
1739209592.8483057;-38.13080360867914
1739209592.8483198;-35.57807855764607
1739209592.848334;-38.13080360867914
1739209592.8483481;-45.120503652039325
1739209592.8483624;-45.120503652039325
1739209592.8483765;-45.120503652039325
1739209592.8483906;-45.120503652039325
1739209592.848405;-45.120503652039325
1739209592.848419;-33.981070128970906
1739209592.8484333;-45.120503652039325
1739209592.8484473;-38.13080360867914
1739209592.8484616;-26.035653463252796
1739209592.8484757;-35.57807855764607
1739209592.84849;-45.120503652039325
1739209592.848504;-38.13080360867914
1739209592.8485184;-35.57807855764607
1739209592.8485324;-45.120503652039325
1739209592.8485465;-45.120503652039325
1739209592.8485608;-38.13080360867914
1739209592.8485749;-45.120503652039325
1739209592.8485892;-45.120503652039325
1739209592.8486032;-38.13080360867914
1739209592.8486176;-45.120503652039325
1739209592.8486316;-45.120503652039325
1739209592.848646;-45.120503652039325
1739209592.84866;-45.120503652039325
1739209592.8486743;-45.120503652039325
1739209592.8486884;-35.57807855764607
1739209592.8487024;-35.57807855764607
1739209592.8487167;-45.120503652039325
1739209592.8487308;-45.120503652039325
1739209592.848745;-45.120503652039325
1739209592.8487592;-45.120503652039325
1739209592.8487735;-45.120503652039325
1739209592.8487875;-45.120503652039325
1739209592.8488019;-45.120503652039325
1739209592.848816;-45.120503652039325
1739209592.84883;-45.120503652039325
1739209592.8488443;-38.13080360867914
1739209592.8488584;-38.13080360867914
1739209592.8488727;-45.120503652039325
1739209592.8488867;-38.13080360867914
1739209592.848901;-45.120503652039325
1739209592.848915;-45.120503652039325
1739209592.8489294;-45.120503652039325
1739209592.8489435;-38.13080360867914
1739209592.8489578;-38.13080360867914
1739209592.8489718;-45.120503652039325
1739209592.848986;-38.13080360867914
1739209592.8490002;-45.120503652039325
1739209592.8490143;-45.120503652039325
1739209592.8490286;-33.981070128970906
1739209592.8490427;-45.120503652039325
1739209592.849057;-45.120503652039325
1739209592.849071;-38.13080360867914
1739209592.8490853;-35.57807855764607
1739209592.8490994;-35.57807855764607
1739209592.8491137;-45.120503652039325
1739209592.8491278;-38.13080360867914
1739209592.8491418;-38.13080360867914
1739209592.8491561;-45.120503652039325
1739209592.8491702;-38.13080360867914
1739209592.8491845;-38.13080360867914
1739209592.8491986;-45.120503652039325
1739209592.849213;-45.120503652039325
1739209592.849227;-38.13080360867914
1739209592.8492413;-45.120503652039325
1739209592.8492553;-38.13080360867914
1739209592.8492694;-35.57807855764607
1739209592.8492837;-38.13080360867914
1739209592.8492978;-45.120503652039325
1739209592.849312;-35.57807855764607
1739209592.8493261;-38.13080360867914
1739209592.8493404;-45.120503652039325
1739209592.8493545;-38.13080360867914
1739209592.8493688;-38.13080360867914
1739209592.8493829;-45.120503652039325
1739209592.8493972;-45.120503652039325
1739209592.8494112;-38.13080360867914
1739209592.8494253;-38.13080360867914
1739209592.8494396;-45.120503652039325
1739209592.8494537;-45.120503652039325
1739209592.849468;-38.13080360867914
1739209592.849482;-38.13080360867914
1739209592.8494964;-33.981070128970906
1739209592.8495104;-45.120503652039325
1739209592.8495247;-45.120503652039325
1739209592.8495388;-38.13080360867914
1739209592.849553;-38.13080360867914
1739209592.8495672;-45.120503652039325
1739209592.8495812;-45.120503652039325
1739209592.8495955;-45.120503652039325
1739209592.8496096;-33.981070128970906
1739209592.849624;-38.13080360867914
1739209592.849638;-38.13080360867914
1739209592.8496523;-45.120503652039325
1739209592.8496664;-45.120503652039325
1739209592.8496807;-38.13080360867914
1739209592.8496947;-38.13080360867914
1739209592.849709;-38.13080360867914
1739209592.849723;-33.981070128970906
1739209592.8497372;-45.120503652039325
1739209592.8497515;-38.13080360867914
1739209592.8497655;-32.816014438256545
1739209592.8497798;-35.57807855764607
1739209592.849794;-38.13080360867914
1739209592.8498082;-38.13080360867914
1739209592.8498223;-33.981070128970906
1739209592.8498366;-45.120503652039325
1739209592.8498507;-38.13080360867914
1739209592.8498647;-38.13080360867914
1739209592.849879;-45.120503652039325
1739209592.849893;-45.120503652039325
1739209592.8499074;-38.13080360867914
1739209592.8499215;-38.13080360867914
1739209592.8499358;-45.120503652039325
1739209592.8499498;-38.13080360867914
1739209592.8499641;-35.57807855764607
1739209592.8499782;-38.13080360867914
1739209592.8499925;-45.120503652039325
1739209592.8500066;-38.13080360867914
1739209592.8500206;-45.120503652039325
1739209592.850035;-45.120503652039325
1739209592.850049;-45.120503652039325
1739209592.8500633;-45.120503652039325
1739209592.8500774;-45.120503652039325
1739209592.8500917;-38.13080360867914
1739209592.8501058;-45.120503652039325
1739209592.85012;-45.120503652039325
1739209592.8501341;-45.120503652039325
1739209592.8501484;-45.120503652039325
1739209592.8501625;-45.120503652039325
1739209592.8501766;-45.120503652039325
1739209592.8501909;-45.120503652039325
1739209592.850205;-45.120503652039325
1739209592.8502192;-38.13080360867914
1739209592.8502333;-33.981070128970906
1739209592.8502476;-35.57807855764607
1739209592.8502617;-38.13080360867914
1739209592.850276;-45.120503652039325
1739209592.85029;-38.13080360867914
1739209592.8503044;-35.57807855764607
1739209592.8503184;-45.120503652039325
1739209592.8503325;-38.13080360867914
1739209592.8503468;-38.13080360867914
1739209592.8503609;-38.13080360867914
1739209592.8503752;-45.120503652039325
1739209592.8503892;-38.13080360867914
1739209592.8504035;-38.13080360867914
1739209592.8504176;-45.120503652039325
1739209592.850432;-33.981070128970906
1739209592.850446;-32.816014438256545
1739209592.85046;-45.120503652039325
1739209592.8504744;-45.120503652039325
1739209592.8504884;-38.13080360867914
1739209592.8505027;-38.13080360867914
1739209592.8505168;-38.13080360867914
1739209592.850531;-30.49652367304973
1739209592.8505452;-38.13080360867914
1739209592.8505595;-45.120503652039325
1739209592.8505735;-33.981070128970906
1739209592.8505878;-33.981070128970906
1739209592.850602;-45.120503652039325
1739209592.850616;-45.120503652039325
1739209592.8506303;-38.13080360867914
1739209592.8506444;-45.120503652039325
1739209592.8506587;-45.120503652039325
1739209592.8506727;-32.816014438256545
1739209592.850687;-45.120503652039325
1739209592.850701;-38.13080360867914
1739209592.8507154;-38.13080360867914
1739209592.8507295;-35.57807855764607
1739209592.8507438;-38.13080360867914
1739209592.8507578;-38.13080360867914
1739209592.850772;-33.981070128970906
1739209592.8507862;-35.57807855764607
1739209592.8508003;-35.57807855764607
1739209592.8508146;-32.816014438256545
1739209592.8508286;-38.13080360867914
1739209592.850843;-38.13080360867914
1739209592.850857;-45.120503652039325
1739209592.8508713;-45.120503652039325
1739209592.8508854;-45.120503652039325
1739209592.8508995;-45.120503652039325
1739209592.8509138;-45.120503652039325
1739209592.8509278;-38.13080360867914
1739209592.8509421;-38.13080360867914
1739209592.8509562;-38.13080360867914
1739209592.8509705;-45.120503652039325
1739209592.8509846;-35.57807855764607
1739209592.8509989;-45.120503652039325
1739209592.851013;-38.13080360867914
1739209592.8510273;-33.981070128970906
1739209592.8510413;-45.120503652039325
1739209592.8510554;-45.120503652039325
1739209592.8510697;-38.13080360867914
1739209592.8510838;-38.13080360867914
1739209592.851098;-29.438486411369333
1739209592.8511121;-38.13080360867914
1739209592.8511264;-45.120503652039325
1739209592.8511405;-45.120503652039325
1739209592.8511548;-45.120503652039325
1739209592.8511689;-45.120503652039325
1739209592.8511832;-38.13080360867914
1739209592.8511972;-38.13080360867914
1739209592.8512113;-45.120503652039325
1739209592.8512256;-45.120503652039325
1739209592.8512397;-45.120503652039325
1739209592.851254;-38.13080360867914
1739209592.851268;-45.120503652039325
1739209592.8512824;-45.120503652039325
1739209592.8512964;-45.120503652039325
1739209592.8513107;-45.120503652039325
1739209592.8513248;-38.13080360867914
1739209592.851339;-45.120503652039325
1739209592.8513532;-35.57807855764607
1739209592.8513672;-35.57807855764607
1739209592.8513815;-35.57807855764607
1739209592.8513956;-38.13080360867914
1739209592.85141;-35.57807855764607
1739209592.851424;-38.13080360867914
1739209592.8514383;-45.120503652039325
1739209592.8514524;-38.13080360867914
1739209592.8514667;-45.120503652039325
1739209592.8514807;-38.13080360867914
1739209592.8514948;-32.816014438256545
1739209592.851509;-38.13080360867914
1739209592.8515232;-45.120503652039325
1739209592.8515375;-38.13080360867914
1739209592.8515515;-45.120503652039325
1739209592.8515658;-45.120503652039325
1739209592.85158;-45.120503652039325
1739209592.8515942;-38.13080360867914
1739209592.8516083;-38.13080360867914
1739209592.8516226;-45.120503652039325
1739209592.8516366;-38.13080360867914
1739209592.8516507;-45.120503652039325
1739209592.851665;-31.141103565318915
1739209592.851679;-31.141103565318893
1739209592.8516934;-32.816014438256545
1739209592.8517075;-38.13080360867914
1739209592.8517218;-38.13080360867914
1739209592.8517358;-35.57807855764607
1739209592.8517501;-38.13080360867914
1739209592.8517642;-33.981070128970906
1739209592.8517785;-38.13080360867914
1739209592.8517926;-38.13080360867914
1739209592.8518066;-32.816014438256545
1739209592.851821;-38.13080360867914
1739209592.851835;-45.120503652039325
1739209592.8518493;-38.13080360867914
1739209592.8518634;-38.13080360867914
1739209592.8518777;-38.13080360867914
1739209592.8518918;-31.141103565318915
1739209592.851906;-27.267205301931607
1739209592.8519201;-45.120503652039325
1739209592.8519344;-38.13080360867914
1739209592.8519485;-38.13080360867914
1739209592.8519626;-45.120503652039325
1739209592.8519769;-38.13080360867914
1739209592.851991;-33.981070128970906
1739209592.8520052;-45.120503652039325
1739209592.8520193;-32.81601443825658
1739209592.8520336;-38.13080360867914
1739209592.8520477;-38.13080360867914
1739209592.852062;-38.13080360867914
1739209592.852076;-38.13080360867914
1739209592.8520901;-38.13080360867914
1739209592.8521044;-45.120503652039325
1739209592.8521185;-38.13080360867914
1739209592.8521328;-28.992665084841942
1739209592.8521469;-35.57807855764607
1739209592.8521612;-38.13080360867914
1739209592.8521752;-38.13080360867914
1739209592.8521895;-38.13080360867914
1739209592.8522036;-45.120503652039325
1739209592.852218;-38.13080360867914
1739209592.852232;-32.816014438256545
1739209592.852246;-38.13080360867914
1739209592.8522604;-45.120503652039325
1739209592.8522744;-38.13080360867914
1739209592.8522887;-38.13080360867914
1739209592.8523028;-45.120503652039325
1739209592.852317;-45.120503652039325
1739209592.8523312;-38.13080360867914
1739209592.8523455;-38.13080360867914
1739209592.8523595;-45.120503652039325
1739209592.8523738;-45.120503652039325
1739209592.852388;-38.13080360867914
1739209592.852402;-45.120503652039325
1739209592.8524163;-38.13080360867914
1739209592.8524303;-45.120503652039325
1739209592.8524446;-38.13080360867914
1739209592.8524587;-45.120503652039325
1739209592.852473;-33.981070128970906
1739209592.852487;-35.57807855764607
1739209592.8525014;-38.13080360867914
1739209592.8525155;-32.816014438256545
1739209592.8525295;-38.13080360867914
1739209592.8525438;-33.981070128970906
1739209592.852558;-45.120503652039325
1739209592.8525722;-32.816014438256545
1739209592.8525863;-33.981070128970906
1739209592.8526006;-45.120503652039325
1739209592.8526146;-38.13080360867914
1739209592.852629;-38.13080360867914
1739209592.852643;-45.120503652039325
1739209592.8526573;-38.13080360867914
1739209592.8526714;-38.13080360867914
1739209592.8526855;-45.120503652039325
1739209592.8526998;-38.13080360867914
1739209592.8527138;-35.57807855764607
1739209592.8527281;-45.120503652039325
1739209592.8527422;-38.13080360867914
1739209592.8527565;-35.57807855764607
1739209592.8527706;-32.816014438256545
1739209592.8527849;-35.57807855764607
1739209592.852799;-38.13080360867914
1739209592.8528132;-38.13080360867914
1739209592.8528273;-38.13080360867914
1739209592.8528414;-45.120503652039325
1739209592.8528557;-45.120503652039325
1739209592.8528697;-45.120503652039325
1739209592.852884;-45.120503652039325
1739209592.8528981;-38.13080360867914
1739209592.8529124;-38.13080360867914
1739209592.8529265;-45.120503652039325
1739209592.8529408;-45.120503652039325
1739209592.8529549;-45.120503652039325
1739209592.8529692;-45.120503652039325
1739209592.8529832;-45.120503652039325
1739209592.8529973;-38.13080360867914
1739209592.8530116;-38.13080360867914
1739209592.8530257;-45.120503652039325
1739209592.85304;-38.13080360867914
1739209592.853054;-29.438486411369333
1739209592.8530684;-45.120503652039325
1739209592.8530824;-45.120503652039325
1739209592.8530967;-45.120503652039325
1739209592.8531108;-35.57807855764607
1739209592.8531249;-38.13080360867914
