CAN Message; 0x77:672742e93b5d2f59
1739209620.514872;-45.120503652039325
1739209620.514882;-45.120503652039325
1739209620.5148919;-38.13080360867914
1739209620.5149019;-45.120503652039325
1739209620.5149117;-38.13080360867914
1739209620.5149217;-31.141103565318893
1739209620.5149314;-45.120503652039325
1739209620.5149415;-38.13080360867914
1739209620.5149512;-31.141103565318915
1739209620.5149612;-45.120503652039325
1739209620.514971;-32.816014438256545
1739209620.514981;-35.57807855764607
1739209620.5149908;-32.816014438256545
1739209620.5150008;-32.816014438256545
1739209620.5150106;-45.120503652039325
1739209620.5150204;-45.120503652039325
1739209620.5150304;-38.13080360867914
1739209620.5150402;-45.120503652039325
1739209620.5150502;-45.120503652039325
1739209620.51506;-35.57807855764607
1739209620.51507;-38.13080360867914
1739209620.5150797;-45.120503652039325
1739209620.5150898;-45.120503652039325
1739209620.5150995;-38.13080360867914
1739209620.5151095;-38.13080360867914
1739209620.5151193;-45.120503652039325
1739209620.5151293;-38.13080360867914
1739209620.515139;-45.120503652039325
1739209620.515149;-29.438486411369333
1739209620.515159;-30.49652367304973
1739209620.515169;-45.120503652039325
1739209620.5151787;-38.13080360867914
1739209620.5151885;-33.981070128970906
1739209620.5151985;-38.13080360867914
1739209620.5152082;-45.120503652039325
1739209620.5152183;-31.141103565318893
1739209620.515228;-38.13080360867914
1739209620.515238;-45.120503652039325
1739209620.5152478;-35.57807855764607
1739209620.5152578;-45.120503652039325
1739209620.5152676;-45.120503652039325
1739209620.5152776;-45.120503652039325
1739209620.5152874;-32.816014438256545
1739209620.5152974;-45.120503652039325
1739209620.5153072;-31.141103565318893
1739209620.5153172;-28.21854285175415
1739209620.515327;-45.120503652039325
1739209620.515337;-45.120503652039325
1739209620.5153468;-45.120503652039325
1739209620.5153565;-45.120503652039325
1739209620.5153666;-45.120503652039325
1739209620.5153763;-32.816014438256545
1739209620.5153863;-45.120503652039325
1739209620.515396;-33.981070128970956
1739209620.5154061;-33.981070128970906
1739209620.515416;-38.13080360867914
1739209620.515426;-45.120503652039325
1739209620.5154357;-45.120503652039325
1739209620.5154457;-35.57807855764607
1739209620.5154555;-38.13080360867914
1739209620.5154655;-35.57807855764607
1739209620.5154753;-35.57807855764607
1739209620.5154853;-45.120503652039325
1739209620.515495;-38.13080360867914
1739209620.515505;-38.13080360867914
1739209620.5155149;-45.120503652039325
1739209620.5155246;-38.13080360867914
1739209620.5155346;-32.816014438256545
1739209620.5155444;-45.120503652039325
1739209620.5155544;-45.120503652039325
1739209620.5155642;-38.13080360867914
1739209620.5155742;-35.57807855764607
1739209620.515584;-38.13080360867914
1739209620.515594;-45.120503652039325
1739209620.5156038;-38.13080360867914
1739209620.5156138;-45.120503652039325
1739209620.5156236;-45.120503652039325
1739209620.5156336;-45.120503652039325
1739209620.5156434;-38.13080360867914
1739209620.5156534;-38.13080360867914
1739209620.5156631;-45.120503652039325
1739209620.5156732;-45.120503652039325
1739209620.515683;-38.13080360867914
1739209620.5156927;-38.13080360867914
1739209620.5157027;-35.57807855764607
1739209620.5157125;-28.58837851428586
1739209620.5157225;-35.57807855764607
1739209620.5157323;-38.13080360867914
1739209620.5157423;-38.13080360867914
1739209620.515752;-38.13080360867914
1739209620.515762;-38.13080360867914
1739209620.5157719;-32.816014438256545
1739209620.5157819;-38.13080360867914
1739209620.5157917;-31.141103565318943
1739209620.5158017;-38.13080360867914
1739209620.5158114;-38.13080360867914
1739209620.5158215;-45.120503652039325
1739209620.5158312;-45.120503652039325
1739209620.5158412;-33.981070128970906
1739209620.515851;-38.13080360867914
1739209620.515861;-45.120503652039325
1739209620.5158708;-31.141103565318915
1739209620.5158806;-38.13080360867914
1739209620.5158906;-45.120503652039325
1739209620.5159004;-38.13080360867914
1739209620.5159104;-38.13080360867914
1739209620.5159202;-38.13080360867914
1739209620.5159302;-45.120503652039325
1739209620.51594;-38.13080360867914
1739209620.51595;-38.13080360867914
1739209620.5159597;-38.13080360867914
1739209620.5159698;-45.120503652039325
1739209620.5159795;-38.13080360867914
1739209620.5159895;-35.57807855764607
1739209620.5159993;-38.13080360867914
1739209620.5160093;-38.13080360867914
1739209620.516019;-38.13080360867914
1739209620.5160291;-38.13080360867914
1739209620.516039;-45.120503652039325
1739209620.5160487;-38.13080360867914
1739209620.5160587;-35.57807855764607
1739209620.5160685;-45.120503652039325
1739209620.5160785;-45.120503652039325
1739209620.5160882;-38.13080360867914
1739209620.5160983;-45.120503652039325
1739209620.516108;-38.13080360867914
1739209620.516118;-38.13080360867914
1739209620.5161278;-38.13080360867914
1739209620.5161378;-45.120503652039325
1739209620.5161476;-38.13080360867914
1739209620.5161576;-33.981070128970906
1739209620.5161674;-45.120503652039325
1739209620.5161774;-35.57807855764607
1739209620.5161872;-38.13080360867914
1739209620.5161972;-45.120503652039325
1739209620.516207;-45.120503652039325
1739209620.5162168;-45.120503652039325
1739209620.5162268;-38.13080360867914
1739209620.5162365;-45.120503652039325
1739209620.5162466;-45.120503652039325
1739209620.5162563;-45.120503652039325
1739209620.5162663;-38.13080360867914
1739209620.5162761;-45.120503652039325
1739209620.5162861;-45.120503652039325
1739209620.516296;-38.13080360867914
1739209620.516306;-45.120503652039325
1739209620.5163157;-33.981070128970906
1739209620.5163257;-38.13080360867914
1739209620.5163355;-45.120503652039325
1739209620.5163455;-45.120503652039325
1739209620.5163553;-38.13080360867914
1739209620.5163653;-38.13080360867914
1739209620.516375;-45.120503652039325
1739209620.5163848;-45.120503652039325
1739209620.5163949;-38.13080360867914
1739209620.5164046;-38.13080360867914
1739209620.5164146;-38.13080360867914
1739209620.5164244;-45.120503652039325
1739209620.5164344;-45.120503652039325
1739209620.5164442;-45.120503652039325
1739209620.5164542;-38.13080360867914
1739209620.516464;-38.13080360867914
1739209620.516474;-38.13080360867914
1739209620.5164838;-33.981070128970906
1739209620.5164938;-45.120503652039325
1739209620.5165036;-45.120503652039325
1739209620.5165136;-30.49652367304973
1739209620.5165234;-35.57807855764607
1739209620.5165334;-45.120503652039325
1739209620.5165431;-45.120503652039325
1739209620.516553;-33.981070128970906
1739209620.516563;-35.57807855764607
1739209620.5165727;-45.120503652039325
1739209620.5165827;-45.120503652039325
1739209620.5165925;-45.120503652039325
1739209620.5166025;-38.13080360867914
1739209620.5166123;-45.120503652039325
1739209620.5166223;-45.120503652039325
1739209620.516632;-38.13080360867914
1739209620.516642;-45.120503652039325
1739209620.5166519;-45.120503652039325
1739209620.516662;-45.120503652039325
1739209620.5166717;-45.120503652039325
1739209620.5166817;-45.120503652039325
1739209620.5166914;-45.120503652039325
1739209620.5167015;-45.120503652039325
1739209620.5167112;-45.120503652039325
1739209620.516721;-38.13080360867914
1739209620.516731;-38.13080360867914
1739209620.5167408;-45.120503652039325
1739209620.5167508;-25.62660358559016
1739209620.5167606;-31.141103565318893
1739209620.5167706;-38.13080360867914
1739209620.5167804;-38.13080360867914
1739209620.5167904;-35.57807855764607
1739209620.5168002;-35.57807855764607
1739209620.5168102;-38.13080360867914
1739209620.51682;-38.13080360867914
1739209620.51683;-31.141103565318943
1739209620.5168397;-45.120503652039325
1739209620.5168498;-35.57807855764607
1739209620.5168595;-38.13080360867914
1739209620.5168695;-45.120503652039325
1739209620.5168793;-45.120503652039325
1739209620.516889;-38.13080360867914
1739209620.516899;-45.120503652039325
1739209620.516909;-32.816014438256545
1739209620.516919;-38.13080360867914
1739209620.5169287;-45.120503652039325
1739209620.5169387;-38.13080360867914
1739209620.5169485;-45.120503652039325
1739209620.5169585;-45.120503652039325
1739209620.5169683;-33.981070128970906
1739209620.5169783;-45.120503652039325
1739209620.516988;-35.57807855764607
1739209620.516998;-38.13080360867914
1739209620.5170078;-45.120503652039325
1739209620.5170178;-35.57807855764607
1739209620.5170276;-38.13080360867914
1739209620.5170376;-38.13080360867914
1739209620.5170474;-45.120503652039325
1739209620.5170572;-32.816014438256545
1739209620.5170672;-45.120503652039325
1739209620.517077;-45.120503652039325
1739209620.517087;-33.981070128970906
1739209620.5170968;-35.57807855764607
1739209620.5171068;-45.120503652039325
1739209620.5171165;-38.13080360867914
1739209620.5171266;-35.57807855764607
1739209620.5171363;-38.13080360867914
1739209620.5171463;-32.816014438256545
1739209620.5171561;-29.438486411369333
1739209620.5171661;-38.13080360867914
1739209620.517176;-38.13080360867914
1739209620.517186;-38.13080360867914
1739209620.5171957;-45.120503652039325
1739209620.5172057;-45.120503652039325
1739209620.5172155;-38.13080360867914
1739209620.5172253;-38.13080360867914
1739209620.5172353;-45.120503652039325
1739209620.517245;-45.120503652039325
1739209620.517255;-45.120503652039325
1739209620.5172648;-45.120503652039325
1739209620.5172749;-45.120503652039325
1739209620.5172846;-45.120503652039325
1739209620.5172946;-38.13080360867914
1739209620.5173044;-45.120503652039325
1739209620.5173144;-45.120503652039325
1739209620.5173242;-38.13080360867914
1739209620.5173342;-45.120503652039325
1739209620.517344;-45.120503652039325
1739209620.517354;-33.981070128970906
1739209620.5173638;-38.13080360867914
1739209620.5173738;-45.120503652039325
1739209620.5173836;-32.816014438256545
1739209620.5173934;-29.438486411369333
1739209620.5174034;-45.120503652039325
1739209620.5174131;-45.120503652039325
1739209620.5174232;-38.13080360867914
1739209620.517433;-38.13080360867914
1739209620.517443;-45.120503652039325
1739209620.5174527;-38.13080360867914
1739209620.5174627;-45.120503652039325
1739209620.5174725;-45.120503652039325
1739209620.5174825;-33.981070128970906
1739209620.5174923;-38.13080360867914
1739209620.5175023;-38.13080360867914
1739209620.517512;-38.13080360867914
1739209620.517522;-38.13080360867914
1739209620.5175319;-45.120503652039325
1739209620.517542;-35.57807855764607
1739209620.5175517;-35.57807855764607
1739209620.5175614;-38.13080360867914
1739209620.5175714;-38.13080360867914
1739209620.5175812;-45.120503652039325
1739209620.5175912;-45.120503652039325
1739209620.517601;-45.120503652039325
1739209620.517611;-45.120503652039325
1739209620.5176208;-38.13080360867914
1739209620.5176308;-35.57807855764607
1739209620.5176406;-45.120503652039325
1739209620.5176506;-45.120503652039325
1739209620.5176604;-38.13080360867914
1739209620.5176704;-30.49652367304973
1739209620.5176802;-45.120503652039325
1739209620.5176902;-45.120503652039325
1739209620.5177;-33.981070128970906
1739209620.51771;-33.981070128970906
1739209620.5177197;-33.981070128970906
1739209620.5177295;-38.13080360867914
1739209620.5177395;-38.13080360867914
1739209620.5177493;-45.120503652039325
1739209620.5177593;-38.13080360867914
1739209620.517769;-45.120503652039325
1739209620.517779;-38.13080360867914
1739209620.517789;-33.981070128970906
1739209620.517799;-33.981070128970906
1739209620.5178087;-45.120503652039325
1739209620.5178187;-38.13080360867914
1739209620.5178285;-35.57807855764607
1739209620.5178385;-33.981070128970906
1739209620.5178483;-45.120503652039325
1739209620.5178583;-38.13080360867914
1739209620.517868;-33.981070128970906
1739209620.517878;-33.981070128970906
1739209620.5178878;-38.13080360867914
1739209620.5178976;-38.13080360867914
1739209620.5179076;-38.13080360867914
1739209620.5179174;-38.13080360867914
1739209620.5179274;-38.13080360867914
1739209620.5179372;-35.57807855764607
1739209620.5179472;-32.816014438256545
1739209620.517957;-45.120503652039325
1739209620.517967;-45.120503652039325
1739209620.5179768;-35.57807855764607
1739209620.5179868;-38.13080360867914
1739209620.5179965;-45.120503652039325
1739209620.5180066;-45.120503652039325
1739209620.5180163;-33.981070128970906
1739209620.5180264;-33.981070128970906
1739209620.5180361;-38.13080360867914
1739209620.5180461;-45.120503652039325
1739209620.518056;-38.13080360867914
1739209620.5180657;-33.981070128970906
1739209620.5180757;-38.13080360867914
1739209620.5180855;-38.13080360867914
1739209620.5180955;-38.13080360867914
1739209620.5181053;-38.13080360867914
1739209620.5181153;-32.816014438256545
1739209620.518125;-38.13080360867914
1739209620.518135;-35.57807855764607
1739209620.5181448;-38.13080360867914
1739209620.5181549;-45.120503652039325
1739209620.5181646;-45.120503652039325
1739209620.5181746;-38.13080360867914
1739209620.5181844;-38.13080360867914
1739209620.5181944;-31.141103565318915
1739209620.5182042;-45.120503652039325
1739209620.5182142;-38.13080360867914
1739209620.518224;-38.13080360867914
1739209620.5182338;-45.120503652039325
1739209620.5182438;-45.120503652039325
1739209620.5182536;-33.981070128970906
1739209620.5182636;-33.981070128970906
1739209620.5182734;-31.14110356531892
1739209620.5182834;-45.120503652039325
1739209620.5182931;-45.120503652039325
1739209620.5183032;-45.120503652039325
1739209620.518313;-45.120503652039325
1739209620.518323;-45.120503652039325
1739209620.5183327;-38.13080360867914
1739209620.5183427;-38.13080360867914
1739209620.5183525;-27.267205301931607
1739209620.5183625;-38.13080360867914
1739209620.5183723;-45.120503652039325
1739209620.5183823;-38.13080360867914
1739209620.518392;-38.13080360867914
1739209620.5184019;-38.13080360867914
1739209620.5184119;-45.120503652039325
1739209620.5184216;-45.120503652039325
1739209620.5184317;-45.120503652039325
1739209620.5184414;-45.120503652039325
1739209620.5184515;-45.120503652039325
1739209620.5184612;-45.120503652039325
1739209620.5184712;-45.120503652039325
1739209620.518481;-45.120503652039325
1739209620.518491;-45.120503652039325
1739209620.5185008;-38.13080360867914
1739209620.5185108;-45.120503652039325
1739209620.5185206;-38.13080360867914
1739209620.5185306;-45.120503652039325
1739209620.5185404;-45.120503652039325
1739209620.5185504;-35.57807855764607
1739209620.5185602;-35.57807855764607
1739209620.51857;-45.120503652039325
1739209620.51858;-45.120503652039325
1739209620.5185897;-28.992665084841942
1739209620.5185997;-38.13080360867914
1739209620.5186095;-45.120503652039325
1739209620.5186195;-45.120503652039325
1739209620.5186293;-38.13080360867914
1739209620.5186393;-38.13080360867914
1739209620.518649;-38.13080360867914
1739209620.518659;-35.57807855764607
1739209620.518669;-33.981070128970956
1739209620.518679;-45.120503652039325
1739209620.5186887;-33.981070128970906
1739209620.5186987;-38.13080360867914
1739209620.5187085;-38.13080360867914
1739209620.5187185;-45.120503652039325
1739209620.5187283;-38.13080360867914
1739209620.518738;-35.57807855764607
1739209620.518748;-30.49652367304973
1739209620.5187578;-32.816014438256545
1739209620.5187678;-38.13080360867914
1739209620.5187776;-38.13080360867914
1739209620.5187876;-35.57807855764607
1739209620.5187974;-45.120503652039325
1739209620.5188074;-45.120503652039325
1739209620.5188172;-35.57807855764607
1739209620.5188272;-38.13080360867914
1739209620.518837;-45.120503652039325
1739209620.518847;-32.816014438256545
1739209620.5188568;-38.13080360867914
1739209620.5188668;-38.13080360867914
1739209620.5188766;-45.120503652039325
1739209620.5188866;-38.13080360867914
1739209620.5188963;-38.13080360867914
1739209620.518906;-38.13080360867914
1739209620.5189161;-35.57807855764607
1739209620.518926;-45.120503652039325
1739209620.518936;-38.13080360867914
1739209620.5189457;-38.13080360867914
1739209620.5189557;-45.120503652039325
1739209620.5189655;-45.120503652039325
1739209620.5189755;-45.120503652039325
1739209620.5189853;-38.13080360867914
1739209620.5189953;-38.13080360867914
1739209620.519005;-45.120503652039325
1739209620.519015;-38.13080360867914
1739209620.5190248;-45.120503652039325
1739209620.5190349;-45.120503652039325
1739209620.5190446;-45.120503652039325
1739209620.5190547;-38.13080360867914
1739209620.5190644;-45.120503652039325
1739209620.5190742;-45.120503652039325
1739209620.5190842;-35.57807855764607
1739209620.519094;-38.13080360867914
1739209620.519104;-45.120503652039325
1739209620.5191138;-38.13080360867914
1739209620.5191238;-38.13080360867914
1739209620.5191336;-45.120503652039325
1739209620.5191436;-38.13080360867914
1739209620.5191534;-33.981070128970906
1739209620.5191634;-45.120503652039325
1739209620.5191731;-45.120503652039325
1739209620.5191832;-33.981070128970906
1739209620.519193;-45.120503652039325
1739209620.519203;-45.120503652039325
1739209620.5192127;-45.120503652039325
1739209620.5192227;-45.120503652039325
1739209620.5192325;-45.120503652039325
1739209620.5192423;-45.120503652039325
1739209620.5192523;-45.120503652039325
1739209620.519262;-45.120503652039325
1739209620.519272;-45.120503652039325
1739209620.5192819;-45.120503652039325
1739209620.5192919;-45.120503652039325
1739209620.5193017;-45.120503652039325
1739209620.5193117;-38.13080360867914
1739209620.5193214;-38.13080360867914
1739209620.5193315;-45.120503652039325
1739209620.5193412;-33.981070128970906
1739209620.5193512;-38.13080360867914
1739209620.519361;-38.13080360867914
1739209620.519371;-45.120503652039325
1739209620.5193808;-38.13080360867914
1739209620.5193908;-45.120503652039325
1739209620.5194006;-45.120503652039325
1739209620.5194104;-45.120503652039325
1739209620.5194204;-38.13080360867914
1739209620.5194302;-35.57807855764607
1739209620.5194402;-45.120503652039325
1739209620.51945;-45.120503652039325
1739209620.51946;-45.120503652039325
1739209620.5194697;-31.141103565318915
1739209620.5194798;-33.981070128970906
1739209620.5194895;-38.13080360867914
1739209620.5194995;-45.120503652039325
1739209620.5195093;-45.120503652039325
1739209620.5195193;-38.13080360867914
1739209620.519529;-45.120503652039325
1739209620.519539;-35.57807855764607
1739209620.519549;-38.13080360867914
1739209620.519559;-45.120503652039325
1739209620.5195687;-45.120503652039325
1739209620.5195785;-38.13080360867914
1739209620.5195885;-32.816014438256545
1739209620.5195982;-45.120503652039325
1739209620.5196083;-45.120503652039325
1739209620.519618;-33.981070128970906
1739209620.519628;-38.13080360867914
1739209620.5196378;-45.120503652039325
1739209620.5196478;-45.120503652039325
1739209620.5196576;-38.13080360867914
1739209620.523456;-45.120503652039325
1739209620.523458;-35.57807855764607
1739209620.5234597;-45.120503652039325
1739209620.5234616;-35.57807855764607
1739209620.5234632;-32.816014438256545
1739209620.5234652;-35.57807855764607
1739209620.5234668;-38.13080360867914
1739209620.5234687;-35.57807855764607
1739209620.5234704;-35.57807855764607
1739209620.523472;-38.13080360867914
1739209620.523474;-32.816014438256545
1739209620.5234756;-45.120503652039325
1739209620.5234776;-45.120503652039325
1739209620.5234792;-35.57807855764607
1739209620.5234811;-35.57807855764607
1739209620.5234828;-45.120503652039325
1739209620.5234847;-38.13080360867914
1739209620.5234864;-45.120503652039325
1739209620.523488;-45.120503652039325
1739209620.52349;-45.120503652039325
1739209620.5234916;-45.120503652039325
1739209620.5234935;-38.13080360867914
1739209620.5234952;-38.13080360867914
1739209620.523497;-45.120503652039325
1739209620.5234988;-45.120503652039325
1739209620.5235004;-32.816014438256545
1739209620.5235023;-45.120503652039325
1739209620.523504;-32.816014438256545
1739209620.523506;-26.991370085610722
1739209620.5235076;-45.120503652039325
1739209620.5235095;-45.120503652039325
1739209620.5235112;-38.13080360867914
1739209620.523513;-38.13080360867914
1739209620.5235147;-38.13080360867914
1739209620.5235164;-33.981070128970906
1739209620.5235183;-45.120503652039325
1739209620.52352;-31.141103565318943
1739209620.523522;-38.13080360867914
1739209620.5235236;-45.120503652039325
1739209620.5235255;-38.13080360867914
1739209620.5235271;-45.120503652039325
1739209620.523529;-38.13080360867914
1739209620.5235307;-38.13080360867914
1739209620.5235324;-38.13080360867914
1739209620.5235343;-30.49652367304973
1739209620.523536;-38.13080360867914
1739209620.5235379;-45.120503652039325
1739209620.5235395;-45.120503652039325
1739209620.5235415;-38.13080360867914
1739209620.5235431;-38.13080360867914
1739209620.523545;-35.57807855764607
1739209620.5235467;-45.120503652039325
1739209620.5235484;-45.120503652039325
1739209620.5235503;-33.981070128970906
1739209620.523552;-45.120503652039325
1739209620.5235538;-38.13080360867914
1739209620.5235555;-33.981070128970906
1739209620.5235574;-38.13080360867914
1739209620.523559;-38.13080360867914
1739209620.5235608;-45.120503652039325
1739209620.5235627;-45.120503652039325
1739209620.5235643;-45.120503652039325
1739209620.5235662;-38.13080360867914
1739209620.523568;-45.120503652039325
1739209620.5235698;-45.120503652039325
1739209620.5235715;-38.13080360867914
1739209620.5235734;-38.13080360867914
1739209620.523575;-38.13080360867914
1739209620.5235767;-32.816014438256545
1739209620.5235786;-33.981070128970906
1739209620.5235803;-38.13080360867914
1739209620.5235822;-45.120503652039325
1739209620.523584;-38.13080360867914
1739209620.5235858;-38.13080360867914
1739209620.5235875;-38.13080360867914
1739209620.5235894;-45.120503652039325
1739209620.523591;-38.13080360867914
1739209620.5235927;-45.120503652039325
1739209620.5235946;-45.120503652039325
1739209620.5235963;-38.13080360867914
1739209620.5235982;-45.120503652039325
1739209620.5235999;-45.120503652039325
1739209620.5236018;-45.120503652039325
1739209620.5236034;-45.120503652039325
1739209620.5236053;-45.120503652039325
1739209620.523607;-45.120503652039325
1739209620.5236087;-38.13080360867914
1739209620.5236106;-38.13080360867914
1739209620.5236123;-38.13080360867914
1739209620.5236142;-38.13080360867914
1739209620.5236158;-45.120503652039325
1739209620.5236177;-45.120503652039325
1739209620.5236194;-38.13080360867914
1739209620.523621;-38.13080360867914
1739209620.523623;-45.120503652039325
1739209620.5236247;-45.120503652039325
1739209620.5236266;-38.13080360867914
1739209620.5236282;-35.57807855764607
1739209620.5236301;-45.120503652039325
1739209620.5236318;-45.120503652039325
1739209620.5236337;-45.120503652039325
1739209620.5236354;-45.120503652039325
1739209620.523637;-38.13080360867914
1739209620.523639;-38.13080360867914
1739209620.5236406;-33.981070128970906
1739209620.5236425;-45.120503652039325
1739209620.5236442;-45.120503652039325
1739209620.523646;-45.120503652039325
1739209620.5236478;-38.13080360867914
1739209620.5236497;-33.981070128970906
1739209620.5236514;-45.120503652039325
1739209620.523653;-38.13080360867914
1739209620.523655;-31.141103565318915
1739209620.5236566;-35.57807855764607
1739209620.5236585;-38.13080360867914
1739209620.5236602;-33.981070128970906
1739209620.523662;-45.120503652039325
1739209620.5236638;-38.13080360867914
1739209620.5236657;-38.13080360867914
1739209620.5236673;-33.981070128970906
1739209620.523669;-38.13080360867914
1739209620.523671;-45.120503652039325
1739209620.5236726;-38.13080360867914
1739209620.5236745;-38.13080360867914
1739209620.5236762;-35.57807855764607
1739209620.523678;-32.816014438256545
1739209620.5236797;-38.13080360867914
1739209620.5236816;-38.13080360867914
1739209620.5236833;-45.120503652039325
1739209620.523685;-35.57807855764607
1739209620.523687;-35.57807855764607
1739209620.5236886;-38.13080360867914
1739209620.5236905;-45.120503652039325
1739209620.5236921;-45.120503652039325
1739209620.523694;-45.120503652039325
1739209620.5236957;-45.120503652039325
1739209620.5236974;-45.120503652039325
1739209620.5236993;-38.13080360867914
1739209620.523701;-38.13080360867914
1739209620.5237029;-38.13080360867914
1739209620.5237045;-38.13080360867914
1739209620.5237064;-38.13080360867914
1739209620.523708;-33.981070128970906
1739209620.52371;-45.120503652039325
1739209620.5237117;-45.120503652039325
