CAN Message; 0x150:0000c8352d86cec4
1739209783.6573308;-45.120503652039325
1739209783.657333;-45.120503652039325
1739209783.6573353;-38.13080360867914
1739209783.6573374;-38.13080360867914
1739209783.6573398;-38.13080360867914
1739209783.657342;-45.120503652039325
1739209783.6573443;-45.120503652039325
1739209783.6573467;-38.13080360867914
1739209783.6573489;-27.8777449560314
1739209783.6573513;-31.141103565318915
1739209783.6573534;-45.120503652039325
1739209783.6573558;-38.13080360867914
1739209783.657358;-45.120503652039325
1739209783.6573603;-38.13080360867914
1739209783.6573627;-45.120503652039325
1739209783.6573648;-45.120503652039325
1739209783.6573672;-45.120503652039325
1739209783.6573694;-45.120503652039325
1739209783.6573718;-38.13080360867914
1739209783.6573741;-33.981070128970906
1739209783.6573763;-45.120503652039325
1739209783.6573787;-38.13080360867914
1739209783.6573808;-45.120503652039325
1739209783.6573832;-45.120503652039325
1739209783.6573853;-45.120503652039325
1739209783.6573877;-33.981070128970906
1739209783.65739;-35.57807855764607
1739209783.6573923;-45.120503652039325
1739209783.6573946;-38.13080360867914
1739209783.6573968;-38.13080360867914
1739209783.6573992;-31.141103565318893
1739209783.6574013;-45.120503652039325
1739209783.6574037;-38.13080360867914
1739209783.657406;-33.981070128970906
1739209783.6574082;-45.120503652039325
1739209783.6574106;-45.120503652039325
1739209783.6574128;-45.120503652039325
1739209783.6574152;-32.816014438256545
1739209783.6574173;-38.13080360867914
1739209783.6574197;-33.981070128970906
1739209783.657422;-38.13080360867914
1739209783.6574242;-31.14110356531892
1739209783.6574266;-35.57807855764607
1739209783.6574287;-38.13080360867914
1739209783.6574311;-45.120503652039325
1739209783.6574333;-45.120503652039325
1739209783.6574357;-32.816014438256545
1739209783.657438;-45.120503652039325
1739209783.6574402;-38.13080360867914
1739209783.6574426;-33.981070128970906
1739209783.6574447;-35.57807855764607
1739209783.657447;-33.981070128970906
1739209783.6574492;-45.120503652039325
1739209783.6574516;-38.13080360867914
1739209783.657454;-35.57807855764607
1739209783.6574562;-38.13080360867914
1739209783.6574585;-45.120503652039325
1739209783.6574607;-38.13080360867914
1739209783.657463;-38.13080360867914
1739209783.6574652;-45.120503652039325
1739209783.6574676;-45.120503652039325
1739209783.65747;-35.57807855764607
1739209783.6574721;-38.13080360867914
1739209783.6574745;-45.120503652039325
1739209783.6574767;-45.120503652039325
1739209783.657479;-38.13080360867914
1739209783.6574812;-45.120503652039325
1739209783.6574836;-38.13080360867914
1739209783.657486;-38.13080360867914
1739209783.657488;-45.120503652039325
1739209783.6574905;-45.120503652039325
1739209783.6574926;-45.120503652039325
1739209783.657495;-45.120503652039325
1739209783.6574972;-38.13080360867914
1739209783.6574996;-45.120503652039325
1739209783.657502;-45.120503652039325
1739209783.657504;-38.13080360867914
1739209783.6575065;-45.120503652039325
1739209783.6575086;-45.120503652039325
1739209783.657511;-45.120503652039325
1739209783.6575131;-38.13080360867914
1739209783.6575155;-35.57807855764607
1739209783.657518;-38.13080360867914
1739209783.65752;-45.120503652039325
1739209783.6575224;-45.120503652039325
1739209783.6575246;-38.13080360867914
1739209783.657527;-45.120503652039325
1739209783.657529;-45.120503652039325
1739209783.6575315;-38.13080360867914
1739209783.657534;-45.120503652039325
1739209783.657536;-45.120503652039325
1739209783.6575384;-33.981070128970906
1739209783.6575406;-38.13080360867914
1739209783.657543;-45.120503652039325
1739209783.657545;-45.120503652039325
1739209783.6575475;-38.13080360867914
1739209783.6575499;-45.120503652039325
1739209783.657552;-38.13080360867914
1739209783.6575544;-31.141103565318915
1739209783.6575565;-45.120503652039325
1739209783.657559;-38.13080360867914
1739209783.6575613;-35.57807855764607
1739209783.6575634;-38.13080360867914
1739209783.6575658;-45.120503652039325
1739209783.657568;-38.13080360867914
1739209783.6575704;-38.13080360867914
1739209783.6575725;-45.120503652039325
1739209783.657575;-38.13080360867914
1739209783.6575773;-38.13080360867914
1739209783.6575794;-45.120503652039325
1739209783.6575818;-38.13080360867914
1739209783.657584;-38.13080360867914
1739209783.6575863;-45.120503652039325
1739209783.6575885;-38.13080360867914
1739209783.6575909;-38.13080360867914
1739209783.6575933;-38.13080360867914
1739209783.6575954;-45.120503652039325
1739209783.6575978;-38.13080360867914
1739209783.6576;-33.981070128970906
1739209783.6576023;-38.13080360867914
1739209783.6576045;-38.13080360867914
1739209783.6576068;-45.120503652039325
1739209783.6576092;-35.57807855764607
1739209783.6576114;-38.13080360867914
1739209783.6576138;-45.120503652039325
1739209783.657616;-45.120503652039325
1739209783.6576183;-38.13080360867914
1739209783.6576204;-38.13080360867914
1739209783.6576228;-45.120503652039325
1739209783.6576252;-45.120503652039325
1739209783.6576273;-45.120503652039325
1739209783.6576297;-45.120503652039325
1739209783.6576319;-45.120503652039325
1739209783.6576343;-38.13080360867914
1739209783.6576364;-38.13080360867914
1739209783.6576388;-35.57807855764607
1739209783.6576412;-45.120503652039325
1739209783.6576433;-33.981070128970906
1739209783.6576457;-25.077289914212862
1739209783.6576478;-45.120503652039325
1739209783.6576502;-45.120503652039325
1739209783.6576524;-45.120503652039325
1739209783.6576548;-35.57807855764607
1739209783.6576571;-45.120503652039325
1739209783.6576593;-45.120503652039325
1739209783.6576617;-45.120503652039325
1739209783.6576638;-38.13080360867914
1739209783.6576662;-45.120503652039325
1739209783.6576684;-45.120503652039325
1739209783.6576707;-45.120503652039325
1739209783.6576731;-38.13080360867914
1739209783.6576753;-33.981070128970906
1739209783.6576777;-45.120503652039325
1739209783.6576798;-38.13080360867914
1739209783.6576822;-29.438486411369333
1739209783.6576843;-38.13080360867914
1739209783.6576867;-45.120503652039325
1739209783.657689;-38.13080360867914
1739209783.6576912;-35.57807855764607
1739209783.6576936;-38.13080360867914
1739209783.6576958;-45.120503652039325
1739209783.6576982;-38.13080360867914
1739209783.6577003;-31.141103565318893
1739209783.6577027;-33.981070128970906
1739209783.657705;-45.120503652039325
1739209783.6577072;-45.120503652039325
1739209783.6577096;-35.57807855764607
1739209783.6577117;-45.120503652039325
1739209783.6577141;-45.120503652039325
1739209783.6577163;-38.13080360867914
1739209783.6577187;-38.13080360867914
1739209783.657721;-45.120503652039325
1739209783.6577232;-45.120503652039325
1739209783.6577256;-38.13080360867914
1739209783.6577277;-45.120503652039325
1739209783.65773;-38.13080360867914
1739209783.6577325;-45.120503652039325
1739209783.6577346;-45.120503652039325
1739209783.657737;-27.8777449560314
1739209783.6577392;-31.141103565318893
1739209783.6577415;-38.13080360867914
1739209783.6577437;-38.13080360867914
1739209783.657746;-31.141103565318893
1739209783.6577485;-38.13080360867914
1739209783.6577506;-45.120503652039325
1739209783.657753;-45.120503652039325
1739209783.6577551;-45.120503652039325
1739209783.6577575;-45.120503652039325
1739209783.6577597;-35.57807855764607
1739209783.657762;-45.120503652039325
1739209783.6577644;-45.120503652039325
1739209783.6577666;-38.13080360867914
1739209783.657769;-35.57807855764607
1739209783.657771;-38.13080360867914
1739209783.6577735;-38.13080360867914
1739209783.6577756;-38.13080360867914
1739209783.657778;-35.57807855764607
1739209783.6577804;-38.13080360867914
1739209783.6577826;-45.120503652039325
1739209783.657785;-45.120503652039325
1739209783.657787;-38.13080360867914
1739209783.6577895;-38.13080360867914
1739209783.6577916;-38.13080360867914
1739209783.657794;-38.13080360867914
1739209783.6577964;-35.57807855764607
1739209783.6577985;-38.13080360867914
1739209783.657801;-45.120503652039325
1739209783.657803;-33.981070128970906
1739209783.6578054;-45.120503652039325
1739209783.6578076;-38.13080360867914
1739209783.65781;-45.120503652039325
1739209783.6578124;-45.120503652039325
1739209783.6578145;-45.120503652039325
1739209783.657817;-45.120503652039325
1739209783.657819;-45.120503652039325
1739209783.6578214;-38.13080360867914
1739209783.6578236;-38.13080360867914
1739209783.657826;-45.120503652039325
1739209783.6578283;-38.13080360867914
1739209783.6578305;-33.981070128970906
1739209783.6578329;-45.120503652039325
1739209783.657835;-38.13080360867914
1739209783.6578374;-35.57807855764607
1739209783.6578395;-38.13080360867914
1739209783.657842;-45.120503652039325
1739209783.6578443;-38.13080360867914
1739209783.6578465;-38.13080360867914
1739209783.6578488;-38.13080360867914
1739209783.657851;-45.120503652039325
1739209783.6578534;-38.13080360867914
1739209783.6578555;-35.57807855764607
1739209783.657858;-38.13080360867914
1739209783.6578603;-45.120503652039325
1739209783.6578624;-38.13080360867914
1739209783.6578648;-38.13080360867914
1739209783.657867;-33.981070128970906
1739209783.6578693;-45.120503652039325
1739209783.6578715;-45.120503652039325
1739209783.6578739;-45.120503652039325
1739209783.6578763;-45.120503652039325
1739209783.6578784;-38.13080360867914
1739209783.6578808;-38.13080360867914
1739209783.657883;-35.57807855764607
1739209783.6578853;-38.13080360867914
1739209783.6578875;-45.120503652039325
1739209783.6578898;-38.13080360867914
1739209783.6578922;-35.57807855764607
1739209783.6578944;-38.13080360867914
1739209783.6578968;-45.120503652039325
1739209783.657899;-45.120503652039325
1739209783.6579013;-45.120503652039325
1739209783.6579034;-38.13080360867914
1739209783.6579058;-45.120503652039325
1739209783.6579082;-38.13080360867914
1739209783.6579103;-33.981070128970906
1739209783.6579127;-38.13080360867914
1739209783.6579149;-45.120503652039325
1739209783.6579173;-45.120503652039325
1739209783.6579196;-45.120503652039325
1739209783.6579218;-38.13080360867914
1739209783.6579242;-38.13080360867914
1739209783.6579263;-45.120503652039325
1739209783.6579287;-45.120503652039325
1739209783.6579309;-38.13080360867914
1739209783.6579332;-35.57807855764607
1739209783.6579356;-38.13080360867914
1739209783.6579378;-45.120503652039325
1739209783.6579401;-45.120503652039325
1739209783.6579423;-45.120503652039325
1739209783.6579447;-45.120503652039325
1739209783.6579468;-45.120503652039325
1739209783.6579492;-38.13080360867914
1739209783.6579516;-35.57807855764607
1739209783.6579537;-38.13080360867914
1739209783.6579561;-45.120503652039325
1739209783.6579583;-45.120503652039325
1739209783.6579607;-38.13080360867914
1739209783.6579628;-35.57807855764607
1739209783.6579652;-45.120503652039325
1739209783.6579676;-33.981070128970906
1739209783.6579697;-45.120503652039325
1739209783.657972;-38.13080360867914
1739209783.6579742;-45.120503652039325
1739209783.6579766;-31.141103565318915
1739209783.6579788;-31.141103565318915
1739209783.6579812;-38.13080360867914
1739209783.6579835;-38.13080360867914
1739209783.6579857;-38.13080360867914
1739209783.657988;-35.57807855764607
1739209783.6579902;-45.120503652039325
1739209783.6579926;-45.120503652039325
1739209783.6579947;-45.120503652039325
1739209783.6579971;-38.13080360867914
1739209783.6579995;-32.816014438256545
1739209783.6580017;-38.13080360867914
1739209783.658004;-45.120503652039325
1739209783.6580062;-45.120503652039325
1739209783.6580086;-38.13080360867914
1739209783.6580107;-45.120503652039325
1739209783.658013;-31.141103565318915
1739209783.6580155;-26.991370085610722
1739209783.6580176;-45.120503652039325
1739209783.65802;-38.13080360867914
1739209783.6580222;-38.13080360867914
1739209783.6580245;-33.981070128970906
1739209783.6580267;-38.13080360867914
1739209783.658029;-35.57807855764607
1739209783.6580315;-45.120503652039325
1739209783.6580336;-33.981070128970956
1739209783.658036;-38.13080360867914
1739209783.6580381;-45.120503652039325
1739209783.6580405;-45.120503652039325
1739209783.6580427;-45.120503652039325
1739209783.658045;-38.13080360867914
1739209783.6580474;-38.13080360867914
1739209783.6580496;-38.13080360867914
1739209783.658052;-38.13080360867914
1739209783.658054;-38.13080360867914
1739209783.6580565;-35.57807855764607
1739209783.6580586;-35.57807855764607
1739209783.658061;-38.13080360867914
1739209783.6580634;-45.120503652039325
1739209783.6580656;-35.57807855764607
1739209783.658068;-38.13080360867914
1739209783.65807;-45.120503652039325
1739209783.6580725;-38.13080360867914
1739209783.6580746;-35.57807855764607
1739209783.658077;-38.13080360867914
1739209783.6580794;-45.120503652039325
1739209783.6580815;-45.120503652039325
1739209783.658084;-38.13080360867914
1739209783.658086;-38.13080360867914
1739209783.6580884;-45.120503652039325
1739209783.6580906;-45.120503652039325
1739209783.658093;-45.120503652039325
1739209783.6580954;-38.13080360867914
1739209783.6580975;-38.13080360867914
1739209783.6581;-38.13080360867914
1739209783.658102;-45.120503652039325
1739209783.6581044;-38.13080360867914
1739209783.6581068;-29.438486411369333
1739209783.658109;-38.13080360867914
1739209783.6581113;-45.120503652039325
1739209783.6581135;-38.13080360867914
1739209783.6581159;-32.816014438256545
1739209783.658118;-45.120503652039325
1739209783.6581204;-38.13080360867914
1739209783.6581228;-38.13080360867914
1739209783.658125;-38.13080360867914
1739209783.6581273;-38.13080360867914
1739209783.6581295;-38.13080360867914
1739209783.6581318;-45.120503652039325
1739209783.658134;-45.120503652039325
1739209783.6581364;-33.981070128970906
1739209783.6581388;-45.120503652039325
1739209783.658141;-38.13080360867914
1739209783.6581433;-31.141103565318893
1739209783.6581454;-35.57807855764607
1739209783.6581478;-45.120503652039325
1739209783.65815;-45.120503652039325
1739209783.6581523;-45.120503652039325
1739209783.6581547;-45.120503652039325
1739209783.6581569;-45.120503652039325
1739209783.6581593;-45.120503652039325
1739209783.6581614;-35.57807855764607
1739209783.6581638;-38.13080360867914
1739209783.658166;-45.120503652039325
1739209783.6581683;-45.120503652039325
1739209783.6581707;-38.13080360867914
1739209783.6581728;-45.120503652039325
1739209783.6581752;-45.120503652039325
1739209783.6581774;-38.13080360867914
1739209783.6581798;-45.120503652039325
1739209783.658182;-45.120503652039325
1739209783.6581843;-35.57807855764607
1739209783.6581867;-45.120503652039325
1739209783.6581888;-45.120503652039325
1739209783.6581912;-38.13080360867914
1739209783.6581933;-35.57807855764607
1739209783.6581957;-38.13080360867914
1739209783.6581979;-38.13080360867914
1739209783.6582003;-33.981070128970906
1739209783.6582026;-38.13080360867914
1739209783.6582048;-38.13080360867914
1739209783.6582072;-45.120503652039325
1739209783.6582093;-33.981070128970906
1739209783.6582117;-32.816014438256545
1739209783.6582139;-38.13080360867914
1739209783.6582162;-45.120503652039325
1739209783.6582186;-38.13080360867914
1739209783.6582208;-45.120503652039325
1739209783.6582232;-38.13080360867914
1739209783.6582253;-45.120503652039325
1739209783.6582277;-38.13080360867914
1739209783.6582298;-35.57807855764607
1739209783.6582322;-38.13080360867914
1739209783.6582346;-38.13080360867914
1739209783.6582367;-38.13080360867914
1739209783.6582391;-35.57807855764607
1739209783.6582413;-38.13080360867914
1739209783.6582437;-45.120503652039325
1739209783.6582458;-45.120503652039325
1739209783.6582482;-38.13080360867914
1739209783.6582506;-38.13080360867914
1739209783.6582527;-45.120503652039325
1739209783.658255;-38.13080360867914
1739209783.6582572;-38.13080360867914
1739209783.6582596;-45.120503652039325
1739209783.6582618;-38.13080360867914
1739209783.6582642;-45.120503652039325
1739209783.6582665;-45.120503652039325
1739209783.6582687;-45.120503652039325
1739209783.658271;-45.120503652039325
1739209783.6582732;-33.981070128970906
1739209783.6582756;-45.120503652039325
1739209783.658278;-45.120503652039325
1739209783.6582801;-45.120503652039325
1739209783.6582825;-45.120503652039325
1739209783.6582847;-45.120503652039325
1739209783.658287;-45.120503652039325
1739209783.6582892;-45.120503652039325
1739209783.6582916;-33.981070128970906
1739209783.658294;-45.120503652039325
1739209783.658296;-45.120503652039325
1739209783.6582985;-38.13080360867914
1739209783.6583006;-33.981070128970906
1739209783.658303;-38.13080360867914
1739209783.6583052;-38.13080360867914
1739209783.6583076;-45.120503652039325
1739209783.65831;-38.13080360867914
1739209783.658312;-45.120503652039325
1739209783.6583145;-45.120503652039325
1739209783.6583166;-35.57807855764607
1739209783.658319;-38.13080360867914
1739209783.6583211;-45.120503652039325
1739209783.6583235;-38.13080360867914
1739209783.658326;-38.13080360867914
1739209783.658328;-45.120503652039325
1739209783.6583304;-45.120503652039325
1739209783.6583326;-45.120503652039325
1739209783.658335;-45.120503652039325
1739209783.658337;-33.981070128970906
1739209783.6583395;-45.120503652039325
1739209783.658342;-45.120503652039325
1739209783.658344;-45.120503652039325
1739209783.6583464;-33.981070128970906
1739209783.6583486;-45.120503652039325
1739209783.658351;-45.120503652039325
1739209783.658353;-32.816014438256545
1739209783.6583555;-33.981070128970906
1739209783.6583579;-38.13080360867914
1739209783.65836;-45.120503652039325
1739209783.6583624;-35.57807855764607
1739209783.6583645;-33.981070128970906
1739209783.658367;-45.120503652039325
1739209783.658369;-38.13080360867914
1739209783.6583714;-35.57807855764607
1739209783.6583738;-45.120503652039325
1739209783.658376;-45.120503652039325
1739209783.6583784;-45.120503652039325
1739209783.6583805;-45.120503652039325
1739209783.658383;-28.992665084841942
1739209783.658385;-33.981070128970906
1739209783.6583874;-45.120503652039325
1739209783.6583898;-45.120503652039325
1739209783.658392;-38.13080360867914
1739209783.6583943;-38.13080360867914
1739209783.6583965;-45.120503652039325
1739209783.6583989;-35.57807855764607
1739209783.658401;-38.13080360867914
1739209783.6584034;-38.13080360867914
1739209783.6584058;-45.120503652039325
1739209783.658408;-35.57807855764607
1739209783.6584103;-38.13080360867914
1739209783.6584125;-45.120503652039325
1739209783.6584148;-38.13080360867914
1739209783.658417;-35.57807855764607
1739209783.6584194;-38.13080360867914
1739209783.6584218;-38.13080360867914
1739209783.658424;-38.13080360867914
1739209783.6584263;-38.13080360867914
1739209783.6584284;-35.57807855764607
1739209783.6584308;-38.13080360867914
1739209783.658433;-45.120503652039325
1739209783.6584353;-45.120503652039325
1739209783.6584377;-31.141103565318915
1739209783.6584399;-31.141103565318915
1739209783.6584423;-38.13080360867914
1739209783.6584444;-45.120503652039325
1739209783.6584468;-33.981070128970906
1739209783.658449;-33.981070128970906
1739209783.6584513;-38.13080360867914
1739209783.6584537;-38.13080360867914
1739209783.6584558;-45.120503652039325
1739209783.6584582;-45.120503652039325
1739209783.6584604;-45.120503652039325
1739209783.6584628;-45.120503652039325
1739209783.6584651;-45.120503652039325
1739209783.6584673;-32.816014438256545
1739209783.6584697;-33.981070128970906
1739209783.6584718;-45.120503652039325
1739209783.6584742;-33.981070128970906
1739209783.6584764;-27.8777449560314
1739209783.6584787;-38.13080360867914
1739209783.6584811;-45.120503652039325
1739209783.6584833;-33.981070128970906
1739209783.6584857;-45.120503652039325
1739209783.6584878;-38.13080360867914
1739209783.6584902;-45.120503652039325
1739209783.6584923;-38.13080360867914
1739209783.6584947;-38.13080360867914
1739209783.658497;-45.120503652039325
1739209783.6584992;-45.120503652039325
1739209783.6585016;-38.13080360867914
1739209783.6585038;-38.13080360867914
1739209783.6585062;-45.120503652039325
1739209783.6585083;-35.57807855764607
1739209783.6585107;-45.120503652039325
1739209783.658513;-45.120503652039325
1739209783.6585152;-38.13080360867914
1739209783.6585176;-35.57807855764607
1739209783.6585197;-38.13080360867914
1739209783.6585221;-45.120503652039325
1739209783.6585243;-33.981070128970906
1739209783.6585267;-45.120503652039325
1739209783.658529;-38.13080360867914
1739209783.6585312;-32.816014438256545
1739209783.6585336;-45.120503652039325
1739209783.6585357;-35.57807855764607
1739209783.658538;-33.981070128970906
1739209783.6585402;-38.13080360867914
1739209783.6585426;-38.13080360867914
1739209783.658545;-32.816014438256545
1739209783.6585472;-45.120503652039325
1739209783.6585495;-45.120503652039325
1739209783.6585517;-38.13080360867914
1739209783.658554;-33.981070128970906
1739209783.6585562;-45.120503652039325
1739209783.6585586;-38.13080360867914
1739209783.658561;-38.13080360867914
1739209783.6585631;-45.120503652039325
1739209783.6585655;-38.13080360867914
1739209783.6585677;-35.57807855764607
1739209783.65857;-38.13080360867914
1739209783.6585722;-45.120503652039325
1739209783.6585746;-45.120503652039325
1739209783.658577;-38.13080360867914
1739209783.658579;-45.120503652039325
1739209783.6585815;-45.120503652039325
1739209783.6585836;-45.120503652039325
1739209783.658586;-45.120503652039325
1739209783.6585882;-38.13080360867914
1739209783.6585906;-35.57807855764607
1739209783.658593;-38.13080360867914
1739209783.658595;-32.816014438256545
1739209783.6585975;-38.13080360867914
1739209783.6585996;-38.13080360867914
1739209783.658602;-38.13080360867914
1739209783.6586041;-38.13080360867914
1739209783.6586065;-33.981070128970906
1739209783.658609;-45.120503652039325
1739209783.658611;-38.13080360867914
1739209783.6586134;-45.120503652039325
1739209783.6586156;-38.13080360867914
1739209783.658618;-45.120503652039325
1739209783.65862;-45.120503652039325
1739209783.6586225;-38.13080360867914
1739209783.658625;-45.120503652039325
1739209783.658627;-38.13080360867914
1739209783.6586294;-45.120503652039325
1739209783.6586316;-38.13080360867914
1739209783.658634;-38.13080360867914
1739209783.6586363;-45.120503652039325
1739209783.6586385;-38.13080360867914
1739209783.6586409;-35.57807855764607
1739209783.658643;-38.13080360867914
1739209783.6586454;-45.120503652039325
1739209783.6586475;-38.13080360867914
1739209783.65865;-32.816014438256545
1739209783.6586523;-38.13080360867914
1739209783.6586545;-33.981070128970906
1739209783.6586568;-33.981070128970906
1739209783.658659;-38.13080360867914
1739209783.6586614;-38.13080360867914
1739209783.6586635;-45.120503652039325
1739209783.658666;-38.13080360867914
1739209783.6586683;-38.13080360867914
1739209783.6586704;-45.120503652039325
1739209783.6586728;-45.120503652039325
1739209783.658675;-45.120503652039325
1739209783.6586773;-45.120503652039325
1739209783.6586795;-33.981070128970906
1739209783.6586819;-38.13080360867914
1739209783.6586843;-38.13080360867914
1739209783.6586864;-35.57807855764607
1739209783.6586888;-38.13080360867914
1739209783.658691;-45.120503652039325
1739209783.6586933;-38.13080360867914
1739209783.6586955;-38.13080360867914
1739209783.6586978;-28.992665084841942
1739209783.6587002;-45.120503652039325
1739209783.6587024;-38.13080360867914
1739209783.6587048;-35.57807855764607
1739209783.658707;-38.13080360867914
1739209783.6587093;-38.13080360867914
1739209783.6587114;-45.120503652039325
1739209783.6587138;-38.13080360867914
