CAN Message; 0x62:08a33cfb7ceeabc5
1739209670.8946707;-35.57807855764607
1739209670.8946798;-45.120503652039325
1739209670.8946886;-38.13080360867914
1739209670.8946977;-38.13080360867914
1739209670.8947065;-32.816014438256545
1739209670.8947153;-38.13080360867914
1739209670.8947244;-45.120503652039325
1739209670.8947332;-45.120503652039325
1739209670.8947423;-45.120503652039325
1739209670.894751;-33.981070128970906
1739209670.8947601;-38.13080360867914
1739209670.894769;-45.120503652039325
1739209670.8947778;-29.438486411369354
1739209670.8947868;-45.120503652039325
1739209670.8947957;-45.120503652039325
1739209670.8948047;-38.13080360867914
1739209670.8948135;-38.13080360867914
1739209670.8948226;-38.13080360867914
1739209670.8948314;-35.57807855764607
1739209670.8948402;-32.816014438256545
1739209670.8948493;-28.992665084841942
1739209670.8948581;-32.816014438256545
1739209670.8948672;-38.13080360867914
1739209670.894876;-38.13080360867914
1739209670.8948848;-35.57807855764607
1739209670.894894;-33.981070128970906
1739209670.8949027;-33.981070128970906
1739209670.8949118;-45.120503652039325
1739209670.8949206;-28.218542851754165
1739209670.8949296;-35.57807855764607
1739209670.8949385;-38.13080360867914
1739209670.8949473;-45.120503652039325
1739209670.8949564;-38.13080360867914
1739209670.8949652;-45.120503652039325
1739209670.8949742;-45.120503652039325
1739209670.894983;-38.13080360867914
1739209670.8949919;-31.141103565318915
1739209670.895001;-38.13080360867914
1739209670.8950098;-38.13080360867914
1739209670.8950188;-38.13080360867914
1739209670.8950276;-38.13080360867914
1739209670.8950367;-32.816014438256545
1739209670.8950455;-33.981070128970906
1739209670.8950543;-45.120503652039325
1739209670.8950634;-38.13080360867914
1739209670.8950722;-35.57807855764607
1739209670.8950813;-38.13080360867914
1739209670.89509;-38.13080360867914
1739209670.895099;-45.120503652039325
1739209670.895108;-45.120503652039325
1739209670.8951168;-45.120503652039325
1739209670.8951259;-45.120503652039325
1739209670.8951347;-28.58837851428586
1739209670.8951437;-38.13080360867914
1739209670.8951526;-45.120503652039325
1739209670.8951614;-45.120503652039325
1739209670.8951705;-38.13080360867914
1739209670.8951793;-45.120503652039325
1739209670.8951883;-45.120503652039325
1739209670.8951972;-38.13080360867914
1739209670.895206;-30.49652367304973
1739209670.895215;-38.13080360867914
1739209670.8952239;-33.981070128970906
1739209670.895233;-45.120503652039325
1739209670.8952417;-38.13080360867914
1739209670.8952508;-35.57807855764607
1739209670.8952596;-38.13080360867914
1739209670.8952684;-45.120503652039325
1739209670.8952775;-31.141103565318915
1739209670.8952863;-32.816014438256545
1739209670.8952954;-38.13080360867914
1739209670.8953042;-38.13080360867914
1739209670.8953133;-45.120503652039325
1739209670.895322;-45.120503652039325
1739209670.895331;-38.13080360867914
1739209670.89534;-35.57807855764607
1739209670.8953488;-33.981070128970906
1739209670.8953578;-45.120503652039325
1739209670.8953667;-38.13080360867914
1739209670.8953755;-45.120503652039325
1739209670.8953846;-38.13080360867914
1739209670.8953934;-35.57807855764607
1739209670.8954024;-38.13080360867914
1739209670.8954113;-38.13080360867914
1739209670.8954203;-38.13080360867914
1739209670.8954291;-38.13080360867914
1739209670.895438;-45.120503652039325
1739209670.895447;-38.13080360867914
1739209670.8954558;-45.120503652039325
1739209670.895465;-38.13080360867914
1739209670.8954737;-38.13080360867914
1739209670.8954825;-38.13080360867914
1739209670.9027147;-45.120503652039325
1739209670.9027205;-28.58837851428586
1739209670.9027264;-33.981070128970906
1739209670.9027321;-45.120503652039325
1739209670.902738;-38.13080360867914
1739209670.9027438;-32.816014438256545
1739209670.9027498;-31.141103565318915
1739209670.9027557;-45.120503652039325
1739209670.9027615;-38.13080360867914
1739209670.9027674;-38.13080360867914
1739209670.9027731;-45.120503652039325
1739209670.902779;-45.120503652039325
1739209670.902785;-38.13080360867914
1739209670.9027908;-38.13080360867914
1739209670.9027967;-45.120503652039325
1739209670.9028025;-45.120503652039325
1739209670.9028084;-45.120503652039325
1739209670.9028141;-33.981070128970906
1739209670.90282;-33.981070128970906
1739209670.902826;-45.120503652039325
1739209670.9028318;-38.13080360867914
1739209670.9028378;-35.57807855764607
1739209670.9028435;-38.13080360867914
1739209670.9028494;-45.120503652039325
1739209670.9028554;-38.13080360867914
1739209670.902861;-32.816014438256545
1739209670.902867;-33.981070128970906
1739209670.9028728;-45.120503652039325
1739209670.9028788;-45.120503652039325
1739209670.9028845;-38.13080360867914
1739209670.9028904;-38.13080360867914
1739209670.9028964;-45.120503652039325
1739209670.9029021;-38.13080360867914
1739209670.902908;-38.13080360867914
1739209670.9029138;-45.120503652039325
1739209670.9029198;-45.120503652039325
1739209670.9029255;-45.120503652039325
1739209670.9029315;-45.120503652039325
1739209670.9029374;-45.120503652039325
1739209670.9029431;-38.13080360867914
1739209670.902949;-45.120503652039325
1739209670.9029548;-33.981070128970906
1739209670.9029608;-31.141103565318915
1739209670.9029667;-45.120503652039325
1739209670.9029725;-45.120503652039325
1739209670.9029784;-45.120503652039325
1739209670.9029841;-45.120503652039325
1739209670.90299;-45.120503652039325
1739209670.9029958;-38.13080360867914
1739209670.9030018;-45.120503652039325
1739209670.9030077;-38.13080360867914
1739209670.9030135;-38.13080360867914
1739209670.9030194;-38.13080360867914
1739209670.9030252;-38.13080360867914
1739209670.903031;-38.13080360867914
1739209670.903037;-35.57807855764607
1739209670.9030428;-38.13080360867914
1739209670.9030488;-38.13080360867914
1739209670.9030545;-38.13080360867914
1739209670.9030604;-38.13080360867914
1739209670.9030662;-38.13080360867914
1739209670.903072;-38.13080360867914
1739209670.903078;-45.120503652039325
1739209670.9030838;-45.120503652039325
1739209670.9030898;-45.120503652039325
1739209670.9030955;-45.120503652039325
1739209670.9031014;-35.57807855764607
1739209670.9031074;-45.120503652039325
1739209670.9031131;-45.120503652039325
1739209670.903119;-38.13080360867914
1739209670.9031248;-35.57807855764607
1739209670.9031308;-35.57807855764607
1739209670.9031365;-38.13080360867914
1739209670.9031425;-45.120503652039325
1739209670.9031484;-38.13080360867914
1739209670.9031541;-38.13080360867914
1739209670.90316;-45.120503652039325
1739209670.9031658;-45.120503652039325
1739209670.9031718;-45.120503652039325
1739209670.9031775;-38.13080360867914
1739209670.9031835;-45.120503652039325
1739209670.9031894;-45.120503652039325
1739209670.9031951;-45.120503652039325
1739209670.903201;-38.13080360867914
1739209670.9032068;-38.13080360867914
1739209670.9032128;-45.120503652039325
1739209670.9032187;-45.120503652039325
1739209670.9032245;-45.120503652039325
1739209670.9032304;-45.120503652039325
1739209670.9032362;-45.120503652039325
1739209670.903242;-35.57807855764607
1739209670.9032478;-38.13080360867914
1739209670.9032538;-38.13080360867914
1739209670.9032598;-45.120503652039325
1739209670.9032655;-35.57807855764607
1739209670.9032714;-32.816014438256545
1739209670.9032772;-45.120503652039325
1739209670.903283;-38.13080360867914
1739209670.903289;-38.13080360867914
1739209670.9032948;-45.120503652039325
1739209670.9033008;-45.120503652039325
1739209670.9033065;-45.120503652039325
1739209670.9033124;-45.120503652039325
1739209670.9033182;-45.120503652039325
1739209670.9033241;-45.120503652039325
1739209670.90333;-45.120503652039325
1739209670.9033358;-38.13080360867914
1739209670.9033418;-38.13080360867914
1739209670.9033475;-38.13080360867914
1739209670.9033535;-45.120503652039325
1739209670.9033592;-33.981070128970906
1739209670.9033651;-45.120503652039325
1739209670.903371;-45.120503652039325
1739209670.9033768;-38.13080360867914
1739209670.9033828;-32.816014438256545
1739209670.9033885;-30.49652367304973
1739209670.9033945;-45.120503652039325
1739209670.9034004;-45.120503652039325
1739209670.9034061;-38.13080360867914
1739209670.903412;-35.57807855764607
1739209670.9034178;-45.120503652039325
1739209670.9034238;-38.13080360867914
1739209670.9034295;-45.120503652039325
1739209670.9034355;-38.13080360867914
1739209670.9034414;-45.120503652039325
1739209670.9034472;-38.13080360867914
1739209670.903453;-45.120503652039325
1739209670.9034588;-45.120503652039325
1739209670.9034648;-33.981070128970906
1739209670.9034708;-38.13080360867914
1739209670.9034765;-38.13080360867914
1739209670.9034824;-38.13080360867914
1739209670.9034882;-45.120503652039325
1739209670.9034941;-38.13080360867914
1739209670.9034998;-35.57807855764607
1739209670.9035058;-38.13080360867914
1739209670.9035118;-33.981070128970906
1739209670.9035175;-45.120503652039325
1739209670.9035234;-35.57807855764607
1739209670.9035292;-26.991370085610736
1739209670.9035351;-45.120503652039325
1739209670.903541;-45.120503652039325
1739209670.9035468;-33.981070128970906
1739209670.9035528;-38.13080360867914
1739209670.9035585;-45.120503652039325
1739209670.9035645;-45.120503652039325
1739209670.9035702;-45.120503652039325
1739209670.9035761;-45.120503652039325
1739209670.903582;-38.13080360867914
1739209670.9035878;-35.57807855764607
1739209670.9035938;-45.120503652039325
1739209670.9035995;-38.13080360867914
1739209670.9036055;-33.981070128970906
1739209670.9036112;-38.13080360867914
1739209670.9036171;-35.57807855764607
1739209670.903623;-38.13080360867914
1739209670.9036288;-45.120503652039325
1739209670.9036348;-45.120503652039325
1739209670.9036405;-45.120503652039325
1739209670.9036465;-38.13080360867914
1739209670.9036524;-45.120503652039325
1739209670.9036582;-45.120503652039325
1739209670.903664;-33.981070128970906
1739209670.9036698;-38.13080360867914
1739209670.9036758;-45.120503652039325
1739209670.9036815;-45.120503652039325
1739209670.9036875;-45.120503652039325
1739209670.9036934;-38.13080360867914
1739209670.9036992;-45.120503652039325
1739209670.9037051;-45.120503652039325
1739209670.9037108;-38.13080360867914
1739209670.9037168;-45.120503652039325
1739209670.9037228;-38.13080360867914
1739209670.9037285;-45.120503652039325
1739209670.9037344;-33.981070128970906
1739209670.9037402;-33.981070128970906
1739209670.9037461;-38.13080360867914
1739209670.9037519;-38.13080360867914
1739209670.9037578;-45.120503652039325
1739209670.9037638;-45.120503652039325
1739209670.9037695;-38.13080360867914
1739209670.9037755;-45.120503652039325
1739209670.9037812;-38.13080360867914
1739209670.9037871;-45.120503652039325
1739209670.9037929;-38.13080360867914
1739209670.9037988;-38.13080360867914
1739209670.9038048;-38.13080360867914
1739209670.9038105;-38.13080360867914
1739209670.9038165;-38.13080360867914
1739209670.9038222;-45.120503652039325
1739209670.9038281;-45.120503652039325
1739209670.903834;-32.816014438256545
1739209670.9038398;-38.13080360867914
1739209670.9038458;-38.13080360867914
1739209670.9038515;-38.13080360867914
1739209670.9038575;-45.120503652039325
1739209670.9038632;-38.13080360867914
1739209670.9038692;-38.13080360867914
1739209670.903875;-38.13080360867914
1739209670.9038808;-45.120503652039325
1739209670.9038868;-38.13080360867914
1739209670.9038925;-45.120503652039325
1739209670.9038985;-33.981070128970906
1739209670.9039044;-45.120503652039325
1739209670.9039102;-38.13080360867914
1739209670.9039161;-35.57807855764607
1739209670.9039218;-33.981070128970906
1739209670.9039278;-45.120503652039325
1739209670.9039335;-45.120503652039325
1739209670.9039395;-38.13080360867914
1739209670.9039454;-45.120503652039325
1739209670.9039512;-38.13080360867914
1739209670.9039571;-38.13080360867914
1739209670.9039629;-45.120503652039325
1739209670.9039688;-45.120503652039325
1739209670.9039748;-33.981070128970906
1739209670.9039805;-45.120503652039325
1739209670.9039865;-45.120503652039325
1739209670.9039922;-45.120503652039325
1739209670.9039981;-38.13080360867914
1739209670.9040039;-31.141103565318915
1739209670.9040098;-38.13080360867914
1739209670.9040158;-38.13080360867914
1739209670.9040215;-32.816014438256545
1739209670.9040275;-33.981070128970906
1739209670.9040332;-38.13080360867914
1739209670.9040391;-38.13080360867914
1739209670.9040449;-38.13080360867914
1739209670.9040508;-32.816014438256545
1739209670.9040568;-45.120503652039325
1739209670.9040625;-38.13080360867914
1739209670.9040685;-38.13080360867914
1739209670.9040742;-38.13080360867914
1739209670.9040802;-45.120503652039325
1739209670.904086;-38.13080360867914
1739209670.9040918;-38.13080360867914
1739209670.9040978;-33.981070128970906
1739209670.9041035;-45.120503652039325
1739209670.9041095;-45.120503652039325
1739209670.9041152;-35.57807855764607
1739209670.9041212;-38.13080360867914
1739209670.9041271;-45.120503652039325
1739209670.9041328;-45.120503652039325
1739209670.9041388;-45.120503652039325
1739209670.9041445;-38.13080360867914
1739209670.9041505;-45.120503652039325
1739209670.9041564;-45.120503652039325
1739209670.9041622;-45.120503652039325
1739209670.9041681;-38.13080360867914
1739209670.9041739;-38.13080360867914
1739209670.9041798;-38.13080360867914
1739209670.9041855;-45.120503652039325
1739209670.9041915;-31.141103565318915
1739209670.9041975;-38.13080360867914
1739209670.9042032;-45.120503652039325
1739209670.9042091;-45.120503652039325
1739209670.9042149;-33.981070128970906
1739209670.9042208;-38.13080360867914
1739209670.9042265;-38.13080360867914
1739209670.9042325;-38.13080360867914
1739209670.9042385;-31.14110356531892
1739209670.9042442;-45.120503652039325
1739209670.9042501;-38.13080360867914
1739209670.9042559;-45.120503652039325
1739209670.9042618;-38.13080360867914
1739209670.9042678;-38.13080360867914
1739209670.9042735;-45.120503652039325
1739209670.9042795;-45.120503652039325
1739209670.9042852;-31.141103565318915
1739209670.9042912;-32.816014438256545
1739209670.9042969;-38.13080360867914
1739209670.9043028;-45.120503652039325
1739209670.9043088;-45.120503652039325
1739209670.9043145;-45.120503652039325
1739209670.9043205;-45.120503652039325
1739209670.9043262;-33.981070128970906
1739209670.9043322;-32.816014438256545
1739209670.9043381;-38.13080360867914
1739209670.9043438;-38.13080360867914
1739209670.9043498;-45.120503652039325
1739209670.9043555;-38.13080360867914
1739209670.9043615;-38.13080360867914
1739209670.9043672;-38.13080360867914
1739209670.9043732;-45.120503652039325
1739209670.9043791;-45.120503652039325
1739209670.9043849;-32.816014438256545
1739209670.9043908;-38.13080360867914
1739209670.9043965;-45.120503652039325
1739209670.9044025;-38.13080360867914
1739209670.9044085;-35.57807855764607
1739209670.9044142;-45.120503652039325
1739209670.9044201;-45.120503652039325
1739209670.9044259;-31.141103565318915
1739209670.9044318;-38.13080360867914
1739209670.9044375;-45.120503652039325
1739209670.9044435;-45.120503652039325
1739209670.9044495;-38.13080360867914
1739209670.9044552;-45.120503652039325
1739209670.9044611;-45.120503652039325
1739209670.9044669;-45.120503652039325
1739209670.9044728;-45.120503652039325
1739209670.9044785;-35.57807855764607
1739209670.9044845;-45.120503652039325
1739209670.9044905;-45.120503652039325
1739209670.9044962;-35.57807855764607
1739209670.9045022;-35.57807855764607
1739209670.9045079;-35.57807855764607
1739209670.9045138;-45.120503652039325
1739209670.9045198;-45.120503652039325
1739209670.9045255;-35.57807855764607
1739209670.9045315;-38.13080360867914
1739209670.9045372;-45.120503652039325
1739209670.9045432;-45.120503652039325
1739209670.904549;-45.120503652039325
1739209670.9045548;-45.120503652039325
1739209670.9045608;-45.120503652039325
1739209670.9045665;-45.120503652039325
1739209670.9045725;-45.120503652039325
1739209670.9045782;-45.120503652039325
1739209670.9045842;-45.120503652039325
1739209670.9045901;-38.13080360867914
1739209670.9045959;-38.13080360867914
1739209670.9046018;-45.120503652039325
1739209670.9046075;-45.120503652039325
1739209670.9046135;-45.120503652039325
1739209670.9046192;-35.57807855764607
1739209670.9046252;-38.13080360867914
1739209670.9046311;-35.57807855764607
1739209670.9046369;-45.120503652039325
1739209670.9046428;-38.13080360867914
1739209670.9046485;-38.13080360867914
1739209670.9046545;-45.120503652039325
1739209670.9046602;-45.120503652039325
1739209670.9046662;-45.120503652039325
1739209670.9046721;-45.120503652039325
1739209670.9046779;-38.13080360867914
1739209670.9046838;-38.13080360867914
1739209670.9046896;-45.120503652039325
1739209670.9046955;-38.13080360867914
1739209670.9047015;-35.57807855764607
1739209670.9047072;-38.13080360867914
1739209670.9047132;-45.120503652039325
1739209670.9047189;-45.120503652039325
1739209670.9047248;-45.120503652039325
1739209670.9047306;-45.120503652039325
1739209670.9047365;-35.57807855764607
1739209670.9047425;-38.13080360867914
1739209670.9047482;-45.120503652039325
1739209670.9047542;-45.120503652039325
1739209670.90476;-28.58837851428586
1739209670.9047658;-33.981070128970906
1739209670.9047718;-45.120503652039325
1739209670.9047775;-45.120503652039325
1739209670.9047835;-45.120503652039325
1739209670.9047892;-38.13080360867914
1739209670.9047952;-38.13080360867914
1739209670.904801;-38.13080360867914
1739209670.9048069;-38.13080360867914
1739209670.9048128;-45.120503652039325
1739209670.9048185;-45.120503652039325
1739209670.9048245;-38.13080360867914
1739209670.9048302;-38.13080360867914
1739209670.9048362;-45.120503652039325
1739209670.9048421;-45.120503652039325
1739209670.9048479;-45.120503652039325
1739209670.9048538;-30.49652367304973
1739209670.9048595;-33.981070128970906
1739209670.9048655;-45.120503652039325
1739209670.9048712;-38.13080360867914
1739209670.9048772;-35.57807855764607
1739209670.9048831;-38.13080360867914
1739209670.9048889;-45.120503652039325
1739209670.9048948;-38.13080360867914
1739209670.9049006;-45.120503652039325
1739209670.9049065;-45.120503652039325
1739209670.9049122;-45.120503652039325
1739209670.9049182;-45.120503652039325
1739209670.9049242;-45.120503652039325
1739209670.9049299;-38.13080360867914
1739209670.9049358;-45.120503652039325
1739209670.9049416;-38.13080360867914
1739209670.9049475;-45.120503652039325
1739209670.9049535;-45.120503652039325
1739209670.9049592;-45.120503652039325
1739209670.9049652;-45.120503652039325
1739209670.904971;-38.13080360867914
1739209670.9049768;-45.120503652039325
1739209670.9049826;-45.120503652039325
1739209670.9049885;-33.981070128970906
1739209670.9049945;-30.49652367304973
1739209670.9050002;-28.992665084841942
1739209670.9050062;-45.120503652039325
1739209670.905012;-38.13080360867914
1739209670.9050179;-35.57807855764607
1739209670.9050238;-38.13080360867914
1739209670.9050295;-45.120503652039325
1739209670.9050355;-38.13080360867914
1739209670.9050412;-38.13080360867914
1739209670.9050472;-45.120503652039325
1739209670.905053;-45.120503652039325
1739209670.9050589;-38.13080360867914
1739209670.9050648;-38.13080360867914
1739209670.9050705;-33.981070128970906
1739209670.9050765;-45.120503652039325
1739209670.9050822;-45.120503652039325
1739209670.9050882;-38.13080360867914
1739209670.905094;-45.120503652039325
1739209670.9050999;-45.120503652039325
1739209670.9051058;-38.13080360867914
1739209670.9051116;-38.13080360867914
1739209670.9051175;-45.120503652039325
1739209670.9051232;-45.120503652039325
1739209670.9051292;-38.13080360867914
1739209670.9051352;-33.981070128970906
1739209670.9051409;-31.141103565318915
1739209670.9051468;-45.120503652039325
1739209670.9051526;-38.13080360867914
1739209670.9051585;-33.981070128970906
1739209670.9051642;-35.57807855764607
1739209670.9051702;-45.120503652039325
1739209670.9051762;-38.13080360867914
1739209670.905182;-32.816014438256545
1739209670.9051878;-45.120503652039325
1739209670.9051936;-45.120503652039325
1739209670.9051995;-38.13080360867914
1739209670.9052055;-35.57807855764607
1739209670.9052112;-38.13080360867914
1739209670.9052172;-45.120503652039325
1739209670.905223;-38.13080360867914
1739209670.9052289;-32.816014438256545
1739209670.9052346;-38.13080360867914
1739209670.9052405;-45.120503652039325
1739209670.9052465;-38.13080360867914
1739209670.9052522;-38.13080360867914
1739209670.9052582;-45.120503652039325
1739209670.905264;-45.120503652039325
1739209670.9052699;-38.13080360867914
1739209670.9052758;-38.13080360867914
1739209670.9052815;-35.57807855764607
1739209670.9052875;-38.13080360867914
1739209670.9052932;-38.13080360867914
1739209670.9052992;-35.57807855764607
1739209670.905305;-38.13080360867914
1739209670.9053109;-38.13080360867914
1739209670.9053168;-45.120503652039325
1739209670.9053226;-38.13080360867914
1739209670.9053285;-38.13080360867914
1739209670.9053342;-45.120503652039325
1739209670.9053402;-38.13080360867914
1739209670.905346;-38.13080360867914
1739209670.9053519;-45.120503652039325
1739209670.9053578;-38.13080360867914
1739209670.9053636;-38.13080360867914
1739209670.9053695;-38.13080360867914
1739209670.9053752;-38.13080360867914
1739209670.9053812;-35.57807855764607
1739209670.9053872;-38.13080360867914
1739209670.905393;-45.120503652039325
1739209670.9053988;-33.981070128970906
1739209670.9054046;-35.57807855764607
1739209670.9054105;-38.13080360867914
1739209670.9054163;-45.120503652039325
1739209670.9054222;-32.816014438256545
1739209670.9054282;-29.438486411369333
1739209670.905434;-45.120503652039325
1739209670.9054399;-45.120503652039325
1739209670.9054456;-45.120503652039325
1739209670.9054515;-35.57807855764607
1739209670.9054575;-45.120503652039325
1739209670.9054632;-38.13080360867914
1739209670.9054692;-35.57807855764607
1739209670.905475;-35.57807855764607
1739209670.9054809;-32.816014438256545
1739209670.9054866;-45.120503652039325
1739209670.9054925;-45.120503652039325
1739209670.9054985;-45.120503652039325
1739209670.9055042;-38.13080360867914
1739209670.9055102;-45.120503652039325
1739209670.905516;-32.816014438256545
1739209670.9055219;-30.49652367304973
1739209670.9055276;-45.120503652039325
1739209670.9055336;-45.120503652039325
1739209670.9055395;-38.13080360867914
1739209670.9055452;-35.57807855764607
1739209670.9055512;-45.120503652039325
1739209670.905557;-38.13080360867914
1739209670.9055629;-33.981070128970906
1739209670.9055688;-38.13080360867914
1739209670.9055746;-45.120503652039325
1739209670.9055805;-45.120503652039325
1739209670.9055862;-38.13080360867914
1739209670.9055922;-32.816014438256545
1739209670.905598;-45.120503652039325
1739209670.905604;-45.120503652039325
1739209670.9056098;-45.120503652039325
1739209670.9056156;-38.13080360867914
1739209670.9056215;-38.13080360867914
1739209670.9056273;-38.13080360867914
1739209670.9056332;-45.120503652039325
1739209670.9056392;-38.13080360867914
1739209670.905645;-35.57807855764607
1739209670.9056509;-38.13080360867914
1739209670.9056566;-35.57807855764607
1739209670.9056625;-31.141103565318893
1739209670.9056683;-45.120503652039325
1739209670.9056742;-45.120503652039325
1739209670.9056802;-45.120503652039325
1739209670.905686;-45.120503652039325
1739209670.9056919;-45.120503652039325
1739209670.9056976;-38.13080360867914
1739209670.9057035;-45.120503652039325
1739209670.9057093;-45.120503652039325
1739209670.9057152;-33.981070128970906
1739209670.9057212;-38.13080360867914
1739209670.905727;-38.13080360867914
1739209670.9057329;-38.13080360867914
1739209670.9057386;-45.120503652039325
1739209670.9057446;-38.13080360867914
1739209670.9057505;-45.120503652039325
1739209670.9057562;-45.120503652039325
1739209670.9057622;-38.13080360867914
1739209670.905768;-35.57807855764607
1739209670.9057739;-38.13080360867914
1739209670.9057796;-38.13080360867914
1739209670.9057856;-32.816014438256545
1739209670.9057915;-35.57807855764607
1739209670.9057972;-38.13080360867914
1739209670.9058032;-32.816014438256545
1739209670.905809;-38.13080360867914
1739209670.905815;-38.13080360867914
1739209670.9058208;-38.13080360867914
1739209670.9058266;-45.120503652039325
1739209670.9058325;-45.120503652039325
1739209670.9058383;-45.120503652039325
1739209670.9058442;-45.120503652039325
1739209670.90585;-45.120503652039325
1739209670.905856;-38.13080360867914
1739209670.9058619;-35.57807855764607
1739209670.9058676;-38.13080360867914
1739209670.9058735;-45.120503652039325
1739209670.9058793;-38.13080360867914
1739209670.9058852;-35.57807855764607
1739209670.9058912;-38.13080360867914
1739209670.905897;-45.120503652039325
1739209670.9059029;-45.120503652039325
1739209670.9059086;-35.57807855764607
1739209670.9059145;-38.13080360867914
1739209670.9059203;-45.120503652039325
1739209670.9059262;-38.13080360867914
1739209670.9059322;-38.13080360867914
1739209670.905938;-38.13080360867914
1739209670.9059439;-45.120503652039325
1739209670.9059496;-38.13080360867914
1739209670.9059556;-38.13080360867914
1739209670.9059613;-45.120503652039325
1739209670.9059672;-35.57807855764607
1739209670.9059732;-33.981070128970906
1739209670.905979;-33.981070128970906
1739209670.9059849;-38.13080360867914
1739209670.9059906;-45.120503652039325
1739209670.9059966;-33.981070128970906
1739209670.9060025;-35.57807855764607
1739209670.9060082;-38.13080360867914
1739209670.9060142;-45.120503652039325
1739209670.90602;-38.13080360867914
1739209670.906026;-38.13080360867914
