CAN Message; 0x1b8:0300a81320115014
1739209673.5074809;-38.13080360867914
1739209673.5074859;-38.13080360867914
1739209673.5074906;-38.13080360867914
1739209673.5074956;-45.120503652039325
1739209673.5075006;-45.120503652039325
1739209673.5075054;-38.13080360867914
1739209673.5075104;-45.120503652039325
1739209673.5075152;-38.13080360867914
1739209673.5075202;-38.13080360867914
1739209673.5075252;-45.120503652039325
1739209673.50753;-45.120503652039325
1739209673.507535;-45.120503652039325
1739209673.50754;-45.120503652039325
1739209673.5075448;-33.981070128970906
1739209673.5075498;-45.120503652039325
1739209673.5075548;-45.120503652039325
1739209673.5075595;-45.120503652039325
1739209673.5075645;-35.57807855764607
1739209673.5075696;-32.816014438256545
1739209673.5075743;-45.120503652039325
1739209673.5075793;-45.120503652039325
1739209673.5075843;-38.13080360867914
1739209673.507589;-35.57807855764607
1739209673.507594;-45.120503652039325
1739209673.507599;-45.120503652039325
1739209673.507604;-45.120503652039325
1739209673.507609;-45.120503652039325
1739209673.507614;-45.120503652039325
1739209673.5076187;-45.120503652039325
1739209673.5076237;-33.981070128970906
1739209673.5076284;-45.120503652039325
1739209673.5076334;-35.57807855764607
1739209673.5076385;-38.13080360867914
1739209673.5076432;-38.13080360867914
1739209673.5076482;-32.816014438256545
1739209673.5076532;-45.120503652039325
1739209673.507658;-45.120503652039325
1739209673.507663;-45.120503652039325
1739209673.507668;-31.141103565318893
1739209673.5076728;-45.120503652039325
1739209673.5076778;-45.120503652039325
1739209673.5076828;-45.120503652039325
1739209673.5076876;-45.120503652039325
1739209673.5076926;-38.13080360867914
1739209673.5076976;-31.141103565318893
1739209673.5077024;-38.13080360867914
1739209673.5077074;-45.120503652039325
1739209673.5077124;-38.13080360867914
1739209673.5077171;-32.816014438256545
1739209673.5077221;-38.13080360867914
1739209673.5077271;-45.120503652039325
1739209673.507732;-45.120503652039325
1739209673.507737;-45.120503652039325
1739209673.507742;-35.57807855764607
1739209673.5077467;-38.13080360867914
1739209673.5077517;-38.13080360867914
1739209673.5077565;-35.57807855764607
1739209673.5077615;-38.13080360867914
1739209673.5077665;-35.57807855764607
1739209673.5077713;-38.13080360867914
1739209673.5077763;-38.13080360867914
1739209673.5077813;-45.120503652039325
1739209673.507786;-45.120503652039325
1739209673.507791;-45.120503652039325
1739209673.507796;-32.816014438256545
1739209673.5078008;-38.13080360867914
1739209673.5078058;-35.57807855764607
1739209673.5078108;-38.13080360867914
1739209673.5078156;-35.57807855764607
1739209673.5078206;-38.13080360867914
1739209673.5078256;-45.120503652039325
1739209673.5078304;-45.120503652039325
1739209673.5078354;-45.120503652039325
1739209673.5078404;-35.57807855764607
1739209673.5078452;-26.991370085610736
1739209673.5078502;-35.57807855764607
1739209673.5078552;-38.13080360867914
1739209673.50786;-38.13080360867914
1739209673.507865;-32.816014438256545
1739209673.5078697;-45.120503652039325
1739209673.5078747;-45.120503652039325
1739209673.5078797;-35.57807855764607
1739209673.5078845;-38.13080360867914
1739209673.5078895;-45.120503652039325
1739209673.5078945;-38.13080360867914
1739209673.5078993;-38.13080360867914
1739209673.5079043;-45.120503652039325
1739209673.5079093;-38.13080360867914
1739209673.507914;-35.57807855764607
1739209673.507919;-45.120503652039325
1739209673.507924;-29.438486411369333
1739209673.5079288;-33.981070128970906
1739209673.5079339;-45.120503652039325
1739209673.5079389;-45.120503652039325
1739209673.5079436;-38.13080360867914
1739209673.5079486;-38.13080360867914
1739209673.5079536;-45.120503652039325
1739209673.5079584;-45.120503652039325
1739209673.5079634;-45.120503652039325
1739209673.5079684;-45.120503652039325
1739209673.5079732;-45.120503652039325
1739209673.5079782;-38.13080360867914
1739209673.507983;-45.120503652039325
1739209673.507988;-38.13080360867914
1739209673.507993;-45.120503652039325
1739209673.5079978;-38.13080360867914
1739209673.5080028;-38.13080360867914
1739209673.5080078;-45.120503652039325
1739209673.5080125;-38.13080360867914
1739209673.5080175;-38.13080360867914
1739209673.5080225;-35.57807855764607
1739209673.5080273;-45.120503652039325
1739209673.5080323;-45.120503652039325
1739209673.5080373;-45.120503652039325
1739209673.508042;-33.981070128970906
1739209673.508047;-32.816014438256545
1739209673.508052;-45.120503652039325
1739209673.5080569;-45.120503652039325
1739209673.508062;-45.120503652039325
1739209673.508067;-38.13080360867914
1739209673.5080717;-45.120503652039325
1739209673.5080767;-45.120503652039325
1739209673.5080817;-38.13080360867914
1739209673.5080864;-45.120503652039325
1739209673.5080914;-45.120503652039325
1739209673.5080962;-38.13080360867914
1739209673.5081012;-35.57807855764607
1739209673.5081062;-38.13080360867914
1739209673.508111;-45.120503652039325
1739209673.508116;-45.120503652039325
1739209673.508121;-32.816014438256545
1739209673.5081258;-33.981070128970906
1739209673.5081308;-45.120503652039325
1739209673.5081358;-38.13080360867914
1739209673.5081406;-38.13080360867914
1739209673.5081456;-38.13080360867914
1739209673.5081506;-45.120503652039325
1739209673.5081553;-45.120503652039325
1739209673.5081604;-45.120503652039325
1739209673.5081654;-38.13080360867914
1739209673.5081701;-45.120503652039325
1739209673.5081751;-45.120503652039325
1739209673.5081801;-38.13080360867914
1739209673.508185;-45.120503652039325
1739209673.50819;-45.120503652039325
1739209673.508195;-45.120503652039325
1739209673.5081997;-38.13080360867914
1739209673.5082047;-31.141103565318915
1739209673.5082095;-38.13080360867914
1739209673.5082145;-38.13080360867914
1739209673.5082195;-35.57807855764607
1739209673.5082242;-31.141103565318915
1739209673.5082293;-45.120503652039325
1739209673.5082343;-45.120503652039325
1739209673.508239;-45.120503652039325
1739209673.508244;-31.141103565318915
1739209673.508249;-45.120503652039325
1739209673.5082538;-38.13080360867914
1739209673.5082588;-38.13080360867914
1739209673.5082638;-45.120503652039325
1739209673.5082686;-38.13080360867914
1739209673.5082736;-45.120503652039325
1739209673.5082786;-38.13080360867914
1739209673.5082834;-26.991370085610722
1739209673.5082884;-38.13080360867914
1739209673.5082934;-38.13080360867914
1739209673.5082982;-35.57807855764607
1739209673.5083032;-38.13080360867914
1739209673.5083082;-33.981070128970906
1739209673.508313;-45.120503652039325
1739209673.508318;-45.120503652039325
1739209673.5083227;-28.58837851428586
1739209673.5083277;-38.13080360867914
1739209673.5083327;-38.13080360867914
1739209673.5083375;-45.120503652039325
1739209673.5083425;-45.120503652039325
1739209673.5083475;-45.120503652039325
1739209673.5083523;-45.120503652039325
1739209673.5083573;-45.120503652039325
1739209673.5083623;-32.816014438256545
1739209673.508367;-33.981070128970906
1739209673.508372;-33.981070128970906
1739209673.508377;-45.120503652039325
1739209673.5083818;-38.13080360867914
1739209673.5083869;-38.13080360867914
1739209673.5083919;-38.13080360867914
1739209673.5083966;-38.13080360867914
1739209673.5084016;-31.141103565318915
1739209673.5084066;-38.13080360867914
1739209673.5084114;-33.981070128970906
1739209673.5084164;-45.120503652039325
1739209673.5084214;-38.13080360867914
1739209673.5084262;-35.57807855764607
1739209673.5084312;-38.13080360867914
1739209673.508436;-45.120503652039325
1739209673.508441;-45.120503652039325
1739209673.508446;-38.13080360867914
1739209673.5084507;-38.13080360867914
1739209673.5084558;-45.120503652039325
1739209673.5084608;-38.13080360867914
1739209673.5084655;-38.13080360867914
1739209673.5084705;-38.13080360867914
1739209673.5084755;-45.120503652039325
1739209673.5084803;-33.981070128970906
1739209673.5084853;-32.816014438256545
1739209673.5084903;-33.981070128970906
1739209673.508495;-45.120503652039325
1739209673.5085;-45.120503652039325
1739209673.508505;-35.57807855764607
1739209673.5085099;-38.13080360867914
1739209673.508515;-45.120503652039325
1739209673.50852;-45.120503652039325
1739209673.5085247;-45.120503652039325
1739209673.5085297;-45.120503652039325
1739209673.5085347;-38.13080360867914
1739209673.5085394;-38.13080360867914
1739209673.5085444;-38.13080360867914
1739209673.5085492;-45.120503652039325
1739209673.5085542;-45.120503652039325
1739209673.5085592;-45.120503652039325
1739209673.508564;-38.13080360867914
1739209673.508569;-38.13080360867914
1739209673.508574;-45.120503652039325
1739209673.5085788;-45.120503652039325
1739209673.5085838;-38.13080360867914
1739209673.5085888;-45.120503652039325
1739209673.5085936;-45.120503652039325
1739209673.5085986;-33.981070128970906
1739209673.5086036;-38.13080360867914
1739209673.5086083;-45.120503652039325
1739209673.5086133;-45.120503652039325
1739209673.5086184;-38.13080360867914
1739209673.5086231;-45.120503652039325
1739209673.5086281;-38.13080360867914
1739209673.5086331;-45.120503652039325
1739209673.508638;-45.120503652039325
1739209673.508643;-38.13080360867914
1739209673.508648;-35.57807855764607
1739209673.5086527;-45.120503652039325
1739209673.5086577;-38.13080360867914
1739209673.5086625;-35.57807855764607
1739209673.5086675;-38.13080360867914
1739209673.5086725;-38.13080360867914
1739209673.5086772;-35.57807855764607
1739209673.5086823;-38.13080360867914
1739209673.5086873;-45.120503652039325
1739209673.508692;-45.120503652039325
1739209673.508697;-45.120503652039325
1739209673.508702;-45.120503652039325
1739209673.5087068;-45.120503652039325
1739209673.5087118;-38.13080360867914
1739209673.5087168;-38.13080360867914
1739209673.5087216;-38.13080360867914
1739209673.5087266;-45.120503652039325
1739209673.5087316;-45.120503652039325
1739209673.5087364;-45.120503652039325
1739209673.5087414;-45.120503652039325
1739209673.5087464;-45.120503652039325
1739209673.5087512;-45.120503652039325
1739209673.5087562;-45.120503652039325
1739209673.5087612;-45.120503652039325
1739209673.508766;-38.13080360867914
1739209673.508771;-38.13080360867914
1739209673.5087757;-38.13080360867914
1739209673.5087807;-38.13080360867914
1739209673.5087857;-35.57807855764607
1739209673.5087905;-38.13080360867914
1739209673.5087955;-45.120503652039325
1739209673.5088005;-45.120503652039325
1739209673.5088053;-38.13080360867914
1739209673.5088103;-35.57807855764607
1739209673.5088153;-38.13080360867914
1739209673.50882;-38.13080360867914
1739209673.508825;-45.120503652039325
1739209673.50883;-45.120503652039325
1739209673.5088348;-45.120503652039325
1739209673.5088398;-38.13080360867914
1739209673.5088449;-35.57807855764607
1739209673.5088496;-45.120503652039325
1739209673.5088546;-45.120503652039325
1739209673.5088596;-38.13080360867914
1739209673.5088644;-35.57807855764607
1739209673.5088694;-45.120503652039325
1739209673.5088744;-38.13080360867914
1739209673.5088792;-38.13080360867914
1739209673.5088842;-45.120503652039325
1739209673.5088892;-45.120503652039325
1739209673.508894;-38.13080360867914
1739209673.508899;-45.120503652039325
1739209673.5089037;-38.13080360867914
1739209673.5089087;-45.120503652039325
1739209673.5089138;-45.120503652039325
1739209673.5089185;-45.120503652039325
1739209673.5089235;-38.13080360867914
1739209673.5089285;-45.120503652039325
1739209673.5089333;-45.120503652039325
1739209673.5089383;-31.141103565318893
1739209673.5089433;-38.13080360867914
1739209673.508948;-45.120503652039325
1739209673.508953;-45.120503652039325
1739209673.508958;-38.13080360867914
1739209673.5089629;-38.13080360867914
1739209673.5089679;-45.120503652039325
1739209673.508973;-45.120503652039325
1739209673.5089777;-45.120503652039325
1739209673.5089827;-45.120503652039325
1739209673.5089877;-45.120503652039325
1739209673.5089924;-45.120503652039325
1739209673.5089974;-45.120503652039325
1739209673.5090024;-45.120503652039325
1739209673.5090072;-45.120503652039325
1739209673.5090122;-38.13080360867914
1739209673.509017;-32.816014438256545
1739209673.509022;-38.13080360867914
1739209673.509027;-45.120503652039325
1739209673.5090318;-38.13080360867914
1739209673.5090368;-35.57807855764607
1739209673.5090418;-31.141103565318915
1739209673.5090466;-45.120503652039325
1739209673.5090516;-35.57807855764607
1739209673.5090566;-35.57807855764607
1739209673.5090613;-45.120503652039325
1739209673.5090663;-45.120503652039325
1739209673.5090714;-38.13080360867914
1739209673.509076;-33.981070128970906
1739209673.5090811;-31.14110356531892
1739209673.5090861;-45.120503652039325
1739209673.509091;-45.120503652039325
1739209673.509096;-45.120503652039325
1739209673.509101;-45.120503652039325
1739209673.5091057;-45.120503652039325
1739209673.5091107;-35.57807855764607
1739209673.5091157;-38.13080360867914
1739209673.5091205;-28.992665084841942
1739209673.5091255;-45.120503652039325
1739209673.5091302;-33.981070128970906
1739209673.5091352;-35.57807855764607
1739209673.5091403;-33.981070128970906
1739209673.509145;-45.120503652039325
1739209673.50915;-38.13080360867914
1739209673.509155;-45.120503652039325
1739209673.5091598;-38.13080360867914
1739209673.5091648;-38.13080360867914
1739209673.5091698;-38.13080360867914
1739209673.5091746;-38.13080360867914
1739209673.5091796;-45.120503652039325
1739209673.5091846;-45.120503652039325
1739209673.5091894;-38.13080360867914
1739209673.5091944;-38.13080360867914
1739209673.5091994;-45.120503652039325
1739209673.5092041;-45.120503652039325
1739209673.5092092;-38.13080360867914
1739209673.5092142;-38.13080360867914
1739209673.509219;-45.120503652039325
1739209673.509224;-45.120503652039325
1739209673.509229;-38.13080360867914
1739209673.5092337;-45.120503652039325
1739209673.5092387;-32.816014438256545
1739209673.5092435;-45.120503652039325
1739209673.5092485;-38.13080360867914
1739209673.5092535;-45.120503652039325
1739209673.5092583;-45.120503652039325
1739209673.5092633;-35.57807855764607
1739209673.5092683;-45.120503652039325
1739209673.509273;-45.120503652039325
1739209673.509278;-33.981070128970906
1739209673.509283;-38.13080360867914
1739209673.5092878;-38.13080360867914
1739209673.5092928;-38.13080360867914
1739209673.5092978;-38.13080360867914
1739209673.5093026;-45.120503652039325
1739209673.5093076;-38.13080360867914
1739209673.5093126;-38.13080360867914
1739209673.5093174;-35.57807855764607
1739209673.5093224;-38.13080360867914
1739209673.5093274;-38.13080360867914
1739209673.5093322;-38.13080360867914
1739209673.5093372;-38.13080360867914
1739209673.5093422;-35.57807855764607
1739209673.509347;-38.13080360867914
1739209673.509352;-45.120503652039325
1739209673.5093567;-38.13080360867914
1739209673.5093617;-35.57807855764607
1739209673.5093668;-38.13080360867914
1739209673.5093715;-45.120503652039325
1739209673.5093765;-45.120503652039325
1739209673.5093815;-38.13080360867914
1739209673.5093863;-45.120503652039325
1739209673.5093913;-45.120503652039325
1739209673.5093963;-33.981070128970906
1739209673.509401;-35.57807855764607
1739209673.509406;-38.13080360867914
1739209673.509411;-45.120503652039325
1739209673.5094159;-38.13080360867914
1739209673.5094209;-45.120503652039325
1739209673.5094259;-45.120503652039325
1739209673.5094306;-45.120503652039325
1739209673.5094357;-45.120503652039325
1739209673.5094407;-33.981070128970906
1739209673.5094454;-38.13080360867914
1739209673.5094504;-45.120503652039325
1739209673.5094554;-45.120503652039325
1739209673.5094602;-32.816014438256545
1739209673.5094652;-38.13080360867914
1739209673.50947;-38.13080360867914
1739209673.509475;-30.49652367304973
1739209673.50948;-33.981070128970906
1739209673.5094848;-38.13080360867914
1739209673.5094898;-45.120503652039325
1739209673.5094948;-38.13080360867914
1739209673.5094995;-38.13080360867914
1739209673.5095046;-38.13080360867914
1739209673.5095096;-45.120503652039325
1739209673.5095143;-45.120503652039325
1739209673.5095193;-38.13080360867914
1739209673.5095243;-45.120503652039325
1739209673.509529;-45.120503652039325
1739209673.5095341;-45.120503652039325
1739209673.5095391;-45.120503652039325
1739209673.509544;-45.120503652039325
1739209673.509549;-38.13080360867914
1739209673.509554;-38.13080360867914
1739209673.5095587;-38.13080360867914
1739209673.5095637;-35.57807855764607
1739209673.5095687;-33.981070128970906
1739209673.5095735;-45.120503652039325
1739209673.5095785;-38.13080360867914
1739209673.5095832;-38.13080360867914
1739209673.5095882;-38.13080360867914
1739209673.5095932;-45.120503652039325
1739209673.509598;-45.120503652039325
1739209673.509603;-38.13080360867914
1739209673.509608;-38.13080360867914
1739209673.5096128;-45.120503652039325
1739209673.5096178;-45.120503652039325
1739209673.5096228;-45.120503652039325
1739209673.5096276;-35.57807855764607
1739209673.5096326;-45.120503652039325
1739209673.5096376;-33.981070128970906
1739209673.5096424;-33.981070128970906
1739209673.5096474;-38.13080360867914
1739209673.5096524;-45.120503652039325
1739209673.5096571;-45.120503652039325
1739209673.5096622;-38.13080360867914
1739209673.5096672;-38.13080360867914
1739209673.509672;-38.13080360867914
1739209673.509677;-45.120503652039325
1739209673.509682;-38.13080360867914
1739209673.5096867;-35.57807855764607
1739209673.5096917;-38.13080360867914
1739209673.5096965;-45.120503652039325
1739209673.5097015;-45.120503652039325
1739209673.5097065;-32.816014438256545
1739209673.5097113;-35.57807855764607
1739209673.5097163;-32.816014438256545
1739209673.5097213;-38.13080360867914
1739209673.509726;-38.13080360867914
1739209673.509731;-38.13080360867914
1739209673.509736;-38.13080360867914
1739209673.5097408;-35.57807855764607
1739209673.5097458;-38.13080360867914
1739209673.5097508;-38.13080360867914
1739209673.5097556;-45.120503652039325
1739209673.5097606;-45.120503652039325
1739209673.5097656;-38.13080360867914
1739209673.5097704;-45.120503652039325
1739209673.5097754;-45.120503652039325
1739209673.5097804;-38.13080360867914
1739209673.5097852;-38.13080360867914
1739209673.5097902;-45.120503652039325
1739209673.5097952;-45.120503652039325
1739209673.5098;-38.13080360867914
1739209673.509805;-32.816014438256545
1739209673.5098097;-45.120503652039325
1739209673.5098147;-35.57807855764607
1739209673.5098197;-38.13080360867914
1739209673.5098245;-45.120503652039325
1739209673.5098295;-38.13080360867914
1739209673.5098345;-30.49652367304973
1739209673.5098393;-32.816014438256545
1739209673.5098443;-45.120503652039325
1739209673.5098493;-38.13080360867914
1739209673.509854;-45.120503652039325
1739209673.509859;-45.120503652039325
1739209673.509864;-45.120503652039325
1739209673.5098689;-35.57807855764607
1739209673.5098739;-45.120503652039325
1739209673.5098789;-38.13080360867914
1739209673.5098836;-45.120503652039325
1739209673.5098886;-38.13080360867914
1739209673.5098937;-38.13080360867914
1739209673.5098984;-45.120503652039325
1739209673.5099034;-35.57807855764607
1739209673.5099084;-45.120503652039325
1739209673.5099132;-38.13080360867914
1739209673.5099182;-38.13080360867914
1739209673.509923;-45.120503652039325
1739209673.509928;-45.120503652039325
1739209673.509933;-35.57807855764607
1739209673.5099378;-45.120503652039325
1739209673.5099428;-45.120503652039325
1739209673.5099478;-45.120503652039325
1739209673.5099525;-33.981070128970906
1739209673.5099576;-33.981070128970906
1739209673.5099626;-45.120503652039325
1739209673.5099673;-38.13080360867914
1739209673.5099723;-45.120503652039325
1739209673.5099773;-38.13080360867914
1739209673.509982;-38.13080360867914
1739209673.509987;-38.13080360867914
1739209673.5099921;-38.13080360867914
1739209673.509997;-35.57807855764607
1739209673.510002;-45.120503652039325
1739209673.510007;-45.120503652039325
1739209673.5100117;-45.120503652039325
1739209673.5100167;-45.120503652039325
1739209673.5100217;-38.13080360867914
1739209673.5100265;-38.13080360867914
1739209673.5100315;-33.981070128970906
1739209673.5100362;-27.267205301931607
1739209673.5100412;-45.120503652039325
1739209673.5100462;-38.13080360867914
1739209673.510051;-38.13080360867914
1739209673.510056;-35.57807855764607
1739209673.510061;-38.13080360867914
1739209673.5100658;-45.120503652039325
1739209673.5100708;-32.816014438256545
1739209673.5100758;-38.13080360867914
1739209673.5100806;-45.120503652039325
1739209673.5100856;-45.120503652039325
1739209673.5100906;-45.120503652039325
1739209673.5100954;-38.13080360867914
1739209673.5101004;-45.120503652039325
1739209673.5101054;-45.120503652039325
1739209673.5101101;-45.120503652039325
1739209673.5101151;-33.981070128970906
1739209673.5101202;-45.120503652039325
1739209673.510125;-45.120503652039325
1739209673.51013;-38.13080360867914
1739209673.510135;-38.13080360867914
1739209673.5101397;-45.120503652039325
1739209673.5101447;-38.13080360867914
1739209673.5101495;-45.120503652039325
1739209673.5101545;-45.120503652039325
1739209673.5101595;-45.120503652039325
1739209673.5101643;-38.13080360867914
1739209673.5101693;-45.120503652039325
1739209673.5101743;-45.120503652039325
1739209673.510179;-35.57807855764607
1739209673.510184;-38.13080360867914
1739209673.510189;-45.120503652039325
1739209673.5101938;-33.981070128970906
1739209673.5101988;-38.13080360867914
1739209673.5102038;-45.120503652039325
1739209673.5102086;-45.120503652039325
1739209673.5102136;-38.13080360867914
1739209673.5102186;-45.120503652039325
1739209673.5102234;-45.120503652039325
1739209673.5102284;-45.120503652039325
1739209673.5102334;-45.120503652039325
1739209673.5102382;-32.816014438256545
1739209673.5102432;-38.13080360867914
1739209673.5102482;-45.120503652039325
1739209673.510253;-38.13080360867914
1739209673.510258;-32.816014438256545
1739209673.510263;-45.120503652039325
1739209673.5102677;-45.120503652039325
1739209673.5102727;-38.13080360867914
1739209673.5102775;-38.13080360867914
1739209673.5102825;-45.120503652039325
1739209673.5102875;-45.120503652039325
1739209673.5102923;-38.13080360867914
1739209673.5102973;-45.120503652039325
1739209673.5103023;-45.120503652039325
1739209673.510307;-45.120503652039325
1739209673.510312;-45.120503652039325
1739209673.510317;-45.120503652039325
1739209673.5103219;-45.120503652039325
1739209673.5103269;-45.120503652039325
1739209673.5103319;-38.13080360867914
1739209673.5103366;-38.13080360867914
1739209673.5103416;-45.120503652039325
1739209673.5103467;-45.120503652039325
1739209673.5103514;-38.13080360867914
1739209673.5103564;-35.57807855764607
1739209673.5103614;-38.13080360867914
1739209673.5103662;-45.120503652039325
1739209673.5103712;-45.120503652039325
1739209673.5103762;-38.13080360867914
1739209673.510381;-38.13080360867914
1739209673.510386;-45.120503652039325
1739209673.5103908;-38.13080360867914
1739209673.5103958;-45.120503652039325
1739209673.5104008;-38.13080360867914
1739209673.5104055;-38.13080360867914
1739209673.5104105;-38.13080360867914
1739209673.5104156;-45.120503652039325
1739209673.5104203;-38.13080360867914
1739209673.5104253;-35.57807855764607
1739209673.5104303;-38.13080360867914
1739209673.510435;-35.57807855764607
1739209673.51044;-45.120503652039325
1739209673.510445;-38.13080360867914
1739209673.51045;-45.120503652039325
1739209673.510455;-45.120503652039325
1739209673.51046;-38.13080360867914
1739209673.5104647;-45.120503652039325
1739209673.5104697;-38.13080360867914
1739209673.5104747;-45.120503652039325
1739209673.5104795;-38.13080360867914
1739209673.5104845;-35.57807855764607
1739209673.5104895;-45.120503652039325
1739209673.5104942;-45.120503652039325
1739209673.5104992;-45.120503652039325
1739209673.510504;-45.120503652039325
1739209673.510509;-38.13080360867914
1739209673.510514;-35.57807855764607
1739209673.5105188;-45.120503652039325
1739209673.5105238;-45.120503652039325
1739209673.5105288;-38.13080360867914
1739209673.5105336;-38.13080360867914
1739209673.5105386;-45.120503652039325
1739209673.5105436;-45.120503652039325
1739209673.5105484;-38.13080360867914
1739209673.5105534;-45.120503652039325
1739209673.5105584;-45.120503652039325
1739209673.5105631;-45.120503652039325
1739209673.5105681;-38.13080360867914
1739209673.5105731;-45.120503652039325
1739209673.510578;-38.13080360867914
1739209673.510583;-35.57807855764607
1739209673.510588;-38.13080360867914
1739209673.5105927;-45.120503652039325
1739209673.5105977;-45.120503652039325
1739209673.5106027;-45.120503652039325
1739209673.5106075;-35.57807855764607
1739209673.5106125;-38.13080360867914
1739209673.5106173;-45.120503652039325
1739209673.5106223;-45.120503652039325
1739209673.5106273;-45.120503652039325
1739209673.510632;-30.49652367304973
1739209673.510637;-33.981070128970906
1739209673.510642;-45.120503652039325
1739209673.5106468;-45.120503652039325
1739209673.5106518;-45.120503652039325
1739209673.5106568;-38.13080360867914
1739209673.5106616;-45.120503652039325
1739209673.5106666;-35.57807855764607
1739209673.5106716;-38.13080360867914
1739209673.5106764;-45.120503652039325
1739209673.5106814;-38.13080360867914
1739209673.5106864;-38.13080360867914
1739209673.5106912;-45.120503652039325
1739209673.5106962;-45.120503652039325
1739209673.5107012;-45.120503652039325
1739209673.510706;-45.120503652039325
1739209673.510711;-28.58837851428586
1739209673.510716;-32.816014438256545
1739209673.5107207;-45.120503652039325
1739209673.5107257;-38.13080360867914
1739209673.5107305;-32.816014438256545
1739209673.5107355;-33.981070128970906
1739209673.5107405;-38.13080360867914
1739209673.5107453;-45.120503652039325
1739209673.5107503;-45.120503652039325
1739209673.5107553;-45.120503652039325
1739209673.51076;-45.120503652039325
1739209673.510765;-38.13080360867914
1739209673.51077;-38.13080360867914
1739209673.5107749;-35.57807855764607
1739209673.5107799;-38.13080360867914
1739209673.5107849;-45.120503652039325
1739209673.5107896;-45.120503652039325
1739209673.5107946;-45.120503652039325
1739209673.5107996;-45.120503652039325
1739209673.5108044;-38.13080360867914
1739209673.5108094;-38.13080360867914
1739209673.5108144;-45.120503652039325
1739209673.5108192;-45.120503652039325
1739209673.5108242;-38.13080360867914
1739209673.5108292;-45.120503652039325
1739209673.510834;-45.120503652039325
1739209673.510839;-45.120503652039325
1739209673.5108438;-45.120503652039325
1739209673.5108488;-45.120503652039325
1739209673.5108538;-45.120503652039325
1739209673.5108585;-45.120503652039325
1739209673.5108635;-45.120503652039325
