CAN Message; 0x1bb:00003fa9594ed0a9
Timestamp;Amplitude
1739209649.9233541;-45.120503652039325
1739209649.9233577;-45.120503652039325
1739209649.923361;-33.981070128970906
1739209649.9233646;-30.49652367304973
1739209649.923368;-45.120503652039325
1739209649.9233716;-45.120503652039325
1739209649.923375;-35.57807855764607
1739209649.9233785;-35.57807855764607
1739209649.9233818;-38.13080360867914
1739209649.9233854;-45.120503652039325
1739209649.9233887;-45.120503652039325
1739209649.9233923;-38.13080360867914
1739209649.9233956;-35.57807855764607
1739209649.9233992;-45.120503652039325
1739209649.9234025;-45.120503652039325
1739209649.9234061;-45.120503652039325
1739209649.9234095;-45.120503652039325
1739209649.923413;-45.120503652039325
1739209649.9234164;-38.13080360867914
1739209649.92342;-32.816014438256545
1739209649.9234233;-45.120503652039325
1739209649.9234269;-38.13080360867914
1739209649.9234302;-38.13080360867914
1739209649.9234338;-35.57807855764607
1739209649.923437;-38.13080360867914
1739209649.9234407;-38.13080360867914
1739209649.923444;-45.120503652039325
1739209649.9234476;-45.120503652039325
1739209649.923451;-45.120503652039325
1739209649.9234545;-38.13080360867914
1739209649.9234579;-38.13080360867914
1739209649.9234614;-45.120503652039325
1739209649.9234648;-33.981070128970906
1739209649.9234684;-45.120503652039325
1739209649.9234717;-35.57807855764607
1739209649.9234753;-32.816014438256545
1739209649.9234786;-45.120503652039325
1739209649.9234822;-45.120503652039325
1739209649.9234855;-38.13080360867914
1739209649.923489;-38.13080360867914
1739209649.9234924;-38.13080360867914
1739209649.923496;-45.120503652039325
1739209649.9234993;-45.120503652039325
1739209649.923503;-45.120503652039325
1739209649.9235063;-38.13080360867914
1739209649.9235098;-35.57807855764607
1739209649.9235132;-45.120503652039325
1739209649.9235168;-45.120503652039325
1739209649.92352;-38.13080360867914
1739209649.9235237;-45.120503652039325
1739209649.923527;-38.13080360867914
1739209649.9235306;-35.57807855764607
1739209649.923534;-35.57807855764607
1739209649.9235375;-45.120503652039325
1739209649.9235408;-38.13080360867914
1739209649.9235444;-33.981070128970906
1739209649.9235477;-45.120503652039325
1739209649.9235513;-45.120503652039325
1739209649.9235547;-45.120503652039325
1739209649.9235582;-38.13080360867914
1739209649.9235616;-38.13080360867914
1739209649.9235651;-38.13080360867914
1739209649.9235685;-38.13080360867914
1739209649.923572;-45.120503652039325
1739209649.9235754;-38.13080360867914
1739209649.923579;-38.13080360867914
1739209649.9235823;-33.981070128970906
1739209649.923586;-45.120503652039325
1739209649.9235892;-45.120503652039325
1739209649.9235928;-35.57807855764607
1739209649.9235961;-38.13080360867914
1739209649.9235997;-38.13080360867914
1739209649.923603;-45.120503652039325
1739209649.9236066;-35.57807855764607
1739209649.92361;-35.57807855764607
1739209649.9236135;-35.57807855764607
1739209649.923617;-38.13080360867914
1739209649.9236205;-35.57807855764607
1739209649.9236238;-38.13080360867914
1739209649.9236274;-45.120503652039325
1739209649.9236307;-38.13080360867914
1739209649.9236343;-38.13080360867914
1739209649.9236376;-45.120503652039325
1739209649.9236412;-45.120503652039325
1739209649.9236445;-45.120503652039325
1739209649.923648;-35.57807855764607
1739209649.9236515;-45.120503652039325
1739209649.923655;-45.120503652039325
1739209649.9236584;-45.120503652039325
1739209649.923662;-35.57807855764607
1739209649.9236653;-45.120503652039325
1739209649.9236689;-29.438486411369333
1739209649.9236722;-32.816014438256545
1739209649.9236758;-45.120503652039325
1739209649.923679;-45.120503652039325
1739209649.9236827;-45.120503652039325
1739209649.923686;-45.120503652039325
1739209649.9236896;-45.120503652039325
1739209649.923693;-38.13080360867914
1739209649.9236965;-45.120503652039325
1739209649.9236999;-38.13080360867914
1739209649.9237034;-38.13080360867914
1739209649.9237068;-45.120503652039325
1739209649.9237103;-45.120503652039325
1739209649.9237137;-38.13080360867914
1739209649.9237173;-45.120503652039325
1739209649.9237206;-38.13080360867914
1739209649.9237242;-27.8777449560314
1739209649.9237275;-33.981070128970906
1739209649.923731;-45.120503652039325
1739209649.9237344;-38.13080360867914
1739209649.923738;-35.57807855764607
1739209649.9237413;-38.13080360867914
1739209649.923745;-45.120503652039325
1739209649.9237483;-38.13080360867914
1739209649.9237518;-38.13080360867914
1739209649.9237552;-45.120503652039325
1739209649.9237587;-38.13080360867914
1739209649.923762;-45.120503652039325
1739209649.9237657;-35.57807855764607
1739209649.923769;-38.13080360867914
1739209649.9237726;-45.120503652039325
1739209649.923776;-38.13080360867914
1739209649.9237795;-30.49652367304973
1739209649.9237828;-28.992665084841942
1739209649.9237864;-45.120503652039325
1739209649.9237897;-38.13080360867914
1739209649.9237933;-38.13080360867914
1739209649.9237967;-33.981070128970906
1739209649.9238002;-45.120503652039325
1739209649.9238036;-45.120503652039325
1739209649.9238071;-38.13080360867914
1739209649.9238105;-35.57807855764607
1739209649.923814;-45.120503652039325
1739209649.9238174;-45.120503652039325
1739209649.923821;-45.120503652039325
1739209649.9238243;-45.120503652039325
1739209649.923828;-45.120503652039325
1739209649.9238312;-45.120503652039325
1739209649.9238348;-31.141103565318915
1739209649.9238381;-27.267205301931607
1739209649.9238417;-45.120503652039325
1739209649.923845;-38.13080360867914
1739209649.9238486;-35.57807855764607
1739209649.923852;-33.981070128970906
1739209649.9238555;-45.120503652039325
1739209649.923859;-35.57807855764607
1739209649.9238625;-33.981070128970906
1739209649.9238658;-38.13080360867914
1739209649.9238694;-45.120503652039325
1739209649.9238727;-38.13080360867914
1739209649.9238763;-38.13080360867914
1739209649.9238796;-45.120503652039325
1739209649.9238832;-45.120503652039325
1739209649.9238865;-38.13080360867914
1739209649.92389;-38.13080360867914
1739209649.9238935;-38.13080360867914
1739209649.923897;-45.120503652039325
1739209649.9239004;-38.13080360867914
1739209649.923904;-35.57807855764607
1739209649.9239073;-33.981070128970906
1739209649.9239109;-45.120503652039325
1739209649.9239142;-45.120503652039325
1739209649.9239178;-38.13080360867914
1739209649.923921;-38.13080360867914
1739209649.9239247;-45.120503652039325
1739209649.923928;-38.13080360867914
1739209649.9239316;-35.57807855764607
1739209649.923935;-38.13080360867914
1739209649.9239385;-45.120503652039325
1739209649.9239419;-45.120503652039325
1739209649.9239454;-35.57807855764607
1739209649.9239488;-33.981070128970906
1739209649.9239523;-45.120503652039325
1739209649.9239557;-38.13080360867914
1739209649.9239593;-35.57807855764607
1739209649.9239626;-38.13080360867914
1739209649.9239662;-45.120503652039325
1739209649.9239695;-45.120503652039325
1739209649.923973;-32.816014438256545
1739209649.9239764;-33.981070128970906
1739209649.92398;-45.120503652039325
1739209649.9239833;-38.13080360867914
1739209649.923987;-35.57807855764607
1739209649.9239902;-38.13080360867914
1739209649.9239938;-45.120503652039325
1739209649.9239972;-38.13080360867914
1739209649.9240007;-35.57807855764607
1739209649.924004;-33.981070128970906
1739209649.9240077;-45.120503652039325
1739209649.924011;-38.13080360867914
1739209649.9240146;-38.13080360867914
1739209649.924018;-38.13080360867914
1739209649.9240215;-45.120503652039325
1739209649.9240248;-38.13080360867914
1739209649.9240284;-38.13080360867914
1739209649.9240317;-32.816014438256545
1739209649.9240353;-38.13080360867914
1739209649.9240386;-33.981070128970906
1739209649.9240422;-45.120503652039325
1739209649.9240456;-38.13080360867914
1739209649.9240491;-45.120503652039325
1739209649.9240525;-38.13080360867914
1739209649.924056;-38.13080360867914
1739209649.9240594;-28.992665084841942
1739209649.924063;-33.981070128970906
1739209649.9240663;-45.120503652039325
1739209649.92407;-35.57807855764607
1739209649.9240732;-38.13080360867914
1739209649.9240768;-45.120503652039325
1739209649.9240801;-45.120503652039325
1739209649.9240837;-32.816014438256545
1739209649.924087;-35.57807855764607
1739209649.9240906;-38.13080360867914
1739209649.924094;-38.13080360867914
1739209649.9240975;-45.120503652039325
1739209649.9241009;-45.120503652039325
1739209649.9241045;-38.13080360867914
1739209649.9241078;-45.120503652039325
1739209649.9241114;-45.120503652039325
1739209649.9241147;-28.58837851428586
1739209649.9241183;-31.141103565318915
1739209649.9241216;-45.120503652039325
1739209649.9241252;-35.57807855764607
1739209649.9241285;-35.57807855764607
1739209649.924132;-38.13080360867914
1739209649.9241354;-45.120503652039325
1739209649.924139;-45.120503652039325
1739209649.9241424;-45.120503652039325
1739209649.924146;-45.120503652039325
1739209649.9241493;-38.13080360867914
1739209649.9241529;-45.120503652039325
1739209649.9241562;-45.120503652039325
1739209649.9241598;-38.13080360867914
1739209649.924163;-33.981070128970906
1739209649.9241667;-45.120503652039325
1739209649.92417;-30.49652367304973
1739209649.9241736;-28.58837851428586
1739209649.924177;-45.120503652039325
1739209649.9241805;-35.57807855764607
1739209649.9241838;-32.816014438256545
1739209649.9241874;-38.13080360867914
1739209649.9241908;-45.120503652039325
1739209649.9241943;-45.120503652039325
1739209649.9241977;-45.120503652039325
1739209649.9242013;-45.120503652039325
1739209649.9242046;-38.13080360867914
1739209649.9242082;-45.120503652039325
1739209649.9242115;-38.13080360867914
1739209649.924215;-35.57807855764607
1739209649.9242184;-38.13080360867914
1739209649.924222;-45.120503652039325
1739209649.9242253;-45.120503652039325
1739209649.924229;-45.120503652039325
1739209649.9242322;-45.120503652039325
1739209649.9242358;-38.13080360867914
1739209649.9242392;-45.120503652039325
1739209649.9242427;-38.13080360867914
1739209649.924246;-38.13080360867914
1739209649.9242496;-45.120503652039325
1739209649.924253;-33.981070128970906
1739209649.9242566;-32.816014438256545
1739209649.92426;-45.120503652039325
1739209649.9242635;-45.120503652039325
1739209649.9242668;-38.13080360867914
1739209649.9242704;-35.57807855764607
1739209649.9242737;-38.13080360867914
1739209649.9242773;-45.120503652039325
1739209649.9242806;-45.120503652039325
1739209649.9242842;-45.120503652039325
1739209649.9242876;-38.13080360867914
1739209649.9242911;-45.120503652039325
1739209649.9242945;-38.13080360867914
1739209649.924298;-35.57807855764607
1739209649.9243014;-35.57807855764607
1739209649.924305;-38.13080360867914
1739209649.9243083;-35.57807855764607
1739209649.9243119;-35.57807855764607
1739209649.9243152;-45.120503652039325
1739209649.9243188;-35.57807855764607
1739209649.9243221;-38.13080360867914
1739209649.9243257;-45.120503652039325
1739209649.924329;-45.120503652039325
1739209649.9243326;-45.120503652039325
1739209649.924336;-35.57807855764607
1739209649.9243395;-45.120503652039325
1739209649.9243429;-45.120503652039325
1739209649.9243464;-38.13080360867914
1739209649.9243498;-45.120503652039325
1739209649.9243534;-45.120503652039325
1739209649.9243567;-38.13080360867914
1739209649.9243603;-45.120503652039325
1739209649.9243636;-38.13080360867914
1739209649.9243672;-31.141103565318893
1739209649.9243705;-33.981070128970906
1739209649.924374;-38.13080360867914
1739209649.9243774;-38.13080360867914
1739209649.924381;-38.13080360867914
1739209649.9243844;-38.13080360867914
1739209649.924388;-35.57807855764607
1739209649.9243913;-38.13080360867914
1739209649.9243948;-45.120503652039325
1739209649.9243982;-38.13080360867914
1739209649.9244018;-35.57807855764607
1739209649.924405;-38.13080360867914
1739209649.9244087;-45.120503652039325
1739209649.924412;-38.13080360867914
1739209649.9244156;-35.57807855764607
1739209649.924419;-45.120503652039325
1739209649.9244225;-35.57807855764607
1739209649.9244258;-38.13080360867914
1739209649.9244294;-45.120503652039325
1739209649.9244328;-38.13080360867914
1739209649.9244363;-45.120503652039325
1739209649.9244397;-33.981070128970906
1739209649.9244432;-35.57807855764607
1739209649.9244466;-38.13080360867914
1739209649.9244502;-45.120503652039325
1739209649.9244535;-38.13080360867914
1739209649.924457;-38.13080360867914
1739209649.9244604;-45.120503652039325
1739209649.924464;-38.13080360867914
1739209649.9244673;-38.13080360867914
1739209649.924471;-35.57807855764607
1739209649.9244742;-38.13080360867914
1739209649.9244778;-45.120503652039325
1739209649.9244812;-45.120503652039325
1739209649.9244847;-45.120503652039325
1739209649.924488;-38.13080360867914
1739209649.9244916;-38.13080360867914
1739209649.924495;-45.120503652039325
1739209649.9244986;-45.120503652039325
1739209649.924502;-45.120503652039325
1739209649.9245055;-45.120503652039325
1739209649.9245088;-38.13080360867914
1739209649.9245124;-45.120503652039325
1739209649.9245157;-45.120503652039325
1739209649.9245193;-38.13080360867914
1739209649.9245226;-35.57807855764607
1739209649.9245262;-45.120503652039325
1739209649.9245296;-45.120503652039325
1739209649.9245331;-45.120503652039325
1739209649.9245365;-33.981070128970906
1739209649.92454;-45.120503652039325
1739209649.9245434;-45.120503652039325
1739209649.924547;-45.120503652039325
1739209649.9245503;-45.120503652039325
1739209649.9245539;-45.120503652039325
1739209649.9245572;-45.120503652039325
1739209649.9245608;-45.120503652039325
1739209649.9245641;-33.981070128970906
1739209649.9245677;-45.120503652039325
1739209649.924571;-38.13080360867914
1739209649.9245746;-35.57807855764607
1739209649.924578;-38.13080360867914
1739209649.9245815;-45.120503652039325
1739209649.9245849;-45.120503652039325
1739209649.9245884;-45.120503652039325
1739209649.9245918;-38.13080360867914
1739209649.9245954;-38.13080360867914
1739209649.9245987;-31.141103565318915
1739209649.9246023;-33.981070128970906
1739209649.9246056;-45.120503652039325
1739209649.9246092;-45.120503652039325
1739209649.9246125;-33.981070128970906
1739209649.924616;-45.120503652039325
1739209649.9246194;-38.13080360867914
1739209649.924623;-45.120503652039325
1739209649.9246264;-38.13080360867914
1739209649.92463;-38.13080360867914
1739209649.9246333;-35.57807855764607
1739209649.9246368;-38.13080360867914
1739209649.9246402;-45.120503652039325
1739209649.9246438;-35.57807855764607
1739209649.924647;-38.13080360867914
1739209649.9246507;-45.120503652039325
1739209649.924654;-38.13080360867914
1739209649.9246576;-35.57807855764607
1739209649.924661;-45.120503652039325
1739209649.9246645;-45.120503652039325
1739209649.9246678;-38.13080360867914
1739209649.9246714;-45.120503652039325
1739209649.9246747;-33.981070128970906
1739209649.9246783;-32.816014438256545
1739209649.9246817;-38.13080360867914
1739209649.9246852;-35.57807855764607
1739209649.9246886;-33.981070128970906
1739209649.9246922;-38.13080360867914
1739209649.9246955;-45.120503652039325
1739209649.924699;-32.816014438256545
1739209649.9247024;-45.120503652039325
1739209649.924706;-45.120503652039325
1739209649.9247093;-38.13080360867914
1739209649.924713;-45.120503652039325
1739209649.9247162;-38.13080360867914
1739209649.9247198;-45.120503652039325
1739209649.9247231;-45.120503652039325
1739209649.9247267;-45.120503652039325
1739209649.92473;-38.13080360867914
1739209649.9247336;-33.981070128970906
1739209649.924737;-45.120503652039325
1739209649.9247406;-45.120503652039325
1739209649.924744;-38.13080360867914
1739209649.9247475;-35.57807855764607
1739209649.9247508;-38.13080360867914
1739209649.9247544;-38.13080360867914
1739209649.9247577;-45.120503652039325
1739209649.9247613;-45.120503652039325
1739209649.9247646;-35.57807855764607
1739209649.9247682;-38.13080360867914
1739209649.9247715;-38.13080360867914
1739209649.9247751;-45.120503652039325
1739209649.9247785;-45.120503652039325
1739209649.924782;-45.120503652039325
1739209649.9247854;-35.57807855764607
1739209649.924789;-35.57807855764607
1739209649.9247923;-45.120503652039325
1739209649.9247959;-45.120503652039325
1739209649.9247992;-38.13080360867914
1739209649.9248028;-38.13080360867914
1739209649.924806;-38.13080360867914
1739209649.9248097;-45.120503652039325
1739209649.924813;-45.120503652039325
1739209649.9248166;-45.120503652039325
1739209649.92482;-45.120503652039325
1739209649.9248235;-45.120503652039325
1739209649.9248269;-45.120503652039325
1739209649.9248304;-45.120503652039325
1739209649.9248338;-38.13080360867914
1739209649.9248374;-38.13080360867914
1739209649.9248407;-38.13080360867914
1739209649.9248443;-32.816014438256545
1739209649.9248476;-38.13080360867914
1739209649.9248512;-45.120503652039325
1739209649.9248545;-45.120503652039325
1739209649.924858;-35.57807855764607
1739209649.9248614;-45.120503652039325
1739209649.924865;-38.13080360867914
1739209649.9248683;-38.13080360867914
1739209649.924872;-45.120503652039325
1739209649.9248753;-38.13080360867914
1739209649.9248788;-45.120503652039325
1739209649.9248822;-38.13080360867914
1739209649.9248857;-45.120503652039325
1739209649.924889;-38.13080360867914
1739209649.9248927;-45.120503652039325
1739209649.924896;-38.13080360867914
1739209649.9248996;-35.57807855764607
1739209649.924903;-38.13080360867914
1739209649.9249065;-45.120503652039325
1739209649.9249098;-45.120503652039325
1739209649.9249134;-32.816014438256545
1739209649.9249167;-38.13080360867914
1739209649.9249203;-45.120503652039325
1739209649.9249237;-45.120503652039325
1739209649.9249272;-45.120503652039325
1739209649.9249306;-45.120503652039325
1739209649.9249341;-45.120503652039325
1739209649.9249375;-38.13080360867914
1739209649.924941;-45.120503652039325
1739209649.9249444;-38.13080360867914
1739209649.924948;-35.57807855764607
1739209649.9249513;-38.13080360867914
1739209649.924955;-32.816014438256545
1739209649.9249582;-31.141103565318915
1739209649.9249618;-38.13080360867914
1739209649.9249651;-38.13080360867914
1739209649.9249687;-32.816014438256545
1739209649.924972;-35.57807855764607
1739209649.9249756;-45.120503652039325
1739209649.924979;-35.57807855764607
1739209649.9249825;-38.13080360867914
1739209649.924986;-45.120503652039325
1739209649.9249895;-45.120503652039325
1739209649.9249928;-45.120503652039325
1739209649.9249964;-45.120503652039325
1739209649.9249997;-38.13080360867914
1739209649.9250033;-45.120503652039325
1739209649.9250066;-45.120503652039325
1739209649.9250102;-45.120503652039325
1739209649.9250135;-45.120503652039325
1739209649.925017;-45.120503652039325
1739209649.9250205;-38.13080360867914
1739209649.925024;-32.816014438256545
1739209649.9250274;-38.13080360867914
1739209649.925031;-45.120503652039325
1739209649.9250343;-38.13080360867914
1739209649.9250379;-32.816014438256545
1739209649.9250412;-38.13080360867914
1739209649.9250448;-45.120503652039325
1739209649.925048;-45.120503652039325
1739209649.9250517;-45.120503652039325
1739209649.925055;-38.13080360867914
1739209649.9250586;-45.120503652039325
1739209649.925062;-38.13080360867914
1739209649.9250655;-38.13080360867914
1739209649.9250689;-45.120503652039325
1739209649.9250724;-45.120503652039325
1739209649.9250758;-45.120503652039325
1739209649.9250793;-35.57807855764607
1739209649.9250827;-38.13080360867914
1739209649.9250863;-45.120503652039325
1739209649.9250896;-38.13080360867914
1739209649.9250932;-28.58837851428586
1739209649.9250965;-28.992665084841942
1739209649.9251;-45.120503652039325
1739209649.9251034;-35.57807855764607
1739209649.925107;-38.13080360867914
1739209649.9251103;-38.13080360867914
1739209649.925114;-45.120503652039325
1739209649.9251173;-38.13080360867914
1739209649.9251208;-33.981070128970906
1739209649.9251242;-38.13080360867914
1739209649.9251275;-45.120503652039325
1739209649.925131;-45.120503652039325
1739209649.9251344;-35.57807855764607
1739209649.925138;-38.13080360867914
1739209649.9251413;-38.13080360867914
1739209649.925145;-38.13080360867914
1739209649.9251482;-32.816014438256545
1739209649.9251518;-28.992665084841942
1739209649.9251552;-45.120503652039325
1739209649.9251587;-38.13080360867914
1739209649.925162;-35.57807855764607
1739209649.9251657;-33.981070128970906
1739209649.925169;-45.120503652039325
1739209649.9251726;-38.13080360867914
1739209649.925176;-38.13080360867914
1739209649.9251795;-32.816014438256545
1739209649.9251828;-45.120503652039325
1739209649.9251864;-38.13080360867914
1739209649.9251897;-38.13080360867914
1739209649.9251933;-45.120503652039325
1739209649.9251966;-35.57807855764607
1739209649.9252002;-38.13080360867914
1739209649.9252036;-33.981070128970906
1739209649.9252071;-27.267205301931607
1739209649.9252105;-45.120503652039325
1739209649.925214;-38.13080360867914
1739209649.9252174;-35.57807855764607
1739209649.925221;-33.981070128970906
1739209649.9252243;-45.120503652039325
1739209649.9252279;-38.13080360867914
1739209649.9252312;-38.13080360867914
1739209649.9252348;-31.141103565318915
1739209649.9252381;-45.120503652039325
1739209649.9252417;-45.120503652039325
1739209649.925245;-35.57807855764607
1739209649.9252486;-45.120503652039325
1739209649.925252;-45.120503652039325
1739209649.9252555;-38.13080360867914
1739209649.9252589;-35.57807855764607
1739209649.9252625;-31.141103565318915
1739209649.9252658;-45.120503652039325
1739209649.9252694;-38.13080360867914
1739209649.9252727;-35.57807855764607
1739209649.9252763;-38.13080360867914
1739209649.9252796;-45.120503652039325
1739209649.9252832;-38.13080360867914
1739209649.9252865;-35.57807855764607
1739209649.92529;-45.120503652039325
1739209649.9252934;-45.120503652039325
1739209649.925297;-45.120503652039325
1739209649.9253004;-38.13080360867914
1739209649.925304;-33.981070128970906
1739209649.9253073;-45.120503652039325
1739209649.9253109;-38.13080360867914
1739209649.9253142;-45.120503652039325
1739209649.9253178;-38.13080360867914
1739209649.925321;-45.120503652039325
1739209649.9253247;-38.13080360867914
1739209649.925328;-45.120503652039325
1739209649.9253316;-38.13080360867914
1739209649.925335;-45.120503652039325
1739209649.9253385;-45.120503652039325
1739209649.9253418;-45.120503652039325
1739209649.9253454;-38.13080360867914
1739209649.9253488;-38.13080360867914
1739209649.9253523;-38.13080360867914
1739209649.9253557;-45.120503652039325
1739209649.9253592;-45.120503652039325
1739209649.9253626;-38.13080360867914
1739209649.9253662;-38.13080360867914
1739209649.9253695;-45.120503652039325
1739209649.925373;-31.141103565318915
1739209649.9253764;-32.816014438256545
1739209649.92538;-38.13080360867914
1739209649.9253833;-45.120503652039325
1739209649.925387;-38.13080360867914
1739209649.9253902;-35.57807855764607
1739209649.9253938;-45.120503652039325
1739209649.9253972;-45.120503652039325
1739209649.9254007;-45.120503652039325
1739209649.925404;-38.13080360867914
1739209649.9254076;-38.13080360867914
1739209649.925411;-45.120503652039325
1739209649.9254146;-45.120503652039325
1739209649.925418;-38.13080360867914
1739209649.9254215;-38.13080360867914
1739209649.9254248;-45.120503652039325
1739209649.9254284;-28.992665084841942
1739209649.9254317;-31.141103565318915
1739209649.9254353;-45.120503652039325
1739209649.9254386;-45.120503652039325
1739209649.9254422;-38.13080360867914
1739209649.9254456;-38.13080360867914
1739209649.9254491;-45.120503652039325
1739209649.9254525;-38.13080360867914
1739209649.925456;-45.120503652039325
1739209649.9254594;-38.13080360867914
1739209649.925463;-38.13080360867914
1739209649.9254663;-45.120503652039325
1739209649.9254699;-45.120503652039325
1739209649.9254732;-38.13080360867914
1739209649.9254768;-35.57807855764607
1739209649.9254801;-45.120503652039325
1739209649.9254837;-31.141103565318893
1739209649.925487;-28.58837851428586
1739209649.9254906;-38.13080360867914
1739209649.925494;-38.13080360867914
1739209649.9254975;-38.13080360867914
1739209649.9255009;-38.13080360867914
1739209649.9255044;-45.120503652039325
1739209649.9255078;-35.57807855764607
1739209649.9255114;-45.120503652039325
1739209649.9255147;-38.13080360867914
1739209649.9255183;-45.120503652039325
1739209649.9255216;-38.13080360867914
1739209649.9255252;-45.120503652039325
1739209649.9255285;-45.120503652039325
1739209649.925532;-38.13080360867914
1739209649.9255354;-45.120503652039325
1739209649.925539;-33.981070128970906
1739209649.9255424;-29.438486411369333
1739209649.925546;-38.13080360867914
1739209649.9255493;-45.120503652039325
1739209649.9255528;-35.57807855764607
1739209649.9255562;-35.57807855764607
1739209649.9255598;-45.120503652039325
1739209649.925563;-32.816014438256545
1739209649.9255667;-45.120503652039325
1739209649.92557;-32.81601443825658
1739209649.9255736;-45.120503652039325
1739209649.925577;-32.816014438256545
1739209649.9255805;-38.13080360867914
1739209649.9255838;-45.120503652039325
1739209649.9255874;-38.13080360867914
1739209649.9255908;-38.13080360867914
1739209649.9255943;-38.13080360867914
1739209649.9255977;-31.141103565318893
1739209649.9256012;-38.13080360867914
1739209649.9256046;-38.13080360867914
1739209649.9256082;-38.13080360867914
1739209649.9256115;-38.13080360867914
1739209649.925615;-38.13080360867914
1739209649.9256184;-35.57807855764607
1739209649.925622;-38.13080360867914
1739209649.9256253;-31.141103565318943
1739209649.925629;-45.120503652039325
1739209649.9256322;-31.141103565318893
1739209649.9256358;-38.13080360867914
1739209649.9256392;-38.13080360867914
1739209649.9256427;-33.981070128970906
1739209649.925646;-32.816014438256545
1739209649.9256496;-33.981070128970906
1739209649.925653;-27.8777449560314
1739209649.9256566;-32.816014438256545
1739209649.92566;-45.120503652039325
1739209649.9256635;-45.120503652039325
1739209649.9256668;-35.57807855764607
1739209649.9256704;-45.120503652039325
1739209649.9256737;-38.13080360867914
1739209649.9256773;-38.13080360867914
1739209649.9256806;-32.81601443825658
1739209649.9256842;-45.120503652039325
1739209649.9256876;-38.13080360867914
1739209649.9256911;-45.120503652039325
1739209649.9256945;-45.120503652039325
1739209649.925698;-38.13080360867914
1739209649.9257014;-33.981070128970906
1739209649.925705;-45.120503652039325
1739209649.9257083;-30.49652367304973
1739209649.9257119;-35.57807855764607
1739209649.9257152;-35.57807855764607
1739209649.9257188;-45.120503652039325
1739209649.9257221;-45.120503652039325
1739209649.9257257;-38.13080360867914
1739209649.925729;-45.120503652039325
1739209649.9257326;-35.57807855764607
1739209649.925736;-38.13080360867914
1739209649.9257395;-45.120503652039325
1739209649.9257429;-35.57807855764607
1739209649.9257464;-38.13080360867914
1739209649.9257498;-45.120503652039325
1739209649.9257534;-35.57807855764607
1739209649.9257567;-38.13080360867914
1739209649.9257603;-45.120503652039325
1739209649.9257636;-28.58837851428586
1739209649.9257672;-31.141103565318915
1739209649.9257705;-45.120503652039325
1739209649.925774;-45.120503652039325
1739209649.9257774;-45.120503652039325
1739209649.925781;-38.13080360867914
1739209649.9257843;-45.120503652039325
1739209649.925788;-38.13080360867914
1739209649.9257913;-45.120503652039325
1739209649.9257948;-45.120503652039325
1739209649.9257982;-38.13080360867914
1739209649.9258018;-45.120503652039325
1739209649.925805;-38.13080360867914
1739209649.9258087;-45.120503652039325
1739209649.925812;-45.120503652039325
1739209649.9258156;-45.120503652039325
1739209649.925819;-33.981070128970906
1739209649.9258225;-33.981070128970906
1739209649.9258258;-38.13080360867914
1739209649.9258294;-45.120503652039325
1739209649.9258327;-38.13080360867914
1739209649.9258363;-35.57807855764607
1739209649.9258397;-45.120503652039325
1739209649.9258432;-38.13080360867914
1739209649.9258466;-38.13080360867914
1739209649.9258502;-38.13080360867914
1739209649.9258535;-38.13080360867914
1739209649.925857;-45.120503652039325
1739209649.9258604;-45.120503652039325
1739209649.925864;-38.13080360867914
1739209649.9258673;-38.13080360867914
1739209649.925871;-38.13080360867914
1739209649.9258742;-45.120503652039325
1739209649.9258778;-45.120503652039325
