CAN Message; 0x1b8:0300f3573889a4f6
1739209883.186638;-38.13080360867914
1739209883.1866398;-38.13080360867914
1739209883.1866415;-38.13080360867914
1739209883.1866434;-38.13080360867914
1739209883.186645;-33.981070128970906
1739209883.1866467;-45.120503652039325
1739209883.1866484;-38.13080360867914
1739209883.1866503;-35.57807855764607
1739209883.186652;-38.13080360867914
1739209883.1866536;-45.120503652039325
1739209883.1866553;-38.13080360867914
1739209883.1866572;-45.120503652039325
1739209883.1866589;-38.13080360867914
1739209883.1866605;-45.120503652039325
1739209883.1866622;-33.981070128970906
1739209883.186664;-33.981070128970906
1739209883.1866658;-31.141103565318915
1739209883.1866674;-38.13080360867914
1739209883.186669;-38.13080360867914
1739209883.186671;-38.13080360867914
1739209883.1866727;-38.13080360867914
1739209883.1866744;-38.13080360867914
1739209883.186676;-45.120503652039325
1739209883.186678;-33.981070128970906
1739209883.1866796;-45.120503652039325
1739209883.1866813;-45.120503652039325
1739209883.186683;-38.13080360867914
1739209883.1866848;-38.13080360867914
1739209883.1866865;-38.13080360867914
1739209883.1866882;-45.120503652039325
1739209883.1866899;-45.120503652039325
1739209883.1866918;-33.981070128970906
1739209883.1866934;-33.981070128970906
1739209883.186695;-45.120503652039325
1739209883.1866968;-45.120503652039325
1739209883.1866987;-45.120503652039325
1739209883.1867003;-33.981070128970906
1739209883.186702;-45.120503652039325
1739209883.1867037;-35.57807855764607
1739209883.1867056;-38.13080360867914
1739209883.1867073;-45.120503652039325
1739209883.186709;-38.13080360867914
1739209883.1867106;-38.13080360867914
1739209883.1867125;-38.13080360867914
1739209883.1867142;-27.267205301931607
1739209883.1867158;-35.57807855764607
1739209883.1867175;-45.120503652039325
1739209883.1867194;-45.120503652039325
1739209883.186721;-38.13080360867914
1739209883.1867228;-45.120503652039325
1739209883.1867244;-45.120503652039325
1739209883.1867263;-45.120503652039325
1739209883.186728;-32.816014438256545
1739209883.1867297;-45.120503652039325
1739209883.1867313;-45.120503652039325
1739209883.1867332;-45.120503652039325
1739209883.186735;-38.13080360867914
1739209883.1867366;-35.57807855764607
1739209883.1867383;-38.13080360867914
1739209883.1867402;-38.13080360867914
1739209883.1867418;-38.13080360867914
1739209883.1867435;-45.120503652039325
1739209883.1867452;-45.120503652039325
1739209883.186747;-45.120503652039325
1739209883.1867487;-38.13080360867914
1739209883.1867504;-38.13080360867914
1739209883.1867523;-45.120503652039325
1739209883.186754;-45.120503652039325
1739209883.1867557;-33.981070128970906
1739209883.1867573;-38.13080360867914
1739209883.1867592;-45.120503652039325
1739209883.186761;-38.13080360867914
1739209883.1867626;-38.13080360867914
1739209883.1867642;-45.120503652039325
1739209883.1867661;-45.120503652039325
1739209883.1867678;-38.13080360867914
1739209883.1867695;-45.120503652039325
1739209883.1867712;-45.120503652039325
1739209883.186773;-33.981070128970906
1739209883.1867747;-38.13080360867914
1739209883.1867764;-38.13080360867914
1739209883.186778;-38.13080360867914
1739209883.18678;-38.13080360867914
1739209883.1867816;-45.120503652039325
1739209883.1867833;-27.267205301931607
1739209883.186785;-33.981070128970906
1739209883.186787;-45.120503652039325
1739209883.1867886;-45.120503652039325
1739209883.1867902;-38.13080360867914
1739209883.186792;-45.120503652039325
1739209883.1867938;-45.120503652039325
1739209883.1867955;-45.120503652039325
1739209883.1867971;-38.13080360867914
1739209883.1867988;-45.120503652039325
1739209883.1868007;-38.13080360867914
1739209883.1868024;-45.120503652039325
1739209883.186804;-38.13080360867914
1739209883.1868057;-45.120503652039325
1739209883.1868076;-38.13080360867914
1739209883.1868093;-45.120503652039325
1739209883.186811;-30.49652367304973
1739209883.1868126;-33.981070128970906
1739209883.1868145;-38.13080360867914
1739209883.1868162;-35.57807855764607
1739209883.186818;-38.13080360867914
1739209883.1868196;-45.120503652039325
1739209883.1868215;-38.13080360867914
1739209883.1868231;-32.816014438256545
1739209883.1868248;-45.120503652039325
1739209883.1868265;-45.120503652039325
1739209883.1868284;-38.13080360867914
1739209883.18683;-45.120503652039325
1739209883.1868317;-45.120503652039325
1739209883.1868334;-45.120503652039325
1739209883.1868353;-45.120503652039325
1739209883.186837;-38.13080360867914
1739209883.1868386;-45.120503652039325
1739209883.1868403;-45.120503652039325
1739209883.1868422;-32.816014438256545
1739209883.1868439;-35.57807855764607
1739209883.1868455;-45.120503652039325
1739209883.1868472;-45.120503652039325
1739209883.186849;-32.816014438256545
1739209883.1868508;-45.120503652039325
1739209883.1868525;-32.816014438256545
1739209883.1868541;-38.13080360867914
1739209883.186856;-38.13080360867914
1739209883.1868577;-35.57807855764607
1739209883.1868594;-33.981070128970906
1739209883.1868613;-38.13080360867914
1739209883.186863;-45.120503652039325
1739209883.1868646;-38.13080360867914
1739209883.1868663;-45.120503652039325
1739209883.1868682;-45.120503652039325
1739209883.1868699;-38.13080360867914
1739209883.1868715;-38.13080360867914
1739209883.1868732;-45.120503652039325
1739209883.186875;-38.13080360867914
1739209883.1868768;-33.981070128970906
1739209883.1868784;-38.13080360867914
1739209883.18688;-38.13080360867914
1739209883.186882;-45.120503652039325
1739209883.1868837;-38.13080360867914
1739209883.1868854;-38.13080360867914
1739209883.186887;-38.13080360867914
1739209883.186889;-45.120503652039325
1739209883.1868906;-45.120503652039325
1739209883.1868923;-45.120503652039325
1739209883.186894;-45.120503652039325
1739209883.1868958;-45.120503652039325
1739209883.1868975;-38.13080360867914
1739209883.1868992;-35.57807855764607
1739209883.1869009;-45.120503652039325
1739209883.1869028;-38.13080360867914
1739209883.1869044;-45.120503652039325
1739209883.186906;-38.13080360867914
1739209883.1869078;-45.120503652039325
1739209883.1869097;-31.141103565318915
1739209883.1869113;-38.13080360867914
1739209883.186913;-45.120503652039325
1739209883.1869147;-38.13080360867914
1739209883.1869166;-45.120503652039325
1739209883.1869183;-33.981070128970906
1739209883.18692;-45.120503652039325
1739209883.1869216;-38.13080360867914
1739209883.1869235;-38.13080360867914
1739209883.1869252;-45.120503652039325
1739209883.1869268;-45.120503652039325
1739209883.1869285;-45.120503652039325
1739209883.1869304;-32.816014438256545
1739209883.186932;-38.13080360867914
1739209883.1869338;-45.120503652039325
1739209883.1869354;-38.13080360867914
1739209883.1869373;-33.981070128970906
1739209883.186939;-31.141103565318915
1739209883.1869407;-45.120503652039325
1739209883.1869423;-38.13080360867914
1739209883.1869442;-35.57807855764607
1739209883.186946;-38.13080360867914
1739209883.1869476;-45.120503652039325
1739209883.1869493;-45.120503652039325
1739209883.1869512;-45.120503652039325
1739209883.1869528;-45.120503652039325
1739209883.1869545;-45.120503652039325
1739209883.1869562;-45.120503652039325
1739209883.186958;-38.13080360867914
1739209883.1869597;-45.120503652039325
1739209883.1869614;-45.120503652039325
1739209883.186963;-45.120503652039325
1739209883.186965;-45.120503652039325
1739209883.1869667;-45.120503652039325
1739209883.1869683;-45.120503652039325
1739209883.1869702;-38.13080360867914
1739209883.186972;-38.13080360867914
1739209883.1869736;-35.57807855764607
1739209883.1869752;-38.13080360867914
1739209883.1869771;-38.13080360867914
1739209883.1869788;-38.13080360867914
1739209883.1869805;-33.981070128970906
1739209883.1869822;-45.120503652039325
1739209883.186984;-45.120503652039325
1739209883.1869857;-45.120503652039325
1739209883.1869874;-45.120503652039325
1739209883.186989;-45.120503652039325
1739209883.186991;-38.13080360867914
1739209883.1869926;-38.13080360867914
1739209883.1869943;-30.49652367304973
1739209883.186996;-38.13080360867914
1739209883.186998;-45.120503652039325
1739209883.1869996;-45.120503652039325
1739209883.1870012;-33.981070128970906
1739209883.187003;-45.120503652039325
1739209883.1870048;-45.120503652039325
1739209883.1870065;-33.981070128970906
1739209883.1870081;-30.49652367304973
1739209883.1870098;-38.13080360867914
1739209883.1870117;-38.13080360867914
1739209883.1870134;-38.13080360867914
1739209883.187015;-38.13080360867914
1739209883.1870167;-45.120503652039325
1739209883.1870186;-38.13080360867914
1739209883.1870203;-38.13080360867914
1739209883.187022;-28.992665084841942
1739209883.1870236;-35.57807855764607
1739209883.1870255;-38.13080360867914
1739209883.1870272;-38.13080360867914
1739209883.187029;-45.120503652039325
1739209883.1870306;-45.120503652039325
1739209883.1870325;-45.120503652039325
1739209883.1870341;-45.120503652039325
1739209883.1870358;-38.13080360867914
1739209883.1870375;-38.13080360867914
1739209883.1870394;-38.13080360867914
1739209883.187041;-45.120503652039325
1739209883.1870427;-38.13080360867914
1739209883.1870444;-45.120503652039325
1739209883.1870463;-38.13080360867914
1739209883.187048;-45.120503652039325
1739209883.1870496;-38.13080360867914
1739209883.1870513;-32.816014438256545
1739209883.1870532;-45.120503652039325
1739209883.1870549;-45.120503652039325
1739209883.1870565;-38.13080360867914
1739209883.1870582;-35.57807855764607
1739209883.18706;-38.13080360867914
1739209883.1870618;-45.120503652039325
1739209883.1870635;-27.267205301931607
1739209883.1870651;-35.57807855764607
1739209883.187067;-38.13080360867914
1739209883.1870687;-45.120503652039325
1739209883.1870704;-33.981070128970906
1739209883.187072;-45.120503652039325
1739209883.187074;-45.120503652039325
1739209883.1870756;-45.120503652039325
1739209883.1870773;-38.13080360867914
1739209883.1870792;-45.120503652039325
1739209883.1870809;-38.13080360867914
1739209883.1870825;-45.120503652039325
1739209883.1870842;-38.13080360867914
1739209883.187086;-35.57807855764607
1739209883.1870878;-38.13080360867914
1739209883.1870894;-45.120503652039325
1739209883.187091;-31.141103565318915
1739209883.187093;-38.13080360867914
1739209883.1870947;-45.120503652039325
1739209883.1870964;-38.13080360867914
1739209883.187098;-45.120503652039325
1739209883.1871;-45.120503652039325
1739209883.1871016;-33.981070128970906
1739209883.1871033;-45.120503652039325
1739209883.187105;-38.13080360867914
1739209883.1871068;-45.120503652039325
1739209883.1871085;-38.13080360867914
1739209883.1871102;-38.13080360867914
1739209883.1871119;-38.13080360867914
1739209883.1871138;-45.120503652039325
1739209883.1871154;-38.13080360867914
1739209883.187117;-35.57807855764607
1739209883.1871188;-38.13080360867914
1739209883.1871207;-45.120503652039325
1739209883.1871223;-33.981070128970906
1739209883.187124;-35.57807855764607
1739209883.1871257;-38.13080360867914
1739209883.1871276;-35.57807855764607
1739209883.1871293;-38.13080360867914
1739209883.187131;-45.120503652039325
1739209883.1871326;-38.13080360867914
1739209883.1871345;-38.13080360867914
1739209883.1871362;-45.120503652039325
1739209883.1871378;-38.13080360867914
1739209883.1871395;-45.120503652039325
1739209883.1871414;-45.120503652039325
1739209883.187143;-38.13080360867914
1739209883.1871448;-38.13080360867914
1739209883.1871464;-38.13080360867914
1739209883.1871483;-45.120503652039325
1739209883.18715;-38.13080360867914
1739209883.1871517;-45.120503652039325
1739209883.1871533;-38.13080360867914
1739209883.1871552;-32.816014438256545
1739209883.187157;-38.13080360867914
1739209883.1871586;-45.120503652039325
1739209883.1871603;-45.120503652039325
1739209883.1871622;-35.57807855764607
1739209883.1871638;-38.13080360867914
1739209883.1871655;-45.120503652039325
1739209883.1871672;-45.120503652039325
1739209883.187169;-35.57807855764607
1739209883.1871707;-45.120503652039325
1739209883.1871724;-45.120503652039325
1739209883.187174;-45.120503652039325
1739209883.187176;-45.120503652039325
1739209883.1871777;-38.13080360867914
1739209883.1871793;-45.120503652039325
1739209883.187181;-33.981070128970906
1739209883.187183;-38.13080360867914
1739209883.1871846;-45.120503652039325
1739209883.1871862;-45.120503652039325
1739209883.1871881;-45.120503652039325
1739209883.1871898;-30.49652367304973
1739209883.1871915;-38.13080360867914
1739209883.1871932;-45.120503652039325
1739209883.187195;-45.120503652039325
1739209883.1871967;-45.120503652039325
1739209883.1871984;-38.13080360867914
1739209883.1872;-45.120503652039325
1739209883.187202;-45.120503652039325
1739209883.1872036;-45.120503652039325
1739209883.1872053;-45.120503652039325
1739209883.187207;-45.120503652039325
1739209883.187209;-38.13080360867914
1739209883.1872106;-38.13080360867914
1739209883.1872122;-45.120503652039325
1739209883.187214;-38.13080360867914
1739209883.1872158;-45.120503652039325
1739209883.1872175;-38.13080360867914
1739209883.1872191;-38.13080360867914
1739209883.1872208;-38.13080360867914
1739209883.1872227;-45.120503652039325
1739209883.1872244;-35.57807855764607
1739209883.187226;-35.57807855764607
1739209883.1872277;-45.120503652039325
1739209883.1872296;-45.120503652039325
1739209883.1872313;-45.120503652039325
1739209883.187233;-38.13080360867914
1739209883.1872346;-32.816014438256545
1739209883.1872365;-45.120503652039325
1739209883.1872382;-45.120503652039325
1739209883.18724;-38.13080360867914
1739209883.1872416;-45.120503652039325
1739209883.1872435;-33.981070128970906
1739209883.1872451;-38.13080360867914
1739209883.1872468;-45.120503652039325
1739209883.1872485;-35.57807855764607
1739209883.1872504;-45.120503652039325
1739209883.187252;-38.13080360867914
1739209883.1872537;-45.120503652039325
1739209883.1872554;-45.120503652039325
1739209883.1872573;-45.120503652039325
1739209883.187259;-28.58837851428586
1739209883.1872606;-33.981070128970906
1739209883.1872623;-45.120503652039325
1739209883.1872642;-38.13080360867914
1739209883.1872659;-45.120503652039325
1739209883.1872675;-35.57807855764607
1739209883.1872692;-38.13080360867914
1739209883.187271;-45.120503652039325
1739209883.1872728;-33.981070128970956
1739209883.1872745;-35.57807855764607
1739209883.1872761;-38.13080360867914
1739209883.187278;-38.13080360867914
1739209883.1872797;-38.13080360867914
1739209883.1872814;-45.120503652039325
1739209883.187283;-45.120503652039325
1739209883.187285;-45.120503652039325
1739209883.1872866;-31.141103565318915
1739209883.1872883;-31.141103565318915
1739209883.18729;-45.120503652039325
1739209883.1872919;-45.120503652039325
1739209883.1872935;-38.13080360867914
1739209883.1872952;-38.13080360867914
1739209883.1872969;-45.120503652039325
1739209883.1872988;-38.13080360867914
1739209883.1873004;-38.13080360867914
1739209883.187302;-33.981070128970906
1739209883.187304;-38.13080360867914
1739209883.1873057;-38.13080360867914
1739209883.1873074;-38.13080360867914
1739209883.187309;-45.120503652039325
1739209883.187311;-45.120503652039325
1739209883.1873126;-33.981070128970906
1739209883.1873143;-45.120503652039325
1739209883.187316;-45.120503652039325
1739209883.1873178;-35.57807855764607
1739209883.1873195;-45.120503652039325
1739209883.1873212;-38.13080360867914
1739209883.1873229;-35.57807855764607
1739209883.1873248;-38.13080360867914
1739209883.1873264;-38.13080360867914
1739209883.187328;-45.120503652039325
1739209883.1873298;-33.981070128970906
1739209883.1873317;-45.120503652039325
1739209883.1873333;-33.981070128970906
1739209883.187335;-35.57807855764607
1739209883.1873367;-38.13080360867914
1739209883.1873386;-45.120503652039325
1739209883.1873403;-45.120503652039325
1739209883.187342;-38.13080360867914
1739209883.1873436;-30.49652367304973
1739209883.1873455;-38.13080360867914
1739209883.1873472;-38.13080360867914
1739209883.1873488;-45.120503652039325
1739209883.1873505;-45.120503652039325
1739209883.1873524;-45.120503652039325
1739209883.187354;-38.13080360867914
1739209883.1873558;-33.981070128970906
1739209883.1873574;-29.438486411369347
1739209883.1873593;-45.120503652039325
1739209883.187361;-38.13080360867914
1739209883.1873627;-38.13080360867914
1739209883.1873643;-38.13080360867914
1739209883.1873662;-45.120503652039325
1739209883.187368;-38.13080360867914
1739209883.1873696;-38.13080360867914
1739209883.1873713;-38.13080360867914
1739209883.1873732;-45.120503652039325
1739209883.1873748;-38.13080360867914
1739209883.1873765;-35.57807855764607
1739209883.1873782;-38.13080360867914
1739209883.18738;-45.120503652039325
1739209883.1873817;-38.13080360867914
1739209883.1873834;-32.816014438256545
1739209883.187385;-45.120503652039325
1739209883.187387;-45.120503652039325
1739209883.1873887;-38.13080360867914
1739209883.1873903;-45.120503652039325
1739209883.187392;-45.120503652039325
1739209883.187394;-45.120503652039325
1739209883.1873956;-45.120503652039325
1739209883.1873972;-45.120503652039325
1739209883.187399;-38.13080360867914
1739209883.1874008;-45.120503652039325
1739209883.1874025;-38.13080360867914
1739209883.1874042;-45.120503652039325
1739209883.1874058;-38.13080360867914
1739209883.1874077;-35.57807855764607
1739209883.1874094;-38.13080360867914
1739209883.187411;-45.120503652039325
1739209883.187413;-38.13080360867914
1739209883.1874146;-45.120503652039325
1739209883.1874163;-38.13080360867914
1739209883.187418;-38.13080360867914
1739209883.18742;-38.13080360867914
1739209883.1874216;-45.120503652039325
1739209883.1874232;-38.13080360867914
1739209883.187425;-45.120503652039325
1739209883.1874268;-38.13080360867914
1739209883.1874285;-38.13080360867914
1739209883.1874301;-38.13080360867914
1739209883.1874318;-45.120503652039325
1739209883.1874337;-38.13080360867914
1739209883.1874354;-35.57807855764607
1739209883.187437;-38.13080360867914
1739209883.1874387;-45.120503652039325
1739209883.1874406;-38.13080360867914
1739209883.1874423;-35.57807855764607
1739209883.187444;-45.120503652039325
1739209883.1874456;-45.120503652039325
1739209883.1874475;-45.120503652039325
1739209883.1874492;-35.57807855764607
1739209883.187451;-45.120503652039325
1739209883.1874526;-45.120503652039325
1739209883.1874545;-45.120503652039325
1739209883.1874561;-45.120503652039325
1739209883.1874578;-45.120503652039325
1739209883.1874595;-45.120503652039325
1739209883.1874614;-38.13080360867914
1739209883.187463;-45.120503652039325
1739209883.1874647;-45.120503652039325
1739209883.1874664;-45.120503652039325
1739209883.1874683;-45.120503652039325
1739209883.18747;-29.438486411369333
1739209883.1874716;-38.13080360867914
1739209883.1874733;-45.120503652039325
1739209883.1874752;-45.120503652039325
1739209883.1874769;-38.13080360867914
1739209883.1874785;-38.13080360867914
1739209883.1874802;-45.120503652039325
1739209883.187482;-45.120503652039325
1739209883.1874838;-45.120503652039325
1739209883.1874855;-38.13080360867914
1739209883.1874871;-45.120503652039325
1739209883.187489;-38.13080360867914
1739209883.1874907;-45.120503652039325
1739209883.1874924;-45.120503652039325
1739209883.187494;-45.120503652039325
1739209883.187496;-45.120503652039325
1739209883.1874976;-33.981070128970906
1739209883.1874993;-38.13080360867914
1739209883.187501;-38.13080360867914
1739209883.1875029;-45.120503652039325
1739209883.1875045;-33.981070128970906
1739209883.1875062;-35.57807855764607
1739209883.1875079;-38.13080360867914
1739209883.1875098;-45.120503652039325
1739209883.1875114;-45.120503652039325
1739209883.187513;-45.120503652039325
1739209883.1875148;-45.120503652039325
1739209883.1875167;-45.120503652039325
1739209883.1875184;-45.120503652039325
1739209883.18752;-45.120503652039325
1739209883.187522;-38.13080360867914
1739209883.1875236;-33.981070128970906
1739209883.1875253;-45.120503652039325
1739209883.187527;-45.120503652039325
1739209883.1875288;-45.120503652039325
1739209883.1875305;-35.57807855764607
1739209883.1875322;-38.13080360867914
1739209883.1875339;-45.120503652039325
1739209883.1875358;-45.120503652039325
1739209883.1875374;-45.120503652039325
1739209883.187539;-27.8777449560314
1739209883.1875408;-38.13080360867914
1739209883.1875427;-45.120503652039325
1739209883.1875443;-45.120503652039325
1739209883.187546;-45.120503652039325
1739209883.1875477;-33.981070128970906
1739209883.1875496;-35.57807855764607
1739209883.1875513;-38.13080360867914
1739209883.187553;-31.141103565318943
1739209883.1875546;-45.120503652039325
1739209883.1875565;-33.981070128970906
1739209883.1875582;-38.13080360867914
1739209883.1875598;-45.120503652039325
1739209883.1875615;-38.13080360867914
1739209883.1875634;-35.57807855764607
1739209883.187565;-45.120503652039325
1739209883.1875668;-31.141103565318915
1739209883.1875684;-35.57807855764607
1739209883.1875703;-38.13080360867914
1739209883.187572;-38.13080360867914
1739209883.1875737;-38.13080360867914
1739209883.1875753;-33.981070128970906
1739209883.1875772;-38.13080360867914
1739209883.187579;-38.13080360867914
1739209883.1875806;-45.120503652039325
1739209883.1875823;-38.13080360867914
1739209883.1875842;-35.57807855764607
1739209883.1875858;-45.120503652039325
1739209883.1875875;-45.120503652039325
1739209883.1875892;-45.120503652039325
1739209883.187591;-45.120503652039325
1739209883.1875927;-38.13080360867914
1739209883.1875944;-38.13080360867914
1739209883.187596;-38.13080360867914
1739209883.187598;-35.57807855764607
1739209883.1875997;-45.120503652039325
1739209883.1876013;-45.120503652039325
1739209883.187603;-45.120503652039325
1739209883.187605;-45.120503652039325
1739209883.1876066;-45.120503652039325
1739209883.1876082;-31.141103565318915
1739209883.18761;-31.141103565318915
1739209883.1876118;-38.13080360867914
1739209883.1876135;-38.13080360867914
1739209883.1876152;-35.57807855764607
1739209883.1876168;-38.13080360867914
1739209883.1876187;-45.120503652039325
1739209883.1876204;-38.13080360867914
1739209883.187622;-33.981070128970906
1739209883.1876237;-38.13080360867914
1739209883.1876256;-38.13080360867914
1739209883.1876273;-38.13080360867914
1739209883.187629;-45.120503652039325
1739209883.1876307;-45.120503652039325
1739209883.1876326;-45.120503652039325
1739209883.1876342;-45.120503652039325
1739209883.187636;-38.13080360867914
1739209883.1876378;-38.13080360867914
1739209883.1876395;-38.13080360867914
1739209883.1876411;-45.120503652039325
1739209883.1876428;-45.120503652039325
1739209883.1876447;-45.120503652039325
1739209883.1876464;-45.120503652039325
1739209883.187648;-45.120503652039325
1739209883.1876497;-38.13080360867914
1739209883.1876516;-38.13080360867914
1739209883.1876533;-45.120503652039325
1739209883.187655;-45.120503652039325
1739209883.1876566;-33.981070128970906
1739209883.1876585;-38.13080360867914
1739209883.1876602;-45.120503652039325
1739209883.187662;-38.13080360867914
1739209883.1876636;-38.13080360867914
1739209883.1876655;-38.13080360867914
1739209883.1876671;-38.13080360867914
1739209883.1876688;-38.13080360867914
1739209883.1876705;-45.120503652039325
1739209883.1876724;-45.120503652039325
1739209883.187674;-45.120503652039325
1739209883.1876757;-38.13080360867914
1739209883.1876774;-38.13080360867914
1739209883.1876793;-33.981070128970906
1739209883.187681;-45.120503652039325
1739209883.1876826;-38.13080360867914
1739209883.1876843;-38.13080360867914
1739209883.1876862;-35.57807855764607
1739209883.1876879;-33.981070128970906
1739209883.1876895;-45.120503652039325
1739209883.1876912;-38.13080360867914
1739209883.187693;-38.13080360867914
1739209883.1876948;-33.981070128970906
1739209883.1876965;-38.13080360867914
1739209883.1876981;-45.120503652039325
1739209883.1877;-38.13080360867914
1739209883.1877017;-45.120503652039325
1739209883.1877034;-45.120503652039325
1739209883.187705;-45.120503652039325
1739209883.187707;-45.120503652039325
1739209883.1877086;-38.13080360867914
1739209883.1877103;-38.13080360867914
1739209883.187712;-38.13080360867914
1739209883.1877139;-38.13080360867914
1739209883.1877155;-35.57807855764607
1739209883.1877172;-38.13080360867914
1739209883.1877189;-45.120503652039325
1739209883.1877208;-33.981070128970906
1739209883.1877224;-31.141103565318893
1739209883.187724;-45.120503652039325
1739209883.1877258;-45.120503652039325
1739209883.1877277;-32.816014438256545
1739209883.1877294;-35.57807855764607
1739209883.187731;-38.13080360867914
1739209883.1877327;-45.120503652039325
1739209883.1877346;-45.120503652039325
1739209883.1877363;-38.13080360867914
1739209883.187738;-38.13080360867914
1739209883.1877396;-38.13080360867914
1739209883.1877415;-45.120503652039325
1739209883.1877432;-38.13080360867914
1739209883.1877449;-38.13080360867914
1739209883.1877468;-45.120503652039325
1739209883.1877484;-38.13080360867914
1739209883.18775;-45.120503652039325
1739209883.1877518;-38.13080360867914
1739209883.1877537;-45.120503652039325
1739209883.1877553;-31.141103565318915
1739209883.187757;-35.57807855764607
1739209883.1877587;-38.13080360867914
1739209883.1877606;-45.120503652039325
1739209883.1877623;-31.141103565318915
1739209883.187764;-29.438486411369333
1739209883.1877656;-45.120503652039325
1739209883.1877675;-38.13080360867914
1739209883.1877692;-45.120503652039325
1739209883.1877708;-45.120503652039325
1739209883.1877725;-45.120503652039325
1739209883.1877744;-38.13080360867914
1739209883.187776;-45.120503652039325
1739209883.1877778;-45.120503652039325
1739209883.1877794;-35.57807855764607
1739209883.1877813;-45.120503652039325
1739209883.187783;-38.13080360867914
1739209883.1877847;-45.120503652039325
1739209883.1877863;-38.13080360867914
1739209883.1877882;-45.120503652039325
1739209883.18779;-30.49652367304973
1739209883.1877916;-26.991370085610736
1739209883.1877933;-45.120503652039325
1739209883.1877952;-45.120503652039325
1739209883.1877968;-32.816014438256545
1739209883.1877985;-32.816014438256545
1739209883.1878002;-45.120503652039325
1739209883.187802;-38.13080360867914
1739209883.1878037;-45.120503652039325
1739209883.1878054;-45.120503652039325
1739209883.187807;-45.120503652039325
1739209883.187809;-45.120503652039325
1739209883.1878107;-45.120503652039325
1739209883.1878123;-45.120503652039325
1739209883.187814;-45.120503652039325
1739209883.187816;-45.120503652039325
1739209883.1878176;-45.120503652039325
1739209883.1878192;-45.120503652039325
1739209883.187821;-45.120503652039325
1739209883.1878228;-45.120503652039325
1739209883.1878245;-38.13080360867914
1739209883.1878262;-45.120503652039325
1739209883.1878278;-35.57807855764607
1739209883.1878297;-35.57807855764607
1739209883.1878314;-35.57807855764607
1739209883.187833;-26.991370085610736
1739209883.1878347;-45.120503652039325
1739209883.1878366;-45.120503652039325
1739209883.1878383;-38.13080360867914
1739209883.18784;-32.816014438256545
1739209883.1878417;-38.13080360867914
1739209883.1878436;-32.816014438256545
1739209883.1878452;-45.120503652039325
1739209883.187847;-33.981070128970956
1739209883.1878486;-38.13080360867914
1739209883.1878505;-35.57807855764607
1739209883.1878521;-45.120503652039325
1739209883.1878538;-45.120503652039325
1739209883.1878557;-35.57807855764607
1739209883.1878574;-35.57807855764607
1739209883.187859;-38.13080360867914
1739209883.1878607;-32.816014438256545
1739209883.1878626;-38.13080360867914
1739209883.1878643;-45.120503652039325
1739209883.187866;-45.120503652039325
1739209883.1878676;-45.120503652039325
1739209883.1878695;-38.13080360867914
1739209883.1878712;-38.13080360867914
1739209883.187873;-38.13080360867914
1739209883.1878746;-45.120503652039325
1739209883.1878765;-38.13080360867914
1739209883.1878781;-35.57807855764607
1739209883.1878798;-38.13080360867914
1739209883.1878815;-38.13080360867914
