CAN Message; 0x1d3:000085d67b438abe
1739209770.9803896;-29.438486411369333
1739209770.9803963;-38.13080360867914
1739209770.9804032;-35.57807855764607
1739209770.9804099;-38.13080360867914
1739209770.9804165;-45.120503652039325
1739209770.9804232;-35.57807855764607
1739209770.98043;-26.991370085610722
1739209770.9804366;-22.44878636800916
1739209770.9804432;-27.267205301931607
1739209770.98045;-31.141103565318915
1739209770.9804566;-38.13080360867914
1739209770.9804633;-38.13080360867914
1739209770.98047;-30.49652367304973
1739209770.9804766;-33.981070128970906
1739209770.9804835;-38.13080360867914
1739209770.9804902;-31.141103565318915
1739209770.980497;-33.981070128970906
1739209770.9805036;-35.57807855764607
1739209770.9805102;-24.438645034577675
1739209770.980517;-23.273589343863303
1739209770.9805236;-33.981070128970906
1739209770.9805303;-38.13080360867914
1739209770.980537;-26.991370085610736
1739209770.9805436;-33.981070128970906
1739209770.9805503;-33.981070128970906
1739209770.9805572;-29.438486411369333
1739209770.9805639;-33.981070128970906
1739209770.9805706;-45.120503652039325
1739209770.9805772;-45.120503652039325
1739209770.980584;-32.816014438256545
1739209770.9805906;-31.141103565318943
1739209770.9805973;-24.151403521958727
1739209770.980604;-23.273589343863303
1739209770.9806106;-33.981070128970906
1739209770.9806173;-38.13080360867914
1739209770.980624;-33.981070128970906
1739209770.9806309;-35.57807855764607
1739209770.9806376;-45.120503652039325
1739209770.9806442;-38.13080360867914
1739209770.980651;-31.141103565318915
1739209770.9806576;-38.13080360867914
1739209770.9806643;-45.120503652039325
1739209770.980671;-35.57807855764607
1739209770.9806776;-33.981070128970906
1739209770.9806843;-45.120503652039325
1739209770.980691;-33.981070128970906
1739209770.9806976;-33.981070128970906
1739209770.9807043;-45.120503652039325
1739209770.9807112;-45.120503652039325
1739209770.980718;-38.13080360867914
1739209770.9807246;-45.120503652039325
1739209770.9807312;-45.120503652039325
1739209770.980738;-38.13080360867914
1739209770.9807446;-45.120503652039325
1739209770.9807513;-38.13080360867914
1739209770.980758;-38.13080360867914
1739209770.9807646;-45.120503652039325
1739209770.9807713;-35.57807855764607
1739209770.980778;-35.57807855764607
1739209770.980785;-45.120503652039325
1739209770.9807916;-38.13080360867914
1739209770.9807982;-38.13080360867914
1739209770.980805;-38.13080360867914
1739209770.9808116;-45.120503652039325
1739209770.9808183;-45.120503652039325
1739209770.980825;-45.120503652039325
1739209770.9808316;-45.120503652039325
1739209770.9808383;-45.120503652039325
1739209770.980845;-38.13080360867914
1739209770.9808517;-38.13080360867914
1739209770.9808586;-35.57807855764607
1739209770.9808652;-38.13080360867914
1739209770.980872;-45.120503652039325
1739209770.9808786;-38.13080360867914
1739209770.9808853;-45.120503652039325
1739209770.980892;-33.981070128970906
1739209770.9808986;-38.13080360867914
1739209770.9809053;-45.120503652039325
1739209770.980912;-45.120503652039325
1739209770.9809186;-45.120503652039325
1739209770.9809253;-38.13080360867914
1739209770.980932;-38.13080360867914
1739209770.980939;-45.120503652039325
1739209770.9809456;-31.141103565318915
1739209770.9809523;-32.816014438256545
1739209770.980959;-45.120503652039325
1739209770.9809656;-38.13080360867914
1739209770.9809723;-35.57807855764607
1739209770.980979;-38.13080360867914
1739209770.9809856;-38.13080360867914
1739209770.9809923;-45.120503652039325
1739209770.980999;-38.13080360867914
1739209770.9810057;-32.816014438256545
1739209770.9810126;-38.13080360867914
1739209770.9810193;-38.13080360867914
1739209770.981026;-45.120503652039325
1739209770.9810326;-38.13080360867914
1739209770.9810393;-45.120503652039325
1739209770.981046;-45.120503652039325
1739209770.9810526;-33.981070128970906
1739209770.9810593;-45.120503652039325
1739209770.981066;-38.13080360867914
1739209770.9810727;-45.120503652039325
1739209770.9810793;-33.981070128970906
1739209770.981086;-38.13080360867914
1739209770.981093;-38.13080360867914
1739209770.9810996;-45.120503652039325
1739209770.9811063;-38.13080360867914
1739209770.981113;-38.13080360867914
1739209770.9811196;-38.13080360867914
1739209770.9811263;-45.120503652039325
1739209770.981133;-45.120503652039325
1739209770.9811397;-38.13080360867914
1739209770.9811463;-38.13080360867914
1739209770.981153;-38.13080360867914
1739209770.9811597;-33.981070128970906
1739209770.9811666;-35.57807855764607
1739209770.9811733;-38.13080360867914
1739209770.98118;-38.13080360867914
1739209770.9811866;-38.13080360867914
1739209770.9811933;-38.13080360867914
1739209770.9812;-38.13080360867914
1739209770.9812067;-38.13080360867914
1739209770.9812133;-28.58837851428586
1739209770.98122;-45.120503652039325
1739209770.9812267;-30.49652367304973
1739209770.9812334;-28.992665084841967
1739209770.9812403;-33.981070128970906
1739209770.981247;-27.267205301931607
1739209770.9812536;-27.877744956031417
1739209770.9812603;-38.13080360867914
1739209770.981267;-33.981070128970906
1739209770.9812737;-26.035653463252796
1739209770.9812803;-38.13080360867914
1739209770.981287;-38.13080360867914
1739209770.9812937;-38.13080360867914
1739209770.9813004;-32.81601443825658
1739209770.981307;-28.58837851428586
1739209770.9813137;-38.13080360867914
1739209770.9813206;-31.141103565318915
1739209770.9813273;-45.120503652039325
1739209770.981334;-28.992665084841942
1739209770.9813406;-31.14110356531892
1739209770.9813473;-35.57807855764607
1739209770.981354;-30.49652367304976
1739209770.9813607;-31.141103565318915
1739209770.9813673;-28.58837851428586
1739209770.981374;-23.38864096791655
1739209770.9813807;-24.74623867263306
1739209770.9813874;-27.267205301931607
1739209770.9813943;-31.141103565318893
1739209770.981401;-45.120503652039325
1739209770.9814076;-27.267205301931607
1739209770.9814143;-31.141103565318915
1739209770.981421;-33.981070128970956
1739209770.9814277;-29.438486411369333
1739209770.9814343;-22.84163660590255
1739209770.981441;-31.141103565318915
1739209770.9814477;-32.816014438256545
1739209770.9814544;-31.141103565318943
1739209770.981461;-31.141103565318915
1739209770.9814677;-45.120503652039325
1739209770.9814746;-45.120503652039325
1739209770.9814813;-38.13080360867914
1739209770.981488;-29.438486411369375
1739209770.9814947;-45.120503652039325
1739209770.9815013;-31.141103565318915
1739209770.981508;-32.816014438256545
1739209770.9815147;-28.992665084841967
1739209770.9815214;-38.13080360867914
1739209770.981528;-45.120503652039325
1739209770.9815347;-32.816014438256545
1739209770.9815414;-31.141103565318915
1739209770.9815483;-28.992665084841942
1739209770.981555;-38.13080360867914
1739209770.9815617;-35.57807855764607
1739209770.9815683;-45.120503652039325
1739209770.981575;-26.991370085610722
1739209770.9815817;-32.816014438256545
1739209770.9815884;-38.13080360867914
1739209770.981595;-25.826314394896354
1739209770.9816017;-31.141103565318915
1739209770.9816084;-31.141103565318943
1739209770.981615;-25.826314394896357
1739209770.981622;-24.589719217205094
1739209770.9816287;-28.58837851428586
1739209770.9816353;-31.14110356531892
1739209770.981642;-26.991370085610722
1739209770.9816487;-28.992665084841967
1739209770.9816554;-45.120503652039325
1739209770.981662;-29.438486411369375
1739209770.9816687;-31.141103565318915
1739209770.9816754;-28.992665084841942
1739209770.981682;-26.035653463252796
1739209770.9816887;-33.981070128970906
1739209770.9816954;-27.267205301931607
1739209770.9817023;-22.740042620751332
1739209770.981709;-31.141103565318915
1739209770.9817157;-25.826314394896354
1739209770.9817224;-33.981070128970906
1739209770.981729;-30.49652367304973
1739209770.9817357;-30.49652367304973
1739209770.9817424;-31.141103565318915
1739209770.981749;-32.81601443825658
1739209770.9817557;-33.981070128970956
1739209770.9817624;-33.981070128970906
1739209770.981769;-31.141103565318943
1739209770.981776;-25.826314394896354
1739209770.9817827;-24.74623867263306
1739209770.9817894;-26.487275050834725
1739209770.981796;-25.826314394896357
1739209770.9818027;-27.267205301931607
1739209770.9818094;-38.13080360867914
1739209770.981816;-28.992665084841942
1739209770.9818227;-38.13080360867914
1739209770.9818294;-31.141103565318915
1739209770.981836;-33.981070128970906
1739209770.9818428;-38.13080360867914
1739209770.9818497;-27.8777449560314
1739209770.9818563;-33.981070128970956
1739209770.981863;-27.267205301931607
1739209770.9818697;-25.252786309376837
1739209770.9818764;-30.49652367304976
1739209770.981883;-45.120503652039325
1739209770.9818897;-28.992665084841942
1739209770.9818964;-38.13080360867914
1739209770.981903;-29.438486411369333
1739209770.9819098;-23.16150712794696
1739209770.9819164;-31.141103565318943
1739209770.981923;-27.877744956031414
1739209770.98193;-25.077289914212862
1739209770.9819367;-28.992665084841942
1739209770.9819434;-38.13080360867914
1739209770.98195;-31.141103565318915
1739209770.9819567;-38.13080360867914
1739209770.9819634;-33.981070128970906
1739209770.98197;-35.57807855764607
1739209770.9819767;-45.120503652039325
1739209770.9819834;-38.13080360867914
1739209770.98199;-32.816014438256545
1739209770.9819968;-28.58837851428586
1739209770.9820037;-31.141103565318915
1739209770.9820104;-31.14110356531892
1739209770.982017;-38.13080360867914
1739209770.9820237;-28.58837851428586
1739209770.9820304;-26.991370085610722
1739209770.982037;-31.141103565318943
1739209770.9820437;-33.981070128970906
1739209770.9820504;-28.992665084841942
1739209770.982057;-32.816014438256545
1739209770.9820638;-38.13080360867914
1739209770.9820704;-27.8777449560314
1739209770.9820771;-33.981070128970956
1739209770.982084;-29.438486411369347
1739209770.9820907;-25.252786309376837
1739209770.9820974;-28.21854285175415
1739209770.982104;-28.992665084841942
1739209770.9821107;-35.57807855764607
1739209770.9821174;-31.14110356531892
1739209770.982124;-31.141103565318915
1739209770.9821308;-45.120503652039325
1739209770.9821374;-33.981070128970906
1739209770.982144;-38.13080360867914
1739209770.9821508;-33.981070128970956
1739209770.9821577;-28.992665084841942
1739209770.9821644;-32.816014438256545
1739209770.982171;-45.120503652039325
1739209770.9821777;-45.120503652039325
1739209770.9821844;-31.14110356531892
1739209770.982191;-26.487275050834715
1739209770.9821978;-38.13080360867914
1739209770.9822044;-28.58837851428586
1739209770.982211;-25.077289914212862
1739209770.9822178;-33.981070128970906
1739209770.9822245;-27.8777449560314
1739209770.9822314;-33.981070128970956
1739209770.982238;-35.57807855764607
1739209770.9822447;-28.992665084841942
1739209770.9822514;-35.57807855764607
1739209770.982258;-33.981070128970906
1739209770.9822648;-31.141103565318915
1739209770.9822714;-33.981070128970956
1739209770.982278;-35.57807855764607
1739209770.9822848;-33.981070128970906
1739209770.9822915;-32.816014438256545
1739209770.9822981;-31.141103565318915
1739209770.9823048;-38.13080360867914
1739209770.9823117;-38.13080360867914
1739209770.9823184;-35.57807855764607
1739209770.982325;-25.07728991421287
1739209770.9823318;-30.49652367304973
1739209770.9823384;-33.981070128970906
1739209770.982345;-31.141103565318893
1739209770.9823518;-38.13080360867914
1739209770.9823585;-38.13080360867914
1739209770.9823651;-31.141103565318915
1739209770.9823718;-32.81601443825658
1739209770.9823785;-45.120503652039325
1739209770.9823854;-31.141103565318915
1739209770.982392;-24.589719217205094
1739209770.9823987;-24.589719217205094
1739209770.9824054;-31.141103565318943
1739209770.982412;-28.992665084841942
1739209770.9824188;-28.992665084841942
1739209770.9824255;-45.120503652039325
1739209770.9824321;-27.267205301931607
1739209770.9824388;-45.120503652039325
1739209770.9824455;-31.141103565318915
1739209770.9824522;-45.120503652039325
1739209770.982459;-29.438486411369347
1739209770.9824657;-45.120503652039325
1739209770.9824724;-31.141103565318915
1739209770.982479;-33.981070128970906
1739209770.9824858;-29.438486411369347
1739209770.9824924;-26.991370085610736
1739209770.9824991;-45.120503652039325
1739209770.9825058;-31.141103565318915
1739209770.9825125;-28.992665084841942
1739209770.9825191;-27.8777449560314
1739209770.9825258;-38.13080360867914
1739209770.9825325;-45.120503652039325
1739209770.9825394;-29.438486411369333
1739209770.982546;-31.141103565318915
1739209770.9825528;-38.13080360867914
1739209770.9825594;-25.826314394896354
1739209770.982566;-33.981070128970956
1739209770.9825728;-28.992665084841967
1739209770.9825795;-26.991370085610736
1739209770.9825861;-28.58837851428586
1739209770.9825928;-33.981070128970956
1739209770.9825995;-28.992665084841942
1739209770.9826062;-27.267205301931607
1739209770.986612;-38.13080360867914
1739209770.986613;-30.49652367304973
1739209770.9866142;-38.13080360867914
1739209770.9866152;-45.120503652039325
1739209770.9866164;-38.13080360867914
1739209770.9866173;-32.816014438256545
1739209770.9866185;-38.13080360867914
1739209770.9866197;-45.120503652039325
1739209770.9866207;-45.120503652039325
1739209770.9866219;-45.120503652039325
1739209770.9866228;-45.120503652039325
1739209770.986624;-35.57807855764607
1739209770.986625;-35.57807855764607
1739209770.9866261;-45.120503652039325
1739209770.9866273;-45.120503652039325
1739209770.9866283;-45.120503652039325
1739209770.9866295;-38.13080360867914
1739209770.9866304;-35.57807855764607
1739209770.9866316;-38.13080360867914
1739209770.9866326;-38.13080360867914
1739209770.9866338;-35.57807855764607
1739209770.986635;-35.57807855764607
1739209770.986636;-35.57807855764607
1739209770.986637;-35.57807855764607
1739209770.986638;-35.57807855764607
1739209770.9866393;-38.13080360867914
1739209770.9866402;-38.13080360867914
1739209770.9866414;-45.120503652039325
1739209770.9866426;-45.120503652039325
1739209770.9866436;-38.13080360867914
1739209770.9866447;-45.120503652039325
1739209770.9866457;-38.13080360867914
1739209770.986647;-38.13080360867914
1739209770.9866478;-38.13080360867914
1739209770.986649;-45.120503652039325
1739209770.98665;-35.57807855764607
1739209770.9866512;-45.120503652039325
1739209770.9866524;-45.120503652039325
1739209770.9866533;-38.13080360867914
1739209770.9866545;-38.13080360867914
1739209770.9866555;-45.120503652039325
1739209770.9866567;-29.438486411369333
1739209770.9866576;-30.49652367304973
1739209770.9866588;-45.120503652039325
1739209770.98666;-45.120503652039325
1739209770.986661;-33.981070128970906
1739209770.9866621;-35.57807855764607
1739209770.986663;-45.120503652039325
1739209770.9866643;-45.120503652039325
1739209770.9866652;-45.120503652039325
1739209770.9866664;-45.120503652039325
1739209770.9866676;-45.120503652039325
1739209770.9866686;-45.120503652039325
1739209770.9866698;-45.120503652039325
1739209770.9866707;-38.13080360867914
1739209770.986672;-38.13080360867914
1739209770.9866729;-45.120503652039325
1739209770.986674;-45.120503652039325
1739209770.9866753;-45.120503652039325
1739209770.9866762;-45.120503652039325
1739209770.9866774;-45.120503652039325
1739209770.9866784;-38.13080360867914
1739209770.9866796;-45.120503652039325
1739209770.9866805;-45.120503652039325
1739209770.9866817;-45.120503652039325
1739209770.986683;-33.981070128970906
1739209770.9866838;-32.816014438256545
1739209770.986685;-38.13080360867914
1739209770.986686;-38.13080360867914
1739209770.9866872;-38.13080360867914
1739209770.9866881;-31.141103565318893
1739209770.9866893;-45.120503652039325
1739209770.9866905;-45.120503652039325
1739209770.9866915;-45.120503652039325
1739209770.9866927;-45.120503652039325
1739209770.9866936;-35.57807855764607
1739209770.9866948;-35.57807855764607
1739209770.9866958;-45.120503652039325
1739209770.986697;-45.120503652039325
1739209770.9866982;-33.981070128970906
1739209770.986699;-45.120503652039325
1739209770.9867003;-38.13080360867914
1739209770.9867013;-35.57807855764607
1739209770.9867024;-45.120503652039325
1739209770.9867034;-38.13080360867914
1739209770.9867046;-38.13080360867914
1739209770.9867058;-45.120503652039325
1739209770.9867067;-38.13080360867914
1739209770.986708;-35.57807855764607
1739209770.9867089;-38.13080360867914
1739209770.98671;-38.13080360867914
1739209770.986711;-38.13080360867914
1739209770.9867122;-35.57807855764607
1739209770.9867134;-38.13080360867914
1739209770.9867144;-38.13080360867914
1739209770.9867156;-45.120503652039325
1739209770.9867165;-33.981070128970906
1739209770.9867177;-45.120503652039325
1739209770.9867187;-45.120503652039325
1739209770.9867198;-32.816014438256545
1739209770.986721;-38.13080360867914
1739209770.986722;-45.120503652039325
1739209770.9867232;-33.981070128970906
1739209770.9867241;-32.816014438256545
1739209770.9867253;-35.57807855764607
1739209770.9867263;-38.13080360867914
1739209770.9867275;-45.120503652039325
1739209770.9867284;-45.120503652039325
1739209770.9867296;-35.57807855764607
1739209770.9867308;-38.13080360867914
1739209770.9867318;-45.120503652039325
1739209770.986733;-45.120503652039325
1739209770.986734;-45.120503652039325
1739209770.986735;-45.120503652039325
1739209770.986736;-45.120503652039325
1739209770.9867373;-38.13080360867914
1739209770.9867384;-45.120503652039325
1739209770.9867394;-38.13080360867914
1739209770.9867406;-32.816014438256545
1739209770.9867415;-45.120503652039325
1739209770.9867427;-45.120503652039325
1739209770.9867437;-38.13080360867914
1739209770.9867449;-31.141103565318915
1739209770.986746;-33.981070128970906
1739209770.986747;-45.120503652039325
1739209770.9867482;-45.120503652039325
1739209770.9867492;-38.13080360867914
1739209770.9867504;-38.13080360867914
1739209770.9867513;-38.13080360867914
1739209770.9867525;-45.120503652039325
1739209770.9867537;-45.120503652039325
1739209770.9867547;-38.13080360867914
1739209770.9867558;-32.816014438256545
1739209770.9867568;-38.13080360867914
1739209770.986758;-45.120503652039325
1739209770.986759;-38.13080360867914
1739209770.9867601;-35.57807855764607
1739209770.9867613;-38.13080360867914
1739209770.9867623;-45.120503652039325
1739209770.9867635;-38.13080360867914
1739209770.9867644;-38.13080360867914
1739209770.9867656;-45.120503652039325
1739209770.9867666;-45.120503652039325
1739209770.9867678;-45.120503652039325
1739209770.986769;-45.120503652039325
1739209770.98677;-33.981070128970906
1739209770.986771;-33.981070128970906
1739209770.986772;-31.141103565318915
1739209770.9867733;-35.57807855764607
1739209770.9867742;-45.120503652039325
1739209770.9867754;-45.120503652039325
1739209770.9867766;-38.13080360867914
1739209770.9867775;-45.120503652039325
1739209770.9867787;-38.13080360867914
1739209770.9867797;-38.13080360867914
1739209770.986781;-30.49652367304973
1739209770.9867818;-38.13080360867914
1739209770.986783;-45.120503652039325
1739209770.9867842;-45.120503652039325
1739209770.9867852;-45.120503652039325
1739209770.9867864;-38.13080360867914
1739209770.9867873;-38.13080360867914
1739209770.9867885;-38.13080360867914
1739209770.9867895;-31.141103565318915
1739209770.9867907;-35.57807855764607
1739209770.9867918;-45.120503652039325
1739209770.9867928;-38.13080360867914
1739209770.986794;-33.981070128970906
1739209770.986795;-45.120503652039325
1739209770.9867961;-38.13080360867914
1739209770.986797;-45.120503652039325
1739209770.9867983;-38.13080360867914
1739209770.9867992;-38.13080360867914
1739209770.9868004;-38.13080360867914
1739209770.9868016;-45.120503652039325
1739209770.9868026;-33.981070128970906
1739209770.9868038;-45.120503652039325
1739209770.9868047;-45.120503652039325
1739209770.986806;-38.13080360867914
1739209770.9868069;-38.13080360867914
1739209770.986808;-35.57807855764607
1739209770.9868093;-38.13080360867914
1739209770.9868102;-45.120503652039325
1739209770.9868114;-35.57807855764607
1739209770.9868124;-35.57807855764607
1739209770.9868135;-45.120503652039325
1739209770.9868145;-38.13080360867914
1739209770.9868157;-45.120503652039325
1739209770.986817;-38.13080360867914
1739209770.9868178;-38.13080360867914
1739209770.986819;-45.120503652039325
1739209770.98682;-38.13080360867914
1739209770.9868212;-45.120503652039325
1739209770.9868221;-45.120503652039325
1739209770.9868233;-45.120503652039325
1739209770.9868245;-33.981070128970906
1739209770.9868255;-45.120503652039325
1739209770.9868267;-45.120503652039325
1739209770.9868276;-45.120503652039325
1739209770.9868288;-38.13080360867914
1739209770.9868298;-38.13080360867914
1739209770.986831;-38.13080360867914
1739209770.9868321;-38.13080360867914
1739209770.986833;-31.141103565318943
1739209770.9868343;-35.57807855764607
1739209770.9868352;-33.981070128970906
1739209770.9868364;-45.120503652039325
1739209770.9868374;-38.13080360867914
1739209770.9868386;-35.57807855764607
1739209770.9868398;-45.120503652039325
1739209770.9868407;-45.120503652039325
1739209770.986842;-25.826314394896357
1739209770.9868429;-30.49652367304973
1739209770.986844;-45.120503652039325
1739209770.982613;-28.58837851428586
1739209770.9826198;-45.120503652039325
1739209770.9826264;-38.13080360867914
1739209770.982633;-25.826314394896357
1739209770.9826398;-31.14110356531892
1739209770.9826465;-25.826314394896357
1739209770.9826531;-27.267205301931607
1739209770.9826598;-27.267205301931607
1739209770.9826665;-33.981070128970956
1739209770.9826732;-27.8777449560314
1739209770.9826798;-32.816014438256545
1739209770.9826865;-30.49652367304976
1739209770.9826934;-33.981070128970906
1739209770.9827;-30.49652367304973
1739209770.9827068;-35.57807855764607
1739209770.9827135;-38.13080360867914
1739209770.9827201;-33.981070128970906
1739209770.9827268;-33.981070128970906
1739209770.9827335;-35.57807855764607
1739209770.9827402;-28.992665084841942
1739209770.9827468;-33.981070128970956
1739209770.9827535;-24.74623867263306
1739209770.9827602;-38.13080360867914
1739209770.982767;-26.487275050834715
1739209770.9827738;-28.992665084841942
1739209770.9827805;-45.120503652039325
1739209770.9827871;-45.120503652039325
1739209770.9827938;-35.57807855764607
1739209770.9828005;-38.13080360867914
1739209770.9828072;-38.13080360867914
1739209770.9828138;-30.49652367304976
1739209770.9828205;-31.141103565318915
1739209770.9828272;-38.13080360867914
1739209770.9828339;-31.141103565318915
1739209770.9828408;-45.120503652039325
1739209770.9828475;-25.826314394896357
1739209770.9828541;-28.992665084841942
1739209770.9828608;-45.120503652039325
1739209770.9828675;-27.267205301931607
1739209770.9828742;-30.49652367304973
1739209770.9828808;-29.438486411369333
1739209770.9828875;-31.141103565318915
1739209770.9828942;-35.57807855764607
1739209770.9829009;-33.981070128970906
1739209770.9829075;-31.141103565318943
1739209770.9829142;-38.13080360867914
1739209770.9829211;-31.141103565318915
1739209770.9829278;-38.13080360867914
1739209770.9829345;-38.13080360867914
1739209770.9829412;-28.992665084841942
1739209770.9829478;-28.21854285175415
1739209770.9829545;-33.981070128970906
1739209770.9829612;-38.13080360867914
1739209770.9829679;-27.8777449560314
1739209770.9829745;-30.49652367304973
1739209770.9829812;-45.120503652039325
1739209770.9829879;-31.141103565318915
1739209770.9829948;-31.141103565318915
1739209770.9830015;-45.120503652039325
1739209770.9830081;-38.13080360867914
1739209770.9830148;-45.120503652039325
1739209770.9830215;-31.14110356531892
1739209770.9830282;-27.267205301931607
1739209770.9830348;-30.49652367304973
1739209770.9830415;-45.120503652039325
1739209770.9830482;-31.14110356531892
1739209770.9830549;-38.13080360867914
1739209770.9830616;-33.981070128970906
1739209770.9830685;-45.120503652039325
1739209770.9830751;-38.13080360867914
1739209770.9830818;-32.81601443825658
1739209770.9830885;-45.120503652039325
1739209770.9830952;-38.13080360867914
1739209770.9831018;-35.57807855764607
1739209770.9831085;-33.981070128970906
1739209770.9831152;-38.13080360867914
1739209770.9831219;-38.13080360867914
1739209770.9831285;-32.816014438256545
1739209770.9831352;-35.57807855764607
1739209770.983142;-32.816014438256545
1739209770.9831488;-27.267205301931607
1739209770.9831555;-29.438486411369333
1739209770.9831622;-45.120503652039325
1739209770.9831688;-38.13080360867914
1739209770.9831755;-38.13080360867914
1739209770.9831822;-38.13080360867914
1739209770.9831889;-45.120503652039325
1739209770.9831955;-45.120503652039325
1739209770.9832022;-45.120503652039325
1739209770.983209;-31.141103565318915
1739209770.9832156;-45.120503652039325
1739209770.9832225;-30.49652367304973
1739209770.9832292;-33.981070128970906
1739209770.9832358;-30.49652367304973
1739209770.9832425;-28.992665084841967
1739209770.9832492;-45.120503652039325
1739209770.9832559;-38.13080360867914
1739209770.9832625;-25.07728991421287
1739209770.9832692;-26.991370085610736
1739209770.983276;-38.13080360867914
1739209770.9832826;-30.49652367304973
1739209770.9832892;-25.62660358559016
1739209770.983296;-28.58837851428586
1739209770.9833028;-45.120503652039325
1739209770.9833095;-24.438645034577675
1739209770.9833162;-25.62660358559016
1739209770.9833229;-25.252786309376837
1739209770.9833295;-35.57807855764607
1739209770.9833362;-24.589719217205094
1739209770.983343;-26.991370085610736
1739209770.9833496;-33.981070128970906
1739209770.9833562;-35.57807855764607
1739209770.983363;-45.120503652039325
1739209770.9833696;-33.981070128970906
1739209770.9833765;-38.13080360867914
1739209770.9833832;-24.589719217205094
1739209770.9833899;-31.141103565318943
1739209770.9833965;-32.816014438256545
1739209770.9834032;-45.120503652039325
1739209770.98341;-38.13080360867914
1739209770.9834166;-28.992665084841942
1739209770.9834232;-26.991370085610722
1739209770.98343;-33.981070128970906
1739209770.9834366;-31.141103565318915
1739209770.9834433;-27.8777449560314
1739209770.9834502;-30.49652367304973
1739209770.9834569;-38.13080360867914
1739209770.9834635;-33.981070128970906
1739209770.9834702;-25.826314394896354
1739209770.9834769;-26.03565346325281
1739209770.9834836;-45.120503652039325
1739209770.9834902;-28.992665084841942
1739209770.983497;-28.992665084841967
1739209770.9835036;-33.981070128970956
1739209770.9835103;-26.991370085610722
1739209770.983517;-26.991370085610722
1739209770.9835236;-45.120503652039325
1739209770.9835305;-26.991370085610736
1739209770.9835372;-33.981070128970956
1739209770.9835439;-38.13080360867914
1739209770.9835505;-45.120503652039325
1739209770.9835572;-38.13080360867914
1739209770.983564;-31.141103565318893
1739209770.9835706;-38.13080360867914
