CAN Message; 0x150:0600bd1774f66a9d
1739209742.4617836;-45.120503652039325
1739209742.4617898;-45.120503652039325
1739209742.461796;-45.120503652039325
1739209742.461802;-33.981070128970906
1739209742.4618082;-38.13080360867914
1739209742.4618144;-45.120503652039325
1739209742.4618206;-45.120503652039325
1739209742.4618268;-33.981070128970906
1739209742.4618328;-38.13080360867914
1739209742.461839;-26.991370085610722
1739209742.4618452;-33.981070128970906
1739209742.4618514;-45.120503652039325
1739209742.4618573;-38.13080360867914
1739209742.4618635;-33.981070128970906
1739209742.4618697;-45.120503652039325
1739209742.461876;-33.981070128970906
1739209742.4618819;-33.981070128970906
1739209742.461888;-45.120503652039325
1739209742.4618943;-45.120503652039325
1739209742.4619005;-38.13080360867914
1739209742.4619064;-32.816014438256545
1739209742.4619126;-38.13080360867914
1739209742.4619188;-45.120503652039325
1739209742.461925;-45.120503652039325
1739209742.461931;-45.120503652039325
1739209742.4619372;-27.8777449560314
1739209742.4619434;-29.438486411369333
1739209742.4619496;-45.120503652039325
1739209742.4619555;-45.120503652039325
1739209742.4619617;-45.120503652039325
1739209742.461968;-45.120503652039325
1739209742.4619741;-45.120503652039325
1739209742.46198;-45.120503652039325
1739209742.4619863;-45.120503652039325
1739209742.4619925;-38.13080360867914
1739209742.4619987;-38.13080360867914
1739209742.4620047;-45.120503652039325
1739209742.4620109;-38.13080360867914
1739209742.462017;-32.816014438256545
1739209742.4620233;-45.120503652039325
1739209742.4620292;-45.120503652039325
1739209742.4620354;-38.13080360867914
1739209742.4620416;-38.13080360867914
1739209742.4620478;-38.13080360867914
1739209742.4620538;-45.120503652039325
1739209742.46206;-45.120503652039325
1739209742.4620662;-38.13080360867914
1739209742.4620724;-38.13080360867914
1739209742.4620783;-45.120503652039325
1739209742.4620845;-32.816014438256545
1739209742.4620907;-31.141103565318893
1739209742.462097;-45.120503652039325
1739209742.462103;-45.120503652039325
1739209742.462109;-33.981070128970906
1739209742.4621153;-33.981070128970906
1739209742.4621215;-45.120503652039325
1739209742.4621277;-38.13080360867914
1739209742.4621336;-38.13080360867914
1739209742.4621398;-45.120503652039325
1739209742.462146;-38.13080360867914
1739209742.4621522;-45.120503652039325
1739209742.4621582;-45.120503652039325
1739209742.4621644;-38.13080360867914
1739209742.4621706;-45.120503652039325
1739209742.4621768;-45.120503652039325
1739209742.4621828;-38.13080360867914
1739209742.462189;-35.57807855764607
1739209742.4621952;-45.120503652039325
1739209742.4622014;-45.120503652039325
1739209742.4622073;-38.13080360867914
1739209742.4622135;-38.13080360867914
1739209742.4622197;-45.120503652039325
1739209742.462226;-38.13080360867914
1739209742.4622319;-45.120503652039325
1739209742.462238;-45.120503652039325
1739209742.4622443;-38.13080360867914
1739209742.4622505;-38.13080360867914
1739209742.4622564;-45.120503652039325
1739209742.4622626;-38.13080360867914
1739209742.4622688;-35.57807855764607
1739209742.462275;-38.13080360867914
1739209742.462281;-38.13080360867914
1739209742.4622872;-35.57807855764607
1739209742.4622934;-38.13080360867914
1739209742.4622996;-35.57807855764607
1739209742.4623055;-38.13080360867914
1739209742.4623117;-38.13080360867914
1739209742.462318;-38.13080360867914
1739209742.4623241;-38.13080360867914
1739209742.46233;-45.120503652039325
1739209742.4623363;-45.120503652039325
1739209742.4623425;-38.13080360867914
1739209742.4623487;-45.120503652039325
1739209742.4623547;-45.120503652039325
1739209742.4623609;-45.120503652039325
1739209742.462367;-38.13080360867914
1739209742.4623733;-38.13080360867914
1739209742.4623792;-38.13080360867914
1739209742.4623854;-35.57807855764607
1739209742.4623916;-38.13080360867914
1739209742.4623978;-38.13080360867914
1739209742.4624038;-38.13080360867914
1739209742.46241;-32.816014438256545
1739209742.4624162;-45.120503652039325
1739209742.4624224;-45.120503652039325
1739209742.4624283;-38.13080360867914
1739209742.4624345;-35.57807855764607
1739209742.4624407;-38.13080360867914
1739209742.462447;-45.120503652039325
1739209742.4624531;-45.120503652039325
1739209742.462459;-38.13080360867914
1739209742.4624653;-38.13080360867914
1739209742.4624715;-45.120503652039325
1739209742.4624777;-38.13080360867914
1739209742.4624836;-38.13080360867914
1739209742.4624898;-38.13080360867914
1739209742.462496;-45.120503652039325
1739209742.4625022;-38.13080360867914
1739209742.4625082;-35.57807855764607
1739209742.4625144;-38.13080360867914
1739209742.4625206;-45.120503652039325
1739209742.4625268;-38.13080360867914
1739209742.4625328;-38.13080360867914
1739209742.462539;-45.120503652039325
1739209742.4625452;-45.120503652039325
1739209742.4625514;-45.120503652039325
1739209742.4625573;-33.981070128970906
1739209742.4625635;-38.13080360867914
1739209742.4625697;-45.120503652039325
1739209742.462576;-38.13080360867914
1739209742.4625819;-38.13080360867914
1739209742.462588;-38.13080360867914
1739209742.4625943;-45.120503652039325
1739209742.4626005;-45.120503652039325
1739209742.4626064;-45.120503652039325
1739209742.4626126;-38.13080360867914
1739209742.4626188;-38.13080360867914
1739209742.462625;-35.57807855764607
1739209742.462631;-35.57807855764607
1739209742.4626372;-38.13080360867914
1739209742.4626434;-45.120503652039325
1739209742.4626496;-45.120503652039325
1739209742.4626555;-38.13080360867914
1739209742.4626617;-38.13080360867914
1739209742.462668;-45.120503652039325
1739209742.4626741;-45.120503652039325
1739209742.46268;-45.120503652039325
1739209742.4626863;-45.120503652039325
1739209742.4626925;-45.120503652039325
1739209742.4626987;-45.120503652039325
1739209742.4627047;-45.120503652039325
1739209742.4627109;-45.120503652039325
1739209742.462717;-38.13080360867914
1739209742.4627233;-45.120503652039325
1739209742.4627292;-45.120503652039325
1739209742.4627354;-32.816014438256545
1739209742.4627416;-35.57807855764607
1739209742.4627478;-38.13080360867914
1739209742.462754;-45.120503652039325
1739209742.46276;-31.141103565318915
1739209742.4627662;-35.57807855764607
1739209742.4627724;-38.13080360867914
1739209742.4627786;-45.120503652039325
1739209742.4627845;-45.120503652039325
1739209742.4627907;-45.120503652039325
1739209742.462797;-38.13080360867914
1739209742.4628031;-45.120503652039325
1739209742.462809;-45.120503652039325
1739209742.4628153;-38.13080360867914
1739209742.4628215;-45.120503652039325
1739209742.4628277;-45.120503652039325
1739209742.4628336;-38.13080360867914
1739209742.4628398;-45.120503652039325
1739209742.462846;-45.120503652039325
1739209742.4628522;-38.13080360867914
1739209742.4628582;-32.816014438256545
1739209742.4665248;-35.57807855764607
1739209742.4665258;-33.981070128970906
1739209742.4665265;-45.120503652039325
1739209742.4665275;-45.120503652039325
1739209742.4665282;-45.120503652039325
1739209742.4665291;-31.141103565318915
1739209742.4665298;-38.13080360867914
1739209742.4665308;-38.13080360867914
1739209742.4665315;-38.13080360867914
1739209742.4665325;-38.13080360867914
1739209742.4665332;-38.13080360867914
1739209742.4665341;-45.120503652039325
1739209742.4665349;-45.120503652039325
1739209742.4665358;-38.13080360867914
1739209742.4665365;-38.13080360867914
1739209742.4665375;-45.120503652039325
1739209742.4665382;-38.13080360867914
1739209742.4665391;-38.13080360867914
1739209742.4665399;-45.120503652039325
1739209742.4665408;-45.120503652039325
1739209742.4665415;-33.981070128970906
1739209742.4665425;-38.13080360867914
1739209742.4665432;-38.13080360867914
1739209742.4665442;-38.13080360867914
1739209742.4665449;-45.120503652039325
1739209742.4665458;-33.981070128970906
1739209742.4665465;-38.13080360867914
1739209742.4665475;-38.13080360867914
1739209742.4665482;-33.981070128970906
1739209742.4665492;-38.13080360867914
1739209742.4665499;-38.13080360867914
1739209742.4665508;-45.120503652039325
1739209742.4665515;-45.120503652039325
1739209742.4665525;-35.57807855764607
1739209742.4665532;-38.13080360867914
1739209742.4665542;-45.120503652039325
1739209742.4665549;-38.13080360867914
1739209742.4665558;-31.141103565318915
1739209742.4665565;-32.816014438256545
1739209742.4665573;-45.120503652039325
1739209742.4665582;-38.13080360867914
1739209742.466559;-38.13080360867914
1739209742.46656;-38.13080360867914
1739209742.4665606;-35.57807855764607
1739209742.4665616;-38.13080360867914
1739209742.4665623;-38.13080360867914
1739209742.4665632;-31.141103565318915
1739209742.466564;-45.120503652039325
1739209742.466565;-45.120503652039325
1739209742.4665656;-45.120503652039325
1739209742.4665666;-38.13080360867914
1739209742.4665673;-45.120503652039325
1739209742.4665682;-45.120503652039325
1739209742.466569;-45.120503652039325
1739209742.46657;-38.13080360867914
1739209742.4665706;-38.13080360867914
1739209742.4665716;-45.120503652039325
1739209742.4665723;-38.13080360867914
1739209742.4665732;-38.13080360867914
1739209742.466574;-45.120503652039325
1739209742.466575;-38.13080360867914
1739209742.4665756;-35.57807855764607
1739209742.4665766;-38.13080360867914
1739209742.4665773;-38.13080360867914
1739209742.4665782;-38.13080360867914
1739209742.466579;-38.13080360867914
1739209742.46658;-45.120503652039325
1739209742.4665806;-45.120503652039325
1739209742.4665816;-45.120503652039325
1739209742.4665823;-35.57807855764607
1739209742.4665833;-35.57807855764607
1739209742.466584;-38.13080360867914
1739209742.466585;-38.13080360867914
1739209742.4665856;-45.120503652039325
1739209742.4665866;-33.981070128970906
1739209742.4665873;-38.13080360867914
1739209742.4665883;-45.120503652039325
1739209742.466589;-38.13080360867914
1739209742.4665897;-32.81601443825658
1739209742.4665906;-45.120503652039325
1739209742.4665914;-45.120503652039325
1739209742.4665923;-45.120503652039325
1739209742.466593;-38.13080360867914
1739209742.466594;-38.13080360867914
1739209742.4665947;-45.120503652039325
1739209742.4665956;-45.120503652039325
1739209742.4665964;-28.58837851428586
1739209742.4665973;-38.13080360867914
1739209742.466598;-45.120503652039325
1739209742.466599;-45.120503652039325
1739209742.4665997;-38.13080360867914
1739209742.4666007;-45.120503652039325
1739209742.4666014;-38.13080360867914
1739209742.4666023;-45.120503652039325
1739209742.466603;-45.120503652039325
1739209742.466604;-38.13080360867914
1739209742.4666047;-38.13080360867914
1739209742.4666057;-45.120503652039325
1739209742.4666064;-38.13080360867914
1739209742.4666073;-35.57807855764607
1739209742.466608;-45.120503652039325
1739209742.466609;-38.13080360867914
1739209742.4666097;-32.816014438256545
1739209742.4666107;-38.13080360867914
1739209742.4666114;-38.13080360867914
1739209742.4666123;-38.13080360867914
1739209742.466613;-45.120503652039325
1739209742.466614;-38.13080360867914
1739209742.4666147;-38.13080360867914
1739209742.4666157;-45.120503652039325
1739209742.4666164;-45.120503652039325
1739209742.4666173;-38.13080360867914
1739209742.466618;-45.120503652039325
1739209742.466619;-38.13080360867914
1739209742.4666197;-35.57807855764607
1739209742.4666207;-38.13080360867914
1739209742.4666214;-38.13080360867914
1739209742.4666224;-38.13080360867914
1739209742.466623;-38.13080360867914
1739209742.4666238;-45.120503652039325
1739209742.4666247;-45.120503652039325
1739209742.4666255;-45.120503652039325
1739209742.4666264;-45.120503652039325
1739209742.4666271;-45.120503652039325
1739209742.466628;-33.981070128970906
1739209742.4666288;-45.120503652039325
1739209742.4666297;-32.816014438256545
1739209742.4666305;-38.13080360867914
1739209742.4666314;-38.13080360867914
1739209742.4666321;-38.13080360867914
1739209742.466633;-38.13080360867914
1739209742.4666338;-38.13080360867914
1739209742.4666348;-45.120503652039325
1739209742.4666355;-33.981070128970906
1739209742.4666364;-45.120503652039325
1739209742.4666371;-45.120503652039325
1739209742.466638;-35.57807855764607
1739209742.4666388;-38.13080360867914
1739209742.4666398;-45.120503652039325
1739209742.4666405;-33.981070128970906
1739209742.4666414;-38.13080360867914
1739209742.4666421;-45.120503652039325
1739209742.466643;-33.981070128970906
1739209742.4666438;-32.816014438256545
1739209742.4666448;-38.13080360867914
1739209742.4666455;-45.120503652039325
1739209742.4666464;-45.120503652039325
1739209742.4666471;-38.13080360867914
1739209742.466648;-35.57807855764607
1739209742.4666488;-33.981070128970906
1739209742.4666498;-45.120503652039325
1739209742.4666505;-45.120503652039325
1739209742.4666514;-35.57807855764607
1739209742.4666522;-35.57807855764607
1739209742.466653;-45.120503652039325
1739209742.4666538;-38.13080360867914
1739209742.4666548;-38.13080360867914
1739209742.4666555;-45.120503652039325
1739209742.4666562;-38.13080360867914
1739209742.4666572;-38.13080360867914
1739209742.4666579;-45.120503652039325
1739209742.4666588;-38.13080360867914
1739209742.4666595;-38.13080360867914
1739209742.4666605;-38.13080360867914
1739209742.4666612;-38.13080360867914
1739209742.4666622;-33.981070128970906
1739209742.466663;-45.120503652039325
1739209742.4666638;-45.120503652039325
1739209742.4666646;-45.120503652039325
1739209742.4666655;-45.120503652039325
1739209742.4666662;-38.13080360867914
1739209742.4666672;-38.13080360867914
1739209742.466668;-38.13080360867914
1739209742.4666688;-32.816014438256545
1739209742.4666696;-45.120503652039325
1739209742.4666705;-38.13080360867914
1739209742.4666712;-35.57807855764607
1739209742.4666722;-45.120503652039325
1739209742.466673;-38.13080360867914
1739209742.4666739;-45.120503652039325
1739209742.4666746;-45.120503652039325
1739209742.4666755;-38.13080360867914
1739209742.4666762;-45.120503652039325
1739209742.4666772;-35.57807855764607
1739209742.466678;-33.981070128970906
1739209742.4666789;-45.120503652039325
1739209742.4666796;-45.120503652039325
1739209742.4666805;-35.57807855764607
1739209742.4666812;-38.13080360867914
1739209742.4666822;-45.120503652039325
1739209742.466683;-38.13080360867914
1739209742.4666839;-38.13080360867914
1739209742.4666846;-38.13080360867914
1739209742.4666855;-38.13080360867914
1739209742.4666862;-38.13080360867914
1739209742.4666872;-45.120503652039325
1739209742.466688;-38.13080360867914
1739209742.4666886;-38.13080360867914
1739209742.4666896;-45.120503652039325
1739209742.4666903;-38.13080360867914
1739209742.4666913;-38.13080360867914
1739209742.466692;-45.120503652039325
1739209742.466693;-45.120503652039325
1739209742.4666936;-38.13080360867914
1739209742.4666946;-45.120503652039325
1739209742.4666953;-45.120503652039325
1739209742.4666963;-45.120503652039325
1739209742.466697;-33.981070128970906
1739209742.466698;-38.13080360867914
1739209742.4666986;-45.120503652039325
1739209742.4666996;-38.13080360867914
1739209742.4667003;-38.13080360867914
1739209742.4667013;-38.13080360867914
1739209742.466702;-38.13080360867914
1739209742.466703;-45.120503652039325
1739209742.4667037;-38.13080360867914
1739209742.4667046;-38.13080360867914
1739209742.4667053;-38.13080360867914
1739209742.4667063;-38.13080360867914
1739209742.466707;-38.13080360867914
1739209742.466708;-33.981070128970906
1739209742.4667087;-38.13080360867914
1739209742.4667096;-38.13080360867914
1739209742.4667103;-45.120503652039325
1739209742.4667113;-38.13080360867914
1739209742.466712;-38.13080360867914
1739209742.466713;-45.120503652039325
1739209742.4667137;-45.120503652039325
1739209742.4667146;-45.120503652039325
1739209742.4667153;-38.13080360867914
1739209742.4667163;-45.120503652039325
1739209742.466717;-45.120503652039325
1739209742.466718;-38.13080360867914
1739209742.4667187;-38.13080360867914
1739209742.4667196;-45.120503652039325
1739209742.4667203;-38.13080360867914
1739209742.466721;-38.13080360867914
1739209742.466722;-38.13080360867914
1739209742.4667227;-45.120503652039325
1739209742.4667237;-38.13080360867914
1739209742.4667244;-27.267205301931607
1739209742.4667253;-38.13080360867914
1739209742.466726;-45.120503652039325
1739209742.466727;-38.13080360867914
1739209742.4667277;-38.13080360867914
1739209742.4667287;-38.13080360867914
1739209742.4667294;-38.13080360867914
1739209742.4667304;-38.13080360867914
1739209742.466731;-33.981070128970956
1739209742.466732;-45.120503652039325
1739209742.4667327;-45.120503652039325
1739209742.4667337;-45.120503652039325
1739209742.4667344;-45.120503652039325
1739209742.4667354;-38.13080360867914
1739209742.466736;-35.57807855764607
1739209742.466737;-35.57807855764607
1739209742.4667377;-27.267205301931607
1739209742.4667387;-38.13080360867914
1739209742.4667394;-45.120503652039325
1739209742.4667404;-38.13080360867914
1739209742.466741;-38.13080360867914
1739209742.466742;-38.13080360867914
1739209742.4667428;-45.120503652039325
1739209742.4667437;-45.120503652039325
1739209742.4667444;-31.141103565318943
1739209742.4667454;-45.120503652039325
1739209742.466746;-33.981070128970906
1739209742.466747;-33.981070128970906
1739209742.4667478;-45.120503652039325
1739209742.4667487;-38.13080360867914
1739209742.4667494;-38.13080360867914
1739209742.4667504;-38.13080360867914
1739209742.466751;-26.991370085610722
1739209742.466752;-32.816014438256545
1739209742.4667528;-45.120503652039325
1739209742.4667535;-45.120503652039325
1739209742.4667544;-32.816014438256545
1739209742.4667552;-38.13080360867914
1739209742.466756;-45.120503652039325
1739209742.4667568;-38.13080360867914
1739209742.4667578;-38.13080360867914
1739209742.4667585;-45.120503652039325
1739209742.4667594;-38.13080360867914
1739209742.4667602;-45.120503652039325
1739209742.466761;-45.120503652039325
1739209742.4667618;-38.13080360867914
1739209742.4667628;-38.13080360867914
1739209742.4667635;-45.120503652039325
1739209742.4667645;-33.981070128970906
1739209742.4667652;-38.13080360867914
1739209742.466766;-45.120503652039325
1739209742.4667668;-38.13080360867914
1739209742.4667678;-35.57807855764607
1739209742.4667685;-35.57807855764607
1739209742.4667695;-38.13080360867914
1739209742.4667702;-45.120503652039325
1739209742.4667711;-33.981070128970906
1739209742.4667718;-32.816014438256545
1739209742.4667728;-45.120503652039325
1739209742.4667735;-45.120503652039325
1739209742.4667745;-35.57807855764607
1739209742.4667752;-38.13080360867914
1739209742.4667761;-45.120503652039325
1739209742.4667768;-38.13080360867914
1739209742.4667778;-45.120503652039325
1739209742.4667785;-45.120503652039325
1739209742.4667795;-33.981070128970906
1739209742.4667802;-45.120503652039325
1739209742.4667811;-45.120503652039325
1739209742.4667819;-45.120503652039325
1739209742.4667828;-38.13080360867914
1739209742.4667835;-45.120503652039325
1739209742.4667845;-31.141103565318893
1739209742.4667852;-29.438486411369333
1739209742.4667861;-45.120503652039325
1739209742.4667869;-45.120503652039325
1739209742.4667876;-35.57807855764607
1739209742.4667885;-33.981070128970906
1739209742.4667892;-45.120503652039325
1739209742.4667902;-38.13080360867914
1739209742.466791;-45.120503652039325
1739209742.4667919;-45.120503652039325
1739209742.4667926;-38.13080360867914
1739209742.4667935;-38.13080360867914
1739209742.4667943;-45.120503652039325
1739209742.4667952;-45.120503652039325
1739209742.466796;-38.13080360867914
1739209742.4667969;-45.120503652039325
1739209742.4667976;-32.816014438256545
1739209742.4667985;-29.438486411369333
1739209742.4667993;-45.120503652039325
1739209742.4668002;-45.120503652039325
1739209742.466801;-45.120503652039325
1739209742.466802;-45.120503652039325
1739209742.4668026;-45.120503652039325
1739209742.4668036;-38.13080360867914
1739209742.4668043;-38.13080360867914
1739209742.4668052;-45.120503652039325
1739209742.466806;-38.13080360867914
1739209742.466807;-45.120503652039325
1739209742.4668076;-38.13080360867914
1739209742.4668086;-35.57807855764607
1739209742.4668093;-45.120503652039325
1739209742.4668102;-45.120503652039325
1739209742.466811;-38.13080360867914
1739209742.466812;-38.13080360867914
1739209742.4668126;-45.120503652039325
1739209742.4668136;-45.120503652039325
1739209742.4668143;-45.120503652039325
1739209742.4668152;-38.13080360867914
1739209742.466816;-45.120503652039325
1739209742.466817;-45.120503652039325
1739209742.4668176;-33.981070128970906
1739209742.4668186;-32.816014438256545
1739209742.4668193;-35.57807855764607
1739209742.46682;-33.981070128970906
1739209742.466821;-38.13080360867914
