CAN Message; 0x150:0700ae2899472b35
1739209692.1683197;-45.120503652039325
1739209692.168329;-45.120503652039325
1739209692.168338;-33.981070128970906
1739209692.1683471;-35.57807855764607
1739209692.1683564;-45.120503652039325
1739209692.1683655;-45.120503652039325
1739209692.1683748;-38.13080360867914
1739209692.1683838;-45.120503652039325
1739209692.168393;-45.120503652039325
1739209692.1684022;-35.57807855764607
1739209692.1684113;-38.13080360867914
1739209692.1684203;-38.13080360867914
1739209692.1684296;-35.57807855764607
1739209692.1684387;-38.13080360867914
1739209692.1684477;-38.13080360867914
1739209692.168457;-38.13080360867914
1739209692.168466;-38.13080360867914
1739209692.1684754;-38.13080360867914
1739209692.1684844;-35.57807855764607
1739209692.1684935;-38.13080360867914
1739209692.1685028;-38.13080360867914
1739209692.1685119;-38.13080360867914
1739209692.168521;-38.13080360867914
1739209692.1685302;-31.141103565318915
1739209692.1685393;-45.120503652039325
1739209692.1685483;-38.13080360867914
1739209692.1685576;-45.120503652039325
1739209692.1685667;-38.13080360867914
1739209692.168576;-38.13080360867914
1739209692.168585;-38.13080360867914
1739209692.1685941;-45.120503652039325
1739209692.1686034;-32.816014438256545
1739209692.1686125;-35.57807855764607
1739209692.1686215;-38.13080360867914
1739209692.1686308;-45.120503652039325
1739209692.16864;-38.13080360867914
1739209692.168649;-38.13080360867914
1739209692.1686583;-38.13080360867914
1739209692.1686673;-38.13080360867914
1739209692.1686766;-38.13080360867914
1739209692.1686857;-45.120503652039325
1739209692.1686947;-45.120503652039325
1739209692.168704;-45.120503652039325
1739209692.168713;-38.13080360867914
1739209692.1687222;-35.57807855764607
1739209692.1687315;-35.57807855764607
1739209692.1687405;-35.57807855764607
1739209692.1687496;-33.981070128970906
1739209692.1687589;-38.13080360867914
1739209692.168768;-38.13080360867914
1739209692.1687772;-45.120503652039325
1739209692.1687863;-45.120503652039325
1739209692.1687953;-38.13080360867914
1739209692.1688046;-38.13080360867914
1739209692.1688137;-45.120503652039325
1739209692.1688228;-28.58837851428586
1739209692.168832;-45.120503652039325
1739209692.1688411;-35.57807855764607
1739209692.1688502;-38.13080360867914
1739209692.1688595;-45.120503652039325
1739209692.1688685;-38.13080360867914
1739209692.1688778;-35.57807855764607
1739209692.168887;-38.13080360867914
1739209692.168896;-31.141103565318915
1739209692.1689053;-45.120503652039325
1739209692.1689143;-35.57807855764607
1739209692.1689234;-38.13080360867914
1739209692.1689327;-35.57807855764607
1739209692.1689417;-38.13080360867914
1739209692.1689508;-38.13080360867914
1739209692.16896;-35.57807855764607
1739209692.1689692;-28.992665084841942
1739209692.1689785;-38.13080360867914
1739209692.1689875;-45.120503652039325
1739209692.1689966;-45.120503652039325
1739209692.1690059;-45.120503652039325
1739209692.169015;-45.120503652039325
1739209692.169024;-38.13080360867914
1739209692.1690333;-38.13080360867914
1739209692.1690423;-38.13080360867914
1739209692.1690514;-45.120503652039325
1739209692.1690607;-38.13080360867914
1739209692.1690698;-38.13080360867914
1739209692.169079;-45.120503652039325
1739209692.1690881;-45.120503652039325
1739209692.1690972;-38.13080360867914
1739209692.1691065;-38.13080360867914
1739209692.1691155;-38.13080360867914
1739209692.1691246;-38.13080360867914
1739209692.169134;-33.981070128970906
1739209692.169143;-45.120503652039325
1739209692.169152;-38.13080360867914
1739209692.1691613;-35.57807855764607
1739209692.1691704;-45.120503652039325
1739209692.1691797;-45.120503652039325
1739209692.1691887;-33.981070128970906
1739209692.1691978;-45.120503652039325
1739209692.169207;-38.13080360867914
1739209692.1692162;-35.57807855764607
1739209692.1692252;-45.120503652039325
1739209692.1692345;-45.120503652039325
1739209692.1692436;-45.120503652039325
1739209692.1692526;-38.13080360867914
1739209692.169262;-38.13080360867914
1739209692.169271;-45.120503652039325
1739209692.1692803;-38.13080360867914
1739209692.1692894;-45.120503652039325
1739209692.1692984;-38.13080360867914
1739209692.1693077;-35.57807855764607
1739209692.1693168;-38.13080360867914
1739209692.1693258;-33.981070128970906
1739209692.1693351;-32.816014438256545
1739209692.1693442;-35.57807855764607
1739209692.1693532;-38.13080360867914
1739209692.1693625;-38.13080360867914
1739209692.1693716;-38.13080360867914
1739209692.169381;-32.816014438256545
1739209692.16939;-33.981070128970906
1739209692.169399;-45.120503652039325
1739209692.1694083;-45.120503652039325
1739209692.1694174;-45.120503652039325
1739209692.1694264;-38.13080360867914
1739209692.1694357;-45.120503652039325
1739209692.1694448;-38.13080360867914
1739209692.1694539;-45.120503652039325
1739209692.1694632;-38.13080360867914
1739209692.1694722;-45.120503652039325
1739209692.1694815;-38.13080360867914
1739209692.1694906;-32.816014438256545
1739209692.1694996;-38.13080360867914
1739209692.169509;-45.120503652039325
1739209692.169518;-35.57807855764607
1739209692.169527;-29.438486411369333
1739209692.1695364;-38.13080360867914
1739209692.1695454;-45.120503652039325
1739209692.1695545;-45.120503652039325
1739209692.1695638;-35.57807855764607
1739209692.1695728;-38.13080360867914
1739209692.1695821;-45.120503652039325
1739209692.1695912;-45.120503652039325
1739209692.1696002;-45.120503652039325
1739209692.1696095;-38.13080360867914
1739209692.1696186;-38.13080360867914
1739209692.1696277;-38.13080360867914
1739209692.169637;-45.120503652039325
1739209692.169646;-45.120503652039325
1739209692.169655;-45.120503652039325
1739209692.1696644;-38.13080360867914
1739209692.1696734;-38.13080360867914
1739209692.1696827;-45.120503652039325
1739209692.1696918;-38.13080360867914
1739209692.1697009;-38.13080360867914
1739209692.1697102;-26.991370085610736
1739209692.1697192;-38.13080360867914
1739209692.1697283;-45.120503652039325
1739209692.1697376;-38.13080360867914
1739209692.1697466;-35.57807855764607
1739209692.1697557;-38.13080360867914
1739209692.169765;-45.120503652039325
1739209692.169774;-45.120503652039325
1739209692.1697834;-45.120503652039325
1739209692.1697924;-45.120503652039325
1739209692.1698015;-35.57807855764607
1739209692.1698108;-38.13080360867914
1739209692.1698198;-45.120503652039325
1739209692.169829;-38.13080360867914
1739209692.1698382;-45.120503652039325
1739209692.1698472;-33.981070128970906
1739209692.1698563;-35.57807855764607
1739209692.1698656;-38.13080360867914
1739209692.1698747;-45.120503652039325
1739209692.169884;-38.13080360867914
1739209692.169893;-35.57807855764607
1739209692.169902;-35.57807855764607
1739209692.1699114;-38.13080360867914
1739209692.1699204;-38.13080360867914
1739209692.1699295;-30.49652367304973
1739209692.1699388;-32.816014438256545
1739209692.1699479;-45.120503652039325
1739209692.169957;-38.13080360867914
1739209692.1699662;-35.57807855764607
1739209692.1699753;-45.120503652039325
1739209692.1699846;-45.120503652039325
1739209692.1699936;-45.120503652039325
1739209692.1700027;-38.13080360867914
1739209692.170012;-45.120503652039325
1739209692.170021;-38.13080360867914
1739209692.17003;-45.120503652039325
1739209692.1700394;-45.120503652039325
1739209692.1700485;-45.120503652039325
1739209692.1700575;-45.120503652039325
1739209692.1700668;-38.13080360867914
1739209692.170076;-32.816014438256545
1739209692.1700852;-38.13080360867914
1739209692.1700943;-35.57807855764607
1739209692.1701033;-45.120503652039325
1739209692.1701126;-45.120503652039325
1739209692.1701217;-38.13080360867914
1739209692.1701307;-33.981070128970906
1739209692.17014;-38.13080360867914
1739209692.170149;-35.57807855764607
1739209692.1701581;-35.57807855764607
1739209692.1701674;-38.13080360867914
1739209692.1701765;-45.120503652039325
1739209692.1701858;-38.13080360867914
1739209692.1701949;-38.13080360867914
1739209692.170204;-38.13080360867914
1739209692.1702132;-38.13080360867914
1739209692.1702223;-45.120503652039325
1739209692.1702313;-45.120503652039325
1739209692.1702406;-32.816014438256545
1739209692.1702497;-38.13080360867914
1739209692.1702588;-45.120503652039325
1739209692.170268;-38.13080360867914
1739209692.170277;-30.49652367304973
1739209692.1702864;-35.57807855764607
1739209692.1702955;-38.13080360867914
1739209692.1703045;-35.57807855764607
1739209692.1703138;-38.13080360867914
1739209692.170323;-45.120503652039325
1739209692.170332;-45.120503652039325
1739209692.1703413;-45.120503652039325
1739209692.1703503;-35.57807855764607
1739209692.1703594;-45.120503652039325
1739209692.1703687;-38.13080360867914
1739209692.1703777;-38.13080360867914
1739209692.170387;-35.57807855764607
1739209692.170396;-38.13080360867914
1739209692.1704051;-45.120503652039325
1739209692.1704144;-33.981070128970906
1739209692.1704235;-45.120503652039325
1739209692.1704326;-45.120503652039325
1739209692.1704419;-38.13080360867914
1739209692.170451;-33.981070128970906
1739209692.17046;-45.120503652039325
1739209692.1704693;-45.120503652039325
1739209692.1704783;-38.13080360867914
1739209692.1704874;-45.120503652039325
1739209692.1704967;-45.120503652039325
1739209692.1705058;-38.13080360867914
1739209692.170515;-45.120503652039325
1739209692.1705241;-31.141103565318915
1739209692.1705332;-38.13080360867914
1739209692.1705425;-45.120503652039325
1739209692.1705515;-38.13080360867914
1739209692.1705606;-38.13080360867914
1739209692.17057;-35.57807855764607
1739209692.170579;-38.13080360867914
1739209692.170588;-45.120503652039325
1739209692.1705973;-33.981070128970906
1739209692.1706064;-45.120503652039325
1739209692.1706157;-38.13080360867914
1739209692.1706247;-35.57807855764607
1739209692.1706338;-38.13080360867914
1739209692.170643;-38.13080360867914
1739209692.1706522;-38.13080360867914
1739209692.1706612;-38.13080360867914
1739209692.1706705;-45.120503652039325
1739209692.1706796;-38.13080360867914
1739209692.1706886;-38.13080360867914
1739209692.170698;-45.120503652039325
1739209692.170707;-45.120503652039325
1739209692.1707163;-45.120503652039325
1739209692.1707253;-45.120503652039325
1739209692.1707344;-38.13080360867914
1739209692.1707437;-28.992665084841942
1739209692.1707528;-38.13080360867914
1739209692.1707618;-45.120503652039325
1739209692.1707711;-45.120503652039325
1739209692.1707802;-45.120503652039325
1739209692.1707892;-45.120503652039325
1739209692.1707985;-45.120503652039325
1739209692.1708076;-33.981070128970906
1739209692.170817;-35.57807855764607
1739209692.170826;-45.120503652039325
1739209692.170835;-38.13080360867914
1739209692.1708443;-45.120503652039325
1739209692.1708534;-38.13080360867914
1739209692.1708624;-38.13080360867914
1739209692.1708717;-45.120503652039325
1739209692.1708808;-45.120503652039325
1739209692.1708899;-38.13080360867914
1739209692.1708992;-38.13080360867914
1739209692.1709082;-38.13080360867914
1739209692.1709175;-45.120503652039325
1739209692.1709266;-33.981070128970906
1739209692.1709356;-35.57807855764607
1739209692.170945;-35.57807855764607
1739209692.170954;-38.13080360867914
1739209692.170963;-35.57807855764607
1739209692.1709723;-35.57807855764607
1739209692.1709814;-45.120503652039325
1739209692.1709905;-35.57807855764607
1739209692.1709998;-38.13080360867914
1739209692.1710088;-45.120503652039325
1739209692.1710181;-45.120503652039325
1739209692.1710272;-32.816014438256545
1739209692.1710362;-45.120503652039325
1739209692.1710455;-38.13080360867914
1739209692.1710546;-38.13080360867914
1739209692.1710637;-38.13080360867914
1739209692.171073;-45.120503652039325
1739209692.171082;-45.120503652039325
1739209692.171091;-35.57807855764607
1739209692.1711004;-38.13080360867914
1739209692.1711094;-32.816014438256545
1739209692.1711187;-30.49652367304973
1739209692.1711278;-45.120503652039325
1739209692.1711369;-45.120503652039325
1739209692.1711462;-33.981070128970906
1739209692.1711552;-45.120503652039325
1739209692.1711643;-45.120503652039325
1739209692.1711736;-29.438486411369333
1739209692.1711826;-45.120503652039325
1739209692.1711917;-38.13080360867914
1739209692.171201;-35.57807855764607
1739209692.17121;-35.57807855764607
1739209692.1712193;-38.13080360867914
1739209692.1712284;-45.120503652039325
1739209692.1712375;-45.120503652039325
1739209692.1712468;-38.13080360867914
1739209692.1712558;-38.13080360867914
1739209692.171265;-32.816014438256545
1739209692.1712742;-35.57807855764607
1739209692.1712832;-38.13080360867914
1739209692.1712923;-38.13080360867914
1739209692.1713016;-45.120503652039325
1739209692.1713107;-45.120503652039325
1739209692.17132;-38.13080360867914
1739209692.171329;-38.13080360867914
1739209692.171338;-45.120503652039325
1739209692.1713474;-45.120503652039325
1739209692.1713564;-45.120503652039325
1739209692.1713655;-38.13080360867914
1739209692.1713748;-38.13080360867914
1739209692.1713839;-45.120503652039325
1739209692.171393;-45.120503652039325
1739209692.1714022;-45.120503652039325
1739209692.1714113;-45.120503652039325
1739209692.1714206;-45.120503652039325
1739209692.1714296;-45.120503652039325
1739209692.1714387;-38.13080360867914
1739209692.171448;-38.13080360867914
1739209692.171457;-38.13080360867914
1739209692.171466;-45.120503652039325
1739209692.1714754;-35.57807855764607
1739209692.1714845;-38.13080360867914
1739209692.1714935;-38.13080360867914
1739209692.1715028;-45.120503652039325
1739209692.171512;-45.120503652039325
1739209692.1715212;-45.120503652039325
1739209692.1715302;-45.120503652039325
1739209692.1715393;-45.120503652039325
1739209692.1715486;-45.120503652039325
1739209692.1715577;-45.120503652039325
1739209692.1715667;-45.120503652039325
1739209692.171576;-45.120503652039325
1739209692.171585;-45.120503652039325
1739209692.1715941;-32.816014438256545
1739209692.1716034;-38.13080360867914
1739209692.1716125;-45.120503652039325
1739209692.1716218;-38.13080360867914
1739209692.1716309;-33.981070128970906
1739209692.17164;-30.49652367304973
1739209692.1716492;-38.13080360867914
1739209692.1716583;-45.120503652039325
1739209692.1716673;-45.120503652039325
1739209692.1716766;-38.13080360867914
1739209692.1716857;-45.120503652039325
1739209692.1716948;-38.13080360867914
1739209692.171704;-45.120503652039325
1739209692.171713;-38.13080360867914
1739209692.1717224;-38.13080360867914
1739209692.1717315;-38.13080360867914
1739209692.1717405;-45.120503652039325
1739209692.1717498;-38.13080360867914
1739209692.171759;-35.57807855764607
1739209692.171768;-38.13080360867914
1739209692.1717772;-45.120503652039325
1739209692.1717863;-38.13080360867914
1739209692.1717954;-35.57807855764607
1739209692.1718047;-38.13080360867914
1739209692.1718137;-35.57807855764607
1739209692.171823;-38.13080360867914
1739209692.171832;-35.57807855764607
1739209692.1718411;-45.120503652039325
1739209692.1718504;-33.981070128970906
1739209692.1718595;-30.49652367304973
1739209692.1718686;-38.13080360867914
1739209692.1718779;-45.120503652039325
1739209692.171887;-38.13080360867914
1739209692.171896;-38.13080360867914
1739209692.1719053;-32.816014438256545
1739209692.1719143;-38.13080360867914
1739209692.1719236;-45.120503652039325
1739209692.1719327;-32.816014438256545
1739209692.1719418;-38.13080360867914
1739209692.171951;-38.13080360867914
1739209692.17196;-45.120503652039325
1739209692.1719692;-38.13080360867914
1739209692.1719785;-35.57807855764607
1739209692.1719875;-38.13080360867914
1739209692.1719966;-35.57807855764607
1739209692.172006;-38.13080360867914
1739209692.172015;-35.57807855764607
1739209692.1720243;-38.13080360867914
1739209692.1720333;-45.120503652039325
1739209692.1720424;-33.981070128970906
1739209692.1720517;-35.57807855764607
1739209692.1720607;-38.13080360867914
1739209692.1720698;-45.120503652039325
1739209692.172079;-38.13080360867914
1739209692.1720881;-35.57807855764607
1739209692.1720972;-38.13080360867914
1739209692.1721065;-45.120503652039325
1739209692.1721156;-45.120503652039325
1739209692.1721249;-38.13080360867914
1739209692.172134;-38.13080360867914
1739209692.172143;-45.120503652039325
1739209692.1721523;-33.981070128970906
1739209692.1721613;-45.120503652039325
1739209692.1721704;-45.120503652039325
1739209692.1721797;-45.120503652039325
1739209692.1721888;-38.13080360867914
1739209692.1721978;-45.120503652039325
1739209692.172207;-45.120503652039325
1739209692.1722162;-45.120503652039325
1739209692.1722255;-31.141103565318915
1739209692.1722345;-45.120503652039325
1739209692.1722436;-45.120503652039325
1739209692.172253;-38.13080360867914
1739209692.172262;-38.13080360867914
1739209692.172271;-35.57807855764607
1739209692.1722803;-38.13080360867914
1739209692.1722894;-45.120503652039325
1739209692.1722984;-28.992665084841942
1739209692.1723077;-38.13080360867914
1739209692.1723168;-38.13080360867914
1739209692.172326;-38.13080360867914
1739209692.1723351;-45.120503652039325
1739209692.1723442;-45.120503652039325
1739209692.1723535;-45.120503652039325
1739209692.1723626;-38.13080360867914
1739209692.1723716;-33.981070128970906
1739209692.172381;-45.120503652039325
1739209692.17239;-45.120503652039325
1739209692.172399;-45.120503652039325
1739209692.1724083;-38.13080360867914
1739209692.1724174;-35.57807855764607
1739209692.1724267;-38.13080360867914
1739209692.1724358;-38.13080360867914
1739209692.1724448;-38.13080360867914
1739209692.172454;-35.57807855764607
1739209692.1724632;-38.13080360867914
1739209692.1724722;-45.120503652039325
1739209692.1724815;-33.981070128970906
1739209692.1724906;-38.13080360867914
1739209692.1724997;-45.120503652039325
1739209692.172509;-45.120503652039325
1739209692.172518;-33.981070128970906
1739209692.1725273;-38.13080360867914
1739209692.1725364;-38.13080360867914
1739209692.1725454;-38.13080360867914
1739209692.1725547;-45.120503652039325
1739209692.1725638;-45.120503652039325
1739209692.1725729;-45.120503652039325
1739209692.1725821;-38.13080360867914
1739209692.1725912;-38.13080360867914
1739209692.1726003;-35.57807855764607
1739209692.1726096;-45.120503652039325
1739209692.1726186;-45.120503652039325
1739209692.172628;-45.120503652039325
1739209692.172637;-45.120503652039325
1739209692.172646;-45.120503652039325
1739209692.1726553;-45.120503652039325
1739209692.1726644;-38.13080360867914
1739209692.1726735;-38.13080360867914
1739209692.1726828;-45.120503652039325
1739209692.1726918;-45.120503652039325
1739209692.172701;-38.13080360867914
1739209692.1727102;-38.13080360867914
1739209692.1727192;-38.13080360867914
1739209692.1727285;-32.816014438256545
1739209692.1727376;-45.120503652039325
1739209692.1727467;-45.120503652039325
1739209692.172756;-38.13080360867914
1739209692.172765;-45.120503652039325
1739209692.172774;-45.120503652039325
1739209692.1727834;-45.120503652039325
1739209692.1727924;-38.13080360867914
1739209692.1728015;-35.57807855764607
1739209692.1728108;-38.13080360867914
1739209692.1728199;-45.120503652039325
1739209692.1728292;-45.120503652039325
1739209692.1728382;-38.13080360867914
1739209692.1728473;-35.57807855764607
1739209692.1728566;-33.981070128970906
1739209692.1728656;-45.120503652039325
1739209692.1728747;-35.57807855764607
1739209692.172884;-38.13080360867914
1739209692.172893;-38.13080360867914
1739209692.172902;-38.13080360867914
1739209692.1729114;-38.13080360867914
1739209692.1729205;-38.13080360867914
1739209692.1729295;-45.120503652039325
1739209692.1729388;-45.120503652039325
1739209692.172948;-38.13080360867914
1739209692.1729572;-38.13080360867914
1739209692.1729662;-45.120503652039325
1739209692.1729753;-45.120503652039325
1739209692.1729846;-38.13080360867914
1739209692.1729937;-38.13080360867914
1739209692.1730027;-38.13080360867914
1739209692.173012;-38.13080360867914
1739209692.173021;-38.13080360867914
1739209692.1730301;-38.13080360867914
1739209692.1730394;-26.991370085610736
1739209692.1730485;-38.13080360867914
1739209692.1730578;-45.120503652039325
1739209692.1730669;-45.120503652039325
1739209692.173076;-32.816014438256545
1739209692.1730852;-38.13080360867914
1739209692.1730943;-38.13080360867914
1739209692.1731033;-38.13080360867914
1739209692.1731126;-45.120503652039325
1739209692.1731217;-45.120503652039325
1739209692.1731308;-45.120503652039325
1739209692.17314;-45.120503652039325
1739209692.173149;-45.120503652039325
1739209692.1731584;-38.13080360867914
1739209692.1731675;-45.120503652039325
1739209692.1731765;-45.120503652039325
1739209692.1731858;-32.816014438256545
1739209692.173195;-38.13080360867914
1739209692.173204;-45.120503652039325
1739209692.1732132;-38.13080360867914
1739209692.1732223;-35.57807855764607
1739209692.1732314;-38.13080360867914
1739209692.1732407;-45.120503652039325
1739209692.1732497;-38.13080360867914
1739209692.173259;-45.120503652039325
1739209692.173268;-33.981070128970906
1739209692.1732771;-45.120503652039325
1739209692.1732864;-38.13080360867914
1739209692.1732955;-35.57807855764607
1739209692.1733046;-38.13080360867914
1739209692.1733139;-45.120503652039325
1739209692.173323;-38.13080360867914
1739209692.173332;-38.13080360867914
1739209692.1733413;-45.120503652039325
1739209692.1733503;-45.120503652039325
1739209692.1733596;-38.13080360867914
1739209692.1733687;-45.120503652039325
1739209692.1733778;-38.13080360867914
1739209692.173387;-38.13080360867914
1739209692.173396;-45.120503652039325
1739209692.1734052;-28.58837851428586
1739209692.1734145;-31.141103565318915
1739209692.1734235;-45.120503652039325
1739209692.1734326;-38.13080360867914
1739209692.173442;-38.13080360867914
1739209692.173451;-38.13080360867914
1739209692.1734602;-38.13080360867914
1739209692.1734693;-45.120503652039325
1739209692.1734784;-45.120503652039325
1739209692.1734877;-38.13080360867914
1739209692.1734967;-35.57807855764607
1739209692.1735058;-45.120503652039325
1739209692.173515;-38.13080360867914
1739209692.1735241;-38.13080360867914
1739209692.1735332;-38.13080360867914
1739209692.1735425;-38.13080360867914
1739209692.1735516;-45.120503652039325
1739209692.1735609;-45.120503652039325
1739209692.17357;-38.13080360867914
1739209692.173579;-38.13080360867914
1739209692.1735883;-45.120503652039325
1739209692.1735973;-38.13080360867914
1739209692.1736064;-35.57807855764607
1739209692.1736157;-45.120503652039325
1739209692.1736248;-33.981070128970906
1739209692.1736338;-35.57807855764607
1739209692.173643;-45.120503652039325
1739209692.1736522;-45.120503652039325
1739209692.1736615;-45.120503652039325
1739209692.1736705;-33.981070128970906
1739209692.1736796;-35.57807855764607
1739209692.173689;-33.981070128970906
1739209692.173698;-45.120503652039325
1739209692.173707;-45.120503652039325
1739209692.1737163;-38.13080360867914
1739209692.1737254;-45.120503652039325
1739209692.1737344;-45.120503652039325
1739209692.1737437;-38.13080360867914
1739209692.1737528;-32.816014438256545
1739209692.173762;-45.120503652039325
1739209692.1737711;-45.120503652039325
1739209692.1737802;-45.120503652039325
1739209692.1737895;-45.120503652039325
1739209692.1737986;-38.13080360867914
1739209692.1738076;-38.13080360867914
1739209692.173817;-45.120503652039325
1739209692.173826;-45.120503652039325
1739209692.173835;-45.120503652039325
1739209692.1738443;-45.120503652039325
1739209692.1738534;-38.13080360867914
1739209692.1738627;-45.120503652039325
1739209692.1738718;-45.120503652039325
1739209692.1738808;-38.13080360867914
1739209692.17389;-38.13080360867914
1739209692.1738992;-45.120503652039325
1739209692.1739082;-45.120503652039325
1739209692.1739175;-38.13080360867914
1739209692.1739266;-45.120503652039325
1739209692.1739357;-45.120503652039325
1739209692.173945;-45.120503652039325
1739209692.173954;-38.13080360867914
1739209692.1739633;-45.120503652039325
1739209692.1739724;-45.120503652039325
1739209692.1739814;-45.120503652039325
1739209692.1739907;-45.120503652039325
1739209692.1739998;-32.816014438256545
1739209692.1740088;-30.49652367304973
1739209692.1740181;-45.120503652039325
1739209692.1740272;-38.13080360867914
1739209692.1740363;-35.57807855764607
1739209692.1740456;-45.120503652039325
1739209692.1740546;-38.13080360867914
1739209692.174064;-38.13080360867914
1739209692.174073;-35.57807855764607
1739209692.174082;-38.13080360867914
1739209692.1740913;-45.120503652039325
1739209692.1741004;-45.120503652039325
1739209692.1741095;-38.13080360867914
1739209692.1741188;-45.120503652039325
1739209692.1741278;-38.13080360867914
1739209692.1741369;-35.57807855764607
1739209692.1741462;-38.13080360867914
1739209692.1741552;-45.120503652039325
