CAN Message; 0x1b8:000068a76e958437
1739209653.2237244;-45.120503652039325
1739209653.2237308;-45.120503652039325
1739209653.2237375;-45.120503652039325
1739209653.2237442;-45.120503652039325
1739209653.2237508;-45.120503652039325
1739209653.2237573;-45.120503652039325
1739209653.223764;-38.13080360867914
1739209653.2237706;-38.13080360867914
1739209653.2237773;-38.13080360867914
1739209653.2237837;-45.120503652039325
1739209653.2237904;-38.13080360867914
1739209653.223797;-31.141103565318893
1739209653.2238038;-35.57807855764607
1739209653.2238102;-45.120503652039325
1739209653.2238169;-35.57807855764607
1739209653.2238235;-32.816014438256545
1739209653.2238302;-38.13080360867914
1739209653.2238367;-45.120503652039325
1739209653.2238433;-33.981070128970906
1739209653.22385;-38.13080360867914
1739209653.2238564;-38.13080360867914
1739209653.2238631;-45.120503652039325
1739209653.2238698;-45.120503652039325
1739209653.2238765;-45.120503652039325
1739209653.223883;-45.120503652039325
1739209653.2238896;-45.120503652039325
1739209653.2238963;-38.13080360867914
1739209653.223903;-38.13080360867914
1739209653.2239094;-45.120503652039325
1739209653.223916;-45.120503652039325
1739209653.2239227;-38.13080360867914
1739209653.2239294;-35.57807855764607
1739209653.2239358;-45.120503652039325
1739209653.2239425;-45.120503652039325
1739209653.2239492;-38.13080360867914
1739209653.2239559;-45.120503652039325
1739209653.2239623;-45.120503652039325
1739209653.223969;-35.57807855764607
1739209653.2239757;-38.13080360867914
1739209653.2239823;-45.120503652039325
1739209653.2239888;-38.13080360867914
1739209653.2239954;-35.57807855764607
1739209653.2240021;-45.120503652039325
1739209653.2240088;-45.120503652039325
1739209653.2240152;-38.13080360867914
1739209653.224022;-32.816014438256545
1739209653.2240286;-38.13080360867914
1739209653.2240353;-45.120503652039325
1739209653.2240417;-38.13080360867914
1739209653.2240484;-35.57807855764607
1739209653.224055;-38.13080360867914
1739209653.2240617;-35.57807855764607
1739209653.2240682;-38.13080360867914
1739209653.2240748;-35.57807855764607
1739209653.2240815;-38.13080360867914
1739209653.2240882;-45.120503652039325
1739209653.2240946;-35.57807855764607
1739209653.2241013;-38.13080360867914
1739209653.224108;-38.13080360867914
1739209653.2241144;-45.120503652039325
1739209653.224121;-45.120503652039325
1739209653.2241278;-38.13080360867914
1739209653.2241344;-38.13080360867914
1739209653.224141;-45.120503652039325
1739209653.2241476;-45.120503652039325
1739209653.2241542;-45.120503652039325
1739209653.224161;-45.120503652039325
1739209653.2241673;-32.816014438256545
1739209653.224174;-38.13080360867914
1739209653.2241807;-38.13080360867914
1739209653.2241874;-45.120503652039325
1739209653.2241938;-38.13080360867914
1739209653.2242005;-45.120503652039325
1739209653.2242072;-38.13080360867914
1739209653.2242138;-45.120503652039325
1739209653.2242203;-45.120503652039325
1739209653.224227;-38.13080360867914
1739209653.2242336;-45.120503652039325
1739209653.2242403;-38.13080360867914
1739209653.2242467;-45.120503652039325
1739209653.2242534;-38.13080360867914
1739209653.22426;-45.120503652039325
1739209653.2242668;-45.120503652039325
1739209653.2242732;-31.141103565318893
1739209653.2242799;-35.57807855764607
1739209653.2242866;-45.120503652039325
1739209653.2242932;-38.13080360867914
1739209653.2242997;-31.141103565318893
1739209653.2243063;-38.13080360867914
1739209653.224313;-45.120503652039325
1739209653.2243197;-33.981070128970906
1739209653.2243261;-38.13080360867914
1739209653.2243328;-45.120503652039325
1739209653.2243395;-45.120503652039325
1739209653.224346;-45.120503652039325
1739209653.2243526;-45.120503652039325
1739209653.2243593;-38.13080360867914
1739209653.224366;-45.120503652039325
1739209653.2243724;-33.981070128970906
1739209653.224379;-38.13080360867914
1739209653.2243857;-38.13080360867914
1739209653.2243924;-35.57807855764607
1739209653.2243989;-33.981070128970906
1739209653.2244055;-31.141103565318893
1739209653.2244122;-38.13080360867914
1739209653.2244189;-45.120503652039325
1739209653.2244253;-38.13080360867914
1739209653.224432;-29.438486411369333
1739209653.2244387;-32.816014438256545
1739209653.2244453;-38.13080360867914
1739209653.2244518;-45.120503652039325
1739209653.2244585;-45.120503652039325
1739209653.2244651;-45.120503652039325
1739209653.2244718;-45.120503652039325
1739209653.2244782;-38.13080360867914
1739209653.224485;-45.120503652039325
1739209653.2244916;-38.13080360867914
1739209653.2244983;-38.13080360867914
1739209653.2245047;-45.120503652039325
1739209653.2245114;-45.120503652039325
1739209653.224518;-45.120503652039325
1739209653.2245247;-35.57807855764607
1739209653.2245312;-45.120503652039325
1739209653.2245378;-31.141103565318915
1739209653.2158036;-45.120503652039325
1739209653.2158108;-45.120503652039325
1739209653.215818;-33.981070128970906
1739209653.215825;-45.120503652039325
1739209653.2158322;-38.13080360867914
1739209653.2158394;-33.981070128970906
1739209653.2158465;-45.120503652039325
1739209653.2158537;-45.120503652039325
1739209653.2158608;-38.13080360867914
1739209653.215868;-35.57807855764607
1739209653.2158751;-38.13080360867914
1739209653.2158823;-45.120503652039325
1739209653.2158895;-45.120503652039325
1739209653.2158966;-38.13080360867914
1739209653.2159038;-31.141103565318915
1739209653.215911;-38.13080360867914
1739209653.215918;-38.13080360867914
1739209653.2159252;-45.120503652039325
1739209653.2159324;-33.981070128970906
1739209653.2159395;-45.120503652039325
1739209653.2159467;-45.120503652039325
1739209653.2159538;-38.13080360867914
1739209653.215961;-45.120503652039325
1739209653.2159681;-45.120503652039325
1739209653.2159753;-45.120503652039325
1739209653.2159824;-45.120503652039325
1739209653.2159896;-45.120503652039325
1739209653.2159967;-45.120503652039325
1739209653.216004;-45.120503652039325
1739209653.216011;-45.120503652039325
1739209653.2160182;-38.13080360867914
1739209653.2160254;-45.120503652039325
1739209653.2160325;-45.120503652039325
1739209653.2160397;-38.13080360867914
1739209653.2160468;-38.13080360867914
1739209653.216054;-45.120503652039325
1739209653.216061;-33.981070128970906
1739209653.2160683;-38.13080360867914
1739209653.2160754;-27.267205301931607
1739209653.2160826;-38.13080360867914
1739209653.2160897;-45.120503652039325
1739209653.2160969;-45.120503652039325
1739209653.216104;-45.120503652039325
1739209653.2161112;-45.120503652039325
1739209653.2161183;-45.120503652039325
1739209653.2161255;-45.120503652039325
1739209653.2161326;-29.438486411369347
1739209653.2161398;-38.13080360867914
1739209653.216147;-45.120503652039325
1739209653.216154;-35.57807855764607
1739209653.2161613;-32.816014438256545
1739209653.2161684;-45.120503652039325
1739209653.2161756;-45.120503652039325
1739209653.2161827;-35.57807855764607
1739209653.2161899;-33.981070128970906
1739209653.216197;-45.120503652039325
1739209653.2162042;-45.120503652039325
1739209653.2162113;-45.120503652039325
1739209653.2162185;-38.13080360867914
1739209653.2162256;-38.13080360867914
1739209653.2162328;-45.120503652039325
1739209653.21624;-38.13080360867914
1739209653.216247;-33.981070128970906
1739209653.2162542;-33.981070128970906
1739209653.2162614;-38.13080360867914
1739209653.2162685;-45.120503652039325
1739209653.2162757;-45.120503652039325
1739209653.2162828;-45.120503652039325
1739209653.21629;-38.13080360867914
1739209653.2162971;-45.120503652039325
1739209653.2163043;-28.58837851428586
1739209653.2163115;-31.141103565318915
1739209653.2163186;-45.120503652039325
1739209653.216326;-45.120503652039325
1739209653.2163332;-38.13080360867914
1739209653.2163403;-38.13080360867914
1739209653.2163475;-33.981070128970906
1739209653.2163546;-45.120503652039325
1739209653.2163618;-33.981070128970906
1739209653.216369;-38.13080360867914
1739209653.216376;-38.13080360867914
1739209653.2163832;-45.120503652039325
1739209653.2163904;-38.13080360867914
1739209653.2163975;-32.816014438256545
1739209653.2164047;-35.57807855764607
1739209653.2164118;-45.120503652039325
1739209653.216419;-28.992665084841942
1739209653.2164261;-33.981070128970906
1739209653.2164333;-38.13080360867914
1739209653.2164404;-45.120503652039325
1739209653.2164476;-31.141103565318915
1739209653.2164547;-45.120503652039325
1739209653.216462;-38.13080360867914
1739209653.216469;-38.13080360867914
1739209653.2164762;-45.120503652039325
1739209653.2164834;-38.13080360867914
1739209653.2164905;-35.57807855764607
1739209653.2164977;-45.120503652039325
1739209653.2165048;-38.13080360867914
1739209653.216512;-38.13080360867914
1739209653.216519;-45.120503652039325
1739209653.2165263;-35.57807855764607
1739209653.2165334;-38.13080360867914
1739209653.2165406;-45.120503652039325
1739209653.2165477;-38.13080360867914
1739209653.2165549;-38.13080360867914
1739209653.216562;-38.13080360867914
1739209653.2165692;-38.13080360867914
1739209653.2165763;-33.981070128970906
1739209653.2165835;-38.13080360867914
1739209653.2165906;-38.13080360867914
1739209653.2165978;-33.981070128970906
1739209653.216605;-45.120503652039325
1739209653.216612;-45.120503652039325
1739209653.2166193;-35.57807855764607
1739209653.2166264;-45.120503652039325
1739209653.2166336;-45.120503652039325
1739209653.2166407;-32.816014438256545
1739209653.2166479;-38.13080360867914
1739209653.216655;-38.13080360867914
1739209653.2166622;-38.13080360867914
1739209653.2166693;-38.13080360867914
1739209653.2166765;-45.120503652039325
1739209653.2166836;-35.57807855764607
1739209653.2166908;-38.13080360867914
1739209653.216698;-45.120503652039325
1739209653.216705;-33.981070128970906
1739209653.2167122;-33.981070128970906
1739209653.2167194;-45.120503652039325
1739209653.2167265;-45.120503652039325
1739209653.2167337;-38.13080360867914
1739209653.2167408;-38.13080360867914
1739209653.216748;-45.120503652039325
1739209653.2167552;-45.120503652039325
1739209653.2167623;-45.120503652039325
1739209653.2167695;-38.13080360867914
1739209653.2167766;-38.13080360867914
1739209653.2167838;-45.120503652039325
1739209653.216791;-38.13080360867914
1739209653.216798;-35.57807855764607
1739209653.2168052;-35.57807855764607
1739209653.2168124;-45.120503652039325
1739209653.2168195;-38.13080360867914
1739209653.2168267;-38.13080360867914
1739209653.2168338;-38.13080360867914
1739209653.216841;-45.120503652039325
1739209653.2168481;-45.120503652039325
1739209653.2168553;-38.13080360867914
1739209653.2168624;-38.13080360867914
1739209653.2168696;-45.120503652039325
1739209653.2168767;-38.13080360867914
1739209653.216884;-45.120503652039325
1739209653.216891;-45.120503652039325
1739209653.2168982;-45.120503652039325
1739209653.2169054;-38.13080360867914
1739209653.2169125;-38.13080360867914
1739209653.2169197;-45.120503652039325
1739209653.2169268;-45.120503652039325
1739209653.216934;-45.120503652039325
1739209653.216941;-38.13080360867914
1739209653.2169483;-38.13080360867914
1739209653.2169554;-45.120503652039325
1739209653.2169626;-45.120503652039325
1739209653.2169697;-38.13080360867914
1739209653.216977;-33.981070128970906
1739209653.216984;-45.120503652039325
1739209653.2169912;-45.120503652039325
1739209653.2169983;-38.13080360867914
1739209653.2170055;-45.120503652039325
1739209653.2170126;-38.13080360867914
1739209653.2170198;-38.13080360867914
1739209653.217027;-32.816014438256545
1739209653.217034;-38.13080360867914
1739209653.2170413;-45.120503652039325
1739209653.2170484;-38.13080360867914
1739209653.2170556;-38.13080360867914
1739209653.2170627;-33.981070128970906
1739209653.2170699;-45.120503652039325
1739209653.217077;-45.120503652039325
1739209653.2170842;-32.816014438256545
1739209653.2170913;-31.141103565318915
1739209653.2170985;-45.120503652039325
1739209653.2171056;-35.57807855764607
1739209653.2171128;-38.13080360867914
1739209653.21712;-45.120503652039325
1739209653.217127;-45.120503652039325
1739209653.2171342;-38.13080360867914
1739209653.2171414;-32.816014438256545
1739209653.2171485;-38.13080360867914
1739209653.2171557;-45.120503652039325
1739209653.2171628;-38.13080360867914
1739209653.21717;-35.57807855764607
1739209653.2171772;-31.141103565318915
1739209653.2171843;-45.120503652039325
1739209653.2171915;-38.13080360867914
1739209653.2171986;-45.120503652039325
1739209653.2172058;-33.981070128970906
1739209653.217213;-45.120503652039325
1739209653.21722;-45.120503652039325
1739209653.2172272;-45.120503652039325
1739209653.2172344;-45.120503652039325
1739209653.2172415;-45.120503652039325
1739209653.2172487;-38.13080360867914
1739209653.2172558;-33.981070128970906
1739209653.217263;-45.120503652039325
1739209653.2172701;-45.120503652039325
1739209653.2172773;-38.13080360867914
1739209653.2172844;-35.57807855764607
1739209653.2172916;-45.120503652039325
1739209653.2172987;-45.120503652039325
1739209653.217306;-38.13080360867914
1739209653.217313;-35.57807855764607
1739209653.2173202;-33.981070128970906
1739209653.2298977;-45.120503652039325
1739209653.2298996;-38.13080360867914
1739209653.2299018;-45.120503652039325
1739209653.229904;-45.120503652039325
1739209653.2299058;-45.120503652039325
1739209653.229908;-45.120503652039325
1739209653.2299101;-33.981070128970906
1739209653.229912;-45.120503652039325
1739209653.2299142;-38.13080360867914
1739209653.229916;-45.120503652039325
1739209653.2299182;-45.120503652039325
1739209653.2299204;-35.57807855764607
1739209653.2299223;-38.13080360867914
1739209653.2299244;-45.120503652039325
1739209653.2299266;-45.120503652039325
1739209653.2299285;-45.120503652039325
1739209653.2299306;-45.120503652039325
1739209653.2299328;-45.120503652039325
1739209653.2299347;-45.120503652039325
1739209653.2299368;-38.13080360867914
1739209653.229939;-38.13080360867914
1739209653.229941;-45.120503652039325
1739209653.229943;-38.13080360867914
1739209653.229945;-35.57807855764607
1739209653.229947;-38.13080360867914
1739209653.2299492;-45.120503652039325
1739209653.2299511;-38.13080360867914
1739209653.2299533;-45.120503652039325
1739209653.2299554;-38.13080360867914
1739209653.2299573;-45.120503652039325
1739209653.2299595;-45.120503652039325
1739209653.2299616;-38.13080360867914
1739209653.2299635;-38.13080360867914
1739209653.2299657;-45.120503652039325
1739209653.2299678;-38.13080360867914
1739209653.2299697;-35.57807855764607
1739209653.229972;-45.120503652039325
1739209653.2299738;-45.120503652039325
1739209653.229976;-31.141103565318915
1739209653.229978;-33.981070128970906
1739209653.22998;-38.13080360867914
1739209653.2299821;-38.13080360867914
1739209653.2299843;-38.13080360867914
1739209653.2299862;-45.120503652039325
1739209653.2299883;-33.981070128970906
1739209653.2299905;-38.13080360867914
1739209653.2299924;-45.120503652039325
1739209653.2299945;-38.13080360867914
1739209653.2299967;-38.13080360867914
1739209653.2299986;-45.120503652039325
1739209653.2300007;-38.13080360867914
1739209653.2300029;-31.141103565318893
1739209653.2300048;-45.120503652039325
1739209653.230007;-45.120503652039325
1739209653.2300088;-31.141103565318915
1739209653.230011;-33.981070128970906
1739209653.2300131;-45.120503652039325
1739209653.230015;-45.120503652039325
1739209653.2300172;-38.13080360867914
1739209653.2300193;-45.120503652039325
1739209653.2300212;-45.120503652039325
1739209653.2300234;-45.120503652039325
1739209653.2300255;-45.120503652039325
1739209653.2300274;-31.141103565318915
1739209653.2300296;-33.981070128970906
1739209653.2300317;-45.120503652039325
1739209653.2300336;-38.13080360867914
1739209653.2300358;-30.49652367304973
1739209653.2300377;-38.13080360867914
1739209653.2300398;-45.120503652039325
1739209653.230042;-38.13080360867914
1739209653.230044;-32.816014438256545
1739209653.230046;-45.120503652039325
1739209653.2300482;-45.120503652039325
1739209653.23005;-45.120503652039325
1739209653.2300522;-45.120503652039325
1739209653.2300544;-45.120503652039325
1739209653.2300563;-45.120503652039325
1739209653.2300584;-38.13080360867914
1739209653.2300606;-38.13080360867914
1739209653.2300625;-38.13080360867914
1739209653.2300646;-45.120503652039325
1739209653.2300665;-38.13080360867914
1739209653.2300687;-33.981070128970906
1739209653.2300708;-45.120503652039325
1739209653.2300727;-45.120503652039325
1739209653.230075;-38.13080360867914
1739209653.230077;-29.438486411369333
1739209653.230079;-33.981070128970906
1739209653.230081;-45.120503652039325
1739209653.2300832;-38.13080360867914
1739209653.2300851;-45.120503652039325
1739209653.2300873;-38.13080360867914
1739209653.2300894;-38.13080360867914
1739209653.2300913;-38.13080360867914
1739209653.2300935;-33.981070128970906
1739209653.2300956;-45.120503652039325
1739209653.2300975;-45.120503652039325
1739209653.2300997;-35.57807855764607
1739209653.2301016;-32.816014438256545
1739209653.2301037;-45.120503652039325
1739209653.2301059;-38.13080360867914
1739209653.2301078;-38.13080360867914
1739209653.23011;-33.981070128970906
1739209653.230112;-33.981070128970906
1739209653.230114;-45.120503652039325
1739209653.2301161;-38.13080360867914
1739209653.2301183;-45.120503652039325
1739209653.2301202;-38.13080360867914
1739209653.2301223;-45.120503652039325
1739209653.2301245;-35.57807855764607
1739209653.2301264;-45.120503652039325
1739209653.2301285;-45.120503652039325
1739209653.2301304;-35.57807855764607
1739209653.2301326;-38.13080360867914
1739209653.2301347;-45.120503652039325
1739209653.2301366;-38.13080360867914
1739209653.2301388;-45.120503652039325
1739209653.230141;-38.13080360867914
1739209653.2301428;-38.13080360867914
1739209653.230145;-38.13080360867914
1739209653.2301471;-38.13080360867914
1739209653.230149;-38.13080360867914
1739209653.2301512;-32.816014438256545
1739209653.2301533;-33.981070128970906
1739209653.2301552;-45.120503652039325
1739209653.2301574;-38.13080360867914
1739209653.2301593;-38.13080360867914
1739209653.2301614;-38.13080360867914
1739209653.2301636;-45.120503652039325
1739209653.2301655;-38.13080360867914
1739209653.2301676;-38.13080360867914
1739209653.2301698;-45.120503652039325
1739209653.2301717;-45.120503652039325
1739209653.2301738;-38.13080360867914
1739209653.230176;-45.120503652039325
1739209653.2301779;-45.120503652039325
1739209653.23018;-45.120503652039325
1739209653.2301822;-45.120503652039325
1739209653.230184;-32.816014438256545
1739209653.2301862;-35.57807855764607
1739209653.2301884;-45.120503652039325
1739209653.2301903;-45.120503652039325
1739209653.2301924;-33.981070128970906
1739209653.2301943;-27.267205301931607
1739209653.2301965;-45.120503652039325
1739209653.2301986;-38.13080360867914
1739209653.2302005;-45.120503652039325
1739209653.2302027;-38.13080360867914
1739209653.2302048;-45.120503652039325
1739209653.2302067;-45.120503652039325
1739209653.2302089;-38.13080360867914
1739209653.230211;-38.13080360867914
1739209653.230213;-45.120503652039325
1739209653.230215;-45.120503652039325
1739209653.2302172;-38.13080360867914
1739209653.2302191;-45.120503652039325
1739209653.2302213;-45.120503652039325
1739209653.2302232;-38.13080360867914
1739209653.2302253;-33.981070128970906
1739209653.2302275;-28.992665084841942
1739209653.2302294;-45.120503652039325
1739209653.2302315;-45.120503652039325
1739209653.2302337;-45.120503652039325
1739209653.2302356;-38.13080360867914
1739209653.2302377;-45.120503652039325
1739209653.2302399;-45.120503652039325
1739209653.2302418;-45.120503652039325
1739209653.230244;-30.49652367304973
1739209653.230246;-45.120503652039325
1739209653.230248;-45.120503652039325
1739209653.2302501;-45.120503652039325
1739209653.2302523;-45.120503652039325
1739209653.2302542;-38.13080360867914
1739209653.2302563;-33.981070128970906
1739209653.2302582;-35.57807855764607
1739209653.2302604;-28.58837851428586
1739209653.2302625;-45.120503652039325
1739209653.2302644;-45.120503652039325
1739209653.2302666;-45.120503652039325
1739209653.2302687;-38.13080360867914
1739209653.2302706;-45.120503652039325
1739209653.2302728;-38.13080360867914
1739209653.230275;-45.120503652039325
1739209653.2302768;-28.58837851428586
1739209653.230279;-38.13080360867914
1739209653.230281;-45.120503652039325
1739209653.230283;-45.120503652039325
1739209653.2302852;-33.981070128970906
1739209653.230287;-45.120503652039325
1739209653.2302892;-33.981070128970906
1739209653.2302914;-45.120503652039325
1739209653.2302933;-35.57807855764607
1739209653.2302954;-38.13080360867914
1739209653.2302976;-38.13080360867914
1739209653.2302995;-32.816014438256545
1739209653.2303016;-38.13080360867914
1739209653.2303038;-45.120503652039325
1739209653.2303057;-38.13080360867914
1739209653.2303078;-45.120503652039325
1739209653.23031;-31.141103565318915
1739209653.2303119;-35.57807855764607
1739209653.230314;-45.120503652039325
1739209653.230316;-38.13080360867914
1739209653.230318;-35.57807855764607
1739209653.2303202;-45.120503652039325
1739209653.2303221;-38.13080360867914
1739209653.2303243;-33.981070128970906
1739209653.2303264;-38.13080360867914
1739209653.2303283;-45.120503652039325
1739209653.2303305;-45.120503652039325
1739209653.2303326;-45.120503652039325
1739209653.2303345;-45.120503652039325
1739209653.2320082;-38.13080360867914
1739209653.2320104;-38.13080360867914
1739209653.2320125;-38.13080360867914
1739209653.2320147;-35.57807855764607
1739209653.232017;-33.981070128970906
1739209653.2320192;-45.120503652039325
1739209653.2320213;-38.13080360867914
1739209653.2320235;-35.57807855764607
1739209653.2320256;-45.120503652039325
1739209653.2320278;-30.49652367304973
1739209653.23203;-35.57807855764607
1739209653.232032;-38.13080360867914
1739209653.2320344;-38.13080360867914
1739209653.2320366;-45.120503652039325
1739209653.2320387;-45.120503652039325
1739209653.232041;-45.120503652039325
1739209653.232043;-33.981070128970906
1739209653.2320452;-33.981070128970956
1739209653.2320473;-35.57807855764607
1739209653.2320495;-35.57807855764607
1739209653.2320518;-45.120503652039325
1739209653.232054;-45.120503652039325
1739209653.2320561;-38.13080360867914
1739209653.2320583;-35.57807855764607
1739209653.2320604;-38.13080360867914
1739209653.2320626;-33.981070128970906
1739209653.2320647;-32.816014438256545
1739209653.2320669;-35.57807855764607
1739209653.2320693;-38.13080360867914
1739209653.2320714;-45.120503652039325
1739209653.2320735;-35.57807855764607
1739209653.2320757;-35.57807855764607
1739209653.2320778;-33.981070128970906
1739209653.23208;-38.13080360867914
1739209653.2320821;-33.981070128970906
1739209653.2320843;-38.13080360867914
1739209653.2320867;-38.13080360867914
1739209653.2320888;-45.120503652039325
1739209653.232091;-38.13080360867914
1739209653.232093;-35.57807855764607
1739209653.2320952;-45.120503652039325
1739209653.2320974;-35.57807855764607
1739209653.2320995;-38.13080360867914
1739209653.2321017;-45.120503652039325
1739209653.232104;-45.120503652039325
1739209653.2321062;-38.13080360867914
1739209653.2321084;-38.13080360867914
1739209653.2321105;-45.120503652039325
1739209653.2321126;-38.13080360867914
1739209653.2321148;-35.57807855764607
1739209653.232117;-38.13080360867914
1739209653.232119;-38.13080360867914
1739209653.2321215;-35.57807855764607
1739209653.2321236;-38.13080360867914
1739209653.2321258;-38.13080360867914
1739209653.232128;-38.13080360867914
1739209653.23213;-38.13080360867914
1739209653.2321322;-38.13080360867914
1739209653.2321343;-32.816014438256545
1739209653.2321365;-38.13080360867914
1739209653.2321389;-38.13080360867914
1739209653.232141;-38.13080360867914
1739209653.2321432;-45.120503652039325
1739209653.2321453;-33.981070128970906
1739209653.2321475;-45.120503652039325
1739209653.2321496;-33.981070128970906
1739209653.2321517;-27.267205301931607
1739209653.232154;-45.120503652039325
1739209653.2321563;-45.120503652039325
1739209653.2321584;-33.981070128970906
1739209653.2321606;-33.981070128970906
1739209653.2321627;-45.120503652039325
1739209653.2321649;-33.981070128970906
1739209653.232167;-38.13080360867914
1739209653.2321692;-30.49652367304973
1739209653.2321713;-45.120503652039325
1739209653.2321737;-38.13080360867914
1739209653.2321758;-38.13080360867914
1739209653.232178;-45.120503652039325
1739209653.23218;-45.120503652039325
1739209653.2321823;-38.13080360867914
1739209653.2321844;-35.57807855764607
1739209653.2321866;-28.992665084841942
1739209653.2321887;-45.120503652039325
1739209653.232191;-45.120503652039325
1739209653.2321932;-35.57807855764607
1739209653.2321954;-38.13080360867914
1739209653.2321975;-45.120503652039325
1739209653.2321997;-38.13080360867914
1739209653.2322018;-35.57807855764607
1739209653.232204;-45.120503652039325
1739209653.232206;-45.120503652039325
1739209653.2322085;-38.13080360867914
1739209653.2322106;-32.816014438256545
1739209653.2322128;-38.13080360867914
1739209653.232215;-45.120503652039325
1739209653.232217;-45.120503652039325
1739209653.2322192;-38.13080360867914
1739209653.2322214;-38.13080360867914
1739209653.2322235;-45.120503652039325
1739209653.232226;-45.120503652039325
1739209653.232228;-45.120503652039325
1739209653.2322302;-45.120503652039325
1739209653.2322323;-45.120503652039325
1739209653.2322345;-38.13080360867914
1739209653.2322366;-38.13080360867914
1739209653.2322388;-38.13080360867914
1739209653.232241;-45.120503652039325
1739209653.2322433;-38.13080360867914
1739209653.2322454;-45.120503652039325
1739209653.2322476;-38.13080360867914
1739209653.2322497;-38.13080360867914
1739209653.232252;-38.13080360867914
1739209653.232254;-35.57807855764607
1739209653.2322562;-38.13080360867914
1739209653.2322583;-45.120503652039325
1739209653.2322607;-45.120503652039325
1739209653.2322628;-45.120503652039325
1739209653.232265;-38.13080360867914
1739209653.2322671;-45.120503652039325
1739209653.2322693;-45.120503652039325
1739209653.2322714;-38.13080360867914
1739209653.2322736;-38.13080360867914
1739209653.2322757;-38.13080360867914
1739209653.232278;-38.13080360867914
1739209653.2322803;-45.120503652039325
1739209653.2322824;-45.120503652039325
1739209653.2322845;-35.57807855764607
1739209653.2322867;-38.13080360867914
1739209653.2322888;-45.120503652039325
1739209653.232291;-45.120503652039325
1739209653.2322931;-38.13080360867914
1739209653.2322953;-45.120503652039325
1739209653.2322977;-35.57807855764607
1739209653.2322998;-38.13080360867914
1739209653.232302;-45.120503652039325
1739209653.232304;-45.120503652039325
1739209653.2323062;-45.120503652039325
1739209653.2323084;-45.120503652039325
1739209653.2323105;-45.120503652039325
1739209653.2323127;-38.13080360867914
1739209653.232315;-45.120503652039325
1739209653.2323172;-33.981070128970906
1739209653.2323194;-32.816014438256545
