CAN Message; 0x1d3:00002e94684b8f3c
Timestamp;Amplitude
1739209775.2395053;-45.120503652039325
1739209775.2395065;-38.13080360867914
1739209775.2395077;-38.13080360867914
1739209775.2395089;-45.120503652039325
1739209775.23951;-31.141103565318915
1739209775.2395113;-32.816014438256545
1739209775.2395127;-45.120503652039325
1739209775.2395139;-45.120503652039325
1739209775.239515;-38.13080360867914
1739209775.2395163;-38.13080360867914
1739209775.2395175;-45.120503652039325
1739209775.2395186;-45.120503652039325
1739209775.2395198;-35.57807855764607
1739209775.239521;-35.57807855764607
1739209775.2395222;-45.120503652039325
1739209775.2395234;-45.120503652039325
1739209775.2395246;-38.13080360867914
1739209775.2395258;-38.13080360867914
1739209775.2395272;-33.981070128970906
1739209775.2395284;-45.120503652039325
1739209775.2395296;-35.57807855764607
1739209775.2395308;-30.49652367304973
1739209775.239532;-35.57807855764607
1739209775.2395332;-38.13080360867914
1739209775.2395344;-38.13080360867914
1739209775.2395356;-38.13080360867914
1739209775.2395368;-45.120503652039325
1739209775.239538;-38.13080360867914
1739209775.2395391;-38.13080360867914
1739209775.2395403;-38.13080360867914
1739209775.2395418;-38.13080360867914
1739209775.239543;-45.120503652039325
1739209775.2395442;-38.13080360867914
1739209775.2395453;-38.13080360867914
1739209775.2395465;-45.120503652039325
1739209775.2395477;-45.120503652039325
1739209775.239549;-38.13080360867914
1739209775.23955;-35.57807855764607
1739209775.2395513;-45.120503652039325
1739209775.2395525;-45.120503652039325
1739209775.2395537;-45.120503652039325
1739209775.239555;-38.13080360867914
1739209775.239556;-38.13080360867914
1739209775.2395575;-38.13080360867914
1739209775.2395587;-45.120503652039325
1739209775.23956;-38.13080360867914
1739209775.239561;-38.13080360867914
1739209775.2395623;-35.57807855764607
1739209775.2395635;-45.120503652039325
1739209775.2395647;-38.13080360867914
1739209775.2395658;-45.120503652039325
1739209775.239567;-45.120503652039325
1739209775.2395682;-35.57807855764607
1739209775.2395694;-45.120503652039325
1739209775.2395706;-45.120503652039325
1739209775.239572;-38.13080360867914
1739209775.2395732;-38.13080360867914
1739209775.2395744;-45.120503652039325
1739209775.2395756;-32.816014438256545
1739209775.2395768;-32.816014438256545
1739209775.239578;-38.13080360867914
1739209775.2395792;-45.120503652039325
1739209775.2395804;-33.981070128970906
1739209775.2395816;-32.816014438256545
1739209775.2395828;-38.13080360867914
1739209775.239584;-45.120503652039325
1739209775.2395852;-38.13080360867914
1739209775.2395866;-32.816014438256545
1739209775.2395878;-45.120503652039325
1739209775.239589;-38.13080360867914
1739209775.2395902;-45.120503652039325
1739209775.2395914;-35.57807855764607
1739209775.2395926;-45.120503652039325
1739209775.2395937;-38.13080360867914
1739209775.239595;-45.120503652039325
1739209775.2395961;-45.120503652039325
1739209775.2395973;-45.120503652039325
1739209775.2395985;-45.120503652039325
1739209775.2395997;-33.981070128970906
1739209775.239601;-45.120503652039325
1739209775.2396023;-45.120503652039325
1739209775.2396035;-45.120503652039325
1739209775.2396047;-33.981070128970906
1739209775.239606;-29.438486411369333
1739209775.239607;-45.120503652039325
1739209775.2396083;-45.120503652039325
1739209775.2396095;-35.57807855764607
1739209775.2396107;-32.816014438256545
1739209775.2396119;-45.120503652039325
1739209775.239613;-45.120503652039325
1739209775.2396142;-45.120503652039325
1739209775.2396154;-45.120503652039325
1739209775.2396169;-45.120503652039325
1739209775.239618;-45.120503652039325
1739209775.2396193;-45.120503652039325
1739209775.2396204;-38.13080360867914
1739209775.2396216;-38.13080360867914
1739209775.2396228;-45.120503652039325
1739209775.239624;-45.120503652039325
1739209775.2396252;-38.13080360867914
1739209775.2396264;-45.120503652039325
1739209775.2396276;-33.981070128970906
1739209775.2396288;-45.120503652039325
1739209775.23963;-45.120503652039325
1739209775.2396314;-35.57807855764607
1739209775.2396326;-38.13080360867914
1739209775.2396338;-38.13080360867914
1739209775.239635;-26.991370085610722
1739209775.2396362;-38.13080360867914
1739209775.2396374;-35.57807855764607
1739209775.2396386;-38.13080360867914
1739209775.2396398;-35.57807855764607
1739209775.239641;-45.120503652039325
1739209775.2396421;-35.57807855764607
1739209775.2396433;-38.13080360867914
1739209775.2396445;-45.120503652039325
1739209775.2396457;-38.13080360867914
1739209775.2396472;-38.13080360867914
1739209775.2396483;-45.120503652039325
1739209775.2396495;-38.13080360867914
1739209775.2396507;-45.120503652039325
1739209775.239652;-45.120503652039325
1739209775.239653;-38.13080360867914
1739209775.2396543;-45.120503652039325
1739209775.2396555;-38.13080360867914
1739209775.2396567;-35.57807855764607
1739209775.2396579;-45.120503652039325
1739209775.239659;-45.120503652039325
1739209775.2396603;-35.57807855764607
1739209775.2396617;-38.13080360867914
1739209775.239663;-45.120503652039325
1739209775.239664;-38.13080360867914
1739209775.2396653;-45.120503652039325
1739209775.2396665;-45.120503652039325
1739209775.2396677;-35.57807855764607
1739209775.2396688;-38.13080360867914
1739209775.23967;-38.13080360867914
1739209775.2396712;-38.13080360867914
1739209775.2396724;-38.13080360867914
1739209775.2396736;-45.120503652039325
1739209775.2396748;-33.981070128970906
1739209775.2396762;-35.57807855764607
1739209775.2396774;-38.13080360867914
1739209775.2396786;-45.120503652039325
1739209775.2396798;-38.13080360867914
1739209775.239681;-38.13080360867914
1739209775.2396822;-38.13080360867914
1739209775.2396834;-45.120503652039325
1739209775.2396846;-35.57807855764607
1739209775.2396858;-35.57807855764607
1739209775.239687;-45.120503652039325
1739209775.2396882;-45.120503652039325
1739209775.2396894;-38.13080360867914
1739209775.2396905;-32.816014438256545
1739209775.239692;-38.13080360867914
1739209775.2396932;-38.13080360867914
1739209775.2396944;-33.981070128970906
1739209775.2396955;-38.13080360867914
1739209775.2396967;-35.57807855764607
1739209775.239698;-38.13080360867914
1739209775.2396991;-31.141103565318915
1739209775.2397003;-32.816014438256545
1739209775.2397015;-38.13080360867914
1739209775.2397027;-38.13080360867914
1739209775.239704;-33.981070128970906
1739209775.239705;-45.120503652039325
1739209775.2397065;-45.120503652039325
1739209775.2397077;-45.120503652039325
1739209775.239709;-38.13080360867914
1739209775.23971;-45.120503652039325
1739209775.2397113;-45.120503652039325
1739209775.2397125;-45.120503652039325
1739209775.2397137;-32.816014438256545
1739209775.2397149;-45.120503652039325
1739209775.239716;-45.120503652039325
1739209775.2397172;-45.120503652039325
1739209775.2397184;-38.13080360867914
1739209775.2397196;-38.13080360867914
1739209775.239721;-38.13080360867914
1739209775.2397223;-38.13080360867914
1739209775.2397234;-33.981070128970906
1739209775.2397246;-38.13080360867914
1739209775.2397258;-38.13080360867914
1739209775.239727;-38.13080360867914
1739209775.2397282;-33.981070128970906
1739209775.2397294;-38.13080360867914
1739209775.2397306;-45.120503652039325
1739209775.2397318;-32.816014438256545
1739209775.239733;-38.13080360867914
1739209775.2397342;-45.120503652039325
1739209775.2397354;-45.120503652039325
1739209775.2397368;-45.120503652039325
1739209775.239738;-45.120503652039325
1739209775.2397392;-45.120503652039325
1739209775.2397404;-33.981070128970906
1739209775.2397416;-33.981070128970906
1739209775.2397428;-31.14110356531892
1739209775.239744;-38.13080360867914
1739209775.2397451;-38.13080360867914
1739209775.2397463;-45.120503652039325
1739209775.2397475;-38.13080360867914
1739209775.2397487;-45.120503652039325
1739209775.23975;-45.120503652039325
1739209775.2397513;-38.13080360867914
1739209775.2397525;-28.992665084841942
1739209775.2397537;-45.120503652039325
1739209775.239755;-38.13080360867914
1739209775.239756;-38.13080360867914
1739209775.2397573;-45.120503652039325
1739209775.2397585;-45.120503652039325
1739209775.2397597;-38.13080360867914
1739209775.2397609;-38.13080360867914
1739209775.239762;-38.13080360867914
1739209775.2397633;-45.120503652039325
1739209775.2397645;-38.13080360867914
1739209775.239766;-35.57807855764607
1739209775.239767;-38.13080360867914
1739209775.2397683;-45.120503652039325
1739209775.2397695;-38.13080360867914
1739209775.2397707;-35.57807855764607
1739209775.2397718;-38.13080360867914
1739209775.239773;-38.13080360867914
1739209775.2397742;-45.120503652039325
1739209775.2397754;-45.120503652039325
1739209775.2397766;-38.13080360867914
1739209775.2397778;-38.13080360867914
1739209775.239779;-45.120503652039325
1739209775.2397802;-38.13080360867914
1739209775.2397816;-33.981070128970906
1739209775.2397828;-38.13080360867914
1739209775.239784;-45.120503652039325
1739209775.2397852;-45.120503652039325
1739209775.2397864;-38.13080360867914
1739209775.2397876;-45.120503652039325
1739209775.2397888;-38.13080360867914
1739209775.23979;-45.120503652039325
1739209775.2397912;-45.120503652039325
1739209775.2397923;-38.13080360867914
1739209775.2397935;-38.13080360867914
1739209775.2397947;-38.13080360867914
1739209775.2397962;-38.13080360867914
1739209775.2397974;-38.13080360867914
1739209775.2397985;-45.120503652039325
1739209775.2397997;-38.13080360867914
1739209775.239801;-38.13080360867914
1739209775.2398021;-38.13080360867914
1739209775.2398033;-38.13080360867914
1739209775.2398045;-38.13080360867914
1739209775.2398057;-38.13080360867914
1739209775.239807;-38.13080360867914
1739209775.239808;-45.120503652039325
1739209775.2398093;-45.120503652039325
1739209775.2398107;-38.13080360867914
1739209775.239812;-45.120503652039325
1739209775.239813;-38.13080360867914
1739209775.2398143;-45.120503652039325
1739209775.2398155;-35.57807855764607
1739209775.2398167;-38.13080360867914
1739209775.2398179;-45.120503652039325
1739209775.239819;-45.120503652039325
1739209775.2398202;-45.120503652039325
1739209775.2398214;-32.816014438256545
1739209775.2398226;-45.120503652039325
1739209775.2398238;-45.120503652039325
1739209775.239825;-32.816014438256545
1739209775.2398264;-31.141103565318893
1739209775.2398276;-45.120503652039325
1739209775.2398288;-45.120503652039325
1739209775.23983;-38.13080360867914
1739209775.2398312;-45.120503652039325
1739209775.2398324;-45.120503652039325
1739209775.2398336;-45.120503652039325
1739209775.2398348;-45.120503652039325
1739209775.239836;-38.13080360867914
1739209775.2398372;-38.13080360867914
1739209775.2398384;-45.120503652039325
1739209775.2398396;-38.13080360867914
1739209775.239841;-45.120503652039325
1739209775.2398422;-45.120503652039325
1739209775.2398434;-45.120503652039325
1739209775.2398446;-38.13080360867914
1739209775.2398458;-35.57807855764607
1739209775.239847;-38.13080360867914
1739209775.2398481;-45.120503652039325
1739209775.2398493;-45.120503652039325
1739209775.2398505;-26.991370085610722
1739209775.2398517;-38.13080360867914
1739209775.239853;-45.120503652039325
1739209775.239854;-38.13080360867914
1739209775.2398555;-33.981070128970906
1739209775.2398567;-38.13080360867914
1739209775.239858;-45.120503652039325
1739209775.239859;-38.13080360867914
1739209775.2398603;-33.981070128970956
1739209775.2398615;-45.120503652039325
1739209775.2398627;-45.120503652039325
1739209775.2398639;-38.13080360867914
1739209775.239865;-35.57807855764607
1739209775.2398663;-45.120503652039325
1739209775.2398674;-45.120503652039325
1739209775.2398686;-38.13080360867914
1739209775.2398698;-28.992665084841942
1739209775.2398713;-33.981070128970906
1739209775.2398725;-38.13080360867914
1739209775.2398736;-45.120503652039325
1739209775.2398748;-33.981070128970906
1739209775.239876;-45.120503652039325
1739209775.2398772;-45.120503652039325
1739209775.2398784;-45.120503652039325
1739209775.2398796;-45.120503652039325
1739209775.2398808;-38.13080360867914
1739209775.239882;-45.120503652039325
1739209775.2398832;-45.120503652039325
1739209775.2398844;-45.120503652039325
1739209775.2398858;-45.120503652039325
1739209775.239887;-45.120503652039325
1739209775.2398882;-38.13080360867914
1739209775.2398894;-35.57807855764607
1739209775.2398906;-45.120503652039325
1739209775.2398918;-38.13080360867914
1739209775.239893;-35.57807855764607
1739209775.2398942;-45.120503652039325
1739209775.2398953;-38.13080360867914
1739209775.2398965;-38.13080360867914
1739209775.2398977;-45.120503652039325
1739209775.239899;-33.981070128970906
1739209775.2399004;-33.981070128970906
1739209775.2399015;-38.13080360867914
1739209775.2399027;-38.13080360867914
1739209775.239904;-35.57807855764607
1739209775.239905;-38.13080360867914
1739209775.2399063;-38.13080360867914
1739209775.2399075;-45.120503652039325
1739209775.2399087;-45.120503652039325
1739209775.23991;-38.13080360867914
1739209775.239911;-38.13080360867914
1739209775.2399123;-45.120503652039325
1739209775.2399135;-33.981070128970906
1739209775.2399147;-33.981070128970906
1739209775.239916;-35.57807855764607
1739209775.2399173;-38.13080360867914
1739209775.2399185;-45.120503652039325
1739209775.2399197;-33.981070128970906
1739209775.2399209;-45.120503652039325
1739209775.239922;-45.120503652039325
1739209775.2399232;-45.120503652039325
1739209775.2399244;-45.120503652039325
1739209775.2399256;-45.120503652039325
1739209775.2399268;-45.120503652039325
1739209775.239928;-38.13080360867914
1739209775.2399292;-35.57807855764607
1739209775.2399306;-35.57807855764607
