CAN Message; 0x1d3:00002e94684b8f3c
1739209775.2399318;-45.120503652039325
1739209775.239933;-45.120503652039325
1739209775.2399342;-33.981070128970906
1739209775.2399354;-38.13080360867914
1739209775.2399366;-38.13080360867914
1739209775.2399378;-45.120503652039325
1739209775.239939;-45.120503652039325
1739209775.2399402;-38.13080360867914
1739209775.2399414;-38.13080360867914
1739209775.2399426;-45.120503652039325
1739209775.2399437;-45.120503652039325
1739209775.2399452;-45.120503652039325
1739209775.2399464;-38.13080360867914
1739209775.2399476;-35.57807855764607
1739209775.2399487;-38.13080360867914
1739209775.23995;-45.120503652039325
1739209775.2399511;-45.120503652039325
1739209775.2399523;-45.120503652039325
1739209775.2399535;-45.120503652039325
1739209775.2399547;-45.120503652039325
1739209775.239956;-45.120503652039325
1739209775.239957;-38.13080360867914
1739209775.2399583;-38.13080360867914
1739209775.2399595;-45.120503652039325
1739209775.239961;-45.120503652039325
1739209775.239962;-38.13080360867914
1739209775.2399633;-38.13080360867914
1739209775.2399645;-38.13080360867914
1739209775.2399657;-45.120503652039325
1739209775.2399669;-35.57807855764607
1739209775.239968;-38.13080360867914
1739209775.2399693;-45.120503652039325
1739209775.2399704;-35.57807855764607
1739209775.2399716;-35.57807855764607
1739209775.2399728;-45.120503652039325
1739209775.239974;-45.120503652039325
1739209775.2399755;-45.120503652039325
1739209775.2399766;-45.120503652039325
1739209775.2399778;-32.816014438256545
1739209775.239979;-38.13080360867914
1739209775.2399802;-38.13080360867914
1739209775.2399814;-35.57807855764607
1739209775.2399826;-35.57807855764607
1739209775.2399838;-38.13080360867914
1739209775.239985;-45.120503652039325
1739209775.2399862;-38.13080360867914
1739209775.2399874;-45.120503652039325
1739209775.2399886;-45.120503652039325
1739209775.23999;-35.57807855764607
1739209775.2399912;-32.816014438256545
1739209775.2399924;-38.13080360867914
1739209775.2399936;-38.13080360867914
1739209775.2399948;-33.981070128970906
1739209775.239996;-32.816014438256545
1739209775.2399971;-45.120503652039325
1739209775.2399983;-45.120503652039325
1739209775.2399995;-38.13080360867914
1739209775.2400007;-35.57807855764607
1739209775.240002;-31.141103565318915
1739209775.240003;-45.120503652039325
1739209775.2400043;-38.13080360867914
1739209775.2400057;-38.13080360867914
1739209775.240007;-33.981070128970906
1739209775.240008;-32.816014438256545
1739209775.2400093;-38.13080360867914
1739209775.2400105;-38.13080360867914
1739209775.2400117;-38.13080360867914
1739209775.240013;-35.57807855764607
1739209775.240014;-45.120503652039325
1739209775.2400153;-38.13080360867914
1739209775.2400165;-45.120503652039325
1739209775.2400177;-45.120503652039325
1739209775.2400188;-45.120503652039325
1739209775.2400203;-45.120503652039325
1739209775.2400215;-45.120503652039325
1739209775.2400227;-45.120503652039325
1739209775.2400239;-38.13080360867914
1739209775.240025;-45.120503652039325
1739209775.2400262;-33.981070128970906
1739209775.2400274;-38.13080360867914
1739209775.2400286;-45.120503652039325
1739209775.2400298;-38.13080360867914
1739209775.240031;-45.120503652039325
1739209775.2400322;-45.120503652039325
1739209775.2400334;-38.13080360867914
1739209775.2400348;-45.120503652039325
1739209775.240036;-29.438486411369333
1739209775.2400372;-29.438486411369333
1739209775.2400384;-38.13080360867914
1739209775.2400396;-45.120503652039325
1739209775.2400408;-38.13080360867914
1739209775.240042;-38.13080360867914
1739209775.2400432;-33.981070128970906
1739209775.2400444;-32.816014438256545
1739209775.2400455;-45.120503652039325
1739209775.2400467;-38.13080360867914
1739209775.240048;-38.13080360867914
1739209775.2400491;-38.13080360867914
1739209775.2400506;-45.120503652039325
1739209775.2400517;-45.120503652039325
1739209775.240053;-38.13080360867914
1739209775.2400541;-38.13080360867914
1739209775.2400553;-38.13080360867914
1739209775.2400565;-38.13080360867914
1739209775.2400577;-38.13080360867914
1739209775.240059;-32.816014438256545
1739209775.24006;-45.120503652039325
1739209775.2400613;-45.120503652039325
1739209775.2400625;-35.57807855764607
1739209775.2400637;-35.57807855764607
1739209775.240065;-38.13080360867914
1739209775.2400663;-38.13080360867914
1739209775.2400675;-38.13080360867914
1739209775.2400687;-45.120503652039325
1739209775.2400699;-35.57807855764607
1739209775.240071;-38.13080360867914
1739209775.2400723;-33.981070128970906
1739209775.2400734;-31.141103565318893
1739209775.2400746;-45.120503652039325
1739209775.2400758;-45.120503652039325
1739209775.240077;-35.57807855764607
1739209775.2400782;-35.57807855764607
1739209775.2400796;-45.120503652039325
1739209775.2400808;-38.13080360867914
1739209775.240082;-35.57807855764607
1739209775.2400832;-35.57807855764607
1739209775.2400844;-38.13080360867914
1739209775.2400856;-33.981070128970906
1739209775.2400868;-45.120503652039325
1739209775.240088;-45.120503652039325
1739209775.2400892;-38.13080360867914
1739209775.2400904;-45.120503652039325
1739209775.2400916;-38.13080360867914
1739209775.2400928;-35.57807855764607
1739209775.240094;-38.13080360867914
1739209775.2400954;-45.120503652039325
1739209775.2400966;-38.13080360867914
1739209775.2400978;-35.57807855764607
1739209775.240099;-45.120503652039325
1739209775.2401001;-38.13080360867914
1739209775.2401013;-38.13080360867914
1739209775.2401025;-38.13080360867914
1739209775.2401037;-45.120503652039325
1739209775.240105;-45.120503652039325
1739209775.240106;-45.120503652039325
1739209775.2401073;-38.13080360867914
1739209775.2401085;-38.13080360867914
1739209775.24011;-45.120503652039325
1739209775.240111;-45.120503652039325
1739209775.2401123;-45.120503652039325
1739209775.2401135;-38.13080360867914
1739209775.2401147;-38.13080360867914
1739209775.240116;-31.141103565318915
1739209775.240117;-35.57807855764607
1739209775.2401183;-38.13080360867914
1739209775.2401195;-35.57807855764607
1739209775.2401206;-33.981070128970906
1739209775.2401218;-38.13080360867914
1739209775.240123;-38.13080360867914
1739209775.2401242;-38.13080360867914
1739209775.2401257;-33.981070128970906
1739209775.2401268;-38.13080360867914
1739209775.240128;-38.13080360867914
1739209775.2401292;-45.120503652039325
1739209775.2401304;-45.120503652039325
1739209775.2401316;-45.120503652039325
1739209775.2401328;-38.13080360867914
1739209775.240134;-38.13080360867914
1739209775.2401352;-38.13080360867914
1739209775.2401364;-45.120503652039325
1739209775.2401376;-38.13080360867914
1739209775.2401388;-38.13080360867914
1739209775.2401402;-38.13080360867914
1739209775.2401414;-38.13080360867914
1739209775.2401426;-38.13080360867914
1739209775.2401438;-35.57807855764607
1739209775.240145;-33.981070128970906
1739209775.2401462;-45.120503652039325
1739209775.2401474;-38.13080360867914
1739209775.2401485;-38.13080360867914
1739209775.2401497;-38.13080360867914
1739209775.240151;-45.120503652039325
1739209775.2401521;-45.120503652039325
1739209775.2401533;-33.981070128970906
1739209775.2401547;-30.49652367304973
1739209775.240156;-45.120503652039325
1739209775.2401571;-38.13080360867914
1739209775.2401583;-38.13080360867914
1739209775.2401595;-38.13080360867914
1739209775.2401607;-45.120503652039325
1739209775.240162;-35.57807855764607
1739209775.240163;-35.57807855764607
1739209775.2401643;-33.981070128970906
1739209775.2401655;-38.13080360867914
1739209775.2401667;-35.57807855764607
1739209775.2401679;-32.816014438256545
1739209775.240169;-45.120503652039325
1739209775.2401705;-45.120503652039325
1739209775.2401717;-45.120503652039325
1739209775.2401729;-38.13080360867914
1739209775.240174;-38.13080360867914
1739209775.2401752;-38.13080360867914
1739209775.2401764;-38.13080360867914
1739209775.2401776;-45.120503652039325
1739209775.2401788;-45.120503652039325
1739209775.24018;-45.120503652039325
1739209775.2401812;-45.120503652039325
1739209775.2401824;-45.120503652039325
1739209775.2401836;-35.57807855764607
1739209775.240185;-45.120503652039325
1739209775.2401862;-38.13080360867914
1739209775.2401874;-45.120503652039325
1739209775.2401886;-38.13080360867914
1739209775.2401898;-38.13080360867914
1739209775.240191;-45.120503652039325
1739209775.2401922;-38.13080360867914
1739209775.2401934;-25.826314394896357
1739209775.2401946;-31.141103565318893
1739209775.2401958;-38.13080360867914
1739209775.240197;-38.13080360867914
1739209775.2401981;-33.981070128970906
1739209775.2401996;-38.13080360867914
1739209775.2402008;-38.13080360867914
1739209775.240202;-45.120503652039325
1739209775.2402031;-45.120503652039325
1739209775.2402043;-45.120503652039325
1739209775.2402055;-45.120503652039325
1739209775.2402067;-45.120503652039325
1739209775.240208;-35.57807855764607
1739209775.240209;-38.13080360867914
1739209775.2402103;-38.13080360867914
1739209775.2402115;-38.13080360867914
1739209775.2402127;-45.120503652039325
1739209775.2402139;-45.120503652039325
1739209775.2402153;-45.120503652039325
1739209775.2402165;-38.13080360867914
1739209775.2402177;-38.13080360867914
1739209775.2402189;-38.13080360867914
1739209775.24022;-45.120503652039325
1739209775.2402213;-45.120503652039325
1739209775.2402225;-33.981070128970906
1739209775.2402236;-32.816014438256545
1739209775.2402248;-45.120503652039325
1739209775.240226;-45.120503652039325
1739209775.2402272;-38.13080360867914
1739209775.2402284;-45.120503652039325
1739209775.2402298;-45.120503652039325
1739209775.240231;-45.120503652039325
1739209775.2402322;-45.120503652039325
1739209775.2402334;-33.981070128970906
1739209775.2402346;-38.13080360867914
1739209775.2402358;-45.120503652039325
1739209775.240237;-38.13080360867914
1739209775.2402382;-30.49652367304973
1739209775.2402394;-38.13080360867914
1739209775.2402406;-45.120503652039325
1739209775.2402418;-33.981070128970906
1739209775.240243;-35.57807855764607
1739209775.2402444;-38.13080360867914
1739209775.2402456;-38.13080360867914
1739209775.2402468;-38.13080360867914
1739209775.240248;-45.120503652039325
1739209775.2402492;-38.13080360867914
1739209775.2402503;-45.120503652039325
1739209775.2402515;-45.120503652039325
1739209775.2402527;-45.120503652039325
1739209775.240254;-38.13080360867914
1739209775.240255;-45.120503652039325
1739209775.2402563;-32.816014438256545
1739209775.2402575;-35.57807855764607
1739209775.2402587;-38.13080360867914
1739209775.2402601;-45.120503652039325
1739209775.2402613;-38.13080360867914
1739209775.2402625;-28.58837851428586
1739209775.2402637;-35.57807855764607
1739209775.240265;-38.13080360867914
1739209775.240266;-45.120503652039325
1739209775.2402673;-33.981070128970906
1739209775.2402685;-45.120503652039325
1739209775.2402697;-45.120503652039325
1739209775.2402709;-45.120503652039325
1739209775.240272;-45.120503652039325
1739209775.2402732;-45.120503652039325
1739209775.2402747;-45.120503652039325
1739209775.2402759;-38.13080360867914
1739209775.240277;-38.13080360867914
1739209775.2402782;-45.120503652039325
1739209775.2402794;-45.120503652039325
1739209775.2402806;-45.120503652039325
1739209775.2402818;-31.141103565318915
1739209775.2273924;-38.13080360867914
1739209775.227404;-45.120503652039325
1739209775.227416;-33.981070128970906
1739209775.227428;-45.120503652039325
1739209775.2274396;-45.120503652039325
1739209775.2274516;-45.120503652039325
1739209775.2274635;-31.141103565318915
1739209775.2274752;-32.816014438256545
1739209775.227487;-45.120503652039325
1739209775.227499;-45.120503652039325
1739209775.2275107;-45.120503652039325
1739209775.2275226;-35.57807855764607
1739209775.2275345;-38.13080360867914
1739209775.2275462;-45.120503652039325
1739209775.2275581;-45.120503652039325
1739209775.22757;-45.120503652039325
1739209775.2275817;-38.13080360867914
1739209775.2275937;-45.120503652039325
1739209775.2276056;-33.981070128970906
1739209775.2276173;-38.13080360867914
1739209775.2276292;-38.13080360867914
1739209775.2276409;-45.120503652039325
1739209775.2276528;-28.992665084841942
1739209775.2276647;-26.991370085610736
1739209775.2276764;-45.120503652039325
1739209775.2276883;-45.120503652039325
1739209775.2277002;-33.981070128970906
1739209775.227712;-32.816014438256545
1739209775.2277238;-38.13080360867914
1739209775.2277358;-38.13080360867914
1739209775.2277474;-45.120503652039325
1739209775.2277594;-38.13080360867914
1739209775.2277713;-45.120503652039325
1739209775.227783;-45.120503652039325
1739209775.227795;-45.120503652039325
1739209775.2278068;-45.120503652039325
1739209775.2278185;-45.120503652039325
1739209775.2278304;-45.120503652039325
1739209775.2278423;-32.816014438256545
1739209775.227854;-32.816014438256545
1739209775.227866;-38.13080360867914
1739209775.2278779;-45.120503652039325
1739209775.2278895;-33.981070128970906
1739209775.2279015;-33.981070128970906
1739209775.2279134;-38.13080360867914
1739209775.227925;-38.13080360867914
1739209775.227937;-33.981070128970906
1739209775.227949;-33.981070128970906
1739209775.2279606;-38.13080360867914
1739209775.2279725;-35.57807855764607
1739209775.2279844;-38.13080360867914
1739209775.227996;-38.13080360867914
1739209775.228008;-38.13080360867914
1739209775.22802;-35.57807855764607
1739209775.2280316;-45.120503652039325
1739209775.2280436;-32.81601443825658
1739209775.2280555;-45.120503652039325
1739209775.2280672;-32.816014438256545
1739209775.228079;-45.120503652039325
1739209775.2280908;-45.120503652039325
1739209775.2281027;-35.57807855764607
1739209775.2281146;-45.120503652039325
1739209775.2281263;-38.13080360867914
1739209775.2281382;-28.21854285175415
1739209775.2281501;-45.120503652039325
1739209775.2281618;-45.120503652039325
1739209775.2281737;-38.13080360867914
1739209775.2281857;-45.120503652039325
1739209775.2281973;-31.141103565318915
1739209775.2282093;-35.57807855764607
1739209775.2282212;-45.120503652039325
1739209775.2282329;-45.120503652039325
1739209775.2282448;-45.120503652039325
1739209775.2282567;-45.120503652039325
1739209775.2282684;-38.13080360867914
1739209775.2282803;-35.57807855764607
1739209775.2282922;-45.120503652039325
1739209775.228304;-45.120503652039325
1739209775.2283158;-45.120503652039325
1739209775.2283278;-45.120503652039325
1739209775.2283394;-45.120503652039325
1739209775.2283514;-45.120503652039325
1739209775.2283633;-38.13080360867914
1739209775.228375;-45.120503652039325
1739209775.2283869;-33.981070128970906
1739209775.2283988;-45.120503652039325
1739209775.2284105;-35.57807855764607
1739209775.2284224;-32.816014438256545
1739209775.2284343;-38.13080360867914
1739209775.228446;-45.120503652039325
1739209775.228458;-38.13080360867914
1739209775.2284698;-45.120503652039325
1739209775.2284815;-38.13080360867914
1739209775.2284935;-38.13080360867914
1739209775.2285054;-38.13080360867914
1739209775.228517;-38.13080360867914
1739209775.228529;-38.13080360867914
1739209775.228541;-38.13080360867914
1739209775.2285526;-38.13080360867914
1739209775.2285645;-35.57807855764607
1739209775.2285762;-45.120503652039325
1739209775.228588;-45.120503652039325
1739209775.2286;-38.13080360867914
1739209775.2286117;-33.981070128970906
1739209775.2286236;-31.141103565318915
1739209775.2286355;-45.120503652039325
1739209775.2286472;-45.120503652039325
1739209775.2286592;-38.13080360867914
1739209775.228671;-33.981070128970906
1739209775.2286828;-35.57807855764607
1739209775.2286947;-38.13080360867914
1739209775.2287066;-38.13080360867914
1739209775.2287183;-45.120503652039325
1739209775.2287302;-45.120503652039325
1739209775.2287421;-33.981070128970906
1739209775.2287538;-32.816014438256545
1739209775.2287657;-45.120503652039325
1739209775.2287776;-45.120503652039325
1739209775.2287893;-38.13080360867914
1739209775.2288013;-35.57807855764607
1739209775.2288132;-38.13080360867914
1739209775.2288249;-38.13080360867914
1739209775.2288368;-38.13080360867914
1739209775.2288487;-38.13080360867914
1739209775.2288604;-38.13080360867914
1739209775.2288723;-45.120503652039325
1739209775.2288842;-38.13080360867914
1739209775.228896;-38.13080360867914
1739209775.2289078;-38.13080360867914
1739209775.2289197;-45.120503652039325
1739209775.2289314;-38.13080360867914
1739209775.2289433;-45.120503652039325
1739209775.2289553;-45.120503652039325
1739209775.228967;-45.120503652039325
1739209775.2289789;-38.13080360867914
1739209775.2289908;-38.13080360867914
1739209775.2290025;-31.141103565318915
1739209775.2290144;-45.120503652039325
1739209775.229026;-45.120503652039325
1739209775.229038;-45.120503652039325
1739209775.22905;-38.13080360867914
1739209775.2290616;-38.13080360867914
