CAN Message; 0x62:0cf58b6ada6ddd20
1739209636.0972667;-33.981070128970906
1739209636.0972748;-38.13080360867914
1739209636.097283;-35.57807855764607
1739209636.097291;-38.13080360867914
1739209636.097299;-33.981070128970906
1739209636.0973072;-45.120503652039325
1739209636.0973153;-45.120503652039325
1739209636.0973234;-45.120503652039325
1739209636.0973318;-32.816014438256545
1739209636.0973399;-38.13080360867914
1739209636.097348;-38.13080360867914
1739209636.097356;-38.13080360867914
1739209636.0973642;-31.14110356531892
1739209636.0973723;-45.120503652039325
1739209636.0973804;-38.13080360867914
1739209636.0973885;-45.120503652039325
1739209636.0973969;-45.120503652039325
1739209636.097405;-45.120503652039325
1739209636.097413;-45.120503652039325
1739209636.0974212;-45.120503652039325
1739209636.0974293;-28.992665084841942
1739209636.0974374;-33.981070128970906
1739209636.0974455;-33.981070128970906
1739209636.0974536;-38.13080360867914
1739209636.097462;-38.13080360867914
1739209636.09747;-38.13080360867914
1739209636.0974782;-33.981070128970906
1739209636.0974863;-45.120503652039325
1739209636.0974944;-45.120503652039325
1739209636.0975025;-45.120503652039325
1739209636.0975106;-38.13080360867914
1739209636.0975187;-35.57807855764607
1739209636.097527;-45.120503652039325
1739209636.0975351;-38.13080360867914
1739209636.0975432;-45.120503652039325
1739209636.0975513;-45.120503652039325
1739209636.0975595;-38.13080360867914
1739209636.0975676;-38.13080360867914
1739209636.0975757;-38.13080360867914
1739209636.0975838;-38.13080360867914
1739209636.097592;-38.13080360867914
1739209636.0976002;-35.57807855764607
1739209636.0976083;-32.816014438256545
1739209636.0976164;-45.120503652039325
1739209636.0976245;-38.13080360867914
1739209636.0976326;-33.981070128970906
1739209636.0976408;-38.13080360867914
1739209636.0976489;-45.120503652039325
1739209636.0976572;-45.120503652039325
1739209636.0976653;-38.13080360867914
1739209636.0976734;-45.120503652039325
1739209636.0976815;-38.13080360867914
1739209636.0976896;-33.981070128970906
1739209636.0976977;-38.13080360867914
1739209636.0977058;-33.981070128970906
1739209636.097714;-45.120503652039325
1739209636.0977223;-38.13080360867914
1739209636.0977304;-45.120503652039325
1739209636.0977385;-38.13080360867914
1739209636.0977466;-45.120503652039325
1739209636.0977547;-38.13080360867914
1739209636.0977628;-38.13080360867914
1739209636.097771;-33.981070128970906
1739209636.097779;-38.13080360867914
1739209636.0977874;-38.13080360867914
1739209636.0977955;-38.13080360867914
1739209636.0978036;-45.120503652039325
1739209636.0978117;-45.120503652039325
1739209636.0978198;-45.120503652039325
1739209636.097828;-45.120503652039325
1739209636.097836;-45.120503652039325
1739209636.0978441;-32.816014438256545
1739209636.0978522;-38.13080360867914
1739209636.0978606;-45.120503652039325
1739209636.0978687;-38.13080360867914
1739209636.0978768;-45.120503652039325
1739209636.097885;-45.120503652039325
1739209636.097893;-45.120503652039325
1739209636.097901;-45.120503652039325
1739209636.0979092;-35.57807855764607
1739209636.0979173;-35.57807855764607
1739209636.0979257;-45.120503652039325
1739209636.0979338;-38.13080360867914
1739209636.0979419;-38.13080360867914
1739209636.09795;-45.120503652039325
1739209636.097958;-30.49652367304973
1739209636.0979662;-35.57807855764607
1739209636.0979743;-38.13080360867914
1739209636.0979824;-38.13080360867914
1739209636.0979908;-38.13080360867914
1739209636.0979989;-45.120503652039325
1739209636.098007;-38.13080360867914
1739209636.098015;-35.57807855764607
1739209636.0980232;-45.120503652039325
1739209636.0980313;-38.13080360867914
1739209636.0980394;-38.13080360867914
1739209636.0980475;-45.120503652039325
1739209636.0980558;-45.120503652039325
1739209636.098064;-45.120503652039325
1739209636.098072;-35.57807855764607
1739209636.0980802;-38.13080360867914
1739209636.0980883;-45.120503652039325
1739209636.0980964;-45.120503652039325
1739209636.0981045;-45.120503652039325
1739209636.0981126;-38.13080360867914
1739209636.098121;-38.13080360867914
1739209636.098129;-38.13080360867914
1739209636.0981371;-45.120503652039325
1739209636.0981452;-45.120503652039325
1739209636.0981534;-31.141103565318893
1739209636.0981615;-35.57807855764607
1739209636.0981696;-45.120503652039325
1739209636.0981777;-45.120503652039325
1739209636.098186;-45.120503652039325
1739209636.0981941;-35.57807855764607
1739209636.0982022;-45.120503652039325
1739209636.0982103;-38.13080360867914
1739209636.0982184;-38.13080360867914
1739209636.0982265;-33.981070128970906
1739209636.0982347;-45.120503652039325
1739209636.0982428;-45.120503652039325
1739209636.098251;-32.816014438256545
1739209636.0982592;-38.13080360867914
1739209636.0982673;-45.120503652039325
1739209636.0982754;-38.13080360867914
1739209636.0982835;-26.991370085610736
1739209636.0982916;-30.49652367304973
1739209636.0982997;-45.120503652039325
1739209636.0983078;-45.120503652039325
1739209636.0983162;-32.816014438256545
1739209636.0983243;-30.49652367304973
1739209636.0983324;-45.120503652039325
1739209636.0983405;-33.981070128970906
1739209636.0983486;-45.120503652039325
1739209636.0983567;-45.120503652039325
1739209636.0983648;-45.120503652039325
1739209636.098373;-35.57807855764607
1739209636.098381;-38.13080360867914
1739209636.0983894;-45.120503652039325
1739209636.0983975;-45.120503652039325
1739209636.0984056;-45.120503652039325
1739209636.0984137;-30.49652367304973
1739209636.0984218;-35.57807855764607
1739209636.09843;-45.120503652039325
1739209636.098438;-45.120503652039325
1739209636.0984461;-45.120503652039325
1739209636.0984545;-45.120503652039325
1739209636.0984626;-45.120503652039325
1739209636.0984707;-45.120503652039325
1739209636.0984788;-33.981070128970906
1739209636.098487;-31.141103565318893
1739209636.098495;-38.13080360867914
1739209636.098503;-35.57807855764607
1739209636.0985112;-35.57807855764607
1739209636.0985196;-35.57807855764607
1739209636.0985277;-45.120503652039325
1739209636.0985358;-45.120503652039325
1739209636.098544;-45.120503652039325
1739209636.098552;-38.13080360867914
1739209636.09856;-38.13080360867914
1739209636.0985682;-35.57807855764607
1739209636.0985763;-45.120503652039325
1739209636.0985847;-45.120503652039325
1739209636.0985928;-35.57807855764607
1739209636.0986009;-38.13080360867914
1739209636.098609;-35.57807855764607
1739209636.098617;-33.981070128970906
1739209636.0986252;-45.120503652039325
1739209636.0986333;-45.120503652039325
1739209636.0986414;-38.13080360867914
1739209636.0986497;-38.13080360867914
1739209636.0986578;-35.57807855764607
1739209636.098666;-38.13080360867914
1739209636.098674;-38.13080360867914
1739209636.0986822;-38.13080360867914
1739209636.0986903;-33.981070128970906
1739209636.0986984;-33.981070128970906
1739209636.0987065;-38.13080360867914
1739209636.0987148;-35.57807855764607
1739209636.098723;-45.120503652039325
1739209636.098731;-38.13080360867914
1739209636.0987391;-45.120503652039325
1739209636.0987473;-38.13080360867914
1739209636.0987554;-33.981070128970906
1739209636.0987635;-38.13080360867914
1739209636.0987716;-45.120503652039325
1739209636.09878;-38.13080360867914
1739209636.098788;-38.13080360867914
1739209636.0987961;-38.13080360867914
1739209636.0988042;-38.13080360867914
1739209636.0988123;-38.13080360867914
1739209636.0988204;-45.120503652039325
1739209636.0988286;-38.13080360867914
1739209636.0988367;-45.120503652039325
1739209636.098845;-38.13080360867914
1739209636.098853;-45.120503652039325
1739209636.0988612;-45.120503652039325
1739209636.0988693;-45.120503652039325
1739209636.0988774;-45.120503652039325
1739209636.0988855;-35.57807855764607
1739209636.0988936;-38.13080360867914
1739209636.0989017;-45.120503652039325
1739209636.0989099;-38.13080360867914
1739209636.0989182;-38.13080360867914
1739209636.0989263;-38.13080360867914
1739209636.0989344;-38.13080360867914
1739209636.0989425;-38.13080360867914
1739209636.0989506;-38.13080360867914
1739209636.0989587;-45.120503652039325
1739209636.0989668;-45.120503652039325
1739209636.098975;-45.120503652039325
1739209636.0989833;-38.13080360867914
1739209636.0989914;-45.120503652039325
1739209636.0989995;-38.13080360867914
1739209636.0990076;-38.13080360867914
1739209636.0990157;-38.13080360867914
1739209636.0990238;-45.120503652039325
1739209636.099032;-38.13080360867914
1739209636.09904;-38.13080360867914
1739209636.0990484;-45.120503652039325
1739209636.0990565;-38.13080360867914
1739209636.0990646;-35.57807855764607
1739209636.0990727;-38.13080360867914
1739209636.0990808;-38.13080360867914
1739209636.099089;-38.13080360867914
1739209636.099097;-38.13080360867914
1739209636.0991051;-31.141103565318915
1739209636.0991135;-38.13080360867914
1739209636.0991216;-45.120503652039325
1739209636.0991297;-35.57807855764607
1739209636.0991378;-33.981070128970906
1739209636.099146;-35.57807855764607
1739209636.099154;-31.141103565318915
1739209636.099162;-33.981070128970906
1739209636.0991702;-38.13080360867914
1739209636.0991786;-45.120503652039325
1739209636.0991867;-38.13080360867914
1739209636.0991948;-45.120503652039325
1739209636.0992029;-33.981070128970906
1739209636.099211;-33.981070128970906
1739209636.099219;-45.120503652039325
1739209636.0992272;-33.981070128970906
1739209636.0992353;-33.981070128970906
1739209636.0992436;-45.120503652039325
1739209636.0992517;-45.120503652039325
1739209636.0992599;-33.981070128970906
1739209636.099268;-33.981070128970906
1739209636.099276;-32.81601443825658
1739209636.0992842;-38.13080360867914
1739209636.0992923;-45.120503652039325
1739209636.0993004;-38.13080360867914
1739209636.0993087;-45.120503652039325
1739209636.0993168;-38.13080360867914
1739209636.099325;-38.13080360867914
1739209636.099333;-38.13080360867914
1739209636.0993412;-45.120503652039325
1739209636.0993493;-45.120503652039325
1739209636.0993574;-38.13080360867914
1739209636.0993655;-38.13080360867914
1739209636.0993736;-38.13080360867914
1739209636.099382;-38.13080360867914
1739209636.09939;-38.13080360867914
1739209636.0993981;-35.57807855764607
1739209636.0994062;-28.992665084841942
1739209636.0994143;-45.120503652039325
1739209636.0994225;-38.13080360867914
1739209636.0994306;-38.13080360867914
1739209636.0994387;-45.120503652039325
1739209636.099447;-45.120503652039325
1739209636.099455;-32.816014438256545
1739209636.0994632;-33.981070128970906
1739209636.0994713;-38.13080360867914
1739209636.0994794;-38.13080360867914
1739209636.0994875;-45.120503652039325
1739209636.0994956;-38.13080360867914
1739209636.0995038;-38.13080360867914
1739209636.099512;-45.120503652039325
1739209636.0995202;-45.120503652039325
1739209636.0995283;-45.120503652039325
1739209636.0995364;-45.120503652039325
1739209636.0995445;-45.120503652039325
1739209636.0995526;-35.57807855764607
1739209636.0995607;-38.13080360867914
1739209636.0995688;-45.120503652039325
1739209636.0995772;-45.120503652039325
1739209636.0995853;-45.120503652039325
1739209636.0995934;-45.120503652039325
1739209636.0996015;-45.120503652039325
1739209636.0996096;-45.120503652039325
1739209636.0996177;-45.120503652039325
1739209636.0996258;-38.13080360867914
1739209636.099634;-33.981070128970906
1739209636.0996423;-45.120503652039325
1739209636.0996504;-45.120503652039325
1739209636.0996585;-45.120503652039325
1739209636.0996666;-45.120503652039325
1739209636.0996747;-45.120503652039325
1739209636.0996828;-45.120503652039325
1739209636.099691;-45.120503652039325
1739209636.099699;-32.816014438256545
1739209636.0997074;-31.141103565318915
1739209636.0997155;-45.120503652039325
1739209636.0997236;-45.120503652039325
1739209636.0997317;-38.13080360867914
1739209636.0997398;-35.57807855764607
1739209636.099748;-45.120503652039325
1739209636.099756;-45.120503652039325
1739209636.099764;-33.981070128970906
1739209636.0997725;-45.120503652039325
1739209636.0997806;-38.13080360867914
1739209636.0997887;-38.13080360867914
1739209636.0997968;-35.57807855764607
1739209636.0998049;-38.13080360867914
1739209636.099813;-45.120503652039325
1739209636.099821;-38.13080360867914
1739209636.0998292;-38.13080360867914
1739209636.0998375;-45.120503652039325
1739209636.0998456;-38.13080360867914
1739209636.0998538;-38.13080360867914
1739209636.0998619;-35.57807855764607
1739209636.09987;-30.49652367304973
1739209636.099878;-45.120503652039325
1739209636.0998862;-38.13080360867914
1739209636.0998943;-35.57807855764607
1739209636.0999024;-35.57807855764607
1739209636.0999107;-45.120503652039325
1739209636.0999188;-45.120503652039325
1739209636.099927;-45.120503652039325
1739209636.099935;-45.120503652039325
1739209636.0999432;-45.120503652039325
1739209636.0999513;-38.13080360867914
1739209636.0999594;-45.120503652039325
1739209636.0999675;-45.120503652039325
1739209636.0999758;-38.13080360867914
1739209636.099984;-45.120503652039325
1739209636.099992;-45.120503652039325
1739209636.1000001;-45.120503652039325
1739209636.1000082;-45.120503652039325
1739209636.1000164;-38.13080360867914
1739209636.1000245;-32.816014438256545
1739209636.1000326;-32.816014438256545
1739209636.100041;-38.13080360867914
1739209636.100049;-38.13080360867914
1739209636.1000571;-35.57807855764607
1739209636.1000652;-32.816014438256545
1739209636.1000733;-38.13080360867914
1739209636.1000814;-38.13080360867914
1739209636.1000896;-45.120503652039325
1739209636.1000977;-45.120503652039325
1739209636.100106;-38.13080360867914
1739209636.100114;-32.816014438256545
1739209636.1001222;-45.120503652039325
1739209636.1001303;-32.81601443825658
1739209636.1001384;-38.13080360867914
1739209636.1001465;-38.13080360867914
1739209636.1001546;-45.120503652039325
1739209636.1001627;-35.57807855764607
1739209636.100171;-32.816014438256545
1739209636.1001792;-33.981070128970906
1739209636.1001873;-38.13080360867914
1739209636.1001954;-28.992665084841942
1739209636.1002035;-45.120503652039325
1739209636.1002116;-38.13080360867914
1739209636.1002197;-38.13080360867914
1739209636.1002278;-38.13080360867914
1739209636.1002362;-38.13080360867914
1739209636.1002443;-38.13080360867914
1739209636.1002524;-45.120503652039325
1739209636.1002605;-45.120503652039325
1739209636.1002686;-38.13080360867914
1739209636.1002767;-38.13080360867914
1739209636.1002848;-45.120503652039325
1739209636.100293;-38.13080360867914
1739209636.1003013;-33.981070128970906
1739209636.1003094;-38.13080360867914
1739209636.1003175;-45.120503652039325
1739209636.1003256;-31.14110356531892
1739209636.1003337;-38.13080360867914
1739209636.1003418;-33.981070128970906
1739209636.10035;-45.120503652039325
1739209636.100358;-45.120503652039325
1739209636.1003664;-38.13080360867914
1739209636.1003745;-38.13080360867914
1739209636.1003826;-45.120503652039325
1739209636.1003907;-33.981070128970906
1739209636.1003988;-38.13080360867914
1739209636.100407;-45.120503652039325
1739209636.100415;-45.120503652039325
1739209636.100423;-45.120503652039325
1739209636.1004312;-38.13080360867914
1739209636.1004395;-38.13080360867914
1739209636.1004477;-38.13080360867914
1739209636.1004558;-38.13080360867914
1739209636.1004639;-38.13080360867914
1739209636.100472;-38.13080360867914
1739209636.10048;-45.120503652039325
1739209636.1004882;-38.13080360867914
1739209636.1004963;-45.120503652039325
1739209636.1005046;-45.120503652039325
1739209636.1005127;-38.13080360867914
1739209636.1005208;-38.13080360867914
1739209636.100529;-45.120503652039325
1739209636.100537;-38.13080360867914
1739209636.1005452;-45.120503652039325
1739209636.1005533;-38.13080360867914
1739209636.1005614;-45.120503652039325
1739209636.1005697;-45.120503652039325
1739209636.1005778;-45.120503652039325
1739209636.100586;-38.13080360867914
1739209636.100594;-35.57807855764607
1739209636.1006021;-45.120503652039325
1739209636.1006103;-38.13080360867914
1739209636.1006184;-35.57807855764607
1739209636.1006265;-30.49652367304973
1739209636.1006348;-35.57807855764607
1739209636.100643;-38.13080360867914
1739209636.100651;-45.120503652039325
1739209636.1006591;-45.120503652039325
1739209636.1006672;-38.13080360867914
1739209636.1006753;-38.13080360867914
1739209636.1006835;-38.13080360867914
1739209636.1006916;-38.13080360867914
1739209636.1007;-38.13080360867914
1739209636.100708;-38.13080360867914
1739209636.100716;-38.13080360867914
1739209636.1007242;-45.120503652039325
1739209636.1007323;-38.13080360867914
1739209636.1007404;-45.120503652039325
1739209636.1007485;-45.120503652039325
1739209636.1007566;-45.120503652039325
1739209636.100765;-45.120503652039325
1739209636.100773;-45.120503652039325
1739209636.1007812;-38.13080360867914
1739209636.1007893;-32.816014438256545
1739209636.1007974;-38.13080360867914
1739209636.1008055;-38.13080360867914
1739209636.1008136;-38.13080360867914
1739209636.1008217;-38.13080360867914
1739209636.10083;-45.120503652039325
1739209636.1008382;-45.120503652039325
1739209636.1008463;-45.120503652039325
1739209636.1008544;-45.120503652039325
1739209636.1008625;-38.13080360867914
1739209636.1008706;-38.13080360867914
1739209636.1008787;-38.13080360867914
1739209636.1008868;-45.120503652039325
1739209636.1008952;-45.120503652039325
1739209636.1009033;-45.120503652039325
1739209636.1009114;-45.120503652039325
1739209636.1009195;-38.13080360867914
1739209636.1009276;-33.981070128970906
1739209636.1009357;-45.120503652039325
1739209636.1009438;-38.13080360867914
1739209636.100952;-33.981070128970906
1739209636.10096;-45.120503652039325
1739209636.1009684;-45.120503652039325
1739209636.1009765;-38.13080360867914
1739209636.1009846;-28.58837851428586
1739209636.1009927;-35.57807855764607
1739209636.1010008;-45.120503652039325
1739209636.101009;-38.13080360867914
1739209636.101017;-32.816014438256545
1739209636.101025;-38.13080360867914
1739209636.1010334;-45.120503652039325
1739209636.1010416;-38.13080360867914
1739209636.1010497;-45.120503652039325
1739209636.1010578;-33.981070128970906
1739209636.1010659;-35.57807855764607
1739209636.101074;-45.120503652039325
1739209636.101082;-45.120503652039325
1739209636.1010902;-33.981070128970906
1739209636.1010985;-45.120503652039325
1739209636.1011066;-38.13080360867914
1739209636.1011147;-26.991370085610722
1739209636.1011229;-35.57807855764607
1739209636.101131;-45.120503652039325
1739209636.101139;-38.13080360867914
1739209636.1011472;-33.981070128970906
1739209636.1011553;-38.13080360867914
1739209636.1011636;-45.120503652039325
1739209636.1011717;-45.120503652039325
1739209636.1011798;-32.816014438256545
1739209636.101188;-38.13080360867914
1739209636.101196;-45.120503652039325
1739209636.1012042;-38.13080360867914
1739209636.1012123;-38.13080360867914
1739209636.1012204;-45.120503652039325
1739209636.1012287;-45.120503652039325
1739209636.1012368;-38.13080360867914
1739209636.101245;-45.120503652039325
1739209636.101253;-45.120503652039325
1739209636.1012611;-45.120503652039325
1739209636.1012692;-38.13080360867914
1739209636.1012774;-45.120503652039325
1739209636.1012855;-38.13080360867914
1739209636.1012938;-45.120503652039325
1739209636.101302;-45.120503652039325
1739209636.10131;-28.21854285175415
1739209636.1013181;-31.141103565318893
1739209636.1013262;-45.120503652039325
1739209636.1013343;-45.120503652039325
1739209636.1013424;-32.816014438256545
1739209636.1013505;-35.57807855764607
1739209636.101359;-45.120503652039325
1739209636.101367;-45.120503652039325
1739209636.101375;-45.120503652039325
1739209636.1013832;-45.120503652039325
1739209636.1013913;-45.120503652039325
1739209636.1013994;-45.120503652039325
1739209636.1014075;-38.13080360867914
1739209636.1014156;-33.981070128970906
1739209636.101424;-45.120503652039325
1739209636.101432;-38.13080360867914
1739209636.1014402;-45.120503652039325
1739209636.1014483;-38.13080360867914
1739209636.1014564;-38.13080360867914
1739209636.1014645;-45.120503652039325
1739209636.1014726;-45.120503652039325
1739209636.1014807;-45.120503652039325
1739209636.1014888;-35.57807855764607
1739209636.1014972;-38.13080360867914
1739209636.1015053;-32.816014438256545
1739209636.1015134;-35.57807855764607
1739209636.1015215;-45.120503652039325
1739209636.1015296;-38.13080360867914
1739209636.1015377;-38.13080360867914
1739209636.1015458;-38.13080360867914
1739209636.101554;-38.13080360867914
1739209636.1015623;-45.120503652039325
1739209636.1015704;-45.120503652039325
1739209636.1015785;-38.13080360867914
1739209636.1015866;-35.57807855764607
1739209636.1015947;-38.13080360867914
1739209636.1016028;-45.120503652039325
1739209636.101611;-45.120503652039325
1739209636.101619;-38.13080360867914
1739209636.1016273;-45.120503652039325
1739209636.1016355;-45.120503652039325
1739209636.1016436;-38.13080360867914
1739209636.1016517;-38.13080360867914
1739209636.1016598;-38.13080360867914
1739209636.101668;-45.120503652039325
1739209636.101676;-38.13080360867914
1739209636.101684;-35.57807855764607
1739209636.1016924;-45.120503652039325
1739209636.1017005;-38.13080360867914
1739209636.1017087;-38.13080360867914
1739209636.1017168;-38.13080360867914
1739209636.1017249;-38.13080360867914
1739209636.101733;-45.120503652039325
1739209636.101741;-38.13080360867914
1739209636.1017492;-38.13080360867914
1739209636.1017575;-33.981070128970906
1739209636.1017656;-45.120503652039325
1739209636.1017737;-45.120503652039325
1739209636.1017818;-45.120503652039325
1739209636.10179;-45.120503652039325
1739209636.101798;-45.120503652039325
1739209636.1018062;-33.981070128970906
1739209636.1018143;-45.120503652039325
1739209636.1018226;-45.120503652039325
1739209636.1018307;-35.57807855764607
1739209636.1018388;-31.141103565318915
1739209636.101847;-38.13080360867914
1739209636.101855;-33.981070128970906
1739209636.1018631;-45.120503652039325
1739209636.1018713;-45.120503652039325
1739209636.1018794;-45.120503652039325
1739209636.1018877;-45.120503652039325
1739209636.1018958;-38.13080360867914
1739209636.101904;-30.49652367304973
1739209636.101912;-33.981070128970906
1739209636.1019201;-45.120503652039325
1739209636.1019282;-38.13080360867914
1739209636.1019363;-38.13080360867914
1739209636.1019444;-38.13080360867914
1739209636.1019528;-45.120503652039325
1739209636.101961;-38.13080360867914
1739209636.101969;-33.981070128970906
1739209636.101977;-33.981070128970906
1739209636.1019852;-38.13080360867914
1739209636.1019933;-38.13080360867914
1739209636.1020014;-33.981070128970906
1739209636.1020095;-38.13080360867914
1739209636.1020176;-38.13080360867914
1739209636.102026;-38.13080360867914
1739209636.102034;-45.120503652039325
1739209636.1020422;-45.120503652039325
1739209636.1020503;-45.120503652039325
1739209636.1020584;-38.13080360867914
1739209636.1020665;-38.13080360867914
1739209636.1020746;-38.13080360867914
1739209636.1020827;-38.13080360867914
1739209636.102091;-45.120503652039325
1739209636.1020992;-31.141103565318915
1739209636.1021073;-33.981070128970906
1739209636.1021154;-45.120503652039325
1739209636.1021235;-45.120503652039325
1739209636.1021316;-45.120503652039325
1739209636.1021397;-45.120503652039325
1739209636.1021478;-45.120503652039325
1739209636.1021562;-38.13080360867914
1739209636.1021643;-38.13080360867914
1739209636.1021724;-33.981070128970906
1739209636.1021805;-38.13080360867914
1739209636.1021886;-45.120503652039325
1739209636.1021967;-38.13080360867914
1739209636.1022048;-38.13080360867914
1739209636.102213;-45.120503652039325
1739209636.1022213;-45.120503652039325
1739209636.1022294;-38.13080360867914
1739209636.1022375;-35.57807855764607
1739209636.1022456;-38.13080360867914
1739209636.1022537;-45.120503652039325
1739209636.1022618;-45.120503652039325
1739209636.10227;-45.120503652039325
1739209636.102278;-45.120503652039325
1739209636.1022863;-45.120503652039325
1739209636.1022944;-38.13080360867914
1739209636.1023026;-38.13080360867914
1739209636.1023107;-38.13080360867914
1739209636.1023188;-45.120503652039325
1739209636.1023269;-33.981070128970906
1739209636.102335;-38.13080360867914
1739209636.102343;-45.120503652039325
1739209636.1023514;-45.120503652039325
1739209636.1023595;-45.120503652039325
1739209636.1023676;-38.13080360867914
1739209636.1023757;-38.13080360867914
1739209636.1023839;-45.120503652039325
1739209636.102392;-45.120503652039325
1739209636.1024;-35.57807855764607
1739209636.1024082;-33.981070128970906
1739209636.1024165;-38.13080360867914
1739209636.1024246;-38.13080360867914
1739209636.1024327;-33.981070128970906
1739209636.1024408;-45.120503652039325
1739209636.102449;-45.120503652039325
1739209636.102457;-45.120503652039325
1739209636.1024652;-45.120503652039325
1739209636.1024733;-45.120503652039325
1739209636.1024816;-45.120503652039325
1739209636.1024897;-45.120503652039325
1739209636.1024978;-38.13080360867914
1739209636.102506;-38.13080360867914
1739209636.102514;-45.120503652039325
1739209636.1025221;-38.13080360867914
1739209636.1025302;-35.57807855764607
1739209636.1025383;-45.120503652039325
1739209636.1025465;-45.120503652039325
1739209636.1025548;-38.13080360867914
1739209636.102563;-38.13080360867914
1739209636.102571;-38.13080360867914
1739209636.102579;-38.13080360867914
1739209636.1025872;-38.13080360867914
1739209636.1025953;-45.120503652039325
1739209636.1026034;-38.13080360867914
1739209636.1026115;-45.120503652039325
1739209636.10262;-33.981070128970906
1739209636.102628;-45.120503652039325
1739209636.102636;-45.120503652039325
1739209636.1026442;-32.816014438256545
1739209636.1026523;-33.981070128970906
1739209636.1026604;-38.13080360867914
1739209636.1026685;-38.13080360867914
1739209636.1026766;-35.57807855764607
1739209636.102685;-45.120503652039325
1739209636.102693;-38.13080360867914
1739209636.1027012;-38.13080360867914
1739209636.1027093;-38.13080360867914
1739209636.1027174;-33.981070128970906
1739209636.1027255;-45.120503652039325
1739209636.1027336;-33.981070128970906
1739209636.1027417;-33.981070128970906
1739209636.10275;-45.120503652039325
1739209636.1027582;-45.120503652039325
1739209636.1027663;-45.120503652039325
1739209636.1027744;-38.13080360867914
1739209636.1027825;-38.13080360867914
1739209636.1027906;-45.120503652039325
1739209636.1027987;-45.120503652039325
1739209636.1028068;-35.57807855764607
1739209636.1028152;-45.120503652039325
1739209636.1028233;-45.120503652039325
1739209636.1028314;-45.120503652039325
1739209636.1028395;-38.13080360867914
1739209636.1028476;-38.13080360867914
1739209636.1028557;-35.57807855764607
1739209636.1028638;-45.120503652039325
1739209636.102872;-45.120503652039325
1739209636.1028802;-45.120503652039325
1739209636.1028883;-32.816014438256545
1739209636.1028965;-30.49652367304973
1739209636.1029046;-45.120503652039325
1739209636.1029127;-38.13080360867914
1739209636.1029208;-45.120503652039325
1739209636.1029289;-45.120503652039325
1739209636.102937;-38.13080360867914
1739209636.1029453;-38.13080360867914
1739209636.1029534;-45.120503652039325
1739209636.1029615;-33.981070128970956
1739209636.1029696;-38.13080360867914
1739209636.1029778;-33.981070128970906
1739209636.1029859;-33.981070128970906
1739209636.102994;-45.120503652039325
1739209636.103002;-38.13080360867914
1739209636.1030102;-38.13080360867914
1739209636.1030185;-38.13080360867914
1739209636.1030266;-28.992665084841942
1739209636.1030347;-45.120503652039325
1739209636.1030428;-38.13080360867914
1739209636.103051;-35.57807855764607
1739209636.103059;-32.816014438256545
1739209636.1030672;-38.13080360867914
1739209636.1030753;-38.13080360867914
1739209636.1030836;-33.981070128970906
1739209636.1030917;-33.981070128970906
1739209636.1030998;-45.120503652039325
1739209636.103108;-45.120503652039325
1739209636.103116;-35.57807855764607
1739209636.1031241;-33.981070128970906
1739209636.1031322;-45.120503652039325
1739209636.1031404;-38.13080360867914
