CAN Message; 0x1d3:000004cfe81ba0af
Timestamp;Amplitude
1739209748.3209193;-45.120503652039325
1739209748.3209293;-31.14110356531892
1739209748.3209395;-38.13080360867914
1739209748.3209498;-33.981070128970906
1739209748.3209598;-45.120503652039325
1739209748.32097;-45.120503652039325
1739209748.3209803;-45.120503652039325
1739209748.3209906;-45.120503652039325
1739209748.3210006;-45.120503652039325
1739209748.3210108;-28.992665084841942
1739209748.321021;-38.13080360867914
1739209748.321031;-45.120503652039325
1739209748.3210413;-38.13080360867914
1739209748.3210516;-35.57807855764607
1739209748.3210616;-45.120503652039325
1739209748.3210719;-45.120503652039325
1739209748.321082;-38.13080360867914
1739209748.3210924;-38.13080360867914
1739209748.3211024;-38.13080360867914
1739209748.3211126;-45.120503652039325
1739209748.321123;-45.120503652039325
1739209748.321133;-38.13080360867914
1739209748.3211432;-45.120503652039325
1739209748.3211534;-38.13080360867914
1739209748.3211634;-45.120503652039325
1739209748.3211737;-38.13080360867914
1739209748.321184;-45.120503652039325
1739209748.3211942;-45.120503652039325
1739209748.3212042;-45.120503652039325
1739209748.3212144;-38.13080360867914
1739209748.3212247;-38.13080360867914
1739209748.3212347;-45.120503652039325
1739209748.321245;-38.13080360867914
1739209748.3212552;-33.981070128970906
1739209748.3212652;-45.120503652039325
1739209748.3212755;-38.13080360867914
1739209748.3212857;-35.57807855764607
1739209748.3212957;-38.13080360867914
1739209748.321306;-45.120503652039325
1739209748.3213162;-45.120503652039325
1739209748.3213265;-45.120503652039325
1739209748.3213365;-45.120503652039325
1739209748.3213468;-45.120503652039325
1739209748.321357;-45.120503652039325
1739209748.321367;-45.120503652039325
1739209748.3213773;-38.13080360867914
1739209748.3213875;-38.13080360867914
1739209748.3213975;-45.120503652039325
1739209748.3214078;-45.120503652039325
1739209748.321418;-38.13080360867914
1739209748.3214283;-38.13080360867914
1739209748.3214383;-38.13080360867914
1739209748.3214486;-45.120503652039325
1739209748.3214588;-45.120503652039325
1739209748.3214688;-35.57807855764607
1739209748.321479;-38.13080360867914
1739209748.3214893;-45.120503652039325
1739209748.3214993;-38.13080360867914
1739209748.3215096;-38.13080360867914
1739209748.3215199;-45.120503652039325
1739209748.32153;-45.120503652039325
1739209748.32154;-38.13080360867914
1739209748.3215504;-45.120503652039325
1739209748.3215606;-38.13080360867914
1739209748.3215706;-45.120503652039325
1739209748.321581;-45.120503652039325
1739209748.3215911;-38.13080360867914
1739209748.3216012;-38.13080360867914
1739209748.3216114;-45.120503652039325
1739209748.3216217;-45.120503652039325
1739209748.321632;-35.57807855764607
1739209748.321642;-35.57807855764607
1739209748.3216522;-45.120503652039325
1739209748.3216624;-38.13080360867914
1739209748.3216724;-38.13080360867914
1739209748.3216827;-38.13080360867914
1739209748.321693;-38.13080360867914
1739209748.321703;-45.120503652039325
1739209748.3217132;-45.120503652039325
1739209748.3217235;-38.13080360867914
1739209748.3217335;-38.13080360867914
1739209748.3217437;-45.120503652039325
1739209748.321754;-38.13080360867914
1739209748.3217642;-38.13080360867914
1739209748.3217742;-38.13080360867914
1739209748.3217845;-45.120503652039325
1739209748.3217947;-32.816014438256545
1739209748.3218048;-35.57807855764607
1739209748.321815;-45.120503652039325
1739209748.3218253;-35.57807855764607
1739209748.3218353;-38.13080360867914
1739209748.3218455;-45.120503652039325
1739209748.3218558;-45.120503652039325
1739209748.321866;-45.120503652039325
1739209748.321876;-45.120503652039325
1739209748.3218863;-38.13080360867914
1739209748.3218966;-45.120503652039325
1739209748.3219066;-38.13080360867914
1739209748.3219168;-38.13080360867914
1739209748.321927;-45.120503652039325
1739209748.321937;-45.120503652039325
1739209748.3219473;-38.13080360867914
1739209748.3219576;-35.57807855764607
1739209748.3219678;-38.13080360867914
1739209748.3219779;-35.57807855764607
1739209748.321988;-45.120503652039325
1739209748.3219984;-38.13080360867914
1739209748.3220084;-35.57807855764607
1739209748.3220186;-45.120503652039325
1739209748.3220289;-45.120503652039325
1739209748.322039;-38.13080360867914
1739209748.3220491;-35.57807855764607
1739209748.3220594;-38.13080360867914
1739209748.3220694;-45.120503652039325
1739209748.3220797;-45.120503652039325
1739209748.32209;-45.120503652039325
1739209748.3221002;-38.13080360867914
1739209748.3221102;-38.13080360867914
1739209748.3221204;-38.13080360867914
1739209748.3221307;-38.13080360867914
1739209748.3221407;-38.13080360867914
1739209748.322151;-45.120503652039325
1739209748.3221612;-38.13080360867914
1739209748.3221712;-30.49652367304973
1739209748.3221815;-38.13080360867914
1739209748.3221917;-38.13080360867914
1739209748.322202;-38.13080360867914
1739209748.322212;-32.816014438256545
1739209748.3222222;-45.120503652039325
1739209748.3222325;-35.57807855764607
1739209748.3222425;-45.120503652039325
1739209748.3222528;-45.120503652039325
1739209748.322263;-45.120503652039325
1739209748.322273;-38.13080360867914
1739209748.3222833;-32.816014438256545
1739209748.3222935;-38.13080360867914
1739209748.3223038;-45.120503652039325
1739209748.3223138;-45.120503652039325
1739209748.322324;-38.13080360867914
1739209748.3223343;-38.13080360867914
1739209748.3223443;-45.120503652039325
1739209748.3223546;-45.120503652039325
1739209748.3223648;-31.141103565318893
1739209748.3223748;-32.816014438256545
1739209748.322385;-45.120503652039325
1739209748.3223953;-45.120503652039325
1739209748.3224053;-38.13080360867914
1739209748.3224156;-32.816014438256545
1739209748.3224258;-38.13080360867914
1739209748.322436;-38.13080360867914
1739209748.322446;-38.13080360867914
1739209748.3224564;-45.120503652039325
1739209748.3224666;-45.120503652039325
1739209748.3224766;-38.13080360867914
1739209748.3224869;-45.120503652039325
1739209748.3224971;-38.13080360867914
1739209748.3225071;-38.13080360867914
1739209748.3225174;-45.120503652039325
1739209748.3225276;-45.120503652039325
1739209748.322538;-38.13080360867914
1739209748.322548;-45.120503652039325
1739209748.3225582;-45.120503652039325
1739209748.3225684;-38.13080360867914
1739209748.3225784;-28.992665084841942
1739209748.3225887;-45.120503652039325
1739209748.322599;-38.13080360867914
1739209748.322609;-45.120503652039325
1739209748.3226192;-33.981070128970906
1739209748.3226295;-45.120503652039325
1739209748.3226397;-38.13080360867914
1739209748.3226497;-45.120503652039325
1739209748.32266;-30.49652367304976
1739209748.3226702;-38.13080360867914
1739209748.3226802;-31.141103565318915
1739209748.3226905;-45.120503652039325
1739209748.3227007;-45.120503652039325
1739209748.3227108;-38.13080360867914
1739209748.322721;-38.13080360867914
1739209748.3227313;-38.13080360867914
1739209748.3227415;-28.992665084841942
1739209748.3227515;-38.13080360867914
1739209748.3227618;-38.13080360867914
1739209748.322772;-38.13080360867914
1739209748.322782;-38.13080360867914
1739209748.3227923;-45.120503652039325
1739209748.3228025;-38.13080360867914
1739209748.3228126;-38.13080360867914
1739209748.3228228;-45.120503652039325
1739209748.322833;-33.981070128970906
1739209748.322843;-38.13080360867914
1739209748.3228533;-45.120503652039325
1739209748.3228636;-45.120503652039325
1739209748.3228738;-45.120503652039325
1739209748.3228838;-45.120503652039325
1739209748.322894;-45.120503652039325
1739209748.3229043;-33.981070128970906
1739209748.3229144;-45.120503652039325
1739209748.3229246;-45.120503652039325
1739209748.3229349;-38.13080360867914
1739209748.3229449;-38.13080360867914
1739209748.3229551;-45.120503652039325
1739209748.3229654;-45.120503652039325
1739209748.3229756;-45.120503652039325
1739209748.3229856;-33.981070128970906
1739209748.322996;-38.13080360867914
1739209748.3230062;-38.13080360867914
1739209748.3230162;-35.57807855764607
1739209748.3230264;-33.981070128970906
1739209748.3230367;-45.120503652039325
1739209748.3230467;-45.120503652039325
1739209748.323057;-38.13080360867914
1739209748.3230672;-31.141103565318915
1739209748.3230774;-38.13080360867914
1739209748.3230875;-45.120503652039325
1739209748.3230977;-38.13080360867914
1739209748.323108;-38.13080360867914
1739209748.323118;-45.120503652039325
1739209748.3231282;-45.120503652039325
1739209748.3231385;-33.981070128970906
1739209748.3231485;-31.141103565318915
1739209748.3231587;-33.981070128970906
1739209748.323169;-38.13080360867914
1739209748.323179;-45.120503652039325
1739209748.3231893;-38.13080360867914
1739209748.3231995;-38.13080360867914
1739209748.3232098;-45.120503652039325
1739209748.3232198;-38.13080360867914
1739209748.32323;-31.141103565318915
1739209748.3232403;-33.981070128970906
1739209748.3232503;-38.13080360867914
1739209748.3232605;-45.120503652039325
1739209748.3232708;-45.120503652039325
1739209748.3232808;-45.120503652039325
1739209748.323291;-45.120503652039325
1739209748.3233013;-33.981070128970906
1739209748.3233116;-38.13080360867914
1739209748.3233216;-38.13080360867914
1739209748.3233318;-38.13080360867914
1739209748.323342;-45.120503652039325
1739209748.323352;-45.120503652039325
1739209748.3233624;-38.13080360867914
1739209748.3233726;-45.120503652039325
1739209748.3233826;-45.120503652039325
1739209748.3233929;-45.120503652039325
1739209748.3234031;-35.57807855764607
1739209748.3234134;-35.57807855764607
1739209748.3234234;-45.120503652039325
1739209748.3234336;-38.13080360867914
1739209748.323444;-38.13080360867914
1739209748.323454;-45.120503652039325
1739209748.3234642;-45.120503652039325
1739209748.3234744;-38.13080360867914
1739209748.3234844;-38.13080360867914
1739209748.3234947;-45.120503652039325
1739209748.323505;-45.120503652039325
1739209748.323515;-38.13080360867914
1739209748.3235252;-38.13080360867914
1739209748.3235354;-45.120503652039325
1739209748.3235457;-45.120503652039325
1739209748.3235557;-45.120503652039325
1739209748.323566;-45.120503652039325
1739209748.3235762;-38.13080360867914
1739209748.3235862;-45.120503652039325
1739209748.3235965;-45.120503652039325
1739209748.3236067;-38.13080360867914
1739209748.3236167;-38.13080360867914
1739209748.323627;-45.120503652039325
1739209748.3236372;-38.13080360867914
1739209748.3236475;-33.981070128970906
1739209748.3236575;-45.120503652039325
1739209748.3236678;-45.120503652039325
1739209748.323678;-38.13080360867914
1739209748.323688;-38.13080360867914
1739209748.3236983;-45.120503652039325
1739209748.3237085;-45.120503652039325
1739209748.3237185;-45.120503652039325
1739209748.3237288;-38.13080360867914
1739209748.323739;-35.57807855764607
1739209748.3237493;-38.13080360867914
1739209748.3237593;-38.13080360867914
1739209748.3237696;-38.13080360867914
1739209748.3237798;-35.57807855764607
1739209748.3237898;-45.120503652039325
1739209748.3238;-35.57807855764607
1739209748.3238103;-38.13080360867914
1739209748.3238204;-45.120503652039325
1739209748.3238306;-38.13080360867914
1739209748.3238409;-45.120503652039325
1739209748.323851;-45.120503652039325
1739209748.3238611;-45.120503652039325
1739209748.3238714;-35.57807855764607
1739209748.3238816;-45.120503652039325
1739209748.3238916;-45.120503652039325
1739209748.323902;-38.13080360867914
1739209748.3239121;-45.120503652039325
1739209748.3239222;-38.13080360867914
1739209748.3239324;-45.120503652039325
1739209748.3239427;-35.57807855764607
1739209748.3239527;-38.13080360867914
1739209748.323963;-38.13080360867914
1739209748.3239732;-33.981070128970906
1739209748.3239834;-38.13080360867914
1739209748.3239934;-38.13080360867914
1739209748.3240037;-35.57807855764607
1739209748.324014;-38.13080360867914
1739209748.324024;-45.120503652039325
1739209748.3240342;-38.13080360867914
1739209748.3240445;-38.13080360867914
1739209748.3240545;-45.120503652039325
1739209748.3240647;-45.120503652039325
1739209748.324075;-38.13080360867914
1739209748.3240852;-45.120503652039325
1739209748.3240952;-35.57807855764607
1739209748.3241055;-35.57807855764607
1739209748.3241158;-45.120503652039325
1739209748.3241258;-45.120503652039325
1739209748.324136;-35.57807855764607
1739209748.3241463;-35.57807855764607
1739209748.3241563;-45.120503652039325
1739209748.3241665;-38.13080360867914
