CAN Message; 0x77:6502dc0cdf26193f
1739209666.5128686;-35.57807855764607
1739209666.5128715;-38.13080360867914
1739209666.5128741;-35.57807855764607
1739209666.5128767;-45.120503652039325
1739209666.5128796;-33.981070128970956
1739209666.5128822;-45.120503652039325
1739209666.512885;-45.120503652039325
1739209666.5128877;-45.120503652039325
1739209666.5128903;-45.120503652039325
1739209666.5128932;-45.120503652039325
1739209666.5128958;-38.13080360867914
1739209666.5128987;-38.13080360867914
1739209666.5129013;-38.13080360867914
1739209666.5129042;-45.120503652039325
1739209666.5129068;-38.13080360867914
1739209666.5129094;-35.57807855764607
1739209666.5129123;-38.13080360867914
1739209666.512915;-38.13080360867914
1739209666.5129178;-38.13080360867914
1739209666.5129204;-38.13080360867914
1739209666.5129232;-30.49652367304973
1739209666.5129259;-35.57807855764607
1739209666.5129285;-45.120503652039325
1739209666.5129313;-38.13080360867914
1739209666.512934;-38.13080360867914
1739209666.5129368;-45.120503652039325
1739209666.5129395;-45.120503652039325
1739209666.5129423;-38.13080360867914
1739209666.512945;-38.13080360867914
1739209666.5129476;-45.120503652039325
1739209666.5129504;-33.981070128970906
1739209666.512953;-45.120503652039325
1739209666.512956;-45.120503652039325
1739209666.5129585;-38.13080360867914
1739209666.5129614;-32.816014438256545
1739209666.512964;-45.120503652039325
1739209666.5129666;-31.141103565318915
1739209666.5129695;-33.981070128970906
1739209666.512972;-45.120503652039325
1739209666.512975;-45.120503652039325
1739209666.5129776;-38.13080360867914
1739209666.5129805;-38.13080360867914
1739209666.512983;-35.57807855764607
1739209666.5129857;-38.13080360867914
1739209666.5129886;-45.120503652039325
1739209666.5129912;-45.120503652039325
1739209666.512994;-45.120503652039325
1739209666.5129967;-45.120503652039325
1739209666.5129995;-45.120503652039325
1739209666.5130022;-45.120503652039325
1739209666.5130048;-35.57807855764607
1739209666.5130076;-38.13080360867914
1739209666.5130103;-33.981070128970906
1739209666.5130131;-35.57807855764607
1739209666.5130157;-35.57807855764607
1739209666.5130186;-38.13080360867914
1739209666.5130212;-45.120503652039325
1739209666.5130239;-45.120503652039325
1739209666.5130267;-38.13080360867914
1739209666.5130293;-45.120503652039325
1739209666.5130322;-45.120503652039325
1739209666.5130348;-45.120503652039325
1739209666.5130377;-45.120503652039325
1739209666.5130403;-45.120503652039325
1739209666.513043;-38.13080360867914
1739209666.5130458;-35.57807855764607
1739209666.5130484;-35.57807855764607
1739209666.5130513;-38.13080360867914
1739209666.513054;-45.120503652039325
1739209666.5130568;-45.120503652039325
1739209666.5130594;-38.13080360867914
1739209666.513062;-38.13080360867914
1739209666.5130649;-45.120503652039325
1739209666.5130675;-45.120503652039325
1739209666.5130703;-45.120503652039325
1739209666.513073;-45.120503652039325
1739209666.5130758;-38.13080360867914
1739209666.5130785;-38.13080360867914
1739209666.513081;-38.13080360867914
1739209666.513084;-38.13080360867914
1739209666.5130866;-38.13080360867914
1739209666.5130894;-31.141103565318915
1739209666.513092;-32.816014438256545
1739209666.513095;-33.981070128970906
1739209666.5130975;-38.13080360867914
1739209666.5131001;-45.120503652039325
1739209666.513103;-45.120503652039325
1739209666.5131056;-45.120503652039325
1739209666.5131085;-45.120503652039325
1739209666.513111;-45.120503652039325
1739209666.5131137;-32.816014438256545
1739209666.5131166;-45.120503652039325
1739209666.5131192;-45.120503652039325
1739209666.513122;-45.120503652039325
1739209666.5131247;-45.120503652039325
1739209666.5131276;-45.120503652039325
1739209666.5131302;-45.120503652039325
1739209666.5131328;-45.120503652039325
1739209666.5131357;-45.120503652039325
1739209666.5131383;-38.13080360867914
1739209666.5131412;-45.120503652039325
1739209666.5131438;-45.120503652039325
1739209666.5131466;-38.13080360867914
1739209666.5131493;-45.120503652039325
1739209666.513152;-45.120503652039325
1739209666.5131547;-38.13080360867914
1739209666.5131574;-45.120503652039325
1739209666.5131602;-38.13080360867914
1739209666.5131629;-38.13080360867914
1739209666.5131657;-45.120503652039325
1739209666.5131683;-45.120503652039325
1739209666.513171;-45.120503652039325
1739209666.5131738;-45.120503652039325
1739209666.5131764;-38.13080360867914
1739209666.5131793;-45.120503652039325
1739209666.513182;-38.13080360867914
1739209666.5131848;-45.120503652039325
1739209666.5131874;-35.57807855764607
1739209666.51319;-35.57807855764607
1739209666.513193;-38.13080360867914
1739209666.5131955;-38.13080360867914
1739209666.5131984;-38.13080360867914
1739209666.513201;-38.13080360867914
1739209666.5132039;-45.120503652039325
1739209666.5132065;-38.13080360867914
1739209666.513209;-45.120503652039325
1739209666.513212;-45.120503652039325
1739209666.5132146;-38.13080360867914
1739209666.5132174;-45.120503652039325
1739209666.51322;-45.120503652039325
1739209666.513223;-38.13080360867914
1739209666.5132256;-38.13080360867914
1739209666.5132282;-45.120503652039325
1739209666.513231;-45.120503652039325
1739209666.5132337;-38.13080360867914
1739209666.5132365;-38.13080360867914
1739209666.5132391;-45.120503652039325
1739209666.513242;-31.141103565318915
1739209666.5132446;-35.57807855764607
1739209666.5132473;-38.13080360867914
1739209666.51325;-45.120503652039325
1739209666.5132527;-32.816014438256545
1739209666.5132556;-30.49652367304973
1739209666.5132582;-45.120503652039325
1739209666.513261;-45.120503652039325
1739209666.5132637;-45.120503652039325
1739209666.5132663;-35.57807855764607
1739209666.5132692;-45.120503652039325
1739209666.5132718;-45.120503652039325
1739209666.5132747;-45.120503652039325
1739209666.5132773;-45.120503652039325
1739209666.5132802;-45.120503652039325
1739209666.5132828;-45.120503652039325
1739209666.5132854;-45.120503652039325
1739209666.5132883;-45.120503652039325
1739209666.513291;-38.13080360867914
1739209666.5132937;-45.120503652039325
1739209666.5132964;-30.49652367304973
1739209666.5132992;-31.141103565318893
1739209666.5133018;-45.120503652039325
1739209666.5133045;-38.13080360867914
1739209666.5133073;-32.816014438256545
1739209666.51331;-35.57807855764607
1739209666.5133128;-45.120503652039325
1739209666.5133154;-38.13080360867914
1739209666.513318;-45.120503652039325
1739209666.513321;-45.120503652039325
1739209666.5133235;-45.120503652039325
1739209666.5133264;-45.120503652039325
1739209666.513329;-45.120503652039325
1739209666.513332;-38.13080360867914
1739209666.5133345;-45.120503652039325
1739209666.5133371;-45.120503652039325
1739209666.51334;-45.120503652039325
1739209666.5133426;-45.120503652039325
1739209666.5133455;-45.120503652039325
1739209666.513348;-45.120503652039325
1739209666.513351;-45.120503652039325
1739209666.5133536;-45.120503652039325
1739209666.5133562;-33.981070128970906
1739209666.513359;-45.120503652039325
1739209666.5133617;-33.981070128970906
1739209666.5133646;-26.487275050834715
1739209666.5133672;-38.13080360867914
1739209666.51337;-45.120503652039325
1739209666.5133727;-38.13080360867914
1739209666.5133753;-31.141103565318893
1739209666.5133781;-45.120503652039325
1739209666.5133808;-45.120503652039325
1739209666.5133836;-45.120503652039325
1739209666.5133862;-33.981070128970956
1739209666.513389;-45.120503652039325
1739209666.5133917;-45.120503652039325
1739209666.5133944;-38.13080360867914
1739209666.5133972;-38.13080360867914
1739209666.5133998;-33.981070128970906
1739209666.5134027;-45.120503652039325
1739209666.5134053;-45.120503652039325
1739209666.5134082;-25.252786309376837
1739209666.5134108;-38.13080360867914
1739209666.5134134;-38.13080360867914
1739209666.5134163;-35.57807855764607
1739209666.513419;-35.57807855764607
1739209666.5134218;-45.120503652039325
1739209666.5134244;-45.120503652039325
1739209666.5134273;-38.13080360867914
1739209666.5134299;-45.120503652039325
1739209666.5134325;-45.120503652039325
1739209666.5134354;-45.120503652039325
1739209666.513438;-38.13080360867914
1739209666.5134408;-38.13080360867914
1739209666.5134435;-33.981070128970906
1739209666.5134463;-38.13080360867914
1739209666.513449;-38.13080360867914
1739209666.5134516;-28.58837851428586
1739209666.5134544;-33.981070128970906
1739209666.513457;-45.120503652039325
1739209666.51346;-38.13080360867914
1739209666.5134625;-35.57807855764607
1739209666.5134654;-38.13080360867914
1739209666.513468;-45.120503652039325
1739209666.5134706;-38.13080360867914
1739209666.5134735;-38.13080360867914
1739209666.5134761;-45.120503652039325
1739209666.513479;-45.120503652039325
1739209666.5134816;-45.120503652039325
1739209666.5134845;-45.120503652039325
1739209666.513487;-38.13080360867914
1739209666.5134897;-45.120503652039325
1739209666.5134926;-45.120503652039325
1739209666.5134952;-45.120503652039325
1739209666.513498;-45.120503652039325
1739209666.5135007;-45.120503652039325
1739209666.5135036;-45.120503652039325
1739209666.5135062;-45.120503652039325
1739209666.5135088;-45.120503652039325
1739209666.5135117;-45.120503652039325
1739209666.5135143;-38.13080360867914
1739209666.5135171;-38.13080360867914
1739209666.5135198;-38.13080360867914
1739209666.5135226;-45.120503652039325
1739209666.5135252;-45.120503652039325
1739209666.5135279;-38.13080360867914
1739209666.5135307;-35.57807855764607
1739209666.5135334;-45.120503652039325
1739209666.5135362;-45.120503652039325
1739209666.5135388;-45.120503652039325
1739209666.5135415;-45.120503652039325
1739209666.5135443;-38.13080360867914
1739209666.513547;-38.13080360867914
1739209666.5135498;-45.120503652039325
1739209666.5135524;-45.120503652039325
1739209666.5135553;-33.981070128970906
1739209666.513558;-38.13080360867914
1739209666.5135605;-38.13080360867914
1739209666.5135634;-38.13080360867914
1739209666.513566;-45.120503652039325
1739209666.5135689;-45.120503652039325
1739209666.5135715;-38.13080360867914
1739209666.5135744;-38.13080360867914
1739209666.513577;-38.13080360867914
1739209666.5135796;-38.13080360867914
1739209666.5135825;-38.13080360867914
1739209666.513585;-45.120503652039325
1739209666.513588;-45.120503652039325
1739209666.5135906;-45.120503652039325
1739209666.5135934;-45.120503652039325
1739209666.513596;-45.120503652039325
1739209666.5135987;-45.120503652039325
1739209666.5136015;-45.120503652039325
1739209666.5136042;-38.13080360867914
1739209666.513607;-45.120503652039325
1739209666.5136096;-45.120503652039325
1739209666.5136125;-38.13080360867914
1739209666.5136151;-45.120503652039325
1739209666.5136178;-33.981070128970906
1739209666.5136206;-38.13080360867914
1739209666.5136232;-38.13080360867914
1739209666.513626;-45.120503652039325
1739209666.5136287;-45.120503652039325
1739209666.5136316;-33.981070128970906
1739209666.5136342;-45.120503652039325
1739209666.5136368;-45.120503652039325
1739209666.5136397;-35.57807855764607
1739209666.5136423;-32.816014438256545
1739209666.5136452;-38.13080360867914
1739209666.5136478;-45.120503652039325
1739209666.5136507;-45.120503652039325
1739209666.5136533;-45.120503652039325
1739209666.513656;-45.120503652039325
1739209666.5136588;-38.13080360867914
1739209666.5136614;-38.13080360867914
1739209666.5136642;-38.13080360867914
1739209666.5136669;-35.57807855764607
1739209666.5136697;-38.13080360867914
1739209666.5136724;-33.981070128970906
1739209666.513675;-33.981070128970906
1739209666.5136778;-45.120503652039325
1739209666.5136805;-45.120503652039325
1739209666.5136833;-35.57807855764607
1739209666.513686;-38.13080360867914
1739209666.5136888;-45.120503652039325
1739209666.5136914;-35.57807855764607
1739209666.513694;-38.13080360867914
1739209666.513697;-45.120503652039325
1739209666.5136995;-38.13080360867914
1739209666.5137024;-38.13080360867914
1739209666.513705;-45.120503652039325
1739209666.5137079;-45.120503652039325
1739209666.5137105;-38.13080360867914
1739209666.5137131;-38.13080360867914
1739209666.513716;-32.816014438256545
1739209666.5137186;-32.816014438256545
1739209666.5137215;-45.120503652039325
1739209666.513724;-38.13080360867914
1739209666.513727;-38.13080360867914
1739209666.5137296;-32.816014438256545
1739209666.5137322;-45.120503652039325
1739209666.513735;-38.13080360867914
1739209666.5137377;-45.120503652039325
1739209666.5137405;-45.120503652039325
1739209666.5137432;-38.13080360867914
1739209666.5137458;-38.13080360867914
1739209666.5137486;-45.120503652039325
1739209666.5137513;-45.120503652039325
1739209666.5137541;-35.57807855764607
1739209666.5137568;-33.981070128970906
1739209666.5137596;-38.13080360867914
1739209666.5137622;-45.120503652039325
1739209666.5137649;-45.120503652039325
1739209666.5137677;-38.13080360867914
1739209666.5137703;-38.13080360867914
1739209666.5137732;-45.120503652039325
1739209666.5137758;-45.120503652039325
1739209666.5137787;-45.120503652039325
1739209666.5137813;-45.120503652039325
1739209666.513784;-45.120503652039325
1739209666.5137868;-33.981070128970906
1739209666.5137894;-33.981070128970906
1739209666.5137923;-38.13080360867914
1739209666.513795;-45.120503652039325
1739209666.5137978;-45.120503652039325
1739209666.5138004;-38.13080360867914
1739209666.513803;-45.120503652039325
1739209666.5138059;-45.120503652039325
1739209666.5138085;-38.13080360867914
1739209666.5138113;-38.13080360867914
1739209666.513814;-35.57807855764607
1739209666.5138168;-38.13080360867914
1739209666.5138195;-38.13080360867914
1739209666.513822;-38.13080360867914
1739209666.513825;-35.57807855764607
1739209666.5138276;-29.438486411369333
1739209666.5138304;-38.13080360867914
1739209666.513833;-32.816014438256545
1739209666.513836;-38.13080360867914
1739209666.5138385;-45.120503652039325
1739209666.5138412;-45.120503652039325
1739209666.513844;-32.816014438256545
1739209666.5138466;-45.120503652039325
1739209666.5138495;-32.81601443825658
1739209666.5138521;-38.13080360867914
1739209666.513855;-45.120503652039325
1739209666.5138576;-45.120503652039325
1739209666.5138602;-45.120503652039325
1739209666.513863;-45.120503652039325
1739209666.5138657;-38.13080360867914
1739209666.5138686;-35.57807855764607
1739209666.5138712;-27.8777449560314
1739209666.513874;-38.13080360867914
1739209666.5138767;-35.57807855764607
1739209666.5138793;-38.13080360867914
1739209666.5138822;-35.57807855764607
1739209666.5138848;-38.13080360867914
1739209666.5138876;-38.13080360867914
1739209666.5138903;-38.13080360867914
1739209666.5138931;-45.120503652039325
1739209666.5138958;-45.120503652039325
1739209666.5138984;-38.13080360867914
1739209666.5139012;-38.13080360867914
1739209666.5139039;-45.120503652039325
1739209666.5139067;-33.981070128970906
1739209666.5139093;-38.13080360867914
1739209666.5139122;-45.120503652039325
1739209666.5139148;-38.13080360867914
1739209666.5139174;-38.13080360867914
1739209666.5139203;-35.57807855764607
1739209666.513923;-38.13080360867914
1739209666.5139258;-45.120503652039325
1739209666.5139284;-45.120503652039325
1739209666.5139313;-45.120503652039325
1739209666.513934;-38.13080360867914
1739209666.5139365;-28.58837851428586
1739209666.5139394;-35.57807855764607
1739209666.513942;-38.13080360867914
1739209666.5139449;-38.13080360867914
1739209666.5139475;-32.816014438256545
1739209666.5139503;-38.13080360867914
1739209666.513953;-45.120503652039325
1739209666.5139556;-33.981070128970906
1739209666.5139585;-33.981070128970956
1739209666.513961;-38.13080360867914
1739209666.513964;-32.816014438256545
1739209666.5139666;-45.120503652039325
1739209666.5139692;-45.120503652039325
1739209666.513972;-45.120503652039325
1739209666.5139747;-38.13080360867914
1739209666.5139775;-45.120503652039325
1739209666.5139802;-28.992665084841942
1739209666.513983;-33.981070128970906
1739209666.5139856;-45.120503652039325
1739209666.5139883;-45.120503652039325
1739209666.513991;-38.13080360867914
1739209666.5139937;-31.141103565318915
1739209666.5139966;-38.13080360867914
1739209666.5139992;-38.13080360867914
1739209666.514002;-35.57807855764607
1739209666.5140047;-38.13080360867914
1739209666.5140073;-38.13080360867914
1739209666.5140102;-45.120503652039325
1739209666.5140128;-45.120503652039325
1739209666.5140157;-38.13080360867914
1739209666.5140183;-38.13080360867914
1739209666.5140212;-45.120503652039325
1739209666.5140238;-33.981070128970906
1739209666.5140264;-45.120503652039325
1739209666.5140293;-38.13080360867914
1739209666.514032;-38.13080360867914
1739209666.5140347;-35.57807855764607
1739209666.5140374;-45.120503652039325
1739209666.5140402;-38.13080360867914
1739209666.5140429;-38.13080360867914
1739209666.5140455;-38.13080360867914
1739209666.5140483;-38.13080360867914
1739209666.514051;-38.13080360867914
1739209666.5140538;-38.13080360867914
1739209666.5140564;-32.816014438256545
1739209666.5140593;-35.57807855764607
1739209666.514062;-35.57807855764607
1739209666.5140646;-45.120503652039325
1739209666.5140674;-45.120503652039325
1739209666.51407;-45.120503652039325
1739209666.514073;-38.13080360867914
1739209666.5140755;-38.13080360867914
1739209666.5140784;-38.13080360867914
1739209666.514081;-45.120503652039325
1739209666.5140836;-45.120503652039325
1739209666.5140865;-33.981070128970906
1739209666.514089;-31.141103565318915
1739209666.514092;-31.141103565318915
1739209666.5140946;-45.120503652039325
1739209666.5140975;-38.13080360867914
1739209666.5141;-33.981070128970906
1739209666.5141027;-35.57807855764607
1739209666.5141056;-38.13080360867914
1739209666.5141082;-38.13080360867914
1739209666.514111;-45.120503652039325
1739209666.5141137;-45.120503652039325
1739209666.5141165;-45.120503652039325
1739209666.5141191;-45.120503652039325
1739209666.5141218;-38.13080360867914
1739209666.5141246;-38.13080360867914
1739209666.5141273;-45.120503652039325
1739209666.51413;-33.981070128970906
1739209666.5141327;-33.981070128970906
1739209666.5141356;-33.981070128970906
1739209666.5141382;-38.13080360867914
1739209666.5141408;-45.120503652039325
1739209666.5141437;-38.13080360867914
1739209666.5141463;-45.120503652039325
1739209666.5141492;-45.120503652039325
1739209666.5141518;-38.13080360867914
1739209666.5141547;-35.57807855764607
1739209666.5141573;-45.120503652039325
1739209666.51416;-45.120503652039325
1739209666.5141628;-33.981070128970906
1739209666.5141654;-38.13080360867914
1739209666.5141683;-38.13080360867914
1739209666.514171;-45.120503652039325
1739209666.5141737;-45.120503652039325
1739209666.5141764;-45.120503652039325
1739209666.514179;-38.13080360867914
1739209666.5141819;-45.120503652039325
1739209666.5141845;-38.13080360867914
1739209666.5141873;-38.13080360867914
1739209666.51419;-45.120503652039325
1739209666.5141926;-45.120503652039325
1739209666.5141954;-45.120503652039325
1739209666.514198;-38.13080360867914
1739209666.514201;-30.49652367304973
1739209666.5142035;-33.981070128970906
1739209666.5142064;-45.120503652039325
1739209666.514209;-45.120503652039325
1739209666.5142117;-35.57807855764607
1739209666.5142145;-32.816014438256545
1739209666.5142171;-45.120503652039325
1739209666.51422;-45.120503652039325
1739209666.5142226;-45.120503652039325
1739209666.5142255;-45.120503652039325
1739209666.514228;-38.13080360867914
1739209666.5142307;-38.13080360867914
1739209666.5142336;-45.120503652039325
1739209666.5142362;-38.13080360867914
1739209666.514239;-38.13080360867914
1739209666.5142417;-45.120503652039325
1739209666.5142446;-38.13080360867914
1739209666.5142472;-35.57807855764607
1739209666.5142498;-38.13080360867914
1739209666.5142527;-45.120503652039325
1739209666.5142553;-31.141103565318915
1739209666.5142581;-31.141103565318893
1739209666.5142608;-45.120503652039325
1739209666.5142636;-45.120503652039325
1739209666.5142663;-45.120503652039325
1739209666.5142689;-45.120503652039325
1739209666.5142717;-33.981070128970906
1739209666.5142744;-31.141103565318893
1739209666.5142772;-45.120503652039325
1739209666.5142798;-45.120503652039325
1739209666.5142827;-45.120503652039325
1739209666.5142853;-45.120503652039325
1739209666.514288;-45.120503652039325
1739209666.5142908;-45.120503652039325
1739209666.5142934;-35.57807855764607
1739209666.5142963;-45.120503652039325
1739209666.514299;-33.981070128970906
1739209666.5143018;-35.57807855764607
1739209666.5143044;-38.13080360867914
1739209666.514307;-45.120503652039325
1739209666.51431;-35.57807855764607
1739209666.5143125;-32.816014438256545
1739209666.5143154;-45.120503652039325
1739209666.514318;-45.120503652039325
1739209666.5143209;-45.120503652039325
1739209666.5143235;-38.13080360867914
1739209666.514326;-38.13080360867914
1739209666.514329;-38.13080360867914
1739209666.5143316;-45.120503652039325
1739209666.5143344;-45.120503652039325
1739209666.514337;-35.57807855764607
1739209666.51434;-45.120503652039325
1739209666.5143425;-45.120503652039325
1739209666.5143452;-45.120503652039325
1739209666.514348;-45.120503652039325
1739209666.5143507;-45.120503652039325
1739209666.5143535;-35.57807855764607
1739209666.5143561;-29.438486411369333
1739209666.514359;-45.120503652039325
1739209666.5143616;-45.120503652039325
1739209666.5143642;-45.120503652039325
1739209666.514367;-38.13080360867914
1739209666.5143697;-38.13080360867914
1739209666.5143726;-38.13080360867914
1739209666.5143752;-45.120503652039325
1739209666.514378;-38.13080360867914
1739209666.5143807;-38.13080360867914
1739209666.5143833;-45.120503652039325
1739209666.5143862;-45.120503652039325
1739209666.5143888;-45.120503652039325
1739209666.5143917;-45.120503652039325
1739209666.5143943;-45.120503652039325
1739209666.514397;-45.120503652039325
1739209666.5143998;-28.58837851428586
1739209666.5144024;-38.13080360867914
1739209666.5144053;-38.13080360867914
1739209666.5144079;-38.13080360867914
1739209666.5144107;-35.57807855764607
1739209666.5144134;-38.13080360867914
1739209666.514416;-45.120503652039325
1739209666.5144188;-45.120503652039325
1739209666.5144215;-33.981070128970956
1739209666.5144243;-45.120503652039325
1739209666.514427;-38.13080360867914
1739209666.5144298;-45.120503652039325
1739209666.5144324;-45.120503652039325
1739209666.514435;-45.120503652039325
1739209666.514438;-38.13080360867914
1739209666.5144405;-45.120503652039325
1739209666.5144434;-26.991370085610722
1739209666.514446;-33.981070128970906
1739209666.514449;-45.120503652039325
1739209666.5144515;-38.13080360867914
1739209666.5144541;-33.981070128970906
1739209666.514457;-35.57807855764607
1739209666.5144596;-45.120503652039325
1739209666.5144625;-45.120503652039325
1739209666.514465;-45.120503652039325
1739209666.514468;-45.120503652039325
1739209666.5144706;-45.120503652039325
1739209666.5144732;-45.120503652039325
1739209666.514476;-45.120503652039325
1739209666.5144787;-45.120503652039325
1739209666.5144815;-45.120503652039325
1739209666.5144842;-38.13080360867914
1739209666.514487;-38.13080360867914
1739209666.5144897;-38.13080360867914
