CAN Message; 0x98:0000c44af5f7abac
1739209685.4085944;-45.120503652039325
1739209685.4086044;-28.58837851428586
1739209685.4086144;-31.141103565318915
1739209685.4086244;-45.120503652039325
1739209685.4086344;-38.13080360867914
1739209685.4086447;-35.57807855764607
1739209685.4086547;-38.13080360867914
1739209685.4086647;-45.120503652039325
1739209685.4086747;-38.13080360867914
1739209685.4086847;-38.13080360867914
1739209685.408695;-38.13080360867914
1739209685.408705;-33.981070128970906
1739209685.408715;-38.13080360867914
1739209685.408725;-45.120503652039325
1739209685.408735;-45.120503652039325
1739209685.4087453;-45.120503652039325
1739209685.4087553;-45.120503652039325
1739209685.4087653;-31.141103565318915
1739209685.4087753;-28.992665084841942
1739209685.4087853;-45.120503652039325
1739209685.4087956;-38.13080360867914
1739209685.4088056;-35.57807855764607
1739209685.4088156;-38.13080360867914
1739209685.4088256;-45.120503652039325
1739209685.4088356;-45.120503652039325
1739209685.4088457;-45.120503652039325
1739209685.408856;-32.81601443825658
1739209685.408866;-45.120503652039325
1739209685.408876;-38.13080360867914
1739209685.408886;-38.13080360867914
1739209685.408896;-38.13080360867914
1739209685.4089062;-35.57807855764607
1739209685.4089162;-45.120503652039325
1739209685.4089262;-38.13080360867914
1739209685.4089363;-33.981070128970906
1739209685.4089463;-38.13080360867914
1739209685.4089565;-38.13080360867914
1739209685.4089665;-45.120503652039325
1739209685.4089766;-38.13080360867914
1739209685.4089866;-45.120503652039325
1739209685.4089966;-38.13080360867914
1739209685.4090068;-45.120503652039325
1739209685.4090168;-38.13080360867914
1739209685.4090269;-38.13080360867914
1739209685.4090369;-38.13080360867914
1739209685.409047;-38.13080360867914
1739209685.4090571;-38.13080360867914
1739209685.4090672;-38.13080360867914
1739209685.4090772;-45.120503652039325
1739209685.4090872;-45.120503652039325
1739209685.4090972;-45.120503652039325
1739209685.4091074;-45.120503652039325
1739209685.4091175;-38.13080360867914
1739209685.4091275;-45.120503652039325
1739209685.4091375;-38.13080360867914
1739209685.4091475;-35.57807855764607
1739209685.4091578;-45.120503652039325
1739209685.4091678;-45.120503652039325
1739209685.4091778;-38.13080360867914
1739209685.4091878;-38.13080360867914
1739209685.4091978;-38.13080360867914
1739209685.409208;-45.120503652039325
1739209685.409218;-33.981070128970906
1739209685.409228;-45.120503652039325
1739209685.409238;-45.120503652039325
1739209685.409248;-45.120503652039325
1739209685.4092584;-38.13080360867914
1739209685.4092684;-45.120503652039325
1739209685.4092784;-38.13080360867914
1739209685.4092884;-45.120503652039325
1739209685.4092984;-38.13080360867914
1739209685.4093087;-38.13080360867914
1739209685.4093187;-38.13080360867914
1739209685.4093287;-38.13080360867914
1739209685.4093387;-38.13080360867914
1739209685.4093487;-45.120503652039325
1739209685.409359;-45.120503652039325
1739209685.409369;-45.120503652039325
1739209685.409379;-45.120503652039325
1739209685.409389;-35.57807855764607
1739209685.409399;-38.13080360867914
1739209685.409409;-45.120503652039325
1739209685.4094193;-38.13080360867914
1739209685.4094293;-38.13080360867914
1739209685.4094393;-45.120503652039325
1739209685.4094493;-45.120503652039325
1739209685.4094594;-38.13080360867914
1739209685.4094696;-38.13080360867914
1739209685.4094796;-38.13080360867914
1739209685.4094896;-45.120503652039325
1739209685.4094996;-38.13080360867914
1739209685.4095097;-35.57807855764607
1739209685.40952;-38.13080360867914
1739209685.40953;-45.120503652039325
1739209685.40954;-38.13080360867914
1739209685.40955;-32.816014438256545
1739209685.40956;-38.13080360867914
1739209685.4095702;-38.13080360867914
1739209685.4095802;-33.981070128970906
1739209685.4095902;-45.120503652039325
1739209685.4096003;-38.13080360867914
1739209685.4096103;-45.120503652039325
1739209685.4096205;-38.13080360867914
1739209685.4096305;-45.120503652039325
1739209685.4096406;-38.13080360867914
1739209685.4096506;-45.120503652039325
1739209685.4096606;-38.13080360867914
1739209685.4096708;-38.13080360867914
1739209685.4096808;-45.120503652039325
1739209685.4096909;-45.120503652039325
1739209685.4097009;-45.120503652039325
1739209685.409711;-35.57807855764607
1739209685.4097211;-38.13080360867914
1739209685.4097311;-45.120503652039325
1739209685.4097412;-33.981070128970906
1739209685.4097512;-38.13080360867914
1739209685.4097612;-38.13080360867914
1739209685.4097714;-45.120503652039325
1739209685.4097815;-45.120503652039325
1739209685.4097915;-45.120503652039325
1739209685.4098015;-45.120503652039325
1739209685.4098115;-38.13080360867914
1739209685.4098217;-38.13080360867914
1739209685.4098318;-38.13080360867914
1739209685.4098418;-38.13080360867914
1739209685.4098518;-45.120503652039325
1739209685.4098618;-38.13080360867914
1739209685.409872;-38.13080360867914
1739209685.409882;-45.120503652039325
1739209685.409892;-35.57807855764607
1739209685.409902;-38.13080360867914
1739209685.409912;-35.57807855764607
1739209685.4099224;-38.13080360867914
1739209685.4099324;-38.13080360867914
1739209685.4099424;-38.13080360867914
1739209685.4099524;-38.13080360867914
1739209685.4099624;-38.13080360867914
1739209685.4099724;-45.120503652039325
1739209685.4099827;-35.57807855764607
1739209685.4099927;-45.120503652039325
1739209685.4100027;-45.120503652039325
1739209685.4100127;-45.120503652039325
1739209685.4100227;-38.13080360867914
1739209685.410033;-38.13080360867914
1739209685.410043;-45.120503652039325
1739209685.410053;-35.57807855764607
1739209685.410063;-45.120503652039325
1739209685.410073;-33.981070128970906
1739209685.4100833;-38.13080360867914
1739209685.4100933;-45.120503652039325
1739209685.4101033;-38.13080360867914
1739209685.4101133;-45.120503652039325
1739209685.4101233;-38.13080360867914
1739209685.4101336;-38.13080360867914
1739209685.4101436;-38.13080360867914
1739209685.4101536;-45.120503652039325
1739209685.4101636;-45.120503652039325
1739209685.4101737;-38.13080360867914
1739209685.410184;-35.57807855764607
1739209685.410194;-45.120503652039325
1739209685.410204;-45.120503652039325
1739209685.410214;-35.57807855764607
1739209685.410224;-45.120503652039325
1739209685.4102342;-38.13080360867914
1739209685.4102442;-35.57807855764607
1739209685.4102542;-35.57807855764607
1739209685.4102643;-38.13080360867914
1739209685.4102743;-35.57807855764607
1739209685.4102845;-35.57807855764607
1739209685.4102945;-38.13080360867914
1739209685.4103045;-45.120503652039325
1739209685.4103146;-45.120503652039325
1739209685.4103246;-45.120503652039325
1739209685.4103348;-45.120503652039325
1739209685.4103448;-38.13080360867914
1739209685.4103549;-38.13080360867914
1739209685.4103649;-45.120503652039325
1739209685.4103749;-45.120503652039325
1739209685.4103851;-45.120503652039325
1739209685.4103951;-33.981070128970906
1739209685.4104052;-38.13080360867914
1739209685.4104152;-45.120503652039325
1739209685.4104252;-45.120503652039325
1739209685.4104354;-33.981070128970906
1739209685.4104455;-45.120503652039325
1739209685.4104555;-45.120503652039325
1739209685.4104655;-33.981070128970906
1739209685.4104755;-45.120503652039325
1739209685.4104855;-45.120503652039325
1739209685.4104958;-45.120503652039325
1739209685.4105058;-38.13080360867914
1739209685.4105158;-45.120503652039325
1739209685.4105258;-45.120503652039325
1739209685.4105358;-38.13080360867914
1739209685.410546;-38.13080360867914
1739209685.410556;-38.13080360867914
1739209685.410566;-33.981070128970906
1739209685.410576;-45.120503652039325
1739209685.410586;-45.120503652039325
1739209685.4105964;-38.13080360867914
1739209685.4106064;-38.13080360867914
1739209685.4106164;-38.13080360867914
1739209685.4106264;-45.120503652039325
1739209685.4106364;-45.120503652039325
1739209685.4106467;-38.13080360867914
1739209685.4106567;-45.120503652039325
1739209685.4106667;-45.120503652039325
1739209685.4106767;-35.57807855764607
1739209685.4106867;-38.13080360867914
1739209685.410697;-45.120503652039325
1739209685.410707;-38.13080360867914
1739209685.410717;-35.57807855764607
1739209685.410727;-38.13080360867914
1739209685.410737;-45.120503652039325
1739209685.4107473;-33.981070128970906
1739209685.4107573;-35.57807855764607
1739209685.4107673;-38.13080360867914
1739209685.4107773;-45.120503652039325
1739209685.4107873;-45.120503652039325
1739209685.4107976;-33.981070128970906
1739209685.4108076;-45.120503652039325
1739209685.4108176;-45.120503652039325
1739209685.4108276;-45.120503652039325
1739209685.4108377;-45.120503652039325
1739209685.410848;-38.13080360867914
1739209685.410858;-45.120503652039325
1739209685.410868;-45.120503652039325
1739209685.410878;-38.13080360867914
1739209685.410888;-38.13080360867914
1739209685.4108982;-45.120503652039325
1739209685.4109082;-45.120503652039325
1739209685.4109182;-38.13080360867914
1739209685.4109282;-38.13080360867914
1739209685.4109383;-35.57807855764607
1739209685.4109485;-38.13080360867914
1739209685.4109585;-45.120503652039325
1739209685.4109685;-38.13080360867914
1739209685.4109786;-38.13080360867914
1739209685.4109886;-38.13080360867914
1739209685.4109988;-45.120503652039325
1739209685.4110088;-38.13080360867914
1739209685.4110188;-35.57807855764607
1739209685.4110289;-38.13080360867914
1739209685.4110389;-45.120503652039325
1739209685.411049;-33.981070128970906
1739209685.4110591;-45.120503652039325
1739209685.4110692;-45.120503652039325
1739209685.4110792;-45.120503652039325
1739209685.4110892;-38.13080360867914
1739209685.4110992;-38.13080360867914
1739209685.4111094;-38.13080360867914
1739209685.4111195;-45.120503652039325
1739209685.4111295;-32.816014438256545
1739209685.4111395;-38.13080360867914
1739209685.4111495;-38.13080360867914
1739209685.4111598;-45.120503652039325
1739209685.4111698;-38.13080360867914
1739209685.4111798;-38.13080360867914
1739209685.4111898;-38.13080360867914
1739209685.4111998;-45.120503652039325
1739209685.41121;-31.141103565318915
1739209685.41122;-38.13080360867914
1739209685.41123;-38.13080360867914
1739209685.41124;-45.120503652039325
1739209685.41125;-35.57807855764607
1739209685.4112604;-38.13080360867914
1739209685.4112704;-45.120503652039325
1739209685.4112804;-38.13080360867914
1739209685.4112904;-33.981070128970906
1739209685.4113004;-33.981070128970906
1739209685.4113107;-38.13080360867914
1739209685.4113207;-45.120503652039325
1739209685.4113307;-45.120503652039325
1739209685.4113407;-38.13080360867914
1739209685.4113507;-38.13080360867914
1739209685.411361;-45.120503652039325
1739209685.411371;-28.992665084841942
1739209685.411381;-33.981070128970906
1739209685.411391;-45.120503652039325
1739209685.411401;-45.120503652039325
1739209685.4114113;-38.13080360867914
1739209685.4114213;-38.13080360867914
1739209685.4114313;-38.13080360867914
1739209685.4114413;-45.120503652039325
1739209685.4114513;-38.13080360867914
1739209685.4114616;-45.120503652039325
1739209685.4114716;-38.13080360867914
1739209685.4114816;-45.120503652039325
1739209685.4114916;-45.120503652039325
1739209685.4115016;-38.13080360867914
1739209685.411512;-45.120503652039325
1739209685.411522;-45.120503652039325
1739209685.411532;-38.13080360867914
1739209685.411542;-35.57807855764607
1739209685.411552;-38.13080360867914
1739209685.411562;-45.120503652039325
1739209685.4115722;-45.120503652039325
1739209685.4115822;-38.13080360867914
1739209685.4115922;-38.13080360867914
1739209685.4116023;-45.120503652039325
1739209685.4116123;-31.141103565318915
1739209685.4116225;-33.981070128970906
1739209685.4116325;-38.13080360867914
1739209685.4116426;-45.120503652039325
1739209685.4116526;-38.13080360867914
1739209685.4116626;-38.13080360867914
1739209685.4116728;-38.13080360867914
1739209685.4116828;-45.120503652039325
1739209685.4116929;-45.120503652039325
1739209685.4117029;-38.13080360867914
1739209685.411713;-38.13080360867914
1739209685.4117231;-45.120503652039325
1739209685.4117332;-45.120503652039325
1739209685.4117432;-45.120503652039325
1739209685.4117532;-38.13080360867914
1739209685.4117632;-45.120503652039325
1739209685.4117734;-33.981070128970906
1739209685.4117835;-26.487275050834715
1739209685.4117935;-45.120503652039325
1739209685.4118035;-45.120503652039325
1739209685.4118135;-35.57807855764607
1739209685.4118237;-32.816014438256545
1739209685.4118338;-45.120503652039325
1739209685.4118438;-35.57807855764607
1739209685.4118538;-45.120503652039325
1739209685.4118638;-38.13080360867914
1739209685.411874;-38.13080360867914
1739209685.411884;-45.120503652039325
1739209685.411894;-45.120503652039325
1739209685.411904;-45.120503652039325
1739209685.411914;-45.120503652039325
1739209685.4119244;-45.120503652039325
1739209685.4119344;-38.13080360867914
1739209685.4119444;-30.49652367304973
1739209685.4119544;-45.120503652039325
1739209685.4119644;-38.13080360867914
1739209685.4119747;-38.13080360867914
1739209685.4119847;-38.13080360867914
1739209685.4119947;-45.120503652039325
1739209685.4120047;-45.120503652039325
1739209685.4120147;-45.120503652039325
1739209685.412025;-35.57807855764607
1739209685.412035;-38.13080360867914
1739209685.412045;-38.13080360867914
1739209685.412055;-45.120503652039325
1739209685.412065;-45.120503652039325
1739209685.4120753;-33.981070128970906
1739209685.4120853;-45.120503652039325
1739209685.4120953;-38.13080360867914
1739209685.4121053;-28.21854285175415
1739209685.4121153;-38.13080360867914
1739209685.4121253;-38.13080360867914
1739209685.4121356;-38.13080360867914
1739209685.4121456;-35.57807855764607
1739209685.4121556;-45.120503652039325
1739209685.4121656;-38.13080360867914
1739209685.4121757;-38.13080360867914
1739209685.412186;-35.57807855764607
1739209685.412196;-45.120503652039325
1739209685.412206;-35.57807855764607
1739209685.412216;-45.120503652039325
1739209685.412226;-45.120503652039325
1739209685.4122362;-38.13080360867914
1739209685.4122462;-45.120503652039325
1739209685.4122562;-38.13080360867914
1739209685.4122663;-29.438486411369333
1739209685.4122763;-35.57807855764607
1739209685.4122865;-35.57807855764607
1739209685.4122965;-45.120503652039325
1739209685.4123065;-38.13080360867914
1739209685.4123166;-38.13080360867914
1739209685.4123266;-45.120503652039325
1739209685.4123368;-35.57807855764607
1739209685.4123468;-45.120503652039325
1739209685.4123569;-45.120503652039325
1739209685.4123669;-35.57807855764607
1739209685.4123769;-38.13080360867914
1739209685.4123871;-45.120503652039325
1739209685.4123971;-38.13080360867914
1739209685.4124072;-35.57807855764607
1739209685.4124172;-38.13080360867914
1739209685.4124272;-30.49652367304973
1739209685.4124374;-33.981070128970906
1739209685.4124475;-45.120503652039325
1739209685.4124575;-45.120503652039325
1739209685.4124675;-38.13080360867914
1739209685.4124775;-45.120503652039325
1739209685.4124877;-45.120503652039325
1739209685.4124978;-38.13080360867914
1739209685.4125078;-45.120503652039325
1739209685.4125178;-45.120503652039325
1739209685.4125278;-45.120503652039325
1739209685.412538;-45.120503652039325
1739209685.412548;-45.120503652039325
1739209685.412558;-45.120503652039325
1739209685.412568;-35.57807855764607
1739209685.412578;-45.120503652039325
1739209685.4125884;-38.13080360867914
1739209685.4125984;-35.57807855764607
1739209685.4126084;-38.13080360867914
1739209685.4126184;-45.120503652039325
1739209685.4126284;-45.120503652039325
1739209685.4126387;-45.120503652039325
1739209685.4126487;-38.13080360867914
1739209685.4126587;-38.13080360867914
1739209685.4126687;-45.120503652039325
1739209685.4126787;-33.981070128970906
1739209685.4126887;-35.57807855764607
1739209685.412699;-45.120503652039325
1739209685.412709;-45.120503652039325
1739209685.412719;-38.13080360867914
1739209685.412729;-33.981070128970906
1739209685.412739;-38.13080360867914
1739209685.4127493;-45.120503652039325
1739209685.4127593;-45.120503652039325
1739209685.4127693;-38.13080360867914
1739209685.4127793;-45.120503652039325
1739209685.4127893;-45.120503652039325
1739209685.4127996;-38.13080360867914
1739209685.4128096;-35.57807855764607
1739209685.4128196;-38.13080360867914
1739209685.4128296;-45.120503652039325
1739209685.4128397;-38.13080360867914
1739209685.41285;-38.13080360867914
1739209685.41286;-45.120503652039325
1739209685.41287;-38.13080360867914
1739209685.41288;-35.57807855764607
1739209685.41289;-38.13080360867914
1739209685.4129002;-45.120503652039325
1739209685.4129102;-45.120503652039325
1739209685.4129202;-38.13080360867914
1739209685.4129303;-38.13080360867914
1739209685.4129403;-33.981070128970906
1739209685.4129505;-45.120503652039325
1739209685.4129605;-45.120503652039325
1739209685.4129705;-45.120503652039325
1739209685.4129806;-45.120503652039325
1739209685.4129906;-38.13080360867914
1739209685.4130008;-33.981070128970906
1739209685.4130108;-45.120503652039325
1739209685.4130208;-38.13080360867914
1739209685.4130309;-45.120503652039325
1739209685.4130409;-32.816014438256545
1739209685.4130511;-33.981070128970906
1739209685.4130611;-45.120503652039325
1739209685.4130712;-45.120503652039325
1739209685.4130812;-38.13080360867914
1739209685.4130912;-35.57807855764607
1739209685.4131014;-45.120503652039325
1739209685.4131114;-45.120503652039325
1739209685.4131215;-45.120503652039325
1739209685.4131315;-45.120503652039325
1739209685.4131415;-45.120503652039325
1739209685.4131517;-45.120503652039325
1739209685.4131618;-45.120503652039325
1739209685.4131718;-45.120503652039325
1739209685.4131818;-45.120503652039325
1739209685.4131918;-45.120503652039325
1739209685.4132018;-38.13080360867914
1739209685.413212;-35.57807855764607
1739209685.413222;-38.13080360867914
1739209685.413232;-45.120503652039325
1739209685.413242;-33.981070128970906
1739209685.413252;-45.120503652039325
1739209685.4132624;-45.120503652039325
1739209685.4132724;-45.120503652039325
1739209685.4132824;-38.13080360867914
1739209685.4132924;-35.57807855764607
1739209685.4133024;-45.120503652039325
1739209685.4133127;-45.120503652039325
1739209685.4133227;-45.120503652039325
1739209685.4133327;-38.13080360867914
1739209685.4133427;-38.13080360867914
1739209685.4133527;-38.13080360867914
1739209685.413363;-35.57807855764607
1739209685.413373;-45.120503652039325
1739209685.413383;-38.13080360867914
1739209685.413393;-45.120503652039325
1739209685.413403;-35.57807855764607
1739209685.4134133;-35.57807855764607
1739209685.4134233;-38.13080360867914
1739209685.4134333;-45.120503652039325
1739209685.4134433;-38.13080360867914
1739209685.4134533;-35.57807855764607
1739209685.4134636;-45.120503652039325
1739209685.4134736;-45.120503652039325
1739209685.4134836;-45.120503652039325
1739209685.4134936;-45.120503652039325
1739209685.4135036;-38.13080360867914
1739209685.413514;-45.120503652039325
1739209685.413524;-38.13080360867914
1739209685.413534;-45.120503652039325
1739209685.413544;-38.13080360867914
1739209685.413554;-45.120503652039325
1739209685.4135642;-35.57807855764607
1739209685.4135742;-31.141103565318893
1739209685.4135842;-32.816014438256545
1739209685.4135942;-31.141103565318915
1739209685.4136043;-45.120503652039325
1739209685.4136145;-32.816014438256545
1739209685.4136245;-33.981070128970906
1739209685.4136345;-45.120503652039325
1739209685.4136446;-45.120503652039325
1739209685.4136546;-45.120503652039325
1739209685.4136648;-38.13080360867914
1739209685.4136748;-45.120503652039325
1739209685.4136848;-33.981070128970906
1739209685.4136949;-45.120503652039325
1739209685.4137049;-38.13080360867914
1739209685.4137151;-35.57807855764607
1739209685.4137251;-38.13080360867914
1739209685.4137352;-32.816014438256545
1739209685.4137452;-33.981070128970906
1739209685.4137552;-45.120503652039325
1739209685.4137652;-45.120503652039325
1739209685.4137754;-32.816014438256545
1739209685.4137855;-38.13080360867914
1739209685.4137955;-45.120503652039325
1739209685.4138055;-45.120503652039325
1739209685.4138155;-45.120503652039325
1739209685.4138258;-45.120503652039325
1739209685.4138358;-45.120503652039325
1739209685.4138458;-45.120503652039325
1739209685.4138558;-38.13080360867914
1739209685.4138658;-38.13080360867914
1739209685.413876;-45.120503652039325
1739209685.413886;-38.13080360867914
1739209685.413896;-38.13080360867914
1739209685.413906;-45.120503652039325
1739209685.413916;-45.120503652039325
1739209685.4139264;-38.13080360867914
1739209685.4139364;-32.816014438256545
1739209685.4139464;-45.120503652039325
1739209685.4139564;-45.120503652039325
1739209685.4139664;-45.120503652039325
1739209685.4139767;-30.49652367304973
1739209685.4139867;-33.981070128970906
1739209685.4139967;-45.120503652039325
1739209685.4140067;-45.120503652039325
1739209685.4140167;-45.120503652039325
1739209685.414027;-45.120503652039325
1739209685.414037;-45.120503652039325
1739209685.414047;-38.13080360867914
1739209685.414057;-45.120503652039325
1739209685.414067;-45.120503652039325
1739209685.4140773;-38.13080360867914
1739209685.4140873;-38.13080360867914
1739209685.4140973;-35.57807855764607
1739209685.4141073;-38.13080360867914
1739209685.4141173;-45.120503652039325
1739209685.4141276;-45.120503652039325
1739209685.4141376;-30.49652367304973
1739209685.4141476;-35.57807855764607
1739209685.4141576;-38.13080360867914
1739209685.4141676;-45.120503652039325
1739209685.414178;-38.13080360867914
1739209685.414188;-38.13080360867914
1739209685.414198;-45.120503652039325
1739209685.414208;-45.120503652039325
1739209685.414218;-38.13080360867914
1739209685.4142282;-45.120503652039325
1739209685.4142382;-45.120503652039325
1739209685.4142482;-45.120503652039325
1739209685.4142582;-45.120503652039325
1739209685.4142683;-45.120503652039325
1739209685.4142783;-45.120503652039325
1739209685.4142885;-45.120503652039325
1739209685.4142985;-28.58837851428586
1739209685.4143085;-32.816014438256545
1739209685.4143186;-45.120503652039325
1739209685.4143286;-45.120503652039325
1739209685.4143388;-32.816014438256545
1739209685.4143488;-35.57807855764607
1739209685.4143589;-38.13080360867914
1739209685.4143689;-35.57807855764607
1739209685.414379;-45.120503652039325
1739209685.4143891;-45.120503652039325
1739209685.4143991;-45.120503652039325
1739209685.4144092;-45.120503652039325
1739209685.4144192;-45.120503652039325
1739209685.4144292;-45.120503652039325
1739209685.4144394;-45.120503652039325
1739209685.4144495;-45.120503652039325
1739209685.4144595;-33.981070128970906
1739209685.4144695;-32.816014438256545
1739209685.4144795;-35.57807855764607
1739209685.4144897;-45.120503652039325
1739209685.4144998;-45.120503652039325
1739209685.4145098;-32.816014438256545
1739209685.4145198;-38.13080360867914
1739209685.4145298;-38.13080360867914
1739209685.41454;-45.120503652039325
1739209685.41455;-38.13080360867914
1739209685.41456;-38.13080360867914
1739209685.41457;-45.120503652039325
1739209685.41458;-45.120503652039325
1739209685.4145904;-45.120503652039325
1739209685.4146004;-38.13080360867914
1739209685.4146104;-38.13080360867914
1739209685.4146204;-38.13080360867914
1739209685.4146304;-38.13080360867914
1739209685.4146407;-45.120503652039325
1739209685.4146507;-45.120503652039325
1739209685.4146607;-45.120503652039325
1739209685.4146707;-38.13080360867914
1739209685.4146807;-35.57807855764607
1739209685.414691;-38.13080360867914
1739209685.414701;-45.120503652039325
1739209685.414711;-38.13080360867914
1739209685.414721;-35.57807855764607
1739209685.414731;-38.13080360867914
1739209685.4147413;-45.120503652039325
1739209685.4147513;-38.13080360867914
1739209685.4147613;-33.981070128970906
1739209685.4147713;-38.13080360867914
1739209685.4147813;-45.120503652039325
1739209685.4147916;-30.49652367304973
1739209685.4148016;-35.57807855764607
1739209685.4148116;-38.13080360867914
1739209685.4148216;-45.120503652039325
1739209685.4148316;-32.816014438256545
1739209685.4148417;-38.13080360867914
1739209685.414852;-33.981070128970906
1739209685.414862;-38.13080360867914
1739209685.414872;-31.141103565318915
1739209685.414882;-38.13080360867914
1739209685.414892;-38.13080360867914
1739209685.4149022;-45.120503652039325
1739209685.4149122;-38.13080360867914
1739209685.4149222;-38.13080360867914
1739209685.4149323;-45.120503652039325
1739209685.4149423;-45.120503652039325
1739209685.4149525;-27.877744956031414
1739209685.4149625;-35.57807855764607
1739209685.4149725;-38.13080360867914
1739209685.4149826;-45.120503652039325
1739209685.4149926;-38.13080360867914
1739209685.4150028;-38.13080360867914
1739209685.4150128;-45.120503652039325
1739209685.4150229;-45.120503652039325
1739209685.4150329;-30.49652367304973
1739209685.4150429;-33.981070128970906
1739209685.4150531;-38.13080360867914
1739209685.4150631;-45.120503652039325
1739209685.4150732;-38.13080360867914
1739209685.4150832;-32.816014438256545
1739209685.4150932;-45.120503652039325
1739209685.4151034;-45.120503652039325
1739209685.4151134;-28.992665084841942
1739209685.4151235;-38.13080360867914
1739209685.4151335;-45.120503652039325
1739209685.4151435;-45.120503652039325
1739209685.4151537;-38.13080360867914
1739209685.4151638;-45.120503652039325
1739209685.4151738;-45.120503652039325
1739209685.4151838;-45.120503652039325
1739209685.4151938;-32.816014438256545
1739209685.415204;-38.13080360867914
1739209685.415214;-38.13080360867914
1739209685.415224;-45.120503652039325
1739209685.415234;-35.57807855764607
1739209685.415244;-38.13080360867914
1739209685.4152544;-45.120503652039325
1739209685.4152644;-38.13080360867914
1739209685.4152744;-31.141103565318915
1739209685.4152844;-30.49652367304973
1739209685.4152944;-38.13080360867914
1739209685.4153047;-38.13080360867914
1739209685.4153147;-38.13080360867914
1739209685.4153247;-45.120503652039325
1739209685.4153347;-45.120503652039325
1739209685.4153447;-45.120503652039325
1739209685.4153547;-38.13080360867914
1739209685.415365;-45.120503652039325
1739209685.415375;-45.120503652039325
1739209685.415385;-38.13080360867914
