CAN Message; 0x1bb:0000bfa78c8f05cb
1739209745.784121;-38.13080360867914
1739209745.7841234;-38.13080360867914
1739209745.784126;-38.13080360867914
1739209745.7841284;-38.13080360867914
1739209745.784131;-35.57807855764607
1739209745.7841334;-38.13080360867914
1739209745.784136;-45.120503652039325
1739209745.7841384;-45.120503652039325
1739209745.784141;-45.120503652039325
1739209745.7841434;-45.120503652039325
1739209745.784146;-45.120503652039325
1739209745.7841485;-45.120503652039325
1739209745.784151;-45.120503652039325
1739209745.7841535;-38.13080360867914
1739209745.784156;-45.120503652039325
1739209745.7841585;-38.13080360867914
1739209745.784161;-38.13080360867914
1739209745.7841635;-33.981070128970906
1739209745.784166;-45.120503652039325
1739209745.7841685;-45.120503652039325
1739209745.784171;-33.981070128970906
1739209745.7841735;-31.141103565318915
1739209745.784176;-45.120503652039325
1739209745.7841785;-45.120503652039325
1739209745.784181;-38.13080360867914
1739209745.7841835;-45.120503652039325
1739209745.7841861;-45.120503652039325
1739209745.7841885;-45.120503652039325
1739209745.7841911;-45.120503652039325
1739209745.7841935;-38.13080360867914
1739209745.7841961;-45.120503652039325
1739209745.7841985;-38.13080360867914
1739209745.7842011;-45.120503652039325
1739209745.7842035;-33.981070128970906
1739209745.7842062;-45.120503652039325
1739209745.7842085;-45.120503652039325
1739209745.7842112;-45.120503652039325
1739209745.7842135;-33.981070128970906
1739209745.7842162;-38.13080360867914
1739209745.7842185;-38.13080360867914
1739209745.7842212;-38.13080360867914
1739209745.7842236;-38.13080360867914
1739209745.7842262;-35.57807855764607
1739209745.7842286;-38.13080360867914
1739209745.7842312;-45.120503652039325
1739209745.7842336;-28.58837851428586
1739209745.7842362;-38.13080360867914
1739209745.7842386;-33.981070128970906
1739209745.7842412;-45.120503652039325
1739209745.7842438;-38.13080360867914
1739209745.7842462;-38.13080360867914
1739209745.7842488;-38.13080360867914
1739209745.7842512;-45.120503652039325
1739209745.7842538;-32.816014438256545
1739209745.7842562;-33.981070128970906
1739209745.7842588;-33.981070128970906
1739209745.7842612;-45.120503652039325
1739209745.7842638;-45.120503652039325
1739209745.7842662;-35.57807855764607
1739209745.7842689;-35.57807855764607
1739209745.7842712;-45.120503652039325
1739209745.7842739;-28.992665084841942
1739209745.7842762;-31.141103565318915
1739209745.7842789;-33.981070128970906
1739209745.7842813;-45.120503652039325
1739209745.7842839;-33.981070128970906
1739209745.7842863;-38.13080360867914
1739209745.784289;-45.120503652039325
1739209745.7842913;-45.120503652039325
1739209745.784294;-33.981070128970906
1739209745.7842963;-38.13080360867914
1739209745.784299;-38.13080360867914
1739209745.7843013;-35.57807855764607
1739209745.784304;-38.13080360867914
1739209745.7843063;-45.120503652039325
1739209745.784309;-38.13080360867914
1739209745.7843113;-35.57807855764607
1739209745.784314;-32.816014438256545
1739209745.7843163;-33.981070128970906
1739209745.784319;-45.120503652039325
1739209745.7843213;-38.13080360867914
1739209745.784324;-33.981070128970906
1739209745.7843263;-38.13080360867914
1739209745.784329;-45.120503652039325
1739209745.7843313;-35.57807855764607
1739209745.784334;-38.13080360867914
1739209745.7843363;-45.120503652039325
1739209745.784339;-38.13080360867914
1739209745.7843413;-45.120503652039325
1739209745.784344;-45.120503652039325
1739209745.7843463;-45.120503652039325
1739209745.784349;-38.13080360867914
1739209745.7843513;-38.13080360867914
1739209745.784354;-45.120503652039325
1739209745.7843564;-38.13080360867914
1739209745.784359;-38.13080360867914
1739209745.7843614;-45.120503652039325
1739209745.784364;-38.13080360867914
1739209745.7843664;-45.120503652039325
1739209745.784369;-38.13080360867914
1739209745.7843714;-45.120503652039325
1739209745.784374;-45.120503652039325
1739209745.7843764;-45.120503652039325
1739209745.784379;-38.13080360867914
1739209745.7843814;-45.120503652039325
1739209745.784384;-45.120503652039325
1739209745.7843864;-35.57807855764607
1739209745.784389;-45.120503652039325
1739209745.7843914;-45.120503652039325
1739209745.784394;-45.120503652039325
1739209745.7843964;-45.120503652039325
1739209745.784399;-38.13080360867914
1739209745.7844014;-45.120503652039325
1739209745.784404;-45.120503652039325
1739209745.7844067;-38.13080360867914
1739209745.784409;-38.13080360867914
1739209745.7844117;-45.120503652039325
1739209745.784414;-45.120503652039325
1739209745.7844167;-32.816014438256545
1739209745.784419;-45.120503652039325
1739209745.7844217;-45.120503652039325
1739209745.784424;-38.13080360867914
1739209745.7844267;-32.816014438256545
1739209745.784429;-38.13080360867914
1739209745.7844317;-45.120503652039325
1739209745.784434;-38.13080360867914
1739209745.7844367;-45.120503652039325
1739209745.784439;-33.981070128970906
1739209745.7844417;-38.13080360867914
1739209745.784444;-45.120503652039325
1739209745.7844467;-45.120503652039325
1739209745.784449;-33.981070128970906
1739209745.7844517;-45.120503652039325
1739209745.784454;-45.120503652039325
1739209745.7844567;-28.21854285175415
1739209745.784459;-35.57807855764607
1739209745.7844617;-45.120503652039325
1739209745.7844641;-38.13080360867914
1739209745.7844667;-31.141103565318893
1739209745.7844691;-38.13080360867914
1739209745.7844718;-45.120503652039325
1739209745.7844741;-45.120503652039325
1739209745.7844768;-38.13080360867914
1739209745.7844791;-45.120503652039325
1739209745.7844818;-38.13080360867914
1739209745.7844841;-38.13080360867914
1739209745.7844868;-45.120503652039325
1739209745.7844892;-45.120503652039325
1739209745.7844918;-45.120503652039325
1739209745.7844942;-38.13080360867914
1739209745.7844968;-26.991370085610736
1739209745.7844992;-35.57807855764607
1739209745.7845018;-45.120503652039325
1739209745.7845042;-38.13080360867914
1739209745.7845068;-35.57807855764607
1739209745.7845092;-38.13080360867914
1739209745.7845118;-35.57807855764607
1739209745.7845142;-33.981070128970906
1739209745.7845168;-38.13080360867914
1739209745.7845192;-45.120503652039325
1739209745.7845218;-35.57807855764607
1739209745.7845242;-38.13080360867914
1739209745.7845268;-45.120503652039325
1739209745.7845292;-45.120503652039325
1739209745.7845318;-35.57807855764607
1739209745.7845342;-38.13080360867914
1739209745.7845368;-35.57807855764607
1739209745.7845392;-35.57807855764607
1739209745.7845418;-38.13080360867914
1739209745.7845442;-35.57807855764607
1739209745.7845469;-38.13080360867914
1739209745.7845492;-45.120503652039325
1739209745.7845519;-45.120503652039325
1739209745.7845542;-45.120503652039325
1739209745.7845569;-38.13080360867914
1739209745.7845592;-33.981070128970906
1739209745.7845619;-38.13080360867914
1739209745.7845645;-38.13080360867914
1739209745.7845669;-38.13080360867914
1739209745.7845695;-38.13080360867914
1739209745.784572;-45.120503652039325
1739209745.7845745;-45.120503652039325
1739209745.784577;-45.120503652039325
1739209745.7845795;-45.120503652039325
1739209745.784582;-45.120503652039325
1739209745.7845845;-38.13080360867914
1739209745.784587;-45.120503652039325
1739209745.7845895;-45.120503652039325
1739209745.784592;-35.57807855764607
1739209745.7845945;-38.13080360867914
1739209745.784597;-32.816014438256545
1739209745.7845995;-32.816014438256545
1739209745.784602;-38.13080360867914
1739209745.7846045;-45.120503652039325
1739209745.784607;-35.57807855764607
1739209745.7846096;-35.57807855764607
1739209745.784612;-45.120503652039325
1739209745.7846146;-45.120503652039325
1739209745.784617;-45.120503652039325
1739209745.7846196;-45.120503652039325
1739209745.784622;-45.120503652039325
1739209745.7846246;-38.13080360867914
1739209745.784627;-38.13080360867914
1739209745.7846296;-38.13080360867914
1739209745.784632;-45.120503652039325
1739209745.7846346;-45.120503652039325
1739209745.784637;-32.816014438256545
1739209745.7846396;-33.981070128970906
1739209745.784642;-45.120503652039325
1739209745.7846446;-45.120503652039325
1739209745.784647;-38.13080360867914
1739209745.7846496;-33.981070128970906
1739209745.784652;-45.120503652039325
1739209745.7846546;-45.120503652039325
1739209745.784657;-38.13080360867914
1739209745.7846596;-38.13080360867914
1739209745.784662;-45.120503652039325
1739209745.7846646;-45.120503652039325
1739209745.784667;-38.13080360867914
1739209745.7846696;-45.120503652039325
1739209745.784672;-45.120503652039325
1739209745.7846746;-38.13080360867914
1739209745.784677;-45.120503652039325
1739209745.7846797;-45.120503652039325
1739209745.784682;-45.120503652039325
1739209745.7846847;-38.13080360867914
1739209745.784687;-45.120503652039325
1739209745.7846897;-45.120503652039325
1739209745.784692;-38.13080360867914
1739209745.7846947;-38.13080360867914
1739209745.784697;-38.13080360867914
1739209745.7846997;-30.49652367304973
1739209745.784702;-33.981070128970906
1739209745.7847047;-45.120503652039325
1739209745.784707;-45.120503652039325
1739209745.7847097;-33.981070128970906
1739209745.784712;-38.13080360867914
1739209745.7847147;-45.120503652039325
1739209745.784717;-45.120503652039325
1739209745.7847197;-45.120503652039325
1739209745.7847223;-33.981070128970906
1739209745.7847247;-33.981070128970906
1739209745.7847273;-45.120503652039325
1739209745.7847297;-45.120503652039325
1739209745.7847323;-38.13080360867914
1739209745.7847347;-45.120503652039325
1739209745.7847373;-45.120503652039325
1739209745.7847397;-38.13080360867914
1739209745.7847424;-33.981070128970906
1739209745.7847447;-45.120503652039325
1739209745.7847474;-45.120503652039325
1739209745.7847497;-38.13080360867914
1739209745.7847524;-35.57807855764607
1739209745.7847548;-38.13080360867914
1739209745.7847574;-38.13080360867914
1739209745.7847598;-45.120503652039325
1739209745.7847624;-38.13080360867914
1739209745.7847648;-45.120503652039325
1739209745.7847674;-45.120503652039325
1739209745.7847698;-38.13080360867914
1739209745.7847724;-45.120503652039325
1739209745.7847748;-38.13080360867914
1739209745.7847774;-38.13080360867914
1739209745.7847798;-45.120503652039325
1739209745.7847824;-35.57807855764607
1739209745.7847848;-35.57807855764607
1739209745.7847874;-35.57807855764607
1739209745.7847898;-35.57807855764607
1739209745.7847924;-35.57807855764607
1739209745.7847948;-45.120503652039325
1739209745.7847974;-45.120503652039325
1739209745.7847998;-33.981070128970906
1739209745.7848024;-45.120503652039325
1739209745.7848048;-38.13080360867914
1739209745.7848074;-38.13080360867914
1739209745.7848098;-38.13080360867914
1739209745.7848125;-38.13080360867914
1739209745.7848148;-38.13080360867914
1739209745.7848175;-35.57807855764607
1739209745.7848198;-38.13080360867914
1739209745.7848225;-45.120503652039325
1739209745.7848248;-38.13080360867914
1739209745.7848275;-35.57807855764607
1739209745.7848299;-38.13080360867914
1739209745.7848325;-45.120503652039325
1739209745.7848349;-38.13080360867914
1739209745.7848375;-38.13080360867914
1739209745.7848399;-35.57807855764607
1739209745.7848425;-32.816014438256545
1739209745.7848449;-38.13080360867914
1739209745.7848475;-38.13080360867914
1739209745.78485;-45.120503652039325
1739209745.7848525;-45.120503652039325
1739209745.784855;-38.13080360867914
1739209745.7848575;-38.13080360867914
1739209745.78486;-45.120503652039325
1739209745.7848625;-38.13080360867914
1739209745.784865;-35.57807855764607
1739209745.7848675;-38.13080360867914
1739209745.78487;-45.120503652039325
1739209745.7848725;-45.120503652039325
1739209745.784875;-45.120503652039325
1739209745.7848775;-38.13080360867914
1739209745.78488;-35.57807855764607
1739209745.7848825;-32.816014438256545
1739209745.7848852;-38.13080360867914
1739209745.7848876;-45.120503652039325
1739209745.7848902;-45.120503652039325
1739209745.7848926;-38.13080360867914
1739209745.7848952;-38.13080360867914
1739209745.7848976;-38.13080360867914
1739209745.7849002;-45.120503652039325
1739209745.7849026;-45.120503652039325
1739209745.7849052;-45.120503652039325
1739209745.7849076;-45.120503652039325
1739209745.7849102;-45.120503652039325
1739209745.7849126;-38.13080360867914
1739209745.7849152;-38.13080360867914
1739209745.7849176;-45.120503652039325
1739209745.7849202;-45.120503652039325
1739209745.7849226;-32.816014438256545
1739209745.7849252;-33.981070128970906
1739209745.7849276;-38.13080360867914
1739209745.7849302;-38.13080360867914
1739209745.7849326;-38.13080360867914
1739209745.7849352;-38.13080360867914
1739209745.7849376;-45.120503652039325
1739209745.7849402;-45.120503652039325
1739209745.7849426;-31.141103565318893
1739209745.7849452;-33.981070128970906
1739209745.7849476;-45.120503652039325
1739209745.7849503;-45.120503652039325
1739209745.7849526;-35.57807855764607
1739209745.7849553;-45.120503652039325
1739209745.7849576;-45.120503652039325
1739209745.7849603;-38.13080360867914
1739209745.7849627;-45.120503652039325
1739209745.7849653;-45.120503652039325
1739209745.7849677;-35.57807855764607
1739209745.7849703;-45.120503652039325
1739209745.7849727;-45.120503652039325
1739209745.7849753;-45.120503652039325
1739209745.7849777;-38.13080360867914
1739209745.7849803;-45.120503652039325
1739209745.7849827;-29.438486411369333
1739209745.7849853;-31.141103565318893
1739209745.7849877;-45.120503652039325
1739209745.7849903;-45.120503652039325
1739209745.7849927;-35.57807855764607
1739209745.7849953;-38.13080360867914
1739209745.7849977;-45.120503652039325
1739209745.7850003;-35.57807855764607
1739209745.7850027;-38.13080360867914
1739209745.7850053;-45.120503652039325
1739209745.7850077;-35.57807855764607
1739209745.7850103;-45.120503652039325
1739209745.7850127;-45.120503652039325
1739209745.7850153;-45.120503652039325
1739209745.7850177;-32.816014438256545
1739209745.7850204;-45.120503652039325
1739209745.7850227;-28.58837851428586
1739209745.7850254;-32.816014438256545
1739209745.7850277;-38.13080360867914
1739209745.7850304;-38.13080360867914
1739209745.7850327;-38.13080360867914
1739209745.7850354;-38.13080360867914
1739209745.7850378;-38.13080360867914
1739209745.7850404;-33.981070128970906
1739209745.7850428;-38.13080360867914
1739209745.7850454;-32.81601443825658
1739209745.785048;-45.120503652039325
1739209745.7850504;-45.120503652039325
1739209745.785053;-45.120503652039325
1739209745.7850554;-45.120503652039325
1739209745.785058;-31.141103565318893
1739209745.7850604;-38.13080360867914
1739209745.785063;-38.13080360867914
1739209745.7850654;-38.13080360867914
1739209745.785068;-38.13080360867914
1739209745.7850704;-33.981070128970906
1739209745.785073;-45.120503652039325
1739209745.7850754;-38.13080360867914
1739209745.785078;-38.13080360867914
1739209745.7850804;-35.57807855764607
1739209745.785083;-38.13080360867914
1739209745.7850854;-35.57807855764607
1739209745.785088;-45.120503652039325
1739209745.7850904;-38.13080360867914
1739209745.785093;-35.57807855764607
1739209745.7850955;-38.13080360867914
1739209745.785098;-38.13080360867914
1739209745.7851005;-45.120503652039325
1739209745.785103;-45.120503652039325
1739209745.7851055;-45.120503652039325
1739209745.785108;-45.120503652039325
1739209745.7851105;-38.13080360867914
1739209745.785113;-45.120503652039325
1739209745.7851155;-38.13080360867914
1739209745.785118;-38.13080360867914
1739209745.7851205;-45.120503652039325
1739209745.785123;-38.13080360867914
1739209745.7851255;-33.981070128970906
1739209745.785128;-45.120503652039325
1739209745.7851305;-45.120503652039325
1739209745.7851331;-35.57807855764607
1739209745.7851355;-35.57807855764607
1739209745.7851381;-45.120503652039325
1739209745.7851405;-38.13080360867914
1739209745.7851431;-45.120503652039325
1739209745.7851455;-45.120503652039325
1739209745.7851481;-45.120503652039325
1739209745.7851505;-38.13080360867914
1739209745.7851532;-38.13080360867914
1739209745.7851555;-45.120503652039325
1739209745.7851582;-33.981070128970906
1739209745.7851605;-38.13080360867914
1739209745.7851632;-38.13080360867914
1739209745.7851655;-38.13080360867914
1739209745.7851682;-45.120503652039325
1739209745.7851706;-38.13080360867914
1739209745.7851732;-45.120503652039325
1739209745.7851756;-38.13080360867914
1739209745.7851782;-45.120503652039325
1739209745.7851806;-38.13080360867914
1739209745.7851832;-38.13080360867914
1739209745.7851856;-38.13080360867914
1739209745.7851882;-32.816014438256545
1739209745.7851906;-38.13080360867914
1739209745.7851932;-45.120503652039325
1739209745.7851956;-38.13080360867914
1739209745.7851982;-33.981070128970906
1739209745.7852006;-38.13080360867914
1739209745.7852032;-45.120503652039325
1739209745.7852058;-38.13080360867914
1739209745.7852082;-38.13080360867914
1739209745.7852108;-45.120503652039325
1739209745.7852132;-45.120503652039325
1739209745.7852159;-38.13080360867914
1739209745.7852182;-45.120503652039325
1739209745.7852209;-38.13080360867914
1739209745.7852232;-38.13080360867914
1739209745.7852259;-38.13080360867914
1739209745.7852283;-32.816014438256545
1739209745.7852309;-38.13080360867914
1739209745.7852333;-45.120503652039325
1739209745.785236;-38.13080360867914
1739209745.7852383;-38.13080360867914
1739209745.785241;-45.120503652039325
1739209745.7852433;-45.120503652039325
1739209745.785246;-45.120503652039325
1739209745.7852483;-45.120503652039325
1739209745.785251;-38.13080360867914
1739209745.7852533;-38.13080360867914
1739209745.785256;-45.120503652039325
1739209745.7852583;-45.120503652039325
1739209745.785261;-45.120503652039325
1739209745.7852633;-45.120503652039325
1739209745.785266;-45.120503652039325
1739209745.7852683;-45.120503652039325
1739209745.785271;-38.13080360867914
1739209745.7852733;-38.13080360867914
1739209745.785276;-31.141103565318915
1739209745.7852783;-33.981070128970906
1739209745.785281;-45.120503652039325
1739209745.7852833;-45.120503652039325
1739209745.785286;-38.13080360867914
1739209745.7852883;-33.981070128970906
1739209745.785291;-38.13080360867914
1739209745.7852933;-38.13080360867914
1739209745.785296;-38.13080360867914
1739209745.7852983;-38.13080360867914
1739209745.785301;-38.13080360867914
1739209745.7853034;-35.57807855764607
1739209745.785306;-38.13080360867914
1739209745.7853084;-38.13080360867914
1739209745.785311;-38.13080360867914
1739209745.7853134;-38.13080360867914
1739209745.785316;-35.57807855764607
1739209745.7853184;-45.120503652039325
1739209745.785321;-33.981070128970906
1739209745.7853234;-32.816014438256545
1739209745.785326;-35.57807855764607
1739209745.7853284;-27.8777449560314
1739209745.785331;-45.120503652039325
1739209745.7853334;-45.120503652039325
1739209745.785336;-45.120503652039325
1739209745.7853384;-45.120503652039325
1739209745.785341;-38.13080360867914
1739209745.7853434;-38.13080360867914
1739209745.785346;-45.120503652039325
1739209745.7853484;-45.120503652039325
1739209745.785351;-45.120503652039325
1739209745.7853534;-45.120503652039325
1739209745.785356;-38.13080360867914
1739209745.7853584;-35.57807855764607
1739209745.785361;-33.981070128970906
1739209745.7853637;-45.120503652039325
1739209745.785366;-38.13080360867914
1739209745.7853687;-26.035653463252796
1739209745.785371;-35.57807855764607
1739209745.7853737;-45.120503652039325
1739209745.785376;-38.13080360867914
1739209745.7853787;-35.57807855764607
1739209745.785381;-38.13080360867914
1739209745.7853837;-45.120503652039325
1739209745.785386;-38.13080360867914
1739209745.7853887;-45.120503652039325
1739209745.785391;-45.120503652039325
1739209745.7853937;-45.120503652039325
1739209745.785396;-45.120503652039325
1739209745.7853987;-45.120503652039325
1739209745.785401;-38.13080360867914
1739209745.7854037;-45.120503652039325
1739209745.785406;-38.13080360867914
1739209745.7854087;-26.991370085610736
1739209745.7854111;-35.57807855764607
1739209745.7854137;-45.120503652039325
1739209745.7854161;-38.13080360867914
1739209745.7854187;-35.57807855764607
1739209745.7854211;-45.120503652039325
1739209745.7854238;-45.120503652039325
1739209745.7854261;-33.981070128970906
1739209745.7854288;-45.120503652039325
1739209745.7854311;-45.120503652039325
1739209745.7854338;-38.13080360867914
1739209745.7854362;-38.13080360867914
1739209745.7854388;-45.120503652039325
1739209745.7854412;-45.120503652039325
1739209745.7854438;-45.120503652039325
1739209745.7854462;-45.120503652039325
1739209745.7854488;-33.981070128970906
1739209745.7854512;-33.981070128970906
1739209745.7854538;-38.13080360867914
1739209745.7854562;-38.13080360867914
1739209745.7854588;-45.120503652039325
1739209745.7854612;-38.13080360867914
1739209745.7854638;-35.57807855764607
1739209745.7854662;-45.120503652039325
1739209745.7854688;-45.120503652039325
1739209745.7854712;-38.13080360867914
1739209745.7854738;-38.13080360867914
1739209745.7854762;-45.120503652039325
1739209745.7854788;-35.57807855764607
1739209745.7854812;-33.981070128970906
1739209745.7854838;-45.120503652039325
1739209745.7854862;-32.816014438256545
1739209745.7854888;-45.120503652039325
1739209745.7854912;-45.120503652039325
1739209745.7854939;-38.13080360867914
1739209745.7854962;-35.57807855764607
1739209745.7854989;-38.13080360867914
1739209745.7855012;-45.120503652039325
1739209745.7855039;-45.120503652039325
1739209745.7855062;-45.120503652039325
1739209745.7855089;-29.438486411369333
1739209745.7855113;-28.992665084841942
1739209745.7855139;-45.120503652039325
1739209745.7855163;-45.120503652039325
1739209745.785519;-33.981070128970906
1739209745.7855213;-33.981070128970906
1739209745.785524;-45.120503652039325
1739209745.7855265;-33.981070128970906
1739209745.785529;-31.141103565318915
1739209745.7855315;-45.120503652039325
1739209745.785534;-38.13080360867914
1739209745.7855365;-38.13080360867914
1739209745.785539;-38.13080360867914
1739209745.7855415;-38.13080360867914
1739209745.785544;-38.13080360867914
1739209745.7855465;-38.13080360867914
1739209745.785549;-32.816014438256545
1739209745.7855515;-31.141103565318915
1739209745.785554;-45.120503652039325
1739209745.7855566;-45.120503652039325
1739209745.785559;-38.13080360867914
1739209745.7855616;-38.13080360867914
1739209745.785564;-45.120503652039325
1739209745.7855666;-45.120503652039325
1739209745.785569;-45.120503652039325
1739209745.7855716;-38.13080360867914
1739209745.785574;-45.120503652039325
1739209745.7855766;-38.13080360867914
1739209745.785579;-38.13080360867914
1739209745.7855816;-45.120503652039325
1739209745.785584;-45.120503652039325
1739209745.7855866;-38.13080360867914
1739209745.785589;-38.13080360867914
1739209745.7855916;-33.981070128970906
1739209745.785594;-45.120503652039325
1739209745.7855966;-38.13080360867914
1739209745.785599;-35.57807855764607
1739209745.7856016;-45.120503652039325
1739209745.785604;-45.120503652039325
1739209745.7856066;-45.120503652039325
1739209745.785609;-45.120503652039325
1739209745.7856116;-38.13080360867914
1739209745.785614;-45.120503652039325
1739209745.7856166;-45.120503652039325
1739209745.785619;-45.120503652039325
1739209745.7856216;-38.13080360867914
1739209745.785624;-38.13080360867914
1739209745.7856266;-38.13080360867914
1739209745.785629;-45.120503652039325
1739209745.7856317;-38.13080360867914
1739209745.785634;-45.120503652039325
1739209745.7856367;-45.120503652039325
1739209745.785639;-45.120503652039325
1739209745.7856417;-38.13080360867914
1739209745.785644;-38.13080360867914
1739209745.7856467;-45.120503652039325
1739209745.785649;-45.120503652039325
1739209745.7856517;-38.13080360867914
1739209745.785654;-35.57807855764607
1739209745.7856567;-45.120503652039325
1739209745.785659;-45.120503652039325
1739209745.7856617;-33.981070128970906
1739209745.785664;-38.13080360867914
1739209745.7856667;-45.120503652039325
1739209745.785669;-45.120503652039325
1739209745.7856717;-38.13080360867914
1739209745.785674;-45.120503652039325
1739209745.7856767;-38.13080360867914
1739209745.785679;-35.57807855764607
1739209745.7856817;-38.13080360867914
1739209745.785684;-45.120503652039325
1739209745.7856867;-45.120503652039325
1739209745.7856894;-45.120503652039325
1739209745.7856917;-38.13080360867914
1739209745.7856944;-35.57807855764607
1739209745.7856967;-38.13080360867914
1739209745.7856994;-45.120503652039325
1739209745.7857018;-38.13080360867914
1739209745.7857044;-35.57807855764607
1739209745.7857068;-45.120503652039325
1739209745.7857094;-45.120503652039325
1739209745.7857118;-38.13080360867914
1739209745.7857144;-45.120503652039325
1739209745.7857168;-45.120503652039325
1739209745.7857194;-45.120503652039325
1739209745.7857218;-38.13080360867914
1739209745.7857244;-38.13080360867914
1739209745.7857268;-38.13080360867914
1739209745.7857294;-45.120503652039325
1739209745.7857318;-33.981070128970906
1739209745.7857344;-38.13080360867914
1739209745.7857368;-38.13080360867914
1739209745.7857394;-38.13080360867914
1739209745.7857418;-45.120503652039325
1739209745.7857444;-35.57807855764607
1739209745.7857468;-38.13080360867914
1739209745.7857494;-45.120503652039325
1739209745.7857518;-45.120503652039325
1739209745.7857544;-45.120503652039325
1739209745.7857568;-38.13080360867914
1739209745.7857594;-35.57807855764607
1739209745.7857618;-38.13080360867914
1739209745.7857645;-45.120503652039325
1739209745.7857668;-38.13080360867914
1739209745.7857695;-32.816014438256545
1739209745.7857718;-38.13080360867914
1739209745.7857745;-45.120503652039325
1739209745.7857769;-45.120503652039325
1739209745.7857795;-32.816014438256545
1739209745.7857819;-35.57807855764607
1739209745.7857845;-38.13080360867914
1739209745.7857869;-33.981070128970906
1739209745.7857895;-38.13080360867914
1739209745.7857919;-45.120503652039325
1739209745.7857945;-38.13080360867914
1739209745.7857969;-45.120503652039325
1739209745.7857995;-38.13080360867914
1739209745.785802;-38.13080360867914
1739209745.7858045;-45.120503652039325
1739209745.785807;-38.13080360867914
1739209745.7858095;-45.120503652039325
1739209745.785812;-38.13080360867914
1739209745.7858145;-45.120503652039325
1739209745.785817;-45.120503652039325
1739209745.7858195;-38.13080360867914
1739209745.785822;-38.13080360867914
1739209745.7858245;-38.13080360867914
1739209745.785827;-45.120503652039325
1739209745.7858295;-38.13080360867914
1739209745.785832;-45.120503652039325
1739209745.7858346;-32.816014438256545
1739209745.785837;-38.13080360867914
1739209745.7858396;-45.120503652039325
1739209745.785842;-45.120503652039325
1739209745.7858446;-33.981070128970906
1739209745.7858472;-38.13080360867914
1739209745.7858496;-45.120503652039325
1739209745.7858522;-38.13080360867914
1739209745.7858546;-45.120503652039325
1739209745.7858572;-45.120503652039325
1739209745.7858596;-45.120503652039325
1739209745.7858622;-45.120503652039325
1739209745.7858646;-45.120503652039325
1739209745.7858672;-45.120503652039325
1739209745.7858696;-45.120503652039325
1739209745.7858722;-45.120503652039325
1739209745.7858746;-35.57807855764607
1739209745.7858772;-38.13080360867914
1739209745.7858796;-35.57807855764607
1739209745.7858822;-45.120503652039325
1739209745.7858846;-35.57807855764607
