CAN Message; 0x150:030062b78130f110
Timestamp;Amplitude
1739209632.098793;-31.141103565318915
1739209632.0988023;-38.13080360867914
1739209632.0988116;-38.13080360867914
1739209632.0988207;-38.13080360867914
1739209632.09883;-27.267205301931607
1739209632.0988393;-38.13080360867914
1739209632.0988486;-45.120503652039325
1739209632.0988579;-38.13080360867914
1739209632.0988672;-38.13080360867914
1739209632.0988765;-45.120503652039325
1739209632.0988858;-45.120503652039325
1739209632.0988948;-33.981070128970906
1739209632.0989041;-35.57807855764607
1739209632.0989134;-45.120503652039325
1739209632.0989227;-38.13080360867914
1739209632.098932;-38.13080360867914
1739209632.0989413;-38.13080360867914
1739209632.0989506;-45.120503652039325
1739209632.09896;-45.120503652039325
1739209632.098969;-38.13080360867914
1739209632.0989783;-28.992665084841942
1739209632.0989876;-33.981070128970906
1739209632.0989969;-38.13080360867914
1739209632.0990062;-38.13080360867914
1739209632.0990155;-33.981070128970906
1739209632.0990248;-38.13080360867914
1739209632.099034;-45.120503652039325
1739209632.0990431;-38.13080360867914
1739209632.0990524;-35.57807855764607
1739209632.0990617;-38.13080360867914
1739209632.099071;-45.120503652039325
1739209632.0990803;-38.13080360867914
1739209632.0990896;-38.13080360867914
1739209632.099099;-45.120503652039325
1739209632.0991082;-45.120503652039325
1739209632.0991173;-32.816014438256545
1739209632.0991266;-38.13080360867914
1739209632.0991359;-45.120503652039325
1739209632.0991452;-45.120503652039325
1739209632.0991545;-35.57807855764607
1739209632.0991638;-35.57807855764607
1739209632.099173;-45.120503652039325
1739209632.0991821;-45.120503652039325
1739209632.0991914;-33.981070128970906
1739209632.0992007;-31.141103565318915
1739209632.09921;-33.981070128970906
1739209632.0992193;-38.13080360867914
1739209632.0992286;-38.13080360867914
1739209632.099238;-31.141103565318915
1739209632.0992472;-38.13080360867914
1739209632.0992563;-45.120503652039325
1739209632.0992656;-38.13080360867914
1739209632.0992749;-33.981070128970906
1739209632.0992842;-38.13080360867914
1739209632.0992935;-45.120503652039325
1739209632.0993028;-35.57807855764607
1739209632.099312;-35.57807855764607
1739209632.0993214;-45.120503652039325
1739209632.0993304;-45.120503652039325
1739209632.0993397;-38.13080360867914
1739209632.099349;-28.992665084841942
1739209632.0993583;-32.816014438256545
1739209632.0993676;-38.13080360867914
1739209632.099377;-33.981070128970906
1739209632.0993862;-33.981070128970906
1739209632.0993955;-38.13080360867914
1739209632.0994046;-38.13080360867914
1739209632.0994139;-38.13080360867914
1739209632.0994232;-33.981070128970906
1739209632.0994325;-31.141103565318915
1739209632.0994418;-45.120503652039325
1739209632.099451;-45.120503652039325
1739209632.0994604;-38.13080360867914
1739209632.0994697;-45.120503652039325
1739209632.0994787;-45.120503652039325
1739209632.099488;-45.120503652039325
1739209632.0994973;-38.13080360867914
1739209632.0995066;-38.13080360867914
1739209632.099516;-45.120503652039325
1739209632.0995252;-45.120503652039325
1739209632.0995345;-38.13080360867914
1739209632.0995438;-38.13080360867914
1739209632.0995529;-38.13080360867914
1739209632.0995622;-38.13080360867914
1739209632.0995715;-45.120503652039325
1739209632.0995808;-45.120503652039325
1739209632.09959;-45.120503652039325
1739209632.0995994;-45.120503652039325
1739209632.0996087;-45.120503652039325
1739209632.0996177;-33.981070128970906
1739209632.099627;-32.816014438256545
1739209632.0996363;-38.13080360867914
1739209632.0996456;-45.120503652039325
1739209632.099655;-30.49652367304973
1739209632.0996642;-31.141103565318893
1739209632.0996735;-45.120503652039325
1739209632.0996828;-35.57807855764607
1739209632.0996919;-45.120503652039325
1739209632.0997012;-38.13080360867914
1739209632.0997105;-45.120503652039325
1739209632.0997198;-45.120503652039325
1739209632.099729;-38.13080360867914
1739209632.0997384;-38.13080360867914
1739209632.0997477;-38.13080360867914
1739209632.099757;-45.120503652039325
1739209632.099766;-32.816014438256545
1739209632.0997753;-31.141103565318893
1739209632.0997846;-45.120503652039325
1739209632.099794;-38.13080360867914
1739209632.0998032;-33.981070128970906
1739209632.0998125;-45.120503652039325
1739209632.0998218;-45.120503652039325
1739209632.099831;-38.13080360867914
1739209632.0998402;-38.13080360867914
1739209632.0998495;-45.120503652039325
1739209632.0998588;-38.13080360867914
1739209632.099868;-45.120503652039325
1739209632.0998774;-38.13080360867914
1739209632.0998867;-35.57807855764607
1739209632.099896;-45.120503652039325
1739209632.0999053;-38.13080360867914
1739209632.0999143;-38.13080360867914
1739209632.0999236;-38.13080360867914
1739209632.099933;-38.13080360867914
1739209632.0999422;-38.13080360867914
1739209632.0999515;-38.13080360867914
1739209632.0999608;-35.57807855764607
1739209632.09997;-38.13080360867914
1739209632.0999792;-35.57807855764607
1739209632.0999885;-38.13080360867914
1739209632.0999978;-35.57807855764607
1739209632.100007;-38.13080360867914
1739209632.1000164;-33.981070128970906
1739209632.1000257;-45.120503652039325
1739209632.100035;-45.120503652039325
1739209632.1000443;-45.120503652039325
1739209632.1000533;-38.13080360867914
1739209632.1000626;-45.120503652039325
