CAN Message; 0x1d3:000004d411c6fae3
1739209691.2201076;-45.120503652039325
1739209691.2201097;-45.120503652039325
1739209691.220112;-45.120503652039325
1739209691.2201145;-45.120503652039325
1739209691.2201169;-31.141103565318915
1739209691.220119;-38.13080360867914
1739209691.2201214;-45.120503652039325
1739209691.2201238;-38.13080360867914
1739209691.2201262;-38.13080360867914
1739209691.2201283;-45.120503652039325
1739209691.2201307;-45.120503652039325
1739209691.220133;-38.13080360867914
1739209691.2201352;-28.58837851428586
1739209691.2201376;-45.120503652039325
1739209691.22014;-45.120503652039325
1739209691.2201424;-38.13080360867914
1739209691.2201445;-38.13080360867914
1739209691.220147;-45.120503652039325
1739209691.2201493;-45.120503652039325
1739209691.2201517;-38.13080360867914
1739209691.2201538;-45.120503652039325
1739209691.2201562;-38.13080360867914
1739209691.2201586;-45.120503652039325
1739209691.220161;-35.57807855764607
1739209691.220163;-38.13080360867914
1739209691.2201655;-45.120503652039325
1739209691.2201679;-45.120503652039325
1739209691.2201703;-38.13080360867914
1739209691.2201724;-33.981070128970906
1739209691.2201748;-45.120503652039325
1739209691.2201772;-45.120503652039325
1739209691.2201796;-38.13080360867914
1739209691.2201817;-38.13080360867914
1739209691.220184;-45.120503652039325
1739209691.2201865;-38.13080360867914
1739209691.2201889;-33.981070128970906
1739209691.220191;-32.816014438256545
1739209691.2201934;-35.57807855764607
1739209691.2201958;-33.981070128970906
1739209691.2201982;-32.816014438256545
1739209691.2202003;-33.981070128970906
1739209691.2202027;-38.13080360867914
1739209691.220205;-38.13080360867914
1739209691.2202075;-38.13080360867914
1739209691.2202096;-31.141103565318915
1739209691.220212;-33.981070128970906
1739209691.2202144;-45.120503652039325
1739209691.2202168;-38.13080360867914
1739209691.220219;-45.120503652039325
1739209691.2202213;-45.120503652039325
1739209691.2202237;-38.13080360867914
1739209691.220226;-38.13080360867914
1739209691.2202282;-33.981070128970906
1739209691.2202306;-45.120503652039325
1739209691.220233;-45.120503652039325
1739209691.2202353;-38.13080360867914
1739209691.2202375;-38.13080360867914
1739209691.2202399;-45.120503652039325
1739209691.2202423;-45.120503652039325
1739209691.2202446;-45.120503652039325
1739209691.2202468;-45.120503652039325
1739209691.2202492;-38.13080360867914
1739209691.2202516;-38.13080360867914
1739209691.220254;-45.120503652039325
1739209691.220256;-35.57807855764607
1739209691.2202585;-38.13080360867914
1739209691.2202609;-45.120503652039325
1739209691.2202632;-45.120503652039325
1739209691.2202654;-38.13080360867914
1739209691.2202678;-29.438486411369333
1739209691.2202702;-45.120503652039325
1739209691.2202725;-45.120503652039325
1739209691.2202747;-45.120503652039325
1739209691.220277;-32.816014438256545
1739209691.2202795;-38.13080360867914
1739209691.2202818;-45.120503652039325
1739209691.220284;-45.120503652039325
1739209691.2202864;-45.120503652039325
1739209691.2202888;-45.120503652039325
1739209691.220291;-45.120503652039325
1739209691.2202933;-45.120503652039325
1739209691.2202957;-45.120503652039325
1739209691.220298;-45.120503652039325
1739209691.2203002;-45.120503652039325
1739209691.2203026;-45.120503652039325
1739209691.220305;-35.57807855764607
1739209691.2203074;-45.120503652039325
1739209691.2203095;-45.120503652039325
1739209691.2203119;-38.13080360867914
1739209691.2203143;-35.57807855764607
1739209691.2203166;-35.57807855764607
1739209691.2203188;-38.13080360867914
1739209691.2203212;-45.120503652039325
1739209691.2203236;-31.141103565318893
1739209691.220326;-38.13080360867914
1739209691.220328;-45.120503652039325
1739209691.2203305;-45.120503652039325
1739209691.2203329;-38.13080360867914
1739209691.2203352;-38.13080360867914
1739209691.2203374;-45.120503652039325
1739209691.2203398;-38.13080360867914
1739209691.2203422;-38.13080360867914
1739209691.2203445;-45.120503652039325
1739209691.2203467;-38.13080360867914
1739209691.220349;-38.13080360867914
1739209691.2203515;-45.120503652039325
1739209691.2203538;-45.120503652039325
1739209691.220356;-45.120503652039325
1739209691.2203584;-45.120503652039325
1739209691.2203608;-32.816014438256545
1739209691.2203631;-35.57807855764607
1739209691.2203653;-45.120503652039325
1739209691.2203677;-45.120503652039325
1739209691.22037;-45.120503652039325
1739209691.2203724;-45.120503652039325
1739209691.2203746;-45.120503652039325
1739209691.220377;-45.120503652039325
1739209691.2203794;-45.120503652039325
1739209691.2203817;-45.120503652039325
1739209691.220384;-45.120503652039325
1739209691.2203863;-45.120503652039325
1739209691.2203887;-45.120503652039325
1739209691.220391;-38.13080360867914
1739209691.2203932;-38.13080360867914
1739209691.2203956;-33.981070128970906
1739209691.220398;-38.13080360867914
1739209691.2204003;-45.120503652039325
1739209691.2204025;-38.13080360867914
1739209691.2204049;-45.120503652039325
1739209691.2204072;-45.120503652039325
1739209691.2204096;-45.120503652039325
1739209691.2204118;-35.57807855764607
1739209691.2204142;-45.120503652039325
1739209691.2204165;-30.49652367304973
1739209691.220419;-30.49652367304973
1739209691.220421;-45.120503652039325
1739209691.2204235;-38.13080360867914
1739209691.2204258;-38.13080360867914
1739209691.2204282;-33.981070128970906
1739209691.2204304;-38.13080360867914
1739209691.2204328;-38.13080360867914
1739209691.2204351;-38.13080360867914
1739209691.2204373;-33.981070128970956
1739209691.2204397;-35.57807855764607
1739209691.220442;-38.13080360867914
1739209691.2204444;-45.120503652039325
1739209691.2204466;-45.120503652039325
1739209691.220449;-35.57807855764607
1739209691.2204514;-45.120503652039325
1739209691.2204537;-45.120503652039325
1739209691.220456;-38.13080360867914
1739209691.2204583;-45.120503652039325
1739209691.2204607;-38.13080360867914
1739209691.220463;-45.120503652039325
1739209691.2204652;-38.13080360867914
1739209691.2204676;-35.57807855764607
1739209691.22047;-45.120503652039325
1739209691.2204723;-38.13080360867914
1739209691.2204745;-38.13080360867914
1739209691.2204769;-33.981070128970906
1739209691.2204792;-38.13080360867914
1739209691.2204816;-38.13080360867914
1739209691.2204838;-38.13080360867914
1739209691.2204862;-45.120503652039325
1739209691.2204885;-45.120503652039325
1739209691.220491;-45.120503652039325
1739209691.220493;-45.120503652039325
1739209691.2204955;-45.120503652039325
1739209691.2204978;-45.120503652039325
1739209691.2205002;-45.120503652039325
1739209691.2205024;-45.120503652039325
1739209691.2205048;-38.13080360867914
1739209691.2205071;-38.13080360867914
1739209691.2205095;-45.120503652039325
1739209691.2205117;-38.13080360867914
1739209691.220514;-38.13080360867914
1739209691.2205164;-45.120503652039325
1739209691.2205188;-38.13080360867914
1739209691.220521;-38.13080360867914
1739209691.2205234;-38.13080360867914
1739209691.2205257;-45.120503652039325
1739209691.2205281;-45.120503652039325
1739209691.2205303;-38.13080360867914
1739209691.2205327;-38.13080360867914
1739209691.220535;-38.13080360867914
1739209691.2205374;-38.13080360867914
1739209691.2205396;-38.13080360867914
1739209691.220542;-38.13080360867914
1739209691.2205443;-45.120503652039325
1739209691.2205467;-38.13080360867914
1739209691.2205489;-38.13080360867914
1739209691.2205513;-38.13080360867914
1739209691.2205536;-45.120503652039325
1739209691.220556;-38.13080360867914
1739209691.2205582;-45.120503652039325
1739209691.2205606;-45.120503652039325
1739209691.220563;-45.120503652039325
1739209691.2205653;-38.13080360867914
1739209691.2205675;-32.816014438256545
1739209691.2205698;-38.13080360867914
1739209691.2205722;-45.120503652039325
1739209691.2205746;-45.120503652039325
1739209691.2205768;-45.120503652039325
1739209691.2205791;-45.120503652039325
1739209691.2205815;-45.120503652039325
1739209691.2205837;-45.120503652039325
1739209691.220586;-45.120503652039325
1739209691.2205884;-45.120503652039325
1739209691.2205908;-45.120503652039325
1739209691.220593;-38.13080360867914
1739209691.2205954;-38.13080360867914
1739209691.2205977;-45.120503652039325
1739209691.2206001;-45.120503652039325
1739209691.2206023;-45.120503652039325
1739209691.2206047;-35.57807855764607
1739209691.220607;-38.13080360867914
1739209691.2206094;-38.13080360867914
1739209691.2206116;-45.120503652039325
1739209691.220614;-38.13080360867914
1739209691.2206163;-45.120503652039325
1739209691.2206187;-45.120503652039325
1739209691.2206209;-45.120503652039325
1739209691.2206233;-31.141103565318915
1739209691.2206256;-28.992665084841942
1739209691.220628;-45.120503652039325
1739209691.2206302;-45.120503652039325
1739209691.2206326;-38.13080360867914
1739209691.220635;-32.816014438256545
1739209691.2206373;-38.13080360867914
1739209691.2206395;-45.120503652039325
1739209691.2206419;-45.120503652039325
1739209691.2206442;-45.120503652039325
1739209691.2206466;-38.13080360867914
1739209691.2206488;-38.13080360867914
1739209691.2206511;-45.120503652039325
1739209691.2206535;-38.13080360867914
1739209691.220656;-38.13080360867914
1739209691.220658;-45.120503652039325
1739209691.2206604;-31.141103565318915
1739209691.2206628;-26.991370085610722
1739209691.2206652;-38.13080360867914
1739209691.2206674;-45.120503652039325
1739209691.2206697;-38.13080360867914
1739209691.2206721;-35.57807855764607
1739209691.2206745;-38.13080360867914
1739209691.2206767;-45.120503652039325
1739209691.220679;-45.120503652039325
1739209691.2206814;-45.120503652039325
1739209691.2206838;-45.120503652039325
1739209691.220686;-45.120503652039325
1739209691.2206883;-38.13080360867914
1739209691.2206907;-30.49652367304973
1739209691.220693;-45.120503652039325
1739209691.2206953;-38.13080360867914
1739209691.2206976;-45.120503652039325
1739209691.2207;-45.120503652039325
1739209691.2207024;-38.13080360867914
1739209691.2207046;-45.120503652039325
1739209691.220707;-45.120503652039325
1739209691.2207093;-45.120503652039325
1739209691.2207117;-35.57807855764607
1739209691.2207139;-45.120503652039325
1739209691.2207162;-35.57807855764607
1739209691.2207186;-26.487275050834715
1739209691.220721;-38.13080360867914
1739209691.2207232;-45.120503652039325
1739209691.2207255;-38.13080360867914
1739209691.220728;-38.13080360867914
1739209691.2207303;-45.120503652039325
1739209691.2207325;-45.120503652039325
1739209691.2207348;-45.120503652039325
1739209691.2207372;-45.120503652039325
1739209691.2207394;-45.120503652039325
1739209691.2207417;-45.120503652039325
1739209691.2207441;-38.13080360867914
1739209691.2207465;-33.981070128970906
1739209691.2207487;-45.120503652039325
1739209691.220751;-45.120503652039325
1739209691.2207534;-38.13080360867914
1739209691.2207558;-45.120503652039325
1739209691.220758;-45.120503652039325
1739209691.2207603;-45.120503652039325
1739209691.2207627;-38.13080360867914
1739209691.220765;-38.13080360867914
1739209691.2207673;-38.13080360867914
1739209691.2207696;-45.120503652039325
1739209691.220772;-45.120503652039325
1739209691.2207744;-32.816014438256545
1739209691.2207766;-45.120503652039325
1739209691.220779;-45.120503652039325
1739209691.2207813;-38.13080360867914
1739209691.2207837;-32.816014438256545
1739209691.2207859;-45.120503652039325
1739209691.2207882;-45.120503652039325
1739209691.2207906;-38.13080360867914
1739209691.220793;-45.120503652039325
1739209691.2207952;-38.13080360867914
1739209691.2207975;-45.120503652039325
1739209691.2208;-45.120503652039325
1739209691.2208023;-38.13080360867914
1739209691.2208045;-33.981070128970906
1739209691.2208068;-45.120503652039325
1739209691.2208092;-38.13080360867914
1739209691.2208116;-35.57807855764607
1739209691.2208138;-33.981070128970906
1739209691.2208161;-45.120503652039325
1739209691.2208185;-45.120503652039325
1739209691.220821;-38.13080360867914
1739209691.220823;-38.13080360867914
1739209691.2208254;-45.120503652039325
1739209691.2208278;-45.120503652039325
1739209691.2208302;-38.13080360867914
1739209691.2208323;-45.120503652039325
1739209691.2208347;-45.120503652039325
1739209691.220837;-45.120503652039325
1739209691.2208395;-35.57807855764607
1739209691.2208416;-38.13080360867914
1739209691.220844;-45.120503652039325
1739209691.2208464;-38.13080360867914
1739209691.2208488;-35.57807855764607
1739209691.220851;-33.981070128970906
1739209691.2208533;-45.120503652039325
1739209691.2208557;-45.120503652039325
1739209691.220858;-38.13080360867914
1739209691.2208602;-38.13080360867914
1739209691.2208626;-45.120503652039325
1739209691.220865;-38.13080360867914
1739209691.2208674;-35.57807855764607
1739209691.2208695;-35.57807855764607
1739209691.220872;-38.13080360867914
1739209691.2208743;-45.120503652039325
1739209691.2208767;-45.120503652039325
1739209691.2208788;-45.120503652039325
1739209691.2208812;-38.13080360867914
1739209691.2208836;-38.13080360867914
1739209691.2208858;-45.120503652039325
1739209691.2208881;-32.816014438256545
1739209691.2208905;-38.13080360867914
1739209691.220893;-38.13080360867914
1739209691.220895;-45.120503652039325
1739209691.2208974;-38.13080360867914
1739209691.2208998;-32.816014438256545
1739209691.2209022;-33.981070128970906
1739209691.2209044;-38.13080360867914
1739209691.2209067;-28.992665084841942
1739209691.220909;-38.13080360867914
1739209691.2209115;-45.120503652039325
1739209691.2209136;-38.13080360867914
1739209691.220916;-38.13080360867914
1739209691.2209184;-38.13080360867914
1739209691.2209208;-38.13080360867914
1739209691.220923;-45.120503652039325
1739209691.2209253;-33.981070128970906
1739209691.2209277;-32.816014438256545
1739209691.22093;-38.13080360867914
1739209691.2209322;-45.120503652039325
1739209691.2209346;-45.120503652039325
1739209691.220937;-45.120503652039325
1739209691.2209394;-45.120503652039325
1739209691.2209415;-45.120503652039325
1739209691.220944;-38.13080360867914
1739209691.2209463;-45.120503652039325
1739209691.2209487;-38.13080360867914
1739209691.2209508;-45.120503652039325
1739209691.2209532;-38.13080360867914
1739209691.2209556;-45.120503652039325
1739209691.220958;-45.120503652039325
1739209691.2209601;-45.120503652039325
1739209691.2209625;-28.992665084841942
1739209691.220965;-38.13080360867914
1739209691.2209673;-45.120503652039325
1739209691.2209694;-45.120503652039325
1739209691.2209718;-38.13080360867914
1739209691.2209742;-35.57807855764607
1739209691.2209766;-38.13080360867914
1739209691.2209787;-45.120503652039325
1739209691.2209811;-30.49652367304973
1739209691.2209835;-33.981070128970906
1739209691.220986;-45.120503652039325
1739209691.220988;-45.120503652039325
1739209691.2209904;-45.120503652039325
1739209691.2209928;-38.13080360867914
1739209691.2209952;-38.13080360867914
1739209691.2209973;-35.57807855764607
1739209691.2209997;-33.981070128970906
1739209691.221002;-45.120503652039325
1739209691.2210045;-45.120503652039325
1739209691.2210066;-45.120503652039325
1739209691.221009;-38.13080360867914
1739209691.2210114;-45.120503652039325
1739209691.2210138;-38.13080360867914
1739209691.221016;-38.13080360867914
1739209691.2210183;-38.13080360867914
1739209691.2210207;-38.13080360867914
1739209691.221023;-38.13080360867914
1739209691.2210252;-38.13080360867914
1739209691.2210276;-33.981070128970906
1739209691.22103;-35.57807855764607
1739209691.2210321;-38.13080360867914
1739209691.2210345;-32.816014438256545
1739209691.221037;-35.57807855764607
1739209691.2210393;-45.120503652039325
1739209691.2210414;-38.13080360867914
1739209691.2210438;-35.57807855764607
1739209691.2210462;-38.13080360867914
1739209691.2210486;-45.120503652039325
1739209691.2210507;-38.13080360867914
1739209691.2210531;-38.13080360867914
1739209691.2210555;-45.120503652039325
1739209691.221058;-45.120503652039325
1739209691.22106;-38.13080360867914
1739209691.2210624;-38.13080360867914
1739209691.2210648;-38.13080360867914
1739209691.2210672;-45.120503652039325
1739209691.2210693;-38.13080360867914
1739209691.2210717;-38.13080360867914
1739209691.221074;-45.120503652039325
1739209691.2210765;-31.141103565318893
1739209691.2210786;-38.13080360867914
1739209691.221081;-33.981070128970906
1739209691.2210834;-45.120503652039325
1739209691.2210858;-32.816014438256545
1739209691.221088;-38.13080360867914
1739209691.2210903;-35.57807855764607
1739209691.2210927;-38.13080360867914
1739209691.221095;-45.120503652039325
1739209691.2210972;-45.120503652039325
1739209691.2210996;-38.13080360867914
1739209691.221102;-38.13080360867914
1739209691.2211044;-45.120503652039325
1739209691.2211065;-38.13080360867914
1739209691.221109;-35.57807855764607
1739209691.2211113;-33.981070128970906
1739209691.2211137;-35.57807855764607
1739209691.2211158;-38.13080360867914
1739209691.2211182;-45.120503652039325
1739209691.2211206;-35.57807855764607
1739209691.221123;-38.13080360867914
1739209691.2211251;-38.13080360867914
1739209691.2211275;-35.57807855764607
1739209691.22113;-38.13080360867914
1739209691.2211323;-45.120503652039325
1739209691.2211344;-38.13080360867914
1739209691.2211368;-38.13080360867914
1739209691.2211392;-45.120503652039325
1739209691.2211416;-45.120503652039325
1739209691.2211437;-38.13080360867914
1739209691.221146;-35.57807855764607
1739209691.2211485;-38.13080360867914
1739209691.2211509;-38.13080360867914
1739209691.221153;-45.120503652039325
1739209691.2211554;-38.13080360867914
1739209691.2211578;-35.57807855764607
1739209691.2211602;-38.13080360867914
1739209691.2211623;-45.120503652039325
1739209691.2211647;-32.816014438256545
1739209691.221167;-35.57807855764607
1739209691.2211695;-26.035653463252796
1739209691.2211716;-33.981070128970906
1739209691.221174;-38.13080360867914
1739209691.2211764;-38.13080360867914
1739209691.2211785;-45.120503652039325
1739209691.221181;-38.13080360867914
1739209691.2211833;-45.120503652039325
1739209691.2211857;-38.13080360867914
1739209691.2211878;-35.57807855764607
1739209691.2211902;-45.120503652039325
1739209691.2211926;-45.120503652039325
1739209691.221195;-38.13080360867914
1739209691.2211971;-45.120503652039325
1739209691.2211995;-45.120503652039325
1739209691.221202;-45.120503652039325
1739209691.2212043;-45.120503652039325
1739209691.2212064;-26.991370085610736
1739209691.2212088;-31.141103565318893
1739209691.2212112;-45.120503652039325
1739209691.2212136;-45.120503652039325
1739209691.2212157;-38.13080360867914
1739209691.221218;-38.13080360867914
1739209691.2212205;-38.13080360867914
1739209691.2212229;-33.981070128970906
1739209691.221225;-45.120503652039325
1739209691.2212274;-38.13080360867914
1739209691.2212298;-35.57807855764607
1739209691.2212322;-38.13080360867914
1739209691.2212343;-45.120503652039325
1739209691.2212367;-45.120503652039325
1739209691.221239;-45.120503652039325
1739209691.2212415;-45.120503652039325
1739209691.2212436;-38.13080360867914
1739209691.221246;-38.13080360867914
1739209691.2212484;-45.120503652039325
1739209691.2212508;-38.13080360867914
1739209691.221253;-38.13080360867914
1739209691.2212553;-45.120503652039325
1739209691.2212577;-45.120503652039325
1739209691.22126;-45.120503652039325
1739209691.2212622;-33.981070128970906
1739209691.2212646;-33.981070128970906
1739209691.221267;-45.120503652039325
1739209691.2212694;-38.13080360867914
1739209691.2212715;-32.816014438256545
1739209691.221274;-35.57807855764607
1739209691.2212763;-45.120503652039325
1739209691.2212787;-38.13080360867914
1739209691.2212808;-38.13080360867914
1739209691.2212832;-45.120503652039325
1739209691.2212856;-38.13080360867914
1739209691.221288;-38.13080360867914
1739209691.22129;-45.120503652039325
1739209691.2212925;-45.120503652039325
1739209691.2212949;-45.120503652039325
1739209691.2212973;-38.13080360867914
1739209691.2212994;-32.816014438256545
1739209691.2213018;-31.141103565318915
1739209691.2213042;-45.120503652039325
1739209691.2213066;-45.120503652039325
1739209691.2213087;-45.120503652039325
1739209691.221311;-45.120503652039325
1739209691.2213135;-45.120503652039325
1739209691.2213159;-38.13080360867914
1739209691.221318;-45.120503652039325
1739209691.2213204;-38.13080360867914
1739209691.2213228;-45.120503652039325
1739209691.221325;-45.120503652039325
1739209691.2213273;-38.13080360867914
1739209691.2213297;-35.57807855764607
1739209691.221332;-45.120503652039325
1739209691.2213342;-38.13080360867914
1739209691.2213366;-38.13080360867914
1739209691.221339;-45.120503652039325
1739209691.2213414;-45.120503652039325
1739209691.2213435;-45.120503652039325
1739209691.221346;-38.13080360867914
1739209691.2213483;-38.13080360867914
1739209691.2213507;-38.13080360867914
1739209691.2213528;-38.13080360867914
1739209691.2213552;-32.816014438256545
1739209691.2213576;-38.13080360867914
1739209691.22136;-45.120503652039325
1739209691.221362;-45.120503652039325
1739209691.2213645;-35.57807855764607
1739209691.221367;-38.13080360867914
1739209691.2213693;-45.120503652039325
1739209691.2213714;-45.120503652039325
1739209691.2213738;-35.57807855764607
1739209691.2213762;-38.13080360867914
1739209691.2213786;-45.120503652039325
1739209691.2213807;-45.120503652039325
1739209691.221383;-38.13080360867914
1739209691.2213855;-38.13080360867914
1739209691.2213879;-38.13080360867914
1739209691.22139;-45.120503652039325
1739209691.2213924;-33.981070128970906
1739209691.2213948;-45.120503652039325
1739209691.2213972;-38.13080360867914
1739209691.2213993;-38.13080360867914
1739209691.2214017;-45.120503652039325
1739209691.221404;-45.120503652039325
1739209691.2214065;-38.13080360867914
1739209691.2214086;-38.13080360867914
1739209691.221411;-38.13080360867914
1739209691.2214134;-33.981070128970906
1739209691.2214158;-38.13080360867914
1739209691.221418;-38.13080360867914
1739209691.2214203;-38.13080360867914
1739209691.2214227;-33.981070128970906
1739209691.221425;-33.981070128970906
1739209691.2214272;-45.120503652039325
1739209691.2214296;-31.141103565318915
1739209691.221432;-32.816014438256545
1739209691.2214344;-33.981070128970906
1739209691.2214365;-45.120503652039325
1739209691.221439;-35.57807855764607
1739209691.2214413;-38.13080360867914
1739209691.2214437;-38.13080360867914
1739209691.2214458;-38.13080360867914
1739209691.2214482;-45.120503652039325
1739209691.2214506;-38.13080360867914
1739209691.221453;-38.13080360867914
1739209691.221455;-38.13080360867914
1739209691.2214575;-45.120503652039325
1739209691.2214599;-38.13080360867914
1739209691.2214622;-38.13080360867914
1739209691.2214644;-33.981070128970906
1739209691.2214668;-45.120503652039325
1739209691.2214692;-33.981070128970906
1739209691.2214715;-31.141103565318915
1739209691.2214737;-45.120503652039325
1739209691.221476;-45.120503652039325
1739209691.2214785;-33.981070128970906
1739209691.2214806;-33.981070128970906
1739209691.221483;-38.13080360867914
1739209691.2214854;-45.120503652039325
1739209691.2214878;-33.981070128970906
1739209691.22149;-38.13080360867914
1739209691.2214923;-38.13080360867914
1739209691.2214947;-45.120503652039325
1739209691.221497;-45.120503652039325
1739209691.2214992;-35.57807855764607
1739209691.2215016;-38.13080360867914
1739209691.221504;-38.13080360867914
1739209691.2215064;-45.120503652039325
1739209691.2215085;-38.13080360867914
1739209691.221511;-35.57807855764607
1739209691.2215133;-38.13080360867914
1739209691.2215157;-38.13080360867914
1739209691.2215178;-45.120503652039325
1739209691.2215202;-45.120503652039325
1739209691.2215226;-45.120503652039325
1739209691.221525;-32.816014438256545
1739209691.221527;-31.141103565318915
1739209691.2215295;-45.120503652039325
1739209691.2215319;-45.120503652039325
1739209691.2215343;-45.120503652039325
1739209691.2215364;-45.120503652039325
1739209691.2215388;-45.120503652039325
1739209691.2215412;-38.13080360867914
1739209691.2215436;-38.13080360867914
1739209691.2215457;-38.13080360867914
1739209691.221548;-38.13080360867914
1739209691.2215505;-35.57807855764607
1739209691.2215528;-38.13080360867914
1739209691.221555;-35.57807855764607
1739209691.2215574;-38.13080360867914
1739209691.2215598;-45.120503652039325
1739209691.2215621;-45.120503652039325
1739209691.2215643;-45.120503652039325
1739209691.2215667;-38.13080360867914
1739209691.221569;-38.13080360867914
1739209691.2215714;-45.120503652039325
1739209691.2215736;-38.13080360867914
1739209691.221576;-32.816014438256545
1739209691.2215784;-45.120503652039325
1739209691.2215807;-38.13080360867914
1739209691.221583;-38.13080360867914
1739209691.2215853;-38.13080360867914
1739209691.2215877;-45.120503652039325
1739209691.22159;-38.13080360867914
1739209691.2215922;-38.13080360867914
1739209691.2215946;-45.120503652039325
1739209691.221597;-35.57807855764607
1739209691.2215993;-45.120503652039325
1739209691.2216015;-45.120503652039325
1739209691.2216039;-38.13080360867914
1739209691.2216063;-38.13080360867914
1739209691.2216086;-45.120503652039325
1739209691.2216108;-45.120503652039325
1739209691.2216132;-45.120503652039325
1739209691.2216156;-45.120503652039325
1739209691.221618;-45.120503652039325
1739209691.22162;-32.816014438256545
1739209691.2216225;-38.13080360867914
1739209691.2216249;-45.120503652039325
1739209691.221627;-38.13080360867914
1739209691.2216294;-45.120503652039325
1739209691.2216318;-38.13080360867914
1739209691.2216341;-38.13080360867914
1739209691.2216363;-45.120503652039325
1739209691.2216387;-45.120503652039325
1739209691.221641;-45.120503652039325
1739209691.2216434;-45.120503652039325
1739209691.2216456;-45.120503652039325
1739209691.221648;-32.816014438256545
1739209691.2216504;-38.13080360867914
1739209691.2216527;-38.13080360867914
1739209691.221655;-38.13080360867914
1739209691.2216573;-35.57807855764607
1739209691.2216597;-33.981070128970906
1739209691.221662;-45.120503652039325
