CAN Message; 0x1d3:0000147ee0b044af
1739209611.054643;-38.13080360867914
1739209611.0546489;-45.120503652039325
1739209611.0546548;-45.120503652039325
1739209611.0546608;-45.120503652039325
1739209611.0546668;-45.120503652039325
1739209611.0546727;-45.120503652039325
1739209611.054679;-45.120503652039325
1739209611.0546849;-45.120503652039325
1739209611.0546908;-45.120503652039325
1739209611.0546968;-38.13080360867914
1739209611.0547028;-35.57807855764607
1739209611.0547087;-31.141103565318915
1739209611.054715;-35.57807855764607
1739209611.0547209;-38.13080360867914
1739209611.0547268;-45.120503652039325
1739209611.0547328;-32.816014438256545
1739209611.0547388;-32.816014438256545
1739209611.0547447;-38.13080360867914
1739209611.054751;-45.120503652039325
1739209611.0547569;-45.120503652039325
1739209611.0547628;-45.120503652039325
1739209611.0547688;-45.120503652039325
1739209611.0547748;-38.13080360867914
1739209611.0547807;-33.981070128970906
1739209611.0547867;-45.120503652039325
1739209611.054793;-38.13080360867914
1739209611.0547988;-45.120503652039325
1739209611.0548048;-45.120503652039325
1739209611.0548108;-38.13080360867914
1739209611.0548167;-38.13080360867914
1739209611.0548227;-35.57807855764607
1739209611.054829;-38.13080360867914
1739209611.0548348;-45.120503652039325
1739209611.0548408;-38.13080360867914
1739209611.0548468;-35.57807855764607
1739209611.0548527;-33.981070128970906
1739209611.0548587;-38.13080360867914
1739209611.054865;-45.120503652039325
1739209611.0548708;-45.120503652039325
1739209611.0548768;-45.120503652039325
1739209611.0548828;-38.13080360867914
1739209611.0548887;-45.120503652039325
1739209611.0548947;-38.13080360867914
1739209611.054901;-45.120503652039325
1739209611.0549068;-45.120503652039325
1739209611.0549128;-45.120503652039325
1739209611.0549188;-45.120503652039325
1739209611.0549247;-38.13080360867914
1739209611.0549307;-38.13080360867914
1739209611.054937;-38.13080360867914
1739209611.0549428;-45.120503652039325
1739209611.0549488;-30.49652367304973
1739209611.0549548;-29.438486411369333
1739209611.0549607;-45.120503652039325
1739209611.0549667;-35.57807855764607
1739209611.054973;-38.13080360867914
1739209611.0549788;-35.57807855764607
1739209611.0549848;-45.120503652039325
1739209611.0549908;-38.13080360867914
1739209611.0549967;-45.120503652039325
1739209611.0550027;-33.981070128970956
1739209611.055009;-38.13080360867914
1739209611.0550148;-45.120503652039325
1739209611.0550208;-45.120503652039325
1739209611.0550268;-38.13080360867914
1739209611.0550327;-38.13080360867914
1739209611.0550387;-45.120503652039325
1739209611.0550447;-30.49652367304973
1739209611.0550508;-26.991370085610736
1739209611.0550568;-45.120503652039325
1739209611.0550628;-45.120503652039325
1739209611.0550687;-33.981070128970906
1739209611.0550747;-38.13080360867914
1739209611.0550807;-45.120503652039325
1739209611.0550869;-45.120503652039325
1739209611.0550928;-45.120503652039325
1739209611.0550988;-45.120503652039325
1739209611.0551047;-38.13080360867914
1739209611.0551107;-38.13080360867914
1739209611.0551167;-45.120503652039325
1739209611.0551229;-45.120503652039325
1739209611.0551288;-38.13080360867914
1739209611.0551348;-35.57807855764607
1739209611.0551407;-38.13080360867914
1739209611.0551467;-45.120503652039325
1739209611.0551527;-38.13080360867914
1739209611.0551589;-35.57807855764607
1739209611.0551648;-45.120503652039325
1739209611.0551708;-45.120503652039325
1739209611.0551767;-38.13080360867914
1739209611.0551827;-38.13080360867914
1739209611.0551887;-45.120503652039325
1739209611.0551949;-32.816014438256545
1739209611.0552008;-38.13080360867914
1739209611.0552068;-45.120503652039325
1739209611.0552127;-38.13080360867914
1739209611.0552187;-35.57807855764607
1739209611.0552247;-45.120503652039325
1739209611.0552309;-38.13080360867914
1739209611.0552368;-38.13080360867914
1739209611.0552428;-45.120503652039325
1739209611.0552487;-45.120503652039325
1739209611.0552547;-38.13080360867914
1739209611.0552607;-38.13080360867914
1739209611.0552669;-45.120503652039325
1739209611.0552728;-38.13080360867914
1739209611.0552788;-38.13080360867914
1739209611.0552847;-38.13080360867914
1739209611.0552907;-27.8777449560314
1739209611.0552967;-35.57807855764607
1739209611.0553029;-38.13080360867914
1739209611.0553088;-38.13080360867914
1739209611.0553148;-35.57807855764607
1739209611.0553207;-38.13080360867914
1739209611.0553267;-35.57807855764607
1739209611.0553327;-38.13080360867914
1739209611.0553386;-33.981070128970956
1739209611.0553448;-45.120503652039325
1739209611.0553508;-45.120503652039325
1739209611.0553567;-45.120503652039325
1739209611.0553627;-38.13080360867914
1739209611.0553687;-33.981070128970906
1739209611.0553746;-45.120503652039325
1739209611.0553808;-45.120503652039325
1739209611.0553868;-32.816014438256545
1739209611.0553927;-38.13080360867914
1739209611.0553987;-45.120503652039325
1739209611.0554047;-35.57807855764607
1739209611.0554106;-45.120503652039325
1739209611.0554168;-45.120503652039325
1739209611.0554228;-45.120503652039325
1739209611.0554287;-45.120503652039325
1739209611.0554347;-38.13080360867914
1739209611.0554407;-38.13080360867914
1739209611.0554466;-38.13080360867914
1739209611.0554528;-38.13080360867914
1739209611.0554588;-45.120503652039325
1739209611.0554647;-38.13080360867914
1739209611.0554707;-35.57807855764607
1739209611.0554767;-38.13080360867914
1739209611.0554826;-35.57807855764607
1739209611.0554888;-38.13080360867914
1739209611.0554948;-38.13080360867914
1739209611.0555007;-38.13080360867914
1739209611.0555067;-45.120503652039325
1739209611.0555127;-45.120503652039325
1739209611.0555186;-45.120503652039325
1739209611.0555248;-45.120503652039325
1739209611.0555308;-38.13080360867914
1739209611.0555367;-38.13080360867914
1739209611.0555427;-45.120503652039325
1739209611.0555487;-38.13080360867914
1739209611.0555546;-35.57807855764607
1739209611.0555608;-38.13080360867914
1739209611.0555668;-45.120503652039325
1739209611.0555727;-45.120503652039325
1739209611.0555787;-45.120503652039325
1739209611.0555847;-45.120503652039325
1739209611.0555906;-45.120503652039325
1739209611.0555968;-45.120503652039325
1739209611.0556028;-45.120503652039325
1739209611.0556087;-45.120503652039325
1739209611.0556147;-35.57807855764607
1739209611.0556207;-45.120503652039325
1739209611.0556266;-38.13080360867914
1739209611.0556326;-32.816014438256545
1739209611.0556388;-35.57807855764607
1739209611.0556448;-38.13080360867914
1739209611.0556507;-38.13080360867914
1739209611.0556567;-38.13080360867914
1739209611.0556626;-45.120503652039325
1739209611.0556686;-38.13080360867914
1739209611.0556748;-38.13080360867914
1739209611.0556808;-45.120503652039325
1739209611.0556867;-45.120503652039325
1739209611.0556927;-45.120503652039325
1739209611.0556986;-45.120503652039325
1739209611.0557046;-45.120503652039325
1739209611.0557108;-45.120503652039325
1739209611.0557168;-45.120503652039325
1739209611.0557227;-38.13080360867914
1739209611.0557287;-38.13080360867914
1739209611.0557346;-45.120503652039325
1739209611.0557406;-38.13080360867914
1739209611.0557468;-45.120503652039325
1739209611.0557528;-38.13080360867914
1739209611.0557587;-38.13080360867914
1739209611.0557647;-45.120503652039325
1739209611.0557706;-38.13080360867914
1739209611.0557766;-38.13080360867914
1739209611.0557828;-35.57807855764607
1739209611.0557888;-38.13080360867914
1739209611.0557947;-45.120503652039325
1739209611.0558007;-38.13080360867914
1739209611.0558066;-35.57807855764607
1739209611.0558126;-38.13080360867914
1739209611.0558188;-38.13080360867914
1739209611.0558248;-45.120503652039325
1739209611.0558307;-45.120503652039325
1739209611.0558367;-38.13080360867914
1739209611.0558426;-38.13080360867914
1739209611.0558486;-45.120503652039325
1739209611.0558548;-45.120503652039325
1739209611.0558608;-38.13080360867914
1739209611.0558667;-38.13080360867914
1739209611.0558727;-33.981070128970906
1739209611.0558786;-38.13080360867914
1739209611.0558846;-45.120503652039325
1739209611.0558906;-45.120503652039325
1739209611.0558968;-35.57807855764607
1739209611.0559027;-38.13080360867914
1739209611.0559087;-45.120503652039325
1739209611.0559146;-45.120503652039325
1739209611.0559206;-45.120503652039325
1739209611.0559266;-45.120503652039325
1739209611.0559328;-38.13080360867914
1739209611.0559387;-45.120503652039325
1739209611.0559447;-38.13080360867914
1739209611.0559506;-45.120503652039325
1739209611.0559566;-38.13080360867914
1739209611.0559626;-45.120503652039325
1739209611.0559688;-38.13080360867914
1739209611.0559747;-35.57807855764607
1739209611.0559807;-38.13080360867914
1739209611.0559866;-35.57807855764607
1739209611.0559926;-38.13080360867914
1739209611.0559986;-35.57807855764607
1739209611.0560048;-45.120503652039325
1739209611.0560107;-38.13080360867914
1739209611.0560167;-38.13080360867914
1739209611.0560226;-45.120503652039325
1739209611.0560286;-45.120503652039325
1739209611.0560346;-38.13080360867914
1739209611.0560408;-45.120503652039325
1739209611.0560467;-45.120503652039325
1739209611.0560527;-45.120503652039325
1739209611.0560586;-45.120503652039325
1739209611.0560646;-38.13080360867914
1739209611.0560706;-31.141103565318893
1739209611.0560768;-45.120503652039325
1739209611.0560827;-38.13080360867914
1739209611.0560887;-32.816014438256545
1739209611.0560946;-38.13080360867914
1739209611.0561006;-38.13080360867914
1739209611.0561066;-35.57807855764607
1739209611.0561128;-38.13080360867914
1739209611.0561187;-45.120503652039325
1739209611.0561247;-38.13080360867914
1739209611.0561306;-35.57807855764607
1739209611.0561366;-38.13080360867914
1739209611.0561426;-45.120503652039325
1739209611.0561488;-38.13080360867914
1739209611.0561547;-38.13080360867914
1739209611.0561607;-38.13080360867914
1739209611.0561666;-45.120503652039325
1739209611.0561726;-45.120503652039325
1739209611.0561786;-45.120503652039325
1739209611.0561845;-33.981070128970906
1739209611.0561907;-32.816014438256545
1739209611.0561967;-38.13080360867914
1739209611.0562027;-45.120503652039325
1739209611.0562086;-38.13080360867914
1739209611.0562146;-32.816014438256545
1739209611.0562205;-45.120503652039325
1739209611.0562267;-45.120503652039325
1739209611.0562327;-45.120503652039325
1739209611.0562387;-38.13080360867914
1739209611.0562446;-45.120503652039325
1739209611.0562506;-45.120503652039325
1739209611.0562565;-45.120503652039325
1739209611.0562627;-33.981070128970956
1739209611.0562687;-45.120503652039325
1739209611.0562747;-35.57807855764607
1739209611.0562806;-45.120503652039325
1739209611.0562866;-45.120503652039325
1739209611.0562925;-45.120503652039325
1739209611.0562987;-45.120503652039325
1739209611.0563047;-38.13080360867914
1739209611.0563107;-29.438486411369333
1739209611.0563166;-38.13080360867914
1739209611.0563226;-45.120503652039325
1739209611.0563285;-38.13080360867914
1739209611.0563347;-45.120503652039325
1739209611.0563407;-38.13080360867914
1739209611.0563467;-33.981070128970906
1739209611.0563526;-45.120503652039325
1739209611.0563586;-38.13080360867914
1739209611.0563645;-45.120503652039325
1739209611.0563707;-38.13080360867914
1739209611.0563767;-38.13080360867914
1739209611.0563827;-45.120503652039325
1739209611.0563886;-35.57807855764607
1739209611.0563946;-35.57807855764607
1739209611.0564005;-38.13080360867914
1739209611.0564067;-27.8777449560314
1739209611.0564127;-38.13080360867914
1739209611.0564187;-45.120503652039325
1739209611.0564246;-38.13080360867914
1739209611.0564306;-32.816014438256545
1739209611.0564365;-45.120503652039325
1739209611.0564425;-45.120503652039325
1739209611.0564487;-38.13080360867914
1739209611.0564547;-38.13080360867914
1739209611.0564606;-33.981070128970906
1739209611.0564666;-32.816014438256545
1739209611.0564725;-45.120503652039325
1739209611.0564785;-45.120503652039325
1739209611.0564847;-45.120503652039325
1739209611.0564907;-45.120503652039325
1739209611.0564966;-45.120503652039325
1739209611.0565026;-33.981070128970906
1739209611.0565085;-38.13080360867914
1739209611.0565145;-45.120503652039325
1739209611.0565207;-45.120503652039325
1739209611.0565267;-38.13080360867914
1739209611.0565326;-38.13080360867914
1739209611.0565386;-45.120503652039325
1739209611.0565445;-45.120503652039325
1739209611.0565505;-38.13080360867914
1739209611.0565567;-38.13080360867914
1739209611.0565627;-45.120503652039325
1739209611.0565686;-45.120503652039325
1739209611.0565746;-38.13080360867914
1739209611.0565805;-35.57807855764607
1739209611.0565865;-35.57807855764607
1739209611.0565927;-38.13080360867914
1739209611.0565987;-45.120503652039325
1739209611.0566046;-38.13080360867914
1739209611.0566106;-35.57807855764607
1739209611.0566165;-38.13080360867914
1739209611.0566225;-45.120503652039325
1739209611.0566287;-45.120503652039325
1739209611.0566347;-35.57807855764607
1739209611.0566406;-45.120503652039325
1739209611.0566466;-33.981070128970906
1739209611.0566525;-33.981070128970906
1739209611.0566585;-45.120503652039325
1739209611.0566647;-38.13080360867914
1739209611.0566707;-38.13080360867914
1739209611.0566766;-38.13080360867914
1739209611.0566826;-33.981070128970906
1739209611.0566885;-45.120503652039325
1739209611.0566945;-45.120503652039325
1739209611.0567007;-35.57807855764607
1739209611.0567067;-45.120503652039325
1739209611.0567126;-45.120503652039325
1739209611.0567186;-45.120503652039325
1739209611.0567245;-45.120503652039325
1739209611.0567305;-45.120503652039325
1739209611.0567365;-45.120503652039325
1739209611.0567427;-33.981070128970906
1739209611.0567486;-31.141103565318915
1739209611.0567546;-35.57807855764607
1739209611.0567605;-38.13080360867914
1739209611.0567665;-45.120503652039325
1739209611.0567725;-38.13080360867914
1739209611.0567787;-38.13080360867914
1739209611.0567846;-45.120503652039325
1739209611.0567906;-38.13080360867914
1739209611.0567966;-32.816014438256545
1739209611.0568025;-38.13080360867914
1739209611.0568085;-38.13080360867914
1739209611.0568147;-45.120503652039325
1739209611.0568206;-45.120503652039325
1739209611.0568266;-45.120503652039325
1739209611.0568326;-45.120503652039325
1739209611.0568385;-33.981070128970906
1739209611.0568445;-33.981070128970906
1739209611.0568507;-45.120503652039325
1739209611.0568566;-45.120503652039325
1739209611.0568626;-38.13080360867914
1739209611.0568686;-38.13080360867914
1739209611.0568745;-33.981070128970906
1739209611.0568805;-38.13080360867914
1739209611.0568867;-45.120503652039325
1739209611.0568926;-31.141103565318915
1739209611.0568986;-32.816014438256545
1739209611.0569046;-38.13080360867914
1739209611.0569105;-45.120503652039325
1739209611.0569165;-45.120503652039325
1739209611.0569227;-38.13080360867914
1739209611.0569286;-45.120503652039325
1739209611.0569346;-38.13080360867914
1739209611.0569406;-45.120503652039325
1739209611.0569465;-45.120503652039325
1739209611.0569525;-38.13080360867914
1739209611.0569587;-38.13080360867914
1739209611.0569646;-38.13080360867914
1739209611.0569706;-45.120503652039325
1739209611.0569766;-33.981070128970906
1739209611.0569825;-45.120503652039325
1739209611.0569885;-45.120503652039325
1739209611.0569944;-45.120503652039325
1739209611.0570006;-45.120503652039325
1739209611.0570066;-33.981070128970906
1739209611.0570126;-38.13080360867914
1739209611.0570185;-35.57807855764607
1739209611.0570245;-38.13080360867914
1739209611.0570304;-38.13080360867914
1739209611.0570366;-38.13080360867914
1739209611.0570426;-38.13080360867914
1739209611.0570486;-38.13080360867914
1739209611.0570545;-45.120503652039325
1739209611.0570605;-38.13080360867914
1739209611.0570664;-38.13080360867914
1739209611.0570726;-33.981070128970906
1739209611.0570786;-45.120503652039325
1739209611.0570846;-45.120503652039325
1739209611.0570905;-32.816014438256545
1739209611.0570965;-35.57807855764607
1739209611.0571024;-45.120503652039325
1739209611.0571086;-38.13080360867914
1739209611.0571146;-35.57807855764607
1739209611.0571206;-45.120503652039325
1739209611.0571265;-45.120503652039325
1739209611.0571325;-33.981070128970906
1739209611.0571384;-45.120503652039325
1739209611.0571446;-45.120503652039325
1739209611.0571506;-35.57807855764607
1739209611.0571566;-38.13080360867914
1739209611.0571625;-45.120503652039325
1739209611.0571685;-38.13080360867914
1739209611.0571744;-45.120503652039325
1739209611.0571806;-45.120503652039325
1739209611.0571866;-45.120503652039325
1739209611.0571926;-45.120503652039325
1739209611.0571985;-38.13080360867914
1739209611.0572045;-38.13080360867914
1739209611.0572104;-32.816014438256545
1739209611.0572166;-45.120503652039325
1739209611.0572226;-45.120503652039325
1739209611.0572286;-33.981070128970906
1739209611.0572345;-35.57807855764607
1739209611.0572405;-38.13080360867914
1739209611.0572464;-45.120503652039325
1739209611.0572526;-38.13080360867914
1739209611.0572586;-45.120503652039325
1739209611.0572646;-38.13080360867914
1739209611.0572705;-45.120503652039325
1739209611.0572765;-38.13080360867914
1739209611.0572824;-45.120503652039325
1739209611.0572884;-45.120503652039325
1739209611.0572946;-45.120503652039325
1739209611.0573006;-45.120503652039325
1739209611.0573065;-45.120503652039325
1739209611.0573125;-45.120503652039325
1739209611.0573184;-45.120503652039325
1739209611.0573244;-38.13080360867914
1739209611.0573306;-45.120503652039325
1739209611.0573366;-38.13080360867914
1739209611.0573425;-33.981070128970906
1739209611.0573485;-45.120503652039325
1739209611.0573545;-45.120503652039325
1739209611.0573604;-38.13080360867914
1739209611.0573666;-45.120503652039325
1739209611.0573726;-45.120503652039325
1739209611.0573785;-45.120503652039325
1739209611.0573845;-45.120503652039325
1739209611.0573905;-45.120503652039325
1739209611.0573964;-45.120503652039325
1739209611.0574026;-32.816014438256545
1739209611.0574086;-45.120503652039325
1739209611.0574145;-38.13080360867914
1739209611.0574205;-38.13080360867914
1739209611.0574265;-32.816014438256545
1739209611.0574324;-38.13080360867914
1739209611.0574386;-45.120503652039325
1739209611.0574446;-45.120503652039325
1739209611.0574505;-38.13080360867914
1739209611.0574565;-38.13080360867914
1739209611.0574625;-45.120503652039325
1739209611.0574684;-45.120503652039325
1739209611.0574746;-45.120503652039325
1739209611.0574806;-45.120503652039325
1739209611.0574865;-45.120503652039325
1739209611.0574925;-38.13080360867914
1739209611.0574985;-45.120503652039325
1739209611.0575044;-45.120503652039325
1739209611.0575106;-31.141103565318893
1739209611.0575166;-38.13080360867914
1739209611.0575225;-33.981070128970906
1739209611.0575285;-32.816014438256545
1739209611.0575345;-35.57807855764607
1739209611.0575404;-38.13080360867914
1739209611.0575466;-38.13080360867914
1739209611.0575526;-38.13080360867914
1739209611.0575585;-45.120503652039325
1739209611.0575645;-38.13080360867914
1739209611.0575705;-45.120503652039325
1739209611.0575764;-45.120503652039325
1739209611.0575824;-45.120503652039325
1739209611.0575886;-45.120503652039325
1739209611.0575945;-45.120503652039325
1739209611.0576005;-45.120503652039325
1739209611.0576065;-45.120503652039325
1739209611.0576124;-38.13080360867914
1739209611.0576184;-38.13080360867914
1739209611.0576246;-45.120503652039325
1739209611.0576305;-45.120503652039325
1739209611.0576365;-38.13080360867914
1739209611.0576425;-32.816014438256545
1739209611.0576484;-38.13080360867914
1739209611.0576544;-45.120503652039325
1739209611.0576606;-45.120503652039325
1739209611.0576665;-31.141103565318915
1739209611.0576725;-35.57807855764607
1739209611.0576785;-35.57807855764607
1739209611.0576844;-38.13080360867914
1739209611.0576904;-45.120503652039325
1739209611.0576966;-45.120503652039325
1739209611.0577025;-45.120503652039325
1739209611.0577085;-38.13080360867914
1739209611.0577145;-38.13080360867914
1739209611.0577204;-35.57807855764607
1739209611.0577264;-33.981070128970906
1739209611.0577326;-38.13080360867914
1739209611.0577385;-38.13080360867914
1739209611.0577445;-45.120503652039325
1739209611.0577505;-45.120503652039325
1739209611.0577564;-45.120503652039325
1739209611.0577624;-28.992665084841942
1739209611.0577686;-28.992665084841942
1739209611.0577745;-45.120503652039325
1739209611.0577805;-38.13080360867914
1739209611.0577865;-38.13080360867914
1739209611.0577924;-33.981070128970906
1739209611.0577984;-45.120503652039325
1739209611.0578046;-38.13080360867914
1739209611.0578105;-38.13080360867914
1739209611.0578165;-38.13080360867914
1739209611.0578225;-38.13080360867914
1739209611.0578284;-35.57807855764607
1739209611.0578344;-38.13080360867914
1739209611.0578403;-38.13080360867914
1739209611.0578465;-45.120503652039325
1739209611.0578525;-45.120503652039325
1739209611.0578585;-38.13080360867914
1739209611.0578644;-33.981070128970906
1739209611.0578704;-45.120503652039325
1739209611.0578763;-38.13080360867914
1739209611.0578825;-38.13080360867914
1739209611.0578885;-38.13080360867914
1739209611.0578945;-35.57807855764607
1739209611.0579004;-45.120503652039325
1739209611.0579064;-45.120503652039325
1739209611.0579123;-45.120503652039325
1739209611.0579185;-45.120503652039325
1739209611.0579245;-38.13080360867914
1739209611.0579305;-38.13080360867914
1739209611.0579364;-45.120503652039325
1739209611.0579424;-38.13080360867914
1739209611.0579484;-45.120503652039325
1739209611.0579545;-45.120503652039325
1739209611.0579605;-33.981070128970906
1739209611.0579665;-45.120503652039325
1739209611.0579724;-38.13080360867914
1739209611.0579784;-38.13080360867914
1739209611.0579844;-45.120503652039325
1739209611.0579906;-33.981070128970906
1739209611.0579965;-38.13080360867914
1739209611.0580025;-38.13080360867914
1739209611.0580084;-28.58837851428586
1739209611.0580144;-38.13080360867914
1739209611.0580204;-45.120503652039325
1739209611.0580266;-38.13080360867914
1739209611.0580325;-38.13080360867914
1739209611.0580385;-33.981070128970906
1739209611.0580444;-45.120503652039325
1739209611.0580504;-38.13080360867914
1739209611.0580564;-28.992665084841942
1739209611.0580626;-45.120503652039325
1739209611.0580685;-45.120503652039325
1739209611.0580745;-35.57807855764607
1739209611.0580804;-38.13080360867914
1739209611.0580864;-45.120503652039325
1739209611.0580924;-38.13080360867914
1739209611.0580986;-45.120503652039325
1739209611.0581045;-38.13080360867914
1739209611.0581105;-45.120503652039325
1739209611.0581164;-45.120503652039325
1739209611.0581224;-35.57807855764607
1739209611.0581284;-45.120503652039325
1739209611.0581343;-45.120503652039325
1739209611.0581405;-45.120503652039325
1739209611.0581465;-45.120503652039325
1739209611.0581524;-38.13080360867914
1739209611.0581584;-35.57807855764607
1739209611.0581644;-45.120503652039325
1739209611.0581703;-38.13080360867914
1739209611.0581765;-33.981070128970906
1739209611.0581825;-31.141103565318893
1739209611.0581884;-45.120503652039325
1739209611.0581944;-45.120503652039325
1739209611.0582004;-33.981070128970906
1739209611.0582063;-45.120503652039325
1739209611.0582125;-38.13080360867914
1739209611.0582185;-35.57807855764607
1739209611.0582244;-38.13080360867914
1739209611.0582304;-45.120503652039325
1739209611.0582364;-38.13080360867914
1739209611.0582423;-38.13080360867914
1739209611.0582485;-33.981070128970906
1739209611.0582545;-45.120503652039325
1739209611.0582604;-45.120503652039325
1739209611.0582664;-45.120503652039325
1739209611.0582724;-38.13080360867914
1739209611.0582783;-35.57807855764607
1739209611.0582845;-45.120503652039325
1739209611.0582905;-45.120503652039325
1739209611.0582964;-38.13080360867914
1739209611.0583024;-38.13080360867914
1739209611.0583084;-38.13080360867914
1739209611.0583143;-38.13080360867914
1739209611.0583205;-38.13080360867914
1739209611.0583265;-38.13080360867914
1739209611.0583324;-35.57807855764607
1739209611.0583384;-45.120503652039325
1739209611.0583444;-45.120503652039325
1739209611.0583503;-38.13080360867914
1739209611.0583565;-45.120503652039325
1739209611.0583625;-45.120503652039325
1739209611.0583684;-38.13080360867914
1739209611.0583744;-38.13080360867914
1739209611.0583804;-38.13080360867914
1739209611.0583863;-45.120503652039325
1739209611.0583923;-45.120503652039325
1739209611.0583985;-45.120503652039325
1739209611.0584044;-33.981070128970906
1739209611.0584104;-45.120503652039325
1739209611.0584164;-45.120503652039325
1739209611.0584223;-38.13080360867914
1739209611.0584283;-33.981070128970906
1739209611.0584345;-32.816014438256545
1739209611.0584404;-38.13080360867914
1739209611.0584464;-45.120503652039325
1739209611.0584524;-45.120503652039325
1739209611.0584583;-45.120503652039325
1739209611.0584643;-33.981070128970906
1739209611.0584705;-38.13080360867914
1739209611.0584764;-38.13080360867914
1739209611.0584824;-45.120503652039325
1739209611.0584884;-45.120503652039325
1739209611.0584943;-32.816014438256545
1739209611.0585003;-38.13080360867914
1739209611.0585065;-35.57807855764607
1739209611.0585124;-38.13080360867914
1739209611.0585184;-38.13080360867914
1739209611.0585244;-38.13080360867914
1739209611.0585303;-38.13080360867914
1739209611.0585363;-38.13080360867914
1739209611.0585425;-38.13080360867914
1739209611.0585485;-45.120503652039325
1739209611.0585544;-38.13080360867914
1739209611.0585604;-38.13080360867914
1739209611.0585663;-45.120503652039325
1739209611.0585723;-38.13080360867914
1739209611.0585785;-45.120503652039325
1739209611.0585845;-33.981070128970906
