CAN Message; 0x98:0000e89fdd96d54a
Timestamp;Amplitude
1739209651.9614353;-35.57807855764607
1739209651.9614444;-38.13080360867914
1739209651.9614534;-45.120503652039325
1739209651.9614627;-38.13080360867914
1739209651.9614718;-32.816014438256545
1739209651.9614809;-38.13080360867914
1739209651.96149;-38.13080360867914
1739209651.961499;-38.13080360867914
1739209651.961508;-35.57807855764607
1739209651.9615173;-45.120503652039325
1739209651.9615264;-38.13080360867914
1739209651.9615355;-45.120503652039325
1739209651.9615445;-33.981070128970906
1739209651.9615536;-38.13080360867914
1739209651.9615626;-45.120503652039325
1739209651.9615717;-32.816014438256545
1739209651.961581;-38.13080360867914
1739209651.96159;-35.57807855764607
1739209651.961599;-31.141103565318915
1739209651.9616082;-38.13080360867914
1739209651.9616172;-45.120503652039325
1739209651.9616263;-38.13080360867914
1739209651.9616356;-35.57807855764607
1739209651.9616446;-38.13080360867914
1739209651.9616537;-38.13080360867914
1739209651.9616628;-38.13080360867914
1739209651.9616718;-33.981070128970906
1739209651.961681;-33.981070128970906
1739209651.9616902;-35.57807855764607
1739209651.9616992;-45.120503652039325
1739209651.9617083;-38.13080360867914
1739209651.9617174;-35.57807855764607
1739209651.9617264;-38.13080360867914
1739209651.9617355;-38.13080360867914
1739209651.9617445;-33.981070128970906
1739209651.9617538;-38.13080360867914
1739209651.961763;-45.120503652039325
1739209651.961772;-38.13080360867914
1739209651.961781;-38.13080360867914
1739209651.96179;-38.13080360867914
1739209651.9617991;-45.120503652039325
1739209651.9618084;-38.13080360867914
1739209651.9618175;-38.13080360867914
1739209651.9618266;-33.981070128970906
1739209651.9618356;-38.13080360867914
1739209651.9618447;-38.13080360867914
1739209651.9618537;-45.120503652039325
1739209651.961863;-38.13080360867914
1739209651.961872;-38.13080360867914
1739209651.9618812;-38.13080360867914
1739209651.9618902;-38.13080360867914
1739209651.9618993;-33.981070128970906
1739209651.9619083;-45.120503652039325
1739209651.9619174;-45.120503652039325
1739209651.9619267;-45.120503652039325
1739209651.9619358;-38.13080360867914
1739209651.9619448;-45.120503652039325
1739209651.9619539;-45.120503652039325
1739209651.961963;-38.13080360867914
1739209651.961972;-38.13080360867914
1739209651.9619813;-35.57807855764607
1739209651.9619904;-45.120503652039325
1739209651.9619994;-45.120503652039325
1739209651.9620085;-33.981070128970906
1739209651.9620175;-38.13080360867914
1739209651.9620266;-38.13080360867914
1739209651.9620357;-38.13080360867914
1739209651.962045;-38.13080360867914
1739209651.962054;-45.120503652039325
1739209651.962063;-38.13080360867914
1739209651.9620721;-38.13080360867914
1739209651.9620812;-38.13080360867914
1739209651.9620903;-45.120503652039325
1739209651.9620996;-45.120503652039325
1739209651.9621086;-45.120503652039325
1739209651.9621177;-38.13080360867914
1739209651.9621267;-45.120503652039325
1739209651.9621358;-45.120503652039325
1739209651.9621449;-38.13080360867914
1739209651.962154;-38.13080360867914
1739209651.9621632;-45.120503652039325
1739209651.9621723;-33.981070128970906
1739209651.9621813;-38.13080360867914
1739209651.9621904;-38.13080360867914
1739209651.9621994;-38.13080360867914
1739209651.9622085;-35.57807855764607
1739209651.9622178;-38.13080360867914
1739209651.9622269;-38.13080360867914
1739209651.962236;-45.120503652039325
1739209651.962245;-45.120503652039325
1739209651.962254;-38.13080360867914
1739209651.962263;-31.141103565318915
1739209651.9622724;-45.120503652039325
1739209651.9622815;-45.120503652039325
1739209651.9622905;-38.13080360867914
1739209651.9622996;-38.13080360867914
1739209651.9623086;-45.120503652039325
1739209651.9623177;-45.120503652039325
1739209651.9623268;-38.13080360867914
1739209651.962336;-31.14110356531892
1739209651.9623451;-38.13080360867914
1739209651.9623542;-38.13080360867914
1739209651.9623632;-45.120503652039325
1739209651.9623723;-45.120503652039325
1739209651.9623814;-38.13080360867914
1739209651.9623907;-45.120503652039325
1739209651.9623997;-38.13080360867914
1739209651.9624088;-27.267205301931607
1739209651.9624178;-45.120503652039325
1739209651.962427;-38.13080360867914
1739209651.962436;-35.57807855764607
1739209651.9624453;-38.13080360867914
1739209651.9624543;-45.120503652039325
1739209651.9624634;-45.120503652039325
1739209651.9624724;-38.13080360867914
1739209651.9624815;-35.57807855764607
1739209651.9624906;-45.120503652039325
1739209651.9624996;-35.57807855764607
1739209651.962509;-38.13080360867914
1739209651.962518;-45.120503652039325
1739209651.962527;-45.120503652039325
1739209651.962536;-38.13080360867914
1739209651.9625452;-33.981070128970906
1739209651.9625542;-32.816014438256545
1739209651.9625635;-33.981070128970906
1739209651.9625726;-38.13080360867914
1739209651.9625816;-45.120503652039325
1739209651.9625907;-38.13080360867914
1739209651.9625998;-38.13080360867914
1739209651.9626088;-45.120503652039325
1739209651.9626179;-38.13080360867914
1739209651.9626272;-45.120503652039325
1739209651.9626362;-45.120503652039325
1739209651.9626453;-38.13080360867914
1739209651.9626544;-38.13080360867914
1739209651.9626634;-38.13080360867914
1739209651.9626725;-45.120503652039325
1739209651.9626818;-45.120503652039325
1739209651.9626908;-45.120503652039325
1739209651.9627;-45.120503652039325
1739209651.962709;-45.120503652039325
1739209651.962718;-38.13080360867914
1739209651.962727;-38.13080360867914
1739209651.9627361;-38.13080360867914
1739209651.9627454;-45.120503652039325
1739209651.9627545;-38.13080360867914
1739209651.9627635;-38.13080360867914
1739209651.9627726;-38.13080360867914
1739209651.9627817;-45.120503652039325
1739209651.9627907;-38.13080360867914
1739209651.9628;-45.120503652039325
1739209651.962809;-45.120503652039325
1739209651.9628181;-38.13080360867914
1739209651.9628272;-45.120503652039325
1739209651.9628363;-38.13080360867914
1739209651.9628453;-45.120503652039325
1739209651.9628546;-45.120503652039325
1739209651.9628637;-33.981070128970906
1739209651.9628727;-45.120503652039325
1739209651.9628818;-45.120503652039325
1739209651.9628909;-38.13080360867914
1739209651.9629;-38.13080360867914
1739209651.962909;-45.120503652039325
1739209651.9629183;-30.49652367304973
1739209651.9629273;-29.438486411369333
1739209651.9629364;-45.120503652039325
1739209651.9629455;-45.120503652039325
1739209651.9629545;-35.57807855764607
1739209651.9629636;-35.57807855764607
1739209651.9629729;-38.13080360867914
1739209651.962982;-38.13080360867914
1739209651.962991;-45.120503652039325
1739209651.963;-45.120503652039325
1739209651.963009;-38.13080360867914
1739209651.9630182;-45.120503652039325
1739209651.9630275;-45.120503652039325
1739209651.9630365;-35.57807855764607
1739209651.9630456;-45.120503652039325
1739209651.9630547;-45.120503652039325
1739209651.9630637;-45.120503652039325
1739209651.9630728;-38.13080360867914
1739209651.9630818;-38.13080360867914
1739209651.9630911;-35.57807855764607
1739209651.9631002;-45.120503652039325
1739209651.9631093;-38.13080360867914
1739209651.9631183;-33.981070128970906
1739209651.9631274;-45.120503652039325
1739209651.9631364;-38.13080360867914
1739209651.9631457;-31.141103565318893
1739209651.9631548;-38.13080360867914
1739209651.9631639;-45.120503652039325
1739209651.963173;-38.13080360867914
1739209651.963182;-35.57807855764607
1739209651.963191;-45.120503652039325
1739209651.9632;-45.120503652039325
1739209651.9632094;-45.120503652039325
1739209651.9632185;-45.120503652039325
1739209651.9632275;-38.13080360867914
1739209651.9632366;-45.120503652039325
1739209651.9632456;-38.13080360867914
1739209651.9632547;-38.13080360867914
1739209651.963264;-38.13080360867914
1739209651.963273;-45.120503652039325
1739209651.963282;-38.13080360867914
1739209651.9632912;-32.816014438256545
1739209651.9633002;-38.13080360867914
1739209651.9633093;-38.13080360867914
1739209651.9633183;-45.120503652039325
1739209651.9633276;-38.13080360867914
1739209651.9633367;-45.120503652039325
1739209651.9633458;-45.120503652039325
1739209651.9633548;-45.120503652039325
1739209651.963364;-45.120503652039325
1739209651.963373;-38.13080360867914
1739209651.9707427;-35.57807855764607
1739209651.970744;-38.13080360867914
1739209651.9707448;-45.120503652039325
1739209651.970746;-45.120503652039325
1739209651.970747;-38.13080360867914
1739209651.9707482;-45.120503652039325
1739209651.9707491;-33.981070128970906
1739209651.9707503;-33.981070128970906
1739209651.9707513;-45.120503652039325
1739209651.9707522;-45.120503652039325
1739209651.9707534;-33.981070128970906
1739209651.9707544;-45.120503652039325
1739209651.9707556;-45.120503652039325
1739209651.9707565;-38.13080360867914
1739209651.9707577;-38.13080360867914
1739209651.9707587;-38.13080360867914
1739209651.9707596;-45.120503652039325
1739209651.9707608;-38.13080360867914
1739209651.9707618;-38.13080360867914
1739209651.970763;-45.120503652039325
1739209651.970764;-38.13080360867914
1739209651.970765;-38.13080360867914
1739209651.970766;-33.981070128970906
1739209651.9707673;-33.981070128970906
1739209651.9707682;-38.13080360867914
1739209651.9707692;-38.13080360867914
1739209651.9707704;-33.981070128970906
1739209651.9707713;-38.13080360867914
1739209651.9707725;-45.120503652039325
1739209651.9707735;-38.13080360867914
1739209651.9707747;-32.816014438256545
1739209651.9707756;-45.120503652039325
1739209651.9707768;-45.120503652039325
1739209651.9707778;-35.57807855764607
1739209651.9707787;-35.57807855764607
1739209651.97078;-45.120503652039325
1739209651.9707808;-45.120503652039325
1739209651.970782;-45.120503652039325
1739209651.970783;-33.981070128970906
1739209651.9707842;-33.981070128970906
1739209651.9707851;-45.120503652039325
1739209651.970786;-45.120503652039325
1739209651.9707873;-33.981070128970906
1739209651.9707882;-38.13080360867914
1739209651.9707894;-45.120503652039325
1739209651.9707904;-35.57807855764607
1739209651.9707916;-35.57807855764607
1739209651.9707925;-38.13080360867914
1739209651.9707937;-45.120503652039325
1739209651.9707947;-38.13080360867914
1739209651.9707956;-45.120503652039325
1739209651.9707968;-45.120503652039325
1739209651.9707978;-38.13080360867914
1739209651.970799;-45.120503652039325
1739209651.9708;-45.120503652039325
1739209651.970801;-45.120503652039325
1739209651.970802;-45.120503652039325
1739209651.9708033;-35.57807855764607
1739209651.9708042;-35.57807855764607
1739209651.9708052;-38.13080360867914
1739209651.9708064;-45.120503652039325
1739209651.9708073;-38.13080360867914
1739209651.9708085;-45.120503652039325
1739209651.9708095;-35.57807855764607
1739209651.9708107;-38.13080360867914
1739209651.9708116;-45.120503652039325
1739209651.9708128;-45.120503652039325
1739209651.9708138;-38.13080360867914
1739209651.9708147;-38.13080360867914
1739209651.970816;-45.120503652039325
1739209651.9708169;-45.120503652039325
1739209651.970818;-45.120503652039325
1739209651.970819;-45.120503652039325
1739209651.9708202;-35.57807855764607
1739209651.9708211;-32.816014438256545
1739209651.970822;-45.120503652039325
1739209651.9708233;-45.120503652039325
1739209651.9708242;-45.120503652039325
1739209651.9708254;-45.120503652039325
1739209651.9708264;-32.816014438256545
1739209651.9708276;-31.141103565318893
1739209651.9708285;-38.13080360867914
1739209651.9708297;-38.13080360867914
1739209651.9708307;-38.13080360867914
1739209651.9708316;-45.120503652039325
1739209651.9708328;-45.120503652039325
1739209651.9708338;-38.13080360867914
1739209651.970835;-45.120503652039325
1739209651.970836;-45.120503652039325
1739209651.970837;-38.13080360867914
1739209651.970838;-38.13080360867914
1739209651.9708393;-45.120503652039325
1739209651.9708402;-45.120503652039325
1739209651.9708412;-33.981070128970906
1739209651.9708424;-38.13080360867914
1739209651.9708433;-35.57807855764607
1739209651.9708445;-38.13080360867914
1739209651.9708455;-45.120503652039325
1739209651.9708467;-45.120503652039325
1739209651.9708476;-38.13080360867914
1739209651.9708486;-38.13080360867914
1739209651.9708498;-45.120503652039325
1739209651.9708507;-45.120503652039325
1739209651.970852;-45.120503652039325
1739209651.9708529;-45.120503652039325
1739209651.970854;-45.120503652039325
1739209651.970855;-45.120503652039325
1739209651.9708562;-45.120503652039325
1739209651.9708571;-45.120503652039325
1739209651.970858;-45.120503652039325
1739209651.9708593;-33.981070128970906
1739209651.9708602;-45.120503652039325
1739209651.9708614;-45.120503652039325
1739209651.9708624;-38.13080360867914
1739209651.9708636;-38.13080360867914
1739209651.9708645;-35.57807855764607
1739209651.9708657;-32.816014438256545
1739209651.9708667;-45.120503652039325
1739209651.9708676;-45.120503652039325
1739209651.9708688;-35.57807855764607
1739209651.9708698;-32.816014438256545
1739209651.970871;-45.120503652039325
1739209651.970872;-45.120503652039325
1739209651.970873;-38.13080360867914
1739209651.970874;-38.13080360867914
1739209651.970875;-45.120503652039325
1739209651.9708762;-45.120503652039325
1739209651.9708772;-45.120503652039325
1739209651.9708784;-38.13080360867914
1739209651.9708793;-45.120503652039325
1739209651.9708805;-45.120503652039325
1739209651.9708815;-31.141103565318915
1739209651.9708827;-35.57807855764607
1739209651.9708836;-38.13080360867914
1739209651.9708846;-45.120503652039325
1739209651.9708858;-32.816014438256545
1739209651.9708867;-26.991370085610722
1739209651.970888;-45.120503652039325
1739209651.9708889;-45.120503652039325
1739209651.97089;-45.120503652039325
1739209651.970891;-45.120503652039325
1739209651.9708922;-45.120503652039325
1739209651.9708931;-45.120503652039325
1739209651.970894;-38.13080360867914
1739209651.9708953;-33.981070128970956
1739209651.9708962;-45.120503652039325
1739209651.9708974;-45.120503652039325
1739209651.9708984;-35.57807855764607
1739209651.9708996;-35.57807855764607
1739209651.9709005;-38.13080360867914
1739209651.9709017;-38.13080360867914
1739209651.9709027;-38.13080360867914
1739209651.9709036;-27.267205301931607
1739209651.9709048;-38.13080360867914
1739209651.9709058;-45.120503652039325
1739209651.970907;-38.13080360867914
1739209651.970908;-38.13080360867914
1739209651.970909;-35.57807855764607
1739209651.97091;-45.120503652039325
1739209651.970911;-45.120503652039325
1739209651.9709122;-32.816014438256545
1739209651.9709132;-45.120503652039325
1739209651.9709144;-45.120503652039325
1739209651.9709153;-45.120503652039325
1739209651.9709165;-45.120503652039325
1739209651.9709175;-45.120503652039325
1739209651.9709187;-45.120503652039325
1739209651.9709196;-38.13080360867914
1739209651.9709206;-28.992665084841942
1739209651.9709218;-38.13080360867914
1739209651.9709227;-45.120503652039325
1739209651.970924;-35.57807855764607
1739209651.9709249;-33.981070128970906
1739209651.970926;-38.13080360867914
1739209651.970927;-38.13080360867914
1739209651.9709282;-38.13080360867914
1739209651.9709291;-31.14110356531892
1739209651.97093;-33.981070128970906
1739209651.9709313;-45.120503652039325
1739209651.9709322;-38.13080360867914
1739209651.9709334;-38.13080360867914
1739209651.9709344;-38.13080360867914
1739209651.9709356;-45.120503652039325
1739209651.9709365;-38.13080360867914
1739209651.9709375;-31.141103565318915
1739209651.9709387;-33.981070128970906
1739209651.9709396;-38.13080360867914
1739209651.9709408;-38.13080360867914
1739209651.9709418;-33.981070128970906
1739209651.970943;-38.13080360867914
1739209651.970944;-45.120503652039325
1739209651.9709451;-45.120503652039325
1739209651.970946;-38.13080360867914
1739209651.970947;-38.13080360867914
1739209651.9709482;-45.120503652039325
1739209651.9709492;-45.120503652039325
1739209651.9709504;-38.13080360867914
1739209651.9709513;-45.120503652039325
1739209651.9709525;-38.13080360867914
1739209651.9709535;-45.120503652039325
1739209651.9709547;-38.13080360867914
1739209651.9709556;-38.13080360867914
1739209651.9709566;-45.120503652039325
1739209651.9709578;-45.120503652039325
1739209651.9709587;-38.13080360867914
1739209651.97096;-38.13080360867914
1739209651.9709609;-45.120503652039325
1739209651.970962;-45.120503652039325
1739209651.970963;-45.120503652039325
1739209651.970964;-38.13080360867914
1739209651.9709651;-45.120503652039325
1739209651.970966;-45.120503652039325
1739209651.9709673;-38.13080360867914
1739209651.9633822;-45.120503652039325
1739209651.9633913;-38.13080360867914
1739209651.9634004;-38.13080360867914
1739209651.9634094;-33.981070128970906
1739209651.9634185;-45.120503652039325
1739209651.9634275;-38.13080360867914
1739209651.9634368;-30.49652367304973
1739209651.963446;-38.13080360867914
1739209651.963455;-45.120503652039325
1739209651.963464;-45.120503652039325
1739209651.963473;-38.13080360867914
1739209651.9634821;-33.981070128970906
1739209651.9634912;-38.13080360867914
1739209651.9635005;-33.981070128970906
1739209651.9635096;-38.13080360867914
1739209651.9635186;-38.13080360867914
1739209651.9635277;-45.120503652039325
1739209651.9635367;-38.13080360867914
1739209651.9635458;-38.13080360867914
