CAN Message; 0x1d3:0000cdd7a94b1e66
1739209803.2543402;-45.120503652039325
1739209803.254342;-45.120503652039325
1739209803.254344;-38.13080360867914
1739209803.2543461;-38.13080360867914
1739209803.254348;-33.981070128970906
1739209803.25435;-38.13080360867914
1739209803.2543519;-38.13080360867914
1739209803.2543538;-38.13080360867914
1739209803.254356;-35.57807855764607
1739209803.2543578;-38.13080360867914
1739209803.2543597;-38.13080360867914
1739209803.2543616;-33.981070128970906
1739209803.2543638;-45.120503652039325
1739209803.2543657;-45.120503652039325
1739209803.2543676;-33.981070128970906
1739209803.2543695;-38.13080360867914
1739209803.2543716;-45.120503652039325
1739209803.2543736;-45.120503652039325
1739209803.2543755;-45.120503652039325
1739209803.2543774;-32.816014438256545
1739209803.2543793;-45.120503652039325
1739209803.2543814;-45.120503652039325
1739209803.2543833;-38.13080360867914
1739209803.2543852;-38.13080360867914
1739209803.2543871;-38.13080360867914
1739209803.2543893;-45.120503652039325
1739209803.2543912;-45.120503652039325
1739209803.254393;-45.120503652039325
1739209803.254395;-32.816014438256545
1739209803.254397;-38.13080360867914
1739209803.254399;-45.120503652039325
1739209803.254401;-38.13080360867914
1739209803.2544029;-38.13080360867914
1739209803.2544048;-38.13080360867914
1739209803.254407;-45.120503652039325
1739209803.2544088;-45.120503652039325
1739209803.2544107;-45.120503652039325
1739209803.2544127;-38.13080360867914
1739209803.2544146;-38.13080360867914
1739209803.2544167;-45.120503652039325
1739209803.2544186;-45.120503652039325
1739209803.2544205;-38.13080360867914
1739209803.2544224;-38.13080360867914
1739209803.2544246;-45.120503652039325
1739209803.2544265;-45.120503652039325
1739209803.2544284;-45.120503652039325
1739209803.2544303;-45.120503652039325
1739209803.2544322;-45.120503652039325
1739209803.2544343;-38.13080360867914
1739209803.2544363;-38.13080360867914
1739209803.2544382;-45.120503652039325
1739209803.25444;-45.120503652039325
1739209803.2544422;-30.49652367304973
1739209803.2544441;-32.816014438256545
1739209803.254446;-45.120503652039325
1739209803.254448;-38.13080360867914
1739209803.25445;-38.13080360867914
1739209803.254452;-38.13080360867914
1739209803.254454;-45.120503652039325
1739209803.2544558;-45.120503652039325
1739209803.2544577;-45.120503652039325
1739209803.2544599;-45.120503652039325
1739209803.2544618;-38.13080360867914
1739209803.2544637;-38.13080360867914
1739209803.2544656;-45.120503652039325
1739209803.2544677;-45.120503652039325
1739209803.2544696;-38.13080360867914
1739209803.2544715;-38.13080360867914
1739209803.2544734;-30.49652367304973
1739209803.2544754;-31.141103565318893
1739209803.2544775;-38.13080360867914
1739209803.2544794;-35.57807855764607
1739209803.2544813;-38.13080360867914
1739209803.2544832;-35.57807855764607
1739209803.2544854;-45.120503652039325
1739209803.2544873;-45.120503652039325
1739209803.2544892;-33.981070128970906
1739209803.254491;-45.120503652039325
1739209803.254493;-38.13080360867914
1739209803.2544951;-35.57807855764607
1739209803.254497;-38.13080360867914
1739209803.254499;-38.13080360867914
1739209803.2545009;-38.13080360867914
1739209803.254503;-32.816014438256545
1739209803.254505;-45.120503652039325
1739209803.2545068;-45.120503652039325
1739209803.2545087;-33.981070128970906
1739209803.2545106;-38.13080360867914
1739209803.2545128;-45.120503652039325
1739209803.2545147;-45.120503652039325
1739209803.2545166;-45.120503652039325
1739209803.2545185;-45.120503652039325
1739209803.2545207;-32.816014438256545
1739209803.2545226;-32.816014438256545
1739209803.2545245;-38.13080360867914
1739209803.2545264;-38.13080360867914
1739209803.2545283;-38.13080360867914
1739209803.2545304;-45.120503652039325
1739209803.2545323;-35.57807855764607
1739209803.2545342;-35.57807855764607
1739209803.2545362;-45.120503652039325
1739209803.2545383;-45.120503652039325
1739209803.2545402;-38.13080360867914
1739209803.254542;-27.877744956031414
1739209803.254544;-23.50682362968953
1739209803.2545462;-33.981070128970906
1739209803.254548;-38.13080360867914
1739209803.25455;-25.62660358559016
1739209803.254552;-38.13080360867914
1739209803.2545538;-38.13080360867914
1739209803.254556;-29.438486411369333
1739209803.2545578;-38.13080360867914
1739209803.2545598;-45.120503652039325
1739209803.2545617;-38.13080360867914
1739209803.2545638;-30.49652367304973
1739209803.2545657;-31.141103565318943
1739209803.2545676;-23.273589343863303
1739209803.2545695;-24.746238672633048
1739209803.2545714;-31.141103565318893
1739209803.2545736;-28.21854285175415
1739209803.2545755;-38.13080360867914
1739209803.2545774;-38.13080360867914
1739209803.2545793;-38.13080360867914
1739209803.2545815;-38.13080360867914
1739209803.2545834;-31.141103565318915
1739209803.2545853;-33.981070128970906
1739209803.2545872;-45.120503652039325
1739209803.254589;-26.991370085610722
1739209803.2545912;-26.487275050834715
1739209803.2545931;-30.49652367304976
1739209803.254595;-33.981070128970906
1739209803.254597;-45.120503652039325
1739209803.254599;-28.992665084841942
1739209803.254601;-38.13080360867914
1739209803.254603;-38.13080360867914
1739209803.2546048;-45.120503652039325
1739209803.2546067;-45.120503652039325
1739209803.2546089;-45.120503652039325
1739209803.2546108;-33.981070128970906
1739209803.2546127;-38.13080360867914
1739209803.2546146;-22.175841390423358
1739209803.2546167;-23.50682362968953
1739209803.2546186;-31.141103565318915
1739209803.2546206;-31.141103565318915
1739209803.2546225;-30.49652367304973
1739209803.2546244;-45.120503652039325
1739209803.2546265;-38.13080360867914
1739209803.2546284;-35.57807855764607
1739209803.2546303;-45.120503652039325
1739209803.2546322;-33.981070128970906
1739209803.2546344;-33.981070128970906
1739209803.2546363;-38.13080360867914
1739209803.2546382;-25.826314394896354
1739209803.25464;-20.633440452988484
1739209803.2546422;-27.267205301931607
1739209803.2546442;-33.981070128970906
1739209803.254646;-38.13080360867914
1739209803.254648;-33.981070128970956
1739209803.2546499;-28.992665084841942
1739209803.254652;-32.816014438256545
1739209803.254654;-45.120503652039325
1739209803.2546558;-45.120503652039325
1739209803.2546577;-31.141103565318915
1739209803.25466;-35.57807855764607
1739209803.2546618;-35.57807855764607
1739209803.2546637;-28.992665084841967
1739209803.2546656;-28.58837851428586
1739209803.2546675;-31.14110356531892
1739209803.2546697;-45.120503652039325
1739209803.2546716;-38.13080360867914
1739209803.2546735;-30.49652367304973
1739209803.2546754;-38.13080360867914
1739209803.2546775;-38.13080360867914
1739209803.2546794;-35.57807855764607
1739209803.2546813;-38.13080360867914
1739209803.2546833;-45.120503652039325
1739209803.2546852;-26.991370085610736
1739209803.2546873;-23.273589343863314
1739209803.2546892;-25.826314394896364
1739209803.2546911;-33.981070128970906
1739209803.254693;-45.120503652039325
1739209803.2546952;-38.13080360867914
1739209803.254697;-29.438486411369333
1739209803.254699;-32.816014438256545
1739209803.254701;-38.13080360867914
1739209803.2547028;-35.57807855764607
1739209803.254705;-38.13080360867914
1739209803.2547069;-29.438486411369333
1739209803.2547088;-28.992665084841942
1739209803.2547107;-27.267205301931607
1739209803.2547128;-26.991370085610754
1739209803.2547147;-26.035653463252796
1739209803.2547166;-28.992665084841942
1739209803.2547185;-33.981070128970906
1739209803.2547207;-45.120503652039325
1739209803.2547226;-28.992665084841942
1739209803.2547245;-33.981070128970906
1739209803.2547264;-38.13080360867914
1739209803.2547283;-31.14110356531892
1739209803.2547305;-45.120503652039325
1739209803.2547324;-38.13080360867914
1739209803.2547343;-26.991370085610722
1739209803.2547362;-27.267205301931607
1739209803.2547383;-35.57807855764607
1739209803.2547402;-33.981070128970906
1739209803.2547421;-31.141103565318943
1739209803.254744;-33.981070128970906
1739209803.254746;-38.13080360867914
1739209803.254748;-38.13080360867914
1739209803.25475;-45.120503652039325
1739209803.254752;-45.120503652039325
1739209803.2547538;-38.13080360867914
1739209803.254756;-45.120503652039325
1739209803.254758;-35.57807855764607
1739209803.2547598;-38.13080360867914
1739209803.2547617;-45.120503652039325
1739209803.2547636;-45.120503652039325
1739209803.2547657;-35.57807855764607
1739209803.2547677;-33.981070128970906
1739209803.2547696;-38.13080360867914
1739209803.2547715;-35.57807855764607
1739209803.2547736;-38.13080360867914
1739209803.2547755;-38.13080360867914
1739209803.2547774;-38.13080360867914
1739209803.2547793;-38.13080360867914
1739209803.2547812;-45.120503652039325
1739209803.2547834;-35.57807855764607
1739209803.2547853;-32.816014438256545
1739209803.2547872;-38.13080360867914
1739209803.254789;-45.120503652039325
1739209803.2547913;-32.816014438256545
1739209803.2547932;-35.57807855764607
1739209803.254795;-38.13080360867914
1739209803.254797;-38.13080360867914
1739209803.254799;-38.13080360867914
1739209803.254801;-35.57807855764607
1739209803.254803;-45.120503652039325
1739209803.2548048;-38.13080360867914
1739209803.2548068;-45.120503652039325
1739209803.254809;-45.120503652039325
1739209803.2548108;-35.57807855764607
1739209803.2548127;-35.57807855764607
1739209803.2548146;-38.13080360867914
1739209803.2548168;-45.120503652039325
1739209803.2548187;-35.57807855764607
1739209803.2548206;-45.120503652039325
1739209803.2548225;-32.816014438256545
1739209803.2548244;-35.57807855764607
1739209803.2548265;-45.120503652039325
1739209803.2548285;-45.120503652039325
1739209803.2548304;-38.13080360867914
1739209803.2548323;-45.120503652039325
1739209803.2548344;-38.13080360867914
1739209803.2548363;-45.120503652039325
1739209803.2548382;-38.13080360867914
1739209803.2548401;-35.57807855764607
1739209803.254842;-45.120503652039325
1739209803.2548442;-38.13080360867914
1739209803.254846;-45.120503652039325
1739209803.254848;-38.13080360867914
1739209803.25485;-35.57807855764607
1739209803.254852;-35.57807855764607
1739209803.254854;-38.13080360867914
1739209803.2548559;-45.120503652039325
1739209803.2548578;-35.57807855764607
1739209803.2548597;-45.120503652039325
1739209803.2548618;-45.120503652039325
1739209803.2548637;-38.13080360867914
1739209803.2548656;-38.13080360867914
1739209803.2548676;-45.120503652039325
1739209803.2548697;-35.57807855764607
1739209803.2548716;-31.141103565318893
1739209803.2548735;-45.120503652039325
1739209803.2548754;-45.120503652039325
1739209803.2548773;-38.13080360867914
1739209803.2548795;-38.13080360867914
1739209803.2548814;-35.57807855764607
1739209803.2548833;-45.120503652039325
1739209803.2548852;-35.57807855764607
1739209803.2548873;-29.438486411369333
1739209803.2548892;-45.120503652039325
1739209803.2548912;-38.13080360867914
1739209803.254893;-35.57807855764607
1739209803.254895;-35.57807855764607
1739209803.254897;-45.120503652039325
1739209803.254899;-38.13080360867914
1739209803.254901;-45.120503652039325
1739209803.2549028;-33.981070128970956
1739209803.254905;-38.13080360867914
1739209803.254907;-38.13080360867914
1739209803.2549088;-38.13080360867914
1739209803.2549107;-35.57807855764607
1739209803.2549129;-33.981070128970906
1739209803.2549148;-33.981070128970956
1739209803.2549167;-31.141103565318915
1739209803.2549186;-33.981070128970906
1739209803.2549205;-33.981070128970956
1739209803.2549226;-30.49652367304973
1739209803.2549245;-45.120503652039325
1739209803.2549264;-26.991370085610722
1739209803.2549284;-28.992665084841942
1739209803.2549305;-45.120503652039325
1739209803.2549324;-28.58837851428586
1739209803.2549343;-26.035653463252796
1739209803.2549362;-38.13080360867914
1739209803.2549381;-45.120503652039325
1739209803.2549403;-30.49652367304973
1739209803.2549422;-29.438486411369333
1739209803.254944;-32.816014438256545
1739209803.254946;-25.62660358559016
1739209803.2549481;-35.57807855764607
1739209803.25495;-33.981070128970956
1739209803.254952;-35.57807855764607
1739209803.2549539;-38.13080360867914
1739209803.2549558;-38.13080360867914
1739209803.254958;-25.826314394896354
1739209803.2549598;-45.120503652039325
1739209803.2549617;-31.141103565318893
1739209803.2549636;-22.54371790334745
1739209803.2549658;-38.13080360867914
1739209803.2549677;-38.13080360867914
1739209803.2549696;-45.120503652039325
1739209803.2549715;-27.267205301931607
1739209803.2549734;-33.981070128970956
1739209803.2549756;-38.13080360867914
1739209803.2549775;-33.981070128970906
1739209803.2549794;-38.13080360867914
1739209803.2549813;-31.14110356531892
1739209803.2549834;-31.141103565318915
1739209803.2549853;-33.981070128970906
1739209803.2549872;-23.38864096791655
1739209803.2549891;-45.120503652039325
1739209803.254991;-28.992665084841942
1739209803.2549932;-45.120503652039325
1739209803.254995;-26.991370085610722
1739209803.254997;-26.991370085610722
1739209803.254999;-38.13080360867914
1739209803.255001;-31.141103565318915
1739209803.255003;-38.13080360867914
1739209803.255005;-33.981070128970906
1739209803.2550068;-28.992665084841942
1739209803.255009;-45.120503652039325
1739209803.2550108;-38.13080360867914
1739209803.2550128;-30.49652367304976
1739209803.2550147;-27.8777449560314
1739209803.2550166;-35.57807855764607
1739209803.2550187;-31.141103565318915
1739209803.2550206;-32.816014438256545
1739209803.2550225;-38.13080360867914
1739209803.2550244;-28.58837851428586
1739209803.2550266;-31.141103565318915
1739209803.2550285;-38.13080360867914
1739209803.2550304;-28.58837851428586
1739209803.2550323;-28.992665084841942
1739209803.2550342;-27.877744956031414
1739209803.2550364;-33.981070128970956
1739209803.2550383;-26.991370085610722
1739209803.2550402;-27.267205301931607
1739209803.255042;-38.13080360867914
1739209803.2550442;-35.57807855764607
1739209803.2550461;-27.267205301931607
1739209803.255048;-23.50682362968953
1739209803.25505;-32.816014438256545
1739209803.2550519;-33.981070128970906
1739209803.255054;-38.13080360867914
1739209803.255056;-33.981070128970906
1739209803.2550578;-35.57807855764607
1739209803.2550597;-38.13080360867914
1739209803.2550619;-38.13080360867914
1739209803.2550638;-45.120503652039325
1739209803.2550657;-33.981070128970906
1739209803.2550676;-38.13080360867914
1739209803.2550695;-45.120503652039325
1739209803.2550716;-45.120503652039325
1739209803.2550735;-31.141103565318915
1739209803.2550755;-38.13080360867914
1739209803.2550774;-22.448786368009156
1739209803.2550795;-28.992665084841942
1739209803.2550814;-38.13080360867914
1739209803.2550833;-24.438645034577675
1739209803.2550852;-30.49652367304973
1739209803.2550874;-31.141103565318943
1739209803.2550893;-33.981070128970906
1739209803.2550912;-38.13080360867914
1739209803.255093;-31.141103565318915
1739209803.255095;-28.992665084841942
1739209803.2550972;-32.816014438256545
1739209803.255099;-30.49652367304973
1739209803.255101;-32.816014438256545
1739209803.2551029;-35.57807855764607
1739209803.255105;-27.267205301931607
1739209803.255107;-33.981070128970956
1739209803.2551088;-26.991370085610747
1739209803.2551107;-27.8777449560314
1739209803.2551126;-33.981070128970956
1739209803.2551148;-28.992665084841942
1739209803.2551167;-45.120503652039325
1739209803.2551186;-31.141103565318943
1739209803.2551205;-26.991370085610747
1739209803.2551227;-45.120503652039325
1739209803.2551246;-25.62660358559016
1739209803.2551265;-33.981070128970906
1739209803.2551284;-38.13080360867914
1739209803.2551303;-33.981070128970906
1739209803.2551324;-45.120503652039325
1739209803.2551343;-27.267205301931607
1739209803.2551363;-32.816014438256545
1739209803.2551382;-30.49652367304973
1739209803.2551403;-24.589719217205094
1739209803.2551422;-33.981070128970906
1739209803.2551441;-38.13080360867914
1739209803.255146;-31.141103565318915
1739209803.255148;-31.141103565318915
1739209803.25515;-24.746238672633048
1739209803.255152;-31.141103565318915
1739209803.255154;-45.120503652039325
1739209803.2551558;-24.746238672633048
1739209803.255158;-27.877744956031414
1739209803.2551599;-38.13080360867914
1739209803.2551618;-35.57807855764607
1739209803.2551637;-32.816014438256545
1739209803.2551656;-31.141103565318915
1739209803.2551677;-38.13080360867914
1739209803.2551696;-38.13080360867914
1739209803.2551715;-38.13080360867914
1739209803.2551734;-45.120503652039325
1739209803.2551756;-35.57807855764607
1739209803.2551775;-28.992665084841942
1739209803.2551794;-24.746238672633048
1739209803.2551813;-29.438486411369347
1739209803.2551835;-33.981070128970906
1739209803.2551854;-38.13080360867914
1739209803.2551873;-45.120503652039325
1739209803.2551892;-26.991370085610722
1739209803.255191;-38.13080360867914
1739209803.2551932;-45.120503652039325
1739209803.2551951;-25.826314394896357
1739209803.255197;-30.49652367304976
1739209803.255199;-45.120503652039325
1739209803.255201;-45.120503652039325
1739209803.255203;-28.992665084841967
1739209803.255205;-31.141103565318915
1739209803.2552068;-28.58837851428586
1739209803.2552087;-31.141103565318915
1739209803.2552109;-45.120503652039325
1739209803.2552128;-45.120503652039325
1739209803.2552147;-32.816014438256545
1739209803.2552166;-31.141103565318915
1739209803.2552187;-31.141103565318943
1739209803.2552207;-45.120503652039325
1739209803.2552226;-38.13080360867914
1739209803.2552245;-45.120503652039325
1739209803.2552264;-35.57807855764607
1739209803.2552285;-45.120503652039325
1739209803.2552304;-38.13080360867914
1739209803.2552323;-32.816014438256545
1739209803.2552342;-45.120503652039325
1739209803.2552364;-33.981070128970906
1739209803.2552383;-26.991370085610736
1739209803.2552402;-35.57807855764607
1739209803.255242;-33.981070128970906
1739209803.255244;-29.438486411369333
1739209803.2552462;-33.981070128970906
1739209803.255248;-31.141103565318915
1739209803.25525;-45.120503652039325
1739209803.255252;-28.992665084841942
1739209803.255254;-31.14110356531892
1739209803.255256;-32.816014438256545
1739209803.2552578;-33.981070128970956
1739209803.2552598;-28.992665084841942
1739209803.2552617;-28.58837851428586
1739209803.2552638;-33.981070128970956
1739209803.2552657;-28.992665084841942
1739209803.2552676;-38.13080360867914
1739209803.2552695;-30.49652367304976
1739209803.2552717;-28.992665084841942
1739209803.2552736;-25.077289914212862
1739209803.2552755;-27.267205301931607
1739209803.2552774;-45.120503652039325
1739209803.2552795;-29.438486411369333
1739209803.2552814;-31.141103565318915
1739209803.2552834;-31.141103565318915
1739209803.2552853;-31.141103565318915
1739209803.2552872;-45.120503652039325
1739209803.2552893;-45.120503652039325
1739209803.2552912;-30.49652367304973
1739209803.2552931;-28.992665084841942
1739209803.255295;-28.21854285175415
1739209803.2552972;-38.13080360867914
1739209803.255299;-33.981070128970906
1739209803.255301;-25.826314394896357
1739209803.255303;-45.120503652039325
1739209803.2553048;-25.826314394896354
1739209803.255307;-31.141103565318915
1739209803.2553089;-35.57807855764607
1739209803.2553108;-33.981070128970906
1739209803.2553127;-25.62660358559016
1739209803.2553148;-25.077289914212862
1739209803.2553167;-35.57807855764607
1739209803.2553186;-31.141103565318893
1739209803.2553205;-35.57807855764607
1739209803.2553225;-28.992665084841942
1739209803.2553246;-32.816014438256545
1739209803.2553265;-38.13080360867914
1739209803.2553284;-38.13080360867914
1739209803.2553303;-27.267205301931607
1739209803.2553325;-29.438486411369333
1739209803.2553344;-31.141103565318893
1739209803.2553363;-33.981070128970906
1739209803.2553382;-31.141103565318915
1739209803.25534;-45.120503652039325
1739209803.2553422;-45.120503652039325
1739209803.2553442;-29.438486411369354
1739209803.255346;-28.588378514285886
1739209803.255348;-33.981070128970956
1739209803.25535;-28.21854285175415
1739209803.255352;-31.141103565318943
1739209803.255354;-33.981070128970906
1739209803.2553558;-22.54371790334745
1739209803.2553577;-31.141103565318943
1739209803.25536;-28.992665084841942
1739209803.2553618;-33.981070128970906
1739209803.2553637;-25.62660358559016
1739209803.2553656;-23.38864096791655
1739209803.2553678;-28.992665084841942
1739209803.2553697;-45.120503652039325
1739209803.2553716;-38.13080360867914
1739209803.2553735;-33.981070128970906
1739209803.2553756;-45.120503652039325
1739209803.2553775;-31.141103565318915
1739209803.2553794;-28.992665084841942
1739209803.2553813;-45.120503652039325
1739209803.2553833;-31.141103565318915
1739209803.2553854;-45.120503652039325
1739209803.2553873;-26.991370085610736
1739209803.2553892;-25.826314394896357
1739209803.2553911;-35.57807855764607
1739209803.2553933;-31.14110356531892
1739209803.2553952;-31.141103565318943
1739209803.255397;-32.816014438256545
1739209803.255399;-29.438486411369333
1739209803.255401;-31.141103565318915
1739209803.255403;-35.57807855764607
1739209803.255405;-45.120503652039325
1739209803.2554069;-31.141103565318915
1739209803.2554088;-25.826314394896357
1739209803.255411;-30.49652367304976
1739209803.2554128;-45.120503652039325
1739209803.2554147;-38.13080360867914
1739209803.2554166;-45.120503652039325
1739209803.2554185;-45.120503652039325
1739209803.2554207;-45.120503652039325
1739209803.2554226;-38.13080360867914
1739209803.2554245;-38.13080360867914
1739209803.2554264;-38.13080360867914
1739209803.2554286;-45.120503652039325
1739209803.2554305;-45.120503652039325
1739209803.2554324;-38.13080360867914
1739209803.2554343;-45.120503652039325
1739209803.2554362;-45.120503652039325
1739209803.2554383;-45.120503652039325
1739209803.2554402;-38.13080360867914
1739209803.2554421;-38.13080360867914
1739209803.255444;-45.120503652039325
1739209803.2554462;-45.120503652039325
1739209803.255448;-45.120503652039325
1739209803.25545;-33.981070128970906
1739209803.255452;-45.120503652039325
1739209803.255454;-45.120503652039325
1739209803.255456;-45.120503652039325
1739209803.2554579;-38.13080360867914
1739209803.2554598;-45.120503652039325
1739209803.2554617;-45.120503652039325
1739209803.2554638;-38.13080360867914
1739209803.2554657;-33.981070128970906
1739209803.2554677;-32.816014438256545
1739209803.2554696;-45.120503652039325
1739209803.2554717;-45.120503652039325
1739209803.2554736;-33.981070128970906
1739209803.2554755;-45.120503652039325
1739209803.2554774;-45.120503652039325
1739209803.2554793;-45.120503652039325
1739209803.2554815;-38.13080360867914
1739209803.2554834;-33.981070128970906
1739209803.2554853;-38.13080360867914
1739209803.2554872;-45.120503652039325
1739209803.2554893;-45.120503652039325
1739209803.2554913;-45.120503652039325
1739209803.2554932;-45.120503652039325
1739209803.255495;-45.120503652039325
1739209803.255497;-32.816014438256545
1739209803.2554991;-32.816014438256545
1739209803.255501;-45.120503652039325
1739209803.255503;-38.13080360867914
1739209803.2555048;-45.120503652039325
1739209803.255507;-45.120503652039325
1739209803.255509;-45.120503652039325
1739209803.2555108;-38.13080360867914
1739209803.2555127;-38.13080360867914
1739209803.2555146;-38.13080360867914
1739209803.2555168;-38.13080360867914
1739209803.2555187;-35.57807855764607
1739209803.2555206;-35.57807855764607
1739209803.2555225;-38.13080360867914
1739209803.2555246;-38.13080360867914
1739209803.2555265;-45.120503652039325
1739209803.2555285;-33.981070128970906
1739209803.2555304;-45.120503652039325
1739209803.2555323;-45.120503652039325
1739209803.2555344;-45.120503652039325
1739209803.2555363;-35.57807855764607
1739209803.2555382;-35.57807855764607
1739209803.2555401;-38.13080360867914
1739209803.2555423;-38.13080360867914
1739209803.2555442;-45.120503652039325
1739209803.255546;-38.13080360867914
1739209803.255548;-45.120503652039325
1739209803.2555501;-45.120503652039325
1739209803.255552;-45.120503652039325
1739209803.255554;-45.120503652039325
1739209803.2555559;-38.13080360867914
1739209803.2555578;-45.120503652039325
1739209803.25556;-38.13080360867914
1739209803.2555618;-45.120503652039325
1739209803.2555637;-38.13080360867914
1739209803.2555656;-45.120503652039325
1739209803.2555678;-38.13080360867914
1739209803.2555697;-38.13080360867914
1739209803.2555716;-38.13080360867914
1739209803.2555735;-38.13080360867914
1739209803.2555754;-45.120503652039325
1739209803.2555776;-35.57807855764607
1739209803.2555795;-45.120503652039325
1739209803.2555814;-45.120503652039325
1739209803.2555833;-45.120503652039325
1739209803.2555854;-45.120503652039325
1739209803.2555873;-45.120503652039325
1739209803.2555892;-38.13080360867914
1739209803.2555912;-45.120503652039325
1739209803.255593;-45.120503652039325
1739209803.2555952;-45.120503652039325
1739209803.255597;-45.120503652039325
1739209803.255599;-45.120503652039325
1739209803.255601;-45.120503652039325
1739209803.255603;-38.13080360867914
1739209803.255605;-45.120503652039325
1739209803.255607;-35.57807855764607
1739209803.2556088;-32.816014438256545
1739209803.2556107;-45.120503652039325
1739209803.2556129;-45.120503652039325
1739209803.2556148;-35.57807855764607
1739209803.2556167;-26.487275050834715
1739209803.2556186;-45.120503652039325
1739209803.2556207;-45.120503652039325
1739209803.2556226;-38.13080360867914
1739209803.2556245;-35.57807855764607
1739209803.2556264;-38.13080360867914
1739209803.2556283;-38.13080360867914
1739209803.2556305;-38.13080360867914
1739209803.2556324;-38.13080360867914
1739209803.2556343;-38.13080360867914
1739209803.2556362;-38.13080360867914
1739209803.2556384;-45.120503652039325
1739209803.2556403;-45.120503652039325
1739209803.2556422;-45.120503652039325
1739209803.255644;-38.13080360867914
1739209803.2556462;-35.57807855764607
1739209803.2556481;-32.816014438256545
1739209803.25565;-45.120503652039325
1739209803.255652;-45.120503652039325
1739209803.2556539;-38.13080360867914
1739209803.255656;-45.120503652039325
1739209803.255658;-33.981070128970906
1739209803.2556598;-38.13080360867914
1739209803.2556617;-45.120503652039325
1739209803.2556639;-45.120503652039325
1739209803.2556658;-38.13080360867914
1739209803.2556677;-38.13080360867914
1739209803.2556696;-45.120503652039325
1739209803.2556715;-45.120503652039325
1739209803.2556736;-38.13080360867914
1739209803.2556756;-38.13080360867914
1739209803.2556775;-45.120503652039325
1739209803.2556794;-38.13080360867914
1739209803.2556815;-38.13080360867914
1739209803.2556834;-38.13080360867914
1739209803.2556853;-45.120503652039325
1739209803.2556872;-45.120503652039325
1739209803.2556891;-38.13080360867914
1739209803.2556913;-38.13080360867914
1739209803.2556932;-45.120503652039325
1739209803.255695;-27.267205301931607
1739209803.255697;-33.981070128970906
1739209803.2556992;-38.13080360867914
1739209803.255701;-38.13080360867914
1739209803.255703;-32.816014438256545
1739209803.2557049;-38.13080360867914
1739209803.2557068;-38.13080360867914
1739209803.255709;-45.120503652039325
1739209803.2557108;-38.13080360867914
1739209803.2557127;-38.13080360867914
1739209803.2557147;-33.981070128970906
1739209803.2557168;-45.120503652039325
1739209803.2557187;-45.120503652039325
1739209803.2557206;-38.13080360867914
1739209803.2557225;-45.120503652039325
1739209803.2557244;-38.13080360867914
1739209803.2557266;-38.13080360867914
1739209803.2557285;-38.13080360867914
1739209803.2557304;-45.120503652039325
1739209803.2557323;-35.57807855764607
1739209803.2557344;-35.57807855764607
1739209803.2557364;-45.120503652039325
1739209803.2557383;-45.120503652039325
1739209803.2557402;-38.13080360867914
1739209803.2557423;-33.981070128970906
1739209803.2557442;-38.13080360867914
1739209803.2557461;-45.120503652039325
1739209803.255748;-38.13080360867914
1739209803.25575;-35.57807855764607
1739209803.255752;-38.13080360867914
1739209803.255754;-45.120503652039325
1739209803.255756;-45.120503652039325
