CAN Message; 0x24:0cccc8e7fde1771b
1739209728.508483;-45.120503652039325
1739209728.508489;-45.120503652039325
1739209728.5084946;-45.120503652039325
1739209728.5085006;-45.120503652039325
1739209728.5085065;-38.13080360867914
1739209728.5085123;-45.120503652039325
1739209728.5085182;-45.120503652039325
1739209728.5085242;-38.13080360867914
1739209728.50853;-38.13080360867914
1739209728.5085359;-45.120503652039325
1739209728.5085418;-38.13080360867914
1739209728.5085475;-35.57807855764607
1739209728.5085535;-38.13080360867914
1739209728.5085595;-45.120503652039325
1739209728.5085652;-38.13080360867914
1739209728.5085711;-45.120503652039325
1739209728.508577;-45.120503652039325
1739209728.5085828;-45.120503652039325
1739209728.5085888;-38.13080360867914
1739209728.5085948;-45.120503652039325
1739209728.5086005;-45.120503652039325
1739209728.5086064;-38.13080360867914
1739209728.5086124;-38.13080360867914
1739209728.508618;-38.13080360867914
1739209728.508624;-38.13080360867914
1739209728.50863;-45.120503652039325
1739209728.5086358;-38.13080360867914
1739209728.5086417;-45.120503652039325
1739209728.5086477;-38.13080360867914
1739209728.5086534;-45.120503652039325
1739209728.5086594;-45.120503652039325
1739209728.5086653;-45.120503652039325
1739209728.508671;-38.13080360867914
1739209728.508677;-38.13080360867914
1739209728.508683;-33.981070128970906
1739209728.5086887;-45.120503652039325
1739209728.5086946;-28.992665084841942
1739209728.5087006;-32.816014438256545
1739209728.5087063;-38.13080360867914
1739209728.5087123;-38.13080360867914
1739209728.5087183;-33.981070128970906
1739209728.508724;-38.13080360867914
1739209728.50873;-38.13080360867914
1739209728.508736;-45.120503652039325
1739209728.5087416;-38.13080360867914
1739209728.5087476;-38.13080360867914
1739209728.5087535;-38.13080360867914
1739209728.5087593;-45.120503652039325
1739209728.5087652;-38.13080360867914
1739209728.5087712;-32.816014438256545
1739209728.508777;-45.120503652039325
1739209728.5087829;-45.120503652039325
1739209728.5087888;-38.13080360867914
1739209728.5087945;-35.57807855764607
1739209728.5088005;-38.13080360867914
1739209728.5088065;-38.13080360867914
1739209728.5088122;-38.13080360867914
1739209728.5088181;-32.816014438256545
1739209728.508824;-38.13080360867914
1739209728.5088298;-45.120503652039325
1739209728.5088358;-31.141103565318915
1739209728.5088415;-45.120503652039325
1739209728.5088475;-38.13080360867914
1739209728.5088534;-38.13080360867914
1739209728.5088592;-38.13080360867914
1739209728.508865;-32.816014438256545
1739209728.508871;-45.120503652039325
1739209728.5088768;-38.13080360867914
1739209728.5088828;-30.49652367304973
1739209728.5088887;-38.13080360867914
1739209728.5088944;-45.120503652039325
1739209728.5089004;-45.120503652039325
1739209728.5089064;-45.120503652039325
1739209728.508912;-45.120503652039325
1739209728.508918;-45.120503652039325
1739209728.508924;-45.120503652039325
1739209728.5089297;-28.58837851428586
1739209728.5089357;-45.120503652039325
1739209728.5089417;-38.13080360867914
1739209728.5089474;-45.120503652039325
1739209728.5089533;-38.13080360867914
1739209728.5089593;-45.120503652039325
1739209728.508965;-45.120503652039325
1739209728.508971;-45.120503652039325
1739209728.508977;-38.13080360867914
1739209728.5089827;-45.120503652039325
1739209728.5089886;-45.120503652039325
1739209728.5089946;-35.57807855764607
1739209728.5090003;-45.120503652039325
1739209728.5090063;-38.13080360867914
1739209728.5090122;-38.13080360867914
1739209728.509018;-38.13080360867914
1739209728.509024;-31.141103565318915
1739209728.5090299;-35.57807855764607
1739209728.5090356;-35.57807855764607
1739209728.5090415;-38.13080360867914
1739209728.5090475;-45.120503652039325
1739209728.5090532;-45.120503652039325
1739209728.5090592;-45.120503652039325
1739209728.5090652;-45.120503652039325
1739209728.5090709;-38.13080360867914
1739209728.5090768;-38.13080360867914
1739209728.5090828;-45.120503652039325
1739209728.5090885;-45.120503652039325
1739209728.5090945;-38.13080360867914
1739209728.5091004;-38.13080360867914
1739209728.5091062;-45.120503652039325
1739209728.5091121;-38.13080360867914
1739209728.509118;-35.57807855764607
1739209728.5091238;-45.120503652039325
1739209728.5091298;-38.13080360867914
1739209728.5091357;-35.57807855764607
1739209728.5091414;-38.13080360867914
1739209728.5091474;-45.120503652039325
1739209728.5091534;-38.13080360867914
1739209728.509159;-35.57807855764607
1739209728.509165;-28.992665084841942
1739209728.509171;-33.981070128970906
1739209728.5091767;-45.120503652039325
1739209728.5091827;-35.57807855764607
1739209728.5091884;-38.13080360867914
1739209728.5091944;-45.120503652039325
1739209728.5092003;-45.120503652039325
1739209728.509206;-32.816014438256545
1739209728.509212;-45.120503652039325
1739209728.509218;-45.120503652039325
1739209728.5092237;-38.13080360867914
1739209728.5092297;-45.120503652039325
1739209728.5092356;-38.13080360867914
1739209728.5092413;-38.13080360867914
1739209728.5092473;-38.13080360867914
1739209728.5092533;-38.13080360867914
1739209728.509259;-38.13080360867914
1739209728.509265;-38.13080360867914
1739209728.509271;-45.120503652039325
1739209728.5092766;-38.13080360867914
1739209728.5092826;-45.120503652039325
1739209728.5092885;-45.120503652039325
1739209728.5092943;-45.120503652039325
1739209728.5093002;-45.120503652039325
1739209728.5093062;-45.120503652039325
1739209728.509312;-45.120503652039325
1739209728.5093179;-45.120503652039325
1739209728.5093238;-45.120503652039325
1739209728.5093296;-33.981070128970906
1739209728.5093355;-33.981070128970906
1739209728.5093415;-45.120503652039325
1739209728.5093472;-38.13080360867914
1739209728.5093532;-45.120503652039325
1739209728.5093591;-38.13080360867914
1739209728.5093648;-38.13080360867914
1739209728.5093708;-45.120503652039325
1739209728.5093768;-45.120503652039325
1739209728.5093825;-33.981070128970906
1739209728.5093884;-38.13080360867914
1739209728.5093944;-45.120503652039325
1739209728.5094001;-33.981070128970906
1739209728.509406;-30.49652367304973
1739209728.509412;-45.120503652039325
1739209728.5094178;-38.13080360867914
1739209728.5094237;-32.816014438256545
1739209728.5094297;-38.13080360867914
1739209728.5094354;-45.120503652039325
1739209728.5094414;-45.120503652039325
1739209728.5094473;-45.120503652039325
1739209728.509453;-38.13080360867914
1739209728.509459;-33.981070128970906
1739209728.509465;-45.120503652039325
1739209728.5094707;-45.120503652039325
1739209728.5094767;-35.57807855764607
1739209728.5094826;-45.120503652039325
1739209728.5094883;-45.120503652039325
1739209728.5094943;-45.120503652039325
1739209728.5095003;-38.13080360867914
1739209728.509506;-33.981070128970906
1739209728.509512;-45.120503652039325
1739209728.509518;-45.120503652039325
1739209728.5095236;-45.120503652039325
1739209728.5095296;-33.981070128970906
1739209728.5095356;-45.120503652039325
1739209728.5095413;-45.120503652039325
1739209728.5095472;-45.120503652039325
1739209728.509553;-33.981070128970906
1739209728.509559;-45.120503652039325
1739209728.5095649;-45.120503652039325
1739209728.5095706;-32.816014438256545
1739209728.5095766;-45.120503652039325
1739209728.5095825;-38.13080360867914
1739209728.5095882;-38.13080360867914
1739209728.5095942;-38.13080360867914
1739209728.5096002;-32.816014438256545
1739209728.509606;-38.13080360867914
1739209728.5096118;-38.13080360867914
1739209728.5096178;-33.981070128970906
1739209728.5096235;-38.13080360867914
1739209728.5096295;-45.120503652039325
1739209728.5096354;-38.13080360867914
1739209728.5096412;-38.13080360867914
1739209728.5096471;-45.120503652039325
1739209728.509653;-38.13080360867914
1739209728.5096588;-45.120503652039325
1739209728.5096648;-38.13080360867914
1739209728.5096707;-38.13080360867914
1739209728.5096765;-33.981070128970906
1739209728.5096824;-38.13080360867914
1739209728.5096884;-38.13080360867914
1739209728.509694;-33.981070128970906
1739209728.5097;-45.120503652039325
1739209728.509706;-45.120503652039325
1739209728.5097117;-45.120503652039325
1739209728.5097177;-35.57807855764607
1739209728.5097237;-35.57807855764607
1739209728.5097294;-38.13080360867914
1739209728.5097353;-38.13080360867914
1739209728.5097413;-38.13080360867914
1739209728.509747;-38.13080360867914
1739209728.509753;-45.120503652039325
1739209728.509759;-38.13080360867914
1739209728.5097647;-38.13080360867914
1739209728.5097706;-38.13080360867914
1739209728.5097766;-45.120503652039325
1739209728.5097823;-45.120503652039325
1739209728.5097883;-38.13080360867914
1739209728.5097942;-38.13080360867914
1739209728.5098;-45.120503652039325
1739209728.509806;-38.13080360867914
1739209728.5098119;-38.13080360867914
1739209728.5098176;-32.816014438256545
1739209728.5098236;-45.120503652039325
1739209728.5098295;-45.120503652039325
1739209728.5098352;-38.13080360867914
1739209728.5098412;-35.57807855764607
1739209728.5098472;-38.13080360867914
1739209728.509853;-38.13080360867914
1739209728.5098588;-38.13080360867914
1739209728.5098648;-38.13080360867914
1739209728.5098705;-38.13080360867914
1739209728.5098765;-38.13080360867914
1739209728.5098825;-38.13080360867914
1739209728.5098882;-45.120503652039325
1739209728.5098941;-38.13080360867914
1739209728.5098999;-32.816014438256545
1739209728.5099058;-38.13080360867914
1739209728.5099118;-45.120503652039325
1739209728.5099175;-38.13080360867914
1739209728.5099235;-38.13080360867914
1739209728.5099294;-33.981070128970906
1739209728.5099351;-38.13080360867914
1739209728.509941;-38.13080360867914
1739209728.509947;-45.120503652039325
1739209728.5099528;-45.120503652039325
1739209728.5099587;-45.120503652039325
1739209728.5099647;-38.13080360867914
1739209728.5099704;-38.13080360867914
1739209728.5099764;-31.141103565318915
1739209728.5099823;-45.120503652039325
1739209728.509988;-45.120503652039325
1739209728.509994;-45.120503652039325
1739209728.51;-45.120503652039325
1739209728.5100057;-45.120503652039325
1739209728.5100117;-38.13080360867914
1739209728.5100176;-35.57807855764607
1739209728.5100234;-29.438486411369347
1739209728.5100293;-45.120503652039325
1739209728.5100353;-38.13080360867914
1739209728.510041;-35.57807855764607
1739209728.510047;-33.981070128970906
1739209728.510053;-45.120503652039325
1739209728.5100586;-38.13080360867914
1739209728.5100646;-35.57807855764607
1739209728.5100706;-33.981070128970906
1739209728.5100763;-45.120503652039325
1739209728.5100822;-45.120503652039325
1739209728.5100882;-35.57807855764607
1739209728.510094;-45.120503652039325
1739209728.5101;-45.120503652039325
1739209728.5101058;-35.57807855764607
1739209728.5101116;-38.13080360867914
1739209728.5101175;-38.13080360867914
1739209728.5101235;-45.120503652039325
1739209728.5101292;-45.120503652039325
1739209728.5101352;-38.13080360867914
1739209728.5101411;-38.13080360867914
1739209728.5101469;-45.120503652039325
1739209728.5101528;-45.120503652039325
1739209728.5101588;-38.13080360867914
1739209728.5101645;-38.13080360867914
1739209728.5101705;-45.120503652039325
1739209728.5101764;-35.57807855764607
1739209728.5101821;-38.13080360867914
1739209728.510188;-38.13080360867914
1739209728.510194;-45.120503652039325
1739209728.5101998;-38.13080360867914
1739209728.5102057;-45.120503652039325
1739209728.5102117;-31.141103565318915
1739209728.5102174;-32.816014438256545
1739209728.5102234;-45.120503652039325
1739209728.5102293;-35.57807855764607
1739209728.510235;-32.816014438256545
1739209728.510241;-38.13080360867914
1739209728.510247;-45.120503652039325
1739209728.5102527;-35.57807855764607
1739209728.5102587;-32.81601443825658
1739209728.5102644;-45.120503652039325
1739209728.5102704;-38.13080360867914
1739209728.5102763;-38.13080360867914
1739209728.510282;-38.13080360867914
1739209728.510288;-45.120503652039325
1739209728.510294;-38.13080360867914
1739209728.5102997;-38.13080360867914
1739209728.5103056;-38.13080360867914
1739209728.5103116;-38.13080360867914
1739209728.5103173;-45.120503652039325
1739209728.5103233;-38.13080360867914
1739209728.5103292;-38.13080360867914
1739209728.510335;-45.120503652039325
1739209728.510341;-35.57807855764607
1739209728.510347;-35.57807855764607
1739209728.5103526;-38.13080360867914
1739209728.5103586;-38.13080360867914
1739209728.5103645;-45.120503652039325
1739209728.5103703;-45.120503652039325
1739209728.5103762;-38.13080360867914
1739209728.5103822;-38.13080360867914
1739209728.510388;-45.120503652039325
1739209728.5103939;-38.13080360867914
1739209728.5103998;-45.120503652039325
1739209728.5104055;-45.120503652039325
1739209728.5104115;-45.120503652039325
1739209728.5104175;-45.120503652039325
1739209728.5104232;-45.120503652039325
1739209728.5104291;-33.981070128970906
1739209728.510435;-33.981070128970906
1739209728.5104408;-45.120503652039325
1739209728.5104468;-38.13080360867914
1739209728.5104527;-38.13080360867914
1739209728.5104585;-38.13080360867914
1739209728.5104644;-38.13080360867914
1739209728.5104704;-38.13080360867914
1739209728.510476;-45.120503652039325
1739209728.510482;-45.120503652039325
1739209728.510488;-45.120503652039325
1739209728.5104938;-45.120503652039325
1739209728.5104997;-45.120503652039325
1739209728.5105057;-45.120503652039325
1739209728.5105114;-45.120503652039325
1739209728.5105174;-38.13080360867914
1739209728.5105233;-35.57807855764607
1739209728.510529;-45.120503652039325
1739209728.510535;-38.13080360867914
1739209728.510541;-38.13080360867914
1739209728.5105467;-45.120503652039325
1739209728.5105526;-38.13080360867914
1739209728.5105586;-45.120503652039325
1739209728.5105643;-45.120503652039325
1739209728.5105703;-38.13080360867914
1739209728.5105762;-38.13080360867914
1739209728.510582;-45.120503652039325
1739209728.510588;-38.13080360867914
1739209728.510594;-45.120503652039325
1739209728.5105996;-45.120503652039325
1739209728.5106056;-45.120503652039325
1739209728.5106113;-33.981070128970906
1739209728.5106173;-33.981070128970906
1739209728.5106232;-45.120503652039325
1739209728.510629;-45.120503652039325
1739209728.510635;-45.120503652039325
1739209728.5106409;-33.981070128970906
1739209728.5106466;-35.57807855764607
1739209728.5106525;-38.13080360867914
1739209728.5106585;-45.120503652039325
1739209728.5106642;-38.13080360867914
1739209728.5106702;-35.57807855764607
1739209728.5106761;-38.13080360867914
1739209728.5106819;-38.13080360867914
1739209728.5106878;-45.120503652039325
1739209728.5106938;-38.13080360867914
1739209728.5106995;-35.57807855764607
1739209728.5107055;-38.13080360867914
1739209728.5107114;-45.120503652039325
1739209728.5107172;-45.120503652039325
1739209728.510723;-38.13080360867914
1739209728.510729;-45.120503652039325
1739209728.5107348;-38.13080360867914
1739209728.5107408;-35.57807855764607
1739209728.5107467;-38.13080360867914
1739209728.5107524;-38.13080360867914
1739209728.5107584;-35.57807855764607
1739209728.5107644;-38.13080360867914
1739209728.51077;-45.120503652039325
1739209728.510776;-38.13080360867914
1739209728.510782;-45.120503652039325
1739209728.5107877;-38.13080360867914
1739209728.5107937;-35.57807855764607
1739209728.5107996;-45.120503652039325
1739209728.5108054;-45.120503652039325
1739209728.5108113;-45.120503652039325
1739209728.5108173;-32.816014438256545
1739209728.510823;-45.120503652039325
1739209728.510829;-45.120503652039325
1739209728.510835;-38.13080360867914
1739209728.5108407;-38.13080360867914
1739209728.5108466;-38.13080360867914
1739209728.5108526;-38.13080360867914
1739209728.5108583;-35.57807855764607
1739209728.5108643;-38.13080360867914
1739209728.5108702;-45.120503652039325
1739209728.510876;-45.120503652039325
1739209728.510882;-32.816014438256545
1739209728.5108879;-32.816014438256545
1739209728.5108936;-38.13080360867914
1739209728.5108995;-45.120503652039325
1739209728.5109055;-38.13080360867914
1739209728.5109112;-45.120503652039325
1739209728.5109172;-45.120503652039325
1739209728.5109231;-45.120503652039325
1739209728.5109289;-38.13080360867914
1739209728.5109348;-38.13080360867914
1739209728.5109408;-45.120503652039325
1739209728.5109465;-45.120503652039325
1739209728.5109525;-35.57807855764607
1739209728.5109582;-35.57807855764607
1739209728.5109642;-38.13080360867914
1739209728.51097;-38.13080360867914
1739209728.5109758;-38.13080360867914
1739209728.5109818;-38.13080360867914
1739209728.5109878;-45.120503652039325
1739209728.5109935;-45.120503652039325
1739209728.5109994;-38.13080360867914
1739209728.5110054;-38.13080360867914
1739209728.5110111;-45.120503652039325
1739209728.511017;-45.120503652039325
1739209728.511023;-28.992665084841942
1739209728.5110288;-45.120503652039325
1739209728.5110347;-38.13080360867914
1739209728.5110407;-35.57807855764607
1739209728.5110464;-38.13080360867914
1739209728.5110524;-38.13080360867914
1739209728.5110583;-38.13080360867914
1739209728.511064;-38.13080360867914
1739209728.51107;-30.49652367304973
1739209728.511076;-45.120503652039325
1739209728.5110817;-38.13080360867914
1739209728.5110877;-38.13080360867914
1739209728.5110936;-38.13080360867914
1739209728.5110993;-45.120503652039325
1739209728.5111053;-45.120503652039325
1739209728.5111113;-38.13080360867914
1739209728.511117;-38.13080360867914
1739209728.511123;-45.120503652039325
1739209728.511129;-45.120503652039325
1739209728.5111346;-38.13080360867914
1739209728.5111406;-38.13080360867914
1739209728.5111465;-45.120503652039325
1739209728.5111523;-38.13080360867914
1739209728.5111582;-38.13080360867914
1739209728.5111642;-38.13080360867914
1739209728.51117;-38.13080360867914
1739209728.5111759;-38.13080360867914
1739209728.5111818;-38.13080360867914
1739209728.5111876;-45.120503652039325
1739209728.5111935;-45.120503652039325
1739209728.5111995;-38.13080360867914
1739209728.5112052;-35.57807855764607
1739209728.5112112;-35.57807855764607
1739209728.511217;-38.13080360867914
1739209728.5112228;-33.981070128970906
1739209728.5112288;-45.120503652039325
1739209728.5112348;-33.981070128970906
1739209728.5112405;-38.13080360867914
1739209728.5112464;-38.13080360867914
1739209728.5112524;-33.981070128970906
1739209728.5112581;-31.141103565318915
1739209728.511264;-32.816014438256545
1739209728.51127;-45.120503652039325
1739209728.5112758;-38.13080360867914
1739209728.5112817;-38.13080360867914
1739209728.5112877;-45.120503652039325
1739209728.5112934;-45.120503652039325
1739209728.5112994;-38.13080360867914
1739209728.5113053;-38.13080360867914
1739209728.511311;-45.120503652039325
1739209728.511317;-38.13080360867914
1739209728.5113227;-45.120503652039325
1739209728.5113287;-38.13080360867914
1739209728.5113347;-38.13080360867914
1739209728.5113404;-38.13080360867914
1739209728.5113463;-38.13080360867914
1739209728.5113523;-45.120503652039325
1739209728.511358;-38.13080360867914
1739209728.511364;-35.57807855764607
1739209728.51137;-38.13080360867914
1739209728.5113757;-38.13080360867914
1739209728.5113816;-38.13080360867914
1739209728.5113876;-38.13080360867914
1739209728.5113933;-38.13080360867914
1739209728.5113993;-38.13080360867914
1739209728.5114052;-35.57807855764607
1739209728.511411;-38.13080360867914
1739209728.511417;-45.120503652039325
1739209728.5114229;-38.13080360867914
1739209728.5114286;-45.120503652039325
1739209728.5114346;-38.13080360867914
1739209728.5114405;-32.816014438256545
1739209728.5114462;-45.120503652039325
1739209728.5114522;-33.981070128970906
1739209728.5114582;-35.57807855764607
1739209728.5114639;-45.120503652039325
1739209728.5114698;-38.13080360867914
1739209728.5114758;-32.816014438256545
1739209728.5114815;-38.13080360867914
1739209728.5114875;-45.120503652039325
1739209728.5114934;-38.13080360867914
1739209728.5114992;-38.13080360867914
1739209728.5115051;-45.120503652039325
1739209728.511511;-45.120503652039325
1739209728.5115168;-45.120503652039325
1739209728.5115228;-45.120503652039325
1739209728.5115287;-45.120503652039325
1739209728.5115345;-45.120503652039325
1739209728.5115404;-45.120503652039325
1739209728.5115464;-45.120503652039325
1739209728.511552;-45.120503652039325
1739209728.511558;-45.120503652039325
1739209728.511564;-45.120503652039325
1739209728.5115697;-35.57807855764607
1739209728.5115757;-38.13080360867914
1739209728.5115817;-45.120503652039325
1739209728.5115874;-38.13080360867914
1739209728.5115933;-35.57807855764607
1739209728.5115993;-38.13080360867914
1739209728.511605;-45.120503652039325
1739209728.511611;-45.120503652039325
1739209728.511617;-38.13080360867914
1739209728.5116227;-38.13080360867914
1739209728.5116286;-45.120503652039325
1739209728.5116346;-35.57807855764607
1739209728.5116403;-38.13080360867914
1739209728.5116463;-45.120503652039325
1739209728.5116522;-45.120503652039325
1739209728.511658;-38.13080360867914
1739209728.511664;-35.57807855764607
1739209728.5116696;-45.120503652039325
1739209728.5116756;-45.120503652039325
1739209728.5116816;-38.13080360867914
1739209728.5116873;-32.816014438256545
1739209728.5116932;-38.13080360867914
1739209728.5116992;-45.120503652039325
1739209728.511705;-45.120503652039325
1739209728.511711;-38.13080360867914
1739209728.5117168;-38.13080360867914
1739209728.5117226;-45.120503652039325
1739209728.5117285;-45.120503652039325
1739209728.5117345;-45.120503652039325
1739209728.5117402;-45.120503652039325
1739209728.5117462;-45.120503652039325
1739209728.5117521;-38.13080360867914
1739209728.5117579;-38.13080360867914
1739209728.5117638;-38.13080360867914
1739209728.5117698;-38.13080360867914
1739209728.5117755;-38.13080360867914
1739209728.5117815;-35.57807855764607
1739209728.5117874;-38.13080360867914
1739209728.5117931;-38.13080360867914
1739209728.511799;-38.13080360867914
1739209728.511805;-35.57807855764607
1739209728.5118108;-38.13080360867914
1739209728.5118167;-45.120503652039325
1739209728.5118227;-45.120503652039325
1739209728.5118284;-45.120503652039325
1739209728.5118344;-45.120503652039325
1739209728.5118403;-45.120503652039325
1739209728.511846;-45.120503652039325
1739209728.511852;-45.120503652039325
1739209728.511858;-45.120503652039325
1739209728.5118637;-45.120503652039325
1739209728.5118697;-38.13080360867914
1739209728.5118756;-45.120503652039325
1739209728.5118814;-38.13080360867914
1739209728.5118873;-38.13080360867914
1739209728.5118933;-45.120503652039325
1739209728.511899;-35.57807855764607
1739209728.511905;-38.13080360867914
1739209728.511911;-45.120503652039325
1739209728.5119166;-38.13080360867914
1739209728.5119226;-33.981070128970906
1739209728.5119286;-28.992665084841942
1739209728.5119343;-38.13080360867914
1739209728.5119402;-45.120503652039325
1739209728.5119462;-45.120503652039325
1739209728.511952;-38.13080360867914
1739209728.511958;-45.120503652039325
1739209728.5119638;-38.13080360867914
1739209728.5119696;-33.981070128970906
1739209728.5119755;-33.981070128970906
1739209728.5119815;-38.13080360867914
1739209728.5119872;-45.120503652039325
1739209728.5119932;-35.57807855764607
1739209728.5119991;-38.13080360867914
1739209728.5120049;-38.13080360867914
1739209728.5120108;-45.120503652039325
1739209728.5120168;-38.13080360867914
1739209728.5120225;-31.141103565318915
1739209728.5120285;-45.120503652039325
1739209728.5120342;-38.13080360867914
1739209728.5120401;-38.13080360867914
1739209728.512046;-32.816014438256545
1739209728.5120518;-31.141103565318915
1739209728.5120578;-45.120503652039325
1739209728.5120637;-38.13080360867914
1739209728.5120695;-26.991370085610722
1739209728.5120754;-35.57807855764607
1739209728.5120814;-45.120503652039325
1739209728.512087;-38.13080360867914
1739209728.512093;-38.13080360867914
1739209728.512099;-38.13080360867914
1739209728.5121047;-45.120503652039325
1739209728.5121107;-38.13080360867914
1739209728.5121167;-33.981070128970906
1739209728.5121224;-45.120503652039325
1739209728.5121284;-45.120503652039325
1739209728.5121343;-38.13080360867914
1739209728.51214;-38.13080360867914
1739209728.512146;-45.120503652039325
1739209728.512152;-45.120503652039325
1739209728.5121577;-38.13080360867914
1739209728.5121636;-38.13080360867914
1739209728.5121696;-45.120503652039325
1739209728.5121753;-45.120503652039325
1739209728.5121813;-45.120503652039325
1739209728.5121872;-45.120503652039325
1739209728.512193;-38.13080360867914
1739209728.512199;-38.13080360867914
1739209728.512205;-45.120503652039325
1739209728.5122106;-38.13080360867914
1739209728.5122166;-45.120503652039325
1739209728.5122225;-38.13080360867914
1739209728.5122283;-45.120503652039325
1739209728.5122342;-38.13080360867914
1739209728.5122402;-45.120503652039325
1739209728.512246;-45.120503652039325
1739209728.5122519;-45.120503652039325
1739209728.5122578;-38.13080360867914
1739209728.5122635;-45.120503652039325
1739209728.5122695;-45.120503652039325
1739209728.5122755;-45.120503652039325
1739209728.5122812;-45.120503652039325
1739209728.5122871;-45.120503652039325
1739209728.512293;-45.120503652039325
1739209728.5122988;-45.120503652039325
1739209728.5123048;-28.992665084841942
1739209728.5123107;-38.13080360867914
1739209728.5123165;-45.120503652039325
1739209728.5123224;-45.120503652039325
1739209728.5123284;-31.141103565318915
1739209728.512334;-45.120503652039325
1739209728.51234;-38.13080360867914
1739209728.512346;-45.120503652039325
1739209728.5123518;-35.57807855764607
1739209728.5123577;-38.13080360867914
1739209728.5123637;-35.57807855764607
1739209728.5123694;-45.120503652039325
1739209728.5123754;-45.120503652039325
1739209728.512381;-35.57807855764607
1739209728.512387;-38.13080360867914
1739209728.512393;-45.120503652039325
1739209728.5123987;-28.992665084841942
1739209728.5124047;-38.13080360867914
1739209728.5124106;-45.120503652039325
1739209728.5124164;-45.120503652039325
1739209728.5124223;-38.13080360867914
1739209728.5124283;-45.120503652039325
1739209728.512434;-45.120503652039325
1739209728.51244;-45.120503652039325
1739209728.512446;-45.120503652039325
1739209728.5124516;-38.13080360867914
1739209728.5124576;-45.120503652039325
1739209728.5124636;-45.120503652039325
1739209728.5124693;-33.981070128970906
1739209728.5124753;-38.13080360867914
1739209728.5124812;-38.13080360867914
1739209728.512487;-45.120503652039325
1739209728.512493;-38.13080360867914
1739209728.5124989;-45.120503652039325
1739209728.5125046;-45.120503652039325
1739209728.5125105;-45.120503652039325
1739209728.5125165;-38.13080360867914
1739209728.5125222;-32.816014438256545
1739209728.5125282;-38.13080360867914
1739209728.5125341;-35.57807855764607
1739209728.5125399;-38.13080360867914
1739209728.5125458;-45.120503652039325
1739209728.5125518;-45.120503652039325
1739209728.5125575;-35.57807855764607
