CAN Message; 0x150:0300e23e19ce9a6d
1739209768.3059654;-35.57807855764607
1739209768.3059707;-45.120503652039325
1739209768.305976;-38.13080360867914
1739209768.3059812;-35.57807855764607
1739209768.3059864;-35.57807855764607
1739209768.3059916;-45.120503652039325
1739209768.3059971;-38.13080360867914
1739209768.3060024;-38.13080360867914
1739209768.3060076;-38.13080360867914
1739209768.3060129;-38.13080360867914
1739209768.306018;-31.141103565318915
1739209768.3060234;-33.981070128970906
1739209768.3060288;-38.13080360867914
1739209768.306034;-38.13080360867914
1739209768.3060393;-38.13080360867914
1739209768.3060446;-38.13080360867914
1739209768.3060498;-38.13080360867914
1739209768.306055;-38.13080360867914
1739209768.3060606;-31.141103565318915
1739209768.3060658;-38.13080360867914
1739209768.306071;-45.120503652039325
1739209768.3060763;-38.13080360867914
1739209768.3060815;-45.120503652039325
1739209768.306087;-45.120503652039325
1739209768.3060923;-45.120503652039325
1739209768.3060975;-45.120503652039325
1739209768.3061028;-33.981070128970906
1739209768.306108;-45.120503652039325
1739209768.3061132;-45.120503652039325
1739209768.3061187;-38.13080360867914
1739209768.306124;-33.981070128970906
1739209768.3061292;-45.120503652039325
1739209768.3061345;-45.120503652039325
1739209768.3061397;-45.120503652039325
1739209768.306145;-45.120503652039325
1739209768.3061504;-45.120503652039325
1739209768.3061557;-38.13080360867914
1739209768.306161;-38.13080360867914
1739209768.3061662;-38.13080360867914
1739209768.3061714;-38.13080360867914
1739209768.3061767;-38.13080360867914
1739209768.3061821;-45.120503652039325
1739209768.3061874;-38.13080360867914
1739209768.3061926;-38.13080360867914
1739209768.306198;-45.120503652039325
1739209768.3062031;-38.13080360867914
1739209768.3062084;-38.13080360867914
1739209768.3062139;-45.120503652039325
1739209768.306219;-45.120503652039325
1739209768.3062243;-38.13080360867914
1739209768.3062296;-45.120503652039325
1739209768.3062348;-38.13080360867914
1739209768.30624;-38.13080360867914
1739209768.3062456;-38.13080360867914
1739209768.3062508;-33.981070128970906
1739209768.306256;-45.120503652039325
1739209768.3062613;-38.13080360867914
1739209768.3062665;-45.120503652039325
1739209768.3062718;-38.13080360867914
1739209768.3062773;-31.141103565318915
1739209768.3062825;-45.120503652039325
1739209768.3062878;-38.13080360867914
1739209768.306293;-35.57807855764607
1739209768.3062983;-33.981070128970906
1739209768.3063037;-38.13080360867914
1739209768.306309;-33.981070128970906
1739209768.3063142;-38.13080360867914
1739209768.3063195;-32.81601443825658
1739209768.3063247;-32.816014438256545
1739209768.30633;-45.120503652039325
1739209768.3063354;-45.120503652039325
1739209768.3063407;-33.981070128970906
1739209768.306346;-33.981070128970906
1739209768.3063512;-45.120503652039325
1739209768.3063564;-45.120503652039325
1739209768.3063617;-27.267205301931607
1739209768.3063672;-38.13080360867914
1739209768.3063724;-45.120503652039325
1739209768.3063776;-45.120503652039325
1739209768.306383;-45.120503652039325
1739209768.3063881;-38.13080360867914
1739209768.3063934;-32.816014438256545
1739209768.3063989;-45.120503652039325
1739209768.306404;-45.120503652039325
1739209768.3064094;-45.120503652039325
1739209768.3064146;-45.120503652039325
1739209768.3064198;-45.120503652039325
1739209768.306425;-35.57807855764607
1739209768.3064306;-35.57807855764607
1739209768.3064358;-38.13080360867914
1739209768.306441;-38.13080360867914
1739209768.3064463;-38.13080360867914
1739209768.3064516;-38.13080360867914
1739209768.3064568;-38.13080360867914
1739209768.3064623;-38.13080360867914
1739209768.3064675;-45.120503652039325
1739209768.3064728;-45.120503652039325
1739209768.306478;-45.120503652039325
1739209768.3064833;-45.120503652039325
1739209768.3064885;-38.13080360867914
1739209768.306494;-45.120503652039325
1739209768.3064992;-45.120503652039325
1739209768.3065045;-45.120503652039325
1739209768.3065097;-38.13080360867914
1739209768.306515;-45.120503652039325
1739209768.3065205;-45.120503652039325
1739209768.3065257;-45.120503652039325
1739209768.306531;-45.120503652039325
1739209768.3065362;-38.13080360867914
1739209768.3065414;-45.120503652039325
1739209768.3065467;-38.13080360867914
1739209768.3065522;-45.120503652039325
1739209768.3065574;-38.13080360867914
1739209768.3065627;-45.120503652039325
1739209768.306568;-45.120503652039325
1739209768.3065732;-32.816014438256545
1739209768.3065784;-35.57807855764607
1739209768.306584;-45.120503652039325
1739209768.3065891;-45.120503652039325
1739209768.3065944;-38.13080360867914
1739209768.3065996;-45.120503652039325
1739209768.3066049;-38.13080360867914
1739209768.30661;-35.57807855764607
1739209768.3066156;-45.120503652039325
1739209768.3066208;-38.13080360867914
1739209768.306626;-45.120503652039325
1739209768.3066313;-45.120503652039325
1739209768.3066366;-45.120503652039325
1739209768.3066418;-33.981070128970906
1739209768.3066473;-38.13080360867914
1739209768.3066525;-45.120503652039325
1739209768.3066578;-32.816014438256545
1739209768.306663;-45.120503652039325
1739209768.3066683;-35.57807855764607
1739209768.3066735;-38.13080360867914
1739209768.306679;-35.57807855764607
1739209768.3066843;-38.13080360867914
1739209768.3066895;-45.120503652039325
1739209768.3066947;-38.13080360867914
1739209768.3067;-38.13080360867914
1739209768.3067055;-38.13080360867914
1739209768.3067107;-38.13080360867914
1739209768.306716;-38.13080360867914
1739209768.3067212;-35.57807855764607
1739209768.3067265;-33.981070128970906
1739209768.3067317;-45.120503652039325
1739209768.3067372;-45.120503652039325
1739209768.3067424;-45.120503652039325
1739209768.3067477;-33.981070128970906
1739209768.306753;-45.120503652039325
1739209768.3067582;-45.120503652039325
1739209768.3067634;-33.981070128970906
1739209768.306769;-33.981070128970906
1739209768.3067741;-45.120503652039325
1739209768.3067794;-45.120503652039325
1739209768.3067846;-35.57807855764607
1739209768.3067899;-38.13080360867914
1739209768.3067951;-45.120503652039325
1739209768.3068006;-38.13080360867914
1739209768.3068058;-38.13080360867914
1739209768.306811;-38.13080360867914
1739209768.3068163;-45.120503652039325
1739209768.3068216;-38.13080360867914
1739209768.3068268;-38.13080360867914
1739209768.3068323;-31.141103565318915
1739209768.3068376;-38.13080360867914
1739209768.3068428;-45.120503652039325
1739209768.306848;-45.120503652039325
1739209768.3068533;-38.13080360867914
1739209768.3068585;-35.57807855764607
1739209768.306864;-38.13080360867914
1739209768.3068693;-38.13080360867914
1739209768.3068745;-38.13080360867914
1739209768.3068798;-33.981070128970906
1739209768.306885;-38.13080360867914
1739209768.3068902;-38.13080360867914
1739209768.3068957;-45.120503652039325
1739209768.306901;-35.57807855764607
1739209768.3069062;-35.57807855764607
1739209768.3069115;-45.120503652039325
1739209768.3069167;-33.981070128970906
1739209768.3069222;-35.57807855764607
1739209768.3069274;-38.13080360867914
1739209768.3069327;-45.120503652039325
1739209768.306938;-45.120503652039325
1739209768.3069432;-38.13080360867914
1739209768.3069484;-45.120503652039325
1739209768.306954;-45.120503652039325
1739209768.3069592;-38.13080360867914
1739209768.3069644;-33.981070128970906
1739209768.3069696;-38.13080360867914
1739209768.306975;-45.120503652039325
1739209768.3069801;-38.13080360867914
1739209768.3069856;-45.120503652039325
1739209768.3069909;-38.13080360867914
1739209768.306996;-45.120503652039325
1739209768.3070014;-38.13080360867914
1739209768.3070066;-35.57807855764607
1739209768.3070118;-38.13080360867914
1739209768.3070173;-45.120503652039325
1739209768.3070226;-45.120503652039325
1739209768.3070278;-38.13080360867914
1739209768.307033;-38.13080360867914
1739209768.3070383;-45.120503652039325
1739209768.3070436;-45.120503652039325
1739209768.307049;-38.13080360867914
1739209768.3070543;-45.120503652039325
1739209768.3070595;-45.120503652039325
1739209768.3070648;-38.13080360867914
1739209768.30707;-45.120503652039325
1739209768.3070753;-45.120503652039325
1739209768.3070807;-45.120503652039325
1739209768.307086;-38.13080360867914
1739209768.3070912;-38.13080360867914
1739209768.3070965;-45.120503652039325
1739209768.3071017;-45.120503652039325
1739209768.307107;-33.981070128970906
1739209768.3071125;-38.13080360867914
1739209768.3071177;-45.120503652039325
1739209768.307123;-45.120503652039325
1739209768.3071282;-33.981070128970906
1739209768.3071334;-33.981070128970906
1739209768.307139;-38.13080360867914
1739209768.3071442;-38.13080360867914
1739209768.3071494;-45.120503652039325
1739209768.3071547;-45.120503652039325
1739209768.30716;-38.13080360867914
1739209768.3071651;-38.13080360867914
1739209768.3071706;-38.13080360867914
1739209768.3071759;-28.992665084841942
1739209768.3071811;-38.13080360867914
1739209768.3071864;-38.13080360867914
1739209768.3071916;-33.981070128970906
1739209768.3071969;-45.120503652039325
1739209768.3072023;-45.120503652039325
1739209768.3072076;-45.120503652039325
1739209768.3072128;-31.141103565318915
1739209768.307218;-29.438486411369354
1739209768.3072233;-38.13080360867914
1739209768.3072286;-38.13080360867914
1739209768.307234;-38.13080360867914
1739209768.3072393;-38.13080360867914
1739209768.3072445;-45.120503652039325
1739209768.3072498;-38.13080360867914
1739209768.307255;-32.816014438256545
1739209768.3072603;-31.141103565318915
1739209768.3072658;-38.13080360867914
1739209768.307271;-38.13080360867914
1739209768.3072762;-45.120503652039325
1739209768.3072815;-33.981070128970906
1739209768.3072867;-45.120503652039325
1739209768.307292;-32.816014438256545
1739209768.3072975;-32.816014438256545
1739209768.3073027;-45.120503652039325
1739209768.307308;-38.13080360867914
1739209768.3073132;-35.57807855764607
1739209768.3073184;-38.13080360867914
1739209768.3073237;-38.13080360867914
1739209768.3073292;-38.13080360867914
1739209768.3073344;-38.13080360867914
1739209768.3073397;-38.13080360867914
1739209768.307345;-38.13080360867914
1739209768.3073502;-45.120503652039325
1739209768.3073556;-35.57807855764607
1739209768.307361;-38.13080360867914
1739209768.3073661;-45.120503652039325
1739209768.3073714;-45.120503652039325
1739209768.3073766;-35.57807855764607
1739209768.3073819;-35.57807855764607
1739209768.3073874;-31.141103565318915
1739209768.3073926;-38.13080360867914
1739209768.3073978;-38.13080360867914
1739209768.307403;-35.57807855764607
1739209768.3074083;-38.13080360867914
1739209768.3074136;-38.13080360867914
1739209768.307419;-38.13080360867914
1739209768.3074243;-35.57807855764607
1739209768.3074296;-27.267205301931607
1739209768.3074348;-38.13080360867914
1739209768.30744;-35.57807855764607
1739209768.3074453;-38.13080360867914
1739209768.3074508;-45.120503652039325
1739209768.307456;-38.13080360867914
1739209768.3074613;-32.816014438256545
1739209768.3074665;-33.981070128970906
1739209768.3074718;-29.438486411369333
1739209768.307477;-38.13080360867914
1739209768.3074825;-38.13080360867914
1739209768.3074877;-35.57807855764607
1739209768.307493;-45.120503652039325
1739209768.3074982;-45.120503652039325
1739209768.3075035;-38.13080360867914
1739209768.3075087;-45.120503652039325
1739209768.3075142;-45.120503652039325
1739209768.3075194;-45.120503652039325
1739209768.3075247;-38.13080360867914
1739209768.30753;-45.120503652039325
1739209768.3075352;-45.120503652039325
1739209768.3075407;-45.120503652039325
1739209768.307546;-45.120503652039325
1739209768.3075511;-35.57807855764607
1739209768.3075564;-38.13080360867914
1739209768.3075616;-35.57807855764607
1739209768.307567;-45.120503652039325
1739209768.3075724;-45.120503652039325
1739209768.3075776;-45.120503652039325
1739209768.3075829;-45.120503652039325
1739209768.307588;-35.57807855764607
1739209768.3075933;-38.13080360867914
1739209768.3075986;-45.120503652039325
1739209768.307604;-45.120503652039325
1739209768.3076093;-45.120503652039325
1739209768.3076146;-38.13080360867914
1739209768.3076198;-38.13080360867914
1739209768.307625;-38.13080360867914
1739209768.3076303;-45.120503652039325
1739209768.3076358;-38.13080360867914
1739209768.307641;-38.13080360867914
1739209768.3076463;-38.13080360867914
1739209768.3076515;-45.120503652039325
1739209768.3076568;-38.13080360867914
1739209768.307662;-38.13080360867914
1739209768.3076675;-38.13080360867914
1739209768.3076727;-38.13080360867914
1739209768.307678;-45.120503652039325
1739209768.3076832;-32.816014438256545
1739209768.3076885;-35.57807855764607
1739209768.3076937;-45.120503652039325
1739209768.3076992;-38.13080360867914
1739209768.3077044;-32.816014438256545
1739209768.3077097;-38.13080360867914
1739209768.307715;-45.120503652039325
1739209768.3077202;-38.13080360867914
1739209768.3077254;-45.120503652039325
1739209768.307731;-45.120503652039325
1739209768.3077362;-38.13080360867914
1739209768.3077414;-45.120503652039325
1739209768.3077466;-45.120503652039325
1739209768.307752;-33.981070128970906
1739209768.3077574;-38.13080360867914
1739209768.3077626;-45.120503652039325
1739209768.3077679;-32.816014438256545
1739209768.307773;-32.816014438256545
1739209768.3077784;-45.120503652039325
1739209768.3077836;-45.120503652039325
1739209768.307789;-38.13080360867914
1739209768.3077943;-33.981070128970906
1739209768.3077996;-45.120503652039325
1739209768.3078048;-38.13080360867914
1739209768.30781;-38.13080360867914
1739209768.3078153;-38.13080360867914
1739209768.3078208;-38.13080360867914
1739209768.307826;-45.120503652039325
1739209768.3078313;-38.13080360867914
1739209768.3078365;-38.13080360867914
1739209768.3078418;-38.13080360867914
1739209768.307847;-38.13080360867914
1739209768.3078525;-35.57807855764607
1739209768.3078578;-35.57807855764607
1739209768.307863;-45.120503652039325
1739209768.3078682;-38.13080360867914
1739209768.3078735;-38.13080360867914
1739209768.3078787;-45.120503652039325
1739209768.3078842;-38.13080360867914
1739209768.3078895;-38.13080360867914
1739209768.3078947;-45.120503652039325
1739209768.3079;-38.13080360867914
1739209768.3079052;-38.13080360867914
1739209768.3079104;-45.120503652039325
1739209768.307916;-38.13080360867914
1739209768.3079212;-35.57807855764607
1739209768.3079264;-38.13080360867914
1739209768.3079317;-38.13080360867914
1739209768.307937;-45.120503652039325
1739209768.3079422;-38.13080360867914
1739209768.3079476;-33.981070128970906
1739209768.307953;-35.57807855764607
1739209768.3079581;-45.120503652039325
1739209768.3079634;-45.120503652039325
1739209768.3079686;-32.816014438256545
1739209768.307974;-38.13080360867914
1739209768.3079793;-45.120503652039325
1739209768.3079846;-38.13080360867914
1739209768.3079898;-38.13080360867914
1739209768.307995;-38.13080360867914
1739209768.3080003;-38.13080360867914
1739209768.3080058;-45.120503652039325
1739209768.308011;-33.981070128970906
1739209768.3080163;-45.120503652039325
1739209768.3080215;-45.120503652039325
1739209768.3080268;-45.120503652039325
1739209768.308032;-38.13080360867914
1739209768.3080375;-33.981070128970906
1739209768.3080428;-45.120503652039325
1739209768.308048;-38.13080360867914
1739209768.3080533;-38.13080360867914
1739209768.3080585;-38.13080360867914
1739209768.3080637;-38.13080360867914
1739209768.3080692;-45.120503652039325
1739209768.3080745;-35.57807855764607
1739209768.3080797;-35.57807855764607
1739209768.308085;-38.13080360867914
1739209768.3080902;-38.13080360867914
1739209768.3080955;-33.981070128970906
1739209768.308101;-38.13080360867914
1739209768.3081062;-45.120503652039325
1739209768.3081114;-38.13080360867914
1739209768.3081167;-31.141103565318915
1739209768.308122;-35.57807855764607
1739209768.3081272;-38.13080360867914
1739209768.3081326;-38.13080360867914
1739209768.308138;-38.13080360867914
1739209768.3081431;-38.13080360867914
1739209768.3081484;-45.120503652039325
1739209768.3081536;-38.13080360867914
1739209768.3081589;-32.816014438256545
1739209768.3081644;-38.13080360867914
1739209768.3081696;-38.13080360867914
1739209768.3081748;-38.13080360867914
1739209768.30818;-38.13080360867914
1739209768.3081853;-32.816014438256545
1739209768.3081908;-38.13080360867914
1739209768.308196;-31.141103565318915
1739209768.3082013;-27.267205301931607
1739209768.3082066;-38.13080360867914
1739209768.3082118;-45.120503652039325
1739209768.308217;-38.13080360867914
1739209768.3082225;-38.13080360867914
1739209768.3082278;-35.57807855764607
1739209768.308233;-38.13080360867914
1739209768.3082383;-45.120503652039325
1739209768.3082435;-35.57807855764607
1739209768.3082488;-38.13080360867914
1739209768.3082542;-38.13080360867914
1739209768.3082595;-45.120503652039325
1739209768.3082647;-45.120503652039325
1739209768.30827;-38.13080360867914
1739209768.3082752;-45.120503652039325
1739209768.3082805;-38.13080360867914
1739209768.308286;-31.141103565318915
1739209768.3082912;-33.981070128970906
1739209768.3082964;-45.120503652039325
1739209768.3083017;-45.120503652039325
1739209768.308307;-38.13080360867914
1739209768.3083122;-38.13080360867914
1739209768.3083177;-45.120503652039325
1739209768.308323;-45.120503652039325
1739209768.3083282;-38.13080360867914
1739209768.3083334;-38.13080360867914
1739209768.3083386;-45.120503652039325
1739209768.308344;-45.120503652039325
1739209768.3083494;-33.981070128970906
1739209768.3083546;-45.120503652039325
1739209768.3083599;-45.120503652039325
1739209768.308365;-45.120503652039325
1739209768.3083704;-33.981070128970956
1739209768.3083758;-38.13080360867914
1739209768.308381;-38.13080360867914
1739209768.3083863;-45.120503652039325
1739209768.3083916;-45.120503652039325
1739209768.3083968;-45.120503652039325
1739209768.308402;-45.120503652039325
1739209768.3084075;-45.120503652039325
1739209768.3084128;-28.58837851428586
1739209768.308418;-38.13080360867914
1739209768.3084233;-45.120503652039325
1739209768.3084285;-38.13080360867914
1739209768.3084338;-38.13080360867914
1739209768.3084393;-45.120503652039325
1739209768.3084445;-38.13080360867914
1739209768.3084497;-38.13080360867914
1739209768.308455;-38.13080360867914
1739209768.3084602;-45.120503652039325
1739209768.3084655;-38.13080360867914
1739209768.308471;-38.13080360867914
1739209768.3084762;-38.13080360867914
1739209768.3084815;-45.120503652039325
1739209768.3084867;-38.13080360867914
1739209768.308492;-45.120503652039325
1739209768.3084972;-45.120503652039325
1739209768.3085027;-38.13080360867914
1739209768.308508;-38.13080360867914
1739209768.3085132;-45.120503652039325
1739209768.3085184;-45.120503652039325
1739209768.3085237;-38.13080360867914
1739209768.308529;-38.13080360867914
1739209768.3085344;-38.13080360867914
1739209768.3085396;-45.120503652039325
1739209768.3085449;-38.13080360867914
1739209768.3085501;-38.13080360867914
1739209768.3085554;-45.120503652039325
1739209768.3085606;-35.57807855764607
1739209768.308566;-45.120503652039325
1739209768.3085713;-45.120503652039325
1739209768.3085766;-32.816014438256545
1739209768.3085818;-45.120503652039325
1739209768.308587;-45.120503652039325
1739209768.3085926;-38.13080360867914
1739209768.3085978;-35.57807855764607
1739209768.308603;-45.120503652039325
1739209768.3086083;-38.13080360867914
1739209768.3086135;-45.120503652039325
1739209768.3086188;-45.120503652039325
1739209768.3086243;-45.120503652039325
1739209768.3086295;-45.120503652039325
1739209768.3086348;-45.120503652039325
1739209768.30864;-45.120503652039325
1739209768.3086452;-45.120503652039325
1739209768.3086505;-38.13080360867914
1739209768.308656;-38.13080360867914
1739209768.3086612;-38.13080360867914
1739209768.3086665;-45.120503652039325
1739209768.3086717;-45.120503652039325
1739209768.308677;-33.981070128970906
1739209768.3086822;-45.120503652039325
1739209768.3086877;-38.13080360867914
1739209768.308693;-38.13080360867914
1739209768.3086982;-45.120503652039325
1739209768.3087034;-38.13080360867914
1739209768.3087087;-38.13080360867914
1739209768.308714;-33.981070128970906
1739209768.3087194;-45.120503652039325
1739209768.3087246;-45.120503652039325
1739209768.30873;-38.13080360867914
1739209768.3087351;-45.120503652039325
1739209768.3087404;-38.13080360867914
1739209768.3087456;-38.13080360867914
1739209768.308751;-45.120503652039325
1739209768.3087564;-45.120503652039325
1739209768.3087616;-45.120503652039325
1739209768.3087668;-45.120503652039325
1739209768.308772;-35.57807855764607
1739209768.3087773;-35.57807855764607
1739209768.3087828;-38.13080360867914
1739209768.308788;-38.13080360867914
1739209768.3087933;-35.57807855764607
1739209768.3087986;-31.141103565318915
1739209768.3088038;-38.13080360867914
1739209768.3088093;-45.120503652039325
1739209768.3088145;-45.120503652039325
1739209768.3088198;-33.981070128970906
1739209768.308825;-45.120503652039325
1739209768.3088303;-45.120503652039325
1739209768.3088355;-45.120503652039325
1739209768.308841;-38.13080360867914
1739209768.3088462;-45.120503652039325
1739209768.3088515;-45.120503652039325
1739209768.3088567;-38.13080360867914
1739209768.308862;-45.120503652039325
1739209768.3088672;-45.120503652039325
1739209768.3088727;-45.120503652039325
1739209768.308878;-38.13080360867914
1739209768.3088832;-35.57807855764607
1739209768.3088884;-45.120503652039325
1739209768.3088937;-38.13080360867914
1739209768.308899;-38.13080360867914
1739209768.3089044;-33.981070128970906
1739209768.3089097;-45.120503652039325
1739209768.308915;-38.13080360867914
1739209768.3089201;-33.981070128970906
1739209768.3089254;-31.141103565318915
1739209768.3089306;-33.981070128970906
1739209768.308936;-38.13080360867914
1739209768.3089414;-38.13080360867914
1739209768.3089466;-45.120503652039325
1739209768.3089519;-45.120503652039325
1739209768.308957;-45.120503652039325
1739209768.3089623;-38.13080360867914
1739209768.3089678;-33.981070128970906
1739209768.308973;-45.120503652039325
1739209768.3089783;-38.13080360867914
1739209768.3089836;-38.13080360867914
1739209768.3089888;-35.57807855764607
1739209768.3089943;-38.13080360867914
1739209768.3089995;-45.120503652039325
1739209768.3090048;-38.13080360867914
1739209768.30901;-30.49652367304973
1739209768.3090153;-33.981070128970906
1739209768.3090205;-38.13080360867914
1739209768.309026;-38.13080360867914
1739209768.3090312;-45.120503652039325
1739209768.3090365;-45.120503652039325
1739209768.3090417;-45.120503652039325
1739209768.309047;-38.13080360867914
1739209768.3090522;-33.981070128970906
1739209768.3090577;-33.981070128970906
1739209768.309063;-45.120503652039325
1739209768.3090682;-45.120503652039325
1739209768.3090734;-38.13080360867914
1739209768.3090787;-45.120503652039325
1739209768.309084;-45.120503652039325
1739209768.3090894;-45.120503652039325
1739209768.3090947;-33.981070128970906
1739209768.3091;-33.981070128970906
1739209768.3091052;-35.57807855764607
1739209768.3091104;-45.120503652039325
1739209768.3091156;-38.13080360867914
1739209768.3091211;-35.57807855764607
1739209768.3091264;-38.13080360867914
1739209768.3091316;-38.13080360867914
1739209768.3091369;-33.981070128970906
1739209768.309142;-38.13080360867914
1739209768.3091474;-38.13080360867914
1739209768.3091528;-45.120503652039325
1739209768.309158;-38.13080360867914
1739209768.3091633;-38.13080360867914
1739209768.3091686;-38.13080360867914
1739209768.3091738;-45.120503652039325
1739209768.309179;-45.120503652039325
1739209768.3091846;-45.120503652039325
1739209768.3091898;-45.120503652039325
1739209768.309195;-38.13080360867914
1739209768.3092003;-45.120503652039325
1739209768.3092055;-45.120503652039325
1739209768.309211;-38.13080360867914
1739209768.3092163;-45.120503652039325
1739209768.3092215;-38.13080360867914
1739209768.3092268;-38.13080360867914
1739209768.309232;-38.13080360867914
1739209768.3092372;-45.120503652039325
1739209768.3092427;-38.13080360867914
1739209768.309248;-38.13080360867914
1739209768.3092532;-38.13080360867914
1739209768.3092585;-45.120503652039325
1739209768.3092637;-38.13080360867914
1739209768.309269;-38.13080360867914
1739209768.3092744;-38.13080360867914
1739209768.3092797;-35.57807855764607
1739209768.309285;-35.57807855764607
1739209768.3092902;-45.120503652039325
1739209768.3092954;-45.120503652039325
1739209768.3093007;-45.120503652039325
1739209768.3093061;-45.120503652039325
1739209768.3093114;-45.120503652039325
1739209768.3093166;-38.13080360867914
1739209768.3093219;-38.13080360867914
1739209768.3093271;-45.120503652039325
1739209768.3093324;-38.13080360867914
1739209768.3093379;-38.13080360867914
1739209768.309343;-45.120503652039325
1739209768.3093483;-38.13080360867914
1739209768.3093536;-26.991370085610722
1739209768.3093588;-35.57807855764607
1739209768.309364;-45.120503652039325
1739209768.3093696;-38.13080360867914
1739209768.3093748;-33.981070128970906
1739209768.30938;-45.120503652039325
1739209768.3093853;-45.120503652039325
1739209768.3093905;-45.120503652039325
1739209768.3093958;-38.13080360867914
1739209768.3094013;-38.13080360867914
1739209768.3094065;-45.120503652039325
1739209768.3094118;-45.120503652039325
1739209768.309417;-35.57807855764607
1739209768.3094223;-35.57807855764607
1739209768.3094277;-45.120503652039325
1739209768.309433;-38.13080360867914
1739209768.3094382;-25.252786309376837
1739209768.3094435;-35.57807855764607
1739209768.3094487;-45.120503652039325
1739209768.309454;-38.13080360867914
1739209768.3094594;-45.120503652039325
1739209768.3094647;-38.13080360867914
1739209768.30947;-38.13080360867914
1739209768.3094752;-45.120503652039325
1739209768.3094804;-45.120503652039325
1739209768.3094857;-38.13080360867914
1739209768.3094912;-45.120503652039325
1739209768.3094964;-45.120503652039325
1739209768.3095016;-38.13080360867914
1739209768.309507;-38.13080360867914
1739209768.3095121;-45.120503652039325
1739209768.3095174;-45.120503652039325
1739209768.3095229;-45.120503652039325
1739209768.309528;-38.13080360867914
1739209768.3095334;-38.13080360867914
1739209768.3095386;-45.120503652039325
1739209768.3095438;-45.120503652039325
1739209768.309549;-45.120503652039325
1739209768.3095546;-35.57807855764607
1739209768.3095598;-38.13080360867914
1739209768.309565;-32.816014438256545
1739209768.3095703;-35.57807855764607
1739209768.3095756;-45.120503652039325
1739209768.3095808;-33.981070128970906
1739209768.3095863;-38.13080360867914
1739209768.3095915;-38.13080360867914
1739209768.3095968;-45.120503652039325
