CAN Message; 0x77:d655006b1c1c52da
1739209785.1303525;-45.120503652039325
1739209785.1303577;-38.13080360867914
1739209785.130363;-38.13080360867914
1739209785.1303682;-45.120503652039325
1739209785.1303735;-45.120503652039325
1739209785.1303787;-38.13080360867914
1739209785.130384;-45.120503652039325
1739209785.1303895;-45.120503652039325
1739209785.1303947;-45.120503652039325
1739209785.1304;-45.120503652039325
1739209785.1304052;-45.120503652039325
1739209785.1304104;-45.120503652039325
1739209785.1304157;-38.13080360867914
1739209785.130421;-45.120503652039325
1739209785.1304264;-45.120503652039325
1739209785.1304317;-35.57807855764607
1739209785.130437;-27.267205301931607
1739209785.1304421;-38.13080360867914
1739209785.1304474;-38.13080360867914
1739209785.1304526;-38.13080360867914
1739209785.130458;-33.981070128970906
1739209785.1304634;-38.13080360867914
1739209785.1304686;-38.13080360867914
1739209785.1304739;-45.120503652039325
1739209785.130479;-45.120503652039325
1739209785.1304843;-38.13080360867914
1739209785.1304896;-38.13080360867914
1739209785.130495;-38.13080360867914
1739209785.1305003;-32.816014438256545
1739209785.1305056;-45.120503652039325
1739209785.1305108;-38.13080360867914
1739209785.130516;-38.13080360867914
1739209785.1305213;-45.120503652039325
1739209785.1305268;-45.120503652039325
1739209785.130532;-45.120503652039325
1739209785.1305373;-45.120503652039325
1739209785.1305425;-45.120503652039325
1739209785.1305478;-38.13080360867914
1739209785.130553;-35.57807855764607
1739209785.1305583;-45.120503652039325
1739209785.1305637;-33.981070128970906
1739209785.130569;-35.57807855764607
1739209785.1305742;-38.13080360867914
1739209785.1305795;-38.13080360867914
1739209785.1305847;-45.120503652039325
1739209785.13059;-35.57807855764607
1739209785.1305954;-38.13080360867914
1739209785.1306007;-38.13080360867914
1739209785.130606;-35.57807855764607
1739209785.1306112;-33.981070128970906
1739209785.1306164;-38.13080360867914
1739209785.1306217;-45.120503652039325
1739209785.130627;-45.120503652039325
1739209785.1306324;-45.120503652039325
1739209785.1306376;-38.13080360867914
1739209785.130643;-45.120503652039325
1739209785.1306481;-38.13080360867914
1739209785.1306534;-38.13080360867914
1739209785.1306586;-38.13080360867914
1739209785.1306639;-38.13080360867914
1739209785.1306694;-38.13080360867914
1739209785.1306746;-38.13080360867914
1739209785.1306798;-38.13080360867914
1739209785.130685;-38.13080360867914
1739209785.1306903;-45.120503652039325
1739209785.1306956;-38.13080360867914
1739209785.130701;-35.57807855764607
1739209785.1307063;-35.57807855764607
1739209785.1307116;-38.13080360867914
1739209785.1307168;-38.13080360867914
1739209785.130722;-35.57807855764607
1739209785.1307273;-45.120503652039325
1739209785.1307325;-45.120503652039325
1739209785.130738;-38.13080360867914
1739209785.1307433;-45.120503652039325
1739209785.1307485;-35.57807855764607
1739209785.1307538;-33.981070128970906
1739209785.130759;-45.120503652039325
1739209785.1307642;-45.120503652039325
1739209785.1307697;-38.13080360867914
1739209785.130775;-38.13080360867914
1739209785.1307802;-38.13080360867914
1739209785.1307855;-38.13080360867914
1739209785.1307907;-38.13080360867914
1739209785.130796;-33.981070128970906
1739209785.1308012;-35.57807855764607
1739209785.1308067;-38.13080360867914
1739209785.130812;-38.13080360867914
1739209785.1308172;-38.13080360867914
1739209785.1308224;-38.13080360867914
1739209785.1308277;-45.120503652039325
1739209785.130833;-38.13080360867914
1739209785.1308384;-35.57807855764607
1739209785.1308436;-45.120503652039325
1739209785.130849;-45.120503652039325
1739209785.1308541;-45.120503652039325
1739209785.1308594;-45.120503652039325
1739209785.1308646;-38.13080360867914
1739209785.1308699;-38.13080360867914
1739209785.1308753;-38.13080360867914
1739209785.1308806;-45.120503652039325
1739209785.1308858;-38.13080360867914
1739209785.130891;-45.120503652039325
1739209785.1308963;-38.13080360867914
1739209785.1309016;-35.57807855764607
1739209785.130907;-38.13080360867914
1739209785.1309123;-45.120503652039325
1739209785.1309175;-45.120503652039325
1739209785.1309228;-38.13080360867914
1739209785.130928;-38.13080360867914
1739209785.1309333;-45.120503652039325
1739209785.1309385;-45.120503652039325
1739209785.130944;-33.981070128970906
1739209785.1309493;-45.120503652039325
1739209785.1309545;-45.120503652039325
1739209785.1309597;-32.816014438256545
1739209785.130965;-38.13080360867914
1739209785.1309702;-33.981070128970906
1739209785.1309755;-45.120503652039325
1739209785.130981;-45.120503652039325
1739209785.1309862;-45.120503652039325
1739209785.1309915;-35.57807855764607
1739209785.1309967;-32.816014438256545
1739209785.131002;-45.120503652039325
1739209785.1310072;-45.120503652039325
1739209785.1310127;-38.13080360867914
1739209785.131018;-38.13080360867914
1739209785.1310232;-45.120503652039325
1739209785.1310284;-45.120503652039325
1739209785.1310337;-45.120503652039325
1739209785.131039;-45.120503652039325
1739209785.1310441;-45.120503652039325
1739209785.1310496;-45.120503652039325
1739209785.1310549;-45.120503652039325
1739209785.1310601;-38.13080360867914
1739209785.1310654;-45.120503652039325
1739209785.1310706;-45.120503652039325
1739209785.1310759;-33.981070128970906
1739209785.1310813;-38.13080360867914
1739209785.1310866;-45.120503652039325
1739209785.1310918;-45.120503652039325
1739209785.131097;-30.49652367304973
1739209785.1311023;-32.816014438256545
1739209785.1311076;-38.13080360867914
1739209785.1311128;-45.120503652039325
1739209785.1311183;-32.816014438256545
1739209785.1311235;-28.21854285175415
1739209785.1311288;-45.120503652039325
1739209785.131134;-45.120503652039325
1739209785.1311393;-38.13080360867914
1739209785.1311445;-38.13080360867914
1739209785.13115;-38.13080360867914
1739209785.1311553;-38.13080360867914
1739209785.1311605;-45.120503652039325
1739209785.1311657;-45.120503652039325
1739209785.131171;-38.13080360867914
1739209785.1311762;-38.13080360867914
1739209785.1311815;-45.120503652039325
1739209785.131187;-45.120503652039325
1739209785.1311922;-38.13080360867914
1739209785.1311975;-45.120503652039325
1739209785.1312027;-32.816014438256545
1739209785.131208;-31.141103565318893
1739209785.1312132;-38.13080360867914
1739209785.1312184;-45.120503652039325
1739209785.131224;-38.13080360867914
1739209785.1312292;-32.816014438256545
1739209785.1312344;-45.120503652039325
1739209785.1312397;-33.981070128970906
1739209785.131245;-45.120503652039325
1739209785.1312501;-45.120503652039325
1739209785.1312556;-38.13080360867914
1739209785.1312609;-45.120503652039325
1739209785.131266;-45.120503652039325
1739209785.1312714;-38.13080360867914
1739209785.1312766;-38.13080360867914
1739209785.1312819;-32.816014438256545
1739209785.131287;-45.120503652039325
1739209785.1312926;-38.13080360867914
1739209785.1312978;-35.57807855764607
1739209785.131303;-31.141103565318915
1739209785.1313083;-45.120503652039325
1739209785.1313136;-45.120503652039325
1739209785.1313188;-35.57807855764607
1739209785.1313243;-45.120503652039325
1739209785.1313295;-35.57807855764607
1739209785.1313348;-26.487275050834715
1739209785.13134;-45.120503652039325
1739209785.1313453;-45.120503652039325
1739209785.1313505;-38.13080360867914
1739209785.1313558;-35.57807855764607
1739209785.1313612;-45.120503652039325
1739209785.1313665;-38.13080360867914
1739209785.1313717;-45.120503652039325
1739209785.131377;-38.13080360867914
1739209785.1313822;-38.13080360867914
1739209785.1313875;-38.13080360867914
1739209785.131393;-45.120503652039325
1739209785.1313982;-38.13080360867914
1739209785.1314034;-38.13080360867914
1739209785.1314087;-45.120503652039325
1739209785.131414;-38.13080360867914
1739209785.1314192;-38.13080360867914
1739209785.1314244;-45.120503652039325
1739209785.13143;-45.120503652039325
1739209785.1314352;-45.120503652039325
1739209785.1314404;-45.120503652039325
1739209785.1314456;-38.13080360867914
1739209785.131451;-45.120503652039325
1739209785.1314561;-45.120503652039325
1739209785.1314616;-38.13080360867914
1739209785.1314669;-45.120503652039325
1739209785.131472;-45.120503652039325
1739209785.1314774;-38.13080360867914
1739209785.1314826;-31.141103565318893
1739209785.1314878;-38.13080360867914
1739209785.131493;-45.120503652039325
1739209785.1314986;-38.13080360867914
1739209785.1315038;-38.13080360867914
1739209785.131509;-38.13080360867914
1739209785.1315143;-38.13080360867914
1739209785.1315196;-38.13080360867914
1739209785.1315248;-38.13080360867914
1739209785.13153;-38.13080360867914
1739209785.1315355;-45.120503652039325
1739209785.1315408;-38.13080360867914
1739209785.131546;-31.141103565318915
1739209785.1315513;-38.13080360867914
1739209785.1315565;-45.120503652039325
1739209785.1315618;-38.13080360867914
1739209785.1315672;-32.816014438256545
1739209785.1315725;-33.981070128970906
1739209785.1315777;-45.120503652039325
1739209785.131583;-45.120503652039325
1739209785.1315882;-45.120503652039325
1739209785.1315935;-45.120503652039325
1739209785.1315987;-45.120503652039325
1739209785.1316042;-45.120503652039325
1739209785.1316094;-45.120503652039325
1739209785.1316147;-45.120503652039325
1739209785.13162;-45.120503652039325
1739209785.1316252;-38.13080360867914
1739209785.1316304;-32.816014438256545
1739209785.131636;-38.13080360867914
1739209785.1316411;-45.120503652039325
1739209785.1316464;-35.57807855764607
1739209785.1316516;-38.13080360867914
1739209785.131657;-45.120503652039325
1739209785.1316621;-38.13080360867914
1739209785.1316674;-45.120503652039325
1739209785.1316729;-35.57807855764607
1739209785.131678;-38.13080360867914
1739209785.1316833;-45.120503652039325
1739209785.1316886;-45.120503652039325
1739209785.1316938;-38.13080360867914
1739209785.131699;-38.13080360867914
1739209785.1317046;-38.13080360867914
1739209785.1317098;-33.981070128970906
1739209785.131715;-38.13080360867914
1739209785.1317203;-38.13080360867914
1739209785.1317255;-38.13080360867914
1739209785.1317308;-38.13080360867914
1739209785.131736;-35.57807855764607
1739209785.1317415;-45.120503652039325
1739209785.1317468;-45.120503652039325
1739209785.131752;-45.120503652039325
1739209785.1317573;-45.120503652039325
1739209785.1317625;-31.141103565318915
1739209785.1317677;-35.57807855764607
1739209785.131773;-45.120503652039325
1739209785.1317785;-45.120503652039325
1739209785.1317837;-33.981070128970906
1739209785.131789;-45.120503652039325
1739209785.1317942;-45.120503652039325
1739209785.1317995;-45.120503652039325
1739209785.1318047;-45.120503652039325
1739209785.1318102;-45.120503652039325
1739209785.1318154;-45.120503652039325
1739209785.1318207;-45.120503652039325
1739209785.131826;-45.120503652039325
1739209785.1318312;-45.120503652039325
1739209785.1318364;-33.981070128970906
1739209785.1318417;-35.57807855764607
1739209785.1318471;-33.981070128970906
1739209785.1318524;-33.981070128970906
1739209785.1318576;-38.13080360867914
1739209785.1318629;-38.13080360867914
1739209785.1318681;-33.981070128970906
1739209785.1318734;-38.13080360867914
1739209785.1318789;-38.13080360867914
1739209785.131884;-45.120503652039325
1739209785.1318893;-38.13080360867914
1739209785.1318946;-35.57807855764607
1739209785.1318998;-45.120503652039325
1739209785.131905;-38.13080360867914
1739209785.1319103;-45.120503652039325
1739209785.1319158;-45.120503652039325
1739209785.131921;-38.13080360867914
1739209785.1319263;-45.120503652039325
1739209785.1319315;-45.120503652039325
1739209785.1319368;-45.120503652039325
1739209785.131942;-38.13080360867914
1739209785.1319475;-38.13080360867914
1739209785.1319528;-45.120503652039325
1739209785.131958;-38.13080360867914
1739209785.1319633;-38.13080360867914
1739209785.1319685;-45.120503652039325
1739209785.1319737;-32.816014438256545
1739209785.131979;-35.57807855764607
1739209785.1319845;-38.13080360867914
1739209785.1319897;-38.13080360867914
1739209785.131995;-38.13080360867914
1739209785.1320002;-45.120503652039325
1739209785.1320055;-45.120503652039325
1739209785.1320107;-32.816014438256545
1739209785.1320162;-33.981070128970956
1739209785.1320214;-45.120503652039325
1739209785.1320267;-35.57807855764607
1739209785.132032;-31.141103565318915
1739209785.1320372;-38.13080360867914
1739209785.1320424;-45.120503652039325
1739209785.1320477;-38.13080360867914
1739209785.1320531;-45.120503652039325
1739209785.1320584;-32.816014438256545
1739209785.1320636;-35.57807855764607
1739209785.1320689;-45.120503652039325
1739209785.132074;-38.13080360867914
1739209785.1320794;-38.13080360867914
1739209785.1320846;-38.13080360867914
1739209785.13209;-33.981070128970906
1739209785.1320953;-45.120503652039325
1739209785.1321006;-38.13080360867914
1739209785.1321058;-45.120503652039325
1739209785.132111;-38.13080360867914
1739209785.1321163;-32.816014438256545
1739209785.1321218;-38.13080360867914
1739209785.132127;-38.13080360867914
1739209785.1321323;-45.120503652039325
1739209785.1321375;-33.981070128970906
1739209785.1321428;-45.120503652039325
1739209785.132148;-45.120503652039325
1739209785.1321533;-45.120503652039325
1739209785.1321588;-45.120503652039325
1739209785.132164;-45.120503652039325
1739209785.1321692;-38.13080360867914
1739209785.1321745;-38.13080360867914
1739209785.1321797;-45.120503652039325
1739209785.132185;-32.816014438256545
1739209785.1321905;-27.8777449560314
1739209785.1321957;-45.120503652039325
1739209785.132201;-45.120503652039325
1739209785.1322062;-35.57807855764607
1739209785.1322114;-35.57807855764607
1739209785.1322167;-45.120503652039325
1739209785.132222;-35.57807855764607
1739209785.1322274;-45.120503652039325
1739209785.1322327;-38.13080360867914
1739209785.132238;-35.57807855764607
1739209785.1322432;-45.120503652039325
1739209785.1322484;-45.120503652039325
1739209785.1322536;-38.13080360867914
1739209785.1322591;-45.120503652039325
1739209785.1322644;-45.120503652039325
1739209785.1322696;-38.13080360867914
1739209785.1322749;-38.13080360867914
1739209785.13228;-38.13080360867914
1739209785.1322854;-38.13080360867914
1739209785.1322906;-38.13080360867914
1739209785.132296;-38.13080360867914
1739209785.1323013;-35.57807855764607
1739209785.1323066;-35.57807855764607
1739209785.1323118;-45.120503652039325
1739209785.132317;-32.816014438256545
1739209785.1323223;-38.13080360867914
1739209785.1323276;-45.120503652039325
1739209785.132333;-38.13080360867914
1739209785.1323383;-35.57807855764607
1739209785.1323435;-45.120503652039325
1739209785.1323488;-33.981070128970906
1739209785.132354;-45.120503652039325
1739209785.1323593;-45.120503652039325
1739209785.1323647;-45.120503652039325
1739209785.13237;-45.120503652039325
1739209785.1323752;-38.13080360867914
1739209785.1323805;-45.120503652039325
1739209785.1323857;-35.57807855764607
1739209785.132391;-35.57807855764607
1739209785.1323962;-38.13080360867914
1739209785.1324017;-38.13080360867914
1739209785.132407;-45.120503652039325
1739209785.1324122;-45.120503652039325
1739209785.1324174;-38.13080360867914
1739209785.1324227;-38.13080360867914
1739209785.132428;-38.13080360867914
1739209785.1324334;-45.120503652039325
1739209785.1324387;-45.120503652039325
1739209785.132444;-45.120503652039325
1739209785.1324492;-35.57807855764607
1739209785.1324544;-32.816014438256545
1739209785.1324596;-45.120503652039325
1739209785.132465;-38.13080360867914
1739209785.1324704;-35.57807855764607
1739209785.1324756;-45.120503652039325
1739209785.1324809;-38.13080360867914
1739209785.132486;-38.13080360867914
1739209785.1324914;-38.13080360867914
1739209785.1324966;-38.13080360867914
1739209785.132502;-38.13080360867914
1739209785.1325073;-38.13080360867914
1739209785.1325126;-38.13080360867914
1739209785.1325178;-38.13080360867914
1739209785.132523;-45.120503652039325
1739209785.1325283;-45.120503652039325
1739209785.1325336;-35.57807855764607
1739209785.132539;-38.13080360867914
1739209785.1325443;-45.120503652039325
1739209785.1325495;-38.13080360867914
1739209785.1325548;-38.13080360867914
1739209785.13256;-38.13080360867914
1739209785.1325653;-45.120503652039325
1739209785.1325705;-45.120503652039325
1739209785.132576;-45.120503652039325
1739209785.1325812;-38.13080360867914
1739209785.1325865;-38.13080360867914
1739209785.1325917;-38.13080360867914
1739209785.132597;-45.120503652039325
1739209785.1326022;-45.120503652039325
1739209785.1326077;-45.120503652039325
1739209785.132613;-38.13080360867914
1739209785.1326182;-33.981070128970906
1739209785.1326234;-38.13080360867914
1739209785.1326287;-38.13080360867914
1739209785.132634;-38.13080360867914
1739209785.1326392;-38.13080360867914
1739209785.1326447;-38.13080360867914
1739209785.13265;-33.981070128970906
1739209785.1326551;-38.13080360867914
1739209785.1326604;-38.13080360867914
1739209785.1326656;-45.120503652039325
1739209785.1326709;-45.120503652039325
1739209785.1326764;-45.120503652039325
1739209785.1326816;-45.120503652039325
1739209785.1326869;-45.120503652039325
1739209785.132692;-35.57807855764607
1739209785.1326973;-35.57807855764607
1739209785.1327026;-45.120503652039325
1739209785.1327078;-45.120503652039325
1739209785.1327133;-38.13080360867914
1739209785.1327186;-38.13080360867914
1739209785.1327238;-38.13080360867914
1739209785.132729;-38.13080360867914
1739209785.1327343;-38.13080360867914
1739209785.1327395;-35.57807855764607
1739209785.132745;-33.981070128970906
1739209785.1327503;-45.120503652039325
1739209785.1327555;-45.120503652039325
1739209785.1327608;-33.981070128970906
1739209785.132766;-38.13080360867914
1739209785.1327713;-45.120503652039325
1739209785.1327765;-35.57807855764607
1739209785.132782;-38.13080360867914
1739209785.1327872;-32.81601443825658
1739209785.1327925;-45.120503652039325
1739209785.1327977;-45.120503652039325
1739209785.132803;-45.120503652039325
1739209785.1328082;-45.120503652039325
1739209785.1328137;-45.120503652039325
1739209785.132819;-45.120503652039325
1739209785.1328242;-38.13080360867914
1739209785.1328294;-28.58837851428586
1739209785.1328347;-38.13080360867914
1739209785.13284;-45.120503652039325
1739209785.1328452;-38.13080360867914
1739209785.1328506;-38.13080360867914
1739209785.132856;-38.13080360867914
1739209785.1328611;-45.120503652039325
1739209785.1328664;-45.120503652039325
1739209785.1328716;-33.981070128970956
1739209785.1328769;-45.120503652039325
1739209785.132882;-45.120503652039325
1739209785.1328876;-38.13080360867914
1739209785.1328928;-38.13080360867914
1739209785.132898;-45.120503652039325
1739209785.1329033;-35.57807855764607
1739209785.1329086;-38.13080360867914
1739209785.1329138;-26.991370085610722
1739209785.1329193;-35.57807855764607
1739209785.1329246;-38.13080360867914
1739209785.1329298;-35.57807855764607
1739209785.132935;-33.981070128970906
1739209785.1329403;-35.57807855764607
1739209785.1329455;-45.120503652039325
1739209785.1329508;-45.120503652039325
1739209785.1329563;-45.120503652039325
1739209785.1329615;-45.120503652039325
1739209785.1329668;-45.120503652039325
1739209785.132972;-45.120503652039325
1739209785.1329772;-38.13080360867914
1739209785.1329825;-45.120503652039325
1739209785.132988;-38.13080360867914
1739209785.1329932;-38.13080360867914
1739209785.1329985;-38.13080360867914
1739209785.1330037;-45.120503652039325
1739209785.133009;-45.120503652039325
1739209785.1330142;-45.120503652039325
1739209785.1330194;-32.816014438256545
1739209785.133025;-38.13080360867914
1739209785.1330302;-38.13080360867914
1739209785.1330354;-45.120503652039325
1739209785.1330407;-29.438486411369333
1739209785.133046;-31.141103565318893
1739209785.1330512;-45.120503652039325
1739209785.1330566;-45.120503652039325
1739209785.133062;-32.816014438256545
1739209785.1330671;-35.57807855764607
1739209785.1330724;-45.120503652039325
1739209785.1330776;-45.120503652039325
1739209785.1330829;-45.120503652039325
1739209785.133088;-45.120503652039325
1739209785.1330936;-38.13080360867914
1739209785.1330988;-45.120503652039325
1739209785.133104;-45.120503652039325
1739209785.1331093;-38.13080360867914
1739209785.1331146;-45.120503652039325
1739209785.1331198;-45.120503652039325
1739209785.133125;-35.57807855764607
1739209785.1331306;-35.57807855764607
1739209785.1331358;-45.120503652039325
1739209785.133141;-45.120503652039325
1739209785.1331463;-45.120503652039325
1739209785.1331515;-38.13080360867914
1739209785.1331568;-45.120503652039325
1739209785.1331623;-38.13080360867914
1739209785.1331675;-45.120503652039325
1739209785.1331728;-45.120503652039325
1739209785.133178;-45.120503652039325
1739209785.1331832;-45.120503652039325
1739209785.1331885;-45.120503652039325
1739209785.1331937;-45.120503652039325
1739209785.1331992;-35.57807855764607
1739209785.1332045;-35.57807855764607
1739209785.1332097;-45.120503652039325
1739209785.133215;-45.120503652039325
1739209785.1332202;-45.120503652039325
1739209785.1332254;-45.120503652039325
1739209785.133231;-45.120503652039325
1739209785.1332362;-45.120503652039325
1739209785.1332414;-38.13080360867914
1739209785.1332467;-45.120503652039325
1739209785.133252;-38.13080360867914
1739209785.1332572;-35.57807855764607
1739209785.1332624;-38.13080360867914
1739209785.1332679;-38.13080360867914
1739209785.1332731;-35.57807855764607
1739209785.1332784;-38.13080360867914
1739209785.1332836;-38.13080360867914
1739209785.1332889;-32.816014438256545
1739209785.133294;-45.120503652039325
1739209785.1332996;-45.120503652039325
1739209785.1333048;-38.13080360867914
1739209785.13331;-45.120503652039325
1739209785.1333153;-45.120503652039325
1739209785.1333206;-38.13080360867914
1739209785.1333258;-38.13080360867914
1739209785.133331;-45.120503652039325
1739209785.1333365;-35.57807855764607
1739209785.1333418;-35.57807855764607
1739209785.133347;-45.120503652039325
1739209785.1333523;-45.120503652039325
1739209785.1333575;-38.13080360867914
1739209785.1333628;-38.13080360867914
1739209785.133368;-38.13080360867914
1739209785.1333735;-45.120503652039325
1739209785.1333787;-38.13080360867914
1739209785.133384;-38.13080360867914
1739209785.1333892;-45.120503652039325
1739209785.1333945;-45.120503652039325
1739209785.1333997;-38.13080360867914
1739209785.1334052;-32.816014438256545
1739209785.1334105;-45.120503652039325
1739209785.1334157;-38.13080360867914
1739209785.133421;-38.13080360867914
1739209785.1334262;-38.13080360867914
1739209785.1334314;-33.981070128970906
1739209785.1334367;-38.13080360867914
1739209785.1334422;-38.13080360867914
1739209785.1334474;-45.120503652039325
1739209785.1334527;-38.13080360867914
1739209785.133458;-38.13080360867914
1739209785.1334631;-38.13080360867914
1739209785.1334684;-38.13080360867914
1739209785.1334739;-33.981070128970906
1739209785.133479;-45.120503652039325
1739209785.1334844;-38.13080360867914
1739209785.1334896;-30.49652367304973
1739209785.1334949;-45.120503652039325
1739209785.1335;-45.120503652039325
1739209785.1335053;-45.120503652039325
1739209785.1335108;-38.13080360867914
1739209785.133516;-38.13080360867914
1739209785.1335213;-38.13080360867914
1739209785.1335266;-38.13080360867914
1739209785.1335318;-45.120503652039325
1739209785.133537;-38.13080360867914
1739209785.1335425;-38.13080360867914
1739209785.1335478;-45.120503652039325
1739209785.133553;-38.13080360867914
1739209785.1335583;-38.13080360867914
1739209785.1335635;-38.13080360867914
1739209785.1335688;-45.120503652039325
1739209785.133574;-38.13080360867914
1739209785.1335795;-38.13080360867914
1739209785.1335847;-33.981070128970906
1739209785.13359;-45.120503652039325
1739209785.1335952;-45.120503652039325
1739209785.1336005;-38.13080360867914
1739209785.1336057;-45.120503652039325
1739209785.1336112;-45.120503652039325
1739209785.1336164;-38.13080360867914
1739209785.1336217;-38.13080360867914
1739209785.133627;-45.120503652039325
1739209785.1336322;-45.120503652039325
1739209785.1336374;-45.120503652039325
1739209785.1336427;-38.13080360867914
1739209785.1336482;-38.13080360867914
1739209785.1336534;-45.120503652039325
1739209785.1336586;-45.120503652039325
1739209785.133664;-45.120503652039325
1739209785.1336691;-45.120503652039325
1739209785.1336744;-33.981070128970906
1739209785.1336796;-33.981070128970906
1739209785.133685;-28.992665084841942
1739209785.1336904;-45.120503652039325
1739209785.1336956;-38.13080360867914
1739209785.1337008;-35.57807855764607
1739209785.133706;-38.13080360867914
1739209785.1337113;-45.120503652039325
1739209785.1337168;-45.120503652039325
1739209785.133722;-38.13080360867914
1739209785.1337273;-35.57807855764607
1739209785.1337326;-45.120503652039325
1739209785.1337378;-38.13080360867914
1739209785.133743;-38.13080360867914
1739209785.1337483;-35.57807855764607
1739209785.1337538;-38.13080360867914
1739209785.133759;-45.120503652039325
1739209785.1337643;-45.120503652039325
1739209785.1337695;-45.120503652039325
1739209785.1337748;-38.13080360867914
1739209785.13378;-45.120503652039325
1739209785.1337855;-45.120503652039325
1739209785.1337907;-45.120503652039325
1739209785.133796;-45.120503652039325
1739209785.1338012;-38.13080360867914
1739209785.1338065;-38.13080360867914
1739209785.1338117;-31.141103565318915
1739209785.133817;-45.120503652039325
1739209785.1338224;-45.120503652039325
1739209785.1338277;-38.13080360867914
1739209785.133833;-45.120503652039325
1739209785.1338382;-45.120503652039325
1739209785.1338434;-38.13080360867914
1739209785.1338487;-38.13080360867914
1739209785.1338542;-33.981070128970956
1739209785.1338594;-45.120503652039325
1739209785.1338646;-33.981070128970906
1739209785.13387;-45.120503652039325
1739209785.1338751;-45.120503652039325
1739209785.1338804;-45.120503652039325
1739209785.1338856;-45.120503652039325
1739209785.133891;-35.57807855764607
1739209785.1338964;-31.141103565318915
1739209785.1339016;-33.981070128970906
1739209785.1339068;-45.120503652039325
1739209785.133912;-35.57807855764607
1739209785.1339173;-38.13080360867914
1739209785.1339226;-45.120503652039325
1739209785.133928;-38.13080360867914
1739209785.1339333;-38.13080360867914
1739209785.1339386;-45.120503652039325
1739209785.1339438;-45.120503652039325
1739209785.133949;-38.13080360867914
1739209785.1339543;-45.120503652039325
1739209785.1339598;-38.13080360867914
1739209785.133965;-35.57807855764607
1739209785.1339703;-45.120503652039325
1739209785.1339755;-38.13080360867914
1739209785.1339808;-38.13080360867914
1739209785.133986;-38.13080360867914
1739209785.1339912;-38.13080360867914
1739209785.1339967;-38.13080360867914
1739209785.134002;-45.120503652039325
1739209785.1340072;-45.120503652039325
1739209785.1340125;-45.120503652039325
1739209785.1340177;-45.120503652039325
1739209785.134023;-32.816014438256545
1739209785.1340284;-35.57807855764607
1739209785.1340337;-45.120503652039325
1739209785.134039;-45.120503652039325
1739209785.1340442;-38.13080360867914
1739209785.1340494;-38.13080360867914
1739209785.1340547;-45.120503652039325
1739209785.13406;-38.13080360867914
1739209785.1340654;-45.120503652039325
1739209785.1340706;-45.120503652039325
1739209785.1340759;-38.13080360867914
1739209785.1340811;-38.13080360867914
1739209785.1340864;-45.120503652039325
1739209785.1340916;-38.13080360867914
1739209785.134097;-45.120503652039325
1739209785.1341023;-45.120503652039325
1739209785.1341076;-35.57807855764607
1739209785.1341128;-35.57807855764607
1739209785.134118;-45.120503652039325
1739209785.1341233;-45.120503652039325
1739209785.1341286;-38.13080360867914
1739209785.134134;-38.13080360867914
