CAN Message; 0x62:07332af0db1d5209
Timestamp;Amplitude
1739209752.117794;-38.13080360867914
1739209752.1178005;-45.120503652039325
1739209752.1178071;-33.981070128970906
1739209752.1178136;-45.120503652039325
1739209752.11782;-38.13080360867914
1739209752.1178265;-35.57807855764607
1739209752.117833;-38.13080360867914
1739209752.1178396;-45.120503652039325
1739209752.117846;-45.120503652039325
1739209752.1178524;-38.13080360867914
1739209752.117859;-45.120503652039325
1739209752.1178653;-45.120503652039325
1739209752.117872;-33.981070128970906
1739209752.1178784;-38.13080360867914
1739209752.1178849;-45.120503652039325
1739209752.1178913;-38.13080360867914
1739209752.1178977;-45.120503652039325
1739209752.1179044;-38.13080360867914
1739209752.1179109;-38.13080360867914
1739209752.1179173;-45.120503652039325
1739209752.1179237;-45.120503652039325
1739209752.1179302;-38.13080360867914
1739209752.1179368;-38.13080360867914
1739209752.1179433;-38.13080360867914
1739209752.1179497;-38.13080360867914
1739209752.1179562;-38.13080360867914
1739209752.1179626;-38.13080360867914
1739209752.1179693;-35.57807855764607
1739209752.1179757;-38.13080360867914
1739209752.1179821;-45.120503652039325
1739209752.1179886;-32.816014438256545
1739209752.117995;-35.57807855764607
1739209752.1180017;-38.13080360867914
1739209752.1180081;-38.13080360867914
1739209752.1180146;-38.13080360867914
1739209752.118021;-45.120503652039325
1739209752.1180274;-45.120503652039325
1739209752.1180341;-45.120503652039325
1739209752.1180406;-33.981070128970906
1739209752.118047;-38.13080360867914
1739209752.1180534;-38.13080360867914
1739209752.1180599;-45.120503652039325
1739209752.1180665;-45.120503652039325
1739209752.118073;-35.57807855764607
1739209752.1180794;-33.981070128970906
1739209752.1180859;-45.120503652039325
1739209752.1180923;-33.981070128970906
1739209752.118099;-38.13080360867914
1739209752.1181054;-38.13080360867914
1739209752.1181118;-45.120503652039325
1739209752.1181183;-38.13080360867914
1739209752.1181247;-33.981070128970906
1739209752.1181312;-38.13080360867914
1739209752.1181378;-38.13080360867914
1739209752.1181443;-38.13080360867914
1739209752.1181507;-38.13080360867914
1739209752.1181571;-45.120503652039325
1739209752.1181636;-45.120503652039325
1739209752.1181703;-38.13080360867914
1739209752.1181767;-38.13080360867914
1739209752.1181831;-38.13080360867914
1739209752.1181896;-38.13080360867914
1739209752.118196;-38.13080360867914
1739209752.1182027;-38.13080360867914
1739209752.1182091;-38.13080360867914
1739209752.1182156;-45.120503652039325
1739209752.118222;-38.13080360867914
1739209752.1182284;-38.13080360867914
1739209752.118235;-45.120503652039325
1739209752.1182415;-45.120503652039325
1739209752.118248;-38.13080360867914
1739209752.1182544;-45.120503652039325
1739209752.1182609;-38.13080360867914
1739209752.1182675;-38.13080360867914
1739209752.118274;-33.981070128970906
1739209752.1182804;-45.120503652039325
1739209752.1182868;-45.120503652039325
1739209752.1182933;-30.49652367304973
1739209752.1183;-38.13080360867914
1739209752.1183064;-45.120503652039325
1739209752.1183128;-38.13080360867914
1739209752.1183193;-38.13080360867914
1739209752.1183257;-45.120503652039325
1739209752.1183324;-45.120503652039325
1739209752.1183388;-38.13080360867914
1739209752.1183453;-45.120503652039325
1739209752.1183517;-31.141103565318915
1739209752.1183581;-33.981070128970906
1739209752.1183648;-45.120503652039325
1739209752.1183712;-45.120503652039325
1739209752.1183777;-35.57807855764607
1739209752.1183841;-45.120503652039325
1739209752.1183906;-45.120503652039325
1739209752.1183972;-32.816014438256545
1739209752.1184037;-33.981070128970906
1739209752.11841;-45.120503652039325
1739209752.1184165;-38.13080360867914
1739209752.118423;-38.13080360867914
1739209752.1184297;-38.13080360867914
1739209752.118436;-45.120503652039325
1739209752.1184425;-45.120503652039325
1739209752.118449;-32.816014438256545
1739209752.1184554;-38.13080360867914
1739209752.118462;-45.120503652039325
1739209752.1184685;-38.13080360867914
1739209752.118475;-38.13080360867914
1739209752.1184814;-45.120503652039325
1739209752.1184878;-38.13080360867914
1739209752.1184943;-38.13080360867914
1739209752.118501;-45.120503652039325
1739209752.1185074;-33.981070128970906
1739209752.1185138;-31.141103565318915
1739209752.1185203;-45.120503652039325
1739209752.1185267;-35.57807855764607
1739209752.1185334;-35.57807855764607
1739209752.1185398;-38.13080360867914
1739209752.1185462;-45.120503652039325
1739209752.1185527;-35.57807855764607
1739209752.1185591;-45.120503652039325
1739209752.1185658;-38.13080360867914
1739209752.1185722;-38.13080360867914
1739209752.1185787;-45.120503652039325
1739209752.118585;-45.120503652039325
1739209752.1185915;-32.816014438256545
1739209752.1185982;-32.816014438256545
1739209752.1186047;-45.120503652039325
1739209752.118611;-31.141103565318915
1739209752.1186175;-26.991370085610722
1739209752.118624;-45.120503652039325
1739209752.1186306;-45.120503652039325
1739209752.118637;-38.13080360867914
1739209752.1186435;-38.13080360867914
1739209752.11865;-45.120503652039325
1739209752.1186564;-38.13080360867914
1739209752.118663;-38.13080360867914
1739209752.1186695;-45.120503652039325
1739209752.118676;-45.120503652039325
1739209752.1186824;-45.120503652039325
1739209752.1186888;-38.13080360867914
1739209752.1186955;-38.13080360867914
1739209752.118702;-45.120503652039325
1739209752.1187084;-45.120503652039325
1739209752.1187148;-38.13080360867914
1739209752.1187212;-45.120503652039325
1739209752.118728;-38.13080360867914
1739209752.1187344;-38.13080360867914
1739209752.1187408;-45.120503652039325
1739209752.1187472;-45.120503652039325
1739209752.1187537;-38.13080360867914
1739209752.1187603;-35.57807855764607
1739209752.1187668;-33.981070128970906
1739209752.1187732;-35.57807855764607
1739209752.1187797;-38.13080360867914
1739209752.118786;-35.57807855764607
1739209752.1187928;-38.13080360867914
1739209752.1187992;-38.13080360867914
1739209752.1188056;-38.13080360867914
1739209752.118812;-35.57807855764607
1739209752.1188185;-38.13080360867914
1739209752.1188252;-45.120503652039325
1739209752.1188316;-45.120503652039325
1739209752.118838;-38.13080360867914
1739209752.1188445;-33.981070128970906
1739209752.118851;-45.120503652039325
1739209752.1188574;-45.120503652039325
1739209752.118864;-35.57807855764607
1739209752.1188705;-35.57807855764607
1739209752.118877;-45.120503652039325
1739209752.1188834;-38.13080360867914
1739209752.1188898;-35.57807855764607
1739209752.1188965;-33.981070128970906
1739209752.118903;-45.120503652039325
1739209752.1189094;-45.120503652039325
1739209752.1189158;-38.13080360867914
1739209752.1189222;-38.13080360867914
1739209752.118929;-45.120503652039325
1739209752.1189353;-45.120503652039325
1739209752.1189418;-45.120503652039325
1739209752.1189482;-45.120503652039325
1739209752.1189547;-35.57807855764607
1739209752.1189613;-38.13080360867914
1739209752.1189678;-38.13080360867914
1739209752.1189742;-45.120503652039325
1739209752.1189806;-38.13080360867914
1739209752.118987;-38.13080360867914
1739209752.1189938;-45.120503652039325
1739209752.1190002;-38.13080360867914
1739209752.1190066;-45.120503652039325
1739209752.119013;-38.13080360867914
1739209752.1190195;-45.120503652039325
1739209752.1190262;-38.13080360867914
1739209752.1190326;-38.13080360867914
1739209752.119039;-38.13080360867914
1739209752.1190455;-45.120503652039325
1739209752.119052;-45.120503652039325
1739209752.1190586;-35.57807855764607
1739209752.119065;-38.13080360867914
1739209752.1190715;-38.13080360867914
1739209752.119078;-38.13080360867914
1739209752.1190844;-45.120503652039325
1739209752.119091;-28.992665084841942
1739209752.1190975;-45.120503652039325
1739209752.119104;-45.120503652039325
1739209752.1191103;-38.13080360867914
1739209752.1191168;-38.13080360867914
1739209752.1191235;-45.120503652039325
1739209752.11913;-45.120503652039325
1739209752.1191363;-45.120503652039325
1739209752.1191428;-38.13080360867914
1739209752.1191492;-45.120503652039325
1739209752.119156;-38.13080360867914
1739209752.1191623;-38.13080360867914
1739209752.1191688;-38.13080360867914
1739209752.1191752;-35.57807855764607
1739209752.1191816;-38.13080360867914
1739209752.119188;-45.120503652039325
1739209752.1191947;-38.13080360867914
1739209752.1192012;-35.57807855764607
1739209752.1192076;-38.13080360867914
1739209752.119214;-45.120503652039325
1739209752.1192205;-35.57807855764607
1739209752.1192272;-32.816014438256545
1739209752.1192336;-45.120503652039325
1739209752.11924;-38.13080360867914
1739209752.1192465;-31.141103565318915
1739209752.119253;-45.120503652039325
1739209752.1192596;-45.120503652039325
1739209752.119266;-45.120503652039325
1739209752.1192725;-45.120503652039325
1739209752.119279;-32.816014438256545
1739209752.1192853;-30.49652367304973
1739209752.119292;-45.120503652039325
1739209752.1192985;-27.877744956031414
1739209752.119305;-38.13080360867914
1739209752.1193113;-38.13080360867914
1739209752.1193178;-45.120503652039325
1739209752.1193244;-33.981070128970906
1739209752.119331;-45.120503652039325
1739209752.1193373;-38.13080360867914
1739209752.1193438;-45.120503652039325
1739209752.1193502;-38.13080360867914
1739209752.1193569;-35.57807855764607
1739209752.1193633;-33.981070128970906
1739209752.1193697;-38.13080360867914
1739209752.1193762;-38.13080360867914
1739209752.1193826;-45.120503652039325
1739209752.1193893;-38.13080360867914
1739209752.1193957;-45.120503652039325
1739209752.1194022;-38.13080360867914
1739209752.1194086;-35.57807855764607
1739209752.119415;-38.13080360867914
1739209752.1194217;-45.120503652039325
1739209752.1194282;-45.120503652039325
1739209752.1194346;-38.13080360867914
1739209752.119441;-38.13080360867914
1739209752.1194475;-45.120503652039325
1739209752.1194541;-31.141103565318915
1739209752.1194606;-38.13080360867914
1739209752.119467;-38.13080360867914
1739209752.1194735;-45.120503652039325
1739209752.11948;-33.981070128970906
1739209752.1194866;-45.120503652039325
1739209752.119493;-38.13080360867914
1739209752.1194994;-45.120503652039325
1739209752.119506;-32.816014438256545
1739209752.1195123;-33.981070128970906
1739209752.119519;-45.120503652039325
1739209752.1195254;-38.13080360867914
1739209752.1195319;-33.981070128970906
1739209752.1195383;-45.120503652039325
1739209752.1195447;-45.120503652039325
1739209752.1195512;-45.120503652039325
1739209752.1195579;-31.141103565318915
1739209752.1195643;-33.981070128970906
1739209752.1195707;-45.120503652039325
1739209752.1195772;-45.120503652039325
1739209752.1195836;-45.120503652039325
1739209752.1195903;-45.120503652039325
1739209752.1195967;-45.120503652039325
1739209752.1196032;-45.120503652039325
1739209752.1196096;-38.13080360867914
1739209752.119616;-38.13080360867914
1739209752.1196227;-38.13080360867914
1739209752.1196291;-38.13080360867914
1739209752.1196356;-38.13080360867914
1739209752.119642;-35.57807855764607
1739209752.1196485;-38.13080360867914
1739209752.1196551;-45.120503652039325
1739209752.1196616;-45.120503652039325
1739209752.119668;-35.57807855764607
1739209752.1196744;-38.13080360867914
1739209752.119681;-45.120503652039325
1739209752.1196876;-38.13080360867914
1739209752.119694;-38.13080360867914
1739209752.1197004;-45.120503652039325
1739209752.1197069;-45.120503652039325
1739209752.1197133;-38.13080360867914
1739209752.11972;-38.13080360867914
1739209752.1197264;-45.120503652039325
1739209752.1197329;-45.120503652039325
1739209752.1197393;-33.981070128970906
1739209752.1197457;-38.13080360867914
1739209752.1197524;-45.120503652039325
1739209752.1197588;-35.57807855764607
1739209752.1197653;-38.13080360867914
1739209752.1197717;-45.120503652039325
1739209752.1197782;-45.120503652039325
1739209752.1197848;-45.120503652039325
1739209752.1197913;-45.120503652039325
1739209752.1197977;-32.816014438256545
1739209752.1198041;-35.57807855764607
1739209752.1198106;-45.120503652039325
1739209752.1198173;-38.13080360867914
1739209752.1198237;-45.120503652039325
1739209752.1198301;-45.120503652039325
1739209752.1198366;-45.120503652039325
1739209752.119843;-38.13080360867914
1739209752.1198497;-38.13080360867914
1739209752.119856;-45.120503652039325
1739209752.1198626;-45.120503652039325
1739209752.119869;-45.120503652039325
1739209752.1198754;-45.120503652039325
1739209752.1198819;-45.120503652039325
1739209752.1198885;-38.13080360867914
1739209752.119895;-38.13080360867914
1739209752.1199014;-33.981070128970906
1739209752.1199079;-45.120503652039325
1739209752.1199143;-45.120503652039325
1739209752.119921;-38.13080360867914
1739209752.1199274;-31.141103565318893
1739209752.1199338;-33.981070128970906
1739209752.1199403;-45.120503652039325
1739209752.1199467;-45.120503652039325
1739209752.1199534;-38.13080360867914
1739209752.1199598;-33.981070128970906
1739209752.1199663;-45.120503652039325
1739209752.1199727;-33.981070128970906
1739209752.1199791;-45.120503652039325
1739209752.1199858;-45.120503652039325
1739209752.1199923;-45.120503652039325
1739209752.1199987;-38.13080360867914
1739209752.1200051;-38.13080360867914
1739209752.1200116;-45.120503652039325
1739209752.1200182;-45.120503652039325
1739209752.1200247;-38.13080360867914
1739209752.120031;-35.57807855764607
1739209752.1200376;-35.57807855764607
1739209752.120044;-38.13080360867914
1739209752.1200507;-38.13080360867914
1739209752.120057;-35.57807855764607
1739209752.1200635;-35.57807855764607
1739209752.12007;-45.120503652039325
1739209752.1200764;-45.120503652039325
1739209752.120083;-45.120503652039325
1739209752.1200895;-38.13080360867914
1739209752.120096;-45.120503652039325
1739209752.1201024;-38.13080360867914
1739209752.1201088;-38.13080360867914
1739209752.1201155;-45.120503652039325
1739209752.120122;-38.13080360867914
1739209752.1201284;-35.57807855764607
1739209752.1201348;-38.13080360867914
1739209752.1201413;-38.13080360867914
1739209752.120148;-38.13080360867914
1739209752.1201544;-45.120503652039325
1739209752.1201608;-45.120503652039325
1739209752.1201673;-45.120503652039325
1739209752.1201737;-45.120503652039325
1739209752.1201804;-45.120503652039325
1739209752.1201868;-30.49652367304973
1739209752.1201932;-28.58837851428586
1739209752.1201997;-45.120503652039325
1739209752.120206;-45.120503652039325
1739209752.1202128;-38.13080360867914
1739209752.1202192;-35.57807855764607
1739209752.1202257;-45.120503652039325
1739209752.120232;-38.13080360867914
1739209752.1202385;-38.13080360867914
1739209752.120245;-33.981070128970956
1739209752.1202517;-45.120503652039325
1739209752.120258;-38.13080360867914
1739209752.1202645;-45.120503652039325
1739209752.120271;-45.120503652039325
1739209752.1202774;-32.816014438256545
1739209752.120284;-35.57807855764607
1739209752.1202905;-35.57807855764607
1739209752.120297;-38.13080360867914
1739209752.1203034;-38.13080360867914
1739209752.1203098;-38.13080360867914
1739209752.1203165;-45.120503652039325
1739209752.120323;-38.13080360867914
1739209752.1203294;-38.13080360867914
1739209752.1203358;-45.120503652039325
1739209752.1203423;-45.120503652039325
1739209752.120349;-38.13080360867914
1739209752.1203554;-35.57807855764607
1739209752.1203618;-45.120503652039325
1739209752.1203682;-45.120503652039325
1739209752.1203747;-33.981070128970906
1739209752.1203814;-45.120503652039325
1739209752.1203878;-38.13080360867914
1739209752.1203942;-45.120503652039325
1739209752.1204007;-35.57807855764607
1739209752.120407;-45.120503652039325
1739209752.1204138;-45.120503652039325
1739209752.1204202;-38.13080360867914
1739209752.1204267;-45.120503652039325
1739209752.120433;-45.120503652039325
1739209752.1204395;-38.13080360867914
1739209752.1204462;-32.816014438256545
1739209752.1204526;-28.992665084841942
1739209752.120459;-45.120503652039325
1739209752.1204655;-38.13080360867914
1739209752.120472;-35.57807855764607
1739209752.1204786;-33.981070128970906
1739209752.120485;-45.120503652039325
1739209752.1204915;-45.120503652039325
1739209752.120498;-38.13080360867914
1739209752.1205044;-38.13080360867914
1739209752.120511;-45.120503652039325
1739209752.1205175;-45.120503652039325
1739209752.120524;-45.120503652039325
1739209752.1205304;-38.13080360867914
1739209752.1205368;-45.120503652039325
1739209752.1205435;-45.120503652039325
1739209752.12055;-38.13080360867914
1739209752.1205564;-38.13080360867914
1739209752.1205628;-45.120503652039325
1739209752.1205692;-45.120503652039325
1739209752.120576;-38.13080360867914
1739209752.1205823;-38.13080360867914
1739209752.1205888;-45.120503652039325
1739209752.1205952;-45.120503652039325
1739209752.1206017;-45.120503652039325
1739209752.120608;-33.981070128970906
1739209752.1206148;-38.13080360867914
1739209752.1206212;-45.120503652039325
1739209752.1206276;-45.120503652039325
1739209752.120634;-35.57807855764607
1739209752.1206405;-35.57807855764607
1739209752.1206472;-38.13080360867914
1739209752.1206536;-38.13080360867914
1739209752.12066;-33.981070128970906
1739209752.1206665;-38.13080360867914
1739209752.120673;-33.981070128970906
1739209752.1206796;-45.120503652039325
1739209752.120686;-38.13080360867914
1739209752.1206925;-45.120503652039325
1739209752.120699;-45.120503652039325
1739209752.1207054;-45.120503652039325
1739209752.120712;-38.13080360867914
1739209752.1207185;-45.120503652039325
1739209752.120725;-38.13080360867914
1739209752.1207314;-38.13080360867914
1739209752.1207378;-38.13080360867914
1739209752.1207445;-35.57807855764607
1739209752.120751;-38.13080360867914
1739209752.1207573;-38.13080360867914
1739209752.1207638;-38.13080360867914
1739209752.1207702;-38.13080360867914
1739209752.120777;-45.120503652039325
1739209752.1207833;-32.816014438256545
1739209752.1207898;-38.13080360867914
1739209752.1207962;-38.13080360867914
1739209752.1208026;-38.13080360867914
1739209752.1208093;-35.57807855764607
1739209752.1208158;-38.13080360867914
1739209752.1208222;-45.120503652039325
1739209752.1208286;-38.13080360867914
1739209752.120835;-35.57807855764607
1739209752.1208417;-35.57807855764607
1739209752.1208482;-45.120503652039325
1739209752.1208546;-45.120503652039325
1739209752.120861;-32.816014438256545
1739209752.1208675;-38.13080360867914
1739209752.1208742;-38.13080360867914
1739209752.1208806;-38.13080360867914
1739209752.120887;-38.13080360867914
1739209752.1208935;-38.13080360867914
1739209752.1209;-35.57807855764607
1739209752.1209066;-33.981070128970906
1739209752.120913;-38.13080360867914
1739209752.1209195;-38.13080360867914
1739209752.120926;-45.120503652039325
1739209752.1209323;-45.120503652039325
1739209752.1209388;-35.57807855764607
1739209752.1209455;-38.13080360867914
1739209752.120952;-45.120503652039325
1739209752.1209583;-38.13080360867914
1739209752.1209648;-35.57807855764607
1739209752.1209712;-38.13080360867914
1739209752.1209779;-45.120503652039325
1739209752.1209843;-45.120503652039325
1739209752.1209908;-45.120503652039325
1739209752.1209972;-45.120503652039325
1739209752.1210036;-45.120503652039325
1739209752.1210103;-38.13080360867914
1739209752.1210167;-38.13080360867914
1739209752.1210232;-33.981070128970906
1739209752.1210296;-27.8777449560314
1739209752.121036;-38.13080360867914
1739209752.1210427;-45.120503652039325
1739209752.1210492;-45.120503652039325
1739209752.1210556;-38.13080360867914
1739209752.121062;-45.120503652039325
1739209752.1210685;-45.120503652039325
1739209752.1210752;-45.120503652039325
1739209752.1210816;-38.13080360867914
1739209752.121088;-45.120503652039325
1739209752.1210945;-45.120503652039325
1739209752.121101;-45.120503652039325
1739209752.1211076;-45.120503652039325
1739209752.121114;-38.13080360867914
1739209752.1211205;-45.120503652039325
1739209752.121127;-38.13080360867914
1739209752.1211333;-32.816014438256545
1739209752.12114;-38.13080360867914
1739209752.1211464;-45.120503652039325
1739209752.1211529;-38.13080360867914
1739209752.1211593;-35.57807855764607
1739209752.1211658;-38.13080360867914
1739209752.1211724;-45.120503652039325
1739209752.1211789;-45.120503652039325
1739209752.1211853;-31.141103565318893
1739209752.1211917;-38.13080360867914
1739209752.1211982;-45.120503652039325
1739209752.1212049;-45.120503652039325
1739209752.1212113;-35.57807855764607
1739209752.1212177;-38.13080360867914
1739209752.1212242;-45.120503652039325
1739209752.1212306;-45.120503652039325
1739209752.1212373;-35.57807855764607
1739209752.1212437;-45.120503652039325
1739209752.1212502;-38.13080360867914
1739209752.1212566;-45.120503652039325
1739209752.121263;-45.120503652039325
1739209752.1212697;-38.13080360867914
1739209752.1212761;-45.120503652039325
1739209752.1212826;-38.13080360867914
1739209752.121289;-35.57807855764607
1739209752.1212955;-38.13080360867914
1739209752.121302;-45.120503652039325
1739209752.1213086;-45.120503652039325
1739209752.121315;-45.120503652039325
1739209752.1213214;-45.120503652039325
1739209752.1213279;-33.981070128970906
1739209752.1213343;-38.13080360867914
1739209752.121341;-38.13080360867914
1739209752.1213474;-45.120503652039325
1739209752.1213539;-38.13080360867914
1739209752.1213603;-38.13080360867914
1739209752.1213667;-45.120503652039325
1739209752.1213734;-33.981070128970906
1739209752.1213799;-32.816014438256545
1739209752.1213863;-33.981070128970906
1739209752.1213927;-45.120503652039325
1739209752.1213992;-45.120503652039325
1739209752.1214058;-35.57807855764607
1739209752.1214123;-38.13080360867914
1739209752.1214187;-45.120503652039325
1739209752.1214252;-38.13080360867914
1739209752.1214316;-38.13080360867914
1739209752.1214383;-33.981070128970906
1739209752.1214447;-45.120503652039325
1739209752.1214511;-38.13080360867914
1739209752.1214576;-38.13080360867914
1739209752.121464;-38.13080360867914
1739209752.1214707;-45.120503652039325
1739209752.1214771;-45.120503652039325
1739209752.1214836;-35.57807855764607
1739209752.12149;-38.13080360867914
1739209752.1214964;-45.120503652039325
1739209752.121503;-33.981070128970906
1739209752.1215096;-45.120503652039325
1739209752.121516;-38.13080360867914
1739209752.1215224;-38.13080360867914
1739209752.1215289;-38.13080360867914
1739209752.1215355;-38.13080360867914
1739209752.121542;-38.13080360867914
1739209752.1215484;-38.13080360867914
1739209752.1215549;-33.981070128970906
1739209752.1215613;-38.13080360867914
1739209752.121568;-38.13080360867914
1739209752.1215744;-38.13080360867914
1739209752.1215808;-38.13080360867914
1739209752.1215873;-35.57807855764607
1739209752.1215937;-38.13080360867914
1739209752.1216004;-38.13080360867914
1739209752.1216068;-38.13080360867914
1739209752.1216133;-45.120503652039325
1739209752.1216197;-45.120503652039325
1739209752.1216261;-38.13080360867914
1739209752.1216326;-45.120503652039325
1739209752.1216393;-45.120503652039325
1739209752.1216457;-45.120503652039325
1739209752.1216521;-45.120503652039325
1739209752.1216586;-31.141103565318915
1739209752.121665;-38.13080360867914
1739209752.1216717;-45.120503652039325
1739209752.121678;-38.13080360867914
1739209752.1216846;-38.13080360867914
1739209752.121691;-38.13080360867914
1739209752.1216974;-45.120503652039325
1739209752.121704;-38.13080360867914
1739209752.1217105;-28.58837851428586
1739209752.121717;-45.120503652039325
1739209752.1217234;-38.13080360867914
1739209752.1217299;-35.57807855764607
1739209752.1217365;-33.981070128970906
1739209752.121743;-45.120503652039325
1739209752.1217494;-45.120503652039325
1739209752.1217558;-38.13080360867914
1739209752.1217623;-38.13080360867914
1739209752.121769;-45.120503652039325
1739209752.1217754;-45.120503652039325
1739209752.1217818;-45.120503652039325
1739209752.1217883;-38.13080360867914
1739209752.1217947;-38.13080360867914
1739209752.1218014;-38.13080360867914
1739209752.1218078;-45.120503652039325
1739209752.1218143;-31.141103565318915
1739209752.1218207;-33.981070128970906
1739209752.1218271;-33.981070128970906
1739209752.1218338;-45.120503652039325
1739209752.1218402;-38.13080360867914
1739209752.1218467;-32.816014438256545
1739209752.121853;-38.13080360867914
1739209752.1218596;-45.120503652039325
1739209752.1218662;-32.816014438256545
1739209752.1218727;-38.13080360867914
1739209752.121879;-38.13080360867914
1739209752.1218855;-45.120503652039325
1739209752.121892;-38.13080360867914
1739209752.1218987;-38.13080360867914
1739209752.121905;-38.13080360867914
1739209752.1219115;-45.120503652039325
1739209752.121918;-31.141103565318915
1739209752.1219244;-33.981070128970906
1739209752.121931;-45.120503652039325
1739209752.1219375;-45.120503652039325
1739209752.121944;-45.120503652039325
1739209752.1219504;-38.13080360867914
1739209752.1219568;-38.13080360867914
1739209752.1219635;-45.120503652039325
1739209752.12197;-45.120503652039325
1739209752.1219764;-45.120503652039325
1739209752.1219828;-38.13080360867914
1739209752.1219893;-38.13080360867914
1739209752.1219957;-38.13080360867914
1739209752.1220024;-38.13080360867914
1739209752.1220088;-38.13080360867914
1739209752.1220152;-38.13080360867914
1739209752.1220217;-38.13080360867914
1739209752.122028;-38.13080360867914
1739209752.1220348;-45.120503652039325
1739209752.1220412;-38.13080360867914
1739209752.1220477;-38.13080360867914
1739209752.122054;-35.57807855764607
1739209752.1220605;-45.120503652039325
1739209752.1220672;-45.120503652039325
1739209752.1220737;-38.13080360867914
1739209752.12208;-38.13080360867914
1739209752.1220865;-35.57807855764607
1739209752.122093;-45.120503652039325
1739209752.1220996;-45.120503652039325
1739209752.122106;-45.120503652039325
1739209752.1221125;-38.13080360867914
1739209752.122119;-38.13080360867914
1739209752.1221254;-45.120503652039325
1739209752.122132;-45.120503652039325
1739209752.1221385;-45.120503652039325
1739209752.122145;-45.120503652039325
1739209752.1221514;-45.120503652039325
1739209752.1221578;-45.120503652039325
1739209752.1221645;-45.120503652039325
1739209752.122171;-38.13080360867914
1739209752.1221774;-45.120503652039325
1739209752.1221838;-35.57807855764607
1739209752.1221902;-38.13080360867914
1739209752.122197;-45.120503652039325
1739209752.1222034;-38.13080360867914
1739209752.1222098;-35.57807855764607
1739209752.1222162;-38.13080360867914
1739209752.1222227;-35.57807855764607
1739209752.1222293;-38.13080360867914
1739209752.1222358;-45.120503652039325
1739209752.1222422;-38.13080360867914
1739209752.1222486;-38.13080360867914
1739209752.122255;-45.120503652039325
1739209752.1222618;-38.13080360867914
1739209752.1222682;-38.13080360867914
1739209752.1222746;-45.120503652039325
1739209752.122281;-38.13080360867914
1739209752.1222875;-38.13080360867914
1739209752.1222942;-45.120503652039325
1739209752.1223006;-45.120503652039325
1739209752.122307;-45.120503652039325
1739209752.1223135;-45.120503652039325
1739209752.12232;-38.13080360867914
1739209752.1223264;-38.13080360867914
1739209752.122333;-38.13080360867914
1739209752.1223395;-26.035653463252796
