CAN Message; 0x62:030a27f3d6015f23
1739209766.454348;-38.13080360867914
1739209766.4543505;-38.13080360867914
1739209766.4543529;-45.120503652039325
1739209766.454355;-45.120503652039325
1739209766.4543574;-45.120503652039325
1739209766.4543598;-38.13080360867914
1739209766.454362;-38.13080360867914
1739209766.4543643;-38.13080360867914
1739209766.4543667;-38.13080360867914
1739209766.4543688;-45.120503652039325
1739209766.4543712;-45.120503652039325
1739209766.4543736;-35.57807855764607
1739209766.4543757;-45.120503652039325
1739209766.4543781;-45.120503652039325
1739209766.4543803;-38.13080360867914
1739209766.4543827;-45.120503652039325
1739209766.454385;-45.120503652039325
1739209766.4543872;-45.120503652039325
1739209766.4543896;-38.13080360867914
1739209766.454392;-45.120503652039325
1739209766.454394;-45.120503652039325
1739209766.4543965;-45.120503652039325
1739209766.4543989;-45.120503652039325
1739209766.454401;-38.13080360867914
1739209766.4544034;-38.13080360867914
1739209766.4544058;-38.13080360867914
1739209766.454408;-45.120503652039325
1739209766.4544103;-35.57807855764607
1739209766.4544125;-33.981070128970906
1739209766.4544148;-45.120503652039325
1739209766.4544172;-45.120503652039325
1739209766.4544194;-38.13080360867914
1739209766.4544218;-45.120503652039325
1739209766.4544241;-45.120503652039325
1739209766.4544263;-45.120503652039325
1739209766.4544287;-45.120503652039325
1739209766.454431;-45.120503652039325
1739209766.4544332;-45.120503652039325
1739209766.4544356;-45.120503652039325
1739209766.454438;-33.981070128970906
1739209766.45444;-45.120503652039325
1739209766.4544425;-38.13080360867914
1739209766.4544446;-38.13080360867914
1739209766.454447;-45.120503652039325
1739209766.4544494;-45.120503652039325
1739209766.4544516;-45.120503652039325
1739209766.454454;-38.13080360867914
1739209766.4544563;-38.13080360867914
1739209766.4544585;-45.120503652039325
1739209766.4544609;-45.120503652039325
1739209766.4544632;-45.120503652039325
1739209766.4544654;-38.13080360867914
1739209766.4544678;-38.13080360867914
1739209766.4544702;-38.13080360867914
1739209766.4544723;-38.13080360867914
1739209766.4544747;-38.13080360867914
1739209766.4544768;-45.120503652039325
1739209766.4544792;-45.120503652039325
1739209766.4544816;-45.120503652039325
1739209766.4544837;-38.13080360867914
1739209766.4544861;-45.120503652039325
1739209766.4544885;-45.120503652039325
1739209766.4544907;-38.13080360867914
1739209766.454493;-45.120503652039325
1739209766.4544954;-33.981070128970906
1739209766.4544976;-38.13080360867914
1739209766.4545;-35.57807855764607
1739209766.4545023;-38.13080360867914
1739209766.4545045;-32.816014438256545
1739209766.4545069;-35.57807855764607
1739209766.454509;-45.120503652039325
1739209766.4545114;-45.120503652039325
1739209766.4545138;-45.120503652039325
1739209766.454516;-45.120503652039325
1739209766.4545183;-45.120503652039325
1739209766.4545207;-38.13080360867914
1739209766.4545228;-38.13080360867914
1739209766.4545252;-45.120503652039325
1739209766.4545276;-45.120503652039325
1739209766.4545298;-45.120503652039325
1739209766.4545321;-35.57807855764607
1739209766.4545345;-38.13080360867914
1739209766.4545367;-45.120503652039325
1739209766.454539;-38.13080360867914
1739209766.4545414;-33.981070128970906
1739209766.4545436;-38.13080360867914
1739209766.454546;-38.13080360867914
1739209766.4545481;-45.120503652039325
1739209766.4545505;-45.120503652039325
1739209766.454553;-45.120503652039325
1739209766.454555;-45.120503652039325
1739209766.4545574;-45.120503652039325
1739209766.4545598;-45.120503652039325
1739209766.454562;-38.13080360867914
1739209766.4545643;-45.120503652039325
1739209766.4545667;-45.120503652039325
1739209766.4545689;-35.57807855764607
1739209766.4545712;-38.13080360867914
1739209766.4545736;-45.120503652039325
1739209766.4545758;-45.120503652039325
1739209766.4545782;-32.816014438256545
1739209766.4545803;-38.13080360867914
1739209766.4545827;-45.120503652039325
1739209766.454585;-45.120503652039325
1739209766.4545872;-35.57807855764607
1739209766.4545896;-35.57807855764607
1739209766.454592;-45.120503652039325
1739209766.4545941;-38.13080360867914
1739209766.4545965;-45.120503652039325
1739209766.454599;-45.120503652039325
1739209766.454601;-38.13080360867914
1739209766.4546034;-38.13080360867914
1739209766.4546058;-45.120503652039325
1739209766.454608;-45.120503652039325
1739209766.4546103;-38.13080360867914
1739209766.4546125;-38.13080360867914
1739209766.4546149;-38.13080360867914
1739209766.4546173;-45.120503652039325
1739209766.4546194;-45.120503652039325
1739209766.4546218;-45.120503652039325
1739209766.4546242;-35.57807855764607
1739209766.4546263;-32.816014438256545
1739209766.4546287;-45.120503652039325
1739209766.454631;-38.13080360867914
1739209766.4546332;-45.120503652039325
1739209766.4546356;-38.13080360867914
1739209766.454638;-33.981070128970906
1739209766.4546402;-38.13080360867914
1739209766.4546425;-45.120503652039325
1739209766.4546447;-33.981070128970956
1739209766.454647;-33.981070128970906
1739209766.4546494;-45.120503652039325
1739209766.4546516;-45.120503652039325
1739209766.454654;-45.120503652039325
1739209766.4546564;-32.816014438256545
1739209766.4546585;-38.13080360867914
1739209766.454661;-32.816014438256545
1739209766.4546633;-29.438486411369333
1739209766.4546654;-45.120503652039325
1739209766.4546678;-38.13080360867914
1739209766.4546702;-38.13080360867914
1739209766.4546723;-38.13080360867914
1739209766.4546747;-38.13080360867914
1739209766.4546769;-31.141103565318915
1739209766.4546793;-45.120503652039325
1739209766.4546816;-31.141103565318943
1739209766.4546838;-33.981070128970906
1739209766.4546862;-45.120503652039325
1739209766.4546885;-45.120503652039325
1739209766.4546907;-45.120503652039325
1739209766.454693;-38.13080360867914
1739209766.4546955;-38.13080360867914
1739209766.4546976;-30.49652367304973
1739209766.4547;-26.487275050834715
1739209766.4547024;-45.120503652039325
1739209766.4547045;-35.57807855764607
1739209766.454707;-35.57807855764607
1739209766.454709;-35.57807855764607
1739209766.4547114;-38.13080360867914
1739209766.4547138;-38.13080360867914
1739209766.454716;-45.120503652039325
1739209766.4547184;-33.981070128970956
1739209766.4547207;-45.120503652039325
1739209766.454723;-38.13080360867914
1739209766.4547253;-38.13080360867914
1739209766.4547276;-38.13080360867914
1739209766.4547298;-45.120503652039325
1739209766.4547322;-38.13080360867914
1739209766.4547346;-38.13080360867914
1739209766.4547367;-38.13080360867914
1739209766.454739;-45.120503652039325
1739209766.4547412;-45.120503652039325
1739209766.4547436;-45.120503652039325
1739209766.454746;-38.13080360867914
1739209766.4547482;-45.120503652039325
1739209766.4547505;-45.120503652039325
1739209766.454753;-45.120503652039325
1739209766.454755;-45.120503652039325
1739209766.4547575;-45.120503652039325
1739209766.4547598;-38.13080360867914
1739209766.454762;-45.120503652039325
1739209766.4547644;-45.120503652039325
1739209766.4547668;-38.13080360867914
1739209766.454769;-45.120503652039325
1739209766.4547713;-45.120503652039325
1739209766.4547737;-45.120503652039325
1739209766.4547758;-45.120503652039325
1739209766.4547782;-38.13080360867914
1739209766.4547803;-45.120503652039325
1739209766.4547827;-45.120503652039325
1739209766.454785;-38.13080360867914
1739209766.4547873;-35.57807855764607
1739209766.4547896;-45.120503652039325
1739209766.454792;-31.141103565318915
1739209766.4547942;-38.13080360867914
1739209766.4547966;-38.13080360867914
1739209766.454799;-38.13080360867914
1739209766.454801;-38.13080360867914
1739209766.4548035;-38.13080360867914
1739209766.4548059;-35.57807855764607
1739209766.454808;-45.120503652039325
1739209766.4548104;-32.81601443825658
1739209766.4548125;-38.13080360867914
1739209766.454815;-38.13080360867914
1739209766.4548173;-45.120503652039325
1739209766.4548194;-45.120503652039325
1739209766.4548218;-45.120503652039325
1739209766.4548242;-38.13080360867914
1739209766.4548264;-45.120503652039325
1739209766.4548287;-31.141103565318915
1739209766.4548311;-33.981070128970906
1739209766.4548333;-33.981070128970906
1739209766.4548357;-38.13080360867914
1739209766.454838;-38.13080360867914
1739209766.4548402;-35.57807855764607
1739209766.4548426;-38.13080360867914
1739209766.4548447;-38.13080360867914
1739209766.454847;-32.816014438256545
1739209766.4548495;-31.141103565318915
1739209766.4548516;-33.981070128970906
1739209766.454854;-45.120503652039325
1739209766.4548564;-45.120503652039325
1739209766.4548585;-45.120503652039325
1739209766.454861;-38.13080360867914
1739209766.4548633;-33.981070128970906
1739209766.4548655;-33.981070128970906
1739209766.4548678;-38.13080360867914
1739209766.4548702;-38.13080360867914
1739209766.4548724;-45.120503652039325
1739209766.4548748;-38.13080360867914
1739209766.454877;-38.13080360867914
1739209766.4548793;-45.120503652039325
1739209766.4548817;-45.120503652039325
1739209766.4548838;-45.120503652039325
1739209766.4548862;-45.120503652039325
1739209766.4548886;-38.13080360867914
1739209766.4548907;-38.13080360867914
1739209766.454893;-33.981070128970906
1739209766.4548955;-38.13080360867914
1739209766.4548976;-38.13080360867914
1739209766.4549;-35.57807855764607
1739209766.4549024;-35.57807855764607
1739209766.4549046;-45.120503652039325
1739209766.454907;-38.13080360867914
1739209766.454909;-38.13080360867914
1739209766.4549115;-38.13080360867914
1739209766.4549139;-45.120503652039325
1739209766.454916;-45.120503652039325
1739209766.4549184;-38.13080360867914
1739209766.4549208;-38.13080360867914
1739209766.454923;-38.13080360867914
1739209766.4549253;-38.13080360867914
1739209766.4549277;-45.120503652039325
1739209766.4549298;-33.981070128970906
1739209766.4549322;-32.816014438256545
1739209766.4549346;-45.120503652039325
1739209766.4549367;-45.120503652039325
1739209766.4549391;-38.13080360867914
1739209766.4549413;-45.120503652039325
1739209766.4549437;-45.120503652039325
1739209766.454946;-38.13080360867914
1739209766.4549482;-45.120503652039325
1739209766.4549506;-45.120503652039325
1739209766.454953;-45.120503652039325
1739209766.454955;-38.13080360867914
1739209766.4549575;-38.13080360867914
1739209766.4549599;-45.120503652039325
1739209766.454962;-38.13080360867914
1739209766.4549644;-38.13080360867914
1739209766.4549668;-38.13080360867914
1739209766.454969;-38.13080360867914
1739209766.4549713;-33.981070128970906
1739209766.4549735;-38.13080360867914
1739209766.4549758;-45.120503652039325
1739209766.4549782;-32.816014438256545
1739209766.4549804;-35.57807855764607
1739209766.4549828;-38.13080360867914
1739209766.4549851;-45.120503652039325
1739209766.4549873;-38.13080360867914
1739209766.4549897;-35.57807855764607
1739209766.454992;-45.120503652039325
1739209766.4549942;-45.120503652039325
1739209766.4549966;-45.120503652039325
1739209766.454999;-45.120503652039325
1739209766.455001;-45.120503652039325
1739209766.4550035;-38.13080360867914
1739209766.455006;-33.981070128970906
1739209766.455008;-45.120503652039325
1739209766.4550104;-45.120503652039325
1739209766.4550126;-45.120503652039325
1739209766.455015;-35.57807855764607
1739209766.4550173;-32.816014438256545
1739209766.4550195;-45.120503652039325
1739209766.4550219;-45.120503652039325
1739209766.4550242;-38.13080360867914
1739209766.4550264;-33.981070128970906
1739209766.4550288;-45.120503652039325
1739209766.4550312;-45.120503652039325
1739209766.4550333;-45.120503652039325
1739209766.4550357;-45.120503652039325
1739209766.455038;-38.13080360867914
1739209766.4550402;-38.13080360867914
1739209766.4550426;-38.13080360867914
1739209766.4550447;-38.13080360867914
1739209766.4550471;-38.13080360867914
1739209766.4550495;-45.120503652039325
1739209766.4550517;-45.120503652039325
1739209766.455054;-38.13080360867914
1739209766.4550564;-38.13080360867914
1739209766.4550586;-45.120503652039325
1739209766.455061;-32.816014438256545
1739209766.4550633;-35.57807855764607
1739209766.4550655;-38.13080360867914
1739209766.4550679;-45.120503652039325
1739209766.4550703;-32.816014438256545
1739209766.4550724;-32.816014438256545
1739209766.4550748;-38.13080360867914
1739209766.455077;-38.13080360867914
1739209766.4550793;-38.13080360867914
1739209766.4550817;-35.57807855764607
1739209766.4550838;-45.120503652039325
1739209766.4550862;-35.57807855764607
1739209766.4550886;-45.120503652039325
1739209766.4550908;-38.13080360867914
1739209766.4550931;-45.120503652039325
1739209766.4550955;-45.120503652039325
1739209766.4550977;-38.13080360867914
1739209766.4551;-38.13080360867914
1739209766.4551024;-38.13080360867914
1739209766.4551046;-45.120503652039325
1739209766.455107;-32.816014438256545
1739209766.4551091;-28.58837851428586
1739209766.4551115;-45.120503652039325
1739209766.455114;-35.57807855764607
1739209766.455116;-38.13080360867914
1739209766.4551184;-35.57807855764607
1739209766.4551208;-45.120503652039325
1739209766.455123;-33.981070128970906
1739209766.4551253;-45.120503652039325
1739209766.4551277;-45.120503652039325
1739209766.4551299;-38.13080360867914
1739209766.4551322;-35.57807855764607
1739209766.4551346;-38.13080360867914
1739209766.4551368;-45.120503652039325
1739209766.4551392;-45.120503652039325
1739209766.4551413;-45.120503652039325
1739209766.4551437;-35.57807855764607
1739209766.455146;-28.58837851428586
1739209766.4551482;-45.120503652039325
1739209766.4551506;-45.120503652039325
1739209766.455153;-38.13080360867914
1739209766.4551551;-32.816014438256545
1739209766.4551575;-33.981070128970906
1739209766.45516;-38.13080360867914
1739209766.455162;-45.120503652039325
1739209766.4551644;-38.13080360867914
1739209766.4551668;-38.13080360867914
1739209766.455169;-45.120503652039325
1739209766.4551713;-38.13080360867914
1739209766.4551735;-45.120503652039325
1739209766.4551759;-45.120503652039325
1739209766.4551783;-38.13080360867914
1739209766.4551804;-45.120503652039325
1739209766.4551828;-38.13080360867914
1739209766.4551852;-45.120503652039325
1739209766.4551873;-45.120503652039325
1739209766.4551897;-45.120503652039325
1739209766.455192;-45.120503652039325
1739209766.4551942;-45.120503652039325
1739209766.4551966;-45.120503652039325
1739209766.455199;-45.120503652039325
1739209766.4552011;-31.141103565318915
1739209766.4552035;-35.57807855764607
1739209766.4552057;-35.57807855764607
1739209766.455208;-45.120503652039325
1739209766.4552104;-38.13080360867914
1739209766.4552126;-35.57807855764607
1739209766.455215;-38.13080360867914
1739209766.4552174;-38.13080360867914
1739209766.4552195;-35.57807855764607
1739209766.455222;-38.13080360867914
1739209766.4552243;-33.981070128970906
1739209766.4552264;-45.120503652039325
1739209766.4552288;-45.120503652039325
1739209766.4552312;-45.120503652039325
1739209766.4552333;-38.13080360867914
1739209766.4552357;-45.120503652039325
1739209766.4552379;-31.141103565318915
1739209766.4552402;-38.13080360867914
1739209766.4552426;-38.13080360867914
1739209766.4552448;-38.13080360867914
1739209766.4552472;-35.57807855764607
1739209766.4552495;-38.13080360867914
1739209766.4552517;-38.13080360867914
1739209766.455254;-45.120503652039325
1739209766.4552565;-38.13080360867914
1739209766.4552586;-38.13080360867914
1739209766.455261;-45.120503652039325
1739209766.4552634;-33.981070128970906
1739209766.4552655;-38.13080360867914
1739209766.455268;-38.13080360867914
1739209766.4552703;-45.120503652039325
1739209766.4552724;-45.120503652039325
1739209766.4552748;-45.120503652039325
1739209766.455277;-45.120503652039325
1739209766.4552794;-38.13080360867914
1739209766.4552817;-45.120503652039325
1739209766.4552839;-38.13080360867914
1739209766.4552863;-45.120503652039325
1739209766.4552886;-45.120503652039325
1739209766.4552908;-33.981070128970906
1739209766.4552932;-38.13080360867914
1739209766.4552956;-38.13080360867914
1739209766.4552977;-45.120503652039325
1739209766.4553;-38.13080360867914
1739209766.4553025;-33.981070128970906
1739209766.4553046;-38.13080360867914
1739209766.455307;-45.120503652039325
1739209766.4553092;-38.13080360867914
1739209766.4553115;-32.816014438256545
1739209766.455314;-45.120503652039325
1739209766.455316;-45.120503652039325
1739209766.4553185;-45.120503652039325
1739209766.4553208;-45.120503652039325
1739209766.455323;-45.120503652039325
1739209766.4553254;-45.120503652039325
1739209766.4553277;-38.13080360867914
1739209766.45533;-38.13080360867914
1739209766.4553323;-38.13080360867914
1739209766.4553347;-45.120503652039325
1739209766.4553368;-35.57807855764607
1739209766.4553392;-33.981070128970906
1739209766.4553413;-38.13080360867914
1739209766.4553437;-45.120503652039325
1739209766.455346;-45.120503652039325
1739209766.4553483;-38.13080360867914
1739209766.4553506;-45.120503652039325
1739209766.455353;-45.120503652039325
1739209766.4553552;-35.57807855764607
1739209766.4553576;-32.816014438256545
1739209766.45536;-45.120503652039325
1739209766.455362;-45.120503652039325
1739209766.4553645;-38.13080360867914
1739209766.4553668;-33.981070128970906
1739209766.455369;-33.981070128970906
1739209766.4553714;-38.13080360867914
1739209766.4553735;-45.120503652039325
1739209766.455376;-38.13080360867914
1739209766.4553783;-32.816014438256545
1739209766.4553804;-38.13080360867914
1739209766.4553828;-38.13080360867914
1739209766.4553852;-38.13080360867914
1739209766.4553874;-45.120503652039325
1739209766.4553897;-45.120503652039325
1739209766.4553921;-38.13080360867914
1739209766.4553943;-35.57807855764607
1739209766.4553967;-45.120503652039325
1739209766.455399;-45.120503652039325
1739209766.4554012;-33.981070128970906
1739209766.4554036;-33.981070128970906
1739209766.4554057;-38.13080360867914
1739209766.455408;-45.120503652039325
1739209766.4554105;-45.120503652039325
1739209766.4554126;-38.13080360867914
1739209766.455415;-38.13080360867914
1739209766.4554174;-38.13080360867914
1739209766.4554195;-45.120503652039325
1739209766.455422;-45.120503652039325
1739209766.4554243;-32.816014438256545
1739209766.4554265;-38.13080360867914
1739209766.4554288;-45.120503652039325
1739209766.4554312;-45.120503652039325
1739209766.4554334;-38.13080360867914
1739209766.4554358;-38.13080360867914
1739209766.455438;-45.120503652039325
1739209766.4554403;-38.13080360867914
1739209766.4554427;-38.13080360867914
1739209766.4554448;-38.13080360867914
1739209766.4554472;-38.13080360867914
1739209766.4554496;-38.13080360867914
1739209766.4554517;-38.13080360867914
1739209766.455454;-45.120503652039325
1739209766.4554565;-45.120503652039325
1739209766.4554586;-45.120503652039325
1739209766.455461;-35.57807855764607
1739209766.4554634;-31.141103565318915
1739209766.4554656;-45.120503652039325
1739209766.455468;-38.13080360867914
1739209766.45547;-38.13080360867914
1739209766.4554725;-38.13080360867914
1739209766.4554749;-38.13080360867914
1739209766.455477;-38.13080360867914
1739209766.4554794;-45.120503652039325
1739209766.4554818;-45.120503652039325
1739209766.455484;-38.13080360867914
1739209766.4554863;-35.57807855764607
1739209766.4554887;-38.13080360867914
1739209766.4554908;-45.120503652039325
1739209766.4554932;-35.57807855764607
1739209766.4554956;-45.120503652039325
1739209766.4554977;-38.13080360867914
1739209766.4555001;-38.13080360867914
1739209766.4555025;-45.120503652039325
1739209766.4555047;-45.120503652039325
1739209766.455507;-45.120503652039325
1739209766.4555092;-38.13080360867914
1739209766.4555116;-45.120503652039325
1739209766.455514;-45.120503652039325
1739209766.455516;-38.13080360867914
1739209766.4555185;-45.120503652039325
1739209766.4555209;-32.816014438256545
1739209766.455523;-38.13080360867914
1739209766.4555254;-45.120503652039325
1739209766.4555278;-45.120503652039325
1739209766.45553;-45.120503652039325
1739209766.4555323;-33.981070128970906
1739209766.4555347;-38.13080360867914
1739209766.4555368;-38.13080360867914
1739209766.4555392;-38.13080360867914
1739209766.4555414;-38.13080360867914
1739209766.4555438;-45.120503652039325
1739209766.4555461;-33.981070128970906
1739209766.4555483;-45.120503652039325
1739209766.4555507;-45.120503652039325
1739209766.455553;-45.120503652039325
1739209766.4555552;-45.120503652039325
1739209766.4555576;-45.120503652039325
1739209766.45556;-45.120503652039325
1739209766.455562;-45.120503652039325
1739209766.4555645;-45.120503652039325
1739209766.455567;-45.120503652039325
1739209766.455569;-38.13080360867914
1739209766.4555714;-45.120503652039325
1739209766.4555736;-45.120503652039325
1739209766.455576;-38.13080360867914
1739209766.4555783;-38.13080360867914
1739209766.4555805;-35.57807855764607
1739209766.4555829;-35.57807855764607
1739209766.4555852;-38.13080360867914
1739209766.4555874;-35.57807855764607
1739209766.4555898;-45.120503652039325
1739209766.4555922;-38.13080360867914
1739209766.4555943;-35.57807855764607
1739209766.4555967;-35.57807855764607
1739209766.455599;-45.120503652039325
1739209766.4556012;-45.120503652039325
1739209766.4556036;-45.120503652039325
1739209766.4556057;-45.120503652039325
1739209766.4556081;-45.120503652039325
1739209766.4556105;-45.120503652039325
1739209766.4556127;-30.49652367304973
1739209766.455615;-32.816014438256545
1739209766.4556174;-45.120503652039325
1739209766.4556196;-35.57807855764607
1739209766.455622;-32.816014438256545
1739209766.4556243;-38.13080360867914
1739209766.4556265;-45.120503652039325
1739209766.4556289;-28.992665084841942
1739209766.4556313;-38.13080360867914
1739209766.4556334;-38.13080360867914
1739209766.4556358;-45.120503652039325
1739209766.455638;-45.120503652039325
1739209766.4556403;-35.57807855764607
1739209766.4556427;-38.13080360867914
1739209766.4556448;-45.120503652039325
1739209766.4556472;-31.14110356531892
1739209766.4556496;-38.13080360867914
1739209766.4556518;-45.120503652039325
1739209766.4556541;-45.120503652039325
1739209766.4556565;-38.13080360867914
1739209766.4556587;-38.13080360867914
1739209766.455661;-45.120503652039325
1739209766.4556634;-38.13080360867914
1739209766.4556656;-28.992665084841942
1739209766.455668;-33.981070128970906
1739209766.45567;-33.981070128970906
1739209766.4556725;-38.13080360867914
1739209766.455675;-38.13080360867914
1739209766.455677;-38.13080360867914
1739209766.4556794;-38.13080360867914
1739209766.4556818;-33.981070128970906
1739209766.455684;-30.49652367304973
1739209766.4556863;-33.981070128970906
1739209766.4556887;-45.120503652039325
1739209766.4556909;-45.120503652039325
1739209766.4556932;-38.13080360867914
1739209766.4556956;-45.120503652039325
1739209766.4556978;-45.120503652039325
1739209766.4557002;-31.141103565318915
1739209766.4557023;-33.981070128970906
1739209766.4557047;-38.13080360867914
1739209766.455707;-38.13080360867914
1739209766.4557092;-38.13080360867914
1739209766.4557116;-33.981070128970906
1739209766.455714;-38.13080360867914
1739209766.4557161;-45.120503652039325
1739209766.4557185;-38.13080360867914
1739209766.455721;-38.13080360867914
1739209766.455723;-45.120503652039325
1739209766.4557254;-38.13080360867914
1739209766.4557278;-38.13080360867914
1739209766.45573;-45.120503652039325
1739209766.4557323;-38.13080360867914
1739209766.4557347;-45.120503652039325
1739209766.4557369;-45.120503652039325
1739209766.4557393;-33.981070128970906
1739209766.4557414;-33.981070128970906
1739209766.4557438;-45.120503652039325
1739209766.4557462;-45.120503652039325
1739209766.4557483;-38.13080360867914
1739209766.4557507;-45.120503652039325
1739209766.455753;-38.13080360867914
1739209766.4557552;-45.120503652039325
1739209766.4557576;-38.13080360867914
1739209766.45576;-32.816014438256545
1739209766.4557621;-33.981070128970906
1739209766.4557645;-45.120503652039325
1739209766.455767;-45.120503652039325
1739209766.455769;-35.57807855764607
1739209766.4557714;-38.13080360867914
1739209766.4557736;-38.13080360867914
1739209766.455776;-33.981070128970906
1739209766.4557784;-31.141103565318915
1739209766.4557805;-38.13080360867914
1739209766.455783;-45.120503652039325
1739209766.4557853;-38.13080360867914
1739209766.4557874;-33.981070128970906
1739209766.4557898;-38.13080360867914
1739209766.4557922;-45.120503652039325
1739209766.4557943;-45.120503652039325
1739209766.4557967;-38.13080360867914
1739209766.455799;-38.13080360867914
1739209766.4558012;-45.120503652039325
1739209766.4558036;-45.120503652039325
1739209766.4558058;-35.57807855764607
1739209766.4558082;-35.57807855764607
1739209766.4558105;-45.120503652039325
1739209766.4558127;-45.120503652039325
1739209766.455815;-35.57807855764607
1739209766.4558175;-35.57807855764607
1739209766.4558196;-45.120503652039325
1739209766.455822;-38.13080360867914
1739209766.4558244;-38.13080360867914
1739209766.4558265;-38.13080360867914
1739209766.455829;-45.120503652039325
1739209766.4558313;-45.120503652039325
1739209766.4558334;-33.981070128970906
1739209766.4558358;-45.120503652039325
1739209766.455838;-45.120503652039325
1739209766.4558403;-38.13080360867914
1739209766.4558427;-28.992665084841942
1739209766.4558449;-45.120503652039325
1739209766.4558473;-38.13080360867914
1739209766.4558496;-45.120503652039325
1739209766.4558518;-45.120503652039325
1739209766.4558542;-45.120503652039325
1739209766.4558566;-35.57807855764607
1739209766.4558587;-45.120503652039325
1739209766.455861;-45.120503652039325
1739209766.4558635;-32.816014438256545
1739209766.4558656;-45.120503652039325
