CAN Message; 0x1a7:0000cae95152d4c7
1739209610.7535913;-33.981070128970906
1739209610.753592;-38.13080360867914
1739209610.7535925;-38.13080360867914
1739209610.7535932;-38.13080360867914
1739209610.753594;-38.13080360867914
1739209610.7535946;-33.981070128970906
1739209610.753595;-38.13080360867914
1739209610.7535958;-32.816014438256545
1739209610.7535965;-45.120503652039325
1739209610.7535973;-45.120503652039325
1739209610.7535977;-35.57807855764607
1739209610.7535985;-38.13080360867914
1739209610.7535992;-38.13080360867914
1739209610.7536;-38.13080360867914
1739209610.7536004;-38.13080360867914
1739209610.753601;-38.13080360867914
1739209610.7536018;-35.57807855764607
1739209610.7536023;-38.13080360867914
1739209610.753603;-45.120503652039325
1739209610.7536037;-33.981070128970906
1739209610.7536044;-35.57807855764607
1739209610.753605;-38.13080360867914
1739209610.7536056;-38.13080360867914
1739209610.7536063;-35.57807855764607
1739209610.753607;-45.120503652039325
1739209610.7536075;-33.981070128970906
1739209610.7536082;-45.120503652039325
1739209610.753609;-38.13080360867914
1739209610.7536097;-35.57807855764607
1739209610.7536101;-38.13080360867914
1739209610.7536108;-45.120503652039325
1739209610.7536116;-38.13080360867914
1739209610.7536123;-38.13080360867914
1739209610.7536128;-38.13080360867914
1739209610.7536135;-32.816014438256545
1739209610.7536142;-45.120503652039325
1739209610.7536147;-45.120503652039325
1739209610.7536154;-31.141103565318915
1739209610.753616;-35.57807855764607
1739209610.7536168;-38.13080360867914
1739209610.7536173;-38.13080360867914
1739209610.753618;-38.13080360867914
1739209610.7536187;-35.57807855764607
1739209610.7536194;-38.13080360867914
1739209610.75362;-45.120503652039325
1739209610.7536206;-38.13080360867914
1739209610.7536213;-45.120503652039325
1739209610.753622;-45.120503652039325
1739209610.7536225;-45.120503652039325
1739209610.7536232;-45.120503652039325
1739209610.753624;-38.13080360867914
1739209610.7536247;-38.13080360867914
1739209610.7536252;-45.120503652039325
1739209610.7536259;-31.141103565318915
1739209610.7536266;-38.13080360867914
1739209610.753627;-38.13080360867914
1739209610.7536278;-38.13080360867914
1739209610.7536285;-38.13080360867914
1739209610.7536292;-45.120503652039325
1739209610.7536297;-38.13080360867914
1739209610.7536304;-38.13080360867914
1739209610.753631;-35.57807855764607
1739209610.7536318;-38.13080360867914
1739209610.7536323;-38.13080360867914
1739209610.753633;-45.120503652039325
1739209610.7536337;-45.120503652039325
1739209610.7536345;-38.13080360867914
1739209610.753635;-38.13080360867914
1739209610.7536356;-45.120503652039325
1739209610.7536364;-31.141103565318915
1739209610.753637;-32.816014438256545
1739209610.7536376;-38.13080360867914
1739209610.7536383;-45.120503652039325
1739209610.753639;-38.13080360867914
1739209610.7536395;-35.57807855764607
1739209610.7536402;-38.13080360867914
1739209610.753641;-45.120503652039325
1739209610.7536416;-32.81601443825658
1739209610.753642;-45.120503652039325
1739209610.7536428;-33.981070128970906
1739209610.7536435;-38.13080360867914
1739209610.7536442;-38.13080360867914
1739209610.7536447;-45.120503652039325
1739209610.7536454;-38.13080360867914
1739209610.7536461;-35.57807855764607
1739209610.7536469;-38.13080360867914
1739209610.7536473;-38.13080360867914
1739209610.753648;-38.13080360867914
1739209610.7536488;-45.120503652039325
1739209610.7536495;-45.120503652039325
1739209610.75365;-45.120503652039325
1739209610.7536507;-38.13080360867914
1739209610.7536514;-45.120503652039325
1739209610.7536519;-32.816014438256545
1739209610.7536526;-28.58837851428586
1739209610.7536533;-45.120503652039325
1739209610.753654;-45.120503652039325
1739209610.7536545;-38.13080360867914
1739209610.7536552;-38.13080360867914
1739209610.753656;-45.120503652039325
1739209610.7536566;-45.120503652039325
1739209610.753657;-45.120503652039325
1739209610.7536578;-38.13080360867914
1739209610.7536585;-38.13080360867914
1739209610.7536592;-35.57807855764607
1739209610.7536597;-45.120503652039325
1739209610.7536604;-45.120503652039325
1739209610.7536612;-38.13080360867914
1739209610.7536619;-45.120503652039325
1739209610.7536623;-32.816014438256545
1739209610.753663;-27.8777449560314
1739209610.7536638;-38.13080360867914
1739209610.7536645;-45.120503652039325
1739209610.753665;-38.13080360867914
1739209610.7536657;-35.57807855764607
1739209610.7536664;-45.120503652039325
1739209610.7536669;-38.13080360867914
1739209610.7536676;-38.13080360867914
1739209610.7536683;-35.57807855764607
1739209610.753669;-38.13080360867914
1739209610.7536695;-35.57807855764607
1739209610.7536702;-45.120503652039325
1739209610.753671;-32.816014438256545
1739209610.7536716;-38.13080360867914
1739209610.7536721;-45.120503652039325
1739209610.7536728;-38.13080360867914
1739209610.7536736;-35.57807855764607
1739209610.7536743;-38.13080360867914
1739209610.7536747;-45.120503652039325
1739209610.7536755;-45.120503652039325
1739209610.7536762;-45.120503652039325
1739209610.753677;-38.13080360867914
1739209610.7536774;-45.120503652039325
1739209610.753678;-38.13080360867914
1739209610.7536788;-33.981070128970906
1739209610.7536793;-38.13080360867914
1739209610.75368;-38.13080360867914
1739209610.7536807;-38.13080360867914
1739209610.7536814;-33.981070128970906
1739209610.753682;-45.120503652039325
1739209610.7536826;-38.13080360867914
1739209610.7536833;-45.120503652039325
1739209610.753684;-45.120503652039325
1739209610.7536845;-45.120503652039325
1739209610.7536852;-45.120503652039325
1739209610.753686;-38.13080360867914
1739209610.7536867;-33.981070128970906
1739209610.7536871;-33.981070128970906
1739209610.7536879;-45.120503652039325
1739209610.7536886;-38.13080360867914
1739209610.7536893;-28.21854285175415
1739209610.7536898;-38.13080360867914
1739209610.7536905;-45.120503652039325
1739209610.7536912;-45.120503652039325
1739209610.7536917;-38.13080360867914
1739209610.7536924;-38.13080360867914
1739209610.753693;-45.120503652039325
1739209610.7536938;-38.13080360867914
1739209610.7536943;-45.120503652039325
1739209610.753695;-38.13080360867914
1739209610.7536957;-35.57807855764607
1739209610.7536964;-45.120503652039325
1739209610.753697;-45.120503652039325
1739209610.7536976;-32.816014438256545
1739209610.7536983;-38.13080360867914
1739209610.753699;-38.13080360867914
1739209610.7536995;-38.13080360867914
1739209610.7537003;-45.120503652039325
1739209610.753701;-38.13080360867914
1739209610.7537017;-38.13080360867914
1739209610.7537022;-45.120503652039325
1739209610.7537029;-38.13080360867914
1739209610.7537036;-38.13080360867914
1739209610.753704;-45.120503652039325
1739209610.7537048;-45.120503652039325
1739209610.7537055;-45.120503652039325
1739209610.7537062;-45.120503652039325
1739209610.7537067;-38.13080360867914
1739209610.7537074;-38.13080360867914
1739209610.7537081;-33.981070128970906
1739209610.7537088;-45.120503652039325
1739209610.7537093;-38.13080360867914
1739209610.75371;-35.57807855764607
1739209610.7537107;-38.13080360867914
1739209610.7537115;-45.120503652039325
1739209610.753712;-38.13080360867914
1739209610.7537127;-38.13080360867914
1739209610.7537134;-45.120503652039325
1739209610.753714;-45.120503652039325
1739209610.7537146;-38.13080360867914
1739209610.7537153;-38.13080360867914
1739209610.753716;-45.120503652039325
1739209610.7537165;-38.13080360867914
1739209610.7537172;-38.13080360867914
1739209610.753718;-38.13080360867914
1739209610.7537186;-35.57807855764607
1739209610.753719;-45.120503652039325
1739209610.7537198;-38.13080360867914
1739209610.7537205;-38.13080360867914
1739209610.7537212;-38.13080360867914
1739209610.7537217;-45.120503652039325
1739209610.7537224;-38.13080360867914
1739209610.7537231;-45.120503652039325
1739209610.7537239;-38.13080360867914
1739209610.7537243;-35.57807855764607
1739209610.753725;-38.13080360867914
1739209610.7537258;-38.13080360867914
1739209610.7537265;-31.141103565318915
1739209610.753727;-45.120503652039325
1739209610.7537277;-45.120503652039325
1739209610.7537284;-38.13080360867914
1739209610.7537289;-35.57807855764607
1739209610.7537296;-38.13080360867914
1739209610.7537303;-38.13080360867914
1739209610.753731;-45.120503652039325
1739209610.7537315;-45.120503652039325
1739209610.7537322;-45.120503652039325
1739209610.753733;-45.120503652039325
1739209610.7537336;-38.13080360867914
1739209610.753734;-45.120503652039325
1739209610.7537348;-45.120503652039325
1739209610.7537355;-33.981070128970906
1739209610.7537363;-35.57807855764607
1739209610.7537367;-33.981070128970906
1739209610.7537374;-38.13080360867914
1739209610.7537382;-38.13080360867914
1739209610.7537389;-45.120503652039325
1739209610.7537394;-32.816014438256545
1739209610.75374;-38.13080360867914
1739209610.7537408;-45.120503652039325
1739209610.7537415;-45.120503652039325
1739209610.753742;-35.57807855764607
1739209610.7537427;-45.120503652039325
1739209610.7537434;-38.13080360867914
1739209610.753744;-45.120503652039325
1739209610.7537446;-38.13080360867914
1739209610.7537453;-38.13080360867914
1739209610.753746;-45.120503652039325
1739209610.7537465;-45.120503652039325
1739209610.7537472;-33.981070128970906
1739209610.753748;-35.57807855764607
1739209610.7537487;-38.13080360867914
1739209610.7537491;-38.13080360867914
1739209610.7537498;-33.981070128970906
1739209610.7537506;-35.57807855764607
1739209610.7537513;-38.13080360867914
1739209610.7537518;-32.816014438256545
1739209610.7537525;-38.13080360867914
1739209610.7537532;-45.120503652039325
1739209610.753754;-38.13080360867914
1739209610.7537544;-38.13080360867914
1739209610.753755;-33.981070128970906
1739209610.7537558;-45.120503652039325
1739209610.7537563;-38.13080360867914
1739209610.753757;-32.816014438256545
1739209610.7537577;-38.13080360867914
1739209610.7537584;-45.120503652039325
1739209610.753759;-45.120503652039325
1739209610.7537596;-45.120503652039325
1739209610.7537603;-33.981070128970906
1739209610.753761;-35.57807855764607
1739209610.7537615;-38.13080360867914
1739209610.7537622;-45.120503652039325
1739209610.753763;-38.13080360867914
1739209610.7537637;-38.13080360867914
1739209610.7537642;-38.13080360867914
1739209610.7537649;-45.120503652039325
1739209610.7537656;-45.120503652039325
1739209610.7537663;-38.13080360867914
1739209610.7537668;-31.141103565318915
1739209610.7537675;-38.13080360867914
1739209610.7537682;-45.120503652039325
1739209610.7537687;-45.120503652039325
1739209610.7537694;-35.57807855764607
1739209610.75377;-35.57807855764607
1739209610.7537708;-35.57807855764607
1739209610.7537713;-45.120503652039325
1739209610.753772;-38.13080360867914
1739209610.7537727;-38.13080360867914
1739209610.7537735;-32.816014438256545
1739209610.753774;-30.49652367304973
1739209610.7537746;-38.13080360867914
1739209610.7537754;-35.57807855764607
1739209610.753776;-38.13080360867914
1739209610.7537766;-38.13080360867914
1739209610.7537773;-45.120503652039325
1739209610.753778;-38.13080360867914
1739209610.7537787;-45.120503652039325
1739209610.7537792;-38.13080360867914
1739209610.75378;-45.120503652039325
1739209610.7537806;-45.120503652039325
1739209610.753781;-45.120503652039325
1739209610.7537818;-38.13080360867914
1739209610.7537825;-38.13080360867914
1739209610.7537832;-45.120503652039325
1739209610.7537837;-35.57807855764607
1739209610.7537844;-26.991370085610736
1739209610.7537851;-45.120503652039325
1739209610.7537858;-38.13080360867914
1739209610.7537863;-38.13080360867914
1739209610.753787;-45.120503652039325
1739209610.7537878;-38.13080360867914
1739209610.7537885;-35.57807855764607
1739209610.753789;-38.13080360867914
1739209610.7537897;-32.81601443825658
1739209610.7537904;-38.13080360867914
1739209610.753791;-35.57807855764607
1739209610.7537916;-38.13080360867914
1739209610.7537923;-45.120503652039325
1739209610.753793;-45.120503652039325
1739209610.7537935;-45.120503652039325
1739209610.7537942;-38.13080360867914
1739209610.753795;-26.991370085610736
1739209610.7537956;-45.120503652039325
1739209610.753796;-45.120503652039325
1739209610.7537968;-38.13080360867914
1739209610.7537975;-35.57807855764607
1739209610.7537982;-38.13080360867914
1739209610.7537987;-45.120503652039325
1739209610.7537994;-45.120503652039325
1739209610.7538002;-45.120503652039325
1739209610.7538009;-45.120503652039325
1739209610.7538013;-45.120503652039325
1739209610.753802;-38.13080360867914
1739209610.7538028;-38.13080360867914
1739209610.7538035;-38.13080360867914
1739209610.753804;-45.120503652039325
1739209610.7538047;-38.13080360867914
1739209610.7538054;-32.816014438256545
1739209610.753806;-45.120503652039325
1739209610.7538066;-38.13080360867914
1739209610.7538073;-38.13080360867914
1739209610.753808;-45.120503652039325
1739209610.7538085;-38.13080360867914
1739209610.7538092;-35.57807855764607
1739209610.75381;-45.120503652039325
1739209610.7538106;-35.57807855764607
1739209610.7538111;-38.13080360867914
1739209610.7538118;-45.120503652039325
1739209610.7538126;-38.13080360867914
1739209610.7538133;-35.57807855764607
1739209610.7538137;-45.120503652039325
1739209610.7538145;-45.120503652039325
1739209610.7538152;-45.120503652039325
1739209610.753816;-45.120503652039325
1739209610.7538164;-45.120503652039325
1739209610.753817;-45.120503652039325
1739209610.7538178;-45.120503652039325
1739209610.7538185;-38.13080360867914
1739209610.753819;-45.120503652039325
1739209610.7538197;-38.13080360867914
1739209610.7538204;-45.120503652039325
1739209610.753821;-45.120503652039325
1739209610.7538216;-38.13080360867914
1739209610.7538223;-45.120503652039325
1739209610.753823;-45.120503652039325
1739209610.7538235;-45.120503652039325
1739209610.7538242;-38.13080360867914
1739209610.753825;-35.57807855764607
1739209610.7538257;-38.13080360867914
1739209610.7538261;-38.13080360867914
1739209610.7538269;-38.13080360867914
1739209610.7538276;-32.816014438256545
1739209610.7538283;-45.120503652039325
1739209610.7538288;-45.120503652039325
1739209610.7538295;-38.13080360867914
1739209610.7538302;-35.57807855764607
1739209610.753831;-38.13080360867914
1739209610.7538314;-30.49652367304973
1739209610.753832;-32.816014438256545
1739209610.7538328;-45.120503652039325
1739209610.7538333;-45.120503652039325
1739209610.753834;-33.981070128970906
1739209610.7538347;-38.13080360867914
1739209610.7538354;-45.120503652039325
1739209610.753836;-35.57807855764607
1739209610.7538366;-38.13080360867914
1739209610.7538373;-35.57807855764607
1739209610.753838;-35.57807855764607
1739209610.7538385;-45.120503652039325
1739209610.7538393;-38.13080360867914
1739209610.75384;-45.120503652039325
1739209610.7538407;-35.57807855764607
1739209610.7538412;-38.13080360867914
1739209610.7538419;-33.981070128970906
1739209610.7538426;-31.141103565318915
1739209610.7538433;-35.57807855764607
1739209610.7538438;-38.13080360867914
1739209610.7538445;-45.120503652039325
1739209610.7538452;-38.13080360867914
1739209610.7538457;-38.13080360867914
1739209610.7538464;-38.13080360867914
1739209610.7538471;-45.120503652039325
1739209610.7538478;-33.981070128970906
1739209610.7538483;-35.57807855764607
1739209610.753849;-38.13080360867914
1739209610.7538497;-45.120503652039325
1739209610.7538505;-38.13080360867914
1739209610.753851;-45.120503652039325
1739209610.7538517;-38.13080360867914
1739209610.7538524;-35.57807855764607
1739209610.753853;-38.13080360867914
1739209610.7538536;-45.120503652039325
1739209610.7538543;-38.13080360867914
1739209610.753855;-45.120503652039325
1739209610.7538557;-38.13080360867914
1739209610.7538562;-45.120503652039325
1739209610.753857;-45.120503652039325
1739209610.7538576;-45.120503652039325
1739209610.753858;-38.13080360867914
1739209610.7538588;-35.57807855764607
1739209610.7538595;-38.13080360867914
1739209610.7538602;-45.120503652039325
1739209610.7538607;-38.13080360867914
1739209610.7538614;-35.57807855764607
1739209610.7538621;-38.13080360867914
1739209610.7538629;-45.120503652039325
1739209610.7538633;-38.13080360867914
1739209610.753864;-45.120503652039325
1739209610.7538648;-38.13080360867914
1739209610.7538655;-38.13080360867914
1739209610.753866;-38.13080360867914
1739209610.7538667;-38.13080360867914
1739209610.7538674;-35.57807855764607
1739209610.753868;-38.13080360867914
1739209610.7538686;-38.13080360867914
1739209610.7538693;-45.120503652039325
1739209610.75387;-38.13080360867914
1739209610.7538705;-38.13080360867914
1739209610.7538712;-33.981070128970906
1739209610.753872;-38.13080360867914
1739209610.7538726;-45.120503652039325
1739209610.753873;-45.120503652039325
1739209610.7538738;-33.981070128970906
1739209610.7538745;-45.120503652039325
1739209610.7538753;-45.120503652039325
1739209610.7538757;-45.120503652039325
1739209610.7538764;-38.13080360867914
1739209610.7538772;-45.120503652039325
1739209610.7538779;-38.13080360867914
1739209610.7538784;-45.120503652039325
1739209610.753879;-38.13080360867914
1739209610.7538798;-35.57807855764607
1739209610.7538805;-38.13080360867914
1739209610.753881;-45.120503652039325
1739209610.7538817;-33.981070128970906
1739209610.7538824;-35.57807855764607
1739209610.7538831;-38.13080360867914
1739209610.7538836;-32.816014438256545
1739209610.7538843;-38.13080360867914
1739209610.753885;-45.120503652039325
1739209610.7538855;-45.120503652039325
1739209610.7538862;-38.13080360867914
1739209610.753887;-45.120503652039325
1739209610.7538877;-45.120503652039325
1739209610.7538881;-45.120503652039325
1739209610.7538888;-45.120503652039325
1739209610.7538896;-45.120503652039325
1739209610.7538903;-38.13080360867914
1739209610.7538908;-35.57807855764607
1739209610.7538915;-45.120503652039325
1739209610.7538922;-38.13080360867914
1739209610.753893;-35.57807855764607
1739209610.7538934;-45.120503652039325
1739209610.753894;-45.120503652039325
1739209610.7538948;-35.57807855764607
1739209610.7538955;-35.57807855764607
1739209610.753896;-38.13080360867914
1739209610.7538967;-38.13080360867914
1739209610.7538974;-33.981070128970906
1739209610.753898;-35.57807855764607
1739209610.7538986;-45.120503652039325
1739209610.7538993;-45.120503652039325
1739209610.7539;-45.120503652039325
1739209610.7539005;-45.120503652039325
1739209610.7539012;-38.13080360867914
1739209610.753902;-45.120503652039325
1739209610.7539027;-38.13080360867914
1739209610.7539032;-45.120503652039325
1739209610.7539039;-38.13080360867914
1739209610.7539046;-45.120503652039325
1739209610.7539053;-38.13080360867914
1739209610.7539058;-28.21854285175415
1739209610.7539065;-38.13080360867914
1739209610.7539072;-45.120503652039325
1739209610.753908;-38.13080360867914
1739209610.7539084;-35.57807855764607
1739209610.753909;-45.120503652039325
1739209610.7539098;-38.13080360867914
1739209610.7539103;-38.13080360867914
1739209610.753911;-45.120503652039325
1739209610.7539117;-38.13080360867914
1739209610.7539124;-45.120503652039325
1739209610.753913;-45.120503652039325
1739209610.7539136;-45.120503652039325
1739209610.7539144;-45.120503652039325
1739209610.753915;-45.120503652039325
1739209610.7539155;-45.120503652039325
1739209610.7539163;-35.57807855764607
1739209610.753917;-38.13080360867914
1739209610.7539177;-45.120503652039325
1739209610.7539182;-38.13080360867914
1739209610.753919;-32.816014438256545
1739209610.7539196;-45.120503652039325
1739209610.7539203;-45.120503652039325
1739209610.7539208;-38.13080360867914
1739209610.7539215;-35.57807855764607
1739209610.7539222;-38.13080360867914
1739209610.7539227;-38.13080360867914
1739209610.7539234;-38.13080360867914
1739209610.7539241;-45.120503652039325
1739209610.7539248;-45.120503652039325
1739209610.7539253;-45.120503652039325
1739209610.753926;-38.13080360867914
1739209610.7539268;-45.120503652039325
1739209610.7539275;-45.120503652039325
1739209610.753928;-45.120503652039325
1739209610.7539287;-45.120503652039325
1739209610.7539294;-32.816014438256545
1739209610.75393;-45.120503652039325
1739209610.7539306;-45.120503652039325
1739209610.7539313;-45.120503652039325
1739209610.753932;-32.816014438256545
1739209610.7539327;-35.57807855764607
1739209610.7539332;-45.120503652039325
1739209610.753934;-38.13080360867914
1739209610.7539346;-45.120503652039325
1739209610.753935;-38.13080360867914
1739209610.7539358;-45.120503652039325
1739209610.7539365;-33.981070128970906
1739209610.7539372;-38.13080360867914
1739209610.7539377;-45.120503652039325
1739209610.7539384;-45.120503652039325
1739209610.7539392;-45.120503652039325
1739209610.7539399;-38.13080360867914
1739209610.7539403;-45.120503652039325
1739209610.753941;-45.120503652039325
1739209610.7539418;-45.120503652039325
1739209610.7539425;-26.991370085610722
1739209610.753943;-31.141103565318915
1739209610.7539437;-45.120503652039325
1739209610.7539444;-38.13080360867914
1739209610.753945;-35.57807855764607
1739209610.7539456;-33.981070128970906
1739209610.7539463;-45.120503652039325
1739209610.753947;-45.120503652039325
1739209610.7539475;-38.13080360867914
1739209610.7539482;-35.57807855764607
1739209610.753949;-38.13080360867914
1739209610.7539496;-38.13080360867914
1739209610.75395;-38.13080360867914
1739209610.7539508;-45.120503652039325
1739209610.7539515;-45.120503652039325
1739209610.7539523;-45.120503652039325
1739209610.7539527;-31.141103565318915
1739209610.7539535;-33.981070128970906
1739209610.7539542;-38.13080360867914
1739209610.753955;-32.816014438256545
1739209610.7539554;-31.141103565318893
1739209610.753956;-38.13080360867914
1739209610.7539568;-38.13080360867914
1739209610.7539575;-33.981070128970906
1739209610.753958;-45.120503652039325
1739209610.7539587;-33.981070128970906
1739209610.7539594;-32.816014438256545
1739209610.7539601;-45.120503652039325
1739209610.7539606;-45.120503652039325
1739209610.7539613;-45.120503652039325
1739209610.753962;-38.13080360867914
1739209610.7539625;-33.981070128970906
1739209610.7539632;-38.13080360867914
1739209610.753964;-45.120503652039325
1739209610.7539647;-38.13080360867914
1739209610.7539651;-38.13080360867914
1739209610.7539659;-38.13080360867914
1739209610.7539666;-45.120503652039325
1739209610.7539673;-45.120503652039325
1739209610.7539678;-38.13080360867914
1739209610.7539685;-38.13080360867914
1739209610.7539692;-31.141103565318915
1739209610.75397;-45.120503652039325
1739209610.7539704;-38.13080360867914
1739209610.753971;-38.13080360867914
1739209610.7539718;-33.981070128970906
1739209610.7539725;-38.13080360867914
1739209610.753973;-38.13080360867914
1739209610.7539737;-38.13080360867914
1739209610.7539744;-29.438486411369347
1739209610.753975;-45.120503652039325
1739209610.7539756;-45.120503652039325
1739209610.7539763;-38.13080360867914
1739209610.753977;-38.13080360867914
1739209610.7539775;-45.120503652039325
1739209610.7539783;-38.13080360867914
1739209610.753979;-38.13080360867914
1739209610.7539797;-28.58837851428586
1739209610.7539802;-38.13080360867914
1739209610.7539809;-38.13080360867914
1739209610.7539816;-38.13080360867914
1739209610.7539823;-38.13080360867914
1739209610.7539828;-45.120503652039325
1739209610.7539835;-45.120503652039325
1739209610.7539842;-45.120503652039325
1739209610.753985;-31.141103565318915
1739209610.7539854;-45.120503652039325
1739209610.7539861;-45.120503652039325
1739209610.7539868;-45.120503652039325
1739209610.7539873;-45.120503652039325
1739209610.753988;-38.13080360867914
1739209610.7539887;-45.120503652039325
1739209610.7539895;-45.120503652039325
1739209610.75399;-38.13080360867914
1739209610.7539907;-45.120503652039325
1739209610.7539914;-45.120503652039325
1739209610.753992;-45.120503652039325
1739209610.7539926;-38.13080360867914
1739209610.7539933;-45.120503652039325
1739209610.753994;-38.13080360867914
1739209610.7539947;-45.120503652039325
1739209610.7539952;-38.13080360867914
1739209610.753996;-45.120503652039325
1739209610.7539966;-38.13080360867914
1739209610.7539973;-35.57807855764607
1739209610.7539978;-38.13080360867914
1739209610.7539985;-45.120503652039325
1739209610.7539992;-38.13080360867914
1739209610.7539997;-35.57807855764607
1739209610.7540004;-38.13080360867914
1739209610.7540011;-45.120503652039325
1739209610.7540019;-45.120503652039325
1739209610.7540023;-45.120503652039325
1739209610.754003;-33.981070128970906
1739209610.7540038;-45.120503652039325
1739209610.7540045;-45.120503652039325
1739209610.754005;-38.13080360867914
1739209610.7540057;-45.120503652039325
1739209610.7540064;-38.13080360867914
1739209610.754007;-38.13080360867914
1739209610.7540076;-45.120503652039325
1739209610.7540083;-45.120503652039325
1739209610.754009;-30.49652367304973
1739209610.7540097;-33.981070128970906
1739209610.7540102;-45.120503652039325
1739209610.754011;-31.141103565318915
1739209610.7540116;-35.57807855764607
1739209610.754012;-38.13080360867914
1739209610.7540128;-35.57807855764607
1739209610.7540135;-38.13080360867914
1739209610.7540143;-45.120503652039325
1739209610.7540147;-45.120503652039325
1739209610.7540154;-38.13080360867914
1739209610.7540162;-45.120503652039325
1739209610.7540169;-45.120503652039325
1739209610.7540174;-38.13080360867914
1739209610.754018;-38.13080360867914
1739209610.7540188;-38.13080360867914
1739209610.7540195;-33.981070128970906
1739209610.75402;-38.13080360867914
1739209610.7540207;-38.13080360867914
1739209610.7540214;-33.981070128970906
1739209610.7540221;-35.57807855764607
1739209610.7540226;-45.120503652039325
1739209610.7540233;-38.13080360867914
1739209610.754024;-32.816014438256545
1739209610.7540245;-45.120503652039325
1739209610.7540252;-45.120503652039325
1739209610.754026;-45.120503652039325
1739209610.7540267;-45.120503652039325
1739209610.7540271;-33.981070128970906
1739209610.7540278;-31.141103565318915
1739209610.7540286;-45.120503652039325
1739209610.7540293;-45.120503652039325
1739209610.7540298;-38.13080360867914
1739209610.7540305;-38.13080360867914
1739209610.7540312;-45.120503652039325
1739209610.754032;-38.13080360867914
1739209610.7540324;-38.13080360867914
1739209610.754033;-45.120503652039325
1739209610.7540338;-38.13080360867914
1739209610.7540345;-38.13080360867914
1739209610.754035;-45.120503652039325
1739209610.7540357;-45.120503652039325
1739209610.7540364;-45.120503652039325
1739209610.7540371;-45.120503652039325
1739209610.7540376;-45.120503652039325
1739209610.7540383;-38.13080360867914
1739209610.754039;-45.120503652039325
1739209610.7540395;-38.13080360867914
1739209610.7540402;-32.816014438256545
1739209610.754041;-45.120503652039325
1739209610.7540417;-45.120503652039325
1739209610.7540421;-45.120503652039325
1739209610.7540429;-38.13080360867914
1739209610.7540436;-45.120503652039325
1739209610.7540443;-38.13080360867914
1739209610.7540448;-38.13080360867914
1739209610.7540455;-45.120503652039325
1739209610.7540462;-35.57807855764607
1739209610.754047;-38.13080360867914
1739209610.7540474;-45.120503652039325
1739209610.754048;-45.120503652039325
1739209610.7540488;-38.13080360867914
1739209610.7540495;-35.57807855764607
1739209610.75405;-38.13080360867914
1739209610.7540507;-38.13080360867914
1739209610.7540514;-45.120503652039325
1739209610.754052;-35.57807855764607
1739209610.7540526;-45.120503652039325
1739209610.7540534;-38.13080360867914
1739209610.754054;-35.57807855764607
1739209610.7540545;-45.120503652039325
1739209610.7540553;-45.120503652039325
1739209610.754056;-33.981070128970906
1739209610.7540567;-33.981070128970906
1739209610.7540572;-38.13080360867914
1739209610.754058;-38.13080360867914
1739209610.7540586;-45.120503652039325
1739209610.7540593;-45.120503652039325
1739209610.7540598;-38.13080360867914
1739209610.7540605;-38.13080360867914
1739209610.7540612;-45.120503652039325
1739209610.754062;-33.981070128970906
1739209610.7540624;-38.13080360867914
1739209610.7540631;-45.120503652039325
1739209610.7540638;-45.120503652039325
1739209610.7540643;-38.13080360867914
1739209610.754065;-38.13080360867914
1739209610.7540658;-45.120503652039325
1739209610.7540665;-33.981070128970906
1739209610.754067;-32.816014438256545
1739209610.7540677;-35.57807855764607
1739209610.7540684;-38.13080360867914
1739209610.754069;-38.13080360867914
1739209610.7540696;-38.13080360867914
1739209610.7540703;-38.13080360867914
1739209610.754071;-38.13080360867914
1739209610.7540717;-45.120503652039325
1739209610.7540722;-45.120503652039325
1739209610.754073;-45.120503652039325
1739209610.7540736;-33.981070128970906
1739209610.7540743;-45.120503652039325
1739209610.7540748;-32.81601443825658
1739209610.7540755;-32.816014438256545
1739209610.7540762;-38.13080360867914
1739209610.7540767;-45.120503652039325
1739209610.7540774;-38.13080360867914
1739209610.7540781;-38.13080360867914
1739209610.7540789;-45.120503652039325
1739209610.7540793;-33.981070128970906
1739209610.75408;-28.992665084841942
1739209610.7540808;-45.120503652039325
1739209610.7540815;-45.120503652039325
1739209610.754082;-45.120503652039325
1739209610.7540827;-38.13080360867914
1739209610.7540834;-45.120503652039325
1739209610.754084;-38.13080360867914
1739209610.7540846;-38.13080360867914
1739209610.7540853;-38.13080360867914
1739209610.754086;-38.13080360867914
1739209610.7540867;-45.120503652039325
1739209610.7540872;-35.57807855764607
1739209610.754088;-45.120503652039325
1739209610.7540886;-38.13080360867914
1739209610.754089;-33.981070128970906
1739209610.7540898;-33.981070128970906
1739209610.7540905;-28.992665084841942
1739209610.7540913;-45.120503652039325
1739209610.7540917;-38.13080360867914
1739209610.7540925;-38.13080360867914
1739209610.7540932;-38.13080360867914
1739209610.754094;-45.120503652039325
1739209610.7540944;-45.120503652039325
1739209610.754095;-38.13080360867914
1739209610.7540958;-33.981070128970906
1739209610.7540965;-32.816014438256545
1739209610.754097;-38.13080360867914
1739209610.7540977;-45.120503652039325
1739209610.7540984;-33.981070128970906
1739209610.7540991;-31.141103565318893
1739209610.7540996;-38.13080360867914
1739209610.7541003;-45.120503652039325
1739209610.754101;-33.981070128970906
1739209610.7541015;-38.13080360867914
1739209610.7541022;-38.13080360867914
1739209610.754103;-45.120503652039325
1739209610.7541037;-35.57807855764607
1739209610.7541041;-35.57807855764607
