CAN Message; 0x150:0600ae8dc76ca86c
1739209828.0817468;-38.13080360867914
1739209828.0817485;-38.13080360867914
1739209828.0817504;-38.13080360867914
1739209828.081752;-38.13080360867914
1739209828.0817537;-38.13080360867914
1739209828.0817554;-45.120503652039325
1739209828.081757;-45.120503652039325
1739209828.081759;-45.120503652039325
1739209828.0817606;-45.120503652039325
1739209828.0817623;-45.120503652039325
1739209828.081764;-45.120503652039325
1739209828.081766;-45.120503652039325
1739209828.0817676;-45.120503652039325
1739209828.0817692;-45.120503652039325
1739209828.081771;-38.13080360867914
1739209828.0817726;-33.981070128970906
1739209828.0817745;-45.120503652039325
1739209828.0817761;-38.13080360867914
1739209828.0817778;-38.13080360867914
1739209828.0817795;-38.13080360867914
1739209828.0817814;-45.120503652039325
1739209828.081783;-45.120503652039325
1739209828.0817847;-45.120503652039325
1739209828.0817864;-33.981070128970906
1739209828.081788;-45.120503652039325
1739209828.08179;-38.13080360867914
1739209828.0817916;-38.13080360867914
1739209828.0817933;-45.120503652039325
1739209828.081795;-35.57807855764607
1739209828.081797;-45.120503652039325
1739209828.0817986;-45.120503652039325
1739209828.0818002;-38.13080360867914
1739209828.081802;-38.13080360867914
1739209828.0818036;-38.13080360867914
1739209828.0818055;-38.13080360867914
1739209828.0818071;-38.13080360867914
1739209828.0818088;-45.120503652039325
1739209828.0818105;-38.13080360867914
1739209828.0818124;-45.120503652039325
1739209828.081814;-45.120503652039325
1739209828.0818157;-38.13080360867914
1739209828.0818174;-38.13080360867914
1739209828.081819;-45.120503652039325
1739209828.081821;-45.120503652039325
1739209828.0818226;-31.141103565318893
1739209828.0818243;-38.13080360867914
1739209828.081826;-45.120503652039325
1739209828.0818279;-33.981070128970906
1739209828.0818295;-32.816014438256545
1739209828.0818312;-38.13080360867914
1739209828.081833;-38.13080360867914
1739209828.0818346;-45.120503652039325
1739209828.0818365;-38.13080360867914
1739209828.0818381;-38.13080360867914
1739209828.0818398;-38.13080360867914
1739209828.0818415;-38.13080360867914
1739209828.0818434;-35.57807855764607
1739209828.081845;-38.13080360867914
1739209828.0818467;-45.120503652039325
1739209828.0818484;-38.13080360867914
1739209828.08185;-33.981070128970906
1739209828.081852;-45.120503652039325
1739209828.0818536;-45.120503652039325
1739209828.0818553;-38.13080360867914
1739209828.081857;-32.816014438256545
1739209828.0818589;-38.13080360867914
1739209828.0818605;-45.120503652039325
1739209828.0818622;-45.120503652039325
1739209828.0818639;-38.13080360867914
1739209828.0818655;-45.120503652039325
1739209828.0818675;-45.120503652039325
1739209828.0818691;-35.57807855764607
1739209828.0818708;-45.120503652039325
1739209828.0818725;-45.120503652039325
1739209828.0818744;-38.13080360867914
1739209828.081876;-35.57807855764607
1739209828.0818777;-45.120503652039325
1739209828.0818794;-45.120503652039325
1739209828.081881;-38.13080360867914
1739209828.081883;-45.120503652039325
1739209828.0818846;-32.816014438256545
1739209828.0818863;-35.57807855764607
1739209828.081888;-38.13080360867914
1739209828.0818899;-38.13080360867914
1739209828.0818915;-45.120503652039325
1739209828.0818932;-38.13080360867914
1739209828.0818949;-38.13080360867914
1739209828.0818965;-45.120503652039325
1739209828.0818985;-45.120503652039325
1739209828.0819001;-38.13080360867914
1739209828.0819018;-38.13080360867914
1739209828.0819035;-45.120503652039325
1739209828.0819054;-45.120503652039325
1739209828.081907;-45.120503652039325
1739209828.0819087;-38.13080360867914
1739209828.0819104;-45.120503652039325
1739209828.081912;-35.57807855764607
1739209828.081914;-38.13080360867914
1739209828.0819156;-45.120503652039325
1739209828.0819173;-38.13080360867914
1739209828.081919;-35.57807855764607
1739209828.0819209;-38.13080360867914
1739209828.0819225;-45.120503652039325
1739209828.0819242;-38.13080360867914
1739209828.0819259;-35.57807855764607
1739209828.0819275;-38.13080360867914
1739209828.0819294;-45.120503652039325
1739209828.081931;-38.13080360867914
1739209828.0819328;-45.120503652039325
1739209828.0819345;-38.13080360867914
1739209828.0819364;-45.120503652039325
1739209828.081938;-45.120503652039325
1739209828.0819397;-33.981070128970906
1739209828.0819414;-45.120503652039325
1739209828.081943;-45.120503652039325
1739209828.081945;-38.13080360867914
1739209828.0819466;-35.57807855764607
1739209828.0819483;-38.13080360867914
1739209828.08195;-45.120503652039325
1739209828.0819519;-38.13080360867914
1739209828.0819535;-31.141103565318915
1739209828.0819552;-27.267205301931607
1739209828.0819569;-45.120503652039325
1739209828.0819585;-38.13080360867914
1739209828.0819604;-45.120503652039325
1739209828.081962;-38.13080360867914
1739209828.0819638;-45.120503652039325
1739209828.0819654;-38.13080360867914
1739209828.0819674;-38.13080360867914
1739209828.081969;-35.57807855764607
1739209828.0819707;-45.120503652039325
1739209828.0819724;-38.13080360867914
1739209828.081974;-35.57807855764607
1739209828.081976;-38.13080360867914
1739209828.0819776;-45.120503652039325
1739209828.0819793;-45.120503652039325
1739209828.081981;-33.981070128970906
1739209828.0819829;-28.992665084841942
1739209828.0819845;-35.57807855764607
1739209828.0819862;-45.120503652039325
1739209828.0819879;-38.13080360867914
1739209828.0819895;-32.816014438256545
1739209828.0819914;-38.13080360867914
1739209828.081993;-38.13080360867914
1739209828.0819948;-45.120503652039325
1739209828.0819964;-32.816014438256545
1739209828.0819983;-38.13080360867914
1739209828.082;-38.13080360867914
1739209828.0820017;-45.120503652039325
1739209828.0820034;-33.981070128970906
1739209828.082005;-38.13080360867914
1739209828.082007;-38.13080360867914
1739209828.0820086;-33.981070128970906
1739209828.0820103;-31.141103565318915
1739209828.082012;-35.57807855764607
1739209828.0820138;-38.13080360867914
1739209828.0820155;-45.120503652039325
1739209828.0820172;-38.13080360867914
1739209828.0820189;-38.13080360867914
1739209828.0820205;-38.13080360867914
1739209828.0820224;-45.120503652039325
1739209828.082024;-30.49652367304973
1739209828.0820258;-35.57807855764607
1739209828.0820274;-38.13080360867914
1739209828.0820293;-45.120503652039325
1739209828.082031;-38.13080360867914
1739209828.0820327;-38.13080360867914
1739209828.0820343;-45.120503652039325
1739209828.082036;-38.13080360867914
1739209828.082038;-31.141103565318915
1739209828.0820396;-45.120503652039325
1739209828.0820413;-45.120503652039325
1739209828.082043;-32.816014438256545
1739209828.0820448;-33.981070128970906
1739209828.0820465;-45.120503652039325
1739209828.0820482;-45.120503652039325
1739209828.0820498;-45.120503652039325
1739209828.0820515;-38.13080360867914
1739209828.0820534;-38.13080360867914
1739209828.082055;-38.13080360867914
1739209828.0820568;-38.13080360867914
1739209828.0820584;-38.13080360867914
1739209828.0820603;-45.120503652039325
1739209828.082062;-38.13080360867914
1739209828.0820637;-35.57807855764607
1739209828.0820653;-33.981070128970906
1739209828.082067;-45.120503652039325
1739209828.082069;-45.120503652039325
1739209828.0820706;-38.13080360867914
1739209828.0820723;-38.13080360867914
1739209828.082074;-45.120503652039325
1739209828.0820758;-45.120503652039325
1739209828.0820775;-45.120503652039325
1739209828.0820792;-29.438486411369347
1739209828.0820808;-38.13080360867914
1739209828.0820825;-33.981070128970906
1739209828.0820844;-45.120503652039325
1739209828.082086;-38.13080360867914
1739209828.0820878;-38.13080360867914
1739209828.0820894;-33.981070128970906
1739209828.0820913;-45.120503652039325
1739209828.082093;-31.141103565318915
1739209828.0820947;-33.981070128970906
1739209828.0820963;-45.120503652039325
1739209828.082098;-38.13080360867914
1739209828.0821;-38.13080360867914
1739209828.0821016;-45.120503652039325
1739209828.0821033;-38.13080360867914
1739209828.082105;-45.120503652039325
1739209828.0821068;-45.120503652039325
1739209828.0821085;-38.13080360867914
1739209828.0821102;-35.57807855764607
1739209828.0821118;-45.120503652039325
1739209828.0821135;-38.13080360867914
1739209828.0821154;-38.13080360867914
1739209828.082117;-45.120503652039325
1739209828.0821187;-45.120503652039325
1739209828.0821204;-45.120503652039325
1739209828.0821223;-38.13080360867914
1739209828.082124;-45.120503652039325
1739209828.0821257;-45.120503652039325
1739209828.0821273;-38.13080360867914
1739209828.082129;-35.57807855764607
1739209828.082131;-38.13080360867914
1739209828.0821326;-45.120503652039325
1739209828.0821342;-33.981070128970906
1739209828.082136;-35.57807855764607
1739209828.0821378;-38.13080360867914
1739209828.0821395;-38.13080360867914
1739209828.0821412;-33.981070128970906
1739209828.0821428;-38.13080360867914
1739209828.0821445;-38.13080360867914
1739209828.0821464;-38.13080360867914
1739209828.082148;-45.120503652039325
1739209828.0821497;-38.13080360867914
1739209828.0821514;-38.13080360867914
1739209828.0821533;-35.57807855764607
1739209828.082155;-38.13080360867914
1739209828.0821567;-33.981070128970906
1739209828.0821583;-38.13080360867914
1739209828.08216;-45.120503652039325
1739209828.082162;-35.57807855764607
1739209828.0821636;-38.13080360867914
1739209828.0821652;-45.120503652039325
1739209828.082167;-45.120503652039325
1739209828.0821688;-38.13080360867914
1739209828.0821705;-45.120503652039325
1739209828.0821722;-45.120503652039325
1739209828.0821738;-33.981070128970906
1739209828.0821755;-45.120503652039325
1739209828.0821774;-45.120503652039325
1739209828.082179;-33.981070128970906
1739209828.0821807;-33.981070128970906
1739209828.0821824;-31.141103565318915
1739209828.0821843;-38.13080360867914
1739209828.082186;-38.13080360867914
1739209828.0821877;-35.57807855764607
1739209828.0821893;-38.13080360867914
1739209828.082191;-38.13080360867914
1739209828.082193;-38.13080360867914
1739209828.0821946;-45.120503652039325
1739209828.0821962;-45.120503652039325
1739209828.082198;-38.13080360867914
1739209828.0821998;-38.13080360867914
1739209828.0822015;-38.13080360867914
1739209828.0822031;-38.13080360867914
1739209828.0822048;-45.120503652039325
1739209828.0822067;-45.120503652039325
1739209828.0822084;-45.120503652039325
1739209828.08221;-38.13080360867914
1739209828.0822117;-45.120503652039325
1739209828.0822134;-38.13080360867914
1739209828.0822153;-38.13080360867914
1739209828.082217;-45.120503652039325
1739209828.0822186;-33.981070128970906
1739209828.0822203;-33.981070128970906
1739209828.0822222;-45.120503652039325
1739209828.082224;-45.120503652039325
1739209828.0822256;-33.981070128970906
1739209828.0822272;-33.981070128970906
1739209828.082229;-45.120503652039325
1739209828.0822308;-33.981070128970906
1739209828.0822325;-45.120503652039325
1739209828.0822341;-38.13080360867914
1739209828.0822358;-38.13080360867914
1739209828.0822377;-45.120503652039325
1739209828.0822394;-45.120503652039325
1739209828.082241;-45.120503652039325
1739209828.0822427;-38.13080360867914
1739209828.0822444;-33.981070128970906
1739209828.0822463;-45.120503652039325
1739209828.082248;-45.120503652039325
1739209828.0822496;-45.120503652039325
1739209828.0822513;-45.120503652039325
1739209828.0822532;-32.816014438256545
1739209828.082255;-33.981070128970906
1739209828.0822566;-35.57807855764607
1739209828.0822582;-38.13080360867914
1739209828.08226;-30.49652367304973
1739209828.0822618;-33.981070128970906
1739209828.0822635;-38.13080360867914
1739209828.0822651;-45.120503652039325
1739209828.0822668;-45.120503652039325
1739209828.0822687;-45.120503652039325
1739209828.0822704;-45.120503652039325
1739209828.082272;-33.981070128970906
1739209828.0822737;-38.13080360867914
1739209828.0822754;-33.981070128970956
1739209828.0822773;-33.981070128970906
1739209828.082279;-38.13080360867914
1739209828.0822806;-45.120503652039325
1739209828.0822823;-45.120503652039325
1739209828.0822842;-38.13080360867914
1739209828.082286;-45.120503652039325
1739209828.0822875;-31.141103565318915
1739209828.0822892;-28.992665084841942
1739209828.082291;-45.120503652039325
1739209828.0822928;-45.120503652039325
1739209828.0822945;-38.13080360867914
1739209828.0822961;-35.57807855764607
1739209828.0822978;-38.13080360867914
1739209828.0822997;-45.120503652039325
1739209828.0823014;-45.120503652039325
1739209828.082303;-45.120503652039325
1739209828.0823047;-45.120503652039325
1739209828.0823064;-38.13080360867914
1739209828.0823083;-38.13080360867914
1739209828.08231;-38.13080360867914
1739209828.0823116;-45.120503652039325
1739209828.0823133;-45.120503652039325
1739209828.0823152;-45.120503652039325
1739209828.0823169;-45.120503652039325
1739209828.0823185;-45.120503652039325
1739209828.0823202;-38.13080360867914
1739209828.082322;-38.13080360867914
1739209828.0823238;-45.120503652039325
1739209828.0823255;-45.120503652039325
1739209828.0823271;-38.13080360867914
1739209828.0823288;-38.13080360867914
1739209828.0823307;-28.992665084841942
1739209828.0823324;-45.120503652039325
1739209828.082334;-38.13080360867914
1739209828.0823357;-38.13080360867914
1739209828.0823374;-38.13080360867914
1739209828.0823393;-45.120503652039325
1739209828.082341;-38.13080360867914
1739209828.0823426;-45.120503652039325
1739209828.0823443;-32.816014438256545
1739209828.0823462;-38.13080360867914
1739209828.0823479;-38.13080360867914
1739209828.0823495;-38.13080360867914
1739209828.0823512;-45.120503652039325
1739209828.0823529;-45.120503652039325
1739209828.0823548;-45.120503652039325
1739209828.0823565;-38.13080360867914
1739209828.0823581;-28.992665084841942
1739209828.0823598;-38.13080360867914
1739209828.0823617;-33.981070128970906
1739209828.0823634;-45.120503652039325
1739209828.082365;-38.13080360867914
1739209828.0823667;-38.13080360867914
1739209828.0823684;-38.13080360867914
1739209828.0823703;-45.120503652039325
1739209828.082372;-31.141103565318915
1739209828.0823736;-32.816014438256545
1739209828.0823753;-38.13080360867914
1739209828.0823772;-45.120503652039325
1739209828.0823789;-38.13080360867914
1739209828.0823805;-35.57807855764607
1739209828.0823822;-33.981070128970906
1739209828.0823839;-45.120503652039325
1739209828.0823858;-45.120503652039325
1739209828.0823874;-38.13080360867914
1739209828.082389;-38.13080360867914
1739209828.0823908;-45.120503652039325
1739209828.0823927;-33.981070128970906
1739209828.0823944;-35.57807855764607
1739209828.082396;-38.13080360867914
1739209828.0823977;-45.120503652039325
1739209828.0823994;-45.120503652039325
1739209828.0824013;-45.120503652039325
1739209828.082403;-45.120503652039325
1739209828.0824046;-45.120503652039325
1739209828.0824063;-38.13080360867914
1739209828.0824082;-38.13080360867914
1739209828.0824099;-45.120503652039325
1739209828.0824115;-45.120503652039325
1739209828.0824132;-33.981070128970906
1739209828.0824149;-45.120503652039325
1739209828.0824168;-45.120503652039325
1739209828.0824184;-45.120503652039325
1739209828.08242;-38.13080360867914
1739209828.0824218;-45.120503652039325
1739209828.0824237;-38.13080360867914
1739209828.0824254;-38.13080360867914
1739209828.082427;-45.120503652039325
1739209828.0824287;-45.120503652039325
1739209828.0824304;-45.120503652039325
1739209828.0824323;-45.120503652039325
1739209828.082434;-45.120503652039325
1739209828.0824356;-45.120503652039325
1739209828.0824373;-38.13080360867914
1739209828.0824392;-38.13080360867914
1739209828.0824409;-38.13080360867914
1739209828.0824425;-35.57807855764607
1739209828.0824442;-38.13080360867914
1739209828.0824459;-45.120503652039325
1739209828.0824478;-45.120503652039325
1739209828.0824494;-45.120503652039325
1739209828.082451;-45.120503652039325
1739209828.0824528;-45.120503652039325
1739209828.0824547;-45.120503652039325
1739209828.0824564;-45.120503652039325
1739209828.082458;-45.120503652039325
1739209828.0824597;-45.120503652039325
1739209828.0824614;-33.981070128970906
1739209828.0824633;-38.13080360867914
1739209828.082465;-38.13080360867914
1739209828.0824666;-38.13080360867914
1739209828.0824683;-45.120503652039325
1739209828.0824702;-35.57807855764607
1739209828.0824718;-45.120503652039325
1739209828.0824735;-45.120503652039325
1739209828.0824752;-45.120503652039325
1739209828.0824769;-32.816014438256545
1739209828.0824788;-35.57807855764607
1739209828.0824804;-45.120503652039325
1739209828.082482;-45.120503652039325
1739209828.0824838;-45.120503652039325
1739209828.0824857;-45.120503652039325
1739209828.0824873;-45.120503652039325
1739209828.082489;-38.13080360867914
1739209828.0824907;-45.120503652039325
1739209828.0824924;-45.120503652039325
1739209828.0824943;-45.120503652039325
1739209828.082496;-45.120503652039325
1739209828.0824976;-29.438486411369333
1739209828.0824993;-35.57807855764607
1739209828.0825012;-45.120503652039325
1739209828.0825028;-38.13080360867914
1739209828.0825045;-32.816014438256545
1739209828.0825062;-33.981070128970906
1739209828.0825078;-45.120503652039325
1739209828.0825098;-38.13080360867914
1739209828.0825114;-45.120503652039325
1739209828.082513;-45.120503652039325
1739209828.0825148;-45.120503652039325
1739209828.0825167;-38.13080360867914
1739209828.0825183;-45.120503652039325
1739209828.08252;-35.57807855764607
1739209828.0825217;-38.13080360867914
1739209828.0825233;-45.120503652039325
1739209828.0825253;-32.816014438256545
1739209828.082527;-38.13080360867914
1739209828.0825286;-45.120503652039325
1739209828.0825303;-45.120503652039325
1739209828.0825322;-32.816014438256545
1739209828.0825338;-38.13080360867914
1739209828.0825355;-45.120503652039325
1739209828.0825372;-45.120503652039325
1739209828.0825388;-45.120503652039325
1739209828.0825408;-38.13080360867914
1739209828.0825424;-38.13080360867914
1739209828.082544;-38.13080360867914
1739209828.0825458;-45.120503652039325
1739209828.0825477;-45.120503652039325
1739209828.0825493;-38.13080360867914
1739209828.082551;-45.120503652039325
1739209828.0825527;-45.120503652039325
1739209828.0825543;-45.120503652039325
1739209828.0825562;-38.13080360867914
1739209828.082558;-33.981070128970906
1739209828.0825596;-38.13080360867914
1739209828.0825613;-45.120503652039325
1739209828.0825632;-45.120503652039325
1739209828.0825648;-38.13080360867914
1739209828.0825665;-31.141103565318915
1739209828.0825682;-32.816014438256545
1739209828.0825698;-45.120503652039325
1739209828.0825717;-45.120503652039325
1739209828.0825734;-45.120503652039325
1739209828.082575;-38.13080360867914
1739209828.0825768;-38.13080360867914
1739209828.0825787;-35.57807855764607
1739209828.0825803;-33.981070128970956
1739209828.082582;-45.120503652039325
1739209828.0825837;-35.57807855764607
1739209828.0825853;-45.120503652039325
1739209828.0825872;-45.120503652039325
1739209828.082589;-45.120503652039325
1739209828.0825906;-38.13080360867914
1739209828.0825922;-45.120503652039325
1739209828.0825942;-28.58837851428586
1739209828.0825958;-27.267205301931607
1739209828.0825975;-45.120503652039325
1739209828.0825992;-45.120503652039325
1739209828.0826008;-33.981070128970906
1739209828.0826027;-31.141103565318915
1739209828.0826044;-45.120503652039325
1739209828.082606;-38.13080360867914
1739209828.0826077;-38.13080360867914
1739209828.0826097;-38.13080360867914
1739209828.0826113;-45.120503652039325
1739209828.082613;-45.120503652039325
1739209828.0826147;-45.120503652039325
1739209828.0826163;-45.120503652039325
1739209828.0826182;-45.120503652039325
1739209828.08262;-45.120503652039325
1739209828.0826216;-38.13080360867914
1739209828.0826232;-38.13080360867914
1739209828.0826252;-45.120503652039325
1739209828.0826268;-45.120503652039325
1739209828.0826285;-38.13080360867914
1739209828.0826302;-38.13080360867914
1739209828.082632;-45.120503652039325
1739209828.0826337;-38.13080360867914
1739209828.0826354;-33.981070128970906
1739209828.082637;-31.141103565318915
1739209828.0826387;-38.13080360867914
1739209828.0826406;-38.13080360867914
1739209828.0826423;-38.13080360867914
1739209828.082644;-38.13080360867914
1739209828.0826457;-45.120503652039325
1739209828.0826476;-38.13080360867914
1739209828.0826492;-38.13080360867914
1739209828.082651;-32.816014438256545
1739209828.0826526;-45.120503652039325
1739209828.0826542;-45.120503652039325
1739209828.0826561;-45.120503652039325
1739209828.0826578;-38.13080360867914
1739209828.0826595;-38.13080360867914
1739209828.0826612;-45.120503652039325
1739209828.082663;-45.120503652039325
1739209828.0826647;-28.58837851428586
1739209828.0826664;-45.120503652039325
1739209828.082668;-38.13080360867914
1739209828.0826697;-45.120503652039325
1739209828.0826716;-35.57807855764607
1739209828.0826733;-38.13080360867914
1739209828.082675;-45.120503652039325
1739209828.0826766;-38.13080360867914
1739209828.0826786;-31.141103565318915
1739209828.0826802;-45.120503652039325
1739209828.082682;-45.120503652039325
1739209828.0826836;-35.57807855764607
1739209828.0826852;-45.120503652039325
1739209828.0826871;-45.120503652039325
1739209828.0826888;-38.13080360867914
1739209828.0826905;-45.120503652039325
1739209828.0826921;-38.13080360867914
1739209828.082694;-45.120503652039325
1739209828.0826957;-38.13080360867914
1739209828.0826974;-38.13080360867914
1739209828.082699;-32.816014438256545
1739209828.0827007;-45.120503652039325
1739209828.0827026;-45.120503652039325
1739209828.0827043;-45.120503652039325
1739209828.082706;-45.120503652039325
1739209828.0827076;-45.120503652039325
1739209828.0827096;-45.120503652039325
1739209828.0827112;-45.120503652039325
1739209828.082713;-38.13080360867914
1739209828.0827146;-38.13080360867914
1739209828.0827162;-45.120503652039325
1739209828.0827181;-45.120503652039325
1739209828.0827198;-33.981070128970906
1739209828.0827215;-45.120503652039325
1739209828.0827231;-45.120503652039325
1739209828.082725;-35.57807855764607
1739209828.0827267;-38.13080360867914
1739209828.0827284;-45.120503652039325
1739209828.08273;-38.13080360867914
1739209828.0827317;-33.981070128970906
1739209828.0827336;-38.13080360867914
1739209828.0827353;-38.13080360867914
1739209828.082737;-33.981070128970906
1739209828.0827386;-38.13080360867914
1739209828.0827405;-33.981070128970906
1739209828.0827422;-35.57807855764607
1739209828.082744;-38.13080360867914
1739209828.0827456;-35.57807855764607
1739209828.0827472;-38.13080360867914
1739209828.0827491;-45.120503652039325
1739209828.0827508;-45.120503652039325
1739209828.0827525;-45.120503652039325
1739209828.0827541;-45.120503652039325
1739209828.082756;-45.120503652039325
1739209828.0827577;-45.120503652039325
1739209828.0827594;-45.120503652039325
1739209828.082761;-38.13080360867914
1739209828.0827627;-38.13080360867914
1739209828.0827646;-38.13080360867914
1739209828.0827663;-45.120503652039325
1739209828.082768;-45.120503652039325
1739209828.0827696;-31.141103565318893
1739209828.0827715;-45.120503652039325
1739209828.0827732;-45.120503652039325
1739209828.0827749;-38.13080360867914
1739209828.0827765;-32.816014438256545
1739209828.0827782;-38.13080360867914
1739209828.0827801;-38.13080360867914
1739209828.0827818;-45.120503652039325
1739209828.0827835;-45.120503652039325
1739209828.0827851;-45.120503652039325
1739209828.082787;-45.120503652039325
1739209828.0827887;-38.13080360867914
1739209828.0827904;-45.120503652039325
1739209828.082792;-45.120503652039325
1739209828.0827937;-38.13080360867914
1739209828.0827956;-38.13080360867914
1739209828.0827973;-38.13080360867914
1739209828.082799;-45.120503652039325
1739209828.0828006;-45.120503652039325
1739209828.0828025;-38.13080360867914
1739209828.0828042;-32.816014438256545
1739209828.0828059;-38.13080360867914
1739209828.0828075;-45.120503652039325
1739209828.0828092;-45.120503652039325
1739209828.082811;-38.13080360867914
1739209828.0828128;-38.13080360867914
1739209828.0828145;-32.816014438256545
1739209828.0828161;-33.981070128970906
1739209828.082818;-45.120503652039325
1739209828.0828197;-45.120503652039325
1739209828.0828214;-45.120503652039325
1739209828.082823;-45.120503652039325
1739209828.0828247;-45.120503652039325
1739209828.0828266;-38.13080360867914
1739209828.0828283;-38.13080360867914
1739209828.08283;-45.120503652039325
1739209828.0828316;-32.816014438256545
1739209828.0828335;-38.13080360867914
1739209828.0828352;-38.13080360867914
1739209828.0828369;-38.13080360867914
1739209828.0828385;-38.13080360867914
1739209828.0828402;-38.13080360867914
1739209828.082842;-35.57807855764607
1739209828.0828438;-38.13080360867914
1739209828.0828454;-45.120503652039325
1739209828.082847;-45.120503652039325
1739209828.082849;-35.57807855764607
1739209828.0828507;-38.13080360867914
1739209828.0828524;-45.120503652039325
1739209828.082854;-45.120503652039325
1739209828.0828557;-45.120503652039325
1739209828.0828576;-38.13080360867914
1739209828.0828593;-45.120503652039325
1739209828.082861;-45.120503652039325
1739209828.0828626;-45.120503652039325
1739209828.0828645;-38.13080360867914
1739209828.0828662;-35.57807855764607
1739209828.0828679;-38.13080360867914
1739209828.0828695;-38.13080360867914
1739209828.0828712;-38.13080360867914
1739209828.082873;-32.816014438256545
1739209828.0828748;-33.981070128970906
1739209828.0828764;-38.13080360867914
1739209828.082878;-38.13080360867914
1739209828.08288;-38.13080360867914
