CAN Message; 0x1bb:00008b2f8f787a89
1739209749.962002;-45.120503652039325
1739209749.96201;-38.13080360867914
1739209749.9620178;-33.981070128970906
1739209749.9620256;-33.981070128970906
1739209749.9620335;-38.13080360867914
1739209749.9620416;-38.13080360867914
1739209749.9620495;-45.120503652039325
1739209749.9620574;-38.13080360867914
1739209749.9620652;-38.13080360867914
1739209749.962073;-45.120503652039325
1739209749.962081;-32.816014438256545
1739209749.9620888;-31.141103565318915
1739209749.962097;-28.992665084841942
1739209749.9621048;-45.120503652039325
1739209749.9621127;-45.120503652039325
1739209749.9621205;-38.13080360867914
1739209749.9621284;-33.981070128970906
1739209749.9621363;-38.13080360867914
1739209749.9621444;-45.120503652039325
1739209749.9621522;-38.13080360867914
1739209749.96216;-35.57807855764607
1739209749.962168;-38.13080360867914
1739209749.9621758;-45.120503652039325
1739209749.9621837;-45.120503652039325
1739209749.9621916;-33.981070128970906
1739209749.9621997;-38.13080360867914
1739209749.9622076;-38.13080360867914
1739209749.9622154;-32.816014438256545
1739209749.9622233;-28.992665084841942
1739209749.9622312;-45.120503652039325
1739209749.962239;-45.120503652039325
1739209749.962247;-38.13080360867914
1739209749.962255;-45.120503652039325
1739209749.9622629;-38.13080360867914
1739209749.9622707;-45.120503652039325
1739209749.9622786;-45.120503652039325
1739209749.9622865;-45.120503652039325
1739209749.9622943;-45.120503652039325
1739209749.9623024;-45.120503652039325
1739209749.9623103;-38.13080360867914
1739209749.9623182;-38.13080360867914
1739209749.962326;-45.120503652039325
1739209749.962334;-45.120503652039325
1739209749.9623418;-45.120503652039325
1739209749.9623497;-45.120503652039325
1739209749.9623578;-38.13080360867914
1739209749.9623656;-38.13080360867914
1739209749.9623735;-45.120503652039325
1739209749.9623814;-38.13080360867914
1739209749.9623892;-38.13080360867914
1739209749.962397;-38.13080360867914
1739209749.962405;-38.13080360867914
1739209749.962413;-32.816014438256545
1739209749.962421;-45.120503652039325
1739209749.9624288;-38.13080360867914
1739209749.9624367;-38.13080360867914
1739209749.9624445;-38.13080360867914
1739209749.9624524;-45.120503652039325
1739209749.9624605;-35.57807855764607
1739209749.9624684;-45.120503652039325
1739209749.9624763;-45.120503652039325
1739209749.9624841;-45.120503652039325
1739209749.962492;-38.13080360867914
1739209749.9624999;-38.13080360867914
1739209749.9625077;-38.13080360867914
1739209749.9625158;-35.57807855764607
1739209749.9625237;-38.13080360867914
1739209749.9625316;-35.57807855764607
1739209749.9625394;-38.13080360867914
1739209749.9625473;-45.120503652039325
1739209749.9625552;-35.57807855764607
1739209749.962563;-38.13080360867914
1739209749.9625711;-45.120503652039325
1739209749.962579;-45.120503652039325
1739209749.9625869;-38.13080360867914
1739209749.9625947;-45.120503652039325
1739209749.9626026;-45.120503652039325
1739209749.9626105;-38.13080360867914
1739209749.9626184;-35.57807855764607
1739209749.9626265;-35.57807855764607
1739209749.9626343;-45.120503652039325
1739209749.9626422;-38.13080360867914
1739209749.96265;-35.57807855764607
1739209749.962658;-38.13080360867914
1739209749.9626658;-45.120503652039325
1739209749.962674;-45.120503652039325
1739209749.9626818;-45.120503652039325
1739209749.9626896;-45.120503652039325
1739209749.9626975;-45.120503652039325
1739209749.9627054;-45.120503652039325
1739209749.9627132;-45.120503652039325
1739209749.962721;-45.120503652039325
1739209749.9627292;-45.120503652039325
1739209749.962737;-38.13080360867914
1739209749.962745;-38.13080360867914
1739209749.9627528;-38.13080360867914
1739209749.9627607;-35.57807855764607
1739209749.9627686;-38.13080360867914
1739209749.9627764;-45.120503652039325
1739209749.9627845;-45.120503652039325
1739209749.9627924;-35.57807855764607
1739209749.9628003;-33.981070128970906
1739209749.9628081;-45.120503652039325
1739209749.962816;-38.13080360867914
1739209749.9628239;-38.13080360867914
1739209749.962832;-33.981070128970906
1739209749.9628398;-45.120503652039325
1739209749.9628477;-45.120503652039325
1739209749.9628556;-45.120503652039325
1739209749.9628634;-45.120503652039325
1739209749.9628713;-38.13080360867914
1739209749.9628792;-38.13080360867914
1739209749.9628873;-38.13080360867914
1739209749.9628952;-45.120503652039325
1739209749.962903;-45.120503652039325
1739209749.962911;-33.981070128970906
1739209749.9629188;-35.57807855764607
1739209749.9629266;-31.141103565318915
1739209749.9629345;-38.13080360867914
1739209749.9629426;-45.120503652039325
1739209749.9629505;-45.120503652039325
1739209749.9629583;-33.981070128970906
1739209749.9629662;-38.13080360867914
1739209749.962974;-45.120503652039325
1739209749.962982;-38.13080360867914
1739209749.96299;-38.13080360867914
1739209749.962998;-45.120503652039325
1739209749.9630058;-33.981070128970906
1739209749.9630136;-45.120503652039325
1739209749.9630215;-45.120503652039325
1739209749.9630294;-45.120503652039325
1739209749.9630373;-38.13080360867914
1739209749.9630454;-45.120503652039325
1739209749.9630532;-45.120503652039325
1739209749.963061;-35.57807855764607
1739209749.963069;-38.13080360867914
1739209749.9630768;-45.120503652039325
1739209749.9630847;-35.57807855764607
1739209749.9630926;-45.120503652039325
1739209749.9631007;-35.57807855764607
1739209749.9631085;-45.120503652039325
1739209749.9631164;-45.120503652039325
1739209749.9631243;-35.57807855764607
1739209749.9631321;-38.13080360867914
1739209749.96314;-45.120503652039325
1739209749.963148;-38.13080360867914
1739209749.963156;-45.120503652039325
1739209749.9631639;-38.13080360867914
1739209749.9631717;-45.120503652039325
1739209749.9631796;-33.981070128970906
1739209749.9631875;-38.13080360867914
1739209749.9631953;-45.120503652039325
1739209749.9632034;-38.13080360867914
1739209749.9632113;-38.13080360867914
1739209749.9632192;-38.13080360867914
1739209749.963227;-45.120503652039325
1739209749.963235;-45.120503652039325
1739209749.9632428;-33.981070128970906
1739209749.9632506;-38.13080360867914
1739209749.9632587;-38.13080360867914
1739209749.9632666;-38.13080360867914
1739209749.9632745;-45.120503652039325
1739209749.9632823;-38.13080360867914
1739209749.9632902;-35.57807855764607
1739209749.963298;-38.13080360867914
1739209749.963306;-33.981070128970906
1739209749.963314;-38.13080360867914
1739209749.963322;-45.120503652039325
1739209749.9633298;-38.13080360867914
1739209749.9633377;-38.13080360867914
1739209749.9633455;-38.13080360867914
1739209749.9633534;-45.120503652039325
1739209749.9633615;-38.13080360867914
1739209749.9633694;-38.13080360867914
1739209749.9633772;-38.13080360867914
1739209749.963385;-45.120503652039325
1739209749.963393;-45.120503652039325
1739209749.9634008;-45.120503652039325
1739209749.9634087;-45.120503652039325
1739209749.9634168;-38.13080360867914
1739209749.9634247;-35.57807855764607
1739209749.9634326;-31.141103565318915
1739209749.9634404;-28.992665084841942
1739209749.9634483;-38.13080360867914
1739209749.9634562;-45.120503652039325
1739209749.963464;-38.13080360867914
1739209749.9634721;-45.120503652039325
1739209749.96348;-45.120503652039325
1739209749.9634879;-33.981070128970906
1739209749.9634957;-38.13080360867914
1739209749.9635036;-32.816014438256545
1739209749.9635115;-45.120503652039325
1739209749.9635196;-35.57807855764607
1739209749.9635274;-38.13080360867914
1739209749.9635353;-38.13080360867914
1739209749.9635432;-38.13080360867914
1739209749.963551;-38.13080360867914
1739209749.963559;-33.981070128970906
1739209749.9635668;-31.141103565318915
1739209749.963575;-33.981070128970906
1739209749.9635828;-38.13080360867914
1739209749.9635906;-38.13080360867914
1739209749.9635985;-38.13080360867914
1739209749.9636064;-45.120503652039325
1739209749.9636142;-38.13080360867914
1739209749.963622;-38.13080360867914
1739209749.9636302;-38.13080360867914
1739209749.963638;-45.120503652039325
1739209749.963646;-45.120503652039325
1739209749.9636538;-45.120503652039325
1739209749.9636617;-45.120503652039325
1739209749.9636695;-38.13080360867914
1739209749.9636776;-45.120503652039325
1739209749.9636855;-38.13080360867914
1739209749.9636934;-38.13080360867914
1739209749.9637012;-45.120503652039325
1739209749.963709;-45.120503652039325
1739209749.963717;-38.13080360867914
1739209749.9637249;-38.13080360867914
1739209749.963733;-38.13080360867914
1739209749.9637408;-45.120503652039325
1739209749.9637487;-38.13080360867914
1739209749.9637566;-33.981070128970906
1739209749.9637644;-38.13080360867914
1739209749.9637723;-45.120503652039325
1739209749.9637802;-45.120503652039325
1739209749.9637883;-32.816014438256545
1739209749.9637961;-38.13080360867914
1739209749.963804;-45.120503652039325
1739209749.9638119;-45.120503652039325
1739209749.9638197;-45.120503652039325
1739209749.9638276;-33.981070128970906
1739209749.9638357;-45.120503652039325
1739209749.9638436;-38.13080360867914
1739209749.9638515;-38.13080360867914
1739209749.9638593;-38.13080360867914
1739209749.9638672;-38.13080360867914
1739209749.963875;-38.13080360867914
1739209749.963883;-28.58837851428586
1739209749.963891;-35.57807855764607
1739209749.963899;-45.120503652039325
1739209749.9639068;-45.120503652039325
1739209749.9639146;-38.13080360867914
1739209749.9639225;-35.57807855764607
1739209749.9639304;-45.120503652039325
1739209749.9639382;-45.120503652039325
1739209749.9639463;-38.13080360867914
1739209749.9639542;-45.120503652039325
1739209749.963962;-38.13080360867914
1739209749.96397;-45.120503652039325
1739209749.9639778;-38.13080360867914
1739209749.9639857;-38.13080360867914
1739209749.9639935;-38.13080360867914
1739209749.9640017;-45.120503652039325
1739209749.9640095;-26.991370085610736
1739209749.9640174;-31.141103565318893
1739209749.9640253;-45.120503652039325
1739209749.9640331;-38.13080360867914
1739209749.964041;-33.981070128970906
1739209749.964049;-45.120503652039325
1739209749.964057;-45.120503652039325
1739209749.9640648;-45.120503652039325
1739209749.9640727;-45.120503652039325
1739209749.9640806;-45.120503652039325
1739209749.9640884;-45.120503652039325
1739209749.9640963;-45.120503652039325
1739209749.9641044;-45.120503652039325
1739209749.9641123;-38.13080360867914
1739209749.9641201;-38.13080360867914
1739209749.964128;-45.120503652039325
1739209749.964136;-26.991370085610736
1739209749.9641438;-29.438486411369333
1739209749.9641516;-45.120503652039325
1739209749.9641597;-38.13080360867914
1739209749.9641676;-32.816014438256545
1739209749.9641755;-35.57807855764607
1739209749.9641833;-45.120503652039325
1739209749.9641912;-35.57807855764607
1739209749.964199;-45.120503652039325
1739209749.9642072;-45.120503652039325
1739209749.964215;-38.13080360867914
1739209749.964223;-45.120503652039325
1739209749.9642308;-45.120503652039325
1739209749.9642386;-45.120503652039325
1739209749.9642465;-45.120503652039325
1739209749.9642544;-45.120503652039325
1739209749.9642625;-31.141103565318893
1739209749.9642704;-29.438486411369333
1739209749.9642782;-45.120503652039325
1739209749.964286;-45.120503652039325
1739209749.964294;-35.57807855764607
1739209749.9643018;-32.816014438256545
1739209749.9643097;-45.120503652039325
1739209749.9643178;-38.13080360867914
1739209749.9643257;-45.120503652039325
1739209749.9643335;-38.13080360867914
1739209749.9643414;-38.13080360867914
1739209749.9643493;-38.13080360867914
1739209749.9643571;-45.120503652039325
1739209749.9643652;-45.120503652039325
1739209749.964373;-32.816014438256545
1739209749.964381;-33.981070128970906
1739209749.9643888;-33.981070128970906
1739209749.9643967;-30.49652367304973
1739209749.9644046;-45.120503652039325
1739209749.9644125;-45.120503652039325
1739209749.9644206;-38.13080360867914
1739209749.9644284;-35.57807855764607
1739209749.9644363;-45.120503652039325
1739209749.9644442;-33.981070128970906
1739209749.964452;-45.120503652039325
1739209749.96446;-33.981070128970956
1739209749.9644678;-38.13080360867914
1739209749.9644759;-38.13080360867914
1739209749.9644837;-38.13080360867914
1739209749.9644916;-45.120503652039325
1739209749.9644995;-38.13080360867914
1739209749.9645073;-45.120503652039325
1739209749.9645152;-38.13080360867914
1739209749.9645233;-28.992665084841942
1739209749.9645312;-38.13080360867914
1739209749.964539;-38.13080360867914
1739209749.964547;-38.13080360867914
1739209749.9692578;-38.13080360867914
1739209749.969258;-45.120503652039325
1739209749.9692585;-38.13080360867914
1739209749.9692588;-38.13080360867914
1739209749.9692593;-38.13080360867914
1739209749.9692595;-38.13080360867914
1739209749.96926;-45.120503652039325
1739209749.9692602;-35.57807855764607
1739209749.9692607;-38.13080360867914
1739209749.969261;-45.120503652039325
1739209749.9692614;-33.981070128970906
1739209749.9692616;-38.13080360867914
1739209749.9692621;-38.13080360867914
1739209749.9692626;-38.13080360867914
1739209749.9692628;-38.13080360867914
1739209749.9692633;-45.120503652039325
1739209749.9692636;-38.13080360867914
1739209749.969264;-45.120503652039325
1739209749.9692643;-38.13080360867914
1739209749.9692647;-38.13080360867914
1739209749.969265;-45.120503652039325
1739209749.9692655;-35.57807855764607
1739209749.9692657;-38.13080360867914
1739209749.9692662;-45.120503652039325
1739209749.9692667;-45.120503652039325
1739209749.969267;-35.57807855764607
1739209749.9692674;-38.13080360867914
1739209749.9692676;-45.120503652039325
1739209749.969268;-45.120503652039325
1739209749.9692683;-45.120503652039325
1739209749.9692688;-45.120503652039325
1739209749.969269;-45.120503652039325
1739209749.9692695;-38.13080360867914
1739209749.9692698;-45.120503652039325
1739209749.9692702;-33.981070128970906
1739209749.9692705;-33.981070128970906
1739209749.969271;-45.120503652039325
1739209749.9692714;-35.57807855764607
1739209749.9692717;-35.57807855764607
1739209749.9692721;-32.816014438256545
1739209749.9692724;-38.13080360867914
1739209749.9692729;-38.13080360867914
1739209749.969273;-45.120503652039325
1739209749.9692736;-45.120503652039325
1739209749.9692738;-38.13080360867914
1739209749.9692743;-38.13080360867914
1739209749.9692745;-45.120503652039325
1739209749.969275;-38.13080360867914
1739209749.9692752;-38.13080360867914
1739209749.9692757;-45.120503652039325
1739209749.9692762;-38.13080360867914
1739209749.9692764;-38.13080360867914
1739209749.969277;-38.13080360867914
1739209749.9692771;-45.120503652039325
1739209749.9692776;-38.13080360867914
1739209749.9692779;-38.13080360867914
1739209749.9692783;-38.13080360867914
1739209749.9692786;-38.13080360867914
1739209749.969279;-38.13080360867914
1739209749.9692793;-31.141103565318915
1739209749.9692798;-45.120503652039325
1739209749.96928;-45.120503652039325
1739209749.9692805;-38.13080360867914
1739209749.969281;-38.13080360867914
1739209749.9692812;-45.120503652039325
1739209749.9692817;-38.13080360867914
1739209749.969282;-45.120503652039325
1739209749.9692824;-38.13080360867914
1739209749.9692826;-38.13080360867914
1739209749.969283;-45.120503652039325
1739209749.9692833;-38.13080360867914
1739209749.9692838;-35.57807855764607
1739209749.969284;-38.13080360867914
1739209749.9692845;-45.120503652039325
1739209749.969285;-33.981070128970906
1739209749.9692852;-26.991370085610722
1739209749.9692857;-38.13080360867914
1739209749.969286;-45.120503652039325
1739209749.9692864;-38.13080360867914
1739209749.9692867;-35.57807855764607
1739209749.9692872;-45.120503652039325
1739209749.9692874;-45.120503652039325
1739209749.9692879;-45.120503652039325
1739209749.969288;-33.981070128970956
1739209749.9692886;-45.120503652039325
1739209749.9692888;-45.120503652039325
1739209749.9692893;-38.13080360867914
1739209749.9692898;-45.120503652039325
1739209749.96929;-38.13080360867914
1739209749.9692905;-38.13080360867914
1739209749.9692907;-38.13080360867914
1739209749.9692912;-30.49652367304973
1739209749.9692914;-45.120503652039325
1739209749.969292;-38.13080360867914
1739209749.9692922;-35.57807855764607
1739209749.9692926;-45.120503652039325
1739209749.9692929;-45.120503652039325
1739209749.9692934;-38.13080360867914
1739209749.9692936;-38.13080360867914
1739209749.969294;-45.120503652039325
1739209749.9692945;-45.120503652039325
1739209749.9692948;-45.120503652039325
1739209749.9692953;-45.120503652039325
1739209749.9692955;-38.13080360867914
1739209749.969296;-38.13080360867914
1739209749.9692962;-45.120503652039325
1739209749.9692967;-38.13080360867914
1739209749.969297;-38.13080360867914
1739209749.9692974;-38.13080360867914
1739209749.9692976;-45.120503652039325
1739209749.9692981;-45.120503652039325
1739209749.9692984;-45.120503652039325
1739209749.9692988;-38.13080360867914
1739209749.9692993;-45.120503652039325
1739209749.9692996;-45.120503652039325
1739209749.9693;-29.438486411369333
1739209749.9693003;-33.981070128970906
1739209749.9693007;-45.120503652039325
1739209749.969301;-45.120503652039325
1739209749.9693015;-45.120503652039325
1739209749.9693017;-45.120503652039325
1739209749.9693022;-38.13080360867914
1739209749.9693024;-38.13080360867914
1739209749.969303;-45.120503652039325
1739209749.9693034;-38.13080360867914
1739209749.9693036;-32.816014438256545
1739209749.969304;-38.13080360867914
1739209749.9693043;-35.57807855764607
1739209749.9693048;-33.981070128970906
1739209749.969305;-45.120503652039325
1739209749.9693055;-38.13080360867914
1739209749.9693058;-45.120503652039325
1739209749.9693062;-38.13080360867914
1739209749.9693065;-38.13080360867914
1739209749.969307;-38.13080360867914
1739209749.9693072;-45.120503652039325
1739209749.9693077;-38.13080360867914
1739209749.9693081;-38.13080360867914
1739209749.9693084;-38.13080360867914
1739209749.9693089;-35.57807855764607
1739209749.969309;-35.57807855764607
1739209749.9693096;-45.120503652039325
1739209749.9693098;-38.13080360867914
1739209749.9693103;-35.57807855764607
1739209749.9693105;-45.120503652039325
1739209749.969311;-45.120503652039325
1739209749.9693112;-38.13080360867914
1739209749.9693117;-45.120503652039325
1739209749.969312;-45.120503652039325
1739209749.9693124;-38.13080360867914
1739209749.969313;-38.13080360867914
1739209749.9693131;-38.13080360867914
1739209749.9693136;-38.13080360867914
1739209749.9693139;-45.120503652039325
1739209749.9693143;-45.120503652039325
1739209749.9693146;-45.120503652039325
1739209749.969315;-38.13080360867914
1739209749.9693153;-45.120503652039325
1739209749.9693158;-45.120503652039325
1739209749.969316;-45.120503652039325
1739209749.9693165;-45.120503652039325
1739209749.9693167;-33.981070128970906
1739209749.9693172;-38.13080360867914
1739209749.9693177;-45.120503652039325
1739209749.969318;-38.13080360867914
1739209749.9693184;-38.13080360867914
1739209749.9693186;-45.120503652039325
1739209749.969319;-38.13080360867914
1739209749.9693193;-35.57807855764607
1739209749.9693198;-45.120503652039325
1739209749.96932;-45.120503652039325
1739209749.9693205;-45.120503652039325
1739209749.9693208;-38.13080360867914
1739209749.9693213;-38.13080360867914
1739209749.9693217;-45.120503652039325
1739209749.969322;-45.120503652039325
1739209749.9693224;-38.13080360867914
1739209749.9693227;-38.13080360867914
1739209749.9693232;-38.13080360867914
1739209749.9693234;-38.13080360867914
1739209749.9693239;-38.13080360867914
1739209749.969324;-45.120503652039325
1739209749.9693246;-45.120503652039325
1739209749.9693248;-38.13080360867914
1739209749.9693253;-35.57807855764607
1739209749.9693255;-45.120503652039325
1739209749.969326;-45.120503652039325
1739209749.9693265;-45.120503652039325
1739209749.9693267;-38.13080360867914
1739209749.9693272;-38.13080360867914
1739209749.9693274;-38.13080360867914
1739209749.969328;-38.13080360867914
1739209749.9693282;-38.13080360867914
1739209749.9693286;-38.13080360867914
1739209749.9693289;-38.13080360867914
1739209749.9693294;-35.57807855764607
1739209749.9693296;-33.981070128970906
1739209749.96933;-38.13080360867914
1739209749.9693303;-45.120503652039325
1739209749.9693308;-38.13080360867914
1739209749.9693313;-35.57807855764607
1739209749.9693315;-38.13080360867914
1739209749.969332;-45.120503652039325
1739209749.9693322;-30.49652367304973
1739209749.9693327;-31.141103565318915
1739209749.969333;-45.120503652039325
1739209749.9693334;-45.120503652039325
1739209749.9693336;-35.57807855764607
1739209749.9693341;-33.981070128970906
1739209749.9693344;-38.13080360867914
1739209749.9693348;-38.13080360867914
1739209749.969335;-38.13080360867914
1739209749.9693356;-38.13080360867914
1739209749.969336;-45.120503652039325
1739209749.9693363;-38.13080360867914
1739209749.9693367;-38.13080360867914
1739209749.969337;-38.13080360867914
1739209749.9693375;-45.120503652039325
1739209749.9693377;-38.13080360867914
1739209749.9693382;-35.57807855764607
1739209749.9693384;-38.13080360867914
1739209749.969339;-38.13080360867914
1739209749.9693391;-45.120503652039325
1739209749.9693396;-45.120503652039325
1739209749.96934;-33.981070128970906
1739209749.9693403;-45.120503652039325
1739209749.9693408;-45.120503652039325
1739209749.969341;-33.981070128970906
1739209749.9693415;-33.981070128970906
1739209749.9693418;-35.57807855764607
1739209749.9693422;-33.981070128970906
1739209749.9693425;-38.13080360867914
1739209749.969343;-45.120503652039325
1739209749.9693432;-45.120503652039325
1739209749.9693437;-38.13080360867914
1739209749.969344;-45.120503652039325
1739209749.9693444;-31.141103565318915
1739209749.9693449;-28.992665084841942
1739209749.969345;-38.13080360867914
1739209749.9693456;-38.13080360867914
1739209749.9693458;-38.13080360867914
1739209749.9693463;-38.13080360867914
1739209749.9693465;-38.13080360867914
1739209749.969347;-35.57807855764607
1739209749.9693472;-38.13080360867914
1739209749.9693477;-45.120503652039325
1739209749.969348;-45.120503652039325
1739209749.9693484;-45.120503652039325
1739209749.9693487;-38.13080360867914
1739209749.9693491;-38.13080360867914
1739209749.9693496;-45.120503652039325
1739209749.9693499;-45.120503652039325
1739209749.9693503;-45.120503652039325
1739209749.9693506;-45.120503652039325
1739209749.969351;-38.13080360867914
1739209749.9693513;-45.120503652039325
1739209749.9693518;-45.120503652039325
1739209749.969352;-38.13080360867914
1739209749.9693525;-33.981070128970906
1739209749.9693527;-45.120503652039325
1739209749.9693532;-38.13080360867914
1739209749.9693534;-28.58837851428586
1739209749.969354;-45.120503652039325
1739209749.9693544;-45.120503652039325
1739209749.9693546;-38.13080360867914
1739209749.969355;-38.13080360867914
1739209749.9693553;-45.120503652039325
1739209749.9693558;-45.120503652039325
1739209749.969356;-45.120503652039325
1739209749.9693565;-38.13080360867914
1739209749.9693568;-38.13080360867914
1739209749.9693573;-45.120503652039325
1739209749.9693575;-45.120503652039325
1739209749.969358;-38.13080360867914
1739209749.9693584;-38.13080360867914
1739209749.9693587;-45.120503652039325
1739209749.9693592;-38.13080360867914
1739209749.9693594;-32.816014438256545
1739209749.9693599;-38.13080360867914
1739209749.96936;-32.816014438256545
1739209749.9693606;-38.13080360867914
1739209749.9693608;-45.120503652039325
1739209749.9693613;-45.120503652039325
1739209749.9693615;-45.120503652039325
1739209749.969362;-45.120503652039325
1739209749.9693623;-45.120503652039325
1739209749.9693627;-38.13080360867914
1739209749.9693632;-45.120503652039325
1739209749.9693635;-45.120503652039325
1739209749.969364;-38.13080360867914
1739209749.9693642;-38.13080360867914
1739209749.9693646;-35.57807855764607
1739209749.969365;-38.13080360867914
1739209749.9693654;-45.120503652039325
1739209749.9693656;-45.120503652039325
1739209749.969366;-38.13080360867914
1739209749.9693663;-38.13080360867914
1739209749.9693668;-45.120503652039325
1739209749.969367;-38.13080360867914
1739209749.9693675;-38.13080360867914
1739209749.969368;-35.57807855764607
1739209749.9693682;-30.49652367304973
1739209749.9693687;-38.13080360867914
1739209749.969369;-38.13080360867914
1739209749.9693694;-38.13080360867914
1739209749.9693696;-38.13080360867914
1739209749.9693701;-45.120503652039325
1739209749.9693704;-35.57807855764607
1739209749.9693708;-45.120503652039325
1739209749.969371;-45.120503652039325
1739209749.9693716;-45.120503652039325
1739209749.9693718;-35.57807855764607
1739209749.9693723;-38.13080360867914
1739209749.9693727;-45.120503652039325
1739209749.969373;-33.981070128970906
1739209749.9693735;-38.13080360867914
1739209749.9693737;-38.13080360867914
1739209749.9693742;-38.13080360867914
1739209749.9693744;-45.120503652039325
1739209749.969375;-45.120503652039325
1739209749.9693751;-38.13080360867914
1739209749.9693756;-45.120503652039325
1739209749.9693758;-45.120503652039325
1739209749.9693763;-45.120503652039325
1739209749.9693768;-45.120503652039325
1739209749.969377;-38.13080360867914
1739209749.9693775;-38.13080360867914
1739209749.9693778;-45.120503652039325
1739209749.9693782;-45.120503652039325
1739209749.9693785;-32.816014438256545
1739209749.969379;-35.57807855764607
1739209749.9693792;-45.120503652039325
1739209749.9693797;-38.13080360867914
1739209749.96938;-35.57807855764607
1739209749.9693804;-31.141103565318915
1739209749.9693806;-38.13080360867914
1739209749.969381;-38.13080360867914
1739209749.9693816;-45.120503652039325
1739209749.9693818;-38.13080360867914
1739209749.9693823;-38.13080360867914
1739209749.9693825;-38.13080360867914
1739209749.969383;-45.120503652039325
1739209749.9693832;-38.13080360867914
1739209749.9693837;-45.120503652039325
1739209749.969384;-45.120503652039325
1739209749.9693844;-32.816014438256545
1739209749.9693847;-38.13080360867914
1739209749.9693851;-45.120503652039325
1739209749.9693854;-45.120503652039325
1739209749.9693859;-45.120503652039325
1739209749.9693863;-31.141103565318915
1739209749.9693866;-45.120503652039325
1739209749.969387;-38.13080360867914
1739209749.9693873;-38.13080360867914
1739209749.9693878;-33.981070128970906
1739209749.969388;-45.120503652039325
