CAN Message; 0x1d3:0000ebecba050d80
1739209710.8874514;-45.120503652039325
1739209710.887452;-45.120503652039325
1739209710.8874521;-38.13080360867914
1739209710.8874526;-45.120503652039325
1739209710.887453;-38.13080360867914
1739209710.8874533;-38.13080360867914
1739209710.8874538;-28.992665084841942
1739209710.887454;-38.13080360867914
1739209710.8874545;-38.13080360867914
1739209710.887455;-38.13080360867914
1739209710.8874552;-33.981070128970906
1739209710.8874557;-38.13080360867914
1739209710.8874562;-38.13080360867914
1739209710.8874564;-45.120503652039325
1739209710.887457;-30.49652367304973
1739209710.8874571;-38.13080360867914
1739209710.8874576;-45.120503652039325
1739209710.887458;-45.120503652039325
1739209710.8874583;-38.13080360867914
1739209710.8874588;-45.120503652039325
1739209710.8874593;-45.120503652039325
1739209710.8874595;-45.120503652039325
1739209710.88746;-38.13080360867914
1739209710.8874602;-45.120503652039325
1739209710.8874607;-45.120503652039325
1739209710.8874612;-38.13080360867914
1739209710.8874614;-38.13080360867914
1739209710.887462;-45.120503652039325
1739209710.8874621;-38.13080360867914
1739209710.8874626;-38.13080360867914
1739209710.887463;-33.981070128970906
1739209710.8874633;-45.120503652039325
1739209710.8874638;-38.13080360867914
1739209710.8874643;-35.57807855764607
1739209710.8874645;-33.981070128970906
1739209710.887465;-38.13080360867914
1739209710.8874652;-45.120503652039325
1739209710.8874657;-35.57807855764607
1739209710.8874662;-38.13080360867914
1739209710.8874664;-45.120503652039325
1739209710.887467;-45.120503652039325
1739209710.8874671;-38.13080360867914
1739209710.8874676;-38.13080360867914
1739209710.887468;-45.120503652039325
1739209710.8874683;-45.120503652039325
1739209710.8874688;-45.120503652039325
1739209710.8874693;-38.13080360867914
1739209710.8874695;-35.57807855764607
1739209710.88747;-45.120503652039325
1739209710.8874702;-45.120503652039325
1739209710.8874707;-38.13080360867914
1739209710.8874712;-33.981070128970906
1739209710.8874714;-45.120503652039325
1739209710.887472;-38.13080360867914
1739209710.8874722;-35.57807855764607
1739209710.8874726;-38.13080360867914
1739209710.887473;-45.120503652039325
1739209710.8874733;-45.120503652039325
1739209710.8874738;-45.120503652039325
1739209710.8874743;-38.13080360867914
1739209710.8874745;-38.13080360867914
1739209710.887475;-45.120503652039325
1739209710.8874753;-45.120503652039325
1739209710.8874757;-45.120503652039325
1739209710.8874762;-38.13080360867914
1739209710.8874764;-38.13080360867914
1739209710.887477;-38.13080360867914
1739209710.8874774;-45.120503652039325
1739209710.8874776;-38.13080360867914
1739209710.887478;-38.13080360867914
1739209710.8874784;-38.13080360867914
1739209710.8874788;-35.57807855764607
1739209710.8874793;-45.120503652039325
1739209710.8874795;-32.816014438256545
1739209710.88748;-33.981070128970906
1739209710.8874803;-33.981070128970906
1739209710.8874807;-38.13080360867914
1739209710.8874812;-38.13080360867914
1739209710.8874815;-38.13080360867914
1739209710.887482;-38.13080360867914
1739209710.8874824;-45.120503652039325
1739209710.8874826;-38.13080360867914
1739209710.8874831;-38.13080360867914
1739209710.8874834;-45.120503652039325
1739209710.8874838;-45.120503652039325
1739209710.8874843;-45.120503652039325
1739209710.8874846;-45.120503652039325
1739209710.887485;-31.141103565318893
1739209710.8874853;-38.13080360867914
1739209710.8874857;-38.13080360867914
1739209710.8874862;-38.13080360867914
1739209710.8874865;-38.13080360867914
1739209710.887487;-38.13080360867914
1739209710.8874874;-33.981070128970906
1739209710.8874876;-33.981070128970906
1739209710.8874881;-45.120503652039325
1739209710.8874884;-45.120503652039325
1739209710.8874888;-35.57807855764607
1739209710.8874893;-45.120503652039325
1739209710.8874896;-45.120503652039325
1739209710.88749;-45.120503652039325
1739209710.8874903;-35.57807855764607
1739209710.8874907;-38.13080360867914
1739209710.8874912;-45.120503652039325
1739209710.8874915;-45.120503652039325
1739209710.887492;-45.120503652039325
1739209710.8874924;-45.120503652039325
1739209710.8874927;-38.13080360867914
1739209710.8874931;-38.13080360867914
1739209710.8874934;-38.13080360867914
1739209710.8874938;-45.120503652039325
1739209710.8874943;-32.816014438256545
1739209710.8874946;-38.13080360867914
1739209710.887495;-45.120503652039325
1739209710.8874955;-45.120503652039325
1739209710.8874958;-38.13080360867914
1739209710.8874962;-38.13080360867914
1739209710.8874965;-45.120503652039325
1739209710.887497;-35.57807855764607
1739209710.8874974;-45.120503652039325
1739209710.8874977;-45.120503652039325
1739209710.8874981;-45.120503652039325
1739209710.8874984;-45.120503652039325
1739209710.8874989;-45.120503652039325
1739209710.8809187;-33.981070128970906
1739209710.8809268;-45.120503652039325
1739209710.8809347;-38.13080360867914
1739209710.8809428;-45.120503652039325
1739209710.880951;-38.13080360867914
1739209710.8809588;-38.13080360867914
1739209710.880967;-28.21854285175415
1739209710.880975;-35.57807855764607
1739209710.8809829;-35.57807855764607
1739209710.880991;-35.57807855764607
1739209710.880999;-38.13080360867914
1739209710.881007;-38.13080360867914
1739209710.881015;-45.120503652039325
1739209710.8810232;-38.13080360867914
1739209710.881031;-38.13080360867914
1739209710.8810391;-45.120503652039325
1739209710.881047;-32.816014438256545
1739209710.881055;-32.816014438256545
1739209710.8810632;-45.120503652039325
1739209710.881071;-38.13080360867914
1739209710.8810792;-38.13080360867914
1739209710.8810873;-45.120503652039325
1739209710.8810952;-45.120503652039325
1739209710.8811033;-45.120503652039325
1739209710.8811114;-45.120503652039325
1739209710.8811193;-45.120503652039325
1739209710.8811274;-45.120503652039325
1739209710.8811355;-45.120503652039325
1739209710.8811433;-38.13080360867914
1739209710.8811514;-45.120503652039325
1739209710.8811595;-28.21854285175415
1739209710.8811674;-31.141103565318893
1739209710.8811755;-45.120503652039325
1739209710.8811834;-45.120503652039325
1739209710.8811915;-32.816014438256545
1739209710.8811996;-35.57807855764607
1739209710.8812075;-38.13080360867914
1739209710.8812156;-38.13080360867914
1739209710.8812237;-45.120503652039325
1739209710.8812315;-45.120503652039325
1739209710.8812397;-45.120503652039325
1739209710.8812478;-45.120503652039325
1739209710.8812556;-45.120503652039325
1739209710.8812637;-38.13080360867914
1739209710.8812718;-45.120503652039325
1739209710.8812797;-45.120503652039325
1739209710.8812878;-32.816014438256545
1739209710.8812957;-32.816014438256545
1739209710.8813038;-38.13080360867914
1739209710.881312;-38.13080360867914
1739209710.8813198;-45.120503652039325
1739209710.8813279;-38.13080360867914
1739209710.881336;-38.13080360867914
1739209710.8813438;-38.13080360867914
1739209710.881352;-38.13080360867914
1739209710.88136;-38.13080360867914
1739209710.881368;-38.13080360867914
1739209710.881376;-45.120503652039325
1739209710.8813841;-45.120503652039325
1739209710.881392;-33.981070128970906
1739209710.8814;-33.981070128970906
1739209710.8814082;-45.120503652039325
1739209710.881416;-45.120503652039325
1739209710.8814242;-45.120503652039325
1739209710.881432;-38.13080360867914
1739209710.8814402;-38.13080360867914
1739209710.8814483;-45.120503652039325
1739209710.8814561;-38.13080360867914
1739209710.8814642;-35.57807855764607
1739209710.8814723;-38.13080360867914
1739209710.8814802;-45.120503652039325
1739209710.8814883;-45.120503652039325
1739209710.8814964;-45.120503652039325
1739209710.8815043;-45.120503652039325
1739209710.8815124;-45.120503652039325
1739209710.8815205;-45.120503652039325
1739209710.8815284;-32.816014438256545
1739209710.8815365;-35.57807855764607
1739209710.8815444;-35.57807855764607
1739209710.8815525;-35.57807855764607
1739209710.8815606;-45.120503652039325
1739209710.8815684;-45.120503652039325
1739209710.8815765;-35.57807855764607
1739209710.8815846;-35.57807855764607
1739209710.8815925;-45.120503652039325
1739209710.8816006;-38.13080360867914
1739209710.8816087;-38.13080360867914
1739209710.8816166;-33.981070128970906
1739209710.8816247;-38.13080360867914
1739209710.8816328;-45.120503652039325
1739209710.8816407;-38.13080360867914
1739209710.8816488;-45.120503652039325
1739209710.881657;-33.981070128970906
1739209710.8816648;-38.13080360867914
1739209710.8816729;-45.120503652039325
1739209710.8816807;-33.981070128970906
1739209710.8816888;-38.13080360867914
1739209710.881697;-45.120503652039325
1739209710.8817048;-38.13080360867914
1739209710.881713;-35.57807855764607
1739209710.881721;-45.120503652039325
1739209710.881729;-38.13080360867914
1739209710.881737;-45.120503652039325
1739209710.881745;-33.981070128970906
1739209710.881753;-38.13080360867914
1739209710.881761;-45.120503652039325
1739209710.8817692;-38.13080360867914
1739209710.881777;-38.13080360867914
1739209710.8817852;-38.13080360867914
1739209710.881793;-38.13080360867914
1739209710.8818011;-38.13080360867914
1739209710.8818092;-45.120503652039325
1739209710.881817;-45.120503652039325
1739209710.8818252;-33.981070128970906
1739209710.8818333;-45.120503652039325
1739209710.8818412;-38.13080360867914
1739209710.8818493;-38.13080360867914
1739209710.8818574;-38.13080360867914
1739209710.8818653;-38.13080360867914
1739209710.8818734;-33.981070128970906
1739209710.8818815;-31.141103565318915
1739209710.8818893;-45.120503652039325
1739209710.8818974;-45.120503652039325
1739209710.8819056;-45.120503652039325
1739209710.8819134;-35.57807855764607
1739209710.8819215;-33.981070128970906
1739209710.8819294;-45.120503652039325
1739209710.8819375;-33.981070128970906
1739209710.8819456;-33.981070128970906
1739209710.8819535;-33.981070128970906
1739209710.8819616;-45.120503652039325
1739209710.8819697;-45.120503652039325
1739209710.8819776;-45.120503652039325
1739209710.8819857;-38.13080360867914
1739209710.8819938;-45.120503652039325
1739209710.8820016;-33.981070128970906
1739209710.8820097;-31.141103565318915
1739209710.8820179;-45.120503652039325
1739209710.8820257;-45.120503652039325
1739209710.8820338;-32.816014438256545
1739209710.882042;-38.13080360867914
1739209710.8820498;-45.120503652039325
1739209710.882058;-33.981070128970906
1739209710.8820658;-45.120503652039325
1739209710.8820739;-35.57807855764607
1739209710.882082;-38.13080360867914
1739209710.8820899;-35.57807855764607
1739209710.882098;-33.981070128970906
1739209710.882106;-45.120503652039325
1739209710.882114;-38.13080360867914
1739209710.882122;-38.13080360867914
1739209710.8821301;-38.13080360867914
1739209710.882138;-45.120503652039325
1739209710.8821461;-38.13080360867914
1739209710.8821542;-38.13080360867914
1739209710.882162;-35.57807855764607
1739209710.8821702;-45.120503652039325
1739209710.882178;-38.13080360867914
1739209710.8821862;-35.57807855764607
1739209710.8821943;-35.57807855764607
1739209710.8822021;-31.141103565318915
1739209710.8822103;-45.120503652039325
1739209710.8822184;-33.981070128970906
1739209710.8822262;-45.120503652039325
1739209710.8822343;-45.120503652039325
1739209710.8822424;-45.120503652039325
1739209710.8822503;-35.57807855764607
1739209710.8822584;-45.120503652039325
1739209710.8822665;-33.981070128970956
1739209710.8822744;-45.120503652039325
1739209710.8822825;-45.120503652039325
1739209710.8822906;-45.120503652039325
1739209710.8822985;-45.120503652039325
1739209710.8823066;-38.13080360867914
1739209710.8823144;-45.120503652039325
1739209710.8823225;-38.13080360867914
1739209710.8823307;-26.487275050834715
1739209710.8823385;-35.57807855764607
1739209710.8823466;-45.120503652039325
1739209710.8823547;-33.981070128970906
1739209710.8823626;-45.120503652039325
1739209710.8823707;-45.120503652039325
1739209710.8823788;-45.120503652039325
1739209710.8823867;-45.120503652039325
1739209710.8823948;-35.57807855764607
1739209710.882403;-38.13080360867914
1739209710.8824108;-45.120503652039325
1739209710.8824189;-38.13080360867914
1739209710.8824267;-30.49652367304973
1739209710.8824348;-45.120503652039325
1739209710.882443;-38.13080360867914
1739209710.8824508;-45.120503652039325
1739209710.882459;-45.120503652039325
1739209710.882467;-33.981070128970906
1739209710.882475;-45.120503652039325
1739209710.882483;-45.120503652039325
1739209710.882491;-38.13080360867914
1739209710.882499;-35.57807855764607
1739209710.882507;-38.13080360867914
1739209710.8825152;-45.120503652039325
1739209710.882523;-33.981070128970906
1739209710.8825312;-38.13080360867914
1739209710.8825393;-38.13080360867914
1739209710.8825471;-38.13080360867914
1739209710.8825552;-45.120503652039325
1739209710.882563;-45.120503652039325
1739209710.8825712;-38.13080360867914
1739209710.8825793;-45.120503652039325
1739209710.8825872;-45.120503652039325
1739209710.8825953;-45.120503652039325
1739209710.8826034;-38.13080360867914
1739209710.8826113;-45.120503652039325
1739209710.8826194;-38.13080360867914
1739209710.8826275;-45.120503652039325
1739209710.8826354;-45.120503652039325
1739209710.8826435;-38.13080360867914
1739209710.8826516;-38.13080360867914
1739209710.8826594;-38.13080360867914
1739209710.8826675;-38.13080360867914
1739209710.8826756;-38.13080360867914
1739209710.8826835;-45.120503652039325
1739209710.8826916;-45.120503652039325
1739209710.8826995;-38.13080360867914
1739209710.8827076;-45.120503652039325
1739209710.8827157;-45.120503652039325
1739209710.8827236;-45.120503652039325
1739209710.8827317;-35.57807855764607
1739209710.8827398;-45.120503652039325
1739209710.8827477;-32.816014438256545
1739209710.8827558;-38.13080360867914
1739209710.8827639;-45.120503652039325
1739209710.8827717;-38.13080360867914
1739209710.8827798;-38.13080360867914
1739209710.882788;-33.981070128970906
1739209710.8827958;-45.120503652039325
1739209710.882804;-45.120503652039325
1739209710.8828118;-38.13080360867914
1739209710.88282;-32.816014438256545
1739209710.882828;-45.120503652039325
1739209710.8828359;-38.13080360867914
1739209710.882844;-38.13080360867914
1739209710.882852;-45.120503652039325
1739209710.88286;-45.120503652039325
1739209710.882868;-45.120503652039325
1739209710.8828762;-45.120503652039325
1739209710.882884;-45.120503652039325
1739209710.8828921;-45.120503652039325
1739209710.8829002;-45.120503652039325
1739209710.882908;-45.120503652039325
1739209710.8829162;-45.120503652039325
1739209710.8829243;-33.981070128970906
1739209710.8829322;-38.13080360867914
1739209710.8829403;-38.13080360867914
1739209710.8829482;-33.981070128970906
1739209710.8829563;-32.816014438256545
1739209710.8829644;-45.120503652039325
1739209710.8829722;-38.13080360867914
1739209710.8829803;-28.992665084841942
1739209710.8829885;-38.13080360867914
1739209710.8829963;-35.57807855764607
1739209710.8830044;-45.120503652039325
1739209710.8830125;-45.120503652039325
1739209710.8830204;-38.13080360867914
1739209710.8830285;-45.120503652039325
1739209710.8830366;-38.13080360867914
1739209710.8830445;-32.81601443825658
1739209710.8830526;-45.120503652039325
1739209710.8830605;-38.13080360867914
1739209710.8830686;-45.120503652039325
1739209710.8830767;-45.120503652039325
1739209710.8830845;-35.57807855764607
1739209710.8830926;-38.13080360867914
1739209710.8831007;-45.120503652039325
1739209710.8831086;-31.141103565318915
1739209710.8831167;-38.13080360867914
1739209710.8831248;-38.13080360867914
1739209710.8831327;-38.13080360867914
1739209710.8831408;-38.13080360867914
1739209710.883149;-35.57807855764607
1739209710.8831568;-35.57807855764607
1739209710.883165;-45.120503652039325
1739209710.883173;-45.120503652039325
1739209710.8831809;-38.13080360867914
1739209710.883189;-38.13080360867914
1739209710.8831968;-45.120503652039325
1739209710.883205;-38.13080360867914
1739209710.883213;-35.57807855764607
1739209710.883221;-35.57807855764607
1739209710.883229;-45.120503652039325
1739209710.8832371;-32.816014438256545
1739209710.883245;-33.981070128970906
1739209710.883253;-38.13080360867914
1739209710.8832612;-38.13080360867914
1739209710.883269;-45.120503652039325
1739209710.8832772;-38.13080360867914
1739209710.8832853;-38.13080360867914
1739209710.8832932;-38.13080360867914
1739209710.8833013;-28.992665084841942
1739209710.8833094;-38.13080360867914
1739209710.8833172;-33.981070128970906
1739209710.8833253;-45.120503652039325
1739209710.8833332;-38.13080360867914
1739209710.8833413;-45.120503652039325
1739209710.8833494;-45.120503652039325
1739209710.8833573;-45.120503652039325
1739209710.8833654;-38.13080360867914
1739209710.8833735;-45.120503652039325
1739209710.8833814;-45.120503652039325
1739209710.8833895;-45.120503652039325
1739209710.8833976;-38.13080360867914
1739209710.8834054;-38.13080360867914
1739209710.8834136;-45.120503652039325
1739209710.8834217;-45.120503652039325
1739209710.8834295;-38.13080360867914
1739209710.8834376;-45.120503652039325
1739209710.8834455;-45.120503652039325
1739209710.8834536;-38.13080360867914
1739209710.8834617;-38.13080360867914
1739209710.8834696;-38.13080360867914
1739209710.8834777;-33.981070128970906
1739209710.8834858;-45.120503652039325
1739209710.8834937;-38.13080360867914
1739209710.8835018;-38.13080360867914
1739209710.8835099;-38.13080360867914
1739209710.8835177;-45.120503652039325
1739209710.8835258;-38.13080360867914
1739209710.883534;-30.49652367304973
1739209710.8835418;-38.13080360867914
1739209710.88355;-38.13080360867914
1739209710.883558;-33.981070128970906
1739209710.883566;-33.981070128970906
1739209710.883574;-45.120503652039325
1739209710.8835819;-45.120503652039325
1739209710.88359;-38.13080360867914
1739209710.883598;-45.120503652039325
1739209710.883606;-38.13080360867914
1739209710.883614;-45.120503652039325
1739209710.8836222;-45.120503652039325
1739209710.88363;-32.816014438256545
1739209710.8836381;-38.13080360867914
1739209710.8836462;-45.120503652039325
1739209710.883654;-45.120503652039325
1739209710.8836622;-32.816014438256545
1739209710.8836703;-35.57807855764607
1739209710.8836782;-45.120503652039325
1739209710.8836863;-38.13080360867914
1739209710.8836942;-35.57807855764607
1739209710.8837023;-45.120503652039325
1739209710.8837104;-45.120503652039325
1739209710.8837183;-45.120503652039325
1739209710.8837264;-45.120503652039325
1739209710.8837345;-45.120503652039325
1739209710.8837423;-45.120503652039325
1739209710.8837504;-38.13080360867914
1739209710.8837585;-45.120503652039325
1739209710.8837664;-45.120503652039325
1739209710.8837745;-27.8777449560314
1739209710.8837826;-32.816014438256545
