CAN Message; 0x77:00140c7c090b8cbb
1739209640.6287382;-45.120503652039325
1739209640.6287453;-35.57807855764607
1739209640.6287525;-32.816014438256545
1739209640.6287596;-45.120503652039325
1739209640.6287668;-45.120503652039325
1739209640.6287737;-45.120503652039325
1739209640.6287808;-38.13080360867914
1739209640.628788;-38.13080360867914
1739209640.6287951;-45.120503652039325
1739209640.6288023;-45.120503652039325
1739209640.6288095;-45.120503652039325
1739209640.6288166;-45.120503652039325
1739209640.6288238;-33.981070128970906
1739209640.628831;-35.57807855764607
1739209640.628838;-45.120503652039325
1739209640.6288452;-38.13080360867914
1739209640.6288524;-38.13080360867914
1739209640.6288595;-35.57807855764607
1739209640.6288667;-38.13080360867914
1739209640.6288738;-45.120503652039325
1739209640.628881;-38.13080360867914
1739209640.6288881;-45.120503652039325
1739209640.6288953;-45.120503652039325
1739209640.6289024;-38.13080360867914
1739209640.6289093;-38.13080360867914
1739209640.6289165;-38.13080360867914
1739209640.6289237;-45.120503652039325
1739209640.6289308;-33.981070128970906
1739209640.628938;-32.816014438256545
1739209640.628945;-38.13080360867914
1739209640.6289523;-45.120503652039325
1739209640.6289594;-45.120503652039325
1739209640.6289666;-38.13080360867914
1739209640.6289737;-35.57807855764607
1739209640.6289809;-45.120503652039325
1739209640.628988;-38.13080360867914
1739209640.6289952;-32.816014438256545
1739209640.6290023;-45.120503652039325
1739209640.6290095;-45.120503652039325
1739209640.6290166;-33.981070128970906
1739209640.6290238;-38.13080360867914
1739209640.629031;-33.981070128970906
1739209640.629038;-45.120503652039325
1739209640.629045;-38.13080360867914
1739209640.6290522;-32.816014438256545
1739209640.6290593;-38.13080360867914
1739209640.6290665;-45.120503652039325
1739209640.6290736;-45.120503652039325
1739209640.6290808;-33.981070128970906
1739209640.629088;-45.120503652039325
1739209640.629095;-45.120503652039325
1739209640.6291022;-45.120503652039325
1739209640.6291094;-38.13080360867914
1739209640.6291165;-38.13080360867914
1739209640.6291237;-45.120503652039325
1739209640.6291308;-45.120503652039325
1739209640.629138;-45.120503652039325
1739209640.6291451;-32.816014438256545
1739209640.6291523;-38.13080360867914
1739209640.6291595;-45.120503652039325
1739209640.6291666;-35.57807855764607
1739209640.6291735;-45.120503652039325
1739209640.6291807;-45.120503652039325
1739209640.6291878;-45.120503652039325
1739209640.629195;-38.13080360867914
1739209640.6292021;-38.13080360867914
1739209640.6292093;-38.13080360867914
1739209640.6292164;-45.120503652039325
1739209640.6292236;-38.13080360867914
1739209640.6292307;-32.816014438256545
1739209640.629238;-35.57807855764607
1739209640.629245;-35.57807855764607
1739209640.6292522;-38.13080360867914
1739209640.6292593;-38.13080360867914
1739209640.6292665;-38.13080360867914
1739209640.6292737;-38.13080360867914
1739209640.6292808;-33.981070128970906
1739209640.629288;-45.120503652039325
1739209640.629295;-45.120503652039325
1739209640.6293023;-45.120503652039325
1739209640.6293092;-45.120503652039325
1739209640.6293163;-45.120503652039325
1739209640.6293235;-45.120503652039325
1739209640.6293306;-38.13080360867914
1739209640.6293378;-38.13080360867914
1739209640.629345;-38.13080360867914
1739209640.629352;-45.120503652039325
1739209640.6293592;-38.13080360867914
1739209640.6293664;-45.120503652039325
1739209640.6293736;-38.13080360867914
1739209640.6293807;-38.13080360867914
1739209640.6293879;-45.120503652039325
1739209640.629395;-45.120503652039325
1739209640.6294022;-35.57807855764607
1739209640.6294093;-32.816014438256545
1739209640.6294165;-38.13080360867914
1739209640.6294236;-38.13080360867914
1739209640.6294308;-45.120503652039325
1739209640.6294377;-45.120503652039325
1739209640.6294448;-45.120503652039325
1739209640.629452;-35.57807855764607
1739209640.6294591;-45.120503652039325
1739209640.6294663;-45.120503652039325
1739209640.6294734;-38.13080360867914
1739209640.6294806;-38.13080360867914
1739209640.6294878;-32.816014438256545
1739209640.629495;-45.120503652039325
1739209640.629502;-38.13080360867914
1739209640.6295092;-45.120503652039325
1739209640.6295164;-32.816014438256545
1739209640.6295235;-29.438486411369333
1739209640.6295307;-45.120503652039325
1739209640.6295378;-45.120503652039325
1739209640.629545;-32.816014438256545
1739209640.6295521;-35.57807855764607
1739209640.6295593;-45.120503652039325
1739209640.6295664;-35.57807855764607
1739209640.6295733;-45.120503652039325
1739209640.6295805;-45.120503652039325
1739209640.6295877;-45.120503652039325
1739209640.6295948;-45.120503652039325
1739209640.629602;-45.120503652039325
1739209640.629609;-45.120503652039325
1739209640.6296163;-45.120503652039325
1739209640.6296234;-45.120503652039325
1739209640.6296306;-38.13080360867914
1739209640.6296377;-45.120503652039325
1739209640.6296449;-45.120503652039325
1739209640.629652;-45.120503652039325
1739209640.6296592;-45.120503652039325
1739209640.6296663;-45.120503652039325
1739209640.6296735;-38.13080360867914
1739209640.6296806;-45.120503652039325
1739209640.6296878;-35.57807855764607
1739209640.629695;-26.991370085610736
1739209640.629702;-38.13080360867914
1739209640.629709;-38.13080360867914
1739209640.6297162;-35.57807855764607
1739209640.6297233;-35.57807855764607
1739209640.6297305;-45.120503652039325
1739209640.6297376;-45.120503652039325
1739209640.6297448;-45.120503652039325
1739209640.629752;-38.13080360867914
1739209640.629759;-38.13080360867914
1739209640.6297662;-45.120503652039325
1739209640.6297734;-38.13080360867914
1739209640.6297805;-45.120503652039325
1739209640.6297877;-45.120503652039325
1739209640.6297948;-45.120503652039325
1739209640.629802;-38.13080360867914
1739209640.6298091;-35.57807855764607
1739209640.6298163;-45.120503652039325
1739209640.6298234;-38.13080360867914
1739209640.6298306;-38.13080360867914
1739209640.6298375;-45.120503652039325
1739209640.6298447;-38.13080360867914
1739209640.6298518;-35.57807855764607
1739209640.629859;-45.120503652039325
1739209640.6298661;-45.120503652039325
1739209640.6298733;-38.13080360867914
1739209640.6298804;-45.120503652039325
1739209640.6298876;-38.13080360867914
1739209640.6298947;-38.13080360867914
1739209640.629902;-33.981070128970906
1739209640.629909;-38.13080360867914
1739209640.6299162;-38.13080360867914
1739209640.6299233;-45.120503652039325
1739209640.6299305;-45.120503652039325
1739209640.6299376;-33.981070128970906
1739209640.6299448;-45.120503652039325
1739209640.629952;-45.120503652039325
1739209640.629959;-38.13080360867914
1739209640.6299663;-38.13080360867914
1739209640.6299732;-31.141103565318915
1739209640.6299803;-35.57807855764607
1739209640.6299875;-33.981070128970906
1739209640.6299946;-38.13080360867914
1739209640.6300018;-45.120503652039325
1739209640.630009;-45.120503652039325
1739209640.630016;-45.120503652039325
1739209640.6300232;-33.981070128970906
1739209640.6300304;-38.13080360867914
1739209640.6300375;-45.120503652039325
1739209640.6300447;-38.13080360867914
1739209640.6300519;-38.13080360867914
1739209640.630059;-38.13080360867914
1739209640.6300662;-45.120503652039325
1739209640.6300733;-38.13080360867914
1739209640.6300805;-32.816014438256545
1739209640.6300876;-45.120503652039325
1739209640.6300948;-45.120503652039325
1739209640.630102;-33.981070128970906
1739209640.6301088;-38.13080360867914
1739209640.630116;-38.13080360867914
1739209640.6301231;-45.120503652039325
1739209640.6301303;-38.13080360867914
1739209640.6301374;-38.13080360867914
1739209640.6301446;-45.120503652039325
1739209640.6301517;-38.13080360867914
1739209640.630159;-31.141103565318915
1739209640.630166;-38.13080360867914
1739209640.6301732;-45.120503652039325
1739209640.6301804;-38.13080360867914
1739209640.6301875;-31.141103565318915
1739209640.6301947;-38.13080360867914
1739209640.6302018;-45.120503652039325
1739209640.630209;-45.120503652039325
1739209640.6302161;-38.13080360867914
1739209640.6302233;-45.120503652039325
1739209640.6302304;-38.13080360867914
1739209640.6302373;-38.13080360867914
1739209640.6302445;-33.981070128970906
1739209640.6302516;-45.120503652039325
1739209640.6302588;-38.13080360867914
1739209640.630266;-45.120503652039325
1739209640.630273;-38.13080360867914
1739209640.6302803;-38.13080360867914
1739209640.6302874;-45.120503652039325
1739209640.6302946;-45.120503652039325
1739209640.6303017;-45.120503652039325
1739209640.6303089;-38.13080360867914
1739209640.630316;-45.120503652039325
