CAN Message; 0x77:00140c7c090b8cbb
Timestamp;Amplitude
1739209640.6247256;-38.13080360867914
1739209640.6247327;-30.49652367304973
1739209640.62474;-38.13080360867914
1739209640.624747;-38.13080360867914
1739209640.6247542;-38.13080360867914
1739209640.6247613;-35.57807855764607
1739209640.6247685;-45.120503652039325
1739209640.6247756;-45.120503652039325
1739209640.6247828;-31.141103565318915
1739209640.6247897;-33.981070128970906
1739209640.6247969;-38.13080360867914
1739209640.624804;-45.120503652039325
1739209640.6248112;-45.120503652039325
1739209640.6248183;-38.13080360867914
1739209640.6248255;-45.120503652039325
1739209640.6248326;-38.13080360867914
1739209640.6248398;-33.981070128970906
1739209640.624847;-38.13080360867914
1739209640.624854;-45.120503652039325
1739209640.6248612;-38.13080360867914
1739209640.6248684;-38.13080360867914
1739209640.6248755;-38.13080360867914
1739209640.6248827;-33.981070128970906
1739209640.6248899;-38.13080360867914
1739209640.624897;-31.141103565318915
1739209640.6249042;-31.141103565318915
1739209640.6249113;-38.13080360867914
1739209640.6249182;-45.120503652039325
1739209640.6249254;-33.981070128970906
1739209640.6249325;-35.57807855764607
1739209640.6249397;-38.13080360867914
1739209640.6249468;-45.120503652039325
1739209640.624954;-38.13080360867914
1739209640.6249611;-45.120503652039325
1739209640.6249683;-45.120503652039325
1739209640.6249754;-38.13080360867914
1739209640.6249826;-45.120503652039325
1739209640.6249897;-38.13080360867914
1739209640.624997;-38.13080360867914
1739209640.625004;-45.120503652039325
1739209640.6250112;-32.816014438256545
1739209640.6250184;-45.120503652039325
1739209640.6250255;-45.120503652039325
1739209640.6250327;-45.120503652039325
1739209640.6250398;-38.13080360867914
1739209640.625047;-38.13080360867914
1739209640.625054;-38.13080360867914
1739209640.625061;-33.981070128970906
1739209640.6250682;-33.981070128970906
1739209640.6250753;-31.14110356531892
1739209640.6250825;-45.120503652039325
1739209640.6250896;-45.120503652039325
1739209640.6250968;-33.981070128970906
1739209640.625104;-33.981070128970906
1739209640.625111;-38.13080360867914
1739209640.6251183;-35.57807855764607
1739209640.6251254;-32.816014438256545
1739209640.6251326;-31.141103565318915
1739209640.6251397;-45.120503652039325
1739209640.6251469;-38.13080360867914
1739209640.625154;-35.57807855764607
1739209640.6251612;-38.13080360867914
1739209640.6251683;-45.120503652039325
1739209640.6251755;-45.120503652039325
1739209640.6251826;-38.13080360867914
1739209640.6251895;-30.49652367304973
1739209640.6251967;-38.13080360867914
1739209640.6252038;-35.57807855764607
1739209640.625211;-38.13080360867914
1739209640.6252182;-45.120503652039325
1739209640.6252253;-45.120503652039325
1739209640.6252325;-45.120503652039325
1739209640.6252396;-45.120503652039325
1739209640.6252468;-33.981070128970906
1739209640.625254;-38.13080360867914
1739209640.625261;-38.13080360867914
1739209640.6252682;-45.120503652039325
1739209640.6252754;-38.13080360867914
1739209640.6252825;-38.13080360867914
1739209640.6252897;-38.13080360867914
1739209640.6252968;-45.120503652039325
1739209640.625304;-45.120503652039325
1739209640.6253111;-45.120503652039325
1739209640.625318;-45.120503652039325
1739209640.6253252;-38.13080360867914
1739209640.6253324;-38.13080360867914
1739209640.6253395;-45.120503652039325
1739209640.6253467;-38.13080360867914
1739209640.6253538;-45.120503652039325
1739209640.625361;-38.13080360867914
1739209640.625368;-45.120503652039325
1739209640.6253753;-45.120503652039325
1739209640.6253824;-45.120503652039325
1739209640.6253896;-38.13080360867914
1739209640.6253967;-35.57807855764607
1739209640.625404;-45.120503652039325
1739209640.625411;-38.13080360867914
1739209640.6254182;-30.49652367304973
1739209640.6254253;-38.13080360867914
1739209640.6254325;-45.120503652039325
1739209640.6254396;-45.120503652039325
1739209640.6254468;-38.13080360867914
1739209640.6254537;-45.120503652039325
1739209640.6254609;-38.13080360867914
1739209640.625468;-38.13080360867914
1739209640.6254752;-38.13080360867914
1739209640.6254823;-45.120503652039325
1739209640.6254895;-38.13080360867914
1739209640.6254966;-38.13080360867914
1739209640.6255038;-33.981070128970906
1739209640.625511;-33.981070128970906
1739209640.625518;-45.120503652039325
1739209640.6255252;-45.120503652039325
1739209640.6255324;-38.13080360867914
1739209640.6255395;-35.57807855764607
1739209640.6255467;-45.120503652039325
1739209640.6255538;-35.57807855764607
1739209640.625561;-45.120503652039325
1739209640.6255682;-45.120503652039325
1739209640.6255753;-38.13080360867914
1739209640.6255825;-38.13080360867914
1739209640.6255894;-45.120503652039325
1739209640.6255965;-45.120503652039325
1739209640.6256037;-45.120503652039325
1739209640.6256108;-45.120503652039325
1739209640.625618;-38.13080360867914
1739209640.6256251;-35.57807855764607
1739209640.6256323;-38.13080360867914
1739209640.6256394;-45.120503652039325
1739209640.6256466;-38.13080360867914
1739209640.6256537;-38.13080360867914
1739209640.625661;-45.120503652039325
1739209640.625668;-45.120503652039325
1739209640.6256752;-45.120503652039325
1739209640.6256824;-33.981070128970906
1739209640.6256895;-38.13080360867914
1739209640.6256967;-38.13080360867914
1739209640.6257038;-35.57807855764607
1739209640.625711;-38.13080360867914
1739209640.6257179;-45.120503652039325
1739209640.625725;-45.120503652039325
1739209640.6257322;-38.13080360867914
1739209640.6257393;-38.13080360867914
1739209640.6257465;-45.120503652039325
1739209640.6257536;-38.13080360867914
1739209640.6257608;-38.13080360867914
1739209640.625768;-31.141103565318915
1739209640.625775;-38.13080360867914
1739209640.6257823;-45.120503652039325
1739209640.6257894;-45.120503652039325
1739209640.6257966;-45.120503652039325
1739209640.6258037;-38.13080360867914
1739209640.6258109;-35.57807855764607
1739209640.625818;-38.13080360867914
1739209640.6258252;-45.120503652039325
1739209640.6258323;-45.120503652039325
1739209640.6258395;-45.120503652039325
1739209640.6258466;-45.120503652039325
1739209640.6258535;-45.120503652039325
1739209640.6258607;-45.120503652039325
1739209640.6258678;-45.120503652039325
1739209640.625875;-45.120503652039325
1739209640.6258821;-33.981070128970906
1739209640.6258893;-38.13080360867914
1739209640.6258965;-38.13080360867914
1739209640.6259036;-35.57807855764607
1739209640.6259108;-35.57807855764607
1739209640.625918;-35.57807855764607
1739209640.625925;-38.13080360867914
1739209640.6259322;-38.13080360867914
1739209640.6259394;-45.120503652039325
1739209640.6259465;-45.120503652039325
1739209640.6259537;-45.120503652039325
1739209640.6259608;-38.13080360867914
1739209640.625968;-45.120503652039325
1739209640.6259751;-45.120503652039325
1739209640.625982;-45.120503652039325
1739209640.6259892;-38.13080360867914
1739209640.6259964;-38.13080360867914
1739209640.6260035;-45.120503652039325
1739209640.6260107;-45.120503652039325
1739209640.6260178;-45.120503652039325
1739209640.626025;-33.981070128970906
1739209640.626032;-45.120503652039325
1739209640.6260393;-45.120503652039325
1739209640.6260464;-33.981070128970906
1739209640.6260536;-27.267205301931607
1739209640.6260607;-31.141103565318915
1739209640.6260679;-45.120503652039325
1739209640.626075;-38.13080360867914
1739209640.6260822;-38.13080360867914
1739209640.6260893;-38.13080360867914
1739209640.6260965;-45.120503652039325
1739209640.6261036;-33.981070128970906
1739209640.6261108;-35.57807855764607
1739209640.6261177;-38.13080360867914
1739209640.6261249;-45.120503652039325
1739209640.626132;-38.13080360867914
1739209640.6261392;-38.13080360867914
1739209640.6261463;-38.13080360867914
1739209640.6261535;-45.120503652039325
1739209640.6261606;-45.120503652039325
1739209640.6261678;-33.981070128970906
1739209640.626175;-38.13080360867914
1739209640.626182;-45.120503652039325
1739209640.6261892;-38.13080360867914
1739209640.6261964;-38.13080360867914
1739209640.6262035;-38.13080360867914
1739209640.6262107;-38.13080360867914
1739209640.6262178;-38.13080360867914
1739209640.626225;-45.120503652039325
1739209640.6262321;-38.13080360867914
1739209640.6262393;-45.120503652039325
1739209640.6262465;-45.120503652039325
1739209640.6262534;-38.13080360867914
1739209640.6262605;-33.981070128970906
1739209640.6262677;-38.13080360867914
1739209640.6262748;-38.13080360867914
1739209640.626282;-33.981070128970906
1739209640.6262891;-33.981070128970906
1739209640.6262963;-45.120503652039325
1739209640.6263034;-45.120503652039325
1739209640.6263106;-45.120503652039325
1739209640.6263177;-45.120503652039325
1739209640.626325;-38.13080360867914
1739209640.626332;-38.13080360867914
1739209640.6263392;-33.981070128970906
1739209640.6263463;-31.141103565318915
1739209640.6263535;-38.13080360867914
1739209640.6263607;-38.13080360867914
1739209640.6263678;-38.13080360867914
1739209640.626375;-38.13080360867914
1739209640.6263819;-38.13080360867914
1739209640.626389;-38.13080360867914
1739209640.6263962;-38.13080360867914
1739209640.6264033;-31.141103565318915
1739209640.6264105;-38.13080360867914
1739209640.6264176;-38.13080360867914
1739209640.6264248;-38.13080360867914
1739209640.626432;-45.120503652039325
1739209640.626439;-35.57807855764607
1739209640.6264462;-45.120503652039325
1739209640.6264534;-45.120503652039325
1739209640.6264606;-38.13080360867914
1739209640.6264677;-38.13080360867914
1739209640.6264749;-38.13080360867914
1739209640.626482;-38.13080360867914
1739209640.6264892;-38.13080360867914
1739209640.6264963;-38.13080360867914
1739209640.6265035;-33.981070128970906
1739209640.6265106;-45.120503652039325
1739209640.6265175;-38.13080360867914
1739209640.6265247;-38.13080360867914
1739209640.6265318;-45.120503652039325
1739209640.626539;-45.120503652039325
1739209640.6265461;-30.49652367304973
1739209640.6265533;-33.981070128970906
1739209640.6265604;-45.120503652039325
1739209640.6265676;-38.13080360867914
1739209640.6265748;-38.13080360867914
1739209640.626582;-45.120503652039325
1739209640.626589;-45.120503652039325
1739209640.6265962;-45.120503652039325
1739209640.6266034;-38.13080360867914
1739209640.6266105;-45.120503652039325
1739209640.6266177;-45.120503652039325
1739209640.6266248;-38.13080360867914
1739209640.626632;-45.120503652039325
1739209640.6266391;-45.120503652039325
1739209640.626646;-45.120503652039325
1739209640.6266532;-45.120503652039325
1739209640.6266603;-38.13080360867914
1739209640.6266675;-38.13080360867914
1739209640.6266747;-38.13080360867914
1739209640.6266818;-38.13080360867914
1739209640.626689;-35.57807855764607
1739209640.626696;-31.141103565318893
1739209640.6267033;-45.120503652039325
1739209640.6267104;-45.120503652039325
1739209640.6267176;-38.13080360867914
1739209640.6267247;-32.816014438256545
1739209640.6267319;-45.120503652039325
1739209640.626739;-38.13080360867914
1739209640.6267462;-45.120503652039325
1739209640.6267533;-45.120503652039325
1739209640.6267605;-33.981070128970906
1739209640.6267676;-45.120503652039325
1739209640.6267748;-38.13080360867914
1739209640.6267817;-45.120503652039325
1739209640.6267889;-38.13080360867914
1739209640.626796;-45.120503652039325
1739209640.6268032;-35.57807855764607
1739209640.6268103;-31.141103565318893
1739209640.6268175;-45.120503652039325
1739209640.6268246;-45.120503652039325
1739209640.6268318;-35.57807855764607
1739209640.626839;-32.816014438256545
1739209640.626846;-38.13080360867914
1739209640.6268532;-38.13080360867914
1739209640.6268604;-45.120503652039325
1739209640.6268675;-45.120503652039325
1739209640.6268747;-45.120503652039325
1739209640.6268818;-38.13080360867914
1739209640.626889;-45.120503652039325
1739209640.6268961;-45.120503652039325
1739209640.6269033;-33.981070128970906
1739209640.6269104;-35.57807855764607
1739209640.6269174;-45.120503652039325
1739209640.6269245;-45.120503652039325
1739209640.6269317;-45.120503652039325
1739209640.6269388;-45.120503652039325
1739209640.626946;-35.57807855764607
1739209640.6269531;-45.120503652039325
1739209640.6269603;-38.13080360867914
1739209640.6269674;-38.13080360867914
1739209640.6269746;-38.13080360867914
1739209640.6269817;-32.816014438256545
1739209640.626989;-38.13080360867914
1739209640.626996;-38.13080360867914
1739209640.6270032;-45.120503652039325
1739209640.6270103;-45.120503652039325
1739209640.6270175;-45.120503652039325
1739209640.6270247;-33.981070128970906
1739209640.6270318;-45.120503652039325
1739209640.627039;-32.81601443825658
1739209640.6270459;-38.13080360867914
1739209640.627053;-35.57807855764607
1739209640.6270602;-45.120503652039325
1739209640.6270673;-45.120503652039325
1739209640.6270745;-45.120503652039325
1739209640.6270816;-45.120503652039325
1739209640.6270888;-35.57807855764607
1739209640.627096;-29.438486411369333
1739209640.627103;-45.120503652039325
1739209640.6271102;-38.13080360867914
1739209640.6271174;-35.57807855764607
1739209640.6271245;-32.816014438256545
1739209640.6271317;-35.57807855764607
1739209640.6271389;-35.57807855764607
1739209640.627146;-45.120503652039325
1739209640.6271532;-38.13080360867914
1739209640.6271603;-45.120503652039325
1739209640.6271675;-33.981070128970906
1739209640.6271746;-33.981070128970906
1739209640.6271815;-45.120503652039325
1739209640.6271887;-32.816014438256545
1739209640.6271958;-35.57807855764607
1739209640.627203;-45.120503652039325
1739209640.6272101;-45.120503652039325
1739209640.6272173;-33.981070128970906
1739209640.6272244;-35.57807855764607
1739209640.6272316;-38.13080360867914
1739209640.6272388;-45.120503652039325
1739209640.627246;-38.13080360867914
1739209640.627253;-32.816014438256545
1739209640.6272602;-38.13080360867914
1739209640.6272674;-28.58837851428586
1739209640.6272745;-38.13080360867914
1739209640.6272817;-45.120503652039325
1739209640.6272888;-45.120503652039325
1739209640.627296;-45.120503652039325
1739209640.6273031;-38.13080360867914
1739209640.6273103;-38.13080360867914
1739209640.6273172;-38.13080360867914
1739209640.6273243;-38.13080360867914
1739209640.6273315;-38.13080360867914
1739209640.6273386;-32.816014438256545
1739209640.6273458;-38.13080360867914
1739209640.627353;-45.120503652039325
1739209640.62736;-38.13080360867914
1739209640.6273673;-38.13080360867914
1739209640.6273744;-45.120503652039325
1739209640.6273816;-31.141103565318915
1739209640.6273887;-32.816014438256545
1739209640.6273959;-32.816014438256545
1739209640.627403;-38.13080360867914
1739209640.6274102;-35.57807855764607
1739209640.6274173;-38.13080360867914
1739209640.6274245;-38.13080360867914
1739209640.6274316;-38.13080360867914
1739209640.6274388;-32.81601443825658
1739209640.6274457;-38.13080360867914
1739209640.6274529;-33.981070128970906
1739209640.62746;-38.13080360867914
1739209640.6274672;-45.120503652039325
1739209640.6274743;-45.120503652039325
1739209640.6274815;-38.13080360867914
1739209640.6274886;-45.120503652039325
1739209640.6274958;-45.120503652039325
1739209640.627503;-35.57807855764607
1739209640.62751;-38.13080360867914
1739209640.6275172;-45.120503652039325
1739209640.6275244;-45.120503652039325
1739209640.6275315;-38.13080360867914
1739209640.6275387;-38.13080360867914
1739209640.6275458;-38.13080360867914
1739209640.627553;-45.120503652039325
1739209640.6275601;-45.120503652039325
1739209640.6275673;-45.120503652039325
1739209640.6275744;-38.13080360867914
1739209640.6275814;-45.120503652039325
1739209640.6275885;-45.120503652039325
1739209640.6275957;-45.120503652039325
1739209640.6276028;-45.120503652039325
1739209640.62761;-38.13080360867914
1739209640.6276171;-38.13080360867914
1739209640.6276243;-45.120503652039325
1739209640.6276314;-38.13080360867914
1739209640.6276386;-38.13080360867914
1739209640.6276457;-45.120503652039325
1739209640.627653;-45.120503652039325
1739209640.62766;-45.120503652039325
1739209640.6276672;-33.981070128970906
1739209640.6276743;-33.981070128970906
1739209640.6276815;-45.120503652039325
1739209640.6276886;-38.13080360867914
1739209640.6276958;-38.13080360867914
1739209640.627703;-33.981070128970906
1739209640.6277099;-38.13080360867914
1739209640.627717;-45.120503652039325
1739209640.6277242;-32.816014438256545
1739209640.6277313;-45.120503652039325
1739209640.6277385;-45.120503652039325
1739209640.6277456;-45.120503652039325
1739209640.6277528;-45.120503652039325
1739209640.62776;-45.120503652039325
1739209640.627767;-45.120503652039325
1739209640.6277742;-33.981070128970906
1739209640.6277814;-38.13080360867914
1739209640.6277885;-38.13080360867914
1739209640.6277957;-45.120503652039325
1739209640.6278028;-38.13080360867914
1739209640.62781;-38.13080360867914
1739209640.6278172;-38.13080360867914
1739209640.6278243;-38.13080360867914
1739209640.6278315;-38.13080360867914
1739209640.6278386;-38.13080360867914
1739209640.6278455;-32.816014438256545
1739209640.6278527;-33.981070128970906
1739209640.6278598;-45.120503652039325
1739209640.627867;-38.13080360867914
1739209640.6278741;-38.13080360867914
1739209640.6278813;-45.120503652039325
1739209640.6278884;-38.13080360867914
1739209640.6278956;-35.57807855764607
1739209640.6279027;-45.120503652039325
1739209640.62791;-45.120503652039325
1739209640.627917;-35.57807855764607
1739209640.6279242;-38.13080360867914
1739209640.6279314;-45.120503652039325
1739209640.6279385;-38.13080360867914
1739209640.6279457;-45.120503652039325
1739209640.6279528;-38.13080360867914
1739209640.62796;-35.57807855764607
1739209640.6279671;-38.13080360867914
1739209640.6279743;-45.120503652039325
1739209640.6279812;-45.120503652039325
1739209640.6279883;-35.57807855764607
1739209640.6279955;-38.13080360867914
1739209640.6280026;-45.120503652039325
1739209640.6280098;-45.120503652039325
1739209640.628017;-45.120503652039325
1739209640.628024;-45.120503652039325
1739209640.6280313;-38.13080360867914
1739209640.6280384;-38.13080360867914
1739209640.6280456;-45.120503652039325
1739209640.6280527;-45.120503652039325
1739209640.6280599;-38.13080360867914
1739209640.628067;-45.120503652039325
1739209640.6280742;-45.120503652039325
1739209640.6280813;-45.120503652039325
1739209640.6280885;-45.120503652039325
1739209640.6280956;-45.120503652039325
1739209640.6281028;-33.981070128970906
1739209640.6281097;-35.57807855764607
1739209640.6281168;-45.120503652039325
1739209640.628124;-45.120503652039325
1739209640.6281312;-28.58837851428586
1739209640.6281383;-29.438486411369333
1739209640.6281455;-45.120503652039325
1739209640.6281526;-45.120503652039325
1739209640.6281598;-45.120503652039325
1739209640.628167;-45.120503652039325
1739209640.628174;-45.120503652039325
1739209640.6281812;-45.120503652039325
1739209640.6281884;-45.120503652039325
1739209640.6281955;-38.13080360867914
1739209640.6282027;-35.57807855764607
1739209640.6282098;-38.13080360867914
1739209640.628217;-38.13080360867914
1739209640.6282241;-45.120503652039325
1739209640.6282313;-38.13080360867914
1739209640.6282384;-45.120503652039325
1739209640.6282454;-30.49652367304973
1739209640.6282525;-26.991370085610736
1739209640.6282597;-38.13080360867914
1739209640.6282668;-45.120503652039325
1739209640.628274;-33.981070128970906
1739209640.628281;-35.57807855764607
1739209640.6282883;-45.120503652039325
1739209640.6282954;-45.120503652039325
1739209640.6283026;-45.120503652039325
1739209640.6283097;-45.120503652039325
1739209640.6283169;-38.13080360867914
1739209640.628324;-45.120503652039325
1739209640.6283312;-38.13080360867914
1739209640.6283383;-38.13080360867914
1739209640.6283455;-38.13080360867914
1739209640.6283526;-45.120503652039325
1739209640.6283598;-33.981070128970906
1739209640.628367;-28.21854285175415
1739209640.628374;-45.120503652039325
1739209640.628381;-45.120503652039325
1739209640.6283882;-38.13080360867914
1739209640.6283953;-35.57807855764607
1739209640.6284025;-45.120503652039325
1739209640.6284096;-45.120503652039325
1739209640.6284168;-38.13080360867914
1739209640.628424;-45.120503652039325
1739209640.628431;-45.120503652039325
1739209640.6284382;-45.120503652039325
1739209640.6284454;-38.13080360867914
1739209640.6284525;-45.120503652039325
1739209640.6284597;-33.981070128970906
1739209640.6284668;-38.13080360867914
1739209640.628474;-31.141103565318915
1739209640.6284811;-38.13080360867914
1739209640.6284883;-38.13080360867914
1739209640.6284955;-38.13080360867914
1739209640.6285026;-35.57807855764607
1739209640.6285095;-38.13080360867914
1739209640.6285167;-45.120503652039325
1739209640.6285238;-45.120503652039325
1739209640.628531;-45.120503652039325
1739209640.6285381;-33.981070128970906
1739209640.6285453;-35.57807855764607
1739209640.6285524;-38.13080360867914
1739209640.6285596;-45.120503652039325
1739209640.6285667;-38.13080360867914
1739209640.628574;-38.13080360867914
1739209640.628581;-45.120503652039325
1739209640.6285882;-45.120503652039325
1739209640.6285954;-33.981070128970956
1739209640.6286025;-45.120503652039325
1739209640.6286097;-38.13080360867914
1739209640.6286168;-38.13080360867914
1739209640.628624;-45.120503652039325
1739209640.628631;-38.13080360867914
1739209640.6286383;-32.816014438256545
1739209640.6286452;-45.120503652039325
1739209640.6286523;-28.58837851428586
1739209640.6286595;-35.57807855764607
1739209640.6286666;-38.13080360867914
1739209640.6286738;-45.120503652039325
1739209640.628681;-38.13080360867914
1739209640.628688;-38.13080360867914
1739209640.6286952;-38.13080360867914
1739209640.6287024;-45.120503652039325
1739209640.6287096;-45.120503652039325
1739209640.6287167;-45.120503652039325
1739209640.6287239;-45.120503652039325
1739209640.628731;-45.120503652039325
