CAN Message; 0x77:7fc1c07c18ad9497
1739209624.3655334;-45.120503652039325
1739209624.365542;-38.13080360867914
1739209624.3655505;-38.13080360867914
1739209624.365559;-38.13080360867914
1739209624.3655677;-35.57807855764607
1739209624.365576;-35.57807855764607
1739209624.3655846;-38.13080360867914
1739209624.3655932;-38.13080360867914
1739209624.3656018;-45.120503652039325
1739209624.3656104;-45.120503652039325
1739209624.365619;-38.13080360867914
1739209624.3656275;-38.13080360867914
1739209624.3656359;-45.120503652039325
1739209624.3656445;-45.120503652039325
1739209624.365653;-33.981070128970906
1739209624.3656616;-32.816014438256545
1739209624.3656702;-38.13080360867914
1739209624.3656788;-38.13080360867914
1739209624.3656874;-33.981070128970906
1739209624.3656957;-35.57807855764607
1739209624.3657043;-38.13080360867914
1739209624.365713;-38.13080360867914
1739209624.3657215;-38.13080360867914
1739209624.36573;-38.13080360867914
1739209624.3657386;-38.13080360867914
1739209624.3657472;-45.120503652039325
1739209624.3657556;-38.13080360867914
1739209624.3657641;-38.13080360867914
1739209624.3657727;-45.120503652039325
1739209624.3657813;-45.120503652039325
1739209624.36579;-38.13080360867914
1739209624.3657985;-38.13080360867914
1739209624.365807;-45.120503652039325
1739209624.3658156;-45.120503652039325
1739209624.365824;-31.141103565318915
1739209624.3658326;-38.13080360867914
1739209624.3658412;-38.13080360867914
1739209624.3658497;-35.57807855764607
1739209624.3658583;-33.981070128970906
1739209624.365867;-38.13080360867914
1739209624.3658755;-38.13080360867914
1739209624.3658838;-38.13080360867914
1739209624.3658924;-31.141103565318915
1739209624.365901;-38.13080360867914
1739209624.3659096;-45.120503652039325
1739209624.3659182;-45.120503652039325
1739209624.3659267;-38.13080360867914
1739209624.3659353;-35.57807855764607
1739209624.3659437;-38.13080360867914
1739209624.3659523;-38.13080360867914
1739209624.3659608;-33.981070128970906
1739209624.3659694;-45.120503652039325
1739209624.365978;-45.120503652039325
1739209624.3659866;-45.120503652039325
1739209624.3659952;-33.981070128970906
1739209624.3660035;-38.13080360867914
1739209624.366012;-38.13080360867914
1739209624.3660207;-45.120503652039325
1739209624.3660293;-33.981070128970906
1739209624.3660378;-45.120503652039325
1739209624.3660464;-45.120503652039325
1739209624.366055;-38.13080360867914
1739209624.3660634;-38.13080360867914
1739209624.366072;-45.120503652039325
1739209624.3660805;-38.13080360867914
1739209624.366089;-45.120503652039325
1739209624.3660977;-38.13080360867914
1739209624.3661063;-45.120503652039325
1739209624.3661149;-38.13080360867914
1739209624.3661232;-35.57807855764607
1739209624.3661318;-45.120503652039325
1739209624.3661404;-45.120503652039325
1739209624.366149;-38.13080360867914
1739209624.3661575;-38.13080360867914
1739209624.366166;-33.981070128970906
1739209624.3661747;-38.13080360867914
1739209624.366183;-45.120503652039325
1739209624.3661916;-38.13080360867914
1739209624.3662002;-38.13080360867914
1739209624.3662088;-45.120503652039325
1739209624.3662174;-38.13080360867914
1739209624.366226;-35.57807855764607
1739209624.3662345;-35.57807855764607
1739209624.366243;-38.13080360867914
1739209624.3662515;-45.120503652039325
1739209624.36626;-38.13080360867914
1739209624.3662686;-38.13080360867914
1739209624.3662772;-45.120503652039325
1739209624.3662858;-38.13080360867914
1739209624.3662944;-35.57807855764607
1739209624.3663027;-27.267205301931607
1739209624.3663113;-33.981070128970906
1739209624.36632;-45.120503652039325
1739209624.3663285;-35.57807855764607
1739209624.366337;-45.120503652039325
1739209624.3663456;-45.120503652039325
1739209624.3663542;-45.120503652039325
1739209624.3663626;-45.120503652039325
1739209624.3663712;-38.13080360867914
1739209624.3663797;-45.120503652039325
1739209624.3663883;-38.13080360867914
1739209624.366397;-45.120503652039325
1739209624.3664055;-38.13080360867914
1739209624.366414;-35.57807855764607
1739209624.3664224;-38.13080360867914
1739209624.366431;-45.120503652039325
1739209624.3664396;-31.141103565318915
1739209624.3664482;-33.981070128970906
1739209624.3664567;-45.120503652039325
1739209624.3664653;-35.57807855764607
1739209624.366474;-35.57807855764607
1739209624.3664823;-45.120503652039325
1739209624.3664908;-45.120503652039325
1739209624.3664994;-45.120503652039325
1739209624.366508;-45.120503652039325
1739209624.3665166;-45.120503652039325
1739209624.3665252;-45.120503652039325
1739209624.3665338;-45.120503652039325
1739209624.366542;-31.141103565318915
1739209624.3665507;-32.816014438256545
1739209624.3665593;-38.13080360867914
1739209624.3665679;-45.120503652039325
1739209624.3665764;-45.120503652039325
1739209624.366585;-38.13080360867914
1739209624.3665936;-38.13080360867914
1739209624.366602;-45.120503652039325
1739209624.3666105;-45.120503652039325
1739209624.366619;-45.120503652039325
1739209624.3666277;-38.13080360867914
1739209624.3666363;-38.13080360867914
1739209624.3666449;-35.57807855764607
1739209624.3666534;-38.13080360867914
1739209624.3666618;-45.120503652039325
1739209624.3666704;-45.120503652039325
1739209624.366679;-33.981070128970906
1739209624.3666875;-38.13080360867914
1739209624.3666961;-45.120503652039325
1739209624.3667047;-45.120503652039325
1739209624.3667133;-45.120503652039325
1739209624.3667216;-38.13080360867914
1739209624.3667302;-38.13080360867914
1739209624.3667388;-45.120503652039325
1739209624.3667474;-45.120503652039325
1739209624.366756;-33.981070128970906
1739209624.3667645;-38.13080360867914
1739209624.3667731;-45.120503652039325
1739209624.3667815;-38.13080360867914
1739209624.36679;-38.13080360867914
1739209624.3667986;-35.57807855764607
1739209624.3668072;-38.13080360867914
1739209624.3668158;-38.13080360867914
1739209624.3668244;-45.120503652039325
1739209624.366833;-45.120503652039325
1739209624.3668413;-38.13080360867914
1739209624.36685;-45.120503652039325
1739209624.3668585;-45.120503652039325
1739209624.366867;-33.981070128970906
1739209624.3668756;-45.120503652039325
1739209624.3668842;-38.13080360867914
1739209624.3668928;-38.13080360867914
1739209624.3669012;-45.120503652039325
1739209624.3669097;-38.13080360867914
1739209624.3669183;-38.13080360867914
1739209624.366927;-38.13080360867914
1739209624.3669355;-35.57807855764607
1739209624.366944;-35.57807855764607
1739209624.3669527;-38.13080360867914
1739209624.366961;-45.120503652039325
1739209624.3669696;-38.13080360867914
1739209624.3669782;-38.13080360867914
1739209624.3669868;-38.13080360867914
1739209624.3669953;-38.13080360867914
1739209624.367004;-38.13080360867914
1739209624.3670125;-38.13080360867914
1739209624.3670208;-38.13080360867914
1739209624.3670294;-35.57807855764607
1739209624.367038;-45.120503652039325
1739209624.3670466;-38.13080360867914
1739209624.3670552;-45.120503652039325
1739209624.3670638;-38.13080360867914
1739209624.3670723;-33.981070128970906
1739209624.3670807;-38.13080360867914
1739209624.3670893;-45.120503652039325
1739209624.3670979;-45.120503652039325
1739209624.3671064;-38.13080360867914
1739209624.367115;-45.120503652039325
1739209624.3671236;-45.120503652039325
1739209624.3671322;-45.120503652039325
1739209624.3671405;-38.13080360867914
1739209624.367149;-38.13080360867914
1739209624.3671577;-38.13080360867914
1739209624.3671663;-45.120503652039325
1739209624.3671749;-45.120503652039325
1739209624.3671834;-38.13080360867914
1739209624.367192;-38.13080360867914
1739209624.3672004;-35.57807855764607
1739209624.367209;-33.981070128970906
1739209624.3672175;-38.13080360867914
1739209624.3672261;-45.120503652039325
1739209624.3672347;-38.13080360867914
1739209624.3672433;-35.57807855764607
1739209624.3672519;-45.120503652039325
1739209624.3672602;-38.13080360867914
1739209624.3672688;-38.13080360867914
1739209624.3672774;-38.13080360867914
1739209624.367286;-38.13080360867914
1739209624.3672945;-45.120503652039325
1739209624.3673031;-45.120503652039325
1739209624.3673117;-45.120503652039325
1739209624.36732;-45.120503652039325
1739209624.3673286;-33.981070128970906
1739209624.3673372;-38.13080360867914
1739209624.3673458;-38.13080360867914
1739209624.3673544;-45.120503652039325
1739209624.367363;-38.13080360867914
1739209624.3673716;-35.57807855764607
1739209624.36738;-38.13080360867914
1739209624.3673885;-45.120503652039325
1739209624.367397;-33.981070128970906
1739209624.3674057;-33.981070128970906
1739209624.3674142;-31.141103565318915
1739209624.3674228;-38.13080360867914
1739209624.3674314;-38.13080360867914
1739209624.3674397;-38.13080360867914
1739209624.3674483;-33.981070128970906
1739209624.367457;-45.120503652039325
1739209624.3674655;-45.120503652039325
1739209624.367474;-38.13080360867914
1739209624.3674827;-33.981070128970906
1739209624.3674912;-45.120503652039325
1739209624.3674996;-38.13080360867914
1739209624.3675082;-38.13080360867914
1739209624.3675168;-33.981070128970906
1739209624.3675253;-45.120503652039325
1739209624.367534;-45.120503652039325
1739209624.3675425;-35.57807855764607
1739209624.367551;-38.13080360867914
1739209624.3675594;-45.120503652039325
1739209624.367568;-38.13080360867914
1739209624.3675766;-33.981070128970906
1739209624.3675852;-38.13080360867914
1739209624.3675938;-45.120503652039325
1739209624.3676023;-45.120503652039325
1739209624.367611;-38.13080360867914
1739209624.3676193;-33.981070128970906
1739209624.3676279;-45.120503652039325
1739209624.3676364;-38.13080360867914
1739209624.367645;-45.120503652039325
1739209624.3676536;-45.120503652039325
1739209624.3676622;-45.120503652039325
1739209624.3676708;-45.120503652039325
1739209624.367679;-45.120503652039325
1739209624.3676877;-28.992665084841942
1739209624.3676963;-45.120503652039325
1739209624.3677049;-38.13080360867914
1739209624.3677135;-35.57807855764607
1739209624.367722;-33.981070128970906
1739209624.3677306;-31.141103565318893
1739209624.367739;-45.120503652039325
1739209624.3677475;-38.13080360867914
1739209624.3677561;-29.438486411369347
1739209624.3677647;-45.120503652039325
1739209624.3677733;-45.120503652039325
1739209624.3677819;-45.120503652039325
1739209624.3677905;-35.57807855764607
1739209624.3677988;-38.13080360867914
1739209624.3678074;-45.120503652039325
1739209624.367816;-45.120503652039325
1739209624.3678246;-31.141103565318915
1739209624.3678331;-35.57807855764607
1739209624.3678417;-38.13080360867914
1739209624.3678503;-45.120503652039325
1739209624.3678586;-45.120503652039325
1739209624.3678672;-45.120503652039325
1739209624.3678758;-38.13080360867914
1739209624.3678844;-45.120503652039325
1739209624.367893;-45.120503652039325
1739209624.3679016;-35.57807855764607
1739209624.3679101;-38.13080360867914
1739209624.3679185;-45.120503652039325
1739209624.367927;-38.13080360867914
1739209624.3679357;-38.13080360867914
1739209624.3679442;-45.120503652039325
1739209624.3679528;-45.120503652039325
1739209624.3679614;-45.120503652039325
1739209624.36797;-38.13080360867914
1739209624.3679783;-38.13080360867914
1739209624.367987;-45.120503652039325
1739209624.3679955;-45.120503652039325
1739209624.368004;-38.13080360867914
1739209624.3680127;-38.13080360867914
1739209624.3680212;-45.120503652039325
1739209624.3680298;-33.981070128970906
1739209624.3680382;-35.57807855764607
1739209624.3680468;-38.13080360867914
1739209624.3680553;-45.120503652039325
1739209624.368064;-38.13080360867914
1739209624.3680725;-45.120503652039325
1739209624.368081;-45.120503652039325
1739209624.3680897;-45.120503652039325
1739209624.368098;-38.13080360867914
1739209624.3681066;-45.120503652039325
1739209624.3681152;-38.13080360867914
1739209624.3681238;-45.120503652039325
1739209624.3681324;-38.13080360867914
1739209624.368141;-38.13080360867914
1739209624.3681495;-38.13080360867914
1739209624.3681579;-33.981070128970906
1739209624.3681664;-38.13080360867914
1739209624.368175;-45.120503652039325
1739209624.3681836;-38.13080360867914
1739209624.3681922;-38.13080360867914
1739209624.3682008;-45.120503652039325
1739209624.3682094;-45.120503652039325
1739209624.3682177;-35.57807855764607
1739209624.3682263;-38.13080360867914
1739209624.3682349;-45.120503652039325
1739209624.3682435;-45.120503652039325
1739209624.368252;-38.13080360867914
1739209624.3682606;-35.57807855764607
1739209624.3682692;-35.57807855764607
1739209624.3682775;-38.13080360867914
1739209624.3682861;-38.13080360867914
1739209624.3682947;-35.57807855764607
1739209624.3683033;-45.120503652039325
1739209624.368312;-38.13080360867914
1739209624.3683205;-35.57807855764607
1739209624.368329;-35.57807855764607
1739209624.3683374;-45.120503652039325
1739209624.368346;-38.13080360867914
1739209624.3683546;-38.13080360867914
1739209624.3683631;-45.120503652039325
1739209624.3683717;-35.57807855764607
1739209624.3683803;-38.13080360867914
1739209624.368389;-38.13080360867914
1739209624.3683972;-45.120503652039325
1739209624.3684058;-38.13080360867914
1739209624.3684144;-38.13080360867914
1739209624.368423;-45.120503652039325
1739209624.3684316;-45.120503652039325
1739209624.3684402;-35.57807855764607
1739209624.3684487;-28.58837851428586
1739209624.368457;-35.57807855764607
1739209624.3684657;-38.13080360867914
1739209624.3684742;-45.120503652039325
1739209624.3684828;-45.120503652039325
1739209624.3684914;-45.120503652039325
1739209624.3685;-45.120503652039325
1739209624.3685086;-38.13080360867914
1739209624.368517;-45.120503652039325
1739209624.3685255;-45.120503652039325
1739209624.368534;-45.120503652039325
1739209624.3685427;-38.13080360867914
1739209624.3685513;-38.13080360867914
1739209624.3685598;-38.13080360867914
1739209624.3685684;-45.120503652039325
1739209624.3685768;-35.57807855764607
1739209624.3685853;-29.438486411369333
1739209624.368594;-45.120503652039325
1739209624.3686025;-45.120503652039325
1739209624.368611;-38.13080360867914
1739209624.3686197;-35.57807855764607
1739209624.3686283;-45.120503652039325
1739209624.3686366;-45.120503652039325
1739209624.3686452;-38.13080360867914
1739209624.3686538;-38.13080360867914
1739209624.3686624;-33.981070128970906
1739209624.368671;-45.120503652039325
1739209624.3686795;-45.120503652039325
1739209624.368688;-45.120503652039325
1739209624.3686965;-45.120503652039325
1739209624.368705;-38.13080360867914
1739209624.3687136;-45.120503652039325
1739209624.3687222;-45.120503652039325
1739209624.3687308;-38.13080360867914
1739209624.3687394;-45.120503652039325
1739209624.368748;-38.13080360867914
1739209624.3687563;-32.816014438256545
1739209624.3687649;-45.120503652039325
1739209624.3687735;-38.13080360867914
1739209624.368782;-38.13080360867914
1739209624.3687906;-38.13080360867914
1739209624.3687992;-33.981070128970906
1739209624.3688078;-38.13080360867914
1739209624.3688161;-45.120503652039325
1739209624.3688247;-45.120503652039325
1739209624.3688333;-38.13080360867914
1739209624.368842;-35.57807855764607
1739209624.3688505;-38.13080360867914
1739209624.368859;-35.57807855764607
1739209624.3688676;-35.57807855764607
1739209624.368876;-32.816014438256545
1739209624.3688846;-38.13080360867914
1739209624.3688931;-38.13080360867914
1739209624.3689017;-38.13080360867914
1739209624.3689103;-38.13080360867914
1739209624.368919;-38.13080360867914
1739209624.3689275;-33.981070128970906
1739209624.3689358;-31.141103565318915
1739209624.3689444;-35.57807855764607
1739209624.368953;-38.13080360867914
1739209624.3689616;-45.120503652039325
1739209624.3689702;-35.57807855764607
1739209624.3689787;-35.57807855764607
1739209624.3689873;-33.981070128970906
1739209624.3689957;-35.57807855764607
1739209624.3690042;-32.816014438256545
1739209624.3690128;-38.13080360867914
1739209624.3690214;-45.120503652039325
1739209624.36903;-45.120503652039325
1739209624.3690386;-33.981070128970906
1739209624.3690472;-38.13080360867914
1739209624.3690555;-35.57807855764607
1739209624.369064;-38.13080360867914
1739209624.3690727;-31.141103565318915
1739209624.3690813;-35.57807855764607
1739209624.3690898;-45.120503652039325
1739209624.3690984;-38.13080360867914
1739209624.369107;-38.13080360867914
1739209624.3691154;-38.13080360867914
1739209624.369124;-38.13080360867914
1739209624.3691325;-45.120503652039325
1739209624.369141;-31.141103565318915
1739209624.3691497;-35.57807855764607
1739209624.3691583;-38.13080360867914
1739209624.3691669;-38.13080360867914
1739209624.3691752;-38.13080360867914
1739209624.3691838;-33.981070128970906
1739209624.3691924;-38.13080360867914
1739209624.369201;-38.13080360867914
1739209624.3692095;-38.13080360867914
1739209624.369218;-38.13080360867914
1739209624.3692267;-38.13080360867914
1739209624.369235;-45.120503652039325
1739209624.3692436;-33.981070128970906
1739209624.3692522;-45.120503652039325
1739209624.3692608;-45.120503652039325
1739209624.3692694;-45.120503652039325
1739209624.369278;-38.13080360867914
1739209624.3692865;-45.120503652039325
1739209624.369295;-45.120503652039325
1739209624.3693035;-35.57807855764607
1739209624.369312;-38.13080360867914
1739209624.3693206;-38.13080360867914
1739209624.3693292;-38.13080360867914
1739209624.3693378;-45.120503652039325
1739209624.3693464;-38.13080360867914
1739209624.3693547;-38.13080360867914
1739209624.3693633;-45.120503652039325
1739209624.369372;-38.13080360867914
1739209624.3693805;-38.13080360867914
1739209624.369389;-45.120503652039325
1739209624.3693976;-38.13080360867914
1739209624.3694062;-45.120503652039325
1739209624.3694146;-38.13080360867914
1739209624.3694232;-45.120503652039325
1739209624.3694317;-38.13080360867914
1739209624.3694403;-45.120503652039325
1739209624.369449;-38.13080360867914
1739209624.3694575;-35.57807855764607
1739209624.369466;-38.13080360867914
1739209624.3694744;-35.57807855764607
1739209624.369483;-45.120503652039325
1739209624.3694916;-45.120503652039325
1739209624.3695002;-45.120503652039325
1739209624.3695087;-38.13080360867914
1739209624.3695173;-38.13080360867914
1739209624.369526;-45.120503652039325
1739209624.3695343;-38.13080360867914
1739209624.3695428;-38.13080360867914
1739209624.3695514;-45.120503652039325
1739209624.36956;-45.120503652039325
1739209624.3695686;-38.13080360867914
1739209624.3695772;-45.120503652039325
1739209624.3695858;-45.120503652039325
1739209624.369594;-38.13080360867914
1739209624.3696027;-38.13080360867914
1739209624.3696113;-45.120503652039325
1739209624.3696198;-31.141103565318915
1739209624.3696284;-32.816014438256545
1739209624.369637;-38.13080360867914
1739209624.3696456;-45.120503652039325
1739209624.369654;-38.13080360867914
1739209624.3696625;-35.57807855764607
1739209624.369671;-45.120503652039325
1739209624.3696797;-45.120503652039325
1739209624.3696883;-45.120503652039325
1739209624.3696969;-45.120503652039325
1739209624.3697054;-38.13080360867914
1739209624.3697138;-45.120503652039325
1739209624.3697224;-45.120503652039325
1739209624.369731;-33.981070128970906
1739209624.3697395;-33.981070128970906
1739209624.369748;-45.120503652039325
1739209624.3697567;-30.49652367304973
1739209624.3697653;-27.8777449560314
1739209624.3697736;-45.120503652039325
1739209624.3697822;-45.120503652039325
1739209624.3697908;-33.981070128970906
1739209624.3697994;-35.57807855764607
1739209624.369808;-38.13080360867914
1739209624.3698165;-45.120503652039325
1739209624.3698251;-45.120503652039325
1739209624.3698335;-38.13080360867914
1739209624.369842;-33.981070128970906
1739209624.3698506;-45.120503652039325
1739209624.3698592;-45.120503652039325
1739209624.3698678;-38.13080360867914
1739209624.3698764;-38.13080360867914
1739209624.369885;-45.120503652039325
1739209624.3698933;-30.49652367304973
1739209624.369902;-26.035653463252796
1739209624.3699105;-45.120503652039325
1739209624.369919;-45.120503652039325
1739209624.3699276;-32.816014438256545
1739209624.3699362;-32.816014438256545
1739209624.3699448;-45.120503652039325
1739209624.3699532;-45.120503652039325
1739209624.3699617;-45.120503652039325
1739209624.3699703;-45.120503652039325
1739209624.369979;-38.13080360867914
1739209624.3699875;-35.57807855764607
1739209624.369996;-38.13080360867914
1739209624.3700047;-35.57807855764607
1739209624.370013;-45.120503652039325
1739209624.3700216;-38.13080360867914
1739209624.3700302;-35.57807855764607
1739209624.3700387;-35.57807855764607
1739209624.3700473;-45.120503652039325
1739209624.370056;-38.13080360867914
1739209624.3700645;-45.120503652039325
1739209624.3700728;-45.120503652039325
1739209624.3700814;-38.13080360867914
1739209624.37009;-38.13080360867914
1739209624.3700986;-38.13080360867914
1739209624.3701072;-38.13080360867914
1739209624.3701158;-45.120503652039325
1739209624.3701243;-38.13080360867914
1739209624.3701327;-38.13080360867914
1739209624.3701413;-38.13080360867914
1739209624.3701499;-45.120503652039325
1739209624.3701584;-38.13080360867914
1739209624.370167;-38.13080360867914
1739209624.3701756;-45.120503652039325
1739209624.3701842;-38.13080360867914
1739209624.3701925;-38.13080360867914
1739209624.370201;-45.120503652039325
1739209624.3702097;-45.120503652039325
1739209624.3702183;-35.57807855764607
1739209624.3702269;-38.13080360867914
1739209624.3702354;-45.120503652039325
1739209624.370244;-38.13080360867914
1739209624.3702526;-38.13080360867914
1739209624.370261;-38.13080360867914
1739209624.3702695;-38.13080360867914
1739209624.3702781;-38.13080360867914
1739209624.3702867;-45.120503652039325
1739209624.3702953;-38.13080360867914
1739209624.3703039;-33.981070128970906
1739209624.3703125;-38.13080360867914
1739209624.3703208;-45.120503652039325
1739209624.3703294;-38.13080360867914
