CAN Message; 0x150:060081221e52c4f0
Timestamp;Amplitude
1739209893.2609506;-45.120503652039325
1739209893.260957;-38.13080360867914
1739209893.2609632;-35.57807855764607
1739209893.2609696;-38.13080360867914
1739209893.260976;-38.13080360867914
1739209893.2609825;-45.120503652039325
1739209893.2609887;-45.120503652039325
1739209893.2609951;-38.13080360867914
1739209893.2610016;-45.120503652039325
1739209893.2610078;-45.120503652039325
1739209893.2610142;-35.57807855764607
1739209893.2610207;-45.120503652039325
1739209893.261027;-29.438486411369333
1739209893.2610333;-35.57807855764607
1739209893.2610397;-38.13080360867914
1739209893.2610462;-38.13080360867914
1739209893.2610526;-38.13080360867914
1739209893.2610588;-38.13080360867914
1739209893.2610652;-45.120503652039325
1739209893.2610717;-28.992665084841942
1739209893.261078;-45.120503652039325
1739209893.2610843;-45.120503652039325
1739209893.2610908;-30.49652367304973
1739209893.2610972;-31.141103565318915
1739209893.2611034;-45.120503652039325
1739209893.2611098;-45.120503652039325
1739209893.2611163;-38.13080360867914
1739209893.2611227;-38.13080360867914
1739209893.261129;-45.120503652039325
1739209893.2611353;-45.120503652039325
1739209893.2611418;-38.13080360867914
1739209893.261148;-38.13080360867914
1739209893.2611544;-45.120503652039325
1739209893.2611609;-38.13080360867914
1739209893.2611673;-38.13080360867914
1739209893.2611735;-45.120503652039325
1739209893.26118;-45.120503652039325
1739209893.2611864;-38.13080360867914
1739209893.2611928;-38.13080360867914
1739209893.261199;-38.13080360867914
1739209893.2612054;-32.816014438256545
1739209893.2612119;-33.981070128970906
1739209893.261218;-38.13080360867914
1739209893.2612245;-35.57807855764607
1739209893.261231;-45.120503652039325
1739209893.2612374;-45.120503652039325
1739209893.2612436;-38.13080360867914
1739209893.26125;-38.13080360867914
1739209893.2612565;-45.120503652039325
1739209893.261263;-38.13080360867914
1739209893.261269;-32.816014438256545
1739209893.2612755;-38.13080360867914
1739209893.261282;-38.13080360867914
1739209893.2612882;-33.981070128970906
1739209893.2612946;-33.981070128970906
1739209893.261301;-45.120503652039325
1739209893.2613075;-45.120503652039325
1739209893.2613137;-45.120503652039325
1739209893.26132;-38.13080360867914
1739209893.2613266;-33.981070128970906
1739209893.261333;-45.120503652039325
1739209893.2613392;-38.13080360867914
1739209893.2613456;-35.57807855764607
1739209893.261352;-38.13080360867914
1739209893.2613583;-45.120503652039325
1739209893.2613647;-35.57807855764607
1739209893.2613711;-45.120503652039325
1739209893.2613776;-38.13080360867914
1739209893.2613838;-45.120503652039325
1739209893.2613902;-45.120503652039325
1739209893.2613966;-35.57807855764607
1739209893.261403;-38.13080360867914
1739209893.2614093;-38.13080360867914
1739209893.2614157;-38.13080360867914
1739209893.2614222;-45.120503652039325
1739209893.2614284;-45.120503652039325
1739209893.2614348;-45.120503652039325
1739209893.2614412;-33.981070128970906
1739209893.2614477;-45.120503652039325
1739209893.2614539;-38.13080360867914
1739209893.2614603;-38.13080360867914
1739209893.2614667;-32.816014438256545
1739209893.2614732;-31.141103565318915
1739209893.2614794;-45.120503652039325
1739209893.2614858;-38.13080360867914
1739209893.2614923;-38.13080360867914
1739209893.2614985;-38.13080360867914
1739209893.261505;-38.13080360867914
1739209893.2615113;-38.13080360867914
1739209893.2615178;-45.120503652039325
1739209893.261524;-33.981070128970906
1739209893.2615304;-35.57807855764607
1739209893.2615368;-45.120503652039325
1739209893.2615433;-31.141103565318915
1739209893.2615495;-33.981070128970906
1739209893.261556;-45.120503652039325
1739209893.2615623;-45.120503652039325
1739209893.2615685;-38.13080360867914
1739209893.261575;-35.57807855764607
1739209893.2615814;-38.13080360867914
1739209893.2615879;-38.13080360867914
1739209893.261594;-45.120503652039325
1739209893.2616005;-32.816014438256545
1739209893.261607;-33.981070128970906
1739209893.2616131;-45.120503652039325
1739209893.2616196;-45.120503652039325
1739209893.261626;-38.13080360867914
1739209893.2616324;-38.13080360867914
1739209893.2616386;-45.120503652039325
1739209893.261645;-38.13080360867914
1739209893.2616515;-35.57807855764607
1739209893.261658;-38.13080360867914
1739209893.2616642;-45.120503652039325
1739209893.2616706;-33.981070128970906
1739209893.261677;-30.49652367304973
1739209893.2616832;-38.13080360867914
1739209893.2616897;-45.120503652039325
1739209893.261696;-38.13080360867914
1739209893.2617025;-33.981070128970906
1739209893.2617087;-38.13080360867914
1739209893.2617152;-45.120503652039325
1739209893.2617216;-38.13080360867914
1739209893.261728;-38.13080360867914
1739209893.2617342;-33.981070128970906
1739209893.2617407;-45.120503652039325
1739209893.2617471;-45.120503652039325
1739209893.2617533;-38.13080360867914
1739209893.2617598;-45.120503652039325
1739209893.2617662;-38.13080360867914
1739209893.2617726;-38.13080360867914
1739209893.2617788;-38.13080360867914
1739209893.2617853;-35.57807855764607
1739209893.2617917;-45.120503652039325
1739209893.2617981;-31.141103565318915
1739209893.2618043;-26.991370085610722
1739209893.2618108;-45.120503652039325
1739209893.2618172;-45.120503652039325
1739209893.2618234;-45.120503652039325
1739209893.2618299;-35.57807855764607
1739209893.2618363;-45.120503652039325
1739209893.2618427;-45.120503652039325
1739209893.261849;-45.120503652039325
1739209893.2618554;-38.13080360867914
1739209893.2618618;-45.120503652039325
1739209893.2618682;-45.120503652039325
1739209893.2618744;-45.120503652039325
1739209893.2618809;-45.120503652039325
1739209893.2618873;-45.120503652039325
1739209893.2618935;-45.120503652039325
1739209893.2619;-38.13080360867914
1739209893.2619064;-35.57807855764607
1739209893.2619128;-38.13080360867914
1739209893.261919;-45.120503652039325
1739209893.2619255;-33.981070128970906
1739209893.261932;-35.57807855764607
1739209893.2619383;-38.13080360867914
1739209893.2619445;-45.120503652039325
1739209893.261951;-45.120503652039325
1739209893.2619574;-35.57807855764607
1739209893.2619636;-38.13080360867914
1739209893.26197;-45.120503652039325
1739209893.2619765;-35.57807855764607
1739209893.261983;-30.49652367304973
1739209893.261989;-38.13080360867914
1739209893.2619956;-45.120503652039325
1739209893.262002;-45.120503652039325
1739209893.2620084;-45.120503652039325
1739209893.2620146;-38.13080360867914
1739209893.262021;-45.120503652039325
1739209893.2620275;-45.120503652039325
1739209893.2620337;-45.120503652039325
1739209893.2620401;-38.13080360867914
1739209893.2620466;-45.120503652039325
1739209893.262053;-38.13080360867914
1739209893.2620592;-26.035653463252796
1739209893.2620656;-38.13080360867914
1739209893.262072;-38.13080360867914
1739209893.2620785;-38.13080360867914
1739209893.2620847;-38.13080360867914
1739209893.2620912;-45.120503652039325
1739209893.2620976;-38.13080360867914
1739209893.2621038;-38.13080360867914
1739209893.2621102;-45.120503652039325
1739209893.2621167;-45.120503652039325
1739209893.262123;-38.13080360867914
1739209893.2621293;-45.120503652039325
1739209893.2621357;-38.13080360867914
1739209893.2621422;-38.13080360867914
1739209893.2621486;-45.120503652039325
1739209893.2621548;-38.13080360867914
1739209893.2621613;-35.57807855764607
1739209893.2621677;-38.13080360867914
1739209893.262174;-35.57807855764607
1739209893.2621803;-45.120503652039325
1739209893.2621868;-45.120503652039325
1739209893.2621932;-38.13080360867914
1739209893.2621994;-38.13080360867914
1739209893.2622058;-45.120503652039325
1739209893.2622123;-35.57807855764607
1739209893.2622187;-38.13080360867914
1739209893.262225;-45.120503652039325
1739209893.2622313;-45.120503652039325
1739209893.2622378;-35.57807855764607
1739209893.262244;-38.13080360867914
1739209893.2622504;-45.120503652039325
1739209893.2622569;-38.13080360867914
1739209893.2622633;-45.120503652039325
1739209893.2622695;-38.13080360867914
1739209893.262276;-45.120503652039325
1739209893.2622824;-45.120503652039325
1739209893.2622888;-45.120503652039325
1739209893.262295;-33.981070128970906
1739209893.2623014;-45.120503652039325
1739209893.262308;-45.120503652039325
1739209893.262314;-32.816014438256545
1739209893.2623205;-45.120503652039325
1739209893.262327;-45.120503652039325
1739209893.2623334;-38.13080360867914
1739209893.2623396;-35.57807855764607
1739209893.262346;-38.13080360867914
1739209893.2623525;-38.13080360867914
1739209893.2623587;-33.981070128970906
1739209893.262365;-38.13080360867914
1739209893.2623715;-38.13080360867914
1739209893.262378;-45.120503652039325
1739209893.2623842;-45.120503652039325
1739209893.2623906;-32.816014438256545
1739209893.262397;-31.141103565318915
1739209893.2624035;-45.120503652039325
1739209893.2624097;-45.120503652039325
1739209893.2624161;-32.816014438256545
1739209893.2624226;-31.141103565318915
1739209893.2624288;-45.120503652039325
1739209893.2624352;-45.120503652039325
1739209893.2624416;-45.120503652039325
1739209893.262448;-38.13080360867914
1739209893.2624543;-45.120503652039325
1739209893.2624607;-38.13080360867914
1739209893.2624671;-38.13080360867914
1739209893.2624736;-38.13080360867914
1739209893.2624798;-38.13080360867914
1739209893.2624862;-38.13080360867914
1739209893.2624927;-38.13080360867914
1739209893.2624989;-45.120503652039325
1739209893.2625053;-45.120503652039325
1739209893.2625117;-38.13080360867914
1739209893.2625182;-38.13080360867914
1739209893.2625244;-38.13080360867914
1739209893.2625308;-45.120503652039325
1739209893.2625372;-38.13080360867914
1739209893.2625437;-35.57807855764607
1739209893.2625499;-38.13080360867914
1739209893.2625563;-45.120503652039325
1739209893.2625628;-45.120503652039325
1739209893.262569;-35.57807855764607
1739209893.2625754;-28.992665084841942
1739209893.2625818;-45.120503652039325
1739209893.2625883;-45.120503652039325
1739209893.2625945;-45.120503652039325
1739209893.262601;-38.13080360867914
1739209893.2626073;-45.120503652039325
1739209893.2626138;-38.13080360867914
1739209893.26262;-35.57807855764607
1739209893.2626264;-30.49652367304973
1739209893.2626328;-45.120503652039325
1739209893.262639;-38.13080360867914
1739209893.2626455;-38.13080360867914
1739209893.262652;-38.13080360867914
1739209893.2626584;-45.120503652039325
1739209893.2626646;-45.120503652039325
1739209893.262671;-45.120503652039325
1739209893.2626774;-33.981070128970906
1739209893.2626839;-45.120503652039325
1739209893.26269;-33.981070128970906
1739209893.2626965;-35.57807855764607
1739209893.262703;-38.13080360867914
1739209893.2627091;-45.120503652039325
1739209893.2627156;-45.120503652039325
1739209893.262722;-38.13080360867914
1739209893.2627285;-33.981070128970906
1739209893.2627347;-38.13080360867914
1739209893.262741;-38.13080360867914
1739209893.2627475;-45.120503652039325
1739209893.262754;-38.13080360867914
1739209893.2627602;-35.57807855764607
1739209893.2627666;-38.13080360867914
1739209893.262773;-45.120503652039325
1739209893.2627792;-31.141103565318915
1739209893.2627857;-33.981070128970906
1739209893.262792;-38.13080360867914
1739209893.2627985;-45.120503652039325
1739209893.2628047;-38.13080360867914
1739209893.2628112;-45.120503652039325
1739209893.2628176;-38.13080360867914
1739209893.262824;-38.13080360867914
1739209893.2628303;-32.81601443825658
1739209893.2628367;-38.13080360867914
1739209893.2628431;-38.13080360867914
1739209893.2628493;-38.13080360867914
1739209893.2628558;-38.13080360867914
1739209893.2628622;-35.57807855764607
1739209893.2628686;-38.13080360867914
1739209893.2628748;-38.13080360867914
1739209893.2628813;-28.992665084841942
1739209893.2628877;-31.141103565318915
1739209893.2628942;-45.120503652039325
1739209893.2629004;-45.120503652039325
1739209893.2629068;-38.13080360867914
1739209893.2629132;-38.13080360867914
1739209893.2629194;-38.13080360867914
1739209893.2629259;-45.120503652039325
1739209893.2629323;-45.120503652039325
1739209893.2629387;-38.13080360867914
1739209893.262945;-38.13080360867914
1739209893.2629514;-45.120503652039325
1739209893.2629578;-45.120503652039325
1739209893.2629642;-45.120503652039325
1739209893.2629704;-45.120503652039325
1739209893.262977;-45.120503652039325
1739209893.2629833;-38.13080360867914
1739209893.2629895;-38.13080360867914
1739209893.262996;-38.13080360867914
1739209893.2630024;-38.13080360867914
1739209893.2630088;-45.120503652039325
1739209893.263015;-38.13080360867914
1739209893.2630215;-45.120503652039325
1739209893.263028;-45.120503652039325
1739209893.2630343;-38.13080360867914
1739209893.2630405;-38.13080360867914
1739209893.263047;-45.120503652039325
1739209893.2668452;-35.57807855764607
1739209893.2668457;-33.981070128970906
1739209893.2668462;-29.438486411369333
1739209893.2668467;-38.13080360867914
1739209893.2668471;-33.981070128970906
1739209893.2668476;-35.57807855764607
1739209893.266848;-45.120503652039325
1739209893.2668486;-32.816014438256545
1739209893.266849;-26.487275050834715
1739209893.2668495;-45.120503652039325
1739209893.26685;-27.267205301931607
1739209893.2668505;-26.487275050834715
1739209893.266851;-25.826314394896354
1739209893.2668514;-21.598678470925666
1739209893.266852;-25.07728991421287
1739209893.2668524;-31.141103565318915
1739209893.2668529;-38.13080360867914
1739209893.2668533;-45.120503652039325
1739209893.2668538;-32.816014438256545
1739209893.2668543;-38.13080360867914
1739209893.2668548;-45.120503652039325
1739209893.2668552;-35.57807855764607
1739209893.2668557;-30.49652367304973
1739209893.2668562;-26.991370085610722
1739209893.2668567;-28.992665084841942
1739209893.2668571;-26.991370085610754
1739209893.2668576;-26.991370085610768
1739209893.266858;-45.120503652039325
1739209893.2668586;-45.120503652039325
1739209893.266859;-45.120503652039325
1739209893.2668595;-45.120503652039325
1739209893.26686;-45.120503652039325
1739209893.2668605;-45.120503652039325
1739209893.266861;-38.13080360867914
1739209893.2668614;-38.13080360867914
1739209893.266862;-45.120503652039325
1739209893.2668624;-45.120503652039325
1739209893.2668629;-35.57807855764607
1739209893.2668633;-32.816014438256545
1739209893.2668638;-45.120503652039325
1739209893.2668643;-38.13080360867914
1739209893.2668648;-45.120503652039325
1739209893.2668653;-28.58837851428586
1739209893.2668657;-33.981070128970906
1739209893.2668662;-45.120503652039325
1739209893.2668667;-45.120503652039325
1739209893.2668672;-45.120503652039325
1739209893.2668676;-45.120503652039325
1739209893.266868;-45.120503652039325
1739209893.2668686;-38.13080360867914
1739209893.266869;-33.981070128970956
1739209893.2668695;-45.120503652039325
1739209893.26687;-38.13080360867914
1739209893.2668705;-38.13080360867914
1739209893.266871;-45.120503652039325
1739209893.2668715;-38.13080360867914
1739209893.2668722;-45.120503652039325
1739209893.2668726;-45.120503652039325
1739209893.2668731;-32.816014438256545
1739209893.2668736;-35.57807855764607
1739209893.266874;-38.13080360867914
1739209893.2668746;-45.120503652039325
1739209893.266875;-45.120503652039325
1739209893.2668755;-38.13080360867914
1739209893.266876;-35.57807855764607
1739209893.2668765;-38.13080360867914
1739209893.266877;-38.13080360867914
1739209893.2668774;-38.13080360867914
1739209893.266878;-38.13080360867914
1739209893.2668784;-38.13080360867914
1739209893.2668788;-38.13080360867914
1739209893.2668793;-38.13080360867914
1739209893.2668798;-35.57807855764607
1739209893.2668803;-33.981070128970906
1739209893.2668808;-38.13080360867914
1739209893.2668812;-38.13080360867914
1739209893.2668817;-38.13080360867914
1739209893.2668822;-45.120503652039325
1739209893.2668827;-45.120503652039325
1739209893.2668831;-45.120503652039325
1739209893.2668836;-45.120503652039325
1739209893.266884;-45.120503652039325
1739209893.2668846;-33.981070128970906
1739209893.266885;-33.981070128970906
1739209893.2668855;-45.120503652039325
1739209893.266886;-38.13080360867914
1739209893.2668865;-45.120503652039325
1739209893.266887;-38.13080360867914
1739209893.2668874;-45.120503652039325
1739209893.266888;-45.120503652039325
1739209893.2668884;-32.816014438256545
1739209893.2668889;-33.981070128970906
1739209893.2668893;-38.13080360867914
1739209893.2668898;-45.120503652039325
1739209893.2668903;-45.120503652039325
1739209893.2668908;-38.13080360867914
1739209893.2668912;-45.120503652039325
1739209893.2668917;-45.120503652039325
1739209893.2668922;-45.120503652039325
1739209893.2668927;-45.120503652039325
1739209893.2668931;-45.120503652039325
1739209893.2668936;-45.120503652039325
1739209893.266894;-45.120503652039325
1739209893.2668946;-45.120503652039325
1739209893.266895;-38.13080360867914
1739209893.2668955;-45.120503652039325
1739209893.266896;-38.13080360867914
1739209893.2668965;-33.981070128970906
1739209893.266897;-45.120503652039325
1739209893.2668974;-38.13080360867914
1739209893.266898;-38.13080360867914
1739209893.2668984;-45.120503652039325
1739209893.2668989;-45.120503652039325
1739209893.2668993;-45.120503652039325
1739209893.2668998;-31.141103565318893
1739209893.2669003;-31.141103565318915
1739209893.2669008;-45.120503652039325
1739209893.2669013;-28.992665084841942
1739209893.2669017;-25.077289914212862
1739209893.2669022;-35.57807855764607
1739209893.2669027;-21.522148828640407
1739209893.2669032;-26.991370085610736
1739209893.2669036;-29.438486411369333
1739209893.266904;-31.141103565318915
1739209893.2669046;-28.58837851428586
1739209893.266905;-27.267205301931607
1739209893.2669055;-31.141103565318943
1739209893.266906;-28.58837851428586
1739209893.2669065;-32.816014438256545
1739209893.266907;-31.141103565318915
1739209893.2669075;-35.57807855764607
1739209893.266908;-45.120503652039325
1739209893.2669084;-38.13080360867914
1739209893.266909;-35.57807855764607
1739209893.2669094;-38.13080360867914
1739209893.2669098;-27.267205301931607
1739209893.2669103;-27.267205301931607
1739209893.2669108;-38.13080360867914
1739209893.2669113;-24.746238672633048
1739209893.2669117;-32.81601443825658
1739209893.2669122;-31.141103565318943
1739209893.2669127;-45.120503652039325
1739209893.2669132;-38.13080360867914
1739209893.2669137;-33.981070128970906
1739209893.2669141;-31.141103565318943
1739209893.2669146;-25.826314394896357
1739209893.266915;-29.438486411369333
1739209893.2669156;-24.151403521958734
1739209893.266916;-30.49652367304973
1739209893.2669165;-28.58837851428586
1739209893.266917;-38.13080360867914
1739209893.2669175;-32.81601443825658
1739209893.266918;-28.992665084841967
1739209893.2669184;-24.74623867263306
1739209893.266919;-32.816014438256545
1739209893.2669194;-31.141103565318915
1739209893.2669199;-31.141103565318943
1739209893.2669203;-38.13080360867914
1739209893.2669208;-38.13080360867914
1739209893.2669213;-28.58837851428586
1739209893.2669218;-27.8777449560314
1739209893.2669222;-38.13080360867914
1739209893.2669227;-38.13080360867914
1739209893.2669232;-35.57807855764607
1739209893.2669237;-33.981070128970906
1739209893.2669241;-28.58837851428586
1739209893.2669246;-32.816014438256545
1739209893.266925;-24.589719217205094
1739209893.2669256;-25.826314394896354
1739209893.266926;-31.141103565318915
1739209893.2669268;-33.981070128970906
1739209893.2669272;-45.120503652039325
1739209893.2669277;-31.141103565318915
1739209893.2669282;-35.57807855764607
1739209893.2669287;-33.981070128970906
1739209893.2669291;-31.141103565318943
1739209893.2669296;-35.57807855764607
1739209893.26693;-30.49652367304973
1739209893.2669306;-33.981070128970956
1739209893.266931;-27.877744956031414
1739209893.2669315;-45.120503652039325
1739209893.266932;-25.826314394896357
1739209893.2669325;-28.588378514285886
1739209893.266933;-45.120503652039325
1739209893.2669334;-35.57807855764607
1739209893.266934;-31.141103565318915
1739209893.2669344;-33.981070128970906
1739209893.2669349;-29.438486411369354
1739209893.2669353;-27.8777449560314
1739209893.2669358;-23.50682362968953
1739209893.2669363;-45.120503652039325
1739209893.2669368;-45.120503652039325
1739209893.2669373;-38.13080360867914
1739209893.2669377;-29.438486411369354
1739209893.2669382;-30.49652367304976
1739209893.2669387;-21.300333226290604
1739209893.2669392;-32.816014438256545
1739209893.2669396;-27.267205301931607
1739209893.26694;-27.267205301931607
1739209893.2669406;-45.120503652039325
1739209893.266941;-22.841636605902558
1739209893.2669415;-28.992665084841967
1739209893.266942;-28.58837851428586
1739209893.2669425;-30.49652367304973
1739209893.266943;-31.141103565318893
1739209893.2669435;-33.981070128970906
1739209893.266944;-45.120503652039325
1739209893.2669444;-38.13080360867914
1739209893.266945;-24.292649948874775
1739209893.2669454;-45.120503652039325
1739209893.2669458;-45.120503652039325
1739209893.2669463;-27.877744956031414
1739209893.2669468;-38.13080360867914
1739209893.2669473;-30.49652367304973
1739209893.2669477;-33.981070128970906
1739209893.2669482;-31.141103565318915
1739209893.2669487;-22.84163660590255
1739209893.2669492;-38.13080360867914
1739209893.2669497;-24.15140352195872
1739209893.2669501;-25.252786309376837
1739209893.2669506;-28.58837851428586
1739209893.266951;-32.816014438256545
1739209893.2669516;-38.13080360867914
1739209893.266952;-28.58837851428586
1739209893.2669525;-33.981070128970956
1739209893.266953;-38.13080360867914
1739209893.2669535;-33.981070128970906
1739209893.266954;-33.981070128970906
1739209893.2669544;-24.151403521958727
1739209893.266955;-38.13080360867914
1739209893.2669554;-45.120503652039325
1739209893.2669559;-33.981070128970906
1739209893.2669563;-31.141103565318893
1739209893.2669568;-25.826314394896357
1739209893.2669573;-24.15140352195872
1739209893.2669578;-35.57807855764607
1739209893.2669582;-33.981070128970906
1739209893.2669587;-35.57807855764607
1739209893.2669592;-26.991370085610768
1739209893.2669597;-35.57807855764607
1739209893.2669601;-38.13080360867914
1739209893.2669606;-31.141103565318915
1739209893.266961;-29.438486411369375
1739209893.2669616;-30.49652367304973
1739209893.266962;-22.740042620751332
1739209893.2669625;-25.077289914212862
1739209893.266963;-38.13080360867914
1739209893.2669635;-28.58837851428586
1739209893.266964;-45.120503652039325
1739209893.2669644;-32.81601443825658
1739209893.266965;-24.292649948874775
1739209893.2669654;-25.62660358559016
1739209893.2669659;-28.21854285175415
1739209893.2669663;-33.981070128970906
1739209893.2669668;-33.981070128970906
1739209893.2669673;-33.981070128970906
1739209893.2669678;-29.438486411369333
1739209893.2669683;-33.981070128970906
1739209893.2669687;-35.57807855764607
1739209893.2669692;-45.120503652039325
1739209893.2669697;-45.120503652039325
1739209893.2669702;-45.120503652039325
1739209893.2669706;-45.120503652039325
1739209893.266971;-38.13080360867914
1739209893.2669716;-38.13080360867914
1739209893.266972;-38.13080360867914
1739209893.2669725;-45.120503652039325
1739209893.266973;-45.120503652039325
1739209893.2669735;-33.981070128970906
1739209893.266974;-38.13080360867914
1739209893.2669744;-45.120503652039325
1739209893.266975;-38.13080360867914
1739209893.2669754;-35.57807855764607
1739209893.2669759;-35.57807855764607
1739209893.2669764;-38.13080360867914
1739209893.2669768;-35.57807855764607
1739209893.2669773;-35.57807855764607
1739209893.2669778;-45.120503652039325
1739209893.2669783;-45.120503652039325
1739209893.2669787;-38.13080360867914
1739209893.2669792;-35.57807855764607
1739209893.2669797;-33.981070128970906
1739209893.2669802;-45.120503652039325
1739209893.2669806;-33.981070128970906
1739209893.2669814;-38.13080360867914
1739209893.2669818;-38.13080360867914
1739209893.2669823;-45.120503652039325
1739209893.2669828;-38.13080360867914
1739209893.2669833;-35.57807855764607
1739209893.2669837;-45.120503652039325
1739209893.2669842;-45.120503652039325
1739209893.2669847;-33.981070128970906
1739209893.2669852;-35.57807855764607
1739209893.2669857;-35.57807855764607
1739209893.2669861;-38.13080360867914
1739209893.2669866;-38.13080360867914
1739209893.266987;-38.13080360867914
1739209893.2669876;-33.981070128970906
1739209893.266988;-45.120503652039325
1739209893.2669885;-38.13080360867914
1739209893.266989;-32.816014438256545
1739209893.2669895;-35.57807855764607
1739209893.26699;-45.120503652039325
1739209893.2669904;-45.120503652039325
1739209893.266991;-38.13080360867914
1739209893.2669914;-38.13080360867914
1739209893.2669919;-45.120503652039325
1739209893.2669923;-45.120503652039325
1739209893.2669928;-45.120503652039325
1739209893.2669933;-45.120503652039325
1739209893.2669938;-45.120503652039325
1739209893.2669942;-38.13080360867914
1739209893.2669947;-35.57807855764607
1739209893.2669952;-38.13080360867914
1739209893.2669957;-45.120503652039325
1739209893.2669961;-38.13080360867914
1739209893.2669966;-35.57807855764607
1739209893.266997;-32.816014438256545
1739209893.2669976;-38.13080360867914
1739209893.266998;-38.13080360867914
1739209893.2669985;-38.13080360867914
1739209893.266999;-45.120503652039325
1739209893.2669995;-45.120503652039325
1739209893.267;-45.120503652039325
1739209893.2670004;-38.13080360867914
1739209893.267001;-32.81601443825658
1739209893.2670014;-45.120503652039325
1739209893.2670019;-38.13080360867914
1739209893.2670023;-38.13080360867914
1739209893.2670028;-38.13080360867914
1739209893.2670033;-45.120503652039325
1739209893.2670038;-33.981070128970906
1739209893.2670043;-45.120503652039325
1739209893.2670047;-28.992665084841942
1739209893.2670052;-32.816014438256545
1739209893.2670057;-45.120503652039325
1739209893.2670062;-45.120503652039325
1739209893.2670066;-35.57807855764607
1739209893.267007;-38.13080360867914
1739209893.2670076;-45.120503652039325
1739209893.267008;-35.57807855764607
1739209893.2670085;-38.13080360867914
1739209893.267009;-38.13080360867914
1739209893.2670095;-38.13080360867914
1739209893.26701;-45.120503652039325
1739209893.2670105;-38.13080360867914
1739209893.267011;-45.120503652039325
1739209893.2670114;-45.120503652039325
1739209893.267012;-33.981070128970906
1739209893.2670124;-38.13080360867914
1739209893.2670128;-45.120503652039325
1739209893.2670133;-38.13080360867914
1739209893.2670138;-45.120503652039325
1739209893.2670143;-45.120503652039325
1739209893.2670147;-33.981070128970906
1739209893.2670152;-38.13080360867914
