CAN Message; 0x39:0a8ff5d6f977dd94
Timestamp;Amplitude
1739209629.631495;-35.57807855764607
1739209629.6315005;-38.13080360867914
1739209629.631506;-45.120503652039325
1739209629.6315114;-35.57807855764607
1739209629.631517;-38.13080360867914
1739209629.6315224;-45.120503652039325
1739209629.631528;-38.13080360867914
1739209629.6315334;-35.57807855764607
1739209629.6315389;-38.13080360867914
1739209629.6315444;-45.120503652039325
1739209629.6315498;-38.13080360867914
1739209629.6315556;-38.13080360867914
1739209629.631561;-45.120503652039325
1739209629.6315665;-45.120503652039325
1739209629.631572;-45.120503652039325
1739209629.6315775;-45.120503652039325
1739209629.631583;-45.120503652039325
1739209629.6315885;-45.120503652039325
1739209629.631594;-45.120503652039325
1739209629.6315994;-38.13080360867914
1739209629.631605;-38.13080360867914
1739209629.6316104;-45.120503652039325
1739209629.6316159;-33.981070128970906
1739209629.6316214;-38.13080360867914
1739209629.6316268;-38.13080360867914
1739209629.6316323;-45.120503652039325
1739209629.6316378;-45.120503652039325
1739209629.6316433;-45.120503652039325
1739209629.6316488;-38.13080360867914
1739209629.6316543;-38.13080360867914
1739209629.6316597;-45.120503652039325
1739209629.6316652;-35.57807855764607
1739209629.6316707;-45.120503652039325
1739209629.6316762;-32.816014438256545
1739209629.6316817;-35.57807855764607
1739209629.6316872;-38.13080360867914
1739209629.6316926;-38.13080360867914
1739209629.6316981;-45.120503652039325
1739209629.6317036;-33.981070128970906
1739209629.631709;-38.13080360867914
1739209629.6317146;-33.981070128970906
1739209629.63172;-45.120503652039325
1739209629.6317255;-45.120503652039325
1739209629.631731;-35.57807855764607
1739209629.6317365;-38.13080360867914
1739209629.631742;-45.120503652039325
1739209629.6317475;-45.120503652039325
1739209629.631753;-32.816014438256545
1739209629.6317585;-45.120503652039325
1739209629.631764;-45.120503652039325
1739209629.6317694;-45.120503652039325
1739209629.631775;-35.57807855764607
1739209629.6317804;-38.13080360867914
1739209629.6317859;-38.13080360867914
1739209629.6317914;-38.13080360867914
1739209629.6317968;-38.13080360867914
1739209629.6318023;-45.120503652039325
1739209629.6318078;-45.120503652039325
1739209629.6318133;-38.13080360867914
1739209629.6318188;-35.57807855764607
1739209629.6318243;-38.13080360867914
1739209629.6318297;-45.120503652039325
1739209629.6318352;-38.13080360867914
1739209629.6318407;-38.13080360867914
1739209629.6318462;-45.120503652039325
1739209629.6318517;-45.120503652039325
1739209629.6318572;-45.120503652039325
1739209629.6318626;-35.57807855764607
1739209629.6318681;-38.13080360867914
1739209629.6318736;-38.13080360867914
1739209629.631879;-33.981070128970906
1739209629.6318846;-35.57807855764607
1739209629.63189;-38.13080360867914
1739209629.6318955;-33.981070128970906
1739209629.631901;-31.141103565318915
1739209629.6319065;-38.13080360867914
1739209629.631912;-38.13080360867914
1739209629.6319175;-38.13080360867914
1739209629.631923;-35.57807855764607
1739209629.6319284;-38.13080360867914
1739209629.631934;-38.13080360867914
1739209629.6319394;-45.120503652039325
1739209629.631945;-38.13080360867914
1739209629.6319504;-38.13080360867914
1739209629.631956;-33.981070128970906
1739209629.6319616;-45.120503652039325
1739209629.631967;-38.13080360867914
1739209629.6319726;-35.57807855764607
1739209629.631978;-38.13080360867914
1739209629.6319835;-45.120503652039325
1739209629.631989;-45.120503652039325
1739209629.6319945;-35.57807855764607
1739209629.632;-38.13080360867914
1739209629.6320055;-45.120503652039325
1739209629.632011;-38.13080360867914
1739209629.6320164;-38.13080360867914
1739209629.632022;-38.13080360867914
1739209629.6320274;-38.13080360867914
1739209629.6320329;-31.141103565318915
1739209629.6320384;-38.13080360867914
1739209629.6320438;-45.120503652039325
1739209629.6320493;-45.120503652039325
1739209629.6320548;-38.13080360867914
1739209629.6320603;-45.120503652039325
1739209629.6320658;-45.120503652039325
1739209629.6320713;-45.120503652039325
1739209629.6320767;-29.438486411369347
1739209629.6320822;-38.13080360867914
1739209629.6320877;-38.13080360867914
1739209629.6320932;-45.120503652039325
1739209629.6320987;-45.120503652039325
1739209629.6321042;-38.13080360867914
1739209629.6321096;-45.120503652039325
1739209629.6321151;-38.13080360867914
1739209629.6321206;-33.981070128970906
1739209629.632126;-45.120503652039325
1739209629.6321316;-38.13080360867914
1739209629.632137;-38.13080360867914
1739209629.6321425;-38.13080360867914
1739209629.632148;-38.13080360867914
1739209629.6321535;-45.120503652039325
1739209629.632159;-45.120503652039325
1739209629.6321645;-38.13080360867914
1739209629.63217;-35.57807855764607
1739209629.6321754;-38.13080360867914
1739209629.632181;-32.816014438256545
1739209629.6321864;-33.981070128970906
1739209629.632192;-38.13080360867914
1739209629.6321974;-45.120503652039325
1739209629.6322029;-45.120503652039325
1739209629.6322083;-38.13080360867914
1739209629.6322138;-45.120503652039325
1739209629.6322193;-38.13080360867914
1739209629.6322248;-45.120503652039325
1739209629.6322303;-45.120503652039325
1739209629.6322358;-38.13080360867914
1739209629.6322412;-38.13080360867914
1739209629.6322467;-38.13080360867914
1739209629.6322522;-33.981070128970906
1739209629.6322577;-35.57807855764607
1739209629.6322632;-45.120503652039325
1739209629.6322687;-38.13080360867914
1739209629.6322742;-38.13080360867914
1739209629.6322796;-33.981070128970906
1739209629.632285;-45.120503652039325
1739209629.6322906;-38.13080360867914
1739209629.632296;-33.981070128970906
1739209629.6323016;-45.120503652039325
1739209629.632307;-45.120503652039325
1739209629.6323125;-31.141103565318893
1739209629.632318;-45.120503652039325
1739209629.6323235;-45.120503652039325
1739209629.632329;-38.13080360867914
1739209629.6323345;-38.13080360867914
1739209629.63234;-38.13080360867914
1739209629.6323454;-45.120503652039325
1739209629.632351;-45.120503652039325
1739209629.6323566;-45.120503652039325
1739209629.6323621;-38.13080360867914
1739209629.6323676;-38.13080360867914
1739209629.632373;-38.13080360867914
1739209629.6323786;-38.13080360867914
1739209629.632384;-38.13080360867914
1739209629.6323895;-38.13080360867914
1739209629.632395;-38.13080360867914
1739209629.6324005;-35.57807855764607
1739209629.632406;-38.13080360867914
1739209629.6324115;-35.57807855764607
1739209629.632417;-45.120503652039325
1739209629.6324224;-35.57807855764607
1739209629.632428;-38.13080360867914
1739209629.6324334;-38.13080360867914
1739209629.632439;-38.13080360867914
1739209629.6324444;-38.13080360867914
1739209629.6324499;-35.57807855764607
1739209629.6324553;-45.120503652039325
1739209629.6324608;-45.120503652039325
1739209629.6324663;-35.57807855764607
1739209629.6324718;-38.13080360867914
1739209629.6324773;-38.13080360867914
1739209629.6324828;-38.13080360867914
1739209629.6324883;-35.57807855764607
1739209629.6324937;-35.57807855764607
1739209629.6324992;-45.120503652039325
1739209629.6325047;-38.13080360867914
1739209629.6325102;-38.13080360867914
1739209629.6325157;-38.13080360867914
1739209629.6325212;-35.57807855764607
1739209629.6325266;-38.13080360867914
1739209629.6325321;-35.57807855764607
1739209629.6325376;-38.13080360867914
1739209629.632543;-45.120503652039325
1739209629.6325486;-38.13080360867914
1739209629.632554;-35.57807855764607
1739209629.6325595;-38.13080360867914
1739209629.632565;-33.981070128970956
1739209629.6325705;-45.120503652039325
1739209629.632576;-35.57807855764607
1739209629.6325815;-45.120503652039325
1739209629.632587;-45.120503652039325
1739209629.6325924;-38.13080360867914
1739209629.632598;-38.13080360867914
1739209629.6326034;-35.57807855764607
1739209629.632609;-29.438486411369333
1739209629.6326144;-38.13080360867914
1739209629.6326199;-38.13080360867914
1739209629.6326253;-38.13080360867914
1739209629.6326308;-35.57807855764607
1739209629.6326363;-45.120503652039325
1739209629.6326418;-45.120503652039325
1739209629.6326473;-38.13080360867914
1739209629.6326528;-45.120503652039325
1739209629.6326582;-45.120503652039325
1739209629.6326637;-32.816014438256545
1739209629.6326692;-45.120503652039325
1739209629.6326747;-45.120503652039325
1739209629.6326802;-45.120503652039325
1739209629.6326857;-45.120503652039325
1739209629.6326911;-45.120503652039325
1739209629.6326966;-32.816014438256545
1739209629.632702;-33.981070128970906
1739209629.6327076;-38.13080360867914
1739209629.632713;-38.13080360867914
1739209629.6327186;-38.13080360867914
1739209629.632724;-45.120503652039325
1739209629.6327295;-38.13080360867914
1739209629.632735;-45.120503652039325
1739209629.6327405;-38.13080360867914
1739209629.632746;-38.13080360867914
1739209629.6327515;-38.13080360867914
1739209629.632757;-38.13080360867914
1739209629.6327627;-45.120503652039325
1739209629.6327682;-38.13080360867914
1739209629.6327736;-35.57807855764607
1739209629.6327791;-33.981070128970906
1739209629.6327846;-45.120503652039325
1739209629.63279;-45.120503652039325
1739209629.6327956;-45.120503652039325
1739209629.632801;-38.13080360867914
1739209629.6328065;-45.120503652039325
1739209629.632812;-45.120503652039325
1739209629.6328175;-45.120503652039325
1739209629.632823;-45.120503652039325
1739209629.6328285;-30.49652367304973
1739209629.632834;-30.49652367304973
1739209629.6328394;-45.120503652039325
1739209629.632845;-38.13080360867914
1739209629.6328504;-38.13080360867914
1739209629.632856;-35.57807855764607
1739209629.6328614;-38.13080360867914
1739209629.6328669;-38.13080360867914
1739209629.6328723;-38.13080360867914
1739209629.6328778;-38.13080360867914
1739209629.6328833;-38.13080360867914
1739209629.6328888;-45.120503652039325
1739209629.6328943;-45.120503652039325
1739209629.6328998;-45.120503652039325
1739209629.6329052;-38.13080360867914
1739209629.6329107;-45.120503652039325
1739209629.6329162;-30.49652367304973
1739209629.6329217;-28.992665084841942
1739209629.6329272;-45.120503652039325
1739209629.6329327;-38.13080360867914
1739209629.6329381;-32.816014438256545
1739209629.6329436;-38.13080360867914
1739209629.632949;-45.120503652039325
1739209629.6329546;-38.13080360867914
1739209629.63296;-38.13080360867914
1739209629.6329656;-45.120503652039325
1739209629.632971;-38.13080360867914
1739209629.6329765;-45.120503652039325
1739209629.632982;-35.57807855764607
1739209629.6329875;-33.981070128970906
1739209629.632993;-45.120503652039325
1739209629.6329985;-38.13080360867914
1739209629.633004;-35.57807855764607
1739209629.6330094;-33.981070128970906
1739209629.633015;-45.120503652039325
1739209629.6330204;-38.13080360867914
1739209629.633026;-38.13080360867914
1739209629.6330314;-45.120503652039325
1739209629.6330369;-45.120503652039325
1739209629.6330423;-38.13080360867914
1739209629.6330478;-35.57807855764607
1739209629.6330533;-33.981070128970906
1739209629.6330588;-45.120503652039325
1739209629.6330643;-45.120503652039325
1739209629.6330698;-38.13080360867914
1739209629.6330752;-33.981070128970906
1739209629.6330807;-45.120503652039325
1739209629.6330862;-38.13080360867914
1739209629.6330917;-45.120503652039325
1739209629.6330972;-45.120503652039325
1739209629.6331027;-45.120503652039325
1739209629.6331081;-45.120503652039325
1739209629.6331136;-35.57807855764607
1739209629.633119;-38.13080360867914
1739209629.6331246;-45.120503652039325
1739209629.63313;-45.120503652039325
1739209629.6331356;-35.57807855764607
1739209629.633141;-38.13080360867914
1739209629.6331465;-45.120503652039325
1739209629.633152;-45.120503652039325
1739209629.6331575;-38.13080360867914
1739209629.6331632;-38.13080360867914
1739209629.6331687;-38.13080360867914
1739209629.6331742;-38.13080360867914
1739209629.6331797;-38.13080360867914
1739209629.6331851;-38.13080360867914
1739209629.6331906;-38.13080360867914
1739209629.633196;-45.120503652039325
1739209629.6332016;-38.13080360867914
1739209629.633207;-33.981070128970906
1739209629.6332126;-38.13080360867914
1739209629.633218;-38.13080360867914
1739209629.6332235;-38.13080360867914
1739209629.633229;-45.120503652039325
1739209629.6332345;-38.13080360867914
1739209629.63324;-38.13080360867914
1739209629.6332455;-45.120503652039325
1739209629.633251;-45.120503652039325
1739209629.6332564;-45.120503652039325
1739209629.633262;-38.13080360867914
1739209629.6332674;-33.981070128970906
1739209629.633273;-33.981070128970906
1739209629.6332784;-33.981070128970906
1739209629.6332839;-45.120503652039325
1739209629.6332893;-45.120503652039325
1739209629.6332948;-35.57807855764607
1739209629.6333003;-35.57807855764607
1739209629.6333058;-38.13080360867914
1739209629.6333113;-38.13080360867914
1739209629.6333168;-45.120503652039325
1739209629.6333222;-45.120503652039325
1739209629.6333277;-45.120503652039325
1739209629.6333332;-45.120503652039325
1739209629.6333387;-45.120503652039325
1739209629.6333442;-38.13080360867914
1739209629.6333497;-35.57807855764607
1739209629.6333551;-38.13080360867914
1739209629.6333606;-35.57807855764607
1739209629.633366;-35.57807855764607
1739209629.6333716;-38.13080360867914
1739209629.633377;-45.120503652039325
1739209629.6333826;-38.13080360867914
1739209629.633388;-45.120503652039325
1739209629.6333935;-38.13080360867914
1739209629.633399;-45.120503652039325
1739209629.6334045;-38.13080360867914
1739209629.63341;-38.13080360867914
1739209629.6334155;-45.120503652039325
1739209629.633421;-45.120503652039325
1739209629.6334264;-45.120503652039325
1739209629.633432;-45.120503652039325
1739209629.6334374;-45.120503652039325
1739209629.6334429;-45.120503652039325
1739209629.6334484;-45.120503652039325
1739209629.6334538;-38.13080360867914
1739209629.6334593;-38.13080360867914
1739209629.6334648;-45.120503652039325
1739209629.6334703;-33.981070128970906
1739209629.6334758;-30.49652367304973
1739209629.6334813;-38.13080360867914
1739209629.6334867;-45.120503652039325
1739209629.6334922;-33.981070128970906
1739209629.6334977;-29.438486411369333
1739209629.6335032;-38.13080360867914
1739209629.6335087;-45.120503652039325
1739209629.6335142;-45.120503652039325
1739209629.6335196;-38.13080360867914
1739209629.6335251;-45.120503652039325
1739209629.6335306;-45.120503652039325
1739209629.633536;-45.120503652039325
1739209629.6335416;-33.981070128970956
1739209629.633547;-45.120503652039325
1739209629.6335526;-45.120503652039325
1739209629.633558;-38.13080360867914
1739209629.6335638;-35.57807855764607
1739209629.6335692;-33.981070128970906
1739209629.6335747;-45.120503652039325
1739209629.6335802;-38.13080360867914
1739209629.6335857;-26.991370085610736
1739209629.6335912;-33.981070128970906
1739209629.6335967;-45.120503652039325
1739209629.6336021;-38.13080360867914
1739209629.6336076;-32.816014438256545
1739209629.633613;-33.981070128970906
1739209629.6336186;-38.13080360867914
1739209629.633624;-45.120503652039325
1739209629.6336296;-38.13080360867914
1739209629.633635;-45.120503652039325
1739209629.6336405;-45.120503652039325
1739209629.633646;-45.120503652039325
1739209629.6336515;-45.120503652039325
1739209629.633657;-38.13080360867914
1739209629.6336625;-38.13080360867914
1739209629.633668;-38.13080360867914
1739209629.6336734;-32.816014438256545
1739209629.633679;-38.13080360867914
1739209629.6336844;-45.120503652039325
1739209629.6336899;-38.13080360867914
1739209629.6336954;-38.13080360867914
1739209629.6337008;-45.120503652039325
1739209629.6337063;-45.120503652039325
1739209629.6337118;-45.120503652039325
1739209629.6337173;-31.141103565318893
1739209629.6337228;-38.13080360867914
1739209629.6337283;-45.120503652039325
1739209629.6337337;-35.57807855764607
1739209629.6337392;-35.57807855764607
1739209629.6337447;-38.13080360867914
1739209629.6337502;-45.120503652039325
1739209629.6337557;-38.13080360867914
1739209629.6337612;-38.13080360867914
1739209629.6337667;-45.120503652039325
1739209629.6337721;-45.120503652039325
1739209629.6337776;-38.13080360867914
1739209629.633783;-45.120503652039325
1739209629.6337886;-45.120503652039325
1739209629.633794;-38.13080360867914
1739209629.6337996;-45.120503652039325
1739209629.633805;-29.438486411369333
1739209629.6338105;-32.816014438256545
1739209629.633816;-45.120503652039325
1739209629.6338215;-45.120503652039325
1739209629.633827;-35.57807855764607
1739209629.6338325;-45.120503652039325
1739209629.633838;-45.120503652039325
1739209629.6338434;-45.120503652039325
1739209629.633849;-45.120503652039325
1739209629.6338544;-45.120503652039325
1739209629.6338599;-45.120503652039325
1739209629.6338654;-45.120503652039325
1739209629.6338708;-35.57807855764607
1739209629.6338763;-38.13080360867914
1739209629.6338818;-45.120503652039325
1739209629.6338873;-33.981070128970906
1739209629.6338928;-45.120503652039325
1739209629.6338983;-45.120503652039325
1739209629.6339037;-35.57807855764607
1739209629.6339092;-38.13080360867914
1739209629.6339147;-38.13080360867914
1739209629.6339202;-33.981070128970906
1739209629.6339257;-45.120503652039325
1739209629.6339312;-45.120503652039325
1739209629.6339366;-32.816014438256545
1739209629.6339421;-32.816014438256545
1739209629.6339476;-38.13080360867914
1739209629.633953;-38.13080360867914
1739209629.6339586;-45.120503652039325
1739209629.6339643;-38.13080360867914
1739209629.6339698;-38.13080360867914
1739209629.6339753;-38.13080360867914
1739209629.6339808;-45.120503652039325
1739209629.6339862;-45.120503652039325
1739209629.6339917;-35.57807855764607
1739209629.6339972;-35.57807855764607
1739209629.6340027;-45.120503652039325
1739209629.6340082;-38.13080360867914
1739209629.6340137;-35.57807855764607
1739209629.6340191;-38.13080360867914
1739209629.6340246;-45.120503652039325
1739209629.63403;-38.13080360867914
1739209629.6340356;-38.13080360867914
1739209629.634041;-38.13080360867914
1739209629.6340466;-45.120503652039325
1739209629.634052;-45.120503652039325
1739209629.6340575;-38.13080360867914
1739209629.634063;-45.120503652039325
1739209629.6340685;-45.120503652039325
1739209629.634074;-33.981070128970906
1739209629.6340795;-38.13080360867914
1739209629.634085;-45.120503652039325
1739209629.6340904;-45.120503652039325
1739209629.634096;-38.13080360867914
1739209629.6341014;-38.13080360867914
1739209629.6341069;-45.120503652039325
1739209629.6341124;-45.120503652039325
1739209629.6341178;-38.13080360867914
1739209629.6341233;-35.57807855764607
1739209629.6341288;-38.13080360867914
1739209629.6341343;-45.120503652039325
1739209629.6341398;-45.120503652039325
1739209629.6341453;-45.120503652039325
1739209629.6341507;-38.13080360867914
1739209629.6341562;-38.13080360867914
1739209629.6341617;-33.981070128970906
1739209629.6341672;-45.120503652039325
1739209629.6341727;-38.13080360867914
1739209629.6341782;-45.120503652039325
1739209629.6341836;-38.13080360867914
1739209629.6341891;-45.120503652039325
1739209629.6341946;-45.120503652039325
1739209629.6342;-33.981070128970906
1739209629.6342056;-38.13080360867914
1739209629.634211;-45.120503652039325
1739209629.6342165;-45.120503652039325
1739209629.634222;-38.13080360867914
1739209629.6342275;-38.13080360867914
1739209629.634233;-45.120503652039325
1739209629.6342385;-45.120503652039325
1739209629.634244;-38.13080360867914
1739209629.6342494;-38.13080360867914
1739209629.634255;-35.57807855764607
1739209629.6342604;-35.57807855764607
1739209629.634266;-45.120503652039325
1739209629.6342714;-38.13080360867914
1739209629.6342769;-38.13080360867914
1739209629.6342824;-38.13080360867914
1739209629.6342878;-45.120503652039325
1739209629.6342933;-35.57807855764607
1739209629.6342988;-38.13080360867914
1739209629.6343043;-45.120503652039325
1739209629.6343098;-35.57807855764607
1739209629.6343153;-33.981070128970906
1739209629.6343207;-45.120503652039325
1739209629.6343262;-45.120503652039325
1739209629.6343317;-38.13080360867914
1739209629.6343372;-38.13080360867914
1739209629.6343427;-45.120503652039325
1739209629.6343482;-38.13080360867914
1739209629.6343536;-35.57807855764607
1739209629.6343591;-38.13080360867914
1739209629.6343648;-45.120503652039325
1739209629.6343703;-38.13080360867914
1739209629.6343758;-45.120503652039325
1739209629.6343813;-33.981070128970906
1739209629.6343868;-31.141103565318915
1739209629.6343923;-38.13080360867914
1739209629.6343977;-38.13080360867914
1739209629.6344032;-45.120503652039325
1739209629.6344087;-33.981070128970906
1739209629.6344142;-45.120503652039325
1739209629.6344197;-35.57807855764607
1739209629.6344252;-38.13080360867914
1739209629.6344306;-33.981070128970956
1739209629.6344361;-33.981070128970906
1739209629.6344416;-35.57807855764607
1739209629.634447;-38.13080360867914
1739209629.6344526;-45.120503652039325
1739209629.634458;-38.13080360867914
1739209629.6344635;-45.120503652039325
1739209629.634469;-33.981070128970906
1739209629.6344745;-28.58837851428586
1739209629.63448;-38.13080360867914
1739209629.6344855;-45.120503652039325
1739209629.634491;-38.13080360867914
1739209629.6344965;-38.13080360867914
1739209629.634502;-45.120503652039325
1739209629.6345074;-38.13080360867914
1739209629.634513;-45.120503652039325
1739209629.6345184;-45.120503652039325
1739209629.6345239;-38.13080360867914
1739209629.6345294;-38.13080360867914
1739209629.6345348;-45.120503652039325
1739209629.6345403;-45.120503652039325
1739209629.6345458;-38.13080360867914
1739209629.6345513;-38.13080360867914
1739209629.6345568;-35.57807855764607
1739209629.6345623;-45.120503652039325
1739209629.6345677;-45.120503652039325
1739209629.6345732;-38.13080360867914
1739209629.6345787;-45.120503652039325
1739209629.6345842;-45.120503652039325
1739209629.6345897;-45.120503652039325
1739209629.6345952;-45.120503652039325
1739209629.6346006;-38.13080360867914
1739209629.6346061;-25.826314394896354
1739209629.6346116;-38.13080360867914
1739209629.634617;-35.57807855764607
1739209629.6346226;-38.13080360867914
1739209629.634628;-32.816014438256545
1739209629.6346335;-38.13080360867914
1739209629.634639;-35.57807855764607
1739209629.6346445;-45.120503652039325
1739209629.63465;-33.981070128970956
1739209629.6346555;-45.120503652039325
1739209629.634661;-35.57807855764607
1739209629.6346664;-45.120503652039325
1739209629.634672;-45.120503652039325
1739209629.6346774;-33.981070128970906
1739209629.634683;-45.120503652039325
1739209629.6346884;-38.13080360867914
1739209629.6346939;-26.035653463252796
1739209629.6346993;-38.13080360867914
1739209629.6347048;-45.120503652039325
1739209629.6347103;-45.120503652039325
1739209629.6347158;-38.13080360867914
1739209629.6347213;-45.120503652039325
1739209629.6347268;-45.120503652039325
1739209629.6347322;-45.120503652039325
1739209629.6347377;-45.120503652039325
1739209629.6347432;-45.120503652039325
1739209629.6347487;-45.120503652039325
1739209629.6347542;-45.120503652039325
1739209629.6347597;-38.13080360867914
1739209629.6347654;-38.13080360867914
1739209629.6347709;-45.120503652039325
1739209629.6347764;-38.13080360867914
1739209629.6347818;-35.57807855764607
1739209629.6347873;-38.13080360867914
1739209629.6347928;-45.120503652039325
1739209629.6347983;-38.13080360867914
1739209629.6348038;-38.13080360867914
1739209629.6348093;-38.13080360867914
1739209629.6348147;-45.120503652039325
1739209629.6348202;-45.120503652039325
1739209629.6348257;-38.13080360867914
1739209629.6348312;-45.120503652039325
1739209629.6348367;-45.120503652039325
1739209629.6348422;-38.13080360867914
1739209629.6348476;-35.57807855764607
1739209629.6348531;-38.13080360867914
1739209629.6348586;-45.120503652039325
1739209629.634864;-38.13080360867914
1739209629.6348696;-45.120503652039325
1739209629.634875;-45.120503652039325
1739209629.6348805;-45.120503652039325
1739209629.634886;-45.120503652039325
1739209629.6348915;-45.120503652039325
1739209629.634897;-45.120503652039325
1739209629.6349025;-45.120503652039325
1739209629.634908;-45.120503652039325
1739209629.6349134;-32.816014438256545
1739209629.634919;-38.13080360867914
1739209629.6349244;-45.120503652039325
1739209629.63493;-45.120503652039325
1739209629.6349354;-35.57807855764607
1739209629.6349409;-38.13080360867914
1739209629.6349463;-45.120503652039325
1739209629.6349518;-35.57807855764607
1739209629.6349573;-38.13080360867914
1739209629.6349628;-45.120503652039325
1739209629.6349683;-45.120503652039325
1739209629.6349738;-38.13080360867914
1739209629.6349792;-35.57807855764607
1739209629.6349847;-38.13080360867914
1739209629.6349902;-45.120503652039325
1739209629.6349957;-38.13080360867914
1739209629.6350012;-35.57807855764607
1739209629.6350067;-33.981070128970906
1739209629.6350121;-45.120503652039325
1739209629.6350176;-45.120503652039325
1739209629.635023;-38.13080360867914
1739209629.6350286;-45.120503652039325
1739209629.635034;-38.13080360867914
1739209629.6350396;-38.13080360867914
1739209629.635045;-38.13080360867914
1739209629.6350505;-38.13080360867914
1739209629.635056;-45.120503652039325
1739209629.6350615;-33.981070128970906
1739209629.635067;-35.57807855764607
1739209629.6350725;-33.981070128970906
1739209629.635078;-45.120503652039325
1739209629.6350834;-38.13080360867914
1739209629.635089;-38.13080360867914
1739209629.6350944;-33.981070128970906
1739209629.6351;-45.120503652039325
1739209629.6351054;-38.13080360867914
1739209629.6351109;-45.120503652039325
1739209629.6351163;-38.13080360867914
1739209629.6351218;-45.120503652039325
1739209629.6351273;-38.13080360867914
1739209629.6351328;-38.13080360867914
1739209629.6351383;-38.13080360867914
1739209629.6351438;-45.120503652039325
1739209629.6351492;-45.120503652039325
1739209629.6351547;-38.13080360867914
1739209629.6351602;-38.13080360867914
1739209629.6351657;-45.120503652039325
1739209629.6351714;-45.120503652039325
1739209629.635177;-38.13080360867914
1739209629.6351824;-45.120503652039325
1739209629.6351879;-45.120503652039325
1739209629.6351933;-45.120503652039325
1739209629.6351988;-35.57807855764607
1739209629.6352043;-31.141103565318915
1739209629.6352098;-45.120503652039325
1739209629.6352153;-45.120503652039325
1739209629.6352208;-35.57807855764607
1739209629.6352262;-32.816014438256545
1739209629.6352317;-45.120503652039325
1739209629.6352372;-45.120503652039325
1739209629.6352427;-45.120503652039325
1739209629.6352482;-45.120503652039325
