CAN Message; 0x150:020012632750098d
Timestamp;Amplitude
1739209677.596925;-38.13080360867914
1739209677.5969334;-38.13080360867914
1739209677.596942;-45.120503652039325
1739209677.5969503;-38.13080360867914
1739209677.5969589;-45.120503652039325
1739209677.5969675;-33.981070128970956
1739209677.5969758;-45.120503652039325
1739209677.5969844;-45.120503652039325
1739209677.596993;-38.13080360867914
1739209677.5970013;-38.13080360867914
1739209677.59701;-38.13080360867914
1739209677.5970182;-38.13080360867914
1739209677.5970268;-38.13080360867914
1739209677.5970354;-31.141103565318915
1739209677.5970438;-45.120503652039325
1739209677.5970523;-45.120503652039325
1739209677.597061;-35.57807855764607
1739209677.5970693;-38.13080360867914
1739209677.5970778;-45.120503652039325
1739209677.5970862;-45.120503652039325
1739209677.5970948;-45.120503652039325
1739209677.5971034;-45.120503652039325
1739209677.5971117;-45.120503652039325
1739209677.5971203;-38.13080360867914
1739209677.5971289;-38.13080360867914
1739209677.5971372;-33.981070128970906
1739209677.5971458;-45.120503652039325
1739209677.5971541;-38.13080360867914
1739209677.5971627;-38.13080360867914
1739209677.5971713;-45.120503652039325
1739209677.5971797;-45.120503652039325
1739209677.5971882;-45.120503652039325
1739209677.5971968;-45.120503652039325
1739209677.5972052;-45.120503652039325
1739209677.5972137;-45.120503652039325
1739209677.597222;-45.120503652039325
1739209677.5972307;-45.120503652039325
1739209677.5972393;-38.13080360867914
1739209677.5972476;-35.57807855764607
1739209677.5972562;-45.120503652039325
1739209677.5972648;-45.120503652039325
1739209677.597273;-32.816014438256545
1739209677.5972817;-38.13080360867914
1739209677.59729;-38.13080360867914
1739209677.5972986;-38.13080360867914
1739209677.5973072;-38.13080360867914
1739209677.5973155;-45.120503652039325
1739209677.5973241;-38.13080360867914
1739209677.5973327;-38.13080360867914
1739209677.597341;-45.120503652039325
1739209677.5973496;-45.120503652039325
1739209677.597358;-45.120503652039325
1739209677.5973666;-45.120503652039325
1739209677.5973752;-38.13080360867914
1739209677.5973835;-35.57807855764607
1739209677.597392;-38.13080360867914
1739209677.5974007;-38.13080360867914
1739209677.597409;-38.13080360867914
1739209677.5974176;-31.141103565318915
1739209677.597426;-38.13080360867914
1739209677.5974345;-45.120503652039325
1739209677.597443;-38.13080360867914
1739209677.5974514;-45.120503652039325
1739209677.59746;-38.13080360867914
1739209677.5974686;-45.120503652039325
1739209677.597477;-45.120503652039325
1739209677.5974855;-45.120503652039325
1739209677.597494;-38.13080360867914
1739209677.5975025;-45.120503652039325
1739209677.597511;-45.120503652039325
1739209677.5975194;-45.120503652039325
1739209677.597528;-45.120503652039325
1739209677.5975366;-45.120503652039325
1739209677.597545;-38.13080360867914
1739209677.5975535;-38.13080360867914
1739209677.5975618;-33.981070128970906
1739209677.5975704;-45.120503652039325
1739209677.597579;-45.120503652039325
1739209677.5975873;-29.438486411369333
1739209677.597596;-31.141103565318893
1739209677.5976045;-45.120503652039325
1739209677.5976129;-45.120503652039325
1739209677.5976214;-45.120503652039325
1739209677.5976298;-38.13080360867914
1739209677.5976384;-38.13080360867914
1739209677.597647;-45.120503652039325
1739209677.5976553;-45.120503652039325
1739209677.5976639;-38.13080360867914
1739209677.5976725;-45.120503652039325
1739209677.5976808;-38.13080360867914
1739209677.5976894;-33.981070128970906
1739209677.5976977;-33.981070128970906
1739209677.5977063;-45.120503652039325
1739209677.597715;-45.120503652039325
1739209677.5977232;-32.816014438256545
1739209677.5977318;-35.57807855764607
1739209677.5977404;-45.120503652039325
1739209677.5977488;-38.13080360867914
1739209677.5977573;-35.57807855764607
1739209677.5977657;-35.57807855764607
1739209677.5977743;-45.120503652039325
1739209677.5977829;-45.120503652039325
1739209677.5977912;-45.120503652039325
1739209677.5977998;-38.13080360867914
1739209677.5978084;-38.13080360867914
1739209677.5978167;-45.120503652039325
1739209677.5978253;-45.120503652039325
1739209677.5978336;-38.13080360867914
1739209677.5978422;-38.13080360867914
1739209677.5978508;-38.13080360867914
1739209677.5978591;-38.13080360867914
1739209677.5978677;-45.120503652039325
1739209677.5978763;-45.120503652039325
1739209677.5978847;-45.120503652039325
1739209677.5978932;-35.57807855764607
1739209677.5979016;-38.13080360867914
1739209677.5979102;-38.13080360867914
1739209677.5979187;-38.13080360867914
1739209677.597927;-45.120503652039325
1739209677.5979357;-45.120503652039325
1739209677.5979443;-38.13080360867914
1739209677.5979526;-38.13080360867914
1739209677.5979612;-45.120503652039325
1739209677.5979695;-45.120503652039325
1739209677.597978;-38.13080360867914
1739209677.5979867;-38.13080360867914
1739209677.597995;-45.120503652039325
1739209677.5980036;-45.120503652039325
1739209677.598012;-35.57807855764607
1739209677.5980206;-38.13080360867914
1739209677.5980291;-38.13080360867914
1739209677.5980375;-38.13080360867914
1739209677.598046;-38.13080360867914
1739209677.5980546;-45.120503652039325
1739209677.598063;-31.141103565318893
1739209677.5980716;-32.816014438256545
1739209677.59808;-38.13080360867914
1739209677.5980885;-38.13080360867914
1739209677.598097;-45.120503652039325
1739209677.5981054;-38.13080360867914
1739209677.598114;-38.13080360867914
1739209677.5981226;-38.13080360867914
1739209677.598131;-45.120503652039325
1739209677.5981395;-45.120503652039325
1739209677.5981479;-32.816014438256545
1739209677.5981565;-35.57807855764607
1739209677.598165;-45.120503652039325
1739209677.5981734;-45.120503652039325
1739209677.598182;-38.13080360867914
1739209677.5981905;-45.120503652039325
1739209677.598199;-31.141103565318893
1739209677.5982075;-31.141103565318893
1739209677.5982158;-38.13080360867914
1739209677.5982244;-38.13080360867914
1739209677.598233;-38.13080360867914
1739209677.5982413;-38.13080360867914
1739209677.59825;-45.120503652039325
1739209677.5982585;-38.13080360867914
1739209677.5982668;-45.120503652039325
1739209677.5982754;-45.120503652039325
1739209677.5982838;-45.120503652039325
1739209677.5982924;-45.120503652039325
1739209677.598301;-45.120503652039325
1739209677.5983093;-45.120503652039325
1739209677.5983179;-45.120503652039325
1739209677.5983264;-45.120503652039325
1739209677.5983348;-45.120503652039325
1739209677.5983434;-45.120503652039325
1739209677.5983517;-38.13080360867914
1739209677.5983603;-38.13080360867914
1739209677.598369;-45.120503652039325
1739209677.5983772;-45.120503652039325
1739209677.5983858;-35.57807855764607
1739209677.5983944;-38.13080360867914
1739209677.5984027;-32.816014438256545
1739209677.5984113;-29.438486411369333
1739209677.5984197;-45.120503652039325
1739209677.5984282;-45.120503652039325
1739209677.5984368;-45.120503652039325
1739209677.5984452;-35.57807855764607
1739209677.5984538;-32.816014438256545
1739209677.5984623;-32.816014438256545
1739209677.5984707;-45.120503652039325
1739209677.5984793;-45.120503652039325
1739209677.5984876;-45.120503652039325
1739209677.5984962;-45.120503652039325
1739209677.5985048;-45.120503652039325
1739209677.5985131;-45.120503652039325
1739209677.5985217;-38.13080360867914
1739209677.5985303;-45.120503652039325
1739209677.5985386;-38.13080360867914
1739209677.5985472;-28.992665084841942
1739209677.5985556;-38.13080360867914
1739209677.5985641;-38.13080360867914
1739209677.5985727;-38.13080360867914
1739209677.598581;-32.816014438256545
1739209677.5985897;-38.13080360867914
1739209677.5985982;-45.120503652039325
1739209677.5986066;-45.120503652039325
1739209677.5986152;-33.981070128970956
1739209677.5986235;-38.13080360867914
1739209677.598632;-38.13080360867914
1739209677.5986407;-45.120503652039325
1739209677.598649;-45.120503652039325
1739209677.5986576;-38.13080360867914
1739209677.5986662;-38.13080360867914
1739209677.5986745;-45.120503652039325
1739209677.598683;-31.141103565318915
1739209677.5986915;-35.57807855764607
1739209677.5987;-38.13080360867914
1739209677.5987086;-45.120503652039325
1739209677.598717;-38.13080360867914
1739209677.5987256;-38.13080360867914
1739209677.5987341;-38.13080360867914
1739209677.5987425;-45.120503652039325
1739209677.598751;-32.81601443825658
1739209677.5987594;-38.13080360867914
1739209677.598768;-33.981070128970906
1739209677.5987766;-45.120503652039325
1739209677.598785;-45.120503652039325
1739209677.5987935;-35.57807855764607
1739209677.598802;-35.57807855764607
1739209677.5988104;-45.120503652039325
1739209677.598819;-45.120503652039325
1739209677.5988274;-45.120503652039325
1739209677.598836;-38.13080360867914
1739209677.5988445;-38.13080360867914
1739209677.5988529;-45.120503652039325
1739209677.5988615;-45.120503652039325
1739209677.59887;-38.13080360867914
1739209677.5988784;-45.120503652039325
1739209677.598887;-45.120503652039325
1739209677.5988953;-38.13080360867914
1739209677.598904;-45.120503652039325
1739209677.5989125;-45.120503652039325
1739209677.5989208;-45.120503652039325
1739209677.5989294;-38.13080360867914
1739209677.598938;-45.120503652039325
1739209677.5989463;-35.57807855764607
1739209677.598955;-38.13080360867914
1739209677.5989633;-38.13080360867914
1739209677.5989718;-45.120503652039325
1739209677.5989804;-45.120503652039325
1739209677.5989888;-38.13080360867914
1739209677.5989974;-45.120503652039325
1739209677.599006;-38.13080360867914
1739209677.5990143;-45.120503652039325
1739209677.5990229;-38.13080360867914
1739209677.5990312;-38.13080360867914
1739209677.5990398;-38.13080360867914
1739209677.5990484;-45.120503652039325
1739209677.5990567;-38.13080360867914
1739209677.5990653;-38.13080360867914
1739209677.599074;-45.120503652039325
1739209677.5990822;-38.13080360867914
1739209677.5990908;-45.120503652039325
1739209677.5990992;-45.120503652039325
1739209677.5991077;-45.120503652039325
1739209677.5991163;-45.120503652039325
1739209677.5991247;-45.120503652039325
1739209677.5991333;-38.13080360867914
1739209677.5991416;-32.816014438256545
1739209677.5991502;-45.120503652039325
1739209677.5991588;-45.120503652039325
1739209677.599167;-45.120503652039325
1739209677.5991757;-45.120503652039325
1739209677.5991843;-38.13080360867914
1739209677.5991926;-38.13080360867914
1739209677.5992012;-45.120503652039325
1739209677.5992095;-45.120503652039325
1739209677.5992181;-33.981070128970906
1739209677.5992267;-38.13080360867914
1739209677.599235;-45.120503652039325
1739209677.5992436;-45.120503652039325
1739209677.5992522;-38.13080360867914
1739209677.5992606;-38.13080360867914
1739209677.5992692;-38.13080360867914
1739209677.5992775;-38.13080360867914
1739209677.599286;-45.120503652039325
1739209677.5992947;-45.120503652039325
1739209677.599303;-45.120503652039325
1739209677.5993116;-45.120503652039325
1739209677.5993202;-33.981070128970906
1739209677.5993285;-38.13080360867914
1739209677.599337;-45.120503652039325
1739209677.5993454;-45.120503652039325
1739209677.599354;-38.13080360867914
1739209677.5993626;-38.13080360867914
1739209677.599371;-35.57807855764607
1739209677.5993795;-38.13080360867914
1739209677.5993881;-38.13080360867914
1739209677.5993965;-45.120503652039325
1739209677.599405;-35.57807855764607
1739209677.5994134;-38.13080360867914
1739209677.599422;-45.120503652039325
1739209677.5994306;-45.120503652039325
1739209677.599439;-45.120503652039325
1739209677.5994475;-45.120503652039325
1739209677.599456;-45.120503652039325
1739209677.5994644;-45.120503652039325
1739209677.599473;-45.120503652039325
1739209677.5994813;-45.120503652039325
1739209677.59949;-38.13080360867914
1739209677.5994985;-35.57807855764607
1739209677.5995069;-45.120503652039325
1739209677.5995154;-45.120503652039325
1739209677.599524;-38.13080360867914
1739209677.5995324;-38.13080360867914
1739209677.599541;-38.13080360867914
1739209677.5995493;-45.120503652039325
1739209677.5995579;-38.13080360867914
1739209677.5995665;-38.13080360867914
1739209677.5995748;-35.57807855764607
1739209677.5995834;-38.13080360867914
1739209677.599592;-38.13080360867914
1739209677.5996003;-38.13080360867914
1739209677.599609;-45.120503652039325
1739209677.5996172;-45.120503652039325
1739209677.5996258;-33.981070128970906
1739209677.5996344;-38.13080360867914
1739209677.5996428;-45.120503652039325
1739209677.5996513;-45.120503652039325
1739209677.59966;-33.981070128970906
1739209677.5996683;-45.120503652039325
1739209677.5996768;-45.120503652039325
1739209677.5996852;-45.120503652039325
1739209677.5996938;-38.13080360867914
1739209677.5997024;-45.120503652039325
1739209677.5997107;-28.21854285175415
1739209677.5997193;-31.141103565318893
1739209677.5997279;-45.120503652039325
1739209677.5997362;-33.981070128970906
1739209677.5997448;-38.13080360867914
1739209677.5997531;-35.57807855764607
1739209677.5997617;-45.120503652039325
1739209677.5997703;-35.57807855764607
1739209677.5997787;-45.120503652039325
1739209677.5997872;-45.120503652039325
1739209677.5997958;-45.120503652039325
1739209677.5998042;-45.120503652039325
1739209677.5998127;-45.120503652039325
1739209677.599821;-45.120503652039325
1739209677.5998297;-45.120503652039325
1739209677.5998383;-45.120503652039325
1739209677.5998466;-35.57807855764607
1739209677.5998552;-30.49652367304973
1739209677.5998638;-45.120503652039325
1739209677.599872;-45.120503652039325
1739209677.5998807;-32.816014438256545
1739209677.599889;-32.816014438256545
1739209677.5998976;-45.120503652039325
1739209677.5999062;-38.13080360867914
1739209677.5999146;-38.13080360867914
1739209677.5999231;-38.13080360867914
1739209677.5999317;-45.120503652039325
1739209677.59994;-38.13080360867914
1739209677.5999486;-45.120503652039325
1739209677.599957;-45.120503652039325
1739209677.5999656;-38.13080360867914
1739209677.5999742;-33.981070128970906
1739209677.5999825;-45.120503652039325
1739209677.599991;-38.13080360867914
1739209677.5999997;-35.57807855764607
1739209677.600008;-38.13080360867914
1739209677.6000166;-45.120503652039325
1739209677.600025;-45.120503652039325
1739209677.6000335;-38.13080360867914
1739209677.600042;-38.13080360867914
1739209677.6000504;-33.981070128970906
1739209677.600059;-28.58837851428586
1739209677.6000676;-38.13080360867914
1739209677.600076;-38.13080360867914
1739209677.6000845;-38.13080360867914
1739209677.600093;-35.57807855764607
1739209677.6001015;-38.13080360867914
1739209677.60011;-38.13080360867914
1739209677.6001184;-45.120503652039325
1739209677.600127;-33.981070128970956
1739209677.6001356;-45.120503652039325
1739209677.600144;-38.13080360867914
1739209677.6001525;-38.13080360867914
1739209677.6001608;-45.120503652039325
1739209677.6001694;-45.120503652039325
1739209677.600178;-45.120503652039325
1739209677.6001863;-45.120503652039325
1739209677.600195;-28.992665084841942
1739209677.6002033;-35.57807855764607
1739209677.6002119;-45.120503652039325
1739209677.6002204;-33.981070128970906
1739209677.6002288;-38.13080360867914
1739209677.6002374;-35.57807855764607
1739209677.600246;-38.13080360867914
1739209677.6002543;-45.120503652039325
1739209677.6002629;-45.120503652039325
1739209677.6002712;-45.120503652039325
1739209677.6002798;-45.120503652039325
1739209677.6002884;-35.57807855764607
1739209677.6002967;-35.57807855764607
1739209677.6003053;-45.120503652039325
1739209677.600314;-45.120503652039325
1739209677.6003222;-45.120503652039325
1739209677.6003308;-45.120503652039325
1739209677.6003392;-45.120503652039325
1739209677.6003478;-45.120503652039325
1739209677.6003563;-45.120503652039325
1739209677.6003647;-45.120503652039325
1739209677.6003733;-45.120503652039325
1739209677.6003819;-38.13080360867914
1739209677.6003902;-38.13080360867914
1739209677.6003988;-33.981070128970906
1739209677.6004071;-45.120503652039325
1739209677.6004157;-45.120503652039325
1739209677.6004243;-38.13080360867914
1739209677.6004326;-35.57807855764607
1739209677.6004412;-38.13080360867914
1739209677.6004498;-38.13080360867914
1739209677.6004581;-38.13080360867914
1739209677.6004667;-38.13080360867914
1739209677.600475;-45.120503652039325
1739209677.6004837;-45.120503652039325
1739209677.6004922;-45.120503652039325
1739209677.6005006;-45.120503652039325
1739209677.6005092;-38.13080360867914
1739209677.6005177;-35.57807855764607
1739209677.600526;-38.13080360867914
1739209677.6005347;-31.141103565318915
1739209677.600543;-45.120503652039325
1739209677.6005516;-38.13080360867914
1739209677.6005602;-45.120503652039325
1739209677.6005685;-45.120503652039325
1739209677.600577;-38.13080360867914
1739209677.6005857;-45.120503652039325
1739209677.600594;-45.120503652039325
1739209677.6006026;-45.120503652039325
1739209677.600611;-45.120503652039325
1739209677.6006196;-45.120503652039325
1739209677.6006281;-38.13080360867914
1739209677.6006365;-38.13080360867914
1739209677.600645;-38.13080360867914
1739209677.6006536;-45.120503652039325
1739209677.600662;-35.57807855764607
1739209677.6006706;-38.13080360867914
1739209677.600679;-45.120503652039325
1739209677.6006875;-35.57807855764607
1739209677.600696;-45.120503652039325
1739209677.6007044;-38.13080360867914
1739209677.600713;-45.120503652039325
1739209677.6007216;-45.120503652039325
1739209677.60073;-38.13080360867914
1739209677.6007385;-35.57807855764607
1739209677.6007469;-38.13080360867914
1739209677.6007555;-45.120503652039325
1739209677.600764;-38.13080360867914
1739209677.6007724;-38.13080360867914
1739209677.600781;-32.816014438256545
1739209677.6007895;-45.120503652039325
1739209677.600798;-38.13080360867914
1739209677.6008065;-35.57807855764607
1739209677.6008148;-45.120503652039325
1739209677.6008234;-45.120503652039325
1739209677.600832;-38.13080360867914
1739209677.6008403;-45.120503652039325
1739209677.600849;-45.120503652039325
1739209677.6008575;-45.120503652039325
1739209677.6008658;-45.120503652039325
1739209677.6008744;-45.120503652039325
1739209677.6008828;-32.816014438256545
1739209677.6008914;-38.13080360867914
1739209677.6009;-45.120503652039325
1739209677.6009083;-38.13080360867914
1739209677.6009169;-38.13080360867914
1739209677.6009254;-38.13080360867914
1739209677.6009338;-38.13080360867914
1739209677.6009424;-45.120503652039325
1739209677.6009507;-45.120503652039325
1739209677.6009593;-45.120503652039325
1739209677.600968;-45.120503652039325
1739209677.6009762;-45.120503652039325
1739209677.6009848;-38.13080360867914
1739209677.6009934;-35.57807855764607
1739209677.6010017;-38.13080360867914
1739209677.6010103;-45.120503652039325
1739209677.6010187;-45.120503652039325
1739209677.6010273;-38.13080360867914
1739209677.6010358;-38.13080360867914
1739209677.6010442;-38.13080360867914
1739209677.6010528;-33.981070128970906
1739209677.6010613;-45.120503652039325
1739209677.6010697;-29.438486411369333
1739209677.6010783;-35.57807855764607
1739209677.6010866;-38.13080360867914
1739209677.6010952;-35.57807855764607
1739209677.6011038;-38.13080360867914
1739209677.6011121;-45.120503652039325
1739209677.6011207;-38.13080360867914
1739209677.6011293;-35.57807855764607
1739209677.6011376;-45.120503652039325
1739209677.6011462;-45.120503652039325
1739209677.6011546;-45.120503652039325
1739209677.6011631;-45.120503652039325
1739209677.6011717;-45.120503652039325
1739209677.60118;-45.120503652039325
1739209677.6011887;-38.13080360867914
1739209677.6011972;-45.120503652039325
1739209677.6012056;-38.13080360867914
1739209677.6012142;-45.120503652039325
1739209677.6012225;-32.816014438256545
1739209677.601231;-32.816014438256545
1739209677.6012397;-45.120503652039325
1739209677.601248;-45.120503652039325
1739209677.6012566;-45.120503652039325
1739209677.601265;-38.13080360867914
1739209677.6012735;-38.13080360867914
1739209677.6012821;-38.13080360867914
1739209677.6012905;-45.120503652039325
1739209677.601299;-45.120503652039325
1739209677.6013076;-38.13080360867914
1739209677.601316;-45.120503652039325
1739209677.6013246;-45.120503652039325
1739209677.601333;-45.120503652039325
1739209677.6013415;-32.816014438256545
1739209677.60135;-45.120503652039325
1739209677.6013584;-31.141103565318893
1739209677.601367;-29.438486411369333
1739209677.6013756;-45.120503652039325
1739209677.601384;-38.13080360867914
1739209677.6013925;-38.13080360867914
1739209677.6014009;-45.120503652039325
1739209677.6014094;-45.120503652039325
1739209677.601418;-32.816014438256545
1739209677.6014264;-45.120503652039325
1739209677.601435;-33.981070128970956
1739209677.6014435;-38.13080360867914
1739209677.6014519;-35.57807855764607
1739209677.6014605;-38.13080360867914
1739209677.6014688;-45.120503652039325
1739209677.6014774;-38.13080360867914
1739209677.601486;-45.120503652039325
1739209677.6014943;-31.141103565318893
1739209677.601503;-30.49652367304973
1739209677.6015115;-45.120503652039325
1739209677.6015198;-38.13080360867914
1739209677.6015284;-35.57807855764607
1739209677.6015368;-35.57807855764607
1739209677.6015453;-45.120503652039325
1739209677.601554;-38.13080360867914
1739209677.6015623;-38.13080360867914
1739209677.6015708;-45.120503652039325
1739209677.6015794;-45.120503652039325
1739209677.6015878;-45.120503652039325
1739209677.6015964;-45.120503652039325
1739209677.6016047;-38.13080360867914
1739209677.6016133;-38.13080360867914
1739209677.6016219;-38.13080360867914
1739209677.6016302;-45.120503652039325
1739209677.6016388;-45.120503652039325
1739209677.6016474;-45.120503652039325
1739209677.6016557;-45.120503652039325
1739209677.6016643;-38.13080360867914
1739209677.6016726;-35.57807855764607
1739209677.6016812;-45.120503652039325
1739209677.6016898;-45.120503652039325
1739209677.6016982;-45.120503652039325
1739209677.6017067;-28.992665084841942
1739209677.6017153;-45.120503652039325
1739209677.6017237;-45.120503652039325
1739209677.6017323;-38.13080360867914
1739209677.6017406;-35.57807855764607
1739209677.6017492;-38.13080360867914
1739209677.6017578;-38.13080360867914
1739209677.601766;-45.120503652039325
1739209677.6017747;-38.13080360867914
1739209677.6017833;-45.120503652039325
1739209677.6017916;-45.120503652039325
1739209677.6018002;-45.120503652039325
1739209677.6018085;-45.120503652039325
1739209677.6018171;-45.120503652039325
1739209677.6018257;-38.13080360867914
1739209677.601834;-38.13080360867914
1739209677.6018426;-31.141103565318915
1739209677.6018512;-38.13080360867914
1739209677.6018596;-38.13080360867914
1739209677.6018682;-38.13080360867914
1739209677.6018765;-33.981070128970906
1739209677.601885;-45.120503652039325
1739209677.6018937;-45.120503652039325
1739209677.601902;-45.120503652039325
1739209677.6019106;-35.57807855764607
1739209677.6019192;-45.120503652039325
1739209677.6019275;-45.120503652039325
1739209677.601936;-45.120503652039325
1739209677.6019444;-45.120503652039325
1739209677.601953;-45.120503652039325
1739209677.6019616;-45.120503652039325
1739209677.60197;-35.57807855764607
1739209677.6019785;-27.267205301931607
1739209677.6019871;-38.13080360867914
1739209677.6019955;-45.120503652039325
1739209677.602004;-38.13080360867914
1739209677.6020124;-45.120503652039325
1739209677.602021;-35.57807855764607
1739209677.6020296;-38.13080360867914
1739209677.602038;-45.120503652039325
1739209677.6020465;-38.13080360867914
1739209677.602055;-45.120503652039325
1739209677.6020634;-38.13080360867914
1739209677.602072;-45.120503652039325
1739209677.6020803;-45.120503652039325
1739209677.602089;-38.13080360867914
1739209677.6020975;-45.120503652039325
1739209677.6021059;-38.13080360867914
1739209677.6021144;-45.120503652039325
1739209677.602123;-45.120503652039325
1739209677.6021314;-38.13080360867914
1739209677.60214;-38.13080360867914
1739209677.6021483;-38.13080360867914
1739209677.6021569;-45.120503652039325
1739209677.6021655;-45.120503652039325
1739209677.6021738;-45.120503652039325
1739209677.6021824;-38.13080360867914
1739209677.602191;-35.57807855764607
1739209677.6021993;-45.120503652039325
1739209677.602208;-38.13080360867914
1739209677.6022162;-38.13080360867914
1739209677.6022248;-35.57807855764607
1739209677.6022334;-38.13080360867914
1739209677.6022418;-45.120503652039325
1739209677.6022503;-38.13080360867914
1739209677.602259;-45.120503652039325
1739209677.6022673;-45.120503652039325
1739209677.6022758;-45.120503652039325
1739209677.6022842;-45.120503652039325
1739209677.6022928;-45.120503652039325
1739209677.6023014;-38.13080360867914
1739209677.6023097;-33.981070128970906
1739209677.6023183;-38.13080360867914
1739209677.6023269;-35.57807855764607
1739209677.6023352;-35.57807855764607
1739209677.6023438;-45.120503652039325
1739209677.6023521;-45.120503652039325
1739209677.6023607;-38.13080360867914
1739209677.6023693;-45.120503652039325
1739209677.6023777;-45.120503652039325
1739209677.6023862;-38.13080360867914
1739209677.6023946;-32.816014438256545
1739209677.6024032;-35.57807855764607
1739209677.6024117;-38.13080360867914
1739209677.60242;-38.13080360867914
1739209677.6024287;-38.13080360867914
1739209677.6024373;-45.120503652039325
1739209677.6024456;-45.120503652039325
1739209677.6024542;-45.120503652039325
1739209677.6024625;-45.120503652039325
1739209677.602471;-38.13080360867914
1739209677.6024797;-45.120503652039325
1739209677.602488;-38.13080360867914
1739209677.6024966;-38.13080360867914
1739209677.6025052;-45.120503652039325
1739209677.6025136;-38.13080360867914
1739209677.6025221;-45.120503652039325
1739209677.6025305;-30.49652367304973
1739209677.602539;-35.57807855764607
1739209677.6025476;-45.120503652039325
1739209677.602556;-45.120503652039325
1739209677.6025646;-35.57807855764607
1739209677.6025732;-32.816014438256545
1739209677.6025815;-45.120503652039325
1739209677.60259;-38.13080360867914
1739209677.6025984;-45.120503652039325
1739209677.602607;-45.120503652039325
1739209677.6026156;-45.120503652039325
1739209677.602624;-45.120503652039325
1739209677.6026325;-38.13080360867914
1739209677.602641;-38.13080360867914
1739209677.6026495;-45.120503652039325
1739209677.602658;-45.120503652039325
1739209677.6026664;-35.57807855764607
1739209677.602675;-35.57807855764607
1739209677.6026835;-45.120503652039325
1739209677.602692;-45.120503652039325
1739209677.6027005;-28.58837851428586
1739209677.602709;-35.57807855764607
1739209677.6027174;-45.120503652039325
1739209677.602726;-45.120503652039325
1739209677.6027343;-35.57807855764607
1739209677.602743;-38.13080360867914
1739209677.6027515;-45.120503652039325
1739209677.6027598;-45.120503652039325
1739209677.6027684;-38.13080360867914
1739209677.602777;-38.13080360867914
1739209677.6027853;-45.120503652039325
1739209677.602794;-45.120503652039325
1739209677.6028023;-45.120503652039325
1739209677.6028109;-45.120503652039325
1739209677.6028194;-45.120503652039325
1739209677.6028278;-45.120503652039325
1739209677.6028364;-33.981070128970906
1739209677.602845;-33.981070128970906
1739209677.6028533;-38.13080360867914
1739209677.602862;-38.13080360867914
1739209677.6028702;-29.438486411369333
1739209677.6028788;-35.57807855764607
1739209677.6028874;-45.120503652039325
1739209677.6028957;-45.120503652039325
1739209677.6029043;-35.57807855764607
1739209677.602913;-35.57807855764607
1739209677.6029212;-45.120503652039325
1739209677.6029298;-38.13080360867914
1739209677.6029382;-45.120503652039325
1739209677.6029468;-45.120503652039325
1739209677.6029553;-45.120503652039325
1739209677.6029637;-38.13080360867914
1739209677.6029723;-38.13080360867914
1739209677.6029809;-38.13080360867914
1739209677.6029892;-45.120503652039325
1739209677.6029978;-45.120503652039325
1739209677.6030061;-35.57807855764607
1739209677.6030147;-35.57807855764607
1739209677.6030233;-45.120503652039325
1739209677.6030316;-45.120503652039325
1739209677.6030402;-45.120503652039325
1739209677.6030488;-38.13080360867914
1739209677.6030571;-45.120503652039325
1739209677.6030657;-45.120503652039325
1739209677.603074;-31.141103565318893
1739209677.6030827;-28.58837851428586
1739209677.6030912;-45.120503652039325
1739209677.6030996;-38.13080360867914
1739209677.6031082;-35.57807855764607
1739209677.6031168;-35.57807855764607
1739209677.603125;-45.120503652039325
1739209677.6031337;-38.13080360867914
1739209677.603142;-45.120503652039325
1739209677.6031506;-38.13080360867914
1739209677.6031592;-38.13080360867914
1739209677.6031675;-45.120503652039325
1739209677.603176;-45.120503652039325
1739209677.6031847;-45.120503652039325
1739209677.603193;-38.13080360867914
1739209677.6032016;-45.120503652039325
1739209677.60321;-35.57807855764607
1739209677.6032186;-30.49652367304973
1739209677.6032271;-45.120503652039325
1739209677.6032355;-45.120503652039325
1739209677.603244;-35.57807855764607
1739209677.6032526;-35.57807855764607
1739209677.603261;-45.120503652039325
1739209677.6032696;-38.13080360867914
1739209677.603278;-38.13080360867914
1739209677.6032865;-45.120503652039325
1739209677.603295;-45.120503652039325
1739209677.6033034;-45.120503652039325
