CAN Message; 0x98:000023b5f819227a
1739209770.4194813;-45.120503652039325
1739209770.419488;-45.120503652039325
1739209770.4194946;-45.120503652039325
1739209770.419501;-45.120503652039325
1739209770.4195077;-45.120503652039325
1739209770.4195144;-45.120503652039325
1739209770.4195209;-45.120503652039325
1739209770.4195275;-45.120503652039325
1739209770.4195342;-45.120503652039325
1739209770.4195406;-45.120503652039325
1739209770.4195473;-45.120503652039325
1739209770.419554;-45.120503652039325
1739209770.4195604;-45.120503652039325
1739209770.419567;-45.120503652039325
1739209770.4195738;-33.981070128970906
1739209770.4195802;-31.141103565318915
1739209770.419587;-38.13080360867914
1739209770.4195936;-38.13080360867914
1739209770.4196;-38.13080360867914
1739209770.4196067;-38.13080360867914
1739209770.4196134;-45.120503652039325
1739209770.4196198;-38.13080360867914
1739209770.4196265;-32.81601443825658
1739209770.4196332;-33.981070128970906
1739209770.4196396;-45.120503652039325
1739209770.4196463;-38.13080360867914
1739209770.419653;-45.120503652039325
1739209770.4196594;-45.120503652039325
1739209770.419666;-38.13080360867914
1739209770.4196727;-38.13080360867914
1739209770.4196792;-38.13080360867914
1739209770.4196858;-45.120503652039325
1739209770.4196925;-35.57807855764607
1739209770.419699;-45.120503652039325
1739209770.4197056;-45.120503652039325
1739209770.4197123;-38.13080360867914
1739209770.4197187;-38.13080360867914
1739209770.4197254;-45.120503652039325
1739209770.419732;-45.120503652039325
1739209770.4197385;-38.13080360867914
1739209770.4197452;-38.13080360867914
1739209770.419752;-45.120503652039325
1739209770.4197583;-38.13080360867914
1739209770.419765;-35.57807855764607
1739209770.4197717;-38.13080360867914
1739209770.419778;-35.57807855764607
1739209770.4197848;-38.13080360867914
1739209770.4197915;-45.120503652039325
1739209770.419798;-45.120503652039325
1739209770.4198046;-38.13080360867914
1739209770.4198112;-38.13080360867914
1739209770.4198177;-45.120503652039325
1739209770.4198244;-45.120503652039325
1739209770.419831;-45.120503652039325
1739209770.4198375;-45.120503652039325
1739209770.4198442;-35.57807855764607
1739209770.4198508;-35.57807855764607
1739209770.4198573;-45.120503652039325
1739209770.419864;-38.13080360867914
1739209770.4198706;-38.13080360867914
1739209770.419877;-35.57807855764607
1739209770.4198837;-38.13080360867914
1739209770.4198904;-38.13080360867914
1739209770.4198968;-38.13080360867914
1739209770.4199035;-38.13080360867914
1739209770.4199102;-45.120503652039325
1739209770.4199166;-38.13080360867914
1739209770.4199233;-38.13080360867914
1739209770.41993;-38.13080360867914
1739209770.4199364;-45.120503652039325
1739209770.419943;-45.120503652039325
1739209770.4199498;-38.13080360867914
1739209770.4199562;-32.816014438256545
1739209770.419963;-45.120503652039325
1739209770.4199696;-45.120503652039325
1739209770.419976;-38.13080360867914
1739209770.4199827;-38.13080360867914
1739209770.4199893;-45.120503652039325
1739209770.4199958;-38.13080360867914
1739209770.4200025;-38.13080360867914
1739209770.4200091;-38.13080360867914
1739209770.4200156;-45.120503652039325
1739209770.4200222;-45.120503652039325
1739209770.420029;-35.57807855764607
1739209770.4200354;-38.13080360867914
1739209770.420042;-45.120503652039325
1739209770.4200487;-38.13080360867914
1739209770.4200552;-45.120503652039325
1739209770.4200618;-45.120503652039325
1739209770.4200685;-35.57807855764607
1739209770.420075;-38.13080360867914
1739209770.4200816;-38.13080360867914
1739209770.4200883;-45.120503652039325
1739209770.4200947;-33.981070128970906
1739209770.4201014;-45.120503652039325
1739209770.420108;-45.120503652039325
1739209770.4201145;-45.120503652039325
1739209770.4201212;-45.120503652039325
1739209770.4201279;-38.13080360867914
1739209770.4201343;-35.57807855764607
1739209770.420141;-38.13080360867914
1739209770.4201477;-45.120503652039325
1739209770.420154;-38.13080360867914
1739209770.4201608;-35.57807855764607
1739209770.4201674;-35.57807855764607
1739209770.420174;-38.13080360867914
1739209770.4201806;-32.816014438256545
1739209770.4201872;-38.13080360867914
1739209770.4201937;-45.120503652039325
1739209770.4202003;-45.120503652039325
1739209770.420207;-35.57807855764607
1739209770.4202135;-38.13080360867914
1739209770.4202201;-45.120503652039325
1739209770.4202268;-38.13080360867914
1739209770.4202332;-38.13080360867914
1739209770.42024;-45.120503652039325
1739209770.4202466;-45.120503652039325
1739209770.420253;-35.57807855764607
1739209770.4202597;-38.13080360867914
1739209770.4202664;-30.49652367304973
1739209770.4202728;-29.438486411369333
1739209770.4202795;-45.120503652039325
1739209770.4202862;-45.120503652039325
1739209770.4202926;-35.57807855764607
1739209770.4202993;-32.816014438256545
1739209770.420306;-38.13080360867914
1739209770.4203124;-45.120503652039325
1739209770.420319;-38.13080360867914
1739209770.4203258;-35.57807855764607
1739209770.4203322;-45.120503652039325
1739209770.4203389;-45.120503652039325
1739209770.4203455;-38.13080360867914
1739209770.420352;-35.57807855764607
1739209770.4203587;-45.120503652039325
1739209770.4203653;-38.13080360867914
1739209770.4203718;-38.13080360867914
1739209770.4203784;-38.13080360867914
1739209770.4203851;-38.13080360867914
1739209770.4203916;-38.13080360867914
1739209770.4203982;-45.120503652039325
1739209770.420405;-45.120503652039325
1739209770.4204113;-38.13080360867914
1739209770.420418;-45.120503652039325
1739209770.4204247;-32.816014438256545
1739209770.4204311;-28.21854285175415
1739209770.4204378;-45.120503652039325
1739209770.4204445;-45.120503652039325
1739209770.420451;-33.981070128970906
1739209770.4204576;-38.13080360867914
1739209770.4204643;-45.120503652039325
1739209770.4204707;-45.120503652039325
1739209770.4204774;-45.120503652039325
1739209770.420484;-45.120503652039325
1739209770.4204905;-38.13080360867914
1739209770.4204972;-45.120503652039325
1739209770.4205036;-45.120503652039325
1739209770.4205103;-38.13080360867914
1739209770.420517;-38.13080360867914
1739209770.4205234;-45.120503652039325
1739209770.42053;-38.13080360867914
1739209770.4205368;-38.13080360867914
1739209770.4205432;-45.120503652039325
1739209770.4205499;-45.120503652039325
1739209770.4205565;-45.120503652039325
1739209770.420563;-45.120503652039325
1739209770.4205697;-45.120503652039325
1739209770.4205763;-45.120503652039325
1739209770.4205828;-38.13080360867914
1739209770.4205894;-35.57807855764607
1739209770.4205961;-45.120503652039325
1739209770.4206026;-45.120503652039325
1739209770.4206092;-38.13080360867914
1739209770.420616;-32.816014438256545
1739209770.4206223;-33.981070128970906
1739209770.420629;-45.120503652039325
1739209770.4206357;-45.120503652039325
1739209770.4206421;-45.120503652039325
1739209770.4206488;-38.13080360867914
1739209770.4206555;-38.13080360867914
1739209770.420662;-45.120503652039325
1739209770.4206686;-45.120503652039325
1739209770.4206753;-38.13080360867914
1739209770.4206817;-45.120503652039325
1739209770.4206884;-45.120503652039325
1739209770.420695;-32.816014438256545
1739209770.4207015;-45.120503652039325
1739209770.4207082;-38.13080360867914
1739209770.4207149;-38.13080360867914
1739209770.4207213;-38.13080360867914
1739209770.420728;-38.13080360867914
1739209770.4207346;-38.13080360867914
1739209770.420741;-38.13080360867914
1739209770.4207478;-45.120503652039325
1739209770.4207544;-45.120503652039325
1739209770.4207609;-38.13080360867914
1739209770.4207675;-45.120503652039325
1739209770.4207742;-45.120503652039325
1739209770.4207807;-38.13080360867914
1739209770.4207873;-38.13080360867914
1739209770.420794;-45.120503652039325
1739209770.4208004;-38.13080360867914
1739209770.4208071;-38.13080360867914
1739209770.4208138;-35.57807855764607
1739209770.4208202;-38.13080360867914
1739209770.420827;-45.120503652039325
1739209770.4208336;-38.13080360867914
1739209770.42084;-35.57807855764607
1739209770.4208467;-38.13080360867914
1739209770.4208534;-45.120503652039325
1739209770.4208598;-33.981070128970906
1739209770.4208665;-45.120503652039325
1739209770.4208732;-45.120503652039325
1739209770.4208796;-38.13080360867914
1739209770.4208863;-38.13080360867914
1739209770.420893;-45.120503652039325
1739209770.4208994;-38.13080360867914
1739209770.420906;-45.120503652039325
1739209770.4209127;-33.981070128970906
1739209770.4209192;-35.57807855764607
1739209770.4209259;-38.13080360867914
1739209770.4209325;-45.120503652039325
1739209770.420939;-45.120503652039325
1739209770.4209456;-35.57807855764607
1739209770.4209523;-45.120503652039325
1739209770.4209588;-45.120503652039325
1739209770.4209654;-33.981070128970906
1739209770.420972;-35.57807855764607
1739209770.4209785;-45.120503652039325
1739209770.4209852;-45.120503652039325
1739209770.420992;-33.981070128970906
1739209770.4209983;-35.57807855764607
1739209770.421005;-45.120503652039325
1739209770.4210117;-45.120503652039325
1739209770.4210181;-45.120503652039325
1739209770.4210248;-45.120503652039325
1739209770.4210315;-45.120503652039325
1739209770.421038;-45.120503652039325
1739209770.4210446;-45.120503652039325
1739209770.4210513;-35.57807855764607
1739209770.4210577;-45.120503652039325
1739209770.4210644;-45.120503652039325
1739209770.421071;-45.120503652039325
1739209770.4210775;-38.13080360867914
1739209770.4210842;-35.57807855764607
1739209770.4210908;-45.120503652039325
1739209770.4210973;-38.13080360867914
1739209770.421104;-38.13080360867914
1739209770.4211106;-45.120503652039325
1739209770.421117;-45.120503652039325
1739209770.4211237;-28.992665084841942
1739209770.4211304;-31.141103565318893
1739209770.4211369;-38.13080360867914
1739209770.4211435;-45.120503652039325
1739209770.4211502;-38.13080360867914
1739209770.4211566;-45.120503652039325
1739209770.4211633;-45.120503652039325
1739209770.42117;-45.120503652039325
1739209770.4211764;-32.81601443825658
1739209770.421183;-38.13080360867914
1739209770.4211898;-45.120503652039325
1739209770.4211962;-45.120503652039325
1739209770.421203;-45.120503652039325
1739209770.4212096;-38.13080360867914
1739209770.421216;-45.120503652039325
1739209770.4212227;-45.120503652039325
1739209770.4212294;-38.13080360867914
1739209770.4212358;-38.13080360867914
1739209770.4212425;-38.13080360867914
1739209770.4212492;-38.13080360867914
1739209770.4212556;-45.120503652039325
1739209770.4212623;-45.120503652039325
1739209770.421269;-45.120503652039325
1739209770.4212754;-38.13080360867914
1739209770.421282;-30.49652367304973
1739209770.4212887;-38.13080360867914
1739209770.4212952;-45.120503652039325
1739209770.4213018;-38.13080360867914
1739209770.4213085;-31.141103565318915
1739209770.421315;-45.120503652039325
1739209770.4213216;-45.120503652039325
1739209770.4213283;-38.13080360867914
1739209770.4213347;-31.141103565318943
1739209770.4213414;-45.120503652039325
1739209770.421348;-45.120503652039325
1739209770.4213545;-45.120503652039325
1739209770.4213612;-38.13080360867914
1739209770.421368;-35.57807855764607
1739209770.4213743;-45.120503652039325
1739209770.421381;-38.13080360867914
1739209770.4213877;-38.13080360867914
1739209770.421394;-38.13080360867914
1739209770.4214008;-45.120503652039325
1739209770.4214075;-45.120503652039325
1739209770.421414;-45.120503652039325
1739209770.4214206;-35.57807855764607
1739209770.4214272;-45.120503652039325
1739209770.4214337;-45.120503652039325
1739209770.4214404;-30.49652367304973
1739209770.421447;-33.981070128970906
1739209770.4214535;-45.120503652039325
1739209770.4214602;-45.120503652039325
1739209770.4214668;-33.981070128970906
1739209770.4214733;-45.120503652039325
1739209770.42148;-38.13080360867914
1739209770.4214866;-38.13080360867914
1739209770.421493;-45.120503652039325
1739209770.4214997;-38.13080360867914
1739209770.4215064;-38.13080360867914
1739209770.4215128;-45.120503652039325
1739209770.4215195;-38.13080360867914
1739209770.4215262;-32.816014438256545
1739209770.4215326;-38.13080360867914
1739209770.4215393;-45.120503652039325
1739209770.421546;-31.141103565318915
1739209770.4215524;-32.816014438256545
1739209770.421559;-38.13080360867914
1739209770.4215658;-38.13080360867914
1739209770.4215722;-38.13080360867914
1739209770.421579;-45.120503652039325
1739209770.4215856;-45.120503652039325
1739209770.421592;-45.120503652039325
1739209770.4215987;-38.13080360867914
1739209770.4216053;-45.120503652039325
1739209770.4216118;-38.13080360867914
1739209770.4216185;-45.120503652039325
1739209770.4216251;-38.13080360867914
1739209770.4216316;-32.816014438256545
1739209770.4216383;-45.120503652039325
1739209770.421645;-45.120503652039325
1739209770.4216514;-45.120503652039325
1739209770.421658;-30.49652367304973
1739209770.4216647;-38.13080360867914
1739209770.4216712;-45.120503652039325
1739209770.4216778;-45.120503652039325
1739209770.4216845;-38.13080360867914
1739209770.421691;-38.13080360867914
1739209770.4216976;-45.120503652039325
1739209770.4217043;-38.13080360867914
1739209770.4217107;-45.120503652039325
1739209770.4217174;-45.120503652039325
1739209770.421724;-38.13080360867914
1739209770.4217305;-45.120503652039325
1739209770.4217372;-45.120503652039325
1739209770.4217439;-38.13080360867914
1739209770.4217503;-45.120503652039325
1739209770.421757;-45.120503652039325
1739209770.4217637;-35.57807855764607
1739209770.42177;-45.120503652039325
1739209770.4217768;-45.120503652039325
1739209770.4217834;-35.57807855764607
1739209770.42179;-35.57807855764607
1739209770.4217966;-38.13080360867914
1739209770.4218032;-45.120503652039325
1739209770.4218097;-45.120503652039325
1739209770.4218163;-45.120503652039325
1739209770.421823;-45.120503652039325
1739209770.4218295;-35.57807855764607
1739209770.4218361;-45.120503652039325
1739209770.4218426;-45.120503652039325
1739209770.4218493;-45.120503652039325
1739209770.421856;-45.120503652039325
1739209770.4218624;-38.13080360867914
1739209770.421869;-38.13080360867914
1739209770.4218757;-45.120503652039325
1739209770.4218822;-45.120503652039325
1739209770.4218888;-38.13080360867914
1739209770.4218955;-32.816014438256545
1739209770.421902;-45.120503652039325
1739209770.4219086;-45.120503652039325
1739209770.4219153;-45.120503652039325
1739209770.4219217;-28.992665084841942
1739209770.4219284;-33.981070128970906
1739209770.421935;-45.120503652039325
1739209770.4219415;-45.120503652039325
1739209770.4219482;-38.13080360867914
1739209770.4219549;-45.120503652039325
1739209770.4219613;-45.120503652039325
1739209770.421968;-38.13080360867914
1739209770.4219747;-30.49652367304976
1739209770.421981;-33.981070128970906
1739209770.4219878;-38.13080360867914
1739209770.4219944;-45.120503652039325
1739209770.422001;-45.120503652039325
1739209770.4220076;-45.120503652039325
1739209770.4220142;-33.981070128970906
1739209770.4220207;-45.120503652039325
1739209770.4220273;-38.13080360867914
1739209770.422034;-38.13080360867914
1739209770.4220405;-45.120503652039325
1739209770.4220471;-38.13080360867914
1739209770.4220538;-45.120503652039325
1739209770.4220603;-45.120503652039325
1739209770.422067;-32.816014438256545
1739209770.4220736;-45.120503652039325
1739209770.42208;-38.13080360867914
1739209770.4220867;-33.981070128970906
1739209770.4220934;-45.120503652039325
1739209770.4220998;-45.120503652039325
1739209770.4221065;-38.13080360867914
1739209770.4221132;-35.57807855764607
1739209770.4221196;-38.13080360867914
1739209770.4221263;-38.13080360867914
1739209770.422133;-38.13080360867914
1739209770.4221394;-32.816014438256545
1739209770.422146;-45.120503652039325
1739209770.4221528;-38.13080360867914
1739209770.4221592;-38.13080360867914
1739209770.4221659;-38.13080360867914
1739209770.4221725;-33.981070128970906
1739209770.422179;-38.13080360867914
1739209770.4221857;-38.13080360867914
1739209770.4221923;-33.981070128970906
1739209770.4221988;-38.13080360867914
1739209770.4222054;-45.120503652039325
1739209770.4222121;-38.13080360867914
1739209770.4222186;-38.13080360867914
1739209770.4222252;-45.120503652039325
1739209770.422232;-45.120503652039325
1739209770.4222383;-38.13080360867914
1739209770.422245;-38.13080360867914
1739209770.4222517;-38.13080360867914
1739209770.4222581;-38.13080360867914
1739209770.4222648;-45.120503652039325
1739209770.4222715;-45.120503652039325
1739209770.422278;-45.120503652039325
1739209770.4222846;-45.120503652039325
1739209770.4222913;-38.13080360867914
1739209770.4222977;-38.13080360867914
1739209770.4223044;-45.120503652039325
1739209770.422311;-38.13080360867914
1739209770.4223175;-45.120503652039325
1739209770.4223242;-38.13080360867914
1739209770.4223309;-45.120503652039325
1739209770.4223373;-38.13080360867914
1739209770.422344;-32.816014438256545
1739209770.4223506;-38.13080360867914
1739209770.422357;-45.120503652039325
1739209770.4223638;-38.13080360867914
1739209770.4223704;-33.981070128970906
1739209770.4223769;-33.981070128970906
1739209770.4223835;-38.13080360867914
1739209770.4223902;-38.13080360867914
1739209770.4223967;-45.120503652039325
1739209770.4224033;-38.13080360867914
1739209770.42241;-38.13080360867914
1739209770.4224164;-33.981070128970906
1739209770.4224231;-35.57807855764607
1739209770.4224298;-38.13080360867914
1739209770.4224362;-38.13080360867914
1739209770.422443;-38.13080360867914
1739209770.4224496;-30.49652367304973
1739209770.422456;-45.120503652039325
1739209770.4224627;-38.13080360867914
1739209770.4224694;-35.57807855764607
1739209770.4224758;-35.57807855764607
1739209770.4224825;-33.981070128970906
1739209770.4224892;-38.13080360867914
1739209770.4224956;-33.981070128970906
1739209770.4225023;-32.816014438256545
1739209770.422509;-33.981070128970906
1739209770.4225154;-45.120503652039325
1739209770.422522;-38.13080360867914
1739209770.4225287;-35.57807855764607
1739209770.4225352;-38.13080360867914
1739209770.4225419;-45.120503652039325
1739209770.4225485;-38.13080360867914
1739209770.422555;-38.13080360867914
1739209770.4225616;-38.13080360867914
1739209770.4225683;-45.120503652039325
1739209770.4225748;-38.13080360867914
1739209770.4225814;-45.120503652039325
1739209770.422588;-45.120503652039325
1739209770.4225945;-35.57807855764607
1739209770.4226012;-45.120503652039325
1739209770.422608;-38.13080360867914
1739209770.4226143;-38.13080360867914
1739209770.422621;-38.13080360867914
1739209770.4226277;-38.13080360867914
1739209770.4226341;-38.13080360867914
1739209770.4226408;-38.13080360867914
1739209770.4226475;-33.981070128970906
1739209770.422654;-45.120503652039325
1739209770.4226606;-45.120503652039325
1739209770.4226673;-45.120503652039325
1739209770.4226737;-45.120503652039325
1739209770.4226804;-38.13080360867914
1739209770.422687;-45.120503652039325
1739209770.4226935;-33.981070128970906
1739209770.4227002;-45.120503652039325
1739209770.4227068;-38.13080360867914
1739209770.4227133;-38.13080360867914
1739209770.42272;-38.13080360867914
1739209770.4227266;-27.8777449560314
1739209770.422733;-45.120503652039325
1739209770.4227397;-45.120503652039325
1739209770.4227464;-45.120503652039325
1739209770.4227529;-38.13080360867914
1739209770.4227595;-38.13080360867914
1739209770.4227662;-38.13080360867914
1739209770.4227726;-38.13080360867914
1739209770.4227793;-45.120503652039325
1739209770.422786;-45.120503652039325
1739209770.4227924;-45.120503652039325
1739209770.422799;-35.57807855764607
1739209770.4228058;-45.120503652039325
1739209770.4228122;-45.120503652039325
1739209770.422819;-45.120503652039325
1739209770.4228256;-35.57807855764607
1739209770.422832;-35.57807855764607
1739209770.4228387;-45.120503652039325
1739209770.4228454;-45.120503652039325
1739209770.4228518;-33.981070128970906
1739209770.4228585;-31.141103565318893
1739209770.4228652;-45.120503652039325
1739209770.4228716;-38.13080360867914
1739209770.4228783;-35.57807855764607
1739209770.422885;-35.57807855764607
1739209770.4228914;-45.120503652039325
1739209770.422898;-45.120503652039325
1739209770.4229047;-45.120503652039325
1739209770.4229112;-45.120503652039325
1739209770.4229178;-38.13080360867914
1739209770.4229245;-38.13080360867914
1739209770.422931;-45.120503652039325
1739209770.4229376;-33.981070128970956
1739209770.4229443;-38.13080360867914
1739209770.4229507;-38.13080360867914
1739209770.4229574;-38.13080360867914
1739209770.422964;-45.120503652039325
1739209770.4229705;-38.13080360867914
1739209770.4229772;-38.13080360867914
1739209770.422984;-38.13080360867914
1739209770.4229903;-28.58837851428586
1739209770.422997;-38.13080360867914
1739209770.4230037;-45.120503652039325
1739209770.42301;-38.13080360867914
1739209770.4230168;-38.13080360867914
1739209770.4230235;-33.981070128970906
1739209770.42303;-38.13080360867914
1739209770.4230366;-38.13080360867914
1739209770.4230433;-38.13080360867914
1739209770.4230497;-45.120503652039325
1739209770.4230564;-45.120503652039325
1739209770.423063;-45.120503652039325
1739209770.4230695;-45.120503652039325
1739209770.4230762;-33.981070128970906
1739209770.4230828;-35.57807855764607
1739209770.4230893;-38.13080360867914
1739209770.423096;-45.120503652039325
1739209770.4231026;-38.13080360867914
1739209770.423109;-32.816014438256545
1739209770.4231157;-45.120503652039325
1739209770.4231224;-45.120503652039325
1739209770.4231288;-30.49652367304973
1739209770.4231355;-32.816014438256545
1739209770.4231422;-45.120503652039325
1739209770.4231486;-38.13080360867914
1739209770.4231553;-38.13080360867914
1739209770.423162;-38.13080360867914
1739209770.4231684;-38.13080360867914
1739209770.423175;-45.120503652039325
1739209770.4231818;-38.13080360867914
1739209770.4231882;-32.816014438256545
1739209770.423195;-38.13080360867914
1739209770.4232013;-33.981070128970956
1739209770.423208;-38.13080360867914
1739209770.4232147;-33.981070128970906
1739209770.423221;-45.120503652039325
1739209770.4232278;-45.120503652039325
1739209770.4232345;-38.13080360867914
1739209770.423241;-35.57807855764607
1739209770.4232476;-45.120503652039325
1739209770.4232543;-38.13080360867914
1739209770.4232607;-32.816014438256545
1739209770.4232674;-38.13080360867914
1739209770.423274;-45.120503652039325
1739209770.4232805;-45.120503652039325
1739209770.4232872;-33.981070128970906
1739209770.4232938;-35.57807855764607
1739209770.4233003;-38.13080360867914
1739209770.423307;-38.13080360867914
1739209770.4233136;-35.57807855764607
1739209770.42332;-33.981070128970906
1739209770.4233267;-38.13080360867914
1739209770.4233334;-45.120503652039325
1739209770.4233398;-45.120503652039325
1739209770.4233465;-33.981070128970906
1739209770.4233532;-45.120503652039325
1739209770.4233596;-33.981070128970906
1739209770.4233663;-31.141103565318915
1739209770.423373;-32.816014438256545
1739209770.4233794;-38.13080360867914
1739209770.423386;-38.13080360867914
1739209770.4233928;-38.13080360867914
1739209770.4233992;-38.13080360867914
1739209770.423406;-38.13080360867914
1739209770.4234126;-38.13080360867914
1739209770.423419;-30.49652367304973
1739209770.4234257;-38.13080360867914
1739209770.4234324;-45.120503652039325
1739209770.4234388;-38.13080360867914
1739209770.4234455;-38.13080360867914
1739209770.4234521;-33.981070128970906
1739209770.4234586;-38.13080360867914
1739209770.4234653;-38.13080360867914
1739209770.423472;-38.13080360867914
1739209770.4234784;-38.13080360867914
1739209770.423485;-38.13080360867914
1739209770.4234917;-45.120503652039325
1739209770.4234982;-45.120503652039325
1739209770.4235048;-38.13080360867914
1739209770.4235115;-35.57807855764607
1739209770.423518;-45.120503652039325
1739209770.4235246;-38.13080360867914
1739209770.4235313;-38.13080360867914
1739209770.4235377;-45.120503652039325
1739209770.4235444;-45.120503652039325
1739209770.423551;-38.13080360867914
1739209770.4235575;-38.13080360867914
1739209770.4235642;-45.120503652039325
1739209770.4235709;-38.13080360867914
1739209770.4235773;-33.981070128970906
1739209770.423584;-45.120503652039325
1739209770.4235907;-38.13080360867914
1739209770.423597;-38.13080360867914
1739209770.4236038;-38.13080360867914
1739209770.4236104;-45.120503652039325
1739209770.423617;-38.13080360867914
1739209770.4236236;-45.120503652039325
1739209770.4236302;-33.981070128970906
1739209770.4236367;-38.13080360867914
1739209770.4236434;-38.13080360867914
