CAN Message; 0x150:0100aca0c30344b8
1739209617.8207319;-38.13080360867914
1739209617.8207352;-45.120503652039325
1739209617.8207388;-45.120503652039325
1739209617.8207421;-38.13080360867914
1739209617.8207455;-45.120503652039325
1739209617.8207488;-45.120503652039325
1739209617.8207521;-45.120503652039325
1739209617.8207555;-38.13080360867914
1739209617.8207588;-38.13080360867914
1739209617.8207624;-38.13080360867914
1739209617.8207657;-38.13080360867914
1739209617.820769;-45.120503652039325
1739209617.8207724;-45.120503652039325
1739209617.8207757;-38.13080360867914
1739209617.820779;-38.13080360867914
1739209617.8207824;-45.120503652039325
1739209617.820786;-38.13080360867914
1739209617.8207893;-38.13080360867914
1739209617.8207927;-45.120503652039325
1739209617.820796;-45.120503652039325
1739209617.8207994;-33.981070128970906
1739209617.8208027;-31.141103565318893
1739209617.820806;-45.120503652039325
1739209617.8208096;-45.120503652039325
1739209617.820813;-33.981070128970906
1739209617.8208163;-35.57807855764607
1739209617.8208196;-38.13080360867914
1739209617.820823;-45.120503652039325
1739209617.8208263;-45.120503652039325
1739209617.8208296;-45.120503652039325
1739209617.8208332;-45.120503652039325
1739209617.8208365;-45.120503652039325
1739209617.82084;-38.13080360867914
1739209617.8208432;-35.57807855764607
1739209617.8208466;-38.13080360867914
1739209617.82085;-33.981070128970906
1739209617.8208532;-38.13080360867914
1739209617.8208568;-45.120503652039325
1739209617.8208601;-38.13080360867914
1739209617.8208635;-38.13080360867914
1739209617.8208668;-38.13080360867914
1739209617.8208702;-45.120503652039325
1739209617.8208735;-38.13080360867914
1739209617.8208768;-45.120503652039325
1739209617.8208804;-45.120503652039325
1739209617.8208838;-33.981070128970906
1739209617.820887;-45.120503652039325
1739209617.8208904;-45.120503652039325
1739209617.8208938;-33.981070128970906
1739209617.820897;-38.13080360867914
1739209617.8209004;-38.13080360867914
1739209617.820904;-33.981070128970906
1739209617.8209074;-33.981070128970906
1739209617.8209107;-35.57807855764607
1739209617.820914;-38.13080360867914
1739209617.8209174;-32.816014438256545
1739209617.8209207;-38.13080360867914
1739209617.820924;-45.120503652039325
1739209617.8209276;-38.13080360867914
1739209617.820931;-35.57807855764607
1739209617.8209343;-45.120503652039325
1739209617.8209376;-45.120503652039325
1739209617.820941;-38.13080360867914
1739209617.8209443;-35.57807855764607
1739209617.8209476;-38.13080360867914
1739209617.8209512;-45.120503652039325
1739209617.8209546;-38.13080360867914
1739209617.820958;-35.57807855764607
1739209617.8209612;-38.13080360867914
1739209617.8209646;-38.13080360867914
1739209617.820968;-38.13080360867914
1739209617.8209715;-35.57807855764607
1739209617.8209748;-45.120503652039325
1739209617.8209782;-45.120503652039325
1739209617.8209815;-45.120503652039325
1739209617.8209848;-45.120503652039325
1739209617.8209882;-33.981070128970906
1739209617.8209915;-35.57807855764607
1739209617.820995;-38.13080360867914
1739209617.8209984;-45.120503652039325
1739209617.8210018;-35.57807855764607
1739209617.821005;-35.57807855764607
1739209617.8210084;-45.120503652039325
1739209617.8210118;-38.13080360867914
1739209617.8210151;-38.13080360867914
1739209617.8210187;-38.13080360867914
1739209617.821022;-38.13080360867914
1739209617.8210254;-45.120503652039325
1739209617.8210287;-38.13080360867914
1739209617.821032;-45.120503652039325
1739209617.8210354;-45.120503652039325
1739209617.8210387;-45.120503652039325
1739209617.8210423;-45.120503652039325
1739209617.8210456;-38.13080360867914
1739209617.821049;-38.13080360867914
1739209617.8210523;-45.120503652039325
1739209617.8210557;-33.981070128970906
1739209617.821059;-35.57807855764607
1739209617.8210623;-38.13080360867914
1739209617.821066;-45.120503652039325
1739209617.8210692;-33.981070128970906
1739209617.8210726;-33.981070128970906
1739209617.821076;-45.120503652039325
1739209617.8210793;-45.120503652039325
1739209617.8210826;-38.13080360867914
1739209617.821086;-35.57807855764607
1739209617.8210895;-45.120503652039325
1739209617.8210928;-45.120503652039325
1739209617.8210962;-45.120503652039325
1739209617.8210995;-45.120503652039325
1739209617.8211029;-35.57807855764607
1739209617.8211062;-45.120503652039325
1739209617.8211095;-38.13080360867914
1739209617.821113;-35.57807855764607
1739209617.8211164;-38.13080360867914
1739209617.8211198;-45.120503652039325
1739209617.8211231;-28.992665084841942
1739209617.8211265;-27.8777449560314
1739209617.8211298;-45.120503652039325
1739209617.8211331;-45.120503652039325
1739209617.8211367;-38.13080360867914
1739209617.82114;-35.57807855764607
1739209617.8211434;-38.13080360867914
1739209617.8211467;-35.57807855764607
1739209617.82115;-45.120503652039325
1739209617.8211534;-45.120503652039325
1739209617.8211567;-38.13080360867914
1739209617.8211603;-45.120503652039325
1739209617.8211637;-45.120503652039325
1739209617.821167;-38.13080360867914
1739209617.8211703;-38.13080360867914
1739209617.8211737;-45.120503652039325
1739209617.821177;-38.13080360867914
1739209617.8211803;-35.57807855764607
1739209617.821184;-45.120503652039325
1739209617.8211873;-38.13080360867914
1739209617.8211906;-38.13080360867914
1739209617.821194;-38.13080360867914
1739209617.8211973;-45.120503652039325
1739209617.8212006;-45.120503652039325
1739209617.821204;-35.57807855764607
1739209617.8212075;-35.57807855764607
1739209617.8212109;-45.120503652039325
1739209617.8212142;-38.13080360867914
1739209617.8212175;-38.13080360867914
1739209617.8212209;-38.13080360867914
1739209617.8212242;-38.13080360867914
1739209617.8212276;-38.13080360867914
1739209617.8212311;-45.120503652039325
1739209617.8212345;-35.57807855764607
1739209617.8212378;-38.13080360867914
1739209617.8212411;-35.57807855764607
1739209617.8212445;-38.13080360867914
1739209617.8212478;-45.120503652039325
1739209617.8212514;-38.13080360867914
1739209617.8212547;-45.120503652039325
1739209617.821258;-35.57807855764607
1739209617.8212614;-26.991370085610736
1739209617.8212647;-38.13080360867914
1739209617.821268;-35.57807855764607
1739209617.8212714;-35.57807855764607
1739209617.821275;-38.13080360867914
1739209617.8212783;-45.120503652039325
1739209617.8212817;-35.57807855764607
1739209617.821285;-45.120503652039325
1739209617.8212883;-33.981070128970956
1739209617.8212917;-45.120503652039325
1739209617.821295;-35.57807855764607
1739209617.8212986;-45.120503652039325
1739209617.821302;-45.120503652039325
1739209617.8213053;-38.13080360867914
1739209617.8213086;-45.120503652039325
1739209617.821312;-38.13080360867914
1739209617.8213153;-32.816014438256545
1739209617.8213186;-38.13080360867914
1739209617.8213222;-45.120503652039325
1739209617.8213255;-45.120503652039325
1739209617.8213289;-35.57807855764607
1739209617.8213322;-38.13080360867914
1739209617.8213356;-38.13080360867914
1739209617.821339;-38.13080360867914
1739209617.8213422;-45.120503652039325
1739209617.8213458;-45.120503652039325
1739209617.8213491;-38.13080360867914
1739209617.8213525;-38.13080360867914
1739209617.8213558;-38.13080360867914
1739209617.8213592;-45.120503652039325
1739209617.8213625;-45.120503652039325
1739209617.8213658;-38.13080360867914
1739209617.8213694;-45.120503652039325
1739209617.8213727;-45.120503652039325
1739209617.821376;-45.120503652039325
1739209617.8213794;-45.120503652039325
1739209617.8213828;-45.120503652039325
1739209617.821386;-45.120503652039325
1739209617.8213894;-45.120503652039325
1739209617.821393;-45.120503652039325
1739209617.8213964;-45.120503652039325
1739209617.8213997;-38.13080360867914
1739209617.821403;-38.13080360867914
1739209617.8214064;-45.120503652039325
1739209617.8214097;-38.13080360867914
1739209617.821413;-45.120503652039325
1739209617.8214166;-45.120503652039325
1739209617.82142;-38.13080360867914
1739209617.8214233;-45.120503652039325
1739209617.8214266;-38.13080360867914
1739209617.82143;-38.13080360867914
1739209617.8214333;-45.120503652039325
1739209617.8214366;-45.120503652039325
1739209617.8214402;-33.981070128970906
1739209617.8214436;-45.120503652039325
1739209617.821447;-45.120503652039325
1739209617.8214502;-35.57807855764607
1739209617.8214536;-38.13080360867914
1739209617.821457;-45.120503652039325
1739209617.8214602;-38.13080360867914
1739209617.8214638;-38.13080360867914
1739209617.8214672;-45.120503652039325
1739209617.8214705;-45.120503652039325
1739209617.8214738;-38.13080360867914
1739209617.8214772;-45.120503652039325
1739209617.8214805;-45.120503652039325
1739209617.8214839;-38.13080360867914
1739209617.8214874;-45.120503652039325
1739209617.8214908;-38.13080360867914
1739209617.821494;-38.13080360867914
1739209617.8214974;-33.981070128970906
1739209617.8215008;-32.816014438256545
1739209617.821504;-32.816014438256545
1739209617.8215075;-38.13080360867914
1739209617.821511;-38.13080360867914
1739209617.8215144;-35.57807855764607
1739209617.8215177;-45.120503652039325
1739209617.821521;-45.120503652039325
1739209617.8215244;-45.120503652039325
1739209617.8215277;-38.13080360867914
1739209617.8215313;-35.57807855764607
1739209617.8215346;-38.13080360867914
1739209617.821538;-45.120503652039325
1739209617.8215413;-38.13080360867914
1739209617.8215446;-32.816014438256545
1739209617.821548;-38.13080360867914
1739209617.8215513;-45.120503652039325
1739209617.821555;-35.57807855764607
1739209617.8215582;-45.120503652039325
1739209617.8215616;-33.981070128970906
1739209617.821565;-45.120503652039325
1739209617.8215683;-38.13080360867914
1739209617.8215716;-45.120503652039325
1739209617.821575;-45.120503652039325
1739209617.8215785;-45.120503652039325
1739209617.8215818;-38.13080360867914
1739209617.8215852;-45.120503652039325
1739209617.8215885;-31.141103565318915
1739209617.8215919;-32.816014438256545
1739209617.8215952;-38.13080360867914
1739209617.8215985;-38.13080360867914
1739209617.821602;-38.13080360867914
1739209617.8216054;-45.120503652039325
1739209617.8216088;-38.13080360867914
1739209617.8216121;-38.13080360867914
1739209617.8216155;-45.120503652039325
1739209617.8216188;-33.981070128970906
1739209617.8216221;-38.13080360867914
1739209617.8216257;-45.120503652039325
1739209617.821629;-45.120503652039325
1739209617.8216324;-45.120503652039325
1739209617.8216357;-45.120503652039325
1739209617.821639;-45.120503652039325
1739209617.8216424;-33.981070128970906
1739209617.8216457;-35.57807855764607
1739209617.8216493;-35.57807855764607
1739209617.8216527;-38.13080360867914
1739209617.821656;-38.13080360867914
1739209617.8216593;-45.120503652039325
1739209617.8216627;-45.120503652039325
1739209617.821666;-45.120503652039325
1739209617.8216693;-38.13080360867914
1739209617.821673;-33.981070128970906
1739209617.8216763;-45.120503652039325
1739209617.8216796;-45.120503652039325
1739209617.821683;-38.13080360867914
1739209617.8216863;-38.13080360867914
1739209617.8216896;-45.120503652039325
1739209617.821693;-45.120503652039325
1739209617.8216965;-45.120503652039325
1739209617.8216999;-45.120503652039325
1739209617.8217032;-38.13080360867914
1739209617.8217065;-45.120503652039325
1739209617.8217099;-38.13080360867914
1739209617.8217132;-45.120503652039325
1739209617.8217165;-45.120503652039325
1739209617.8217201;-45.120503652039325
1739209617.8217235;-31.141103565318915
1739209617.8217268;-32.816014438256545
1739209617.8217301;-45.120503652039325
1739209617.8217335;-35.57807855764607
1739209617.8217368;-33.981070128970906
1739209617.8217402;-35.57807855764607
1739209617.8217437;-38.13080360867914
1739209617.821747;-35.57807855764607
1739209617.8217504;-45.120503652039325
1739209617.8217537;-38.13080360867914
1739209617.821757;-38.13080360867914
1739209617.8217604;-35.57807855764607
1739209617.8217638;-45.120503652039325
1739209617.8217673;-45.120503652039325
1739209617.8217707;-38.13080360867914
1739209617.821774;-38.13080360867914
1739209617.8217773;-32.816014438256545
1739209617.8217807;-29.438486411369333
1739209617.821784;-38.13080360867914
1739209617.8217874;-35.57807855764607
1739209617.821791;-32.816014438256545
1739209617.8217943;-33.981070128970906
1739209617.8217976;-45.120503652039325
1739209617.821801;-35.57807855764607
1739209617.8218043;-45.120503652039325
1739209617.8218076;-33.981070128970956
1739209617.821811;-38.13080360867914
1739209617.8218145;-38.13080360867914
1739209617.8218179;-45.120503652039325
1739209617.8218212;-45.120503652039325
1739209617.8218246;-38.13080360867914
1739209617.821828;-45.120503652039325
1739209617.8218312;-35.57807855764607
1739209617.8218348;-32.816014438256545
1739209617.8218381;-38.13080360867914
1739209617.8218415;-35.57807855764607
1739209617.8218448;-38.13080360867914
1739209617.8218482;-45.120503652039325
1739209617.8218515;-38.13080360867914
1739209617.8218548;-38.13080360867914
1739209617.8218584;-45.120503652039325
1739209617.8218617;-45.120503652039325
1739209617.821865;-45.120503652039325
1739209617.8218684;-38.13080360867914
1739209617.8218718;-38.13080360867914
1739209617.821875;-45.120503652039325
1739209617.8218784;-38.13080360867914
1739209617.821882;-35.57807855764607
1739209617.8218853;-38.13080360867914
1739209617.8218887;-45.120503652039325
1739209617.821892;-45.120503652039325
1739209617.8218954;-38.13080360867914
1739209617.8218987;-45.120503652039325
1739209617.821902;-45.120503652039325
1739209617.8219056;-35.57807855764607
1739209617.821909;-38.13080360867914
1739209617.8219123;-38.13080360867914
1739209617.8219156;-26.991370085610736
1739209617.821919;-38.13080360867914
1739209617.8219223;-38.13080360867914
1739209617.8219256;-38.13080360867914
1739209617.8219292;-38.13080360867914
1739209617.8219326;-38.13080360867914
1739209617.821936;-38.13080360867914
1739209617.8219392;-45.120503652039325
1739209617.8219426;-38.13080360867914
1739209617.821946;-38.13080360867914
1739209617.8219492;-35.57807855764607
1739209617.8219528;-38.13080360867914
1739209617.8219562;-45.120503652039325
1739209617.8219595;-38.13080360867914
1739209617.8219628;-38.13080360867914
1739209617.8219662;-38.13080360867914
1739209617.8219695;-28.58837851428586
1739209617.8219728;-38.13080360867914
1739209617.8219764;-45.120503652039325
1739209617.8219798;-45.120503652039325
1739209617.821983;-32.816014438256545
1739209617.8219864;-45.120503652039325
1739209617.8219898;-45.120503652039325
1739209617.821993;-45.120503652039325
1739209617.8219965;-38.13080360867914
1739209617.822;-38.13080360867914
1739209617.8220034;-35.57807855764607
1739209617.8220067;-38.13080360867914
1739209617.82201;-45.120503652039325
1739209617.8220134;-45.120503652039325
1739209617.8220167;-45.120503652039325
1739209617.82202;-45.120503652039325
1739209617.8220236;-30.49652367304973
1739209617.822027;-33.981070128970906
1739209617.8220303;-35.57807855764607
1739209617.8220336;-38.13080360867914
1739209617.822037;-35.57807855764607
1739209617.8220403;-45.120503652039325
1739209617.8220437;-45.120503652039325
1739209617.8220472;-45.120503652039325
1739209617.8220506;-45.120503652039325
1739209617.822054;-45.120503652039325
1739209617.8220572;-35.57807855764607
1739209617.8220606;-45.120503652039325
1739209617.822064;-38.13080360867914
1739209617.8220673;-38.13080360867914
1739209617.8220708;-45.120503652039325
1739209617.8220742;-45.120503652039325
1739209617.8220775;-45.120503652039325
1739209617.8220809;-45.120503652039325
1739209617.8220842;-45.120503652039325
1739209617.8220875;-45.120503652039325
1739209617.8220909;-45.120503652039325
1739209617.8220944;-45.120503652039325
1739209617.8220978;-45.120503652039325
1739209617.822101;-45.120503652039325
1739209617.8221045;-33.981070128970906
1739209617.8221078;-35.57807855764607
1739209617.8221111;-45.120503652039325
1739209617.8221147;-35.57807855764607
1739209617.822118;-35.57807855764607
1739209617.8221214;-38.13080360867914
1739209617.8221247;-45.120503652039325
1739209617.822128;-38.13080360867914
1739209617.8221314;-45.120503652039325
1739209617.8221347;-45.120503652039325
1739209617.8221383;-38.13080360867914
1739209617.8221416;-45.120503652039325
1739209617.822145;-45.120503652039325
1739209617.8221483;-38.13080360867914
1739209617.8221517;-35.57807855764607
1739209617.822155;-45.120503652039325
1739209617.8221583;-45.120503652039325
1739209617.822162;-45.120503652039325
1739209617.8221653;-35.57807855764607
1739209617.8221686;-45.120503652039325
1739209617.822172;-45.120503652039325
1739209617.8221753;-45.120503652039325
1739209617.8221786;-45.120503652039325
1739209617.822182;-45.120503652039325
1739209617.8221855;-45.120503652039325
1739209617.8221889;-38.13080360867914
1739209617.8221922;-38.13080360867914
1739209617.8221955;-45.120503652039325
1739209617.8221989;-38.13080360867914
1739209617.8222022;-32.816014438256545
1739209617.8222055;-35.57807855764607
1739209617.8222091;-33.981070128970906
1739209617.8222125;-38.13080360867914
1739209617.8222158;-45.120503652039325
1739209617.8222191;-33.981070128970906
1739209617.8222225;-38.13080360867914
1739209617.8222258;-45.120503652039325
1739209617.8222291;-45.120503652039325
1739209617.8222327;-45.120503652039325
1739209617.822236;-38.13080360867914
1739209617.8222394;-45.120503652039325
1739209617.8222427;-33.981070128970906
1739209617.822246;-35.57807855764607
1739209617.8222494;-38.13080360867914
1739209617.8222528;-45.120503652039325
1739209617.8222563;-38.13080360867914
1739209617.8222597;-38.13080360867914
1739209617.822263;-45.120503652039325
1739209617.8222663;-45.120503652039325
1739209617.8222697;-45.120503652039325
1739209617.822273;-38.13080360867914
1739209617.8222764;-35.57807855764607
1739209617.82228;-38.13080360867914
1739209617.8222833;-38.13080360867914
1739209617.8222866;-38.13080360867914
1739209617.82229;-45.120503652039325
1739209617.8222933;-38.13080360867914
1739209617.8222966;-38.13080360867914
1739209617.8223;-38.13080360867914
1739209617.8223035;-33.981070128970906
1739209617.8223069;-45.120503652039325
1739209617.8223102;-33.981070128970906
1739209617.8223135;-38.13080360867914
1739209617.822317;-38.13080360867914
1739209617.8223202;-35.57807855764607
1739209617.8223236;-35.57807855764607
1739209617.8223271;-38.13080360867914
1739209617.8223305;-45.120503652039325
1739209617.8223338;-35.57807855764607
1739209617.8223372;-38.13080360867914
1739209617.8223405;-45.120503652039325
1739209617.8223438;-45.120503652039325
1739209617.8223472;-45.120503652039325
1739209617.8223507;-45.120503652039325
1739209617.822354;-45.120503652039325
1739209617.8223574;-45.120503652039325
1739209617.8223608;-38.13080360867914
1739209617.822364;-35.57807855764607
1739209617.8223674;-45.120503652039325
1739209617.8223708;-38.13080360867914
1739209617.8223743;-45.120503652039325
1739209617.8223777;-28.992665084841942
1739209617.822381;-29.438486411369333
1739209617.8223844;-38.13080360867914
1739209617.8223877;-45.120503652039325
1739209617.822391;-35.57807855764607
1739209617.8223944;-35.57807855764607
1739209617.822398;-45.120503652039325
1739209617.8224013;-38.13080360867914
1739209617.8224046;-45.120503652039325
1739209617.822408;-38.13080360867914
1739209617.8224113;-38.13080360867914
1739209617.8224146;-45.120503652039325
1739209617.8224182;-45.120503652039325
1739209617.8224216;-45.120503652039325
1739209617.822425;-38.13080360867914
1739209617.8224282;-45.120503652039325
1739209617.8224316;-35.57807855764607
1739209617.822435;-32.816014438256545
1739209617.8224382;-45.120503652039325
1739209617.8224418;-38.13080360867914
1739209617.8224452;-35.57807855764607
1739209617.8224485;-38.13080360867914
1739209617.8224518;-45.120503652039325
1739209617.8224552;-45.120503652039325
1739209617.8224585;-45.120503652039325
1739209617.8224618;-45.120503652039325
1739209617.8224654;-38.13080360867914
1739209617.8224688;-45.120503652039325
1739209617.822472;-45.120503652039325
1739209617.8224754;-38.13080360867914
1739209617.8224788;-45.120503652039325
1739209617.822482;-38.13080360867914
1739209617.8224854;-45.120503652039325
1739209617.822489;-45.120503652039325
1739209617.8224924;-45.120503652039325
1739209617.8224957;-45.120503652039325
1739209617.822499;-45.120503652039325
1739209617.8225024;-38.13080360867914
1739209617.8225057;-38.13080360867914
1739209617.822509;-38.13080360867914
1739209617.8225126;-32.816014438256545
1739209617.822516;-26.035653463252796
1739209617.8225193;-38.13080360867914
1739209617.8225226;-45.120503652039325
1739209617.822526;-38.13080360867914
1739209617.8225293;-32.816014438256545
1739209617.8225327;-45.120503652039325
1739209617.8225362;-45.120503652039325
1739209617.8225396;-45.120503652039325
1739209617.822543;-35.57807855764607
1739209617.8225462;-38.13080360867914
1739209617.8225496;-38.13080360867914
1739209617.822553;-38.13080360867914
1739209617.8225563;-45.120503652039325
1739209617.8225598;-35.57807855764607
1739209617.8225632;-45.120503652039325
1739209617.8225665;-38.13080360867914
1739209617.8225698;-26.991370085610736
1739209617.8225732;-35.57807855764607
1739209617.8225765;-38.13080360867914
1739209617.8225799;-38.13080360867914
1739209617.8225834;-35.57807855764607
1739209617.8225868;-45.120503652039325
1739209617.82259;-45.120503652039325
1739209617.8225935;-45.120503652039325
1739209617.8225968;-45.120503652039325
1739209617.8226001;-45.120503652039325
1739209617.8226035;-38.13080360867914
1739209617.822607;-45.120503652039325
1739209617.8226104;-45.120503652039325
1739209617.8226137;-38.13080360867914
1739209617.822617;-38.13080360867914
1739209617.8226204;-45.120503652039325
1739209617.8226237;-38.13080360867914
1739209617.822627;-35.57807855764607
1739209617.8226306;-45.120503652039325
1739209617.822634;-45.120503652039325
1739209617.8226373;-45.120503652039325
1739209617.8226407;-38.13080360867914
1739209617.822644;-31.141103565318893
1739209617.8226473;-38.13080360867914
1739209617.8226507;-35.57807855764607
1739209617.8226542;-38.13080360867914
1739209617.8226576;-35.57807855764607
1739209617.822661;-38.13080360867914
1739209617.8226643;-38.13080360867914
1739209617.8226676;-38.13080360867914
1739209617.822671;-45.120503652039325
1739209617.8226743;-45.120503652039325
1739209617.8226779;-45.120503652039325
1739209617.8226812;-45.120503652039325
1739209617.8226845;-38.13080360867914
1739209617.8226879;-33.981070128970906
1739209617.8226912;-45.120503652039325
1739209617.8226945;-38.13080360867914
1739209617.822698;-38.13080360867914
1739209617.8227015;-45.120503652039325
1739209617.8227048;-35.57807855764607
1739209617.8227081;-35.57807855764607
1739209617.8227115;-45.120503652039325
1739209617.8227148;-45.120503652039325
1739209617.8227181;-32.816014438256545
1739209617.8227217;-38.13080360867914
1739209617.822725;-45.120503652039325
1739209617.8227284;-38.13080360867914
1739209617.8227317;-38.13080360867914
1739209617.822735;-45.120503652039325
1739209617.8227384;-45.120503652039325
1739209617.8227417;-38.13080360867914
1739209617.8227453;-45.120503652039325
1739209617.8227487;-38.13080360867914
1739209617.822752;-45.120503652039325
1739209617.8227553;-33.981070128970906
1739209617.8227587;-31.141103565318893
1739209617.822762;-33.981070128970906
1739209617.8227654;-45.120503652039325
1739209617.822769;-33.981070128970906
1739209617.8227723;-31.141103565318893
1739209617.8227756;-38.13080360867914
1739209617.822779;-45.120503652039325
1739209617.8227823;-38.13080360867914
1739209617.8227856;-32.816014438256545
1739209617.822789;-45.120503652039325
1739209617.8227925;-45.120503652039325
1739209617.8227959;-33.981070128970906
1739209617.8227992;-38.13080360867914
1739209617.8228025;-33.981070128970906
1739209617.822806;-45.120503652039325
1739209617.8228092;-45.120503652039325
1739209617.8228126;-35.57807855764607
1739209617.8228161;-38.13080360867914
1739209617.8228195;-45.120503652039325
1739209617.8228228;-38.13080360867914
1739209617.8228261;-38.13080360867914
1739209617.8228295;-38.13080360867914
1739209617.8228328;-45.120503652039325
1739209617.8228362;-38.13080360867914
1739209617.8228397;-38.13080360867914
1739209617.822843;-33.981070128970906
1739209617.8228464;-45.120503652039325
1739209617.8228498;-38.13080360867914
1739209617.822853;-38.13080360867914
1739209617.8228564;-38.13080360867914
1739209617.8228598;-45.120503652039325
1739209617.8228633;-32.816014438256545
1739209617.8228667;-31.141103565318893
1739209617.82287;-45.120503652039325
1739209617.8228734;-45.120503652039325
1739209617.8228767;-45.120503652039325
1739209617.82288;-33.981070128970956
1739209617.8228834;-45.120503652039325
