CAN Message; 0x1b8:00002394811b3d4d
1739209842.2529228;-45.120503652039325
1739209842.2529242;-38.13080360867914
1739209842.2529256;-38.13080360867914
1739209842.252927;-38.13080360867914
1739209842.2529285;-45.120503652039325
1739209842.2529297;-33.981070128970906
1739209842.252931;-45.120503652039325
1739209842.2529325;-45.120503652039325
1739209842.252934;-45.120503652039325
1739209842.2529354;-38.13080360867914
1739209842.2529366;-45.120503652039325
1739209842.252938;-45.120503652039325
1739209842.2529395;-38.13080360867914
1739209842.252941;-38.13080360867914
1739209842.2529423;-38.13080360867914
1739209842.2529435;-45.120503652039325
1739209842.252945;-45.120503652039325
1739209842.2529464;-38.13080360867914
1739209842.2529478;-38.13080360867914
1739209842.2529492;-33.981070128970906
1739209842.2529504;-45.120503652039325
1739209842.2529519;-35.57807855764607
1739209842.2529533;-35.57807855764607
1739209842.2529547;-38.13080360867914
1739209842.2529562;-45.120503652039325
1739209842.2529576;-38.13080360867914
1739209842.2529588;-32.816014438256545
1739209842.2529602;-38.13080360867914
1739209842.2529616;-45.120503652039325
1739209842.252963;-38.13080360867914
1739209842.2529645;-35.57807855764607
1739209842.2529657;-38.13080360867914
1739209842.2529671;-33.981070128970906
1739209842.2529685;-31.141103565318915
1739209842.25297;-38.13080360867914
1739209842.2529714;-45.120503652039325
1739209842.2529726;-35.57807855764607
1739209842.252974;-38.13080360867914
1739209842.2529755;-45.120503652039325
1739209842.252977;-45.120503652039325
1739209842.2529783;-38.13080360867914
1739209842.2529795;-31.14110356531892
1739209842.252981;-45.120503652039325
1739209842.2529824;-45.120503652039325
1739209842.2529838;-45.120503652039325
1739209842.2529852;-38.13080360867914
1739209842.2529867;-38.13080360867914
1739209842.2529879;-38.13080360867914
1739209842.2529893;-38.13080360867914
1739209842.2529907;-31.141103565318915
1739209842.2529922;-45.120503652039325
1739209842.2529936;-45.120503652039325
1739209842.2529948;-35.57807855764607
1739209842.2529962;-38.13080360867914
1739209842.2529976;-45.120503652039325
1739209842.252999;-38.13080360867914
1739209842.2530005;-45.120503652039325
1739209842.2530017;-38.13080360867914
1739209842.2530031;-45.120503652039325
1739209842.2530046;-45.120503652039325
1739209842.253006;-45.120503652039325
1739209842.2530074;-45.120503652039325
1739209842.2530086;-45.120503652039325
1739209842.25301;-45.120503652039325
1739209842.2530115;-38.13080360867914
1739209842.253013;-45.120503652039325
1739209842.2530143;-45.120503652039325
1739209842.2530158;-45.120503652039325
1739209842.253017;-45.120503652039325
1739209842.2530184;-38.13080360867914
1739209842.2530198;-32.816014438256545
1739209842.2530212;-45.120503652039325
1739209842.2530227;-45.120503652039325
1739209842.2530239;-28.992665084841942
1739209842.2530253;-38.13080360867914
1739209842.2530267;-45.120503652039325
1739209842.2530282;-38.13080360867914
1739209842.2530296;-33.981070128970906
1739209842.2530308;-45.120503652039325
1739209842.2530322;-38.13080360867914
1739209842.2530336;-45.120503652039325
1739209842.253035;-38.13080360867914
1739209842.2530365;-38.13080360867914
1739209842.2530377;-38.13080360867914
1739209842.2530391;-45.120503652039325
1739209842.2530406;-38.13080360867914
1739209842.253042;-35.57807855764607
1739209842.2530434;-35.57807855764607
1739209842.2530448;-45.120503652039325
1739209842.253046;-31.141103565318915
1739209842.2530475;-32.816014438256545
1739209842.253049;-45.120503652039325
1739209842.2530503;-45.120503652039325
1739209842.2530518;-45.120503652039325
1739209842.253053;-45.120503652039325
1739209842.2530544;-45.120503652039325
1739209842.2530558;-45.120503652039325
1739209842.2530572;-45.120503652039325
1739209842.2530587;-38.13080360867914
1739209842.2530599;-38.13080360867914
1739209842.2530613;-45.120503652039325
1739209842.2530627;-33.981070128970906
1739209842.2530642;-38.13080360867914
1739209842.2530656;-38.13080360867914
1739209842.2530668;-38.13080360867914
1739209842.2530682;-45.120503652039325
1739209842.2530696;-45.120503652039325
1739209842.253071;-38.13080360867914
1739209842.2530725;-38.13080360867914
1739209842.253074;-45.120503652039325
1739209842.2530751;-38.13080360867914
1739209842.2530766;-38.13080360867914
1739209842.253078;-45.120503652039325
1739209842.2530794;-35.57807855764607
1739209842.2530808;-38.13080360867914
1739209842.253082;-38.13080360867914
1739209842.2530835;-38.13080360867914
1739209842.253085;-38.13080360867914
1739209842.2530863;-38.13080360867914
1739209842.2530878;-38.13080360867914
1739209842.253089;-35.57807855764607
1739209842.2530904;-45.120503652039325
1739209842.2530918;-45.120503652039325
1739209842.2530932;-45.120503652039325
1739209842.2530947;-45.120503652039325
1739209842.2530959;-38.13080360867914
1739209842.2530973;-32.816014438256545
1739209842.2530987;-38.13080360867914
1739209842.2531002;-45.120503652039325
1739209842.2531016;-32.816014438256545
1739209842.253103;-35.57807855764607
1739209842.2531042;-38.13080360867914
1739209842.2531056;-45.120503652039325
1739209842.253107;-38.13080360867914
1739209842.2531085;-38.13080360867914
1739209842.25311;-38.13080360867914
1739209842.2531111;-45.120503652039325
1739209842.2531126;-38.13080360867914
1739209842.253114;-45.120503652039325
1739209842.2531154;-45.120503652039325
1739209842.2531168;-45.120503652039325
1739209842.253118;-38.13080360867914
1739209842.2531195;-35.57807855764607
1739209842.253121;-45.120503652039325
1739209842.2531223;-38.13080360867914
1739209842.2531238;-38.13080360867914
1739209842.253125;-28.992665084841942
1739209842.2531264;-38.13080360867914
1739209842.2531278;-45.120503652039325
1739209842.2531292;-45.120503652039325
1739209842.2531307;-33.981070128970906
1739209842.253132;-38.13080360867914
1739209842.2531333;-45.120503652039325
1739209842.2531347;-38.13080360867914
1739209842.2531362;-45.120503652039325
1739209842.2531376;-38.13080360867914
1739209842.253139;-38.13080360867914
1739209842.2531402;-38.13080360867914
1739209842.2531416;-45.120503652039325
1739209842.253143;-38.13080360867914
1739209842.2531445;-38.13080360867914
1739209842.253146;-45.120503652039325
1739209842.2531471;-45.120503652039325
1739209842.2531486;-45.120503652039325
1739209842.25315;-35.57807855764607
1739209842.2531514;-45.120503652039325
1739209842.2531528;-33.981070128970906
1739209842.253154;-45.120503652039325
1739209842.2531555;-45.120503652039325
1739209842.253157;-38.13080360867914
1739209842.2531583;-33.981070128970906
1739209842.2531598;-38.13080360867914
1739209842.2531612;-38.13080360867914
1739209842.2531624;-45.120503652039325
1739209842.2531638;-45.120503652039325
1739209842.2531652;-38.13080360867914
1739209842.2531667;-45.120503652039325
1739209842.253168;-38.13080360867914
1739209842.2531693;-30.49652367304976
1739209842.2531707;-38.13080360867914
1739209842.2531722;-45.120503652039325
1739209842.2531736;-45.120503652039325
1739209842.253175;-45.120503652039325
1739209842.2531762;-45.120503652039325
1739209842.2531776;-45.120503652039325
1739209842.253179;-38.13080360867914
1739209842.2531805;-33.981070128970906
1739209842.253182;-33.981070128970906
1739209842.2531831;-45.120503652039325
1739209842.2531846;-45.120503652039325
1739209842.253186;-35.57807855764607
1739209842.2531874;-38.13080360867914
1739209842.2531888;-38.13080360867914
1739209842.2531903;-45.120503652039325
1739209842.2531915;-38.13080360867914
1739209842.253193;-38.13080360867914
1739209842.2531943;-38.13080360867914
1739209842.2531958;-38.13080360867914
1739209842.2531972;-45.120503652039325
1739209842.2531984;-35.57807855764607
1739209842.2531998;-38.13080360867914
1739209842.2532012;-45.120503652039325
1739209842.2532027;-31.14110356531892
1739209842.253204;-33.981070128970906
1739209842.2532053;-45.120503652039325
1739209842.2532067;-45.120503652039325
1739209842.2532082;-45.120503652039325
1739209842.2532096;-45.120503652039325
1739209842.253211;-45.120503652039325
1739209842.2532122;-38.13080360867914
1739209842.2532136;-31.141103565318915
1739209842.253215;-31.141103565318915
1739209842.2532165;-35.57807855764607
1739209842.253218;-35.57807855764607
1739209842.2532194;-35.57807855764607
1739209842.2532206;-35.57807855764607
1739209842.253222;-45.120503652039325
1739209842.2532234;-38.13080360867914
1739209842.2532248;-38.13080360867914
1739209842.2532263;-33.981070128970906
1739209842.2532275;-45.120503652039325
1739209842.253229;-38.13080360867914
1739209842.2532303;-45.120503652039325
1739209842.2532318;-45.120503652039325
1739209842.2532332;-45.120503652039325
1739209842.2532344;-38.13080360867914
1739209842.2532358;-38.13080360867914
1739209842.2532372;-38.13080360867914
1739209842.2532387;-45.120503652039325
1739209842.25324;-38.13080360867914
1739209842.2532413;-38.13080360867914
1739209842.2532427;-45.120503652039325
1739209842.2532442;-45.120503652039325
1739209842.2532456;-38.13080360867914
1739209842.253247;-38.13080360867914
1739209842.2532485;-38.13080360867914
1739209842.2532496;-45.120503652039325
1739209842.253251;-45.120503652039325
1739209842.2532525;-33.981070128970906
1739209842.253254;-33.981070128970906
1739209842.2532554;-33.981070128970906
1739209842.2532566;-38.13080360867914
1739209842.253258;-32.816014438256545
1739209842.2532594;-45.120503652039325
1739209842.2532609;-45.120503652039325
1739209842.2532623;-45.120503652039325
1739209842.2532635;-35.57807855764607
1739209842.253265;-45.120503652039325
1739209842.2532663;-45.120503652039325
1739209842.2532678;-38.13080360867914
1739209842.2532692;-38.13080360867914
1739209842.2532704;-35.57807855764607
1739209842.2532718;-38.13080360867914
1739209842.2532732;-38.13080360867914
1739209842.2532747;-45.120503652039325
1739209842.253276;-32.816014438256545
1739209842.2532775;-38.13080360867914
1739209842.2532787;-45.120503652039325
1739209842.2532802;-32.816014438256545
1739209842.2532816;-45.120503652039325
1739209842.253283;-45.120503652039325
1739209842.2532845;-38.13080360867914
1739209842.2532856;-38.13080360867914
1739209842.253287;-45.120503652039325
1739209842.2532885;-45.120503652039325
1739209842.25329;-33.981070128970906
1739209842.2532914;-38.13080360867914
1739209842.2532926;-38.13080360867914
1739209842.253294;-38.13080360867914
1739209842.2532954;-35.57807855764607
1739209842.2532969;-45.120503652039325
1739209842.2532983;-38.13080360867914
1739209842.2532995;-35.57807855764607
1739209842.253301;-45.120503652039325
1739209842.2533023;-45.120503652039325
1739209842.2533038;-35.57807855764607
1739209842.2533052;-38.13080360867914
1739209842.2533066;-38.13080360867914
1739209842.2533078;-45.120503652039325
1739209842.2533092;-38.13080360867914
1739209842.2533107;-32.816014438256545
1739209842.253312;-45.120503652039325
1739209842.2533135;-45.120503652039325
1739209842.2533147;-38.13080360867914
1739209842.2533162;-45.120503652039325
1739209842.2533176;-38.13080360867914
1739209842.253319;-45.120503652039325
1739209842.2533205;-38.13080360867914
1739209842.2533216;-45.120503652039325
1739209842.253323;-45.120503652039325
1739209842.2533245;-38.13080360867914
1739209842.253326;-35.57807855764607
1739209842.2533274;-32.816014438256545
1739209842.2533286;-45.120503652039325
1739209842.25333;-45.120503652039325
1739209842.2533314;-38.13080360867914
1739209842.2533329;-38.13080360867914
1739209842.2533343;-45.120503652039325
1739209842.2533357;-45.120503652039325
1739209842.253337;-45.120503652039325
1739209842.2533383;-45.120503652039325
1739209842.2533398;-38.13080360867914
1739209842.2533412;-32.816014438256545
1739209842.2533426;-45.120503652039325
1739209842.2533438;-45.120503652039325
1739209842.2533453;-45.120503652039325
1739209842.2533467;-45.120503652039325
1739209842.253348;-35.57807855764607
1739209842.2533495;-35.57807855764607
1739209842.2533507;-45.120503652039325
1739209842.2533522;-45.120503652039325
1739209842.2533536;-38.13080360867914
1739209842.253355;-35.57807855764607
1739209842.2533565;-45.120503652039325
1739209842.253358;-38.13080360867914
1739209842.253359;-45.120503652039325
1739209842.2533605;-45.120503652039325
1739209842.253362;-35.57807855764607
1739209842.2533634;-35.57807855764607
1739209842.2533648;-45.120503652039325
1739209842.253366;-45.120503652039325
1739209842.2533674;-38.13080360867914
1739209842.2533689;-38.13080360867914
1739209842.2533703;-45.120503652039325
1739209842.2533717;-45.120503652039325
1739209842.253373;-38.13080360867914
1739209842.2533743;-38.13080360867914
1739209842.2533758;-38.13080360867914
1739209842.2533772;-35.57807855764607
1739209842.2533786;-38.13080360867914
1739209842.2533798;-45.120503652039325
1739209842.2533813;-38.13080360867914
1739209842.2533827;-28.58837851428586
1739209842.253384;-35.57807855764607
1739209842.2533855;-45.120503652039325
1739209842.253387;-38.13080360867914
1739209842.2533882;-38.13080360867914
1739209842.2533896;-38.13080360867914
1739209842.253391;-33.981070128970906
1739209842.2533925;-45.120503652039325
1739209842.253394;-38.13080360867914
1739209842.253395;-45.120503652039325
1739209842.2533965;-33.981070128970906
1739209842.253398;-45.120503652039325
1739209842.2533994;-45.120503652039325
1739209842.2534008;-38.13080360867914
1739209842.253402;-38.13080360867914
1739209842.2534034;-38.13080360867914
1739209842.2534049;-28.58837851428586
1739209842.2534063;-38.13080360867914
1739209842.2534077;-45.120503652039325
1739209842.253409;-38.13080360867914
1739209842.2534103;-33.981070128970906
1739209842.2534118;-38.13080360867914
1739209842.2534132;-38.13080360867914
1739209842.2534146;-38.13080360867914
1739209842.253416;-45.120503652039325
1739209842.2534173;-38.13080360867914
1739209842.2534187;-38.13080360867914
1739209842.25342;-38.13080360867914
1739209842.2534215;-45.120503652039325
1739209842.253423;-35.57807855764607
1739209842.2534242;-45.120503652039325
1739209842.2534256;-45.120503652039325
1739209842.253427;-45.120503652039325
1739209842.2534285;-45.120503652039325
1739209842.25343;-45.120503652039325
1739209842.253431;-45.120503652039325
1739209842.2534325;-45.120503652039325
1739209842.253434;-45.120503652039325
1739209842.2534354;-45.120503652039325
1739209842.2534368;-45.120503652039325
1739209842.253438;-28.992665084841942
1739209842.2534394;-35.57807855764607
1739209842.2534409;-35.57807855764607
1739209842.2534423;-45.120503652039325
1739209842.2534437;-38.13080360867914
1739209842.2534451;-33.981070128970906
1739209842.2534463;-45.120503652039325
1739209842.2534478;-38.13080360867914
1739209842.2534492;-31.14110356531892
1739209842.2534506;-33.981070128970906
1739209842.253452;-38.13080360867914
1739209842.2534533;-45.120503652039325
1739209842.2534547;-45.120503652039325
1739209842.253456;-45.120503652039325
1739209842.2534575;-33.981070128970906
1739209842.253459;-45.120503652039325
1739209842.2534602;-33.981070128970906
1739209842.2534616;-33.981070128970906
1739209842.253463;-35.57807855764607
1739209842.2534645;-38.13080360867914
1739209842.253466;-38.13080360867914
1739209842.253467;-33.981070128970906
1739209842.2534685;-45.120503652039325
1739209842.25347;-38.13080360867914
1739209842.2534714;-38.13080360867914
1739209842.2534728;-33.981070128970906
1739209842.2534742;-38.13080360867914
1739209842.2534754;-45.120503652039325
1739209842.2534769;-45.120503652039325
1739209842.2534783;-45.120503652039325
1739209842.2534797;-45.120503652039325
1739209842.2534811;-38.13080360867914
1739209842.2534823;-45.120503652039325
1739209842.2534838;-45.120503652039325
1739209842.2534852;-45.120503652039325
1739209842.2534866;-45.120503652039325
1739209842.253488;-45.120503652039325
1739209842.2534893;-45.120503652039325
1739209842.2534907;-45.120503652039325
1739209842.253492;-33.981070128970906
1739209842.2534935;-38.13080360867914
1739209842.253495;-38.13080360867914
1739209842.2534962;-45.120503652039325
1739209842.2534976;-38.13080360867914
1739209842.253499;-45.120503652039325
1739209842.2535005;-32.816014438256545
1739209842.253502;-35.57807855764607
1739209842.2535033;-38.13080360867914
1739209842.2535045;-33.981070128970906
1739209842.253506;-38.13080360867914
1739209842.2535074;-38.13080360867914
1739209842.2535088;-45.120503652039325
1739209842.2535102;-38.13080360867914
1739209842.2535114;-38.13080360867914
1739209842.2535129;-45.120503652039325
1739209842.2535143;-33.981070128970906
1739209842.2535157;-38.13080360867914
1739209842.2535172;-38.13080360867914
1739209842.2535183;-38.13080360867914
1739209842.2535198;-45.120503652039325
1739209842.2535212;-35.57807855764607
1739209842.2535226;-38.13080360867914
1739209842.253524;-45.120503652039325
1739209842.2535253;-38.13080360867914
1739209842.2535267;-38.13080360867914
1739209842.253528;-32.816014438256545
1739209842.2535295;-35.57807855764607
1739209842.253531;-45.120503652039325
1739209842.2535324;-38.13080360867914
1739209842.2535336;-38.13080360867914
1739209842.253535;-45.120503652039325
1739209842.2535365;-45.120503652039325
1739209842.253538;-35.57807855764607
1739209842.2535393;-45.120503652039325
1739209842.2535405;-45.120503652039325
1739209842.253542;-38.13080360867914
1739209842.2535434;-38.13080360867914
1739209842.2535448;-45.120503652039325
1739209842.2535462;-45.120503652039325
1739209842.2535474;-45.120503652039325
1739209842.2535489;-45.120503652039325
1739209842.2535503;-35.57807855764607
1739209842.2535517;-35.57807855764607
1739209842.2535532;-45.120503652039325
1739209842.2535543;-45.120503652039325
1739209842.2535558;-32.816014438256545
1739209842.2535572;-38.13080360867914
1739209842.2535586;-45.120503652039325
1739209842.25356;-45.120503652039325
1739209842.2535615;-38.13080360867914
1739209842.2535627;-38.13080360867914
1739209842.2535641;-45.120503652039325
1739209842.2535655;-45.120503652039325
1739209842.253567;-45.120503652039325
1739209842.2535684;-45.120503652039325
1739209842.2535696;-38.13080360867914
1739209842.253571;-45.120503652039325
1739209842.2535725;-45.120503652039325
1739209842.253574;-45.120503652039325
1739209842.2535753;-38.13080360867914
1739209842.2535765;-45.120503652039325
1739209842.253578;-38.13080360867914
1739209842.2535794;-35.57807855764607
1739209842.2535808;-38.13080360867914
1739209842.2535822;-45.120503652039325
1739209842.2535834;-27.8777449560314
1739209842.2535849;-29.438486411369333
1739209842.2535863;-38.13080360867914
1739209842.2535877;-45.120503652039325
1739209842.2535892;-33.981070128970906
1739209842.2535906;-35.57807855764607
1739209842.2535918;-45.120503652039325
1739209842.2535932;-38.13080360867914
1739209842.2535946;-45.120503652039325
1739209842.253596;-45.120503652039325
1739209842.2535975;-45.120503652039325
1739209842.2535987;-45.120503652039325
1739209842.2536001;-45.120503652039325
1739209842.2536016;-38.13080360867914
1739209842.253603;-38.13080360867914
1739209842.2536044;-45.120503652039325
1739209842.2536056;-32.816014438256545
1739209842.253607;-30.49652367304973
1739209842.2536085;-45.120503652039325
1739209842.25361;-45.120503652039325
1739209842.2536113;-45.120503652039325
1739209842.2536125;-38.13080360867914
1739209842.253614;-38.13080360867914
1739209842.2536154;-45.120503652039325
1739209842.2536168;-32.816014438256545
1739209842.2536182;-30.49652367304973
1739209842.2536197;-45.120503652039325
1739209842.2536209;-45.120503652039325
1739209842.2536223;-35.57807855764607
1739209842.2536237;-35.57807855764607
1739209842.2536252;-45.120503652039325
1739209842.2536266;-45.120503652039325
1739209842.2536278;-38.13080360867914
1739209842.2536292;-38.13080360867914
1739209842.2536306;-45.120503652039325
1739209842.253632;-38.13080360867914
1739209842.2536335;-38.13080360867914
1739209842.2536347;-45.120503652039325
1739209842.2536361;-38.13080360867914
1739209842.2536376;-45.120503652039325
1739209842.253639;-38.13080360867914
1739209842.2536404;-28.58837851428586
1739209842.2536416;-38.13080360867914
1739209842.253643;-45.120503652039325
1739209842.2536445;-45.120503652039325
1739209842.253646;-38.13080360867914
1739209842.2536473;-45.120503652039325
1739209842.2536488;-38.13080360867914
1739209842.25365;-45.120503652039325
1739209842.2536514;-33.981070128970956
1739209842.2536528;-38.13080360867914
1739209842.2536542;-38.13080360867914
1739209842.2536557;-45.120503652039325
1739209842.2536569;-45.120503652039325
1739209842.2536583;-38.13080360867914
1739209842.2536597;-45.120503652039325
1739209842.2536612;-38.13080360867914
1739209842.2536626;-38.13080360867914
1739209842.2536638;-38.13080360867914
1739209842.2536652;-33.981070128970906
1739209842.2536666;-45.120503652039325
1739209842.253668;-45.120503652039325
1739209842.2536695;-38.13080360867914
1739209842.2536707;-45.120503652039325
1739209842.2536721;-45.120503652039325
1739209842.2536736;-35.57807855764607
1739209842.253675;-38.13080360867914
1739209842.2536764;-38.13080360867914
1739209842.2536778;-45.120503652039325
1739209842.253679;-32.816014438256545
1739209842.2536805;-38.13080360867914
1739209842.253682;-38.13080360867914
1739209842.2536833;-38.13080360867914
1739209842.2536848;-45.120503652039325
1739209842.253686;-45.120503652039325
1739209842.2536874;-38.13080360867914
1739209842.2536888;-45.120503652039325
1739209842.2536902;-45.120503652039325
1739209842.2536917;-33.981070128970906
1739209842.2536929;-38.13080360867914
1739209842.2536943;-38.13080360867914
1739209842.2536957;-33.981070128970906
1739209842.2536972;-45.120503652039325
1739209842.2536986;-35.57807855764607
1739209842.2536998;-45.120503652039325
1739209842.2537012;-35.57807855764607
1739209842.2537026;-38.13080360867914
1739209842.253704;-45.120503652039325
1739209842.2537055;-38.13080360867914
1739209842.253707;-33.981070128970906
1739209842.2537081;-38.13080360867914
1739209842.2537096;-45.120503652039325
1739209842.253711;-38.13080360867914
1739209842.2537124;-45.120503652039325
1739209842.2537138;-38.13080360867914
1739209842.253715;-45.120503652039325
1739209842.2537165;-38.13080360867914
1739209842.253718;-38.13080360867914
1739209842.2537193;-38.13080360867914
1739209842.2537208;-45.120503652039325
1739209842.253722;-38.13080360867914
1739209842.2537234;-38.13080360867914
1739209842.2537248;-45.120503652039325
1739209842.2537262;-45.120503652039325
1739209842.2537277;-45.120503652039325
1739209842.2537289;-38.13080360867914
1739209842.2537303;-38.13080360867914
1739209842.2537317;-45.120503652039325
1739209842.2537332;-45.120503652039325
1739209842.2537346;-38.13080360867914
1739209842.253736;-32.816014438256545
