CAN Message; 0x1b8:0100e0c91accbb01
1739209851.076163;-45.120503652039325
1739209851.0761902;-45.120503652039325
1739209851.0762172;-38.13080360867914
1739209851.0762444;-30.49652367304973
1739209851.0762713;-38.13080360867914
1739209851.0762985;-45.120503652039325
1739209851.0763257;-45.120503652039325
1739209851.0763526;-38.13080360867914
1739209851.0763798;-38.13080360867914
1739209851.0764067;-45.120503652039325
1739209851.076434;-38.13080360867914
1739209851.076461;-35.57807855764607
1739209851.076488;-38.13080360867914
1739209851.0765152;-38.13080360867914
1739209851.0765421;-38.13080360867914
1739209851.0765693;-38.13080360867914
1739209851.0765965;-45.120503652039325
1739209851.0766234;-45.120503652039325
1739209851.0766506;-38.13080360867914
1739209851.0766776;-38.13080360867914
1739209851.0767047;-45.120503652039325
1739209851.076732;-45.120503652039325
1739209851.0767589;-45.120503652039325
1739209851.076786;-45.120503652039325
1739209851.076813;-45.120503652039325
1739209851.0768402;-45.120503652039325
1739209851.0768673;-45.120503652039325
1739209851.0768943;-31.141103565318915
1739209851.0769215;-35.57807855764607
1739209851.0769484;-38.13080360867914
1739209851.0769756;-38.13080360867914
1739209851.0770028;-38.13080360867914
1739209851.0770297;-32.816014438256545
1739209851.077057;-38.13080360867914
1739209851.077084;-45.120503652039325
1739209851.077111;-32.816014438256545
1739209851.0771382;-38.13080360867914
1739209851.0771651;-45.120503652039325
1739209851.0771923;-45.120503652039325
1739209851.0772195;-45.120503652039325
1739209851.0772464;-45.120503652039325
1739209851.0772736;-38.13080360867914
1739209851.0773005;-45.120503652039325
1739209851.0773277;-38.13080360867914
1739209851.077355;-38.13080360867914
1739209851.0773818;-38.13080360867914
1739209851.077409;-38.13080360867914
1739209851.077436;-45.120503652039325
1739209851.0774632;-33.981070128970906
1739209851.0774903;-45.120503652039325
1739209851.0775173;-45.120503652039325
1739209851.0775445;-38.13080360867914
1739209851.0775714;-38.13080360867914
1739209851.0775986;-38.13080360867914
1739209851.0776258;-38.13080360867914
1739209851.0776527;-38.13080360867914
1739209851.0776799;-30.49652367304973
1739209851.0777068;-45.120503652039325
1739209851.077734;-38.13080360867914
1739209851.0777612;-38.13080360867914
1739209851.077788;-45.120503652039325
1739209851.0778153;-45.120503652039325
1739209851.0778422;-45.120503652039325
1739209851.0778694;-38.13080360867914
1739209851.0778966;-45.120503652039325
1739209851.0779235;-45.120503652039325
1739209851.0779507;-45.120503652039325
1739209851.0779777;-45.120503652039325
1739209851.0780048;-45.120503652039325
1739209851.078032;-38.13080360867914
1739209851.078059;-45.120503652039325
1739209851.0780861;-38.13080360867914
1739209851.0781133;-38.13080360867914
1739209851.0781403;-45.120503652039325
1739209851.0781674;-45.120503652039325
1739209851.0781944;-45.120503652039325
1739209851.0782216;-32.816014438256545
1739209851.0782487;-35.57807855764607
1739209851.0782757;-45.120503652039325
1739209851.0783029;-38.13080360867914
1739209851.0783298;-35.57807855764607
1739209851.078357;-38.13080360867914
1739209851.0783842;-45.120503652039325
1739209851.078411;-45.120503652039325
1739209851.0784383;-38.13080360867914
1739209851.0784652;-33.981070128970906
1739209851.0784924;-38.13080360867914
1739209851.0785196;-45.120503652039325
1739209851.0785465;-45.120503652039325
1739209851.0785737;-38.13080360867914
1739209851.0786006;-38.13080360867914
1739209851.0786278;-45.120503652039325
1739209851.078655;-45.120503652039325
1739209851.078682;-38.13080360867914
1739209851.0787091;-38.13080360867914
1739209851.078736;-45.120503652039325
1739209851.0787632;-33.981070128970906
1739209851.0787904;-32.816014438256545
1739209851.0788174;-38.13080360867914
1739209851.0788445;-45.120503652039325
1739209851.0788715;-26.991370085610722
1739209851.0788987;-31.141103565318893
1739209851.0789258;-45.120503652039325
1739209851.0789528;-45.120503652039325
1739209851.07898;-33.981070128970906
1739209851.0790071;-38.13080360867914
1739209851.079034;-38.13080360867914
1739209851.0790613;-45.120503652039325
1739209851.0790882;-33.981070128970956
1739209851.0791154;-38.13080360867914
1739209851.0791426;-38.13080360867914
1739209851.0791695;-45.120503652039325
1739209851.0791967;-45.120503652039325
1739209851.0792236;-38.13080360867914
1739209851.0792508;-45.120503652039325
1739209851.079278;-45.120503652039325
1739209851.079305;-28.58837851428586
1739209851.079332;-31.141103565318893
1739209851.079359;-45.120503652039325
1739209851.0793862;-38.13080360867914
1739209851.0794134;-38.13080360867914
1739209851.0794404;-38.13080360867914
1739209851.0794675;-45.120503652039325
1739209851.0794945;-45.120503652039325
1739209851.0795217;-45.120503652039325
1739209851.0795488;-45.120503652039325
1739209851.0795758;-45.120503652039325
1739209851.079603;-45.120503652039325
1739209851.07963;-45.120503652039325
1739209851.079657;-45.120503652039325
1739209851.0796843;-45.120503652039325
1739209851.0797112;-35.57807855764607
1739209851.0797384;-45.120503652039325
1739209851.0797653;-45.120503652039325
1739209851.0797925;-32.816014438256545
1739209851.0798197;-38.13080360867914
1739209851.0798466;-45.120503652039325
1739209851.0798738;-45.120503652039325
1739209851.0799007;-45.120503652039325
1739209851.079928;-45.120503652039325
1739209851.079955;-31.141103565318893
1739209851.079982;-30.49652367304973
1739209851.0800092;-45.120503652039325
1739209851.0800364;-35.57807855764607
1739209851.0800633;-45.120503652039325
1739209851.0800905;-45.120503652039325
1739209851.0801175;-45.120503652039325
1739209851.0801446;-45.120503652039325
1739209851.0801718;-45.120503652039325
1739209851.0801988;-45.120503652039325
1739209851.080226;-33.981070128970906
1739209851.080253;-45.120503652039325
1739209851.08028;-38.13080360867914
1739209851.0803072;-35.57807855764607
1739209851.0803342;-45.120503652039325
1739209851.0803614;-45.120503652039325
1739209851.0803883;-38.13080360867914
1739209851.0804155;-45.120503652039325
1739209851.0804427;-38.13080360867914
1739209851.0804696;-33.981070128970906
1739209851.0804968;-38.13080360867914
1739209851.0805237;-33.981070128970906
1739209851.080551;-45.120503652039325
1739209851.080578;-38.13080360867914
1739209851.080605;-35.57807855764607
1739209851.0806322;-35.57807855764607
1739209851.0806592;-38.13080360867914
1739209851.0806863;-38.13080360867914
1739209851.0807135;-33.981070128970906
1739209851.0807405;-38.13080360867914
1739209851.0807676;-45.120503652039325
1739209851.0807946;-45.120503652039325
1739209851.0808218;-38.13080360867914
1739209851.080849;-35.57807855764607
1739209851.0808759;-45.120503652039325
1739209851.080903;-45.120503652039325
1739209851.08093;-35.57807855764607
1739209851.0809572;-32.816014438256545
1739209851.0809844;-45.120503652039325
1739209851.0810113;-45.120503652039325
1739209851.0810385;-38.13080360867914
1739209851.0810657;-33.981070128970906
1739209851.0810926;-33.981070128970906
1739209851.0811198;-45.120503652039325
1739209851.0811467;-38.13080360867914
1739209851.081174;-45.120503652039325
1739209851.081201;-45.120503652039325
1739209851.081228;-45.120503652039325
1739209851.0812552;-35.57807855764607
1739209851.0812821;-38.13080360867914
1739209851.0813093;-38.13080360867914
1739209851.0813365;-45.120503652039325
1739209851.0813634;-45.120503652039325
1739209851.0813906;-45.120503652039325
1739209851.0814176;-45.120503652039325
1739209851.0814447;-45.120503652039325
1739209851.081472;-38.13080360867914
1739209851.0814989;-38.13080360867914
1739209851.081526;-45.120503652039325
1739209851.081553;-45.120503652039325
1739209851.0815802;-45.120503652039325
1739209851.0816073;-33.981070128970906
1739209851.0816343;-45.120503652039325
1739209851.0816615;-45.120503652039325
1739209851.0816884;-45.120503652039325
1739209851.0817156;-31.141103565318915
1739209851.0817428;-33.981070128970906
1739209851.0817697;-35.57807855764607
1739209851.081797;-38.13080360867914
1739209851.0818238;-45.120503652039325
1739209851.081851;-35.57807855764607
1739209851.0818782;-35.57807855764607
1739209851.0819051;-38.13080360867914
1739209851.0819323;-31.14110356531892
1739209851.0819592;-31.141103565318915
1739209851.0819864;-38.13080360867914
1739209851.0820136;-45.120503652039325
1739209851.0820405;-45.120503652039325
1739209851.0820677;-38.13080360867914
1739209851.082095;-38.13080360867914
1739209851.0821218;-45.120503652039325
1739209851.082149;-38.13080360867914
1739209851.082176;-45.120503652039325
1739209851.0822031;-45.120503652039325
1739209851.0822303;-38.13080360867914
1739209851.0822573;-45.120503652039325
1739209851.0822845;-38.13080360867914
1739209851.0823114;-38.13080360867914
1739209851.0823386;-45.120503652039325
1739209851.0823658;-38.13080360867914
1739209851.0823927;-33.981070128970906
1739209851.0824199;-38.13080360867914
1739209851.0824468;-38.13080360867914
1739209851.082474;-45.120503652039325
1739209851.0825012;-38.13080360867914
1739209851.082528;-38.13080360867914
1739209851.0825553;-45.120503652039325
1739209851.0825822;-33.981070128970906
1739209851.0826094;-31.141103565318915
1739209851.0826366;-45.120503652039325
1739209851.0826635;-38.13080360867914
1739209851.0826907;-38.13080360867914
1739209851.0827177;-45.120503652039325
1739209851.0827448;-35.57807855764607
1739209851.082772;-45.120503652039325
1739209851.082799;-38.13080360867914
1739209851.0828261;-38.13080360867914
1739209851.082853;-45.120503652039325
1739209851.0828803;-38.13080360867914
1739209851.0829074;-45.120503652039325
1739209851.0829344;-45.120503652039325
1739209851.0829616;-45.120503652039325
1739209851.0829887;-38.13080360867914
1739209851.0830157;-38.13080360867914
1739209851.0830429;-38.13080360867914
1739209851.0830698;-45.120503652039325
1739209851.083097;-33.981070128970906
1739209851.0831242;-33.981070128970906
1739209851.083151;-33.981070128970906
1739209851.0831783;-38.13080360867914
1739209851.0832052;-38.13080360867914
1739209851.0832324;-38.13080360867914
1739209851.0832596;-38.13080360867914
1739209851.0832865;-45.120503652039325
1739209851.0833137;-45.120503652039325
1739209851.0833406;-33.981070128970906
1739209851.0833678;-45.120503652039325
1739209851.083395;-45.120503652039325
1739209851.083422;-31.141103565318915
1739209851.0834491;-38.13080360867914
1739209851.083476;-38.13080360867914
1739209851.0835032;-45.120503652039325
1739209851.0835304;-45.120503652039325
1739209851.0835574;-45.120503652039325
1739209851.0835845;-38.13080360867914
1739209851.0836115;-45.120503652039325
1739209851.0836387;-35.57807855764607
1739209851.0836658;-35.57807855764607
1739209851.0836928;-38.13080360867914
1739209851.08372;-35.57807855764607
1739209851.083747;-45.120503652039325
1739209851.083774;-45.120503652039325
1739209851.0838013;-38.13080360867914
1739209851.0838282;-38.13080360867914
1739209851.0838554;-45.120503652039325
1739209851.0838823;-45.120503652039325
1739209851.0839095;-45.120503652039325
1739209851.0839367;-45.120503652039325
1739209851.0839636;-45.120503652039325
1739209851.0839908;-38.13080360867914
1739209851.084018;-38.13080360867914
1739209851.084045;-45.120503652039325
1739209851.084072;-33.981070128970906
1739209851.084099;-38.13080360867914
1739209851.0841262;-31.141103565318893
1739209851.0841534;-31.141103565318893
1739209851.0841804;-38.13080360867914
1739209851.0842075;-38.13080360867914
1739209851.0842345;-33.981070128970906
1739209851.0842617;-35.57807855764607
1739209851.0842888;-45.120503652039325
1739209851.0843158;-38.13080360867914
1739209851.084343;-35.57807855764607
1739209851.08437;-35.57807855764607
1739209851.084397;-45.120503652039325
1739209851.0844243;-45.120503652039325
1739209851.0844512;-45.120503652039325
1739209851.0844784;-45.120503652039325
1739209851.0845053;-38.13080360867914
1739209851.0845325;-38.13080360867914
1739209851.0845597;-38.13080360867914
1739209851.0845866;-45.120503652039325
1739209851.0846138;-32.816014438256545
1739209851.0846407;-38.13080360867914
1739209851.084668;-45.120503652039325
1739209851.084695;-45.120503652039325
1739209851.084722;-38.13080360867914
1739209851.0847492;-38.13080360867914
1739209851.0847762;-45.120503652039325
1739209851.0848033;-45.120503652039325
1739209851.0848305;-38.13080360867914
1739209851.0848575;-33.981070128970906
1739209851.0848846;-45.120503652039325
1739209851.0849116;-45.120503652039325
1739209851.0849388;-33.981070128970906
1739209851.084966;-38.13080360867914
1739209851.084993;-30.49652367304973
1739209851.08502;-29.438486411369333
1739209851.0850472;-45.120503652039325
1739209851.0850742;-35.57807855764607
1739209851.0851014;-35.57807855764607
1739209851.0851283;-38.13080360867914
1739209851.0851555;-45.120503652039325
1739209851.0851827;-35.57807855764607
1739209851.0852096;-45.120503652039325
1739209851.0852368;-38.13080360867914
1739209851.0852637;-35.57807855764607
1739209851.085291;-45.120503652039325
1739209851.085318;-45.120503652039325
1739209851.085345;-38.13080360867914
1739209851.0853722;-38.13080360867914
1739209851.0853992;-38.13080360867914
1739209851.0854263;-38.13080360867914
1739209851.0854535;-38.13080360867914
1739209851.0854805;-45.120503652039325
1739209851.0855076;-45.120503652039325
1739209851.0855346;-45.120503652039325
1739209851.0855618;-45.120503652039325
1739209851.085589;-45.120503652039325
1739209851.0856159;-45.120503652039325
1739209851.085643;-38.13080360867914
1739209851.08567;-35.57807855764607
1739209851.0856972;-45.120503652039325
1739209851.0857244;-45.120503652039325
1739209851.0857513;-38.13080360867914
1739209851.0857785;-38.13080360867914
1739209851.0858054;-45.120503652039325
1739209851.0858326;-45.120503652039325
1739209851.0858598;-45.120503652039325
1739209851.0858867;-45.120503652039325
1739209851.085914;-35.57807855764607
1739209851.085941;-38.13080360867914
1739209851.085968;-38.13080360867914
1739209851.0859952;-38.13080360867914
1739209851.0860221;-38.13080360867914
1739209851.0860493;-45.120503652039325
1739209851.0860765;-31.141103565318915
1739209851.0861034;-32.816014438256545
1739209851.0861306;-45.120503652039325
1739209851.0861576;-45.120503652039325
1739209851.0861847;-33.981070128970906
1739209851.086212;-45.120503652039325
1739209851.0862389;-45.120503652039325
1739209851.086266;-38.13080360867914
1739209851.086293;-45.120503652039325
1739209851.0863202;-45.120503652039325
1739209851.0863473;-45.120503652039325
1739209851.0863743;-45.120503652039325
1739209851.0864015;-38.13080360867914
1739209851.0864284;-35.57807855764607
1739209851.0864556;-38.13080360867914
1739209851.0864828;-45.120503652039325
1739209851.0865097;-38.13080360867914
1739209851.086537;-38.13080360867914
1739209851.0865638;-33.981070128970906
1739209851.086591;-35.57807855764607
1739209851.0866182;-38.13080360867914
1739209851.0866451;-45.120503652039325
1739209851.0866723;-35.57807855764607
1739209851.0866992;-38.13080360867914
1739209851.0867264;-45.120503652039325
1739209851.0867536;-38.13080360867914
1739209851.0867805;-33.981070128970906
1739209851.0868077;-38.13080360867914
1739209851.0868347;-45.120503652039325
1739209851.0868618;-38.13080360867914
1739209851.086889;-38.13080360867914
1739209851.086916;-33.981070128970906
1739209851.0869431;-38.13080360867914
1739209851.0869703;-45.120503652039325
1739209851.0869973;-32.816014438256545
1739209851.0870245;-32.816014438256545
1739209851.0870514;-45.120503652039325
1739209851.0870786;-38.13080360867914
1739209851.0871058;-35.57807855764607
1739209851.0871327;-38.13080360867914
1739209851.0871599;-45.120503652039325
1739209851.0871868;-38.13080360867914
1739209851.087214;-38.13080360867914
1739209851.0872412;-33.981070128970906
1739209851.087268;-38.13080360867914
1739209851.0872953;-38.13080360867914
1739209851.0873222;-38.13080360867914
1739209851.0873494;-38.13080360867914
1739209851.0873766;-45.120503652039325
1739209851.0874035;-33.981070128970906
1739209851.0874307;-31.141103565318915
1739209851.0874577;-45.120503652039325
1739209851.0874848;-38.13080360867914
1739209851.087512;-38.13080360867914
1739209851.087539;-33.981070128970906
1739209851.0875661;-45.120503652039325
1739209851.087593;-33.981070128970906
1739209851.0876203;-33.981070128970906
1739209851.0876474;-29.438486411369347
1739209851.0876744;-38.13080360867914
1739209851.0877016;-38.13080360867914
1739209851.0877285;-35.57807855764607
1739209851.0877557;-38.13080360867914
1739209851.0877829;-38.13080360867914
1739209851.0878098;-38.13080360867914
1739209851.087837;-45.120503652039325
1739209851.087864;-45.120503652039325
1739209851.087891;-38.13080360867914
1739209851.0879183;-45.120503652039325
1739209851.0879452;-38.13080360867914
1739209851.0879724;-38.13080360867914
1739209851.0879996;-45.120503652039325
1739209851.0880265;-45.120503652039325
1739209851.0880537;-38.13080360867914
1739209851.0880806;-28.992665084841942
1739209851.0881078;-45.120503652039325
1739209851.088135;-45.120503652039325
1739209851.088162;-38.13080360867914
1739209851.0881891;-38.13080360867914
1739209851.088216;-38.13080360867914
1739209851.0882432;-45.120503652039325
1739209851.0882704;-45.120503652039325
1739209851.0882974;-32.816014438256545
1739209851.0883245;-33.981070128970906
1739209851.0883515;-45.120503652039325
1739209851.0883787;-45.120503652039325
1739209851.0884058;-38.13080360867914
1739209851.0884328;-38.13080360867914
1739209851.08846;-45.120503652039325
1739209851.088487;-45.120503652039325
1739209851.088514;-33.981070128970906
1739209851.0885413;-38.13080360867914
1739209851.0885682;-45.120503652039325
1739209851.0885954;-45.120503652039325
1739209851.0886223;-45.120503652039325
1739209851.0886495;-38.13080360867914
1739209851.0886767;-38.13080360867914
1739209851.0887036;-45.120503652039325
1739209851.0887308;-33.981070128970906
1739209851.0887578;-45.120503652039325
1739209851.088785;-45.120503652039325
1739209851.088812;-38.13080360867914
1739209851.088839;-38.13080360867914
1739209851.0888662;-45.120503652039325
1739209851.0888934;-38.13080360867914
1739209851.0889204;-45.120503652039325
1739209851.0889475;-45.120503652039325
1739209851.0889745;-45.120503652039325
1739209851.0890017;-45.120503652039325
1739209851.0890288;-45.120503652039325
1739209851.0890558;-45.120503652039325
1739209851.089083;-35.57807855764607
1739209851.08911;-45.120503652039325
1739209851.089137;-33.981070128970906
1739209851.0891643;-33.981070128970906
1739209851.0891912;-38.13080360867914
1739209851.0892184;-38.13080360867914
1739209851.0892453;-45.120503652039325
1739209851.0892725;-38.13080360867914
1739209851.0892997;-45.120503652039325
1739209851.0893266;-35.57807855764607
1739209851.0893538;-35.57807855764607
1739209851.0893807;-38.13080360867914
1739209851.089408;-45.120503652039325
1739209851.089435;-32.816014438256545
1739209851.089462;-38.13080360867914
1739209851.0894892;-35.57807855764607
1739209851.0895162;-35.57807855764607
1739209851.0895433;-45.120503652039325
1739209851.0895705;-32.816014438256545
1739209851.0895975;-38.13080360867914
1739209851.0896246;-38.13080360867914
1739209851.0896516;-38.13080360867914
1739209851.0896788;-45.120503652039325
1739209851.089706;-45.120503652039325
1739209851.089733;-33.981070128970906
1739209851.08976;-45.120503652039325
1739209851.089787;-45.120503652039325
1739209851.0898142;-45.120503652039325
1739209851.0898414;-45.120503652039325
1739209851.0898683;-45.120503652039325
1739209851.0898955;-38.13080360867914
1739209851.0899227;-38.13080360867914
1739209851.0899496;-45.120503652039325
1739209851.0899768;-38.13080360867914
1739209851.0900037;-45.120503652039325
1739209851.090031;-33.981070128970906
1739209851.090058;-32.816014438256545
1739209851.090085;-38.13080360867914
1739209851.0901122;-45.120503652039325
1739209851.0901392;-35.57807855764607
1739209851.0901663;-32.816014438256545
1739209851.0901935;-45.120503652039325
1739209851.0902205;-45.120503652039325
1739209851.0902476;-38.13080360867914
1739209851.0902746;-32.816014438256545
1739209851.0903018;-45.120503652039325
1739209851.090329;-45.120503652039325
1739209851.0903559;-38.13080360867914
1739209851.090383;-45.120503652039325
1739209851.09041;-45.120503652039325
1739209851.0904372;-35.57807855764607
1739209851.0904644;-38.13080360867914
1739209851.0904913;-33.981070128970956
1739209851.0905185;-45.120503652039325
1739209851.0905454;-45.120503652039325
1739209851.0905726;-38.13080360867914
1739209851.0905998;-38.13080360867914
1739209851.0906267;-45.120503652039325
1739209851.090654;-45.120503652039325
1739209851.0906808;-35.57807855764607
1739209851.090708;-25.62660358559016
1739209851.0907352;-38.13080360867914
1739209851.0907621;-38.13080360867914
1739209851.0907893;-35.57807855764607
1739209851.0908163;-32.816014438256545
1739209851.0908434;-38.13080360867914
1739209851.0908706;-45.120503652039325
1739209851.0908976;-38.13080360867914
1739209851.0909247;-45.120503652039325
1739209851.090952;-38.13080360867914
1739209851.0909789;-45.120503652039325
1739209851.091006;-45.120503652039325
1739209851.091033;-45.120503652039325
1739209851.0910602;-38.13080360867914
1739209851.0910873;-38.13080360867914
1739209851.0911143;-38.13080360867914
1739209851.0911415;-33.981070128970956
1739209851.0911684;-45.120503652039325
1739209851.0911956;-45.120503652039325
1739209851.0912228;-33.981070128970906
1739209851.0912497;-45.120503652039325
1739209851.091277;-38.13080360867914
1739209851.0913038;-33.981070128970906
1739209851.091331;-38.13080360867914
1739209851.0913582;-28.992665084841942
1739209851.0913851;-35.57807855764607
1739209851.0914123;-35.57807855764607
1739209851.0914392;-45.120503652039325
1739209851.0914664;-35.57807855764607
1739209851.0914936;-45.120503652039325
1739209851.0915205;-38.13080360867914
1739209851.0915477;-38.13080360867914
1739209851.0915747;-38.13080360867914
1739209851.0916018;-45.120503652039325
1739209851.091629;-45.120503652039325
1739209851.091656;-38.13080360867914
1739209851.0916831;-32.816014438256545
1739209851.09171;-38.13080360867914
1739209851.0917373;-45.120503652039325
1739209851.0917645;-38.13080360867914
1739209851.0917914;-38.13080360867914
1739209851.0918186;-45.120503652039325
1739209851.0918455;-45.120503652039325
1739209851.0918727;-45.120503652039325
1739209851.0918999;-45.120503652039325
1739209851.0919268;-38.13080360867914
1739209851.091954;-35.57807855764607
1739209851.0919812;-38.13080360867914
1739209851.092008;-38.13080360867914
1739209851.0920353;-35.57807855764607
1739209851.0920622;-38.13080360867914
1739209851.0920894;-45.120503652039325
1739209851.0921166;-38.13080360867914
1739209851.0921435;-38.13080360867914
1739209851.0921707;-38.13080360867914
1739209851.0921977;-38.13080360867914
1739209851.0922248;-45.120503652039325
1739209851.092252;-45.120503652039325
1739209851.092279;-38.13080360867914
1739209851.0923061;-45.120503652039325
1739209851.092333;-38.13080360867914
1739209851.0923603;-38.13080360867914
1739209851.0923874;-45.120503652039325
1739209851.0924144;-38.13080360867914
1739209851.0924416;-38.13080360867914
1739209851.0924685;-45.120503652039325
1739209851.0924957;-45.120503652039325
1739209851.0925229;-45.120503652039325
1739209851.0925498;-45.120503652039325
1739209851.092577;-45.120503652039325
1739209851.092604;-33.981070128970906
1739209851.092631;-45.120503652039325
1739209851.0926583;-38.13080360867914
1739209851.0926852;-35.57807855764607
1739209851.0927124;-45.120503652039325
1739209851.0927393;-38.13080360867914
1739209851.0927665;-38.13080360867914
1739209851.0927937;-33.981070128970906
