CAN Message; 0x62:08a3ea9ac88ab8ac
1739209763.700945;-38.13080360867914
1739209763.700952;-45.120503652039325
1739209763.7009592;-38.13080360867914
1739209763.7009664;-38.13080360867914
1739209763.7009735;-38.13080360867914
1739209763.7009807;-38.13080360867914
1739209763.7009878;-38.13080360867914
1739209763.700995;-35.57807855764607
1739209763.7010021;-45.120503652039325
1739209763.701009;-45.120503652039325
1739209763.7010162;-38.13080360867914
1739209763.7010233;-45.120503652039325
1739209763.7010305;-45.120503652039325
1739209763.7010376;-45.120503652039325
1739209763.7010448;-33.981070128970906
1739209763.701052;-45.120503652039325
1739209763.701059;-45.120503652039325
1739209763.7010663;-45.120503652039325
1739209763.7010734;-45.120503652039325
1739209763.7010806;-45.120503652039325
1739209763.7010875;-45.120503652039325
1739209763.7010946;-38.13080360867914
1739209763.7011018;-38.13080360867914
1739209763.701109;-45.120503652039325
1739209763.701116;-38.13080360867914
1739209763.7011232;-45.120503652039325
1739209763.7011304;-33.981070128970906
1739209763.7011375;-32.816014438256545
1739209763.7011447;-38.13080360867914
1739209763.7011518;-33.981070128970906
1739209763.7011588;-33.981070128970906
1739209763.701166;-38.13080360867914
1739209763.701173;-38.13080360867914
1739209763.7011802;-32.816014438256545
1739209763.7011874;-38.13080360867914
1739209763.7011945;-45.120503652039325
1739209763.7012017;-38.13080360867914
1739209763.7012088;-35.57807855764607
1739209763.701216;-38.13080360867914
1739209763.7012231;-45.120503652039325
1739209763.7012303;-38.13080360867914
1739209763.7012372;-38.13080360867914
1739209763.7012444;-38.13080360867914
1739209763.7012515;-45.120503652039325
1739209763.7012587;-45.120503652039325
1739209763.7012658;-45.120503652039325
1739209763.701273;-38.13080360867914
1739209763.70128;-33.981070128970906
1739209763.7012873;-45.120503652039325
1739209763.7012944;-38.13080360867914
1739209763.7013016;-38.13080360867914
1739209763.7013085;-27.8777449560314
1739209763.7013156;-38.13080360867914
1739209763.7013228;-45.120503652039325
1739209763.70133;-45.120503652039325
1739209763.701337;-38.13080360867914
1739209763.7013443;-38.13080360867914
1739209763.7013514;-45.120503652039325
1739209763.7013586;-45.120503652039325
1739209763.7013657;-33.981070128970956
1739209763.7013729;-45.120503652039325
1739209763.70138;-38.13080360867914
1739209763.701387;-45.120503652039325
1739209763.701394;-45.120503652039325
1739209763.7014012;-38.13080360867914
1739209763.7014084;-45.120503652039325
1739209763.7014155;-38.13080360867914
1739209763.7014227;-26.991370085610736
1739209763.7014298;-35.57807855764607
1739209763.701437;-45.120503652039325
1739209763.7014441;-38.13080360867914
1739209763.7014513;-29.438486411369333
1739209763.7014582;-35.57807855764607
1739209763.7014654;-45.120503652039325
1739209763.7014725;-45.120503652039325
1739209763.7014797;-45.120503652039325
1739209763.7014868;-45.120503652039325
1739209763.701494;-45.120503652039325
1739209763.7015011;-45.120503652039325
1739209763.7015083;-45.120503652039325
1739209763.7015154;-38.13080360867914
1739209763.7015226;-38.13080360867914
1739209763.7015297;-45.120503652039325
1739209763.7015367;-35.57807855764607
1739209763.7015438;-35.57807855764607
1739209763.701551;-45.120503652039325
1739209763.701558;-45.120503652039325
1739209763.7015653;-35.57807855764607
1739209763.7015724;-38.13080360867914
1739209763.7015796;-45.120503652039325
1739209763.7015867;-38.13080360867914
1739209763.7015939;-45.120503652039325
1739209763.701601;-45.120503652039325
1739209763.701608;-45.120503652039325
1739209763.701615;-45.120503652039325
1739209763.7016222;-38.13080360867914
1739209763.7016294;-38.13080360867914
1739209763.7016366;-45.120503652039325
1739209763.7016437;-38.13080360867914
1739209763.7016509;-45.120503652039325
1739209763.701658;-45.120503652039325
1739209763.7016652;-38.13080360867914
1739209763.7016723;-38.13080360867914
1739209763.7016792;-45.120503652039325
1739209763.7016864;-38.13080360867914
1739209763.7016935;-38.13080360867914
1739209763.7017007;-45.120503652039325
1739209763.7017078;-27.8777449560314
1739209763.701715;-32.816014438256545
1739209763.7017221;-45.120503652039325
1739209763.7017293;-38.13080360867914
1739209763.7017365;-35.57807855764607
1739209763.7017436;-35.57807855764607
1739209763.7017508;-45.120503652039325
1739209763.7017577;-38.13080360867914
1739209763.7017648;-45.120503652039325
1739209763.701772;-38.13080360867914
1739209763.7017791;-35.57807855764607
1739209763.7017863;-45.120503652039325
1739209763.7017934;-45.120503652039325
1739209763.7018006;-45.120503652039325
1739209763.7018077;-38.13080360867914
1739209763.701815;-45.120503652039325
1739209763.701822;-30.49652367304973
1739209763.701829;-28.58837851428586
1739209763.701836;-33.981070128970906
1739209763.7018433;-38.13080360867914
1739209763.7018504;-38.13080360867914
1739209763.7018576;-33.981070128970906
1739209763.7018647;-33.981070128970906
1739209763.7018719;-33.981070128970906
1739209763.701879;-45.120503652039325
1739209763.7018862;-45.120503652039325
1739209763.7018933;-45.120503652039325
1739209763.7019005;-45.120503652039325
1739209763.7019074;-45.120503652039325
1739209763.7019145;-45.120503652039325
1739209763.7019217;-45.120503652039325
1739209763.7019289;-38.13080360867914
1739209763.701936;-35.57807855764607
1739209763.7019432;-38.13080360867914
1739209763.7019503;-45.120503652039325
1739209763.7019575;-33.981070128970906
1739209763.7019646;-45.120503652039325
1739209763.7019718;-38.13080360867914
1739209763.7019787;-35.57807855764607
1739209763.7019858;-33.981070128970906
1739209763.701993;-38.13080360867914
1739209763.7020001;-35.57807855764607
1739209763.7020073;-38.13080360867914
1739209763.7020144;-38.13080360867914
1739209763.7020216;-38.13080360867914
1739209763.7020288;-35.57807855764607
1739209763.702036;-33.981070128970906
1739209763.702043;-38.13080360867914
1739209763.7020502;-45.120503652039325
1739209763.7020571;-45.120503652039325
1739209763.7020643;-45.120503652039325
1739209763.7020714;-38.13080360867914
1739209763.7020786;-45.120503652039325
1739209763.7020857;-45.120503652039325
1739209763.702093;-35.57807855764607
1739209763.7021;-38.13080360867914
1739209763.7021072;-38.13080360867914
1739209763.7021143;-35.57807855764607
1739209763.7021215;-38.13080360867914
1739209763.7021284;-45.120503652039325
1739209763.7021356;-45.120503652039325
1739209763.7021427;-33.981070128970906
1739209763.7021499;-45.120503652039325
1739209763.702157;-45.120503652039325
1739209763.7021642;-45.120503652039325
1739209763.7021713;-38.13080360867914
1739209763.7021785;-38.13080360867914
1739209763.7021856;-38.13080360867914
1739209763.7021928;-45.120503652039325
1739209763.7022;-38.13080360867914
1739209763.7022069;-45.120503652039325
1739209763.702214;-45.120503652039325
1739209763.7022212;-32.816014438256545
1739209763.7022283;-38.13080360867914
1739209763.7022355;-38.13080360867914
1739209763.7022426;-38.13080360867914
1739209763.7022498;-45.120503652039325
1739209763.702257;-38.13080360867914
1739209763.702264;-45.120503652039325
1739209763.7022712;-38.13080360867914
1739209763.7022781;-45.120503652039325
1739209763.7022853;-38.13080360867914
1739209763.7022924;-33.981070128970906
1739209763.7022996;-38.13080360867914
1739209763.7023067;-35.57807855764607
1739209763.702314;-33.981070128970906
1739209763.702321;-38.13080360867914
1739209763.7023282;-45.120503652039325
1739209763.7023354;-45.120503652039325
1739209763.7023425;-45.120503652039325
1739209763.7023497;-45.120503652039325
1739209763.7023566;-38.13080360867914
1739209763.7023637;-38.13080360867914
1739209763.702371;-45.120503652039325
1739209763.702378;-45.120503652039325
1739209763.7023852;-38.13080360867914
1739209763.7023923;-32.816014438256545
1739209763.7023995;-38.13080360867914
1739209763.7024066;-38.13080360867914
1739209763.7024138;-38.13080360867914
1739209763.702421;-35.57807855764607
1739209763.7024279;-33.981070128970906
1739209763.702435;-45.120503652039325
1739209763.7024422;-45.120503652039325
1739209763.7024493;-45.120503652039325
1739209763.7024565;-38.13080360867914
1739209763.7024636;-33.981070128970906
1739209763.7024708;-45.120503652039325
1739209763.702478;-38.13080360867914
1739209763.702485;-33.981070128970906
1739209763.7024922;-38.13080360867914
1739209763.7024992;-45.120503652039325
1739209763.7025063;-38.13080360867914
1739209763.7025135;-33.981070128970906
1739209763.7025206;-31.141103565318943
1739209763.7025278;-38.13080360867914
1739209763.702535;-38.13080360867914
1739209763.702542;-38.13080360867914
1739209763.7025492;-45.120503652039325
1739209763.7025564;-38.13080360867914
1739209763.7025635;-45.120503652039325
1739209763.7025707;-35.57807855764607
1739209763.7025776;-26.991370085610722
1739209763.7025847;-45.120503652039325
1739209763.702592;-45.120503652039325
1739209763.702599;-38.13080360867914
1739209763.7026062;-38.13080360867914
1739209763.7026134;-45.120503652039325
1739209763.7026205;-45.120503652039325
1739209763.7026277;-45.120503652039325
1739209763.7026348;-33.981070128970956
1739209763.702642;-45.120503652039325
1739209763.7026489;-45.120503652039325
1739209763.702656;-45.120503652039325
1739209763.7026632;-45.120503652039325
1739209763.7026703;-38.13080360867914
1739209763.7026775;-38.13080360867914
1739209763.7026846;-38.13080360867914
1739209763.7026918;-32.816014438256545
1739209763.702699;-31.141103565318915
1739209763.702706;-45.120503652039325
1739209763.7027133;-38.13080360867914
1739209763.7027204;-38.13080360867914
1739209763.7027273;-38.13080360867914
1739209763.7027345;-45.120503652039325
1739209763.7027416;-45.120503652039325
1739209763.7027488;-32.816014438256545
1739209763.702756;-38.13080360867914
1739209763.702763;-45.120503652039325
1739209763.7027702;-45.120503652039325
1739209763.7027774;-35.57807855764607
1739209763.7027845;-35.57807855764607
1739209763.7027917;-45.120503652039325
1739209763.7027986;-45.120503652039325
1739209763.7028058;-38.13080360867914
1739209763.702813;-45.120503652039325
1739209763.70282;-45.120503652039325
1739209763.7028272;-38.13080360867914
1739209763.7028344;-45.120503652039325
1739209763.7028415;-38.13080360867914
1739209763.7028487;-45.120503652039325
1739209763.7028558;-45.120503652039325
1739209763.702863;-29.438486411369333
1739209763.7028701;-35.57807855764607
1739209763.702877;-45.120503652039325
1739209763.7028842;-38.13080360867914
1739209763.7028913;-45.120503652039325
1739209763.7028985;-38.13080360867914
1739209763.7029057;-38.13080360867914
1739209763.7029128;-38.13080360867914
1739209763.70292;-38.13080360867914
1739209763.702927;-38.13080360867914
1739209763.7029343;-45.120503652039325
1739209763.7029414;-45.120503652039325
1739209763.7029483;-35.57807855764607
1739209763.7029555;-38.13080360867914
1739209763.7029626;-45.120503652039325
1739209763.7029698;-45.120503652039325
1739209763.702977;-45.120503652039325
1739209763.702984;-38.13080360867914
1739209763.7029912;-45.120503652039325
1739209763.7029984;-45.120503652039325
1739209763.7030056;-45.120503652039325
1739209763.7030127;-33.981070128970906
1739209763.7030199;-45.120503652039325
1739209763.7030268;-45.120503652039325
1739209763.703034;-32.816014438256545
1739209763.703041;-35.57807855764607
1739209763.7030482;-45.120503652039325
1739209763.7030554;-45.120503652039325
1739209763.7030625;-35.57807855764607
1739209763.7030697;-45.120503652039325
1739209763.7030768;-38.13080360867914
1739209763.703084;-35.57807855764607
1739209763.7030911;-45.120503652039325
1739209763.703098;-45.120503652039325
1739209763.7031052;-45.120503652039325
1739209763.7031124;-38.13080360867914
1739209763.7031195;-35.57807855764607
1739209763.7031267;-35.57807855764607
1739209763.7031338;-45.120503652039325
1739209763.703141;-38.13080360867914
1739209763.7031481;-45.120503652039325
1739209763.7031553;-33.981070128970906
1739209763.7031624;-45.120503652039325
1739209763.7031693;-45.120503652039325
1739209763.7031765;-45.120503652039325
1739209763.7031837;-45.120503652039325
1739209763.7031908;-45.120503652039325
1739209763.703198;-45.120503652039325
1739209763.703205;-45.120503652039325
1739209763.7032123;-38.13080360867914
1739209763.7032194;-45.120503652039325
1739209763.7032266;-45.120503652039325
1739209763.7032337;-38.13080360867914
1739209763.7032409;-38.13080360867914
1739209763.7032478;-45.120503652039325
1739209763.703255;-38.13080360867914
1739209763.703262;-45.120503652039325
1739209763.7032692;-38.13080360867914
1739209763.7032764;-45.120503652039325
1739209763.7032835;-45.120503652039325
1739209763.7032907;-45.120503652039325
1739209763.7032979;-45.120503652039325
1739209763.703305;-45.120503652039325
1739209763.7033122;-38.13080360867914
1739209763.703319;-45.120503652039325
1739209763.7033262;-38.13080360867914
1739209763.7033334;-38.13080360867914
1739209763.7033405;-38.13080360867914
1739209763.7033477;-38.13080360867914
1739209763.7033548;-38.13080360867914
1739209763.703362;-35.57807855764607
1739209763.7033691;-45.120503652039325
1739209763.7033763;-45.120503652039325
1739209763.7033834;-38.13080360867914
1739209763.7033906;-35.57807855764607
1739209763.7033975;-33.981070128970906
1739209763.7034047;-45.120503652039325
1739209763.7034118;-33.981070128970906
1739209763.703419;-38.13080360867914
1739209763.7034261;-35.57807855764607
1739209763.7034333;-45.120503652039325
1739209763.7034404;-33.981070128970906
1739209763.7034476;-38.13080360867914
1739209763.7034547;-38.13080360867914
1739209763.703462;-45.120503652039325
1739209763.7034688;-38.13080360867914
1739209763.703476;-38.13080360867914
1739209763.703483;-38.13080360867914
1739209763.7034903;-38.13080360867914
1739209763.7034974;-31.141103565318915
1739209763.7035046;-38.13080360867914
1739209763.7035117;-45.120503652039325
1739209763.7035189;-45.120503652039325
1739209763.703526;-38.13080360867914
1739209763.7035332;-45.120503652039325
1739209763.7035403;-45.120503652039325
1739209763.7035472;-33.981070128970906
1739209763.7035544;-33.981070128970906
1739209763.7035615;-45.120503652039325
1739209763.7035687;-45.120503652039325
1739209763.7035758;-35.57807855764607
1739209763.703583;-33.981070128970906
1739209763.7035902;-45.120503652039325
1739209763.7035973;-45.120503652039325
1739209763.7036045;-32.816014438256545
1739209763.7036116;-33.981070128970906
1739209763.7036185;-45.120503652039325
1739209763.7036257;-38.13080360867914
1739209763.7036328;-38.13080360867914
1739209763.70364;-38.13080360867914
1739209763.7036471;-38.13080360867914
1739209763.7036543;-38.13080360867914
1739209763.7036614;-38.13080360867914
1739209763.7036686;-28.992665084841942
1739209763.7036757;-33.981070128970906
1739209763.703683;-45.120503652039325
1739209763.70369;-35.57807855764607
1739209763.703697;-38.13080360867914
1739209763.703704;-45.120503652039325
1739209763.7037113;-45.120503652039325
1739209763.7037184;-33.981070128970906
1739209763.7037256;-33.981070128970906
1739209763.7037327;-33.981070128970956
1739209763.70374;-38.13080360867914
1739209763.703747;-35.57807855764607
1739209763.7037542;-38.13080360867914
1739209763.7037613;-45.120503652039325
1739209763.7037683;-45.120503652039325
1739209763.7037754;-45.120503652039325
1739209763.7037826;-38.13080360867914
1739209763.7037897;-35.57807855764607
1739209763.7037969;-38.13080360867914
1739209763.703804;-45.120503652039325
1739209763.7038112;-45.120503652039325
1739209763.7038183;-38.13080360867914
1739209763.7038255;-45.120503652039325
1739209763.7038326;-38.13080360867914
1739209763.7038395;-38.13080360867914
1739209763.7038467;-35.57807855764607
1739209763.7038538;-38.13080360867914
1739209763.703861;-45.120503652039325
1739209763.7038682;-35.57807855764607
1739209763.7038753;-45.120503652039325
1739209763.7038825;-45.120503652039325
1739209763.7038896;-45.120503652039325
1739209763.7038968;-45.120503652039325
1739209763.703904;-38.13080360867914
1739209763.703911;-35.57807855764607
1739209763.703918;-38.13080360867914
1739209763.7039251;-38.13080360867914
1739209763.7039323;-33.981070128970906
1739209763.7039394;-35.57807855764607
1739209763.7039466;-45.120503652039325
1739209763.7039537;-45.120503652039325
1739209763.703961;-45.120503652039325
1739209763.703968;-45.120503652039325
1739209763.7039752;-45.120503652039325
1739209763.7039824;-38.13080360867914
1739209763.7039893;-38.13080360867914
1739209763.7039964;-38.13080360867914
1739209763.7040036;-45.120503652039325
1739209763.7040107;-45.120503652039325
1739209763.7040179;-45.120503652039325
1739209763.704025;-33.981070128970906
1739209763.7040322;-45.120503652039325
1739209763.7040393;-35.57807855764607
1739209763.7040465;-35.57807855764607
1739209763.7040536;-45.120503652039325
1739209763.7040608;-38.13080360867914
1739209763.7040677;-45.120503652039325
1739209763.7040749;-32.816014438256545
1739209763.704082;-45.120503652039325
1739209763.7040892;-38.13080360867914
1739209763.7040963;-45.120503652039325
1739209763.7041035;-33.981070128970906
1739209763.7041106;-29.438486411369333
1739209763.7041178;-45.120503652039325
1739209763.704125;-45.120503652039325
1739209763.704132;-45.120503652039325
1739209763.704139;-45.120503652039325
1739209763.7041461;-45.120503652039325
1739209763.7041533;-45.120503652039325
1739209763.7041605;-45.120503652039325
1739209763.7041676;-45.120503652039325
1739209763.7041748;-45.120503652039325
1739209763.704182;-45.120503652039325
1739209763.704189;-45.120503652039325
1739209763.7041962;-45.120503652039325
1739209763.7042034;-45.120503652039325
1739209763.7042105;-45.120503652039325
1739209763.7042174;-35.57807855764607
1739209763.7042246;-45.120503652039325
1739209763.7042317;-45.120503652039325
1739209763.704239;-45.120503652039325
1739209763.704246;-33.981070128970906
1739209763.7042532;-32.816014438256545
1739209763.7042603;-38.13080360867914
1739209763.7042675;-45.120503652039325
1739209763.7042747;-45.120503652039325
1739209763.7042818;-38.13080360867914
1739209763.7042887;-38.13080360867914
1739209763.7042959;-33.981070128970906
1739209763.704303;-38.13080360867914
1739209763.7043102;-32.81601443825658
1739209763.7043173;-35.57807855764607
1739209763.7043245;-38.13080360867914
1739209763.7043316;-45.120503652039325
1739209763.7043388;-45.120503652039325
1739209763.704346;-35.57807855764607
1739209763.704353;-35.57807855764607
1739209763.7043602;-38.13080360867914
1739209763.7043672;-38.13080360867914
1739209763.7043743;-38.13080360867914
1739209763.7043815;-45.120503652039325
1739209763.7043886;-38.13080360867914
1739209763.7043958;-45.120503652039325
1739209763.704403;-35.57807855764607
1739209763.70441;-38.13080360867914
1739209763.7044172;-38.13080360867914
1739209763.7044244;-30.49652367304973
1739209763.7044315;-35.57807855764607
1739209763.7044384;-38.13080360867914
1739209763.7044456;-38.13080360867914
1739209763.7044528;-35.57807855764607
1739209763.70446;-38.13080360867914
1739209763.704467;-33.981070128970906
1739209763.7044742;-45.120503652039325
1739209763.7044814;-31.141103565318943
1739209763.7044885;-38.13080360867914
1739209763.7044957;-38.13080360867914
1739209763.7045028;-45.120503652039325
1739209763.70451;-45.120503652039325
1739209763.704517;-35.57807855764607
1739209763.704524;-45.120503652039325
1739209763.7045312;-33.981070128970906
1739209763.7045383;-31.141103565318915
1739209763.7045455;-35.57807855764607
1739209763.7045527;-38.13080360867914
1739209763.7045598;-38.13080360867914
1739209763.704567;-38.13080360867914
1739209763.704574;-35.57807855764607
1739209763.7045813;-38.13080360867914
1739209763.7045882;-45.120503652039325
1739209763.7045953;-38.13080360867914
1739209763.7046025;-35.57807855764607
1739209763.7046096;-38.13080360867914
1739209763.7046168;-45.120503652039325
1739209763.704624;-45.120503652039325
1739209763.704631;-35.57807855764607
1739209763.7046382;-35.57807855764607
1739209763.7046454;-45.120503652039325
1739209763.7046525;-45.120503652039325
1739209763.7046595;-35.57807855764607
1739209763.7046666;-35.57807855764607
1739209763.7046738;-45.120503652039325
1739209763.704681;-45.120503652039325
1739209763.704688;-45.120503652039325
1739209763.7046952;-45.120503652039325
1739209763.7047024;-45.120503652039325
1739209763.7047095;-33.981070128970906
1739209763.7047167;-45.120503652039325
1739209763.7047238;-38.13080360867914
1739209763.704731;-38.13080360867914
1739209763.704738;-35.57807855764607
1739209763.704745;-38.13080360867914
1739209763.7047522;-45.120503652039325
1739209763.7047594;-35.57807855764607
1739209763.7047665;-38.13080360867914
1739209763.7047737;-45.120503652039325
1739209763.7047808;-38.13080360867914
1739209763.704788;-38.13080360867914
1739209763.7047951;-45.120503652039325
1739209763.7048023;-45.120503652039325
1739209763.7048092;-33.981070128970906
1739209763.7048163;-38.13080360867914
1739209763.7048235;-38.13080360867914
1739209763.7048306;-45.120503652039325
1739209763.7048378;-33.981070128970906
1739209763.704845;-45.120503652039325
1739209763.704852;-38.13080360867914
1739209763.7048593;-35.57807855764607
1739209763.7048664;-35.57807855764607
1739209763.7048736;-38.13080360867914
1739209763.7048807;-38.13080360867914
1739209763.7048876;-45.120503652039325
1739209763.7048948;-45.120503652039325
1739209763.704902;-45.120503652039325
1739209763.704909;-38.13080360867914
1739209763.7049162;-38.13080360867914
1739209763.7049234;-45.120503652039325
1739209763.7049305;-38.13080360867914
1739209763.7049377;-45.120503652039325
1739209763.7049448;-45.120503652039325
1739209763.704952;-45.120503652039325
1739209763.704959;-38.13080360867914
1739209763.704966;-38.13080360867914
1739209763.7049732;-38.13080360867914
1739209763.7049804;-38.13080360867914
1739209763.7049875;-45.120503652039325
1739209763.7049947;-38.13080360867914
1739209763.7050018;-32.816014438256545
1739209763.705009;-38.13080360867914
1739209763.7050161;-38.13080360867914
1739209763.7050233;-33.981070128970906
1739209763.7050304;-33.981070128970906
1739209763.7050374;-45.120503652039325
1739209763.7050445;-45.120503652039325
1739209763.7050517;-45.120503652039325
1739209763.7050588;-45.120503652039325
1739209763.705066;-38.13080360867914
1739209763.705073;-45.120503652039325
1739209763.7050803;-45.120503652039325
1739209763.7050874;-45.120503652039325
1739209763.7050946;-38.13080360867914
1739209763.7051017;-45.120503652039325
1739209763.7051086;-38.13080360867914
1739209763.7051158;-45.120503652039325
1739209763.705123;-45.120503652039325
1739209763.70513;-45.120503652039325
1739209763.7051373;-33.981070128970906
1739209763.7051444;-31.141103565318915
1739209763.7051516;-38.13080360867914
1739209763.7051587;-45.120503652039325
1739209763.7051659;-33.981070128970906
1739209763.705173;-27.8777449560314
1739209763.7051802;-33.981070128970906
1739209763.705187;-45.120503652039325
1739209763.7051942;-38.13080360867914
1739209763.7052014;-32.816014438256545
1739209763.7052085;-38.13080360867914
1739209763.7052157;-45.120503652039325
1739209763.7052228;-45.120503652039325
1739209763.70523;-38.13080360867914
1739209763.7052372;-45.120503652039325
1739209763.7052443;-45.120503652039325
1739209763.7052515;-45.120503652039325
1739209763.7052584;-45.120503652039325
1739209763.7052655;-38.13080360867914
1739209763.7052727;-45.120503652039325
1739209763.7052798;-38.13080360867914
1739209763.705287;-29.438486411369333
1739209763.7052941;-33.981070128970906
1739209763.7053013;-45.120503652039325
1739209763.7053084;-38.13080360867914
1739209763.7053156;-38.13080360867914
1739209763.7053227;-38.13080360867914
1739209763.7053297;-38.13080360867914
1739209763.7053368;-38.13080360867914
1739209763.705344;-31.141103565318893
1739209763.705351;-38.13080360867914
1739209763.7053583;-45.120503652039325
1739209763.7053654;-38.13080360867914
1739209763.7053726;-32.816014438256545
1739209763.7053797;-45.120503652039325
1739209763.7053869;-45.120503652039325
1739209763.705394;-33.981070128970906
1739209763.7054012;-38.13080360867914
1739209763.705408;-45.120503652039325
1739209763.7054152;-38.13080360867914
1739209763.7054224;-38.13080360867914
1739209763.7054296;-45.120503652039325
1739209763.7054367;-45.120503652039325
1739209763.7054439;-32.816014438256545
1739209763.705451;-38.13080360867914
1739209763.7054582;-28.21854285175415
1739209763.7054653;-33.981070128970906
1739209763.7054725;-45.120503652039325
1739209763.7054794;-35.57807855764607
1739209763.7054865;-45.120503652039325
1739209763.7054937;-38.13080360867914
1739209763.7055008;-38.13080360867914
1739209763.705508;-38.13080360867914
1739209763.7055151;-45.120503652039325
1739209763.7055223;-45.120503652039325
1739209763.7055295;-32.816014438256545
1739209763.7055366;-33.981070128970906
1739209763.7055438;-45.120503652039325
1739209763.705551;-38.13080360867914
1739209763.7055578;-45.120503652039325
1739209763.705565;-45.120503652039325
1739209763.7055721;-35.57807855764607
1739209763.7055793;-35.57807855764607
1739209763.7055864;-45.120503652039325
1739209763.7055936;-45.120503652039325
1739209763.7056007;-45.120503652039325
1739209763.705608;-38.13080360867914
1739209763.705615;-45.120503652039325
1739209763.7056222;-45.120503652039325
1739209763.705629;-32.816014438256545
1739209763.7056363;-35.57807855764607
1739209763.7056434;-45.120503652039325
1739209763.7056506;-45.120503652039325
1739209763.7056577;-45.120503652039325
1739209763.7056649;-38.13080360867914
1739209763.705672;-45.120503652039325
1739209763.7056792;-38.13080360867914
1739209763.7056863;-38.13080360867914
1739209763.7056935;-38.13080360867914
1739209763.7057006;-38.13080360867914
1739209763.7057076;-38.13080360867914
1739209763.7057147;-38.13080360867914
1739209763.7057219;-33.981070128970906
1739209763.705729;-38.13080360867914
1739209763.7057362;-45.120503652039325
1739209763.7057433;-38.13080360867914
1739209763.7057505;-38.13080360867914
1739209763.7057576;-45.120503652039325
1739209763.7057648;-38.13080360867914
1739209763.705772;-35.57807855764607
1739209763.7057788;-38.13080360867914
1739209763.705786;-45.120503652039325
1739209763.7057931;-38.13080360867914
1739209763.7058003;-35.57807855764607
1739209763.7058074;-38.13080360867914
1739209763.7058146;-45.120503652039325
1739209763.7058218;-45.120503652039325
1739209763.705829;-35.57807855764607
1739209763.705836;-38.13080360867914
1739209763.7058432;-45.120503652039325
1739209763.7058504;-45.120503652039325
1739209763.7058573;-33.981070128970906
1739209763.7058644;-33.981070128970906
1739209763.7058716;-45.120503652039325
1739209763.7058787;-38.13080360867914
1739209763.705886;-38.13080360867914
1739209763.705893;-38.13080360867914
1739209763.7059002;-38.13080360867914
1739209763.7059073;-35.57807855764607
1739209763.7059145;-31.141103565318893
1739209763.7059216;-38.13080360867914
1739209763.7059286;-45.120503652039325
1739209763.7059357;-45.120503652039325
1739209763.7059429;-32.816014438256545
1739209763.70595;-38.13080360867914
1739209763.7059572;-45.120503652039325
1739209763.7059643;-38.13080360867914
1739209763.7059715;-35.57807855764607
1739209763.7059786;-33.981070128970906
1739209763.7059858;-45.120503652039325
1739209763.705993;-38.13080360867914
1739209763.7059999;-33.981070128970906
1739209763.706007;-33.981070128970906
1739209763.7060142;-45.120503652039325
1739209763.7060213;-45.120503652039325
1739209763.7060285;-45.120503652039325
1739209763.7060356;-38.13080360867914
1739209763.7060428;-45.120503652039325
1739209763.70605;-38.13080360867914
1739209763.706057;-38.13080360867914
1739209763.7060642;-45.120503652039325
1739209763.7060714;-45.120503652039325
1739209763.7060783;-38.13080360867914
1739209763.7060854;-38.13080360867914
1739209763.7060926;-31.141103565318915
1739209763.7060997;-38.13080360867914
1739209763.706107;-33.981070128970906
1739209763.706114;-45.120503652039325
