CAN Message; 0x1bb:00006f38eff16a8b
1739209915.118589;-35.57807855764607
1739209915.1185915;-45.120503652039325
1739209915.1185942;-38.13080360867914
1739209915.1185966;-26.487275050834715
1739209915.1185992;-38.13080360867914
1739209915.1186018;-45.120503652039325
1739209915.1186044;-45.120503652039325
1739209915.1186068;-32.816014438256545
1739209915.1186094;-32.816014438256545
1739209915.118612;-45.120503652039325
1739209915.1186147;-45.120503652039325
1739209915.118617;-45.120503652039325
1739209915.1186197;-45.120503652039325
1739209915.1186223;-45.120503652039325
1739209915.118625;-45.120503652039325
1739209915.1186273;-45.120503652039325
1739209915.11863;-38.13080360867914
1739209915.1186326;-38.13080360867914
1739209915.118635;-38.13080360867914
1739209915.1186376;-31.141103565318893
1739209915.1186402;-33.981070128970906
1739209915.1186428;-45.120503652039325
1739209915.1186452;-33.981070128970906
1739209915.1186478;-38.13080360867914
1739209915.1186504;-33.981070128970906
1739209915.118653;-45.120503652039325
1739209915.1186554;-38.13080360867914
1739209915.118658;-29.438486411369333
1739209915.1186607;-38.13080360867914
1739209915.1186633;-45.120503652039325
1739209915.1186657;-38.13080360867914
1739209915.1186683;-31.141103565318893
1739209915.118671;-38.13080360867914
1739209915.1186736;-45.120503652039325
1739209915.118676;-45.120503652039325
1739209915.1186786;-38.13080360867914
1739209915.1186812;-38.13080360867914
1739209915.1186838;-45.120503652039325
1739209915.1186862;-45.120503652039325
1739209915.1186888;-38.13080360867914
1739209915.1186914;-35.57807855764607
1739209915.118694;-45.120503652039325
1739209915.1186965;-45.120503652039325
1739209915.118699;-26.991370085610736
1739209915.1187017;-33.981070128970906
1739209915.1187043;-45.120503652039325
1739209915.1187067;-38.13080360867914
1739209915.1187093;-32.816014438256545
1739209915.118712;-38.13080360867914
1739209915.1187143;-45.120503652039325
1739209915.118717;-38.13080360867914
1739209915.1187196;-45.120503652039325
1739209915.1187222;-45.120503652039325
1739209915.1187246;-38.13080360867914
1739209915.1187272;-45.120503652039325
1739209915.1187298;-38.13080360867914
1739209915.1187325;-33.981070128970906
1739209915.1187348;-45.120503652039325
1739209915.1187375;-38.13080360867914
1739209915.11874;-35.57807855764607
1739209915.1187427;-38.13080360867914
1739209915.118745;-45.120503652039325
1739209915.1187477;-38.13080360867914
1739209915.1187503;-45.120503652039325
1739209915.118753;-38.13080360867914
1739209915.1187553;-45.120503652039325
1739209915.118758;-45.120503652039325
1739209915.1187606;-33.981070128970906
1739209915.1187632;-35.57807855764607
1739209915.1187656;-45.120503652039325
1739209915.1187682;-45.120503652039325
1739209915.1187708;-32.816014438256545
1739209915.1187735;-38.13080360867914
1739209915.1187758;-45.120503652039325
1739209915.1187785;-38.13080360867914
1739209915.118781;-45.120503652039325
1739209915.1187837;-45.120503652039325
1739209915.118786;-38.13080360867914
1739209915.1187887;-38.13080360867914
1739209915.1187913;-38.13080360867914
1739209915.118794;-38.13080360867914
1739209915.1187963;-45.120503652039325
1739209915.118799;-45.120503652039325
1739209915.1188016;-45.120503652039325
1739209915.118804;-45.120503652039325
1739209915.1188066;-45.120503652039325
1739209915.1188092;-45.120503652039325
1739209915.1188118;-38.13080360867914
1739209915.1188142;-45.120503652039325
1739209915.1188169;-38.13080360867914
1739209915.1188195;-35.57807855764607
1739209915.118822;-38.13080360867914
1739209915.1188245;-38.13080360867914
1739209915.118827;-45.120503652039325
1739209915.1188297;-45.120503652039325
1739209915.1188323;-38.13080360867914
1739209915.1188347;-35.57807855764607
1739209915.1188374;-45.120503652039325
1739209915.11884;-38.13080360867914
1739209915.1188426;-38.13080360867914
1739209915.118845;-38.13080360867914
1739209915.1188476;-45.120503652039325
1739209915.1188502;-45.120503652039325
1739209915.1188529;-45.120503652039325
1739209915.1188552;-38.13080360867914
1739209915.1188579;-38.13080360867914
1739209915.1188605;-38.13080360867914
1739209915.118863;-38.13080360867914
1739209915.1188655;-33.981070128970906
1739209915.118868;-45.120503652039325
1739209915.1188707;-45.120503652039325
1739209915.1188734;-38.13080360867914
1739209915.1188757;-38.13080360867914
1739209915.1188784;-45.120503652039325
1739209915.118881;-45.120503652039325
1739209915.1188834;-38.13080360867914
1739209915.118886;-45.120503652039325
1739209915.1188886;-45.120503652039325
1739209915.1188912;-38.13080360867914
1739209915.1188936;-45.120503652039325
1739209915.1188962;-38.13080360867914
1739209915.1188989;-45.120503652039325
1739209915.1189015;-45.120503652039325
1739209915.1189039;-45.120503652039325
1739209915.1189065;-38.13080360867914
1739209915.1189091;-45.120503652039325
1739209915.1189117;-45.120503652039325
1739209915.1189141;-45.120503652039325
1739209915.1189167;-45.120503652039325
1739209915.1189194;-45.120503652039325
1739209915.118922;-38.13080360867914
1739209915.1189244;-38.13080360867914
1739209915.118927;-28.992665084841942
1739209915.1189296;-33.981070128970906
1739209915.1189322;-45.120503652039325
1739209915.1189346;-45.120503652039325
1739209915.1189373;-32.816014438256545
1739209915.1189399;-45.120503652039325
1739209915.1189425;-38.13080360867914
1739209915.118945;-33.981070128970906
1739209915.1189475;-35.57807855764607
1739209915.1189501;-38.13080360867914
1739209915.1189528;-35.57807855764607
1739209915.1189551;-45.120503652039325
1739209915.1189578;-38.13080360867914
1739209915.1189604;-45.120503652039325
1739209915.1189628;-38.13080360867914
1739209915.1189654;-45.120503652039325
1739209915.118968;-38.13080360867914
1739209915.1189706;-35.57807855764607
1739209915.118973;-38.13080360867914
1739209915.1189756;-45.120503652039325
1739209915.1189783;-38.13080360867914
1739209915.118981;-35.57807855764607
1739209915.1189833;-38.13080360867914
1739209915.118986;-45.120503652039325
1739209915.1189885;-31.141103565318915
1739209915.1189911;-30.49652367304973
1739209915.1189935;-38.13080360867914
1739209915.1189961;-45.120503652039325
1739209915.1189988;-38.13080360867914
1739209915.1190014;-38.13080360867914
1739209915.1190038;-45.120503652039325
1739209915.1190064;-45.120503652039325
1739209915.119009;-38.13080360867914
1739209915.1190116;-32.81601443825658
1739209915.119014;-35.57807855764607
1739209915.1190166;-38.13080360867914
1739209915.1190193;-45.120503652039325
1739209915.119022;-35.57807855764607
1739209915.1190243;-38.13080360867914
1739209915.119027;-45.120503652039325
1739209915.1190295;-31.141103565318915
1739209915.1190321;-31.141103565318915
1739209915.1190345;-38.13080360867914
1739209915.1190372;-38.13080360867914
1739209915.1190398;-38.13080360867914
1739209915.1190422;-45.120503652039325
1739209915.1190448;-45.120503652039325
1739209915.1190474;-38.13080360867914
1739209915.11905;-35.57807855764607
1739209915.1190524;-33.981070128970906
1739209915.119055;-45.120503652039325
1739209915.1190577;-45.120503652039325
1739209915.1190603;-38.13080360867914
1739209915.1190627;-45.120503652039325
1739209915.1190653;-45.120503652039325
1739209915.119068;-38.13080360867914
1739209915.1190705;-45.120503652039325
1739209915.119073;-45.120503652039325
1739209915.1190755;-45.120503652039325
1739209915.1190782;-45.120503652039325
1739209915.1190808;-45.120503652039325
1739209915.1190832;-32.816014438256545
1739209915.1190858;-35.57807855764607
1739209915.1190884;-45.120503652039325
1739209915.119091;-38.13080360867914
1739209915.1190934;-35.57807855764607
1739209915.119096;-38.13080360867914
1739209915.1190987;-35.57807855764607
1739209915.1191013;-35.57807855764607
1739209915.1191037;-38.13080360867914
1739209915.1191063;-45.120503652039325
1739209915.119109;-45.120503652039325
1739209915.1191115;-45.120503652039325
1739209915.119114;-45.120503652039325
1739209915.1191165;-38.13080360867914
1739209915.1191192;-45.120503652039325
1739209915.1191216;-38.13080360867914
1739209915.1191242;-33.981070128970906
1739209915.1191268;-38.13080360867914
1739209915.1191294;-45.120503652039325
1739209915.1191318;-38.13080360867914
1739209915.1191344;-33.981070128970906
1739209915.119137;-38.13080360867914
1739209915.1191397;-45.120503652039325
1739209915.119142;-38.13080360867914
1739209915.1191447;-38.13080360867914
1739209915.1191473;-33.981070128970906
1739209915.11915;-38.13080360867914
1739209915.1191523;-35.57807855764607
1739209915.119155;-38.13080360867914
1739209915.1191576;-45.120503652039325
1739209915.1191602;-45.120503652039325
1739209915.1191626;-45.120503652039325
1739209915.1191652;-45.120503652039325
1739209915.1191678;-38.13080360867914
1739209915.1191704;-38.13080360867914
1739209915.1191728;-38.13080360867914
1739209915.1191754;-32.816014438256545
1739209915.119178;-32.816014438256545
1739209915.1191807;-45.120503652039325
1739209915.119183;-38.13080360867914
1739209915.1191857;-32.816014438256545
1739209915.1191883;-38.13080360867914
1739209915.119191;-45.120503652039325
1739209915.1191933;-45.120503652039325
1739209915.119196;-35.57807855764607
1739209915.1191986;-35.57807855764607
1739209915.1192012;-45.120503652039325
1739209915.1192036;-38.13080360867914
1739209915.1192062;-38.13080360867914
1739209915.1192088;-45.120503652039325
1739209915.1192112;-45.120503652039325
1739209915.1192138;-45.120503652039325
1739209915.1192164;-45.120503652039325
1739209915.119219;-45.120503652039325
1739209915.1192214;-38.13080360867914
1739209915.119224;-38.13080360867914
1739209915.1192267;-35.57807855764607
1739209915.1192293;-38.13080360867914
1739209915.1192317;-45.120503652039325
1739209915.1192343;-45.120503652039325
1739209915.119237;-38.13080360867914
1739209915.1192396;-33.981070128970906
1739209915.119242;-45.120503652039325
1739209915.1192446;-38.13080360867914
1739209915.1192472;-45.120503652039325
1739209915.1192498;-38.13080360867914
1739209915.1192522;-45.120503652039325
1739209915.1192548;-38.13080360867914
1739209915.1192575;-38.13080360867914
1739209915.11926;-33.981070128970956
1739209915.1192625;-45.120503652039325
1739209915.119265;-45.120503652039325
1739209915.1192677;-45.120503652039325
1739209915.1192703;-45.120503652039325
1739209915.1192727;-45.120503652039325
1739209915.1192753;-45.120503652039325
1739209915.119278;-38.13080360867914
1739209915.1192806;-38.13080360867914
1739209915.119283;-45.120503652039325
1739209915.1192856;-38.13080360867914
1739209915.1192882;-38.13080360867914
1739209915.1192906;-38.13080360867914
1739209915.1192932;-45.120503652039325
1739209915.1192958;-45.120503652039325
1739209915.1192985;-30.49652367304973
1739209915.1193008;-28.58837851428586
1739209915.1193035;-38.13080360867914
1739209915.119306;-45.120503652039325
1739209915.1193087;-45.120503652039325
1739209915.119311;-38.13080360867914
1739209915.1193137;-45.120503652039325
1739209915.1193163;-45.120503652039325
1739209915.119319;-45.120503652039325
1739209915.1193213;-38.13080360867914
1739209915.119324;-45.120503652039325
1739209915.1193266;-38.13080360867914
1739209915.1193292;-38.13080360867914
1739209915.1193316;-45.120503652039325
1739209915.1193342;-45.120503652039325
1739209915.1193368;-33.981070128970906
1739209915.1193395;-35.57807855764607
1739209915.1193419;-31.141103565318915
1739209915.1193445;-38.13080360867914
1739209915.119347;-38.13080360867914
1739209915.1193497;-35.57807855764607
1739209915.119352;-35.57807855764607
1739209915.1193547;-45.120503652039325
1739209915.1193573;-38.13080360867914
1739209915.11936;-38.13080360867914
1739209915.1193624;-38.13080360867914
1739209915.119365;-45.120503652039325
1739209915.1193676;-45.120503652039325
1739209915.11937;-38.13080360867914
1739209915.1193726;-33.981070128970906
1739209915.1193752;-38.13080360867914
1739209915.1193779;-35.57807855764607
1739209915.1193802;-31.141103565318915
1739209915.1193829;-38.13080360867914
1739209915.1193855;-45.120503652039325
1739209915.119388;-45.120503652039325
1739209915.1193905;-45.120503652039325
1739209915.119393;-45.120503652039325
1739209915.1193957;-45.120503652039325
1739209915.1193984;-45.120503652039325
1739209915.1194007;-38.13080360867914
1739209915.1194034;-35.57807855764607
1739209915.119406;-32.816014438256545
1739209915.1194086;-38.13080360867914
1739209915.119411;-45.120503652039325
1739209915.1194136;-38.13080360867914
1739209915.1194162;-45.120503652039325
1739209915.1194189;-38.13080360867914
1739209915.1194212;-35.57807855764607
1739209915.1194239;-35.57807855764607
1739209915.1194265;-32.816014438256545
1739209915.119429;-38.13080360867914
1739209915.1194315;-38.13080360867914
1739209915.119434;-33.981070128970906
1739209915.1194367;-33.981070128970906
1739209915.1194394;-45.120503652039325
1739209915.1194417;-45.120503652039325
1739209915.1194444;-45.120503652039325
1739209915.119447;-38.13080360867914
1739209915.1194496;-38.13080360867914
1739209915.119452;-32.816014438256545
1739209915.1194546;-38.13080360867914
1739209915.1194572;-45.120503652039325
1739209915.1194596;-33.981070128970906
1739209915.1194623;-45.120503652039325
1739209915.1194649;-45.120503652039325
1739209915.1194675;-45.120503652039325
1739209915.11947;-45.120503652039325
1739209915.1194725;-45.120503652039325
1739209915.1194751;-38.13080360867914
1739209915.1194777;-38.13080360867914
1739209915.1194801;-38.13080360867914
1739209915.1194828;-45.120503652039325
1739209915.1194854;-32.816014438256545
1739209915.119488;-30.49652367304973
1739209915.1194904;-38.13080360867914
1739209915.119493;-38.13080360867914
1739209915.1194956;-45.120503652039325
1739209915.1194983;-45.120503652039325
1739209915.1195006;-45.120503652039325
1739209915.1195033;-38.13080360867914
1739209915.119506;-38.13080360867914
1739209915.1195085;-38.13080360867914
1739209915.119511;-38.13080360867914
1739209915.1195135;-32.816014438256545
1739209915.1195161;-45.120503652039325
1739209915.1195188;-45.120503652039325
1739209915.1195211;-33.981070128970906
1739209915.1195238;-45.120503652039325
1739209915.1195264;-35.57807855764607
1739209915.119529;-32.816014438256545
1739209915.1195314;-38.13080360867914
1739209915.119534;-35.57807855764607
1739209915.1195366;-38.13080360867914
1739209915.119539;-38.13080360867914
1739209915.1195416;-38.13080360867914
1739209915.1195443;-38.13080360867914
1739209915.119547;-38.13080360867914
1739209915.1195493;-32.816014438256545
1739209915.119552;-38.13080360867914
1739209915.1195545;-38.13080360867914
1739209915.1195571;-38.13080360867914
1739209915.1195595;-38.13080360867914
1739209915.1195621;-45.120503652039325
1739209915.1195648;-45.120503652039325
1739209915.1195674;-45.120503652039325
1739209915.1195698;-32.81601443825658
1739209915.1195724;-45.120503652039325
1739209915.119575;-35.57807855764607
1739209915.1195776;-45.120503652039325
1739209915.11958;-45.120503652039325
1739209915.1195827;-35.57807855764607
1739209915.1195853;-35.57807855764607
1739209915.119588;-35.57807855764607
1739209915.1195903;-30.49652367304973
1739209915.119593;-45.120503652039325
1739209915.1195955;-45.120503652039325
1739209915.1195982;-38.13080360867914
1739209915.1196005;-45.120503652039325
1739209915.1196032;-45.120503652039325
1739209915.1196058;-38.13080360867914
1739209915.1196084;-38.13080360867914
1739209915.1196108;-38.13080360867914
1739209915.1196134;-38.13080360867914
1739209915.119616;-38.13080360867914
1739209915.1196184;-38.13080360867914
1739209915.119621;-45.120503652039325
1739209915.1196237;-45.120503652039325
1739209915.1196263;-35.57807855764607
1739209915.1196287;-45.120503652039325
1739209915.1196313;-45.120503652039325
1739209915.119634;-38.13080360867914
1739209915.1196365;-45.120503652039325
1739209915.119639;-38.13080360867914
1739209915.1196415;-38.13080360867914
1739209915.1196442;-38.13080360867914
1739209915.1196468;-38.13080360867914
1739209915.1196492;-45.120503652039325
1739209915.1196518;-45.120503652039325
1739209915.1196544;-38.13080360867914
1739209915.119657;-35.57807855764607
1739209915.1196594;-38.13080360867914
1739209915.119662;-45.120503652039325
1739209915.1196647;-35.57807855764607
1739209915.1196673;-38.13080360867914
1739209915.1196697;-38.13080360867914
1739209915.1196723;-38.13080360867914
1739209915.119675;-45.120503652039325
1739209915.1196775;-45.120503652039325
1739209915.11968;-45.120503652039325
1739209915.1196826;-35.57807855764607
1739209915.1196852;-38.13080360867914
1739209915.1196878;-38.13080360867914
1739209915.1196902;-38.13080360867914
1739209915.1196928;-45.120503652039325
1739209915.1196954;-45.120503652039325
1739209915.1196978;-45.120503652039325
1739209915.1197004;-45.120503652039325
1739209915.119703;-33.981070128970906
1739209915.1197057;-38.13080360867914
1739209915.119708;-38.13080360867914
1739209915.1197107;-33.981070128970906
1739209915.1197133;-35.57807855764607
1739209915.119716;-31.141103565318915
1739209915.1197183;-38.13080360867914
1739209915.119721;-45.120503652039325
1739209915.1197236;-45.120503652039325
1739209915.1197262;-33.981070128970906
1739209915.1197286;-45.120503652039325
1739209915.1197312;-33.981070128970906
1739209915.1197338;-45.120503652039325
1739209915.1197364;-35.57807855764607
1739209915.1197388;-45.120503652039325
1739209915.1197414;-45.120503652039325
1739209915.119744;-45.120503652039325
1739209915.1197467;-45.120503652039325
1739209915.119749;-45.120503652039325
1739209915.1197517;-45.120503652039325
1739209915.1197543;-38.13080360867914
1739209915.119757;-38.13080360867914
1739209915.1197593;-35.57807855764607
1739209915.119762;-38.13080360867914
1739209915.1197646;-45.120503652039325
1739209915.1197672;-38.13080360867914
1739209915.1197696;-38.13080360867914
1739209915.1197722;-45.120503652039325
1739209915.1197748;-38.13080360867914
1739209915.1197772;-31.141103565318915
1739209915.1197798;-35.57807855764607
1739209915.1197824;-38.13080360867914
1739209915.119785;-45.120503652039325
1739209915.1197875;-38.13080360867914
1739209915.11979;-35.57807855764607
1739209915.1197927;-38.13080360867914
1739209915.1197953;-45.120503652039325
1739209915.1197977;-27.877744956031414
1739209915.1198003;-38.13080360867914
1739209915.119803;-45.120503652039325
1739209915.1198056;-45.120503652039325
1739209915.119808;-45.120503652039325
1739209915.1198106;-38.13080360867914
1739209915.1198132;-45.120503652039325
1739209915.1198158;-45.120503652039325
1739209915.1198182;-33.981070128970906
1739209915.1198208;-45.120503652039325
1739209915.1198235;-45.120503652039325
1739209915.119826;-45.120503652039325
1739209915.1198285;-45.120503652039325
1739209915.119831;-45.120503652039325
1739209915.1198337;-38.13080360867914
1739209915.1198363;-45.120503652039325
1739209915.1198387;-38.13080360867914
1739209915.1198413;-45.120503652039325
1739209915.119844;-45.120503652039325
1739209915.1198466;-38.13080360867914
1739209915.119849;-33.981070128970906
1739209915.1198516;-38.13080360867914
1739209915.1198542;-45.120503652039325
1739209915.1198568;-38.13080360867914
1739209915.1198592;-38.13080360867914
1739209915.1198618;-45.120503652039325
1739209915.1198645;-45.120503652039325
1739209915.1198668;-38.13080360867914
1739209915.1198695;-38.13080360867914
1739209915.119872;-45.120503652039325
1739209915.1198747;-38.13080360867914
1739209915.119877;-45.120503652039325
1739209915.1198797;-38.13080360867914
1739209915.1198823;-38.13080360867914
1739209915.119885;-38.13080360867914
1739209915.1198874;-45.120503652039325
1739209915.11989;-45.120503652039325
1739209915.1198926;-45.120503652039325
1739209915.1198952;-45.120503652039325
1739209915.1198976;-45.120503652039325
1739209915.1199002;-38.13080360867914
1739209915.1199028;-33.981070128970906
1739209915.1199055;-45.120503652039325
1739209915.1199079;-45.120503652039325
1739209915.1199105;-38.13080360867914
1739209915.119913;-35.57807855764607
1739209915.1199157;-45.120503652039325
1739209915.119918;-45.120503652039325
1739209915.1199207;-45.120503652039325
1739209915.1199234;-45.120503652039325
1739209915.119926;-38.13080360867914
1739209915.1199284;-45.120503652039325
1739209915.119931;-45.120503652039325
1739209915.1199336;-45.120503652039325
1739209915.1199362;-38.13080360867914
1739209915.1199386;-45.120503652039325
1739209915.1199412;-35.57807855764607
1739209915.1199439;-35.57807855764607
1739209915.1199462;-38.13080360867914
1739209915.1199489;-45.120503652039325
1739209915.1199515;-33.981070128970906
1739209915.119954;-32.816014438256545
1739209915.1199565;-38.13080360867914
1739209915.119959;-45.120503652039325
1739209915.1199617;-35.57807855764607
1739209915.1199644;-29.438486411369333
1739209915.1199667;-38.13080360867914
1739209915.1199694;-35.57807855764607
1739209915.119972;-38.13080360867914
1739209915.1199746;-38.13080360867914
1739209915.119977;-45.120503652039325
1739209915.1199796;-45.120503652039325
1739209915.1199822;-45.120503652039325
1739209915.1199849;-33.981070128970956
1739209915.1199872;-35.57807855764607
1739209915.1199899;-35.57807855764607
1739209915.1199925;-45.120503652039325
1739209915.119995;-45.120503652039325
1739209915.1199975;-45.120503652039325
1739209915.1200001;-35.57807855764607
1739209915.1200027;-35.57807855764607
1739209915.1200054;-33.981070128970906
1739209915.1200078;-38.13080360867914
1739209915.1200104;-45.120503652039325
1739209915.120013;-45.120503652039325
1739209915.1200156;-38.13080360867914
1739209915.120018;-38.13080360867914
1739209915.1200206;-38.13080360867914
1739209915.1200233;-38.13080360867914
1739209915.1200256;-25.826314394896354
1739209915.1200283;-38.13080360867914
1739209915.1200309;-45.120503652039325
1739209915.1200335;-45.120503652039325
1739209915.120036;-38.13080360867914
1739209915.1200385;-45.120503652039325
1739209915.1200411;-45.120503652039325
1739209915.1200438;-38.13080360867914
1739209915.1200461;-35.57807855764607
1739209915.1200488;-45.120503652039325
1739209915.1200514;-45.120503652039325
1739209915.120054;-38.13080360867914
1739209915.1200564;-45.120503652039325
1739209915.120059;-38.13080360867914
1739209915.1200616;-45.120503652039325
1739209915.1200643;-45.120503652039325
1739209915.1200666;-30.49652367304973
1739209915.1200693;-33.981070128970906
1739209915.120072;-45.120503652039325
1739209915.1200745;-38.13080360867914
1739209915.120077;-45.120503652039325
1739209915.1200795;-45.120503652039325
1739209915.1200821;-45.120503652039325
1739209915.1200848;-45.120503652039325
1739209915.1200871;-35.57807855764607
1739209915.1200898;-38.13080360867914
1739209915.1200924;-38.13080360867914
1739209915.120095;-38.13080360867914
1739209915.1200974;-38.13080360867914
1739209915.1201;-45.120503652039325
1739209915.1201026;-38.13080360867914
1739209915.1201053;-38.13080360867914
1739209915.1201077;-45.120503652039325
1739209915.1201103;-45.120503652039325
1739209915.120113;-45.120503652039325
1739209915.1201153;-38.13080360867914
1739209915.120118;-45.120503652039325
1739209915.1201205;-38.13080360867914
1739209915.1201231;-35.57807855764607
1739209915.1201255;-38.13080360867914
1739209915.1201282;-35.57807855764607
1739209915.1201308;-38.13080360867914
1739209915.1201334;-38.13080360867914
1739209915.1201358;-45.120503652039325
1739209915.1201384;-45.120503652039325
1739209915.120141;-45.120503652039325
1739209915.1201437;-38.13080360867914
1739209915.120146;-38.13080360867914
1739209915.1201487;-45.120503652039325
1739209915.1201513;-45.120503652039325
1739209915.120154;-33.981070128970906
1739209915.1201563;-45.120503652039325
1739209915.120159;-45.120503652039325
1739209915.1201615;-38.13080360867914
1739209915.1201642;-38.13080360867914
1739209915.1201665;-38.13080360867914
1739209915.1201692;-45.120503652039325
1739209915.1201718;-38.13080360867914
1739209915.1201744;-35.57807855764607
1739209915.1201768;-38.13080360867914
1739209915.1201794;-45.120503652039325
1739209915.120182;-45.120503652039325
1739209915.1201847;-38.13080360867914
1739209915.120187;-45.120503652039325
1739209915.1201897;-45.120503652039325
1739209915.1201923;-33.981070128970906
1739209915.1201947;-35.57807855764607
1739209915.1201973;-33.981070128970906
1739209915.1202;-45.120503652039325
1739209915.1202025;-33.981070128970906
1739209915.120205;-38.13080360867914
1739209915.1202075;-45.120503652039325
1739209915.1202102;-45.120503652039325
1739209915.1202128;-45.120503652039325
1739209915.1202152;-45.120503652039325
1739209915.1202178;-38.13080360867914
1739209915.1202204;-38.13080360867914
1739209915.120223;-35.57807855764607
1739209915.1202254;-35.57807855764607
1739209915.120228;-38.13080360867914
1739209915.1202307;-45.120503652039325
1739209915.1202333;-31.141103565318915
1739209915.1202357;-38.13080360867914
1739209915.1202383;-45.120503652039325
1739209915.120241;-45.120503652039325
1739209915.1202435;-38.13080360867914
1739209915.120246;-38.13080360867914
1739209915.1202486;-33.981070128970906
1739209915.1202512;-45.120503652039325
1739209915.1202538;-30.49652367304973
1739209915.1202562;-38.13080360867914
1739209915.1202588;-45.120503652039325
1739209915.1202614;-38.13080360867914
1739209915.120264;-38.13080360867914
1739209915.1202664;-45.120503652039325
1739209915.120269;-45.120503652039325
1739209915.1202717;-38.13080360867914
1739209915.120274;-35.57807855764607
1739209915.1202767;-32.816014438256545
1739209915.1202793;-33.981070128970906
1739209915.120282;-45.120503652039325
1739209915.1202843;-33.981070128970906
1739209915.120287;-38.13080360867914
1739209915.1202896;-45.120503652039325
1739209915.1202922;-45.120503652039325
1739209915.1202946;-30.49652367304973
1739209915.1202972;-38.13080360867914
1739209915.1202998;-38.13080360867914
1739209915.1203024;-45.120503652039325
1739209915.1203048;-45.120503652039325
1739209915.1203074;-33.981070128970906
1739209915.12031;-45.120503652039325
