CAN Message; 0x98:0000fb747fa05867
Timestamp;Amplitude
1739209916.8498487;-35.57807855764607
1739209916.8498607;-31.141103565318915
1739209916.8498724;-31.141103565318893
1739209916.8498843;-38.13080360867914
1739209916.849896;-33.981070128970906
1739209916.8499076;-31.141103565318915
1739209916.8499196;-38.13080360867914
1739209916.8499312;-45.120503652039325
1739209916.849943;-45.120503652039325
1739209916.8499548;-38.13080360867914
1739209916.8499665;-38.13080360867914
1739209916.8499784;-31.141103565318915
1739209916.8499901;-26.991370085610736
1739209916.8500018;-35.57807855764607
1739209916.8500137;-45.120503652039325
1739209916.8500254;-35.57807855764607
1739209916.850037;-38.13080360867914
1739209916.850049;-45.120503652039325
1739209916.8500607;-32.816014438256545
1739209916.8500726;-33.981070128970906
1739209916.8500843;-45.120503652039325
1739209916.850096;-38.13080360867914
1739209916.850108;-26.487275050834715
1739209916.8501196;-31.141103565318915
1739209916.8501315;-38.13080360867914
1739209916.8501432;-31.141103565318893
1739209916.8501549;-28.992665084841942
1739209916.8501668;-33.981070128970906
1739209916.8501785;-29.438486411369333
1739209916.8501902;-38.13080360867914
1739209916.850202;-33.981070128970906
1739209916.8502138;-31.141103565318915
1739209916.8502257;-35.57807855764607
1739209916.8502374;-38.13080360867914
1739209916.850249;-35.57807855764607
1739209916.850261;-38.13080360867914
1739209916.8502727;-45.120503652039325
1739209916.8502846;-31.141103565318915
1739209916.8502963;-38.13080360867914
1739209916.850308;-33.981070128970906
1739209916.8503199;-35.57807855764607
1739209916.8503315;-45.120503652039325
1739209916.8503432;-38.13080360867914
1739209916.8503551;-33.981070128970906
1739209916.8503668;-33.981070128970956
1739209916.8503788;-31.141103565318915
1739209916.8503904;-32.816014438256545
1739209916.850402;-33.981070128970906
1739209916.850414;-38.13080360867914
1739209916.8504257;-32.816014438256545
1739209916.8504374;-30.49652367304973
1739209916.8504493;-38.13080360867914
1739209916.850461;-45.120503652039325
1739209916.850473;-45.120503652039325
1739209916.8504846;-38.13080360867914
1739209916.8504963;-30.49652367304973
1739209916.8505082;-45.120503652039325
1739209916.85052;-38.13080360867914
1739209916.8505318;-28.58837851428586
1739209916.8505435;-31.141103565318915
1739209916.8505552;-45.120503652039325
1739209916.850567;-33.981070128970906
1739209916.8505788;-38.13080360867914
1739209916.8505905;-45.120503652039325
1739209916.8506024;-33.981070128970906
1739209916.850614;-33.981070128970906
1739209916.850626;-35.57807855764607
1739209916.8506377;-45.120503652039325
1739209916.8506494;-45.120503652039325
1739209916.8506613;-32.816014438256545
1739209916.850673;-32.816014438256545
1739209916.8506846;-33.981070128970906
1739209916.8506966;-45.120503652039325
1739209916.8507082;-33.981070128970906
1739209916.8507202;-33.981070128970906
1739209916.8507318;-33.981070128970906
1739209916.8507435;-32.816014438256545
1739209916.8507555;-45.120503652039325
1739209916.8507671;-38.13080360867914
1739209916.850779;-31.141103565318915
1739209916.8507907;-32.816014438256545
1739209916.8508024;-38.13080360867914
1739209916.8508143;-38.13080360867914
1739209916.850826;-31.141103565318915
1739209916.8508377;-35.57807855764607
1739209916.8508496;-38.13080360867914
1739209916.8508613;-45.120503652039325
1739209916.8508732;-45.120503652039325
1739209916.850885;-45.120503652039325
1739209916.8508966;-38.13080360867914
1739209916.8509085;-32.816014438256545
1739209916.8509202;-33.981070128970906
1739209916.8509321;-45.120503652039325
1739209916.8509438;-38.13080360867914
1739209916.8509555;-38.13080360867914
1739209916.8509674;-31.141103565318915
1739209916.850979;-31.141103565318893
1739209916.8509908;-38.13080360867914
1739209916.8510027;-35.57807855764607
1739209916.8510144;-45.120503652039325
1739209916.8510263;-28.992665084841942
1739209916.851038;-31.141103565318915
1739209916.8510497;-45.120503652039325
1739209916.8510616;-38.13080360867914
1739209916.8510733;-45.120503652039325
1739209916.851085;-45.120503652039325
1739209916.8510969;-45.120503652039325
1739209916.8511086;-38.13080360867914
1739209916.8511205;-35.57807855764607
1739209916.8511322;-38.13080360867914
1739209916.8511438;-45.120503652039325
1739209916.8511558;-33.981070128970906
1739209916.8511674;-29.438486411369333
1739209916.8511794;-38.13080360867914
1739209916.851191;-45.120503652039325
1739209916.8512027;-45.120503652039325
1739209916.8512146;-32.816014438256545
1739209916.8512263;-33.981070128970906
1739209916.851238;-45.120503652039325
1739209916.85125;-30.49652367304973
1739209916.8512616;-32.816014438256545
1739209916.8512735;-45.120503652039325
1739209916.8512852;-45.120503652039325
1739209916.851297;-45.120503652039325
1739209916.8513088;-38.13080360867914
1739209916.8513205;-33.981070128970906
1739209916.8513322;-45.120503652039325
1739209916.851344;-38.13080360867914
1739209916.8513558;-32.816014438256545
1739209916.8513677;-38.13080360867914
1739209916.8513794;-35.57807855764607
1739209916.851391;-33.981070128970906
1739209916.851403;-38.13080360867914
1739209916.8514147;-38.13080360867914
1739209916.8514266;-45.120503652039325
1739209916.8514383;-38.13080360867914
1739209916.85145;-45.120503652039325
1739209916.851462;-31.141103565318915
1739209916.8514736;-32.816014438256545
1739209916.8514853;-45.120503652039325
1739209916.8514972;-32.816014438256545
1739209916.8515089;-33.981070128970906
1739209916.8515208;-27.8777449560314
1739209916.8515325;-28.992665084841942
1739209916.8515441;-29.438486411369333
1739209916.851556;-32.816014438256545
1739209916.8515677;-38.13080360867914
1739209916.8515797;-31.141103565318915
1739209916.8515913;-45.120503652039325
1739209916.851603;-33.981070128970906
1739209916.851615;-38.13080360867914
1739209916.8516266;-33.981070128970906
1739209916.8516383;-29.438486411369333
1739209916.8516502;-33.981070128970906
1739209916.851662;-29.438486411369333
1739209916.8516738;-31.141103565318915
1739209916.8516855;-35.57807855764607
1739209916.8516972;-45.120503652039325
1739209916.8517091;-38.13080360867914
1739209916.8517208;-33.981070128970906
1739209916.8517325;-33.981070128970906
1739209916.8517444;-32.816014438256545
1739209916.851756;-30.49652367304973
1739209916.851768;-31.14110356531892
1739209916.8517797;-45.120503652039325
1739209916.8517914;-38.13080360867914
1739209916.8518033;-35.57807855764607
1739209916.851815;-33.981070128970906
1739209916.851827;-30.49652367304973
1739209916.8518386;-31.141103565318915
1739209916.8518503;-29.438486411369333
1739209916.8518622;-45.120503652039325
1739209916.8518739;-38.13080360867914
1739209916.8518856;-32.816014438256545
1739209916.8518975;-38.13080360867914
1739209916.8519092;-45.120503652039325
1739209916.851921;-38.13080360867914
1739209916.8519328;-32.816014438256545
1739209916.8519444;-45.120503652039325
1739209916.8519564;-38.13080360867914
1739209916.851968;-38.13080360867914
1739209916.8519797;-31.141103565318915
1739209916.8519917;-45.120503652039325
1739209916.8520033;-30.49652367304973
1739209916.8520153;-35.57807855764607
1739209916.852027;-33.981070128970906
1739209916.8520386;-45.120503652039325
1739209916.8520505;-38.13080360867914
1739209916.8520622;-45.120503652039325
1739209916.8520741;-45.120503652039325
1739209916.8520858;-33.981070128970906
1739209916.8520975;-38.13080360867914
1739209916.8521094;-27.8777449560314
1739209916.852121;-30.49652367304973
1739209916.8521328;-33.981070128970906
1739209916.8521447;-38.13080360867914
1739209916.8521564;-31.141103565318893
1739209916.8521683;-38.13080360867914
1739209916.85218;-38.13080360867914
1739209916.8521917;-38.13080360867914
1739209916.8522036;-30.49652367304976
1739209916.8522153;-33.981070128970906
1739209916.8522272;-33.981070128970906
1739209916.852239;-45.120503652039325
1739209916.8522506;-45.120503652039325
1739209916.8522625;-45.120503652039325
1739209916.8522742;-32.816014438256545
1739209916.8522859;-45.120503652039325
1739209916.8522978;-35.57807855764607
1739209916.8523095;-38.13080360867914
1739209916.8523214;-38.13080360867914
1739209916.852333;-33.981070128970906
1739209916.8523448;-31.141103565318893
1739209916.8523567;-45.120503652039325
1739209916.8523684;-45.120503652039325
1739209916.85238;-45.120503652039325
1739209916.852392;-33.981070128970906
1739209916.8524036;-35.57807855764607
1739209916.8524156;-45.120503652039325
1739209916.8524272;-28.992665084841942
1739209916.852439;-28.21854285175415
1739209916.8524508;-33.981070128970906
1739209916.8524625;-45.120503652039325
1739209916.8524745;-38.13080360867914
1739209916.8524861;-38.13080360867914
1739209916.8524978;-45.120503652039325
1739209916.8525097;-30.49652367304973
1739209916.8525214;-38.13080360867914
1739209916.852533;-35.57807855764607
1739209916.852545;-45.120503652039325
1739209916.8525567;-45.120503652039325
1739209916.8525686;-45.120503652039325
1739209916.8525803;-28.58837851428586
1739209916.852592;-28.992665084841942
1739209916.852604;-45.120503652039325
1739209916.8526156;-45.120503652039325
1739209916.8526273;-38.13080360867914
1739209916.8526392;-38.13080360867914
1739209916.852651;-45.120503652039325
1739209916.8526628;-28.992665084841942
1739209916.8526745;-30.49652367304973
1739209916.8526862;-35.57807855764607
1739209916.852698;-30.49652367304973
1739209916.8527098;-31.141103565318915
1739209916.8527217;-29.438486411369333
1739209916.8527334;-38.13080360867914
1739209916.852745;-45.120503652039325
1739209916.852757;-28.992665084841942
1739209916.8527687;-29.438486411369333
1739209916.8527803;-30.49652367304973
1739209916.8527923;-45.120503652039325
1739209916.852804;-33.981070128970906
1739209916.8528159;-38.13080360867914
1739209916.8528275;-45.120503652039325
1739209916.8528392;-38.13080360867914
1739209916.8528512;-35.57807855764607
1739209916.8528628;-30.49652367304973
1739209916.8528748;-32.816014438256545
1739209916.8528864;-45.120503652039325
1739209916.8528981;-31.141103565318915
1739209916.85291;-31.141103565318893
1739209916.8529217;-38.13080360867914
1739209916.8529334;-45.120503652039325
1739209916.8529453;-45.120503652039325
1739209916.852957;-45.120503652039325
1739209916.852969;-45.120503652039325
1739209916.8529806;-45.120503652039325
1739209916.8529923;-33.981070128970906
1739209916.8530042;-29.438486411369333
1739209916.853016;-31.141103565318915
1739209916.8530276;-38.13080360867914
1739209916.8530395;-38.13080360867914
1739209916.8530512;-45.120503652039325
1739209916.853063;-38.13080360867914
1739209916.8530748;-45.120503652039325
1739209916.8530865;-38.13080360867914
1739209916.8530984;-38.13080360867914
1739209916.85311;-45.120503652039325
1739209916.853122;-45.120503652039325
1739209916.8531337;-38.13080360867914
1739209916.8531454;-32.816014438256545
1739209916.8531573;-38.13080360867914
1739209916.853169;-38.13080360867914
1739209916.8531806;-28.992665084841942
1739209916.8531926;-35.57807855764607
1739209916.8532043;-30.49652367304973
1739209916.8532162;-38.13080360867914
1739209916.8532279;-33.981070128970906
1739209916.8532395;-26.991370085610736
1739209916.8532515;-28.218542851754165
1739209916.8532631;-45.120503652039325
1739209916.8532748;-45.120503652039325
1739209916.8532867;-38.13080360867914
