CAN Message; 0x98:0000fb747fa05867
Timestamp;Amplitude
1739209916.8532984;-30.49652367304973
1739209916.8533103;-38.13080360867914
1739209916.853322;-32.816014438256545
1739209916.8533337;-45.120503652039325
1739209916.8533456;-38.13080360867914
1739209916.8533573;-45.120503652039325
1739209916.8533692;-27.267205301931607
1739209916.853381;-32.816014438256545
1739209916.8533926;-32.816014438256545
1739209916.8534045;-38.13080360867914
1739209916.8534162;-33.981070128970906
1739209916.853428;-32.816014438256545
1739209916.8534398;-27.267205301931607
1739209916.8534515;-32.81601443825658
1739209916.8534634;-35.57807855764607
1739209916.853475;-35.57807855764607
1739209916.8534868;-38.13080360867914
1739209916.8534987;-38.13080360867914
1739209916.8535104;-38.13080360867914
1739209916.8535223;-38.13080360867914
1739209916.853534;-29.438486411369347
1739209916.8535457;-45.120503652039325
1739209916.8535576;-33.981070128970906
1739209916.8535693;-38.13080360867914
1739209916.853581;-32.816014438256545
1739209916.8535929;-31.141103565318893
1739209916.8536046;-32.816014438256545
1739209916.8536165;-33.981070128970906
1739209916.8536282;-33.981070128970906
1739209916.8536398;-33.981070128970906
1739209916.8536518;-38.13080360867914
1739209916.8536634;-38.13080360867914
1739209916.8536751;-45.120503652039325
1739209916.853687;-45.120503652039325
1739209916.8536987;-38.13080360867914
1739209916.8537107;-32.816014438256545
1739209916.8537223;-30.49652367304973
1739209916.853734;-45.120503652039325
1739209916.853746;-33.981070128970906
1739209916.8537576;-45.120503652039325
1739209916.8537695;-30.49652367304973
1739209916.8537812;-38.13080360867914
1739209916.853793;-38.13080360867914
1739209916.8538048;-31.141103565318893
1739209916.8538165;-38.13080360867914
1739209916.8538282;-29.438486411369333
1739209916.85384;-38.13080360867914
1739209916.8538518;-45.120503652039325
1739209916.8538637;-45.120503652039325
1739209916.8538754;-38.13080360867914
1739209916.853887;-33.981070128970906
1739209916.853899;-45.120503652039325
1739209916.8539107;-30.49652367304973
1739209916.8539224;-30.49652367304973
1739209916.8539343;-38.13080360867914
1739209916.853946;-45.120503652039325
1739209916.853958;-35.57807855764607
1739209916.8539696;-38.13080360867914
1739209916.8539813;-33.981070128970906
1739209916.8539932;-33.981070128970906
1739209916.8540049;-38.13080360867914
1739209916.8540168;-45.120503652039325
1739209916.8540285;-38.13080360867914
1739209916.8540401;-30.49652367304973
1739209916.854052;-38.13080360867914
1739209916.8540637;-45.120503652039325
1739209916.8540754;-38.13080360867914
1739209916.8540874;-38.13080360867914
1739209916.854099;-38.13080360867914
1739209916.854111;-29.438486411369333
1739209916.8541226;-35.57807855764607
1739209916.8541343;-45.120503652039325
1739209916.8541462;-45.120503652039325
1739209916.854158;-45.120503652039325
1739209916.8541698;-30.49652367304973
1739209916.8541815;-31.141103565318893
1739209916.8541932;-35.57807855764607
1739209916.8542051;-29.438486411369333
1739209916.8542168;-45.120503652039325
1739209916.8542285;-45.120503652039325
1739209916.8542404;-33.981070128970906
1739209916.854252;-45.120503652039325
1739209916.854264;-29.438486411369347
1739209916.8542757;-35.57807855764607
1739209916.8542874;-38.13080360867914
1739209916.8542993;-45.120503652039325
1739209916.854311;-35.57807855764607
1739209916.8543227;-45.120503652039325
1739209916.8543346;-31.141103565318915
1739209916.8543463;-29.438486411369333
1739209916.8543582;-33.981070128970906
1739209916.8543699;-32.816014438256545
1739209916.8543816;-38.13080360867914
1739209916.8543935;-31.141103565318893
1739209916.8544052;-38.13080360867914
1739209916.854417;-45.120503652039325
1739209916.8544288;-45.120503652039325
1739209916.8544405;-35.57807855764607
1739209916.8544524;-33.981070128970906
1739209916.854464;-38.13080360867914
1739209916.8544757;-45.120503652039325
1739209916.8544877;-35.57807855764607
1739209916.8544993;-31.141103565318915
1739209916.8545113;-38.13080360867914
1739209916.854523;-31.141103565318893
1739209916.8545346;-26.991370085610736
1739209916.8545465;-33.981070128970906
1739209916.8545582;-45.120503652039325
1739209916.85457;-45.120503652039325
1739209916.8545818;-31.141103565318893
1739209916.8545935;-28.218542851754165
1739209916.8546054;-45.120503652039325
1739209916.854617;-38.13080360867914
1739209916.8546288;-45.120503652039325
1739209916.8546407;-45.120503652039325
1739209916.8546524;-38.13080360867914
1739209916.8546643;-38.13080360867914
1739209916.854676;-45.120503652039325
1739209916.8546877;-28.992665084841942
1739209916.8546996;-29.438486411369333
1739209916.8547113;-38.13080360867914
1739209916.854723;-35.57807855764607
1739209916.854735;-38.13080360867914
1739209916.8547466;-33.981070128970906
1739209916.8547585;-33.981070128970906
1739209916.8547702;-30.49652367304973
1739209916.8547819;-28.992665084841942
1739209916.8547938;-38.13080360867914
1739209916.8548055;-31.141103565318915
1739209916.8548174;-35.57807855764607
1739209916.854829;-45.120503652039325
1739209916.8548408;-45.120503652039325
1739209916.8548527;-45.120503652039325
1739209916.8548644;-32.816014438256545
1739209916.854876;-30.49652367304973
1739209916.854888;-45.120503652039325
1739209916.8548996;-45.120503652039325
1739209916.8549116;-45.120503652039325
1739209916.8549232;-45.120503652039325
1739209916.854935;-38.13080360867914
1739209916.8549469;-33.981070128970906
1739209916.8549585;-45.120503652039325
1739209916.8549702;-28.58837851428586
1739209916.8549821;-26.991370085610736
1739209916.8549938;-31.141103565318915
1739209916.8550057;-38.13080360867914
1739209916.8550174;-38.13080360867914
1739209916.855029;-38.13080360867914
1739209916.855041;-35.57807855764607
1739209916.8550527;-38.13080360867914
1739209916.8550646;-28.992665084841942
1739209916.8550763;-35.57807855764607
1739209916.855088;-45.120503652039325
1739209916.8551;-31.141103565318915
1739209916.8551116;-33.981070128970906
1739209916.8551233;-32.816014438256545
1739209916.8551352;-33.981070128970906
1739209916.855147;-38.13080360867914
1739209916.8551588;-38.13080360867914
1739209916.8551705;-32.816014438256545
1739209916.8551822;-33.981070128970906
1739209916.855194;-45.120503652039325
1739209916.8552058;-35.57807855764607
1739209916.8552175;-35.57807855764607
1739209916.8552294;-38.13080360867914
1739209916.855241;-32.816014438256545
1739209916.855253;-38.13080360867914
1739209916.8552647;-45.120503652039325
1739209916.8552763;-33.981070128970906
1739209916.8552883;-32.816014438256545
1739209916.8553;-31.141103565318915
1739209916.8553119;-30.49652367304973
1739209916.8553236;-33.981070128970906
1739209916.8553352;-45.120503652039325
1739209916.8553472;-26.487275050834725
1739209916.8553588;-38.13080360867914
1739209916.8553705;-45.120503652039325
1739209916.8553824;-38.13080360867914
1739209916.8553941;-38.13080360867914
1739209916.855406;-38.13080360867914
1739209916.8554177;-32.816014438256545
1739209916.8554294;-29.438486411369333
1739209916.8554413;-33.981070128970906
1739209916.855453;-45.120503652039325
1739209916.855465;-38.13080360867914
1739209916.8554766;-45.120503652039325
1739209916.8554883;-38.13080360867914
1739209916.8555002;-45.120503652039325
1739209916.855512;-38.13080360867914
1739209916.8555236;-45.120503652039325
1739209916.8555355;-38.13080360867914
1739209916.8555472;-38.13080360867914
1739209916.855559;-45.120503652039325
1739209916.8555708;-35.57807855764607
1739209916.8555825;-31.141103565318915
1739209916.8555944;-32.816014438256545
1739209916.855606;-31.141103565318915
1739209916.8556178;-45.120503652039325
1739209916.8556297;-38.13080360867914
1739209916.8556414;-45.120503652039325
1739209916.8556533;-31.141103565318915
1739209916.855665;-27.8777449560314
1739209916.8556767;-27.877744956031414
1739209916.8556886;-45.120503652039325
1739209916.8557003;-38.13080360867914
1739209916.8557122;-38.13080360867914
1739209916.8557239;-35.57807855764607
1739209916.8557355;-33.981070128970956
1739209916.8557475;-35.57807855764607
1739209916.8557591;-45.120503652039325
1739209916.8557708;-35.57807855764607
1739209916.8557827;-45.120503652039325
1739209916.8557944;-31.141103565318915
1739209916.8558064;-31.141103565318893
1739209916.855818;-38.13080360867914
1739209916.8558297;-26.991370085610736
1739209916.8558416;-33.981070128970906
1739209916.8558533;-35.57807855764607
1739209916.855865;-38.13080360867914
1739209916.855877;-45.120503652039325
1739209916.8558886;-33.981070128970906
1739209916.8559005;-45.120503652039325
1739209916.8559122;-33.981070128970906
1739209916.855924;-28.21854285175415
1739209916.8559358;-38.13080360867914
1739209916.8559475;-45.120503652039325
1739209916.8559594;-38.13080360867914
1739209916.855971;-45.120503652039325
1739209916.8559828;-33.981070128970906
1739209916.8559947;-29.438486411369333
1739209916.8560064;-38.13080360867914
1739209916.856018;-45.120503652039325
1739209916.85603;-33.981070128970906
1739209916.8560417;-45.120503652039325
1739209916.8560536;-35.57807855764607
1739209916.8560653;-45.120503652039325
1739209916.856077;-32.816014438256545
1739209916.8560889;-33.981070128970906
1739209916.8561006;-38.13080360867914
1739209916.8561125;-45.120503652039325
1739209916.8561242;-31.141103565318915
1739209916.8561358;-25.077289914212862
1739209916.8561478;-29.438486411369347
1739209916.8561594;-45.120503652039325
1739209916.8561711;-33.981070128970906
1739209916.856183;-35.57807855764607
1739209916.8561947;-38.13080360867914
1739209916.8562067;-45.120503652039325
1739209916.8562183;-33.981070128970906
1739209916.85623;-38.13080360867914
1739209916.856242;-38.13080360867914
1739209916.8562536;-45.120503652039325
1739209916.8562653;-33.981070128970906
1739209916.8562772;-38.13080360867914
1739209916.856289;-45.120503652039325
1739209916.8563008;-38.13080360867914
1739209916.8563125;-31.141103565318915
1739209916.8563242;-38.13080360867914
1739209916.856336;-38.13080360867914
1739209916.8563478;-29.438486411369333
1739209916.8563597;-45.120503652039325
1739209916.8563714;-45.120503652039325
1739209916.856383;-38.13080360867914
1739209916.856395;-35.57807855764607
1739209916.8564067;-31.141103565318915
1739209916.8564184;-30.49652367304973
1739209916.8564303;-45.120503652039325
1739209916.856442;-45.120503652039325
1739209916.856454;-38.13080360867914
1739209916.8564656;-45.120503652039325
1739209916.8564773;-38.13080360867914
1739209916.8564892;-35.57807855764607
1739209916.8565009;-33.981070128970906
1739209916.8565128;-45.120503652039325
1739209916.8565245;-38.13080360867914
1739209916.8565361;-38.13080360867914
1739209916.856548;-45.120503652039325
1739209916.8565598;-45.120503652039325
1739209916.8565714;-38.13080360867914
1739209916.8565834;-27.8777449560314
1739209916.856595;-35.57807855764607
1739209916.856607;-35.57807855764607
1739209916.8566186;-38.13080360867914
1739209916.8566303;-32.816014438256545
1739209916.8566422;-45.120503652039325
1739209916.856654;-35.57807855764607
1739209916.8566656;-45.120503652039325
1739209916.8566775;-38.13080360867914
1739209916.8566892;-45.120503652039325
1739209916.8567011;-30.49652367304973
1739209916.8567128;-45.120503652039325
1739209916.8567245;-45.120503652039325
1739209916.8567364;-38.13080360867914
1739209916.856748;-35.57807855764607
1739209916.85676;-38.13080360867914
1739209916.8567717;-38.13080360867914
1739209916.8567834;-35.57807855764607
1739209916.8567953;-45.120503652039325
1739209916.856807;-33.981070128970906
1739209916.8568187;-28.21854285175415
1739209916.8568306;-33.981070128970906
1739209916.8568423;-45.120503652039325
1739209916.8568542;-28.992665084841942
1739209916.856866;-45.120503652039325
1739209916.8568776;-31.141103565318915
1739209916.8568895;-28.21854285175415
1739209916.8569012;-29.438486411369333
1739209916.8569129;-38.13080360867914
1739209916.8569248;-27.267205301931607
1739209916.8569365;-25.826314394896354
1739209916.8569484;-31.141103565318915
1739209916.85696;-38.13080360867914
1739209916.8569717;-35.57807855764607
1739209916.8569837;-45.120503652039325
1739209916.8569953;-29.438486411369347
1739209916.8570073;-38.13080360867914
1739209916.857019;-33.981070128970906
1739209916.8570306;-45.120503652039325
1739209916.8570426;-38.13080360867914
1739209916.8570542;-32.816014438256545
1739209916.857066;-28.992665084841942
1739209916.8570778;-38.13080360867914
1739209916.8570895;-33.981070128970906
1739209916.8571014;-28.21854285175415
1739209916.8571131;-38.13080360867914
1739209916.8571248;-45.120503652039325
1739209916.8571367;-33.981070128970906
1739209916.8571484;-31.141103565318943
1739209916.8571603;-31.14110356531892
1739209916.857172;-45.120503652039325
1739209916.8571837;-45.120503652039325
1739209916.8571956;-38.13080360867914
1739209916.8572073;-38.13080360867914
1739209916.857219;-45.120503652039325
1739209916.857231;-45.120503652039325
1739209916.8572426;-38.13080360867914
1739209916.8572545;-33.981070128970906
1739209916.8572662;-38.13080360867914
1739209916.8572779;-38.13080360867914
1739209916.8572898;-45.120503652039325
1739209916.8573015;-45.120503652039325
1739209916.8573132;-45.120503652039325
1739209916.857325;-38.13080360867914
1739209916.8573368;-38.13080360867914
1739209916.8573487;-32.816014438256545
1739209916.8573604;-38.13080360867914
1739209916.857372;-38.13080360867914
1739209916.857384;-32.816014438256545
1739209916.8573956;-31.141103565318915
1739209916.8574076;-45.120503652039325
1739209916.8574193;-33.981070128970906
1739209916.857431;-33.981070128970906
1739209916.8574429;-38.13080360867914
1739209916.8574545;-45.120503652039325
1739209916.8574662;-38.13080360867914
1739209916.8574781;-38.13080360867914
1739209916.8574898;-45.120503652039325
1739209916.8575017;-32.816014438256545
1739209916.8575134;-38.13080360867914
1739209916.857525;-45.120503652039325
1739209916.857537;-33.981070128970906
1739209916.8575487;-45.120503652039325
1739209916.8575604;-38.13080360867914
1739209916.8575723;-32.816014438256545
1739209916.857584;-45.120503652039325
1739209916.857596;-45.120503652039325
1739209916.8576076;-33.981070128970906
1739209916.8576193;-38.13080360867914
1739209916.8576312;-32.816014438256545
1739209916.857643;-45.120503652039325
1739209916.8576548;-35.57807855764607
1739209916.8576665;-32.816014438256545
1739209916.8576782;-33.981070128970906
1739209916.85769;-45.120503652039325
1739209916.8577018;-33.981070128970906
1739209916.8577135;-32.816014438256545
1739209916.8577254;-31.141103565318915
1739209916.857737;-45.120503652039325
1739209916.857749;-38.13080360867914
1739209916.8577607;-38.13080360867914
1739209916.8577724;-45.120503652039325
1739209916.8577843;-38.13080360867914
1739209916.857796;-28.992665084841942
1739209916.8578079;-29.438486411369333
1739209916.8578196;-30.49652367304973
1739209916.8578312;-31.141103565318915
1739209916.8578432;-33.981070128970906
1739209916.8578548;-45.120503652039325
1739209916.8578665;-35.57807855764607
1739209916.8578784;-33.981070128970906
1739209916.8578901;-33.981070128970906
1739209916.857902;-45.120503652039325
1739209916.8579137;-38.13080360867914
1739209916.8579254;-45.120503652039325
1739209916.8579373;-31.141103565318915
1739209916.857949;-32.816014438256545
1739209916.8579607;-38.13080360867914
1739209916.8579726;-45.120503652039325
1739209916.8579843;-45.120503652039325
1739209916.8579962;-45.120503652039325
1739209916.858008;-35.57807855764607
1739209916.8580196;-38.13080360867914
1739209916.8580315;-35.57807855764607
1739209916.8580432;-35.57807855764607
1739209916.858055;-45.120503652039325
1739209916.8580668;-38.13080360867914
1739209916.8580785;-25.826314394896357
1739209916.8580904;-26.991370085610736
1739209916.858102;-29.438486411369333
1739209916.8581138;-25.826314394896354
1739209916.8581257;-32.816014438256545
1739209916.8581374;-32.816014438256545
1739209916.8581493;-33.981070128970906
1739209916.858161;-45.120503652039325
1739209916.8581727;-33.981070128970906
1739209916.8581846;-30.49652367304973
1739209916.8581963;-35.57807855764607
1739209916.858208;-35.57807855764607
1739209916.8582199;-38.13080360867914
1739209916.8582315;-38.13080360867914
1739209916.8582435;-45.120503652039325
1739209916.8582551;-31.141103565318915
1739209916.8582668;-32.816014438256545
1739209916.8582788;-38.13080360867914
1739209916.8582904;-33.981070128970906
1739209916.8583024;-35.57807855764607
1739209916.858314;-32.816014438256545
1739209916.8583257;-29.438486411369333
1739209916.8583376;-35.57807855764607
1739209916.8583493;-32.816014438256545
1739209916.858361;-33.981070128970906
1739209916.858373;-45.120503652039325
1739209916.8583846;-28.992665084841942
1739209916.8583965;-31.141103565318893
1739209916.8584082;-31.141103565318915
1739209916.85842;-31.141103565318915
1739209916.8584318;-38.13080360867914
1739209916.8584435;-35.57807855764607
1739209916.8584554;-45.120503652039325
1739209916.858467;-45.120503652039325
1739209916.8584788;-45.120503652039325
1739209916.8584907;-31.141103565318943
1739209916.8585024;-45.120503652039325
1739209916.858514;-35.57807855764607
1739209916.858526;-29.438486411369354
1739209916.8585377;-31.141103565318943
1739209916.8585496;-31.141103565318915
1739209916.8585613;-45.120503652039325
1739209916.858573;-32.816014438256545
1739209916.858585;-26.991370085610736
1739209916.8585966;-45.120503652039325
1739209916.8586082;-45.120503652039325
1739209916.8586202;-38.13080360867914
1739209916.8586318;-45.120503652039325
1739209916.8586438;-38.13080360867914
1739209916.8586555;-32.816014438256545
1739209916.8586671;-45.120503652039325
1739209916.858679;-45.120503652039325
1739209916.8586907;-31.141103565318915
1739209916.8587027;-31.141103565318893
1739209916.8587143;-33.981070128970906
1739209916.858726;-38.13080360867914
1739209916.858738;-38.13080360867914
1739209916.8587496;-38.13080360867914
1739209916.8587613;-33.981070128970906
1739209916.8587732;-45.120503652039325
1739209916.858785;-38.13080360867914
1739209916.8587968;-33.981070128970906
1739209916.8588085;-45.120503652039325
1739209916.8588202;-45.120503652039325
1739209916.8588321;-35.57807855764607
1739209916.8588438;-35.57807855764607
1739209916.8588555;-38.13080360867914
1739209916.8588674;-35.57807855764607
1739209916.858879;-38.13080360867914
1739209916.858891;-38.13080360867914
1739209916.8589027;-35.57807855764607
1739209916.8589144;-38.13080360867914
1739209916.8589263;-28.992665084841942
1739209916.858938;-31.141103565318893
1739209916.85895;-32.816014438256545
1739209916.8589616;-33.981070128970906
1739209916.8589733;-38.13080360867914
1739209916.8589852;-35.57807855764607
1739209916.8589969;-38.13080360867914
1739209916.8590086;-45.120503652039325
1739209916.8590205;-45.120503652039325
1739209916.8590322;-38.13080360867914
1739209916.859044;-30.49652367304973
1739209916.8590558;-45.120503652039325
1739209916.8590674;-45.120503652039325
