CAN Message; 0x1bb:000034e05b856119
1739209730.5268652;-38.13080360867914
1739209730.5268724;-38.13080360867914
1739209730.5268793;-38.13080360867914
1739209730.5268865;-38.13080360867914
1739209730.5268936;-45.120503652039325
1739209730.5269008;-45.120503652039325
1739209730.5269077;-35.57807855764607
1739209730.5269148;-33.981070128970906
1739209730.526922;-45.120503652039325
1739209730.526929;-38.13080360867914
1739209730.526936;-38.13080360867914
1739209730.5269432;-38.13080360867914
1739209730.5269504;-38.13080360867914
1739209730.5269573;-38.13080360867914
1739209730.5269644;-38.13080360867914
1739209730.5269716;-33.981070128970906
1739209730.5269785;-45.120503652039325
1739209730.5269856;-45.120503652039325
1739209730.5269928;-35.57807855764607
1739209730.5269997;-38.13080360867914
1739209730.5270069;-38.13080360867914
1739209730.527014;-45.120503652039325
1739209730.5270212;-45.120503652039325
1739209730.527028;-38.13080360867914
1739209730.5270352;-35.57807855764607
1739209730.5270424;-35.57807855764607
1739209730.5270493;-38.13080360867914
1739209730.5270565;-38.13080360867914
1739209730.5270636;-38.13080360867914
1739209730.5270708;-38.13080360867914
1739209730.5270777;-38.13080360867914
1739209730.5270848;-38.13080360867914
1739209730.527092;-38.13080360867914
1739209730.527099;-38.13080360867914
1739209730.527106;-45.120503652039325
1739209730.5271132;-31.141103565318915
1739209730.5271204;-33.981070128970906
1739209730.5271273;-38.13080360867914
1739209730.5271344;-45.120503652039325
1739209730.5271416;-38.13080360867914
1739209730.5271485;-35.57807855764607
1739209730.5271556;-38.13080360867914
1739209730.5271628;-45.120503652039325
1739209730.52717;-30.49652367304973
1739209730.5271769;-38.13080360867914
1739209730.527184;-38.13080360867914
1739209730.5271912;-38.13080360867914
1739209730.527198;-33.981070128970906
1739209730.5272052;-33.981070128970906
1739209730.5272124;-33.981070128970906
1739209730.5272195;-45.120503652039325
1739209730.5272264;-38.13080360867914
1739209730.5272336;-33.981070128970906
1739209730.5272408;-33.981070128970906
1739209730.5272477;-38.13080360867914
1739209730.5272548;-38.13080360867914
1739209730.527262;-38.13080360867914
1739209730.5272691;-45.120503652039325
1739209730.527276;-35.57807855764607
1739209730.5272832;-33.981070128970906
1739209730.5272903;-38.13080360867914
1739209730.5272973;-45.120503652039325
1739209730.5273044;-38.13080360867914
1739209730.5273116;-38.13080360867914
1739209730.5273187;-45.120503652039325
1739209730.5273256;-45.120503652039325
1739209730.5273328;-45.120503652039325
1739209730.52734;-38.13080360867914
1739209730.5273468;-45.120503652039325
1739209730.527354;-45.120503652039325
1739209730.5273612;-35.57807855764607
1739209730.5273683;-38.13080360867914
1739209730.5273752;-45.120503652039325
1739209730.5273824;-45.120503652039325
1739209730.5273895;-38.13080360867914
1739209730.5273964;-29.438486411369347
1739209730.5274036;-31.14110356531892
1739209730.5274107;-38.13080360867914
1739209730.527418;-38.13080360867914
1739209730.5274248;-38.13080360867914
1739209730.527432;-38.13080360867914
1739209730.527439;-38.13080360867914
1739209730.527446;-38.13080360867914
1739209730.5274532;-32.816014438256545
1739209730.5274603;-31.141103565318915
1739209730.5274673;-38.13080360867914
1739209730.5274744;-35.57807855764607
1739209730.5274816;-32.816014438256545
1739209730.5274887;-45.120503652039325
1739209730.5274956;-45.120503652039325
1739209730.5275028;-33.981070128970906
1739209730.52751;-45.120503652039325
1739209730.5275168;-38.13080360867914
1739209730.527524;-38.13080360867914
1739209730.5275311;-45.120503652039325
1739209730.5275383;-35.57807855764607
1739209730.5275452;-38.13080360867914
1739209730.5275524;-45.120503652039325
1739209730.5275595;-45.120503652039325
1739209730.5275664;-38.13080360867914
1739209730.5275736;-38.13080360867914
1739209730.5275807;-38.13080360867914
1739209730.527588;-45.120503652039325
1739209730.5275948;-45.120503652039325
1739209730.527602;-45.120503652039325
1739209730.527609;-38.13080360867914
1739209730.527616;-45.120503652039325
1739209730.5276232;-35.57807855764607
1739209730.5276303;-33.981070128970906
1739209730.5276375;-45.120503652039325
1739209730.5276444;-45.120503652039325
1739209730.5276515;-38.13080360867914
1739209730.5276587;-33.981070128970906
1739209730.5276656;-45.120503652039325
1739209730.5276728;-35.57807855764607
1739209730.52768;-38.13080360867914
1739209730.527687;-45.120503652039325
1739209730.527694;-33.981070128970906
1739209730.5277011;-45.120503652039325
1739209730.5277083;-45.120503652039325
1739209730.5277152;-32.816014438256545
1739209730.5277224;-35.57807855764607
1739209730.5277295;-45.120503652039325
1739209730.5277367;-35.57807855764607
1739209730.5277436;-33.981070128970906
1739209730.5277507;-38.13080360867914
1739209730.527758;-38.13080360867914
1739209730.5277648;-38.13080360867914
1739209730.527772;-45.120503652039325
1739209730.527779;-45.120503652039325
1739209730.5277863;-38.13080360867914
1739209730.5277932;-45.120503652039325
1739209730.5278003;-45.120503652039325
1739209730.5278075;-38.13080360867914
1739209730.5278144;-38.13080360867914
1739209730.5278215;-45.120503652039325
1739209730.5278287;-45.120503652039325
1739209730.5278358;-38.13080360867914
1739209730.5278428;-33.981070128970906
1739209730.52785;-38.13080360867914
1739209730.527857;-45.120503652039325
1739209730.527864;-45.120503652039325
1739209730.5278711;-38.13080360867914
1739209730.5278783;-38.13080360867914
1739209730.5278852;-45.120503652039325
1739209730.5278924;-45.120503652039325
1739209730.5278995;-35.57807855764607
1739209730.5279067;-38.13080360867914
1739209730.5279136;-45.120503652039325
1739209730.5279207;-45.120503652039325
1739209730.5279279;-45.120503652039325
1739209730.5279348;-45.120503652039325
1739209730.527942;-45.120503652039325
1739209730.527949;-38.13080360867914
1739209730.5279562;-33.981070128970906
1739209730.5279632;-45.120503652039325
1739209730.5279703;-45.120503652039325
1739209730.5279775;-38.13080360867914
1739209730.5279844;-38.13080360867914
1739209730.5279915;-35.57807855764607
1739209730.5279987;-45.120503652039325
1739209730.5280058;-45.120503652039325
1739209730.5280128;-33.981070128970906
1739209730.52802;-45.120503652039325
1739209730.528027;-45.120503652039325
1739209730.528034;-45.120503652039325
1739209730.5280411;-38.13080360867914
1739209730.5280483;-45.120503652039325
1739209730.5280554;-38.13080360867914
1739209730.5280623;-38.13080360867914
1739209730.5280695;-38.13080360867914
1739209730.5280766;-45.120503652039325
1739209730.5280836;-38.13080360867914
1739209730.5280907;-31.141103565318915
1739209730.5280979;-38.13080360867914
1739209730.528105;-32.816014438256545
1739209730.528112;-45.120503652039325
1739209730.528119;-38.13080360867914
1739209730.5281262;-45.120503652039325
1739209730.5281332;-45.120503652039325
1739209730.5281403;-38.13080360867914
1739209730.5281475;-38.13080360867914
1739209730.5281546;-35.57807855764607
1739209730.5281615;-38.13080360867914
1739209730.5281687;-45.120503652039325
1739209730.5281758;-45.120503652039325
1739209730.5281827;-45.120503652039325
1739209730.52819;-38.13080360867914
1739209730.528197;-45.120503652039325
1739209730.5282042;-28.992665084841942
1739209730.528211;-38.13080360867914
1739209730.5282183;-45.120503652039325
1739209730.5282254;-45.120503652039325
1739209730.5282323;-33.981070128970906
1739209730.5282395;-45.120503652039325
1739209730.5282466;-45.120503652039325
1739209730.5282538;-38.13080360867914
1739209730.5282607;-38.13080360867914
1739209730.5282679;-45.120503652039325
1739209730.528275;-45.120503652039325
1739209730.528282;-38.13080360867914
1739209730.528289;-45.120503652039325
1739209730.5282962;-45.120503652039325
1739209730.5283031;-45.120503652039325
1739209730.5283103;-45.120503652039325
1739209730.5283175;-45.120503652039325
1739209730.5283246;-45.120503652039325
1739209730.5283315;-45.120503652039325
1739209730.5283387;-35.57807855764607
1739209730.5283458;-33.981070128970906
1739209730.5283527;-45.120503652039325
1739209730.52836;-45.120503652039325
1739209730.528367;-45.120503652039325
1739209730.5283742;-33.981070128970906
1739209730.528381;-38.13080360867914
1739209730.5283883;-45.120503652039325
1739209730.5283954;-38.13080360867914
1739209730.5284023;-45.120503652039325
1739209730.5284095;-35.57807855764607
1739209730.5284166;-38.13080360867914
1739209730.5284238;-38.13080360867914
1739209730.5284307;-29.438486411369347
1739209730.5284379;-38.13080360867914
1739209730.528445;-33.981070128970906
1739209730.528452;-45.120503652039325
1739209730.528459;-38.13080360867914
1739209730.5284662;-38.13080360867914
1739209730.5284734;-38.13080360867914
1739209730.5284803;-45.120503652039325
1739209730.5284874;-33.981070128970906
1739209730.5284946;-38.13080360867914
1739209730.5285015;-38.13080360867914
1739209730.5285087;-45.120503652039325
1739209730.5285158;-45.120503652039325
1739209730.528523;-35.57807855764607
1739209730.52853;-38.13080360867914
1739209730.528537;-45.120503652039325
1739209730.5285442;-30.49652367304973
1739209730.528551;-33.981070128970906
1739209730.5285583;-33.981070128970906
1739209730.5285654;-45.120503652039325
1739209730.5285726;-38.13080360867914
1739209730.5285795;-30.49652367304973
1739209730.5285866;-32.816014438256545
1739209730.5285938;-45.120503652039325
1739209730.5286007;-45.120503652039325
1739209730.5286078;-38.13080360867914
1739209730.528615;-38.13080360867914
1739209730.5286222;-38.13080360867914
1739209730.528629;-45.120503652039325
1739209730.5286362;-35.57807855764607
1739209730.5286434;-38.13080360867914
1739209730.5286503;-45.120503652039325
1739209730.5286574;-45.120503652039325
1739209730.5286646;-38.13080360867914
1739209730.5286717;-38.13080360867914
1739209730.5286787;-38.13080360867914
1739209730.5286858;-31.141103565318915
1739209730.528693;-38.13080360867914
1739209730.5286999;-38.13080360867914
1739209730.528707;-38.13080360867914
1739209730.5287142;-31.141103565318915
1739209730.528721;-28.992665084841942
1739209730.5287282;-38.13080360867914
1739209730.5287354;-38.13080360867914
1739209730.5287426;-33.981070128970906
1739209730.5287495;-45.120503652039325
1739209730.5287566;-45.120503652039325
1739209730.5287638;-38.13080360867914
1739209730.5287707;-38.13080360867914
1739209730.5287778;-38.13080360867914
1739209730.528785;-38.13080360867914
1739209730.5287921;-38.13080360867914
1739209730.528799;-38.13080360867914
1739209730.5288062;-38.13080360867914
1739209730.5288134;-38.13080360867914
1739209730.5288203;-35.57807855764607
1739209730.5288274;-35.57807855764607
1739209730.5288346;-28.992665084841942
1739209730.5288417;-38.13080360867914
1739209730.5288486;-38.13080360867914
1739209730.5288558;-38.13080360867914
1739209730.528863;-45.120503652039325
1739209730.5288699;-45.120503652039325
1739209730.528877;-33.981070128970906
1739209730.5288842;-38.13080360867914
1739209730.5288913;-35.57807855764607
1739209730.5288982;-45.120503652039325
1739209730.5289054;-45.120503652039325
1739209730.5289125;-38.13080360867914
1739209730.5289195;-38.13080360867914
1739209730.5289266;-45.120503652039325
1739209730.5289338;-38.13080360867914
1739209730.528941;-35.57807855764607
1739209730.5289478;-33.981070128970906
1739209730.528955;-45.120503652039325
1739209730.5289621;-35.57807855764607
1739209730.528969;-38.13080360867914
1739209730.5289762;-45.120503652039325
1739209730.5289834;-45.120503652039325
1739209730.5289905;-45.120503652039325
1739209730.5289974;-45.120503652039325
1739209730.5290046;-45.120503652039325
1739209730.5290117;-38.13080360867914
1739209730.5290186;-38.13080360867914
1739209730.5290258;-45.120503652039325
1739209730.529033;-45.120503652039325
1739209730.52904;-45.120503652039325
1739209730.529047;-38.13080360867914
1739209730.5290542;-38.13080360867914
1739209730.5290613;-45.120503652039325
1739209730.5290682;-45.120503652039325
1739209730.5290754;-45.120503652039325
1739209730.5290825;-38.13080360867914
1739209730.5290897;-45.120503652039325
1739209730.5290966;-45.120503652039325
1739209730.5291038;-38.13080360867914
1739209730.529111;-38.13080360867914
1739209730.5291178;-45.120503652039325
1739209730.529125;-45.120503652039325
1739209730.5291321;-38.13080360867914
1739209730.529139;-45.120503652039325
1739209730.5291462;-38.13080360867914
1739209730.5291533;-45.120503652039325
1739209730.5291605;-38.13080360867914
1739209730.5291674;-35.57807855764607
1739209730.5291746;-45.120503652039325
1739209730.5291817;-33.981070128970906
1739209730.5291886;-35.57807855764607
1739209730.5291958;-45.120503652039325
1739209730.529203;-45.120503652039325
1739209730.52921;-38.13080360867914
1739209730.529217;-45.120503652039325
1739209730.5292242;-38.13080360867914
1739209730.5292313;-32.816014438256545
1739209730.5292382;-35.57807855764607
1739209730.5292454;-45.120503652039325
1739209730.5292525;-38.13080360867914
1739209730.5292597;-33.981070128970906
1739209730.5292666;-38.13080360867914
1739209730.5292737;-45.120503652039325
1739209730.529281;-38.13080360867914
1739209730.5292878;-38.13080360867914
1739209730.529295;-33.981070128970906
1739209730.5293021;-38.13080360867914
1739209730.5293093;-38.13080360867914
1739209730.5293162;-38.13080360867914
1739209730.5293233;-33.981070128970906
1739209730.5293305;-45.120503652039325
1739209730.5293374;-45.120503652039325
1739209730.5293446;-32.816014438256545
1739209730.5293517;-38.13080360867914
1739209730.5293589;-45.120503652039325
1739209730.5293658;-45.120503652039325
1739209730.529373;-30.49652367304973
1739209730.52938;-45.120503652039325
1739209730.529387;-45.120503652039325
1739209730.5293941;-38.13080360867914
1739209730.5294013;-45.120503652039325
1739209730.5294085;-45.120503652039325
1739209730.5294154;-32.816014438256545
1739209730.5294225;-45.120503652039325
1739209730.5294297;-38.13080360867914
1739209730.5294366;-32.816014438256545
1739209730.5294437;-45.120503652039325
1739209730.529451;-38.13080360867914
1739209730.529458;-35.57807855764607
1739209730.529465;-33.981070128970906
1739209730.529472;-45.120503652039325
1739209730.5294793;-38.13080360867914
1739209730.5294862;-38.13080360867914
1739209730.5294933;-45.120503652039325
1739209730.5295005;-45.120503652039325
1739209730.5295076;-45.120503652039325
1739209730.5295146;-38.13080360867914
1739209730.5295217;-38.13080360867914
1739209730.5295289;-45.120503652039325
1739209730.5295358;-45.120503652039325
1739209730.529543;-32.816014438256545
1739209730.52955;-35.57807855764607
1739209730.5295572;-45.120503652039325
1739209730.5295641;-45.120503652039325
1739209730.5295713;-45.120503652039325
1739209730.5295784;-33.981070128970906
1739209730.5295854;-33.981070128970906
1739209730.5295925;-35.57807855764607
1739209730.5295997;-45.120503652039325
1739209730.5296066;-38.13080360867914
1739209730.5296137;-38.13080360867914
1739209730.529621;-38.13080360867914
1739209730.529628;-38.13080360867914
1739209730.529635;-38.13080360867914
1739209730.529642;-38.13080360867914
1739209730.5296493;-45.120503652039325
1739209730.5296562;-45.120503652039325
1739209730.5296633;-38.13080360867914
1739209730.5296705;-38.13080360867914
1739209730.5296776;-45.120503652039325
1739209730.5296845;-45.120503652039325
1739209730.5296917;-35.57807855764607
1739209730.5296988;-35.57807855764607
1739209730.5297058;-38.13080360867914
1739209730.529713;-38.13080360867914
1739209730.52972;-33.981070128970906
1739209730.5297272;-45.120503652039325
1739209730.5297341;-45.120503652039325
1739209730.5297413;-45.120503652039325
1739209730.5297484;-45.120503652039325
1739209730.5297554;-32.816014438256545
1739209730.5297625;-35.57807855764607
1739209730.5297697;-45.120503652039325
1739209730.5297768;-45.120503652039325
1739209730.5297837;-45.120503652039325
1739209730.5297909;-45.120503652039325
1739209730.529798;-45.120503652039325
1739209730.529805;-33.981070128970906
1739209730.529812;-38.13080360867914
1739209730.5298193;-38.13080360867914
1739209730.5298264;-38.13080360867914
1739209730.5298333;-38.13080360867914
1739209730.5298405;-45.120503652039325
1739209730.5298476;-45.120503652039325
1739209730.5298545;-38.13080360867914
1739209730.5298617;-33.981070128970906
1739209730.5298688;-38.13080360867914
1739209730.529876;-38.13080360867914
1739209730.529883;-45.120503652039325
1739209730.52989;-38.13080360867914
1739209730.5298972;-45.120503652039325
1739209730.5299041;-45.120503652039325
1739209730.5299113;-45.120503652039325
1739209730.5299184;-33.981070128970906
1739209730.5299256;-33.981070128970906
1739209730.5299325;-45.120503652039325
1739209730.5299397;-45.120503652039325
1739209730.5299468;-38.13080360867914
1739209730.5299537;-38.13080360867914
1739209730.5299609;-33.981070128970906
1739209730.529968;-33.981070128970906
1739209730.5299752;-31.141103565318915
1739209730.529982;-35.57807855764607
1739209730.5299892;-38.13080360867914
1739209730.5299964;-35.57807855764607
1739209730.5300033;-38.13080360867914
1739209730.5300105;-38.13080360867914
1739209730.5300176;-45.120503652039325
1739209730.5300245;-38.13080360867914
1739209730.5300317;-35.57807855764607
1739209730.5300388;-38.13080360867914
1739209730.530046;-45.120503652039325
1739209730.530053;-38.13080360867914
1739209730.53006;-38.13080360867914
1739209730.5300672;-45.120503652039325
1739209730.5300741;-38.13080360867914
1739209730.5300813;-45.120503652039325
1739209730.5300884;-38.13080360867914
1739209730.5300956;-38.13080360867914
1739209730.5301025;-45.120503652039325
1739209730.5301096;-45.120503652039325
1739209730.5301168;-38.13080360867914
1739209730.5301237;-45.120503652039325
1739209730.5301309;-45.120503652039325
1739209730.530138;-45.120503652039325
1739209730.5301452;-38.13080360867914
1739209730.530152;-38.13080360867914
1739209730.5301592;-38.13080360867914
1739209730.5301664;-35.57807855764607
1739209730.5301733;-38.13080360867914
1739209730.5301805;-45.120503652039325
1739209730.5301876;-38.13080360867914
1739209730.5301948;-45.120503652039325
1739209730.5302017;-31.141103565318915
1739209730.5302088;-28.992665084841942
1739209730.530216;-45.120503652039325
1739209730.530223;-45.120503652039325
1739209730.53023;-45.120503652039325
1739209730.5302372;-38.13080360867914
1739209730.5302444;-45.120503652039325
1739209730.5302513;-45.120503652039325
1739209730.5302584;-45.120503652039325
1739209730.5302656;-33.981070128970956
1739209730.5302725;-45.120503652039325
1739209730.5302796;-45.120503652039325
1739209730.5302868;-45.120503652039325
1739209730.530294;-38.13080360867914
1739209730.5303009;-33.981070128970906
1739209730.530308;-45.120503652039325
1739209730.5303152;-38.13080360867914
1739209730.530322;-27.8777449560314
1739209730.5303292;-38.13080360867914
1739209730.5303364;-45.120503652039325
1739209730.5303435;-38.13080360867914
1739209730.5303504;-38.13080360867914
1739209730.5303576;-38.13080360867914
1739209730.5303648;-45.120503652039325
1739209730.5303717;-45.120503652039325
1739209730.5303788;-45.120503652039325
1739209730.530386;-38.13080360867914
1739209730.5303931;-45.120503652039325
1739209730.5304;-45.120503652039325
1739209730.5304072;-35.57807855764607
1739209730.5304143;-38.13080360867914
1739209730.5304213;-45.120503652039325
1739209730.5304284;-45.120503652039325
1739209730.5304356;-38.13080360867914
1739209730.5304425;-38.13080360867914
1739209730.5304496;-35.57807855764607
1739209730.5304568;-35.57807855764607
1739209730.530464;-45.120503652039325
1739209730.5304708;-45.120503652039325
1739209730.530478;-45.120503652039325
1739209730.5304852;-38.13080360867914
1739209730.530492;-35.57807855764607
1739209730.5304992;-38.13080360867914
1739209730.5305064;-38.13080360867914
1739209730.5305135;-45.120503652039325
1739209730.5305204;-45.120503652039325
1739209730.5305276;-45.120503652039325
1739209730.5305347;-35.57807855764607
1739209730.5305417;-38.13080360867914
1739209730.5305488;-45.120503652039325
1739209730.530556;-45.120503652039325
1739209730.530563;-38.13080360867914
1739209730.53057;-45.120503652039325
1739209730.5305772;-45.120503652039325
1739209730.5305843;-45.120503652039325
1739209730.5305912;-32.816014438256545
1739209730.5305984;-32.816014438256545
1739209730.5306056;-35.57807855764607
1739209730.5306127;-38.13080360867914
1739209730.5306196;-35.57807855764607
1739209730.5306268;-38.13080360867914
1739209730.530634;-45.120503652039325
1739209730.5306408;-45.120503652039325
1739209730.530648;-38.13080360867914
1739209730.5306551;-32.816014438256545
1739209730.5306623;-45.120503652039325
1739209730.5306692;-45.120503652039325
1739209730.5306764;-38.13080360867914
1739209730.5306835;-38.13080360867914
1739209730.5306904;-45.120503652039325
1739209730.5306976;-33.981070128970906
1739209730.5307047;-45.120503652039325
1739209730.530712;-45.120503652039325
1739209730.5307188;-38.13080360867914
1739209730.530726;-38.13080360867914
1739209730.530733;-45.120503652039325
1739209730.53074;-45.120503652039325
1739209730.5307472;-45.120503652039325
1739209730.5307543;-45.120503652039325
1739209730.5307615;-38.13080360867914
1739209730.5307684;-38.13080360867914
1739209730.5307755;-45.120503652039325
1739209730.5307827;-45.120503652039325
1739209730.5307896;-45.120503652039325
1739209730.5307968;-45.120503652039325
1739209730.530804;-35.57807855764607
1739209730.530811;-35.57807855764607
1739209730.530818;-45.120503652039325
1739209730.5308251;-45.120503652039325
1739209730.5308323;-38.13080360867914
1739209730.5308392;-33.981070128970906
1739209730.5308464;-45.120503652039325
1739209730.5308535;-45.120503652039325
1739209730.5308604;-45.120503652039325
1739209730.5308676;-45.120503652039325
1739209730.5308747;-38.13080360867914
1739209730.530882;-33.981070128970906
1739209730.5308888;-31.141103565318915
1739209730.530896;-38.13080360867914
1739209730.530903;-45.120503652039325
1739209730.53091;-33.981070128970906
1739209730.5309172;-35.57807855764607
1739209730.5309243;-32.816014438256545
1739209730.5309315;-45.120503652039325
1739209730.5309384;-38.13080360867914
1739209730.5309455;-38.13080360867914
1739209730.5309527;-38.13080360867914
1739209730.5309596;-38.13080360867914
1739209730.5309668;-45.120503652039325
1739209730.530974;-45.120503652039325
1739209730.530981;-45.120503652039325
1739209730.530988;-45.120503652039325
1739209730.5309951;-45.120503652039325
1739209730.5310023;-35.57807855764607
1739209730.5310092;-33.981070128970906
1739209730.5310163;-33.981070128970906
1739209730.5310235;-45.120503652039325
1739209730.5310307;-38.13080360867914
1739209730.5310376;-35.57807855764607
1739209730.5310447;-33.981070128970906
1739209730.5310519;-38.13080360867914
1739209730.5310588;-45.120503652039325
1739209730.531066;-38.13080360867914
1739209730.531073;-38.13080360867914
1739209730.5310802;-38.13080360867914
1739209730.5310872;-45.120503652039325
1739209730.5310943;-45.120503652039325
1739209730.5311015;-45.120503652039325
1739209730.5311084;-45.120503652039325
1739209730.5311155;-45.120503652039325
1739209730.5311227;-38.13080360867914
1739209730.5311298;-33.981070128970906
1739209730.5311368;-38.13080360867914
1739209730.531144;-38.13080360867914
1739209730.531151;-38.13080360867914
1739209730.531158;-38.13080360867914
1739209730.5311651;-33.981070128970906
1739209730.5311723;-45.120503652039325
1739209730.5311794;-45.120503652039325
1739209730.5311863;-45.120503652039325
1739209730.5311935;-38.13080360867914
1739209730.5312006;-38.13080360867914
1739209730.5312076;-38.13080360867914
1739209730.5312147;-38.13080360867914
1739209730.5312219;-38.13080360867914
1739209730.531229;-32.816014438256545
1739209730.531236;-38.13080360867914
1739209730.531243;-38.13080360867914
1739209730.5312502;-38.13080360867914
1739209730.5312572;-45.120503652039325
1739209730.5312643;-38.13080360867914
1739209730.5312715;-45.120503652039325
1739209730.5312784;-38.13080360867914
1739209730.5312855;-35.57807855764607
1739209730.5312927;-32.816014438256545
1739209730.5312998;-33.981070128970906
1739209730.5313067;-45.120503652039325
1739209730.531314;-32.816014438256545
1739209730.531321;-38.13080360867914
1739209730.531328;-45.120503652039325
1739209730.531335;-38.13080360867914
1739209730.5313423;-35.57807855764607
1739209730.5313494;-30.49652367304973
1739209730.5313563;-30.49652367304976
1739209730.5313635;-38.13080360867914
1739209730.5313706;-45.120503652039325
1739209730.5313776;-45.120503652039325
1739209730.5313847;-38.13080360867914
1739209730.5313919;-38.13080360867914
1739209730.531399;-33.981070128970906
1739209730.531406;-33.981070128970906
1739209730.531413;-33.981070128970906
1739209730.5314202;-38.13080360867914
1739209730.5314271;-38.13080360867914
1739209730.5314343;-38.13080360867914
1739209730.5314415;-45.120503652039325
1739209730.5314486;-45.120503652039325
1739209730.5314555;-38.13080360867914
1739209730.5314627;-45.120503652039325
1739209730.5314698;-45.120503652039325
1739209730.5314767;-45.120503652039325
1739209730.531484;-38.13080360867914
1739209730.531491;-38.13080360867914
