CAN Message; 0x62:02e15ace8c8bdc0e
Timestamp;Amplitude
1739209703.567192;-38.13080360867914
1739209703.5672011;-33.981070128970906
1739209703.5672102;-45.120503652039325
1739209703.5672193;-45.120503652039325
1739209703.5672283;-32.816014438256545
1739209703.5672374;-45.120503652039325
1739209703.5672464;-45.120503652039325
1739209703.5672553;-33.981070128970906
1739209703.5672643;-38.13080360867914
1739209703.5672734;-31.141103565318915
1739209703.5672824;-35.57807855764607
1739209703.5672915;-38.13080360867914
1739209703.5673006;-45.120503652039325
1739209703.5673096;-33.981070128970906
1739209703.5673187;-38.13080360867914
1739209703.5673277;-45.120503652039325
1739209703.5673368;-38.13080360867914
1739209703.5673459;-38.13080360867914
1739209703.567355;-45.120503652039325
1739209703.567364;-38.13080360867914
1739209703.567373;-35.57807855764607
1739209703.567382;-45.120503652039325
1739209703.567391;-45.120503652039325
1739209703.5674;-45.120503652039325
1739209703.567409;-38.13080360867914
1739209703.567418;-38.13080360867914
1739209703.5674272;-38.13080360867914
1739209703.5674362;-45.120503652039325
1739209703.5674453;-45.120503652039325
1739209703.5674543;-45.120503652039325
1739209703.5674634;-35.57807855764607
1739209703.5674725;-35.57807855764607
1739209703.5674815;-45.120503652039325
1739209703.5674906;-38.13080360867914
1739209703.5674996;-45.120503652039325
1739209703.5675087;-38.13080360867914
1739209703.5675178;-38.13080360867914
1739209703.5675266;-45.120503652039325
1739209703.5675356;-35.57807855764607
1739209703.5675447;-38.13080360867914
1739209703.5675538;-32.816014438256545
1739209703.5675628;-38.13080360867914
1739209703.5675719;-45.120503652039325
1739209703.567581;-38.13080360867914
1739209703.56759;-45.120503652039325
1739209703.567599;-38.13080360867914
1739209703.567608;-38.13080360867914
1739209703.5676172;-45.120503652039325
1739209703.5676262;-45.120503652039325
1739209703.5676353;-45.120503652039325
1739209703.5676444;-45.120503652039325
1739209703.5676534;-38.13080360867914
1739209703.5676622;-45.120503652039325
1739209703.5676713;-45.120503652039325
1739209703.5676804;-45.120503652039325
1739209703.5676894;-38.13080360867914
1739209703.5676985;-35.57807855764607
1739209703.5677075;-38.13080360867914
1739209703.5677166;-45.120503652039325
1739209703.5677257;-38.13080360867914
1739209703.5677347;-32.816014438256545
1739209703.5677438;-38.13080360867914
1739209703.5677528;-38.13080360867914
1739209703.567762;-38.13080360867914
1739209703.567771;-31.141103565318893
1739209703.56778;-35.57807855764607
1739209703.567789;-35.57807855764607
1739209703.567798;-45.120503652039325
1739209703.567807;-38.13080360867914
1739209703.567816;-38.13080360867914
1739209703.567825;-45.120503652039325
1739209703.5678341;-33.981070128970906
1739209703.5678432;-45.120503652039325
1739209703.5678523;-45.120503652039325
1739209703.5678613;-45.120503652039325
1739209703.5678704;-38.13080360867914
1739209703.5678794;-45.120503652039325
1739209703.5678885;-45.120503652039325
1739209703.5678976;-38.13080360867914
1739209703.5679066;-45.120503652039325
1739209703.5679157;-29.438486411369333
1739209703.5679247;-31.141103565318893
1739209703.5679336;-45.120503652039325
1739209703.5679426;-38.13080360867914
1739209703.5679517;-38.13080360867914
1739209703.5679607;-32.816014438256545
1739209703.5679698;-45.120503652039325
1739209703.5679789;-38.13080360867914
1739209703.567988;-45.120503652039325
1739209703.567997;-45.120503652039325
1739209703.568006;-35.57807855764607
1739209703.568015;-38.13080360867914
1739209703.5680242;-45.120503652039325
1739209703.5680332;-45.120503652039325
1739209703.5680423;-32.816014438256545
1739209703.5680513;-38.13080360867914
1739209703.5680604;-45.120503652039325
1739209703.5680692;-45.120503652039325
1739209703.5680783;-38.13080360867914
1739209703.5680873;-45.120503652039325
1739209703.5680964;-45.120503652039325
1739209703.5681055;-45.120503652039325
1739209703.5681145;-35.57807855764607
1739209703.5681236;-38.13080360867914
1739209703.5681326;-32.816014438256545
1739209703.5681417;-29.438486411369333
1739209703.5681508;-45.120503652039325
1739209703.5681598;-45.120503652039325
1739209703.5681689;-38.13080360867914
1739209703.568178;-32.816014438256545
1739209703.568187;-45.120503652039325
1739209703.568196;-38.13080360867914
1739209703.5682049;-45.120503652039325
1739209703.568214;-38.13080360867914
1739209703.568223;-32.816014438256545
1739209703.568232;-38.13080360867914
1739209703.5682411;-45.120503652039325
1739209703.5682502;-38.13080360867914
1739209703.5682592;-35.57807855764607
1739209703.5682683;-38.13080360867914
1739209703.5682774;-35.57807855764607
1739209703.5682864;-30.49652367304973
1739209703.5682955;-45.120503652039325
1739209703.5683045;-45.120503652039325
1739209703.5683136;-45.120503652039325
1739209703.5683227;-45.120503652039325
1739209703.5683317;-35.57807855764607
1739209703.5683408;-38.13080360867914
1739209703.5683496;-38.13080360867914
1739209703.5683587;-35.57807855764607
1739209703.5683677;-45.120503652039325
1739209703.5683768;-38.13080360867914
1739209703.5683858;-45.120503652039325
1739209703.568395;-38.13080360867914
1739209703.568404;-38.13080360867914
1739209703.568413;-38.13080360867914
1739209703.568422;-45.120503652039325
1739209703.5684311;-45.120503652039325
1739209703.5684402;-45.120503652039325
1739209703.5684493;-45.120503652039325
1739209703.5684583;-45.120503652039325
1739209703.5684674;-45.120503652039325
1739209703.5684764;-35.57807855764607
1739209703.5684853;-35.57807855764607
1739209703.5684943;-45.120503652039325
1739209703.5685034;-38.13080360867914
1739209703.5685124;-35.57807855764607
1739209703.5685215;-38.13080360867914
1739209703.5685306;-45.120503652039325
1739209703.5685396;-45.120503652039325
1739209703.5685487;-45.120503652039325
1739209703.5685577;-38.13080360867914
1739209703.5685668;-45.120503652039325
1739209703.5685759;-38.13080360867914
1739209703.568585;-38.13080360867914
1739209703.568594;-45.120503652039325
1739209703.568603;-38.13080360867914
1739209703.568612;-31.141103565318915
1739209703.568621;-45.120503652039325
1739209703.56863;-45.120503652039325
1739209703.568639;-38.13080360867914
1739209703.568648;-38.13080360867914
1739209703.5686572;-38.13080360867914
1739209703.5686662;-38.13080360867914
1739209703.5686753;-33.981070128970906
1739209703.5686843;-45.120503652039325
1739209703.5686934;-45.120503652039325
1739209703.5687025;-45.120503652039325
1739209703.5687115;-38.13080360867914
1739209703.5687206;-32.816014438256545
1739209703.5687296;-38.13080360867914
1739209703.5687387;-45.120503652039325
1739209703.5687478;-45.120503652039325
1739209703.5687566;-33.981070128970906
1739209703.5687656;-45.120503652039325
1739209703.5687747;-45.120503652039325
1739209703.5687838;-45.120503652039325
1739209703.5687928;-38.13080360867914
1739209703.5688019;-38.13080360867914
1739209703.568811;-45.120503652039325
1739209703.56882;-38.13080360867914
1739209703.568829;-45.120503652039325
1739209703.5688381;-45.120503652039325
1739209703.5688472;-38.13080360867914
1739209703.5688562;-45.120503652039325
1739209703.5688653;-38.13080360867914
1739209703.5688744;-31.141103565318915
1739209703.5688834;-45.120503652039325
1739209703.5688922;-45.120503652039325
1739209703.5689013;-45.120503652039325
1739209703.5689104;-33.981070128970906
1739209703.5689194;-45.120503652039325
1739209703.5689285;-38.13080360867914
1739209703.5689375;-45.120503652039325
1739209703.5689466;-45.120503652039325
1739209703.5689557;-45.120503652039325
1739209703.5689647;-38.13080360867914
1739209703.5689738;-45.120503652039325
1739209703.5689828;-45.120503652039325
1739209703.568992;-38.13080360867914
1739209703.569001;-45.120503652039325
1739209703.56901;-38.13080360867914
1739209703.569019;-32.816014438256545
1739209703.569028;-45.120503652039325
1739209703.569037;-45.120503652039325
1739209703.569046;-38.13080360867914
1739209703.569055;-32.816014438256545
1739209703.5690641;-38.13080360867914
1739209703.5690732;-45.120503652039325
1739209703.5690823;-38.13080360867914
1739209703.5690913;-38.13080360867914
1739209703.5691004;-45.120503652039325
1739209703.5691094;-45.120503652039325
1739209703.5764446;-45.120503652039325
1739209703.5764453;-38.13080360867914
1739209703.5764458;-38.13080360867914
1739209703.5764463;-45.120503652039325
1739209703.5764468;-45.120503652039325
1739209703.5764475;-38.13080360867914
1739209703.576448;-38.13080360867914
1739209703.5764484;-45.120503652039325
1739209703.576449;-38.13080360867914
1739209703.5764496;-45.120503652039325
1739209703.57645;-30.49652367304973
1739209703.5764506;-31.141103565318893
1739209703.576451;-45.120503652039325
1739209703.5764518;-45.120503652039325
1739209703.5764523;-45.120503652039325
1739209703.5764527;-38.13080360867914
1739209703.5764532;-45.120503652039325
1739209703.576454;-38.13080360867914
1739209703.5764544;-45.120503652039325
1739209703.5764549;-45.120503652039325
1739209703.5764554;-35.57807855764607
1739209703.576456;-45.120503652039325
1739209703.5764565;-38.13080360867914
1739209703.576457;-45.120503652039325
1739209703.5764575;-45.120503652039325
1739209703.5764582;-45.120503652039325
1739209703.5764587;-38.13080360867914
1739209703.5764592;-31.141103565318915
1739209703.5764596;-45.120503652039325
1739209703.5764604;-38.13080360867914
1739209703.5764608;-32.816014438256545
1739209703.5764613;-35.57807855764607
1739209703.5764618;-45.120503652039325
1739209703.5764625;-38.13080360867914
1739209703.576463;-38.13080360867914
1739209703.5764635;-38.13080360867914
1739209703.576464;-45.120503652039325
1739209703.5764647;-38.13080360867914
1739209703.5764651;-45.120503652039325
1739209703.5764656;-45.120503652039325
1739209703.576466;-45.120503652039325
1739209703.5764668;-38.13080360867914
1739209703.5764673;-45.120503652039325
1739209703.5764678;-35.57807855764607
1739209703.5764682;-38.13080360867914
1739209703.576469;-45.120503652039325
1739209703.5764694;-45.120503652039325
1739209703.57647;-45.120503652039325
1739209703.5764704;-38.13080360867914
1739209703.576471;-45.120503652039325
1739209703.5764716;-38.13080360867914
1739209703.576472;-31.141103565318915
1739209703.5764728;-38.13080360867914
1739209703.5764732;-45.120503652039325
1739209703.5764737;-45.120503652039325
1739209703.5764742;-45.120503652039325
1739209703.576475;-45.120503652039325
1739209703.5764754;-45.120503652039325
1739209703.5764759;-45.120503652039325
1739209703.5764763;-38.13080360867914
1739209703.576477;-38.13080360867914
1739209703.5764775;-45.120503652039325
1739209703.576478;-45.120503652039325
1739209703.5764785;-45.120503652039325
1739209703.5764792;-45.120503652039325
1739209703.5764797;-45.120503652039325
1739209703.5764802;-38.13080360867914
1739209703.5764806;-38.13080360867914
1739209703.5764813;-45.120503652039325
1739209703.5764818;-45.120503652039325
1739209703.5764823;-45.120503652039325
1739209703.5764828;-45.120503652039325
1739209703.5764835;-38.13080360867914
1739209703.576484;-38.13080360867914
1739209703.5764844;-35.57807855764607
1739209703.576485;-27.267205301931607
1739209703.5764856;-35.57807855764607
1739209703.576486;-45.120503652039325
1739209703.5764866;-38.13080360867914
1739209703.576487;-38.13080360867914
1739209703.5764878;-45.120503652039325
1739209703.5764883;-38.13080360867914
1739209703.5764887;-45.120503652039325
1739209703.5764892;-33.981070128970906
1739209703.57649;-38.13080360867914
1739209703.5764904;-45.120503652039325
1739209703.5764909;-45.120503652039325
1739209703.5764914;-38.13080360867914
1739209703.576492;-45.120503652039325
1739209703.5764925;-38.13080360867914
1739209703.576493;-45.120503652039325
1739209703.5764935;-38.13080360867914
1739209703.5764942;-35.57807855764607
1739209703.5764947;-38.13080360867914
1739209703.5764952;-33.981070128970906
1739209703.5764956;-45.120503652039325
1739209703.5764964;-38.13080360867914
1739209703.5764968;-38.13080360867914
1739209703.5764973;-38.13080360867914
1739209703.5764978;-31.141103565318915
1739209703.5764985;-45.120503652039325
1739209703.576499;-38.13080360867914
