CAN Message; 0x1a7:0000799348836c96
1739209739.3574622;-45.120503652039325
1739209739.3574681;-45.120503652039325
1739209739.357474;-35.57807855764607
1739209739.35748;-33.981070128970906
1739209739.357486;-45.120503652039325
1739209739.357492;-45.120503652039325
1739209739.357498;-38.13080360867914
1739209739.357504;-33.981070128970906
1739209739.35751;-45.120503652039325
1739209739.357516;-45.120503652039325
1739209739.357522;-45.120503652039325
1739209739.357528;-45.120503652039325
1739209739.357534;-38.13080360867914
1739209739.35754;-38.13080360867914
1739209739.3575459;-33.981070128970906
1739209739.357552;-45.120503652039325
1739209739.357558;-45.120503652039325
1739209739.357564;-45.120503652039325
1739209739.35757;-32.816014438256545
1739209739.357576;-31.141103565318915
1739209739.3575819;-45.120503652039325
1739209739.3575878;-38.13080360867914
1739209739.3575938;-38.13080360867914
1739209739.3575997;-33.981070128970906
1739209739.357606;-45.120503652039325
1739209739.357612;-45.120503652039325
1739209739.3576179;-38.13080360867914
1739209739.3576238;-38.13080360867914
1739209739.3576298;-45.120503652039325
1739209739.3576357;-38.13080360867914
1739209739.3576417;-35.57807855764607
1739209739.357648;-45.120503652039325
1739209739.3576539;-45.120503652039325
1739209739.3576598;-38.13080360867914
1739209739.3576658;-35.57807855764607
1739209739.3576717;-28.992665084841942
1739209739.3576777;-45.120503652039325
1739209739.3576837;-45.120503652039325
1739209739.3576896;-35.57807855764607
1739209739.3576956;-38.13080360867914
1739209739.3577018;-35.57807855764607
1739209739.3577077;-35.57807855764607
1739209739.3577137;-38.13080360867914
1739209739.3577197;-38.13080360867914
1739209739.3577256;-38.13080360867914
1739209739.3577316;-45.120503652039325
1739209739.3577375;-35.57807855764607
1739209739.3577437;-45.120503652039325
1739209739.3577497;-38.13080360867914
1739209739.3577557;-38.13080360867914
1739209739.3577616;-45.120503652039325
1739209739.3577676;-45.120503652039325
1739209739.3577735;-35.57807855764607
1739209739.3577795;-38.13080360867914
1739209739.3577855;-45.120503652039325
1739209739.3577914;-33.981070128970906
1739209739.3577976;-33.981070128970906
1739209739.3578036;-45.120503652039325
1739209739.3578095;-45.120503652039325
1739209739.3578155;-38.13080360867914
1739209739.3578215;-38.13080360867914
1739209739.3578274;-45.120503652039325
1739209739.3578334;-45.120503652039325
1739209739.3578396;-31.141103565318915
1739209739.3578455;-32.816014438256545
1739209739.3578515;-38.13080360867914
1739209739.3578575;-35.57807855764607
1739209739.3578634;-35.57807855764607
1739209739.3578694;-38.13080360867914
1739209739.3578753;-38.13080360867914
1739209739.3578813;-45.120503652039325
1739209739.3578873;-35.57807855764607
1739209739.3578935;-38.13080360867914
1739209739.3578994;-45.120503652039325
1739209739.3579054;-45.120503652039325
1739209739.3579113;-45.120503652039325
1739209739.3579173;-45.120503652039325
1739209739.3579233;-45.120503652039325
1739209739.3579292;-45.120503652039325
1739209739.3579354;-38.13080360867914
1739209739.3579414;-38.13080360867914
1739209739.3579473;-45.120503652039325
1739209739.3579533;-38.13080360867914
1739209739.3579593;-33.981070128970906
1739209739.3579652;-45.120503652039325
1739209739.3579712;-45.120503652039325
1739209739.3579772;-35.57807855764607
1739209739.357983;-33.981070128970906
1739209739.3579893;-38.13080360867914
1739209739.3579953;-38.13080360867914
1739209739.3580012;-45.120503652039325
1739209739.3580072;-33.981070128970906
1739209739.3580132;-38.13080360867914
1739209739.358019;-38.13080360867914
1739209739.358025;-35.57807855764607
1739209739.3580313;-38.13080360867914
1739209739.3580372;-45.120503652039325
1739209739.3580432;-45.120503652039325
1739209739.3580492;-38.13080360867914
1739209739.358055;-31.141103565318915
1739209739.358061;-33.981070128970906
1739209739.358067;-45.120503652039325
1739209739.358073;-38.13080360867914
1739209739.358079;-35.57807855764607
1739209739.3580852;-38.13080360867914
1739209739.358091;-45.120503652039325
1739209739.358097;-33.981070128970906
1739209739.358103;-30.49652367304973
1739209739.358109;-32.816014438256545
1739209739.358115;-45.120503652039325
1739209739.358121;-38.13080360867914
1739209739.358127;-38.13080360867914
1739209739.358133;-45.120503652039325
1739209739.358139;-38.13080360867914
1739209739.358145;-45.120503652039325
1739209739.358151;-33.981070128970906
1739209739.358157;-30.49652367304973
1739209739.3581629;-38.13080360867914
1739209739.3581688;-38.13080360867914
1739209739.3581748;-35.57807855764607
1739209739.358181;-38.13080360867914
1739209739.358187;-45.120503652039325
1739209739.358193;-38.13080360867914
1739209739.358199;-38.13080360867914
1739209739.3582048;-35.57807855764607
1739209739.3582108;-38.13080360867914
1739209739.3582168;-38.13080360867914
1739209739.358223;-38.13080360867914
1739209739.358229;-38.13080360867914
1739209739.358235;-35.57807855764607
1739209739.3582408;-45.120503652039325
1739209739.3582468;-33.981070128970906
1739209739.3582528;-28.58837851428586
1739209739.3582587;-38.13080360867914
1739209739.3582647;-45.120503652039325
1739209739.3582706;-38.13080360867914
1739209739.3582768;-38.13080360867914
1739209739.3582828;-38.13080360867914
1739209739.3582888;-38.13080360867914
1739209739.3582947;-45.120503652039325
1739209739.3583007;-45.120503652039325
1739209739.3583066;-45.120503652039325
1739209739.3583126;-45.120503652039325
1739209739.3583188;-45.120503652039325
1739209739.3583248;-45.120503652039325
1739209739.3583307;-38.13080360867914
1739209739.3583367;-38.13080360867914
1739209739.3583426;-38.13080360867914
1739209739.3583486;-38.13080360867914
1739209739.3583546;-38.13080360867914
1739209739.3583605;-45.120503652039325
1739209739.3583665;-45.120503652039325
1739209739.3583727;-35.57807855764607
1739209739.3583786;-38.13080360867914
1739209739.3583846;-32.816014438256545
1739209739.3583906;-38.13080360867914
1739209739.3583965;-45.120503652039325
1739209739.3584025;-38.13080360867914
1739209739.3584085;-45.120503652039325
1739209739.3584146;-45.120503652039325
1739209739.3584206;-32.816014438256545
1739209739.3584266;-45.120503652039325
1739209739.3584325;-38.13080360867914
1739209739.3584385;-35.57807855764607
1739209739.3584445;-45.120503652039325
1739209739.3584504;-45.120503652039325
1739209739.3584564;-32.816014438256545
1739209739.3584623;-38.13080360867914
1739209739.3584685;-45.120503652039325
1739209739.3584745;-38.13080360867914
1739209739.3584805;-32.816014438256545
1739209739.3584864;-38.13080360867914
1739209739.3584924;-28.21854285175415
1739209739.3584983;-38.13080360867914
1739209739.3585043;-38.13080360867914
1739209739.3585105;-45.120503652039325
1739209739.3585165;-45.120503652039325
1739209739.3585224;-38.13080360867914
1739209739.3585284;-38.13080360867914
1739209739.3585343;-33.981070128970906
1739209739.3585403;-33.981070128970956
1739209739.3585463;-45.120503652039325
1739209739.3585522;-38.13080360867914
1739209739.3585582;-45.120503652039325
1739209739.3585644;-45.120503652039325
1739209739.3585703;-38.13080360867914
1739209739.3585763;-32.816014438256545
1739209739.3585823;-33.981070128970906
1739209739.3585882;-29.438486411369333
1739209739.3585942;-32.816014438256545
1739209739.3586001;-38.13080360867914
1739209739.3586063;-45.120503652039325
1739209739.3586123;-38.13080360867914
1739209739.3586183;-45.120503652039325
1739209739.3586242;-38.13080360867914
1739209739.3586302;-32.816014438256545
1739209739.3586361;-45.120503652039325
1739209739.358642;-45.120503652039325
1739209739.358648;-38.13080360867914
1739209739.358654;-38.13080360867914
1739209739.3586602;-38.13080360867914
1739209739.3586662;-38.13080360867914
1739209739.3586721;-45.120503652039325
1739209739.358678;-45.120503652039325
1739209739.358684;-45.120503652039325
1739209739.35869;-38.13080360867914
1739209739.358696;-38.13080360867914
1739209739.3587022;-45.120503652039325
1739209739.3587081;-45.120503652039325
1739209739.358714;-45.120503652039325
1739209739.35872;-45.120503652039325
1739209739.358726;-45.120503652039325
1739209739.358732;-32.816014438256545
1739209739.358738;-35.57807855764607
1739209739.358744;-45.120503652039325
1739209739.3587499;-38.13080360867914
1739209739.358756;-35.57807855764607
1739209739.358762;-38.13080360867914
1739209739.358768;-45.120503652039325
1739209739.358774;-38.13080360867914
1739209739.35878;-45.120503652039325
1739209739.3587859;-45.120503652039325
1739209739.3587918;-45.120503652039325
1739209739.358798;-35.57807855764607
1739209739.358804;-38.13080360867914
1739209739.35881;-38.13080360867914
1739209739.358816;-38.13080360867914
1739209739.3588219;-45.120503652039325
1739209739.3588278;-45.120503652039325
1739209739.3588338;-38.13080360867914
1739209739.3588398;-38.13080360867914
1739209739.3588457;-38.13080360867914
1739209739.358852;-38.13080360867914
1739209739.3588579;-45.120503652039325
1739209739.3588638;-45.120503652039325
1739209739.3588698;-45.120503652039325
1739209739.3588758;-45.120503652039325
1739209739.3588817;-38.13080360867914
1739209739.3588877;-38.13080360867914
1739209739.3588939;-45.120503652039325
1739209739.3588998;-38.13080360867914
1739209739.3589058;-38.13080360867914
1739209739.3589118;-35.57807855764607
1739209739.3589177;-38.13080360867914
1739209739.3589237;-38.13080360867914
1739209739.3589296;-38.13080360867914
1739209739.3589356;-38.13080360867914
1739209739.3589416;-38.13080360867914
1739209739.3589478;-45.120503652039325
1739209739.3589537;-45.120503652039325
1739209739.3589597;-38.13080360867914
1739209739.3589656;-45.120503652039325
1739209739.3589716;-45.120503652039325
1739209739.3589776;-38.13080360867914
1739209739.3589835;-38.13080360867914
1739209739.3589897;-45.120503652039325
1739209739.3589957;-45.120503652039325
1739209739.3590016;-38.13080360867914
1739209739.3590076;-38.13080360867914
1739209739.3590136;-38.13080360867914
1739209739.3590195;-38.13080360867914
1739209739.3590255;-45.120503652039325
1739209739.3590314;-35.57807855764607
1739209739.3590374;-35.57807855764607
1739209739.3590436;-38.13080360867914
1739209739.3590496;-38.13080360867914
1739209739.3590555;-38.13080360867914
1739209739.3590615;-38.13080360867914
1739209739.3590674;-38.13080360867914
1739209739.3590734;-33.981070128970906
1739209739.3590794;-33.981070128970906
1739209739.3590856;-38.13080360867914
1739209739.3590915;-45.120503652039325
1739209739.3590975;-35.57807855764607
1739209739.3591034;-33.981070128970906
1739209739.3591094;-45.120503652039325
1739209739.3591154;-45.120503652039325
1739209739.3591213;-45.120503652039325
1739209739.3591273;-38.13080360867914
1739209739.3591332;-38.13080360867914
1739209739.3591394;-38.13080360867914
1739209739.3591454;-38.13080360867914
1739209739.3591514;-45.120503652039325
1739209739.3591573;-38.13080360867914
1739209739.3591633;-45.120503652039325
1739209739.3591692;-33.981070128970906
1739209739.3591752;-31.141103565318915
1739209739.3591814;-45.120503652039325
1739209739.3591874;-45.120503652039325
1739209739.3591933;-38.13080360867914
1739209739.3591993;-38.13080360867914
1739209739.3592052;-38.13080360867914
1739209739.3592112;-38.13080360867914
1739209739.3592172;-45.120503652039325
1739209739.3592231;-45.120503652039325
1739209739.359229;-38.13080360867914
1739209739.3592353;-38.13080360867914
1739209739.3592412;-45.120503652039325
1739209739.3592472;-38.13080360867914
1739209739.3592532;-38.13080360867914
1739209739.3592591;-45.120503652039325
1739209739.359265;-35.57807855764607
1739209739.359271;-33.981070128970906
1739209739.3592772;-38.13080360867914
1739209739.3592832;-35.57807855764607
1739209739.3592892;-35.57807855764607
1739209739.3592951;-33.981070128970906
1739209739.359301;-45.120503652039325
1739209739.359307;-45.120503652039325
1739209739.359313;-45.120503652039325
1739209739.359319;-45.120503652039325
1739209739.359325;-38.13080360867914
1739209739.3593311;-38.13080360867914
1739209739.359337;-45.120503652039325
1739209739.359343;-45.120503652039325
1739209739.359349;-45.120503652039325
1739209739.359355;-38.13080360867914
1739209739.359361;-35.57807855764607
1739209739.359367;-35.57807855764607
1739209739.359373;-33.981070128970906
1739209739.359379;-45.120503652039325
1739209739.359385;-45.120503652039325
1739209739.359391;-38.13080360867914
1739209739.359397;-45.120503652039325
1739209739.359403;-45.120503652039325
1739209739.3594089;-45.120503652039325
1739209739.3594148;-38.13080360867914
1739209739.3594208;-38.13080360867914
1739209739.359427;-32.816014438256545
1739209739.359433;-38.13080360867914
1739209739.359439;-45.120503652039325
1739209739.3594449;-38.13080360867914
1739209739.3594508;-45.120503652039325
1739209739.3594568;-38.13080360867914
1739209739.3594627;-45.120503652039325
1739209739.359469;-38.13080360867914
1739209739.359475;-45.120503652039325
1739209739.3594809;-38.13080360867914
1739209739.3594868;-33.981070128970906
1739209739.3594928;-45.120503652039325
1739209739.3594987;-45.120503652039325
1739209739.3595047;-45.120503652039325
1739209739.3595107;-32.816014438256545
1739209739.3595166;-38.13080360867914
1739209739.3595228;-35.57807855764607
1739209739.3595288;-35.57807855764607
1739209739.3595347;-45.120503652039325
1739209739.3595407;-38.13080360867914
1739209739.3595467;-45.120503652039325
1739209739.3595526;-45.120503652039325
1739209739.3595586;-45.120503652039325
1739209739.3595648;-35.57807855764607
1739209739.3595707;-35.57807855764607
1739209739.3595767;-38.13080360867914
1739209739.3595827;-32.816014438256545
1739209739.3595886;-38.13080360867914
1739209739.3595946;-38.13080360867914
1739209739.3596005;-45.120503652039325
1739209739.3596065;-28.21854285175415
1739209739.3596125;-35.57807855764607
1739209739.3596187;-45.120503652039325
1739209739.3596246;-38.13080360867914
1739209739.3596306;-35.57807855764607
1739209739.3596365;-35.57807855764607
1739209739.3596425;-45.120503652039325
1739209739.3596485;-35.57807855764607
1739209739.3596544;-38.13080360867914
1739209739.3596606;-45.120503652039325
1739209739.3596666;-45.120503652039325
1739209739.3596725;-45.120503652039325
1739209739.3596785;-45.120503652039325
1739209739.3596845;-45.120503652039325
1739209739.3596904;-45.120503652039325
1739209739.3596964;-45.120503652039325
1739209739.3597023;-31.141103565318893
1739209739.3597083;-35.57807855764607
1739209739.3597145;-45.120503652039325
1739209739.3597205;-45.120503652039325
1739209739.3597264;-45.120503652039325
1739209739.3597324;-38.13080360867914
1739209739.3597383;-35.57807855764607
1739209739.3597443;-38.13080360867914
1739209739.3597503;-45.120503652039325
1739209739.3597565;-38.13080360867914
1739209739.3597624;-38.13080360867914
1739209739.3597684;-45.120503652039325
1739209739.3597744;-45.120503652039325
1739209739.3597803;-38.13080360867914
1739209739.3597863;-45.120503652039325
1739209739.3597922;-45.120503652039325
1739209739.3597982;-45.120503652039325
1739209739.3598042;-45.120503652039325
1739209739.3598104;-33.981070128970906
1739209739.3598163;-45.120503652039325
1739209739.3598223;-45.120503652039325
1739209739.3598282;-38.13080360867914
1739209739.3598342;-38.13080360867914
1739209739.3598402;-38.13080360867914
1739209739.359846;-31.141103565318893
1739209739.3598523;-28.58837851428586
1739209739.3598583;-45.120503652039325
1739209739.3598642;-38.13080360867914
1739209739.3598702;-32.816014438256545
1739209739.3598762;-32.816014438256545
1739209739.359882;-45.120503652039325
1739209739.359888;-38.13080360867914
1739209739.359894;-38.13080360867914
1739209739.3599;-45.120503652039325
1739209739.3599062;-45.120503652039325
1739209739.3599122;-45.120503652039325
1739209739.359918;-38.13080360867914
1739209739.359924;-45.120503652039325
1739209739.35993;-38.13080360867914
1739209739.359936;-45.120503652039325
1739209739.359942;-33.981070128970906
1739209739.3599482;-28.992665084841942
1739209739.359954;-45.120503652039325
1739209739.35996;-38.13080360867914
1739209739.359966;-35.57807855764607
1739209739.359972;-38.13080360867914
1739209739.359978;-38.13080360867914
1739209739.359984;-35.57807855764607
1739209739.35999;-38.13080360867914
1739209739.3599958;-38.13080360867914
1739209739.360002;-38.13080360867914
1739209739.360008;-38.13080360867914
1739209739.360014;-45.120503652039325
1739209739.36002;-45.120503652039325
1739209739.360026;-45.120503652039325
1739209739.3600318;-45.120503652039325
1739209739.3600378;-38.13080360867914
1739209739.360044;-38.13080360867914
1739209739.36005;-35.57807855764607
1739209739.360056;-38.13080360867914
1739209739.360062;-45.120503652039325
1739209739.3600678;-38.13080360867914
1739209739.3600738;-45.120503652039325
1739209739.3600798;-38.13080360867914
1739209739.3600857;-45.120503652039325
1739209739.3600917;-45.120503652039325
1739209739.360098;-45.120503652039325
1739209739.3601038;-38.13080360867914
1739209739.3601098;-35.57807855764607
1739209739.3601158;-35.57807855764607
1739209739.3601217;-38.13080360867914
1739209739.3601277;-38.13080360867914
1739209739.3601336;-45.120503652039325
1739209739.3601398;-45.120503652039325
1739209739.3601458;-38.13080360867914
1739209739.3601518;-38.13080360867914
1739209739.3601577;-38.13080360867914
1739209739.3601637;-45.120503652039325
1739209739.3601696;-38.13080360867914
1739209739.3601756;-38.13080360867914
1739209739.3601816;-45.120503652039325
1739209739.3601875;-33.981070128970906
1739209739.3601937;-35.57807855764607
1739209739.3601997;-38.13080360867914
1739209739.3602057;-45.120503652039325
1739209739.3602116;-33.981070128970906
1739209739.3602176;-38.13080360867914
1739209739.3602235;-45.120503652039325
1739209739.3602295;-38.13080360867914
1739209739.3602357;-38.13080360867914
1739209739.3602417;-45.120503652039325
1739209739.3602476;-45.120503652039325
1739209739.3602536;-38.13080360867914
1739209739.3602595;-45.120503652039325
1739209739.3602655;-45.120503652039325
1739209739.3602715;-45.120503652039325
1739209739.3602774;-38.13080360867914
1739209739.3602834;-33.981070128970906
1739209739.3602896;-45.120503652039325
1739209739.3602955;-45.120503652039325
1739209739.3603015;-38.13080360867914
1739209739.3603075;-35.57807855764607
1739209739.3603134;-38.13080360867914
1739209739.3603194;-38.13080360867914
1739209739.3603253;-38.13080360867914
1739209739.3603315;-38.13080360867914
1739209739.3603375;-45.120503652039325
1739209739.3603435;-38.13080360867914
1739209739.3603494;-45.120503652039325
1739209739.3603554;-38.13080360867914
1739209739.3603613;-45.120503652039325
1739209739.3603673;-45.120503652039325
1739209739.3603733;-38.13080360867914
1739209739.3603792;-38.13080360867914
1739209739.3603854;-45.120503652039325
1739209739.3603914;-45.120503652039325
1739209739.3603973;-31.141103565318893
1739209739.3604033;-45.120503652039325
1739209739.3604093;-45.120503652039325
1739209739.3604152;-38.13080360867914
1739209739.3604212;-45.120503652039325
1739209739.3604274;-38.13080360867914
1739209739.3604333;-32.816014438256545
1739209739.3604393;-45.120503652039325
1739209739.3604453;-38.13080360867914
1739209739.3604512;-38.13080360867914
1739209739.3604572;-45.120503652039325
1739209739.3604631;-45.120503652039325
1739209739.360469;-35.57807855764607
1739209739.360475;-38.13080360867914
1739209739.3604813;-45.120503652039325
1739209739.3604872;-38.13080360867914
1739209739.3604932;-45.120503652039325
1739209739.3604991;-38.13080360867914
1739209739.360505;-45.120503652039325
1739209739.360511;-38.13080360867914
1739209739.360517;-38.13080360867914
1739209739.3605232;-38.13080360867914
1739209739.3605292;-38.13080360867914
1739209739.3605351;-38.13080360867914
1739209739.360541;-45.120503652039325
1739209739.360547;-38.13080360867914
1739209739.360553;-38.13080360867914
1739209739.360559;-45.120503652039325
1739209739.360565;-38.13080360867914
1739209739.360571;-38.13080360867914
1739209739.360577;-38.13080360867914
1739209739.360583;-38.13080360867914
1739209739.360589;-45.120503652039325
1739209739.360595;-45.120503652039325
1739209739.360601;-45.120503652039325
1739209739.360607;-45.120503652039325
1739209739.3606129;-38.13080360867914
1739209739.360619;-45.120503652039325
1739209739.360625;-38.13080360867914
1739209739.360631;-45.120503652039325
1739209739.360637;-45.120503652039325
1739209739.360643;-38.13080360867914
1739209739.3606489;-33.981070128970906
1739209739.3606548;-45.120503652039325
1739209739.3606608;-45.120503652039325
1739209739.3606668;-45.120503652039325
1739209739.360673;-31.141103565318893
1739209739.360679;-35.57807855764607
1739209739.3606849;-45.120503652039325
1739209739.3606908;-45.120503652039325
1739209739.3606968;-45.120503652039325
1739209739.3607028;-45.120503652039325
1739209739.3607087;-45.120503652039325
1739209739.360715;-38.13080360867914
1739209739.3607209;-38.13080360867914
1739209739.3607268;-45.120503652039325
1739209739.3607328;-32.816014438256545
1739209739.3607388;-38.13080360867914
1739209739.3607447;-45.120503652039325
1739209739.3607507;-33.981070128970906
1739209739.3607566;-32.816014438256545
1739209739.3607626;-38.13080360867914
1739209739.3607688;-31.141103565318893
1739209739.3607748;-38.13080360867914
1739209739.3607807;-38.13080360867914
1739209739.3607867;-38.13080360867914
1739209739.3607926;-38.13080360867914
1739209739.3607986;-38.13080360867914
1739209739.3608046;-35.57807855764607
1739209739.3608108;-35.57807855764607
1739209739.3608167;-45.120503652039325
1739209739.3608227;-38.13080360867914
1739209739.3608286;-38.13080360867914
1739209739.3608346;-45.120503652039325
1739209739.3608406;-45.120503652039325
1739209739.3608465;-38.13080360867914
1739209739.3608525;-45.120503652039325
1739209739.3608584;-38.13080360867914
1739209739.3608646;-45.120503652039325
1739209739.3608706;-45.120503652039325
1739209739.3608766;-35.57807855764607
1739209739.3608825;-38.13080360867914
1739209739.3608885;-45.120503652039325
1739209739.3608944;-38.13080360867914
1739209739.3609004;-35.57807855764607
1739209739.3609066;-38.13080360867914
1739209739.3609126;-32.816014438256545
1739209739.3609185;-32.816014438256545
1739209739.3609245;-38.13080360867914
1739209739.3609304;-38.13080360867914
1739209739.3609364;-38.13080360867914
1739209739.3609424;-45.120503652039325
1739209739.3609483;-38.13080360867914
1739209739.3609543;-33.981070128970906
1739209739.3609605;-45.120503652039325
1739209739.3609664;-38.13080360867914
1739209739.3609724;-45.120503652039325
1739209739.3609784;-45.120503652039325
1739209739.3609843;-45.120503652039325
1739209739.3609903;-45.120503652039325
1739209739.3609962;-33.981070128970906
1739209739.3610024;-45.120503652039325
1739209739.3610084;-30.49652367304973
1739209739.3610144;-28.58837851428586
1739209739.3610203;-45.120503652039325
1739209739.3610263;-45.120503652039325
1739209739.3610322;-32.816014438256545
1739209739.3610382;-30.49652367304973
1739209739.3610442;-45.120503652039325
1739209739.3610501;-45.120503652039325
1739209739.3610563;-45.120503652039325
1739209739.3610623;-33.981070128970956
1739209739.3610682;-35.57807855764607
1739209739.3610742;-45.120503652039325
1739209739.3610802;-45.120503652039325
1739209739.3610861;-45.120503652039325
1739209739.361092;-35.57807855764607
1739209739.3610983;-45.120503652039325
1739209739.3611042;-38.13080360867914
1739209739.3611102;-31.141103565318915
1739209739.3611162;-45.120503652039325
1739209739.3611221;-45.120503652039325
1739209739.361128;-38.13080360867914
1739209739.361134;-35.57807855764607
1739209739.36114;-45.120503652039325
1739209739.361146;-38.13080360867914
1739209739.3611522;-38.13080360867914
1739209739.3611581;-35.57807855764607
1739209739.361164;-38.13080360867914
1739209739.36117;-45.120503652039325
1739209739.361176;-45.120503652039325
1739209739.361182;-45.120503652039325
1739209739.361188;-45.120503652039325
1739209739.3611941;-45.120503652039325
1739209739.3612;-38.13080360867914
1739209739.361206;-28.992665084841942
1739209739.361212;-45.120503652039325
1739209739.361218;-45.120503652039325
1739209739.361224;-38.13080360867914
1739209739.36123;-38.13080360867914
1739209739.3612359;-38.13080360867914
1739209739.3612418;-38.13080360867914
1739209739.361248;-45.120503652039325
1739209739.361254;-38.13080360867914
1739209739.36126;-35.57807855764607
1739209739.361266;-45.120503652039325
1739209739.3612719;-45.120503652039325
1739209739.3612778;-38.13080360867914
1739209739.3612838;-35.57807855764607
1739209739.36129;-45.120503652039325
1739209739.361296;-45.120503652039325
1739209739.361302;-38.13080360867914
1739209739.3613079;-45.120503652039325
1739209739.3613138;-38.13080360867914
1739209739.3613198;-45.120503652039325
1739209739.3613257;-38.13080360867914
1739209739.3613317;-38.13080360867914
1739209739.3613377;-35.57807855764607
1739209739.3613439;-45.120503652039325
1739209739.3613498;-38.13080360867914
1739209739.3613558;-35.57807855764607
1739209739.3613617;-45.120503652039325
1739209739.3613677;-45.120503652039325
1739209739.3613737;-35.57807855764607
1739209739.3613796;-30.49652367304973
1739209739.3613858;-38.13080360867914
1739209739.3613918;-45.120503652039325
1739209739.3613977;-38.13080360867914
1739209739.3614037;-45.120503652039325
1739209739.3614097;-45.120503652039325
1739209739.3614156;-45.120503652039325
1739209739.3614216;-38.13080360867914
1739209739.3614275;-45.120503652039325
1739209739.3614335;-45.120503652039325
1739209739.3614397;-45.120503652039325
1739209739.3614457;-38.13080360867914
1739209739.3614516;-38.13080360867914
1739209739.3614576;-38.13080360867914
1739209739.3614635;-38.13080360867914
1739209739.3614695;-45.120503652039325
1739209739.3614755;-33.981070128970906
1739209739.3614817;-45.120503652039325
1739209739.3614876;-45.120503652039325
1739209739.3614936;-38.13080360867914
1739209739.3614995;-38.13080360867914
1739209739.3615055;-38.13080360867914
1739209739.3615115;-33.981070128970906
1739209739.3615174;-38.13080360867914
1739209739.3615234;-38.13080360867914
1739209739.3615294;-45.120503652039325
1739209739.3615355;-38.13080360867914
1739209739.3615415;-38.13080360867914
1739209739.3615475;-45.120503652039325
1739209739.3615534;-45.120503652039325
1739209739.3615594;-38.13080360867914
1739209739.3615654;-38.13080360867914
1739209739.3615713;-38.13080360867914
1739209739.3615775;-38.13080360867914
1739209739.3615835;-45.120503652039325
1739209739.3615894;-45.120503652039325
1739209739.3615954;-35.57807855764607
1739209739.3616014;-38.13080360867914
1739209739.3616073;-38.13080360867914
1739209739.3616133;-38.13080360867914
1739209739.3616192;-38.13080360867914
1739209739.3616252;-45.120503652039325
1739209739.3616314;-38.13080360867914
1739209739.3616374;-45.120503652039325
1739209739.3616433;-45.120503652039325
1739209739.3616493;-28.992665084841942
