CAN Message; 0x1b8:0300bb3bb3dbfb7c
1739209605.7521453;-32.816014438256545
1739209605.7521527;-38.13080360867914
1739209605.7521603;-45.120503652039325
1739209605.7521677;-38.13080360867914
1739209605.752175;-38.13080360867914
1739209605.7521825;-45.120503652039325
1739209605.75219;-45.120503652039325
1739209605.7521975;-38.13080360867914
1739209605.752205;-38.13080360867914
1739209605.7522123;-38.13080360867914
1739209605.75222;-38.13080360867914
1739209605.7522273;-38.13080360867914
1739209605.7522347;-38.13080360867914
1739209605.7522423;-45.120503652039325
1739209605.7522497;-38.13080360867914
1739209605.752257;-38.13080360867914
1739209605.7522645;-38.13080360867914
1739209605.7522721;-38.13080360867914
1739209605.7522795;-45.120503652039325
1739209605.752287;-31.141103565318915
1739209605.7522943;-45.120503652039325
1739209605.752302;-45.120503652039325
1739209605.7523093;-38.13080360867914
1739209605.7523167;-45.120503652039325
1739209605.7523243;-45.120503652039325
1739209605.7523317;-38.13080360867914
1739209605.7523391;-38.13080360867914
1739209605.7523465;-38.13080360867914
1739209605.7523541;-45.120503652039325
1739209605.7523615;-45.120503652039325
1739209605.752369;-35.57807855764607
1739209605.7523763;-32.816014438256545
1739209605.752384;-45.120503652039325
1739209605.7523913;-45.120503652039325
1739209605.7523987;-33.981070128970906
1739209605.7524064;-31.141103565318915
1739209605.7524137;-38.13080360867914
1739209605.7524211;-38.13080360867914
1739209605.7524285;-38.13080360867914
1739209605.7524362;-38.13080360867914
1739209605.7524436;-38.13080360867914
1739209605.752451;-38.13080360867914
1739209605.7524583;-35.57807855764607
1739209605.752466;-33.981070128970906
1739209605.7524734;-38.13080360867914
1739209605.7524807;-45.120503652039325
1739209605.7524884;-38.13080360867914
1739209605.7524958;-35.57807855764607
1739209605.7525032;-45.120503652039325
1739209605.7525105;-38.13080360867914
1739209605.7525182;-38.13080360867914
1739209605.7525256;-28.992665084841942
1739209605.752533;-35.57807855764607
1739209605.7525403;-38.13080360867914
1739209605.752548;-38.13080360867914
1739209605.7525554;-33.981070128970906
1739209605.7525628;-38.13080360867914
1739209605.7525704;-45.120503652039325
1739209605.7525778;-38.13080360867914
1739209605.7525852;-35.57807855764607
1739209605.7525926;-45.120503652039325
1739209605.7526002;-45.120503652039325
1739209605.7526076;-29.438486411369333
1739209605.752615;-32.816014438256545
1739209605.7526224;-45.120503652039325
1739209605.75263;-45.120503652039325
1739209605.7526374;-45.120503652039325
1739209605.7526448;-38.13080360867914
1739209605.7526524;-38.13080360867914
1739209605.7526598;-38.13080360867914
1739209605.7526672;-38.13080360867914
1739209605.7526746;-38.13080360867914
1739209605.7526822;-45.120503652039325
1739209605.7526896;-45.120503652039325
1739209605.752697;-45.120503652039325
1739209605.7527044;-33.981070128970906
1739209605.752712;-33.981070128970906
1739209605.7527194;-38.13080360867914
1739209605.7527268;-35.57807855764607
1739209605.7527344;-33.981070128970906
1739209605.7527418;-38.13080360867914
1739209605.7527492;-33.981070128970906
1739209605.7527566;-45.120503652039325
1739209605.7527642;-33.981070128970906
1739209605.7527716;-28.992665084841942
1739209605.752779;-38.13080360867914
1739209605.7527864;-38.13080360867914
1739209605.752794;-45.120503652039325
1739209605.7528014;-38.13080360867914
1739209605.7528088;-38.13080360867914
1739209605.7528164;-45.120503652039325
1739209605.7528238;-38.13080360867914
1739209605.7528312;-30.49652367304976
1739209605.7528386;-38.13080360867914
1739209605.7528462;-45.120503652039325
1739209605.7528536;-45.120503652039325
1739209605.752861;-32.816014438256545
1739209605.7528684;-33.981070128970906
1739209605.752876;-38.13080360867914
1739209605.7528834;-35.57807855764607
1739209605.7528908;-31.141103565318915
1739209605.7528985;-38.13080360867914
1739209605.7529058;-45.120503652039325
1739209605.7529132;-45.120503652039325
1739209605.7529206;-45.120503652039325
1739209605.7529283;-38.13080360867914
1739209605.7529356;-45.120503652039325
1739209605.752943;-45.120503652039325
1739209605.7529504;-45.120503652039325
1739209605.752958;-45.120503652039325
1739209605.7529655;-35.57807855764607
1739209605.7529728;-38.13080360867914
1739209605.7529805;-38.13080360867914
1739209605.7529879;-45.120503652039325
1739209605.7529953;-35.57807855764607
1739209605.7530026;-45.120503652039325
1739209605.7530103;-45.120503652039325
1739209605.7530177;-33.981070128970906
1739209605.753025;-45.120503652039325
1739209605.7530327;-45.120503652039325
1739209605.75304;-38.13080360867914
1739209605.7530475;-32.816014438256545
1739209605.7530549;-45.120503652039325
1739209605.7530625;-45.120503652039325
1739209605.7530699;-38.13080360867914
1739209605.7530773;-45.120503652039325
1739209605.7530847;-45.120503652039325
1739209605.7530923;-45.120503652039325
1739209605.7530997;-45.120503652039325
1739209605.753107;-45.120503652039325
1739209605.7531147;-38.13080360867914
1739209605.753122;-45.120503652039325
1739209605.7531295;-45.120503652039325
1739209605.7531369;-38.13080360867914
1739209605.7531445;-45.120503652039325
1739209605.753152;-38.13080360867914
1739209605.7531593;-35.57807855764607
1739209605.7531667;-38.13080360867914
1739209605.7531743;-45.120503652039325
1739209605.7531817;-45.120503652039325
1739209605.753189;-38.13080360867914
1739209605.7531967;-35.57807855764607
1739209605.753204;-45.120503652039325
1739209605.7532115;-45.120503652039325
1739209605.753219;-45.120503652039325
1739209605.7532265;-38.13080360867914
1739209605.753234;-45.120503652039325
1739209605.7532413;-45.120503652039325
1739209605.7532487;-38.13080360867914
1739209605.7532563;-45.120503652039325
1739209605.7532637;-45.120503652039325
1739209605.753271;-45.120503652039325
1739209605.7532787;-45.120503652039325
1739209605.7532861;-45.120503652039325
1739209605.7532935;-45.120503652039325
1739209605.753301;-38.13080360867914
1739209605.7533085;-35.57807855764607
1739209605.753316;-32.816014438256545
1739209605.7533233;-45.120503652039325
1739209605.7533307;-45.120503652039325
1739209605.7533383;-35.57807855764607
1739209605.7533457;-38.13080360867914
1739209605.753353;-45.120503652039325
1739209605.7533607;-38.13080360867914
1739209605.7533681;-38.13080360867914
1739209605.7533755;-33.981070128970906
1739209605.753383;-45.120503652039325
1739209605.7533906;-45.120503652039325
1739209605.753398;-45.120503652039325
1739209605.7534053;-45.120503652039325
1739209605.7534127;-45.120503652039325
1739209605.7534204;-45.120503652039325
1739209605.7534277;-45.120503652039325
1739209605.7534351;-45.120503652039325
1739209605.7534428;-45.120503652039325
1739209605.7534502;-45.120503652039325
1739209605.7534575;-35.57807855764607
1739209605.753465;-38.13080360867914
1739209605.7534726;-45.120503652039325
1739209605.75348;-38.13080360867914
1739209605.7534873;-35.57807855764607
1739209605.7534947;-28.992665084841942
1739209605.7535024;-45.120503652039325
1739209605.7535098;-45.120503652039325
1739209605.7535172;-38.13080360867914
1739209605.7535248;-35.57807855764607
1739209605.7535322;-38.13080360867914
1739209605.7535396;-33.981070128970906
1739209605.753547;-45.120503652039325
1739209605.7535546;-38.13080360867914
1739209605.753562;-45.120503652039325
1739209605.7535694;-38.13080360867914
1739209605.7535768;-38.13080360867914
1739209605.7535844;-45.120503652039325
1739209605.7535918;-45.120503652039325
1739209605.7535992;-45.120503652039325
1739209605.7536068;-35.57807855764607
1739209605.7536142;-31.141103565318915
1739209605.7536216;-38.13080360867914
1739209605.753629;-38.13080360867914
1739209605.7536366;-35.57807855764607
1739209605.753644;-33.981070128970906
1739209605.7536514;-45.120503652039325
1739209605.7536588;-38.13080360867914
1739209605.7536664;-38.13080360867914
1739209605.7536738;-38.13080360867914
1739209605.7536812;-45.120503652039325
1739209605.7536888;-33.981070128970906
1739209605.7536962;-45.120503652039325
1739209605.7537036;-38.13080360867914
1739209605.753711;-45.120503652039325
1739209605.7537186;-45.120503652039325
1739209605.753726;-32.816014438256545
1739209605.7537334;-32.816014438256545
1739209605.7537408;-45.120503652039325
1739209605.7537484;-45.120503652039325
1739209605.7537558;-35.57807855764607
1739209605.7537632;-45.120503652039325
1739209605.7537708;-38.13080360867914
1739209605.7537782;-33.981070128970906
1739209605.7537856;-38.13080360867914
1739209605.753793;-28.992665084841942
1739209605.7538006;-38.13080360867914
1739209605.753808;-33.981070128970906
1739209605.7538154;-45.120503652039325
1739209605.7538228;-33.981070128970906
1739209605.7538304;-38.13080360867914
1739209605.7538378;-45.120503652039325
1739209605.7538452;-35.57807855764607
1739209605.7538528;-38.13080360867914
1739209605.7538602;-45.120503652039325
1739209605.7538676;-45.120503652039325
1739209605.753875;-45.120503652039325
1739209605.7538826;-33.981070128970906
1739209605.75389;-45.120503652039325
1739209605.7538974;-35.57807855764607
1739209605.7539048;-35.57807855764607
1739209605.7539124;-38.13080360867914
1739209605.7539198;-45.120503652039325
1739209605.7539272;-45.120503652039325
1739209605.7539349;-38.13080360867914
1739209605.7539423;-38.13080360867914
1739209605.7539496;-45.120503652039325
1739209605.753957;-45.120503652039325
1739209605.7539647;-32.816014438256545
1739209605.753972;-31.141103565318915
1739209605.7539794;-45.120503652039325
1739209605.7539868;-38.13080360867914
1739209605.7539945;-33.981070128970906
1739209605.7540019;-38.13080360867914
1739209605.7540092;-35.57807855764607
1739209605.7540169;-45.120503652039325
1739209605.7540243;-45.120503652039325
1739209605.7540317;-38.13080360867914
1739209605.754039;-45.120503652039325
1739209605.7540467;-38.13080360867914
1739209605.754054;-38.13080360867914
1739209605.7540615;-45.120503652039325
1739209605.754069;-45.120503652039325
1739209605.7540765;-45.120503652039325
1739209605.7540839;-35.57807855764607
1739209605.7540913;-38.13080360867914
1739209605.754099;-45.120503652039325
1739209605.7541063;-45.120503652039325
1739209605.7541137;-45.120503652039325
1739209605.754121;-38.13080360867914
1739209605.7541287;-33.981070128970906
1739209605.754136;-38.13080360867914
1739209605.7541435;-33.981070128970906
1739209605.754151;-38.13080360867914
1739209605.7541585;-32.816014438256545
1739209605.754166;-35.57807855764607
1739209605.7541733;-38.13080360867914
1739209605.754181;-38.13080360867914
1739209605.7541883;-32.816014438256545
1739209605.7541957;-33.981070128970906
1739209605.754203;-45.120503652039325
1739209605.7542107;-45.120503652039325
1739209605.754218;-45.120503652039325
1739209605.7542255;-38.13080360867914
1739209605.7542331;-38.13080360867914
1739209605.7542405;-38.13080360867914
1739209605.754248;-45.120503652039325
1739209605.7542553;-33.981070128970906
1739209605.754263;-45.120503652039325
1739209605.7542703;-45.120503652039325
1739209605.7542777;-31.141103565318893
1739209605.754285;-35.57807855764607
1739209605.7542927;-45.120503652039325
1739209605.7543;-38.13080360867914
1739209605.7543075;-33.981070128970906
1739209605.7543151;-45.120503652039325
1739209605.7543225;-45.120503652039325
1739209605.75433;-38.13080360867914
1739209605.7543373;-45.120503652039325
1739209605.754345;-45.120503652039325
1739209605.7543523;-38.13080360867914
1739209605.7543597;-38.13080360867914
1739209605.754367;-45.120503652039325
1739209605.7543747;-38.13080360867914
1739209605.7543821;-38.13080360867914
1739209605.7543895;-45.120503652039325
1739209605.7543972;-45.120503652039325
1739209605.7544045;-45.120503652039325
1739209605.754412;-45.120503652039325
1739209605.7544193;-38.13080360867914
1739209605.754427;-33.981070128970906
1739209605.7544343;-45.120503652039325
1739209605.7544417;-45.120503652039325
1739209605.7544491;-45.120503652039325
1739209605.7544568;-27.8777449560314
1739209605.7544641;-35.57807855764607
1739209605.7544715;-45.120503652039325
1739209605.7544792;-45.120503652039325
1739209605.7544866;-35.57807855764607
1739209605.754494;-35.57807855764607
1739209605.7545013;-45.120503652039325
1739209605.754509;-38.13080360867914
1739209605.7545164;-33.981070128970956
1739209605.7545238;-45.120503652039325
1739209605.7545311;-38.13080360867914
1739209605.7545388;-45.120503652039325
1739209605.7545462;-38.13080360867914
1739209605.7545536;-38.13080360867914
1739209605.7545612;-38.13080360867914
1739209605.7545686;-45.120503652039325
1739209605.754576;-29.438486411369333
1739209605.7545834;-35.57807855764607
1739209605.754591;-45.120503652039325
1739209605.7545984;-45.120503652039325
1739209605.7546058;-31.141103565318893
1739209605.7546132;-32.816014438256545
1739209605.7546208;-45.120503652039325
1739209605.7546282;-38.13080360867914
1739209605.7546356;-38.13080360867914
1739209605.7546432;-45.120503652039325
1739209605.7546506;-45.120503652039325
1739209605.754658;-45.120503652039325
1739209605.7546654;-45.120503652039325
1739209605.754673;-38.13080360867914
1739209605.7546804;-45.120503652039325
1739209605.7546878;-45.120503652039325
1739209605.7546952;-45.120503652039325
1739209605.7547028;-45.120503652039325
1739209605.7547102;-45.120503652039325
1739209605.7547176;-45.120503652039325
1739209605.7547252;-45.120503652039325
1739209605.7547326;-45.120503652039325
1739209605.75474;-45.120503652039325
1739209605.7547474;-45.120503652039325
1739209605.754755;-29.438486411369333
1739209605.7547624;-27.8777449560314
1739209605.7547698;-45.120503652039325
1739209605.7547772;-45.120503652039325
1739209605.7547848;-32.816014438256545
1739209605.7547922;-33.981070128970906
1739209605.7547996;-45.120503652039325
1739209605.7548072;-38.13080360867914
1739209605.7548146;-38.13080360867914
1739209605.754822;-45.120503652039325
1739209605.7548294;-45.120503652039325
1739209605.754837;-45.120503652039325
1739209605.7548444;-45.120503652039325
1739209605.7548518;-38.13080360867914
1739209605.7548592;-45.120503652039325
1739209605.7548668;-38.13080360867914
1739209605.7548742;-35.57807855764607
1739209605.7548816;-28.992665084841942
1739209605.7548892;-45.120503652039325
1739209605.7548966;-45.120503652039325
1739209605.754904;-38.13080360867914
1739209605.7549114;-45.120503652039325
1739209605.754919;-45.120503652039325
1739209605.7549264;-45.120503652039325
1739209605.7549338;-45.120503652039325
1739209605.7549415;-35.57807855764607
1739209605.7549489;-35.57807855764607
1739209605.7549562;-45.120503652039325
1739209605.7549636;-38.13080360867914
1739209605.7549713;-35.57807855764607
1739209605.7549787;-38.13080360867914
1739209605.754986;-45.120503652039325
1739209605.7549934;-38.13080360867914
1739209605.755001;-45.120503652039325
1739209605.7550085;-45.120503652039325
1739209605.7550159;-38.13080360867914
1739209605.7550235;-33.981070128970906
1739209605.7550309;-45.120503652039325
1739209605.7550383;-38.13080360867914
1739209605.7550457;-45.120503652039325
1739209605.7550533;-38.13080360867914
1739209605.7550607;-32.816014438256545
1739209605.755068;-38.13080360867914
1739209605.7550755;-45.120503652039325
1739209605.755083;-45.120503652039325
1739209605.7550905;-33.981070128970906
1739209605.7550979;-38.13080360867914
1739209605.7551055;-38.13080360867914
1739209605.755113;-33.981070128970906
1739209605.7551203;-45.120503652039325
1739209605.7551277;-38.13080360867914
1739209605.7551353;-38.13080360867914
1739209605.7551427;-45.120503652039325
1739209605.75515;-45.120503652039325
1739209605.7551575;-38.13080360867914
1739209605.755165;-38.13080360867914
1739209605.7551725;-38.13080360867914
1739209605.75518;-32.816014438256545
1739209605.7551875;-38.13080360867914
1739209605.755195;-38.13080360867914
1739209605.7552023;-38.13080360867914
1739209605.7552097;-38.13080360867914
1739209605.7552173;-38.13080360867914
1739209605.7552247;-38.13080360867914
1739209605.755232;-38.13080360867914
1739209605.7552395;-38.13080360867914
1739209605.755247;-45.120503652039325
1739209605.7552545;-38.13080360867914
1739209605.755262;-45.120503652039325
1739209605.7552695;-45.120503652039325
1739209605.755277;-38.13080360867914
1739209605.7552843;-38.13080360867914
1739209605.7552917;-35.57807855764607
1739209605.7552993;-35.57807855764607
1739209605.7553067;-32.816014438256545
1739209605.755314;-38.13080360867914
1739209605.7553215;-45.120503652039325
1739209605.7553291;-38.13080360867914
1739209605.7553365;-35.57807855764607
1739209605.755344;-38.13080360867914
1739209605.7553515;-38.13080360867914
1739209605.755359;-45.120503652039325
1739209605.7553663;-45.120503652039325
1739209605.7553737;-45.120503652039325
1739209605.7553813;-45.120503652039325
1739209605.7553887;-45.120503652039325
1739209605.7553961;-45.120503652039325
1739209605.7554035;-45.120503652039325
1739209605.7554111;-45.120503652039325
1739209605.7554185;-45.120503652039325
1739209605.755426;-45.120503652039325
1739209605.7554336;-45.120503652039325
1739209605.755441;-45.120503652039325
1739209605.7554483;-38.13080360867914
1739209605.7554557;-38.13080360867914
1739209605.7554634;-35.57807855764607
1739209605.7554708;-45.120503652039325
1739209605.7554781;-38.13080360867914
1739209605.7554855;-28.58837851428586
1739209605.7554932;-38.13080360867914
1739209605.7555006;-45.120503652039325
1739209605.755508;-38.13080360867914
1739209605.7555156;-35.57807855764607
1739209605.755523;-38.13080360867914
1739209605.7555304;-45.120503652039325
1739209605.7555377;-45.120503652039325
1739209605.7555454;-45.120503652039325
1739209605.7555528;-45.120503652039325
1739209605.7555602;-38.13080360867914
1739209605.7555676;-38.13080360867914
1739209605.7555752;-45.120503652039325
1739209605.7555826;-45.120503652039325
1739209605.75559;-38.13080360867914
1739209605.7555976;-33.981070128970906
1739209605.755605;-33.981070128970906
1739209605.7556124;-45.120503652039325
1739209605.7556198;-38.13080360867914
1739209605.7556274;-35.57807855764607
1739209605.7556348;-33.981070128970906
1739209605.7556422;-38.13080360867914
1739209605.7556496;-38.13080360867914
1739209605.7556572;-38.13080360867914
1739209605.7556646;-45.120503652039325
1739209605.755672;-45.120503652039325
1739209605.7556796;-35.57807855764607
1739209605.755687;-38.13080360867914
1739209605.7556944;-38.13080360867914
1739209605.7557018;-38.13080360867914
1739209605.7557094;-38.13080360867914
1739209605.7557168;-33.981070128970906
1739209605.7557242;-45.120503652039325
1739209605.7557316;-45.120503652039325
1739209605.7557392;-38.13080360867914
1739209605.7557466;-35.57807855764607
1739209605.755754;-38.13080360867914
1739209605.7557616;-38.13080360867914
1739209605.755769;-38.13080360867914
1739209605.7557764;-38.13080360867914
1739209605.7557838;-30.49652367304973
1739209605.7557914;-38.13080360867914
1739209605.7557988;-38.13080360867914
1739209605.7558062;-45.120503652039325
1739209605.7558136;-45.120503652039325
1739209605.7558212;-38.13080360867914
1739209605.7558286;-38.13080360867914
1739209605.755836;-38.13080360867914
1739209605.7558436;-33.981070128970956
1739209605.755851;-45.120503652039325
1739209605.7558584;-35.57807855764607
1739209605.7558658;-45.120503652039325
1739209605.7558734;-45.120503652039325
1739209605.7558808;-45.120503652039325
1739209605.7558882;-38.13080360867914
1739209605.7558956;-38.13080360867914
1739209605.7559032;-28.21854285175415
1739209605.7559106;-38.13080360867914
1739209605.755918;-45.120503652039325
1739209605.7559257;-38.13080360867914
1739209605.755933;-35.57807855764607
1739209605.7559404;-35.57807855764607
1739209605.7559478;-45.120503652039325
1739209605.7559555;-35.57807855764607
1739209605.7559628;-45.120503652039325
1739209605.7559702;-45.120503652039325
1739209605.7559779;-35.57807855764607
1739209605.7559853;-35.57807855764607
1739209605.7559927;-45.120503652039325
1739209605.756;-45.120503652039325
1739209605.7560077;-35.57807855764607
1739209605.756015;-45.120503652039325
1739209605.7560225;-45.120503652039325
1739209605.7560298;-45.120503652039325
1739209605.7560375;-45.120503652039325
1739209605.7560449;-38.13080360867914
1739209605.7560523;-45.120503652039325
1739209605.75606;-45.120503652039325
1739209605.7560673;-32.816014438256545
1739209605.7560747;-38.13080360867914
1739209605.756082;-31.141103565318893
1739209605.7560897;-31.141103565318893
1739209605.756097;-38.13080360867914
1739209605.7561045;-38.13080360867914
1739209605.7561119;-38.13080360867914
1739209605.7561195;-38.13080360867914
1739209605.7561269;-45.120503652039325
1739209605.7561343;-33.981070128970906
1739209605.756142;-45.120503652039325
1739209605.7561493;-38.13080360867914
1739209605.7561567;-38.13080360867914
1739209605.756164;-38.13080360867914
1739209605.7561717;-45.120503652039325
1739209605.756179;-45.120503652039325
1739209605.7561865;-45.120503652039325
1739209605.7561939;-45.120503652039325
1739209605.7562015;-33.981070128970906
1739209605.756209;-32.816014438256545
1739209605.7562163;-45.120503652039325
1739209605.756224;-32.816014438256545
1739209605.7562313;-45.120503652039325
1739209605.7562387;-45.120503652039325
1739209605.756246;-38.13080360867914
1739209605.7562537;-45.120503652039325
1739209605.756261;-45.120503652039325
1739209605.7562685;-45.120503652039325
1739209605.756276;-45.120503652039325
1739209605.7562835;-38.13080360867914
1739209605.756291;-45.120503652039325
1739209605.7562983;-45.120503652039325
1739209605.756306;-33.981070128970906
1739209605.7563133;-38.13080360867914
1739209605.7563207;-45.120503652039325
1739209605.756328;-38.13080360867914
1739209605.7563357;-35.57807855764607
1739209605.7563431;-33.981070128970906
1739209605.7563505;-45.120503652039325
1739209605.756358;-45.120503652039325
1739209605.7563655;-38.13080360867914
1739209605.756373;-33.981070128970906
1739209605.7563803;-45.120503652039325
1739209605.756388;-38.13080360867914
1739209605.7563953;-38.13080360867914
1739209605.7564027;-38.13080360867914
1739209605.7564101;-38.13080360867914
1739209605.7564178;-38.13080360867914
1739209605.7564251;-38.13080360867914
1739209605.7564325;-38.13080360867914
1739209605.75644;-45.120503652039325
1739209605.7564476;-45.120503652039325
1739209605.756455;-38.13080360867914
1739209605.7564623;-38.13080360867914
1739209605.75647;-45.120503652039325
1739209605.7564774;-45.120503652039325
1739209605.7564847;-45.120503652039325
1739209605.7564921;-45.120503652039325
1739209605.7564998;-45.120503652039325
1739209605.7565072;-38.13080360867914
1739209605.7565145;-45.120503652039325
1739209605.756522;-45.120503652039325
1739209605.7565296;-45.120503652039325
1739209605.756537;-38.13080360867914
1739209605.7565444;-33.981070128970906
1739209605.756552;-45.120503652039325
1739209605.7565594;-45.120503652039325
1739209605.7565668;-45.120503652039325
1739209605.7565742;-35.57807855764607
1739209605.7565818;-38.13080360867914
1739209605.7565892;-38.13080360867914
1739209605.7565966;-45.120503652039325
1739209605.756604;-45.120503652039325
1739209605.7566116;-45.120503652039325
1739209605.756619;-38.13080360867914
1739209605.7566264;-38.13080360867914
1739209605.756634;-45.120503652039325
1739209605.7566414;-45.120503652039325
1739209605.7566488;-45.120503652039325
1739209605.7566562;-45.120503652039325
1739209605.7566638;-33.981070128970906
1739209605.7566712;-45.120503652039325
1739209605.7566786;-38.13080360867914
1739209605.756686;-45.120503652039325
1739209605.7566936;-45.120503652039325
1739209605.756701;-38.13080360867914
1739209605.7567084;-38.13080360867914
1739209605.756716;-45.120503652039325
1739209605.7567234;-45.120503652039325
1739209605.7567308;-38.13080360867914
1739209605.7567382;-38.13080360867914
1739209605.7567458;-38.13080360867914
1739209605.7567532;-45.120503652039325
1739209605.7567606;-38.13080360867914
1739209605.756768;-45.120503652039325
1739209605.7567756;-38.13080360867914
1739209605.756783;-38.13080360867914
1739209605.7567904;-38.13080360867914
1739209605.756798;-38.13080360867914
1739209605.7568054;-38.13080360867914
1739209605.7568128;-32.816014438256545
1739209605.7568202;-45.120503652039325
1739209605.7568278;-45.120503652039325
1739209605.7568352;-38.13080360867914
1739209605.7568426;-35.57807855764607
1739209605.7568502;-38.13080360867914
1739209605.7568576;-45.120503652039325
1739209605.756865;-45.120503652039325
1739209605.7568724;-45.120503652039325
1739209605.75688;-35.57807855764607
1739209605.7568874;-45.120503652039325
1739209605.7568948;-38.13080360867914
1739209605.7569022;-38.13080360867914
1739209605.7569098;-38.13080360867914
1739209605.7569172;-38.13080360867914
1739209605.7569246;-45.120503652039325
1739209605.7569323;-28.58837851428586
1739209605.7569396;-45.120503652039325
1739209605.756947;-45.120503652039325
1739209605.7569544;-45.120503652039325
1739209605.756962;-32.816014438256545
1739209605.7569695;-38.13080360867914
1739209605.7569768;-45.120503652039325
1739209605.7569842;-45.120503652039325
1739209605.7569919;-45.120503652039325
1739209605.7569993;-38.13080360867914
1739209605.7570066;-45.120503652039325
1739209605.7570143;-38.13080360867914
1739209605.7570217;-38.13080360867914
1739209605.757029;-38.13080360867914
1739209605.7570364;-45.120503652039325
1739209605.757044;-45.120503652039325
1739209605.7570515;-27.8777449560314
1739209605.7570589;-38.13080360867914
1739209605.7570662;-45.120503652039325
1739209605.7570739;-45.120503652039325
1739209605.7570813;-35.57807855764607
1739209605.7570887;-38.13080360867914
1739209605.7570963;-45.120503652039325
1739209605.7571037;-38.13080360867914
1739209605.757111;-45.120503652039325
1739209605.7571185;-38.13080360867914
1739209605.757126;-31.141103565318915
1739209605.7571335;-45.120503652039325
1739209605.7571409;-45.120503652039325
1739209605.7571483;-38.13080360867914
1739209605.757156;-45.120503652039325
1739209605.7571633;-45.120503652039325
1739209605.7571707;-45.120503652039325
1739209605.7571783;-38.13080360867914
1739209605.7571857;-38.13080360867914
1739209605.757193;-38.13080360867914
1739209605.7572005;-31.141103565318915
1739209605.757208;-38.13080360867914
1739209605.7572155;-45.120503652039325
1739209605.757223;-45.120503652039325
1739209605.7572303;-29.438486411369333
1739209605.757238;-35.57807855764607
1739209605.7572453;-45.120503652039325
1739209605.7572527;-45.120503652039325
1739209605.7572603;-32.816014438256545
1739209605.7572677;-38.13080360867914
1739209605.757275;-45.120503652039325
1739209605.7572825;-35.57807855764607
1739209605.7572901;-45.120503652039325
1739209605.7572975;-45.120503652039325
1739209605.757305;-38.13080360867914
1739209605.7573123;-45.120503652039325
1739209605.75732;-45.120503652039325
1739209605.7573273;-45.120503652039325
1739209605.7573347;-45.120503652039325
1739209605.7573423;-38.13080360867914
1739209605.7573497;-27.8777449560314
1739209605.7573571;-32.816014438256545
1739209605.7573645;-45.120503652039325
1739209605.7573721;-38.13080360867914
1739209605.7573795;-32.816014438256545
1739209605.757387;-35.57807855764607
1739209605.7573943;-45.120503652039325
1739209605.757402;-38.13080360867914
1739209605.7574093;-45.120503652039325
1739209605.7574167;-45.120503652039325
1739209605.7574244;-45.120503652039325
1739209605.7574317;-38.13080360867914
1739209605.7574391;-45.120503652039325
1739209605.7574465;-38.13080360867914
