CAN Message; 0x1d3:00004a7dd52880ae
1739209591.2698534;-38.13080360867914
1739209591.2698693;-45.120503652039325
1739209591.2698855;-35.57807855764607
1739209591.2699018;-35.57807855764607
1739209591.269918;-45.120503652039325
1739209591.2699342;-38.13080360867914
1739209591.2699504;-38.13080360867914
1739209591.2699664;-45.120503652039325
1739209591.2699826;-30.49652367304973
1739209591.2699988;-29.438486411369333
1739209591.270015;-45.120503652039325
1739209591.2700312;-45.120503652039325
1739209591.2700474;-35.57807855764607
1739209591.2700634;-35.57807855764607
1739209591.2700796;-45.120503652039325
1739209591.2700958;-38.13080360867914
1739209591.270112;-45.120503652039325
1739209591.2701283;-45.120503652039325
1739209591.2701445;-38.13080360867914
1739209591.2701604;-45.120503652039325
1739209591.2701766;-45.120503652039325
1739209591.2701929;-45.120503652039325
1739209591.270209;-38.13080360867914
1739209591.2702253;-38.13080360867914
1739209591.2702415;-35.57807855764607
1739209591.2702575;-31.141103565318893
1739209591.2702737;-33.981070128970906
1739209591.27029;-38.13080360867914
1739209591.270306;-35.57807855764607
1739209591.2703223;-35.57807855764607
1739209591.2703385;-38.13080360867914
1739209591.2703545;-45.120503652039325
1739209591.2703707;-45.120503652039325
1739209591.270387;-45.120503652039325
1739209591.2704031;-45.120503652039325
1739209591.2704194;-45.120503652039325
1739209591.2704356;-38.13080360867914
1739209591.2704515;-45.120503652039325
1739209591.2704678;-45.120503652039325
1739209591.270484;-45.120503652039325
1739209591.2705002;-45.120503652039325
1739209591.2705164;-45.120503652039325
1739209591.2705326;-45.120503652039325
1739209591.2705486;-45.120503652039325
1739209591.2705648;-45.120503652039325
1739209591.270581;-45.120503652039325
1739209591.2705972;-38.13080360867914
1739209591.2706134;-38.13080360867914
1739209591.2706296;-38.13080360867914
1739209591.2706456;-32.816014438256545
1739209591.2706618;-38.13080360867914
1739209591.270678;-38.13080360867914
1739209591.2706943;-45.120503652039325
1739209591.2707105;-38.13080360867914
1739209591.2707264;-38.13080360867914
1739209591.2707427;-38.13080360867914
1739209591.2707589;-35.57807855764607
1739209591.270775;-45.120503652039325
1739209591.2707913;-45.120503652039325
1739209591.2708075;-45.120503652039325
1739209591.2708235;-45.120503652039325
1739209591.2708397;-45.120503652039325
1739209591.270856;-38.13080360867914
1739209591.270872;-45.120503652039325
1739209591.2708883;-45.120503652039325
1739209591.2709045;-31.141103565318915
1739209591.2709205;-38.13080360867914
1739209591.2709367;-45.120503652039325
1739209591.270953;-45.120503652039325
1739209591.2709692;-38.13080360867914
1739209591.2709854;-38.13080360867914
1739209591.2710016;-38.13080360867914
1739209591.2710176;-38.13080360867914
1739209591.2710338;-38.13080360867914
1739209591.27105;-45.120503652039325
1739209591.2710662;-32.816014438256545
1739209591.2710824;-38.13080360867914
1739209591.2710986;-38.13080360867914
1739209591.2711146;-45.120503652039325
1739209591.2711308;-45.120503652039325
1739209591.271147;-35.57807855764607
1739209591.2711632;-27.267205301931607
1739209591.2711794;-33.981070128970906
1739209591.2711957;-38.13080360867914
1739209591.2712116;-38.13080360867914
1739209591.2712278;-38.13080360867914
1739209591.271244;-38.13080360867914
1739209591.2712603;-38.13080360867914
1739209591.2712765;-33.981070128970906
1739209591.2712927;-30.49652367304976
1739209591.2713087;-38.13080360867914
1739209591.2713249;-38.13080360867914
1739209591.271341;-45.120503652039325
1739209591.2713573;-45.120503652039325
1739209591.2713735;-45.120503652039325
1739209591.2713897;-45.120503652039325
1739209591.2714057;-45.120503652039325
1739209591.271422;-33.981070128970906
1739209591.2714381;-33.981070128970906
1739209591.2714543;-38.13080360867914
1739209591.2714705;-45.120503652039325
1739209591.2714868;-45.120503652039325
1739209591.2715027;-45.120503652039325
1739209591.271519;-45.120503652039325
1739209591.2715352;-33.981070128970906
1739209591.2715514;-38.13080360867914
1739209591.2715676;-38.13080360867914
1739209591.2715838;-32.816014438256545
1739209591.2715998;-45.120503652039325
1739209591.271616;-45.120503652039325
1739209591.2716322;-45.120503652039325
1739209591.2716484;-45.120503652039325
1739209591.2716646;-38.13080360867914
1739209591.2716808;-35.57807855764607
1739209591.2716968;-38.13080360867914
1739209591.271713;-45.120503652039325
1739209591.2717292;-38.13080360867914
1739209591.2717454;-38.13080360867914
1739209591.2717617;-38.13080360867914
1739209591.2717779;-45.120503652039325
1739209591.2717938;-38.13080360867914
1739209591.27181;-33.981070128970906
1739209591.2718263;-38.13080360867914
1739209591.2718425;-45.120503652039325
1739209591.2718587;-45.120503652039325
1739209591.2718747;-38.13080360867914
1739209591.2718909;-32.816014438256545
1739209591.271907;-38.13080360867914
1739209591.2719233;-38.13080360867914
1739209591.2719395;-38.13080360867914
1739209591.2719557;-38.13080360867914
1739209591.2719717;-38.13080360867914
1739209591.271988;-45.120503652039325
1739209591.2720041;-38.13080360867914
1739209591.2720203;-45.120503652039325
1739209591.2720366;-45.120503652039325
1739209591.2720528;-33.981070128970906
1739209591.2720687;-33.981070128970906
1739209591.272085;-38.13080360867914
1739209591.2721012;-45.120503652039325
1739209591.2721174;-45.120503652039325
1739209591.2721336;-38.13080360867914
1739209591.2721498;-35.57807855764607
1739209591.2721658;-38.13080360867914
1739209591.272182;-38.13080360867914
1739209591.2721982;-38.13080360867914
1739209591.2722144;-45.120503652039325
1739209591.2722306;-45.120503652039325
1739209591.2722468;-45.120503652039325
1739209591.2722628;-45.120503652039325
1739209591.272279;-45.120503652039325
1739209591.2722952;-38.13080360867914
1739209591.2723114;-38.13080360867914
1739209591.2723277;-45.120503652039325
1739209591.2723439;-45.120503652039325
1739209591.2723598;-45.120503652039325
1739209591.272376;-38.13080360867914
1739209591.2723923;-45.120503652039325
1739209591.2724085;-38.13080360867914
1739209591.2724247;-45.120503652039325
1739209591.272441;-45.120503652039325
1739209591.272457;-35.57807855764607
1739209591.272473;-38.13080360867914
1739209591.2724893;-45.120503652039325
1739209591.2725055;-45.120503652039325
1739209591.2725217;-45.120503652039325
1739209591.272538;-45.120503652039325
1739209591.272554;-45.120503652039325
1739209591.2725701;-45.120503652039325
1739209591.2725863;-45.120503652039325
1739209591.2726026;-45.120503652039325
1739209591.2726188;-38.13080360867914
1739209591.272635;-35.57807855764607
1739209591.272651;-45.120503652039325
1739209591.2726672;-33.981070128970906
1739209591.2726834;-45.120503652039325
1739209591.2726996;-38.13080360867914
1739209591.2727158;-45.120503652039325
1739209591.272732;-38.13080360867914
1739209591.272748;-38.13080360867914
1739209591.2727642;-38.13080360867914
1739209591.2727804;-35.57807855764607
1739209591.2727966;-38.13080360867914
1739209591.2728128;-38.13080360867914
1739209591.272829;-45.120503652039325
1739209591.272845;-33.981070128970906
1739209591.2728612;-45.120503652039325
1739209591.2728775;-45.120503652039325
1739209591.2728937;-45.120503652039325
1739209591.2729099;-45.120503652039325
1739209591.272926;-38.13080360867914
1739209591.272942;-45.120503652039325
1739209591.2729583;-38.13080360867914
1739209591.2729745;-38.13080360867914
1739209591.2729907;-38.13080360867914
1739209591.273007;-31.141103565318893
1739209591.2730231;-45.120503652039325
1739209591.273039;-45.120503652039325
1739209591.2730553;-45.120503652039325
1739209591.2730715;-38.13080360867914
1739209591.2730877;-45.120503652039325
1739209591.273104;-32.816014438256545
1739209591.27312;-45.120503652039325
1739209591.2731361;-45.120503652039325
1739209591.2731524;-32.816014438256545
1739209591.2731686;-32.816014438256545
1739209591.2731848;-45.120503652039325
1739209591.273201;-45.120503652039325
1739209591.273217;-38.13080360867914
1739209591.2732332;-38.13080360867914
1739209591.2732494;-38.13080360867914
1739209591.2732656;-32.816014438256545
1739209591.2732818;-45.120503652039325
1739209591.273298;-45.120503652039325
1739209591.273314;-38.13080360867914
1739209591.2733302;-33.981070128970906
1739209591.2733464;-35.57807855764607
1739209591.2733626;-38.13080360867914
1739209591.2733788;-45.120503652039325
1739209591.273395;-45.120503652039325
1739209591.273411;-45.120503652039325
1739209591.2734272;-33.981070128970906
1739209591.2734435;-45.120503652039325
1739209591.2734597;-45.120503652039325
1739209591.273476;-45.120503652039325
1739209591.273492;-38.13080360867914
1739209591.273508;-45.120503652039325
1739209591.2735243;-45.120503652039325
1739209591.2735405;-45.120503652039325
1739209591.2735567;-38.13080360867914
1739209591.273573;-35.57807855764607
1739209591.2735891;-32.816014438256545
1739209591.273605;-45.120503652039325
1739209591.2736213;-45.120503652039325
1739209591.2736375;-38.13080360867914
1739209591.2736537;-35.57807855764607
1739209591.27367;-45.120503652039325
1739209591.2736862;-45.120503652039325
1739209591.2737021;-45.120503652039325
1739209591.2737184;-45.120503652039325
1739209591.2737346;-33.981070128970906
1739209591.2737508;-32.816014438256545
1739209591.273767;-45.120503652039325
1739209591.2737832;-33.981070128970956
1739209591.2737992;-33.981070128970906
1739209591.2738154;-38.13080360867914
1739209591.2738316;-45.120503652039325
1739209591.2738478;-45.120503652039325
1739209591.273864;-38.13080360867914
1739209591.2738802;-38.13080360867914
1739209591.2738962;-38.13080360867914
1739209591.2739124;-25.62660358559016
1739209591.2739286;-38.13080360867914
1739209591.2739449;-45.120503652039325
1739209591.273961;-45.120503652039325
1739209591.2739773;-32.816014438256545
1739209591.2739933;-35.57807855764607
1739209591.2740095;-45.120503652039325
1739209591.2740257;-38.13080360867914
1739209591.274042;-33.981070128970956
1739209591.274058;-45.120503652039325
1739209591.2740743;-33.981070128970906
1739209591.2740903;-38.13080360867914
1739209591.2741065;-38.13080360867914
1739209591.2741227;-45.120503652039325
1739209591.274139;-38.13080360867914
1739209591.2741551;-45.120503652039325
1739209591.2741714;-38.13080360867914
1739209591.2741873;-38.13080360867914
1739209591.2742035;-38.13080360867914
1739209591.2742198;-38.13080360867914
1739209591.274236;-38.13080360867914
1739209591.2742522;-38.13080360867914
1739209591.2742682;-45.120503652039325
1739209591.2742844;-38.13080360867914
1739209591.2743006;-45.120503652039325
1739209591.2743168;-45.120503652039325
1739209591.274333;-45.120503652039325
1739209591.2743492;-38.13080360867914
1739209591.2743652;-45.120503652039325
1739209591.2743814;-38.13080360867914
1739209591.2743976;-38.13080360867914
1739209591.2744138;-38.13080360867914
1739209591.27443;-38.13080360867914
1739209591.2744462;-33.981070128970906
1739209591.2744622;-33.981070128970906
1739209591.2744784;-38.13080360867914
1739209591.2744946;-45.120503652039325
1739209591.2745109;-38.13080360867914
1739209591.274527;-45.120503652039325
1739209591.2745433;-32.816014438256545
1739209591.2745593;-30.49652367304973
1739209591.2745755;-33.981070128970906
1739209591.2745917;-38.13080360867914
1739209591.274608;-38.13080360867914
1739209591.274624;-33.981070128970906
1739209591.2746403;-38.13080360867914
1739209591.2746563;-38.13080360867914
1739209591.2746725;-38.13080360867914
1739209591.2746887;-38.13080360867914
1739209591.274705;-30.49652367304973
1739209591.2747211;-35.57807855764607
1739209591.2747374;-38.13080360867914
1739209591.2747533;-38.13080360867914
1739209591.2747695;-38.13080360867914
1739209591.2747858;-33.981070128970906
1739209591.274802;-33.981070128970906
1739209591.2748182;-33.981070128970906
1739209591.2748344;-31.141103565318915
1739209591.2748504;-38.13080360867914
1739209591.2748666;-38.13080360867914
1739209591.2748828;-35.57807855764607
1739209591.274899;-35.57807855764607
1739209591.2749152;-45.120503652039325
1739209591.2749314;-38.13080360867914
1739209591.2749474;-33.981070128970906
1739209591.2749636;-31.141103565318915
1739209591.2749798;-38.13080360867914
1739209591.274996;-38.13080360867914
1739209591.2750123;-38.13080360867914
1739209591.2750285;-38.13080360867914
1739209591.2750444;-33.981070128970906
1739209591.2750607;-45.120503652039325
1739209591.2750769;-45.120503652039325
1739209591.275093;-38.13080360867914
1739209591.2751093;-38.13080360867914
1739209591.2751255;-38.13080360867914
1739209591.2751415;-35.57807855764607
1739209591.2751577;-38.13080360867914
1739209591.275174;-45.120503652039325
1739209591.27519;-38.13080360867914
1739209591.2752063;-38.13080360867914
1739209591.2752225;-38.13080360867914
1739209591.2752385;-38.13080360867914
1739209591.2752547;-38.13080360867914
1739209591.275271;-45.120503652039325
1739209591.2752872;-45.120503652039325
1739209591.2753034;-45.120503652039325
1739209591.2753196;-45.120503652039325
1739209591.2753356;-45.120503652039325
1739209591.2753518;-38.13080360867914
1739209591.275368;-38.13080360867914
1739209591.2753842;-38.13080360867914
1739209591.2754004;-45.120503652039325
1739209591.2754164;-45.120503652039325
1739209591.2754326;-38.13080360867914
1739209591.2754488;-45.120503652039325
1739209591.275465;-45.120503652039325
1739209591.2754812;-45.120503652039325
1739209591.2754974;-38.13080360867914
1739209591.2755134;-45.120503652039325
1739209591.2755296;-45.120503652039325
1739209591.2755458;-38.13080360867914
1739209591.275562;-35.57807855764607
1739209591.2755783;-38.13080360867914
1739209591.2755945;-38.13080360867914
1739209591.2756104;-33.981070128970906
1739209591.2756267;-45.120503652039325
1739209591.2756429;-45.120503652039325
1739209591.275659;-45.120503652039325
1739209591.2756753;-38.13080360867914
1739209591.2756915;-45.120503652039325
1739209591.2757075;-45.120503652039325
1739209591.2757237;-45.120503652039325
1739209591.27574;-45.120503652039325
1739209591.2757561;-38.13080360867914
1739209591.2757723;-45.120503652039325
1739209591.2757885;-45.120503652039325
1739209591.2758045;-32.816014438256545
1739209591.2758207;-32.816014438256545
1739209591.275837;-38.13080360867914
1739209591.2758532;-38.13080360867914
1739209591.2758694;-38.13080360867914
1739209591.2758856;-38.13080360867914
1739209591.2759016;-45.120503652039325
1739209591.2759178;-45.120503652039325
1739209591.275934;-38.13080360867914
1739209591.2759502;-38.13080360867914
1739209591.2759664;-38.13080360867914
1739209591.2759826;-38.13080360867914
1739209591.2759986;-38.13080360867914
1739209591.2760148;-38.13080360867914
1739209591.276031;-45.120503652039325
1739209591.2760472;-45.120503652039325
1739209591.2760634;-32.816014438256545
1739209591.2760797;-31.141103565318893
1739209591.2760956;-45.120503652039325
1739209591.2761118;-33.981070128970906
1739209591.276128;-35.57807855764607
1739209591.2761443;-45.120503652039325
1739209591.2761605;-35.57807855764607
1739209591.2761767;-35.57807855764607
1739209591.2761927;-38.13080360867914
1739209591.2762089;-45.120503652039325
1739209591.276225;-35.57807855764607
1739209591.2762413;-38.13080360867914
1739209591.2762575;-45.120503652039325
1739209591.2762737;-38.13080360867914
1739209591.2762897;-38.13080360867914
1739209591.276306;-45.120503652039325
1739209591.2763221;-35.57807855764607
1739209591.2763383;-35.57807855764607
1739209591.2763546;-45.120503652039325
1739209591.2763708;-45.120503652039325
1739209591.2763867;-38.13080360867914
1739209591.276403;-35.57807855764607
1739209591.2764192;-45.120503652039325
1739209591.2764354;-38.13080360867914
1739209591.2764516;-45.120503652039325
1739209591.2764678;-45.120503652039325
1739209591.2764838;-38.13080360867914
1739209591.2765;-38.13080360867914
1739209591.2765162;-45.120503652039325
1739209591.2765324;-45.120503652039325
1739209591.2765486;-45.120503652039325
1739209591.2765648;-38.13080360867914
1739209591.2765808;-38.13080360867914
1739209591.276597;-45.120503652039325
1739209591.2766132;-38.13080360867914
1739209591.2766294;-38.13080360867914
1739209591.2766457;-45.120503652039325
1739209591.2766616;-31.141103565318915
1739209591.2766778;-38.13080360867914
1739209591.276694;-45.120503652039325
1739209591.2767103;-38.13080360867914
1739209591.2767265;-33.981070128970906
1739209591.2767427;-38.13080360867914
1739209591.2767587;-35.57807855764607
1739209591.276775;-38.13080360867914
1739209591.276791;-38.13080360867914
1739209591.2768073;-38.13080360867914
1739209591.2768235;-35.57807855764607
1739209591.2768397;-38.13080360867914
1739209591.2768557;-38.13080360867914
1739209591.276872;-45.120503652039325
1739209591.2768881;-45.120503652039325
1739209591.2769043;-38.13080360867914
1739209591.2769206;-31.141103565318915
1739209591.2769368;-38.13080360867914
1739209591.2769527;-45.120503652039325
1739209591.276969;-38.13080360867914
1739209591.2769852;-33.981070128970906
1739209591.2770014;-33.981070128970906
1739209591.2770176;-38.13080360867914
1739209591.2770338;-38.13080360867914
1739209591.2770498;-38.13080360867914
1739209591.277066;-38.13080360867914
1739209591.2770822;-35.57807855764607
1739209591.2770984;-45.120503652039325
1739209591.2771146;-45.120503652039325
1739209591.2771308;-38.13080360867914
1739209591.2771468;-45.120503652039325
1739209591.277163;-45.120503652039325
1739209591.2771792;-33.981070128970906
1739209591.2771955;-38.13080360867914
1739209591.2772117;-45.120503652039325
1739209591.2772279;-38.13080360867914
1739209591.2772439;-32.816014438256545
1739209591.27726;-38.13080360867914
1739209591.2772763;-38.13080360867914
1739209591.2772925;-38.13080360867914
1739209591.2773087;-38.13080360867914
1739209591.277325;-38.13080360867914
1739209591.277341;-45.120503652039325
1739209591.277357;-45.120503652039325
1739209591.2773733;-38.13080360867914
1739209591.2773895;-38.13080360867914
1739209591.2774057;-38.13080360867914
1739209591.277422;-45.120503652039325
1739209591.277438;-38.13080360867914
1739209591.2774541;-33.981070128970906
1739209591.2774704;-38.13080360867914
1739209591.2774866;-38.13080360867914
1739209591.2775028;-35.57807855764607
1739209591.277519;-45.120503652039325
1739209591.277535;-45.120503652039325
1739209591.2775512;-38.13080360867914
1739209591.2775674;-28.992665084841942
1739209591.2775836;-31.141103565318915
1739209591.2775998;-45.120503652039325
1739209591.277616;-45.120503652039325
1739209591.277632;-38.13080360867914
1739209591.2776482;-38.13080360867914
1739209591.2776644;-45.120503652039325
1739209591.2776806;-38.13080360867914
1739209591.2776968;-33.981070128970906
1739209591.277713;-31.141103565318915
1739209591.277729;-33.981070128970906
1739209591.2777452;-38.13080360867914
1739209591.2777615;-38.13080360867914
1739209591.2777777;-38.13080360867914
1739209591.277794;-38.13080360867914
1739209591.2778099;-38.13080360867914
1739209591.277826;-31.141103565318915
1739209591.2778423;-30.49652367304973
1739209591.2778585;-38.13080360867914
1739209591.2778747;-38.13080360867914
1739209591.277891;-45.120503652039325
1739209591.277907;-38.13080360867914
1739209591.277923;-45.120503652039325
1739209591.2779393;-38.13080360867914
1739209591.2779555;-38.13080360867914
1739209591.2779717;-38.13080360867914
1739209591.277988;-45.120503652039325
1739209591.278004;-38.13080360867914
1739209591.2780201;-38.13080360867914
1739209591.2780364;-45.120503652039325
1739209591.2780526;-45.120503652039325
1739209591.2780688;-45.120503652039325
1739209591.278085;-45.120503652039325
1739209591.278101;-33.981070128970906
1739209591.2781172;-45.120503652039325
1739209591.2781334;-45.120503652039325
1739209591.2781496;-38.13080360867914
1739209591.2781658;-38.13080360867914
1739209591.278182;-38.13080360867914
1739209591.278198;-38.13080360867914
1739209591.2782142;-45.120503652039325
1739209591.2782304;-38.13080360867914
1739209591.2782466;-45.120503652039325
1739209591.2782629;-38.13080360867914
1739209591.278279;-38.13080360867914
1739209591.278295;-38.13080360867914
1739209591.2783113;-45.120503652039325
1739209591.2783275;-45.120503652039325
1739209591.2783437;-45.120503652039325
1739209591.27836;-28.992665084841942
1739209591.278376;-35.57807855764607
1739209591.278392;-45.120503652039325
1739209591.2784083;-35.57807855764607
1739209591.2784245;-33.981070128970906
1739209591.2784407;-35.57807855764607
1739209591.278457;-38.13080360867914
1739209591.2784731;-45.120503652039325
1739209591.278489;-32.81601443825658
1739209591.2785053;-38.13080360867914
1739209591.2785215;-38.13080360867914
1739209591.2785378;-45.120503652039325
1739209591.278554;-33.981070128970906
1739209591.2785702;-45.120503652039325
1739209591.2785861;-33.981070128970906
1739209591.2786024;-38.13080360867914
1739209591.2786186;-26.991370085610722
1739209591.2786348;-33.981070128970906
1739209591.278651;-38.13080360867914
1739209591.2786672;-35.57807855764607
1739209591.2786832;-38.13080360867914
1739209591.2786994;-45.120503652039325
1739209591.2787156;-38.13080360867914
1739209591.2787318;-35.57807855764607
1739209591.278748;-45.120503652039325
1739209591.2787642;-45.120503652039325
1739209591.2787802;-38.13080360867914
1739209591.2787964;-45.120503652039325
1739209591.2788126;-38.13080360867914
1739209591.2788289;-35.57807855764607
1739209591.278845;-38.13080360867914
1739209591.2788613;-45.120503652039325
1739209591.2788773;-30.49652367304973
1739209591.2788935;-32.816014438256545
1739209591.2789097;-45.120503652039325
1739209591.278926;-38.13080360867914
1739209591.278942;-38.13080360867914
1739209591.2789583;-45.120503652039325
1739209591.2789743;-45.120503652039325
1739209591.2789905;-35.57807855764607
1739209591.2790067;-38.13080360867914
1739209591.279023;-45.120503652039325
1739209591.2790391;-38.13080360867914
1739209591.279055;-45.120503652039325
1739209591.2790713;-38.13080360867914
1739209591.2790875;-35.57807855764607
1739209591.2791038;-45.120503652039325
1739209591.27912;-45.120503652039325
1739209591.2791362;-38.13080360867914
1739209591.2791522;-38.13080360867914
1739209591.2791684;-38.13080360867914
1739209591.2791846;-45.120503652039325
1739209591.2792008;-45.120503652039325
1739209591.279217;-38.13080360867914
1739209591.2792332;-35.57807855764607
1739209591.2792492;-38.13080360867914
1739209591.2792654;-45.120503652039325
1739209591.2792816;-38.13080360867914
1739209591.2792978;-35.57807855764607
1739209591.279314;-32.816014438256545
1739209591.2793303;-38.13080360867914
1739209591.2793462;-38.13080360867914
1739209591.2793624;-45.120503652039325
1739209591.2793787;-45.120503652039325
1739209591.2793949;-45.120503652039325
1739209591.279411;-45.120503652039325
1739209591.2794273;-38.13080360867914
1739209591.2794433;-45.120503652039325
1739209591.2794595;-45.120503652039325
1739209591.2794757;-33.981070128970906
1739209591.279492;-45.120503652039325
1739209591.279508;-45.120503652039325
1739209591.2795243;-38.13080360867914
1739209591.2795403;-38.13080360867914
1739209591.2795565;-45.120503652039325
1739209591.2795727;-38.13080360867914
1739209591.279589;-38.13080360867914
1739209591.2796052;-45.120503652039325
1739209591.2796214;-45.120503652039325
1739209591.2796373;-35.57807855764607
1739209591.2796535;-45.120503652039325
1739209591.2796698;-45.120503652039325
1739209591.279686;-45.120503652039325
1739209591.2797022;-45.120503652039325
1739209591.2797184;-38.13080360867914
1739209591.2797344;-35.57807855764607
1739209591.2797506;-45.120503652039325
1739209591.2797668;-45.120503652039325
1739209591.279783;-38.13080360867914
1739209591.2797992;-38.13080360867914
1739209591.2798154;-45.120503652039325
1739209591.2798314;-45.120503652039325
