CAN Message; 0x62:02b8ed0861277510
Timestamp;Amplitude
1739209898.946716;-35.57807855764607
1739209898.9467187;-33.981070128970906
1739209898.9467216;-45.120503652039325
1739209898.9467242;-38.13080360867914
1739209898.9467268;-35.57807855764607
1739209898.9467294;-38.13080360867914
1739209898.946732;-38.13080360867914
1739209898.9467347;-45.120503652039325
1739209898.9467375;-38.13080360867914
1739209898.9467402;-35.57807855764607
1739209898.9467428;-45.120503652039325
1739209898.9467454;-38.13080360867914
1739209898.946748;-35.57807855764607
1739209898.9467506;-38.13080360867914
1739209898.9467535;-45.120503652039325
1739209898.9467561;-45.120503652039325
1739209898.9467587;-45.120503652039325
1739209898.9467614;-45.120503652039325
1739209898.946764;-45.120503652039325
1739209898.9467666;-38.13080360867914
1739209898.9467695;-45.120503652039325
1739209898.946772;-45.120503652039325
1739209898.9467747;-38.13080360867914
1739209898.9467773;-38.13080360867914
1739209898.94678;-38.13080360867914
1739209898.9467826;-27.267205301931607
1739209898.9467854;-38.13080360867914
1739209898.946788;-38.13080360867914
1739209898.9467907;-38.13080360867914
1739209898.9467933;-35.57807855764607
1739209898.946796;-45.120503652039325
1739209898.9467986;-45.120503652039325
1739209898.9468014;-45.120503652039325
1739209898.946804;-31.14110356531892
1739209898.9468067;-35.57807855764607
1739209898.9468093;-33.981070128970906
1739209898.946812;-35.57807855764607
1739209898.9468145;-45.120503652039325
1739209898.9468174;-38.13080360867914
1739209898.94682;-38.13080360867914
1739209898.9468226;-45.120503652039325
1739209898.9468253;-31.141103565318915
1739209898.946828;-35.57807855764607
1739209898.9468305;-38.13080360867914
1739209898.9468334;-38.13080360867914
1739209898.946836;-35.57807855764607
1739209898.9468386;-38.13080360867914
1739209898.9468412;-33.981070128970906
1739209898.9468439;-45.120503652039325
1739209898.9468465;-38.13080360867914
1739209898.9468493;-35.57807855764607
1739209898.946852;-38.13080360867914
1739209898.9468546;-45.120503652039325
1739209898.9468572;-45.120503652039325
1739209898.9468598;-38.13080360867914
1739209898.9468625;-33.981070128970906
1739209898.9468653;-45.120503652039325
1739209898.946868;-38.13080360867914
1739209898.9468706;-38.13080360867914
1739209898.9468732;-38.13080360867914
1739209898.9468758;-45.120503652039325
1739209898.9468784;-38.13080360867914
1739209898.9468813;-32.816014438256545
1739209898.946884;-38.13080360867914
1739209898.9468865;-45.120503652039325
1739209898.9468892;-45.120503652039325
1739209898.9468918;-35.57807855764607
1739209898.9468944;-38.13080360867914
1739209898.9468973;-38.13080360867914
1739209898.9469;-38.13080360867914
1739209898.9469025;-38.13080360867914
1739209898.9469051;-45.120503652039325
1739209898.9469078;-38.13080360867914
1739209898.9469104;-45.120503652039325
1739209898.9469132;-32.816014438256545
1739209898.9469159;-33.981070128970906
1739209898.9469185;-45.120503652039325
1739209898.946921;-38.13080360867914
1739209898.9469237;-35.57807855764607
1739209898.9469264;-33.981070128970906
1739209898.9469292;-45.120503652039325
1739209898.9469318;-45.120503652039325
1739209898.9469345;-35.57807855764607
1739209898.946937;-38.13080360867914
1739209898.9469397;-45.120503652039325
1739209898.9469423;-45.120503652039325
1739209898.9469452;-35.57807855764607
1739209898.9469478;-38.13080360867914
1739209898.9469504;-45.120503652039325
1739209898.946953;-38.13080360867914
1739209898.9469557;-45.120503652039325
1739209898.9469583;-38.13080360867914
1739209898.9469612;-38.13080360867914
1739209898.9469638;-45.120503652039325
1739209898.9469664;-45.120503652039325
1739209898.946969;-45.120503652039325
1739209898.9469717;-45.120503652039325
1739209898.9469743;-38.13080360867914
1739209898.9469771;-45.120503652039325
1739209898.9469798;-45.120503652039325
1739209898.9469824;-38.13080360867914
1739209898.946985;-45.120503652039325
1739209898.9469876;-45.120503652039325
1739209898.9469903;-45.120503652039325
1739209898.946993;-38.13080360867914
1739209898.9469957;-35.57807855764607
1739209898.9469984;-38.13080360867914
1739209898.947001;-45.120503652039325
1739209898.9470036;-45.120503652039325
1739209898.9470062;-38.13080360867914
1739209898.947009;-45.120503652039325
1739209898.9470117;-45.120503652039325
1739209898.9470143;-45.120503652039325
1739209898.947017;-45.120503652039325
1739209898.9470196;-33.981070128970906
1739209898.9470222;-38.13080360867914
1739209898.947025;-38.13080360867914
1739209898.9470277;-38.13080360867914
1739209898.9470303;-35.57807855764607
1739209898.947033;-35.57807855764607
1739209898.9470356;-38.13080360867914
1739209898.9470382;-35.57807855764607
1739209898.947041;-38.13080360867914
1739209898.9470437;-45.120503652039325
1739209898.9470463;-45.120503652039325
1739209898.947049;-38.13080360867914
1739209898.9470515;-38.13080360867914
1739209898.9470544;-38.13080360867914
1739209898.947057;-45.120503652039325
1739209898.9470596;-45.120503652039325
1739209898.9470623;-38.13080360867914
1739209898.9470649;-38.13080360867914
1739209898.9470675;-45.120503652039325
1739209898.9470704;-45.120503652039325
1739209898.947073;-33.981070128970906
1739209898.9470756;-38.13080360867914
1739209898.9470782;-38.13080360867914
1739209898.9470809;-33.981070128970906
1739209898.9470835;-38.13080360867914
1739209898.9470863;-45.120503652039325
1739209898.947089;-45.120503652039325
1739209898.9470916;-45.120503652039325
1739209898.9470942;-45.120503652039325
1739209898.9470968;-45.120503652039325
1739209898.9470994;-45.120503652039325
1739209898.9471023;-45.120503652039325
1739209898.947105;-45.120503652039325
1739209898.9471076;-45.120503652039325
1739209898.9471102;-45.120503652039325
1739209898.9471128;-38.13080360867914
1739209898.9471154;-35.57807855764607
1739209898.9471183;-45.120503652039325
1739209898.947121;-38.13080360867914
1739209898.9471235;-38.13080360867914
1739209898.9471262;-38.13080360867914
1739209898.9471288;-33.981070128970906
1739209898.9471314;-45.120503652039325
1739209898.9471343;-45.120503652039325
1739209898.9471369;-45.120503652039325
1739209898.9471395;-38.13080360867914
1739209898.9471421;-38.13080360867914
1739209898.9471447;-45.120503652039325
1739209898.9471474;-38.13080360867914
1739209898.9471502;-45.120503652039325
1739209898.9471529;-45.120503652039325
1739209898.9471555;-38.13080360867914
1739209898.947158;-35.57807855764607
1739209898.9471607;-45.120503652039325
1739209898.9471633;-38.13080360867914
1739209898.9471662;-38.13080360867914
1739209898.9471688;-45.120503652039325
1739209898.9471714;-38.13080360867914
1739209898.947174;-35.57807855764607
1739209898.9471767;-38.13080360867914
1739209898.9471793;-45.120503652039325
1739209898.9471822;-45.120503652039325
1739209898.9471848;-38.13080360867914
1739209898.9471874;-45.120503652039325
1739209898.94719;-38.13080360867914
1739209898.9471927;-35.57807855764607
1739209898.9471953;-38.13080360867914
1739209898.9471982;-45.120503652039325
1739209898.9472008;-35.57807855764607
1739209898.9472034;-38.13080360867914
1739209898.947206;-35.57807855764607
1739209898.9472086;-45.120503652039325
1739209898.9472113;-38.13080360867914
1739209898.9472141;-32.816014438256545
1739209898.9472167;-38.13080360867914
1739209898.9472194;-38.13080360867914
1739209898.947222;-38.13080360867914
1739209898.9472246;-38.13080360867914
1739209898.9472272;-35.57807855764607
1739209898.94723;-38.13080360867914
1739209898.9472327;-45.120503652039325
1739209898.9472353;-38.13080360867914
1739209898.947238;-45.120503652039325
1739209898.9472406;-45.120503652039325
1739209898.9472432;-35.57807855764607
1739209898.947246;-45.120503652039325
1739209898.9472487;-45.120503652039325
1739209898.9472513;-38.13080360867914
1739209898.947254;-45.120503652039325
1739209898.9472566;-38.13080360867914
1739209898.9472592;-35.57807855764607
1739209898.947262;-45.120503652039325
1739209898.9472647;-38.13080360867914
1739209898.9472673;-33.981070128970906
1739209898.94727;-45.120503652039325
1739209898.9472725;-38.13080360867914
1739209898.9472752;-45.120503652039325
1739209898.947278;-45.120503652039325
1739209898.9472806;-35.57807855764607
1739209898.9472833;-38.13080360867914
1739209898.947286;-38.13080360867914
1739209898.9472885;-45.120503652039325
1739209898.9472911;-35.57807855764607
1739209898.947294;-38.13080360867914
1739209898.9472966;-38.13080360867914
1739209898.9472992;-38.13080360867914
1739209898.9473019;-38.13080360867914
1739209898.9473045;-38.13080360867914
1739209898.947307;-38.13080360867914
1739209898.94731;-33.981070128970906
1739209898.9473126;-45.120503652039325
1739209898.9473152;-45.120503652039325
1739209898.9473178;-38.13080360867914
1739209898.9473205;-31.141103565318915
1739209898.947323;-38.13080360867914
1739209898.947326;-38.13080360867914
1739209898.9473286;-38.13080360867914
1739209898.9473312;-45.120503652039325
1739209898.9473338;-38.13080360867914
1739209898.9473364;-38.13080360867914
1739209898.947339;-45.120503652039325
1739209898.947342;-27.877744956031414
1739209898.9473445;-38.13080360867914
1739209898.9473472;-45.120503652039325
1739209898.9473498;-35.57807855764607
1739209898.9473524;-38.13080360867914
1739209898.947355;-38.13080360867914
1739209898.947358;-38.13080360867914
1739209898.9473605;-45.120503652039325
1739209898.9473631;-31.141103565318915
1739209898.9473658;-32.816014438256545
1739209898.9473684;-45.120503652039325
1739209898.947371;-35.57807855764607
1739209898.9473739;-38.13080360867914
1739209898.9473765;-38.13080360867914
1739209898.947379;-45.120503652039325
1739209898.9473817;-38.13080360867914
1739209898.9473844;-28.992665084841942
1739209898.947387;-33.981070128970906
1739209898.9473898;-38.13080360867914
1739209898.9473925;-38.13080360867914
1739209898.947395;-38.13080360867914
1739209898.9473977;-45.120503652039325
1739209898.9474003;-45.120503652039325
1739209898.9474032;-45.120503652039325
1739209898.9474058;-33.981070128970906
1739209898.9474084;-38.13080360867914
1739209898.947411;-45.120503652039325
1739209898.9474137;-35.57807855764607
1739209898.9474163;-38.13080360867914
1739209898.9474192;-45.120503652039325
1739209898.9474218;-45.120503652039325
1739209898.9474244;-45.120503652039325
1739209898.947427;-38.13080360867914
1739209898.9474297;-35.57807855764607
1739209898.9474323;-45.120503652039325
1739209898.9474351;-45.120503652039325
1739209898.9474378;-35.57807855764607
1739209898.9474404;-45.120503652039325
1739209898.947443;-45.120503652039325
1739209898.9474456;-38.13080360867914
1739209898.9474483;-38.13080360867914
1739209898.947451;-45.120503652039325
1739209898.9474537;-35.57807855764607
1739209898.9474564;-35.57807855764607
1739209898.947459;-38.13080360867914
1739209898.9474616;-38.13080360867914
1739209898.9474642;-38.13080360867914
1739209898.947467;-38.13080360867914
1739209898.9474697;-45.120503652039325
1739209898.9474723;-45.120503652039325
1739209898.947475;-45.120503652039325
1739209898.9474776;-45.120503652039325
1739209898.9474802;-45.120503652039325
1739209898.947483;-45.120503652039325
1739209898.9474857;-33.981070128970906
1739209898.9474883;-38.13080360867914
1739209898.947491;-35.57807855764607
1739209898.9474936;-33.981070128970906
1739209898.9474962;-38.13080360867914
1739209898.947499;-45.120503652039325
1739209898.9475017;-33.981070128970906
1739209898.9475043;-30.49652367304973
1739209898.947507;-38.13080360867914
1739209898.9475095;-45.120503652039325
1739209898.9475121;-45.120503652039325
1739209898.947515;-33.981070128970956
1739209898.9475176;-45.120503652039325
1739209898.9475203;-45.120503652039325
1739209898.9475229;-45.120503652039325
1739209898.9475255;-38.13080360867914
1739209898.9475281;-35.57807855764607
1739209898.947531;-45.120503652039325
1739209898.9475336;-33.981070128970906
1739209898.9475362;-25.252786309376837
1739209898.9475389;-38.13080360867914
1739209898.9475415;-45.120503652039325
1739209898.947544;-38.13080360867914
1739209898.947547;-38.13080360867914
1739209898.9475496;-45.120503652039325
1739209898.9475522;-45.120503652039325
1739209898.9475548;-45.120503652039325
1739209898.9475574;-33.981070128970956
1739209898.94756;-45.120503652039325
1739209898.947563;-45.120503652039325
1739209898.9475656;-45.120503652039325
1739209898.9475682;-38.13080360867914
1739209898.9475708;-33.981070128970906
1739209898.9475734;-45.120503652039325
1739209898.947576;-35.57807855764607
1739209898.947579;-27.8777449560314
1739209898.9475815;-38.13080360867914
1739209898.9475842;-45.120503652039325
1739209898.9475868;-45.120503652039325
1739209898.9475894;-45.120503652039325
1739209898.947592;-45.120503652039325
1739209898.947595;-45.120503652039325
1739209898.9475975;-45.120503652039325
1739209898.9476001;-45.120503652039325
1739209898.9476027;-38.13080360867914
1739209898.9476054;-45.120503652039325
1739209898.947608;-45.120503652039325
1739209898.9476109;-35.57807855764607
1739209898.9476135;-35.57807855764607
1739209898.947616;-45.120503652039325
1739209898.9476187;-45.120503652039325
1739209898.9476213;-32.816014438256545
1739209898.947624;-38.13080360867914
1739209898.9476268;-45.120503652039325
1739209898.9476295;-45.120503652039325
1739209898.947632;-38.13080360867914
1739209898.9476347;-45.120503652039325
1739209898.9476373;-45.120503652039325
1739209898.94764;-45.120503652039325
1739209898.9476428;-45.120503652039325
1739209898.9476454;-38.13080360867914
1739209898.947648;-38.13080360867914
1739209898.9476507;-45.120503652039325
1739209898.9476533;-32.816014438256545
1739209898.947656;-35.57807855764607
1739209898.9476588;-45.120503652039325
1739209898.9476614;-45.120503652039325
1739209898.947664;-38.13080360867914
1739209898.9476666;-45.120503652039325
1739209898.9476693;-45.120503652039325
1739209898.947672;-45.120503652039325
1739209898.9476748;-45.120503652039325
1739209898.9476774;-45.120503652039325
1739209898.94768;-45.120503652039325
1739209898.9476826;-45.120503652039325
1739209898.9476852;-35.57807855764607
1739209898.9476879;-38.13080360867914
1739209898.9476907;-45.120503652039325
1739209898.9476933;-38.13080360867914
1739209898.947696;-38.13080360867914
1739209898.9476986;-35.57807855764607
