CAN Message; 0x1a7:0000b8c7831576df
1739209683.8099563;-35.57807855764607
1739209683.8099613;-45.120503652039325
1739209683.8099663;-38.13080360867914
1739209683.8099716;-35.57807855764607
1739209683.8099766;-38.13080360867914
1739209683.8099818;-45.120503652039325
1739209683.8099868;-45.120503652039325
1739209683.8099918;-32.816014438256545
1739209683.809997;-38.13080360867914
1739209683.810002;-45.120503652039325
1739209683.8100073;-38.13080360867914
1739209683.8100123;-38.13080360867914
1739209683.8100173;-45.120503652039325
1739209683.8100226;-45.120503652039325
1739209683.8100276;-45.120503652039325
1739209683.8100328;-45.120503652039325
1739209683.8100379;-38.13080360867914
1739209683.8100429;-32.816014438256545
1739209683.810048;-38.13080360867914
1739209683.810053;-28.21854285175415
1739209683.8100584;-30.49652367304973
1739209683.8100634;-45.120503652039325
1739209683.8100684;-45.120503652039325
1739209683.8100736;-45.120503652039325
1739209683.8100786;-45.120503652039325
1739209683.8100839;-45.120503652039325
1739209683.8100889;-45.120503652039325
1739209683.8100939;-45.120503652039325
1739209683.8100991;-38.13080360867914
1739209683.8101041;-45.120503652039325
1739209683.8101094;-33.981070128970906
1739209683.8101144;-31.141103565318915
1739209683.8101194;-45.120503652039325
1739209683.8101246;-32.816014438256545
1739209683.8101296;-38.13080360867914
1739209683.810135;-45.120503652039325
1739209683.81014;-45.120503652039325
1739209683.810145;-35.57807855764607
1739209683.8101501;-45.120503652039325
1739209683.8101552;-38.13080360867914
1739209683.8101604;-45.120503652039325
1739209683.8101654;-45.120503652039325
1739209683.8101704;-35.57807855764607
1739209683.8101757;-38.13080360867914
1739209683.8101807;-45.120503652039325
1739209683.810186;-45.120503652039325
1739209683.810191;-38.13080360867914
1739209683.810196;-38.13080360867914
1739209683.8102012;-45.120503652039325
1739209683.8102062;-38.13080360867914
1739209683.8102114;-45.120503652039325
1739209683.8102164;-38.13080360867914
1739209683.8102214;-38.13080360867914
1739209683.8102267;-45.120503652039325
1739209683.8102317;-45.120503652039325
1739209683.810237;-33.981070128970906
1739209683.810242;-31.141103565318915
1739209683.810247;-45.120503652039325
1739209683.8102522;-38.13080360867914
1739209683.8102572;-38.13080360867914
1739209683.8102622;-45.120503652039325
1739209683.8102674;-45.120503652039325
1739209683.8102725;-45.120503652039325
1739209683.8102777;-45.120503652039325
1739209683.8102827;-45.120503652039325
1739209683.8102877;-45.120503652039325
1739209683.810293;-38.13080360867914
1739209683.810298;-38.13080360867914
1739209683.8103032;-38.13080360867914
1739209683.8103082;-38.13080360867914
1739209683.8103132;-38.13080360867914
1739209683.8103185;-33.981070128970906
1739209683.8103235;-45.120503652039325
1739209683.8103287;-38.13080360867914
1739209683.8103337;-45.120503652039325
1739209683.8103387;-32.816014438256545
1739209683.810344;-38.13080360867914
1739209683.810349;-45.120503652039325
1739209683.8103542;-45.120503652039325
1739209683.8103592;-38.13080360867914
1739209683.8103642;-35.57807855764607
1739209683.8103695;-38.13080360867914
1739209683.8103745;-38.13080360867914
1739209683.8103797;-45.120503652039325
1739209683.8103848;-35.57807855764607
1739209683.8103898;-38.13080360867914
1739209683.810395;-38.13080360867914
1739209683.8104;-45.120503652039325
1739209683.8104053;-45.120503652039325
1739209683.8104103;-35.57807855764607
1739209683.8104153;-38.13080360867914
1739209683.8104205;-45.120503652039325
1739209683.8104255;-35.57807855764607
1739209683.8104308;-38.13080360867914
1739209683.8104358;-45.120503652039325
1739209683.8104408;-38.13080360867914
1739209683.810446;-35.57807855764607
1739209683.810451;-35.57807855764607
1739209683.8104563;-38.13080360867914
1739209683.8104613;-45.120503652039325
1739209683.8104663;-35.57807855764607
1739209683.8104715;-38.13080360867914
1739209683.8104765;-45.120503652039325
1739209683.8104818;-45.120503652039325
1739209683.8104868;-45.120503652039325
1739209683.8104918;-45.120503652039325
1739209683.810497;-33.981070128970906
1739209683.810502;-45.120503652039325
1739209683.8105073;-35.57807855764607
1739209683.8105123;-38.13080360867914
1739209683.8105173;-45.120503652039325
1739209683.8105226;-38.13080360867914
1739209683.8105276;-38.13080360867914
1739209683.8105328;-45.120503652039325
1739209683.8105378;-45.120503652039325
1739209683.8105428;-38.13080360867914
1739209683.810548;-28.992665084841942
1739209683.810553;-45.120503652039325
1739209683.8105583;-38.13080360867914
1739209683.8105633;-38.13080360867914
1739209683.8105683;-38.13080360867914
1739209683.8105736;-45.120503652039325
1739209683.8105786;-45.120503652039325
1739209683.8105838;-45.120503652039325
1739209683.8105888;-32.81601443825658
1739209683.8105938;-38.13080360867914
1739209683.810599;-38.13080360867914
1739209683.810604;-45.120503652039325
1739209683.8106093;-45.120503652039325
1739209683.8106143;-38.13080360867914
1739209683.8106194;-38.13080360867914
1739209683.8106246;-38.13080360867914
1739209683.8106296;-27.267205301931607
1739209683.8106349;-35.57807855764607
1739209683.8106399;-35.57807855764607
1739209683.8106449;-38.13080360867914
1739209683.81065;-38.13080360867914
1739209683.810655;-38.13080360867914
1739209683.8106604;-38.13080360867914
1739209683.8106654;-45.120503652039325
1739209683.8106704;-38.13080360867914
1739209683.8106756;-38.13080360867914
1739209683.8106806;-38.13080360867914
1739209683.8106859;-35.57807855764607
1739209683.8106909;-38.13080360867914
1739209683.810696;-45.120503652039325
1739209683.8107011;-45.120503652039325
1739209683.8107061;-45.120503652039325
1739209683.8107114;-33.981070128970906
1739209683.8107164;-45.120503652039325
1739209683.8107214;-38.13080360867914
1739209683.8107266;-35.57807855764607
1739209683.8107316;-33.981070128970906
1739209683.810737;-45.120503652039325
1739209683.810742;-45.120503652039325
1739209683.810747;-45.120503652039325
1739209683.8107522;-45.120503652039325
1739209683.8107572;-45.120503652039325
1739209683.8107624;-38.13080360867914
1739209683.8107674;-35.57807855764607
1739209683.8107724;-45.120503652039325
1739209683.8107777;-38.13080360867914
1739209683.8107827;-35.57807855764607
1739209683.810788;-35.57807855764607
1739209683.810793;-33.981070128970906
1739209683.810798;-33.981070128970906
1739209683.8108032;-45.120503652039325
1739209683.8108082;-45.120503652039325
1739209683.8108134;-38.13080360867914
1739209683.8108184;-35.57807855764607
1739209683.8108234;-38.13080360867914
1739209683.8108287;-35.57807855764607
1739209683.8108337;-33.981070128970906
1739209683.810839;-38.13080360867914
1739209683.810844;-38.13080360867914
1739209683.810849;-45.120503652039325
1739209683.8108542;-38.13080360867914
1739209683.8108592;-35.57807855764607
1739209683.8108644;-38.13080360867914
1739209683.8108695;-45.120503652039325
1739209683.8108745;-31.141103565318915
1739209683.8108797;-33.981070128970906
1739209683.8108847;-45.120503652039325
1739209683.81089;-35.57807855764607
1739209683.810895;-38.13080360867914
1739209683.8109;-45.120503652039325
1739209683.8109052;-45.120503652039325
1739209683.8109102;-33.981070128970906
1739209683.8109155;-35.57807855764607
1739209683.8109205;-35.57807855764607
1739209683.8109255;-35.57807855764607
1739209683.8109307;-38.13080360867914
1739209683.8109357;-38.13080360867914
1739209683.810941;-35.57807855764607
1739209683.810946;-38.13080360867914
1739209683.810951;-45.120503652039325
1739209683.8109562;-33.981070128970906
1739209683.8109612;-33.981070128970906
1739209683.8109665;-45.120503652039325
1739209683.8109715;-33.981070128970906
1739209683.8109765;-45.120503652039325
1739209683.8109818;-38.13080360867914
1739209683.8109868;-38.13080360867914
1739209683.810992;-45.120503652039325
1739209683.810997;-45.120503652039325
1739209683.811002;-45.120503652039325
1739209683.8110073;-45.120503652039325
1739209683.8110123;-45.120503652039325
1739209683.8110175;-38.13080360867914
1739209683.8110225;-33.981070128970906
1739209683.8110275;-33.981070128970906
1739209683.8110328;-45.120503652039325
1739209683.8110378;-45.120503652039325
1739209683.811043;-38.13080360867914
1739209683.811048;-38.13080360867914
1739209683.811053;-45.120503652039325
1739209683.8110583;-45.120503652039325
1739209683.8110633;-38.13080360867914
1739209683.8110685;-38.13080360867914
1739209683.8110735;-45.120503652039325
1739209683.8110785;-38.13080360867914
1739209683.8110838;-38.13080360867914
1739209683.8110888;-45.120503652039325
1739209683.811094;-45.120503652039325
1739209683.811099;-38.13080360867914
1739209683.811104;-38.13080360867914
1739209683.8111093;-38.13080360867914
1739209683.8111143;-38.13080360867914
1739209683.8111196;-45.120503652039325
1739209683.8111246;-38.13080360867914
1739209683.8150024;-38.13080360867914
1739209683.8150039;-38.13080360867914
1739209683.8150053;-31.141103565318915
1739209683.8150065;-38.13080360867914
1739209683.815008;-38.13080360867914
1739209683.8150094;-45.120503652039325
1739209683.8150108;-45.120503652039325
1739209683.8150122;-38.13080360867914
1739209683.8150136;-38.13080360867914
1739209683.815015;-45.120503652039325
1739209683.8150163;-31.14110356531892
1739209683.8150177;-38.13080360867914
1739209683.8150191;-38.13080360867914
1739209683.8150206;-45.120503652039325
1739209683.815022;-35.57807855764607
1739209683.8150234;-38.13080360867914
1739209683.8150246;-33.981070128970906
1739209683.815026;-45.120503652039325
1739209683.8150275;-33.981070128970906
1739209683.815029;-38.13080360867914
1739209683.8150303;-38.13080360867914
1739209683.8150318;-38.13080360867914
1739209683.8150332;-38.13080360867914
1739209683.8150344;-35.57807855764607
1739209683.8150358;-38.13080360867914
1739209683.8150373;-45.120503652039325
1739209683.8150387;-29.438486411369347
1739209683.81504;-31.141103565318915
1739209683.8150415;-33.981070128970906
1739209683.815043;-38.13080360867914
1739209683.8150442;-38.13080360867914
1739209683.8150456;-45.120503652039325
1739209683.815047;-45.120503652039325
1739209683.8150485;-45.120503652039325
1739209683.81505;-31.141103565318915
1739209683.8150513;-38.13080360867914
1739209683.8150527;-38.13080360867914
1739209683.815054;-45.120503652039325
1739209683.8150554;-38.13080360867914
1739209683.8150568;-38.13080360867914
1739209683.8150582;-45.120503652039325
1739209683.8150597;-38.13080360867914
1739209683.815061;-45.120503652039325
1739209683.8150625;-38.13080360867914
1739209683.8150637;-38.13080360867914
1739209683.8150651;-38.13080360867914
1739209683.8150666;-45.120503652039325
1739209683.815068;-35.57807855764607
1739209683.8150694;-38.13080360867914
1739209683.8150709;-45.120503652039325
1739209683.815072;-33.981070128970906
1739209683.8150735;-33.981070128970906
1739209683.815075;-38.13080360867914
1739209683.8150764;-45.120503652039325
1739209683.8150778;-35.57807855764607
1739209683.8150792;-35.57807855764607
1739209683.8150806;-38.13080360867914
1739209683.8150818;-45.120503652039325
1739209683.8150833;-38.13080360867914
1739209683.8150847;-38.13080360867914
1739209683.8150861;-38.13080360867914
1739209683.8150876;-45.120503652039325
1739209683.815089;-45.120503652039325
1739209683.8150904;-35.57807855764607
1739209683.8150916;-38.13080360867914
1739209683.815093;-45.120503652039325
1739209683.8150945;-31.141103565318915
1739209683.815096;-28.992665084841942
1739209683.8150973;-38.13080360867914
1739209683.8150988;-35.57807855764607
1739209683.8151002;-32.816014438256545
1739209683.8151014;-45.120503652039325
1739209683.8151028;-38.13080360867914
1739209683.8151042;-38.13080360867914
1739209683.8151057;-38.13080360867914
1739209683.815107;-35.57807855764607
1739209683.8151085;-38.13080360867914
1739209683.8151097;-35.57807855764607
1739209683.8151112;-38.13080360867914
1739209683.8151126;-45.120503652039325
1739209683.815114;-45.120503652039325
1739209683.8151155;-38.13080360867914
1739209683.815117;-32.816014438256545
1739209683.8151183;-38.13080360867914
1739209683.8151195;-45.120503652039325
1739209683.815121;-38.13080360867914
1739209683.8151224;-45.120503652039325
1739209683.8151238;-45.120503652039325
1739209683.8151252;-38.13080360867914
1739209683.8151267;-38.13080360867914
1739209683.815128;-38.13080360867914
1739209683.8151293;-45.120503652039325
1739209683.8151307;-45.120503652039325
1739209683.8151321;-45.120503652039325
1739209683.8151336;-45.120503652039325
1739209683.815135;-45.120503652039325
1739209683.8151364;-45.120503652039325
1739209683.8151379;-38.13080360867914
1739209683.815139;-45.120503652039325
1739209683.8151405;-45.120503652039325
1739209683.815142;-45.120503652039325
1739209683.8151433;-38.13080360867914
1739209683.8151448;-38.13080360867914
1739209683.8151462;-38.13080360867914
1739209683.8151476;-38.13080360867914
1739209683.8151488;-45.120503652039325
1739209683.8151503;-38.13080360867914
1739209683.8151517;-38.13080360867914
1739209683.8151531;-45.120503652039325
1739209683.8151546;-38.13080360867914
1739209683.815156;-38.13080360867914
1739209683.8151572;-38.13080360867914
1739209683.8151586;-45.120503652039325
1739209683.81516;-38.13080360867914
1739209683.8151615;-45.120503652039325
1739209683.815163;-45.120503652039325
1739209683.8151643;-33.981070128970906
1739209683.8151658;-45.120503652039325
1739209683.815167;-45.120503652039325
1739209683.8151684;-32.816014438256545
1739209683.8151698;-38.13080360867914
1739209683.8151712;-45.120503652039325
1739209683.8151727;-38.13080360867914
1739209683.815174;-30.49652367304973
1739209683.8151755;-45.120503652039325
1739209683.8151767;-45.120503652039325
1739209683.8151782;-38.13080360867914
1739209683.8151796;-30.49652367304973
1739209683.815181;-45.120503652039325
1739209683.8151824;-45.120503652039325
1739209683.8151839;-45.120503652039325
1739209683.8151853;-45.120503652039325
1739209683.8151865;-38.13080360867914
1739209683.815188;-45.120503652039325
1739209683.8151894;-45.120503652039325
1739209683.8151908;-32.816014438256545
1739209683.8151922;-38.13080360867914
1739209683.8151937;-45.120503652039325
1739209683.815195;-45.120503652039325
1739209683.8151963;-35.57807855764607
1739209683.8151977;-32.816014438256545
1739209683.8151991;-45.120503652039325
1739209683.8152006;-45.120503652039325
1739209683.815202;-45.120503652039325
1739209683.8152034;-33.981070128970906
1739209683.8152046;-38.13080360867914
1739209683.815206;-38.13080360867914
1739209683.8152075;-38.13080360867914
1739209683.815209;-45.120503652039325
1739209683.8152103;-45.120503652039325
1739209683.8152118;-45.120503652039325
1739209683.8152132;-38.13080360867914
1739209683.8152144;-38.13080360867914
1739209683.8152158;-45.120503652039325
1739209683.8152173;-45.120503652039325
1739209683.8152187;-45.120503652039325
1739209683.81522;-33.981070128970906
1739209683.8152215;-38.13080360867914
1739209683.815223;-38.13080360867914
1739209683.8152242;-45.120503652039325
1739209683.8152256;-33.981070128970906
1739209683.815227;-33.981070128970906
1739209683.8152285;-33.981070128970906
1739209683.81523;-38.13080360867914
1739209683.8152313;-32.816014438256545
1739209683.8152328;-38.13080360867914
1739209683.815234;-45.120503652039325
1739209683.8152354;-45.120503652039325
1739209683.8152368;-38.13080360867914
1739209683.8152382;-38.13080360867914
1739209683.8152397;-45.120503652039325
1739209683.815241;-45.120503652039325
1739209683.8152423;-38.13080360867914
1739209683.8152437;-45.120503652039325
1739209683.8152452;-38.13080360867914
1739209683.8152466;-35.57807855764607
1739209683.815248;-33.981070128970906
1739209683.8152494;-45.120503652039325
1739209683.8152509;-45.120503652039325
1739209683.815252;-35.57807855764607
1739209683.8152535;-45.120503652039325
1739209683.815255;-45.120503652039325
1739209683.8152564;-38.13080360867914
1739209683.8152578;-38.13080360867914
1739209683.8152592;-45.120503652039325
1739209683.8152606;-45.120503652039325
1739209683.8152618;-38.13080360867914
1739209683.8152633;-38.13080360867914
1739209683.8152647;-33.981070128970906
1739209683.8152661;-45.120503652039325
1739209683.8152676;-45.120503652039325
1739209683.815269;-31.141103565318893
1739209683.8152704;-33.981070128970906
1739209683.8152716;-45.120503652039325
1739209683.815273;-38.13080360867914
1739209683.8152745;-35.57807855764607
1739209683.815276;-33.981070128970906
1739209683.8152773;-38.13080360867914
1739209683.8152788;-33.981070128970906
1739209683.8152802;-38.13080360867914
1739209683.8152814;-45.120503652039325
1739209683.8152828;-45.120503652039325
1739209683.8152843;-45.120503652039325
1739209683.8152857;-35.57807855764607
1739209683.815287;-31.141103565318915
1739209683.8152885;-45.120503652039325
1739209683.8152897;-45.120503652039325
1739209683.8152912;-35.57807855764607
1739209683.8152926;-33.981070128970906
1739209683.815294;-45.120503652039325
1739209683.8152955;-45.120503652039325
1739209683.815297;-35.57807855764607
1739209683.8152983;-26.991370085610722
1739209683.8152995;-38.13080360867914
1739209683.815301;-38.13080360867914
1739209683.8153024;-38.13080360867914
1739209683.8153038;-31.141103565318915
1739209683.8153052;-45.120503652039325
1739209683.8153067;-45.120503652039325
1739209683.815308;-32.816014438256545
1739209683.8153093;-32.816014438256545
1739209683.8153107;-38.13080360867914
1739209683.8153121;-45.120503652039325
1739209683.8153136;-45.120503652039325
1739209683.815315;-38.13080360867914
1739209683.8153164;-38.13080360867914
1739209683.8153179;-38.13080360867914
1739209683.815319;-38.13080360867914
1739209683.8153205;-38.13080360867914
1739209683.815322;-45.120503652039325
1739209683.8153234;-45.120503652039325
1739209683.8153248;-32.816014438256545
1739209683.8153262;-38.13080360867914
1739209683.8153274;-45.120503652039325
1739209683.8153288;-45.120503652039325
1739209683.8153303;-38.13080360867914
1739209683.8153317;-38.13080360867914
1739209683.8153331;-45.120503652039325
1739209683.8153346;-45.120503652039325
1739209683.815336;-38.13080360867914
1739209683.8153372;-45.120503652039325
1739209683.8153386;-38.13080360867914
1739209683.81534;-38.13080360867914
1739209683.8153415;-38.13080360867914
1739209683.815343;-33.981070128970906
1739209683.8153443;-33.981070128970906
1739209683.8153458;-38.13080360867914
1739209683.815347;-38.13080360867914
1739209683.8153484;-45.120503652039325
1739209683.8153498;-45.120503652039325
1739209683.8153512;-45.120503652039325
1739209683.8153527;-45.120503652039325
1739209683.815354;-38.13080360867914
1739209683.8153555;-38.13080360867914
1739209683.8153567;-38.13080360867914
1739209683.8153582;-38.13080360867914
1739209683.8153596;-45.120503652039325
1739209683.815361;-38.13080360867914
1739209683.8153625;-45.120503652039325
1739209683.815364;-38.13080360867914
1739209683.8153653;-35.57807855764607
1739209683.8153665;-38.13080360867914
1739209683.815368;-45.120503652039325
1739209683.8153694;-35.57807855764607
1739209683.8153708;-35.57807855764607
1739209683.8153722;-38.13080360867914
1739209683.8153737;-45.120503652039325
1739209683.8153749;-35.57807855764607
1739209683.8153763;-38.13080360867914
1739209683.8153777;-38.13080360867914
1739209683.8153791;-45.120503652039325
1739209683.8153806;-45.120503652039325
1739209683.815382;-45.120503652039325
1739209683.8153834;-45.120503652039325
1739209683.8153846;-38.13080360867914
1739209683.815386;-45.120503652039325
1739209683.8153875;-35.57807855764607
1739209683.815389;-30.49652367304973
1739209683.8153903;-38.13080360867914
1739209683.8153918;-45.120503652039325
1739209683.8153932;-38.13080360867914
1739209683.8153944;-38.13080360867914
1739209683.8153958;-45.120503652039325
1739209683.8153973;-45.120503652039325
1739209683.8153987;-45.120503652039325
1739209683.8154001;-38.13080360867914
1739209683.8154016;-45.120503652039325
1739209683.815403;-45.120503652039325
1739209683.8154042;-45.120503652039325
1739209683.8154056;-45.120503652039325
1739209683.815407;-33.981070128970906
1739209683.8154085;-38.13080360867914
1739209683.81541;-38.13080360867914
1739209683.8154113;-32.816014438256545
1739209683.8154125;-38.13080360867914
1739209683.815414;-45.120503652039325
1739209683.8154154;-35.57807855764607
1739209683.8154168;-35.57807855764607
1739209683.8154182;-38.13080360867914
1739209683.8154197;-45.120503652039325
1739209683.815421;-45.120503652039325
1739209683.8154223;-35.57807855764607
1739209683.8154237;-38.13080360867914
1739209683.8154252;-45.120503652039325
1739209683.8154266;-38.13080360867914
1739209683.815428;-35.57807855764607
1739209683.8154294;-38.13080360867914
1739209683.8154309;-45.120503652039325
1739209683.815432;-45.120503652039325
1739209683.8154335;-45.120503652039325
1739209683.815435;-45.120503652039325
1739209683.8154364;-45.120503652039325
1739209683.8154378;-38.13080360867914
1739209683.8154392;-38.13080360867914
1739209683.8154407;-38.13080360867914
1739209683.8154418;-45.120503652039325
1739209683.8154433;-38.13080360867914
1739209683.8154447;-35.57807855764607
1739209683.8154461;-38.13080360867914
1739209683.8154476;-45.120503652039325
1739209683.815449;-38.13080360867914
1739209683.8154504;-32.816014438256545
1739209683.8154516;-38.13080360867914
1739209683.815453;-38.13080360867914
1739209683.8154545;-45.120503652039325
1739209683.815456;-38.13080360867914
1739209683.8154573;-38.13080360867914
1739209683.8154588;-32.816014438256545
1739209683.81546;-38.13080360867914
1739209683.8154614;-45.120503652039325
1739209683.8154628;-33.981070128970906
1739209683.8154643;-45.120503652039325
1739209683.8154657;-45.120503652039325
1739209683.8154671;-35.57807855764607
1739209683.8154685;-38.13080360867914
1739209683.8154697;-45.120503652039325
1739209683.8154712;-38.13080360867914
1739209683.8154726;-45.120503652039325
1739209683.815474;-45.120503652039325
1739209683.8154755;-35.57807855764607
1739209683.815477;-35.57807855764607
1739209683.8154783;-45.120503652039325
1739209683.8154795;-45.120503652039325
1739209683.815481;-45.120503652039325
1739209683.8154824;-38.13080360867914
1739209683.8154838;-45.120503652039325
1739209683.8154852;-45.120503652039325
1739209683.8154867;-45.120503652039325
1739209683.815488;-38.13080360867914
1739209683.8154893;-45.120503652039325
1739209683.8154907;-38.13080360867914
1739209683.8154922;-38.13080360867914
1739209683.8154936;-38.13080360867914
1739209683.815495;-45.120503652039325
1739209683.8154964;-38.13080360867914
1739209683.8154979;-45.120503652039325
1739209683.815499;-45.120503652039325
1739209683.8155005;-45.120503652039325
1739209683.815502;-45.120503652039325
1739209683.8155034;-38.13080360867914
1739209683.8155048;-35.57807855764607
1739209683.8155062;-35.57807855764607
1739209683.8155074;-38.13080360867914
1739209683.8155088;-45.120503652039325
1739209683.8155103;-45.120503652039325
1739209683.8155117;-35.57807855764607
1739209683.8155131;-32.816014438256545
1739209683.8155146;-38.13080360867914
1739209683.815516;-38.13080360867914
1739209683.8155172;-38.13080360867914
1739209683.8155186;-38.13080360867914
1739209683.81552;-38.13080360867914
1739209683.8155215;-35.57807855764607
1739209683.815523;-45.120503652039325
1739209683.8155243;-38.13080360867914
1739209683.8155258;-38.13080360867914
1739209683.815527;-38.13080360867914
1739209683.8155284;-45.120503652039325
1739209683.8155298;-38.13080360867914
1739209683.8155313;-38.13080360867914
1739209683.8155327;-38.13080360867914
1739209683.815534;-45.120503652039325
1739209683.8155355;-38.13080360867914
1739209683.8155367;-45.120503652039325
1739209683.8155382;-38.13080360867914
1739209683.8155396;-38.13080360867914
1739209683.815541;-35.57807855764607
1739209683.8155425;-38.13080360867914
1739209683.815544;-35.57807855764607
1739209683.815545;-45.120503652039325
1739209683.8155465;-33.981070128970906
1739209683.815548;-38.13080360867914
1739209683.8155494;-45.120503652039325
1739209683.8155508;-45.120503652039325
1739209683.8155522;-35.57807855764607
1739209683.8155537;-38.13080360867914
1739209683.8155549;-38.13080360867914
1739209683.8155563;-45.120503652039325
1739209683.8155577;-30.49652367304973
1739209683.8155591;-33.981070128970906
1739209683.8155606;-38.13080360867914
1739209683.815562;-45.120503652039325
1739209683.8155634;-38.13080360867914
1739209683.8155646;-38.13080360867914
1739209683.815566;-38.13080360867914
1739209683.8155675;-45.120503652039325
1739209683.815569;-33.981070128970906
1739209683.8155704;-38.13080360867914
1739209683.8155718;-38.13080360867914
1739209683.8155732;-45.120503652039325
1739209683.8155744;-45.120503652039325
1739209683.8155758;-38.13080360867914
1739209683.8155773;-38.13080360867914
1739209683.8155787;-38.13080360867914
1739209683.8155801;-28.58837851428586
1739209683.8155816;-31.141103565318915
1739209683.815583;-33.981070128970906
1739209683.8155842;-45.120503652039325
1739209683.8155856;-38.13080360867914
1739209683.815587;-38.13080360867914
1739209683.8155885;-38.13080360867914
1739209683.81559;-45.120503652039325
1739209683.8155913;-35.57807855764607
1739209683.8155925;-33.981070128970906
1739209683.815594;-45.120503652039325
1739209683.8155954;-31.141103565318915
1739209683.8155968;-33.981070128970906
1739209683.8155982;-38.13080360867914
1739209683.8155997;-45.120503652039325
1739209683.815601;-45.120503652039325
1739209683.8156023;-38.13080360867914
1739209683.8156037;-33.981070128970906
1739209683.8156052;-45.120503652039325
1739209683.8156066;-38.13080360867914
1739209683.815608;-38.13080360867914
1739209683.8156095;-38.13080360867914
1739209683.815611;-33.981070128970906
1739209683.815612;-45.120503652039325
1739209683.8156135;-38.13080360867914
1739209683.815615;-38.13080360867914
1739209683.8156164;-45.120503652039325
1739209683.8156178;-38.13080360867914
1739209683.8156192;-38.13080360867914
1739209683.8156207;-38.13080360867914
1739209683.8156219;-38.13080360867914
1739209683.8156233;-45.120503652039325
1739209683.8156247;-45.120503652039325
1739209683.8156261;-38.13080360867914
1739209683.8156276;-38.13080360867914
1739209683.815629;-45.120503652039325
1739209683.8156302;-45.120503652039325
1739209683.8156316;-38.13080360867914
1739209683.815633;-38.13080360867914
1739209683.8156345;-45.120503652039325
1739209683.815636;-33.981070128970906
1739209683.8156374;-28.992665084841942
1739209683.8156388;-45.120503652039325
1739209683.81564;-45.120503652039325
1739209683.8156414;-38.13080360867914
1739209683.8156428;-38.13080360867914
1739209683.8156443;-45.120503652039325
1739209683.8156457;-38.13080360867914
1739209683.8156471;-45.120503652039325
1739209683.8156486;-38.13080360867914
1739209683.8156497;-38.13080360867914
1739209683.8156512;-35.57807855764607
1739209683.8156526;-38.13080360867914
1739209683.815654;-45.120503652039325
1739209683.8156555;-38.13080360867914
1739209683.815657;-38.13080360867914
1739209683.8156583;-38.13080360867914
1739209683.8156595;-28.58837851428586
1739209683.815661;-38.13080360867914
1739209683.8156624;-45.120503652039325
1739209683.8156638;-38.13080360867914
1739209683.8156652;-38.13080360867914
1739209683.8156667;-45.120503652039325
1739209683.815668;-45.120503652039325
1739209683.8156693;-45.120503652039325
1739209683.8156707;-45.120503652039325
1739209683.8156722;-38.13080360867914
1739209683.8156736;-35.57807855764607
1739209683.815675;-38.13080360867914
1739209683.8156765;-45.120503652039325
1739209683.8156776;-38.13080360867914
1739209683.815679;-35.57807855764607
1739209683.8156805;-38.13080360867914
1739209683.815682;-45.120503652039325
1739209683.8156834;-45.120503652039325
1739209683.8156848;-45.120503652039325
1739209683.8156862;-45.120503652039325
1739209683.8156874;-45.120503652039325
1739209683.8156888;-38.13080360867914
1739209683.8156903;-35.57807855764607
1739209683.8156917;-45.120503652039325
1739209683.8156931;-38.13080360867914
1739209683.8156946;-38.13080360867914
1739209683.815696;-38.13080360867914
1739209683.8156972;-38.13080360867914
1739209683.8156986;-35.57807855764607
1739209683.8157;-38.13080360867914
1739209683.8157015;-38.13080360867914
1739209683.815703;-45.120503652039325
1739209683.8157043;-45.120503652039325
1739209683.8157058;-38.13080360867914
1739209683.815707;-38.13080360867914
1739209683.8157084;-38.13080360867914
1739209683.8157098;-38.13080360867914
1739209683.8157113;-38.13080360867914
1739209683.8157127;-45.120503652039325
1739209683.8157141;-38.13080360867914
1739209683.8157153;-32.816014438256545
1739209683.8157167;-45.120503652039325
1739209683.8157182;-38.13080360867914
1739209683.8157196;-35.57807855764607
1739209683.815721;-35.57807855764607
1739209683.8157225;-38.13080360867914
1739209683.815724;-45.120503652039325
1739209683.815725;-45.120503652039325
1739209683.8157265;-45.120503652039325
1739209683.815728;-38.13080360867914
1739209683.8157294;-45.120503652039325
1739209683.8157308;-45.120503652039325
1739209683.8157322;-45.120503652039325
1739209683.8157337;-38.13080360867914
1739209683.8157349;-35.57807855764607
1739209683.8157363;-35.57807855764607
1739209683.8157377;-35.57807855764607
1739209683.8157392;-33.981070128970906
1739209683.8157406;-38.13080360867914
1739209683.815742;-38.13080360867914
1739209683.8157434;-45.120503652039325
1739209683.8157446;-38.13080360867914
1739209683.815746;-35.57807855764607
1739209683.8157475;-38.13080360867914
1739209683.815749;-45.120503652039325
1739209683.8157504;-38.13080360867914
1739209683.8157518;-35.57807855764607
1739209683.8157532;-38.13080360867914
1739209683.8157544;-38.13080360867914
1739209683.8157558;-38.13080360867914
1739209683.8157573;-38.13080360867914
1739209683.8157587;-45.120503652039325
1739209683.8157601;-45.120503652039325
1739209683.8157616;-33.981070128970906
1739209683.8157628;-35.57807855764607
1739209683.8157642;-38.13080360867914
1739209683.8157656;-45.120503652039325
1739209683.815767;-45.120503652039325
1739209683.8157685;-45.120503652039325
1739209683.81577;-45.120503652039325
1739209683.8157713;-45.120503652039325
1739209683.8157725;-33.981070128970906
1739209683.815774;-45.120503652039325
1739209683.8157754;-38.13080360867914
1739209683.8157768;-35.57807855764607
