CAN Message; 0x150:0600220e93b46b85
1739209779.8389595;-45.120503652039325
1739209779.8389647;-45.120503652039325
1739209779.83897;-45.120503652039325
1739209779.8389752;-45.120503652039325
1739209779.8389804;-38.13080360867914
1739209779.8389857;-38.13080360867914
1739209779.8389907;-45.120503652039325
1739209779.838996;-38.13080360867914
1739209779.8390012;-38.13080360867914
1739209779.8390064;-45.120503652039325
1739209779.8390117;-45.120503652039325
1739209779.839017;-45.120503652039325
1739209779.8390222;-38.13080360867914
1739209779.8390274;-38.13080360867914
1739209779.8390326;-38.13080360867914
1739209779.839038;-38.13080360867914
1739209779.8390431;-38.13080360867914
1739209779.8390481;-38.13080360867914
1739209779.8390534;-45.120503652039325
1739209779.8390586;-45.120503652039325
1739209779.839064;-38.13080360867914
1739209779.8390691;-45.120503652039325
1739209779.8390744;-45.120503652039325
1739209779.8390796;-45.120503652039325
1739209779.8390849;-45.120503652039325
1739209779.83909;-45.120503652039325
1739209779.8390954;-38.13080360867914
1739209779.8391006;-35.57807855764607
1739209779.8391056;-38.13080360867914
1739209779.8391109;-35.57807855764607
1739209779.839116;-38.13080360867914
1739209779.8391213;-45.120503652039325
1739209779.8391266;-38.13080360867914
1739209779.8391318;-38.13080360867914
1739209779.839137;-35.57807855764607
1739209779.8391423;-38.13080360867914
1739209779.8391476;-38.13080360867914
1739209779.8391528;-38.13080360867914
1739209779.839158;-35.57807855764607
1739209779.839163;-31.141103565318915
1739209779.8391683;-35.57807855764607
1739209779.8391736;-38.13080360867914
1739209779.8391788;-32.816014438256545
1739209779.839184;-38.13080360867914
1739209779.8391893;-45.120503652039325
1739209779.8391945;-45.120503652039325
1739209779.8391998;-38.13080360867914
1739209779.839205;-45.120503652039325
1739209779.8392103;-45.120503652039325
1739209779.8392155;-33.981070128970906
1739209779.8392205;-38.13080360867914
1739209779.8392258;-38.13080360867914
1739209779.839231;-45.120503652039325
1739209779.8392363;-33.981070128970906
1739209779.8392415;-35.57807855764607
1739209779.8392467;-45.120503652039325
1739209779.839252;-45.120503652039325
1739209779.8392572;-33.981070128970906
1739209779.8392625;-32.816014438256545
1739209779.8392677;-38.13080360867914
1739209779.8392727;-45.120503652039325
1739209779.839278;-35.57807855764607
1739209779.8392832;-32.816014438256545
1739209779.8392885;-45.120503652039325
1739209779.8392937;-45.120503652039325
1739209779.839299;-45.120503652039325
1739209779.8393042;-38.13080360867914
1739209779.8393095;-38.13080360867914
1739209779.8393147;-38.13080360867914
1739209779.83932;-45.120503652039325
1739209779.8393252;-45.120503652039325
1739209779.8393302;-38.13080360867914
1739209779.8393354;-38.13080360867914
1739209779.8393407;-33.981070128970906
1739209779.839346;-38.13080360867914
1739209779.8393512;-38.13080360867914
1739209779.8393564;-45.120503652039325
1739209779.8393617;-31.141103565318893
1739209779.839367;-30.49652367304973
1739209779.8393722;-38.13080360867914
1739209779.8393774;-35.57807855764607
1739209779.8393826;-38.13080360867914
1739209779.8393877;-38.13080360867914
1739209779.839393;-38.13080360867914
1739209779.8393981;-45.120503652039325
1739209779.8394034;-38.13080360867914
1739209779.8394086;-45.120503652039325
1739209779.839414;-45.120503652039325
1739209779.8394191;-38.13080360867914
1739209779.8394244;-38.13080360867914
1739209779.8394296;-38.13080360867914
1739209779.8394349;-45.120503652039325
1739209779.83944;-45.120503652039325
1739209779.839445;-45.120503652039325
1739209779.8394504;-45.120503652039325
1739209779.8394556;-45.120503652039325
1739209779.8394608;-45.120503652039325
1739209779.839466;-45.120503652039325
1739209779.8394713;-38.13080360867914
1739209779.8394766;-38.13080360867914
1739209779.8394818;-45.120503652039325
1739209779.839487;-32.816014438256545
1739209779.8394923;-26.991370085610736
1739209779.8394976;-38.13080360867914
1739209779.8395026;-38.13080360867914
1739209779.8395078;-33.981070128970906
1739209779.839513;-35.57807855764607
1739209779.8395183;-38.13080360867914
1739209779.8395236;-45.120503652039325
1739209779.8395288;-38.13080360867914
1739209779.839534;-45.120503652039325
1739209779.8395393;-38.13080360867914
1739209779.8395445;-45.120503652039325
1739209779.8395498;-38.13080360867914
1739209779.839555;-35.57807855764607
1739209779.83956;-38.13080360867914
1739209779.8395653;-38.13080360867914
1739209779.8395705;-33.981070128970906
1739209779.8395758;-45.120503652039325
1739209779.839581;-38.13080360867914
1739209779.8395863;-38.13080360867914
1739209779.8395915;-45.120503652039325
1739209779.8395967;-38.13080360867914
1739209779.839602;-38.13080360867914
1739209779.8396072;-45.120503652039325
1739209779.8396125;-35.57807855764607
1739209779.8396175;-35.57807855764607
1739209779.8396227;-45.120503652039325
1739209779.839628;-38.13080360867914
1739209779.8396332;-38.13080360867914
1739209779.8396385;-38.13080360867914
1739209779.8396437;-45.120503652039325
1739209779.839649;-35.57807855764607
1739209779.8396542;-45.120503652039325
1739209779.8396595;-45.120503652039325
1739209779.8396647;-38.13080360867914
1739209779.83967;-38.13080360867914
1739209779.839675;-38.13080360867914
1739209779.8396802;-45.120503652039325
1739209779.8396854;-38.13080360867914
1739209779.8396907;-45.120503652039325
1739209779.839696;-38.13080360867914
1739209779.8397012;-45.120503652039325
1739209779.8397064;-35.57807855764607
1739209779.8397117;-30.49652367304973
1739209779.839717;-45.120503652039325
1739209779.8397222;-38.13080360867914
1739209779.8397274;-38.13080360867914
1739209779.8397324;-33.981070128970906
1739209779.8397377;-45.120503652039325
1739209779.839743;-45.120503652039325
1739209779.8397481;-38.13080360867914
1739209779.8397534;-38.13080360867914
1739209779.8397586;-45.120503652039325
1739209779.8397639;-45.120503652039325
1739209779.8397691;-38.13080360867914
1739209779.8397744;-38.13080360867914
1739209779.8397796;-45.120503652039325
1739209779.8397846;-45.120503652039325
1739209779.8397899;-38.13080360867914
1739209779.839795;-38.13080360867914
1739209779.8398004;-45.120503652039325
1739209779.8398056;-45.120503652039325
1739209779.8398108;-35.57807855764607
1739209779.839816;-38.13080360867914
1739209779.8398213;-45.120503652039325
1739209779.8398266;-38.13080360867914
1739209779.8398318;-33.981070128970906
1739209779.839837;-45.120503652039325
1739209779.839842;-45.120503652039325
1739209779.8398473;-35.57807855764607
1739209779.8398526;-38.13080360867914
1739209779.8398578;-45.120503652039325
1739209779.839863;-45.120503652039325
1739209779.8398683;-38.13080360867914
1739209779.8398736;-33.981070128970906
1739209779.8398788;-38.13080360867914
1739209779.839884;-38.13080360867914
1739209779.8398893;-33.981070128970906
1739209779.8398945;-33.981070128970906
1739209779.8398995;-38.13080360867914
1739209779.8399048;-45.120503652039325
1739209779.83991;-45.120503652039325
1739209779.8399153;-45.120503652039325
1739209779.8399205;-45.120503652039325
1739209779.8399258;-45.120503652039325
1739209779.839931;-38.13080360867914
1739209779.8399363;-38.13080360867914
1739209779.8399415;-45.120503652039325
1739209779.8399467;-45.120503652039325
1739209779.839952;-45.120503652039325
1739209779.839957;-38.13080360867914
1739209779.8399622;-45.120503652039325
1739209779.8399675;-45.120503652039325
1739209779.8399727;-33.981070128970906
1739209779.839978;-33.981070128970906
1739209779.8399832;-45.120503652039325
1739209779.8399885;-33.981070128970906
1739209779.8399937;-38.13080360867914
1739209779.839999;-29.438486411369347
1739209779.8400042;-45.120503652039325
1739209779.8400095;-38.13080360867914
1739209779.8400145;-32.816014438256545
1739209779.8400197;-33.981070128970906
1739209779.840025;-38.13080360867914
1739209779.8400302;-38.13080360867914
1739209779.8400354;-38.13080360867914
1739209779.8400407;-38.13080360867914
1739209779.840046;-45.120503652039325
1739209779.8400512;-45.120503652039325
1739209779.8400564;-35.57807855764607
1739209779.8400617;-45.120503652039325
1739209779.840067;-45.120503652039325
1739209779.840072;-38.13080360867914
1739209779.8400772;-38.13080360867914
1739209779.8400824;-38.13080360867914
1739209779.8400877;-38.13080360867914
1739209779.840093;-45.120503652039325
1739209779.8400981;-38.13080360867914
1739209779.8401034;-38.13080360867914
1739209779.8401086;-45.120503652039325
1739209779.8401139;-45.120503652039325
1739209779.8401191;-45.120503652039325
1739209779.8401244;-35.57807855764607
1739209779.8401294;-38.13080360867914
1739209779.8401346;-38.13080360867914
1739209779.8401399;-45.120503652039325
1739209779.840145;-38.13080360867914
1739209779.8401504;-35.57807855764607
1739209779.8401556;-38.13080360867914
1739209779.8401608;-45.120503652039325
1739209779.840166;-28.992665084841942
1739209779.8401713;-35.57807855764607
1739209779.8401766;-38.13080360867914
1739209779.8401818;-38.13080360867914
1739209779.8401868;-45.120503652039325
1739209779.840192;-45.120503652039325
1739209779.8401973;-45.120503652039325
1739209779.8402026;-45.120503652039325
1739209779.8402078;-38.13080360867914
1739209779.840213;-45.120503652039325
1739209779.8402183;-45.120503652039325
1739209779.8402236;-38.13080360867914
1739209779.8402288;-38.13080360867914
1739209779.840234;-38.13080360867914
1739209779.8402393;-38.13080360867914
1739209779.8402443;-45.120503652039325
1739209779.8402495;-45.120503652039325
1739209779.8402548;-33.981070128970906
1739209779.84026;-35.57807855764607
1739209779.8402653;-38.13080360867914
1739209779.8402705;-38.13080360867914
1739209779.8402758;-35.57807855764607
1739209779.840281;-38.13080360867914
1739209779.8402863;-35.57807855764607
1739209779.8402915;-33.981070128970906
1739209779.8402967;-45.120503652039325
1739209779.8403018;-38.13080360867914
1739209779.840307;-32.816014438256545
1739209779.8403122;-35.57807855764607
1739209779.8403175;-45.120503652039325
1739209779.8403227;-38.13080360867914
1739209779.840328;-35.57807855764607
1739209779.8403332;-38.13080360867914
1739209779.8403385;-45.120503652039325
1739209779.8403437;-45.120503652039325
1739209779.840349;-38.13080360867914
1739209779.840354;-38.13080360867914
1739209779.8403592;-45.120503652039325
1739209779.8403645;-38.13080360867914
1739209779.8403697;-45.120503652039325
1739209779.840375;-45.120503652039325
1739209779.8403802;-45.120503652039325
1739209779.8403854;-45.120503652039325
1739209779.8403907;-38.13080360867914
1739209779.840396;-45.120503652039325
1739209779.8404012;-45.120503652039325
1739209779.8404064;-33.981070128970906
1739209779.8404114;-38.13080360867914
1739209779.8404167;-45.120503652039325
1739209779.840422;-45.120503652039325
1739209779.8404272;-45.120503652039325
1739209779.8404324;-38.13080360867914
1739209779.8404377;-32.816014438256545
1739209779.840443;-38.13080360867914
1739209779.8404481;-45.120503652039325
1739209779.8404534;-33.981070128970906
1739209779.8404586;-38.13080360867914
1739209779.8404639;-31.141103565318915
1739209779.840469;-35.57807855764607
1739209779.8404741;-38.13080360867914
1739209779.8404794;-45.120503652039325
1739209779.8404846;-38.13080360867914
1739209779.8404899;-38.13080360867914
1739209779.840495;-38.13080360867914
1739209779.8405004;-45.120503652039325
1739209779.8405056;-45.120503652039325
1739209779.8405108;-38.13080360867914
1739209779.840516;-38.13080360867914
1739209779.8405213;-45.120503652039325
1739209779.8405263;-45.120503652039325
1739209779.8405316;-38.13080360867914
1739209779.8405368;-38.13080360867914
1739209779.840542;-38.13080360867914
1739209779.8405473;-45.120503652039325
1739209779.8405526;-45.120503652039325
1739209779.8405578;-45.120503652039325
1739209779.840563;-45.120503652039325
1739209779.8405683;-35.57807855764607
1739209779.8405735;-45.120503652039325
1739209779.8405788;-45.120503652039325
1739209779.8405838;-38.13080360867914
1739209779.840589;-30.49652367304973
1739209779.8405943;-38.13080360867914
1739209779.8405995;-45.120503652039325
1739209779.8406048;-35.57807855764607
1739209779.84061;-38.13080360867914
1739209779.8406153;-45.120503652039325
1739209779.8406205;-45.120503652039325
1739209779.8406258;-45.120503652039325
1739209779.840631;-45.120503652039325
1739209779.8406363;-45.120503652039325
1739209779.8406413;-45.120503652039325
1739209779.8406465;-38.13080360867914
1739209779.8406518;-45.120503652039325
1739209779.840657;-45.120503652039325
1739209779.8406622;-45.120503652039325
1739209779.8406675;-38.13080360867914
1739209779.8406727;-45.120503652039325
1739209779.840678;-45.120503652039325
1739209779.8406832;-45.120503652039325
1739209779.8406885;-38.13080360867914
1739209779.8406937;-45.120503652039325
1739209779.8406987;-45.120503652039325
1739209779.840704;-38.13080360867914
1739209779.8407092;-45.120503652039325
1739209779.8407145;-27.267205301931607
1739209779.8407197;-33.981070128970906
1739209779.840725;-45.120503652039325
1739209779.8407302;-45.120503652039325
1739209779.8407354;-45.120503652039325
1739209779.8407407;-38.13080360867914
1739209779.840746;-38.13080360867914
1739209779.8407512;-45.120503652039325
1739209779.8407562;-38.13080360867914
1739209779.8407614;-38.13080360867914
1739209779.8407667;-45.120503652039325
1739209779.840772;-45.120503652039325
1739209779.8407772;-45.120503652039325
1739209779.8407824;-35.57807855764607
1739209779.8407876;-38.13080360867914
1739209779.840793;-45.120503652039325
1739209779.8407981;-45.120503652039325
1739209779.8408034;-45.120503652039325
1739209779.8408086;-45.120503652039325
1739209779.8408136;-45.120503652039325
1739209779.840819;-38.13080360867914
1739209779.8408241;-35.57807855764607
1739209779.8408294;-32.816014438256545
1739209779.8408346;-45.120503652039325
1739209779.8408399;-45.120503652039325
1739209779.840845;-38.13080360867914
1739209779.8408504;-35.57807855764607
1739209779.8408556;-45.120503652039325
1739209779.8408608;-38.13080360867914
1739209779.8408659;-32.816014438256545
1739209779.840871;-38.13080360867914
1739209779.8408763;-45.120503652039325
1739209779.8408816;-45.120503652039325
1739209779.8408868;-45.120503652039325
1739209779.840892;-45.120503652039325
1739209779.8408973;-38.13080360867914
1739209779.8409026;-38.13080360867914
1739209779.8409078;-45.120503652039325
1739209779.840913;-45.120503652039325
1739209779.8409183;-45.120503652039325
1739209779.8409233;-33.981070128970906
1739209779.8409286;-38.13080360867914
1739209779.8409338;-45.120503652039325
1739209779.840939;-45.120503652039325
1739209779.8409443;-45.120503652039325
1739209779.8409495;-45.120503652039325
1739209779.8409548;-38.13080360867914
1739209779.84096;-38.13080360867914
1739209779.8409653;-45.120503652039325
1739209779.8409705;-31.141103565318915
1739209779.8409758;-45.120503652039325
1739209779.8409808;-45.120503652039325
1739209779.840986;-38.13080360867914
1739209779.8409913;-32.816014438256545
1739209779.8409965;-35.57807855764607
1739209779.8410017;-38.13080360867914
1739209779.841007;-45.120503652039325
1739209779.8410122;-45.120503652039325
1739209779.8410175;-38.13080360867914
1739209779.8410227;-45.120503652039325
1739209779.841028;-45.120503652039325
1739209779.8410332;-45.120503652039325
1739209779.8410382;-38.13080360867914
1739209779.8410435;-38.13080360867914
1739209779.8410487;-45.120503652039325
1739209779.841054;-33.981070128970906
1739209779.8410592;-32.816014438256545
1739209779.8410645;-38.13080360867914
1739209779.8410697;-45.120503652039325
1739209779.841075;-38.13080360867914
1739209779.8410802;-38.13080360867914
1739209779.8410854;-45.120503652039325
1739209779.8410907;-45.120503652039325
1739209779.8410957;-45.120503652039325
1739209779.841101;-38.13080360867914
1739209779.8411062;-38.13080360867914
1739209779.8411114;-45.120503652039325
1739209779.8411167;-38.13080360867914
1739209779.841122;-38.13080360867914
1739209779.8411272;-45.120503652039325
1739209779.8411324;-45.120503652039325
1739209779.8411376;-45.120503652039325
1739209779.841143;-45.120503652039325
1739209779.8411481;-45.120503652039325
1739209779.8411531;-45.120503652039325
1739209779.8411584;-31.141103565318915
1739209779.8411636;-38.13080360867914
1739209779.8411689;-38.13080360867914
1739209779.8411741;-45.120503652039325
1739209779.8411794;-28.58837851428586
1739209779.8411846;-31.141103565318893
1739209779.8411899;-45.120503652039325
1739209779.841195;-45.120503652039325
1739209779.8412004;-35.57807855764607
1739209779.8412056;-35.57807855764607
1739209779.8412106;-45.120503652039325
1739209779.8412158;-45.120503652039325
1739209779.841221;-38.13080360867914
1739209779.8412263;-45.120503652039325
1739209779.8412316;-35.57807855764607
1739209779.8412368;-38.13080360867914
1739209779.841242;-38.13080360867914
1739209779.8412473;-38.13080360867914
1739209779.8412526;-38.13080360867914
1739209779.8412578;-45.120503652039325
1739209779.841263;-30.49652367304973
1739209779.841268;-32.816014438256545
1739209779.8412733;-45.120503652039325
1739209779.8412786;-38.13080360867914
1739209779.8412838;-38.13080360867914
1739209779.841289;-38.13080360867914
1739209779.8412943;-35.57807855764607
1739209779.8412995;-38.13080360867914
1739209779.8413048;-35.57807855764607
1739209779.84131;-38.13080360867914
1739209779.8413153;-45.120503652039325
1739209779.8413205;-45.120503652039325
1739209779.8413255;-38.13080360867914
1739209779.8413308;-38.13080360867914
1739209779.841336;-45.120503652039325
1739209779.8413413;-38.13080360867914
1739209779.8413465;-38.13080360867914
1739209779.8413517;-31.141103565318943
1739209779.841357;-32.816014438256545
1739209779.8413622;-45.120503652039325
1739209779.8413675;-38.13080360867914
1739209779.8413727;-45.120503652039325
1739209779.8413777;-38.13080360867914
1739209779.841383;-38.13080360867914
1739209779.8413882;-35.57807855764607
1739209779.8413935;-32.816014438256545
1739209779.8413987;-38.13080360867914
1739209779.841404;-38.13080360867914
1739209779.8414092;-38.13080360867914
1739209779.8414145;-45.120503652039325
1739209779.8414197;-38.13080360867914
1739209779.841425;-35.57807855764607
1739209779.8414302;-45.120503652039325
1739209779.8414352;-45.120503652039325
1739209779.8414404;-33.981070128970906
1739209779.8414457;-45.120503652039325
1739209779.841451;-38.13080360867914
1739209779.8414562;-38.13080360867914
1739209779.8414614;-45.120503652039325
1739209779.8414667;-38.13080360867914
1739209779.841472;-45.120503652039325
1739209779.8414772;-45.120503652039325
1739209779.8414824;-33.981070128970906
1739209779.8414876;-32.816014438256545
1739209779.8414927;-45.120503652039325
1739209779.841498;-45.120503652039325
1739209779.8415031;-35.57807855764607
1739209779.8415084;-38.13080360867914
1739209779.8415136;-38.13080360867914
1739209779.8415189;-35.57807855764607
1739209779.8415241;-33.981070128970906
1739209779.8415294;-35.57807855764607
1739209779.8415346;-45.120503652039325
1739209779.8415399;-38.13080360867914
1739209779.841545;-38.13080360867914
1739209779.84155;-33.981070128970906
1739209779.8415554;-45.120503652039325
1739209779.8415606;-45.120503652039325
1739209779.8415658;-45.120503652039325
1739209779.841571;-45.120503652039325
1739209779.8415763;-38.13080360867914
1739209779.8415816;-33.981070128970906
1739209779.8415868;-38.13080360867914
1739209779.841592;-38.13080360867914
1739209779.8415973;-45.120503652039325
1739209779.8416026;-38.13080360867914
1739209779.8416076;-38.13080360867914
1739209779.8416128;-45.120503652039325
1739209779.841618;-38.13080360867914
1739209779.8416233;-45.120503652039325
1739209779.8416286;-45.120503652039325
1739209779.8416338;-38.13080360867914
1739209779.841639;-38.13080360867914
1739209779.8416443;-38.13080360867914
1739209779.8416495;-45.120503652039325
1739209779.8416548;-45.120503652039325
1739209779.84166;-38.13080360867914
1739209779.841665;-32.816014438256545
1739209779.8416703;-38.13080360867914
1739209779.8416755;-45.120503652039325
1739209779.8416808;-45.120503652039325
1739209779.841686;-38.13080360867914
1739209779.8416913;-38.13080360867914
1739209779.8416965;-45.120503652039325
1739209779.8417017;-38.13080360867914
1739209779.841707;-45.120503652039325
1739209779.8417122;-38.13080360867914
1739209779.8417175;-45.120503652039325
1739209779.8417225;-45.120503652039325
1739209779.8417277;-38.13080360867914
1739209779.841733;-38.13080360867914
1739209779.8417382;-45.120503652039325
1739209779.8417435;-38.13080360867914
1739209779.8417487;-35.57807855764607
1739209779.841754;-38.13080360867914
1739209779.8417592;-45.120503652039325
1739209779.8417645;-45.120503652039325
1739209779.8417697;-45.120503652039325
1739209779.841775;-38.13080360867914
1739209779.84178;-45.120503652039325
1739209779.8417852;-45.120503652039325
1739209779.8417904;-38.13080360867914
1739209779.8417957;-35.57807855764607
1739209779.841801;-38.13080360867914
1739209779.8418062;-45.120503652039325
1739209779.8418114;-45.120503652039325
1739209779.8418167;-38.13080360867914
1739209779.841822;-38.13080360867914
1739209779.8418272;-45.120503652039325
1739209779.8418324;-45.120503652039325
1739209779.8418374;-45.120503652039325
1739209779.8418427;-38.13080360867914
1739209779.841848;-38.13080360867914
1739209779.8418531;-38.13080360867914
1739209779.8418584;-33.981070128970906
1739209779.8418636;-45.120503652039325
1739209779.8418689;-45.120503652039325
1739209779.8418741;-38.13080360867914
1739209779.8418794;-38.13080360867914
1739209779.8418846;-45.120503652039325
1739209779.8418899;-45.120503652039325
1739209779.8418949;-33.981070128970906
1739209779.8419;-30.49652367304973
1739209779.8419054;-45.120503652039325
1739209779.8419106;-38.13080360867914
1739209779.8419158;-45.120503652039325
1739209779.841921;-38.13080360867914
1739209779.8419263;-38.13080360867914
1739209779.8419316;-38.13080360867914
1739209779.8419368;-38.13080360867914
1739209779.841942;-27.267205301931607
1739209779.841947;-38.13080360867914
1739209779.8419523;-45.120503652039325
1739209779.8419576;-38.13080360867914
1739209779.8419628;-33.981070128970906
1739209779.841968;-45.120503652039325
1739209779.8419733;-38.13080360867914
1739209779.8419785;-45.120503652039325
1739209779.8419838;-31.14110356531892
1739209779.841989;-45.120503652039325
1739209779.8419943;-45.120503652039325
1739209779.8419995;-45.120503652039325
1739209779.8420045;-38.13080360867914
1739209779.8420098;-45.120503652039325
1739209779.842015;-38.13080360867914
1739209779.8420203;-35.57807855764607
1739209779.8420255;-33.981070128970906
1739209779.8420308;-35.57807855764607
1739209779.842036;-45.120503652039325
1739209779.8420413;-38.13080360867914
1739209779.8420465;-45.120503652039325
1739209779.8420517;-45.120503652039325
1739209779.842057;-45.120503652039325
1739209779.842062;-38.13080360867914
1739209779.8420672;-30.49652367304973
1739209779.8420725;-38.13080360867914
1739209779.8420777;-38.13080360867914
1739209779.842083;-35.57807855764607
1739209779.8420882;-35.57807855764607
1739209779.8420935;-38.13080360867914
1739209779.8420987;-33.981070128970906
1739209779.842104;-35.57807855764607
1739209779.8421092;-32.81601443825658
1739209779.8421144;-45.120503652039325
1739209779.8421195;-33.981070128970906
1739209779.8421247;-38.13080360867914
1739209779.84213;-38.13080360867914
1739209779.8421352;-45.120503652039325
1739209779.8421404;-33.981070128970906
1739209779.8421457;-38.13080360867914
1739209779.842151;-28.58837851428586
1739209779.8421562;-33.981070128970906
1739209779.8421614;-45.120503652039325
1739209779.8421667;-38.13080360867914
1739209779.842172;-45.120503652039325
1739209779.842177;-45.120503652039325
1739209779.8421822;-38.13080360867914
1739209779.8421874;-32.816014438256545
1739209779.8421926;-38.13080360867914
1739209779.842198;-45.120503652039325
1739209779.8422031;-35.57807855764607
1739209779.8422084;-38.13080360867914
1739209779.8422136;-45.120503652039325
1739209779.8422189;-33.981070128970906
1739209779.8422241;-38.13080360867914
1739209779.8422294;-35.57807855764607
1739209779.8422344;-38.13080360867914
1739209779.8422396;-45.120503652039325
1739209779.8422449;-45.120503652039325
1739209779.84225;-45.120503652039325
1739209779.8422554;-45.120503652039325
1739209779.8422606;-38.13080360867914
1739209779.8422658;-38.13080360867914
1739209779.842271;-45.120503652039325
1739209779.8422763;-35.57807855764607
1739209779.8422816;-35.57807855764607
1739209779.8422868;-38.13080360867914
1739209779.8422918;-35.57807855764607
1739209779.842297;-38.13080360867914
1739209779.8423023;-45.120503652039325
1739209779.8423076;-45.120503652039325
1739209779.8423128;-45.120503652039325
1739209779.842318;-45.120503652039325
1739209779.8423233;-38.13080360867914
1739209779.8423285;-35.57807855764607
1739209779.8423338;-38.13080360867914
1739209779.842339;-45.120503652039325
1739209779.8423443;-38.13080360867914
1739209779.8423493;-38.13080360867914
1739209779.8423545;-45.120503652039325
1739209779.8423598;-33.981070128970906
1739209779.842365;-45.120503652039325
1739209779.8423703;-45.120503652039325
1739209779.8423755;-35.57807855764607
1739209779.8423808;-45.120503652039325
1739209779.842386;-45.120503652039325
1739209779.8423913;-38.13080360867914
1739209779.8423965;-38.13080360867914
1739209779.8424017;-45.120503652039325
1739209779.8424067;-38.13080360867914
1739209779.842412;-45.120503652039325
1739209779.8424172;-38.13080360867914
1739209779.8424225;-38.13080360867914
1739209779.8424277;-45.120503652039325
1739209779.842433;-38.13080360867914
1739209779.8424382;-45.120503652039325
1739209779.8424435;-35.57807855764607
1739209779.8424487;-33.981070128970906
1739209779.842454;-38.13080360867914
1739209779.842459;-38.13080360867914
1739209779.8424642;-45.120503652039325
1739209779.8424695;-45.120503652039325
1739209779.8424747;-33.981070128970906
1739209779.84248;-38.13080360867914
1739209779.8424852;-45.120503652039325
1739209779.8424904;-45.120503652039325
1739209779.8424957;-38.13080360867914
1739209779.842501;-35.57807855764607
1739209779.8425062;-45.120503652039325
1739209779.8425114;-45.120503652039325
1739209779.8425164;-33.981070128970906
1739209779.8425217;-38.13080360867914
1739209779.842527;-45.120503652039325
1739209779.8425322;-45.120503652039325
1739209779.8425374;-45.120503652039325
1739209779.8425426;-45.120503652039325
1739209779.842548;-45.120503652039325
1739209779.8425531;-33.981070128970906
1739209779.8425584;-38.13080360867914
1739209779.8425636;-45.120503652039325
1739209779.8425689;-45.120503652039325
1739209779.842574;-38.13080360867914
1739209779.8425791;-35.57807855764607
1739209779.8425844;-38.13080360867914
1739209779.8425896;-45.120503652039325
1739209779.8425949;-45.120503652039325
1739209779.8426;-45.120503652039325
1739209779.8426054;-45.120503652039325
1739209779.8426106;-38.13080360867914
1739209779.8426158;-38.13080360867914
1739209779.842621;-38.13080360867914
1739209779.8426263;-45.120503652039325
1739209779.8426313;-38.13080360867914
1739209779.8426366;-38.13080360867914
1739209779.8426418;-45.120503652039325
1739209779.842647;-38.13080360867914
1739209779.8426523;-38.13080360867914
1739209779.8426576;-27.267205301931607
1739209779.8426628;-31.141103565318915
1739209779.842668;-38.13080360867914
1739209779.8426733;-45.120503652039325
1739209779.8426785;-38.13080360867914
1739209779.8426838;-38.13080360867914
1739209779.8426888;-38.13080360867914
1739209779.842694;-35.57807855764607
1739209779.8426993;-38.13080360867914
1739209779.8427045;-38.13080360867914
1739209779.8427098;-45.120503652039325
1739209779.842715;-38.13080360867914
1739209779.8427203;-38.13080360867914
1739209779.8427255;-45.120503652039325
1739209779.8427308;-45.120503652039325
1739209779.842736;-45.120503652039325
1739209779.8427413;-31.141103565318915
1739209779.8427463;-33.981070128970906
1739209779.8427515;-45.120503652039325
1739209779.8427567;-45.120503652039325
1739209779.842762;-38.13080360867914
1739209779.8427672;-38.13080360867914
1739209779.8427725;-45.120503652039325
1739209779.8427777;-45.120503652039325
1739209779.842783;-45.120503652039325
1739209779.8427882;-45.120503652039325
1739209779.8427935;-38.13080360867914
1739209779.8427987;-38.13080360867914
1739209779.8428037;-45.120503652039325
1739209779.842809;-45.120503652039325
1739209779.8428142;-38.13080360867914
1739209779.8428195;-45.120503652039325
1739209779.8428247;-38.13080360867914
1739209779.84283;-38.13080360867914
1739209779.8428352;-35.57807855764607
1739209779.8428404;-38.13080360867914
1739209779.8428457;-38.13080360867914
1739209779.842851;-45.120503652039325
1739209779.8428562;-45.120503652039325
1739209779.8428612;-33.981070128970906
1739209779.8428664;-45.120503652039325
1739209779.8428717;-32.816014438256545
1739209779.842877;-45.120503652039325
1739209779.8428822;-38.13080360867914
1739209779.8428874;-38.13080360867914
1739209779.8428926;-38.13080360867914
1739209779.842898;-45.120503652039325
1739209779.8429031;-38.13080360867914
1739209779.8429084;-38.13080360867914
1739209779.8429136;-28.992665084841942
1739209779.8429186;-45.120503652039325
1739209779.8429239;-38.13080360867914
1739209779.8429291;-38.13080360867914
1739209779.8429344;-45.120503652039325
1739209779.8429396;-45.120503652039325
1739209779.8429449;-45.120503652039325
1739209779.84295;-38.13080360867914
1739209779.8429554;-38.13080360867914
1739209779.8429606;-38.13080360867914
1739209779.8429658;-38.13080360867914
1739209779.8429708;-35.57807855764607
1739209779.842976;-33.981070128970906
1739209779.8429813;-38.13080360867914
1739209779.8429866;-45.120503652039325
1739209779.8429918;-45.120503652039325
1739209779.842997;-45.120503652039325
1739209779.8430023;-45.120503652039325
1739209779.8430076;-38.13080360867914
1739209779.8430128;-45.120503652039325
1739209779.843018;-38.13080360867914
1739209779.8430233;-35.57807855764607
1739209779.8430283;-45.120503652039325
1739209779.8430336;-45.120503652039325
1739209779.8430388;-31.141103565318915
1739209779.843044;-38.13080360867914
1739209779.8430493;-38.13080360867914
1739209779.8430545;-45.120503652039325
1739209779.8430598;-38.13080360867914
