CAN Message; 0x39:0a3d2283953b3c49
1739209885.1487536;-38.13080360867914
1739209885.14876;-45.120503652039325
1739209885.1487663;-45.120503652039325
1739209885.1487727;-33.981070128970906
1739209885.1487792;-38.13080360867914
1739209885.1487854;-38.13080360867914
1739209885.1487918;-45.120503652039325
1739209885.1487982;-35.57807855764607
1739209885.1488047;-35.57807855764607
1739209885.1488109;-38.13080360867914
1739209885.1488173;-38.13080360867914
1739209885.1488237;-38.13080360867914
1739209885.14883;-45.120503652039325
1739209885.1488364;-38.13080360867914
1739209885.1488428;-38.13080360867914
1739209885.148849;-33.981070128970906
1739209885.1488554;-45.120503652039325
1739209885.148862;-45.120503652039325
1739209885.148868;-45.120503652039325
1739209885.1488745;-38.13080360867914
1739209885.148881;-32.816014438256545
1739209885.1488874;-38.13080360867914
1739209885.1488936;-45.120503652039325
1739209885.1489;-28.992665084841942
1739209885.1489065;-35.57807855764607
1739209885.1489127;-38.13080360867914
1739209885.148919;-45.120503652039325
1739209885.1489255;-38.13080360867914
1739209885.1489317;-38.13080360867914
1739209885.1489382;-38.13080360867914
1739209885.1489446;-45.120503652039325
1739209885.1489508;-33.981070128970906
1739209885.1489573;-45.120503652039325
1739209885.1489637;-38.13080360867914
1739209885.14897;-38.13080360867914
1739209885.1489763;-45.120503652039325
1739209885.1489828;-45.120503652039325
1739209885.1489892;-38.13080360867914
1739209885.1489954;-38.13080360867914
1739209885.1490018;-38.13080360867914
1739209885.1490083;-45.120503652039325
1739209885.1490145;-45.120503652039325
1739209885.149021;-38.13080360867914
1739209885.1490273;-35.57807855764607
1739209885.1490335;-38.13080360867914
1739209885.14904;-38.13080360867914
1739209885.1490464;-38.13080360867914
1739209885.1490526;-45.120503652039325
1739209885.149059;-45.120503652039325
1739209885.1490655;-38.13080360867914
1739209885.149072;-38.13080360867914
1739209885.1490781;-38.13080360867914
1739209885.1490846;-45.120503652039325
1739209885.149091;-38.13080360867914
1739209885.1490972;-45.120503652039325
1739209885.1491036;-33.981070128970906
1739209885.14911;-45.120503652039325
1739209885.1491163;-45.120503652039325
1739209885.1491227;-35.57807855764607
1739209885.1491292;-45.120503652039325
1739209885.1491354;-45.120503652039325
1739209885.1491418;-45.120503652039325
1739209885.1491482;-38.13080360867914
1739209885.1491544;-38.13080360867914
1739209885.1491609;-45.120503652039325
1739209885.1491673;-33.981070128970906
1739209885.1491737;-35.57807855764607
1739209885.14918;-38.13080360867914
1739209885.1491864;-38.13080360867914
1739209885.1491928;-38.13080360867914
1739209885.149199;-35.57807855764607
1739209885.1492054;-38.13080360867914
1739209885.149212;-38.13080360867914
1739209885.149218;-45.120503652039325
1739209885.1492245;-45.120503652039325
1739209885.149231;-45.120503652039325
1739209885.1492372;-45.120503652039325
1739209885.1492436;-45.120503652039325
1739209885.14925;-31.141103565318915
1739209885.1492562;-38.13080360867914
1739209885.1492627;-45.120503652039325
1739209885.149269;-33.981070128970906
1739209885.1492755;-45.120503652039325
1739209885.1492817;-38.13080360867914
1739209885.1492882;-38.13080360867914
1739209885.1492946;-45.120503652039325
1739209885.1493008;-38.13080360867914
1739209885.1493073;-38.13080360867914
1739209885.1493137;-32.816014438256545
1739209885.14932;-38.13080360867914
1739209885.1493263;-45.120503652039325
1739209885.1493328;-45.120503652039325
1739209885.149339;-33.981070128970906
1739209885.1493454;-38.13080360867914
1739209885.1493518;-45.120503652039325
1739209885.1493583;-38.13080360867914
1739209885.1493645;-45.120503652039325
1739209885.149371;-45.120503652039325
1739209885.1493773;-38.13080360867914
1739209885.1493835;-45.120503652039325
1739209885.14939;-45.120503652039325
1739209885.1493964;-45.120503652039325
1739209885.1494026;-45.120503652039325
1739209885.149409;-38.13080360867914
1739209885.1494155;-38.13080360867914
1739209885.1494217;-45.120503652039325
1739209885.1494281;-45.120503652039325
1739209885.1494346;-38.13080360867914
1739209885.1494408;-30.49652367304973
1739209885.1494472;-38.13080360867914
1739209885.1494536;-38.13080360867914
1739209885.14946;-33.981070128970906
1739209885.1494663;-28.58837851428586
1739209885.1494727;-38.13080360867914
1739209885.1494792;-45.120503652039325
1739209885.1494853;-35.57807855764607
1739209885.1494918;-32.816014438256545
1739209885.1494982;-38.13080360867914
1739209885.1495044;-45.120503652039325
1739209885.1495109;-45.120503652039325
1739209885.1495173;-38.13080360867914
1739209885.1495235;-45.120503652039325
1739209885.14953;-38.13080360867914
1739209885.1495364;-38.13080360867914
1739209885.1495428;-38.13080360867914
1739209885.149549;-38.13080360867914
1739209885.1495554;-38.13080360867914
1739209885.149562;-35.57807855764607
1739209885.149568;-28.58837851428586
1739209885.1495745;-38.13080360867914
1739209885.149581;-38.13080360867914
1739209885.1495872;-38.13080360867914
1739209885.1495936;-33.981070128970906
1739209885.1496;-38.13080360867914
1739209885.1496062;-45.120503652039325
1739209885.1496127;-45.120503652039325
1739209885.149619;-38.13080360867914
1739209885.1496253;-38.13080360867914
1739209885.1496317;-45.120503652039325
1739209885.1496382;-38.13080360867914
1739209885.1496446;-32.816014438256545
1739209885.1496508;-38.13080360867914
1739209885.1496572;-45.120503652039325
1739209885.1496637;-33.981070128970906
1739209885.14967;-38.13080360867914
1739209885.1496763;-45.120503652039325
1739209885.1496828;-45.120503652039325
1739209885.149689;-45.120503652039325
1739209885.1496954;-38.13080360867914
1739209885.1497018;-45.120503652039325
1739209885.149708;-38.13080360867914
1739209885.1497145;-45.120503652039325
1739209885.149721;-31.141103565318915
1739209885.1497273;-33.981070128970906
1739209885.1497335;-45.120503652039325
1739209885.14974;-45.120503652039325
1739209885.1497464;-35.57807855764607
1739209885.1497526;-45.120503652039325
1739209885.149759;-45.120503652039325
1739209885.1497655;-33.981070128970906
1739209885.1497717;-38.13080360867914
1739209885.1497781;-45.120503652039325
1739209885.1497846;-45.120503652039325
1739209885.1497908;-38.13080360867914
1739209885.1497972;-38.13080360867914
1739209885.1498036;-45.120503652039325
1739209885.1498098;-38.13080360867914
1739209885.1498163;-38.13080360867914
1739209885.1498227;-38.13080360867914
1739209885.1498291;-45.120503652039325
1739209885.1498353;-45.120503652039325
1739209885.1498418;-45.120503652039325
1739209885.1498482;-45.120503652039325
1739209885.1498544;-45.120503652039325
1739209885.1498609;-45.120503652039325
1739209885.1498673;-45.120503652039325
1739209885.1498735;-33.981070128970906
1739209885.14988;-32.816014438256545
1739209885.1498864;-38.13080360867914
1739209885.1498926;-38.13080360867914
1739209885.149899;-32.816014438256545
1739209885.1499054;-38.13080360867914
1739209885.1499119;-45.120503652039325
1739209885.149918;-38.13080360867914
1739209885.1499245;-45.120503652039325
1739209885.149931;-45.120503652039325
1739209885.1499372;-45.120503652039325
1739209885.1499436;-38.13080360867914
1739209885.14995;-45.120503652039325
1739209885.1499562;-45.120503652039325
1739209885.1499627;-38.13080360867914
1739209885.149969;-38.13080360867914
1739209885.1499753;-38.13080360867914
1739209885.1499817;-38.13080360867914
1739209885.1499882;-45.120503652039325
1739209885.1499944;-38.13080360867914
1739209885.1500008;-38.13080360867914
1739209885.1500072;-38.13080360867914
1739209885.1500137;-45.120503652039325
1739209885.15002;-45.120503652039325
1739209885.1500263;-45.120503652039325
1739209885.1500328;-33.981070128970906
1739209885.150039;-32.816014438256545
1739209885.1500454;-45.120503652039325
1739209885.1500518;-38.13080360867914
1739209885.150058;-35.57807855764607
1739209885.1500645;-35.57807855764607
1739209885.150071;-38.13080360867914
1739209885.150077;-45.120503652039325
1739209885.1500835;-45.120503652039325
1739209885.15009;-45.120503652039325
1739209885.1500964;-45.120503652039325
1739209885.1501026;-38.13080360867914
1739209885.150109;-45.120503652039325
1739209885.1501155;-38.13080360867914
1739209885.1501217;-45.120503652039325
1739209885.1501281;-38.13080360867914
1739209885.1501346;-38.13080360867914
1739209885.1501408;-45.120503652039325
1739209885.1501472;-45.120503652039325
1739209885.1501536;-45.120503652039325
1739209885.1501598;-38.13080360867914
1739209885.1501663;-45.120503652039325
1739209885.1501727;-45.120503652039325
1739209885.150179;-45.120503652039325
1739209885.1501853;-45.120503652039325
1739209885.1501918;-45.120503652039325
1739209885.1501982;-38.13080360867914
1739209885.1502044;-45.120503652039325
1739209885.1502109;-38.13080360867914
1739209885.1502173;-38.13080360867914
1739209885.1502235;-45.120503652039325
1739209885.15023;-38.13080360867914
1739209885.1502364;-45.120503652039325
1739209885.1502426;-45.120503652039325
1739209885.150249;-33.981070128970906
1739209885.1502554;-35.57807855764607
1739209885.1502616;-45.120503652039325
1739209885.150268;-45.120503652039325
1739209885.1502745;-45.120503652039325
1739209885.150281;-45.120503652039325
1739209885.1502872;-31.141103565318915
1739209885.1502936;-32.816014438256545
1739209885.1503;-38.13080360867914
1739209885.1503062;-45.120503652039325
1739209885.1503127;-35.57807855764607
1739209885.150319;-45.120503652039325
1739209885.1503253;-45.120503652039325
1739209885.1503317;-45.120503652039325
1739209885.1503382;-31.141103565318915
1739209885.1503444;-31.141103565318893
1739209885.1503508;-38.13080360867914
1739209885.1503572;-45.120503652039325
1739209885.1503634;-35.57807855764607
1739209885.15037;-35.57807855764607
1739209885.1503763;-45.120503652039325
1739209885.1503828;-38.13080360867914
1739209885.150389;-45.120503652039325
1739209885.1503954;-38.13080360867914
1739209885.1504018;-33.981070128970906
1739209885.150408;-35.57807855764607
1739209885.1504145;-45.120503652039325
1739209885.150421;-38.13080360867914
1739209885.150427;-38.13080360867914
1739209885.1504335;-45.120503652039325
1739209885.15044;-30.49652367304973
1739209885.1504462;-32.816014438256545
1739209885.1504526;-45.120503652039325
1739209885.150459;-35.57807855764607
1739209885.1504653;-45.120503652039325
1739209885.1504717;-45.120503652039325
1739209885.1504781;-38.13080360867914
1739209885.1504846;-35.57807855764607
1739209885.1504908;-35.57807855764607
1739209885.1504972;-35.57807855764607
1739209885.1505036;-38.13080360867914
1739209885.1505098;-45.120503652039325
1739209885.1505163;-45.120503652039325
1739209885.1505227;-38.13080360867914
1739209885.150529;-45.120503652039325
1739209885.1505353;-38.13080360867914
1739209885.1505418;-45.120503652039325
1739209885.150548;-45.120503652039325
1739209885.1505544;-38.13080360867914
1739209885.1505609;-38.13080360867914
1739209885.1505673;-45.120503652039325
1739209885.1505735;-38.13080360867914
1739209885.15058;-32.816014438256545
1739209885.1505864;-45.120503652039325
1739209885.1505926;-38.13080360867914
1739209885.150599;-35.57807855764607
1739209885.1506054;-38.13080360867914
1739209885.1506116;-35.57807855764607
1739209885.150618;-38.13080360867914
1739209885.1506245;-45.120503652039325
1739209885.1506307;-38.13080360867914
1739209885.1506371;-35.57807855764607
1739209885.1506436;-38.13080360867914
1739209885.1506498;-45.120503652039325
1739209885.1506562;-45.120503652039325
1739209885.1506627;-45.120503652039325
1739209885.150669;-45.120503652039325
1739209885.1506753;-35.57807855764607
1739209885.1506817;-45.120503652039325
1739209885.1506882;-45.120503652039325
1739209885.1506944;-45.120503652039325
1739209885.1507008;-33.981070128970906
1739209885.1507072;-35.57807855764607
1739209885.1507134;-38.13080360867914
1739209885.15072;-45.120503652039325
1739209885.1507263;-45.120503652039325
1739209885.1507325;-35.57807855764607
1739209885.150739;-38.13080360867914
1739209885.1507454;-45.120503652039325
1739209885.1507518;-45.120503652039325
1739209885.150758;-38.13080360867914
1739209885.1507645;-35.57807855764607
1739209885.150771;-45.120503652039325
1739209885.150777;-45.120503652039325
1739209885.1507835;-38.13080360867914
1739209885.15079;-35.57807855764607
1739209885.1507962;-35.57807855764607
1739209885.1508026;-38.13080360867914
1739209885.150809;-38.13080360867914
1739209885.1508152;-38.13080360867914
1739209885.1508217;-38.13080360867914
1739209885.1508281;-38.13080360867914
1739209885.1508343;-33.981070128970906
1739209885.1508408;-45.120503652039325
1739209885.1508472;-33.981070128970906
1739209885.1508536;-45.120503652039325
1739209885.1508598;-33.981070128970906
1739209885.1508663;-29.438486411369333
1739209885.1508727;-38.13080360867914
1739209885.150879;-45.120503652039325
1739209885.1508853;-33.981070128970906
1739209885.1508918;-32.816014438256545
1739209885.150898;-45.120503652039325
1739209885.1509044;-38.13080360867914
1739209885.1509109;-33.981070128970906
1739209885.150917;-32.816014438256545
1739209885.1509235;-38.13080360867914
1739209885.15093;-45.120503652039325
1739209885.1509364;-38.13080360867914
1739209885.1509426;-45.120503652039325
1739209885.150949;-45.120503652039325
1739209885.1509554;-31.141103565318915
1739209885.1509616;-28.992665084841942
1739209885.150968;-33.981070128970906
1739209885.1509745;-45.120503652039325
1739209885.1509807;-38.13080360867914
1739209885.1509871;-32.816014438256545
1739209885.1509936;-45.120503652039325
1739209885.1509998;-35.57807855764607
1739209885.1510062;-33.981070128970906
1739209885.1510127;-45.120503652039325
1739209885.1510189;-45.120503652039325
1739209885.1510253;-38.13080360867914
1739209885.1510317;-38.13080360867914
1739209885.1510382;-38.13080360867914
1739209885.1510444;-35.57807855764607
1739209885.1510508;-38.13080360867914
1739209885.1510572;-38.13080360867914
1739209885.1510634;-31.141103565318915
1739209885.1510699;-38.13080360867914
1739209885.1510763;-45.120503652039325
1739209885.1510825;-35.57807855764607
1739209885.151089;-38.13080360867914
1739209885.1510954;-45.120503652039325
1739209885.1511016;-45.120503652039325
1739209885.151108;-38.13080360867914
1739209885.1511145;-29.438486411369347
1739209885.151121;-45.120503652039325
1739209885.151127;-38.13080360867914
1739209885.1511335;-45.120503652039325
1739209885.15114;-38.13080360867914
1739209885.1511462;-32.816014438256545
1739209885.1511526;-45.120503652039325
1739209885.151159;-38.13080360867914
1739209885.1511652;-33.981070128970906
1739209885.1511717;-38.13080360867914
1739209885.1511781;-45.120503652039325
1739209885.1511843;-35.57807855764607
1739209885.1511908;-45.120503652039325
1739209885.1511972;-45.120503652039325
1739209885.1512034;-45.120503652039325
1739209885.1512098;-45.120503652039325
1739209885.1512163;-38.13080360867914
1739209885.1512227;-38.13080360867914
1739209885.151229;-45.120503652039325
1739209885.1512353;-38.13080360867914
1739209885.1512418;-38.13080360867914
1739209885.151248;-45.120503652039325
1739209885.1512544;-45.120503652039325
1739209885.1512609;-45.120503652039325
1739209885.151267;-38.13080360867914
1739209885.1512735;-38.13080360867914
1739209885.15128;-45.120503652039325
1739209885.1512861;-45.120503652039325
1739209885.1512926;-33.981070128970906
1739209885.151299;-33.981070128970906
1739209885.1513054;-45.120503652039325
1739209885.1513116;-45.120503652039325
1739209885.151318;-38.13080360867914
1739209885.1513245;-38.13080360867914
1739209885.1513307;-38.13080360867914
1739209885.1513371;-38.13080360867914
1739209885.1513436;-45.120503652039325
1739209885.1513498;-38.13080360867914
1739209885.1513562;-35.57807855764607
1739209885.1513627;-45.120503652039325
1739209885.1513689;-38.13080360867914
1739209885.1513753;-45.120503652039325
1739209885.1513817;-45.120503652039325
1739209885.151388;-38.13080360867914
1739209885.1513944;-35.57807855764607
1739209885.1514008;-38.13080360867914
1739209885.1514072;-45.120503652039325
1739209885.1514134;-38.13080360867914
1739209885.1514199;-38.13080360867914
1739209885.1514263;-45.120503652039325
1739209885.1514325;-45.120503652039325
1739209885.151439;-38.13080360867914
1739209885.1514454;-38.13080360867914
1739209885.1514516;-45.120503652039325
1739209885.151458;-45.120503652039325
1739209885.1514645;-45.120503652039325
1739209885.1514707;-45.120503652039325
1739209885.151477;-45.120503652039325
1739209885.1514835;-33.981070128970906
1739209885.1514897;-38.13080360867914
1739209885.1514962;-31.141103565318915
1739209885.1515026;-38.13080360867914
1739209885.151509;-38.13080360867914
1739209885.1515152;-38.13080360867914
1739209885.1515217;-33.981070128970906
1739209885.1515281;-35.57807855764607
1739209885.1515343;-45.120503652039325
1739209885.1515408;-45.120503652039325
1739209885.1515472;-38.13080360867914
1739209885.1515534;-38.13080360867914
1739209885.1515598;-45.120503652039325
1739209885.1515663;-45.120503652039325
1739209885.1515725;-45.120503652039325
1739209885.151579;-45.120503652039325
1739209885.1515853;-33.981070128970906
1739209885.1515918;-35.57807855764607
1739209885.151598;-45.120503652039325
1739209885.1516044;-45.120503652039325
1739209885.1516109;-38.13080360867914
1739209885.151617;-38.13080360867914
1739209885.1516235;-38.13080360867914
1739209885.15163;-45.120503652039325
1739209885.1516361;-38.13080360867914
1739209885.1516426;-38.13080360867914
1739209885.151649;-35.57807855764607
1739209885.1516552;-32.816014438256545
1739209885.1516616;-38.13080360867914
1739209885.151668;-35.57807855764607
1739209885.1516743;-38.13080360867914
1739209885.1516807;-32.816014438256545
1739209885.1516871;-45.120503652039325
1739209885.1516936;-38.13080360867914
1739209885.1516998;-45.120503652039325
1739209885.1517062;-38.13080360867914
1739209885.1517127;-38.13080360867914
1739209885.1517189;-45.120503652039325
1739209885.1517253;-45.120503652039325
1739209885.1517317;-38.13080360867914
1739209885.151738;-45.120503652039325
1739209885.1517444;-38.13080360867914
1739209885.1517508;-45.120503652039325
1739209885.151757;-45.120503652039325
1739209885.1517634;-38.13080360867914
1739209885.1517699;-45.120503652039325
1739209885.1517763;-38.13080360867914
1739209885.1517825;-35.57807855764607
1739209885.151789;-45.120503652039325
1739209885.1517954;-45.120503652039325
1739209885.1518016;-38.13080360867914
1739209885.151808;-35.57807855764607
1739209885.1518145;-45.120503652039325
1739209885.1518207;-45.120503652039325
1739209885.151827;-45.120503652039325
1739209885.1518335;-33.981070128970906
1739209885.1518397;-45.120503652039325
1739209885.1518462;-45.120503652039325
1739209885.1518526;-38.13080360867914
1739209885.1518588;-33.981070128970906
1739209885.1518652;-45.120503652039325
1739209885.1518717;-45.120503652039325
1739209885.151878;-38.13080360867914
1739209885.1518843;-31.141103565318943
1739209885.1518908;-45.120503652039325
1739209885.1518972;-38.13080360867914
1739209885.1519034;-45.120503652039325
1739209885.1519098;-45.120503652039325
1739209885.1519163;-45.120503652039325
1739209885.1519225;-45.120503652039325
1739209885.151929;-45.120503652039325
1739209885.1519353;-28.992665084841942
1739209885.1519415;-38.13080360867914
1739209885.151948;-45.120503652039325
1739209885.1519544;-38.13080360867914
1739209885.1519608;-45.120503652039325
1739209885.151967;-45.120503652039325
1739209885.1519735;-45.120503652039325
1739209885.15198;-45.120503652039325
1739209885.1519861;-38.13080360867914
1739209885.1519926;-38.13080360867914
1739209885.151999;-35.57807855764607
1739209885.1520052;-35.57807855764607
1739209885.1520116;-30.49652367304973
1739209885.152018;-45.120503652039325
1739209885.1520243;-45.120503652039325
1739209885.1520307;-45.120503652039325
1739209885.1520371;-45.120503652039325
1739209885.1520433;-45.120503652039325
1739209885.1520498;-45.120503652039325
1739209885.1520562;-32.816014438256545
1739209885.1520627;-38.13080360867914
1739209885.1520689;-38.13080360867914
1739209885.1520753;-35.57807855764607
1739209885.1520817;-38.13080360867914
1739209885.152088;-33.981070128970906
1739209885.1520944;-38.13080360867914
1739209885.1521008;-45.120503652039325
1739209885.152107;-38.13080360867914
1739209885.1521134;-35.57807855764607
1739209885.1521199;-33.981070128970906
1739209885.152126;-38.13080360867914
1739209885.1521325;-33.981070128970906
1739209885.152139;-38.13080360867914
1739209885.1521454;-45.120503652039325
1739209885.1521516;-38.13080360867914
1739209885.152158;-45.120503652039325
1739209885.1521645;-31.141103565318893
1739209885.1521707;-45.120503652039325
1739209885.152177;-45.120503652039325
1739209885.1521835;-33.981070128970906
1739209885.1521897;-45.120503652039325
1739209885.1521962;-33.981070128970906
1739209885.1522026;-45.120503652039325
1739209885.1522088;-35.57807855764607
1739209885.1522152;-38.13080360867914
1739209885.1522217;-45.120503652039325
1739209885.1522279;-45.120503652039325
1739209885.1522343;-45.120503652039325
1739209885.1522408;-35.57807855764607
1739209885.1522472;-33.981070128970906
1739209885.1522534;-45.120503652039325
1739209885.1522598;-45.120503652039325
1739209885.1522663;-45.120503652039325
1739209885.1522725;-35.57807855764607
1739209885.152279;-38.13080360867914
1739209885.1522853;-38.13080360867914
1739209885.1522915;-45.120503652039325
1739209885.152298;-38.13080360867914
1739209885.1523044;-45.120503652039325
1739209885.1523106;-38.13080360867914
1739209885.152317;-33.981070128970906
1739209885.1523235;-31.14110356531892
1739209885.15233;-45.120503652039325
1739209885.1523361;-38.13080360867914
1739209885.1523426;-38.13080360867914
1739209885.152349;-38.13080360867914
1739209885.1523552;-45.120503652039325
1739209885.1523616;-38.13080360867914
1739209885.152368;-35.57807855764607
1739209885.1523743;-45.120503652039325
1739209885.1523807;-45.120503652039325
1739209885.1523871;-33.981070128970906
1739209885.1523933;-35.57807855764607
1739209885.1523998;-27.267205301931607
1739209885.1524062;-38.13080360867914
1739209885.1524124;-45.120503652039325
1739209885.1524189;-35.57807855764607
1739209885.1524253;-38.13080360867914
1739209885.1524317;-45.120503652039325
1739209885.152438;-33.981070128970906
1739209885.1524444;-31.141103565318893
1739209885.1524508;-35.57807855764607
1739209885.152457;-45.120503652039325
1739209885.1524634;-45.120503652039325
1739209885.1524699;-38.13080360867914
1739209885.152476;-35.57807855764607
1739209885.1524825;-45.120503652039325
1739209885.152489;-38.13080360867914
1739209885.1524951;-38.13080360867914
1739209885.1525016;-38.13080360867914
1739209885.152508;-38.13080360867914
1739209885.1525145;-45.120503652039325
1739209885.1525207;-38.13080360867914
1739209885.152527;-38.13080360867914
1739209885.1525335;-38.13080360867914
1739209885.1525397;-38.13080360867914
1739209885.1525462;-38.13080360867914
1739209885.1525526;-30.49652367304973
1739209885.1525588;-33.981070128970906
1739209885.1525652;-38.13080360867914
1739209885.1525717;-38.13080360867914
1739209885.1525779;-38.13080360867914
1739209885.1525843;-38.13080360867914
1739209885.1525908;-45.120503652039325
1739209885.152597;-35.57807855764607
1739209885.1526034;-38.13080360867914
1739209885.1526098;-45.120503652039325
1739209885.1526163;-45.120503652039325
