CAN Message; 0x98:0000f885bbf7b90e
1739209870.818236;-38.13080360867914
1739209870.8182485;-38.13080360867914
1739209870.8182611;-45.120503652039325
1739209870.8182738;-38.13080360867914
1739209870.8182862;-45.120503652039325
1739209870.8182988;-45.120503652039325
1739209870.8183115;-33.981070128970906
1739209870.818324;-38.13080360867914
1739209870.8183365;-45.120503652039325
1739209870.8183491;-45.120503652039325
1739209870.8183618;-35.57807855764607
1739209870.8183742;-38.13080360867914
1739209870.8183868;-45.120503652039325
1739209870.8183994;-35.57807855764607
1739209870.8184118;-38.13080360867914
1739209870.8184245;-45.120503652039325
1739209870.818437;-45.120503652039325
1739209870.8184495;-45.120503652039325
1739209870.8184621;-45.120503652039325
1739209870.8184748;-45.120503652039325
1739209870.8184874;-45.120503652039325
1739209870.8184998;-31.141103565318915
1739209870.8185124;-33.981070128970906
1739209870.818525;-38.13080360867914
1739209870.8185375;-38.13080360867914
1739209870.81855;-38.13080360867914
1739209870.8185627;-35.57807855764607
1739209870.8185751;-35.57807855764607
1739209870.8185878;-45.120503652039325
1739209870.8186004;-38.13080360867914
1739209870.818613;-33.981070128970906
1739209870.8186255;-38.13080360867914
1739209870.818638;-45.120503652039325
1739209870.8186507;-45.120503652039325
1739209870.8186631;-45.120503652039325
1739209870.8186758;-45.120503652039325
1739209870.8186884;-45.120503652039325
1739209870.8187008;-38.13080360867914
1739209870.8187134;-35.57807855764607
1739209870.818726;-38.13080360867914
1739209870.8187387;-45.120503652039325
1739209870.818751;-33.981070128970906
1739209870.8187637;-45.120503652039325
1739209870.8187764;-45.120503652039325
1739209870.8187888;-45.120503652039325
1739209870.8188014;-38.13080360867914
1739209870.818814;-38.13080360867914
1739209870.8188264;-45.120503652039325
1739209870.818839;-38.13080360867914
1739209870.8188517;-38.13080360867914
1739209870.818864;-35.57807855764607
1739209870.8188767;-38.13080360867914
1739209870.8188894;-45.120503652039325
1739209870.818902;-38.13080360867914
1739209870.8189144;-45.120503652039325
1739209870.818927;-45.120503652039325
1739209870.8189397;-45.120503652039325
1739209870.818952;-38.13080360867914
1739209870.8189647;-45.120503652039325
1739209870.8189774;-45.120503652039325
1739209870.8189898;-45.120503652039325
1739209870.8190024;-38.13080360867914
1739209870.819015;-38.13080360867914
1739209870.8190277;-45.120503652039325
1739209870.81904;-38.13080360867914
1739209870.8190527;-38.13080360867914
1739209870.8190653;-45.120503652039325
1739209870.8190777;-38.13080360867914
1739209870.8190904;-45.120503652039325
1739209870.819103;-45.120503652039325
1739209870.8191154;-38.13080360867914
1739209870.819128;-45.120503652039325
1739209870.8191407;-45.120503652039325
1739209870.8191533;-38.13080360867914
1739209870.8191657;-33.981070128970906
1739209870.8191783;-35.57807855764607
1739209870.819191;-45.120503652039325
1739209870.8192034;-45.120503652039325
1739209870.819216;-45.120503652039325
1739209870.8192286;-38.13080360867914
1739209870.819241;-45.120503652039325
1739209870.8192537;-45.120503652039325
1739209870.8192663;-45.120503652039325
1739209870.819279;-38.13080360867914
1739209870.8192914;-38.13080360867914
1739209870.819304;-45.120503652039325
1739209870.8193166;-32.816014438256545
1739209870.819329;-35.57807855764607
1739209870.8193417;-45.120503652039325
1739209870.8193543;-38.13080360867914
1739209870.8193667;-38.13080360867914
1739209870.8193793;-38.13080360867914
1739209870.819392;-38.13080360867914
1739209870.8194044;-45.120503652039325
1739209870.819417;-35.57807855764607
1739209870.8194296;-38.13080360867914
1739209870.8194423;-38.13080360867914
1739209870.8194547;-38.13080360867914
1739209870.8194673;-45.120503652039325
1739209870.81948;-45.120503652039325
1739209870.8194923;-38.13080360867914
1739209870.819505;-38.13080360867914
1739209870.8195176;-38.13080360867914
1739209870.81953;-45.120503652039325
1739209870.8195426;-45.120503652039325
1739209870.8195553;-45.120503652039325
1739209870.819568;-38.13080360867914
1739209870.8195803;-38.13080360867914
1739209870.819593;-45.120503652039325
1739209870.8196056;-45.120503652039325
1739209870.819618;-25.826314394896354
1739209870.8196306;-31.141103565318893
1739209870.8196433;-45.120503652039325
1739209870.8196557;-35.57807855764607
1739209870.8196683;-38.13080360867914
1739209870.819681;-45.120503652039325
1739209870.8196936;-45.120503652039325
1739209870.819706;-38.13080360867914
1739209870.8197186;-45.120503652039325
1739209870.8197312;-45.120503652039325
1739209870.8197436;-45.120503652039325
1739209870.8197563;-45.120503652039325
1739209870.819769;-38.13080360867914
1739209870.8197813;-38.13080360867914
1739209870.819794;-45.120503652039325
1739209870.8198066;-35.57807855764607
1739209870.819819;-45.120503652039325
1739209870.8198316;-45.120503652039325
1739209870.8198442;-38.13080360867914
1739209870.819857;-45.120503652039325
1739209870.8198693;-38.13080360867914
1739209870.819882;-38.13080360867914
1739209870.8198946;-38.13080360867914
1739209870.819907;-45.120503652039325
1739209870.8199196;-30.49652367304973
1739209870.8199322;-31.141103565318893
1739209870.8199446;-45.120503652039325
1739209870.8199573;-45.120503652039325
1739209870.81997;-45.120503652039325
1739209870.8199825;-45.120503652039325
1739209870.819995;-35.57807855764607
1739209870.8200076;-38.13080360867914
1739209870.8200202;-38.13080360867914
1739209870.8200326;-33.981070128970906
1739209870.8200452;-45.120503652039325
1739209870.8200579;-38.13080360867914
1739209870.8200703;-38.13080360867914
1739209870.820083;-38.13080360867914
1739209870.8200955;-45.120503652039325
1739209870.8201082;-38.13080360867914
1739209870.8201206;-45.120503652039325
1739209870.8201332;-45.120503652039325
1739209870.8201458;-45.120503652039325
1739209870.8201582;-38.13080360867914
1739209870.8201709;-38.13080360867914
1739209870.8201835;-28.992665084841942
1739209870.820196;-38.13080360867914
1739209870.8202085;-45.120503652039325
1739209870.8202212;-32.816014438256545
1739209870.8202338;-38.13080360867914
1739209870.8202462;-38.13080360867914
1739209870.8202589;-35.57807855764607
1739209870.8202715;-45.120503652039325
1739209870.820284;-38.13080360867914
1739209870.8202965;-38.13080360867914
1739209870.8203092;-38.13080360867914
1739209870.8203216;-38.13080360867914
1739209870.8203342;-35.57807855764607
1739209870.8203468;-45.120503652039325
1739209870.8203592;-45.120503652039325
1739209870.8203719;-38.13080360867914
1739209870.8203845;-35.57807855764607
1739209870.8203971;-45.120503652039325
1739209870.8204095;-45.120503652039325
1739209870.8204222;-45.120503652039325
1739209870.8204348;-31.141103565318915
1739209870.8204472;-38.13080360867914
1739209870.8204598;-45.120503652039325
1739209870.8204725;-38.13080360867914
1739209870.8204849;-38.13080360867914
1739209870.8204975;-35.57807855764607
1739209870.8205101;-38.13080360867914
1739209870.8205228;-35.57807855764607
1739209870.8205352;-30.49652367304973
1739209870.8205478;-38.13080360867914
1739209870.8205605;-33.981070128970906
1739209870.8205729;-45.120503652039325
1739209870.8205855;-45.120503652039325
1739209870.8205981;-32.816014438256545
1739209870.8206105;-35.57807855764607
1739209870.8206232;-45.120503652039325
1739209870.8206358;-33.981070128970906
1739209870.8206484;-38.13080360867914
1739209870.8206608;-45.120503652039325
1739209870.8206735;-38.13080360867914
1739209870.820686;-35.57807855764607
1739209870.8206985;-45.120503652039325
1739209870.8207111;-45.120503652039325
1739209870.8207238;-32.816014438256545
1739209870.8207362;-28.992665084841942
1739209870.8207488;-33.981070128970906
1739209870.8207614;-38.13080360867914
1739209870.8207738;-38.13080360867914
1739209870.8207865;-38.13080360867914
1739209870.820799;-38.13080360867914
1739209870.8208117;-45.120503652039325
1739209870.8208241;-35.57807855764607
1739209870.8208368;-38.13080360867914
1739209870.8208494;-45.120503652039325
1739209870.8208618;-45.120503652039325
1739209870.8208745;-45.120503652039325
1739209870.820887;-45.120503652039325
1739209870.8208995;-38.13080360867914
1739209870.8209121;-45.120503652039325
1739209870.8209248;-38.13080360867914
1739209870.8209374;-33.981070128970906
1739209870.8209498;-38.13080360867914
1739209870.8209624;-45.120503652039325
1739209870.820975;-38.13080360867914
1739209870.8209875;-35.57807855764607
1739209870.821;-45.120503652039325
1739209870.8210127;-45.120503652039325
1739209870.8210251;-33.981070128970906
1739209870.8210378;-33.981070128970906
1739209870.8210504;-33.981070128970906
1739209870.821063;-38.13080360867914
1739209870.8210754;-45.120503652039325
1739209870.821088;-38.13080360867914
1739209870.8211007;-38.13080360867914
1739209870.821113;-38.13080360867914
1739209870.8211257;-45.120503652039325
1739209870.8211384;-38.13080360867914
1739209870.8211508;-33.981070128970906
1739209870.8211634;-38.13080360867914
1739209870.821176;-45.120503652039325
1739209870.8211884;-38.13080360867914
1739209870.821201;-38.13080360867914
1739209870.8212137;-38.13080360867914
1739209870.8212264;-38.13080360867914
1739209870.8212388;-38.13080360867914
1739209870.8212514;-38.13080360867914
1739209870.821264;-38.13080360867914
1739209870.8212764;-38.13080360867914
1739209870.821289;-38.13080360867914
1739209870.8213017;-45.120503652039325
1739209870.821314;-45.120503652039325
1739209870.8213267;-45.120503652039325
1739209870.8213394;-45.120503652039325
1739209870.821352;-38.13080360867914
1739209870.8213644;-45.120503652039325
1739209870.821377;-45.120503652039325
1739209870.8213897;-45.120503652039325
1739209870.821402;-35.57807855764607
1739209870.8214147;-38.13080360867914
1739209870.8214273;-45.120503652039325
1739209870.8214397;-38.13080360867914
1739209870.8214524;-33.981070128970906
1739209870.821465;-33.981070128970906
1739209870.8214777;-45.120503652039325
1739209870.82149;-38.13080360867914
1739209870.8215027;-45.120503652039325
1739209870.8215153;-45.120503652039325
1739209870.8215277;-45.120503652039325
1739209870.8215404;-38.13080360867914
1739209870.821553;-45.120503652039325
1739209870.8215654;-45.120503652039325
1739209870.821578;-45.120503652039325
1739209870.8215907;-45.120503652039325
1739209870.8216033;-38.13080360867914
1739209870.8216157;-45.120503652039325
1739209870.8216283;-38.13080360867914
1739209870.821641;-45.120503652039325
1739209870.8216534;-35.57807855764607
1739209870.821666;-38.13080360867914
1739209870.8216786;-45.120503652039325
1739209870.821691;-45.120503652039325
1739209870.8217037;-45.120503652039325
1739209870.8217163;-33.981070128970906
1739209870.8217287;-45.120503652039325
1739209870.8217413;-45.120503652039325
1739209870.821754;-45.120503652039325
1739209870.8217666;-38.13080360867914
1739209870.821779;-45.120503652039325
1739209870.8217916;-45.120503652039325
1739209870.8218043;-45.120503652039325
1739209870.8218167;-45.120503652039325
1739209870.8218293;-35.57807855764607
1739209870.821842;-38.13080360867914
1739209870.8218544;-45.120503652039325
1739209870.821867;-45.120503652039325
1739209870.8218796;-32.816014438256545
1739209870.8218923;-30.49652367304973
1739209870.8219047;-45.120503652039325
1739209870.8219173;-45.120503652039325
1739209870.82193;-38.13080360867914
1739209870.8219423;-38.13080360867914
1739209870.821955;-31.141103565318893
1739209870.8219676;-31.141103565318893
1739209870.82198;-38.13080360867914
1739209870.8219926;-38.13080360867914
1739209870.8220053;-38.13080360867914
1739209870.822018;-45.120503652039325
1739209870.8220303;-45.120503652039325
1739209870.822043;-32.816014438256545
1739209870.8220556;-45.120503652039325
1739209870.822068;-38.13080360867914
1739209870.8220806;-38.13080360867914
1739209870.8220932;-38.13080360867914
1739209870.8221056;-45.120503652039325
1739209870.8221183;-45.120503652039325
1739209870.822131;-45.120503652039325
1739209870.8221433;-45.120503652039325
1739209870.822156;-33.981070128970906
1739209870.8221686;-32.816014438256545
1739209870.8221812;-38.13080360867914
1739209870.8221936;-35.57807855764607
1739209870.8222063;-35.57807855764607
1739209870.822219;-35.57807855764607
1739209870.8222313;-38.13080360867914
1739209870.822244;-38.13080360867914
1739209870.8222566;-45.120503652039325
1739209870.822269;-45.120503652039325
1739209870.8222816;-45.120503652039325
1739209870.8222942;-38.13080360867914
1739209870.8223069;-45.120503652039325
1739209870.8223193;-45.120503652039325
1739209870.822332;-38.13080360867914
1739209870.8223445;-38.13080360867914
1739209870.822357;-45.120503652039325
1739209870.8223696;-45.120503652039325
1739209870.8223822;-45.120503652039325
1739209870.8223946;-45.120503652039325
1739209870.8224072;-45.120503652039325
1739209870.82242;-45.120503652039325
1739209870.8224325;-35.57807855764607
1739209870.822445;-45.120503652039325
1739209870.8224576;-35.57807855764607
1739209870.8224702;-30.49652367304973
1739209870.8224826;-45.120503652039325
1739209870.8224952;-38.13080360867914
1739209870.8225079;-35.57807855764607
1739209870.8225203;-45.120503652039325
1739209870.822533;-33.981070128970906
1739209870.8225455;-31.141103565318915
1739209870.822558;-38.13080360867914
1739209870.8225706;-38.13080360867914
1739209870.8225832;-35.57807855764607
1739209870.8225958;-35.57807855764607
1739209870.8226082;-45.120503652039325
1739209870.8226209;-45.120503652039325
1739209870.8226335;-45.120503652039325
1739209870.822646;-45.120503652039325
1739209870.8226585;-45.120503652039325
1739209870.8226712;-45.120503652039325
1739209870.8226836;-45.120503652039325
1739209870.8226962;-38.13080360867914
1739209870.8227088;-45.120503652039325
1739209870.8227215;-45.120503652039325
1739209870.8227339;-45.120503652039325
1739209870.8227465;-45.120503652039325
1739209870.8227592;-38.13080360867914
1739209870.8227715;-35.57807855764607
1739209870.8227842;-38.13080360867914
1739209870.8227968;-45.120503652039325
1739209870.8228092;-38.13080360867914
1739209870.8228219;-38.13080360867914
1739209870.8228345;-38.13080360867914
1739209870.8228471;-45.120503652039325
1739209870.8228595;-45.120503652039325
1739209870.8228722;-45.120503652039325
1739209870.8228848;-45.120503652039325
1739209870.8228972;-45.120503652039325
1739209870.8229098;-45.120503652039325
1739209870.8229225;-38.13080360867914
1739209870.8229349;-35.57807855764607
1739209870.8229475;-38.13080360867914
1739209870.8229601;-38.13080360867914
1739209870.8229728;-35.57807855764607
1739209870.8229852;-38.13080360867914
1739209870.8229978;-38.13080360867914
1739209870.8230104;-45.120503652039325
1739209870.8230228;-45.120503652039325
1739209870.8230355;-35.57807855764607
1739209870.823048;-35.57807855764607
1739209870.8230605;-45.120503652039325
1739209870.8230731;-38.13080360867914
1739209870.8230858;-38.13080360867914
1739209870.8230982;-45.120503652039325
1739209870.8231108;-45.120503652039325
1739209870.8231235;-38.13080360867914
1739209870.823136;-45.120503652039325
1739209870.8231485;-38.13080360867914
1739209870.8231611;-38.13080360867914
1739209870.8231738;-38.13080360867914
1739209870.8231862;-38.13080360867914
1739209870.8231988;-45.120503652039325
1739209870.8232114;-45.120503652039325
1739209870.8232238;-45.120503652039325
1739209870.8232365;-38.13080360867914
1739209870.823249;-38.13080360867914
1739209870.8232617;-45.120503652039325
1739209870.8232741;-38.13080360867914
1739209870.8232868;-31.141103565318915
1739209870.8232994;-35.57807855764607
1739209870.8233118;-38.13080360867914
1739209870.8233244;-38.13080360867914
1739209870.823337;-38.13080360867914
1739209870.8233495;-38.13080360867914
1739209870.823362;-38.13080360867914
1739209870.8233747;-45.120503652039325
1739209870.8233874;-32.816014438256545
1739209870.8233998;-38.13080360867914
1739209870.8234124;-45.120503652039325
1739209870.823425;-38.13080360867914
1739209870.8234375;-38.13080360867914
1739209870.82345;-45.120503652039325
1739209870.8234627;-35.57807855764607
1739209870.8234751;-38.13080360867914
1739209870.8234878;-35.57807855764607
1739209870.8235004;-38.13080360867914
1739209870.8235128;-38.13080360867914
1739209870.8235254;-45.120503652039325
1739209870.823538;-45.120503652039325
1739209870.8235507;-38.13080360867914
1739209870.823563;-45.120503652039325
1739209870.8235757;-38.13080360867914
1739209870.8235884;-27.267205301931607
1739209870.8236008;-33.981070128970906
1739209870.8236134;-38.13080360867914
1739209870.823626;-38.13080360867914
1739209870.8236384;-28.992665084841942
1739209870.823651;-38.13080360867914
1739209870.8236637;-45.120503652039325
1739209870.8236763;-45.120503652039325
1739209870.8236887;-38.13080360867914
1739209870.8237014;-35.57807855764607
1739209870.823714;-35.57807855764607
1739209870.8237264;-45.120503652039325
1739209870.823739;-38.13080360867914
1739209870.8237517;-35.57807855764607
1739209870.823764;-45.120503652039325
1739209870.8237767;-45.120503652039325
1739209870.8237894;-33.981070128970906
1739209870.823802;-38.13080360867914
1739209870.8238144;-33.981070128970906
1739209870.823827;-45.120503652039325
1739209870.8238397;-38.13080360867914
1739209870.823852;-45.120503652039325
1739209870.8238647;-45.120503652039325
1739209870.8238773;-45.120503652039325
1739209870.8238897;-28.58837851428586
1739209870.8239024;-35.57807855764607
1739209870.823915;-45.120503652039325
1739209870.8239274;-45.120503652039325
1739209870.82394;-33.981070128970906
1739209870.8239527;-45.120503652039325
1739209870.8239653;-45.120503652039325
1739209870.8239777;-38.13080360867914
1739209870.8239903;-38.13080360867914
1739209870.824003;-45.120503652039325
1739209870.8240154;-38.13080360867914
1739209870.824028;-38.13080360867914
1739209870.8240407;-38.13080360867914
1739209870.824053;-45.120503652039325
1739209870.8240657;-38.13080360867914
1739209870.8240783;-38.13080360867914
1739209870.824091;-45.120503652039325
1739209870.8241034;-38.13080360867914
1739209870.824116;-45.120503652039325
1739209870.8241286;-45.120503652039325
1739209870.824141;-38.13080360867914
1739209870.8241537;-32.816014438256545
1739209870.8241663;-45.120503652039325
1739209870.8241787;-45.120503652039325
1739209870.8241913;-32.816014438256545
1739209870.824204;-35.57807855764607
1739209870.8242166;-45.120503652039325
1739209870.824229;-45.120503652039325
1739209870.8242416;-38.13080360867914
1739209870.8242543;-45.120503652039325
1739209870.8242667;-38.13080360867914
1739209870.8242793;-35.57807855764607
1739209870.824292;-45.120503652039325
1739209870.8243043;-45.120503652039325
1739209870.824317;-32.816014438256545
1739209870.8243296;-32.816014438256545
1739209870.8243423;-45.120503652039325
1739209870.8243546;-38.13080360867914
1739209870.8243673;-45.120503652039325
1739209870.82438;-45.120503652039325
1739209870.8243923;-35.57807855764607
1739209870.824405;-38.13080360867914
1739209870.8244176;-45.120503652039325
1739209870.82443;-38.13080360867914
1739209870.8244426;-33.981070128970906
1739209870.8244553;-45.120503652039325
1739209870.8244677;-45.120503652039325
1739209870.8244803;-45.120503652039325
1739209870.824493;-38.13080360867914
1739209870.8245056;-38.13080360867914
1739209870.824518;-45.120503652039325
1739209870.8245306;-45.120503652039325
1739209870.8245432;-32.816014438256545
1739209870.8245556;-35.57807855764607
1739209870.8245683;-45.120503652039325
1739209870.824581;-38.13080360867914
1739209870.8245933;-33.981070128970906
1739209870.824606;-33.981070128970906
1739209870.8246186;-35.57807855764607
1739209870.8246312;-38.13080360867914
1739209870.8246436;-35.57807855764607
1739209870.8246562;-32.816014438256545
1739209870.824669;-45.120503652039325
1739209870.8246813;-45.120503652039325
1739209870.824694;-38.13080360867914
1739209870.8247066;-38.13080360867914
1739209870.824719;-45.120503652039325
1739209870.8247316;-45.120503652039325
1739209870.8247442;-45.120503652039325
1739209870.8247569;-45.120503652039325
1739209870.8247693;-38.13080360867914
1739209870.824782;-45.120503652039325
1739209870.8247945;-45.120503652039325
1739209870.824807;-38.13080360867914
1739209870.8248196;-45.120503652039325
1739209870.8248322;-38.13080360867914
1739209870.8248446;-45.120503652039325
1739209870.8248572;-45.120503652039325
1739209870.8248699;-45.120503652039325
1739209870.8248823;-45.120503652039325
1739209870.824895;-45.120503652039325
1739209870.8249075;-27.267205301931607
1739209870.8249202;-38.13080360867914
1739209870.8249326;-45.120503652039325
1739209870.8249452;-38.13080360867914
1739209870.8249578;-31.141103565318915
1739209870.8249702;-38.13080360867914
1739209870.824983;-45.120503652039325
1739209870.8249955;-38.13080360867914
1739209870.825008;-45.120503652039325
1739209870.8250206;-45.120503652039325
1739209870.8250332;-45.120503652039325
1739209870.8250458;-45.120503652039325
1739209870.8250582;-38.13080360867914
1739209870.8250709;-45.120503652039325
1739209870.8250835;-45.120503652039325
1739209870.825096;-38.13080360867914
1739209870.8251085;-45.120503652039325
1739209870.8251212;-45.120503652039325
1739209870.8251336;-45.120503652039325
1739209870.8251462;-45.120503652039325
1739209870.8251588;-45.120503652039325
1739209870.8251715;-45.120503652039325
1739209870.8251839;-45.120503652039325
1739209870.8251965;-45.120503652039325
1739209870.8252091;-31.141103565318915
1739209870.8252215;-38.13080360867914
1739209870.8252342;-45.120503652039325
1739209870.8252468;-38.13080360867914
1739209870.8252592;-33.981070128970906
1739209870.8252718;-45.120503652039325
1739209870.8252845;-45.120503652039325
1739209870.8252969;-38.13080360867914
1739209870.8253095;-32.816014438256545
1739209870.8253222;-38.13080360867914
1739209870.8253348;-45.120503652039325
1739209870.8253472;-38.13080360867914
1739209870.8253598;-45.120503652039325
1739209870.8253725;-45.120503652039325
1739209870.8253849;-38.13080360867914
1739209870.8253975;-38.13080360867914
1739209870.8254101;-45.120503652039325
1739209870.8254225;-45.120503652039325
1739209870.8254352;-45.120503652039325
1739209870.8254478;-38.13080360867914
1739209870.8254604;-45.120503652039325
1739209870.8254728;-45.120503652039325
1739209870.8254855;-33.981070128970906
1739209870.825498;-38.13080360867914
1739209870.8255105;-33.981070128970906
1739209870.8255231;-38.13080360867914
1739209870.8255358;-45.120503652039325
1739209870.8255482;-45.120503652039325
1739209870.8255608;-33.981070128970906
1739209870.8255734;-32.816014438256545
1739209870.825586;-38.13080360867914
1739209870.8255985;-38.13080360867914
1739209870.825611;-33.981070128970906
1739209870.8256238;-45.120503652039325
1739209870.8256361;-45.120503652039325
1739209870.8256488;-45.120503652039325
1739209870.8256614;-45.120503652039325
1739209870.8256738;-45.120503652039325
1739209870.8256865;-45.120503652039325
1739209870.825699;-45.120503652039325
1739209870.8257117;-45.120503652039325
1739209870.8257241;-35.57807855764607
1739209870.8257368;-35.57807855764607
1739209870.8257494;-38.13080360867914
1739209870.8257618;-38.13080360867914
1739209870.8257744;-38.13080360867914
1739209870.825787;-45.120503652039325
1739209870.8257995;-38.13080360867914
1739209870.825812;-33.981070128970906
1739209870.8258247;-38.13080360867914
1739209870.8258371;-45.120503652039325
1739209870.8258498;-38.13080360867914
1739209870.8258624;-38.13080360867914
1739209870.825875;-38.13080360867914
1739209870.8258874;-38.13080360867914
1739209870.8259;-45.120503652039325
1739209870.8259127;-45.120503652039325
1739209870.825925;-45.120503652039325
1739209870.8259377;-45.120503652039325
1739209870.8259504;-38.13080360867914
1739209870.8259628;-38.13080360867914
1739209870.8259754;-45.120503652039325
1739209870.825988;-38.13080360867914
1739209870.8260007;-45.120503652039325
1739209870.826013;-38.13080360867914
1739209870.8260257;-33.981070128970906
1739209870.8260384;-45.120503652039325
1739209870.8260508;-45.120503652039325
1739209870.8260634;-38.13080360867914
1739209870.826076;-38.13080360867914
1739209870.8260884;-38.13080360867914
1739209870.826101;-38.13080360867914
1739209870.8261137;-38.13080360867914
1739209870.8261263;-35.57807855764607
1739209870.8261387;-35.57807855764607
1739209870.8261514;-38.13080360867914
1739209870.826164;-45.120503652039325
1739209870.8261764;-45.120503652039325
1739209870.826189;-45.120503652039325
1739209870.8262017;-35.57807855764607
1739209870.826214;-38.13080360867914
1739209870.8262267;-33.981070128970956
1739209870.8262393;-45.120503652039325
1739209870.8262517;-38.13080360867914
1739209870.8262644;-38.13080360867914
1739209870.826277;-45.120503652039325
1739209870.8262897;-45.120503652039325
1739209870.826302;-38.13080360867914
1739209870.8263147;-45.120503652039325
1739209870.8263273;-27.8777449560314
1739209870.8263397;-32.816014438256545
1739209870.8263524;-45.120503652039325
1739209870.826365;-45.120503652039325
1739209870.8263774;-38.13080360867914
1739209870.82639;-45.120503652039325
1739209870.8264027;-38.13080360867914
1739209870.8264153;-38.13080360867914
1739209870.8264277;-45.120503652039325
1739209870.8264403;-45.120503652039325
1739209870.826453;-38.13080360867914
1739209870.8264654;-35.57807855764607
1739209870.826478;-38.13080360867914
1739209870.8264906;-45.120503652039325
1739209870.826503;-38.13080360867914
1739209870.8265157;-38.13080360867914
1739209870.8265283;-38.13080360867914
1739209870.826541;-45.120503652039325
1739209870.8265533;-45.120503652039325
1739209870.826566;-45.120503652039325
1739209870.8265786;-45.120503652039325
1739209870.826591;-45.120503652039325
1739209870.8266037;-38.13080360867914
1739209870.8266163;-45.120503652039325
1739209870.8266287;-28.21854285175415
1739209870.8266413;-29.438486411369333
1739209870.826654;-45.120503652039325
1739209870.8266664;-45.120503652039325
1739209870.826679;-45.120503652039325
1739209870.8266916;-45.120503652039325
1739209870.8267043;-45.120503652039325
1739209870.8267167;-38.13080360867914
1739209870.8267293;-38.13080360867914
1739209870.826742;-45.120503652039325
1739209870.8267543;-25.077289914212862
1739209870.826767;-31.141103565318893
1739209870.8267796;-45.120503652039325
1739209870.826792;-38.13080360867914
1739209870.8268046;-38.13080360867914
1739209870.8268173;-45.120503652039325
1739209870.82683;-45.120503652039325
1739209870.8268423;-45.120503652039325
1739209870.826855;-45.120503652039325
1739209870.8268676;-45.120503652039325
1739209870.82688;-35.57807855764607
