CAN Message; 0x1a7:00009641ba07bbcb
Timestamp;Amplitude
1739209691.520198;-45.120503652039325
1739209691.520207;-33.981070128970906
1739209691.520216;-38.13080360867914
1739209691.5202248;-45.120503652039325
1739209691.5202336;-45.120503652039325
1739209691.5202425;-45.120503652039325
1739209691.5202513;-45.120503652039325
1739209691.52026;-45.120503652039325
1739209691.5202692;-38.13080360867914
1739209691.520278;-38.13080360867914
1739209691.5202868;-35.57807855764607
1739209691.5202956;-38.13080360867914
1739209691.5203044;-45.120503652039325
1739209691.5203133;-45.120503652039325
1739209691.5203223;-45.120503652039325
1739209691.5203311;-45.120503652039325
1739209691.52034;-45.120503652039325
1739209691.5203488;-45.120503652039325
1739209691.5203576;-33.981070128970906
1739209691.5203664;-33.981070128970906
1739209691.5203755;-45.120503652039325
1739209691.5203843;-45.120503652039325
1739209691.5203931;-32.816014438256545
1739209691.520402;-38.13080360867914
1739209691.5204108;-45.120503652039325
1739209691.5204196;-45.120503652039325
1739209691.5204287;-45.120503652039325
1739209691.5204375;-45.120503652039325
1739209691.5204463;-45.120503652039325
1739209691.5204551;-45.120503652039325
1739209691.520464;-45.120503652039325
1739209691.5204728;-45.120503652039325
1739209691.5204818;-45.120503652039325
1739209691.5204906;-33.981070128970906
1739209691.5204995;-38.13080360867914
1739209691.5205083;-35.57807855764607
1739209691.520517;-38.13080360867914
1739209691.520526;-38.13080360867914
1739209691.520535;-38.13080360867914
1739209691.5205438;-38.13080360867914
1739209691.5205526;-45.120503652039325
1739209691.5205615;-38.13080360867914
1739209691.5205703;-38.13080360867914
1739209691.520579;-38.13080360867914
1739209691.5205882;-45.120503652039325
1739209691.520597;-33.981070128970906
1739209691.5206058;-45.120503652039325
1739209691.5206146;-38.13080360867914
1739209691.5206234;-45.120503652039325
1739209691.5206323;-45.120503652039325
1739209691.5206413;-45.120503652039325
1739209691.5206501;-45.120503652039325
1739209691.520659;-38.13080360867914
1739209691.5206678;-45.120503652039325
1739209691.5206766;-45.120503652039325
1739209691.5206854;-38.13080360867914
1739209691.5206945;-45.120503652039325
1739209691.5207033;-33.981070128970906
1739209691.5207121;-45.120503652039325
1739209691.520721;-35.57807855764607
1739209691.5207298;-38.13080360867914
1739209691.5207386;-38.13080360867914
1739209691.5207477;-38.13080360867914
1739209691.5207565;-38.13080360867914
1739209691.5207653;-45.120503652039325
1739209691.5207741;-45.120503652039325
1739209691.520783;-33.981070128970906
1739209691.5207918;-45.120503652039325
1739209691.5208008;-38.13080360867914
1739209691.5208097;-38.13080360867914
1739209691.5208185;-38.13080360867914
1739209691.5208273;-38.13080360867914
1739209691.520836;-45.120503652039325
1739209691.5208452;-45.120503652039325
1739209691.520854;-45.120503652039325
1739209691.5208628;-38.13080360867914
1739209691.5208716;-35.57807855764607
1739209691.5208805;-45.120503652039325
1739209691.5208893;-45.120503652039325
1739209691.5208983;-45.120503652039325
1739209691.5209072;-45.120503652039325
1739209691.520916;-45.120503652039325
1739209691.5209248;-45.120503652039325
1739209691.5209336;-35.57807855764607
1739209691.5209424;-33.981070128970906
1739209691.5209515;-45.120503652039325
1739209691.5209603;-38.13080360867914
1739209691.5209692;-33.981070128970906
1739209691.520978;-45.120503652039325
1739209691.5209868;-38.13080360867914
1739209691.5209956;-45.120503652039325
1739209691.5210047;-45.120503652039325
1739209691.5210135;-38.13080360867914
1739209691.5210223;-35.57807855764607
1739209691.5210311;-45.120503652039325
1739209691.52104;-45.120503652039325
1739209691.5210488;-45.120503652039325
1739209691.5210578;-38.13080360867914
1739209691.5210667;-45.120503652039325
1739209691.5210755;-31.141103565318915
1739209691.5210843;-28.58837851428586
1739209691.5210931;-38.13080360867914
1739209691.521102;-38.13080360867914
1739209691.521111;-33.981070128970906
1739209691.5211198;-32.816014438256545
1739209691.5211287;-38.13080360867914
1739209691.5211375;-45.120503652039325
1739209691.5211463;-33.981070128970906
1739209691.521155;-32.816014438256545
1739209691.5211642;-38.13080360867914
1739209691.521173;-45.120503652039325
1739209691.5211818;-38.13080360867914
1739209691.5211906;-35.57807855764607
1739209691.5211995;-38.13080360867914
1739209691.5212083;-45.120503652039325
1739209691.5212173;-45.120503652039325
1739209691.5212262;-45.120503652039325
1739209691.521235;-38.13080360867914
1739209691.5212438;-32.816014438256545
1739209691.5212526;-45.120503652039325
1739209691.5212615;-38.13080360867914
1739209691.5212705;-33.981070128970906
1739209691.5212793;-45.120503652039325
1739209691.5212882;-38.13080360867914
1739209691.521297;-25.077289914212862
1739209691.5213058;-38.13080360867914
1739209691.5213146;-45.120503652039325
1739209691.5213237;-35.57807855764607
1739209691.5213325;-38.13080360867914
1739209691.5213413;-38.13080360867914
1739209691.5213501;-45.120503652039325
1739209691.521359;-45.120503652039325
1739209691.5213678;-45.120503652039325
1739209691.5213768;-38.13080360867914
1739209691.5213857;-38.13080360867914
1739209691.5213945;-35.57807855764607
1739209691.5214033;-38.13080360867914
1739209691.5214121;-38.13080360867914
1739209691.521421;-45.120503652039325
1739209691.52143;-38.13080360867914
1739209691.5214388;-45.120503652039325
1739209691.5214477;-45.120503652039325
1739209691.5214565;-45.120503652039325
1739209691.5214653;-45.120503652039325
1739209691.5214741;-45.120503652039325
1739209691.5214832;-45.120503652039325
1739209691.521492;-45.120503652039325
1739209691.5215008;-38.13080360867914
1739209691.5215096;-32.816014438256545
1739209691.5215185;-45.120503652039325
1739209691.5215275;-45.120503652039325
1739209691.5215364;-45.120503652039325
1739209691.5215452;-45.120503652039325
1739209691.521554;-38.13080360867914
1739209691.5215628;-35.57807855764607
1739209691.5215716;-45.120503652039325
1739209691.5215807;-45.120503652039325
1739209691.5215895;-38.13080360867914
1739209691.5215983;-38.13080360867914
1739209691.5216072;-38.13080360867914
1739209691.521616;-45.120503652039325
1739209691.5216248;-38.13080360867914
1739209691.5216339;-35.57807855764607
1739209691.5216427;-45.120503652039325
1739209691.5216515;-45.120503652039325
1739209691.5216603;-33.981070128970906
1739209691.5216691;-45.120503652039325
1739209691.521678;-45.120503652039325
1739209691.521687;-45.120503652039325
1739209691.5216959;-38.13080360867914
1739209691.5217047;-38.13080360867914
1739209691.5217135;-45.120503652039325
1739209691.5217223;-45.120503652039325
1739209691.5217311;-33.981070128970906
1739209691.5217402;-38.13080360867914
1739209691.521749;-45.120503652039325
1739209691.5217578;-38.13080360867914
1739209691.5217667;-38.13080360867914
1739209691.5217755;-35.57807855764607
1739209691.5217843;-38.13080360867914
1739209691.5217934;-35.57807855764607
1739209691.5218022;-33.981070128970906
1739209691.521811;-38.13080360867914
1739209691.5218198;-38.13080360867914
1739209691.5218287;-38.13080360867914
1739209691.5218375;-38.13080360867914
1739209691.5218465;-38.13080360867914
1739209691.5218554;-45.120503652039325
1739209691.5218642;-45.120503652039325
1739209691.521873;-45.120503652039325
1739209691.5218818;-45.120503652039325
1739209691.5218906;-38.13080360867914
1739209691.5218997;-45.120503652039325
1739209691.5219085;-38.13080360867914
1739209691.5219173;-45.120503652039325
1739209691.5219262;-45.120503652039325
1739209691.521935;-45.120503652039325
1739209691.5219438;-33.981070128970906
1739209691.5219529;-35.57807855764607
1739209691.5219617;-45.120503652039325
1739209691.5219705;-45.120503652039325
1739209691.5219793;-38.13080360867914
1739209691.5219882;-45.120503652039325
1739209691.521997;-45.120503652039325
1739209691.522006;-33.981070128970906
1739209691.5220149;-28.992665084841942
1739209691.5220237;-45.120503652039325
1739209691.5220325;-38.13080360867914
1739209691.5220413;-35.57807855764607
1739209691.5220501;-38.13080360867914
1739209691.5220592;-45.120503652039325
1739209691.522068;-45.120503652039325
1739209691.5220768;-32.816014438256545
1739209691.5220857;-33.981070128970906
1739209691.5220945;-45.120503652039325
1739209691.5221033;-38.13080360867914
1739209691.5221124;-35.57807855764607
1739209691.5221212;-45.120503652039325
1739209691.52213;-45.120503652039325
1739209691.5221388;-45.120503652039325
1739209691.5221477;-32.816014438256545
1739209691.5221567;-31.141103565318915
1739209691.5221655;-45.120503652039325
1739209691.5221744;-38.13080360867914
1739209691.5221832;-35.57807855764607
1739209691.522192;-33.981070128970906
1739209691.5222008;-45.120503652039325
1739209691.52221;-38.13080360867914
1739209691.5222187;-35.57807855764607
1739209691.5222275;-31.141103565318915
1739209691.5222363;-45.120503652039325
1739209691.5222452;-38.13080360867914
1739209691.522254;-38.13080360867914
1739209691.522263;-38.13080360867914
1739209691.5222719;-38.13080360867914
1739209691.5222807;-38.13080360867914
1739209691.5222895;-38.13080360867914
1739209691.5222983;-28.58837851428586
1739209691.5223072;-38.13080360867914
1739209691.5223162;-45.120503652039325
1739209691.522325;-38.13080360867914
1739209691.5223339;-45.120503652039325
1739209691.5223427;-45.120503652039325
1739209691.5223515;-45.120503652039325
1739209691.5223603;-38.13080360867914
1739209691.5223694;-30.49652367304973
1739209691.5223782;-38.13080360867914
1739209691.522387;-38.13080360867914
1739209691.5223958;-38.13080360867914
1739209691.5224047;-35.57807855764607
1739209691.5224135;-38.13080360867914
1739209691.5224226;-45.120503652039325
1739209691.5224314;-45.120503652039325
1739209691.5224402;-38.13080360867914
1739209691.522449;-38.13080360867914
1739209691.5224578;-45.120503652039325
1739209691.5224667;-45.120503652039325
1739209691.5224757;-45.120503652039325
1739209691.5224845;-38.13080360867914
1739209691.5224934;-38.13080360867914
1739209691.5225022;-38.13080360867914
1739209691.522511;-38.13080360867914
1739209691.5225198;-38.13080360867914
1739209691.522529;-38.13080360867914
1739209691.5225377;-45.120503652039325
1739209691.5225465;-38.13080360867914
1739209691.5225554;-38.13080360867914
1739209691.5225642;-38.13080360867914
1739209691.522573;-45.120503652039325
1739209691.522582;-38.13080360867914
1739209691.5225909;-32.816014438256545
1739209691.5225997;-35.57807855764607
1739209691.5226085;-45.120503652039325
1739209691.5226173;-45.120503652039325
1739209691.5226262;-32.816014438256545
1739209691.5226352;-45.120503652039325
1739209691.522644;-45.120503652039325
1739209691.5226529;-38.13080360867914
1739209691.5226617;-35.57807855764607
1739209691.5226705;-38.13080360867914
1739209691.5226793;-45.120503652039325
1739209691.5226884;-45.120503652039325
1739209691.5226972;-45.120503652039325
1739209691.522706;-38.13080360867914
1739209691.5227149;-45.120503652039325
1739209691.5227237;-33.981070128970906
1739209691.5227325;-45.120503652039325
1739209691.5227416;-45.120503652039325
1739209691.5227504;-45.120503652039325
1739209691.5227592;-38.13080360867914
1739209691.522768;-38.13080360867914
1739209691.5227768;-45.120503652039325
1739209691.522786;-45.120503652039325
1739209691.5227947;-45.120503652039325
