CAN Message; 0x1b8:0300f9d778877ebb
Timestamp;Amplitude
1739209729.5785325;-38.13080360867914
1739209729.5785365;-38.13080360867914
1739209729.5785408;-33.981070128970906
1739209729.5785449;-38.13080360867914
1739209729.5785491;-45.120503652039325
1739209729.5785532;-45.120503652039325
1739209729.5785575;-38.13080360867914
1739209729.5785615;-35.57807855764607
1739209729.5785658;-45.120503652039325
1739209729.57857;-45.120503652039325
1739209729.5785742;-38.13080360867914
1739209729.5785782;-45.120503652039325
1739209729.5785825;-45.120503652039325
1739209729.5785866;-33.981070128970906
1739209729.5785909;-45.120503652039325
1739209729.578595;-45.120503652039325
1739209729.5785992;-45.120503652039325
1739209729.5786033;-38.13080360867914
1739209729.5786076;-26.991370085610722
1739209729.5786116;-38.13080360867914
1739209729.578616;-45.120503652039325
1739209729.57862;-35.57807855764607
1739209729.5786242;-35.57807855764607
1739209729.5786283;-45.120503652039325
1739209729.5786326;-45.120503652039325
1739209729.5786366;-38.13080360867914
1739209729.578641;-45.120503652039325
1739209729.578645;-38.13080360867914
1739209729.5786493;-38.13080360867914
1739209729.5786533;-38.13080360867914
1739209729.5786576;-45.120503652039325
1739209729.5786617;-38.13080360867914
1739209729.578666;-45.120503652039325
1739209729.57867;-45.120503652039325
1739209729.5786743;-45.120503652039325
1739209729.5786784;-38.13080360867914
1739209729.5786827;-45.120503652039325
1739209729.5786867;-38.13080360867914
1739209729.578691;-35.57807855764607
1739209729.578695;-45.120503652039325
1739209729.5786994;-38.13080360867914
1739209729.5787036;-45.120503652039325
1739209729.5787077;-38.13080360867914
1739209729.578712;-38.13080360867914
1739209729.578716;-45.120503652039325
1739209729.5787203;-45.120503652039325
1739209729.5787244;-38.13080360867914
1739209729.5787287;-35.57807855764607
1739209729.5787327;-38.13080360867914
1739209729.578737;-38.13080360867914
1739209729.578741;-38.13080360867914
1739209729.5787454;-45.120503652039325
1739209729.5787494;-38.13080360867914
1739209729.5787537;-38.13080360867914
1739209729.5787578;-38.13080360867914
1739209729.578762;-45.120503652039325
1739209729.578766;-38.13080360867914
1739209729.5787704;-45.120503652039325
1739209729.5787745;-38.13080360867914
1739209729.5787787;-38.13080360867914
1739209729.5787828;-45.120503652039325
1739209729.578787;-45.120503652039325
1739209729.5787911;-45.120503652039325
1739209729.5787954;-33.981070128970906
1739209729.5787995;-35.57807855764607
1739209729.5788038;-45.120503652039325
1739209729.5788078;-38.13080360867914
1739209729.5788121;-38.13080360867914
1739209729.5788162;-45.120503652039325
1739209729.5788205;-45.120503652039325
1739209729.5788245;-45.120503652039325
1739209729.5788288;-38.13080360867914
1739209729.5788329;-45.120503652039325
1739209729.5788372;-38.13080360867914
1739209729.5788412;-38.13080360867914
1739209729.5788455;-45.120503652039325
1739209729.5788496;-45.120503652039325
1739209729.5788538;-45.120503652039325
1739209729.578858;-45.120503652039325
1739209729.5788622;-38.13080360867914
1739209729.5788662;-33.981070128970906
1739209729.5788705;-45.120503652039325
1739209729.5788746;-45.120503652039325
1739209729.5788789;-32.816014438256545
1739209729.578883;-35.57807855764607
1739209729.5788872;-45.120503652039325
1739209729.5788913;-38.13080360867914
1739209729.5788956;-35.57807855764607
1739209729.5788996;-35.57807855764607
1739209729.578904;-45.120503652039325
1739209729.578908;-38.13080360867914
1739209729.5789123;-45.120503652039325
1739209729.5789163;-38.13080360867914
1739209729.5789206;-38.13080360867914
1739209729.5789247;-38.13080360867914
1739209729.578929;-45.120503652039325
1739209729.578933;-38.13080360867914
1739209729.5789373;-38.13080360867914
1739209729.5789413;-45.120503652039325
1739209729.5789456;-35.57807855764607
1739209729.5789497;-38.13080360867914
1739209729.578954;-45.120503652039325
1739209729.578958;-45.120503652039325
1739209729.5789623;-35.57807855764607
1739209729.5789666;-35.57807855764607
1739209729.5789707;-45.120503652039325
1739209729.578975;-32.816014438256545
1739209729.578979;-45.120503652039325
1739209729.5789833;-45.120503652039325
1739209729.5789874;-38.13080360867914
1739209729.5789917;-35.57807855764607
1739209729.5789957;-45.120503652039325
1739209729.579;-45.120503652039325
1739209729.579004;-38.13080360867914
1739209729.5790083;-45.120503652039325
1739209729.5790124;-38.13080360867914
1739209729.5790167;-38.13080360867914
1739209729.5790207;-38.13080360867914
1739209729.579025;-33.981070128970906
1739209729.579029;-35.57807855764607
1739209729.5790334;-38.13080360867914
1739209729.5790374;-38.13080360867914
1739209729.5790417;-38.13080360867914
1739209729.5790458;-38.13080360867914
1739209729.57905;-45.120503652039325
1739209729.579054;-38.13080360867914
1739209729.5790584;-32.816014438256545
1739209729.582444;-45.120503652039325
1739209729.5824485;-45.120503652039325
1739209729.582453;-38.13080360867914
1739209729.5824575;-38.13080360867914
1739209729.582462;-45.120503652039325
1739209729.5824666;-45.120503652039325
1739209729.5824711;-45.120503652039325
1739209729.5824757;-45.120503652039325
1739209729.5824802;-45.120503652039325
1739209729.5824847;-45.120503652039325
1739209729.5824893;-45.120503652039325
1739209729.5824935;-33.981070128970906
1739209729.582498;-38.13080360867914
1739209729.5825026;-45.120503652039325
1739209729.5825071;-45.120503652039325
1739209729.5825117;-38.13080360867914
1739209729.5825162;-35.57807855764607
1739209729.5825207;-45.120503652039325
1739209729.5825253;-38.13080360867914
1739209729.5825298;-38.13080360867914
1739209729.5825343;-45.120503652039325
1739209729.5825388;-38.13080360867914
1739209729.5825434;-45.120503652039325
1739209729.582548;-45.120503652039325
1739209729.5825524;-38.13080360867914
1739209729.582557;-35.57807855764607
1739209729.5825615;-45.120503652039325
1739209729.582566;-38.13080360867914
1739209729.5825706;-38.13080360867914
1739209729.582575;-38.13080360867914
1739209729.5825796;-38.13080360867914
1739209729.5825841;-45.120503652039325
1739209729.5825887;-38.13080360867914
1739209729.5825932;-45.120503652039325
1739209729.5825975;-38.13080360867914
1739209729.582602;-45.120503652039325
1739209729.5826066;-45.120503652039325
1739209729.582611;-45.120503652039325
1739209729.5826156;-38.13080360867914
1739209729.5826201;-28.992665084841942
1739209729.5826247;-38.13080360867914
1739209729.5826292;-45.120503652039325
1739209729.5826337;-38.13080360867914
1739209729.5826383;-38.13080360867914
1739209729.5826428;-38.13080360867914
1739209729.5826473;-38.13080360867914
1739209729.5826519;-33.981070128970906
1739209729.5826564;-38.13080360867914
1739209729.582661;-45.120503652039325
1739209729.5826654;-45.120503652039325
1739209729.58267;-38.13080360867914
1739209729.5826745;-45.120503652039325
1739209729.582679;-38.13080360867914
1739209729.5826836;-35.57807855764607
1739209729.582688;-38.13080360867914
1739209729.5826926;-38.13080360867914
1739209729.582697;-38.13080360867914
1739209729.5827014;-45.120503652039325
1739209729.582706;-38.13080360867914
1739209729.5827105;-38.13080360867914
1739209729.582715;-45.120503652039325
1739209729.5827196;-45.120503652039325
1739209729.582724;-45.120503652039325
1739209729.5827286;-38.13080360867914
1739209729.5827332;-45.120503652039325
1739209729.5827377;-45.120503652039325
1739209729.5827422;-35.57807855764607
1739209729.5827467;-45.120503652039325
1739209729.5827513;-35.57807855764607
1739209729.5827558;-35.57807855764607
1739209729.5827603;-45.120503652039325
1739209729.5827649;-45.120503652039325
1739209729.5827694;-38.13080360867914
1739209729.582774;-32.816014438256545
1739209729.5827785;-45.120503652039325
1739209729.582783;-45.120503652039325
1739209729.5827875;-38.13080360867914
1739209729.582792;-45.120503652039325
1739209729.5827966;-45.120503652039325
1739209729.5828009;-45.120503652039325
1739209729.5828054;-33.981070128970906
1739209729.58281;-45.120503652039325
1739209729.5828145;-38.13080360867914
1739209729.582819;-45.120503652039325
1739209729.5828235;-35.57807855764607
1739209729.582828;-32.816014438256545
1739209729.5828326;-45.120503652039325
1739209729.582837;-45.120503652039325
1739209729.5828416;-35.57807855764607
1739209729.5828462;-35.57807855764607
1739209729.5828507;-45.120503652039325
1739209729.5828552;-45.120503652039325
1739209729.5828598;-45.120503652039325
1739209729.5828643;-45.120503652039325
1739209729.5828688;-45.120503652039325
1739209729.5828733;-45.120503652039325
1739209729.5828779;-38.13080360867914
1739209729.5828824;-45.120503652039325
1739209729.582887;-45.120503652039325
1739209729.5828915;-45.120503652039325
1739209729.582896;-38.13080360867914
1739209729.5829005;-45.120503652039325
1739209729.5829048;-38.13080360867914
1739209729.5829093;-45.120503652039325
1739209729.5829139;-35.57807855764607
1739209729.5829184;-32.816014438256545
1739209729.582923;-45.120503652039325
1739209729.5829275;-45.120503652039325
1739209729.582932;-38.13080360867914
1739209729.5829365;-32.816014438256545
1739209729.582941;-45.120503652039325
1739209729.5829456;-45.120503652039325
1739209729.58295;-45.120503652039325
1739209729.5829546;-45.120503652039325
1739209729.5829592;-33.981070128970906
1739209729.5829637;-38.13080360867914
1739209729.5829682;-45.120503652039325
1739209729.5829728;-45.120503652039325
1739209729.5829773;-35.57807855764607
1739209729.5829818;-38.13080360867914
1739209729.5829864;-38.13080360867914
1739209729.582991;-35.57807855764607
1739209729.5829954;-38.13080360867914
1739209729.583;-38.13080360867914
1739209729.5830045;-45.120503652039325
1739209729.5830088;-38.13080360867914
1739209729.5830133;-35.57807855764607
1739209729.5830178;-35.57807855764607
1739209729.5830224;-45.120503652039325
1739209729.583027;-45.120503652039325
1739209729.5830314;-38.13080360867914
1739209729.583036;-38.13080360867914
1739209729.5830405;-45.120503652039325
1739209729.583045;-33.981070128970956
1739209729.5830495;-33.981070128970906
1739209729.583054;-31.141103565318915
1739209729.5830586;-33.981070128970906
1739209729.5830631;-38.13080360867914
1739209729.5830677;-35.57807855764607
1739209729.5830722;-32.816014438256545
1739209729.5830767;-38.13080360867914
1739209729.5830812;-30.49652367304973
1739209729.5830858;-38.13080360867914
1739209729.5830903;-38.13080360867914
1739209729.5830948;-38.13080360867914
1739209729.5830994;-38.13080360867914
1739209729.583104;-31.141103565318915
1739209729.5831082;-35.57807855764607
1739209729.5831127;-38.13080360867914
1739209729.5831172;-31.141103565318943
1739209729.5831218;-38.13080360867914
1739209729.5831263;-38.13080360867914
1739209729.5831308;-38.13080360867914
1739209729.5831354;-38.13080360867914
1739209729.58314;-45.120503652039325
1739209729.5831444;-38.13080360867914
1739209729.583149;-45.120503652039325
1739209729.5831535;-27.267205301931607
1739209729.583158;-38.13080360867914
1739209729.5831625;-45.120503652039325
1739209729.583167;-38.13080360867914
1739209729.5831716;-38.13080360867914
1739209729.5831761;-45.120503652039325
1739209729.5831807;-45.120503652039325
1739209729.5831852;-32.816014438256545
1739209729.5831897;-32.816014438256545
1739209729.5831943;-38.13080360867914
1739209729.5831988;-45.120503652039325
1739209729.5832033;-38.13080360867914
1739209729.5832078;-38.13080360867914
1739209729.5832121;-45.120503652039325
1739209729.5832167;-45.120503652039325
1739209729.5832212;-45.120503652039325
1739209729.5832257;-38.13080360867914
1739209729.5832303;-45.120503652039325
1739209729.5832348;-45.120503652039325
1739209729.5832393;-35.57807855764607
1739209729.5832438;-38.13080360867914
1739209729.5832484;-45.120503652039325
1739209729.583253;-45.120503652039325
1739209729.5832574;-45.120503652039325
1739209729.583262;-38.13080360867914
1739209729.5832665;-38.13080360867914
1739209729.583271;-45.120503652039325
1739209729.5832756;-38.13080360867914
1739209729.58328;-38.13080360867914
1739209729.5832846;-38.13080360867914
1739209729.5832891;-45.120503652039325
1739209729.5832937;-38.13080360867914
1739209729.5832982;-33.981070128970906
1739209729.5833027;-33.981070128970906
1739209729.5833073;-45.120503652039325
1739209729.5833118;-45.120503652039325
1739209729.583316;-38.13080360867914
1739209729.5833206;-45.120503652039325
1739209729.5833251;-45.120503652039325
1739209729.5833297;-45.120503652039325
1739209729.5833342;-31.141103565318915
1739209729.5833387;-31.141103565318915
1739209729.5833433;-33.981070128970906
1739209729.5833478;-45.120503652039325
1739209729.5833523;-38.13080360867914
1739209729.5833569;-35.57807855764607
1739209729.5833614;-38.13080360867914
1739209729.583366;-38.13080360867914
1739209729.5833704;-32.816014438256545
1739209729.583375;-28.992665084841942
1739209729.5833795;-33.981070128970906
1739209729.583384;-45.120503652039325
1739209729.5833886;-45.120503652039325
1739209729.583393;-33.981070128970906
1739209729.5833976;-38.13080360867914
1739209729.5834022;-45.120503652039325
1739209729.5834067;-38.13080360867914
1739209729.5834112;-33.981070128970906
1739209729.5834157;-38.13080360867914
1739209729.58342;-38.13080360867914
1739209729.5834246;-45.120503652039325
1739209729.583429;-35.57807855764607
1739209729.5834336;-45.120503652039325
1739209729.5834382;-38.13080360867914
1739209729.5834427;-38.13080360867914
1739209729.5834472;-33.981070128970906
1739209729.5834517;-38.13080360867914
1739209729.5834563;-38.13080360867914
1739209729.5834608;-38.13080360867914
1739209729.5834653;-38.13080360867914
1739209729.5834699;-38.13080360867914
1739209729.5834744;-45.120503652039325
1739209729.583479;-38.13080360867914
1739209729.5834835;-38.13080360867914
1739209729.583488;-45.120503652039325
1739209729.5834925;-45.120503652039325
1739209729.583497;-45.120503652039325
1739209729.5835016;-45.120503652039325
1739209729.583506;-45.120503652039325
1739209729.5835106;-38.13080360867914
1739209729.5835152;-45.120503652039325
1739209729.5835195;-45.120503652039325
1739209729.583524;-38.13080360867914
1739209729.5835285;-38.13080360867914
1739209729.583533;-45.120503652039325
1739209729.5835376;-45.120503652039325
1739209729.583542;-38.13080360867914
1739209729.5835466;-38.13080360867914
1739209729.5835512;-45.120503652039325
1739209729.5835557;-45.120503652039325
1739209729.5835602;-45.120503652039325
1739209729.5835648;-38.13080360867914
1739209729.5835693;-45.120503652039325
1739209729.5835738;-45.120503652039325
1739209729.5835783;-45.120503652039325
1739209729.5835829;-29.438486411369333
1739209729.5835874;-32.816014438256545
1739209729.583592;-45.120503652039325
1739209729.5835965;-38.13080360867914
1739209729.583601;-38.13080360867914
1739209729.5836055;-45.120503652039325
1739209729.58361;-38.13080360867914
1739209729.5836146;-38.13080360867914
1739209729.583619;-38.13080360867914
1739209729.5836234;-45.120503652039325
1739209729.583628;-33.981070128970906
1739209729.5836325;-45.120503652039325
1739209729.583637;-38.13080360867914
1739209729.5836415;-38.13080360867914
1739209729.583646;-33.981070128970906
1739209729.5836506;-45.120503652039325
1739209729.583655;-38.13080360867914
1739209729.5836596;-38.13080360867914
1739209729.5836642;-45.120503652039325
1739209729.5836687;-38.13080360867914
1739209729.5836732;-38.13080360867914
1739209729.5836778;-38.13080360867914
1739209729.5836823;-45.120503652039325
1739209729.5836868;-38.13080360867914
1739209729.5836914;-45.120503652039325
1739209729.583696;-45.120503652039325
1739209729.5837004;-31.141103565318915
1739209729.583705;-38.13080360867914
1739209729.5837095;-38.13080360867914
1739209729.583714;-45.120503652039325
1739209729.5837185;-38.13080360867914
1739209729.583723;-45.120503652039325
1739209729.5837274;-45.120503652039325
1739209729.583732;-45.120503652039325
1739209729.5837364;-38.13080360867914
1739209729.583741;-38.13080360867914
1739209729.5837455;-45.120503652039325
1739209729.58375;-45.120503652039325
1739209729.5837545;-45.120503652039325
1739209729.583759;-31.141103565318915
1739209729.5837636;-45.120503652039325
1739209729.5837681;-45.120503652039325
1739209729.5837727;-38.13080360867914
1739209729.5837772;-38.13080360867914
1739209729.5837817;-38.13080360867914
1739209729.5837862;-38.13080360867914
1739209729.5837908;-38.13080360867914
1739209729.5837953;-45.120503652039325
1739209729.5837998;-45.120503652039325
1739209729.5838044;-45.120503652039325
1739209729.583809;-45.120503652039325
1739209729.5838134;-45.120503652039325
1739209729.583818;-45.120503652039325
1739209729.5838225;-45.120503652039325
1739209729.583827;-38.13080360867914
1739209729.5838313;-31.141103565318915
1739209729.5838358;-38.13080360867914
1739209729.5838404;-45.120503652039325
1739209729.583845;-38.13080360867914
1739209729.5838494;-38.13080360867914
1739209729.583854;-45.120503652039325
1739209729.5838585;-45.120503652039325
1739209729.583863;-38.13080360867914
1739209729.5838675;-45.120503652039325
1739209729.583872;-45.120503652039325
1739209729.5838766;-45.120503652039325
1739209729.5838811;-45.120503652039325
1739209729.5838857;-45.120503652039325
1739209729.5838902;-38.13080360867914
1739209729.5838947;-38.13080360867914
1739209729.5838993;-38.13080360867914
1739209729.5839038;-33.981070128970906
1739209729.5839083;-38.13080360867914
1739209729.5839128;-45.120503652039325
1739209729.5839174;-45.120503652039325
1739209729.583922;-38.13080360867914
1739209729.5839264;-45.120503652039325
1739209729.5839307;-38.13080360867914
1739209729.5839353;-45.120503652039325
1739209729.5839398;-38.13080360867914
1739209729.5839443;-38.13080360867914
1739209729.5839489;-45.120503652039325
1739209729.5839534;-45.120503652039325
1739209729.583958;-38.13080360867914
1739209729.5839624;-45.120503652039325
1739209729.583967;-45.120503652039325
1739209729.5839715;-38.13080360867914
1739209729.583976;-45.120503652039325
1739209729.5839806;-45.120503652039325
1739209729.583985;-38.13080360867914
1739209729.5839896;-45.120503652039325
1739209729.5839942;-38.13080360867914
1739209729.5839987;-35.57807855764607
1739209729.5840032;-38.13080360867914
1739209729.5840077;-45.120503652039325
1739209729.5840123;-45.120503652039325
1739209729.5840168;-38.13080360867914
1739209729.5840213;-45.120503652039325
1739209729.5840259;-45.120503652039325
1739209729.5840304;-38.13080360867914
1739209729.5840347;-38.13080360867914
1739209729.5840392;-45.120503652039325
1739209729.5840437;-38.13080360867914
1739209729.5840483;-38.13080360867914
1739209729.5840528;-38.13080360867914
1739209729.5840573;-33.981070128970906
1739209729.5840619;-45.120503652039325
1739209729.5840664;-45.120503652039325
1739209729.584071;-33.981070128970906
1739209729.5840755;-38.13080360867914
1739209729.58408;-38.13080360867914
1739209729.5840845;-38.13080360867914
1739209729.584089;-38.13080360867914
1739209729.5840936;-35.57807855764607
1739209729.584098;-45.120503652039325
1739209729.5841026;-33.981070128970906
1739209729.5841072;-38.13080360867914
1739209729.5841117;-45.120503652039325
1739209729.5841162;-45.120503652039325
1739209729.5841208;-38.13080360867914
1739209729.5841253;-38.13080360867914
1739209729.5841298;-45.120503652039325
1739209729.5841343;-38.13080360867914
1739209729.5841386;-38.13080360867914
1739209729.5841432;-35.57807855764607
1739209729.5841477;-38.13080360867914
1739209729.5841522;-45.120503652039325
1739209729.5841568;-38.13080360867914
1739209729.5841613;-35.57807855764607
1739209729.5841658;-35.57807855764607
1739209729.5841703;-45.120503652039325
1739209729.5841749;-45.120503652039325
1739209729.5841794;-38.13080360867914
1739209729.584184;-38.13080360867914
1739209729.5841885;-45.120503652039325
1739209729.584193;-38.13080360867914
1739209729.5841975;-33.981070128970906
1739209729.584202;-45.120503652039325
1739209729.5842066;-45.120503652039325
1739209729.584211;-45.120503652039325
1739209729.5842156;-45.120503652039325
1739209729.5842202;-45.120503652039325
1739209729.5842247;-38.13080360867914
1739209729.5842292;-38.13080360867914
1739209729.5842338;-38.13080360867914
1739209729.5842383;-45.120503652039325
1739209729.5842426;-45.120503652039325
1739209729.584247;-38.13080360867914
1739209729.5842516;-32.816014438256545
1739209729.5842562;-45.120503652039325
1739209729.5842607;-38.13080360867914
1739209729.5842652;-45.120503652039325
1739209729.5842698;-45.120503652039325
1739209729.5842743;-45.120503652039325
1739209729.5842788;-38.13080360867914
1739209729.5842834;-35.57807855764607
1739209729.584288;-28.992665084841942
1739209729.5842924;-45.120503652039325
1739209729.584297;-38.13080360867914
1739209729.5843015;-38.13080360867914
1739209729.584306;-35.57807855764607
1739209729.5843105;-45.120503652039325
1739209729.584315;-33.981070128970906
1739209729.5843196;-33.981070128970906
1739209729.5843241;-31.14110356531892
1739209729.5843287;-45.120503652039325
1739209729.5843332;-38.13080360867914
1739209729.5843377;-38.13080360867914
1739209729.584342;-38.13080360867914
1739209729.5843465;-35.57807855764607
1739209729.584351;-35.57807855764607
1739209729.5843556;-35.57807855764607
1739209729.5843601;-38.13080360867914
1739209729.5843647;-45.120503652039325
1739209729.5843692;-38.13080360867914
1739209729.5843737;-38.13080360867914
1739209729.5790625;-45.120503652039325
1739209729.5790668;-45.120503652039325
1739209729.5790708;-45.120503652039325
1739209729.579075;-38.13080360867914
1739209729.5790792;-45.120503652039325
1739209729.5790834;-45.120503652039325
1739209729.5790875;-45.120503652039325
1739209729.5790918;-45.120503652039325
1739209729.5790958;-45.120503652039325
1739209729.5791001;-45.120503652039325
1739209729.5791042;-45.120503652039325
1739209729.5791085;-45.120503652039325
1739209729.5791125;-32.816014438256545
1739209729.5791168;-29.438486411369333
1739209729.5791209;-45.120503652039325
1739209729.5791252;-38.13080360867914
1739209729.5791292;-35.57807855764607
1739209729.5791335;-35.57807855764607
1739209729.5791376;-45.120503652039325
1739209729.5791419;-35.57807855764607
1739209729.579146;-45.120503652039325
1739209729.5791502;-45.120503652039325
1739209729.5791543;-38.13080360867914
1739209729.5791585;-45.120503652039325
1739209729.5791626;-38.13080360867914
1739209729.579167;-45.120503652039325
1739209729.579171;-45.120503652039325
1739209729.5791752;-45.120503652039325
1739209729.5791793;-35.57807855764607
1739209729.5791836;-35.57807855764607
1739209729.5791876;-45.120503652039325
1739209729.579192;-45.120503652039325
1739209729.579196;-35.57807855764607
1739209729.5792003;-35.57807855764607
1739209729.5792043;-45.120503652039325
1739209729.5792086;-45.120503652039325
1739209729.5792127;-38.13080360867914
1739209729.579217;-38.13080360867914
1739209729.579221;-45.120503652039325
1739209729.5792253;-45.120503652039325
1739209729.5792294;-45.120503652039325
1739209729.5792336;-38.13080360867914
1739209729.579238;-45.120503652039325
1739209729.579242;-45.120503652039325
1739209729.5792463;-45.120503652039325
1739209729.5792503;-33.981070128970956
1739209729.5792546;-38.13080360867914
1739209729.5792587;-38.13080360867914
1739209729.579263;-38.13080360867914
1739209729.579267;-45.120503652039325
1739209729.5792713;-38.13080360867914
1739209729.5792754;-45.120503652039325
1739209729.5792797;-38.13080360867914
1739209729.5792837;-27.8777449560314
1739209729.579288;-38.13080360867914
1739209729.579292;-35.57807855764607
1739209729.5792964;-38.13080360867914
1739209729.5793004;-35.57807855764607
1739209729.5793047;-38.13080360867914
1739209729.5793087;-38.13080360867914
1739209729.579313;-45.120503652039325
1739209729.579317;-38.13080360867914
1739209729.5793214;-38.13080360867914
1739209729.5793254;-38.13080360867914
1739209729.5793297;-45.120503652039325
1739209729.5793338;-45.120503652039325
1739209729.579338;-38.13080360867914
1739209729.5793421;-35.57807855764607
1739209729.5793464;-45.120503652039325
1739209729.5793505;-45.120503652039325
1739209729.5793548;-38.13080360867914
1739209729.5793588;-38.13080360867914
1739209729.579363;-45.120503652039325
1739209729.5793672;-45.120503652039325
1739209729.5793715;-38.13080360867914
1739209729.5793755;-35.57807855764607
1739209729.5793798;-38.13080360867914
1739209729.5793839;-33.981070128970906
1739209729.5793881;-38.13080360867914
1739209729.5793922;-45.120503652039325
1739209729.5793965;-38.13080360867914
1739209729.5794005;-35.57807855764607
1739209729.5794048;-31.141103565318915
1739209729.579409;-38.13080360867914
1739209729.5794132;-45.120503652039325
1739209729.5794172;-45.120503652039325
1739209729.5794215;-45.120503652039325
1739209729.5794256;-45.120503652039325
1739209729.5794299;-45.120503652039325
1739209729.579434;-45.120503652039325
1739209729.5794382;-38.13080360867914
1739209729.5794423;-38.13080360867914
1739209729.5794466;-45.120503652039325
1739209729.5794506;-32.816014438256545
1739209729.579455;-38.13080360867914
1739209729.579459;-38.13080360867914
1739209729.5794632;-38.13080360867914
1739209729.5794673;-35.57807855764607
1739209729.5794716;-38.13080360867914
1739209729.5794756;-38.13080360867914
1739209729.57948;-38.13080360867914
1739209729.579484;-45.120503652039325
1739209729.5794883;-45.120503652039325
1739209729.5794923;-33.981070128970906
1739209729.5794966;-38.13080360867914
1739209729.5795007;-33.981070128970906
1739209729.579505;-38.13080360867914
1739209729.5795093;-45.120503652039325
1739209729.5795133;-45.120503652039325
1739209729.5795176;-45.120503652039325
1739209729.5795217;-45.120503652039325
1739209729.579526;-45.120503652039325
1739209729.57953;-38.13080360867914
1739209729.5795343;-38.13080360867914
1739209729.5795383;-45.120503652039325
1739209729.5795426;-45.120503652039325
1739209729.5795467;-38.13080360867914
1739209729.579551;-45.120503652039325
1739209729.579555;-33.981070128970906
1739209729.5795593;-35.57807855764607
1739209729.5795634;-45.120503652039325
1739209729.5795677;-35.57807855764607
1739209729.5795717;-33.981070128970906
1739209729.579576;-45.120503652039325
1739209729.57958;-45.120503652039325
1739209729.5795844;-38.13080360867914
1739209729.5795884;-38.13080360867914
1739209729.5795927;-38.13080360867914
1739209729.5795968;-45.120503652039325
1739209729.579601;-45.120503652039325
1739209729.579605;-45.120503652039325
1739209729.5796094;-45.120503652039325
1739209729.5796134;-45.120503652039325
1739209729.5796177;-45.120503652039325
1739209729.5796218;-33.981070128970906
1739209729.579626;-38.13080360867914
1739209729.5796301;-45.120503652039325
1739209729.5796344;-45.120503652039325
1739209729.5796385;-31.141103565318915
1739209729.5796428;-32.816014438256545
1739209729.5796468;-45.120503652039325
1739209729.579651;-45.120503652039325
