CAN Message; 0x98:0000b5b70f427781
1739209880.4982374;-31.141103565318943
1739209880.4982398;-26.487275050834725
1739209880.498242;-30.49652367304973
1739209880.4982443;-38.13080360867914
1739209880.4982467;-25.62660358559016
1739209880.4982488;-24.589719217205094
1739209880.4982512;-31.141103565318893
1739209880.4982536;-45.120503652039325
1739209880.4982557;-32.816014438256545
1739209880.498258;-38.13080360867914
1739209880.4982605;-38.13080360867914
1739209880.4982626;-32.816014438256545
1739209880.498265;-45.120503652039325
1739209880.4982674;-31.141103565318915
1739209880.4982696;-38.13080360867914
1739209880.498272;-26.991370085610736
1739209880.4982743;-27.267205301931607
1739209880.4982765;-45.120503652039325
1739209880.4982789;-28.992665084841942
1739209880.4982812;-45.120503652039325
1739209880.4982834;-31.141103565318915
1739209880.4982858;-38.13080360867914
1739209880.4982882;-38.13080360867914
1739209880.4982903;-45.120503652039325
1739209880.4982927;-27.267205301931607
1739209880.498295;-25.252786309376837
1739209880.4982972;-22.44878636800916
1739209880.4982996;-27.267205301931607
1739209880.498302;-30.49652367304973
1739209880.4983041;-31.141103565318943
1739209880.4983065;-31.141103565318943
1739209880.498309;-33.981070128970906
1739209880.498311;-31.141103565318915
1739209880.4983134;-38.13080360867914
1739209880.4983158;-38.13080360867914
1739209880.498318;-31.141103565318893
1739209880.4983203;-28.992665084841942
1739209880.4983227;-33.981070128970906
1739209880.4983249;-30.49652367304973
1739209880.4983273;-30.49652367304973
1739209880.4983296;-31.141103565318893
1739209880.4983318;-28.992665084841942
1739209880.4983342;-33.981070128970906
1739209880.4983366;-33.981070128970906
1739209880.4983387;-45.120503652039325
1739209880.498341;-45.120503652039325
1739209880.4983435;-45.120503652039325
1739209880.4983456;-26.991370085610736
1739209880.498348;-27.877744956031417
1739209880.4983504;-31.141103565318943
1739209880.4983525;-28.992665084841942
1739209880.498355;-38.13080360867914
1739209880.4983573;-35.57807855764607
1739209880.4983597;-45.120503652039325
1739209880.4983618;-33.981070128970906
1739209880.4983642;-33.981070128970906
1739209880.4983666;-25.826314394896357
1739209880.4983687;-32.816014438256545
1739209880.4983711;-31.141103565318915
1739209880.4983735;-45.120503652039325
1739209880.4983757;-33.981070128970906
1739209880.498378;-38.13080360867914
1739209880.4983804;-45.120503652039325
1739209880.4983826;-45.120503652039325
1739209880.498385;-32.81601443825658
1739209880.4983873;-30.49652367304973
1739209880.4983895;-29.438486411369333
1739209880.4983919;-28.992665084841942
1739209880.4983943;-45.120503652039325
1739209880.4983964;-35.57807855764607
1739209880.4983988;-24.589719217205094
1739209880.4984012;-31.141103565318915
1739209880.4984033;-33.981070128970956
1739209880.4984057;-31.141103565318915
1739209880.498408;-45.120503652039325
1739209880.4984102;-31.141103565318915
1739209880.4984126;-27.267205301931607
1739209880.498415;-32.816014438256545
1739209880.4984171;-32.816014438256545
1739209880.4984195;-29.438486411369347
1739209880.498422;-31.141103565318943
1739209880.498424;-26.035653463252796
1739209880.4984264;-28.588378514285886
1739209880.4984288;-33.981070128970906
1739209880.498431;-31.141103565318915
1739209880.4984334;-35.57807855764607
1739209880.4984357;-31.141103565318943
1739209880.498438;-28.992665084841942
1739209880.4984403;-28.992665084841942
1739209880.4984426;-45.120503652039325
1739209880.4984448;-31.141103565318915
1739209880.4984472;-45.120503652039325
1739209880.4984496;-35.57807855764607
1739209880.4984517;-27.267205301931607
1739209880.498454;-23.506823629689542
1739209880.4984565;-35.57807855764607
1739209880.4984586;-31.141103565318915
1739209880.498461;-25.826314394896354
1739209880.4984634;-26.991370085610722
1739209880.4984655;-31.141103565318943
1739209880.498468;-38.13080360867914
1739209880.4984703;-38.13080360867914
1739209880.4984725;-28.992665084841967
1739209880.4984748;-26.991370085610747
1739209880.4984772;-30.49652367304973
1739209880.4984794;-38.13080360867914
1739209880.4984818;-29.438486411369333
1739209880.4984841;-33.981070128970906
1739209880.4984863;-45.120503652039325
1739209880.4984887;-45.120503652039325
1739209880.498491;-45.120503652039325
1739209880.4984932;-45.120503652039325
1739209880.4984956;-38.13080360867914
1739209880.498498;-45.120503652039325
1739209880.4985;-45.120503652039325
1739209880.4985025;-45.120503652039325
1739209880.4985049;-38.13080360867914
1739209880.498507;-35.57807855764607
1739209880.4985094;-38.13080360867914
1739209880.4985118;-45.120503652039325
1739209880.498514;-38.13080360867914
1739209880.4985163;-45.120503652039325
1739209880.4985187;-45.120503652039325
1739209880.4985209;-45.120503652039325
1739209880.4985232;-45.120503652039325
1739209880.4985256;-38.13080360867914
1739209880.4985278;-38.13080360867914
1739209880.4985301;-45.120503652039325
1739209880.4985325;-45.120503652039325
1739209880.4985347;-45.120503652039325
1739209880.498537;-38.13080360867914
1739209880.4985394;-45.120503652039325
1739209880.4985416;-38.13080360867914
1739209880.498544;-45.120503652039325
1739209880.4985464;-45.120503652039325
1739209880.4985485;-45.120503652039325
1739209880.498551;-33.981070128970906
1739209880.4985533;-35.57807855764607
1739209880.4985554;-38.13080360867914
1739209880.4985578;-38.13080360867914
1739209880.4985602;-33.981070128970906
1739209880.4985623;-45.120503652039325
1739209880.4985647;-38.13080360867914
1739209880.498567;-35.57807855764607
1739209880.4985693;-31.141103565318915
1739209880.4985716;-45.120503652039325
1739209880.498574;-38.13080360867914
1739209880.4985762;-35.57807855764607
1739209880.4985785;-33.981070128970906
1739209880.498581;-45.120503652039325
1739209880.498583;-45.120503652039325
1739209880.4985855;-35.57807855764607
1739209880.4985878;-35.57807855764607
1739209880.49859;-32.816014438256545
1739209880.4985924;-38.13080360867914
1739209880.4985948;-35.57807855764607
1739209880.4985971;-33.981070128970906
1739209880.4985993;-35.57807855764607
1739209880.4986017;-38.13080360867914
1739209880.498604;-45.120503652039325
1739209880.4986062;-38.13080360867914
1739209880.4986086;-45.120503652039325
1739209880.498611;-45.120503652039325
1739209880.498613;-45.120503652039325
1739209880.4986155;-45.120503652039325
1739209880.498618;-45.120503652039325
1739209880.49862;-38.13080360867914
1739209880.4986224;-35.57807855764607
1739209880.4986248;-45.120503652039325
1739209880.498627;-31.141103565318893
1739209880.4986293;-38.13080360867914
1739209880.4986317;-45.120503652039325
1739209880.4986339;-45.120503652039325
1739209880.4986362;-35.57807855764607
1739209880.4986386;-45.120503652039325
1739209880.4986408;-38.13080360867914
1739209880.4986432;-38.13080360867914
1739209880.4986455;-38.13080360867914
1739209880.4986477;-38.13080360867914
1739209880.49865;-35.57807855764607
1739209880.4986525;-38.13080360867914
1739209880.4986546;-45.120503652039325
1739209880.498657;-45.120503652039325
1739209880.4986594;-45.120503652039325
1739209880.4986615;-38.13080360867914
1739209880.498664;-45.120503652039325
1739209880.4986663;-45.120503652039325
1739209880.4986684;-35.57807855764607
1739209880.4986708;-38.13080360867914
1739209880.4986732;-32.816014438256545
1739209880.4986753;-38.13080360867914
1739209880.4986777;-38.13080360867914
1739209880.49868;-45.120503652039325
1739209880.4986823;-32.816014438256545
1739209880.4986846;-32.816014438256545
1739209880.498687;-38.13080360867914
1739209880.4986892;-38.13080360867914
1739209880.4986916;-31.141103565318893
1739209880.498694;-35.57807855764607
1739209880.498696;-45.120503652039325
1739209880.4986985;-38.13080360867914
1739209880.4987009;-45.120503652039325
1739209880.498703;-45.120503652039325
1739209880.4987054;-38.13080360867914
1739209880.4987078;-38.13080360867914
1739209880.49871;-45.120503652039325
1739209880.4987123;-45.120503652039325
1739209880.4987147;-45.120503652039325
1739209880.4987168;-45.120503652039325
1739209880.4987192;-35.57807855764607
1739209880.4987216;-38.13080360867914
1739209880.4987237;-45.120503652039325
1739209880.4987261;-45.120503652039325
1739209880.4987285;-33.981070128970906
1739209880.4987307;-33.981070128970906
1739209880.498733;-45.120503652039325
1739209880.4987354;-38.13080360867914
1739209880.4987376;-29.438486411369333
1739209880.49874;-35.57807855764607
1739209880.4987423;-28.21854285175415
1739209880.4987445;-32.816014438256545
1739209880.4987469;-45.120503652039325
1739209880.4987493;-45.120503652039325
1739209880.4987514;-45.120503652039325
1739209880.4987538;-33.981070128970906
1739209880.4987562;-45.120503652039325
1739209880.4987583;-38.13080360867914
1739209880.4987607;-32.816014438256545
1739209880.498763;-35.57807855764607
1739209880.4987652;-45.120503652039325
1739209880.4987676;-38.13080360867914
1739209880.49877;-38.13080360867914
1739209880.4987721;-45.120503652039325
1739209880.4987745;-31.141103565318915
1739209880.498777;-31.141103565318915
1739209880.498779;-45.120503652039325
1739209880.4987814;-38.13080360867914
1739209880.4987838;-38.13080360867914
1739209880.498786;-38.13080360867914
1739209880.4987884;-38.13080360867914
1739209880.4987907;-45.120503652039325
1739209880.498793;-45.120503652039325
1739209880.4987953;-45.120503652039325
1739209880.4987977;-38.13080360867914
1739209880.4987998;-45.120503652039325
1739209880.4988022;-38.13080360867914
1739209880.4988046;-33.981070128970906
1739209880.4988067;-38.13080360867914
1739209880.498809;-33.981070128970906
1739209880.4988115;-33.981070128970906
1739209880.4988136;-45.120503652039325
1739209880.498816;-45.120503652039325
1739209880.4988184;-45.120503652039325
1739209880.4988205;-38.13080360867914
1739209880.498823;-45.120503652039325
1739209880.4988253;-45.120503652039325
1739209880.4988277;-38.13080360867914
1739209880.4988298;-38.13080360867914
1739209880.4988322;-32.816014438256545
1739209880.4988346;-38.13080360867914
1739209880.4988368;-38.13080360867914
1739209880.4988391;-38.13080360867914
1739209880.4988415;-38.13080360867914
1739209880.4988437;-38.13080360867914
1739209880.498846;-45.120503652039325
1739209880.4988484;-38.13080360867914
1739209880.4988506;-38.13080360867914
1739209880.498853;-45.120503652039325
1739209880.4988554;-38.13080360867914
1739209880.4988575;-38.13080360867914
1739209880.49886;-45.120503652039325
1739209880.4988623;-45.120503652039325
1739209880.4988644;-45.120503652039325
1739209880.4988668;-45.120503652039325
1739209880.4988692;-38.13080360867914
1739209880.4988713;-35.57807855764607
1739209880.4988737;-38.13080360867914
1739209880.498876;-45.120503652039325
1739209880.4988782;-38.13080360867914
1739209880.4988806;-38.13080360867914
1739209880.498883;-45.120503652039325
1739209880.4988852;-45.120503652039325
1739209880.4988875;-45.120503652039325
1739209880.49889;-38.13080360867914
1739209880.498892;-38.13080360867914
1739209880.4988945;-45.120503652039325
1739209880.4988968;-38.13080360867914
1739209880.498899;-45.120503652039325
1739209880.4989014;-38.13080360867914
1739209880.4989038;-45.120503652039325
1739209880.498906;-45.120503652039325
1739209880.4989083;-45.120503652039325
1739209880.4989107;-45.120503652039325
1739209880.4989128;-45.120503652039325
1739209880.4989152;-45.120503652039325
1739209880.4989176;-38.13080360867914
1739209880.4989197;-38.13080360867914
1739209880.498922;-45.120503652039325
1739209880.4989245;-33.981070128970906
1739209880.4989266;-31.141103565318915
1739209880.498929;-38.13080360867914
1739209880.4989314;-45.120503652039325
1739209880.4989336;-45.120503652039325
1739209880.498936;-35.57807855764607
1739209880.4989383;-38.13080360867914
1739209880.4989405;-38.13080360867914
1739209880.4989429;-45.120503652039325
1739209880.4989452;-38.13080360867914
1739209880.4989474;-38.13080360867914
1739209880.4989498;-35.57807855764607
1739209880.4989522;-38.13080360867914
1739209880.4989543;-45.120503652039325
1739209880.4989567;-45.120503652039325
1739209880.498959;-38.13080360867914
1739209880.4989612;-38.13080360867914
1739209880.4989636;-45.120503652039325
1739209880.498966;-38.13080360867914
1739209880.4989681;-38.13080360867914
1739209880.4989705;-33.981070128970906
1739209880.498973;-33.981070128970906
1739209880.498975;-38.13080360867914
1739209880.4989774;-45.120503652039325
1739209880.4989798;-45.120503652039325
1739209880.498982;-32.816014438256545
1739209880.4989843;-45.120503652039325
1739209880.4989867;-45.120503652039325
1739209880.4989889;-38.13080360867914
1739209880.4989913;-35.57807855764607
1739209880.4989936;-38.13080360867914
1739209880.4989958;-45.120503652039325
1739209880.4989982;-38.13080360867914
1739209880.4990005;-38.13080360867914
1739209880.4990027;-45.120503652039325
1739209880.499005;-45.120503652039325
1739209880.4990075;-38.13080360867914
1739209880.4990096;-38.13080360867914
1739209880.499012;-35.57807855764607
1739209880.4990144;-45.120503652039325
1739209880.4990165;-35.57807855764607
1739209880.499019;-28.58837851428586
1739209880.4990213;-45.120503652039325
1739209880.4990234;-45.120503652039325
1739209880.4990258;-45.120503652039325
1739209880.4990282;-38.13080360867914
1739209880.4990304;-38.13080360867914
1739209880.4990327;-38.13080360867914
1739209880.4990351;-35.57807855764607
1739209880.4990373;-31.141103565318915
1739209880.4990396;-45.120503652039325
1739209880.499042;-38.13080360867914
1739209880.4990442;-45.120503652039325
1739209880.4990466;-45.120503652039325
1739209880.499049;-45.120503652039325
1739209880.499051;-38.13080360867914
1739209880.4990535;-38.13080360867914
1739209880.4990559;-38.13080360867914
1739209880.499058;-45.120503652039325
1739209880.4990604;-35.57807855764607
1739209880.4990628;-35.57807855764607
1739209880.4990652;-45.120503652039325
1739209880.4990673;-45.120503652039325
1739209880.4990697;-45.120503652039325
1739209880.499072;-38.13080360867914
1739209880.4990742;-27.8777449560314
1739209880.4990766;-35.57807855764607
1739209880.499079;-45.120503652039325
1739209880.4990811;-38.13080360867914
1739209880.4990835;-33.981070128970906
1739209880.499086;-38.13080360867914
1739209880.499088;-38.13080360867914
1739209880.4990904;-38.13080360867914
1739209880.4990928;-45.120503652039325
1739209880.499095;-45.120503652039325
1739209880.4990973;-45.120503652039325
1739209880.4990997;-45.120503652039325
1739209880.4991019;-35.57807855764607
1739209880.4991043;-38.13080360867914
1739209880.4991066;-38.13080360867914
1739209880.4991088;-35.57807855764607
1739209880.4991112;-32.816014438256545
1739209880.4991136;-38.13080360867914
1739209880.4991157;-45.120503652039325
1739209880.499118;-38.13080360867914
1739209880.4991205;-38.13080360867914
1739209880.4991226;-45.120503652039325
1739209880.499125;-45.120503652039325
1739209880.4991274;-38.13080360867914
1739209880.4991295;-38.13080360867914
1739209880.499132;-45.120503652039325
1739209880.4991343;-32.816014438256545
1739209880.4991364;-45.120503652039325
1739209880.4991388;-45.120503652039325
1739209880.4991412;-45.120503652039325
1739209880.4991434;-38.13080360867914
1739209880.4991457;-38.13080360867914
1739209880.4991481;-45.120503652039325
1739209880.4991503;-38.13080360867914
1739209880.4991527;-35.57807855764607
1739209880.499155;-38.13080360867914
1739209880.4991572;-45.120503652039325
1739209880.4991596;-38.13080360867914
1739209880.499162;-35.57807855764607
1739209880.499164;-38.13080360867914
1739209880.4991665;-35.57807855764607
1739209880.4991689;-38.13080360867914
1739209880.499171;-38.13080360867914
1739209880.4991734;-38.13080360867914
1739209880.4991758;-38.13080360867914
1739209880.499178;-33.981070128970906
1739209880.4991803;-45.120503652039325
1739209880.4991827;-38.13080360867914
1739209880.4991848;-45.120503652039325
1739209880.4991872;-45.120503652039325
1739209880.4991896;-38.13080360867914
1739209880.4991918;-45.120503652039325
1739209880.4991941;-45.120503652039325
1739209880.4991965;-33.981070128970906
1739209880.4991987;-38.13080360867914
1739209880.499201;-45.120503652039325
1739209880.4992034;-38.13080360867914
1739209880.4992056;-38.13080360867914
1739209880.499208;-45.120503652039325
1739209880.4992104;-45.120503652039325
1739209880.4992125;-45.120503652039325
1739209880.499215;-45.120503652039325
1739209880.4992173;-45.120503652039325
1739209880.4992194;-38.13080360867914
1739209880.4992218;-38.13080360867914
1739209880.4992242;-38.13080360867914
1739209880.4992263;-45.120503652039325
1739209880.4992287;-35.57807855764607
1739209880.499231;-38.13080360867914
1739209880.4992332;-45.120503652039325
1739209880.4992356;-45.120503652039325
1739209880.499238;-45.120503652039325
1739209880.4992402;-32.816014438256545
1739209880.4992425;-31.141103565318915
1739209880.499245;-38.13080360867914
1739209880.499247;-38.13080360867914
1739209880.4992495;-38.13080360867914
1739209880.4992518;-45.120503652039325
1739209880.499254;-45.120503652039325
1739209880.4992564;-45.120503652039325
1739209880.4992588;-45.120503652039325
1739209880.499261;-38.13080360867914
1739209880.4992633;-45.120503652039325
1739209880.4992657;-35.57807855764607
1739209880.4992678;-35.57807855764607
1739209880.4992702;-38.13080360867914
1739209880.4992726;-45.120503652039325
1739209880.4992747;-38.13080360867914
1739209880.499277;-38.13080360867914
1739209880.4992795;-45.120503652039325
1739209880.4992816;-35.57807855764607
1739209880.499284;-38.13080360867914
1739209880.4992864;-45.120503652039325
1739209880.4992886;-38.13080360867914
1739209880.499291;-38.13080360867914
1739209880.4992933;-45.120503652039325
1739209880.4992955;-45.120503652039325
1739209880.4992979;-45.120503652039325
1739209880.4993002;-38.13080360867914
1739209880.4993026;-38.13080360867914
1739209880.4993048;-45.120503652039325
1739209880.4993072;-45.120503652039325
1739209880.4993095;-38.13080360867914
1739209880.4993117;-38.13080360867914
1739209880.499314;-45.120503652039325
1739209880.4993165;-31.141103565318915
1739209880.4993186;-31.141103565318915
1739209880.499321;-45.120503652039325
1739209880.4993234;-45.120503652039325
1739209880.4993255;-38.13080360867914
1739209880.499328;-45.120503652039325
1739209880.4993303;-45.120503652039325
1739209880.4993324;-35.57807855764607
1739209880.4993348;-31.141103565318915
1739209880.4993372;-38.13080360867914
1739209880.4993393;-38.13080360867914
1739209880.4993417;-45.120503652039325
1739209880.499344;-45.120503652039325
1739209880.4993463;-45.120503652039325
1739209880.4993486;-38.13080360867914
1739209880.499351;-45.120503652039325
1739209880.4993532;-31.141103565318915
1739209880.4993556;-33.981070128970906
1739209880.499358;-38.13080360867914
1739209880.49936;-38.13080360867914
1739209880.4993625;-38.13080360867914
1739209880.4993649;-45.120503652039325
1739209880.499367;-45.120503652039325
1739209880.4993694;-45.120503652039325
1739209880.4993718;-45.120503652039325
1739209880.499374;-45.120503652039325
1739209880.4993763;-45.120503652039325
1739209880.4993787;-45.120503652039325
1739209880.4993808;-45.120503652039325
1739209880.4993832;-35.57807855764607
1739209880.4993856;-45.120503652039325
1739209880.4993877;-45.120503652039325
1739209880.4993901;-45.120503652039325
1739209880.4993925;-45.120503652039325
1739209880.4993947;-45.120503652039325
1739209880.499397;-45.120503652039325
1739209880.4993994;-45.120503652039325
1739209880.4994016;-38.13080360867914
1739209880.499404;-38.13080360867914
1739209880.4994063;-35.57807855764607
1739209880.4994085;-31.141103565318915
1739209880.4994109;-28.992665084841942
1739209880.4994133;-45.120503652039325
1739209880.4994154;-45.120503652039325
1739209880.4994178;-38.13080360867914
1739209880.4994202;-33.981070128970906
1739209880.4994223;-38.13080360867914
1739209880.4994247;-45.120503652039325
1739209880.499427;-38.13080360867914
1739209880.4994292;-38.13080360867914
1739209880.4994316;-38.13080360867914
1739209880.499434;-33.981070128970906
1739209880.4994361;-45.120503652039325
1739209880.4994385;-45.120503652039325
1739209880.499441;-38.13080360867914
1739209880.499443;-35.57807855764607
1739209880.4994454;-32.816014438256545
1739209880.4994478;-27.8777449560314
1739209880.49945;-35.57807855764607
1739209880.4994524;-38.13080360867914
1739209880.4994547;-35.57807855764607
1739209880.499457;-38.13080360867914
1739209880.4994593;-45.120503652039325
1739209880.4994617;-33.981070128970906
1739209880.4994638;-45.120503652039325
1739209880.4994662;-45.120503652039325
1739209880.4994686;-45.120503652039325
1739209880.4994707;-38.13080360867914
1739209880.499473;-38.13080360867914
1739209880.4994755;-33.981070128970906
1739209880.4994776;-33.981070128970906
1739209880.49948;-45.120503652039325
1739209880.4994824;-33.981070128970906
1739209880.4994845;-45.120503652039325
1739209880.499487;-38.13080360867914
1739209880.4994893;-38.13080360867914
1739209880.4994915;-45.120503652039325
1739209880.4994938;-38.13080360867914
1739209880.4994962;-35.57807855764607
1739209880.4994984;-38.13080360867914
1739209880.4995008;-38.13080360867914
1739209880.4995031;-30.49652367304973
1739209880.4995053;-45.120503652039325
1739209880.4995077;-45.120503652039325
1739209880.49951;-33.981070128970906
1739209880.4995122;-38.13080360867914
1739209880.4995146;-45.120503652039325
1739209880.499517;-45.120503652039325
1739209880.499519;-45.120503652039325
1739209880.4995215;-38.13080360867914
1739209880.4995239;-38.13080360867914
1739209880.499526;-38.13080360867914
1739209880.4995284;-45.120503652039325
1739209880.4995308;-38.13080360867914
1739209880.499533;-38.13080360867914
1739209880.4995353;-45.120503652039325
1739209880.4995377;-45.120503652039325
1739209880.49954;-32.816014438256545
1739209880.4995422;-33.981070128970906
1739209880.4995446;-45.120503652039325
1739209880.499547;-45.120503652039325
1739209880.4995492;-45.120503652039325
1739209880.4995515;-38.13080360867914
1739209880.499554;-45.120503652039325
1739209880.499556;-33.981070128970906
1739209880.4995584;-45.120503652039325
1739209880.4995608;-38.13080360867914
1739209880.499563;-35.57807855764607
1739209880.4995654;-38.13080360867914
1739209880.4995677;-32.816014438256545
1739209880.49957;-33.981070128970906
1739209880.4995723;-35.57807855764607
1739209880.4995747;-38.13080360867914
1739209880.4995768;-38.13080360867914
1739209880.4995792;-33.981070128970906
1739209880.4995816;-45.120503652039325
1739209880.4995837;-38.13080360867914
1739209880.499586;-45.120503652039325
1739209880.4995885;-45.120503652039325
1739209880.4995906;-38.13080360867914
1739209880.499593;-38.13080360867914
1739209880.4995954;-45.120503652039325
1739209880.4995975;-45.120503652039325
1739209880.4996;-45.120503652039325
1739209880.4996023;-38.13080360867914
1739209880.4996045;-38.13080360867914
1739209880.4996068;-45.120503652039325
1739209880.4996092;-45.120503652039325
1739209880.4996114;-38.13080360867914
1739209880.4996138;-32.816014438256545
1739209880.4996161;-35.57807855764607
1739209880.4996183;-45.120503652039325
1739209880.4996207;-38.13080360867914
1739209880.499623;-31.141103565318893
1739209880.4996252;-33.981070128970906
1739209880.4996276;-38.13080360867914
1739209880.49963;-38.13080360867914
1739209880.4996321;-35.57807855764607
1739209880.4996345;-33.981070128970906
1739209880.499637;-38.13080360867914
1739209880.499639;-38.13080360867914
1739209880.4996414;-38.13080360867914
1739209880.4996438;-45.120503652039325
1739209880.499646;-45.120503652039325
1739209880.4996483;-38.13080360867914
1739209880.4996507;-45.120503652039325
1739209880.4996529;-35.57807855764607
1739209880.4996552;-45.120503652039325
1739209880.4996576;-45.120503652039325
1739209880.4996598;-35.57807855764607
1739209880.4996622;-38.13080360867914
1739209880.4996645;-45.120503652039325
1739209880.4996667;-45.120503652039325
1739209880.499669;-45.120503652039325
1739209880.4996715;-31.141103565318915
1739209880.4996736;-38.13080360867914
1739209880.499676;-38.13080360867914
1739209880.4996784;-45.120503652039325
1739209880.4996805;-33.981070128970906
1739209880.499683;-45.120503652039325
1739209880.4996853;-45.120503652039325
1739209880.4996874;-45.120503652039325
1739209880.4996898;-38.13080360867914
1739209880.4996922;-38.13080360867914
1739209880.4996943;-45.120503652039325
1739209880.4996967;-45.120503652039325
1739209880.499699;-45.120503652039325
1739209880.4997013;-45.120503652039325
1739209880.4997036;-38.13080360867914
1739209880.499706;-38.13080360867914
1739209880.4997082;-38.13080360867914
1739209880.4997106;-45.120503652039325
1739209880.499713;-45.120503652039325
1739209880.499715;-45.120503652039325
1739209880.4997175;-38.13080360867914
1739209880.4997199;-45.120503652039325
1739209880.499722;-45.120503652039325
1739209880.4997244;-35.57807855764607
1739209880.4997268;-31.141103565318915
1739209880.499729;-33.981070128970906
1739209880.4997313;-38.13080360867914
1739209880.4997337;-45.120503652039325
1739209880.4997358;-45.120503652039325
1739209880.4997382;-38.13080360867914
1739209880.4997406;-45.120503652039325
1739209880.4997427;-45.120503652039325
1739209880.4997451;-28.58837851428586
1739209880.4997475;-38.13080360867914
1739209880.4997497;-38.13080360867914
1739209880.499752;-35.57807855764607
1739209880.4997544;-38.13080360867914
1739209880.4997566;-45.120503652039325
1739209880.499759;-45.120503652039325
1739209880.4997613;-45.120503652039325
1739209880.4997635;-38.13080360867914
1739209880.4997659;-33.981070128970906
1739209880.4997683;-38.13080360867914
1739209880.4997706;-45.120503652039325
1739209880.4997728;-38.13080360867914
1739209880.4997752;-32.816014438256545
1739209880.4997776;-38.13080360867914
1739209880.4997797;-45.120503652039325
1739209880.499782;-38.13080360867914
1739209880.4997845;-38.13080360867914
1739209880.4997866;-38.13080360867914
1739209880.499789;-45.120503652039325
1739209880.4997914;-45.120503652039325
1739209880.4997935;-45.120503652039325
1739209880.499796;-45.120503652039325
1739209880.4997983;-45.120503652039325
1739209880.4998004;-45.120503652039325
1739209880.4998028;-45.120503652039325
1739209880.4998052;-38.13080360867914
1739209880.4998074;-38.13080360867914
1739209880.4998097;-38.13080360867914
