CAN Message; 0x39:08f529e4fed0a3e8
1739209839.295365;-38.13080360867914
1739209839.2953668;-32.816014438256545
1739209839.2953684;-35.57807855764607
1739209839.29537;-45.120503652039325
1739209839.2953715;-45.120503652039325
1739209839.2953732;-45.120503652039325
1739209839.2953749;-45.120503652039325
1739209839.2953765;-45.120503652039325
1739209839.2953782;-45.120503652039325
1739209839.2953796;-33.981070128970906
1739209839.2953813;-38.13080360867914
1739209839.295383;-35.57807855764607
1739209839.2953846;-35.57807855764607
1739209839.295386;-35.57807855764607
1739209839.2953877;-35.57807855764607
1739209839.2953894;-45.120503652039325
1739209839.295391;-38.13080360867914
1739209839.2953928;-38.13080360867914
1739209839.2953942;-45.120503652039325
1739209839.2953959;-38.13080360867914
1739209839.2953975;-45.120503652039325
1739209839.2953992;-45.120503652039325
1739209839.2954006;-38.13080360867914
1739209839.2954023;-38.13080360867914
1739209839.295404;-45.120503652039325
1739209839.2954056;-38.13080360867914
1739209839.295407;-38.13080360867914
1739209839.2954087;-38.13080360867914
1739209839.2954104;-38.13080360867914
1739209839.295412;-45.120503652039325
1739209839.2954137;-45.120503652039325
1739209839.2954152;-38.13080360867914
1739209839.2954168;-33.981070128970906
1739209839.2954185;-38.13080360867914
1739209839.2954202;-38.13080360867914
1739209839.2954216;-38.13080360867914
1739209839.2954233;-38.13080360867914
1739209839.295425;-45.120503652039325
1739209839.2954266;-45.120503652039325
1739209839.2954283;-45.120503652039325
1739209839.2954297;-45.120503652039325
1739209839.2954314;-38.13080360867914
1739209839.295433;-30.49652367304973
1739209839.2954347;-38.13080360867914
1739209839.2954361;-35.57807855764607
1739209839.2954378;-38.13080360867914
1739209839.2954395;-38.13080360867914
1739209839.2954412;-38.13080360867914
1739209839.2954426;-45.120503652039325
1739209839.2954443;-45.120503652039325
1739209839.295446;-45.120503652039325
1739209839.2954476;-45.120503652039325
1739209839.2954493;-45.120503652039325
1739209839.2954507;-38.13080360867914
1739209839.2954524;-38.13080360867914
1739209839.295454;-38.13080360867914
1739209839.2954557;-38.13080360867914
1739209839.2954571;-45.120503652039325
1739209839.2954588;-45.120503652039325
1739209839.2954605;-45.120503652039325
1739209839.2954621;-33.981070128970906
1739209839.2954638;-38.13080360867914
1739209839.2954652;-38.13080360867914
1739209839.295467;-35.57807855764607
1739209839.2954686;-35.57807855764607
1739209839.2954702;-38.13080360867914
1739209839.2954717;-31.141103565318915
1739209839.2954733;-38.13080360867914
1739209839.295475;-45.120503652039325
1739209839.2954767;-45.120503652039325
1739209839.295478;-45.120503652039325
1739209839.2954798;-35.57807855764607
1739209839.2954814;-35.57807855764607
1739209839.295483;-45.120503652039325
1739209839.2954848;-32.81601443825658
1739209839.2954862;-38.13080360867914
1739209839.2954879;-45.120503652039325
1739209839.2954895;-38.13080360867914
1739209839.2954912;-38.13080360867914
1739209839.2954926;-38.13080360867914
1739209839.2954943;-38.13080360867914
1739209839.295496;-33.981070128970906
1739209839.2954977;-27.267205301931607
1739209839.295499;-33.981070128970906
1739209839.2955008;-38.13080360867914
1739209839.2955024;-45.120503652039325
1739209839.295504;-38.13080360867914
1739209839.2955058;-45.120503652039325
1739209839.2955072;-45.120503652039325
1739209839.2955089;-45.120503652039325
1739209839.2955105;-38.13080360867914
1739209839.2955122;-38.13080360867914
1739209839.2955136;-45.120503652039325
1739209839.2955153;-38.13080360867914
1739209839.295517;-38.13080360867914
1739209839.2955186;-45.120503652039325
1739209839.2955203;-45.120503652039325
1739209839.2955217;-45.120503652039325
1739209839.2955234;-45.120503652039325
1739209839.295525;-45.120503652039325
1739209839.2955267;-45.120503652039325
1739209839.2955282;-35.57807855764607
1739209839.2955298;-38.13080360867914
1739209839.2955315;-45.120503652039325
1739209839.2955332;-45.120503652039325
1739209839.2955346;-38.13080360867914
1739209839.2955363;-33.981070128970906
1739209839.295538;-31.141103565318915
1739209839.2955396;-45.120503652039325
1739209839.2955413;-45.120503652039325
1739209839.2955427;-38.13080360867914
1739209839.2955444;-35.57807855764607
1739209839.295546;-45.120503652039325
1739209839.2955477;-38.13080360867914
1739209839.2955492;-38.13080360867914
1739209839.2955508;-38.13080360867914
1739209839.2955525;-38.13080360867914
1739209839.2955542;-45.120503652039325
1739209839.2955558;-45.120503652039325
1739209839.2955573;-45.120503652039325
1739209839.295559;-45.120503652039325
1739209839.2955606;-38.13080360867914
1739209839.2955623;-35.57807855764607
1739209839.2955637;-33.981070128970906
1739209839.2955654;-38.13080360867914
1739209839.295567;-45.120503652039325
1739209839.2955687;-45.120503652039325
1739209839.2955701;-45.120503652039325
1739209839.2955718;-45.120503652039325
1739209839.2955735;-45.120503652039325
1739209839.2955751;-33.981070128970906
1739209839.2955768;-33.981070128970906
1739209839.2955782;-45.120503652039325
1739209839.29558;-35.57807855764607
1739209839.2955816;-38.13080360867914
1739209839.2955832;-33.981070128970906
1739209839.2955847;-35.57807855764607
1739209839.2955863;-45.120503652039325
1739209839.295588;-38.13080360867914
1739209839.2955897;-38.13080360867914
1739209839.2955914;-38.13080360867914
1739209839.2955928;-38.13080360867914
1739209839.2955945;-38.13080360867914
1739209839.2955961;-38.13080360867914
1739209839.2955978;-38.13080360867914
1739209839.2955992;-45.120503652039325
1739209839.295601;-45.120503652039325
1739209839.2956026;-38.13080360867914
1739209839.2956042;-38.13080360867914
1739209839.2956057;-45.120503652039325
1739209839.2956073;-45.120503652039325
1739209839.295609;-35.57807855764607
1739209839.2956107;-38.13080360867914
1739209839.2956123;-45.120503652039325
1739209839.2956138;-45.120503652039325
1739209839.2956154;-32.816014438256545
1739209839.295617;-35.57807855764607
1739209839.2956188;-45.120503652039325
1739209839.2956202;-45.120503652039325
1739209839.2956219;-38.13080360867914
1739209839.2956235;-32.816014438256545
1739209839.2956252;-45.120503652039325
1739209839.2956269;-35.57807855764607
1739209839.2956283;-45.120503652039325
1739209839.29563;-45.120503652039325
1739209839.2956316;-45.120503652039325
1739209839.2956333;-45.120503652039325
1739209839.2956347;-45.120503652039325
1739209839.2956364;-45.120503652039325
1739209839.295638;-38.13080360867914
1739209839.2956398;-45.120503652039325
1739209839.2956412;-38.13080360867914
1739209839.2956429;-35.57807855764607
1739209839.2956445;-38.13080360867914
1739209839.2956462;-45.120503652039325
1739209839.2956479;-38.13080360867914
1739209839.2956493;-38.13080360867914
1739209839.295651;-38.13080360867914
1739209839.2956526;-45.120503652039325
1739209839.2956543;-31.141103565318893
1739209839.2956557;-32.816014438256545
1739209839.2956574;-38.13080360867914
1739209839.295659;-35.57807855764607
1739209839.2956607;-38.13080360867914
1739209839.2956624;-33.981070128970906
1739209839.2956638;-45.120503652039325
1739209839.2956655;-35.57807855764607
1739209839.2956672;-38.13080360867914
1739209839.2956688;-38.13080360867914
1739209839.2956703;-38.13080360867914
1739209839.295672;-45.120503652039325
1739209839.2956736;-45.120503652039325
1739209839.2956753;-45.120503652039325
1739209839.2956767;-35.57807855764607
1739209839.2956784;-38.13080360867914
1739209839.29568;-33.981070128970906
1739209839.2956817;-35.57807855764607
1739209839.2956834;-38.13080360867914
1739209839.2956848;-45.120503652039325
1739209839.2956865;-32.816014438256545
1739209839.2956882;-35.57807855764607
1739209839.2956898;-45.120503652039325
1739209839.2956913;-38.13080360867914
1739209839.295693;-38.13080360867914
1739209839.2956946;-45.120503652039325
1739209839.2956963;-45.120503652039325
1739209839.295698;-45.120503652039325
1739209839.2956994;-45.120503652039325
1739209839.295701;-45.120503652039325
1739209839.2957027;-45.120503652039325
1739209839.2957044;-32.816014438256545
1739209839.2957058;-45.120503652039325
1739209839.2957075;-45.120503652039325
1739209839.2957091;-45.120503652039325
1739209839.2957108;-45.120503652039325
1739209839.2957122;-45.120503652039325
1739209839.295714;-45.120503652039325
1739209839.2957156;-38.13080360867914
1739209839.2957172;-45.120503652039325
1739209839.295719;-38.13080360867914
1739209839.2957203;-32.816014438256545
1739209839.295722;-38.13080360867914
1739209839.2957237;-45.120503652039325
1739209839.2957253;-38.13080360867914
1739209839.2957268;-38.13080360867914
1739209839.2957284;-45.120503652039325
1739209839.29573;-38.13080360867914
1739209839.2957318;-45.120503652039325
1739209839.2957335;-38.13080360867914
1739209839.295735;-38.13080360867914
1739209839.2957366;-38.13080360867914
1739209839.2957382;-32.816014438256545
1739209839.29574;-31.141103565318893
1739209839.2957413;-35.57807855764607
1739209839.295743;-35.57807855764607
1739209839.2957447;-38.13080360867914
1739209839.2957463;-45.120503652039325
1739209839.2957478;-45.120503652039325
1739209839.2957494;-45.120503652039325
1739209839.295751;-38.13080360867914
1739209839.2957528;-38.13080360867914
1739209839.2957544;-33.981070128970906
1739209839.2957559;-45.120503652039325
1739209839.2957575;-38.13080360867914
1739209839.2957592;-30.49652367304973
1739209839.2957609;-45.120503652039325
1739209839.2957623;-45.120503652039325
1739209839.295764;-38.13080360867914
1739209839.2957656;-38.13080360867914
1739209839.2957673;-45.120503652039325
1739209839.2957687;-45.120503652039325
1739209839.2957704;-38.13080360867914
1739209839.295772;-45.120503652039325
1739209839.2957737;-45.120503652039325
1739209839.2957754;-38.13080360867914
1739209839.2957768;-38.13080360867914
1739209839.2957785;-38.13080360867914
1739209839.2957802;-38.13080360867914
1739209839.2957819;-45.120503652039325
1739209839.2957833;-38.13080360867914
1739209839.295785;-38.13080360867914
1739209839.2957866;-35.57807855764607
1739209839.2957883;-45.120503652039325
1739209839.29579;-45.120503652039325
1739209839.2957914;-33.981070128970906
1739209839.295793;-45.120503652039325
1739209839.2957947;-45.120503652039325
1739209839.2957964;-45.120503652039325
1739209839.2957978;-35.57807855764607
1739209839.2957995;-45.120503652039325
1739209839.2958012;-45.120503652039325
1739209839.2958028;-38.13080360867914
1739209839.2958043;-30.49652367304973
1739209839.295806;-45.120503652039325
1739209839.2958076;-38.13080360867914
1739209839.2958093;-38.13080360867914
1739209839.295811;-45.120503652039325
1739209839.2958124;-45.120503652039325
1739209839.295814;-45.120503652039325
1739209839.2958157;-45.120503652039325
1739209839.2958174;-45.120503652039325
1739209839.2958188;-38.13080360867914
1739209839.2958205;-38.13080360867914
1739209839.2958221;-45.120503652039325
1739209839.2958238;-38.13080360867914
1739209839.2958255;-33.981070128970906
1739209839.295827;-45.120503652039325
1739209839.2958286;-45.120503652039325
1739209839.2958302;-38.13080360867914
1739209839.295832;-38.13080360867914
1739209839.2958333;-38.13080360867914
1739209839.295835;-38.13080360867914
1739209839.2958367;-38.13080360867914
1739209839.2958384;-38.13080360867914
1739209839.2958398;-38.13080360867914
1739209839.2958415;-45.120503652039325
1739209839.2958431;-38.13080360867914
1739209839.2958448;-38.13080360867914
1739209839.2958465;-45.120503652039325
1739209839.295848;-45.120503652039325
1739209839.2958496;-45.120503652039325
1739209839.2958512;-33.981070128970906
1739209839.295853;-38.13080360867914
1739209839.2958543;-45.120503652039325
1739209839.295856;-38.13080360867914
1739209839.2958577;-45.120503652039325
1739209839.2958593;-45.120503652039325
1739209839.295861;-45.120503652039325
1739209839.2958624;-38.13080360867914
1739209839.295864;-28.992665084841942
1739209839.2958658;-38.13080360867914
1739209839.2958674;-38.13080360867914
1739209839.2958689;-38.13080360867914
1739209839.2958705;-38.13080360867914
1739209839.2958722;-45.120503652039325
1739209839.2958739;-33.981070128970906
1739209839.2958753;-38.13080360867914
1739209839.295877;-32.81601443825658
1739209839.2958786;-45.120503652039325
1739209839.2958803;-38.13080360867914
1739209839.295882;-33.981070128970906
1739209839.2958834;-38.13080360867914
1739209839.295885;-45.120503652039325
1739209839.2958868;-32.816014438256545
1739209839.2958884;-35.57807855764607
1739209839.2958899;-45.120503652039325
1739209839.2958915;-38.13080360867914
1739209839.2958932;-38.13080360867914
1739209839.2958949;-45.120503652039325
1739209839.2958965;-45.120503652039325
1739209839.295898;-45.120503652039325
1739209839.2958996;-38.13080360867914
1739209839.2959013;-38.13080360867914
1739209839.295903;-27.267205301931607
1739209839.2959044;-35.57807855764607
1739209839.295906;-45.120503652039325
1739209839.2959077;-38.13080360867914
1739209839.2959094;-33.981070128970906
1739209839.2959108;-45.120503652039325
1739209839.2959125;-45.120503652039325
1739209839.2959142;-45.120503652039325
1739209839.2959158;-33.981070128970956
1739209839.2959175;-33.981070128970906
1739209839.295919;-45.120503652039325
1739209839.2959206;-45.120503652039325
1739209839.2959223;-35.57807855764607
1739209839.295924;-35.57807855764607
1739209839.2959254;-45.120503652039325
1739209839.295927;-45.120503652039325
1739209839.2959287;-32.816014438256545
1739209839.2959304;-35.57807855764607
1739209839.295932;-38.13080360867914
1739209839.2959335;-35.57807855764607
1739209839.2959352;-45.120503652039325
1739209839.2959368;-38.13080360867914
1739209839.2959385;-38.13080360867914
1739209839.29594;-45.120503652039325
1739209839.2959416;-45.120503652039325
1739209839.2959433;-45.120503652039325
1739209839.295945;-38.13080360867914
1739209839.2959464;-38.13080360867914
1739209839.295948;-38.13080360867914
1739209839.2959497;-35.57807855764607
1739209839.2959514;-45.120503652039325
1739209839.295953;-45.120503652039325
1739209839.2959545;-45.120503652039325
1739209839.2959561;-45.120503652039325
1739209839.2959578;-45.120503652039325
1739209839.2959595;-45.120503652039325
1739209839.295961;-45.120503652039325
1739209839.2959626;-33.981070128970906
1739209839.2959642;-45.120503652039325
1739209839.295966;-38.13080360867914
1739209839.2959676;-31.141103565318893
1739209839.295969;-38.13080360867914
1739209839.2959707;-38.13080360867914
1739209839.2959723;-38.13080360867914
1739209839.295974;-38.13080360867914
1739209839.2959754;-45.120503652039325
1739209839.295977;-35.57807855764607
1739209839.2959788;-35.57807855764607
1739209839.2959805;-38.13080360867914
1739209839.295982;-35.57807855764607
1739209839.2959836;-38.13080360867914
1739209839.2959852;-38.13080360867914
1739209839.295987;-45.120503652039325
1739209839.2959886;-45.120503652039325
1739209839.29599;-38.13080360867914
1739209839.2959917;-38.13080360867914
1739209839.2959933;-38.13080360867914
1739209839.295995;-45.120503652039325
1739209839.2959964;-38.13080360867914
1739209839.295998;-35.57807855764607
1739209839.2959998;-45.120503652039325
1739209839.2960014;-45.120503652039325
1739209839.296003;-35.57807855764607
1739209839.2960045;-38.13080360867914
1739209839.2960062;-45.120503652039325
1739209839.2960079;-45.120503652039325
1739209839.2960095;-35.57807855764607
1739209839.296011;-32.816014438256545
1739209839.2960126;-38.13080360867914
1739209839.2960143;-38.13080360867914
1739209839.296016;-38.13080360867914
1739209839.2960174;-35.57807855764607
1739209839.296019;-45.120503652039325
1739209839.2960207;-45.120503652039325
1739209839.2960224;-38.13080360867914
1739209839.296024;-33.981070128970906
1739209839.2960255;-45.120503652039325
1739209839.2960272;-45.120503652039325
1739209839.2960289;-35.57807855764607
1739209839.2960305;-35.57807855764607
1739209839.296032;-35.57807855764607
1739209839.2960336;-38.13080360867914
1739209839.2960353;-38.13080360867914
1739209839.296037;-45.120503652039325
1739209839.2960386;-45.120503652039325
1739209839.29604;-45.120503652039325
1739209839.2960417;-45.120503652039325
1739209839.2960434;-38.13080360867914
1739209839.296045;-45.120503652039325
1739209839.2960465;-31.141103565318915
1739209839.2960482;-35.57807855764607
1739209839.2960498;-38.13080360867914
1739209839.2960515;-35.57807855764607
1739209839.296053;-38.13080360867914
1739209839.2960546;-45.120503652039325
1739209839.2960563;-38.13080360867914
1739209839.296058;-38.13080360867914
1739209839.2960596;-38.13080360867914
1739209839.296061;-38.13080360867914
1739209839.2960627;-38.13080360867914
1739209839.2960644;-45.120503652039325
1739209839.296066;-38.13080360867914
1739209839.2960675;-38.13080360867914
1739209839.2960691;-45.120503652039325
1739209839.2960708;-33.981070128970906
1739209839.2960725;-38.13080360867914
1739209839.296074;-45.120503652039325
1739209839.2960756;-45.120503652039325
1739209839.2960773;-38.13080360867914
1739209839.296079;-33.981070128970906
1739209839.2960806;-38.13080360867914
1739209839.296082;-38.13080360867914
1739209839.2960837;-38.13080360867914
1739209839.2960854;-31.141103565318915
1739209839.296087;-38.13080360867914
1739209839.2960885;-45.120503652039325
1739209839.2960901;-38.13080360867914
1739209839.2960918;-38.13080360867914
1739209839.2960935;-35.57807855764607
1739209839.2960951;-38.13080360867914
1739209839.2960966;-38.13080360867914
1739209839.2960982;-31.14110356531892
1739209839.2961;-31.141103565318915
1739209839.2961016;-45.120503652039325
1739209839.296103;-45.120503652039325
1739209839.2961047;-38.13080360867914
1739209839.2961063;-38.13080360867914
1739209839.296108;-38.13080360867914
1739209839.2961094;-45.120503652039325
1739209839.296111;-38.13080360867914
1739209839.2961128;-35.57807855764607
1739209839.2961144;-38.13080360867914
1739209839.296116;-45.120503652039325
1739209839.2961175;-45.120503652039325
1739209839.2961192;-38.13080360867914
1739209839.296121;-33.981070128970906
1739209839.2961226;-45.120503652039325
1739209839.296124;-45.120503652039325
1739209839.2961257;-35.57807855764607
1739209839.2961273;-38.13080360867914
1739209839.296129;-38.13080360867914
1739209839.2961307;-45.120503652039325
1739209839.296132;-38.13080360867914
1739209839.2961338;-38.13080360867914
