CAN Message; 0x150:0100343d5d112a8b
1739209788.6151965;-45.120503652039325
1739209788.615201;-38.13080360867914
1739209788.6152053;-38.13080360867914
1739209788.6152096;-45.120503652039325
1739209788.6152139;-35.57807855764607
1739209788.6152182;-35.57807855764607
1739209788.6152225;-38.13080360867914
1739209788.6152267;-38.13080360867914
1739209788.615231;-33.981070128970906
1739209788.6152353;-38.13080360867914
1739209788.6152396;-38.13080360867914
1739209788.615244;-28.58837851428586
1739209788.6152482;-38.13080360867914
1739209788.6152525;-45.120503652039325
1739209788.6152568;-32.816014438256545
1739209788.615261;-32.816014438256545
1739209788.6152654;-45.120503652039325
1739209788.6152697;-45.120503652039325
1739209788.615274;-45.120503652039325
1739209788.6152785;-45.120503652039325
1739209788.6152828;-45.120503652039325
1739209788.615287;-45.120503652039325
1739209788.6152914;-45.120503652039325
1739209788.6152956;-45.120503652039325
1739209788.6153;-33.981070128970906
1739209788.6153042;-38.13080360867914
1739209788.6153085;-45.120503652039325
1739209788.6153128;-38.13080360867914
1739209788.615317;-38.13080360867914
1739209788.6153214;-45.120503652039325
1739209788.6153257;-45.120503652039325
1739209788.61533;-38.13080360867914
1739209788.6153343;-35.57807855764607
1739209788.6153386;-35.57807855764607
1739209788.6153429;-45.120503652039325
1739209788.6153471;-45.120503652039325
1739209788.6153514;-33.981070128970906
1739209788.615356;-45.120503652039325
1739209788.6153603;-33.981070128970906
1739209788.6153646;-31.141103565318915
1739209788.6153688;-38.13080360867914
1739209788.6153731;-45.120503652039325
1739209788.6153774;-33.981070128970906
1739209788.6153817;-45.120503652039325
1739209788.615386;-29.438486411369333
1739209788.6153903;-25.826314394896354
1739209788.6153946;-45.120503652039325
1739209788.615399;-29.438486411369333
1739209788.6154032;-25.62660358559016
1739209788.6154075;-30.49652367304973
1739209788.6154118;-45.120503652039325
1739209788.615416;-26.487275050834715
1739209788.6154203;-32.816014438256545
1739209788.6154246;-28.992665084841942
1739209788.615429;-38.13080360867914
1739209788.6154335;-32.816014438256545
1739209788.6154377;-38.13080360867914
1739209788.615442;-31.141103565318915
1739209788.6154463;-33.981070128970906
1739209788.6154506;-38.13080360867914
1739209788.615455;-33.981070128970956
1739209788.6154592;-33.981070128970956
1739209788.6154635;-33.981070128970906
1739209788.6154678;-26.991370085610768
1739209788.615472;-26.991370085610722
1739209788.6154764;-25.62660358559016
1739209788.6154807;-28.58837851428586
1739209788.615485;-28.992665084841942
1739209788.6154892;-33.981070128970906
1739209788.6154935;-26.487275050834715
1739209788.6154978;-31.141103565318943
1739209788.615502;-28.992665084841942
1739209788.6155064;-22.448786368009156
1739209788.615511;-28.58837851428586
1739209788.6155152;-35.57807855764607
1739209788.6155195;-33.981070128970956
1739209788.6155238;-25.62660358559016
1739209788.615528;-30.49652367304973
1739209788.6155324;-45.120503652039325
1739209788.6155367;-38.13080360867914
1739209788.615541;-38.13080360867914
1739209788.6155453;-29.438486411369354
1739209788.6155496;-29.438486411369347
1739209788.6155539;-45.120503652039325
1739209788.6155581;-33.981070128970956
1739209788.6155624;-45.120503652039325
1739209788.6155667;-45.120503652039325
1739209788.615571;-35.57807855764607
1739209788.6155753;-27.267205301931607
1739209788.6155796;-27.8777449560314
1739209788.615584;-38.13080360867914
1739209788.6155884;-31.14110356531892
1739209788.6155927;-33.981070128970956
1739209788.615597;-45.120503652039325
1739209788.6156013;-31.141103565318915
1739209788.6156056;-38.13080360867914
1739209788.61561;-35.57807855764607
1739209788.6156142;-32.81601443825658
1739209788.6156185;-38.13080360867914
1739209788.6156228;-31.141103565318943
1739209788.615627;-24.589719217205094
1739209788.6156313;-25.826314394896357
1739209788.6156356;-32.81601443825658
1739209788.61564;-23.506823629689542
1739209788.6156442;-28.992665084841942
1739209788.6156485;-32.816014438256545
1739209788.6156528;-35.57807855764607
1739209788.615657;-30.49652367304973
1739209788.6156614;-45.120503652039325
1739209788.615666;-38.13080360867914
1739209788.6156702;-33.981070128970906
1739209788.6156745;-38.13080360867914
1739209788.6156788;-28.21854285175415
1739209788.615683;-33.981070128970906
1739209788.6156874;-30.49652367304973
1739209788.6156917;-33.981070128970906
1739209788.615696;-28.992665084841942
1739209788.6157002;-38.13080360867914
1739209788.6157045;-27.8777449560314
1739209788.6157088;-30.49652367304973
1739209788.6157131;-38.13080360867914
1739209788.6157174;-38.13080360867914
1739209788.6157217;-45.120503652039325
1739209788.615726;-25.826314394896357
1739209788.6157303;-27.877744956031414
1739209788.6157346;-24.292649948874775
1739209788.6157389;-24.15140352195873
1739209788.6157434;-25.826314394896357
1739209788.6157477;-38.13080360867914
1739209788.615752;-33.981070128970906
1739209788.6157563;-29.438486411369333
1739209788.6157606;-33.981070128970906
1739209788.6157649;-25.826314394896357
1739209788.6157691;-45.120503652039325
1739209788.6157734;-33.981070128970906
1739209788.6157777;-28.992665084841967
1739209788.615782;-28.218542851754165
1739209788.6157863;-28.21854285175415
1739209788.6157906;-26.487275050834725
1739209788.615795;-38.13080360867914
1739209788.6157992;-33.981070128970906
1739209788.6158035;-31.141103565318943
1739209788.6158078;-30.49652367304973
1739209788.615812;-26.991370085610722
1739209788.6158164;-29.438486411369347
1739209788.615821;-28.58837851428586
1739209788.6158252;-26.991370085610736
1739209788.6158295;-30.49652367304973
1739209788.6158338;-33.981070128970906
1739209788.615838;-31.141103565318915
1739209788.6158423;-38.13080360867914
1739209788.6158466;-45.120503652039325
1739209788.615851;-38.13080360867914
1739209788.6158552;-33.981070128970956
1739209788.6158595;-38.13080360867914
1739209788.6158638;-38.13080360867914
1739209788.615868;-28.58837851428586
1739209788.6158724;-31.141103565318915
1739209788.6158767;-38.13080360867914
1739209788.615881;-25.25278630937684
1739209788.6158853;-26.487275050834715
1739209788.6158895;-24.746238672633048
1739209788.6158938;-25.826314394896357
1739209788.6158984;-25.826314394896357
1739209788.6159027;-38.13080360867914
1739209788.615907;-33.981070128970906
1739209788.6159112;-26.991370085610722
1739209788.6159155;-33.981070128970906
1739209788.6159198;-32.816014438256545
1739209788.6159241;-29.438486411369354
1739209788.6159284;-25.826314394896354
1739209788.6159327;-31.141103565318893
1739209788.615937;-28.58837851428586
1739209788.6159413;-38.13080360867914
1739209788.6159456;-26.991370085610722
1739209788.6159499;-32.816014438256545
1739209788.6159542;-31.141103565318943
1739209788.6159585;-33.981070128970906
1739209788.6159627;-31.141103565318915
1739209788.615967;-38.13080360867914
1739209788.6159713;-35.57807855764607
1739209788.6159759;-38.13080360867914
1739209788.6159801;-25.077289914212862
1739209788.6159844;-27.877744956031414
1739209788.6159887;-32.81601443825658
1739209788.615993;-38.13080360867914
1739209788.6159973;-45.120503652039325
1739209788.6160016;-38.13080360867914
1739209788.616006;-27.267205301931607
1739209788.6160102;-23.50682362968953
1739209788.6160145;-24.589719217205094
1739209788.6160188;-33.981070128970906
1739209788.616023;-28.992665084841967
1739209788.6160274;-28.58837851428586
1739209788.6160316;-29.438486411369347
1739209788.616036;-45.120503652039325
1739209788.6160402;-28.992665084841942
1739209788.6160445;-38.13080360867914
1739209788.6160488;-38.13080360867914
1739209788.6160533;-38.13080360867914
1739209788.6160576;-27.8777449560314
1739209788.616062;-26.487275050834725
1739209788.6160662;-38.13080360867914
1739209788.6160705;-45.120503652039325
1739209788.6160748;-45.120503652039325
1739209788.616079;-38.13080360867914
1739209788.6160834;-38.13080360867914
1739209788.6160877;-45.120503652039325
1739209788.616092;-38.13080360867914
1739209788.6160963;-35.57807855764607
1739209788.6161005;-38.13080360867914
1739209788.6161048;-27.8777449560314
1739209788.6161091;-24.589719217205094
1739209788.6161134;-33.981070128970956
1739209788.6161177;-25.62660358559016
1739209788.616122;-23.16150712794696
1739209788.6161263;-30.49652367304976
1739209788.6161308;-33.981070128970906
1739209788.6161351;-33.981070128970906
1739209788.6161394;-33.981070128970956
1739209788.6161437;-38.13080360867914
1739209788.616148;-33.981070128970906
1739209788.6161523;-32.81601443825658
1739209788.6161566;-27.877744956031414
1739209788.6161609;-32.816014438256545
1739209788.6161652;-45.120503652039325
1739209788.6161695;-32.81601443825658
1739209788.6161737;-45.120503652039325
1739209788.616178;-33.981070128970906
1739209788.6161823;-26.991370085610722
1739209788.6161866;-45.120503652039325
1739209788.616191;-38.13080360867914
1739209788.6161952;-33.981070128970906
1739209788.6161995;-45.120503652039325
1739209788.6162038;-31.14110356531892
1739209788.6162083;-32.816014438256545
1739209788.6162126;-38.13080360867914
1739209788.616217;-23.38864096791655
1739209788.6162212;-28.992665084841942
1739209788.6162255;-45.120503652039325
1739209788.6162298;-45.120503652039325
1739209788.616234;-32.816014438256545
1739209788.6162384;-25.252786309376837
1739209788.6162426;-28.58837851428586
1739209788.616247;-38.13080360867914
1739209788.6162512;-27.267205301931607
1739209788.6162555;-38.13080360867914
1739209788.6162598;-25.826314394896357
1739209788.616264;-24.589719217205094
1739209788.6162684;-32.816014438256545
1739209788.6162727;-38.13080360867914
1739209788.616277;-38.13080360867914
1739209788.6162813;-29.438486411369347
1739209788.6162858;-27.267205301931607
1739209788.61629;-28.992665084841942
1739209788.6162944;-38.13080360867914
1739209788.6162987;-33.981070128970906
1739209788.616303;-45.120503652039325
1739209788.6163073;-30.49652367304973
1739209788.6163116;-33.981070128970906
1739209788.6163158;-31.141103565318915
1739209788.6163201;-32.81601443825658
1739209788.6163244;-45.120503652039325
1739209788.6163287;-35.57807855764607
1739209788.616333;-33.981070128970906
1739209788.6163373;-35.57807855764607
1739209788.6163416;-27.8777449560314
1739209788.616346;-38.13080360867914
1739209788.6163502;-30.49652367304973
1739209788.6163545;-28.992665084841942
1739209788.6163588;-27.877744956031417
1739209788.6163633;-29.438486411369354
1739209788.6163676;-29.438486411369333
1739209788.6163719;-45.120503652039325
1739209788.6163762;-31.141103565318893
1739209788.6163805;-38.13080360867914
1739209788.6163847;-28.58837851428586
1739209788.616389;-30.49652367304973
1739209788.6163933;-31.141103565318915
1739209788.6163976;-31.141103565318943
1739209788.616402;-25.25278630937684
1739209788.6164062;-26.487275050834715
1739209788.6164105;-33.981070128970906
1739209788.6164148;-38.13080360867914
1739209788.616419;-38.13080360867914
1739209788.6164234;-45.120503652039325
1739209788.6164277;-38.13080360867914
1739209788.616432;-23.506823629689542
1739209788.6164362;-25.077289914212862
1739209788.6164408;-28.992665084841942
1739209788.616445;-38.13080360867914
1739209788.6164494;-28.58837851428586
1739209788.6164536;-25.62660358559016
1739209788.616458;-45.120503652039325
1739209788.6164622;-32.816014438256545
1739209788.6164665;-32.81601443825658
1739209788.6164708;-45.120503652039325
1739209788.616475;-45.120503652039325
1739209788.6164794;-35.57807855764607
1739209788.6164837;-38.13080360867914
1739209788.616488;-38.13080360867914
1739209788.6164923;-33.981070128970906
1739209788.6164966;-35.57807855764607
1739209788.6165009;-38.13080360867914
1739209788.6165051;-35.57807855764607
1739209788.6165094;-38.13080360867914
1739209788.6165137;-45.120503652039325
1739209788.6165183;-35.57807855764607
1739209788.6165226;-38.13080360867914
1739209788.6165268;-32.816014438256545
1739209788.6165311;-45.120503652039325
1739209788.6165354;-45.120503652039325
1739209788.6165397;-32.816014438256545
1739209788.616544;-45.120503652039325
1739209788.6165483;-45.120503652039325
1739209788.6165526;-45.120503652039325
1739209788.616557;-38.13080360867914
1739209788.6165612;-45.120503652039325
1739209788.6165655;-38.13080360867914
1739209788.6165698;-38.13080360867914
1739209788.616574;-38.13080360867914
1739209788.6165783;-38.13080360867914
1739209788.6165826;-45.120503652039325
1739209788.616587;-35.57807855764607
1739209788.6165912;-35.57807855764607
1739209788.6165957;-32.816014438256545
1739209788.6166;-45.120503652039325
1739209788.6166043;-45.120503652039325
1739209788.6166086;-35.57807855764607
1739209788.616613;-33.981070128970906
1739209788.6166172;-45.120503652039325
1739209788.6166215;-45.120503652039325
1739209788.6166258;-38.13080360867914
1739209788.61663;-38.13080360867914
1739209788.6166344;-45.120503652039325
1739209788.6166387;-45.120503652039325
1739209788.616643;-45.120503652039325
1739209788.6166472;-45.120503652039325
1739209788.6166515;-38.13080360867914
1739209788.6166558;-35.57807855764607
1739209788.61666;-45.120503652039325
1739209788.6166644;-45.120503652039325
1739209788.6166687;-35.57807855764607
1739209788.6166732;-38.13080360867914
1739209788.6166775;-45.120503652039325
1739209788.6166818;-38.13080360867914
1739209788.616686;-45.120503652039325
1739209788.6166904;-45.120503652039325
1739209788.6166947;-45.120503652039325
1739209788.616699;-45.120503652039325
1739209788.6167033;-45.120503652039325
1739209788.6167076;-38.13080360867914
1739209788.6167119;-45.120503652039325
1739209788.6167161;-45.120503652039325
1739209788.6167204;-38.13080360867914
1739209788.6167247;-45.120503652039325
1739209788.616729;-38.13080360867914
1739209788.6167333;-38.13080360867914
1739209788.6167376;-35.57807855764607
1739209788.616742;-25.826314394896357
1739209788.6167464;-38.13080360867914
1739209788.6167507;-45.120503652039325
1739209788.616755;-38.13080360867914
1739209788.6167593;-38.13080360867914
1739209788.6167636;-45.120503652039325
1739209788.616768;-45.120503652039325
1739209788.6167722;-45.120503652039325
1739209788.6167765;-33.981070128970956
1739209788.6167808;-45.120503652039325
1739209788.616785;-45.120503652039325
1739209788.6167893;-38.13080360867914
1739209788.6167936;-45.120503652039325
1739209788.616798;-45.120503652039325
1739209788.6168022;-45.120503652039325
1739209788.6168065;-45.120503652039325
1739209788.6168108;-31.141103565318915
1739209788.616815;-38.13080360867914
1739209788.6168194;-45.120503652039325
1739209788.616824;-35.57807855764607
1739209788.6168282;-33.981070128970906
1739209788.6168325;-38.13080360867914
1739209788.6168368;-38.13080360867914
1739209788.616841;-45.120503652039325
1739209788.6168454;-45.120503652039325
1739209788.6168497;-38.13080360867914
1739209788.616854;-38.13080360867914
1739209788.6168582;-45.120503652039325
1739209788.6168625;-45.120503652039325
1739209788.6168668;-38.13080360867914
1739209788.616871;-35.57807855764607
1739209788.6168754;-38.13080360867914
1739209788.6168797;-32.81601443825658
1739209788.616884;-38.13080360867914
1739209788.6168883;-38.13080360867914
1739209788.6168926;-45.120503652039325
1739209788.6168969;-38.13080360867914
1739209788.6169014;-45.120503652039325
1739209788.6169057;-38.13080360867914
1739209788.61691;-38.13080360867914
1739209788.6169143;-31.141103565318915
1739209788.6169186;-33.981070128970906
1739209788.6169229;-38.13080360867914
1739209788.6169271;-45.120503652039325
1739209788.6169314;-38.13080360867914
1739209788.6169357;-35.57807855764607
1739209788.61694;-38.13080360867914
1739209788.6169443;-45.120503652039325
1739209788.6169486;-38.13080360867914
1739209788.616953;-38.13080360867914
1739209788.6169572;-45.120503652039325
1739209788.6169615;-45.120503652039325
1739209788.6169658;-45.120503652039325
1739209788.61697;-38.13080360867914
1739209788.6169744;-38.13080360867914
1739209788.616979;-45.120503652039325
1739209788.6169832;-38.13080360867914
1739209788.6169875;-38.13080360867914
1739209788.6169918;-38.13080360867914
1739209788.616996;-45.120503652039325
1739209788.6170003;-45.120503652039325
1739209788.6170046;-45.120503652039325
1739209788.617009;-45.120503652039325
1739209788.6170132;-38.13080360867914
1739209788.6170175;-38.13080360867914
1739209788.6170218;-45.120503652039325
1739209788.617026;-45.120503652039325
1739209788.6170304;-38.13080360867914
1739209788.6170347;-33.981070128970906
1739209788.617039;-35.57807855764607
1739209788.6170433;-38.13080360867914
1739209788.6170475;-45.120503652039325
1739209788.6170518;-38.13080360867914
1739209788.6170564;-45.120503652039325
1739209788.6170607;-45.120503652039325
1739209788.617065;-38.13080360867914
1739209788.6170692;-38.13080360867914
1739209788.6170735;-45.120503652039325
1739209788.6170778;-45.120503652039325
1739209788.617082;-33.981070128970906
1739209788.6170864;-33.981070128970906
1739209788.6170907;-38.13080360867914
1739209788.617095;-45.120503652039325
1739209788.6170993;-45.120503652039325
1739209788.6171036;-38.13080360867914
1739209788.6171079;-38.13080360867914
1739209788.6171122;-38.13080360867914
1739209788.6171165;-45.120503652039325
1739209788.6171207;-45.120503652039325
1739209788.617125;-45.120503652039325
1739209788.6171293;-45.120503652039325
1739209788.6171339;-45.120503652039325
1739209788.6171381;-45.120503652039325
1739209788.6171424;-45.120503652039325
1739209788.6171467;-38.13080360867914
1739209788.617151;-45.120503652039325
1739209788.6171553;-38.13080360867914
1739209788.6171596;-45.120503652039325
1739209788.617164;-38.13080360867914
1739209788.6171682;-45.120503652039325
1739209788.6171725;-45.120503652039325
1739209788.6171768;-38.13080360867914
1739209788.617181;-38.13080360867914
1739209788.6171854;-38.13080360867914
1739209788.6171896;-45.120503652039325
1739209788.617194;-30.49652367304973
1739209788.6171982;-31.141103565318893
1739209788.6172025;-45.120503652039325
1739209788.6172068;-45.120503652039325
1739209788.6172113;-35.57807855764607
1739209788.6172156;-35.57807855764607
1739209788.61722;-45.120503652039325
1739209788.6172242;-38.13080360867914
1739209788.6172285;-45.120503652039325
1739209788.6172328;-38.13080360867914
1739209788.617237;-38.13080360867914
1739209788.6172414;-38.13080360867914
1739209788.6172457;-38.13080360867914
1739209788.61725;-38.13080360867914
1739209788.6172543;-38.13080360867914
1739209788.6172585;-45.120503652039325
1739209788.6172628;-32.816014438256545
1739209788.6172671;-38.13080360867914
1739209788.6172714;-38.13080360867914
1739209788.6172757;-38.13080360867914
1739209788.61728;-38.13080360867914
1739209788.6172843;-38.13080360867914
1739209788.6172888;-45.120503652039325
1739209788.6172931;-38.13080360867914
1739209788.6172974;-38.13080360867914
1739209788.6173017;-45.120503652039325
1739209788.617306;-38.13080360867914
1739209788.6173103;-45.120503652039325
1739209788.6173146;-38.13080360867914
1739209788.6173189;-29.438486411369333
1739209788.6173232;-38.13080360867914
1739209788.6173275;-38.13080360867914
1739209788.6173317;-45.120503652039325
1739209788.617336;-45.120503652039325
1739209788.6173403;-35.57807855764607
1739209788.6173446;-38.13080360867914
1739209788.617349;-45.120503652039325
1739209788.6173532;-45.120503652039325
1739209788.6173575;-38.13080360867914
1739209788.6173618;-45.120503652039325
1739209788.6173663;-28.21854285175415
1739209788.6173706;-31.141103565318893
1739209788.617375;-35.57807855764607
1739209788.6173792;-38.13080360867914
1739209788.6173835;-35.57807855764607
1739209788.6173878;-35.57807855764607
1739209788.617392;-45.120503652039325
1739209788.6173964;-35.57807855764607
1739209788.6174006;-45.120503652039325
1739209788.617405;-38.13080360867914
1739209788.6174092;-38.13080360867914
1739209788.6174135;-38.13080360867914
1739209788.6174178;-45.120503652039325
1739209788.617422;-45.120503652039325
1739209788.6174264;-38.13080360867914
1739209788.6174307;-38.13080360867914
1739209788.617435;-35.57807855764607
1739209788.6174393;-33.981070128970906
1739209788.6174438;-38.13080360867914
1739209788.617448;-45.120503652039325
1739209788.6174524;-38.13080360867914
1739209788.6174567;-38.13080360867914
1739209788.617461;-45.120503652039325
1739209788.6174653;-45.120503652039325
1739209788.6174695;-35.57807855764607
1739209788.6174738;-31.141103565318893
1739209788.6174781;-45.120503652039325
1739209788.6174824;-38.13080360867914
1739209788.6174867;-38.13080360867914
1739209788.617491;-38.13080360867914
1739209788.6174953;-45.120503652039325
1739209788.6174996;-33.981070128970906
1739209788.617504;-45.120503652039325
1739209788.6175082;-45.120503652039325
1739209788.6175125;-38.13080360867914
1739209788.6175168;-38.13080360867914
1739209788.6175213;-33.981070128970906
1739209788.6175256;-38.13080360867914
1739209788.6175299;-38.13080360867914
1739209788.6175342;-45.120503652039325
1739209788.6175385;-35.57807855764607
1739209788.6175427;-26.991370085610722
1739209788.617547;-35.57807855764607
1739209788.6175513;-38.13080360867914
1739209788.6175556;-35.57807855764607
1739209788.61756;-29.438486411369333
1739209788.6175642;-45.120503652039325
1739209788.6175685;-38.13080360867914
1739209788.6175728;-45.120503652039325
1739209788.617577;-45.120503652039325
1739209788.6175814;-45.120503652039325
1739209788.6175857;-45.120503652039325
1739209788.61759;-45.120503652039325
1739209788.6175942;-45.120503652039325
1739209788.6175988;-38.13080360867914
1739209788.617603;-45.120503652039325
1739209788.6176074;-35.57807855764607
1739209788.6176116;-28.992665084841942
1739209788.617616;-45.120503652039325
1739209788.6176202;-45.120503652039325
1739209788.6176245;-45.120503652039325
1739209788.6176288;-45.120503652039325
1739209788.617633;-45.120503652039325
1739209788.6176374;-38.13080360867914
1739209788.6176417;-33.981070128970906
1739209788.617646;-38.13080360867914
1739209788.6176503;-35.57807855764607
1739209788.6176546;-38.13080360867914
1739209788.6176589;-38.13080360867914
1739209788.6176631;-30.49652367304973
1739209788.6176674;-38.13080360867914
1739209788.6176717;-45.120503652039325
1739209788.6176763;-38.13080360867914
1739209788.6176805;-45.120503652039325
1739209788.6176848;-38.13080360867914
1739209788.6176891;-35.57807855764607
1739209788.6176934;-33.981070128970906
1739209788.6176977;-45.120503652039325
1739209788.617702;-38.13080360867914
1739209788.6177063;-45.120503652039325
1739209788.6177106;-45.120503652039325
1739209788.617715;-38.13080360867914
1739209788.6177192;-38.13080360867914
1739209788.6177235;-38.13080360867914
1739209788.6177278;-38.13080360867914
1739209788.617732;-38.13080360867914
1739209788.6177363;-38.13080360867914
1739209788.6177406;-38.13080360867914
1739209788.617745;-38.13080360867914
1739209788.6177492;-38.13080360867914
1739209788.6177537;-38.13080360867914
1739209788.617758;-38.13080360867914
1739209788.6177623;-38.13080360867914
1739209788.6177666;-33.981070128970906
1739209788.617771;-33.981070128970906
1739209788.6177752;-30.49652367304973
1739209788.6177795;-38.13080360867914
1739209788.6177838;-45.120503652039325
1739209788.617788;-32.816014438256545
1739209788.6177924;-38.13080360867914
1739209788.6177967;-45.120503652039325
1739209788.617801;-45.120503652039325
1739209788.6178052;-45.120503652039325
1739209788.6178095;-33.981070128970906
1739209788.6178138;-45.120503652039325
1739209788.617818;-38.13080360867914
1739209788.6178224;-28.992665084841942
1739209788.6178267;-38.13080360867914
1739209788.6178312;-45.120503652039325
1739209788.6178355;-38.13080360867914
1739209788.6178398;-33.981070128970906
1739209788.617844;-45.120503652039325
1739209788.6178484;-45.120503652039325
1739209788.6178527;-45.120503652039325
1739209788.617857;-45.120503652039325
1739209788.6178613;-45.120503652039325
1739209788.6178656;-38.13080360867914
1739209788.6178699;-38.13080360867914
1739209788.6178741;-45.120503652039325
1739209788.6178784;-38.13080360867914
1739209788.6178827;-45.120503652039325
1739209788.617887;-45.120503652039325
1739209788.6178913;-45.120503652039325
1739209788.6178956;-38.13080360867914
1739209788.6179;-38.13080360867914
1739209788.6179042;-38.13080360867914
1739209788.6179087;-33.981070128970906
1739209788.617913;-38.13080360867914
1739209788.6179173;-38.13080360867914
1739209788.6179216;-38.13080360867914
